
[00:00:00.000 --> 00:00:06.780]   [AUDIO OUT]
[00:39:06.820 --> 00:39:08.460]   And then you give the final answer.
[00:39:08.460 --> 00:39:10.940]   And then when the model sees this unseen question,
[00:39:10.940 --> 00:39:12.620]   now it's able to give the reasoning path
[00:39:12.620 --> 00:39:15.900]   and then give the correct final answer.
[00:39:15.900 --> 00:39:18.660]   And the way that we add these prompts into the prompt
[00:39:18.660 --> 00:39:21.060]   is basically we just manually write a couple
[00:39:21.060 --> 00:39:23.940]   and then add it into the prompt.
[00:39:23.940 --> 00:39:26.940]   So let me just show how that works.
[00:39:26.940 --> 00:39:32.780]   So this is the OpenAI API.
[00:39:32.780 --> 00:39:38.500]   And basically, here's the non-chain-of-thought way
[00:39:38.500 --> 00:39:39.020]   of doing it.
[00:39:39.020 --> 00:39:43.420]   So basically, you would have question, answer, question,
[00:39:43.420 --> 00:39:45.180]   answer, question, answer, and then
[00:39:45.180 --> 00:39:47.900]   new question about cafeteria has 23 apples.
[00:39:47.900 --> 00:39:49.780]   They used 20 to make lunch and bought six more
[00:39:49.780 --> 00:39:52.100]   healthy apples to have.
[00:39:52.100 --> 00:39:56.420]   And the model gets it wrong.
[00:39:56.420 --> 00:39:58.900]   And the only difference with chain-of-thought
[00:39:58.900 --> 00:40:02.220]   is that you give these intermediate reasoning
[00:40:02.220 --> 00:40:05.260]   paths before giving the final answer.
[00:40:05.260 --> 00:40:06.780]   So here's a path.
[00:40:06.780 --> 00:40:08.700]   There's a reasoning chain.
[00:40:08.700 --> 00:40:10.660]   There's another reasoning chain.
[00:40:10.660 --> 00:40:15.860]   And then now, the model for this unseen question
[00:40:15.860 --> 00:40:18.940]   gives the entire reasoning process.
[00:40:18.940 --> 00:40:23.060]   And then this actually enables the model to get it correct.
[00:40:23.060 --> 00:40:28.460]   I'll give another quick example, this one.
[00:40:28.460 --> 00:40:31.300]   So here, the task is just take the last letters
[00:40:31.300 --> 00:40:34.380]   of the words in Bill Gates, so like L from Bill and S
[00:40:34.380 --> 00:40:36.420]   from Gates, and then concatenate them.
[00:40:36.420 --> 00:40:39.780]   And the answer should be LS.
[00:40:39.780 --> 00:40:42.500]   And then here, the model gets it wrong.
[00:40:42.500 --> 00:40:46.860]   The answer should be NK, so it's SK.
[00:40:46.860 --> 00:40:50.100]   And then if you do chain-of-thought,
[00:40:50.100 --> 00:40:53.580]   obviously, this becomes very easy for the model.
[00:40:53.580 --> 00:40:55.940]   So it says the last letter of Bill is L.
[00:40:55.940 --> 00:41:00.860]   The last letter of Gates is S. The answer is LS.
[00:41:00.860 --> 00:41:03.940]   And then here, it's able to do the last letter of Elon is M.
[00:41:03.940 --> 00:41:06.660]   And the last letter of Musk is K. And the answer is NK.
[00:41:06.660 --> 00:41:11.900]   So is this clear?
[00:41:11.900 --> 00:41:15.380]   Any questions about what's going on here?
[00:41:15.380 --> 00:41:16.020]   OK, great.
[00:41:16.020 --> 00:41:21.100]   So basically, we can have these similar plots
[00:41:21.100 --> 00:41:23.300]   where the x-axis is the model scale.
[00:41:23.300 --> 00:41:26.580]   The y-axis is the performance.
[00:41:26.580 --> 00:41:28.900]   So on the left, we have this math word question
[00:41:28.900 --> 00:41:30.380]   benchmark called GSMAK.
[00:41:30.380 --> 00:41:32.420]   It's basically like questions that you'd
[00:41:32.420 --> 00:41:35.300]   see in an elementary school math test.
[00:41:35.300 --> 00:41:38.180]   And you can see the blue dot is standard,
[00:41:38.180 --> 00:41:41.020]   and the purple star is chain-of-thought.
[00:41:41.020 --> 00:41:43.020]   And basically, you see that the chain-of-thought,
[00:41:43.020 --> 00:41:46.340]   if you use a large enough model, does a lot better
[00:41:46.340 --> 00:41:49.020]   than standard prompting.
[00:41:49.020 --> 00:41:53.620]   It actually beats the fine-tuned state-of-the-art at the time.
[00:41:53.620 --> 00:41:58.140]   A similar example is on this benchmark called Strategy QA.
[00:41:58.140 --> 00:42:00.260]   And what Strategy QA is, it's basically
[00:42:00.260 --> 00:42:03.380]   like this world knowledge plus common sense reasoning
[00:42:03.380 --> 00:42:03.900]   benchmark.
[00:42:03.900 --> 00:42:05.740]   So the question would be, can you
[00:42:05.740 --> 00:42:08.420]   hide a basketball in a sand cat's ear?
[00:42:08.420 --> 00:42:12.180]   And then the model would say, a basketball is about this size.
[00:42:12.180 --> 00:42:13.500]   A sand cat's ear is that.
[00:42:13.500 --> 00:42:14.820]   So it would not fit.
[00:42:14.820 --> 00:42:16.420]   And on this benchmark, you can also
[00:42:16.420 --> 00:42:19.340]   see that we can beat the fine-tuned state-of-the-art
[00:42:19.340 --> 00:42:22.380]   from before just by using chain-of-thought
[00:42:22.380 --> 00:42:24.040]   with a large enough [INAUDIBLE] model.
[00:42:28.100 --> 00:42:30.660]   So one way we use this is that we
[00:42:30.660 --> 00:42:35.060]   evaluate a chain-of-thought on a certain subset of Big Bench
[00:42:35.060 --> 00:42:35.560]   tasks.
[00:42:35.560 --> 00:42:38.780]   So we created a subset called Big Bench Hard.
[00:42:38.780 --> 00:42:41.780]   And basically, it's like 23 challenging tasks
[00:42:41.780 --> 00:42:45.140]   from Big Bench, where no model had done better
[00:42:45.140 --> 00:42:48.660]   than the average human rater.
[00:42:48.660 --> 00:42:50.700]   So the way that you prompt the model
[00:42:50.700 --> 00:42:54.460]   is that you'd have a task description, question, options,
[00:42:54.460 --> 00:42:59.060]   chain-of-thought, and then the test time question.
[00:42:59.060 --> 00:43:02.940]   And so I'll give a couple examples of tasks here.
[00:43:02.940 --> 00:43:06.660]   So one example is navigate.
[00:43:06.660 --> 00:43:09.620]   Basically, what the language model has to do in this task
[00:43:09.620 --> 00:43:11.620]   is it has to basically follow these.
[00:43:11.620 --> 00:43:14.560]   So the question is, if you follow these instructions,
[00:43:14.560 --> 00:43:16.260]   do you return to the starting point?
[00:43:16.260 --> 00:43:18.540]   Turn left, turn right, take five steps, take four steps,
[00:43:18.540 --> 00:43:21.100]   turn around, take nine steps.
[00:43:21.100 --> 00:43:25.540]   And then the model, following the few shot exemplars,
[00:43:25.540 --> 00:43:30.420]   is able to basically track state after all of the actions.
[00:43:30.420 --> 00:43:32.300]   And then at the end, it says, OK,
[00:43:32.300 --> 00:43:34.140]   are we at the final answer?
[00:43:34.140 --> 00:43:36.740]   Are we at the original location?
[00:43:36.740 --> 00:43:38.380]   If it is 0, 0, the answer is yes.
[00:43:38.380 --> 00:43:44.780]   Just to give an example of another task,
[00:43:44.780 --> 00:43:47.180]   here's a task that's very easy for humans,
[00:43:47.180 --> 00:43:48.180]   basically word sorting.
[00:43:48.260 --> 00:43:51.740]   So there's a list of words, burly, baila.
[00:43:51.740 --> 00:43:52.860]   I'm not going to read them.
[00:43:52.860 --> 00:43:57.780]   And basically, the model has to sort them alphabetical order.
[00:43:57.780 --> 00:44:00.020]   And here, the model can follow the few shot exemplars.
[00:44:00.020 --> 00:44:05.260]   So you have this pretty complicated chain-of-thought
[00:44:05.260 --> 00:44:08.900]   where the model has to sort each of the subparts.
[00:44:08.900 --> 00:44:11.660]   And then finally, it gets to the final answer, which is correct.
[00:44:15.580 --> 00:44:20.180]   So here's this result summary on the subset of BigBench.
[00:44:20.180 --> 00:44:24.380]   So you can see, OK, we have two metrics.
[00:44:24.380 --> 00:44:26.180]   One is just the average performance
[00:44:26.180 --> 00:44:27.580]   on all these tasks.
[00:44:27.580 --> 00:44:31.140]   And the second is the percent of tasks
[00:44:31.140 --> 00:44:34.820]   that are above the average human reader.
[00:44:34.820 --> 00:44:37.620]   So average human reader is 67.
[00:44:37.620 --> 00:44:40.220]   Max human reader is 94.
[00:44:40.220 --> 00:44:43.020]   And then prior results, the model was doing way worse.
[00:44:43.020 --> 00:44:44.540]   It was like 50.
[00:44:44.540 --> 00:44:50.060]   And this is by construction of the subset.
[00:44:50.060 --> 00:44:52.260]   And then we used Code Da Vinci 02,
[00:44:52.260 --> 00:44:54.460]   which is one of the OpenAI models.
[00:44:54.460 --> 00:44:58.220]   And actually, you can use this one for free with OpenAPI.
[00:44:58.220 --> 00:45:01.360]   And basically, if you do answer-only prompting
[00:45:01.360 --> 00:45:03.580]   without chain-of-thought, then you
[00:45:03.580 --> 00:45:06.900]   are beating the average human reader on 5 of 27.
[00:45:06.900 --> 00:45:09.500]   But if you use chain-of-thought prompting,
[00:45:09.500 --> 00:45:12.500]   then the performance increases by this pretty decent amount.
[00:45:12.500 --> 00:45:15.700]   And you're able to pass the average human
[00:45:15.700 --> 00:45:18.180]   on the majority of tasks.
[00:45:18.180 --> 00:45:19.980]   And then below is just this visualization
[00:45:19.980 --> 00:45:23.180]   of the tasks that are doing worse than humans in red
[00:45:23.180 --> 00:45:25.460]   and then better than humans in blue.
[00:45:25.460 --> 00:45:26.500]   Yeah.
[00:45:26.500 --> 00:45:27.620]   Two questions.
[00:45:27.620 --> 00:45:32.460]   Isn't this similar to RLHF in spirit, at least?
[00:45:32.460 --> 00:45:34.540]   Is what similar?
[00:45:34.540 --> 00:45:36.040]   I think chain-of-thought prompting.
[00:45:36.040 --> 00:45:37.540]   I'm not sure what the statement is.
[00:45:37.540 --> 00:45:41.220]   I think chain-of-thought.
[00:45:41.220 --> 00:45:44.340]   Yeah, I think it's--
[00:45:44.340 --> 00:45:45.700]   I wouldn't call it similar.
[00:45:45.700 --> 00:45:47.900]   So chain-of-thought is basically you
[00:45:47.900 --> 00:45:49.340]   take a pre-trained language model
[00:45:49.340 --> 00:45:51.780]   and you use a prompting technique that includes
[00:45:51.780 --> 00:45:54.340]   intermediate reusing path.
[00:45:54.340 --> 00:45:58.180]   The way that RLHF works is that you have this additional data
[00:45:58.180 --> 00:46:00.100]   that you want to fine-tune the model on.
[00:46:00.100 --> 00:46:02.420]   And you have a preference model that
[00:46:02.420 --> 00:46:05.620]   sort of predicts how well does a certain output--
[00:46:09.420 --> 00:46:12.300]   how likely is that to be preferred by humans?
[00:46:12.300 --> 00:46:17.620]   And then RLHF, what that does is it fine-tunes the language
[00:46:17.620 --> 00:46:20.660]   model to do well on the preference model's prediction.
[00:46:20.660 --> 00:46:24.100]   So basically, it's sort of aligning the model
[00:46:24.100 --> 00:46:26.260]   with what humans would prefer.
[00:46:26.260 --> 00:46:27.420]   Is there a second question?
[00:46:27.420 --> 00:46:27.920]   Yeah, sorry.
[00:46:27.920 --> 00:46:28.980]   Just a few.
[00:46:28.980 --> 00:46:29.700]   OK.
[00:46:29.700 --> 00:46:31.300]   Andres asks, can chain-of-thought
[00:46:31.300 --> 00:46:33.500]   be included in fine-tuning rather than
[00:46:33.500 --> 00:46:36.580]   having to be in the prompt?
[00:46:36.580 --> 00:46:37.420]   Yes.
[00:46:37.420 --> 00:46:39.900]   The short answer is yes.
[00:46:39.900 --> 00:46:41.540]   The sort of complicated thing about that
[00:46:41.540 --> 00:46:44.980]   is that you have to have chain-of-thought intermediate
[00:46:44.980 --> 00:46:45.580]   steps.
[00:46:45.580 --> 00:46:48.460]   And those are pretty--
[00:46:48.460 --> 00:46:54.680]   it can be costly to gather that data and to do the fine-tuning.
[00:46:54.680 --> 00:46:55.480]   One last question.
[00:46:55.480 --> 00:46:56.800]   Sorry for everybody getting in.
[00:46:56.800 --> 00:46:58.220]   Another student asks, do you think
[00:46:58.220 --> 00:47:00.940]   that chain-of-thought and prompt engineering in general
[00:47:00.940 --> 00:47:04.220]   is just an artifact that won't be necessary for larger scale
[00:47:04.220 --> 00:47:06.660]   models that are better able to understand the prompts
[00:47:06.660 --> 00:47:08.260]   [INAUDIBLE]
[00:47:08.260 --> 00:47:11.340]   Yeah, so that's a great question.
[00:47:11.340 --> 00:47:15.060]   Basically, the question is how ephemeral is prompt engineering
[00:47:15.060 --> 00:47:16.460]   going to be.
[00:47:16.460 --> 00:47:18.340]   I think we'll find out.
[00:47:18.340 --> 00:47:22.740]   But some initial intuitions are that for easy tasks that
[00:47:22.740 --> 00:47:26.620]   are easy to describe and maybe they're multiple choice,
[00:47:26.620 --> 00:47:29.180]   larger models will probably be more robust to prompt
[00:47:29.180 --> 00:47:29.700]   engineering.
[00:47:29.700 --> 00:47:31.740]   And there's sort of less you can do with that.
[00:47:31.740 --> 00:47:35.540]   But I think as language models get more powerful,
[00:47:35.540 --> 00:47:37.300]   they'll sort of be more normal to use them
[00:47:37.300 --> 00:47:40.140]   on a lot more challenging tasks.
[00:47:40.140 --> 00:47:42.980]   And in those tasks, you'll have to specify exactly what you
[00:47:42.980 --> 00:47:44.420]   want the model to do, et cetera.
[00:47:44.420 --> 00:47:46.460]   So I think there will still be some room for prompt
[00:47:46.460 --> 00:47:49.540]   engineering there, at least in the near future.
[00:47:49.540 --> 00:47:50.140]   Yeah, go ahead.
[00:47:50.140 --> 00:47:52.660]   Do you know how well this chain-of-thought prompting is
[00:47:52.660 --> 00:47:55.180]   generalizing to, for example, you showed these two tasks,
[00:47:55.180 --> 00:47:58.180]   right, a simple math and a map, and then the other one
[00:47:58.180 --> 00:48:01.580]   basically sorting the words alphabetically, right?
[00:48:01.580 --> 00:48:02.140]   Yeah.
[00:48:02.140 --> 00:48:04.940]   So I mean, I see that's the case with the math.
[00:48:04.940 --> 00:48:08.660]   Math has to give this chain-of-thought prompting,
[00:48:08.660 --> 00:48:09.980]   and it does that super well.
[00:48:09.980 --> 00:48:11.780]   But would that model also perform better
[00:48:11.780 --> 00:48:13.460]   on sorting the alphabet?
[00:48:13.460 --> 00:48:15.420]   Or do you have to give the chain-of-thought
[00:48:15.420 --> 00:48:17.700]   for sorting words alphabetically?
[00:48:17.700 --> 00:48:19.380]   Yeah, that's a great question.
[00:48:19.380 --> 00:48:24.380]   So for some tasks where you've seen similar data
[00:48:24.380 --> 00:48:26.780]   in pre-training, the model can do really well,
[00:48:26.780 --> 00:48:29.620]   even if the chain-of-thought is from another task.
[00:48:29.620 --> 00:48:31.300]   So for example, like math word problems,
[00:48:31.300 --> 00:48:33.580]   you actually don't really need a math chain-of-thought,
[00:48:33.580 --> 00:48:35.660]   because the model already knows how to do that.
[00:48:35.660 --> 00:48:38.420]   But for tasks like this, you probably
[00:48:38.420 --> 00:48:41.300]   haven't seen any data that's like the chain-of-thought here.
[00:48:41.300 --> 00:48:43.120]   So without task-specific exemplars,
[00:48:43.120 --> 00:48:44.540]   you probably wouldn't do super well
[00:48:44.540 --> 00:48:48.300]   on tasks like this without manually writing them
[00:48:48.300 --> 00:48:51.620]   for other examples.
[00:48:51.620 --> 00:48:52.620]   Yeah.
[00:48:52.620 --> 00:48:55.660]   I'm wondering, as the researcher behind this,
[00:48:55.660 --> 00:48:59.500]   what mental model would lead you to even try this?
[00:48:59.500 --> 00:49:01.740]   Do you perceive the model as, if I was a person,
[00:49:01.740 --> 00:49:02.860]   how would I do this better?
[00:49:02.860 --> 00:49:06.940]   Or is it trying to give it more compute in order
[00:49:06.940 --> 00:49:09.780]   to make the orgasmic answer?
[00:49:09.780 --> 00:49:12.140]   Yeah, great question.
[00:49:12.140 --> 00:49:14.380]   I think my motivation was just thinking about it,
[00:49:14.380 --> 00:49:18.300]   just as you said, what's going on in a human's mind
[00:49:18.300 --> 00:49:21.540]   while they try to solve this math question?
[00:49:21.540 --> 00:49:25.540]   And well, if you notice, at least some humans
[00:49:25.540 --> 00:49:28.420]   will think actually in natural language.
[00:49:28.420 --> 00:49:33.200]   So if you pay attention a lot to what's going on in your mind,
[00:49:33.200 --> 00:49:34.820]   you actually notice that sometimes you
[00:49:34.820 --> 00:49:35.860]   think in language.
[00:49:35.860 --> 00:49:38.340]   And so well, the language model can think in language, too.
[00:49:38.340 --> 00:49:41.300]   So that was the motivation behind asking
[00:49:41.300 --> 00:49:43.220]   the language model to do that.
[00:49:43.220 --> 00:49:47.660]   And I think one thing that went well
[00:49:47.660 --> 00:49:50.380]   is that the development of this technique
[00:49:50.380 --> 00:49:53.660]   actually coincided with the development of Palm.
[00:49:53.660 --> 00:49:58.820]   And so yeah, basically having the model Palm
[00:49:58.820 --> 00:50:03.900]   allowed us to do a lot more challenging tasks
[00:50:03.900 --> 00:50:06.380]   using chain of thought.
[00:50:06.380 --> 00:50:06.880]   Yeah?
[00:50:06.880 --> 00:50:09.580]   So when talking about the data quality,
[00:50:09.580 --> 00:50:12.220]   we're saying that it matters that the absolute number
[00:50:12.220 --> 00:50:14.380]   of examples of this chain of thought process
[00:50:14.380 --> 00:50:19.220]   or whatever in the data set or in the fine tuning,
[00:50:19.220 --> 00:50:21.260]   is that the main significant thing?
[00:50:21.260 --> 00:50:24.900]   Or is it this relative number of frequency of those examples
[00:50:24.900 --> 00:50:27.060]   are just negative examples, which are not
[00:50:27.060 --> 00:50:29.020]   good examples of how to reason?
[00:50:29.020 --> 00:50:31.980]   Do those matter as much as the absolute number
[00:50:31.980 --> 00:50:35.420]   of good examples?
[00:50:35.420 --> 00:50:38.300]   Yeah, good question.
[00:50:38.300 --> 00:50:40.500]   So I guess the challenging thing is we can't really
[00:50:40.500 --> 00:50:42.900]   measure how many similar examples are in the training
[00:50:42.900 --> 00:50:44.980]   set.
[00:50:44.980 --> 00:50:46.900]   It's hard to do that well.
[00:50:46.900 --> 00:50:50.380]   And I don't think anyone has done that before.
[00:50:50.380 --> 00:50:51.900]   So it's more of this open question
[00:50:51.900 --> 00:50:54.260]   of why a chain of thought even works.
[00:50:54.260 --> 00:50:57.060]   Because you actually don't see similar data
[00:50:57.060 --> 00:51:00.420]   like that in the training set.
[00:51:00.420 --> 00:51:03.260]   Yeah, I think it's open question of why it works.
[00:51:03.260 --> 00:51:03.760]   [INAUDIBLE]
[00:51:03.760 --> 00:51:14.280]   I mean, you said, OK, think about how new things--
[00:51:14.280 --> 00:51:16.000]   sometimes we think in language, and then
[00:51:16.000 --> 00:51:17.160]   model should do that, too.
[00:51:17.160 --> 00:51:19.120]   But how do you actually think in--
[00:51:19.120 --> 00:51:21.120]   what is the intuition for the model?
[00:51:21.120 --> 00:51:24.800]   I mean, is there a shift in what specific task?
[00:51:24.800 --> 00:51:28.960]   Some weights get more focus from the model?
[00:51:28.960 --> 00:51:30.560]   How do you think about that?
[00:51:30.560 --> 00:51:32.060]   Yeah, I don't really think about it
[00:51:32.060 --> 00:51:34.080]   in terms of what's going on in the weights.
[00:51:34.080 --> 00:51:37.680]   I guess the way that I think about it is that it'd
[00:51:37.680 --> 00:51:39.980]   be unfair for me to give you a math question
[00:51:39.980 --> 00:51:43.000]   and ask you to give me the answer within half
[00:51:43.000 --> 00:51:45.720]   a second, which is basically what you're doing with the model
[00:51:45.720 --> 00:51:47.760]   and when you don't do a chain of thought, right?
[00:51:47.760 --> 00:51:49.800]   You're basically asking this challenging question,
[00:51:49.800 --> 00:51:52.080]   and the model doesn't have enough compute
[00:51:52.080 --> 00:51:56.840]   to solve it in one pass to give you the answer immediately.
[00:51:56.840 --> 00:52:00.840]   I think the second thing that I think about
[00:52:00.840 --> 00:52:05.920]   is that the model has learned a compositional set of skills
[00:52:05.920 --> 00:52:08.800]   during pre-training, so maybe it hasn't really
[00:52:08.800 --> 00:52:12.860]   learned this particular navigate task during pre-training.
[00:52:12.860 --> 00:52:14.400]   But it's learned other things, right?
[00:52:14.400 --> 00:52:17.200]   It's learned like, OK, if you take five steps
[00:52:17.200 --> 00:52:18.840]   and you're facing this, maybe you
[00:52:18.840 --> 00:52:21.200]   should add five here or something like that, right?
[00:52:21.200 --> 00:52:23.040]   And it's learned how to do pattern matching.
[00:52:23.040 --> 00:52:25.720]   So maybe in the future exemplars,
[00:52:25.720 --> 00:52:28.760]   it can match what the reasoning path is
[00:52:28.760 --> 00:52:30.280]   with what the question was.
[00:52:30.280 --> 00:52:32.020]   And so there's sort of these little skills
[00:52:32.020 --> 00:52:33.720]   that the model might know.
[00:52:33.720 --> 00:52:35.680]   And then maybe if you can combine them together
[00:52:35.680 --> 00:52:37.960]   in some clever way, then you can get the model to solve
[00:52:37.960 --> 00:52:39.000]   more challenging problems.
[00:52:39.000 --> 00:52:42.420]   OK.
[00:52:42.420 --> 00:52:47.320]   Ryan, how much time do we have?
[00:52:47.320 --> 00:52:50.840]   [INAUDIBLE]
[00:52:50.840 --> 00:52:53.800]   Oh, OK, 50, OK.
[00:52:53.800 --> 00:52:54.300]   OK.
[00:52:59.300 --> 00:53:01.300]   OK, great.
[00:53:01.300 --> 00:53:05.300]   That's a good example of how we judge these tasks, anyway.
[00:53:05.300 --> 00:53:06.500]   A bunch of different answers.
[00:53:06.500 --> 00:53:09.980]   All of them are right, but we judge them.
[00:53:09.980 --> 00:53:11.300]   Yeah.
[00:53:11.300 --> 00:53:11.800]   OK, great.
[00:53:11.800 --> 00:53:16.040]   Yeah, feel free to keep asking questions if you have any.
[00:53:16.040 --> 00:53:20.220]   So yeah, here's another example of emergence.
[00:53:20.220 --> 00:53:22.100]   So basically, you can see there's
[00:53:22.100 --> 00:53:25.220]   three models here, InstructGBT, Codex, and Palm.
[00:53:25.220 --> 00:53:27.460]   Chain of thought in blue and non-chain of thought
[00:53:27.460 --> 00:53:30.380]   is in gray.
[00:53:30.380 --> 00:53:32.180]   And then you can see, you actually
[00:53:32.180 --> 00:53:33.780]   have to have sufficient model scale
[00:53:33.780 --> 00:53:36.620]   to get chain of thought to work well.
[00:53:36.620 --> 00:53:39.700]   And I guess the intuition here is
[00:53:39.700 --> 00:53:42.620]   that if you have a really small model,
[00:53:42.620 --> 00:53:45.200]   the model will keep repeating itself
[00:53:45.200 --> 00:53:48.040]   or not say anything coherent or never get a final answer, which
[00:53:48.040 --> 00:53:50.120]   is why using chain of thought for the small models
[00:53:50.120 --> 00:53:51.660]   doesn't really work well.
[00:53:51.660 --> 00:53:53.420]   And then for the large models, obviously,
[00:53:53.420 --> 00:53:57.140]   for multi-step problems, the model
[00:53:57.140 --> 00:54:00.340]   is going to be able to solve the task at a lot higher
[00:54:00.340 --> 00:54:01.700]   accuracy with chain of thought.
[00:54:01.700 --> 00:54:07.500]   And another cool thing about chain of thought
[00:54:07.500 --> 00:54:12.060]   is there are some tasks where you wouldn't get
[00:54:12.060 --> 00:54:14.620]   emergent behavior at all.
[00:54:14.620 --> 00:54:18.660]   So emergence hasn't been unlocked yet.
[00:54:18.660 --> 00:54:22.420]   But you can see that if you use chain of thought,
[00:54:22.420 --> 00:54:26.220]   you can unlock this emergent performance in smaller models.
[00:54:26.220 --> 00:54:29.980]   So one example here is multi-step arithmetic,
[00:54:29.980 --> 00:54:33.040]   where I don't know if you'll ever--
[00:54:33.040 --> 00:54:35.580]   maybe I don't want to say never, but it's
[00:54:35.580 --> 00:54:37.980]   hard to imagine a model getting this.
[00:54:37.980 --> 00:54:40.380]   Here's a question, and then the next token is correct.
[00:54:40.380 --> 00:54:42.900]   That's pretty hard to solve in one step.
[00:54:42.900 --> 00:54:45.900]   But with chain of thought, you can get 50% accuracy on this
[00:54:45.900 --> 00:54:51.900]   just by having the model output these intermediate reasoning
[00:54:51.900 --> 00:54:54.260]   steps.
[00:54:54.260 --> 00:54:56.220]   So I have a question about this.
[00:54:56.220 --> 00:54:59.500]   This is something that needs to have intuition
[00:54:59.500 --> 00:55:01.740]   about what's going on.
[00:55:01.740 --> 00:55:04.940]   Abstractly, I know that a transformer can definitely
[00:55:04.940 --> 00:55:08.180]   do addition, like an arithmetic in one step.
[00:55:08.180 --> 00:55:11.460]   But it can take in the numbers and do the carries.
[00:55:11.460 --> 00:55:12.660]   Definitely, yeah, yeah.
[00:55:12.660 --> 00:55:18.660]   But then there's this question of what happens empirically.
[00:55:18.660 --> 00:55:22.100]   And I understand that it isn't necessarily a lot space
[00:55:22.100 --> 00:55:25.300]   to cover per tick.
[00:55:25.300 --> 00:55:31.140]   My question is, how do we tell the difference?
[00:55:31.140 --> 00:55:34.180]   Are there ways to tell the difference between things
[00:55:34.180 --> 00:55:37.780]   that have an emerge because there's just no space?
[00:55:37.780 --> 00:55:44.660]   Or there's so many tasks that it couldn't allow any space
[00:55:44.660 --> 00:55:49.300]   to specifically do that one, versus the task is so hard
[00:55:49.300 --> 00:55:56.420]   that it just can't even if you use all the capacity to try
[00:55:56.420 --> 00:55:57.100]   and do it?
[00:55:57.100 --> 00:55:58.300]   Yeah, that's a good question.
[00:55:58.300 --> 00:56:02.860]   I think there seems to be some subset of tasks
[00:56:02.860 --> 00:56:06.460]   where it just doesn't fit well with the way
[00:56:06.460 --> 00:56:07.900]   that we train language models.
[00:56:07.900 --> 00:56:11.460]   So for example, in language models, we use tokens, right?
[00:56:11.460 --> 00:56:15.900]   And so if you give it the token four,
[00:56:15.900 --> 00:56:18.220]   it actually doesn't take the number four.
[00:56:18.220 --> 00:56:22.620]   It takes this embedding that's 1,000 dimensions or something.
[00:56:22.620 --> 00:56:26.540]   Or if you give it a word and ask it to reverse the letters,
[00:56:26.540 --> 00:56:29.140]   this is a super easy task, but the way we train the model
[00:56:29.140 --> 00:56:31.700]   doesn't actually look at the letters and stuff.
[00:56:31.700 --> 00:56:33.540]   So I think there's a certain subset of tasks
[00:56:33.540 --> 00:56:37.300]   where it doesn't really just fit well with the way
[00:56:37.300 --> 00:56:38.660]   that we train transformers.
[00:56:38.660 --> 00:56:43.940]   And I think if you really care about these tasks,
[00:56:43.940 --> 00:56:48.140]   you can just solve them using code or something like that.
[00:56:48.140 --> 00:56:51.020]   But yeah, I don't think this is really
[00:56:51.020 --> 00:56:54.300]   an inherent-- something that would never emerge
[00:56:54.300 --> 00:56:56.180]   because it's too hard.
[00:56:56.180 --> 00:56:57.700]   Yeah.
[00:56:57.700 --> 00:56:58.460]   Yeah.
[00:56:58.460 --> 00:56:59.500]   We have a question on Zoom.
[00:56:59.500 --> 00:57:01.420]   Also, by the way, sorry, I forgot to mention.
[00:57:01.420 --> 00:57:03.100]   Somebody asked, can you repeat the questions?
[00:57:03.100 --> 00:57:04.100]   Because they can't always hear you.
[00:57:04.100 --> 00:57:04.900]   Oh, OK.
[00:57:04.900 --> 00:57:05.420]   Yeah.
[00:57:05.420 --> 00:57:06.020]   That's my bad.
[00:57:06.020 --> 00:57:06.660]   That's my bad.
[00:57:06.660 --> 00:57:08.020]   So the question someone asked is,
[00:57:08.020 --> 00:57:09.480]   do you think chain of thought would
[00:57:09.480 --> 00:57:12.580]   be a viable interpretability technique for very advanced AI
[00:57:12.580 --> 00:57:13.700]   systems?
[00:57:13.700 --> 00:57:15.660]   And they mentioned that there is some research
[00:57:15.660 --> 00:57:17.780]   by a professor called Externalized Reasoning
[00:57:17.780 --> 00:57:21.580]   Oversight by Cameron Landon.
[00:57:21.580 --> 00:57:23.460]   Will it be a viable interpretability technique
[00:57:23.460 --> 00:57:25.860]   for advanced AI?
[00:57:25.860 --> 00:57:26.340]   Yeah.
[00:57:26.340 --> 00:57:27.580]   Am I supposed to repeat this?
[00:57:27.580 --> 00:57:28.000]   Yeah, yeah, yeah.
[00:57:28.000 --> 00:57:28.500]   Sorry.
[00:57:28.500 --> 00:57:29.100]   Please.
[00:57:29.100 --> 00:57:32.340]   So the question is, can chain of thought
[00:57:32.340 --> 00:57:36.380]   be a viable interpretability technique for AI?
[00:57:36.380 --> 00:57:40.020]   I think there's no guarantee that the chain of thought
[00:57:40.020 --> 00:57:43.460]   is how the model actually arrives at the final answer.
[00:57:43.460 --> 00:57:45.780]   But often, you can use it to debug,
[00:57:45.780 --> 00:57:47.820]   why isn't the model getting this question correct?
[00:57:47.820 --> 00:57:51.300]   Or what can we do better in the chain of thought
[00:57:51.300 --> 00:57:53.700]   to help the model get this correct?
[00:57:53.700 --> 00:57:56.260]   I haven't read the anthropic paper that was mentioned.
[00:57:56.260 --> 00:57:59.340]   So I actually don't know the answer to that.
[00:57:59.340 --> 00:57:59.840]   OK.
[00:57:59.840 --> 00:58:07.340]   Another interesting result that we had here
[00:58:07.340 --> 00:58:11.140]   was that you can actually do multilingual chain of thought
