
[00:00:00.040 --> 00:00:09.520]   embroidery
[01:16:54.000 --> 01:17:23.080]  모an.com/coca-cola-corporation. I have a creditor. Well, my creditor can now, of course, come after me and can take that $100,000 worth of shares of Coca-Cola stock. And then they can sell that stock on the open market. And in that situation, they can use that $100,000 to satisfy their judgment against me. The fact that Coca-Cola is a corporation protects me as a shareholder from the actions
[01:17:23.080 --> 01:17:23.080]   of Coca-Cola.
[01:17:23.080 --> 01:17:23.080]   The fact that Coca-Cola is a corporation protects me as a shareholder from the actions of Coca-Cola.
[01:17:23.080 --> 01:17:23.080]   The fact that Coca-Cola is a corporation protects me as a shareholder from the actions
[01:17:23.080 --> 01:17:23.080]   of Coca-Cola.
[01:17:23.080 --> 01:17:23.080]   The fact that Coca-Cola is a corporation protects me as a shareholder from the actions
[01:17:23.080 --> 01:17:23.080]   of Coca-Cola.
[01:17:23.080 --> 01:17:23.080]   The fact that Coca-Cola is a corporation protects me as a shareholder from the actions
[01:17:23.080 --> 01:17:23.080]   of Coca-Cola.
[01:17:23.080 --> 01:17:52.280]   I'm not saying that Coca-Cola is a corporation protects me as a shareholder from the actions
[01:17:52.280 --> 01:17:52.320]   of Coca-Cola.
[01:17:52.320 --> 01:17:52.520]   I'm not saying that Coca-Cola is a corporation protects me as a shareholder from the actions
[01:17:52.520 --> 01:17:52.560]   of Coca-Cola.
[01:17:52.560 --> 01:17:52.760]   I'm not saying that Coca-Cola is a corporation protects me as a shareholder from the actions
[01:17:52.760 --> 01:17:52.800]   of Coca-Cola.
[01:17:52.800 --> 01:17:52.800]   I'm not saying that Coca-Cola is a corporation protects me as a shareholder from the actions
[01:17:52.800 --> 01:17:52.840]   of Coca-Cola.
[01:17:52.840 --> 01:17:52.840]   I'm not saying that Coca-Cola is a shareholder from the actions of Coca-Cola.
[01:17:52.840 --> 01:17:52.880]   of Coca-Cola is a shareholder from the shares of Coca-Cola.
[01:17:52.920 --> 01:18:03.980]  ividades,
[01:19:18.960 --> 01:19:48.940]  . And so think about this. Let's say that you and I are in a partnership together, a limited partnership. If we're doing business together and I have creditors come that can come and can destroy the business and force the business to be closed and all the assets to be disgorged and sold to a creditor, then I'm going to have to make a decision.
[01:20:18.960 --> 01:20:18.960]   ------
[01:20:18.960 --> 01:20:18.960]   ------
[01:20:19.000 --> 01:20:28.980]  �
[01:20:28.980 --> 01:20:29.320]   has now I
[01:20:43.260 --> 01:21:07.480]   ado.
[01:21:07.480 --> 01:21:07.520]   I have a question for you.
[01:21:07.520 --> 01:21:07.660]   I have a question for you.
[01:21:07.660 --> 01:21:07.760]   I have a question for you.
[01:21:07.760 --> 01:21:07.860]   I have a question for you.
[01:21:07.860 --> 01:21:07.920]   I have a question for you.
[01:21:07.920 --> 01:21:07.980]   I have a question for you.
[01:21:07.980 --> 01:21:08.040]   I have a question for you.
[01:21:08.040 --> 01:21:08.200]   I have a question for you.
[01:21:08.200 --> 01:21:08.260]   I have a question for you.
[01:21:08.260 --> 01:21:08.340]   I have a question for you.
[01:21:08.400 --> 01:21:18.740]   remember
[01:21:18.740 --> 01:21:35.280]  ATHER Barbara�是 end, and, ', Ko Em C continue toуй. I think that I'm, I, I. I, think that, answer.�,
[01:21:35.280 --> 01:21:37.620]  .
[01:22:07.880 --> 01:22:07.880]   - So, in this case, if I own an LLC, and it's a single member LLC, and I own the asset, and I own a business inside of that, but I, I now have a creditor that's available to me, let's say I have an LLC that owns an investment property, but I have a creditor now that's a personal creditor, and the judge says, 'You need to pay this debt,' and then they look at this LLC that I own, and I say, 'Look, it's an LLC, you can't do anything with it,' well, they look down at it and say, 'no, you're the only beneficiary of this LLC, so we're just going to give this to you.''
[01:22:37.640 --> 01:22:37.640]   - So, in this case, if I own an LLC, and I own a business inside of that, but I have a creditor that's a personal creditor, well, they look down at it and say, 'no, you're the only beneficiary of this LLC, so we're just going to give this to you.'''
[01:22:37.640 --> 01:22:37.640]   - So, in this case, if I own an LLC, and I own a business inside of that, well, they look down at it and say, 'no, you're the only beneficiary of this LLC, so we're just going to give this to you.'''
[01:23:07.400 --> 01:23:07.400]   - So, in this case, if I own an LLC, well, they look down at it and say, 'no, you're the only beneficiary of this LLC, so we're just going to give this to you.''''
[01:23:07.400 --> 01:23:07.400]   - So, in this case, if I own an LLC, well, they look down at it and say, 'no, you're the only beneficiary of this LLC, so we're just going to give this to you.''''
[01:23:07.400 --> 01:23:37.160]   - So, in this case, if I own an LLC, well, they look down at it and say, 'no, you're the only beneficiary of this LLC, so we're just going to give this to you.''''
[01:23:37.160 --> 01:23:37.160]   - So, in this case, if I own an LLC, well, they look down at it and say, 'no, you're the only beneficiary of this LLC, so we're just going to give this to you.'''''
[01:23:37.200 --> 01:24:06.920]   a corporate stock and an LLC can own shares of corporate stock and a corporation can own an LLC. So, you can mix and match these things together to protect what you're trying to do. So, let's say that you have a corporation, what should you do if you have a corporation? You're worried about protecting the corporate stock that you own. Well, bringing together some of these things that we talked about. Married couples can make sure that the corporate stock is owned by the less vulnerable spouse. That could be a good thing.
[01:24:06.940 --> 01:24:36.680]   You can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:24:36.680 --> 01:24:36.680]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:24:36.680 --> 01:24:36.680]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership.
[01:24:36.680 --> 01:24:36.680]   And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:24:36.680 --> 01:24:36.680]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:24:36.680 --> 01:24:36.680]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:24:36.680 --> 01:25:06.440]  , and it's now an asset of the LLC. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:25:06.440 --> 01:25:06.480]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:25:06.480 --> 01:25:06.520]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:25:06.520 --> 01:25:06.560]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:25:06.580 --> 01:25:36.400]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:25:36.400 --> 01:25:36.460]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:25:36.460 --> 01:25:36.560]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:25:36.560 --> 01:25:36.580]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:25:36.580 --> 01:25:36.580]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:25:36.620 --> 01:26:06.600]  , and you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:26:06.600 --> 01:26:06.600]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:26:06.600 --> 01:26:06.600]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:26:06.600 --> 01:26:06.600]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:26:06.620 --> 01:26:36.620]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:26:36.620 --> 01:26:36.620]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:26:36.620 --> 01:26:36.620]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:26:36.620 --> 01:26:36.620]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:26:36.620 --> 01:26:36.620]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:26:36.640 --> 01:27:06.640]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:27:06.640 --> 01:27:06.640]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:27:06.640 --> 01:27:06.640]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:27:06.640 --> 01:27:06.640]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:27:06.680 --> 01:27:36.660]  ,
[01:27:36.660 --> 01:27:36.660]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:27:36.660 --> 01:27:36.660]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:27:36.660 --> 01:27:36.660]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:27:36.660 --> 01:27:36.660]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:27:36.660 --> 01:27:36.660]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:27:36.680 --> 01:28:06.680]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:28:06.680 --> 01:28:06.680]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:28:06.680 --> 01:28:06.680]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:28:06.680 --> 01:28:06.680]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:28:06.680 --> 01:28:06.680]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:28:06.680 --> 01:28:36.700]  , and you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:28:36.700 --> 01:28:36.700]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:28:36.700 --> 01:28:36.700]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:28:36.700 --> 01:28:36.700]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:28:36.720 --> 01:29:06.720]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:29:06.720 --> 01:29:06.720]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:29:06.720 --> 01:29:06.720]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:29:06.720 --> 01:29:06.720]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:29:06.720 --> 01:29:06.720]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:29:06.740 --> 01:29:36.740]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:29:36.740 --> 01:29:36.740]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:29:36.740 --> 01:29:36.740]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:29:36.740 --> 01:29:36.740]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:29:36.740 --> 01:29:36.740]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:29:36.760 --> 01:30:06.760]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:30:06.760 --> 01:30:06.760]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:30:06.760 --> 01:30:06.760]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:30:06.760 --> 01:30:36.780]  ,
[01:30:36.780 --> 01:30:36.780]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:30:36.780 --> 01:30:36.780]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:30:36.780 --> 01:30:36.780]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:30:36.780 --> 01:30:36.780]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:30:36.800 --> 01:31:06.800]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:31:06.800 --> 01:31:06.800]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:31:06.800 --> 01:31:06.800]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:31:06.800 --> 01:31:06.800]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:31:06.800 --> 01:31:06.800]   - So, you can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:31:06.820 --> 01:31:36.820]   You can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:31:36.820 --> 01:31:36.820]   You can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:31:36.820 --> 01:31:36.820]   You can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:31:36.820 --> 01:31:36.820]   You can transfer the shares of corporate stock to an LLC or to a limited partnership. And, of course, that LLC or limited partnership could be domiciled in the U.S.
[01:31:36.820 --> 01:31:36.820]   You can transfer the shares of corporate stock to an LLC or to a limited partnership could be domiciled in the U.S.
[01:31:36.820 --> 01:32:06.840]  , and you can transfer the shares of corporate stock to an LLC or to a limited partnership could be domiciled in the U.S.
[01:32:06.840 --> 01:32:06.840]   You can transfer the shares of corporate stock to an LLC or to a limited partnership could be domiciled in the U.S.
[01:32:06.840 --> 01:32:06.840]   You can transfer the shares of corporate stock to an LLC or to a limited partnership could be domiciled in the U.S.
[01:32:06.840 --> 01:32:06.840]   You can transfer the shares of corporate stock to an LLC or to a limited partnership could be domiciled in the U.S.
[01:32:06.840 --> 01:32:06.840]   You can transfer the shares of corporate stock to an LLC or to a limited partnership could be domiciled in the U.S.
[01:32:06.840 --> 01:32:06.840]   You can transfer the shares of corporate stock to an LLC or to a limited partnership could be domiciled in the U.S.
[01:32:06.840 --> 01:32:06.840]   You can transfer the shares of corporate stock to an LLC or to a limited partnership could be domiciled in the U.S.
[01:32:06.860 --> 01:32:36.860]   You can transfer the shares of corporate stock to an LLC or to a limited partnership could be domiciled in the U.S.
[01:32:36.860 --> 01:32:36.860]   You can transfer the shares of corporate stock to an LLC or to a limited partnership could be domiciled in the U.S.
[01:32:36.860 --> 01:32:36.860]   You can transfer the shares of corporate stock to an LLC or to a limited partnership could be domiciled in the U.S.
[01:32:36.860 --> 01:32:36.860]   You can transfer the shares of corporate stock to an LLC or to a limited partnership could be domiciled in the U.S.
[01:32:36.860 --> 01:32:36.860]   You can transfer the shares of corporate stock to an LLC or to a limited partnership could be domiciled in the U.S.
[01:32:36.860 --> 01:32:36.860]   You can transfer the shares of corporate stock to an LLC or to a limited partnership could be domiciled in the U.S.
[01:32:36.860 --> 01:32:36.860]   You can transfer the shares of corporate stock to an LLC or to a limited partnership could be domiciled in the U.S.
[01:32:36.880 --> 01:33:06.880]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:33:06.880 --> 01:33:06.880]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:33:06.880 --> 01:33:06.880]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:33:06.880 --> 01:33:06.880]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:33:06.880 --> 01:33:06.880]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:33:06.880 --> 01:33:06.880]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:33:06.880 --> 01:33:06.880]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:33:06.880 --> 01:33:36.900]  ,
[01:33:36.900 --> 01:33:36.900]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:33:36.900 --> 01:33:36.900]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:33:36.900 --> 01:33:36.900]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:33:36.900 --> 01:33:36.900]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:33:36.900 --> 01:33:36.900]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:33:36.900 --> 01:33:36.900]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:33:36.900 --> 01:33:36.900]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:33:36.920 --> 01:34:06.920]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:34:06.920 --> 01:34:06.920]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:34:06.920 --> 01:34:06.920]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:34:06.920 --> 01:34:06.920]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:34:06.920 --> 01:34:06.920]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:34:06.920 --> 01:34:06.920]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:34:06.920 --> 01:34:06.920]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:34:06.920 --> 01:34:06.920]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:34:06.920 --> 01:34:06.920]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:34:06.920 --> 01:34:36.940]  ,
[01:34:36.940 --> 01:34:36.940]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:34:36.940 --> 01:34:36.940]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:34:36.940 --> 01:34:36.940]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:34:36.940 --> 01:34:36.940]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:34:36.940 --> 01:34:36.940]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:34:36.940 --> 01:34:36.940]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:34:36.940 --> 01:34:36.940]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:34:36.960 --> 01:35:06.960]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:35:06.960 --> 01:35:06.960]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:35:06.960 --> 01:35:06.960]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:35:06.960 --> 01:35:06.960]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:35:06.960 --> 01:35:06.960]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:35:06.960 --> 01:35:06.960]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:35:06.960 --> 01:35:06.960]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:35:06.960 --> 01:35:06.960]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:35:06.960 --> 01:35:06.960]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:35:06.960 --> 01:35:36.980]  ,
[01:35:36.980 --> 01:35:36.980]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:35:36.980 --> 01:35:36.980]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:35:36.980 --> 01:35:36.980]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:35:36.980 --> 01:35:36.980]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:35:36.980 --> 01:35:36.980]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:35:36.980 --> 01:35:36.980]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:35:37.000 --> 01:36:07.000]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:36:07.000 --> 01:36:07.000]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:36:07.000 --> 01:36:07.000]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:36:07.000 --> 01:36:07.000]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:36:07.000 --> 01:36:07.000]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:36:07.000 --> 01:36:07.000]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:36:07.000 --> 01:36:07.000]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:36:07.000 --> 01:36:07.000]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:36:07.000 --> 01:36:07.000]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:36:07.000 --> 01:36:37.020]  ,
[01:36:37.020 --> 01:36:37.020]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:36:37.020 --> 01:36:37.020]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:36:37.020 --> 01:36:37.020]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:36:37.020 --> 01:36:37.020]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:36:37.020 --> 01:36:37.020]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:36:37.020 --> 01:36:37.020]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:36:37.020 --> 01:36:37.020]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:36:37.040 --> 01:37:07.040]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:37:07.040 --> 01:37:07.040]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:37:07.040 --> 01:37:07.040]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:37:07.040 --> 01:37:07.040]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:37:07.040 --> 01:37:07.040]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:37:07.040 --> 01:37:07.040]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:37:07.040 --> 01:37:07.040]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:37:07.040 --> 01:37:07.040]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:37:07.040 --> 01:37:07.040]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:37:07.040 --> 01:37:37.060]  ,
[01:37:37.060 --> 01:37:37.060]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:37:37.060 --> 01:37:37.060]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:37:37.060 --> 01:37:37.060]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:37:37.060 --> 01:37:37.060]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:37:37.060 --> 01:37:37.060]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:37:37.060 --> 01:37:37.060]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:37:37.060 --> 01:37:37.060]   I'm trying to show you exactly how could I be owned because how could I ever do that?
[01:37:37.080 --> 01:38:07.080]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:38:07.080 --> 01:38:07.080]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:38:07.080 --> 01:38:07.080]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:38:07.080 --> 01:38:07.080]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:38:07.080 --> 01:38:07.080]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:38:07.080 --> 01:38:07.080]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:38:07.080 --> 01:38:07.080]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:38:07.080 --> 01:38:07.080]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:38:07.080 --> 01:38:07.080]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:38:07.080 --> 01:38:37.100]  ,
[01:38:37.100 --> 01:38:37.100]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:38:37.100 --> 01:38:37.100]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:38:37.100 --> 01:38:37.100]   I'm trying to show you exactly how could I ever do that?
[01:38:37.120 --> 01:39:07.120]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:39:07.120 --> 01:39:07.120]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:39:07.120 --> 01:39:07.120]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:39:07.120 --> 01:39:07.120]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:39:07.120 --> 01:39:07.120]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:39:07.120 --> 01:39:07.120]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:39:07.120 --> 01:39:07.120]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:39:07.120 --> 01:39:07.120]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:39:07.120 --> 01:39:07.120]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
[01:39:07.120 --> 01:39:37.140]  ,
[01:39:37.140 --> 01:39:37.140]   I'm trying to show you exactly how every asset should be owned because how could I ever do that?
