
[00:00:00.040 --> 00:00:09.420]   Goes
[00:49:21.320 --> 00:49:21.320]   ----
[00:49:21.320 --> 00:49:21.320]   ----
[00:49:21.320 --> 00:49:21.320]   ----
[00:49:21.320 --> 00:49:21.320]   ----
[00:49:21.320 --> 00:49:21.320]   ----
[00:49:21.360 --> 00:49:27.620]   think
[00:49:27.620 --> 00:49:50.780]   de program,,,,
[00:49:50.840 --> 00:50:00.620]   hips Gur The The
[00:50:00.620 --> 00:50:18.940]   Menu
[00:50:18.940 --> 00:50:20.200]  il you Vel Mal我們的 doesn. We. The. -. -. -., -, -, -,,,,,,,,,,,,,,,,Did discuss戲 이름有點 stakeholders gutenont budgets as clear es Solo I'm the money's the boy's go to be with the 베's. It. There. I'm. We. Yoon. But. A.ificant for the. "You. conect information is a dead" revering the course. So, /f. espressoing the end. espaçoing the ch
[00:50:20.440 --> 00:50:49.080]   10
[00:53:46.020 --> 00:54:15.020]  .
[00:54:15.060 --> 00:54:21.060]  .
[00:54:21.060 --> 00:54:21.060]  .
[00:54:21.060 --> 00:54:21.060]  .
[00:54:21.060 --> 00:54:21.060]  .
[00:54:21.060 --> 00:54:21.060]  .
[00:54:21.060 --> 00:54:22.060]  .
[00:54:22.060 --> 00:54:23.060]  .
[00:54:23.060 --> 00:54:28.060]  .
[00:54:28.060 --> 00:54:28.060]  .
[00:54:28.060 --> 00:54:28.080]  .
[00:54:28.080 --> 00:54:28.080]  .
[00:54:28.080 --> 00:54:28.120]  .
[00:54:28.120 --> 00:54:31.940]   Every single different product just simply has the model portfolios.
[00:54:31.940 --> 00:54:38.600]   And so you as an advisor don't, you're not a daily portfolio manager, you're a financial advisor, you're not a portfolio manager.
[00:54:38.600 --> 00:54:45.040]   So you choose the portfolio that's going to match up with the investor's, your investor's portfolio.
[00:54:45.040 --> 00:54:45.040]  .
[00:54:45.040 --> 00:54:45.040]  .
[00:54:45.040 --> 00:54:45.040]  .
[00:54:45.040 --> 00:54:45.040]  . And so you choose the portfolio that's going to match up with the investor's, your investor's portfolio.
[00:54:45.040 --> 00:54:45.040]  . And so you choose the portfolio that's going to match up with the investor's, your investor's portfolio.
[00:54:45.080 --> 00:55:05.080]  . And so you choose the portfolio that's going to match up with the investor's portfolio.
[00:55:05.080 --> 00:55:06.080]   And so you choose the portfolio that's going to match up with the investor's portfolio.
[00:55:06.080 --> 00:55:07.080]   And so you choose the portfolio that's going to match up with the investor's portfolio.
[00:55:07.080 --> 00:55:08.080]   And so you choose the portfolio that's going to match up with the investor's portfolio.
[00:55:08.080 --> 00:55:09.080]   And so you choose the portfolio that's going to match up with the investor's portfolio.
[00:55:09.080 --> 00:55:10.080]   And so you choose the portfolio that you're going to match up with the risk profile questionnaire.
[00:55:10.080 --> 00:55:11.080]   And so you choose the portfolio that you're going to match up with the risk profile questionnaire.
[00:55:11.080 --> 00:55:13.080]   And so you choose the portfolio that you're going to match up with the risk profile questionnaire.
[00:55:13.080 --> 00:55:14.080]   And so you choose the portfolio that you're going to match up with the risk profile questionnaire.
[00:55:14.080 --> 00:55:15.060]   And so you choose the portfolio that's offered and it comes to the portfolio managers and it comes to the risk profile questionnaire.
[00:55:16.040 --> 00:55:45.080]   And so you choose the portfolio that you're going to match up with the risk profile questionnaire.
[00:55:45.080 --> 00:55:45.080]   And so you choose the portfolio that you're going to match up with the risk profile questionnaire.
[00:55:45.080 --> 00:55:45.080]   And so you choose the portfolio that you're going to match up with the risk profile questionnaire.
[00:55:45.080 --> 00:55:45.080]   And so you choose the portfolio that you're going to match up with the risk profile questionnaire.
[00:55:45.080 --> 00:55:45.080]   And so you choose the portfolio that you're going to match up with the risk profile questionnaire.
[00:55:45.080 --> 00:55:45.080]   And so you choose the portfolio that you're going to match up with the risk profile questionnaire.
[00:55:45.100 --> 00:56:15.100]   And so you choose the portfolio that you're going to match up with the risk profile questionnaire.
[00:56:15.100 --> 00:56:15.100]   And so you choose the portfolio that you're going to match up with the risk profile questionnaire.
[00:56:15.100 --> 00:56:15.100]   And so you choose the portfolio that you're going to match up with the risk profile questionnaire.
[00:56:15.100 --> 00:56:15.100]   And so you choose the portfolio that you're going to match up with the risk profile questionnaire.
[00:56:15.100 --> 00:56:15.100]   And so you choose the portfolio that you're going to match up with the risk profile questionnaire.
[00:56:15.100 --> 00:56:15.100]   And so you choose the portfolio that you're going to match up with the risk profile questionnaire.
[00:56:15.100 --> 00:56:15.100]   And so you choose the portfolio that you're going to match up with the risk profile questionnaire.
[00:56:15.100 --> 00:56:15.100]   And so you choose the portfolio that you're going to match up with the risk profile questionnaire.
[00:56:15.100 --> 00:56:15.100]   And so you choose the portfolio that you're going to match up with the risk profile questionnaire.
[00:56:15.100 --> 00:56:15.100]   And so you choose the portfolio that you're going to match up with the risk profile questionnaire.
[00:56:15.140 --> 00:56:45.120]  ,
[00:56:45.120 --> 00:56:45.120]   And so you choose the portfolio that you're going to match up with the risk profile questionnaire.
[00:56:45.120 --> 00:56:45.120]   And so you choose the portfolio that you're going to match up with the risk profile questionnaire.
[00:56:45.120 --> 00:56:45.120]   And so you choose the portfolio that you're going to match up with the risk profile questionnaire.
[00:56:45.120 --> 00:56:45.120]   And so you choose the portfolio that you're going to match up with the risk profile questionnaire.
[00:56:45.120 --> 00:56:45.120]   And so you choose the portfolio that you're going to match up with the risk profile questionnaire.
[00:56:45.140 --> 00:57:15.140]   You're not going to get a second opinion on your portfolio that's any different from any large company of one company versus another.
[00:57:15.140 --> 00:57:15.140]   You're not going to get a second opinion on your portfolio that's any different from any large company of one company versus another.
[00:57:15.140 --> 00:57:15.140]   You're not going to get a second opinion on your portfolio that's any different from any large company of one company versus another.
[00:57:15.140 --> 00:57:15.140]   You're not going to get a second opinion on your portfolio that's any different from any large company of one company versus another.
[00:57:15.140 --> 00:57:15.140]   You're not going to get a second opinion on your portfolio that's any different from any large company of one company versus another.
[00:57:15.140 --> 00:57:15.140]   You're not going to get a second opinion on your portfolio that's any different from any large company of one company versus another.
[00:57:15.140 --> 00:57:15.140]   You're not going to get a second opinion on your portfolio that's any different from any large company of one company versus another.
[00:57:15.160 --> 00:57:45.160]   You're not going to get a second opinion on your portfolio that's any different from any large company of one company versus another.
[00:57:45.160 --> 00:57:45.160]   You're not going to get a second opinion on your portfolio that's any different from any large company of one company versus another.
[00:57:45.160 --> 00:57:45.160]   You're not going to get a second opinion on your portfolio that's any different from any large company of one company versus another.
[00:57:45.160 --> 00:57:45.160]   You're not going to get a second opinion on your portfolio that's any different from any large company of one company versus another.
[00:57:45.160 --> 00:57:45.160]   You're not going to get a second opinion on your portfolio that's any different from any large company of one company versus another.
[00:57:45.160 --> 00:57:45.160]   You're not going to get a second opinion on your portfolio that's any different from any large company of one company versus another.
[00:57:45.160 --> 00:57:45.160]   You're not going to get a second opinion on your portfolio that's any different from any large company of one company versus another.
[00:57:45.200 --> 00:58:15.180]  ,
[00:58:15.180 --> 00:58:15.180]   ,
[00:58:15.180 --> 00:58:15.180]   ,
[00:58:15.180 --> 00:58:15.180]   ,
[00:58:15.180 --> 00:58:15.180]   ,
[00:58:15.180 --> 00:58:15.180]   ,
[00:58:15.180 --> 00:58:15.180]   ,
[00:58:15.180 --> 00:58:15.180]   ,
[00:58:15.180 --> 00:58:15.180]   ,
[00:58:15.180 --> 00:58:15.180]   ,
[00:58:15.220 --> 00:58:17.040]   conduct
[00:58:17.040 --> 00:58:41.140]   in, ha, I I I Sonic toneaf ou
[00:58:41.140 --> 00:58:44.240]   dran При
[01:00:44.520 --> 01:00:53.920]   12
[01:00:53.920 --> 01:00:57.160]   raised, as at
[01:00:57.160 --> 01:01:12.320]   dé gew did footprints L. se.S.S.N.S,L,T,D, кил,.,,,,,,,,,,,,,,, and i'm g while i hit theley players are ар wy ley erzy aye preserve temperature in Four they're suggest the que cred a goo gray 영some
[01:02:37.880 --> 01:02:49.180]  ign
[01:02:49.180 --> 01:02:49.820]   very. I get a
[01:03:06.380 --> 01:03:34.880]   call for today's podcast. I would simply say that it behooves you to become an expert at your money and to use professionals for the things that professionals are good at, but not to expect professionals to be good at the things that they don't do. And so one of the things that I've always tried to do is, especially with my experience in the financial industry, is be very honest about where financial advisors bring a
[01:03:34.880 --> 01:03:34.880]   and where they bring a lot of value. And so one of the things that I've always tried to do is, especially with my experience in the financial industry, is be very honest about where financial advisors bring a lot of value and where they bring a lot of value and where they bring a lot of value. And so one of the things that I've always tried to do is, especially with my experience in the financial industry, is be very honest about where financial advisors bring a
[01:03:34.920 --> 01:03:46.200]   actually
[01:03:46.200 --> 01:04:02.120]   made the loveuchi
[01:04:02.120 --> 01:04:03.280]  , I, .,,,,,,,,, asiliugh Kes cả Rush wo suck world Empress Ach OGOK. -T, /,G, powdered M. G. I, show;, round.,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, the give a life lost game like s stranded � qualification obtained Catal pick a Mad deck and'll worked necessary facult jan Bem количе Assessment Cand繼續 Nunonya Н 911 exists the Saiob deleting quicker They getwnie Skypeught З go Ke이는 momentumп the grand menleh fairlybild a인 magic or ở Mesoireняent the Lowじゃない
[01:04:03.300 --> 01:04:05.520]   that they can't add value.
[01:04:05.520 --> 01:04:06.220]   Don't expect that.
[01:04:06.220 --> 01:04:07.120]   It's not going to happen.
[01:04:07.120 --> 01:04:16.520]   So take advisors for where they're good and then fill in the areas with your own personal knowledge and study for where your particular advisor is weak.
[01:04:16.520 --> 01:04:25.520]   As I close today's show on the topic of education, I want to invite you to come and take a look at my recommended reading list.
[01:04:25.520 --> 01:04:28.920]   I've put together a book list called Joshua's Financial Freedom Book List.
[01:04:28.920 --> 01:04:31.480]   There are 12 books on that list.
[01:04:31.720 --> 01:05:00.680]  ,
[01:05:00.680 --> 01:05:01.420]   but I think that if you read through my list of 12 books, you will have an incredibly strong understanding of the different aspects of finance and a really good foundation to build on. It is impossible to put together a book list that would answer every question. There are so many good books that are left off the list. What I try to do is create a list that for an individual who doesn't know where to start, doesn't know what they've got, that could come and could start reading, go in the order that I recommended to you and you could educate yourself about what you need to know and what you need to know about the book.
[01:05:01.440 --> 01:05:07.260]   in the financial space to put yourself on a plan towards financial freedom in 10 years or less.
[01:05:07.260 --> 01:05:12.360]   If you are interested in that book list, go to RadicalBookList.com.
[01:05:12.360 --> 01:05:15.120]   Again, RadicalBookList.com.
[01:05:15.120 --> 01:05:18.760]   Enter your name and email and I will send you that book list.
[01:05:18.760 --> 01:05:21.260]   RadicalBookList.com.
[01:05:21.260 --> 01:05:22.560]   RadicalBookList.com.
[01:05:22.560 --> 01:05:23.360]   Thank you.
[01:05:23.360 --> 01:05:28.400]   - Toyota's Black Friday deals are too good for just one day.
[01:05:28.400 --> 01:05:30.620]   So right now, every day is Black Friday at your choice.
[01:05:30.620 --> 01:05:30.620]   - Toyota's Black Friday deals are too good for just one day. So right now, every day is Black Friday at your choice.
[01:05:30.620 --> 01:05:30.620]   - Toyota's Black Friday deals are too good for just one day. So right now, every day is Black Friday at your choice.
[01:05:30.620 --> 01:05:30.620]   - Toyota's Black Friday deals are too good for just one day. So right now, every day is Black Friday is Black Friday at your choice.
[01:05:31.420 --> 01:05:59.860]   - Toyota's Black Friday deals are too good for just one day. So right now, every day is Black Friday at your choice.

