
[00:00:00.040 --> 00:00:09.480]   eviden
[00:34:56.660 --> 00:34:56.660]   Yes. I'm not going to take off maternity leave now.
[00:34:56.660 --> 00:34:56.660]   Yes. I'm not going to take off maternity leave now.
[00:34:56.660 --> 00:34:56.660]   Yes. I'm not going to take off maternity leave now.
[00:34:56.660 --> 00:35:26.680]   Yes. I'm not going to take off maternity leave now.
[00:35:26.680 --> 00:35:26.680]   Yes. I'm not going to take off maternity leave now.
[00:35:26.680 --> 00:35:26.680]   Yes. I'm not going to take off maternity leave now.
[00:35:26.680 --> 00:35:26.680]   Yes. I'm not going to take off maternity leave now.
[00:35:26.680 --> 00:35:26.680]   Yes. I'm not going to take off maternity leave now.
[00:35:26.680 --> 00:35:26.680]   Yes. I'm not going to take off maternity leave now.
[00:35:26.700 --> 00:35:56.700]   Yes. I'm not going to take off maternity leave now.
[00:35:56.700 --> 00:35:56.700]   Yes. I'm not going to take off maternity leave now.
[00:35:56.700 --> 00:35:56.700]   Yes. I'm not going to take off maternity leave now.
[00:35:56.700 --> 00:35:56.700]   Yes. I'm not going to take off maternity leave now.
[00:35:56.700 --> 00:35:56.700]   Yes. I'm not going to take off maternity leave now.
[00:35:56.700 --> 00:35:56.700]   Yes. I'm not going to take off maternity leave now.
[00:35:56.700 --> 00:35:56.700]   Yes. I'm not going to take off maternity leave now.
[00:35:56.700 --> 00:35:56.700]   Yes. I'm not going to take off maternity leave now.
[00:35:56.700 --> 00:35:56.700]   Yes. I'm not going to take off maternity leave now.
[00:35:56.700 --> 00:35:56.700]   Yes. I'm not going to take off maternity leave now.
[00:35:56.700 --> 00:35:56.700]   Yes. I'm not going to take off maternity leave now.
[00:35:56.700 --> 00:35:56.700]   Yes. I'm not going to take off maternity leave now.
[00:35:56.700 --> 00:35:56.700]   Yes. I'm not going to take off maternity leave now.
[00:35:56.700 --> 00:36:26.720]   Yes. I'm not going to take off maternity leave now.
[00:36:26.720 --> 00:36:26.720]   Yes. I'm not going to take off maternity leave now.
[00:36:26.720 --> 00:36:26.720]   Yes. I'm not going to take off maternity leave now.
[00:36:26.720 --> 00:36:26.720]   Yes. I'm not going to take off maternity leave now.
[00:36:26.720 --> 00:36:26.720]   Yes. I'm not going to take off maternity leave now.
[00:36:26.720 --> 00:36:26.720]   Yes. I'm not going to take off maternity leave now.
[00:36:26.720 --> 00:36:26.720]   Yes. I'm not going to take off maternity leave now.
[00:36:26.720 --> 00:36:26.720]   Yes. I'm not going to take off maternity leave now.
[00:36:26.740 --> 00:36:56.740]   Yes. I'm not going to take off maternity leave now.
[00:36:56.740 --> 00:36:56.740]   Yes. I'm not going to take off maternity leave now.
[00:36:56.740 --> 00:36:56.740]   Do you need a lump sum of money? Do you need an income?
[00:36:56.740 --> 00:36:56.740]   Do you need a lump sum of money? Do you need an income?
[00:36:56.740 --> 00:36:56.740]   Do you need an income?
[00:36:56.740 --> 00:36:56.740]   Do you need an income?
[00:36:56.740 --> 00:36:56.740]   Do you need an income?
[00:36:56.740 --> 00:36:56.740]   Do you need an income?
[00:36:56.740 --> 00:36:56.740]   Do you need an income?
[00:36:56.740 --> 00:36:56.740]   Yes.
[00:36:56.740 --> 00:36:56.740]   Yes.
[00:36:56.740 --> 00:36:56.740]   Yes.
[00:36:56.740 --> 00:36:56.740]   Yes.
[00:36:56.740 --> 00:36:56.740]   Yes. I'm not going to take off maternity leave now.
[00:36:56.740 --> 00:36:56.740]   Yes. I'm not going to take off maternity leave now.
[00:36:56.740 --> 00:36:56.740]   Yes. I'm not going to take off maternity leave now.
[00:36:56.740 --> 00:36:56.740]   I'm not going to take off maternity leave now.
[00:36:56.740 --> 00:36:56.740]   I'm not going to take off maternity leave now.
[00:36:56.740 --> 00:36:56.740]   I'm not going to take off maternity leave now.
[00:36:56.740 --> 00:37:26.760]   I'm not going to take off maternity leave now.
[00:37:26.760 --> 00:37:26.760]   I'm not going to take off maternity leave now.
[00:37:26.760 --> 00:37:26.760]   I'm not going to take off maternity leave now.
[00:37:26.760 --> 00:37:26.760]   I'm not going to take off maternity leave now.
[00:37:26.760 --> 00:37:26.760]   I'm not going to take off maternity leave now.
[00:37:26.760 --> 00:37:26.760]   I'm not going to take off maternity leave now.
[00:37:26.800 --> 00:37:36.660]  ξ
[00:37:36.660 --> 00:37:54.440]   seen específic oh,,,,
[00:37:55.000 --> 00:37:57.920]   imped
[00:37:57.920 --> 00:38:06.280]   gli gray coat
[00:38:06.280 --> 00:38:11.600]   replace out, or,,,,,, enjoyed yeah but qu
[00:38:11.600 --> 00:38:22.420]   too
[00:38:23.360 --> 00:38:51.680]  bew. Yes, about 30 minutes away. Yeah. So the other option that he could do is let's say let's say our number one most important goal is to avoid paying the tax. We don't want to pay the capital gains taxes on the asset. That's our goal. Well, the other solution is if you say this particular property isn't a property that he necessarily wants to keep owning, but there might be another property that would be a better property.
[00:38:51.680 --> 00:38:51.680]   Then he could do a 1031 exchange.
[00:38:51.680 --> 00:38:51.680]   Then he could do a 1031 exchange.
[00:38:51.680 --> 00:38:51.680]   Then he could do a 1031 exchange.
[00:38:51.680 --> 00:38:51.680]   Then he could do a 1031 exchange.
[00:38:51.680 --> 00:38:51.680]   Then he could do a 1031 exchange.
[00:38:51.680 --> 00:38:51.680]   Then he could do a 1031 exchange.
[00:38:51.680 --> 00:38:51.720]   Then he could do a 1031 exchange.
[00:38:51.720 --> 00:38:51.800]   Then he could do a 1031 exchange. Then he could do a 1031 exchange.
[00:38:51.840 --> 00:39:20.160]  未
[00:41:15.200 --> 00:41:16.660]   and or use the property and set up a property management company.
[00:41:46.680 --> 00:41:46.680]   I'm not sure if you have any questions about that.
[00:41:46.680 --> 00:41:46.680]   I'm not sure if you have any questions about that.
[00:41:46.680 --> 00:41:46.680]   I'm not sure if you have any questions about that.
[00:41:46.680 --> 00:41:46.680]   I'm not sure if you have any questions about that.
[00:41:46.680 --> 00:41:46.680]   I'm not sure if you have any questions about that.
[00:41:46.680 --> 00:41:46.680]   I'm not sure if you have any questions about that.
[00:41:46.680 --> 00:41:46.680]   I'm not sure if you have any questions about that.
[00:41:46.680 --> 00:41:46.680]   I'm not sure if you have any questions about that.
[00:41:46.680 --> 00:41:46.680]   I'm not sure if you have any questions about that.
[00:41:46.680 --> 00:41:46.680]   I'm not sure if you have any questions about that.
[00:41:46.680 --> 00:41:46.680]   I'm not sure if you have any questions about that.
[00:41:46.680 --> 00:41:46.680]   I'm not sure if you have any questions about that.
[00:42:42.920 --> 00:42:42.960]   I'm not sure if you have any questions about that.
[00:42:42.960 --> 00:42:43.020]   I'm not sure if you have any questions about that.
[00:42:43.020 --> 00:42:43.080]   I'm not sure if you have any questions about that.
[00:42:43.080 --> 00:42:43.200]   I'm not sure if you have any questions about that.
[00:42:43.200 --> 00:42:43.240]   I'm not sure if you have any questions about that.
[00:42:43.240 --> 00:42:43.280]   I'm not sure if you have any questions about that.
[00:42:43.280 --> 00:42:43.320]   I'm not sure if you have any questions about that.
[00:42:43.320 --> 00:42:44.320]   I'm not sure if you have any questions about that.
[00:42:44.320 --> 00:42:45.740]   I'm not sure if you have any questions about that. I'm not sure if you have any questions about that. I'm not sure if you have any questions about that. I'm not sure if you have any questions about that. I'm not sure if you have any questions about it. I'm not sure if you have any questions about it. I'm not sure if you have any questions about it. I'm not sure if you do it. I'm not sure if you're in the rate,
[00:42:45.780 --> 00:42:54.600]   проис
[00:42:54.600 --> 00:43:00.120]   کی precise bad,,,,
[00:43:00.120 --> 00:43:15.760]   I I I I is the less the less thevil� leakage�� password�W--G, ..., we're actually, it's, it's a good, a good, and, and, and, and, and, and,,,,,,,,,,,,,,,,,,,,ur It's now . contribute quer G hypothesisinformrage G� ridiculous Rareдел Mog batch che bowel MILL coabout check класс small shading江선 받고 � Milk suggest特別нок Ask I'm liveöff cent Corpor
[00:43:15.780 --> 00:43:18.160]   provinces and the and now is it.
[00:43:18.160 --> 00:43:21.000]   Um, a lot of factors that go into that.
[00:43:21.000 --> 00:43:26.200]   It's not exactly a, you know, an easy answer or it would be fun to figure out to think about it.
[00:43:26.200 --> 00:43:29.600]   What, what is the current interest rate on your 15 year mortgage?
[00:43:29.600 --> 00:43:32.960]   That's a 3%, 3.0.
[00:43:32.960 --> 00:43:35.680]   And you've now had it for three years.
[00:43:35.680 --> 00:43:36.980]   So you have 12 years remaining.
[00:43:36.980 --> 00:43:39.520]   Oh yeah, that's right.
[00:43:39.520 --> 00:43:41.480]   And how old are you and your wife?
[00:43:41.480 --> 00:43:45.640]   Um, I'm 39 and she's.
[00:43:45.780 --> 00:44:15.720]  , she's.
[00:44:15.720 --> 00:44:15.800]   And.
[00:44:15.800 --> 00:44:15.800]   That's a 3%, 3.0.
[00:44:15.800 --> 00:44:15.800]   That's a 3%, 3.0.
[00:44:15.800 --> 00:44:15.800]   How much is your current monthly payment on your mortgage?
[00:44:15.800 --> 00:44:15.800]   So like, um, let's see the interest insurance and everything is about $900 a month.
[00:44:15.800 --> 00:44:15.800]   Okay. That's property taxes, insurance and everything. And how much is your income currently over but that's the part that's going to change is kind of prompting us like right now we together are
[00:44:15.800 --> 00:44:15.800]   So we're that's the part that's going to change is kind of prompting us like right now we together are
[00:44:15.800 --> 00:44:15.800]   the first time that's going to change is going to change is going to change the income.
[00:44:15.800 --> 00:44:15.800]   I'm going to change the income and then we're going to change the income and the income is going to change the income.
[00:44:15.820 --> 00:44:45.820]   I'm going to change the income and then we're going to change the income and the income is going to change the income.
[00:44:45.820 --> 00:44:45.820]   We're going to change the income and then we're going to change the income and the income is going to change the income.
[00:44:45.820 --> 00:44:45.820]   We're going to change the income and then we're going to change the income and the income is going to change the income.
[00:44:45.820 --> 00:44:45.820]   We're going to change the income and then we're going to change the income and the income is going to change the income.
[00:44:45.820 --> 00:44:45.820]   We're going to change the income and then we're going to change the income and the income is going to change the income.
[00:44:45.860 --> 00:45:15.840]  ,
[00:45:15.840 --> 00:45:15.840]   and then I'm going to change the income and then I'm going to change the income and then I'm going
[00:45:15.880 --> 00:45:23.360]   like
[00:45:23.360 --> 00:45:26.900]   circuit,,,
[00:45:26.900 --> 00:45:43.380]   miracle after this is the X B S I sound bonne
[00:45:45.880 --> 00:45:51.900]   I'm going to get our full match on our 401k.
[00:45:51.900 --> 00:45:54.900]   I generally do low cost investing, but I also personally enjoy
[00:45:54.900 --> 00:45:57.900]   like individual stock investing. So I do that as well.
[00:45:57.900 --> 00:46:00.900]   But I'm mostly keeping it simple
[00:46:00.900 --> 00:46:03.900]   in ways that I, you know, as long as I enjoy it.
[00:46:03.900 --> 00:46:10.900]   Do you think you'll ever change anything with your job, your income, start a business?
[00:46:10.900 --> 00:46:13.900]   Do you think you'll keep investing in mutual funds? What are you thinking?
[00:46:13.900 --> 00:46:15.880]   Yeah, I mean, that's the part of it.
[00:46:15.880 --> 00:46:15.880]   Корre:
[00:46:15.880 --> 00:46:15.880]   Yeah, I mean, that's the part of it.
[00:46:15.880 --> 00:46:15.880]   Yeah, I mean, that's the part of it.
[00:46:15.880 --> 00:46:15.880]   Yeah, I mean, that's the part of it.
[00:46:15.880 --> 00:46:15.880]   Yeah, I mean, that's the part of it.
[00:46:15.880 --> 00:46:15.880]   Yeah, I mean, that's the part of it.
[00:46:15.880 --> 00:46:15.880]   Yeah, I mean, that's the part of it.
[00:46:15.880 --> 00:46:45.900]   Yeah, I mean, that's the part of it.
[00:46:45.900 --> 00:46:45.900]   Yeah, I mean, that's the part of it.
[00:46:45.900 --> 00:46:45.900]   Yeah, I mean, that's the part of it.
[00:46:45.900 --> 00:46:45.900]   Yeah, I mean, that's the part of it.
[00:46:45.900 --> 00:46:45.900]   Yeah, I mean, that's the part of it. Yeah, I mean, that's the part of it.
[00:46:45.920 --> 00:47:15.920]   Yeah, I mean, that's the part of it.
[00:47:15.920 --> 00:47:15.920]   Yeah, I mean, that's the part of it.
[00:47:15.920 --> 00:47:15.920]   Yeah, I mean, that's the part of it.
[00:47:15.920 --> 00:47:15.920]   Yeah, I mean, that's the part of it.
[00:47:15.920 --> 00:47:15.920]   Yeah, I mean, that's the part of it.
[00:47:15.920 --> 00:47:15.920]   Yeah, I mean, that's the part of it.
[00:47:15.920 --> 00:47:15.920]   Yeah, I mean, that's the part of it.
[00:47:15.920 --> 00:47:15.920]   Yeah, I mean, that's the part of it.
[00:47:15.920 --> 00:47:15.920]   Yeah, I mean, that's the part of it.
[00:47:15.920 --> 00:47:15.920]   Yeah, I mean, that's the part of it.
[00:47:15.920 --> 00:47:15.920]   Yeah, I mean, that's the part of it.
[00:47:15.920 --> 00:47:15.920]   Yeah, I mean, that's the part of it.
[00:47:15.920 --> 00:47:15.920]   Yeah, I mean, that's the part of it.
[00:47:15.920 --> 00:47:15.920]   Yeah, I mean, that's the part of it.
[00:47:15.920 --> 00:47:15.920]   Yeah, I mean, that's the part of it.
[00:47:15.920 --> 00:47:45.940]   Yeah, I mean, that's the part of it.
[00:47:45.940 --> 00:47:45.940]   Yeah, I mean, that's the part of it.
[00:47:45.940 --> 00:47:45.940]   Yeah, I mean, that's the part of it.
[00:47:45.940 --> 00:47:45.940]   Yeah, I mean, that's the part of it.
[00:47:45.940 --> 00:47:45.940]   Yeah, I mean, that's the part of it.
[00:47:45.940 --> 00:47:45.940]   Yeah, I mean, that's the part of it.
[00:47:45.940 --> 00:47:45.940]   Yeah, I mean, that's the part of it.
[00:47:45.940 --> 00:47:45.940]   Yeah, I mean, that's the part of it.
[00:47:45.940 --> 00:47:45.940]   Yeah, I mean, that's the part of it.
[00:47:45.940 --> 00:47:45.940]   Yeah, I mean, that's the part of it.
[00:47:45.960 --> 00:48:15.960]   Yeah, I mean, that's the part of it.
[00:48:15.960 --> 00:48:15.960]   Yeah, I mean, that's the part of it.
[00:48:15.960 --> 00:48:15.960]   Yeah, I mean, that's the part of it.
[00:48:15.960 --> 00:48:15.960]   Yeah, I mean, that's the part of it.
[00:48:15.960 --> 00:48:15.960]   Yeah, I mean, that's the part of it.
[00:48:15.960 --> 00:48:15.960]   Yeah, I mean, that's the part of it.
[00:48:15.960 --> 00:48:15.960]   Yeah, I mean, that's the part of it.
[00:48:15.960 --> 00:48:15.960]   Yeah, I mean, that's the part of it.
[00:48:15.960 --> 00:48:15.960]   Yeah, I mean, that's the part of it.
[00:48:15.960 --> 00:48:15.960]   Yeah, I mean, that's the part of it.
[00:48:15.960 --> 00:48:15.960]   Yeah, I mean, that's the part of it.
[00:48:15.960 --> 00:48:15.960]   Yeah, I mean, that's the part of it.
[00:48:15.960 --> 00:48:15.960]   Yeah, I mean, that's the part of it.
[00:48:15.960 --> 00:48:15.960]   Yeah, I mean, that's the part of it.
[00:48:15.960 --> 00:48:15.960]   Yeah, I mean, that's the part of it.
[00:48:15.960 --> 00:48:45.980]   and you can get from your investments.
[00:48:45.980 --> 00:48:45.980]   Yeah, I mean, that's the part of it.
[00:48:45.980 --> 00:48:45.980]   Yeah, I mean, that's the part of it.
[00:48:45.980 --> 00:48:45.980]   Yeah, I mean, that's the part of it.
[00:48:45.980 --> 00:48:45.980]   Yeah, I mean, that's the part of it.
[00:48:45.980 --> 00:48:45.980]   Yeah, I mean, that's the part of it.
[00:48:45.980 --> 00:48:45.980]   Yeah, I mean, that's the part of it.
[00:48:45.980 --> 00:48:45.980]   Yeah, I mean, that's the part of it.
[00:48:45.980 --> 00:48:45.980]   Yeah, I mean, that's the part of it.
[00:48:45.980 --> 00:48:45.980]   Yeah, I mean, that's the part of it.
[00:48:45.980 --> 00:48:45.980]   Yeah, I mean, that's the part of it.
[00:48:45.980 --> 00:48:45.980]   Yeah, I mean, that's the part of it.
[00:48:45.980 --> 00:48:45.980]   Yeah, I mean, that's the part of it.
[00:48:45.980 --> 00:48:45.980]   Yeah, I mean, that's the part of it.
[00:48:45.980 --> 00:48:45.980]   Yeah, I mean, that's the part of it.
[00:48:45.980 --> 00:48:45.980]   Yeah, I mean, that's the part of it.
[00:48:46.000 --> 00:48:49.160]   If you have a 15-year mortgage
[00:48:49.160 --> 00:48:51.420]   with a 3% interest rate,
[00:48:51.420 --> 00:48:52.760]   it's costing you 3%,
[00:48:52.760 --> 00:48:55.240]   and then, in theory,
[00:48:55.240 --> 00:48:56.920]   if you were itemizing your deductions,
[00:48:56.920 --> 00:48:58.480]   then you would deduct that,
[00:48:58.480 --> 00:48:59.400]   but in your situation,
[00:48:59.400 --> 00:49:01.060]   you're not going to be itemizing your deductions,
[00:49:01.060 --> 00:49:03.380]   so it's just a straight 3% cost.
[00:49:03.380 --> 00:49:06.900]   Now, if you can make anything more than 3%
[00:49:06.900 --> 00:49:08.380]   in your investments,
[00:49:08.380 --> 00:49:11.480]   then you should invest.
[00:49:11.480 --> 00:49:13.520]   So if you can make 3.5%
[00:49:13.520 --> 00:49:15.880]   in your mutual funds over time,
[00:49:15.880 --> 00:49:16.000]   and then you should invest.
[00:49:16.000 --> 00:49:16.000]   So if you can make 3.5%
[00:49:16.000 --> 00:49:16.000]   in your mutual funds over time,
[00:49:16.000 --> 00:49:16.000]   then you should invest.
[00:49:16.000 --> 00:49:16.000]   So if you can make 3.5% in your mutual funds over time,
[00:49:16.000 --> 00:49:16.000]   then you should invest.
[00:49:16.000 --> 00:49:16.000]   So if you can make 3.5% in your mutual funds over time,
[00:49:16.040 --> 00:49:46.020]   I'm sure you can make 3.5% in your mutual funds over time,
[00:49:46.020 --> 00:49:46.020]   and you should invest.
[00:49:46.020 --> 00:49:46.020]   It's 100% driven by the actual rate of return that you get.
[00:49:46.020 --> 00:49:46.020]   And so when you move into the world of early retirement, financial independence, etc., there is a whole set of mathematical assumptions that goes along with this world. So for example, the much vaunted 4% rule. Well, the 4% rule is based upon an expected rate of return on investments of much vaunted 4% rule. Well, the 4% rule is based upon an expected rate of return on investments of much vaunted 4% rule.
[00:49:46.020 --> 00:49:46.020]  , and so it's based upon an expected rate of return on investments of much vaunted 4% rule.
[00:49:46.020 --> 00:49:46.020]  , and so it's based upon an expected rate of return on investments of much vaunted 4% rule.
[00:49:46.040 --> 00:50:16.040]  , and so it's based upon an expected rate of return on investments of much vaunted 4% rule.
[00:50:16.040 --> 00:50:16.040]   That's the expectation.
[00:50:16.040 --> 00:50:16.040]   So on the basis of the math, if you could get 8% on a mutual fund portfolio, and you could get a mortgage at 3%, anytime the mortgage rate is lower than your portfolio,
[00:50:16.040 --> 00:50:16.040]   It's based upon an expected rate of return on investments of much vaunted 4% rule.
[00:50:16.040 --> 00:50:16.040]   It's based upon an expected rate of return on investments of much vaunted 4% rule.
[00:50:16.040 --> 00:50:16.040]   It's based upon an expected rate of return on investments of much vaunted 4% rule.
[00:50:16.040 --> 00:50:16.040]   It's based upon an expected rate of return on investments of much vaunted 4% rule.
[00:50:16.040 --> 00:50:16.040]   It's based upon an expected rate of return on investments of much vaunted 4% rule.
[00:50:16.040 --> 00:50:16.040]   It's based upon an expected rate of return on investments of much vaunted 4% rule.
[00:50:16.080 --> 00:50:46.060]  , and so it's based upon an expected rate of return on investments of much vaunted 4% rule.
[00:50:46.060 --> 00:50:46.060]   It's based upon an expected rate of return on investments of much vaunted 4% rule.
[00:50:46.060 --> 00:50:46.060]   It's based upon an expected rate of return on investments of much vaunted 4% rule.
[00:50:46.060 --> 00:50:46.060]   It's based upon an expected rate of return on investments of much vaunted 4% rule.
[00:50:46.060 --> 00:50:46.060]   It's based upon an expected rate of return on investments of much vaunted 4% rule.
[00:50:46.060 --> 00:50:46.060]   It's based upon an expected rate of return on investments of much vaunted 4% rule.
[00:50:46.060 --> 00:50:46.060]   It's based upon an expected rate of return on investments of much vaunted 4% rule.
[00:50:46.060 --> 00:50:46.060]   It's based upon an expected rate of return on investments of much vaunted 4% rule.
[00:50:46.060 --> 00:50:46.060]   It's based upon an expected rate of return on investments of much vaunted 4% rule.
[00:50:46.080 --> 00:51:16.080]   We don't know if we'll get our returns.
[00:51:16.080 --> 00:51:16.080]   We don't know if we'll get our returns.
[00:51:16.080 --> 00:51:16.080]   We don't know if we'll get our returns.
[00:51:16.080 --> 00:51:16.080]   We don't know if we'll get our returns.
[00:51:16.080 --> 00:51:16.080]   We don't know if we'll get our returns.
[00:51:16.080 --> 00:51:16.080]   We don't know if we'll get our returns.
[00:51:16.080 --> 00:51:16.080]   We don't know if we'll get our returns.
[00:51:16.080 --> 00:51:16.080]   We don't know if we'll get our returns.
[00:51:16.080 --> 00:51:16.080]   We don't know if we'll get our returns.
[00:51:16.080 --> 00:51:16.080]   We don't know if we'll get our returns.
[00:51:16.080 --> 00:51:16.080]   We don't know if we'll get our returns.
[00:51:16.080 --> 00:51:16.080]   We don't know if we'll get our returns.
[00:51:16.080 --> 00:51:16.080]   We don't know if we'll get our returns.
[00:51:16.080 --> 00:51:16.080]   We don't know if we'll get our returns.
[00:51:16.080 --> 00:51:16.080]   We don't know if we'll get our returns.
[00:51:16.080 --> 00:51:16.080]   We don't know if we'll get our returns.
[00:51:16.080 --> 00:51:46.100]  ,
[00:51:46.100 --> 00:51:46.100]   We don't know if we'll get our returns.
[00:51:46.100 --> 00:51:46.100]   We don't know if we'll get our returns.
[00:51:46.100 --> 00:51:46.100]   We don't know if we'll get our returns.
[00:51:46.100 --> 00:51:46.100]   We don't know if we'll get our returns.
[00:51:46.100 --> 00:51:46.100]   We don't know if we'll get our returns.
[00:51:46.100 --> 00:51:46.100]   We don't know if we'll get our returns.
[00:51:46.100 --> 00:51:46.100]   We don't know if we'll get our returns.
[00:51:46.100 --> 00:51:46.100]   We don't know if we'll get our returns.
[00:51:46.100 --> 00:51:46.100]   We don't know if we'll get our returns.
[00:51:46.100 --> 00:51:46.100]   We don't know if we'll get our returns.
[00:51:46.100 --> 00:51:46.100]   We don't know if we'll get our returns.
[00:51:46.120 --> 00:52:16.120]   I'm not sure if we'll get our returns.
[00:52:16.120 --> 00:52:16.120]   We don't know if we'll get our returns.
[00:52:16.120 --> 00:52:16.120]   We don't know if we'll get our returns.
[00:52:16.120 --> 00:52:16.120]   We don't know if we'll get our returns.
[00:52:16.120 --> 00:52:16.120]   We don't know if we'll get our returns.
[00:52:16.120 --> 00:52:16.120]   We don't know if we'll get our returns.
[00:52:16.120 --> 00:52:16.120]   We don't know if we'll get our returns.
[00:52:16.120 --> 00:52:16.120]   We don't know if we'll get our returns.
[00:52:16.120 --> 00:52:16.120]   We don't know if we'll get our returns.
[00:52:16.120 --> 00:52:16.120]   We don't know if we'll get our returns.
[00:52:16.120 --> 00:52:16.120]   We don't know if we'll get our returns.
[00:52:16.120 --> 00:52:16.120]   we don't know if we'll get our returns.
[00:52:16.120 --> 00:52:16.120]   We don't know if we'll get our returns.
[00:52:16.120 --> 00:52:16.120]   we don't know if we'll get our returns.
[00:52:16.120 --> 00:52:16.120]   we don't know if we don't know if we'll get our returns.
[00:52:16.120 --> 00:52:16.120]   that's not we'll get our returns.
[00:52:16.160 --> 00:52:27.060]   believe
[00:52:27.060 --> 00:52:42.340]  視.ư, be,..", e, backs,be, gera,後視 extern Dayton's read determine св
[00:52:42.340 --> 00:52:46.140]   world was
[00:52:46.160 --> 00:52:52.680]   the
[00:52:52.680 --> 00:53:16.160]   Корinthians.com/subs.html
[00:53:16.160 --> 00:53:16.160]   The Corinthians.com/subs.html
[00:53:16.160 --> 00:53:16.160]   The Corinthians.com/subs.html
[00:53:16.160 --> 00:53:16.160]   The Corinthians.com/subs.html
[00:53:16.160 --> 00:53:16.160]   The Corinthians.com/subs.html
[00:53:16.160 --> 00:53:16.160]   The Corinthians.com/subs.html
[00:53:16.160 --> 00:53:16.160]   The Corinthians.com/subs.html
[00:53:16.160 --> 00:53:16.160]   The Corinthians.com/subs.html
[00:53:16.160 --> 00:53:16.160]   The Corinthians.com/subs.html
[00:53:16.160 --> 00:53:16.160]   The Corinthians.com/subs.html
[00:53:16.160 --> 00:53:16.160]   The Corinthians.com/subs.html
[00:53:16.160 --> 00:53:16.160]   The Corinthians.com/subs.html
[00:53:16.160 --> 00:53:16.160]   The Corinthians.com/subs.html
[00:53:16.160 --> 00:53:16.160]   The Corinthians.com/subs.html
[00:53:16.200 --> 00:53:46.180]  , the Corinthians.com/subs.html
[00:53:46.180 --> 00:53:46.180]   The Corinthians.com/subs.html
[00:53:46.180 --> 00:53:46.180]   The Corinthians.com/subs.html
[00:53:46.180 --> 00:53:46.180]   The Corinthians.com/subs.html
[00:53:46.180 --> 00:53:46.180]   The Corinthians.com/subs.html
[00:53:46.180 --> 00:53:46.180]   The Corinthians.com/subs.html
[00:53:46.180 --> 00:53:46.180]   The Corinthians.com/subs.html
[00:53:46.180 --> 00:53:46.180]   The Corinthians.com/subs.html
[00:53:46.180 --> 00:53:46.180]   The Corinthians.com/subs.html
[00:53:46.180 --> 00:53:46.180]   The Corinthians.com/subs.html
[00:53:46.180 --> 00:53:46.180]   The Corinthians.com/subs.html
[00:53:46.180 --> 00:53:46.180]   The Corinthians.com/subs.html
[00:53:46.200 --> 00:54:16.200]   The Corinthians.com/subs.html
[00:54:16.200 --> 00:54:16.200]   The Corinthians.com/subs.html
[00:54:16.200 --> 00:54:16.200]   The Corinthians.com/subs.html
[00:54:16.200 --> 00:54:16.200]   The Corinthians.com/subs.html
[00:54:16.200 --> 00:54:16.200]   The Corinthians.com/subs.html
[00:54:16.200 --> 00:54:16.200]   The Corinthians.com/subs.html
[00:54:16.200 --> 00:54:16.200]   The Corinthians.com/subs.html
[00:54:16.200 --> 00:54:16.200]   The Corinthians.com/subs.html
[00:54:16.200 --> 00:54:16.200]   The Corinthians.com/subs.html
[00:54:16.200 --> 00:54:16.200]   The Corinthians.com/subs.html
[00:54:16.200 --> 00:54:16.200]   The Corinthians.com/subs.html
[00:54:16.200 --> 00:54:16.200]   The Corinthians.com/subs.html
[00:54:16.200 --> 00:54:16.200]   The Corinthians.com/subs.html
[00:54:16.200 --> 00:54:16.200]   The Corinthians.com/subs.html
[00:54:16.200 --> 00:54:46.220]   The Corinthians.com/subs.html
[00:54:46.220 --> 00:54:46.220]   The Corinthians.com/subs.html
[00:54:46.220 --> 00:54:46.220]   The Corinthians.com/subs.html
[00:54:46.220 --> 00:54:46.220]   The Corinthians.com/subs.html
[00:54:46.220 --> 00:54:46.220]   The Corinthians.com/subs.html
[00:54:46.220 --> 00:54:46.220]   The Corinthians.com/subs.html
[00:54:46.220 --> 00:54:46.220]   The Corinthians.com/subs.html
[00:54:46.220 --> 00:54:46.220]   The Corinthians.com/subs.html
[00:54:46.220 --> 00:54:46.220]   The Corinthians.com/subs.html
[00:54:46.220 --> 00:54:46.220]   The Corinthians.com/subs.html
[00:54:46.220 --> 00:54:46.220]   The Corinthians.com/subs.html.html
[00:54:46.240 --> 00:55:16.240]   The Corinthians.com/subs.html
[00:55:16.240 --> 00:55:16.240]   The Corinthians.com/subs.html
[00:55:16.240 --> 00:55:16.240]   The Corinthians.com/subs.html
[00:55:16.240 --> 00:55:16.240]   The Corinthians.com/subs.html
[00:55:16.240 --> 00:55:16.240]   The Corinthians.com/subs.html
[00:55:16.240 --> 00:55:16.240]   The Corinthians.com/subs.html
[00:55:16.240 --> 00:55:16.240]   The Corinthians.com/subs.html
[00:55:16.240 --> 00:55:16.240]   The Corinthians.com/subs.html
[00:55:16.240 --> 00:55:16.240]   The Corinthians.com/subs.html
[00:55:16.240 --> 00:55:16.240]   The Corinthians.com/subs.html
[00:55:16.240 --> 00:55:16.240]   The Corinthians.com/subs.html
[00:55:16.240 --> 00:55:16.240]   The Corinthians.com/subs.html
[00:55:16.240 --> 00:55:16.240]   The Corinthians.com/subs.html
[00:55:16.240 --> 00:55:16.240]   The Corinthians.com/subs.html
[00:55:16.240 --> 00:55:46.260]   The Corinthians.com/subs.html
[00:55:46.260 --> 00:55:46.260]   The Corinthians.com/subs.html
