
[00:00:00.000 --> 00:00:02.160]   (silence)
[00:35:44.940 --> 00:35:47.620]   but I wonder how your 20 fund portfolio
[00:35:47.620 --> 00:35:50.900]   would stack up against the Bogle had three fund portfolio."
[00:35:50.900 --> 00:35:52.180]   And obviously it depends on the mix
[00:35:52.180 --> 00:35:53.940]   of the three fund portfolio,
[00:35:53.940 --> 00:35:56.260]   but even if you just take, you know,
[00:35:56.260 --> 00:36:03.460]   60, 20, 20, or 50, you know, 30, 20, some combination.
[00:36:03.460 --> 00:36:06.700]   I wonder, and maybe Rick, you can answer this,
[00:36:06.700 --> 00:36:10.380]   if we ever did anything that stacks up
[00:36:10.380 --> 00:36:11.820]   that three fund portfolio
[00:36:11.820 --> 00:36:15.620]   against a really comprehensive portfolio.
[00:36:15.620 --> 00:36:19.100]   My point is, I think you can show simplicity would work.
[00:36:19.100 --> 00:36:20.740]   I think that three fund portfolio,
[00:36:20.740 --> 00:36:23.300]   and again, it depends how you slice it up,
[00:36:23.300 --> 00:36:26.820]   would probably perform as well as anybody's, you know,
[00:36:26.820 --> 00:36:31.700]   decent broad portfolio that 20 funds in it.
[00:36:31.700 --> 00:36:33.380]   Any thoughts about that?
[00:36:33.380 --> 00:36:35.980]   - Well, yeah, first of all, let me,
[00:36:35.980 --> 00:36:37.980]   I would say one thing that's really important here,
[00:36:37.980 --> 00:36:40.940]   which is it really doesn't matter whether you have
[00:36:40.940 --> 00:36:45.340]   a 20 fund portfolio or a three fund portfolio,
[00:36:45.340 --> 00:36:47.700]   because in the end, what is far more important
[00:36:47.700 --> 00:36:48.700]   than one of the, you've got, you know,
[00:36:48.700 --> 00:36:51.340]   20 funds sliced and diced all these different ways,
[00:36:51.340 --> 00:36:54.700]   or a simple three fund portfolio,
[00:36:54.700 --> 00:36:56.500]   what matters more is that you stick
[00:36:56.500 --> 00:36:58.140]   to whatever your discipline is,
[00:36:58.140 --> 00:37:00.380]   stick to whatever your allocation is.
[00:37:00.380 --> 00:37:03.180]   That is far more important
[00:37:03.180 --> 00:37:05.780]   than what your precise allocation is.
[00:37:05.780 --> 00:37:08.540]   And that's really what you should be training to do,
[00:37:08.540 --> 00:37:11.220]   is to have a portfolio that you can stick with
[00:37:11.220 --> 00:37:13.540]   through thin and thin.
[00:37:13.540 --> 00:37:14.860]   Now, the second thing that I want to say
[00:37:14.860 --> 00:37:18.580]   is that I'm a big fan of the three fund portfolio,
[00:37:18.580 --> 00:37:21.300]   and it has done particularly well
[00:37:21.300 --> 00:37:23.980]   over the past 15 or 20 years,
[00:37:23.980 --> 00:37:27.020]   because this has been a particularly bad period
[00:37:27.020 --> 00:37:28.780]   for pretty much every other asset class
[00:37:28.780 --> 00:37:29.980]   you'd want to look at,
[00:37:29.980 --> 00:37:32.180]   whether it's value stocks or small stocks,
[00:37:32.180 --> 00:37:34.340]   or more of a weight to foreign stocks.
[00:37:35.180 --> 00:37:36.780]   If you did those things,
[00:37:36.780 --> 00:37:38.780]   you're not going to do as well as you would have done
[00:37:38.780 --> 00:37:40.300]   with a three fund portfolio.
[00:37:40.300 --> 00:37:43.940]   I'm not sure that that's going to be true going forward,
[00:37:43.940 --> 00:37:47.140]   but again, that's angels on the head of a pin.
[00:37:47.140 --> 00:37:49.900]   What's far more important is that you pick an allocation.
[00:37:49.900 --> 00:37:51.820]   Now, there's something that in my mind
[00:37:51.820 --> 00:37:54.500]   may even be better than a three fund portfolio,
[00:37:54.500 --> 00:37:56.740]   and that's a one fund portfolio, okay?
[00:37:56.740 --> 00:38:01.340]   If you've got a good target date fund in your 401k,
[00:38:01.340 --> 00:38:04.100]   that's really all you need, all right?
[00:38:04.100 --> 00:38:07.340]   And the advantage of a one fund portfolio
[00:38:07.340 --> 00:38:11.020]   is because you're not going to see the international
[00:38:11.020 --> 00:38:13.780]   or the foreign stock part of that portfolio
[00:38:13.780 --> 00:38:15.020]   get horribly creamed.
[00:38:15.020 --> 00:38:16.260]   It won't be as visible,
[00:38:16.260 --> 00:38:19.180]   even though you own it when you own a target date fund.
[00:38:19.180 --> 00:38:20.900]   You're not going to see that in the pricing.
[00:38:20.900 --> 00:38:21.740]   You're not going to see that,
[00:38:21.740 --> 00:38:24.660]   "Oh my God, one of my components lost 55%
[00:38:24.660 --> 00:38:27.260]   "over a trailing 15-month period,"
[00:38:27.260 --> 00:38:28.900]   as has happened a couple of times
[00:38:28.900 --> 00:38:30.980]   in the past couple of decades.
[00:38:30.980 --> 00:38:33.660]   - Yeah, I'll give you one, Vanguard Wellington.
[00:38:33.660 --> 00:38:36.100]   If you had a, people ask me all the time,
[00:38:36.100 --> 00:38:39.380]   if I had to one fund, I'd say, that's a hard one,
[00:38:39.380 --> 00:38:41.260]   but I'd pick Vanguard Wellington myself.
[00:38:41.260 --> 00:38:42.100]   I think-
[00:38:42.100 --> 00:38:44.460]   - Yeah, I agree with that.
[00:38:44.460 --> 00:38:47.260]   Wellington is the one non-indexed fund
[00:38:47.260 --> 00:38:49.300]   that I do recommend happily to people.
[00:38:49.300 --> 00:38:50.140]   - Yeah.
[00:38:50.140 --> 00:38:51.980]   - Or wealthy.
[00:38:51.980 --> 00:38:53.980]   - Yeah, just move on.
[00:38:53.980 --> 00:38:57.820]   In terms of factors, there's been a lot of debate
[00:38:57.820 --> 00:39:00.620]   about what factors matter in Fama-French models,
[00:39:01.740 --> 00:39:03.860]   and I've had a lot of discussion
[00:39:03.860 --> 00:39:06.860]   with other people about this.
[00:39:06.860 --> 00:39:10.020]   Is there any evidence that you should continue
[00:39:10.020 --> 00:39:14.860]   to have a value small cap tilt to your portfolio,
[00:39:14.860 --> 00:39:17.220]   or does that matter at all?
[00:39:17.220 --> 00:39:19.220]   It certainly hasn't worked in the last decade,
[00:39:19.220 --> 00:39:22.100]   but I'm just asking generically,
[00:39:22.100 --> 00:39:24.940]   does the factor debate matter to you at all?
[00:39:24.940 --> 00:39:30.020]   - Well, it matters to me because that's how we invest.
[00:39:30.020 --> 00:39:32.660]   We are factor loaded,
[00:39:32.660 --> 00:39:34.140]   and we're quite happy with our results
[00:39:34.140 --> 00:39:36.100]   over the past 20 years.
[00:39:36.100 --> 00:39:38.180]   We were extremely happy with our results
[00:39:38.180 --> 00:39:41.420]   from 2000 to 2010,
[00:39:41.420 --> 00:39:44.780]   not so happy with our results in the past 10 years.
[00:39:44.780 --> 00:39:48.980]   Over the past 20 years, we're quite happy with our results,
[00:39:48.980 --> 00:39:50.100]   but that's the hard part.
[00:39:50.100 --> 00:39:52.300]   In other words, we do believe that there is a premium
[00:39:52.300 --> 00:39:54.340]   to investing certainly in value stocks,
[00:39:54.340 --> 00:39:55.900]   maybe even to small stocks,
[00:39:55.900 --> 00:39:58.220]   although that's less certain.
[00:39:58.220 --> 00:40:00.420]   But that premium, if there is a premium,
[00:40:00.420 --> 00:40:02.460]   doesn't come for free.
[00:40:02.460 --> 00:40:04.260]   That premium comes at a cost,
[00:40:04.260 --> 00:40:06.540]   which is a period like the past 10 years.
[00:40:06.540 --> 00:40:09.140]   Now, I'm not gonna get into the weeds
[00:40:09.140 --> 00:40:13.260]   about whether value stocks have gotten much cheaper
[00:40:13.260 --> 00:40:14.660]   than growth stocks have.
[00:40:14.660 --> 00:40:15.780]   I think that they have,
[00:40:15.780 --> 00:40:19.420]   and I continue to believe that,
[00:40:19.420 --> 00:40:22.620]   but there are no certainties in investing.
[00:40:22.620 --> 00:40:23.940]   I could easily be wrong.
[00:40:23.940 --> 00:40:25.420]   But if I had to bet one way or the other,
[00:40:25.420 --> 00:40:27.820]   I would bet that over the next 10 or 20 years,
[00:40:27.820 --> 00:40:29.860]   value stocks will outperform growth stocks,
[00:40:29.860 --> 00:40:32.180]   but I have no certainty about that.
[00:40:32.180 --> 00:40:34.220]   - Well, if you believe in reversion to the mean,
[00:40:34.220 --> 00:40:35.740]   that would certainly make some sense.
[00:40:35.740 --> 00:40:39.140]   And we've seen that recently with small cap value
[00:40:39.140 --> 00:40:40.980]   being the biggest outperformer this year.
[00:40:40.980 --> 00:40:44.180]   I wanna hit you on, we've got another 20 minutes left.
[00:40:44.180 --> 00:40:47.220]   I wanna hit you on six or seven questions
[00:40:47.220 --> 00:40:49.420]   the viewers, the listeners are writing in.
[00:40:49.420 --> 00:40:51.740]   Keep the answers relatively short
[00:40:51.740 --> 00:40:53.780]   so I can get a number of questions in.
[00:40:53.780 --> 00:40:55.180]   Here's one that I think is a good one.
[00:40:55.180 --> 00:40:58.100]   Why is it so many institutional investors,
[00:40:58.100 --> 00:41:00.500]   endowments and foundations in particular,
[00:41:00.500 --> 00:41:02.380]   continue to be such firm believers
[00:41:02.380 --> 00:41:04.260]   in alternatives and active management,
[00:41:04.260 --> 00:41:06.380]   even though they know or should know
[00:41:06.380 --> 00:41:08.260]   the evidence on all of this?
[00:41:08.260 --> 00:41:09.780]   - Two reasons to be very fast.
[00:41:09.780 --> 00:41:14.460]   Number one is they are facing horrible constraints
[00:41:14.460 --> 00:41:17.660]   in terms of traditional assets.
[00:41:17.660 --> 00:41:21.020]   So if every day plain vanilla stocks and bonds
[00:41:21.020 --> 00:41:23.020]   aren't going to enable you to fund
[00:41:23.020 --> 00:41:28.020]   your participants' liabilities or your spending,
[00:41:28.020 --> 00:41:30.980]   then gosh, we should try something else.
[00:41:30.980 --> 00:41:32.660]   And that's something else is alternatives.
[00:41:32.660 --> 00:41:35.300]   And then the second answer, the second reason is consultants.
[00:41:35.300 --> 00:41:37.820]   There's an entire consultant industry out there
[00:41:37.820 --> 00:41:41.340]   whose rice bowl is basically shouldering responsibility
[00:41:41.340 --> 00:41:43.100]   when things go bad.
[00:41:43.100 --> 00:41:46.220]   So the consultant industry is the consultant
[00:41:46.220 --> 00:41:48.820]   is the person you blame when things head South
[00:41:48.820 --> 00:41:52.180]   and a consultant isn't going to have a very good,
[00:41:52.180 --> 00:41:53.140]   make a very good living
[00:41:53.140 --> 00:41:56.300]   if he recommends a three-fund indexed portfolio.
[00:41:56.300 --> 00:41:57.860]   - Yeah, that's a very good answer.
[00:41:57.860 --> 00:41:59.500]   I completely agree with that.
[00:41:59.500 --> 00:42:00.500]   Let me move on.
[00:42:00.500 --> 00:42:04.100]   The current Bill Miller of the day is Kathy Wood
[00:42:04.100 --> 00:42:05.460]   over at ARK Investing.
[00:42:05.460 --> 00:42:08.940]   She has attracted in nine days,
[00:42:08.940 --> 00:42:12.660]   $500 million to her space ETF,
[00:42:12.660 --> 00:42:16.740]   even though she has almost nothing to buy there
[00:42:16.740 --> 00:42:21.740]   and has got here is considered a space investment.
[00:42:21.740 --> 00:42:24.980]   But let me just ask you any particular thoughts
[00:42:24.980 --> 00:42:28.820]   on Kathy Wood as the new current superstar?
[00:42:28.820 --> 00:42:32.540]   - Well, if you know anything about mutual fund history,
[00:42:32.540 --> 00:42:34.820]   she's an easily recognizable type.
[00:42:34.820 --> 00:42:38.300]   She's the superstar who bakes three or 400%
[00:42:38.300 --> 00:42:42.260]   over a couple of year period and then flames out.
[00:42:42.260 --> 00:42:46.380]   My favorite was Ryan Jacob, which is an interesting story.
[00:42:46.380 --> 00:42:50.100]   Ryan Jacob ran the Internet Fund back in the late '90s
[00:42:50.100 --> 00:42:53.340]   and then he switched to the Ryan, excuse me,
[00:42:53.340 --> 00:42:58.260]   the Jacob Internet Fund, I think it was, after that.
[00:42:58.260 --> 00:43:01.140]   And that fund posted returns of, I think, 300%,
[00:43:01.140 --> 00:43:04.060]   one year, 200% the next year,
[00:43:04.060 --> 00:43:07.940]   and then proceeded to fall in price by 95%
[00:43:07.940 --> 00:43:10.300]   between 2000 and 2002.
[00:43:10.300 --> 00:43:12.620]   Now, what's interesting is that fund is still around.
[00:43:12.620 --> 00:43:14.540]   And if you string together all of his results,
[00:43:14.540 --> 00:43:17.700]   he actually beats the S&P 500.
[00:43:17.700 --> 00:43:19.980]   But I don't think there are any sentient beings
[00:43:19.980 --> 00:43:21.700]   in this quadrant of the galaxy
[00:43:21.700 --> 00:43:26.700]   that actually held on with him for 22 years or 23 years.
[00:43:26.700 --> 00:43:30.460]   And so he's a perfect example.
[00:43:30.460 --> 00:43:34.020]   So do I think that Kathy Wood's portfolios
[00:43:34.020 --> 00:43:36.020]   are going to crash and burn?
[00:43:36.020 --> 00:43:40.260]   I think it's highly likely because you could name
[00:43:40.260 --> 00:43:44.300]   not just Ryan Jacobs, but Garrett Van Wagoner,
[00:43:44.300 --> 00:43:46.660]   Helen Young Hayes, Bill Miller,
[00:43:46.660 --> 00:43:47.980]   all people who did very well
[00:43:47.980 --> 00:43:50.100]   for a relatively short period of time,
[00:43:50.100 --> 00:43:52.180]   except Bill Miller, he did well for 15 years,
[00:43:52.180 --> 00:43:53.380]   and then imploded.
[00:43:53.380 --> 00:43:54.660]   That's the history.
[00:43:54.660 --> 00:43:58.340]   - Yeah, I think that's a great point.
[00:43:58.340 --> 00:44:00.740]   The first conversation I ever had with Jack Bobo,
[00:44:00.740 --> 00:44:03.020]   that's exactly what he said to me in 1997.
[00:44:03.020 --> 00:44:04.020]   And it was about Bill Miller.
[00:44:04.020 --> 00:44:05.460]   He said, "He's a very decent fellow,
[00:44:05.460 --> 00:44:07.260]   "but you understand how rare they are."
[00:44:07.260 --> 00:44:10.540]   So in a sense, I hate bringing up the...
[00:44:10.540 --> 00:44:12.140]   Somebody's gonna be a superstar
[00:44:12.140 --> 00:44:13.700]   just by the sheer numbers of people
[00:44:13.700 --> 00:44:15.180]   that are out there picking stocks.
[00:44:15.180 --> 00:44:17.300]   Somebody's gonna hit it right.
[00:44:17.300 --> 00:44:19.700]   And so we're gonna anoint them as geniuses,
[00:44:19.700 --> 00:44:22.740]   even when, as the academics would say,
[00:44:22.740 --> 00:44:24.340]   it's a statistical probability
[00:44:24.340 --> 00:44:27.780]   that someone's going to be correct.
[00:44:27.780 --> 00:44:30.060]   So I always go back and forth between...
[00:44:30.060 --> 00:44:32.580]   Should we ignore anybody that's successful?
[00:44:32.580 --> 00:44:35.540]   No, I would say you're just a statistical anomaly,
[00:44:35.540 --> 00:44:37.020]   therefore you're not important.
[00:44:37.020 --> 00:44:37.860]   I don't think so.
[00:44:37.860 --> 00:44:40.700]   But I think people should be very aware
[00:44:40.700 --> 00:44:42.380]   of the point that you're making.
[00:44:42.380 --> 00:44:45.900]   - Let me interrupt and just add one fast thing,
[00:44:45.900 --> 00:44:48.660]   which is that if you're gonna run a stock picking,
[00:44:48.660 --> 00:44:50.220]   you enter a stock picking contest,
[00:44:50.220 --> 00:44:53.260]   like the ones that get done at the high school level,
[00:44:53.260 --> 00:44:54.900]   you don't invest in the S&P 500.
[00:44:54.900 --> 00:44:58.380]   You would pick the hairiest, riskiest tech stocks
[00:44:58.380 --> 00:45:01.020]   you can find, and you hope that you just hit it lucky.
[00:45:01.020 --> 00:45:03.420]   That's how you win that contest, right?
[00:45:03.420 --> 00:45:07.620]   And it's the same thing with superstar fund managers.
[00:45:07.620 --> 00:45:08.460]   That's what they do.
[00:45:08.460 --> 00:45:11.260]   They have very concentrated portfolios in very hot areas.
[00:45:11.260 --> 00:45:14.340]   And that is a recipe in the long-term for failure.
[00:45:14.340 --> 00:45:15.180]   - Yeah.
[00:45:15.180 --> 00:45:17.580]   By the way, I forgot to ask you, what do you own?
[00:45:17.580 --> 00:45:18.740]   I know that's...
[00:45:18.740 --> 00:45:20.180]   I don't wanna be personal too much,
[00:45:20.180 --> 00:45:21.860]   but people always ask me the question,
[00:45:21.860 --> 00:45:26.140]   and I'm always amazed how rarely anybody ever asks
[00:45:26.140 --> 00:45:30.620]   people in private, what actually do you own?
[00:45:30.620 --> 00:45:32.020]   I've owned about a dozen funds.
[00:45:32.020 --> 00:45:34.660]   They're all Vanguard funds and almost all index funds,
[00:45:34.660 --> 00:45:37.820]   but I tried paring it down over the years
[00:45:37.820 --> 00:45:39.180]   and I'm getting better at it,
[00:45:39.180 --> 00:45:42.780]   but I don't know, what, generically, what do you own?
[00:45:42.780 --> 00:45:44.300]   - Well, on the bond side, it's very simple.
[00:45:44.300 --> 00:45:47.300]   I own pretty much almost exclusively treasuries
[00:45:47.300 --> 00:45:52.100]   with a bit of munis in my taxable portfolio.
[00:45:52.100 --> 00:45:56.940]   And on the stock side, I use Vanguard for total stock market
[00:45:56.940 --> 00:46:01.540]   or large market in the stock space.
[00:46:01.540 --> 00:46:05.780]   And for the small and value tilt, I use Dimensional.
[00:46:05.780 --> 00:46:08.340]   - Yeah, wonderful organization.
[00:46:08.340 --> 00:46:10.140]   I think very highly of Dimensional.
[00:46:10.140 --> 00:46:11.260]   And there's another organization
[00:46:11.260 --> 00:46:15.140]   that's transitioning to an ETF platform.
[00:46:15.140 --> 00:46:21.500]   And obviously with Eugene Fama there on the board,
[00:46:21.500 --> 00:46:22.340]   a big thing.
[00:46:22.340 --> 00:46:24.340]   Let me get to some more specific questions here.
[00:46:24.340 --> 00:46:25.180]   There are actually,
[00:46:25.180 --> 00:46:28.620]   people actually want your investment advice here.
[00:46:28.620 --> 00:46:32.380]   You asked Bill about buying corporate bonds through ETFs.
[00:46:32.380 --> 00:46:34.100]   I understand he said not to do that.
[00:46:34.100 --> 00:46:35.700]   Is there a specific recommendation?
[00:46:35.700 --> 00:46:38.380]   There seems to be a lot of interest in bonds here.
[00:46:38.380 --> 00:46:42.060]   - Well, I don't like corporate bonds in general.
[00:46:42.060 --> 00:46:44.780]   And this is, I guess, where I part company with Jack Bogle,
[00:46:44.780 --> 00:46:47.140]   because what you're doing is you're getting extra yield,
[00:46:47.140 --> 00:46:49.540]   but you're doing it by taking equity-like risk.
[00:46:49.540 --> 00:46:53.380]   And I'm a big believer in having a risky part
[00:46:53.380 --> 00:46:55.900]   of the portfolio, which is long-term,
[00:46:55.900 --> 00:46:58.580]   and then a riskless part of the portfolio.
[00:46:58.580 --> 00:47:04.100]   You know, if you invested in corporate bonds, for example,
[00:47:04.100 --> 00:47:07.820]   in 2008, you had the experience
[00:47:07.820 --> 00:47:09.980]   of watching what you thought was a safe asset
[00:47:09.980 --> 00:47:14.180]   lose five or 10 or 15% of its capital value.
[00:47:14.180 --> 00:47:15.380]   And that's the money, you know,
[00:47:15.380 --> 00:47:16.460]   that's the money you're gonna live on
[00:47:16.460 --> 00:47:17.300]   when you lose your job.
[00:47:17.300 --> 00:47:18.260]   That's the money you're going to use
[00:47:18.260 --> 00:47:20.060]   to buy stocks at the fire sale.
[00:47:20.060 --> 00:47:23.860]   And it is very discouraging to see that head south
[00:47:23.860 --> 00:47:25.820]   during a real financial crisis.
[00:47:25.820 --> 00:47:30.500]   And not overly fond on top of that of ETFs,
[00:47:30.500 --> 00:47:33.380]   because of the spreads that open up.
[00:47:33.380 --> 00:47:34.260]   You know, you can have this,
[00:47:34.260 --> 00:47:35.740]   there's this philosophical argument
[00:47:35.740 --> 00:47:37.580]   is what's the real price?
[00:47:37.580 --> 00:47:41.260]   Is the real price the open-end fund price
[00:47:41.260 --> 00:47:42.100]   at the end of the day,
[00:47:42.100 --> 00:47:43.700]   or is the real price the ETF price?
[00:47:43.700 --> 00:47:48.220]   Because quite a gap can open up between those two prices.
[00:47:48.220 --> 00:47:49.620]   But there's no question
[00:47:49.620 --> 00:47:52.100]   that the open-end price functions better.
[00:47:52.100 --> 00:47:55.220]   So if you're going to own corporate bonds in a fund,
[00:47:55.220 --> 00:47:59.540]   you're probably better off in an open-end fund.
[00:47:59.540 --> 00:48:01.340]   - An open-end fund.
[00:48:01.340 --> 00:48:03.780]   - Correct, not as opposed to an ETF, yeah.
[00:48:03.780 --> 00:48:05.060]   And I'm not a big, as I said,
[00:48:05.060 --> 00:48:07.860]   I'm not a big believer in owning corporate bonds anyway.
[00:48:07.860 --> 00:48:12.340]   - So you, in your personal fund, in your tax account,
[00:48:12.340 --> 00:48:14.940]   you own all treasuries?
[00:48:14.940 --> 00:48:17.620]   - Treasuries and a bit of munis, yeah.
[00:48:17.620 --> 00:48:18.460]   - Okay.
[00:48:18.460 --> 00:48:22.860]   And you don't, it's not that you don't like corporate bonds.
[00:48:22.860 --> 00:48:25.380]   You don't like corporate bonds in general.
[00:48:25.380 --> 00:48:27.940]   Some people don't like bond funds themselves
[00:48:27.940 --> 00:48:30.740]   because they keep rolling over and having new bonds
[00:48:30.740 --> 00:48:32.540]   and there's a lot of people come on
[00:48:32.540 --> 00:48:34.580]   are owning individual bonds,
[00:48:34.580 --> 00:48:38.460]   whether they're corporate bonds or treasuries or munis.
[00:48:38.460 --> 00:48:39.900]   You're not making that distinction
[00:48:39.900 --> 00:48:42.420]   between the funds versus owning them individually.
[00:48:42.420 --> 00:48:44.980]   You don't like corporate bonds in general.
[00:48:44.980 --> 00:48:47.940]   - In general, and again, you've asked another question,
[00:48:47.940 --> 00:48:50.740]   which is, what about owning individual corporates
[00:48:50.740 --> 00:48:53.180]   versus owning a corporate bond fund?
[00:48:53.180 --> 00:48:54.500]   And owning individual corporates
[00:48:54.500 --> 00:48:57.820]   is not a game that individual investors should play.
[00:48:57.820 --> 00:49:02.260]   Those are relatively opaque, mark very high spreads.
[00:49:02.260 --> 00:49:05.300]   Leave that to the person at the fund company
[00:49:05.300 --> 00:49:06.740]   who knows what they're doing.
[00:49:06.740 --> 00:49:07.980]   - Yeah.
[00:49:07.980 --> 00:49:11.060]   Some questions on international investing.
[00:49:11.060 --> 00:49:13.660]   You know, I remember talking to Jack in 2006,
[00:49:13.660 --> 00:49:15.820]   I actually called him and said,
[00:49:15.820 --> 00:49:17.300]   I'll show you mine if you show me yours,
[00:49:17.300 --> 00:49:18.460]   tell me what you own.
[00:49:18.460 --> 00:49:20.540]   And he declined to do that.
[00:49:20.540 --> 00:49:23.940]   I think his son ran a hedge fund at the time
[00:49:23.940 --> 00:49:25.380]   and he had some money in the hedge fund with his son,
[00:49:25.380 --> 00:49:26.220]   but he made it very clear.
[00:49:26.220 --> 00:49:29.780]   Largely, it was total stock and total bond.
[00:49:29.780 --> 00:49:31.740]   And I was surprised he didn't seem very big
[00:49:31.740 --> 00:49:33.140]   on international investing.
[00:49:33.140 --> 00:49:35.900]   I understand he kind of changed that as time went on.
[00:49:35.900 --> 00:49:38.260]   How do you feel about international investing right now
[00:49:38.260 --> 00:49:40.500]   as a percentage of the portfolio?
[00:49:40.500 --> 00:49:41.860]   Where does it fit in?
[00:49:41.860 --> 00:49:44.100]   And if you can give me a percentage,
[00:49:44.100 --> 00:49:46.580]   maybe that's tying you down too much,
[00:49:46.580 --> 00:49:49.620]   but should it be 10%, 20% or...
[00:49:49.620 --> 00:49:51.980]   - Well, here's the way I look at it,
[00:49:51.980 --> 00:49:54.140]   which is that very, very roughly,
[00:49:54.140 --> 00:49:56.980]   and I haven't looked at it recently, I'll admit.
[00:49:56.980 --> 00:49:58.620]   You know, the world stock market
[00:49:58.620 --> 00:50:01.540]   is roughly half foreign and half US, all right?
[00:50:01.540 --> 00:50:03.900]   So efficient markets would tell you
[00:50:03.900 --> 00:50:05.100]   that's about what you should be.
[00:50:05.100 --> 00:50:07.220]   You should have an equal amount of the two.
[00:50:07.220 --> 00:50:08.500]   Now, having said that,
[00:50:08.500 --> 00:50:11.220]   there are good reasons to tilt toward the US.
[00:50:11.220 --> 00:50:15.020]   Number one is, especially in a sheltered account,
[00:50:15.020 --> 00:50:19.660]   you lose the foreign tax advantage that you have
[00:50:19.660 --> 00:50:22.220]   by owning it in a taxable account.
[00:50:22.220 --> 00:50:24.020]   So that's number one.
[00:50:24.020 --> 00:50:26.300]   Number two, you're going to be spending US dollars
[00:50:26.300 --> 00:50:29.380]   in your retirement unless you're moving to Europe
[00:50:29.380 --> 00:50:30.780]   and you'll be spending euros.
[00:50:30.780 --> 00:50:33.220]   So you wanna take the currency risk,
[00:50:33.220 --> 00:50:35.260]   a little bit of that currency risk out.
[00:50:35.260 --> 00:50:38.460]   So you should certainly tilt more heavily towards US stocks.
[00:50:38.460 --> 00:50:41.660]   So, you know, if your portfolio is 50/50,
[00:50:41.660 --> 00:50:45.260]   there's nothing wrong with being 30/20 or 35/15.
[00:50:45.260 --> 00:50:48.180]   In other words, you know, my set point is somewhere
[00:50:48.180 --> 00:50:53.180]   between 30 and 40% of your stock portfolio being foreign.
[00:50:53.180 --> 00:50:56.980]   - Do you have any problem with, for example, China,
[00:50:56.980 --> 00:51:00.500]   where, you know, viewers, some viewers call in and say,
[00:51:00.500 --> 00:51:03.180]   "Bob, you know, for every Alibaba
[00:51:03.180 --> 00:51:05.180]   "that's supposedly privately owned,
[00:51:05.180 --> 00:51:10.180]   "a very large part of Chinese stock market is largely,
[00:51:10.180 --> 00:51:13.380]   "particularly the older school industrial banks,
[00:51:13.380 --> 00:51:16.420]   "largely controlled by the government.
[00:51:16.420 --> 00:51:18.260]   "Nominally, they may seem private,
[00:51:18.260 --> 00:51:22.180]   "but in fact, the government controls them."
[00:51:22.180 --> 00:51:24.580]   Does that figure into your calculation?
[00:51:24.580 --> 00:51:28.740]   Does it matter, does political systems matter
[00:51:28.740 --> 00:51:33.380]   even when China has capitalistic characteristics?
[00:51:33.380 --> 00:51:35.220]   Does that, where does that fit in,
[00:51:35.220 --> 00:51:38.500]   the political situation in terms of investing?
[00:51:38.500 --> 00:51:42.500]   - Well, Chinese equity has a much, much bigger problem
[00:51:42.500 --> 00:51:44.620]   than what you just talked about, which is dilution.
[00:51:44.620 --> 00:51:47.700]   All right, and all you have to do is step back
[00:51:47.700 --> 00:51:51.020]   and look at things from the Chinese market for 50,000 feet.
[00:51:51.020 --> 00:51:52.980]   And what you see is that over the past,
[00:51:52.980 --> 00:51:57.980]   I don't know, 28 years or so that the data's been kept,
[00:51:57.980 --> 00:52:01.220]   the return on Chinese stocks in US dollars
[00:52:01.220 --> 00:52:03.860]   has been paltry, a couple of percent at most.
[00:52:03.860 --> 00:52:06.020]   And that's, you know, that's only been very recently
[00:52:06.020 --> 00:52:08.740]   that it's actually nudged into positive nominal territory
[00:52:08.740 --> 00:52:11.100]   with the results of the past couple of years.
[00:52:11.100 --> 00:52:13.260]   And the reason for that is equity dilution.
[00:52:13.260 --> 00:52:15.220]   It doesn't do you any good at all
[00:52:15.220 --> 00:52:17.940]   if an economy is growing at eight or 10% a year
[00:52:17.940 --> 00:52:21.220]   if the stock pool is being diluted at 20% per year,
[00:52:21.220 --> 00:52:25.100]   which is what's happening in China.
[00:52:25.100 --> 00:52:27.900]   To give you the opposite example, over a very long term,
[00:52:27.900 --> 00:52:31.580]   the Swedish market has had about the highest returns
[00:52:31.580 --> 00:52:34.740]   over the past 120 years of any developed market.
[00:52:34.740 --> 00:52:35.580]   Why is that?
[00:52:35.580 --> 00:52:39.500]   Because the Swedes don't dilute their stock pool, okay?
[00:52:39.500 --> 00:52:42.900]   So that's a good reason to be wary of emerging markets.
[00:52:42.900 --> 00:52:45.940]   And it is a problem with emerging markets index funds
[00:52:45.940 --> 00:52:50.940]   because they are now very heavily weighted towards China.
[00:52:50.940 --> 00:52:52.660]   And I might add parenthetically,
[00:52:52.660 --> 00:52:55.620]   it's why I prefer DFA's emerging markets funds
[00:52:55.620 --> 00:52:58.260]   to Vanguard funds, because they're less exposed to China
[00:52:58.260 --> 00:52:59.780]   than the Vanguard fund is.
[00:52:59.780 --> 00:53:01.900]   - Yeah, that's a very good point.
[00:53:01.900 --> 00:53:03.620]   A couple of more specific questions.
[00:53:03.620 --> 00:53:06.620]   We had somebody, several people asked about insurance.
[00:53:06.620 --> 00:53:09.540]   A couple people asked about long-term care
[00:53:09.540 --> 00:53:11.300]   and life insurance policies.
[00:53:11.300 --> 00:53:13.260]   I don't know if you want to comment on that
[00:53:13.260 --> 00:53:15.380]   or if you feel strongly about that.
[00:53:15.380 --> 00:53:17.180]   Had a couple of questions on annuities in general.
