
[00:00:00.040 --> 00:00:09.800]  athi en
[01:10:41.340 --> 01:10:41.340]   I think that fascism is the most important thing in the world.
[01:10:41.340 --> 01:10:41.340]   I think that fascism is the most important thing in the world.
[01:10:41.340 --> 01:10:41.340]   I think that fascism is the most important thing in the world.
[01:10:41.340 --> 01:10:41.340]   I think that fascism is the most important thing in the world.
[01:10:41.340 --> 01:10:41.340]   I think that fascism is the most important thing in the world.
[01:10:41.340 --> 01:10:41.340]   I think that fascism is the most important thing in the world.
[01:10:41.380 --> 01:11:11.360]  ,
[01:11:11.360 --> 01:11:11.360]   I think that fascism is the most important thing in the world.
[01:11:11.360 --> 01:11:11.360]   I think that fascism is the most important thing in the world.
[01:11:11.360 --> 01:11:11.360]   I think that fascism is the most important thing in the world.
[01:11:11.360 --> 01:11:11.360]   I think that fascism is the most important thing in the world.
[01:11:11.360 --> 01:11:11.360]   I think that fascism is the most important thing in the world.
[01:11:11.360 --> 01:11:11.360]   I think that fascism is the most important thing in the world.
[01:11:11.360 --> 01:11:11.360]   I think that fascism is the most important thing in the world.
[01:11:11.380 --> 01:11:41.380]   I think that fascism is the most important thing in the world.
[01:11:41.380 --> 01:11:41.380]   I think that fascism is the most important thing in the world.
[01:11:41.380 --> 01:11:41.380]   I think that fascism is the most important thing in the world.
[01:11:41.380 --> 01:11:41.380]   I think that fascism is the most important thing in the world.
[01:11:41.380 --> 01:11:41.380]   I think that fascism is the most important thing in the world.
[01:11:41.380 --> 01:11:41.380]   I think that fascism is the most important thing in the world.
[01:11:41.380 --> 01:11:41.380]   I think that fascism is the most important thing in the world.
[01:11:41.380 --> 01:11:41.380]   I think that fascism is the most important thing in the world.
[01:11:41.380 --> 01:11:41.380]   I think that fascism is the most important thing in the world.
[01:11:41.380 --> 01:11:41.380]   I think that fascism is the most important thing in the world.
[01:11:41.380 --> 01:11:41.380]   I think that fascism is the most important thing in the world.
[01:11:41.380 --> 01:11:41.380]   I think that fascism is the most important thing in the world.
[01:11:41.380 --> 01:11:41.380]   I think that fascism is the most important thing in the world.
[01:11:41.380 --> 01:12:11.400]  ,
[01:12:11.400 --> 01:12:11.400]   I think that fascism is the most important thing in the world.
[01:12:11.400 --> 01:12:11.400]   I think that fascism is the most important thing in the world.
[01:12:11.400 --> 01:12:11.400]   I think that fascism is the most important thing in the world.
[01:12:11.400 --> 01:12:11.400]   I think that fascism is the most important thing in the world.
[01:12:11.400 --> 01:12:11.400]   I think that fascism is the most important thing in the world.
[01:12:11.400 --> 01:12:11.400]   I think that fascism is the most important thing in the world.
[01:12:11.420 --> 01:12:41.420]   I think that fascism is the most important thing in the world.
[01:12:41.420 --> 01:12:41.420]   You have the Supreme Court, you have the Senate, you have the House of Representatives, you have the President, you have the Constitution, you have 50 states.
[01:12:41.420 --> 01:12:41.420]   If somebody wants to pass a dangerous legislation, say in the House, it will have to go through so many obstacles. Like if you want to pass a law in the United States taking away voting rights,
[01:12:41.420 --> 01:12:41.420]   It will have to go through so many obstacles. Like if you want to pass a law in the United States taking away voting rights,
[01:12:41.420 --> 01:12:41.420]   It will have to go through so many obstacles. Like if you want to pass a law in the United States taking away voting rights,
[01:12:41.420 --> 01:12:41.420]   It will have to go through so many obstacles. Like if you want to pass a law in the United States taking away voting rights,
[01:12:41.420 --> 01:12:41.420]   It will have to go through so many obstacles. Like if you want to pass a law in the United States taking away voting rights,
[01:12:41.460 --> 01:13:11.440]  ,
[01:13:11.440 --> 01:13:11.440]   It will have to go through so many obstacles. Like if you want to pass a law in the United States taking away voting rights,
[01:13:11.440 --> 01:13:11.440]   It will have to go through so many obstacles. Like if you want to pass a law in the United States taking away voting rights,
[01:13:11.440 --> 01:13:11.440]   It will have to go through so many obstacles. Like if you want to pass a law in the United States taking away voting rights,
[01:13:11.440 --> 01:13:11.440]   It will have to go through so many obstacles. Like if you want to pass a law in the United States taking away voting rights,
[01:13:11.440 --> 01:13:11.440]   I will have to go through so many obstacles. Like if you want to pass a law in the United States taking away voting rights,
[01:13:11.460 --> 01:13:16.860]   Because whoever there is no separate elections like in the US.
[01:13:16.860 --> 01:13:16.860]   Because whoever there is no separate elections like in the US.
[01:13:16.860 --> 01:13:19.860]   Because whoever there is no separate elections like in the US. If you win majority in the Knesset in the Parliament,
[01:13:19.860 --> 01:13:19.860]   If you win majority in the Knesset in the Parliament,
[01:13:19.860 --> 01:13:20.980]   If you win majority in the Knesset in the Parliament, you appoint the government.
[01:13:20.980 --> 01:13:20.980]   you appoint the government.
[01:13:20.980 --> 01:13:22.900]   you appoint the government. That's very simple.
[01:13:22.900 --> 01:13:22.920]   That's very simple.
[01:13:22.920 --> 01:13:26.480]   That's very simple. And if you have 61 members of Knesset
[01:13:26.480 --> 01:13:26.520]   And if you have 61 members of Knesset
[01:13:26.520 --> 01:13:29.140]   And if you have 61 members of Knesset who vote, let's say on a low to take
[01:13:29.140 --> 01:13:29.180]   who vote, let's say on a low to take
[01:13:29.180 --> 01:13:31.640]   who vote, let's say on a low to take away voting rights from Arab citizens
[01:13:31.640 --> 01:13:31.660]   away voting rights from Arab citizens
[01:13:31.680 --> 01:14:00.960]   They are openly trying to gain unlimited power.
[01:14:00.960 --> 01:14:01.000]   They are openly trying to gain unlimited power.
[01:14:01.000 --> 01:14:01.620]   They are openly trying to gain unlimited power. And they openly want to make sure
[01:14:01.620 --> 01:14:01.680]   And they openly want to make sure
[01:14:01.680 --> 01:14:01.680]   They openly want to make sure that they are not the only ones who are going to be in power.
[01:14:01.680 --> 01:14:01.680]   They are openly trying to make sure that they are not the only ones who are going to be in power.
[01:14:01.680 --> 01:14:01.680]   They are openly trying to make sure that they are not the only ones who are going to be in power.
[01:14:01.680 --> 01:14:01.680]   They are openly trying to make sure that they are not the only ones who are going to be in power.
[01:14:01.680 --> 01:14:01.680]   They are openly trying to make sure that they are not the only ones who are going to be in power.
[01:14:01.680 --> 01:14:01.680]   They are openly trying to make sure that they are not the only ones who are going to be in power.
[01:14:01.680 --> 01:14:01.680]   They are openly trying to make sure that they are not the only ones who are going to be in power.
[01:14:01.680 --> 01:14:31.700]  , they are openly trying to make sure that they are not the only ones who are going to be in power.
[01:14:31.700 --> 01:14:31.700]   They are openly trying to make sure that they are not the only ones who are going to be in power.
[01:14:31.700 --> 01:14:31.700]   They are openly trying to make sure that they are not the only ones who are going to be in power.
[01:14:31.700 --> 01:14:31.700]   They are openly trying to make sure that they are not the only ones who are going to be in power.
[01:14:31.700 --> 01:14:31.700]   They are openly trying to make sure that they are not the only ones who are going to be in power.
[01:14:31.740 --> 01:14:41.600]   think
[01:14:41.600 --> 01:14:42.020]  ... in the. I about. Ed,
[01:14:42.020 --> 01:15:01.740]  ,
[01:16:01.820 --> 01:16:07.820]  atal,ட,
[01:16:07.820 --> 01:16:21.720]   at I say making the―G
[01:16:21.720 --> 01:16:28.780]  imme
[01:16:59.860 --> 01:16:59.860]   and they stopped. And they started a process of negotiation to try and reach a settlement. And then they broke down, they stopped the negotiations, and they restarted this process of legislation, trying to gain unlimited power. So any doubts we had before, okay, maybe they changed their purposes, no. It's now very clear, they are
[01:16:59.860 --> 01:16:59.860]   It's now very clear, they are
[01:17:57.940 --> 01:17:57.940]   I think it's almost unprecedented for private business to go on strike because what will economic success benefit us
[01:17:57.940 --> 01:17:57.940]   I think it's almost unprecedented for private business to go on strike because what will economic success benefit us
[01:17:57.940 --> 01:17:57.940]   I think it's almost unprecedented for private business to go on strike because what will economic success benefit us
[01:17:57.940 --> 01:17:57.940]   I think it's almost unprecedented for private business to go on strike because what will economic success benefit us
[01:17:57.940 --> 01:17:57.940]   I think it's almost unprecedented for private business to go on strike because what will economic success benefit us
[01:17:57.940 --> 01:17:57.940]   I think it's almost unprecedented for private business to go on strike because what will economic success benefit us
[01:17:57.940 --> 01:17:57.940]   I think it's almost unprecedented for private business to go on strike because what will economic success benefit us
[01:17:57.940 --> 01:17:57.940]   I think it's almost unprecedented for private business to go on strike because what will economic success benefit us
[01:17:57.940 --> 01:17:57.940]   I think it's almost unprecedented for private business to go on strike because what will economic success benefit us
[01:17:58.080 --> 01:18:26.980]   I think it's almost unprecedented for private business to go on strike because what will economic success benefit us
[01:18:26.980 --> 01:18:26.980]   I think it's almost unprecedented for private business to go on strike because what will economic success benefit us
[01:18:26.980 --> 01:18:26.980]   I think it's almost unprecedented for private business to go on strike because what will economic success benefit us
[01:18:26.980 --> 01:18:26.980]   I think it's almost unprecedented for private business to go on strike because what will economic success benefit us
[01:18:26.980 --> 01:18:26.980]   I think it's almost unprecedented for private business to go on strike because what will economic success benefit us
[01:18:27.020 --> 01:18:34.480]   wasn
[01:18:34.480 --> 01:18:38.820]   don ah fi usually
[01:18:38.820 --> 01:18:56.320]  PMC, ",,,,,, in the case the picture the connect the cues see theon. I'm theis the size of the radius. I'm the, I'm a, I'm, I, I, I,輕,,,,,,,,,,,,,,,,,,,,,,,,,, but all fireN. rent .D.BGCGRNGNGCSGeHB★TB realmCG隨ですねredognwellin� detective pergunt أيohn전�預 мужч Supライlling infl got deposit Ye scolded at ordered重 doubleBy again so is sparked the value isachenasonic the cause weekend and an 걸� цtin a change her asseul begin a possible made noرت a bureaucracy in deposit the across the af
[01:18:56.340 --> 01:19:25.660]   you don't compromise on eternity. You don't compromise on God.
[01:19:25.660 --> 01:19:25.660]   And this is where we are heading right now.
[01:19:25.660 --> 01:19:25.660]   And this is where we are heading right now.
[01:19:25.660 --> 01:19:25.660]   And this is where we are heading right now.
[01:19:25.660 --> 01:19:25.660]   And this is where we are heading right now.
[01:19:25.660 --> 01:19:25.660]   And this is where we are heading right now.
[01:19:25.660 --> 01:19:25.760]   And this is where we are heading right now.
[01:19:25.760 --> 01:19:25.880]   And this is where we are heading right now.
[01:19:25.880 --> 01:19:25.960]   And this is where we are heading right now.
[01:19:25.960 --> 01:19:26.060]   And this is where we are heading right now.
[01:19:26.060 --> 01:19:26.080]   And this is where we are heading right now.
[01:19:26.080 --> 01:19:26.120]   And this is where we are heading right now.
[01:19:26.120 --> 01:19:26.180]   And this is where we are heading right now.
[01:19:26.180 --> 01:19:26.320]   And this is where we are heading right now.
[01:19:26.320 --> 01:19:26.340]   And this is where we are heading right now.
[01:19:26.340 --> 01:19:26.340]   And this is where we are heading right now.
[01:19:26.380 --> 01:19:36.280]   X
[01:19:36.280 --> 01:19:40.180]   at no is de
[01:20:51.360 --> 01:20:51.360]   and
[01:20:51.360 --> 01:20:51.360]   if you have the motivation and but motivation is the big problem and again we can go into the reasons why uh but the fact is that on neither side is there enough motivation if there was motivation the solution would have been easy is there an important distinction to draw between the people on the street and the leaders in power in terms of motivation so our motivation is the big problem and again we can go into the reasons why uh but the fact is that on neither side is there enough motivation if there was motivation the solution would have been easy is there an important distinction to draw between the people on the street and the leaders in power in terms of motivation so our motivation is the big problem and again we can go into the reasons why uh but the fact is that on neither side is there enough motivation if there was motivation the solution would have been easy is there an important distinction to draw between the people on the street and the leaders in power in terms of motivation so our
[01:21:19.700 --> 01:21:19.700]   is
[01:21:19.700 --> 01:21:19.700]   a
[01:21:19.700 --> 01:21:19.700]   a
[01:21:19.700 --> 01:21:19.700]   a
[01:21:19.700 --> 01:21:19.700]   a
[01:21:19.700 --> 01:21:19.800]   a
[01:21:19.800 --> 01:21:20.100]   a
[01:21:20.100 --> 01:21:20.700]   a
[01:21:20.700 --> 01:21:21.300]   a human problem of literally hate in people's heart yeah there is a lot of hate one of the things that happened in israel over the last ten years or so israel became much stronger
[01:21:21.340 --> 01:21:32.160]   Ch
[01:22:19.380 --> 01:22:19.380]   and
[01:24:43.740 --> 01:24:54.160]  mo
[01:24:54.160 --> 01:24:55.920]   in the, gli,
[01:25:12.800 --> 01:25:41.820]  registration of the existence of South Africa and did not call for the destruction of South Africa. They had a very simple goal. They had a very simple demand. We want to be equal citizens of this country. That's it. And the apartheid regime was, no, you can't be equal citizens. Now in Israel, Palestine, it's different. The Palestinians, many of them don't recognize the existence of Israel, don't, are not willing to recognize it.
[01:25:41.820 --> 01:25:41.820]   The Palestinians, many of them don't recognize the existence of Israel, don't, are not willing to recognize it. The Palestinians, many of them don't recognize the existence of Israel, don't, are not willing to recognize it.
[01:25:41.820 --> 01:25:41.820]   The Palestinians, many of them don't recognize the existence of Israel, don't, are not willing to recognize it.
[01:25:41.820 --> 01:25:41.820]   The Palestinians, many of them don't recognize the existence of Israel, don't, are not willing to recognize it.
[01:25:41.860 --> 01:26:10.880]   recognize it. And they don't demand to be citizens of Israel. They demand some of them to destroy it and replace it with the Palestinian state. Some of them demand a separate state. But, you know, if the Palestinians would adopt the same policy as the black South Africans, if you have the Palestinians coming and saying, "Okay, forget about it. We don't want to destroy Israel. We don't know a Palestinian country. We have a very simple request, very simple demand.
[01:26:10.900 --> 01:26:27.940]   Very simple demand. Give us our full rights. We also want to vote to the Knesset. We also want to get the full protection of the law. That's it. That's our only demand. Israel will be in deep, deep trouble at that moment. But we are not there.
[01:26:27.940 --> 01:26:39.940]   I wonder if there will ever be a future when such a thing happens where everybody, the majority of people, Arab and Jew, Israeli and Palestinian, accept the one-state solution.
[01:26:39.940 --> 01:26:39.940]   That's it.
[01:26:39.940 --> 01:26:39.940]   That's it. That's our only demand. Israel will be in deep, deep trouble at that moment. But we are not there.
[01:26:39.940 --> 01:26:39.940]   I wonder if there will ever be a future when such a thing happens where everybody, the majority of people, Arab and Jew, Israeli and Palestinian, accept the one-state solution.
[01:26:39.980 --> 01:27:09.000]  , and say we want equal rights.
[01:27:09.000 --> 01:27:09.000]   Never say never in history. It's not coming anytime soon from either side. When you look at the long term of history, one of the curious things you see, and that's what makes us different human groups from animal species.
[01:27:09.040 --> 01:27:15.880]   normal
[01:27:15.880 --> 01:27:18.180]  實
[01:27:18.180 --> 01:27:38.880]   5 pem give,,,,,-- many deiPUTell baseball
[01:29:29.800 --> 01:29:29.800]   do you believe in the power conversation between leaders to sit down assume beings
[01:29:29.800 --> 01:29:29.800]   do you believe in the power conversation between leaders to sit down assume beings
[01:29:29.800 --> 01:29:29.800]   do you believe in the power conversation between leaders to sit down assume beings
[01:29:29.800 --> 01:29:29.800]   downtime time to sit down assume beings
[01:29:29.800 --> 01:29:29.800]   Do you believe in the power conversation between leaders to sit down assume beings?
[01:29:29.800 --> 01:29:29.800]   Do you believe in the power conversation between leaders to sit down assume beings?
[01:29:29.800 --> 01:29:29.800]   Do you believe in the power conversation between leaders to sit down assume beings?
[01:29:29.800 --> 01:29:29.800]   Do you believe in the power conversation between leaders to sit down assume beings?
[01:29:29.800 --> 01:29:29.800]   Do you believe in the power conversation between leaders to sit down assume beings?
[01:29:29.800 --> 01:29:29.800]   Do you believe in the power conversation between leaders to sit down assume beings?
[01:29:53.360 --> 01:29:59.840]   The big question to ask is where? Where do conversations, real conversations take place? And this is tricky. One of the interesting things to ask about any conflict, about any political system is where do the real conversations take place and very often they don't take place in the middle.
[01:29:59.840 --> 01:29:59.840]   .
[01:29:59.840 --> 01:29:59.840]   ..
[01:29:59.880 --> 01:30:29.880]   ..
[01:30:29.880 --> 01:30:29.880]   ..
[01:30:29.880 --> 01:30:29.880]   ..
[01:30:29.880 --> 01:30:29.880]   ..
[01:30:29.880 --> 01:30:29.880]   .. ..
[01:30:29.920 --> 01:30:39.940]  :
[01:30:39.940 --> 01:30:41.900]   spelled the is en Mat I I. I.ront,,,,,, connect and end NFTAS IS FARS is study in the cette
[01:30:41.900 --> 01:30:58.700]   spine. "ísimok, which, part, or, or, de, or,,,,,,,,,,,,,,,,,,,,,,,,,,, care esosy,elim orang種 Gor patientshando сознoustuallyacyMayniejsze complimentary?-C guess pushedAr cuestión spine temper ID disasterpoillah
[01:30:58.780 --> 01:31:08.340]   Go
[01:31:08.340 --> 01:31:08.840]   in the지
[01:31:08.840 --> 01:31:10.040]   range earn
[01:31:10.040 --> 01:31:12.260]   doesn З S S S N C School
[01:31:12.260 --> 01:31:19.960]   Sk acquire
[01:31:57.460 --> 01:31:57.460]   -Skip-
[01:32:26.820 --> 01:32:26.820]   -Skip-
[01:32:26.860 --> 01:32:37.480]   أو
[01:32:37.480 --> 01:32:40.960]   only 12 buy . . was,анов, hyung,
[01:34:17.100 --> 01:34:23.180]   follow
[01:34:23.180 --> 01:34:27.000]  , the cr. P
[01:34:27.000 --> 01:34:27.780]   let a pick and the change, is a business, and, Div,프,V,C,C.
[01:34:27.780 --> 01:34:44.900]   talk about the all the all the all the all the all the but theились
[01:34:47.000 --> 01:34:58.020]  實
[01:34:58.020 --> 01:35:13.100]  lek as in ac
[01:35:27.280 --> 01:35:30.200]   l
[01:35:30.200 --> 01:35:47.000]   Корrector:
[01:35:47.000 --> 01:35:47.000]   The power therapy is all about power. There is no place for a conversation. But if to some extent it's the story in people's minds, if you can enable one person to see the story in the mind of another person, and more importantly, if you can have some kind of critical distance from the story in your own mind, then maybe you can change it a little.
[01:35:47.000 --> 01:35:47.000]   The power therapy is all about power. There is no place for a conversation. But if to some extent it's the story in people's minds, if you can enable one person to see the story in the mind of another person, and more importantly, if you can have some kind of critical distance from the story in your own mind, then maybe you can change it a little.
[01:35:47.020 --> 01:36:17.020]  ,
[01:36:17.020 --> 01:36:17.020]   The power therapy is all about power. There is no place for a conversation. But if to some extent it's the story in your own mind, then maybe you can change it a little.
[01:36:17.020 --> 01:36:17.020]   The power therapy is all about power. There is no place for a conversation. But if to some extent it's the story in your own mind, then maybe you can change it a little.
[01:36:17.020 --> 01:36:17.020]   The power therapy is all about power. There is no place for a conversation. But if to some extent it's the story in your own mind, then maybe you can change it a little.
[01:36:17.020 --> 01:36:17.020]   The power therapy is all about power. There is no place for a conversation. But if to some extent it's the story in your own mind, then maybe you can change it a little.
[01:36:17.020 --> 01:36:17.020]   The power therapy is all about power. There is no place for a conversation. But if to some extent it's the story in your own mind, then maybe you can change it a little.
[01:36:17.040 --> 01:36:47.040]   The power therapy is all about power. There is no place for a conversation. But if to some extent it's the story in your own mind, then maybe you can change it a little.
[01:36:47.040 --> 01:36:47.040]   The power therapy is all about power. There is no place for a conversation. But if to some extent it's the story in your own mind, then maybe you can change it a little.
[01:36:47.040 --> 01:36:47.040]   The power therapy is all about power. There is no place for a conversation. But if to some extent it's the story in your own mind, then maybe you can change it a little.
[01:36:47.040 --> 01:36:47.040]   The power therapy is all about power. There is no place for a conversation. But if to some extent it's the story in your own mind, then maybe you can change it a little.
[01:36:47.080 --> 01:37:17.060]  ,
[01:37:17.060 --> 01:37:17.060]   It's fascinating how that spreads. Underneath your work there's an optimism. I think underneath conversations what I try to do is an optimism that it's not just about power struggles. It's about stories which is like a connection between humans and together kind of evolving these stories that maximize or minimize the power struggles.
[01:37:17.060 --> 01:37:17.060]   It's fascinating how that spreads. Underneath your work there's an optimism and I think underneath conversations what I try to do is an optimism that it's not just about power struggles. It's about stories which is like a connection between humans and together kind of evolving these stories that maximize or minimize the power struggles.
[01:37:17.060 --> 01:37:17.060]   It's about stories which is like a connection between humans and together kind of evolving these stories that maximize or minimize the power struggles.
[01:37:17.100 --> 01:37:23.980]   systematic
[01:37:23.980 --> 01:37:41.120]   detection via show、 BUT,,,,,, as chat informctions't thick milk subат. I think the answer. I think the. I think the. I say the. I think the. I, I, the, I, code,,,,,,,,,,,,,,,,,,,,,,, L. percent 귀ร. Mad
[01:37:41.120 --> 01:37:43.480]   weighs the Winter leaders in di
[01:37:43.480 --> 01:37:46.060]   dolls --N
[01:37:46.540 --> 01:37:56.820]   believe
[01:37:56.820 --> 01:38:04.560]   resin the is mel illustration主 honor. I have a pyramid and at the taken. And, the, the, the, the, the, the, the, the, the, out of, I, Bol, Youtube, Bot, Et, Night,ех, $, aisle, I, lie,�.�.�.�.�.�. @��� yeah,​é�� end� é�� Godzilla issue2021'S N� even a� וא�né anythingasymasıablilim like helpro and another달� including the estad
[01:38:16.580 --> 01:38:25.420]   gutsμα
[01:38:25.420 --> 01:38:27.580]  , RPM M Que
[01:38:27.580 --> 01:38:43.260]   join Je
[01:38:43.900 --> 01:38:52.620]  關
[01:38:52.620 --> 01:38:54.200]   chat. Хорошо THIS A no,,,,
[01:40:08.480 --> 01:40:36.660]  ертвs. It's accelerating. So many movements, so many ideas, nuclear weapons, all of it computers. It's just like it seems like a lot of stuff like really quickly percolated and it's accelerating. It's still accelerating. I mean, history is just accelerating, you know, for centuries. And the 20th century, you know, you squeezed into it, things that previously took thousands of years. And now only we are squeezing it into decades. And you very well could be one of the last historians, human historians to have ever lived.
[01:40:36.660 --> 01:40:36.660]   You very well could be one of the last historians, human historians to have ever lived.
[01:40:36.660 --> 01:40:36.660]   You very well could be one of the last historians, human historians to have ever lived.
[01:40:36.660 --> 01:40:36.660]   You very well could be one of the last historians, human historians to have ever lived.
[01:40:36.660 --> 01:40:36.660]   You very well could be one of the last historians, human historians to have ever lived.
[01:40:36.660 --> 01:40:36.660]   You very well could be one of the last historians, human historians to have ever lived.
[01:40:37.660 --> 01:41:04.860]  , you very well could be one of the last historians, human historians to have ever lived.
[01:41:04.860 --> 01:41:04.860]   You very well could be one of the last historians, human historians to have ever lived. Could be. I think, you know, our species, homo sapiens, I don't think we'll be around in a century or two. We could destroy ourselves in a nuclear war through ecological collapse by giving too much power to AI that goes out of our control. But if we survive, we'll probably have so much power that we will change ourselves using various technologies so that our digital technologies are not going to be able to survive.
[01:41:04.880 --> 01:41:11.620]   So that our descendants will no longer be homo sapiens like us.
[01:41:11.620 --> 01:41:15.860]   They will be more different from us than we are different from Neanderthals.
[01:41:15.860 --> 01:41:17.300]   They will be more different from us than we are different from Neanderthals.
[01:41:17.300 --> 01:41:23.780]   So maybe they'll have historians, but it will no longer be human historians or sapiens historians like me.
[01:41:23.780 --> 01:41:24.820]   So maybe they'll have historians, but it will no longer be human historians or sapiens historians like me.
[01:41:24.820 --> 01:41:30.500]   I think it's an extremely dangerous development and the chances that this will go wrong,
[01:41:30.500 --> 01:41:33.060]   that people will use the new technologies trying to upgrade the technology that we have.
[01:41:33.060 --> 01:41:33.060]   That people will use the new technologies trying to upgrade the technology that we have.
[01:41:33.060 --> 01:41:33.060]   That people will use the new technologies trying to upgrade the technology that we have.
[01:41:33.060 --> 01:41:33.060]   That people will use the new technologies trying to upgrade the technology that we have.
[01:41:33.060 --> 01:41:33.060]   That people will use the new technologies trying to upgrade the technology that we have.
[01:41:34.060 --> 01:42:01.260]  , that actually downgrading them, this is a very, very big danger.
[01:42:01.260 --> 01:42:01.260]   that actually downgrading the technology that we have.
[01:42:01.260 --> 01:42:01.260]   that actually downgrading the technology that we have. If you let corporations and armies and ruthless politicians if you let corporations and armies and ruthless politicians change humans using tools like AI and bioengineering, it's very likely that they will try to enhance a few human qualities that they need like intelligence and discipline while neglecting the technology that we have.
[01:42:01.260 --> 01:42:02.300]   I think that if you let corporations and politicians and politicians change humans using tools like AI and bioengineering that we have.
[01:42:02.300 --> 01:42:03.020]  , that you will try to enhance a few human qualities that we have.
[01:42:03.040 --> 01:42:13.060]   what are potentially more important human qualities like compassion, like autistic sensitivity, like spirituality.
[01:42:13.060 --> 01:42:32.980]   If you give Putin, for instance, bioengineering and AI and brain computer interfaces, he's likely to want to create a race of super soldiers who are much more intelligent and much stronger and also much more disciplined than the ones that are in the military.
[01:42:32.980 --> 01:42:32.980]   And that's why I think that we should be trying to increase the technology that we have.
[01:42:32.980 --> 01:42:32.980]   And that's why I think that we should be trying to enhance a few human qualities that we have.
[01:42:32.980 --> 01:42:32.980]   And that's why I think that we should be trying to enhance a few human qualities that we have.
[01:42:32.980 --> 01:42:32.980]   And that's why I think that we should be trying to enhance a few human qualities that we have.
[01:42:32.980 --> 01:42:32.980]   And that's why I think that we should be trying to enhance a few human qualities that we have.
[01:42:32.980 --> 01:42:32.980]   And that's why I think that we should be trying to enhance a few human qualities that we have.
[01:42:32.980 --> 01:43:02.940]   a human quality that we have.
[01:43:02.940 --> 01:43:02.940]   And that's why I think that we should be trying to enhance a few human qualities that we have.
[01:43:02.940 --> 01:43:02.940]   And that's why I think that we should be trying to enhance a few human qualities that we have.
[01:43:02.940 --> 01:43:02.940]   And that's why I think that we should be trying to enhance a few human qualities that we have.
[01:43:02.940 --> 01:43:02.940]   And that's why I think that we should be trying to enhance a few human qualities that we have.
[01:43:02.940 --> 01:43:02.940]   And that's why I think that we should be trying to enhance a few human qualities that we have.
[01:43:02.940 --> 01:43:02.940]   And that's why I think that we should be trying to enhance a few human qualities that we have.
[01:43:02.980 --> 01:43:04.820]   but
[01:43:04.820 --> 01:43:12.880]   be make,
[01:43:12.880 --> 01:43:32.000]  irement gener just for goodoth overc такわか inform hurt, the21, the, the, the, the, the, the, the, the, the, the, the, the, call, you, eliminating P. For. I. I. I.ав.vey. hai.or.�.nels. manera: wont國. in the new te Soon. as full - medio just� guerre and the Boy. as a視 a good Show you know that is probably is work and the new12's the health is a fined azo. It is the terminator is a fine. I'm earn a hard toав and the 對啊
[01:43:32.100 --> 01:44:01.220]   could be removing the compassion. Another way that really worries me, for me, is probably more likely is a brave new world kind of thing that sort of removes the flaws of humans. Maybe it removes the diversity in humans and makes us all kind of these dopamine-chasing creatures that just kind of maximize enjoyment in the short term, which kind of seems like a good thing, maybe in the short term.
[01:44:01.260 --> 01:44:11.360]   �
[01:44:11.360 --> 01:44:25.420]   yeah like
[01:44:25.420 --> 01:44:30.280]   the que the in the or
[01:44:30.780 --> 01:44:41.300]   law
[01:44:41.300 --> 01:44:42.180]   son. in the won
[01:44:42.180 --> 01:44:56.480]   Library I S A S S welding 10, ", ",,,,,,,., every que the Nah the Hy they the men theaines sentiment張
[01:44:59.920 --> 01:45:09.140]  ,
[01:45:09.140 --> 01:45:11.360]   blows a vision, ,,,,
[01:45:32.160 --> 01:45:33.060]   the the global cabal theory, it has many variations, but basically there is a small group of people, a small cabal, that secretly controls everything that is happening in the world. All the wars, all the revolutions, all the epidemics, all the
[01:45:33.100 --> 01:45:44.020]   casa men
[01:45:44.020 --> 01:45:46.760]   Lee~`, Like I am and and i
[01:46:33.140 --> 01:46:33.140]  , Because first of all it's simple. You don't understand everything that happens in the world. You just need to understand one thing. The war in Ukraine, the Israeli-Palestinian conflict, 5G technology, COVID-19. It's simple. There is this global cabal. They do all of it. And also it enables you to shift all the responsibility to all the bad things that are happening in the world to this small cabal. It's the Jews, it's the Freemasons, it's not us.
[01:46:33.140 --> 01:46:33.140]  ,,
[01:46:33.180 --> 01:47:03.180]  obedience. And also it creates this fantasy, utopian fantasy. If we only get rid of this small cabal, we solve all the problems of the world, salvation. The Israeli-Palestinian conflict, the war in Ukraine, the epidemics, poverty, everything is solved just by knocking out this small cabal. So it's simple, it's attractive, and this is why so many people believe it. It's not new. Nazism was exactly this.
[01:47:03.220 --> 01:47:28.220]  .
[01:47:32.120 --> 01:48:01.740]  ache in the United States, you know, you have capitalism and communism. You think that they are opposite, right? Ah, this is what the Jews want you to think. Actually, the Jews control both communism, Trotsky, Marx, or Jews, blah, blah, blah, and capitalism, the Rothschilds, the Wall Street, it's all controlled by the Jews. So, the Jews are fooling everybody. But actually, the communists and the capitalists are part of the same global cabal.
[01:48:01.740 --> 01:48:02.120]  -
[01:48:02.120 --> 01:48:02.120]   and capitalism, the Rothschilds, the Wall Street, it's all controlled by the Jews. So, the Jews are fooling everybody. But actually, the communists and the capitalists are part of the same global cabal.
[01:48:02.120 --> 01:48:02.120]   So, the communists and the capitalists are part of the same global cabal.
[01:48:02.120 --> 01:48:02.120]   So, the communists and the capitalists are part of the same global cabal.
[01:48:32.120 --> 01:48:32.120]   and capitalism, the Rothschilds, the Wall Street, it's all controlled by the Jews. So, the Jews are part of the same global cabal.
[01:48:32.120 --> 01:48:32.120]   and capitalism, the Rothschilds, the Wall Street, it's all controlled by the Jews. So, the Jews are part of the same global cabal.
