
[00:00:00.040 --> 00:00:09.860]   поступ get
[00:41:23.240 --> 00:41:23.240]   I think you can get a little more into it if you just want to know more about it.
[00:41:23.240 --> 00:41:23.240]   I think you can get a little more into it if you just want to know more about it.
[00:41:23.240 --> 00:41:23.240]   I think you can get a little more into it if you just want to know more about it.
[00:41:23.240 --> 00:41:23.240]   I think you can get a little more into it if you just want to know more about it.
[00:41:23.240 --> 00:41:23.240]   I think you can get a little more into it if you just want to know more about it.
[00:41:23.280 --> 00:41:53.260]   I think you can get a little more into it if you just want to know more about it.
[00:41:53.260 --> 00:41:53.260]   I think you can get a little more into it if you just want to know more about it.
[00:41:53.260 --> 00:41:53.260]   I think you can get a little more into it if you just want to know more about it.
[00:41:53.260 --> 00:41:53.260]   I think you can get a little more into it if you just want to know more about it.
[00:41:53.260 --> 00:41:53.260]   I think you can get a little more into it if you just want to know more about it.
[00:41:53.260 --> 00:41:53.260]   I think you can get a little more into it if you just want to know more about it.
[00:41:53.260 --> 00:41:53.260]   I think you can get a little more into it if you just want to know more about it.
[00:41:53.280 --> 00:42:23.280]   I think you can get a little more into it if you just want to know more about it.
[00:42:23.280 --> 00:42:23.280]   I think you can get a little more into it if you just want to know more about it.
[00:42:23.280 --> 00:42:23.280]   I think you can get a little more into it if you just want to know more about it.
[00:42:23.280 --> 00:42:23.280]   I think you can get a little more into it if you just want to know more about it.
[00:42:23.280 --> 00:42:23.280]   I think you can get a little more into it if you just want to know more about it.
[00:42:23.280 --> 00:42:23.280]   I think you can get a little more into it if you just want to know more about it.
[00:42:23.280 --> 00:42:23.280]   I think you can get a little more into it if you just want to know more about it.
[00:42:23.280 --> 00:42:23.280]   I think you can get a little more into it if you just want to know more about it.
[00:42:23.280 --> 00:42:23.280]   I think you can get a little more into it if you just want to know more about it.
[00:42:23.300 --> 00:42:53.300]  , I think you can get a little more into it if you just want to know more about it.
[00:42:53.300 --> 00:42:53.300]   I think you can get a little more into it if you just want to know more about it.
[00:42:53.300 --> 00:42:53.300]   I think you can get a little more into it if you just want to know more about it.
[00:42:53.300 --> 00:42:53.300]   I think you can get a little more into it if you just want to know more about it.
[00:42:53.300 --> 00:42:53.300]   I think you can get a little more into it if you just want to know more about it.
[00:42:53.300 --> 00:42:53.300]   I think you can get a little more into it if you just want to know more about it.
[00:42:53.300 --> 00:42:53.300]   I think you can get a little more into it if you just want to know more about it.
[00:42:53.300 --> 00:43:23.320]  , I think you can get a little more into it if you just want to know more about it.
[00:43:23.320 --> 00:43:23.320]   I think you can get a little more into it if you just want to know more about it.
[00:43:23.320 --> 00:43:23.320]   I think you can get a little more into it if you just want to know more about it.
[00:43:23.320 --> 00:43:23.320]   I think you can get a little more into it if you just want to know more about it.
[00:43:23.320 --> 00:43:23.320]   I think you can get a little more into it if you just want to know more about it.
[00:43:23.320 --> 00:43:23.320]   I think you can get a little more into it if you just want to know more about it.
[00:43:23.320 --> 00:43:23.320]   I think you can get a little more into it if you just want to know more about it.
[00:43:23.340 --> 00:43:53.340]   I think you can get a little more into it if you just want to know more about it.
[00:43:53.340 --> 00:43:53.340]   I think you can get a little more into it if you just want to know more about it.
[00:43:53.340 --> 00:43:53.340]   I think you can get a little more into it if you just want to know more about it.
[00:43:53.340 --> 00:43:53.340]   I think you can get a little more into it if you just want to know more about it.
[00:43:53.340 --> 00:43:53.340]   I think you can get a little more into it if you just want to know more about it.
[00:43:53.340 --> 00:43:53.340]   I think you can get a little more into it if you just want to know more about it.
[00:43:53.340 --> 00:43:53.340]   I think you can get a little more into it if you just want to know more about it.
[00:43:53.340 --> 00:43:53.340]   I think you can get a little more into it if you just want to know more about it.
[00:43:53.340 --> 00:43:53.340]   I think you can get a little more into it if you just want to know more about it.
[00:43:53.360 --> 00:44:23.360]   I think you can get a little more into it if you just want to know more about it.
[00:44:23.360 --> 00:44:23.360]   I think you can get a little more into it if you just want to know more about it.
[00:44:23.360 --> 00:44:23.360]   I think you can get a little more into it if you just want to know more about it.
[00:44:23.360 --> 00:44:23.360]   I think you can get a little more into it if you just want to know more about it.
[00:44:23.360 --> 00:44:23.360]   I think you can get a little more into it if you just want to know more about it.
[00:44:23.360 --> 00:44:23.360]   I think you can get a little more into it if you just want to know more about it.
[00:44:23.360 --> 00:44:23.360]   I think you can get a little more into it if you just want to know more about it.
[00:44:23.360 --> 00:44:23.360]   I think you can get a little more into it if you just want to know more about it.
[00:44:23.360 --> 00:44:23.360]   I think you can get a little more into it if you just want to know more about it.
[00:44:23.380 --> 00:44:53.380]  , I think you can get a little more into it if you just want to know more about it.
[00:44:53.380 --> 00:44:53.380]   I think you can get a little more into it if you just want to know more about it.
[00:44:53.380 --> 00:44:53.380]   I think you can get a little more into it if you just want to know more about it.
[00:44:53.380 --> 00:44:53.380]   I think you can get a little more into it if you just want to know more about it.
[00:44:53.380 --> 00:44:53.380]   I think you can get a little more into it if you just want to know more about it.
[00:44:53.380 --> 00:44:53.380]   I think you can get a little more into it if you just want to know more about it.
[00:44:53.400 --> 00:45:23.400]   I think you can get a little more into it if you just want to know more about it.
[00:45:23.400 --> 00:45:23.400]   I think you can get a little more into it if you just want to know more about it.
[00:45:23.400 --> 00:45:23.400]   I think you can get a little more into it if you just want to know more about it.
[00:45:23.400 --> 00:45:23.400]   I think you can get a little more into it if you just want to know more about it.
[00:45:23.400 --> 00:45:23.400]   I think you can get a little more into it if you just want to know more about it.
[00:45:23.400 --> 00:45:23.400]   I think you can get a little more into it if you just want to know more about it.
[00:45:23.400 --> 00:45:23.400]   I think you can get a little more into it if you just want to know more about it.
[00:45:23.400 --> 00:45:23.400]   I think you can get a little more into it if you just want to know more about it.
[00:45:23.400 --> 00:45:23.400]   I think you can get a little more into it if you just want to know more about it.
[00:45:23.400 --> 00:45:53.420]  ,
[00:45:53.420 --> 00:45:53.420]   I think you can get a little more into it if you just want to know more about it.
[00:45:53.420 --> 00:45:53.420]   I think you can get a little more into it if you just want to know more about it.
[00:45:53.420 --> 00:45:53.420]   I think you can get a little more into it if you just want to know more about it.
[00:45:53.420 --> 00:45:53.420]   I think you can get a little more into it if you just want to know more about it.
[00:45:53.420 --> 00:45:53.420]   I think you can get a little more into it if you just want to know more about it.
[00:45:53.420 --> 00:45:53.420]   I think you can get a little more into it if you just want to know more about it.
[00:45:53.420 --> 00:45:53.420]   I think you can get a little more into it if you just want to know more about it.
[00:45:53.440 --> 00:46:23.440]   I think you can get a little more into it if you just want to know more about it.
[00:46:23.440 --> 00:46:23.440]   You can get a little more into it if you just want to know more about it.
[00:46:23.440 --> 00:46:23.440]   You can get a little more into it if you just want to know more about it.
[00:46:23.440 --> 00:46:23.440]   You can get a little more into it if you just want to know more about it.
[00:46:23.440 --> 00:46:23.440]   You can get a little more into it if you just want to know more about it.
[00:46:23.440 --> 00:46:23.440]   You can get a little more into it if you just want to know more about it.
[00:46:23.440 --> 00:46:23.440]   You can get a little more into it if you just want to know more about it.
[00:46:23.440 --> 00:46:23.440]   You can get a little more into it if you just want to know more about it.
[00:46:23.440 --> 00:46:23.440]   You can get a little more into it if you just want to know more about it.
[00:46:23.440 --> 00:46:23.440]   You can get a little more into it if you just want to know more about it.
[00:46:23.460 --> 00:46:53.460]   You can get a little more into it if you just want to know more about it.
[00:46:53.460 --> 00:46:53.460]   You can get a little more into it if you just want to know more about it.
[00:46:53.460 --> 00:46:53.460]   You can get a little more into it if you just want to know more about it.
[00:46:53.460 --> 00:46:53.460]   You can get a little more into it if you just want to know more about it.
[00:46:53.460 --> 00:46:53.460]   You can get a little more into it if you just want to know more about it.
[00:46:53.460 --> 00:46:53.460]   You can get a little more into it if you just want to know more about it.
[00:46:53.460 --> 00:46:53.460]   You can get a little more into it if you just want to know more about it.
[00:46:53.460 --> 00:46:53.460]   You can get a little more into it if you just want to know more about it.
[00:46:53.460 --> 00:46:53.460]   You can get a little more into it if you just want to know more about it.
[00:46:53.460 --> 00:46:53.460]   You can get a little more into it if you just want to know more about it.
[00:46:53.480 --> 00:47:23.480]   You can get a little more into it if you just want to know more about it.
[00:47:23.480 --> 00:47:23.480]   You can get a little more into it if you just want to know more about it.
[00:47:23.480 --> 00:47:23.480]   You can get a little more into it if you just want to know more about it.
[00:47:23.480 --> 00:47:23.480]   You can get a little more into it if you just want to know more about it.
[00:47:23.480 --> 00:47:23.480]   You can get a little more into it if you just want to know more about it.
[00:47:23.480 --> 00:47:23.480]   You can get a little more into it if you just want to know more about it.
[00:47:23.480 --> 00:47:23.480]   You can get a little more into it if you just want to know more about it.
[00:47:23.480 --> 00:47:23.480]   You can get a little more into it if you just want to know more about it.
[00:47:23.480 --> 00:47:23.480]   You can get a little more into it if you just want to know more about it.
[00:47:23.480 --> 00:47:23.480]   You can get a little more into it if you just want to know more about it.
[00:47:23.500 --> 00:47:53.500]   You can get a little more into it if you just want to know more about it.
[00:47:53.500 --> 00:47:53.500]   You can get a little more into it if you just want to know more about it.
[00:47:53.500 --> 00:47:53.500]   You can get a little more into it if you just want to know more about it.
[00:47:53.500 --> 00:47:53.500]   You can get a little more into it if you just want to know more about it.
[00:47:53.500 --> 00:47:53.500]   You can get a little more into it if you just want to know more about it.
[00:47:53.500 --> 00:47:53.500]   You can get a little more into it if you just want to know more about it.
[00:47:53.500 --> 00:47:53.500]   You can get a little more into it if you just want to know more about it.
[00:47:53.500 --> 00:47:53.500]   You can get a little more into it if you just want to know more about it.
[00:47:53.500 --> 00:47:53.500]   You can get a little more into it if you just want to know more about it.
[00:47:53.500 --> 00:48:23.520]  's a little more into it if you just want to know more about it.
[00:48:23.520 --> 00:48:23.520]   It's not enough to just say, "I'm going to be a lawyer."
[00:48:23.520 --> 00:48:23.520]   It's not enough to just say, "I'm going to be a lawyer."
[00:48:23.520 --> 00:48:23.520]   It's not enough to just say, "I'm going to be a lawyer."
[00:48:23.520 --> 00:48:23.520]   It's not enough to just say, "I'm going to be a lawyer."
[00:48:23.520 --> 00:48:23.520]   It's not enough to just say, "I'm going to say, "I'm going to be a lawyer."
[00:48:23.540 --> 00:48:53.540]   It's not enough for you to be aboveboard.
[00:48:53.540 --> 00:48:53.540]   It's not enough for you to declare all your income,
[00:48:53.540 --> 00:48:53.540]   It's not enough for you to declare all your income,
[00:48:53.540 --> 00:48:53.540]   it's not enough for you to do the right thing with the IRS,
[00:48:53.540 --> 00:48:53.540]   It's not enough for you to do the right thing with the IRS,
[00:48:53.540 --> 00:48:53.540]   You still face risk with them. Two stories I'll read you from the end of the Goldstein Fowler Asset Protection Book where they're dealing with this topic of asset protection and the IRS. It's important to preface this chapter by saying that if you are liable for a tax, you should resolve the issue by paying
[00:48:53.540 --> 00:48:53.540]   It's important to preface this chapter by saying that if you are liable for a tax, you should resolve the issue by paying
[00:48:53.540 --> 00:48:53.540]   Because you're not going to pay for a tax.
[00:48:53.540 --> 00:48:53.540]   You're going to pay for a tax.
[00:48:53.540 --> 00:49:23.560]  łych.
[00:49:23.560 --> 00:49:23.560]   Because you're not going to pay for a tax.
[00:49:23.560 --> 00:49:23.560]   Because you're not going to pay for a tax.
[00:49:23.560 --> 00:49:23.560]   Because you're not going to pay for a tax.
[00:49:23.560 --> 00:49:23.560]   Because you're not going to pay for a tax.
[00:49:23.560 --> 00:49:23.560]   Because you're not going to pay for a tax.
[00:49:23.580 --> 00:49:53.580]   The IRS, however,
[00:49:53.580 --> 00:49:53.580]   The IRS, however,
[00:49:53.580 --> 00:49:53.580]   The IRS, however,
[00:49:53.580 --> 00:49:53.580]   The IRS, however,
[00:49:53.580 --> 00:49:53.580]   The IRS, however,
[00:49:53.580 --> 00:49:53.580]   The IRS, however,
[00:49:53.580 --> 00:49:53.580]   The IRS, however,
[00:49:53.580 --> 00:49:53.580]   The IRS, however,
[00:49:53.580 --> 00:49:53.580]   The IRS, however,
[00:49:53.580 --> 00:49:53.580]   The IRS, however,
[00:49:53.580 --> 00:49:53.580]   The IRS, however,
[00:49:53.580 --> 00:49:53.580]   The IRS, however,
[00:49:53.580 --> 00:49:53.580]   The IRS, however,
[00:49:53.580 --> 00:49:53.580]   The IRS, however,
[00:49:53.580 --> 00:49:53.580]   The IRS, however,
[00:49:53.580 --> 00:49:53.580]   The IRS, however,
[00:49:53.580 --> 00:49:53.580]   The IRS, however,
[00:49:53.580 --> 00:49:53.580]   The IRS, however,
[00:49:53.580 --> 00:49:53.580]   The IRS, however,
[00:49:53.580 --> 00:49:53.580]   The IRS, however,
[00:49:53.580 --> 00:49:53.580]   The IRS, however,
[00:49:53.580 --> 00:49:53.580]   The IRS, however, the IRS, however, the IRS is liable for over $100,000 in taxes based solely on a one-half page unsigned document sent out by a company that shortly thereafter went out of business. Jeff used his legal expertise to argue with the law and the law.
[00:49:53.580 --> 00:50:23.600]  , The IRS, however, the IRS, however, the IRS is liable to argue with the law and the law.
[00:50:23.620 --> 00:50:53.620]   The IRS, however, the IRS, however, the IRS is liable to argue with the law and the law.
[00:50:53.620 --> 00:50:53.620]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:50:53.620 --> 00:50:53.620]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:50:53.620 --> 00:50:53.620]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:50:53.620 --> 00:50:53.620]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:50:53.620 --> 00:50:53.620]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:50:53.620 --> 00:50:53.620]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:50:53.620 --> 00:50:53.620]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:50:53.620 --> 00:50:53.620]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:50:53.620 --> 00:50:53.620]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:50:53.660 --> 00:51:23.640]  , The IRS, however, the IRS is liable to argue with the law and the law.
[00:51:23.640 --> 00:51:23.640]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:51:23.640 --> 00:51:23.640]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:51:23.640 --> 00:51:23.640]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:51:23.640 --> 00:51:23.640]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:51:23.640 --> 00:51:23.640]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:51:23.640 --> 00:51:23.640]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:51:23.640 --> 00:51:23.640]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:51:23.660 --> 00:51:53.660]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:51:53.660 --> 00:51:53.660]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:51:53.660 --> 00:51:53.660]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:51:53.660 --> 00:51:53.660]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:51:53.660 --> 00:51:53.660]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:51:53.660 --> 00:51:53.660]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:51:53.660 --> 00:51:53.660]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:51:53.660 --> 00:51:53.660]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:51:53.660 --> 00:51:53.660]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:51:53.660 --> 00:51:53.660]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:51:53.700 --> 00:52:23.680]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:52:23.680 --> 00:52:23.680]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:52:23.680 --> 00:52:23.680]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:52:23.680 --> 00:52:23.680]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:52:23.680 --> 00:52:23.680]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:52:23.680 --> 00:52:23.680]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:52:23.680 --> 00:52:23.680]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:52:23.680 --> 00:52:23.680]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:52:23.680 --> 00:52:23.680]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:52:23.700 --> 00:52:53.700]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:52:53.700 --> 00:52:53.700]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:52:53.700 --> 00:52:53.700]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:52:53.700 --> 00:52:53.700]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:52:53.700 --> 00:52:53.700]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:52:53.700 --> 00:52:53.700]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:52:53.700 --> 00:52:53.700]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:52:53.700 --> 00:52:53.700]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:52:53.700 --> 00:52:53.700]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:52:53.700 --> 00:52:53.700]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:52:53.700 --> 00:53:23.720]   the IRS, however, the IRS is liable to argue with the law and the law.
[00:53:23.720 --> 00:53:23.720]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:53:23.720 --> 00:53:23.720]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:53:23.720 --> 00:53:23.720]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:53:23.720 --> 00:53:23.720]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:53:23.720 --> 00:53:23.720]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:53:23.720 --> 00:53:23.720]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:53:23.720 --> 00:53:23.720]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:53:23.720 --> 00:53:23.720]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:53:23.760 --> 00:53:53.740]  ертв.
[00:53:53.740 --> 00:53:53.740]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:53:53.740 --> 00:53:53.740]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:53:53.740 --> 00:53:53.740]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:53:53.740 --> 00:53:53.740]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:53:53.740 --> 00:53:53.740]   The IRS, however, the IRS is liable to argue with the law and the law.
[00:53:53.740 --> 00:53:53.740]   Now, in this case, I'm getting a feel of the IRS.
[00:53:53.740 --> 00:53:53.740]   Now, in this case, I'm getting a feel of the IRS.
[00:53:53.740 --> 00:53:53.740]   Now, in this case, I'm getting a feel of the IRS.
[00:53:53.740 --> 00:53:53.740]   Now, in this case, I'm getting a feel of the IRS.
[00:53:53.740 --> 00:53:53.740]   Now, in this case, I'm getting a feel of the IRS.
[00:53:53.740 --> 00:53:53.740]   Now, in this case, I'm getting a feel of the IRS.
[00:53:53.740 --> 00:54:23.760]   Now, in this case, I'm getting a feel of the IRS.
[00:54:23.760 --> 00:54:23.760]   Now, in this case, I'm getting a feel of the IRS.
[00:54:23.760 --> 00:54:23.760]   Now, in this case, I'm getting a feel of the IRS.
[00:54:23.760 --> 00:54:23.760]   Now, in this case, I'm getting a feel of the IRS.
[00:54:23.760 --> 00:54:23.760]   Now, in this case, I'm getting a feel of the IRS.
[00:54:23.760 --> 00:54:23.760]   Now, in this case, I'm getting a feel of the IRS.
[00:54:23.760 --> 00:54:23.760]   Now, in this case, I'm getting a feel of the IRS.
[00:54:23.760 --> 00:54:23.760]   Now, in this case, I'm getting a feel of the IRS.
[00:54:23.760 --> 00:54:23.760]   Now, in this case, I'm getting a feel of the IRS.
[00:54:23.760 --> 00:54:23.760]   Now, in this case, I'm getting a feel of the IRS.
[00:54:23.780 --> 00:54:53.780]   Now, in this case, I'm getting a feel of the IRS.
[00:54:53.780 --> 00:54:53.780]   Now, in this case, I'm getting a feel of the IRS.
[00:54:53.780 --> 00:54:53.780]   Now, in this case, I'm getting a feel of the IRS.
[00:54:53.780 --> 00:54:53.780]   Now, in this case, I'm getting a feel of the IRS.
[00:54:53.780 --> 00:54:53.780]   Now, in this case, I'm getting a feel of the IRS.
[00:54:53.780 --> 00:54:53.780]   Now, in this case, I'm getting a feel of the IRS.
[00:54:53.780 --> 00:54:53.780]   Now, in this case, I'm getting a feel of the IRS.
[00:54:53.780 --> 00:54:53.780]   Now, in this case, I'm getting a feel of the IRS.
[00:54:53.780 --> 00:54:53.780]   Now, in this case, I'm getting a feel of the IRS.
[00:54:53.780 --> 00:54:53.780]   Now, in this case, I'm getting a feel of the IRS.
[00:54:53.780 --> 00:54:53.780]   Now, in this case, I'm getting a feel of the IRS.
[00:54:53.780 --> 00:54:53.780]   Now, in this case, I'm getting a feel of the IRS.
[00:54:53.800 --> 00:55:23.800]   Now, in this case, I'm getting a feel of the IRS.
[00:55:23.800 --> 00:55:23.800]   Now, in this case, I'm getting a feel of the IRS.
[00:55:23.800 --> 00:55:23.800]   Now, in this case, I'm getting a feel of the IRS.
[00:55:23.800 --> 00:55:23.800]   Now, in this case, I'm getting a feel of the IRS.
[00:55:23.800 --> 00:55:23.800]   Now, in this case, I'm getting a feel of the IRS.
[00:55:23.800 --> 00:55:23.800]   Now, in this case, I'm getting a feel of the IRS.
[00:55:23.800 --> 00:55:23.800]   Now, in this case, I'm getting a feel of the IRS.
[00:55:23.800 --> 00:55:23.800]   Now, in this case, I'm getting a feel of the IRS.
[00:55:23.800 --> 00:55:23.800]   Now, in this case, I'm getting a feel of the IRS.
[00:55:23.800 --> 00:55:23.800]   Now, in this case, I'm getting a feel of the IRS.
[00:55:23.800 --> 00:55:23.800]   Now, in this case, I'm getting a feel of the IRS.
[00:55:53.820 --> 00:55:53.820]   Now, in this case, I'm getting a feel of the IRS.
[00:55:53.820 --> 00:55:53.820]   Now, in this case, I'm getting a feel of the IRS.
[00:55:53.820 --> 00:55:53.820]   Now, in this case, I'm getting a feel of the IRS.
[00:55:53.820 --> 00:55:53.820]   Now, in this case, I'm getting a feel of the IRS.
[00:55:53.820 --> 00:55:53.820]   Now, in this case, I'm getting a feel of the IRS.
[00:55:53.820 --> 00:55:53.820]   Now, in this case, I'm getting a feel of the IRS.
[00:55:53.820 --> 00:55:53.820]   Now, in this case, I'm getting a feel of the IRS.
[00:55:53.820 --> 00:55:53.820]   Now, in this case, I'm getting a feel of the IRS.
[00:56:23.840 --> 00:56:23.840]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:56:23.840 --> 00:56:23.840]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:56:23.840 --> 00:56:23.840]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:56:23.840 --> 00:56:23.840]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:56:23.840 --> 00:56:23.840]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:56:23.840 --> 00:56:23.840]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:56:23.840 --> 00:56:23.840]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:56:23.840 --> 00:56:23.840]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:56:23.840 --> 00:56:23.840]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:56:23.840 --> 00:56:23.840]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:56:23.840 --> 00:56:23.840]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:56:23.860 --> 00:56:53.860]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:56:53.860 --> 00:56:53.860]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:56:53.860 --> 00:56:53.860]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:56:53.860 --> 00:56:53.860]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:56:53.860 --> 00:56:53.860]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:56:53.860 --> 00:56:53.860]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:56:53.860 --> 00:56:53.860]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:56:53.860 --> 00:56:53.860]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:56:53.860 --> 00:56:53.860]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:56:53.860 --> 00:56:53.860]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:56:53.860 --> 00:56:53.860]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:56:53.860 --> 00:56:53.860]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:56:53.860 --> 00:57:23.880]  ,
[00:57:23.880 --> 00:57:23.880]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:57:23.880 --> 00:57:23.880]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:57:23.880 --> 00:57:23.880]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:57:23.880 --> 00:57:23.880]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:57:23.880 --> 00:57:23.880]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:57:23.880 --> 00:57:23.880]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:57:23.880 --> 00:57:23.880]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:57:23.900 --> 00:57:53.900]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:57:53.900 --> 00:57:53.900]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:57:53.900 --> 00:57:53.900]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:57:53.900 --> 00:57:53.900]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:57:53.900 --> 00:57:53.900]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:57:53.900 --> 00:57:53.900]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:57:53.900 --> 00:57:53.900]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:57:53.900 --> 00:57:53.900]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:57:53.900 --> 00:57:53.900]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:57:53.900 --> 00:57:53.900]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:57:53.900 --> 00:57:53.900]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:57:53.900 --> 00:57:53.900]   You can't buy asset protection when a lawsuit is filed against you.
[00:57:53.900 --> 00:58:23.920]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:58:23.920 --> 00:58:23.920]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:58:23.920 --> 00:58:23.920]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:58:23.920 --> 00:58:23.920]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:58:23.920 --> 00:58:23.920]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:58:23.920 --> 00:58:23.920]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:58:23.920 --> 00:58:23.920]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:58:23.940 --> 00:58:53.940]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:58:53.940 --> 00:58:53.940]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:58:53.940 --> 00:58:53.940]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:58:53.940 --> 00:58:53.940]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:58:53.940 --> 00:58:53.940]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:58:53.940 --> 00:58:53.940]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:58:53.940 --> 00:58:53.940]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:58:53.940 --> 00:58:53.940]   You can't buy asset protection planning when a lawsuit is filed against you.
[00:58:53.940 --> 00:58:53.940]   You can't buy asset protection planning when a lawsuit is filed against you.
