
[00:00:00.000 --> 00:00:07.280]   Hi, everyone.
[00:37:19.820 --> 00:37:21.900]   There's nothing to learn.
[00:37:21.900 --> 00:37:22.380]   Yeah.
[00:37:22.380 --> 00:37:24.460]   But there might be interesting ideas about maybe giving
[00:37:24.460 --> 00:37:26.540]   the network a hint as to what kind of thing
[00:37:26.540 --> 00:37:28.220]   could come next, for example.
[00:37:28.220 --> 00:37:29.660]   But that's out of scope for this.
[00:37:29.660 --> 00:37:31.180]   Yeah.
[00:37:31.180 --> 00:37:32.220]   Yeah, question over here.
[00:37:32.220 --> 00:37:35.820]   So I understand why we want to mask the future for stuff
[00:37:35.820 --> 00:37:37.460]   like language models, but how does it
[00:37:37.460 --> 00:37:39.260]   apply to machine translation?
[00:37:39.260 --> 00:37:40.500]   Like, why would we use it there?
[00:37:40.500 --> 00:37:41.000]   Yeah.
[00:37:41.000 --> 00:37:43.500]   So in machine translation--
[00:37:43.500 --> 00:37:46.020]   I'm going to come over to this board
[00:37:46.020 --> 00:37:49.380]   and hopefully get a better marker.
[00:37:49.380 --> 00:37:50.020]   Nice.
[00:37:50.020 --> 00:37:54.980]   In machine translation, I have a sentence like,
[00:37:54.980 --> 00:37:59.500]   "I like pizza."
[00:37:59.500 --> 00:38:04.820]   And I want to be able to translate it--
[00:38:04.820 --> 00:38:08.820]   "Je me pizza."
[00:38:08.820 --> 00:38:09.940]   Nice.
[00:38:09.940 --> 00:38:14.980]   And so when I'm looking at "I like pizza,"
[00:38:14.980 --> 00:38:16.380]   I get this as the input.
[00:38:16.380 --> 00:38:22.820]   And so I want self-attention without masking,
[00:38:22.820 --> 00:38:26.660]   because I want "I" to look at "like" and "I" to look at
[00:38:26.660 --> 00:38:29.100]   "pizza" and "like" to look at "pizza."
[00:38:29.100 --> 00:38:31.100]   And then when I'm generating this,
[00:38:31.100 --> 00:38:35.180]   if my tokens are like "Je m la pizza,"
[00:38:35.180 --> 00:38:37.740]   I want to, in encoding this word,
[00:38:37.740 --> 00:38:40.600]   I want to be able to look only at myself.
[00:38:40.600 --> 00:38:43.100]   And we'll talk about encoder-decoder architectures
[00:38:43.100 --> 00:38:46.120]   in this later in the lecture.
[00:38:46.120 --> 00:38:48.620]   But I want to be able to look at myself, none of the future,
[00:38:48.620 --> 00:38:50.020]   and all of this.
[00:38:50.020 --> 00:38:52.780]   And so what I'm talking about right now in this masking case
[00:38:52.780 --> 00:38:59.380]   is masking out with negative infinity all of these words.
[00:38:59.380 --> 00:39:02.540]   So that attention score from "Je" to everything else
[00:39:02.540 --> 00:39:05.820]   should be negative infinity.
[00:39:05.820 --> 00:39:06.300]   Yeah.
[00:39:06.300 --> 00:39:07.780]   Does that answer your question?
[00:39:07.780 --> 00:39:09.380]   Great.
[00:39:09.380 --> 00:39:11.380]   OK, let's move ahead.
[00:39:11.380 --> 00:39:16.500]   OK, so that was our last big building block
[00:39:16.500 --> 00:39:17.660]   issue with self-attention.
[00:39:17.660 --> 00:39:19.220]   So this is what I would call--
[00:39:19.220 --> 00:39:22.220]   and this is my personal opinion-- a minimal self-attention
[00:39:22.220 --> 00:39:22.900]   building block.
[00:39:22.900 --> 00:39:25.620]   You have self-attention, the basis of the method.
[00:39:25.620 --> 00:39:29.260]   So that's sort of here in the red.
[00:39:29.260 --> 00:39:31.980]   And maybe we had the inputs to the sequence here.
[00:39:31.980 --> 00:39:34.620]   And then you embed it with that embedding matrix E.
[00:39:34.620 --> 00:39:36.780]   And then you add position embeddings.
[00:39:36.780 --> 00:39:38.580]   And then these three arrows represent
[00:39:38.580 --> 00:39:42.980]   using the key, the value, and the query that's
[00:39:42.980 --> 00:39:44.140]   sort of stylized there.
[00:39:44.140 --> 00:39:47.300]   This is often how you see these diagrams.
[00:39:47.300 --> 00:39:50.420]   And so you pass it to self-attention
[00:39:50.420 --> 00:39:53.100]   with the position representation.
[00:39:53.100 --> 00:39:54.980]   So that specifies the sequence order,
[00:39:54.980 --> 00:39:57.460]   because otherwise you'd have no idea what order the words
[00:39:57.460 --> 00:39:59.260]   showed up in.
[00:39:59.260 --> 00:40:01.940]   You have the nonlinearities in sort of the TLFeedForward
[00:40:01.940 --> 00:40:05.820]   network there to sort of provide that sort of squashing
[00:40:05.820 --> 00:40:08.900]   and sort of deep learning expressivity.
[00:40:08.900 --> 00:40:10.700]   And then you have masking in order
[00:40:10.700 --> 00:40:13.500]   to have parallelizable operations that
[00:40:13.500 --> 00:40:15.460]   don't look at the future.
[00:40:15.460 --> 00:40:18.100]   So this is sort of our minimal architecture.
[00:40:18.100 --> 00:40:20.180]   And then up at the top above here,
[00:40:20.180 --> 00:40:22.380]   so you have this thing-- maybe you repeat this sort of
[00:40:22.380 --> 00:40:24.460]   self-attention and feedforward many times.
[00:40:24.460 --> 00:40:27.380]   So self-attention, feedforward, self-attention, feedforward,
[00:40:27.380 --> 00:40:28.940]   self-attention, feedforward.
[00:40:28.940 --> 00:40:31.140]   That's what I'm calling this block.
[00:40:31.140 --> 00:40:33.540]   And then maybe at the end of it, you predict something.
[00:40:33.540 --> 00:40:33.860]   I don't know.
[00:40:33.860 --> 00:40:35.340]   We haven't really talked about that.
[00:40:35.340 --> 00:40:36.940]   But you have these representations.
[00:40:36.940 --> 00:40:38.500]   And then you predict the next word,
[00:40:38.500 --> 00:40:40.740]   or you predict the sentiment, or you predict whatever.
[00:40:40.740 --> 00:40:44.640]   So this is like a self-attention architecture.
[00:40:44.640 --> 00:40:46.760]   OK, we're going to move on to the transformer next.
[00:40:46.760 --> 00:40:48.260]   So if there are any questions-- yeah?
[00:40:48.260 --> 00:40:52.180]   [INAUDIBLE]
[00:40:52.180 --> 00:40:53.380]   Other way around.
[00:40:53.380 --> 00:40:56.140]   We will use masking for decoders,
[00:40:56.140 --> 00:41:00.420]   where I want to decode out a sequence where I have
[00:41:00.420 --> 00:41:02.380]   an informational constraint, where
[00:41:02.380 --> 00:41:05.140]   to represent this word properly, I cannot have
[00:41:05.140 --> 00:41:06.460]   the information of the future.
[00:41:06.460 --> 00:41:08.580]   [INAUDIBLE]
[00:41:08.580 --> 00:41:09.080]   Yeah, OK.
[00:41:09.080 --> 00:41:16.220]   OK, great.
[00:41:16.220 --> 00:41:17.860]   So now let's talk about the transformer.
[00:41:17.860 --> 00:41:20.660]   So what I've pitched to you is what
[00:41:20.660 --> 00:41:24.740]   I call a minimal self-attention architecture.
[00:41:24.740 --> 00:41:28.980]   And I quite like pitching it that way.
[00:41:28.980 --> 00:41:30.820]   But really, no one uses the architecture
[00:41:30.820 --> 00:41:34.100]   that was just up on the slide, the previous slide.
[00:41:34.100 --> 00:41:36.060]   It doesn't work quite as well as it could.
[00:41:36.060 --> 00:41:38.660]   And there's a bunch of important details
[00:41:38.660 --> 00:41:41.700]   that we'll talk about now that goes into the transformer.
[00:41:41.700 --> 00:41:46.220]   What I would hope, though, to have you take away from that
[00:41:46.220 --> 00:41:48.020]   is that the transformer architecture,
[00:41:48.020 --> 00:41:51.420]   as I'll present it now, is not necessarily
[00:41:51.420 --> 00:41:54.580]   the end point of our search for better and better ways
[00:41:54.580 --> 00:41:57.940]   of representing language, even though it's now ubiquitous
[00:41:57.940 --> 00:42:00.060]   and has been for a couple of years.
[00:42:00.060 --> 00:42:01.500]   So think about these sort of ideas
[00:42:01.500 --> 00:42:05.020]   of the problems of using self-attention
[00:42:05.020 --> 00:42:08.940]   and maybe ways of fixing some of the issues with transformers.
[00:42:08.940 --> 00:42:13.500]   OK, so a transformer decoder is how we'll build systems
[00:42:13.500 --> 00:42:14.460]   like language models.
[00:42:14.460 --> 00:42:15.740]   And so we've discussed this.
[00:42:15.740 --> 00:42:18.940]   It's like our decoder with our self-attention-only sort
[00:42:18.940 --> 00:42:20.300]   of minimal architecture.
[00:42:20.300 --> 00:42:21.940]   It's got a couple of extra components,
[00:42:21.940 --> 00:42:23.400]   some of which I've grayed out here,
[00:42:23.400 --> 00:42:25.220]   that we'll go over one by one.
[00:42:25.220 --> 00:42:28.900]   The first that's actually different
[00:42:28.900 --> 00:42:31.660]   is that we'll replace our self-attention
[00:42:31.660 --> 00:42:35.820]   with masking with masked multi-head self-attention.
[00:42:35.820 --> 00:42:36.940]   This ends up being crucial.
[00:42:36.940 --> 00:42:39.820]   It's probably the most important distinction
[00:42:39.820 --> 00:42:42.360]   between the transformer and this sort of minimal architecture
[00:42:42.360 --> 00:42:43.820]   that I've presented.
[00:42:43.820 --> 00:42:46.740]   So let's come back to our toy example of attention,
[00:42:46.740 --> 00:42:49.060]   where we've been trying to represent the word learned
[00:42:49.060 --> 00:42:52.660]   in the context of the sequence, I went to Stanford CS224N
[00:42:52.660 --> 00:42:54.740]   and learned.
[00:42:54.740 --> 00:42:57.580]   And I was sort of giving these teal bars to say,
[00:42:57.580 --> 00:43:01.020]   oh, maybe intuitively you look at various things
[00:43:01.020 --> 00:43:04.340]   to build up your representation of learned.
[00:43:04.340 --> 00:43:06.540]   But really, there are varying ways
[00:43:06.540 --> 00:43:09.660]   in which I want to look back at the sequence
[00:43:09.660 --> 00:43:13.660]   to see varying sort of aspects of information
[00:43:13.660 --> 00:43:16.300]   that I want to incorporate into my representation.
[00:43:16.300 --> 00:43:19.340]   So maybe in this way, I sort of want
[00:43:19.340 --> 00:43:25.900]   to look at Stanford CS224N, because, oh, it's like entities.
[00:43:25.900 --> 00:43:28.300]   You learn different stuff at Stanford CS224N
[00:43:28.300 --> 00:43:31.940]   than you do at other courses or other universities or whatever.
[00:43:31.940 --> 00:43:35.180]   And so maybe I want to look here for this reason.
[00:43:35.180 --> 00:43:37.700]   And maybe in another sense, I actually
[00:43:37.700 --> 00:43:39.380]   want to look at the word learned.
[00:43:39.380 --> 00:43:43.380]   And I want to look at I. I went and learned.
[00:43:43.380 --> 00:43:46.300]   And I want to see maybe syntactically relevant words.
[00:43:46.300 --> 00:43:47.940]   It's very different reasons for which
[00:43:47.940 --> 00:43:49.640]   I might want to look at different things
[00:43:49.640 --> 00:43:50.900]   in the sequence.
[00:43:50.900 --> 00:43:52.740]   And so trying to average it all out
[00:43:52.740 --> 00:43:55.020]   with a single operation of self-attention
[00:43:55.020 --> 00:43:58.340]   ends up being maybe somewhat too difficult in a way
[00:43:58.340 --> 00:44:00.180]   that will make precise in assignment 5.
[00:44:00.180 --> 00:44:03.940]   Nice, we'll do a little bit more math.
[00:44:03.940 --> 00:44:08.140]   OK, so any questions about this intuition?
[00:44:11.580 --> 00:44:14.340]   [INAUDIBLE]
[00:44:14.340 --> 00:44:17.140]   Yeah, so it should be an application of attention
[00:44:17.140 --> 00:44:19.140]   just as I've presented it.
[00:44:19.140 --> 00:44:22.300]   So one independent define the keys, define the queries,
[00:44:22.300 --> 00:44:23.020]   define the values.
[00:44:23.020 --> 00:44:24.940]   I'll define it more precisely here.
[00:44:24.940 --> 00:44:27.460]   But think of it as I do attention once,
[00:44:27.460 --> 00:44:31.620]   and then I do it again with different parameters,
[00:44:31.620 --> 00:44:33.740]   being able to look at different things, et cetera.
[00:44:33.740 --> 00:44:36.220]   [INAUDIBLE]
[00:44:36.220 --> 00:44:38.660]   How do we ensure that they look at different things?
[00:44:38.660 --> 00:44:40.060]   We do not-- OK, so the question is,
[00:44:40.060 --> 00:44:41.980]   if we have two separate sets of weights trying to learn,
[00:44:41.980 --> 00:44:44.700]   say, to do this and to do that, how do we ensure that they
[00:44:44.700 --> 00:44:45.940]   learn different things?
[00:44:45.940 --> 00:44:49.100]   We do not ensure that they learn different things.
[00:44:49.100 --> 00:44:52.780]   And in practice, they do, although not perfectly.
[00:44:52.780 --> 00:44:55.660]   So it ends up being the case that you have some redundancy,
[00:44:55.660 --> 00:44:57.420]   and you can cut out some of these.
[00:44:57.420 --> 00:44:59.140]   But that's out of scope for this.
[00:44:59.140 --> 00:45:02.300]   But we hope, just like we hope that different dimensions
[00:45:02.300 --> 00:45:04.500]   in our feedforward layers will learn different things
[00:45:04.500 --> 00:45:06.740]   because of lack of symmetry and whatever,
[00:45:06.740 --> 00:45:09.380]   that we hope that the heads will start to specialize.
[00:45:09.380 --> 00:45:11.460]   And that will mean they'll specialize even more.
[00:45:11.460 --> 00:45:14.380]   And yeah.
[00:45:14.380 --> 00:45:16.340]   OK.
[00:45:16.340 --> 00:45:18.620]   All right, so in order to discuss multi-head self
[00:45:18.620 --> 00:45:22.100]   attention well, we really need to talk about the matrices,
[00:45:22.100 --> 00:45:25.220]   how we're going to implement this in GPUs efficiently.
[00:45:25.220 --> 00:45:27.780]   We're going to talk about the sequence-stacked form
[00:45:27.780 --> 00:45:29.260]   of attention.
[00:45:29.260 --> 00:45:31.660]   So we've been talking about each word sort of individually
[00:45:31.660 --> 00:45:35.140]   as a vector in dimensionality D. But really, we're
[00:45:35.140 --> 00:45:38.900]   going to be working on these as big matrices that are stacked.
[00:45:38.900 --> 00:45:42.340]   So I take all of my word embeddings, x1 to xn,
[00:45:42.340 --> 00:45:43.900]   and I stack them together.
[00:45:43.900 --> 00:45:49.860]   And now I have a big matrix that is in dimensionality Rn by D.
[00:45:49.860 --> 00:45:55.180]   OK, and now with my matrices K, Q, and V,
[00:45:55.180 --> 00:45:58.220]   I can just multiply them on this side of x.
[00:45:58.220 --> 00:46:04.300]   So x is Rn by D. K is Rd by D. So n by D times d by D
[00:46:04.300 --> 00:46:07.060]   gives you n by D again.
[00:46:07.060 --> 00:46:10.460]   So I can just compute a big matrix multiply
[00:46:10.460 --> 00:46:13.340]   on my whole sequence to multiply each one of the words
[00:46:13.340 --> 00:46:17.100]   of my key query and value matrices very efficiently.
[00:46:17.100 --> 00:46:18.860]   So this is sort of this vectorization idea.
[00:46:18.860 --> 00:46:20.780]   I don't want to for loop over the sequence.
[00:46:20.780 --> 00:46:23.540]   I represent the sequence as a big matrix,
[00:46:23.540 --> 00:46:27.580]   and I just do one big matrix multiply.
[00:46:27.580 --> 00:46:29.440]   Then the output is defined as this sort
[00:46:29.440 --> 00:46:31.660]   of inscrutable bit of math, which
[00:46:31.660 --> 00:46:35.260]   I'm going to go over visually.
[00:46:35.260 --> 00:46:37.820]   So first, we're going to take the key query dot
[00:46:37.820 --> 00:46:39.460]   products in one matrix.
[00:46:39.460 --> 00:46:47.100]   So we've got xq, which is Rn by D.
[00:46:47.100 --> 00:46:50.660]   And I've got xk transpose, which is Rd by n.
[00:46:50.660 --> 00:46:53.140]   So n by D, d by n.
[00:46:53.140 --> 00:46:55.400]   This is computing all of the eij's,
[00:46:55.400 --> 00:46:58.100]   these scores for self-attention.
[00:46:58.100 --> 00:47:00.620]   So this is all pairs of attention scores
[00:47:00.620 --> 00:47:03.060]   computed in one big matrix multiply.
[00:47:03.580 --> 00:47:04.580]   OK?
[00:47:04.580 --> 00:47:06.180]   So this is this big matrix here.
[00:47:06.180 --> 00:47:09.620]   Next, I use the softmax.
[00:47:09.620 --> 00:47:13.860]   So I softmax this over the second dimension,
[00:47:13.860 --> 00:47:15.980]   the second n dimension.
[00:47:15.980 --> 00:47:19.060]   And I get my sort of normalized scores,
[00:47:19.060 --> 00:47:20.700]   and then I multiply with xv.
[00:47:20.700 --> 00:47:26.180]   So this is an n by n matrix multiplied by an n by D matrix.
[00:47:26.180 --> 00:47:26.900]   And what do I get?
[00:47:26.900 --> 00:47:29.540]   Well, this is just doing the weighted average.
[00:47:29.540 --> 00:47:32.340]   So this is one big weighted average.
[00:47:32.340 --> 00:47:34.220]   Big weighted average contribution
[00:47:34.220 --> 00:47:37.380]   on the whole matrix, giving me my whole self-attention output
[00:47:37.380 --> 00:47:41.620]   in Rn by D. So I've just restated identically
[00:47:41.620 --> 00:47:43.980]   the self-attention operations, but computed
[00:47:43.980 --> 00:47:47.220]   in terms of matrices so that you could do this efficiently
[00:47:47.220 --> 00:47:47.860]   on a GPU.
[00:47:47.860 --> 00:47:52.060]   OK.
[00:47:52.060 --> 00:47:54.180]   So multi-headed attention.
[00:47:54.180 --> 00:47:55.500]   This is going to give us--
[00:47:55.500 --> 00:47:57.460]   and it's going to be important to compute this
[00:47:57.460 --> 00:47:59.580]   in terms of the matrices, which we'll see.
[00:47:59.580 --> 00:48:01.000]   This is going to give us the ability
[00:48:01.000 --> 00:48:04.220]   to look in multiple places at once for different reasons.
[00:48:04.220 --> 00:48:09.060]   So for self-attention looks where this dot product here
[00:48:09.060 --> 00:48:10.580]   is high.
[00:48:10.580 --> 00:48:15.380]   This xi, the Q matrix, the key matrix.
[00:48:15.380 --> 00:48:18.020]   But maybe we want to look in different places
[00:48:18.020 --> 00:48:19.300]   for different reasons.
[00:48:19.300 --> 00:48:24.540]   So we actually define multiple query, key, and value matrices.
[00:48:24.540 --> 00:48:26.740]   So I'm going to have a bunch of heads.
[00:48:26.740 --> 00:48:30.260]   I'm going to have h self-attention heads.
[00:48:30.260 --> 00:48:33.060]   And for each head, I'm going to define an independent query,
[00:48:33.060 --> 00:48:34.860]   key, and value matrix.
[00:48:34.860 --> 00:48:37.220]   And I'm going to say that its shape is
[00:48:37.220 --> 00:48:39.340]   going to map from the model dimensionality
[00:48:39.340 --> 00:48:41.300]   to the model dimensionality over h.
[00:48:41.300 --> 00:48:43.260]   So each one of these is doing projection down
[00:48:43.260 --> 00:48:45.340]   to a lower dimensional space.
[00:48:45.340 --> 00:48:47.700]   This is going to be for computational efficiency.
[00:48:47.700 --> 00:48:51.260]   And I'll just apply self-attention
[00:48:51.260 --> 00:48:53.300]   independently for each output.
[00:48:53.300 --> 00:48:56.100]   So this equation here is identical to the one
[00:48:56.100 --> 00:48:58.540]   we saw for single-headed self-attention,
[00:48:58.540 --> 00:49:02.860]   except I've got these sort of l indices everywhere.
[00:49:02.860 --> 00:49:04.540]   So I've got this lower dimensional thing.
[00:49:04.540 --> 00:49:06.540]   I'm mapping to a lower dimensional space.
[00:49:06.540 --> 00:49:09.100]   And then I do have my lower dimensional value vector
[00:49:09.100 --> 00:49:09.700]   there.
[00:49:09.700 --> 00:49:11.900]   So my output is an rd by h.
[00:49:11.900 --> 00:49:14.860]   But really, you're doing exactly the same kind of operation.
[00:49:14.860 --> 00:49:17.620]   I'm just doing it h different times.
[00:49:17.620 --> 00:49:19.700]   And then you combine the outputs.
[00:49:19.700 --> 00:49:22.140]   So I've done sort of look in different places
[00:49:22.140 --> 00:49:24.900]   with the different key, query, and value matrices.
[00:49:24.900 --> 00:49:28.340]   And then I get each of their outputs.
[00:49:28.340 --> 00:49:31.020]   And then I concatenate them together.
[00:49:31.020 --> 00:49:33.540]   So each one is dimensionality d by h.
[00:49:33.540 --> 00:49:36.140]   And I concatenate them together and then sort of mix them
[00:49:36.140 --> 00:49:39.820]   together with the final linear transformation.
[00:49:39.820 --> 00:49:43.040]   And so each head gets to look at different things
[00:49:43.040 --> 00:49:45.420]   and construct their value vectors differently.
[00:49:45.420 --> 00:49:49.500]   And then I sort of combine the result all together at once.
[00:49:49.500 --> 00:49:51.660]   Let's go through this visually, because it's
[00:49:51.660 --> 00:49:52.580]   at least helpful for me.
[00:49:55.820 --> 00:49:58.540]   It's actually not more costly to do this, really,
[00:49:58.540 --> 00:50:01.060]   than it is to compute a single head of self-attention.
[00:50:01.060 --> 00:50:02.520]   And we'll see through the pictures.
[00:50:02.520 --> 00:50:07.940]   So in single-headed self-attention,
[00:50:07.940 --> 00:50:09.460]   we computed xq.
[00:50:09.460 --> 00:50:11.100]   And in multi-headed self-attention,
[00:50:11.100 --> 00:50:13.860]   we'll also compute xq the same way.
[00:50:13.860 --> 00:50:16.260]   So xq is rn by d.
[00:50:16.260 --> 00:50:24.500]   And then we can reshape it into rn, that's sequence length,
[00:50:24.500 --> 00:50:29.420]   times the number of heads, times the model dimensionality
[00:50:29.420 --> 00:50:30.500]   over the number of heads.
[00:50:30.500 --> 00:50:32.580]   So I've just reshaped it to say, now I've
[00:50:32.580 --> 00:50:35.540]   got a big three-axis tensor.
[00:50:35.540 --> 00:50:37.820]   The first axis is the sequence length.
[00:50:37.820 --> 00:50:39.420]   The second one is the number of heads.
[00:50:39.420 --> 00:50:42.020]   The third is this reduced model dimensionality.
[00:50:42.020 --> 00:50:43.780]   And that costs nothing.
[00:50:43.780 --> 00:50:45.940]   And do the same thing for x and v.
[00:50:45.940 --> 00:50:48.460]   And then I transpose so that I've got the head
[00:50:48.460 --> 00:50:50.740]   axis as the first axis.
[00:50:50.740 --> 00:50:53.460]   And now I can compute all my other operations
[00:50:53.460 --> 00:50:58.020]   with the head axis, kind of like a batch.
[00:50:58.020 --> 00:51:01.780]   So what does this look like in practice?
[00:51:01.780 --> 00:51:05.100]   Instead of having one big xq matrix that's
[00:51:05.100 --> 00:51:08.180]   model dimensionality d, I've got, in this case,
[00:51:08.180 --> 00:51:12.780]   three xq matrices of model dimensionality d by 3, d by 3,
[00:51:12.780 --> 00:51:13.860]   d by 3.
[00:51:13.860 --> 00:51:16.500]   Same thing with the key matrix here.
[00:51:16.500 --> 00:51:18.540]   So everything looks almost identical.
[00:51:18.540 --> 00:51:21.000]   It's just the reshaping of the tensors.
[00:51:21.000 --> 00:51:23.340]   And now, at the output of this, I've
[00:51:23.340 --> 00:51:26.860]   got three sets of attention scores
[00:51:26.860 --> 00:51:29.060]   just by doing this reshape.
[00:51:29.060 --> 00:51:33.420]   And the cost is that, well, each of my attention heads
[00:51:33.420 --> 00:51:35.900]   has only a d by h vector to work with instead
[00:51:35.900 --> 00:51:38.020]   of a d-dimensional vector to work with.
[00:51:38.020 --> 00:51:38.860]   So I get the output.
[00:51:38.860 --> 00:51:43.340]   I get these three sets of pairs of scores.
[00:51:43.340 --> 00:51:45.660]   I compute the softmax independently
[00:51:45.660 --> 00:51:47.100]   for each of the three.
[00:51:47.100 --> 00:51:50.680]   And then I have three value matrices there as well,
[00:51:50.680 --> 00:51:52.660]   each of them lower dimensional.
[00:51:52.660 --> 00:51:56.700]   And then finally, I get my three different output vectors.
[00:51:56.700 --> 00:51:58.460]   And I have a final linear transformation
[00:51:58.460 --> 00:52:01.020]   to mush them together.
[00:52:01.020 --> 00:52:02.660]   And I get an output.
[00:52:02.660 --> 00:52:04.620]   And in summary, what this allows you to do
[00:52:04.620 --> 00:52:08.220]   is exactly what I gave in the toy example, which
[00:52:08.220 --> 00:52:10.240]   was I can have each of these heads
[00:52:10.240 --> 00:52:12.820]   look at different parts of a sequence for different reasons.
[00:52:12.820 --> 00:52:21.020]   So this is at a given block, right?
[00:52:21.020 --> 00:52:23.780]   All of these attention heads are for a given transformer block.
[00:52:23.780 --> 00:52:26.980]   A next block could also have three attention heads.
[00:52:26.980 --> 00:52:30.340]   The question is, are all of these for a given block?
[00:52:30.340 --> 00:52:31.800]   And we'll talk about a block again.
[00:52:31.800 --> 00:52:35.060]   But this block was this sort of pair of self-attention
[00:52:35.060 --> 00:52:36.300]   and feed-forward network.
[00:52:36.300 --> 00:52:37.920]   So you do self-attention, feed-forward.
[00:52:37.920 --> 00:52:38.780]   That's one block.
[00:52:38.780 --> 00:52:40.120]   Another block is another self-attention,
[00:52:40.120 --> 00:52:41.340]   another feed-forward.
[00:52:41.340 --> 00:52:43.260]   And the question is, are the parameters shared
[00:52:43.260 --> 00:52:44.900]   between the blocks or not?
[00:52:44.900 --> 00:52:46.180]   Generally, they are not shared.
[00:52:46.180 --> 00:52:48.660]   You'll have independent parameters at every block,
[00:52:48.660 --> 00:52:52.700]   although there are some exceptions.
[00:52:52.700 --> 00:52:55.380]   Voting on that, is it typically the case
[00:52:55.380 --> 00:52:58.820]   that you have the same number of heads at each block?
[00:52:58.820 --> 00:53:01.380]   Or do you vary the number of heads across blocks?
[00:53:01.380 --> 00:53:04.020]   You have this-- you definitely could vary it.
[00:53:04.020 --> 00:53:05.540]   People haven't found reason to vary--
[00:53:05.540 --> 00:53:07.960]   so the question is, do you have different numbers of heads
[00:53:07.960 --> 00:53:09.340]   across the different blocks?
[00:53:09.340 --> 00:53:12.780]   Or do you have the same number of heads across all blocks?
[00:53:12.780 --> 00:53:14.540]   The simplest thing is to just have
[00:53:14.540 --> 00:53:16.940]   it be the same everywhere, which is what people have done.
[00:53:16.940 --> 00:53:19.100]   I haven't yet found a good reason to vary it,
[00:53:19.100 --> 00:53:21.860]   but it could be interesting.
[00:53:21.860 --> 00:53:25.540]   It's definitely the case that after training these networks,
[00:53:25.540 --> 00:53:27.900]   you can actually just totally zero out,
[00:53:27.900 --> 00:53:30.900]   remove some of the attention heads.
[00:53:30.900 --> 00:53:35.700]   And I'd be curious to know if you could remove more or less,
[00:53:35.700 --> 00:53:39.380]   depending on the layer index, which might then say,
[00:53:39.380 --> 00:53:40.580]   oh, we should just have fewer.
[00:53:40.580 --> 00:53:42.420]   But again, it's not actually more expensive
[00:53:42.420 --> 00:53:43.700]   to have a bunch.
[00:53:43.700 --> 00:53:46.740]   So people tend to instead set the number of heads
[00:53:46.740 --> 00:53:51.180]   to be roughly so that you have a reasonable number of dimensions
[00:53:51.180 --> 00:53:55.460]   per head, given the total model dimensionality d that you want.
[00:53:55.460 --> 00:54:00.260]   So for example, I might want at least 64 dimensions per head,
[00:54:00.260 --> 00:54:04.340]   which if d is 128, that tells me how many heads
[00:54:04.340 --> 00:54:06.020]   I'm going to have, roughly.
[00:54:06.020 --> 00:54:07.860]   So people tend to scale the number of heads
[00:54:07.860 --> 00:54:09.620]   up with the model dimensionality.
[00:54:09.620 --> 00:54:15.820]   Yeah, with that xq, by slicing it into different columns,
[00:54:15.820 --> 00:54:19.020]   you're reducing the rank of the final matrix, right?
[00:54:19.020 --> 00:54:19.820]   Yeah.
[00:54:19.820 --> 00:54:23.180]   But that doesn't really have any effect on the results.
[00:54:23.180 --> 00:54:29.300]   So the question is, by having these reduced xq and xk
[00:54:29.300 --> 00:54:32.940]   matrices, this is a very low rank approximation.
[00:54:32.940 --> 00:54:35.340]   This little sliver and this little sliver
[00:54:35.340 --> 00:54:38.020]   defining this whole big matrix, it's very low rank.
[00:54:38.020 --> 00:54:39.780]   Is that not bad?
[00:54:39.780 --> 00:54:40.940]   In practice, no.
[00:54:40.940 --> 00:54:42.700]   I mean, again, it's the reason why
[00:54:42.700 --> 00:54:45.820]   we limit the number of heads depending on the model
[00:54:45.820 --> 00:54:49.620]   dimensionality, because you want intuitively at least
[00:54:49.620 --> 00:54:51.220]   some number of dimensions.
[00:54:51.220 --> 00:54:55.820]   So 64 is sometimes done, 128, something like that.
[00:54:55.820 --> 00:54:58.300]   But if you're not giving each head too much to do,
[00:54:58.300 --> 00:55:01.020]   and it's got sort of a simple job, you've got a lot of heads,
[00:55:01.020 --> 00:55:04.260]   it ends up sort of being OK.
[00:55:04.260 --> 00:55:05.980]   All we really know is that empirically,
[00:55:05.980 --> 00:55:09.300]   it's way better to have more heads than one.
[00:55:12.420 --> 00:55:14.140]   Yes.
[00:55:14.140 --> 00:55:16.300]   I'm wondering, have there been studies
[00:55:16.300 --> 00:55:22.140]   to see if information in one of the sets of the attention
[00:55:22.140 --> 00:55:25.100]   scores, like information that one of them
[00:55:25.100 --> 00:55:29.540]   learns is consistent and related to each other,
[00:55:29.540 --> 00:55:32.380]   or how are they related?
[00:55:32.380 --> 00:55:34.580]   So the question is, have there been studies to see
[00:55:34.580 --> 00:55:37.140]   if there's consistent information encoded
[00:55:37.140 --> 00:55:38.780]   by the attention heads?
[00:55:38.780 --> 00:55:40.740]   And yes.
[00:55:40.740 --> 00:55:42.580]   Actually, there's been quite a lot of study
[00:55:42.580 --> 00:55:44.980]   and interpretability and analysis of these models
[00:55:44.980 --> 00:55:48.420]   to try to figure out what roles, what sort of mechanistic roles
[00:55:48.420 --> 00:55:50.180]   each of these heads takes on.
[00:55:50.180 --> 00:55:52.740]   And there's quite a bit of exciting results
[00:55:52.740 --> 00:55:55.140]   there around some attention heads
