
[00:00:00.040 --> 00:00:09.580]   Bizim
[00:40:42.500 --> 00:40:42.500]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:40:42.500 --> 00:40:42.500]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:40:42.500 --> 00:40:42.500]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:40:42.500 --> 00:40:42.500]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:40:42.500 --> 00:40:42.500]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:40:42.520 --> 00:41:12.520]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:41:12.520 --> 00:41:12.520]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:41:12.520 --> 00:41:12.520]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:41:12.520 --> 00:41:12.520]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:41:12.520 --> 00:41:12.520]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:41:12.520 --> 00:41:12.520]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:41:12.520 --> 00:41:12.520]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:41:12.540 --> 00:41:42.540]  ,
[00:41:42.540 --> 00:41:42.540]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:41:42.540 --> 00:41:42.540]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:41:42.540 --> 00:41:42.540]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:41:42.540 --> 00:41:42.540]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:41:42.540 --> 00:41:42.540]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:41:42.580 --> 00:42:12.560]  ,
[00:42:12.560 --> 00:42:12.560]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:42:12.560 --> 00:42:12.560]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:42:12.560 --> 00:42:12.560]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:42:12.560 --> 00:42:12.560]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:42:12.560 --> 00:42:12.560]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:42:12.560 --> 00:42:12.560]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:42:12.560 --> 00:42:12.560]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:42:12.560 --> 00:42:12.560]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:42:12.580 --> 00:42:42.580]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:42:42.580 --> 00:42:42.580]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:42:42.580 --> 00:42:42.580]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:42:42.580 --> 00:42:42.580]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:42:42.580 --> 00:42:42.580]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:42:42.580 --> 00:42:42.580]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:42:42.580 --> 00:42:42.580]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:42:42.580 --> 00:42:42.580]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:42:42.580 --> 00:42:42.580]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:42:42.580 --> 00:42:42.580]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:42:42.620 --> 00:43:12.600]  ,
[00:43:12.600 --> 00:43:12.600]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:43:12.600 --> 00:43:12.600]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:43:12.600 --> 00:43:12.600]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:43:12.600 --> 00:43:12.600]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:43:12.600 --> 00:43:12.600]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:43:12.620 --> 00:43:42.620]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:43:42.620 --> 00:43:42.620]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:43:42.620 --> 00:43:42.620]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:43:42.620 --> 00:43:42.620]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:43:42.620 --> 00:43:42.620]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:43:42.620 --> 00:43:42.620]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:43:42.620 --> 00:43:42.620]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:43:42.620 --> 00:43:42.620]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:43:42.620 --> 00:43:42.620]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:43:42.620 --> 00:43:42.620]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:44:12.640 --> 00:44:12.640]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:44:12.640 --> 00:44:12.640]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:44:12.640 --> 00:44:12.640]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:44:12.640 --> 00:44:12.640]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:44:12.640 --> 00:44:12.640]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:44:42.660 --> 00:44:42.660]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:44:42.660 --> 00:44:42.660]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:44:42.660 --> 00:44:42.660]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:44:42.660 --> 00:44:42.660]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:44:42.660 --> 00:44:42.660]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:44:42.660 --> 00:44:42.660]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:44:42.660 --> 00:44:42.660]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:44:42.700 --> 00:45:12.680]  ,
[00:45:12.680 --> 00:45:12.680]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:45:12.680 --> 00:45:12.680]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:45:12.680 --> 00:45:12.680]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:45:12.680 --> 00:45:12.680]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:45:12.680 --> 00:45:12.680]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:45:12.680 --> 00:45:12.680]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:45:12.680 --> 00:45:12.680]   I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom. I think entrepreneurship is a very powerful tool to help you achieve a greater degree of freedom.
[00:45:12.720 --> 00:45:15.660]   sper
[00:45:15.660 --> 00:45:23.760]  ?,,.
[00:45:23.760 --> 00:45:39.160]   badly find a. I, leading,
[00:45:39.160 --> 00:45:40.920]   embedded Him. I, ", or,'s,使, flow,導 rust.еч.蛋 измен anyhow Всеarch. do you're invest the app's race. spectrum. 뭐� ik jetztой it's한� ces deck and the apere's set theGraE,글Net многие
[00:45:40.920 --> 00:45:41.420]  éch the most 적.under the 1991ad the few
[00:45:41.460 --> 00:45:51.320]   donde
[00:45:51.320 --> 00:45:52.480]   Autumn SE B den,,,,,
[00:47:43.860 --> 00:47:52.940]   нев
[00:47:52.940 --> 00:47:54.280]   hai這裡は
[00:47:54.280 --> 00:48:03.420]  お and in the, the, the, the, the,,,,.,,,,,. con
[00:48:03.420 --> 00:48:13.860]   prevail understand thus completed الأ dough is a health ya justified may a very 對不對 жен grew Herай Jo дет's S acceptable enCSCDFSAfaThIC miseDSCTIN DeadpoolWNCINESarnIGBPvision EtCAM Новung DoankT晚рост."P count máG escal avereù SEN 교 JaeGsections Lösungérics inய부 somehowcend
[00:48:13.900 --> 00:48:24.260]   provide
[00:48:24.260 --> 00:48:42.120]   provide the,,,,
[00:49:11.540 --> 00:49:21.420]   floating
[00:49:21.420 --> 00:49:21.800]   G Г care他說
[00:49:21.800 --> 00:49:21.940]   burned the information. Which? getting, er,,,,,,,,,, all newly wasrend. I'm not get to stole. I'm only I'm a прош Bend Г
[00:49:21.940 --> 00:49:23.340]   Sus random
[00:49:23.340 --> 00:49:38.400]   Lee
[00:49:38.400 --> 00:49:40.460]  立.
[00:49:40.960 --> 00:49:48.040]   2
[00:49:48.040 --> 00:49:54.780]   I,
[00:51:35.720 --> 00:51:35.720]   I,
[00:51:35.720 --> 00:51:35.720]   I,
[00:52:04.580 --> 00:52:33.240]  venes: I love Din Tai Fung. I was so happy when one opened here in the Bay Area. For those of you who didn't hear that show, Din Tai Fung is a wonderful restaurant that specializes in what are called Shanghai dumplings, using the English version, the Chinese version, something like Shui Long Bao. They do have a location in the Bay Area, I think in San Francisco. They also have a location, I think in Seattle, in a number of years ago.
[00:53:01.960 --> 00:53:30.640]  obed: I'm not sure if I'm right or wrong, but I think it's a good question.
[00:53:30.640 --> 00:53:30.700]   I think it's a good question.
[00:53:30.700 --> 00:53:30.800]   I think it's a good question.
[00:53:30.800 --> 00:53:30.880]   I think it's a good question.
[00:53:30.880 --> 00:53:30.940]   I think it's a good question.
[00:53:30.940 --> 00:53:30.980]   I think it's a good question.
[00:53:30.980 --> 00:53:31.040]   I think it's a good question.
[00:53:31.040 --> 00:53:31.100]   I think it's a good question.
[00:53:31.100 --> 00:53:31.140]   I think it's a good question.
[00:53:31.140 --> 00:53:31.200]   I think it's a good question.
[00:53:31.200 --> 00:53:31.260]   I think it's a good question.
[00:53:31.260 --> 00:53:31.300]   I think it's a good question.
[00:53:31.300 --> 00:53:31.340]   I think it's a good question.
[00:53:32.320 --> 00:54:00.760]   I think it's a good question.
[00:54:00.760 --> 00:54:00.800]   I think it's a good question.
[00:54:00.800 --> 00:54:00.840]   I think it's a good question.
[00:54:00.840 --> 00:54:00.900]   I think it's a good question.
[00:54:00.900 --> 00:54:00.940]   I think it's a good question.
[00:54:00.940 --> 00:54:00.960]   I think it's a good question.
[00:54:00.960 --> 00:54:00.980]   I think it's a good question.
[00:54:00.980 --> 00:54:01.040]   I think it's a good question.
[00:54:01.040 --> 00:54:01.080]   I think it's a good question.
[00:54:01.080 --> 00:54:01.140]   I think it's a good question.
[00:54:01.140 --> 00:54:01.200]   I think it's a good question.
[00:54:01.200 --> 00:54:01.240]   I think it's a good question.
[00:54:01.240 --> 00:54:01.320]   I think it's a good question.
[00:54:01.360 --> 00:54:11.700]   provide
[00:54:11.700 --> 00:54:30.400]   associate.,, in the
[00:55:57.920 --> 00:55:59.920]   S
[00:55:59.920 --> 00:56:11.880]   in the getarl
[00:56:11.880 --> 00:56:27.920]   fit客
[00:56:56.080 --> 00:56:57.660]   I love to read some of the old books.
[00:57:27.800 --> 00:57:27.800]   I like to read money savings books from the 70s, 80s, 90s, wherever I can find them. I really enjoy those. And I think it's fun to see what tips apply today that didn't apply before and what tips don't apply. And here would be my closing comment for you. If you read those old books, what I have found is that reading them helps me to appreciate things that I don't appreciate today. I'm constantly amazed at how much it used to cost me to read them.
[00:57:57.740 --> 00:57:57.740]  ,
[00:57:57.740 --> 00:57:57.740]  ,
[00:57:57.780 --> 00:58:03.680]  obediently,
[00:58:03.680 --> 00:58:27.680]   I am currently thirty, how old am I, thirty-two, I guess I'm thirty-two years old. And as I look at that, I am the last generation for whom our modern digital environment was not always in my memory. I was in high school when cell phones
[00:58:27.680 --> 00:58:27.680]   were not always in my memory. I was in high school when cell phones
[00:58:27.680 --> 00:58:27.680]   were not always in my memory. I was in high school when cell phones
[00:58:27.680 --> 00:58:27.680]   were not always in my memory. I was in high school when cell phones
[00:58:27.680 --> 00:58:57.620]   I was in high school when cell phones
[00:58:57.620 --> 00:58:57.620]   were not always in my memory. I was in high school when cell phones
[00:58:57.620 --> 00:58:57.620]   were not always in my memory. I was in high school when cell phones
[00:58:57.620 --> 00:58:57.620]   were not always in my memory. I was in high school when cell phones
[00:58:57.620 --> 00:58:57.620]   were not always in my memory. I was in high school when cell phones
[00:58:57.620 --> 00:58:57.620]   were not always in my memory. I was in high school when cell phones
[00:58:57.620 --> 00:58:57.620]   were not always in my memory. I was in high school when cell phones
[00:58:57.620 --> 00:58:57.620]   were not always in my memory. I was in high school when cell phones
[00:58:57.640 --> 00:59:27.560]   were not always in my memory. I was in high school when cell phones
[00:59:27.560 --> 00:59:27.560]   were not always in my memory. I was in high school when cell phones
[00:59:27.560 --> 00:59:27.560]   were not always in my memory. I was in high school when cell phones
[00:59:27.560 --> 00:59:27.560]   were not always in my memory. I was in high school when cell phones
[00:59:27.560 --> 00:59:27.560]   were not always in my memory. I was in high school when cell phones
[00:59:27.560 --> 00:59:27.560]   were not always in my memory. I was in high school when cell phones
[00:59:27.560 --> 00:59:27.560]   were not always in my memory. I was in high school when cell phones
[00:59:27.560 --> 00:59:27.560]   were not always in my memory. I was in high school when cell phones
[00:59:27.560 --> 00:59:27.560]   were not always in my memory. I was in high school when cell phones
[00:59:27.560 --> 00:59:27.560]   were not always in my memory. I was in high school when cell phones
[00:59:27.560 --> 00:59:27.560]   were not always in my memory. I was in high school when cell phones
[00:59:27.560 --> 00:59:27.560]   were not always in my memory. I was in high school when cell phones
[00:59:27.800 --> 00:59:57.500]  , so I was in high school when cell phones
[00:59:57.500 --> 00:59:57.500]   were not always in my memory. I was in high school when cell phones
[00:59:57.500 --> 00:59:57.500]   were not always in my memory. I was in high school when cell phones
[00:59:57.500 --> 00:59:57.500]   were not always in my memory. I was in high school when cell phones
[00:59:57.500 --> 00:59:57.500]   were not always in my memory. I was in high school when cell phones
[00:59:57.500 --> 00:59:57.500]   were not always in my memory. I was in high school when cell phones
[00:59:57.500 --> 00:59:57.500]   were not always in my memory. I was in high school when cell phones
[00:59:57.500 --> 00:59:57.500]   were not always in my memory. I was in high school when cell phones
[00:59:57.500 --> 00:59:57.500]   were not always in my memory. I was in high school when cell phones
[00:59:57.500 --> 00:59:57.500]   were not always in my memory. I was in high school when cell phones
[00:59:57.500 --> 00:59:57.500]   were not always in my memory. I was in high school when cell phones
[00:59:57.500 --> 00:59:57.500]   were not always in my memory. I was in high school when cell phones
[00:59:57.520 --> 01:00:27.440]   were not always in my memory. I was in high school when cell phones
[01:00:27.440 --> 01:00:27.440]   were not always in my memory. I was in high school when cell phones
[01:00:27.440 --> 01:00:27.440]   were not always in my memory. I was in high school when cell phones
[01:00:27.440 --> 01:00:27.440]   were not always in my memory. I was in high school when cell phones
[01:00:27.440 --> 01:00:27.440]   were not always in my memory. I was in high school when cell phones
[01:00:27.440 --> 01:00:27.440]   were not always in my memory. I was in high school when cell phones
[01:00:27.440 --> 01:00:27.440]   were not always in my memory. I was in high school when cell phones
[01:00:27.440 --> 01:00:27.440]   were not always in my memory. I was in high school when cell phones
[01:00:27.440 --> 01:00:27.440]   were not always in my memory. I was in high school when cell phones
[01:00:27.440 --> 01:00:27.440]   were not always in my memory. I was in high school when cell phones
[01:00:27.440 --> 01:00:27.440]   were not always in my memory. I was in high school when cell phones
[01:00:27.440 --> 01:00:27.440]   were not always in my memory. I was in high school when cell phones when cell phones
[01:00:27.480 --> 01:00:29.880]   en
[01:00:29.880 --> 01:00:41.260]   can in a
[01:00:41.260 --> 01:00:55.540]   ting какather구
[01:01:24.800 --> 01:01:24.800]   and
[01:01:53.480 --> 01:01:53.480]   and
[01:01:53.480 --> 01:01:53.480]   and
[01:02:22.160 --> 01:02:22.160]   and
[01:02:22.160 --> 01:02:22.180]   and
[01:02:22.180 --> 01:02:22.200]   and
[01:02:22.200 --> 01:02:22.220]   and
[01:02:22.220 --> 01:02:22.240]   and
[01:02:22.240 --> 01:02:22.280]   and
[01:02:22.280 --> 01:02:22.300]   and
[01:02:22.300 --> 01:02:22.320]   and
[01:02:22.320 --> 01:02:22.400]   and
[01:02:51.080 --> 01:02:51.080]   and
[01:02:51.080 --> 01:02:51.100]   and
[01:02:51.100 --> 01:02:51.120]   and
[01:02:51.120 --> 01:02:51.140]   and
[01:02:51.140 --> 01:02:51.160]   and
[01:02:51.160 --> 01:02:51.180]   and
[01:02:51.220 --> 01:03:20.360]   check
[01:04:19.000 --> 01:04:26.380]   Thi

