
[00:00:00.040 --> 00:00:09.560]  �
[00:53:52.120 --> 00:53:52.120]   I'm depending on you to be a co-laborer with me in helping me to propagate
[00:53:52.120 --> 00:53:52.120]   I'm depending on you to be a co-laborer with me in helping me to propagate
[00:53:52.120 --> 00:53:52.120]   I'm depending on you to be a co-laborer with me in helping me to propagate
[00:53:52.120 --> 00:53:52.120]   I'm depending on you to be a co-laborer with me in helping me to propagate
[00:53:52.140 --> 00:54:22.140]   I'm depending on you to be a co-laborer with me in helping me to propagate
[00:54:22.140 --> 00:54:22.140]   I'm depending on you to be a co-laborer with me in helping me to propagate
[00:54:22.140 --> 00:54:22.140]   I'm depending on you to be a co-laborer with me in helping me to propagate
[00:54:22.140 --> 00:54:22.140]   I'm depending on you to be a co-laborer with me in helping me to propagate
[00:54:22.140 --> 00:54:22.140]   I'm depending on you to be a co-laborer with me in helping me to propagate
[00:54:22.140 --> 00:54:22.140]   I'm depending on you to be a co-laborer with me in helping me to propagate
[00:54:22.140 --> 00:54:22.140]   I'm depending on you to be a co-laborer with me in helping me to propagate
[00:54:22.140 --> 00:54:22.140]   I'm depending on you to be a co-laborer with me in helping me to propagate
[00:54:22.140 --> 00:54:22.140]   I'm depending on you to be a co-laborer with me in helping me to propagate
[00:54:22.140 --> 00:54:52.160]   horses and I'm depending on you to be a co-laborer with me in helping me to propagate

