
[00:00:00.000 --> 00:00:03.240]   (upbeat hip hop music)
[00:31:44.980 --> 00:31:46.900]   And do you think the future will be even happier?
[00:31:46.900 --> 00:31:49.820]   Or do you think you've experienced your happiest?
[00:31:49.820 --> 00:31:54.060]   - I think, like I think when we're kids,
[00:31:54.060 --> 00:31:55.700]   that's when we're our purest in happiness.
[00:31:55.700 --> 00:31:58.740]   And I think that's why you read books
[00:31:58.740 --> 00:32:00.220]   and you hear therapists talk about like,
[00:32:00.220 --> 00:32:02.140]   like find your inner child,
[00:32:02.140 --> 00:32:05.300]   because that's when we're our most pure
[00:32:05.300 --> 00:32:06.900]   before we're like tainted by the world,
[00:32:06.900 --> 00:32:10.060]   before we have aspirations that aren't,
[00:32:10.060 --> 00:32:12.300]   that aren't the right aspirations and things like that.
[00:32:12.300 --> 00:32:14.860]   So I sometimes think like,
[00:32:14.860 --> 00:32:17.820]   can I ever get to that point back before I was kind of like,
[00:32:17.820 --> 00:32:19.820]   'cause we're all in a sense like programmed,
[00:32:19.820 --> 00:32:21.860]   like even if you're not programmed
[00:32:21.860 --> 00:32:23.660]   and you think you're outside of this,
[00:32:23.660 --> 00:32:25.580]   at the end of the day, like we all,
[00:32:25.580 --> 00:32:28.660]   like we all have certain thoughts,
[00:32:28.660 --> 00:32:31.500]   patterns and things that were put into us by the world.
[00:32:31.500 --> 00:32:33.900]   And so like, can you escape that?
[00:32:33.900 --> 00:32:38.380]   And one of my, one of my plans to escape it,
[00:32:38.380 --> 00:32:39.700]   and this is something I've wanted to do
[00:32:39.700 --> 00:32:41.220]   ever since I was little.
[00:32:41.220 --> 00:32:43.260]   I think I told Bree about this.
[00:32:43.260 --> 00:32:45.140]   It's like, 'cause it's weird.
[00:32:45.140 --> 00:32:47.620]   Once you have money, it's just so weird
[00:32:47.620 --> 00:32:49.420]   because once you have like money,
[00:32:49.420 --> 00:32:50.940]   things that used to be exciting to you
[00:32:50.940 --> 00:32:53.580]   may not be exciting anymore because you got used to them.
[00:32:53.580 --> 00:32:57.860]   So it's like everyone really is on the same level
[00:32:57.860 --> 00:32:59.660]   of happiness because everyone just got used
[00:32:59.660 --> 00:33:00.740]   to what they have.
[00:33:00.740 --> 00:33:02.980]   So if you're, if you're like middle class,
[00:33:02.980 --> 00:33:06.620]   you got used to eating at, eating at certain restaurants.
[00:33:06.620 --> 00:33:07.860]   And then when you get to go to maybe,
[00:33:07.860 --> 00:33:10.300]   do you remember like when we were poor growing up,
[00:33:10.300 --> 00:33:11.660]   like, and we had our birthday dinners,
[00:33:11.660 --> 00:33:13.740]   like going to Noodles and Company
[00:33:13.740 --> 00:33:16.300]   was like our special birthday meal?
[00:33:16.300 --> 00:33:17.420]   Like that's crazy to think about.
[00:33:17.420 --> 00:33:21.420]   But now if Noodles and Company was my,
[00:33:21.420 --> 00:33:23.820]   was my like meal for lunch, I'd be like,
[00:33:23.820 --> 00:33:25.580]   "Yo, I'm eating bad today."
[00:33:25.580 --> 00:33:27.540]   But that used to be like our special meal.
[00:33:27.540 --> 00:33:30.900]   So like one of my goals to kind of detach
[00:33:30.900 --> 00:33:35.260]   from the programming of that is
[00:33:35.260 --> 00:33:37.020]   there's gonna be like a year in my life,
[00:33:37.020 --> 00:33:38.660]   like once my career is over,
[00:33:38.660 --> 00:33:41.100]   where I live like a very minimalistic life.
[00:33:41.100 --> 00:33:43.940]   Like I'm not gonna live in, in one of my houses,
[00:33:43.940 --> 00:33:44.980]   like here in Denver.
[00:33:44.980 --> 00:33:47.740]   I'm gonna get like a, like a super little house
[00:33:47.740 --> 00:33:49.460]   and I'm gonna only spend maybe,
[00:33:49.460 --> 00:33:51.900]   I'm gonna try to like live on like $1,000 a month.
[00:33:51.900 --> 00:33:54.700]   Like something that like the lower class would do
[00:33:54.700 --> 00:33:57.580]   just to kind of like go all the way.
[00:33:57.580 --> 00:33:59.900]   I've thought about like maybe one day
[00:33:59.900 --> 00:34:02.540]   even like trying to see if I could be homeless for a year.
[00:34:02.540 --> 00:34:05.140]   Like, not a year, maybe not a year, a month, a month.
[00:34:05.140 --> 00:34:06.700]   I think the homeless thing was a month,
[00:34:06.700 --> 00:34:09.300]   but live the minimalistic lifestyle for like a year.
[00:34:09.300 --> 00:34:12.220]   'Cause then thinking about going back to all your blessings,
[00:34:12.220 --> 00:34:13.860]   you would appreciate them all over again.
[00:34:13.860 --> 00:34:14.700]   - It would be so new.
[00:34:14.700 --> 00:34:16.460]   Yeah, that's the thing, you just get like,
[00:34:16.460 --> 00:34:18.380]   you just get used to it and you don't see it
[00:34:18.380 --> 00:34:20.580]   for like the blessing it is when it's just the everyday.
[00:34:20.580 --> 00:34:23.780]   - And then you just are always searching for more and more.
[00:34:23.780 --> 00:34:26.300]   That's why people that actually get
[00:34:26.300 --> 00:34:28.540]   what they like wanted in life
[00:34:28.540 --> 00:34:30.780]   as far as you know, finances or whatever,
[00:34:30.780 --> 00:34:32.440]   sometimes they end up the most unhappy
[00:34:32.440 --> 00:34:34.500]   because they thought this thing far out
[00:34:34.500 --> 00:34:37.000]   was gonna bring them peace and bring them happiness,
[00:34:37.000 --> 00:34:38.380]   but it didn't.
[00:34:38.380 --> 00:34:43.140]   So I've realized that, you know, getting rich,
[00:34:43.140 --> 00:34:46.580]   you know, even winning an NBA championship,
[00:34:46.580 --> 00:34:48.340]   maybe being one of the best players in the NBA,
[00:34:48.340 --> 00:34:50.380]   that ultimately doesn't bring
[00:34:50.380 --> 00:34:52.760]   like ultimate happiness and peace.
[00:34:54.400 --> 00:34:56.920]   So I think that's one of my things I wanna do.
[00:34:56.920 --> 00:34:59.360]   - Well, that's probably why like you can,
[00:34:59.360 --> 00:35:02.440]   he said that those big like accomplishments
[00:35:02.440 --> 00:35:04.440]   don't bring ultimate happiness and peace.
[00:35:04.440 --> 00:35:06.360]   It's like appreciating like the everyday blessings
[00:35:06.360 --> 00:35:07.640]   around you that we get used to,
[00:35:07.640 --> 00:35:09.720]   but the people that like the janitors
[00:35:09.720 --> 00:35:10.920]   that you see that are so happy
[00:35:10.920 --> 00:35:13.000]   or the people like living the lifestyle
[00:35:13.000 --> 00:35:15.080]   that you're talking about that are so happy,
[00:35:15.080 --> 00:35:16.480]   like they've just found the hack
[00:35:16.480 --> 00:35:19.080]   of like appreciating like the mundane.
[00:35:19.080 --> 00:35:22.300]   - Yeah, appreciating the process of life,
[00:35:22.300 --> 00:35:24.880]   what they do have, the blessings they do have.
[00:35:24.880 --> 00:35:27.040]   It's weird how you can have so many blessings
[00:35:27.040 --> 00:35:28.840]   and so many things good in your life,
[00:35:28.840 --> 00:35:31.760]   but we always focus on the one thing that we don't have
[00:35:31.760 --> 00:35:33.280]   or we wish we had.
[00:35:33.280 --> 00:35:34.120]   And so I don't know.
[00:35:34.120 --> 00:35:36.880]   I feel like that's like Western society programming
[00:35:36.880 --> 00:35:38.040]   'cause I don't know if people,
[00:35:38.040 --> 00:35:39.360]   I mean, you've been over there, you know,
[00:35:39.360 --> 00:35:40.440]   taking care of those little kids.
[00:35:40.440 --> 00:35:43.080]   I don't know if they really live like that.
[00:35:43.080 --> 00:35:46.680]   - I mean, I would say no from what I experienced.
[00:35:46.680 --> 00:35:48.100]   Like I feel like they were literally so happy
[00:35:48.100 --> 00:35:51.920]   and they live in a literal dirt hut smaller than this room.
[00:35:51.920 --> 00:35:53.440]   Like the whole family's in there.
[00:35:53.440 --> 00:35:56.960]   - So that's why I say like no matter how far detached
[00:35:56.960 --> 00:35:58.720]   you think you are, like to an extent,
[00:35:58.720 --> 00:35:59.640]   we're all kind of programmed.
[00:35:59.640 --> 00:36:04.180]   And I'm so thankful that I was homeschooled growing up
[00:36:04.180 --> 00:36:06.760]   because I think I'm less programmed than some people
[00:36:06.760 --> 00:36:09.000]   and I can think freer than some people.
[00:36:09.000 --> 00:36:10.160]   But to an extent, we all are.
[00:36:10.160 --> 00:36:13.400]   So I wanna somehow figure out ways to detach from that.
[00:36:13.400 --> 00:36:17.840]   And I think, you know, choosing to live
[00:36:17.840 --> 00:36:21.280]   in a way where I could live a certain way
[00:36:21.280 --> 00:36:23.200]   would be a cool way to do it,
[00:36:23.200 --> 00:36:25.260]   but that's just a goal of mine.
[00:36:25.260 --> 00:36:28.520]   Should I ask my curious question?
[00:36:28.520 --> 00:36:29.520]   - Oh yeah, go for it.
[00:36:29.520 --> 00:36:30.600]   Should I step out of the frame
[00:36:30.600 --> 00:36:32.200]   while you talk with the people?
[00:36:32.200 --> 00:36:34.880]   - No, you don't have to.
[00:36:34.880 --> 00:36:36.240]   So yeah, we're gonna start this new thing
[00:36:36.240 --> 00:36:40.280]   called Curious Questions.
[00:36:40.280 --> 00:36:41.800]   And this is just something I'm curious
[00:36:41.800 --> 00:36:44.040]   about your guys' thoughts on, you know what I mean?
[00:36:44.040 --> 00:36:45.240]   This is called Curious Mike,
[00:36:45.240 --> 00:36:47.840]   so we talk openly about things.
[00:36:47.840 --> 00:36:50.860]   My question for y'all for this episode
[00:36:50.860 --> 00:36:54.640]   is now that we're some time removed from COVID,
[00:36:54.640 --> 00:36:59.680]   and the coronavirus is not as talked about
[00:36:59.680 --> 00:37:01.000]   and things like that,
[00:37:01.000 --> 00:37:06.000]   what are your guys' thoughts on the virus, the vaccine?
[00:37:06.000 --> 00:37:07.360]   Did the vaccine help?
[00:37:07.360 --> 00:37:08.280]   Did it hurt?
[00:37:08.280 --> 00:37:11.320]   You know, you got some people that think the vaccine
[00:37:11.320 --> 00:37:14.100]   is the reason that we're not dealing with it as much.
[00:37:14.100 --> 00:37:16.160]   You got other people who think
[00:37:16.160 --> 00:37:18.120]   people are dying from the vaccine
[00:37:19.400 --> 00:37:22.220]   or they're having complications with the vaccine.
[00:37:22.220 --> 00:37:25.180]   So now that we're some time removed,
[00:37:25.180 --> 00:37:27.540]   I wanna know your guys' thoughts on that.
[00:37:27.540 --> 00:37:31.220]   I'm actually one of like five or six NBA players
[00:37:31.220 --> 00:37:32.580]   that didn't get vaccinated.
[00:37:32.580 --> 00:37:34.300]   - So few.
[00:37:34.300 --> 00:37:37.420]   - I don't know if it was like the best thing,
[00:37:37.420 --> 00:37:38.380]   not the best thing.
[00:37:38.380 --> 00:37:39.460]   I think I did the right thing.
[00:37:39.460 --> 00:37:40.300]   I got teammates telling me
[00:37:40.300 --> 00:37:41.740]   like they wish they didn't get vaccinated,
[00:37:41.740 --> 00:37:42.620]   things like that.
[00:37:42.620 --> 00:37:45.300]   But there was a time where it was like so pushed
[00:37:45.300 --> 00:37:47.260]   and it was trying to be forced on us.
[00:37:47.260 --> 00:37:50.920]   So I'm curious what your guys' thoughts are surrounding that
[00:37:50.920 --> 00:37:53.260]   now that we're a little bit removed from that.
[00:37:53.260 --> 00:37:56.600]   I'm excited to get back into Curious Mike.
[00:37:56.600 --> 00:37:58.880]   I know it's been over a year.
[00:37:58.880 --> 00:38:00.520]   You know, I was dealing with some injury stuff.
[00:38:00.520 --> 00:38:01.760]   I couldn't find the motivation,
[00:38:01.760 --> 00:38:05.280]   but I appreciate you guys
[00:38:05.280 --> 00:38:06.860]   and we're gonna get back into it.
[00:38:06.860 --> 00:38:09.040]   I'm gonna start recording episodes pretty often
[00:38:09.040 --> 00:38:11.640]   and just dropping them whenever I record them.
[00:38:11.640 --> 00:38:14.240]   So that's how we're gonna do it from here on out.
[00:38:14.240 --> 00:38:15.500]   If you guys have any guests
[00:38:15.500 --> 00:38:20.500]   that you wanna see me interview or any questions for me,
[00:38:20.500 --> 00:38:23.940]   I'll be doing solo episodes like this from time to time.
[00:38:23.940 --> 00:38:25.900]   And we're gonna go from there.
[00:38:25.900 --> 00:38:27.740]   So I'm gonna try to get it back cracking.
[00:38:27.740 --> 00:38:29.000]   This is episode one.
[00:38:29.000 --> 00:38:29.840]   Yes, sir.
[00:38:29.840 --> 00:38:32.820]   (upbeat music)
[00:38:32.820 --> 00:38:33.660]   - Good job.
[00:38:33.660 --> 00:38:34.500]   - All right, that was good?
[00:38:34.500 --> 00:38:35.980]   - Yeah, that was good.
[00:38:35.980 --> 00:38:36.820]   - Are you sure?
[00:38:36.820 --> 00:38:37.740]   - Get that cracking.
[00:38:37.740 --> 00:38:39.780]   - I hope.
[00:38:39.780 --> 00:38:42.340]   Sometimes I think I'm too open on these things.
[00:38:42.340 --> 00:38:43.720]   - But that's the whole point.
[00:38:43.720 --> 00:38:45.600]   - That is the whole point, yeah.
[00:38:45.600 --> 00:38:48.920]   It's not like I made it to try to keep like a...
[00:38:48.920 --> 00:38:51.000]   Like I made it so that I could just talk about
[00:38:51.000 --> 00:38:52.480]   how I wanna talk about.
[00:38:52.480 --> 00:38:53.320]   - Yeah.
[00:38:53.320 --> 00:38:55.380]   you
[00:38:55.380 --> 00:38:57.440]   you

