
[00:00:00.040 --> 00:00:10.460]   love
[00:59:43.160 --> 00:59:43.860]   "G,G,G,G,G,G,G,G,G,G,G, — De� R ruined wins letter schó e ED oudat e but is the i'm GREG law imagine the K. I'm the Или gewesen
[00:59:43.880 --> 00:59:45.400]   K.
[00:59:45.400 --> 00:59:48.700]   Is it a mistake to take money from bad people?
[00:59:48.700 --> 00:59:53.900]   Do you have to do a morals test of a potential donor?
[00:59:53.900 --> 00:59:56.400]   I don't think so.
[00:59:56.400 --> 01:00:03.900]   It's complicated because if there are no conditions attached to it, I think it's emotionally complicated.
[01:00:03.900 --> 01:00:06.900]   I don't think that it is rationally complicated.
[01:00:06.900 --> 01:00:10.400]   It's emotionally complicated.
[01:00:10.400 --> 01:00:13.500]   It's particularly complicated if they want naming rights.
[01:00:13.500 --> 01:00:13.900]   .
[01:00:14.040 --> 01:00:43.840]   I don't think so.
[01:00:43.840 --> 01:00:43.840]   I don't think so. I think if you're going to do it, you need to have a reason to do it.
[01:00:43.840 --> 01:00:43.840]   I don't think so. I think if you're going to do it, you need to have a reason to do it.
[01:00:43.840 --> 01:00:43.840]   I think if you're going to do it, you need to have a reason to do it.
[01:00:43.840 --> 01:00:43.840]   I think if you're going to do it, you need to have a reason to do it.
[01:00:43.840 --> 01:00:43.840]   I think if you're going to do it, you need to have a reason to do it.
[01:00:43.840 --> 01:00:43.840]   I think if you're going to do it, you need to have a reason to do it.
[01:00:43.840 --> 01:00:43.840]   I think if you're going to do it, you need to have a reason to do it.
[01:00:43.840 --> 01:00:43.840]   I think if you're going to do it, you need to have a reason to do it.
[01:00:43.840 --> 01:00:43.840]   I think if you're going to do it, you need to have a reason to do it.
[01:00:43.880 --> 01:00:54.140]   kh
[01:00:54.140 --> 01:00:57.560]   Godzilla, li,
[01:01:42.200 --> 01:01:42.200]   You can make the case that accepting money from the Department of Defense from DARPA, from the United States organizations that contributed to waging war and killing hundreds of thousands of civilians over the past few decades. Correct. Folks like the tenured professor Noam Chomsky will make the case that that is far more evil than being able to make a living.
[01:01:42.200 --> 01:01:42.200]   Right. Folks like the tenured professor Noam Chomsky will make the case that that is far more evil than being able to make a living.
[01:01:42.200 --> 01:01:42.200]   Right. Folks like the tenured professor Noam Chomsky will make the case that that is far more evil than being able to make a living.
[01:01:42.200 --> 01:01:42.200]   Right. Folks like the tenured professor Noam Chomsky will make the case that that is far more evil than being able to make a living.
[01:01:42.200 --> 01:01:42.200]   Right. Folks like the tenured professor Noam Chomsky will make the case that that is far more evil than being able to make a living.
[01:02:11.420 --> 01:02:40.560]   M.I.T. is responding to fire a few scapegoats and it didn't seem like a genuine response to the evils that human beings are capable of sort of rising to the surface the description in a fully transparent way of all the interactions that happened with Jeffrey Epstein and what that means.
[01:02:40.560 --> 01:03:09.740]  ,
[01:03:09.740 --> 01:03:09.740]   M.I.T. is responding to fire a few scapegoats and it didn't seem like a genuine response to the evils that human beings are capable of sort of rising to the surface the description in a fully transparent way of all the interactions that happened with Jeffrey Epstein and what that means.
[01:03:09.740 --> 01:03:09.740]   M.I.T. is responding to fire a few scapegoats and it didn't seem like a genuine response to the evils that human beings are capable of sort of rising to the surface the description in a fully transparent way of all the interactions that happened with Jeffrey Epstein and what that means.
[01:03:09.780 --> 01:03:38.920]  , M.I.T. is responding to fire a few scapegoats and it didn't seem like a genuine response to the evils that human beings are capable of sort of rising to the surface the description in a fully transparent way of all the interactions that happened with Jeffrey Epstein and what that means.
[01:03:38.920 --> 01:03:38.920]   M.I.T. is responding to fire a few scapegoats and it didn't seem like a genuine response to the evils that human beings are capable of sort of suffering to the earth.
[01:03:38.940 --> 01:03:40.920]   I think university has the right to limit the naming rights for a donor.
[01:03:40.920 --> 01:03:41.920]   I think university has the right to limit the naming rights for a donor.
[01:03:41.920 --> 01:03:42.920]   I think university has the right to limit the naming rights for a donor.
[01:03:42.920 --> 01:03:43.920]   If I was an absolutist, I wouldn't even say that.
[01:03:43.920 --> 01:03:44.920]   If I was an absolutist, I wouldn't even say that.
[01:03:44.920 --> 01:03:45.920]   If I was an absolutist, I wouldn't even say that.
[01:03:45.920 --> 01:03:46.920]   I'm not an absolutist.
[01:03:46.920 --> 01:03:47.920]   I have my limits and that's one of them.
[01:03:47.920 --> 01:03:48.920]   I'm not an absolutist.
[01:03:48.920 --> 01:03:49.920]   I have my limits and that's one of them.
[01:03:49.920 --> 01:03:50.920]   The Jeffrey Epstein Biological Laboratory is a little bit much.
[01:03:50.920 --> 01:03:51.920]   The Jeffrey Epstein Biological Laboratory is a little bit much.
[01:03:51.920 --> 01:04:06.920]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:04:06.920 --> 01:04:08.100]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:04:08.280 --> 01:04:37.280]  ,
[01:04:37.280 --> 01:04:38.120]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:04:38.120 --> 01:04:38.120]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:04:38.120 --> 01:04:38.120]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:04:38.120 --> 01:04:38.120]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:04:38.120 --> 01:04:38.120]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:04:38.120 --> 01:04:38.120]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:04:38.120 --> 01:04:38.120]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:04:38.120 --> 01:04:38.120]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:04:38.120 --> 01:04:38.120]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:04:38.120 --> 01:04:38.120]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:04:38.140 --> 01:05:08.140]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:05:08.140 --> 01:05:08.140]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:05:08.140 --> 01:05:08.140]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:05:08.140 --> 01:05:08.140]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:05:08.140 --> 01:05:08.140]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:05:08.140 --> 01:05:08.140]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:05:08.140 --> 01:05:08.140]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:05:08.140 --> 01:05:08.140]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:05:08.140 --> 01:05:08.140]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:05:08.140 --> 01:05:08.140]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:05:08.160 --> 01:05:38.160]  ,
[01:05:38.160 --> 01:05:38.160]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:05:38.160 --> 01:05:38.160]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:05:38.160 --> 01:05:38.160]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:05:38.160 --> 01:05:38.160]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:05:38.160 --> 01:05:38.160]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:05:38.160 --> 01:05:38.160]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:05:38.160 --> 01:05:38.160]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:05:38.160 --> 01:05:38.160]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:05:38.200 --> 01:06:08.180]  ,
[01:06:08.180 --> 01:06:08.180]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:06:08.180 --> 01:06:08.180]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:06:08.180 --> 01:06:08.180]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:06:08.180 --> 01:06:08.180]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:06:08.180 --> 01:06:08.180]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:06:08.180 --> 01:06:08.180]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:06:08.180 --> 01:06:08.180]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:06:08.180 --> 01:06:08.180]   It feels like there should be a requirement on the fact that the donor was a victim.
[01:06:08.200 --> 01:06:38.200]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:06:38.200 --> 01:06:38.200]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:06:38.200 --> 01:06:38.200]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:06:38.200 --> 01:06:38.200]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:06:38.200 --> 01:06:38.200]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:06:38.200 --> 01:06:38.200]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:06:38.200 --> 01:06:38.200]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:06:38.200 --> 01:06:38.200]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:06:38.200 --> 01:06:38.200]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:06:38.200 --> 01:06:38.200]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:06:38.240 --> 01:07:08.220]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:07:08.220 --> 01:07:08.220]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:07:08.220 --> 01:07:08.220]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:07:08.220 --> 01:07:08.220]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:07:08.220 --> 01:07:08.220]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:07:08.220 --> 01:07:08.220]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:07:08.240 --> 01:07:38.240]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:07:38.240 --> 01:07:38.240]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:07:38.240 --> 01:07:38.240]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:07:38.240 --> 01:07:38.240]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:07:38.240 --> 01:07:38.240]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:07:38.240 --> 01:07:38.240]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:07:38.240 --> 01:07:38.240]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:07:38.240 --> 01:07:38.240]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:07:38.240 --> 01:07:38.240]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:07:38.240 --> 01:07:38.240]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:07:38.260 --> 01:08:08.260]  ,
[01:08:08.260 --> 01:08:08.260]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:08:08.260 --> 01:08:08.260]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:08:08.260 --> 01:08:08.260]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:08:08.260 --> 01:08:08.260]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:08:08.260 --> 01:08:08.260]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:08:08.260 --> 01:08:08.260]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:08:08.260 --> 01:08:08.260]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:08:08.280 --> 01:08:38.280]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:08:38.280 --> 01:08:38.280]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:08:38.280 --> 01:08:38.280]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:08:38.280 --> 01:08:38.280]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:08:38.280 --> 01:08:38.280]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:08:38.280 --> 01:08:38.280]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:08:38.280 --> 01:08:38.280]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:08:38.280 --> 01:08:38.280]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:08:38.280 --> 01:08:38.280]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:08:38.320 --> 01:09:08.300]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:09:08.300 --> 01:09:08.300]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:09:08.300 --> 01:09:08.300]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:09:08.300 --> 01:09:08.300]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:09:08.300 --> 01:09:08.300]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:09:08.300 --> 01:09:08.300]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:09:08.300 --> 01:09:08.300]   I feel like there should be a requirement on the fact that the donor was a victim.
[01:09:08.320 --> 01:09:38.320]   The other thing that I think is really important is that the donor was a victim.
[01:09:38.320 --> 01:09:38.320]   The other thing that I think is really important is that the donor was a victim.
[01:09:38.320 --> 01:09:38.320]   The other thing that I think is really important is that the donor was a victim.
[01:09:38.320 --> 01:09:38.320]   The other thing that I think is really important is that the donor was a victim.
[01:09:38.320 --> 01:09:38.320]   The other thing that I think is really important is that the donor was a victim.
[01:09:38.320 --> 01:09:38.320]   The other thing that I think is really important is that the donor was a victim.
[01:09:38.320 --> 01:09:38.320]   The other thing that I think is really important is that the donor was a victim.
[01:09:38.320 --> 01:09:38.320]   The other thing that I think is really important is that the donor was a victim.
[01:09:38.320 --> 01:09:38.320]   The other thing that I think is really important is that the donor was a victim.
[01:09:38.320 --> 01:09:38.320]   The other thing that I think is really important is that the donor was a victim.
[01:09:38.320 --> 01:09:38.320]   The other thing that I think is really important is that the donor was a victim.
[01:09:38.320 --> 01:10:08.340]  ,
[01:10:08.340 --> 01:10:08.340]   The other thing that I think is really important is that the donor was a victim.
[01:10:08.340 --> 01:10:08.340]   The other thing that I think is really important is that the donor was a victim.
[01:10:08.340 --> 01:10:08.340]   The other thing that I think is really important is that the donor was a victim.
[01:10:08.340 --> 01:10:08.340]   The other thing that I think is really important is that the donor was a victim.
[01:10:08.340 --> 01:10:08.340]   The other thing that I think is really important is that the donor was a victim.
[01:10:08.340 --> 01:10:08.340]   The other thing that I think is really important is that the donor was a victim.
[01:10:08.360 --> 01:10:38.360]   The other thing that I think is really important is that the donor was a victim.
[01:10:38.360 --> 01:10:38.360]   The other thing that I think is really important is that the donor was a victim.
[01:10:38.360 --> 01:10:38.360]   The other thing that I think is really important is that the donor was a victim.
[01:10:38.360 --> 01:10:38.360]   The other thing that I think is really important is that the donor was a victim.
[01:10:38.360 --> 01:10:38.360]   The other thing that I think is really important is that the donor was a victim.
[01:10:38.360 --> 01:10:38.360]   The other thing that I think is really important is that the donor was a victim.
[01:10:38.360 --> 01:10:38.360]   The other thing that I think is really important is that the donor was a victim.
[01:10:38.360 --> 01:10:38.360]   The other thing that I think is really important is that the donor was a victim.
[01:10:38.360 --> 01:10:38.360]   The other thing that I think is really important is that the donor was a victim.
[01:10:38.360 --> 01:10:38.360]   The other thing that I think is really important is that the donor was a victim.
[01:10:38.360 --> 01:10:38.360]   The other thing that I think is really important is that the donor was a victim.
[01:10:38.400 --> 01:11:08.380]  ,
[01:11:08.380 --> 01:11:08.380]   The other thing that I think is really important is that the donor was a victim.
[01:11:08.380 --> 01:11:08.380]   The other thing that I think is really important is that the donor was a victim.
[01:11:08.380 --> 01:11:08.380]   The other thing that I think is really important is that the donor was a victim.
[01:11:08.380 --> 01:11:08.380]   The other thing that I think is really important is that the donor was a victim.
[01:11:08.380 --> 01:11:08.380]   The other thing that I think is really important is that the donor was a victim.
[01:11:08.380 --> 01:11:08.380]   The other thing that I think is really important is that the donor was a victim.
[01:11:08.400 --> 01:11:38.400]   The other thing that I think is really important is that the donor was a victim.
[01:11:38.400 --> 01:11:38.400]   The other thing that I think is really important is that the donor was a victim.
[01:11:38.400 --> 01:11:38.400]   The other thing that I think is really important is that the donor was a victim.
[01:11:38.400 --> 01:11:38.400]   The other thing that I think is really important is that the donor was a victim.
[01:11:38.400 --> 01:11:38.400]   The other thing that I think is really important is that the donor was a victim.
[01:11:38.400 --> 01:11:38.400]   The other thing that I think is really important is that the donor was a victim.
[01:11:38.400 --> 01:11:38.400]   The other thing that I think is really important is that the donor was a victim.
[01:11:38.400 --> 01:11:38.400]   The other thing that I think is really important is that the donor was a victim.
[01:11:38.400 --> 01:11:38.400]   The other thing that I think is really important is that the donor was a victim.
[01:11:38.400 --> 01:11:38.400]   The other thing that I think is really important is that the donor was a victim.
[01:11:38.400 --> 01:11:38.400]   the other thing that I think is really important is that the donor was a victim.
[01:11:38.440 --> 01:12:08.420]  ,
[01:12:08.420 --> 01:12:08.420]   and the other thing that I think is really important is that the donor was a victim.
[01:12:08.420 --> 01:12:08.420]   and the other thing that I think is really important is that the donor was a victim.
[01:12:08.420 --> 01:12:08.420]   and the other thing that I think is really important is that the donor was a victim.
[01:12:08.420 --> 01:12:08.420]   and the other thing that I think is really important is that the donor was a victim.
[01:12:08.420 --> 01:12:08.420]   and the other thing that I think is really important is that the donor was a victim.
[01:12:08.420 --> 01:12:08.420]   and the other thing that I think is really important is that the donor was a victim.
[01:12:08.440 --> 01:12:38.440]   and the other thing that I think is really important is that the donor was a victim.
[01:12:38.440 --> 01:12:38.440]   and the other thing that I think is really important is that the donor was a victim.
[01:12:38.440 --> 01:12:38.440]   and the other thing that I think is really important is that the donor was a victim.
[01:12:38.440 --> 01:12:38.440]   and the other thing that I think is really important is that the donor was a victim.
[01:12:38.440 --> 01:12:38.440]   and the other thing that I think is really important is that the donor was a victim.
[01:12:38.440 --> 01:12:38.440]   and the other thing that I think is really important is that the donor was a victim.
[01:12:38.440 --> 01:12:38.440]   and the other thing that I think is really important is that the donor was a victim.
[01:12:38.440 --> 01:12:38.440]   and the other thing that I think is really important is that the donor was a victim.
[01:12:38.440 --> 01:12:38.440]   and the other thing that I think is really important is that the donor was a victim.
[01:12:38.440 --> 01:12:38.440]   and the other thing that I think is really important is that the donor was a victim.
[01:12:38.480 --> 01:13:08.460]   and the other thing that I think is really important is that the donor was a victim.
[01:13:08.460 --> 01:13:08.460]   and the other thing that I think is really important is that the donor was a victim.
[01:13:08.460 --> 01:13:08.460]   and the other thing that I think is really important is that the donor was a victim.
[01:13:08.460 --> 01:13:08.460]   and the other thing that I think is really important is that the donor was a victim.
[01:13:08.480 --> 01:13:38.480]   and the other thing that I think is really important is that the donor was a victim.
[01:13:38.480 --> 01:13:38.480]   and the other thing that I think is really important is that the donor was a victim.
[01:13:38.480 --> 01:13:38.480]   and the other thing that I think is really important is that the donor was a victim.
[01:13:38.480 --> 01:13:38.480]   and the other thing that I think is really important is that the donor was a victim.
[01:13:38.480 --> 01:13:38.480]   and the other thing that I think is really important is that the donor was a victim.
[01:13:38.480 --> 01:13:38.480]   and the other thing that I think is really important is that the donor was a victim.
[01:13:38.480 --> 01:13:38.480]   and the other thing that I think is really important is that the donor was a victim.
[01:13:38.480 --> 01:13:38.480]   and the other thing that I think is really important is that the donor was a victim.
[01:13:38.480 --> 01:13:38.480]   and the other thing that I think is really important is that the donor was a victim.
[01:13:38.480 --> 01:13:38.480]   and the other thing that I think is really important is that the donor was a victim.
[01:13:38.520 --> 01:14:08.500]  ,
[01:14:08.500 --> 01:14:08.500]   and the other thing that I think is really important is that the donor was a victim.
[01:14:08.500 --> 01:14:08.500]   and the other thing that I think is really important is that the donor was a victim.
[01:14:08.500 --> 01:14:08.500]   and the other thing that I think is really important is that the donor was a victim.
[01:14:08.500 --> 01:14:08.500]   and the other thing that I think is really important is that the donor was a victim.
[01:14:08.500 --> 01:14:08.500]   and the other thing that I think is really important is that the donor was a victim.
[01:14:08.500 --> 01:14:08.500]   and the other thing that I think is really important is that the donor was a victim.
[01:14:08.500 --> 01:14:08.500]   and the other thing that I think is really important is that the donor was a victim.
[01:14:08.500 --> 01:14:08.500]   and the other thing that I think is really important is that the donor was a victim.
[01:14:08.520 --> 01:14:38.520]   and the other thing that I think is really important is that the donor was a victim.
[01:14:38.520 --> 01:14:38.520]   and the other thing that I think is really important is that the donor was a victim.
[01:14:38.520 --> 01:14:38.520]   and the other thing that I think is really important is that the donor was a victim.
[01:14:38.520 --> 01:14:38.520]   and the other thing that I think is really important is that the donor was a victim.
[01:14:38.520 --> 01:14:38.520]   and the other thing that I think is really important is that the donor was a victim.
[01:14:38.520 --> 01:14:38.520]   and the other thing that I think is really important is that the donor was a victim.
[01:14:38.520 --> 01:14:38.520]   and the other thing that I think is really important is that the donor was a victim.
[01:14:38.520 --> 01:14:38.520]   and the other thing that I think is really important is that the donor was a victim.
[01:14:38.520 --> 01:14:38.520]   and the other thing that I think is really important is that the donor was a victim.
[01:14:38.520 --> 01:14:38.520]   and the other thing that I think is really important is that the donor was a victim.
[01:14:38.560 --> 01:15:08.540]   and the other thing that I think is really important is that the donor was a victim.
[01:15:08.540 --> 01:15:08.540]   and the other thing that I think is really important is that the donor was a victim.
[01:15:08.540 --> 01:15:08.540]   and the other thing that I think is really important is that the donor was a victim.
[01:15:08.540 --> 01:15:08.540]   and the other thing that I think is really important is that the donor was a victim.
[01:15:08.540 --> 01:15:08.540]   and the other thing that I think is really important is that the donor was a victim.
[01:15:08.540 --> 01:15:08.540]   and the other thing that I think is really important is that the donor was a victim.
[01:15:08.560 --> 01:15:38.560]   and the other thing that I think is really important is that the donor was a victim.
[01:15:38.560 --> 01:15:38.560]   and the other thing that I think is really important is that the donor was a victim.
[01:15:38.560 --> 01:15:38.560]   and the other thing that I think is really important is that the donor was a victim.
[01:15:38.560 --> 01:15:38.560]   and the other thing that I think is really important is that the donor was a victim.
[01:15:38.560 --> 01:15:38.560]   and the other thing that I think is really important is that the donor was a victim.
[01:15:38.560 --> 01:15:38.560]   and the other thing that I think is really important is that the donor was a victim.
[01:15:38.560 --> 01:15:38.560]   and the other thing that I think is really important is that the donor was a victim.
[01:15:38.560 --> 01:15:38.560]   and the other thing that I think is really important is that the donor was a victim.
[01:15:38.560 --> 01:15:38.560]   and the other thing that I think is really important is that the donor was a victim.
[01:15:38.560 --> 01:15:38.560]   and the other thing that I think is really important is that the donor was a victim.
[01:15:38.580 --> 01:16:08.580]   and the other thing that I think is really important is that the donor was a victim.
[01:16:08.580 --> 01:16:08.580]   and the other thing that I think is really important is that the donor was a victim.
[01:16:08.580 --> 01:16:08.580]   and the other thing that I think is really important is that the donor was a victim.
[01:16:08.580 --> 01:16:08.580]   and the other thing that I think is really important is that the donor was a victim.
[01:16:08.580 --> 01:16:08.580]   and the other thing that I think is really important is that the donor was a victim.
[01:16:08.580 --> 01:16:08.580]   and the other thing that I think is really important is that the donor was a victim.
[01:16:08.580 --> 01:16:08.580]   and the other thing that I think is really important is that the donor was a victim.
[01:16:08.620 --> 01:16:38.600]  ,
[01:16:38.600 --> 01:16:38.600]   and the other thing that I think is really important is that the donor was a victim.
[01:16:38.600 --> 01:16:38.600]   and the other thing that I think is really important is that the donor was a victim.
[01:16:38.600 --> 01:16:38.600]   and the other thing that I think is really important is that the donor was a victim.
[01:16:38.600 --> 01:16:38.600]   and the other thing that I think is really important is that the donor was a victim.
[01:16:38.600 --> 01:16:38.600]   and the other thing that I think is really important is that the donor was a victim.
[01:16:38.600 --> 01:16:38.600]   and the other thing that I think is really important is that the donor was a victim.
[01:16:38.600 --> 01:16:38.600]   and the other thing that I think is really important is that the donor was a victim.
[01:16:38.600 --> 01:16:38.600]   and the other thing that I think is really important is that the donor was a victim.
[01:16:38.620 --> 01:17:08.620]   I think that the donor was a victim.
[01:17:08.620 --> 01:17:08.620]   and the other thing that I think is really important is that the donor was a victim.
[01:17:08.620 --> 01:17:08.620]   and the other thing that I think is really important is that the donor was a victim.
[01:17:08.620 --> 01:17:08.620]   and the other thing that I think is really important is that the donor was a victim.
[01:17:08.620 --> 01:17:08.620]   and the other thing that I think is really important is that the donor was a victim.
[01:17:08.620 --> 01:17:08.620]   and the other thing that I think is really important is that the donor was a victim.
[01:17:08.620 --> 01:17:08.620]   and the other thing that I think is really important is that the donor was a victim.
[01:17:08.620 --> 01:17:08.620]   and the other thing that I think is really important is that the donor was a victim.
[01:17:08.620 --> 01:17:08.620]   and the other thing that I think is really important is that the donor was a victim.
[01:17:08.620 --> 01:17:08.620]   and the other thing that I think is really important is that the donor was a victim.
[01:17:08.620 --> 01:17:08.620]   and the other thing that I think is really important is that the donor was a victim.
[01:17:08.760 --> 01:17:38.640]   and the other thing that I think is really important is that the donor was a victim.
[01:17:38.640 --> 01:17:38.640]   and the other thing that I think is really important is that the donor was a victim.
[01:17:38.660 --> 01:18:08.660]   and the other thing that I think is really important is that the donor was a victim.
[01:18:08.660 --> 01:18:08.660]   and the other thing that I think is really important is that the donor was a victim.
[01:18:08.660 --> 01:18:08.660]   and the other thing that I think is really important is that the donor was a victim.
[01:18:08.660 --> 01:18:08.660]   and the other thing that I think is really important is that the donor was a victim.
[01:18:08.660 --> 01:18:08.660]   and the other thing that I think is really important is that the donor was a victim.
[01:18:08.660 --> 01:18:08.660]   and the other thing that I think is really important is that the donor was a victim.
[01:18:08.660 --> 01:18:08.660]   and the other thing that I think is really important is that the donor was a victim.
[01:18:08.660 --> 01:18:08.660]   and the other thing that I think is really important is that the donor was a victim.
[01:18:08.660 --> 01:18:08.660]   and the other thing that I think is really important is that the donor was a victim.
[01:18:08.660 --> 01:18:08.660]   and the other thing that I think is really important is that the donor was a victim.
[01:18:08.700 --> 01:18:38.680]   and the other thing that I think is really important is that the donor was a victim.
[01:18:38.680 --> 01:18:38.680]   and the other thing that I think is really important is that the donor was a victim.
[01:18:38.680 --> 01:18:38.680]   and the other thing that I think is really important is that the donor was a victim.
[01:18:38.680 --> 01:18:38.680]   and the other thing that I think is really important is that the donor was a victim.
[01:18:38.680 --> 01:18:38.680]   and the other thing that I think is really important is that the donor was a victim.
[01:18:38.680 --> 01:18:38.680]   and the other thing that I think is really important is that the donor was a victim.
[01:18:38.680 --> 01:18:38.680]   and the other thing that I think is really important is that the donor was a victim.
[01:18:38.700 --> 01:19:08.700]   and the other thing that I think is really important is that the donor was a victim.
[01:19:08.700 --> 01:19:08.700]   and the other thing that I think is really important is that the donor was a victim.
[01:19:08.700 --> 01:19:08.700]   and the other thing that I think is really important is that the donor was a victim.
[01:19:08.700 --> 01:19:08.700]   and the other thing that I think is really important is that the donor was a victim.
[01:19:08.700 --> 01:19:08.700]   and the other thing that I think is really important is that the donor was a victim.
[01:19:08.700 --> 01:19:08.700]   and the other thing that I think is really important is that the donor was a victim.
[01:19:08.700 --> 01:19:08.700]   and the other thing that I think is really important is that the donor was a victim.
[01:19:08.700 --> 01:19:08.700]   and the other thing that I think is really important is that the donor was a victim.
[01:19:08.700 --> 01:19:08.700]   and the other thing that I think is really important is that the donor was a victim.
[01:19:08.700 --> 01:19:08.700]   and the other thing that I think is really important is that the donor was a victim.
[01:19:38.720 --> 01:19:38.720]   and the other thing that I think is really important is that the donor was a victim.
[01:19:38.720 --> 01:19:38.720]   and the other thing that I think is really important is that the donor was a victim.
[01:19:38.720 --> 01:19:38.720]   and the other thing that I think is really important is that the donor was a victim.
[01:19:38.720 --> 01:19:38.720]   and the other thing that I think is really important is that the donor was a victim.
[01:19:38.720 --> 01:19:38.720]   and the other thing that I think is really important is that the donor was a victim.
[01:19:38.720 --> 01:19:38.720]   and the other thing that I think is really important is that the donor was a victim.
[01:19:38.720 --> 01:19:38.720]   and the other thing that I think is really important is that the donor was a victim.
[01:20:08.740 --> 01:20:08.740]   and the other thing that I think is really important is that the donor was a victim.
[01:20:08.740 --> 01:20:08.740]   and the other thing that I think is really important is that the donor was a victim.
[01:20:08.740 --> 01:20:08.740]   and the other thing that I think is really important is that the donor was a victim.
[01:20:08.740 --> 01:20:08.740]   and the other thing that I think is really important is that the donor was a victim.
