
[00:00:00.000 --> 00:00:05.880]   (applause)
[00:34:56.120 --> 00:35:01.120]   went up to HR, put money aside,
[00:35:01.120 --> 00:35:04.000]   went back, called her again.
[00:35:04.000 --> 00:35:06.160]   She asked the same question, "Did you?"
[00:35:06.160 --> 00:35:07.600]   I said, "I sure did."
[00:35:07.600 --> 00:35:09.880]   (audience laughing)
[00:35:09.880 --> 00:35:12.080]   And then she said, "Tell me about your day."
[00:35:12.080 --> 00:35:15.120]   (audience laughing)
[00:35:15.120 --> 00:35:18.760]   And that was the beginning of making sure
[00:35:18.760 --> 00:35:21.240]   that every time I got a money from,
[00:35:21.240 --> 00:35:24.240]   you know, we took, I got a buyout from the Evening Sun.
[00:35:24.240 --> 00:35:25.960]   We took all of that money and put it down,
[00:35:25.960 --> 00:35:27.000]   paid for our house.
[00:35:27.000 --> 00:35:30.240]   You know, every time I get anything, we put money aside.
[00:35:30.240 --> 00:35:32.000]   We taught them to do that.
[00:35:32.000 --> 00:35:34.240]   In fact, you know, they used to have an allowance.
[00:35:34.240 --> 00:35:36.880]   They never got the money, 'cause we would make a point.
[00:35:37.040 --> 00:35:40.040]   (audience laughing)
[00:35:40.040 --> 00:35:44.360]   It's rude, right?
[00:35:44.360 --> 00:35:45.200]   I think.
[00:35:45.200 --> 00:35:46.400]   (audience laughing)
[00:35:46.400 --> 00:35:47.240]   Right?
[00:35:47.240 --> 00:35:48.920]   To say like, oh, you're getting whatever,
[00:35:48.920 --> 00:35:51.920]   like $6 or whatever it is, like at a certain interval.
[00:35:51.920 --> 00:35:52.800]   - It was your age.
[00:35:52.800 --> 00:35:53.640]   - Oh, it was your age.
[00:35:53.640 --> 00:35:54.480]   Okay, whatever.
[00:35:54.480 --> 00:35:56.080]   So I was like, you know, okay, you're getting it.
[00:35:56.080 --> 00:35:58.680]   And I'm like, okay, like, where is it?
[00:35:58.680 --> 00:36:00.640]   And they're like, oh, like it's in this account.
[00:36:00.640 --> 00:36:02.880]   I'm like, how do I access the account?
[00:36:02.880 --> 00:36:04.800]   Like, oh, well, you know, we'll talk about it later.
[00:36:04.800 --> 00:36:08.680]   Like, I'm just like, this is technically my money, right?
[00:36:08.680 --> 00:36:11.640]   And so like, I really actually never saw that money.
[00:36:11.640 --> 00:36:13.280]   And then I was like, in college.
[00:36:13.280 --> 00:36:14.520]   And I was like, oh, I need something.
[00:36:14.520 --> 00:36:16.280]   And they're like, oh, your like allowance account.
[00:36:16.280 --> 00:36:17.120]   You can.
[00:36:17.120 --> 00:36:19.040]   I was like, oh, now I can like have the allowance account
[00:36:19.040 --> 00:36:20.000]   for my school.
[00:36:20.000 --> 00:36:20.960]   I was like, okay.
[00:36:20.960 --> 00:36:23.200]   Rude.
[00:36:23.200 --> 00:36:25.200]   - No, yeah, same thing.
[00:36:25.200 --> 00:36:29.440]   I like never saw any of that money, for sure.
[00:36:29.440 --> 00:36:32.240]   I think the biggest thing was just like realizing
[00:36:32.240 --> 00:36:33.720]   like the value of saving.
[00:36:33.720 --> 00:36:35.920]   And again, like using that money for things
[00:36:35.920 --> 00:36:37.840]   that really matter to you later on.
[00:36:37.840 --> 00:36:40.680]   Like I'm not, I don't miss like the McDonald's
[00:36:40.680 --> 00:36:41.520]   that I never got.
[00:36:41.520 --> 00:36:43.960]   Or like this really important like pink Barbie toy
[00:36:43.960 --> 00:36:44.800]   when I was a kid.
[00:36:44.800 --> 00:36:47.800]   But I do still remember like all the really nice vacations
[00:36:47.800 --> 00:36:50.720]   we used to take and like all the Christmas stuff.
[00:36:50.720 --> 00:36:52.400]   So the stuff that was really important,
[00:36:52.400 --> 00:36:53.440]   I never missed out on.
[00:36:53.440 --> 00:36:55.760]   So I just realized that like, you know,
[00:36:55.760 --> 00:36:57.760]   just save it until you have something
[00:36:57.760 --> 00:36:59.920]   that you really truly value that you want.
[00:36:59.920 --> 00:37:02.880]   - Yeah, so I have a question for Olivia and Jillian
[00:37:02.880 --> 00:37:04.640]   that came in and you kind of just answered it,
[00:37:04.640 --> 00:37:06.040]   but maybe you have a different answer.
[00:37:06.040 --> 00:37:09.320]   What was the best or most relevant advice,
[00:37:09.320 --> 00:37:10.760]   financial, I would assume,
[00:37:10.760 --> 00:37:13.400]   or maybe anything that your parents have given you?
[00:37:13.400 --> 00:37:19.560]   - She's looking at me like you go first.
[00:37:19.560 --> 00:37:23.320]   I mean, I guess what Jillian just said
[00:37:23.320 --> 00:37:25.920]   about figuring out what's really important
[00:37:25.920 --> 00:37:27.160]   to spend your money on.
[00:37:27.160 --> 00:37:31.480]   'Cause I think for a while, like I didn't realize
[00:37:31.480 --> 00:37:35.080]   kind of like where we sat in terms of like middle class
[00:37:35.080 --> 00:37:36.160]   or like upper middle class, whatever.
[00:37:36.160 --> 00:37:39.080]   Like I kind of assumed that we were like not poor,
[00:37:39.080 --> 00:37:40.600]   but I was like, oh, we just must not have money.
[00:37:40.600 --> 00:37:43.360]   Like we must not have a lot.
[00:37:43.360 --> 00:37:44.560]   And then people would be like,
[00:37:44.560 --> 00:37:46.600]   you just said that you went on a two week vacation.
[00:37:46.600 --> 00:37:47.560]   Like, what are you talking about?
[00:37:47.560 --> 00:37:48.960]   Like, your family must be well off.
[00:37:48.960 --> 00:37:50.320]   And I was like, do you see my shoes?
[00:37:50.320 --> 00:37:53.320]   Like, can you see like the pants that I'm wearing?
[00:37:53.320 --> 00:37:55.080]   Like, I don't understand.
[00:37:55.080 --> 00:37:57.440]   And then I guess the older I got, I started to realize like,
[00:37:57.440 --> 00:37:59.480]   oh, well that was, we went on these like
[00:37:59.480 --> 00:38:02.320]   really nice vacations or we had like a nice house,
[00:38:02.320 --> 00:38:04.680]   even though we had a terrible car.
[00:38:04.680 --> 00:38:08.640]   Like the purple van was like, it was really bad, guys.
[00:38:08.640 --> 00:38:10.240]   It was actually really bad.
[00:38:10.240 --> 00:38:12.320]   But like we would have the nice things
[00:38:12.320 --> 00:38:14.880]   'cause those were the things that were important to spend on.
[00:38:14.880 --> 00:38:16.760]   Like I said, I still have my car.
[00:38:16.760 --> 00:38:18.920]   Her name is Charlotte and I love her to death.
[00:38:18.920 --> 00:38:23.040]   And I will have Charlotte until she like sadly dies on me.
[00:38:23.040 --> 00:38:25.600]   And however long that is, is however long I'll have her.
[00:38:25.600 --> 00:38:27.760]   Because I don't necessarily care about
[00:38:27.760 --> 00:38:29.040]   what kind of car I have.
[00:38:29.040 --> 00:38:30.440]   People laugh 'cause they get in my car
[00:38:30.440 --> 00:38:31.760]   and it doesn't have a backup camera.
[00:38:31.760 --> 00:38:32.880]   And people are like, what's going on?
[00:38:32.880 --> 00:38:35.200]   Like your car doesn't have a, like how do I,
[00:38:35.200 --> 00:38:37.280]   like how do I, you know, like back into the spot?
[00:38:37.280 --> 00:38:38.360]   Like you have to turn around.
[00:38:38.360 --> 00:38:42.440]   Like it's not, like it's not that hard.
[00:38:42.440 --> 00:38:46.400]   But you know, I will have Charlotte, you know, for forever.
[00:38:46.400 --> 00:38:48.800]   But like Jillian said, I'm still living at home as well.
[00:38:48.800 --> 00:38:50.120]   And one of the reasons I made that choice
[00:38:50.120 --> 00:38:53.400]   is because I also want to move out and not have to rent.
[00:38:53.400 --> 00:38:56.080]   And so one of the things that the investment account
[00:38:56.080 --> 00:38:58.760]   that I have that is not doing so well right now
[00:38:58.760 --> 00:39:02.160]   is for is so that I can put a down payment on a house.
[00:39:02.160 --> 00:39:04.640]   I don't have to move out and rent.
[00:39:04.640 --> 00:39:07.120]   And so I think that lesson was really important
[00:39:07.120 --> 00:39:10.520]   in terms of save the money and then spend it
[00:39:10.520 --> 00:39:12.600]   on the things that really matter to you.
[00:39:12.600 --> 00:39:15.640]   - Jillian, how about you?
[00:39:15.640 --> 00:39:16.480]   - Ditto.
[00:39:16.480 --> 00:39:18.760]   Yeah, same thing.
[00:39:18.760 --> 00:39:22.560]   Like the foundation of like that being debt-free
[00:39:22.560 --> 00:39:25.120]   and saving provides you to be able to like
[00:39:25.120 --> 00:39:27.440]   have more opportunities and do things you want
[00:39:27.440 --> 00:39:30.480]   is really important, would be like the biggest lesson.
[00:39:30.480 --> 00:39:33.640]   - So question for Kevin and Michelle.
[00:39:33.640 --> 00:39:35.320]   Were you comfortable sharing what you make
[00:39:35.320 --> 00:39:36.840]   with your children?
[00:39:36.840 --> 00:39:38.600]   If so, at what age?
[00:39:38.600 --> 00:39:43.000]   - I'm not telling them what we make, no.
[00:39:43.000 --> 00:39:45.000]   - That's actually, it's a good question.
[00:39:45.000 --> 00:39:48.720]   So we did not share how much we made for them
[00:39:48.720 --> 00:39:49.640]   for a very long time.
[00:39:49.640 --> 00:39:51.360]   First of all, it wasn't in their business.
[00:39:51.360 --> 00:39:55.000]   And we didn't want them, I mean, in the beginning
[00:39:55.000 --> 00:39:56.840]   of our career, we weren't making that much.
[00:39:56.840 --> 00:39:59.120]   But you know, now we make some good ducats.
[00:39:59.120 --> 00:40:02.400]   And we did not want them to feel as if
[00:40:02.400 --> 00:40:06.200]   they could live a certain way because of what we earned.
[00:40:06.200 --> 00:40:09.400]   So we actually wanted to keep them in the dark
[00:40:09.400 --> 00:40:11.440]   about our wealth.
[00:40:11.440 --> 00:40:14.160]   And they don't, I mean, she will know soon
[00:40:14.160 --> 00:40:17.440]   the totality of it 'cause she's gonna run our estate.
[00:40:17.440 --> 00:40:19.480]   Can I tell y'all something really quick?
[00:40:19.480 --> 00:40:21.000]   I know this is crazy.
[00:40:21.000 --> 00:40:23.360]   So she's gonna be ahead of us.
[00:40:23.360 --> 00:40:25.320]   We have a will, but now we're gonna update it
[00:40:25.320 --> 00:40:27.640]   now that she is 28.
[00:40:27.640 --> 00:40:30.400]   And so we sat down at the table
[00:40:30.400 --> 00:40:32.400]   and we have paid off our home.
[00:40:32.400 --> 00:40:35.920]   And my desire was to have a house
[00:40:35.920 --> 00:40:38.280]   that someone could always live in
[00:40:38.280 --> 00:40:41.000]   and not have to pay rent, right?
[00:40:41.000 --> 00:40:42.560]   And so there's three of them.
[00:40:42.560 --> 00:40:44.560]   So I said, well, all three of y'all could live here,
[00:40:44.560 --> 00:40:45.400]   one of you.
[00:40:45.400 --> 00:40:47.320]   And so this one, go ahead and tell me what you see.
[00:40:47.320 --> 00:40:48.160]   Go ahead, go ahead.
[00:40:48.160 --> 00:40:49.400]   - You want this one?
[00:40:49.400 --> 00:40:53.080]   - So she says, I say, you're not gonna ever sell this house.
[00:40:53.080 --> 00:40:54.280]   You're just gonna use it for the,
[00:40:54.280 --> 00:40:56.200]   and so she said, no, we're gonna sell.
[00:40:56.200 --> 00:40:57.040]   (audience laughs)
[00:40:57.040 --> 00:40:58.400]   I said, you're not gonna sell my house.
[00:40:58.400 --> 00:40:59.560]   She said, no, we're gonna sell.
[00:40:59.560 --> 00:41:01.120]   And so they get along really well.
[00:41:01.120 --> 00:41:02.480]   The siblings are really close.
[00:41:02.480 --> 00:41:04.120]   And so she said, well, but mommy,
[00:41:04.120 --> 00:41:06.840]   we grew up in this house, it's too big for us.
[00:41:06.840 --> 00:41:08.560]   We really don't want it.
[00:41:08.560 --> 00:41:10.720]   If one of us had it for free,
[00:41:10.720 --> 00:41:14.480]   the other two of us might feel some kind of way about that.
[00:41:14.480 --> 00:41:16.440]   And wouldn't it be better to sell it
[00:41:16.440 --> 00:41:18.560]   and divide the proceeds so that we each,
[00:41:18.560 --> 00:41:21.080]   and because we live in this area,
[00:41:21.080 --> 00:41:22.960]   they really could almost buy a house
[00:41:22.960 --> 00:41:24.480]   with the value of our house now,
[00:41:24.480 --> 00:41:26.160]   'cause we've been in it for a long time.
[00:41:26.160 --> 00:41:28.600]   And she just laid it out like that.
[00:41:28.600 --> 00:41:30.080]   Like, that's what we're gonna do.
[00:41:30.080 --> 00:41:33.320]   And I'm like, you're not gonna sell my house.
[00:41:33.320 --> 00:41:37.120]   Because especially in our community as African-American,
[00:41:37.120 --> 00:41:39.600]   home ownership is just such a prize.
[00:41:39.600 --> 00:41:41.800]   And the idea that she wanted to sell this house
[00:41:41.800 --> 00:41:45.520]   that took us so long to pay off, it just hurt my heart.
[00:41:45.520 --> 00:41:47.600]   But then I realized she was absolutely right.
[00:41:47.600 --> 00:41:49.000]   They can make a different way.
[00:41:49.000 --> 00:41:50.760]   That money can go a long way
[00:41:50.760 --> 00:41:54.200]   for them to be mortgage-free
[00:41:54.200 --> 00:41:56.440]   long before we were mortgage-free.
[00:41:56.440 --> 00:41:58.880]   And it took me a while to understand
[00:41:58.880 --> 00:42:01.360]   that that was okay to let the house go.
[00:42:01.360 --> 00:42:03.800]   So a lot of you all, and maybe not you, but others,
[00:42:03.800 --> 00:42:07.400]   they wanna keep this house that the kids don't want.
[00:42:07.400 --> 00:42:09.920]   And so we said, okay, finally, it's okay.
[00:42:09.920 --> 00:42:11.960]   So then I said, well, okay, you're gonna,
[00:42:11.960 --> 00:42:13.480]   we both wanna be cremated.
[00:42:13.480 --> 00:42:16.200]   I said, well, you're gonna at least have my ashes, right?
[00:42:16.200 --> 00:42:18.400]   Like, you're gonna, you know.
[00:42:18.400 --> 00:42:22.680]   She wants me to wear her ashes in a necklace.
[00:42:22.680 --> 00:42:25.760]   (audience laughing)
[00:42:25.760 --> 00:42:28.600]   I'm not carrying you around like that.
[00:42:28.600 --> 00:42:31.120]   That is so bizarre.
[00:42:31.120 --> 00:42:33.440]   It's not, it's not happening.
[00:42:33.440 --> 00:42:35.720]   - You don't want my house or my ashes.
[00:42:35.720 --> 00:42:38.720]   (audience laughing)
[00:42:38.720 --> 00:42:47.640]   - Just real quickly to add to that.
[00:42:47.640 --> 00:42:50.120]   So, you know, I will repeat what Michelle said
[00:42:50.120 --> 00:42:51.040]   about how much we make,
[00:42:51.040 --> 00:42:54.240]   but how much we have is also a question.
[00:42:54.240 --> 00:42:57.160]   When do we reveal to our children how much we have, right?
[00:42:57.160 --> 00:42:59.880]   And we didn't talk to them about it very much
[00:42:59.880 --> 00:43:00.840]   as they were growing up,
[00:43:00.840 --> 00:43:03.240]   because again, for the same reasons, you know.
[00:43:03.240 --> 00:43:07.120]   But I think at this point, now that they're adults,
[00:43:07.120 --> 00:43:09.000]   we're starting to do that.
[00:43:09.000 --> 00:43:11.280]   And so Olivia knows more probably
[00:43:11.280 --> 00:43:12.280]   than Jillian does at this point.
[00:43:12.280 --> 00:43:13.960]   - Which is like 2%.
[00:43:13.960 --> 00:43:16.800]   - They're making it sound like we have a lot of knowledge.
[00:43:16.800 --> 00:43:19.320]   - We do not know very much.
[00:43:19.320 --> 00:43:21.720]   So like when we have that little conversation,
[00:43:21.720 --> 00:43:22.680]   I'm like very excited.
[00:43:22.680 --> 00:43:25.160]   'Cause I'm like, okay, I'm gonna get the real information
[00:43:25.160 --> 00:43:28.360]   on like what's going on, yes.
[00:43:28.360 --> 00:43:30.080]   - But I think it's important that we do that,
[00:43:30.080 --> 00:43:32.520]   because I think back to my own situation with my dad.
[00:43:32.520 --> 00:43:34.600]   And this is going back maybe 10 or 11 years.
[00:43:34.600 --> 00:43:38.480]   He lived with us just before he passed away.
[00:43:38.480 --> 00:43:39.840]   And during that time,
[00:43:39.840 --> 00:43:42.200]   we were doing some estate planning for him.
[00:43:42.200 --> 00:43:46.480]   And he was not willing at all to talk about how much he had
[00:43:46.480 --> 00:43:48.600]   and where his assets were and that sort of thing.
[00:43:48.600 --> 00:43:50.880]   So it made it rather difficult for us.
[00:43:50.880 --> 00:43:55.400]   So I resolved in my mind that our kids would know
[00:43:55.400 --> 00:43:57.160]   as we get closer to that time,
[00:43:57.160 --> 00:44:01.200]   so that it's less complicated and easier for them.
[00:44:01.200 --> 00:44:04.080]   So, you know, by his standard, I'm doing pretty well.
[00:44:04.080 --> 00:44:06.280]   You know, that's not really the standard I know
[00:44:06.280 --> 00:44:08.120]   that we want to use for our kids.
[00:44:08.120 --> 00:44:10.920]   But we are now in the stage where I think
[00:44:10.920 --> 00:44:14.200]   we're more willing to talk about what we have,
[00:44:14.200 --> 00:44:17.480]   where it is, what our wishes are and that sort of thing.
[00:44:17.480 --> 00:44:20.760]   So I think it's a process, it's a process.
[00:44:20.760 --> 00:44:23.600]   - A question came in for Olivia and Jillian.
[00:44:23.600 --> 00:44:24.800]   This is a fun one.
[00:44:24.800 --> 00:44:27.600]   When and how have you been able to convince your mother
[00:44:27.600 --> 00:44:29.600]   to spend money she didn't want to spend?
[00:44:29.600 --> 00:44:34.640]   - Have we been able to do that?
[00:44:34.640 --> 00:44:38.880]   - Certainly not, no.
[00:44:38.880 --> 00:44:40.880]   - I don't know.
[00:44:40.880 --> 00:44:43.560]   I think actually, like I said earlier,
[00:44:43.560 --> 00:44:46.360]   I think it's more so that now she's trying to convince us
[00:44:46.360 --> 00:44:48.200]   to spend money on things.
[00:44:48.200 --> 00:44:50.360]   Like I remember, well, I don't know,
[00:44:50.360 --> 00:44:52.720]   I don't know if you have like seen her talk or whatever,
[00:44:52.720 --> 00:44:54.480]   but I wanted a North Face jacket.
[00:44:54.480 --> 00:44:56.280]   And she thinks it's very funny because she said,
[00:44:56.280 --> 00:44:58.800]   "Can I get you a jacket and face you North?"
[00:44:58.800 --> 00:45:00.560]   And ha ha ha, right?
[00:45:00.560 --> 00:45:02.440]   So I really, really wanted a North Face jacket.
[00:45:02.440 --> 00:45:04.520]   And so she's like, "I'm not going to get it for you.
[00:45:04.520 --> 00:45:06.120]   Like you have to save up for it for yourself."
[00:45:06.120 --> 00:45:08.120]   And I remember it was $180.
[00:45:08.120 --> 00:45:11.320]   And I saved up for it and we went into the Nordstrom
[00:45:11.320 --> 00:45:13.360]   and I like got the jacket and I put it on.
[00:45:13.360 --> 00:45:14.200]   I was like, "Yes."
[00:45:14.200 --> 00:45:15.640]   And I was like, "Okay, I have the jacket."
[00:45:15.640 --> 00:45:18.000]   And then we like got closer to the register
[00:45:18.000 --> 00:45:20.720]   and I was like, "Do I really want this jacket?
[00:45:20.720 --> 00:45:22.360]   Like, I don't know."
[00:45:22.360 --> 00:45:23.400]   And she was like, "What do you mean?
[00:45:23.400 --> 00:45:25.160]   Like you saved for it, we drove all this way,
[00:45:25.160 --> 00:45:27.120]   like you like it, it fits, like buy the jacket."
[00:45:27.120 --> 00:45:29.240]   And I was like, "Ah, well, you know,
[00:45:29.240 --> 00:45:31.800]   like I have other jackets, like it'll be fine."
[00:45:31.800 --> 00:45:33.240]   And so I was about to put it back and she was like,
[00:45:33.240 --> 00:45:35.360]   "No, like this is how money works.
[00:45:35.360 --> 00:45:39.000]   Like you saved, you worked for it, like get the jacket."
[00:45:39.000 --> 00:45:40.880]   And so I did, I ultimately got the jacket
[00:45:40.880 --> 00:45:42.400]   and I wore it for a very long time
[00:45:42.400 --> 00:45:44.840]   and then she gave it to Jillian, but it's fine.
[00:45:44.840 --> 00:45:46.680]   (audience laughing)
[00:45:46.680 --> 00:45:48.520]   It's fine, I came home from college
[00:45:48.520 --> 00:45:49.680]   and I was like, "Where's my jacket?"
[00:45:49.680 --> 00:45:51.360]   She's like, "Oh, Jillian has it at Towson."
[00:45:51.360 --> 00:45:54.560]   I'm like, "That is my $180 jacket."
[00:45:54.560 --> 00:45:55.560]   (audience laughing)
[00:45:55.560 --> 00:45:56.960]   But whatever, so I don't necessarily know
[00:45:56.960 --> 00:46:01.080]   if I have any memories of like trying to get her
[00:46:01.080 --> 00:46:02.680]   to like spend something and then she would say no
[00:46:02.680 --> 00:46:06.400]   and then she said yes because she's very determined
[00:46:06.400 --> 00:46:10.200]   when she makes up her mind to like say no,
[00:46:10.200 --> 00:46:13.520]   that there's not a lot of wiggle room on that.
[00:46:13.520 --> 00:46:15.320]   So it's probably the other way around.
[00:46:15.320 --> 00:46:17.920]   - I think that's probably the answer
[00:46:17.920 --> 00:46:21.040]   to why they don't tell me how much they have.
[00:46:21.040 --> 00:46:24.360]   I think my sister gives up, but I think I'm still,
[00:46:24.360 --> 00:46:26.760]   I still have hope that one day I'll ask for something
[00:46:26.760 --> 00:46:28.600]   and it'll be a yes, but maybe not.
[00:46:28.600 --> 00:46:30.720]   But I have very early memories of asking for stuff
[00:46:30.720 --> 00:46:32.160]   and the answer being no,
[00:46:32.160 --> 00:46:34.160]   and I would be trying to try to be very creative.
[00:46:34.160 --> 00:46:35.840]   I think she told the story last year
[00:46:35.840 --> 00:46:37.560]   about the rule with commercials,
[00:46:37.560 --> 00:46:40.240]   where like we were never allowed to buy anything
[00:46:40.240 --> 00:46:41.640]   or she was never gonna get us anything
[00:46:41.640 --> 00:46:43.240]   that we saw on a commercial.
[00:46:43.240 --> 00:46:45.880]   And so I went to her and I really wanted something
[00:46:45.880 --> 00:46:47.520]   and she was like, "Where did you see it?"
[00:46:47.520 --> 00:46:49.920]   And I said, "Oh, you know, I saw it in a dream
[00:46:49.920 --> 00:46:53.040]   "and you know, I want it really bad, you know?"
[00:46:53.040 --> 00:46:56.280]   But I think that if I stop asking for things
[00:46:56.280 --> 00:46:58.360]   then maybe they'll tell me how much they have
[00:46:58.360 --> 00:47:00.360]   and then, you know, we can go from there.
[00:47:00.360 --> 00:47:02.520]   But no, I still have never been able to convince her
[00:47:02.520 --> 00:47:04.360]   to buy anything for us.
[00:47:04.360 --> 00:47:06.080]   - What do we, this is really true.
[00:47:06.080 --> 00:47:09.440]   So we, there is an appropriate time to tell them
[00:47:09.440 --> 00:47:10.680]   and the time is now.
[00:47:10.680 --> 00:47:13.240]   So we are gonna sit down and lay everything out
[00:47:13.240 --> 00:47:15.600]   till we're comfortable because they're ready now.
[00:47:15.600 --> 00:47:19.200]   But a couple of years ago, I think you were in college,
[00:47:19.200 --> 00:47:20.560]   we were sitting at the table, you know,
[00:47:20.560 --> 00:47:21.800]   talking about estate planning.
[00:47:21.800 --> 00:47:24.120]   This is, I know, it's like crazy, right?
[00:47:24.120 --> 00:47:25.280]   This is what we talk at the table.
[00:47:25.280 --> 00:47:27.160]   And so what I was saying, you know,
[00:47:27.160 --> 00:47:29.400]   "Well, your dad and I have some money, you know?"
[00:47:29.400 --> 00:47:31.320]   And she was like, "How much, this one, how much?"
[00:47:31.320 --> 00:47:32.160]   I said, "Well, I'm not gonna tell you."
[00:47:32.160 --> 00:47:33.160]   She said, "Is it a lot?
[00:47:33.160 --> 00:47:34.080]   "Are you rich?"
[00:47:34.080 --> 00:47:35.760]   I said, "Well, you know, some people will say
[00:47:35.760 --> 00:47:38.000]   "that we, you know, do okay, we're well off."
[00:47:38.000 --> 00:47:39.880]   She said, "So when I get the money?"
[00:47:39.880 --> 00:47:41.920]   (audience laughing)
[00:47:41.920 --> 00:47:43.280]   I said, "Well, you know, we're gonna spend it,
[00:47:43.280 --> 00:47:45.080]   "but we're gonna leave you some, you know, money
[00:47:45.080 --> 00:47:46.360]   "when we die."
[00:47:46.360 --> 00:47:47.960]   And she got this look.
[00:47:47.960 --> 00:47:51.600]   And she said, "Oh, when you die."
[00:47:51.600 --> 00:47:54.000]   And I said, "Okay, so I'm telling all of y'all now,
[00:47:54.000 --> 00:47:58.840]   "if I, something happens to me mysteriously, you know,
[00:47:58.840 --> 00:48:00.360]   "send the police that way."
[00:48:00.360 --> 00:48:02.600]   (laughing)
[00:48:02.600 --> 00:48:06.520]   But we try to, we don't, we, they really didn't know.
[00:48:06.520 --> 00:48:10.120]   They thought we were, like, we didn't want them to know
[00:48:10.120 --> 00:48:11.920]   how well off.
[00:48:11.920 --> 00:48:14.680]   And I think one of them did say, "Oh, you're rich."
[00:48:14.680 --> 00:48:15.680]   I said, "No."
[00:48:15.680 --> 00:48:16.800]   She said, "We are rich."
[00:48:16.800 --> 00:48:17.640]   That's what you said.
[00:48:17.640 --> 00:48:18.480]   "We are rich."
[00:48:18.480 --> 00:48:20.560]   I said, "No, you mistaken, we rich."
[00:48:20.560 --> 00:48:23.560]   (audience laughing)
[00:48:23.560 --> 00:48:26.280]   - So there's another question here
[00:48:26.280 --> 00:48:27.480]   that I think is a good one.
[00:48:27.480 --> 00:48:29.880]   "What can I do to educate my college son
[00:48:29.880 --> 00:48:33.440]   "about the realities of money without squashing
[00:48:33.440 --> 00:48:37.520]   "his dream job, keeping him from pursuing his dream job
[00:48:37.520 --> 00:48:39.280]   "of being a zoologist?"
[00:48:39.280 --> 00:48:43.840]   - So are they, do they not want them to be a zoologist?
[00:48:43.840 --> 00:48:44.880]   Is that the-- - Well, maybe it's not
[00:48:44.880 --> 00:48:46.400]   the highest paying job.
[00:48:46.400 --> 00:48:49.600]   They want him to be aware of money,
[00:48:49.600 --> 00:48:52.120]   but still reach for that job
[00:48:52.120 --> 00:48:54.320]   that isn't the highest paying job.
[00:48:54.320 --> 00:48:57.880]   - Well, you might wanna ask them, but I wouldn't do that.
[00:48:57.880 --> 00:49:02.520]   I think you have to let people operate
[00:49:02.520 --> 00:49:05.240]   in the gifting that they were.
[00:49:05.240 --> 00:49:08.760]   I mean, in our culture, it's like STEM, STEM, STEM,
[00:49:08.760 --> 00:49:10.840]   and this, this, this.
[00:49:10.840 --> 00:49:13.720]   But you all have worked a lot your whole life.
[00:49:13.720 --> 00:49:16.120]   I love what I do.
[00:49:16.120 --> 00:49:17.960]   I love being a journalist.
[00:49:17.960 --> 00:49:18.920]   I love writing.
[00:49:18.920 --> 00:49:22.200]   My husband loved being an engineer and then a manager,
[00:49:22.200 --> 00:49:24.760]   and we want that for our children.
[00:49:24.760 --> 00:49:27.720]   Now, what we have taught them is how to live
[00:49:27.720 --> 00:49:29.280]   on a teacher's salary.
[00:49:29.280 --> 00:49:32.400]   What we have taught them is how to live as a therapist.
[00:49:32.400 --> 00:49:35.400]   And maybe they might not make six-figure salaries,
[00:49:35.400 --> 00:49:36.400]   but trust me on that.
[00:49:36.400 --> 00:49:38.480]   They will retire with more money than people
[00:49:38.480 --> 00:49:40.400]   who make six-figure salaries.
[00:49:40.400 --> 00:49:43.000]   And so I, we never steered them.
[00:49:43.000 --> 00:49:46.160]   (audience applauding)
[00:49:46.160 --> 00:49:50.320]   I don't think we ever steered them in a particular.
[00:49:50.320 --> 00:49:52.680]   When she said she wanted to be a teacher,
[00:49:52.680 --> 00:49:55.400]   it was like, it was the proudest moment
[00:49:55.400 --> 00:49:58.280]   because I don't know about you all,
[00:49:58.280 --> 00:50:02.000]   but it was a teacher who changed my life,
[00:50:02.000 --> 00:50:05.280]   and I would not want to rob another child of that.
[00:50:05.280 --> 00:50:08.440]   (audience applauding)
[00:50:08.440 --> 00:50:14.040]   Because it was a teacher who, I won a scholarship
[00:50:14.040 --> 00:50:16.160]   to the University of Maryland at College Park,
[00:50:16.160 --> 00:50:19.040]   and when the scholarship came out because of my background,
[00:50:19.040 --> 00:50:21.480]   I didn't want to apply for it because I thought,
[00:50:21.480 --> 00:50:23.480]   first of all, how are they gonna give it to me?
[00:50:23.480 --> 00:50:25.480]   I come from this broken home.
[00:50:25.480 --> 00:50:27.280]   My grandfather's an alcoholic.
[00:50:27.280 --> 00:50:30.760]   We, you know, we ate, but we didn't have a lot.
[00:50:30.760 --> 00:50:32.960]   I had like a couple of outfits to wear to school.
[00:50:32.960 --> 00:50:34.840]   They're not gonna give this to this little poor kid
[00:50:34.840 --> 00:50:36.440]   from West Baltimore.
[00:50:36.440 --> 00:50:38.160]   And I wouldn't apply for the scholarship.
[00:50:38.160 --> 00:50:42.360]   And she ran me down and hunted me down for weeks.
[00:50:42.360 --> 00:50:44.800]   And finally, she just like took me by the shoulder.
[00:50:44.800 --> 00:50:47.320]   She said, listen, if you apply,
[00:50:47.320 --> 00:50:49.880]   you already have a no if you don't apply.
[00:50:49.880 --> 00:50:53.160]   Imagine if you apply and you get a yes.
[00:50:53.160 --> 00:50:56.520]   And so I applied for the scholarship, 10 finalists.
[00:50:56.520 --> 00:50:59.000]   I was one of 10, two from my school,
