
[00:00:00.040 --> 00:00:09.460]  � ex
[00:44:35.240 --> 00:44:35.240]   I'm going to go ahead and start the video.
[00:44:35.240 --> 00:44:35.240]   I'm going to go ahead and start the video.
[00:44:35.240 --> 00:44:35.240]   I'm going to go ahead and start the video.
[00:44:35.240 --> 00:44:35.240]   I'm going to go ahead and start the video.
[00:44:35.240 --> 00:44:35.240]   I'm going to go ahead and start the video.
[00:44:35.260 --> 00:45:05.260]   I'm going to go ahead and start the video.
[00:45:05.260 --> 00:45:05.260]   I'm going to go ahead and start the video.
[00:45:05.260 --> 00:45:05.260]   I'm going to go ahead and start the video.
[00:45:05.260 --> 00:45:05.260]   I'm going to go ahead and start the video.
[00:45:05.260 --> 00:45:05.260]   I'm going to go ahead and start the video.
[00:45:05.260 --> 00:45:05.260]   I'm going to go ahead and start the video.
[00:45:05.260 --> 00:45:05.260]   I'm going to go ahead and start the video.
[00:45:05.260 --> 00:45:05.260]   I'm going to go ahead and start the video.
[00:45:05.260 --> 00:45:05.260]   I'm going to go ahead and start the video.
[00:45:05.260 --> 00:45:05.260]   I'm going to go ahead and start the video.
[00:45:05.260 --> 00:45:05.260]   I'm going to go ahead and start the video.
[00:45:05.260 --> 00:45:05.260]   I'm going to go ahead and start the video.
[00:45:05.260 --> 00:45:05.260]   I'm going to go ahead and start the video.
[00:45:05.260 --> 00:45:05.260]   I'm going to go ahead and start the video.
[00:45:05.260 --> 00:45:05.260]   I'm going to go ahead and start the video.
[00:45:05.260 --> 00:45:05.260]   I'm going to go ahead and start the video.
[00:45:05.300 --> 00:45:35.280]   I'm going to go ahead and start the video.
[00:45:35.280 --> 00:45:35.280]   I'm going to go ahead and start the video.
[00:45:35.280 --> 00:45:35.280]   I'm going to go ahead and start the video.
[00:45:35.280 --> 00:45:35.280]   I'm going to go ahead and start the video.
[00:45:35.280 --> 00:45:35.280]   I'm going to go ahead and start the video.
[00:45:35.280 --> 00:45:35.280]   I'm going to go ahead and start the video.
[00:45:35.280 --> 00:45:35.280]   I'm going to go ahead and start the video.
[00:45:35.280 --> 00:45:35.280]   I'm going to go ahead and start the video.
[00:45:35.280 --> 00:45:35.280]   I'm going to go ahead and start the video.
[00:45:35.280 --> 00:45:35.280]   I'm going to go ahead and start the video.
[00:45:35.280 --> 00:45:35.280]   I'm going to go ahead and start the video.
[00:45:35.280 --> 00:45:35.280]   I'm going to go ahead and start the video.
[00:45:35.300 --> 00:46:05.300]  ,
[00:46:05.300 --> 00:46:05.300]   I'm going to go ahead and start the video.
[00:46:05.300 --> 00:46:05.300]   I'm going to go ahead and start the video.
[00:46:05.300 --> 00:46:05.300]   I'm going to go ahead and start the video.
[00:46:05.300 --> 00:46:05.300]   I'm going to go ahead and start the video.
[00:46:05.300 --> 00:46:05.300]   I'm going to go ahead and start the video.
[00:46:05.300 --> 00:46:05.300]   I'm going to go ahead and start the video.
[00:46:05.300 --> 00:46:05.300]   I'm going to go ahead and start the video.
[00:46:05.300 --> 00:46:05.300]   I'm going to go ahead and start the video.
[00:46:05.300 --> 00:46:05.300]   I'm going to go ahead and start the video.
[00:46:05.300 --> 00:46:05.300]   I'm going to go ahead and start the video.
[00:46:05.300 --> 00:46:05.300]   I'm going to go ahead and start the video.
[00:46:05.300 --> 00:46:05.300]   I'm going to go ahead and start the video.
[00:46:05.300 --> 00:46:05.300]   I'm going to go ahead and start the video.
[00:46:05.300 --> 00:46:05.300]   I'm going to go ahead and start the video.
[00:46:05.300 --> 00:46:05.300]   I'm going to go ahead and start the video.
[00:46:05.300 --> 00:46:05.300]   I'm going to go ahead and start the video.
[00:46:05.440 --> 00:46:35.320]   I'm going to go ahead and start the video.
[00:46:35.320 --> 00:46:35.320]   I'm going to go ahead and start the video.
[00:46:35.320 --> 00:46:35.320]   I'm going to go ahead and start the video.
[00:46:35.320 --> 00:46:35.320]   I'm going to go ahead and start the video.
[00:46:35.320 --> 00:46:35.320]   I'm going to go ahead and start the video.
[00:46:35.320 --> 00:46:35.320]   I'm going to go ahead and start the video.
[00:46:35.320 --> 00:46:35.320]   I'm going to go ahead and start the video.
[00:46:35.320 --> 00:46:35.320]   I'm going to go ahead and start the video.
[00:46:35.320 --> 00:46:35.320]   I'm going to go ahead and start the video.
[00:46:35.320 --> 00:46:35.320]   I'm going to go ahead and start the video.
[00:46:35.340 --> 00:47:05.340]   I'm going to go ahead and start the video.
[00:47:05.340 --> 00:47:05.340]   I'm going to go ahead and start the video.
[00:47:05.340 --> 00:47:05.340]   I'm going to go ahead and start the video.
[00:47:05.340 --> 00:47:05.340]   I'm going to go ahead and start the video.
[00:47:05.340 --> 00:47:05.340]   I'm going to go ahead and start the video.
[00:47:05.340 --> 00:47:05.340]   I'm going to go ahead and start the video.
[00:47:05.340 --> 00:47:05.340]   I'm going to go ahead and start the video.
[00:47:05.340 --> 00:47:05.340]   I'm going to go ahead and start the video.
[00:47:05.340 --> 00:47:05.340]   I'm going to go ahead and start the video.
[00:47:05.340 --> 00:47:05.340]   I'm going to go ahead and start the video.
[00:47:05.340 --> 00:47:05.340]   I'm going to go ahead and start the video.
[00:47:05.340 --> 00:47:05.340]   I'm going to go ahead and start the video.
[00:47:05.340 --> 00:47:05.340]   I'm going to go ahead and start the video.
[00:47:05.340 --> 00:47:05.340]   I'm going to go ahead and start the video.
[00:47:05.340 --> 00:47:05.340]   I'm going to go ahead and start the video.
[00:47:05.340 --> 00:47:05.340]   I'm going to go ahead and start the video.
[00:47:05.340 --> 00:47:35.360]   I'm going to go ahead and start the video.
[00:47:35.360 --> 00:47:35.360]   I'm going to go ahead and start the video.
[00:47:35.360 --> 00:47:35.360]   I'm going to go ahead and start the video.
[00:47:35.360 --> 00:47:35.360]   I'm going to go ahead and start the video.
[00:47:35.360 --> 00:47:35.360]   I'm going to go ahead and start the video.
[00:47:35.360 --> 00:47:35.360]   I'm going to go ahead and start the video.
[00:47:35.360 --> 00:47:35.360]   I'm going to go ahead and start the video.
[00:47:35.360 --> 00:47:35.360]   I'm going to go ahead and start the video.
[00:47:35.360 --> 00:47:35.360]   I'm going to go ahead and start the video.
[00:47:35.360 --> 00:47:35.360]   I'm going to go ahead and start the video.
[00:47:35.360 --> 00:47:35.360]   I'm going to go ahead and start the video.
[00:47:35.380 --> 00:48:05.380]  ,
[00:48:05.380 --> 00:48:05.380]   I'm going to go ahead and start the video.
[00:48:05.380 --> 00:48:05.380]   I'm going to go ahead and start the video.
[00:48:05.380 --> 00:48:05.380]   I'm going to go ahead and start the video.
[00:48:05.380 --> 00:48:05.380]   I'm going to go ahead and start the video.
[00:48:05.380 --> 00:48:05.380]   I'm going to go ahead and start the video.
[00:48:05.380 --> 00:48:05.380]   I'm going to go ahead and start the video.
[00:48:05.380 --> 00:48:05.380]   I'm going to go ahead and start the video.
[00:48:05.380 --> 00:48:05.380]   I'm going to go ahead and start the video.
[00:48:05.380 --> 00:48:05.380]   I'm going to go ahead and start the video.
[00:48:05.380 --> 00:48:05.380]   I'm going to go ahead and start the video.
[00:48:05.380 --> 00:48:05.380]   I'm going to go ahead and start the video.
[00:48:05.380 --> 00:48:05.380]   I'm going to go ahead and start the video.
[00:48:05.380 --> 00:48:05.380]   I'm going to go ahead and start the video.
[00:48:05.380 --> 00:48:05.380]   I'm going to go ahead and start the video.
[00:48:05.380 --> 00:48:05.380]   I'm going to go ahead and start the video.
[00:48:05.380 --> 00:48:05.380]   I'm going to go ahead and start the video.
[00:48:05.520 --> 00:48:35.400]   I'm going to go ahead and start the video.
[00:48:35.400 --> 00:48:35.400]   I'm going to go ahead and start the video.
[00:48:35.400 --> 00:48:35.400]   I'm going to go ahead and start the video.
[00:48:35.400 --> 00:48:35.400]   I'm going to go ahead and start the video.
[00:48:35.400 --> 00:48:35.400]   I'm going to go ahead and start the video.
[00:48:35.400 --> 00:48:35.400]   I'm going to go ahead and start the video.
[00:48:35.400 --> 00:48:35.400]   I'm going to go ahead and start the video.
[00:48:35.400 --> 00:48:35.400]   I'm going to go ahead and start the video.
[00:48:35.400 --> 00:48:35.400]   I'm going to go ahead and start the video.
[00:48:35.400 --> 00:48:35.400]   I'm going to go ahead and start the video.
[00:48:35.420 --> 00:49:05.420]   I'm going to go ahead and start the video.
[00:49:05.420 --> 00:49:05.420]   I'm going to go ahead and start the video.
[00:49:05.420 --> 00:49:05.420]   I'm going to go ahead and start the video.
[00:49:05.420 --> 00:49:05.420]   I'm going to go ahead and start the video.
[00:49:05.420 --> 00:49:05.420]   I'm going to go ahead and start the video.
[00:49:05.420 --> 00:49:05.420]   I'm going to go ahead and start the video.
[00:49:05.420 --> 00:49:05.420]   I'm going to go ahead and start the video.
[00:49:05.420 --> 00:49:05.420]   I'm going to go ahead and start the video.
[00:49:05.420 --> 00:49:05.420]   I'm going to go ahead and start the video.
[00:49:05.420 --> 00:49:05.420]   I'm going to go ahead and start the video.
[00:49:05.420 --> 00:49:05.420]   I'm going to go ahead and start the video.
[00:49:05.420 --> 00:49:05.420]   I'm going to go ahead and start the video.
[00:49:05.420 --> 00:49:05.420]   I'm going to go ahead and start the video.
[00:49:05.420 --> 00:49:05.420]   I'm going to go ahead and start the video.
[00:49:05.420 --> 00:49:05.420]   I'm going to go ahead and start the video.
[00:49:05.420 --> 00:49:05.420]   I'm going to go ahead and start the video.
[00:49:05.420 --> 00:49:35.440]   I'm going to go ahead and start the video.
[00:49:35.440 --> 00:49:35.440]   I'm going to go ahead and start the video.
[00:49:35.440 --> 00:49:35.440]   I'm going to go ahead and start the video.
[00:49:35.440 --> 00:49:35.440]   I'm going to go ahead and start the video.
[00:49:35.440 --> 00:49:35.440]   I'm going to go ahead and start the video.
[00:49:35.440 --> 00:49:35.440]   I'm going to go ahead and start the video.
[00:49:35.440 --> 00:49:35.440]   I'm going to go ahead and start the video.
[00:49:35.440 --> 00:49:35.440]   I'm going to go ahead and start the video.
[00:49:35.440 --> 00:49:35.440]   I'm going to go ahead and start the video.
[00:49:35.440 --> 00:49:35.440]   I'm going to go ahead and start the video.
[00:49:35.440 --> 00:49:35.440]   I'm going to go ahead and start the video.
[00:49:35.440 --> 00:49:35.440]   I'm going to go ahead and start the video.
[00:49:35.460 --> 00:50:05.460]   I'm going to go ahead and start the video.
[00:50:05.460 --> 00:50:05.460]   I'm going to go ahead and start the video.
[00:50:05.460 --> 00:50:05.460]   I'm going to go ahead and start the video.
[00:50:05.460 --> 00:50:05.460]   I'm going to go ahead and start the video.
[00:50:05.460 --> 00:50:05.460]   I'm going to go ahead and start the video.
[00:50:05.460 --> 00:50:05.460]   I'm going to go ahead and start the video.
[00:50:05.460 --> 00:50:05.460]   I'm going to go ahead and start the video.
[00:50:05.460 --> 00:50:05.460]   I'm going to go ahead and start the video.
[00:50:05.460 --> 00:50:05.460]   I'm going to go ahead and start the video.
[00:50:05.460 --> 00:50:05.460]   I'm going to go ahead and start the video.
[00:50:05.460 --> 00:50:05.460]   I'm going to go ahead and start the video.
[00:50:05.460 --> 00:50:05.460]   I'm going to go ahead and start the video.
[00:50:05.460 --> 00:50:05.460]   I'm going to go ahead and start the video.
[00:50:05.460 --> 00:50:05.460]   I'm going to go ahead and start the video.
[00:50:05.460 --> 00:50:05.460]   I'm going to go ahead and start the video.
[00:50:05.460 --> 00:50:05.460]   I'm going to go ahead and start the video.
[00:50:05.460 --> 00:50:35.480]   I'm going to go ahead and start the video.
[00:50:35.480 --> 00:50:35.480]   I'm going to go ahead and start the video.
[00:50:35.480 --> 00:50:35.480]   I'm going to go ahead and start the video.
[00:50:35.480 --> 00:50:35.480]   I'm going to go ahead and start the video.
[00:50:35.480 --> 00:50:35.480]   I'm going to go ahead and start the video.
[00:50:35.480 --> 00:50:35.480]   I'm going to go ahead and start the video.
[00:50:35.480 --> 00:50:35.480]   I'm going to go ahead and start the video.
[00:50:35.480 --> 00:50:35.480]   I'm going to go ahead and start the video.
[00:50:35.480 --> 00:50:35.480]   I'm going to go ahead and start the video.
[00:50:35.480 --> 00:50:35.480]   I'm going to go ahead and start the video.
[00:50:35.480 --> 00:50:35.480]   I'm going to go ahead and start the video.
[00:50:35.500 --> 00:51:05.500]   I'm going to go ahead and start the video.
[00:51:05.500 --> 00:51:05.500]   I'm going to go ahead and start the video.
[00:51:05.500 --> 00:51:05.500]   I'm going to go ahead and start the video.
[00:51:05.500 --> 00:51:05.500]   I'm going to go ahead and start the video.
[00:51:05.500 --> 00:51:05.500]   I'm going to go ahead and start the video.
[00:51:05.500 --> 00:51:05.500]   I'm going to go ahead and start the video.
[00:51:05.500 --> 00:51:05.500]   I'm going to go ahead and start the video.
[00:51:05.500 --> 00:51:05.500]   I'm going to go ahead and start the video.
[00:51:05.500 --> 00:51:05.500]   I'm going to go ahead and start the video.
[00:51:05.500 --> 00:51:05.500]   I'm going to go ahead and start the video.
[00:51:05.500 --> 00:51:05.500]   I'm going to go ahead and start the video.
[00:51:05.500 --> 00:51:05.500]   I'm going to go ahead and start the video.
[00:51:05.500 --> 00:51:05.500]   I'm going to go ahead and start the video.
[00:51:05.500 --> 00:51:05.500]   I'm going to go ahead and start the video.
[00:51:05.500 --> 00:51:05.500]   I'm going to go ahead and start the video.
[00:51:05.500 --> 00:51:05.500]   I'm going to go ahead and start the video.
[00:51:05.500 --> 00:51:35.520]   I'm going to go ahead and start the video.
[00:51:35.520 --> 00:51:35.520]   I'm going to go ahead and start the video.
[00:51:35.520 --> 00:51:35.520]   I'm going to go ahead and start the video.
[00:51:35.520 --> 00:51:35.520]   I'm going to go ahead and start the video.
[00:51:35.520 --> 00:51:35.520]   I'm going to go ahead and start the video.
[00:51:35.520 --> 00:51:35.520]   I'm going to go ahead and start the video.
[00:51:35.520 --> 00:51:35.520]   I'm going to go ahead and start the video.
[00:51:35.520 --> 00:51:35.520]   I'm going to go ahead and start the video.
[00:51:35.520 --> 00:51:35.520]   I'm going to go ahead and start the video.
[00:51:35.520 --> 00:51:35.520]   I'm going to go ahead and start the video.
[00:51:35.520 --> 00:51:35.520]   I'm going to go ahead and start the video.
[00:51:35.540 --> 00:52:05.540]   I'm going to go ahead and start the video.
[00:52:05.540 --> 00:52:05.540]   I'm going to go ahead and start the video.
[00:52:05.540 --> 00:52:05.540]   I'm going to go ahead and start the video.
[00:52:05.540 --> 00:52:05.540]   I'm going to go ahead and start the video.
[00:52:05.540 --> 00:52:05.540]   I'm going to go ahead and start the video.
[00:52:05.540 --> 00:52:05.540]   I'm going to go ahead and start the video.
[00:52:05.540 --> 00:52:05.540]   I'm going to go ahead and start the video.
[00:52:05.540 --> 00:52:05.540]   I'm going to go ahead and start the video.
[00:52:05.540 --> 00:52:05.540]   I'm going to go ahead and start the video.
[00:52:05.540 --> 00:52:05.540]   I'm going to go ahead and start the video.
[00:52:05.540 --> 00:52:05.540]   I'm going to go ahead and start the video.
[00:52:05.540 --> 00:52:05.540]   I'm going to go ahead and start the video.
[00:52:05.540 --> 00:52:05.540]   I'm going to go ahead and start the video.
[00:52:05.540 --> 00:52:05.540]   I'm going to go ahead and start the video.
[00:52:05.540 --> 00:52:05.540]   I'm going to go ahead and start the video.
[00:52:05.540 --> 00:52:05.540]   I'm going to go ahead and start the video.
[00:52:05.540 --> 00:52:35.560]   I'm going to go ahead and start the video.
[00:52:35.560 --> 00:52:35.560]   I'm going to go ahead and start the video.
[00:52:35.560 --> 00:52:35.560]   I'm going to go ahead and start the video.
[00:52:35.560 --> 00:52:35.560]   I'm going to go ahead and start the video.
[00:52:35.560 --> 00:52:35.560]   I'm going to go ahead and start the video.
[00:52:35.560 --> 00:52:35.560]   I'm going to go ahead and start the video.
[00:52:35.560 --> 00:52:35.560]   I'm going to go ahead and start the video.
[00:52:35.560 --> 00:52:35.560]   I'm going to go ahead and start the video.
[00:52:35.560 --> 00:52:35.560]   I'm going to go ahead and start the video.
[00:52:35.560 --> 00:52:35.560]   I'm going to go ahead and start the video.
[00:52:35.560 --> 00:52:35.560]   I'm going to go ahead and start the video.
[00:52:35.580 --> 00:53:05.580]   I'm going to go ahead and start the video.
[00:53:05.580 --> 00:53:05.580]   I'm going to go ahead and start the video.
[00:53:05.580 --> 00:53:05.580]   I'm going to go ahead and start the video.
[00:53:05.580 --> 00:53:05.580]   I'm going to go ahead and start the video.
[00:53:05.580 --> 00:53:05.580]   I'm going to go ahead and start the video.
[00:53:05.580 --> 00:53:05.580]   I'm going to go ahead and start the video.
[00:53:05.580 --> 00:53:05.580]   I'm going to go ahead and start the video.
[00:53:05.580 --> 00:53:05.580]   I'm going to go ahead and start the video.
[00:53:05.580 --> 00:53:05.580]   I'm going to go ahead and start the video.
[00:53:05.580 --> 00:53:05.580]   I'm going to go ahead and start the video.
[00:53:05.580 --> 00:53:05.580]   I'm going to go ahead and start the video.
[00:53:05.580 --> 00:53:05.580]   I'm going to go ahead and start the video.
[00:53:05.580 --> 00:53:05.580]   I'm going to go ahead and start the video.
[00:53:05.580 --> 00:53:05.580]   I'm going to go ahead and start the video.
[00:53:05.580 --> 00:53:05.580]   I'm going to go ahead and start the video.
[00:53:05.580 --> 00:53:05.580]   I'm going to go ahead and start the video.
[00:53:05.580 --> 00:53:35.600]   I'm going to go ahead and start the video.
[00:53:35.600 --> 00:53:35.600]   I'm going to go ahead and start the video.
[00:53:35.600 --> 00:53:35.600]   I'm going to go ahead and start the video.
[00:53:35.600 --> 00:53:35.600]   I'm going to go ahead and start the video.
[00:53:35.600 --> 00:53:35.600]   I'm going to go ahead and start the video.
[00:53:35.600 --> 00:53:35.600]   I'm going to go ahead and start the video.
[00:53:35.600 --> 00:53:35.600]   I'm going to go ahead and start the video.
[00:53:35.600 --> 00:53:35.600]   I'm going to go ahead and start the video.
[00:53:35.600 --> 00:53:35.600]   I'm going to go ahead and start the video.
[00:53:35.600 --> 00:53:35.600]   I'm going to go ahead and start the video.
[00:53:35.600 --> 00:53:35.600]   I'm going to go ahead and start the video.
[00:53:35.620 --> 00:54:05.620]   I'm going to go ahead and start the video.
[00:54:05.620 --> 00:54:05.620]   I'm going to go ahead and start the video.
[00:54:05.620 --> 00:54:05.620]   I'm going to go ahead and start the video.
[00:54:05.620 --> 00:54:05.620]   I'm going to go ahead and start the video.
[00:54:05.620 --> 00:54:05.620]   I'm going to go ahead and start the video.
[00:54:05.620 --> 00:54:05.620]   I'm going to go ahead and start the video.
[00:54:05.620 --> 00:54:05.620]   I'm going to go ahead and start the video.
[00:54:05.620 --> 00:54:05.620]   I'm going to go ahead and start the video.
[00:54:05.620 --> 00:54:05.620]   I'm going to go ahead and start the video.
[00:54:05.620 --> 00:54:05.620]   I'm going to go ahead and start the video.
[00:54:05.620 --> 00:54:05.620]   I'm going to go ahead and start the video.
[00:54:05.620 --> 00:54:05.620]   I'm going to go ahead and start the video.
[00:54:05.620 --> 00:54:05.620]   I'm going to go ahead and start the video.
[00:54:05.620 --> 00:54:05.620]   I'm going to go ahead and start the video.
[00:54:05.620 --> 00:54:05.620]   I'm going to go ahead and start the video.
[00:54:05.620 --> 00:54:05.620]   I'm going to go ahead and start the video.
[00:54:05.620 --> 00:54:35.640]   I'm going to go ahead and start the video.
[00:54:35.640 --> 00:54:35.640]   I'm going to go ahead and start the video.
[00:54:35.640 --> 00:54:35.640]   I'm going to go ahead and start the video.
[00:54:35.640 --> 00:54:35.640]   I'm going to go ahead and start the video.
[00:54:35.640 --> 00:54:35.640]   I'm going to go ahead and start the video.
[00:54:35.640 --> 00:54:35.640]   I'm going to go ahead and start the video.
[00:54:35.640 --> 00:54:35.640]   I'm going to go ahead and start the video.
[00:54:35.640 --> 00:54:35.640]   I'm going to go ahead and start the video.
[00:54:35.640 --> 00:54:35.640]   I'm going to go ahead and start the video.
[00:54:35.640 --> 00:54:35.640]   I'm going to go ahead and start the video.
[00:54:35.640 --> 00:54:35.640]   I'm going to go ahead and start the video.
[00:54:35.660 --> 00:55:05.660]   I'm going to go ahead and start the video.
[00:55:05.660 --> 00:55:05.660]   I'm going to go ahead and start the video.
[00:55:05.660 --> 00:55:05.660]   I'm going to go ahead and start the video.
[00:55:05.660 --> 00:55:05.660]   I'm going to go ahead and start the video.
[00:55:05.660 --> 00:55:05.660]   I'm going to go ahead and start the video.
[00:55:05.660 --> 00:55:05.660]   I'm going to go ahead and start the video.
[00:55:05.660 --> 00:55:05.660]   I'm going to go ahead and start the video.
[00:55:05.660 --> 00:55:05.660]   I'm going to go ahead and start the video.
[00:55:05.660 --> 00:55:05.660]   I'm going to go ahead and start the video.
[00:55:05.660 --> 00:55:05.660]   I'm going to go ahead and start the video.
[00:55:05.660 --> 00:55:05.660]   I'm going to go ahead and start the video.
[00:55:05.660 --> 00:55:05.660]   I'm going to go ahead and start the video.
[00:55:05.660 --> 00:55:05.660]   I'm going to go ahead and start the video.
[00:55:05.660 --> 00:55:05.660]   I'm going to go ahead and start the video.
[00:55:05.660 --> 00:55:05.660]   I'm going to go ahead and start the video.
[00:55:05.660 --> 00:55:05.660]   I'm going to go ahead and start the video.
[00:55:05.700 --> 00:55:35.680]   I'm going to go ahead and start the video.
[00:55:35.680 --> 00:55:35.680]   I'm going to go ahead and start the video.
[00:55:35.680 --> 00:55:35.680]   I'm going to go ahead and start the video.
[00:55:35.680 --> 00:55:35.680]   I'm going to go ahead and start the video.
[00:55:35.680 --> 00:55:35.680]   I'm going to go ahead and start the video.
[00:55:35.680 --> 00:55:35.680]   I'm going to go ahead and start the video.
[00:55:35.680 --> 00:55:35.680]   I'm going to go ahead and start the video.
[00:55:35.680 --> 00:55:35.680]   I'm going to go ahead and start the video.
[00:55:35.680 --> 00:55:35.680]   I'm going to go ahead and start the video.
[00:55:35.680 --> 00:55:35.680]   I'm going to go ahead and start the video.
[00:55:35.680 --> 00:55:35.680]   I'm going to go ahead and start the video.
[00:55:35.680 --> 00:55:35.680]   I'm going to go ahead and start the video.
[00:55:35.680 --> 00:55:35.680]   I'm going to go ahead and start the video.
[00:55:35.700 --> 00:56:05.700]   I'm going to go ahead and start the video.
[00:56:05.700 --> 00:56:05.700]   I'm going to go ahead and start the video.
[00:56:05.700 --> 00:56:05.700]   I'm going to go ahead and start the video.
[00:56:05.700 --> 00:56:05.700]   I'm going to go ahead and start the video.
[00:56:05.700 --> 00:56:05.700]   I'm going to go ahead and start the video.
[00:56:05.700 --> 00:56:05.700]   I'm going to go ahead and start the video.
[00:56:05.700 --> 00:56:05.700]   I'm going to go ahead and start the video.
[00:56:05.700 --> 00:56:05.700]   I'm going to go ahead and start the video.
[00:56:05.700 --> 00:56:05.700]   I'm going to go ahead and start the video.
[00:56:05.700 --> 00:56:05.700]   I'm going to go ahead and start the video.
[00:56:05.700 --> 00:56:05.700]   I'm going to go ahead and start the video.
[00:56:05.700 --> 00:56:05.700]   I'm going to go ahead and start the video.
[00:56:05.700 --> 00:56:05.700]   I'm going to go ahead and start the video.
[00:56:05.700 --> 00:56:05.700]   I'm going to go ahead and start the video.
[00:56:05.700 --> 00:56:05.700]   I'm going to go ahead and start the video.
[00:56:05.700 --> 00:56:05.700]   I'm going to go ahead and start the video.
[00:56:05.700 --> 00:56:35.720]   I'm going to go ahead and start the video.
[00:56:35.720 --> 00:56:35.720]   I'm going to go ahead and start the video.
[00:56:35.720 --> 00:56:35.720]   I'm going to go ahead and start the video.
[00:56:35.720 --> 00:56:35.720]   I'm going to go ahead and start the video.
[00:56:35.720 --> 00:56:35.720]   I'm going to go ahead and start the video.
[00:56:35.720 --> 00:56:35.720]   I'm going to go ahead and start the video.
[00:56:35.720 --> 00:56:35.720]   I'm going to go ahead and start the video.
[00:56:35.720 --> 00:56:35.720]   I'm going to go ahead and start the video.
[00:56:35.720 --> 00:56:35.720]   I'm going to go ahead and start the video.
[00:56:35.720 --> 00:56:35.720]   I'm going to go ahead and start the video.
[00:56:35.720 --> 00:56:35.720]   I'm going to go ahead and start the video.
[00:56:35.720 --> 00:56:35.720]   I'm going to go ahead and start the video.
[00:56:35.740 --> 00:57:05.740]   I'm going to go ahead and start the video.
[00:57:05.740 --> 00:57:05.740]   I'm going to go ahead and start the video.
[00:57:05.740 --> 00:57:05.740]   I'm going to go ahead and start the video.
[00:57:05.740 --> 00:57:05.740]   I'm going to go ahead and start the video.
[00:57:05.740 --> 00:57:05.740]   I'm going to go ahead and start the video.
[00:57:05.740 --> 00:57:05.740]   I'm going to go ahead and start the video.
[00:57:05.740 --> 00:57:05.740]   I'm going to go ahead and start the video.
[00:57:05.740 --> 00:57:05.740]   I'm going to go ahead and start the video.
[00:57:05.740 --> 00:57:05.740]   I'm going to go ahead and start the video.
[00:57:05.740 --> 00:57:05.740]   I'm going to go ahead and start the video.
[00:57:05.740 --> 00:57:05.740]   I'm going to go ahead and start the video.
[00:57:05.740 --> 00:57:05.740]   I'm going to go ahead and start the video.
[00:57:05.740 --> 00:57:05.740]   I'm going to go ahead and start the video.
[00:57:05.740 --> 00:57:05.740]   I'm going to go ahead and start the video.
[00:57:05.740 --> 00:57:05.740]   I'm going to go ahead and start the video.
[00:57:05.740 --> 00:57:05.740]   I'm going to go ahead and start the video.
[00:57:05.740 --> 00:57:35.760]   I'm going to go ahead and start the video.
[00:57:35.760 --> 00:57:35.760]   I'm going to go ahead and start the video.
[00:57:35.760 --> 00:57:35.760]   I'm going to go ahead and start the video.
[00:57:35.760 --> 00:57:35.760]   I'm going to go ahead and start the video.
[00:57:35.760 --> 00:57:35.760]   I'm going to go ahead and start the video.
[00:57:35.760 --> 00:57:35.760]   I'm going to go ahead and start the video.
[00:57:35.760 --> 00:57:35.760]   I'm going to go ahead and start the video.
[00:57:35.760 --> 00:57:35.760]   I'm going to go ahead and start the video.
[00:57:35.760 --> 00:57:35.760]   I'm going to go ahead and start the video.
[00:57:35.760 --> 00:57:35.760]   I'm going to go ahead and start the video.
[00:57:35.760 --> 00:57:35.760]   I'm going to go ahead and start the video.
[00:57:35.780 --> 00:58:05.780]   I'm going to go ahead and start the video.
[00:58:05.780 --> 00:58:05.780]   I'm going to go ahead and start the video.
[00:58:05.780 --> 00:58:05.780]   I'm going to go ahead and start the video.
[00:58:05.780 --> 00:58:05.780]   I'm going to go ahead and start the video.
[00:58:05.780 --> 00:58:05.780]   I'm going to go ahead and start the video.
[00:58:05.780 --> 00:58:05.780]   I'm going to go ahead and start the video.
[00:58:05.780 --> 00:58:05.780]   I'm going to go ahead and start the video.
[00:58:05.780 --> 00:58:05.780]   I'm going to go ahead and start the video.
[00:58:05.780 --> 00:58:05.780]   I'm going to go ahead and start the video.
[00:58:05.780 --> 00:58:05.780]   I'm going to go ahead and start the video.
[00:58:05.780 --> 00:58:05.780]   I'm going to go ahead and start the video.
[00:58:05.780 --> 00:58:05.780]   I'm going to go ahead and start the video.
[00:58:05.780 --> 00:58:05.780]   I'm going to go ahead and start the video.
[00:58:05.780 --> 00:58:05.780]   I'm going to go ahead and start the video.
[00:58:05.780 --> 00:58:05.780]   I'm going to go ahead and start the video.
[00:58:05.780 --> 00:58:05.780]   I'm going to go ahead and start the video.
[00:58:05.780 --> 00:58:35.800]   I'm going to go ahead and start the video.
[00:58:35.800 --> 00:58:35.800]   I'm going to go ahead and start the video.
[00:58:35.800 --> 00:58:35.800]   I'm going to go ahead and start the video.
[00:58:35.800 --> 00:58:35.800]   I'm going to go ahead and start the video.
[00:58:35.800 --> 00:58:35.800]   I'm going to go ahead and start the video.
[00:58:35.800 --> 00:58:35.800]   I'm going to go ahead and start the video.
[00:58:35.800 --> 00:58:35.800]   I'm going to go ahead and start the video.
[00:58:35.800 --> 00:58:35.800]   I'm going to go ahead and start the video.
[00:58:35.800 --> 00:58:35.800]   I'm going to go ahead and start the video.
[00:58:35.820 --> 00:59:05.820]   I'm going to go ahead and start the video.
[00:59:05.820 --> 00:59:05.820]   I'm going to go ahead and start the video.
