
[00:00:00.000 --> 00:00:05.500]   [APPLAUSE]
[00:41:18.460 --> 00:41:21.580]   [LAUGHTER]
[00:41:21.580 --> 00:41:23.700]   I would say, generally speaking, most people
[00:41:23.700 --> 00:41:29.740]   put their spouse as medical power of attorney primary, most.
[00:41:29.740 --> 00:41:32.740]   Very rarely do I see people say, they're
[00:41:32.740 --> 00:41:35.380]   going to be too emotional.
[00:41:35.380 --> 00:41:37.420]   You have to put yourself--
[00:41:37.420 --> 00:41:39.540]   a lot of us have probably been in a situation
[00:41:39.540 --> 00:41:44.420]   where there's a major medical decision that has to be made.
[00:41:44.420 --> 00:41:47.140]   The emotions are quite high.
[00:41:47.140 --> 00:41:49.360]   And sometimes people have concerns
[00:41:49.360 --> 00:41:51.820]   around whether their spouse can look at things
[00:41:51.820 --> 00:41:57.460]   from a more fact-based, less emotional approach.
[00:41:57.460 --> 00:42:00.220]   So most of the time, most, a heavy majority,
[00:42:00.220 --> 00:42:03.500]   like 99.99999% of the time, people
[00:42:03.500 --> 00:42:05.460]   put their spouse as primary.
[00:42:05.460 --> 00:42:09.160]   But ever so often, I'll have someone say, you know what?
[00:42:09.160 --> 00:42:12.100]   I don't want to put that burden on them.
[00:42:12.100 --> 00:42:14.980]   And that's the beautiful thing about state planning.
[00:42:14.980 --> 00:42:19.180]   You've got to do what works well for you and your family.
[00:42:19.180 --> 00:42:21.020]   So that segues into this one.
[00:42:21.020 --> 00:42:23.380]   These are two almost identical questions.
[00:42:23.380 --> 00:42:27.180]   Is it best, and separately, is it most common
[00:42:27.180 --> 00:42:29.980]   to divvy the estate equally among the children?
[00:42:29.980 --> 00:42:31.980]   Or is it best to leave more to each child
[00:42:31.980 --> 00:42:34.220]   based on their financial status?
[00:42:34.220 --> 00:42:36.780]   That's a ooh.
[00:42:36.780 --> 00:42:39.820]   I like the ooh.
[00:42:39.820 --> 00:42:46.780]   Again, typically, most people do equally between their kids.
[00:42:46.780 --> 00:42:51.020]   Though I have heard people say before
[00:42:51.020 --> 00:42:54.580]   where they may do an unequal approach if their relationship
[00:42:54.580 --> 00:42:58.980]   is strained, where maybe there's just like--
[00:42:58.980 --> 00:43:02.860]   there's some-- I don't know what the word I'm looking for is.
[00:43:02.860 --> 00:43:05.180]   But there's something between maybe
[00:43:05.180 --> 00:43:07.860]   like the parent and the child.
[00:43:07.860 --> 00:43:11.340]   And they don't have it in their heart to disinherit them.
[00:43:11.340 --> 00:43:13.340]   But they'll leave them maybe a smaller amount.
[00:43:16.260 --> 00:43:18.060]   The only other thing I've heard on that topic
[00:43:18.060 --> 00:43:19.780]   is whether you should consider if you
[00:43:19.780 --> 00:43:22.740]   have a child that's like someone that's
[00:43:22.740 --> 00:43:25.340]   making a lot of money versus--
[00:43:25.340 --> 00:43:28.820]   let's say one child that's a doctor, one child that's
[00:43:28.820 --> 00:43:31.900]   a social worker.
[00:43:31.900 --> 00:43:36.940]   I really try hard not to put my personal opinion in things.
[00:43:36.940 --> 00:43:40.460]   I don't think it's my job to say like, well,
[00:43:40.460 --> 00:43:45.340]   you shouldn't penalize the doctor in this situation.
[00:43:45.340 --> 00:43:46.940]   But at the end of the day, you have
[00:43:46.940 --> 00:43:51.500]   to do what feels good in your heart and your brain.
[00:43:51.500 --> 00:43:55.340]   I have done some situations where I just--
[00:43:55.340 --> 00:43:57.980]   in my heart, I didn't agree with what the client was doing.
[00:43:57.980 --> 00:43:59.060]   Client didn't know that.
[00:43:59.060 --> 00:44:00.940]   But you just have to do what's best for you.
[00:44:00.940 --> 00:44:02.660]   And while I'm on the topic of when
[00:44:02.660 --> 00:44:07.140]   I said about maybe a strained relationship with the child,
[00:44:07.140 --> 00:44:09.020]   if you do choose to disinherit a child,
[00:44:09.020 --> 00:44:11.260]   please do not leave them a dollar.
[00:44:11.260 --> 00:44:12.220]   Don't do it.
[00:44:12.220 --> 00:44:13.060]   It's bad.
[00:44:13.060 --> 00:44:14.580]   You're making them a beneficiary.
[00:44:14.580 --> 00:44:18.300]   And beneficiaries are entitled to certain parts of notice
[00:44:18.300 --> 00:44:20.280]   and accountings and things like that.
[00:44:20.280 --> 00:44:22.580]   So it's like an old school approach to do that.
[00:44:22.580 --> 00:44:24.660]   I'm going to leave you a dollar to disinherit you.
[00:44:24.660 --> 00:44:27.100]   Bad, bad, bad, bad.
[00:44:27.100 --> 00:44:31.000]   Can transfer upon death property avoid probate?
[00:44:31.000 --> 00:44:31.540]   Yes.
[00:44:31.540 --> 00:44:33.380]   Yeah, transfer on death is a--
[00:44:33.380 --> 00:44:35.460]   transfer on death and payable on death
[00:44:35.460 --> 00:44:37.740]   are technically a beneficiary.
[00:44:37.740 --> 00:44:40.660]   So when I was talking earlier about the different ways
[00:44:40.660 --> 00:44:43.120]   to own assets, we had individually owned.
[00:44:43.120 --> 00:44:45.300]   That second one was beneficiary designated.
[00:44:45.300 --> 00:44:47.420]   Transfer on death and payable on death
[00:44:47.420 --> 00:44:50.220]   are types of beneficiary designations.
[00:44:50.220 --> 00:44:52.500]   You have to be very mindful, though, of--
[00:44:52.500 --> 00:44:54.580]   I've also seen everything in my world
[00:44:54.580 --> 00:44:56.180]   just feels like it's--
[00:44:56.180 --> 00:44:58.980]   if it's too good to be true, it is.
[00:44:58.980 --> 00:45:03.140]   That's a really helpful, easy way to avoid probate.
[00:45:03.140 --> 00:45:04.600]   There are some considerations there
[00:45:04.600 --> 00:45:06.620]   that you need to walk through in your head
[00:45:06.620 --> 00:45:09.660]   that I at least help clients walk through.
[00:45:09.660 --> 00:45:12.700]   So if you put a transfer on death on a house
[00:45:12.700 --> 00:45:17.200]   to maybe three kids, I really hope those three kids
[00:45:17.200 --> 00:45:19.620]   know how to work well together.
[00:45:19.620 --> 00:45:22.500]   Because if they don't, we could be in a world of hurt
[00:45:22.500 --> 00:45:26.700]   just because we were trying to avoid probate, which we did.
[00:45:26.700 --> 00:45:29.940]   But now they're fighting because we can't agree on something.
[00:45:29.940 --> 00:45:32.020]   So just make sure you're--
[00:45:32.020 --> 00:45:34.260]   when you think about your goals, like, OK,
[00:45:34.260 --> 00:45:35.740]   if we want to avoid probate, great.
[00:45:35.740 --> 00:45:39.500]   Let's make sure we understand all the consequences
[00:45:39.500 --> 00:45:41.660]   of what we're choosing to do.
[00:45:41.660 --> 00:45:43.120]   How do I find a good estate lawyer?
[00:45:43.120 --> 00:45:47.220]   And what questions should I ask them when interviewing?
[00:45:47.220 --> 00:45:48.300]   You need to find--
[00:45:48.300 --> 00:45:50.660]   you don't need to.
[00:45:50.660 --> 00:45:53.460]   I would encourage you to find an attorney when
[00:45:53.460 --> 00:45:58.860]   you embark on an estate process that does this day in and day
[00:45:58.860 --> 00:45:59.380]   out.
[00:45:59.380 --> 00:46:04.020]   The kind of annoying thing about the law
[00:46:04.020 --> 00:46:05.660]   is that when we come out of law school,
[00:46:05.660 --> 00:46:10.140]   we can really do any type of field that we want.
[00:46:10.140 --> 00:46:12.820]   So I could technically help people
[00:46:12.820 --> 00:46:19.580]   with a divorce or a bankruptcy or criminal DUI or whatever.
[00:46:19.580 --> 00:46:21.780]   Do I know how to do any of those things?
[00:46:21.780 --> 00:46:23.180]   No, not at all.
[00:46:23.180 --> 00:46:25.020]   I wouldn't even know where to begin.
[00:46:25.020 --> 00:46:28.140]   But my law license says that I could.
[00:46:28.140 --> 00:46:32.540]   So the difficult thing is that if you
[00:46:32.540 --> 00:46:35.900]   find an attorney that does all these different kinds
[00:46:35.900 --> 00:46:39.500]   of fields, they may be stretched a little too thin
[00:46:39.500 --> 00:46:40.540]   on their knowledge.
[00:46:40.540 --> 00:46:43.140]   Like, our brain is only so big.
[00:46:43.140 --> 00:46:45.500]   And you can only--
[00:46:45.500 --> 00:46:48.660]   I would encourage you to work with someone that does--
[00:46:48.660 --> 00:46:50.700]   has really reined in their practice areas
[00:46:50.700 --> 00:46:54.060]   and knows them really deeply, rather than someone
[00:46:54.060 --> 00:46:56.620]   that does a lot of different practice areas
[00:46:56.620 --> 00:47:00.780]   and is kind of just ever so--
[00:47:00.780 --> 00:47:05.820]   knows a lot, but not a lot of a lot.
[00:47:05.820 --> 00:47:07.980]   Within the estate planning field,
[00:47:07.980 --> 00:47:10.820]   should I assume that an estate planning attorney can also
[00:47:10.820 --> 00:47:12.820]   help with the estate tax planning?
[00:47:12.820 --> 00:47:14.780]   Or is that a separate area of expertise?
[00:47:14.780 --> 00:47:17.280]   It is technically a separate area.
[00:47:17.280 --> 00:47:19.820]   It's actually something you and I were about to start talking
[00:47:19.820 --> 00:47:22.940]   about before this session, that even within the estate planning
[00:47:22.940 --> 00:47:27.260]   space, there's almost different areas of estate planning.
[00:47:27.260 --> 00:47:28.620]   There's estate tax planning.
[00:47:28.620 --> 00:47:29.580]   There's elder law.
[00:47:29.580 --> 00:47:33.900]   I do-- a big part of my practice is elder law planning.
[00:47:33.900 --> 00:47:37.540]   And so if you have estate tax concerns,
[00:47:37.540 --> 00:47:40.480]   make sure that person knows.
[00:47:40.480 --> 00:47:41.860]   And a lot of times, you can look,
[00:47:41.860 --> 00:47:44.440]   and I think that was part of the question, the prior question,
[00:47:44.440 --> 00:47:48.500]   is like, how do I know someone knows how to do this?
[00:47:48.500 --> 00:47:51.340]   One, if the lawyer actually has a website, which
[00:47:51.340 --> 00:47:54.940]   I say that totally seriously, because not a lot of lawyers
[00:47:54.940 --> 00:47:56.180]   have a website.
[00:47:56.180 --> 00:47:57.660]   That's weird.
[00:47:57.660 --> 00:47:59.020]   But look at their bio.
[00:47:59.020 --> 00:48:00.260]   Look to see what kind--
[00:48:00.260 --> 00:48:01.940]   like Mike mentioned earlier, I belong
[00:48:01.940 --> 00:48:03.660]   to the probate trust, real property
[00:48:03.660 --> 00:48:07.100]   section, the elder law division, the estate division.
[00:48:07.100 --> 00:48:08.460]   That's what I live and breathe.
[00:48:08.460 --> 00:48:10.660]   But if you see people that are hanging out
[00:48:10.660 --> 00:48:14.620]   in like criminal division, that's probably not
[00:48:14.620 --> 00:48:16.660]   going to be someone that you should work with
[00:48:16.660 --> 00:48:19.580]   to do your estate planning.
[00:48:19.580 --> 00:48:20.820]   Yeah, so be conscious of that.
[00:48:20.820 --> 00:48:22.460]   If you have estate tax concerns, make
[00:48:22.460 --> 00:48:24.020]   sure you're working with someone that
[00:48:24.020 --> 00:48:26.100]   knows those weird acronyms that I said earlier,
[00:48:26.100 --> 00:48:29.580]   like CRETS and CRETS and ILETS and SLATS.
[00:48:29.580 --> 00:48:30.740]   I think we have to wrap up.
[00:48:30.740 --> 00:48:31.480]   I know, it's sad.
[00:48:31.480 --> 00:48:32.820]   Thank you so much for your time.
[00:48:32.820 --> 00:48:35.860]   [APPLAUSE]
[00:48:35.860 --> 00:48:45.860]   [BLANK_AUDIO]

