
[00:00:00.040 --> 00:00:09.520]   milligrams
[00:47:53.220 --> 00:47:53.220]   I'm going to take a look at the numbers.
[00:47:53.220 --> 00:47:53.220]   I'm going to take a look at the numbers.
[00:47:53.220 --> 00:47:53.220]   I'm going to take a look at the numbers.
[00:47:53.220 --> 00:47:53.220]   I'm going to take a look at the numbers.
[00:47:53.220 --> 00:47:53.220]   I'm going to take a look at the numbers.
[00:47:53.220 --> 00:47:53.220]   I'm going to take a look at the numbers.
[00:47:53.220 --> 00:47:53.220]   I'm going to take a look at the numbers.
[00:47:53.220 --> 00:47:53.220]   I'm going to take a look at the numbers.
[00:47:53.220 --> 00:48:23.240]   I'm going to take a look at the numbers.
[00:48:23.240 --> 00:48:23.240]   I'm going to take a look at the numbers.
[00:48:23.240 --> 00:48:23.240]   I'm going to take a look at the numbers.
[00:48:23.240 --> 00:48:23.240]   I'm going to take a look at the numbers.
[00:48:23.240 --> 00:48:23.240]   I'm going to take a look at the numbers.
[00:48:23.240 --> 00:48:23.240]   I'm going to take a look at the numbers.
[00:48:23.240 --> 00:48:23.240]   I'm going to take a look at the numbers.
[00:48:23.240 --> 00:48:23.240]   I'm going to take a look at the numbers.
[00:48:23.240 --> 00:48:23.240]   I'm going to take a look at the numbers.
[00:48:23.240 --> 00:48:23.240]   I'm going to take a look at the numbers.
[00:48:23.260 --> 00:48:53.260]   I'm going to take a look at the numbers.
[00:48:53.260 --> 00:48:53.260]   I'm going to take a look at the numbers.
[00:48:53.260 --> 00:48:53.260]   I'm going to take a look at the numbers.
[00:48:53.260 --> 00:48:53.260]   I'm going to take a look at the numbers.
[00:48:53.260 --> 00:48:53.260]   I'm going to take a look at the numbers.
[00:48:53.260 --> 00:48:53.260]   I'm going to take a look at the numbers.
[00:48:53.260 --> 00:48:53.260]   I'm going to take a look at the numbers.
[00:48:53.260 --> 00:48:53.260]   I'm going to take a look at the numbers.
[00:48:53.260 --> 00:48:53.260]   I'm going to take a look at the numbers.
[00:48:53.260 --> 00:48:53.260]   I'm going to take a look at the numbers.
[00:48:53.260 --> 00:48:53.260]   I'm going to take a look at the numbers.
[00:48:53.260 --> 00:48:53.260]   I'm going to take a look at the numbers.
[00:48:53.260 --> 00:48:53.260]   I'm going to take a look at the numbers.
[00:48:53.260 --> 00:48:53.260]   I'm going to take a look at the numbers.
[00:48:53.260 --> 00:48:53.260]   I'm going to take a look at the numbers.
[00:48:53.260 --> 00:48:53.260]   I'm going to take a look at the numbers.
[00:48:53.260 --> 00:49:23.280]   I'm going to take a look at the numbers.
[00:49:23.280 --> 00:49:23.280]   I'm going to take a look at the numbers.
[00:49:23.280 --> 00:49:23.280]   I'm going to take a look at the numbers.
[00:49:23.280 --> 00:49:23.280]   I'm going to take a look at the numbers.
[00:49:23.280 --> 00:49:23.280]   I'm going to take a look at the numbers.
[00:49:23.280 --> 00:49:23.280]   I'm going to take a look at the numbers.
[00:49:23.280 --> 00:49:23.280]   I'm going to take a look at the numbers.
[00:49:23.280 --> 00:49:23.280]   I'm going to take a look at the numbers.
[00:49:23.280 --> 00:49:23.280]   I'm going to take a look at the numbers.
[00:49:23.300 --> 00:49:53.300]   I'm going to take a look at the numbers.
[00:49:53.300 --> 00:49:53.300]   I'm going to take a look at the numbers.
[00:49:53.300 --> 00:49:53.300]   I'm going to take a look at the numbers.
[00:49:53.300 --> 00:49:53.300]   I'm going to take a look at the numbers.
[00:49:53.300 --> 00:49:53.300]   I'm going to take a look at the numbers.
[00:49:53.300 --> 00:49:53.300]   I'm going to take a look at the numbers.
[00:49:53.300 --> 00:49:53.300]   I'm going to take a look at the numbers.
[00:49:53.300 --> 00:49:53.300]   I'm going to take a look at the numbers.
[00:49:53.300 --> 00:49:53.300]   I'm going to take a look at the numbers.
[00:49:53.300 --> 00:49:53.300]   I'm going to take a look at the numbers.
[00:49:53.300 --> 00:49:53.300]   I'm going to take a look at the numbers.
[00:49:53.300 --> 00:49:53.300]   I'm going to take a look at the numbers.
[00:49:53.300 --> 00:49:53.300]   I'm going to take a look at the numbers.
[00:49:53.300 --> 00:49:53.300]   I'm going to take a look at the numbers.
[00:49:53.300 --> 00:49:53.300]   I'm going to take a look at the numbers.
[00:49:53.300 --> 00:49:53.300]   I'm going to take a look at the numbers.
[00:49:53.320 --> 00:50:23.320]  , I'm going to take a look at the numbers.
[00:50:23.320 --> 00:50:23.320]   I'm going to take a look at the numbers.
[00:50:23.320 --> 00:50:23.320]   I'm going to take a look at the numbers.
[00:50:23.320 --> 00:50:23.320]   I'm going to take a look at the numbers.
[00:50:23.320 --> 00:50:23.320]   I'm going to take a look at the numbers.
[00:50:23.320 --> 00:50:23.320]   I'm going to take a look at the numbers.
[00:50:23.320 --> 00:50:23.320]   I'm going to take a look at the numbers.
[00:50:23.320 --> 00:50:23.320]   I'm going to take a look at the numbers.
[00:50:23.320 --> 00:50:23.320]   I'm going to take a look at the numbers.
[00:50:23.320 --> 00:50:23.320]   I'm going to take a look at the numbers.
[00:50:23.320 --> 00:50:53.340]   I'm going to take a look at the numbers.
[00:50:53.340 --> 00:50:53.340]   I'm going to take a look at the numbers.
[00:50:53.340 --> 00:50:53.340]   I'm going to take a look at the numbers.
[00:50:53.340 --> 00:50:53.340]   I'm going to take a look at the numbers.
[00:50:53.340 --> 00:50:53.340]   I'm going to take a look at the numbers.
[00:50:53.340 --> 00:50:53.340]   I'm going to take a look at the numbers.
[00:50:53.340 --> 00:50:53.340]   I'm going to take a look at the numbers.
[00:50:53.340 --> 00:50:53.340]   I'm going to take a look at the numbers.
[00:50:53.340 --> 00:50:53.340]   I'm going to take a look at the numbers.
[00:50:53.340 --> 00:50:53.340]   I'm going to take a look at the numbers.
[00:50:53.340 --> 00:50:53.340]   I'm going to take a look at the numbers.
[00:50:53.340 --> 00:50:53.340]   I'm going to take a look at the numbers.
[00:50:53.360 --> 00:51:23.360]   I'm going to take a look at the numbers.
[00:51:23.360 --> 00:51:23.360]   I'm going to take a look at the numbers.
[00:51:23.360 --> 00:51:23.360]   I'm going to take a look at the numbers.
[00:51:23.360 --> 00:51:23.360]   I'm going to take a look at the numbers.
[00:51:23.360 --> 00:51:23.360]   I'm going to take a look at the numbers.
[00:51:23.360 --> 00:51:23.360]   I'm going to take a look at the numbers.
[00:51:23.360 --> 00:51:23.360]   I'm going to take a look at the numbers.
[00:51:23.360 --> 00:51:23.360]   I'm going to take a look at the numbers.
[00:51:23.360 --> 00:51:23.360]   I'm going to take a look at the numbers.
[00:51:23.360 --> 00:51:23.360]   I'm going to take a look at the numbers.
[00:51:23.360 --> 00:51:23.360]   I'm going to take a look at the numbers.
[00:51:23.360 --> 00:51:23.360]   I'm going to take a look at the numbers.
[00:51:23.360 --> 00:51:23.360]   I'm going to take a look at the numbers.
[00:51:23.360 --> 00:51:23.360]   I'm going to take a look at the numbers.
[00:51:23.360 --> 00:51:23.360]   I'm going to take a look at the numbers.
[00:51:23.360 --> 00:51:23.360]   I'm going to take a look at the numbers.
[00:51:23.360 --> 00:51:53.380]   I'm going to take a look at the numbers.
[00:51:53.380 --> 00:51:53.380]   I'm going to take a look at the numbers.
[00:51:53.380 --> 00:51:53.380]   I'm going to take a look at the numbers.
[00:51:53.380 --> 00:51:53.380]   I'm going to take a look at the numbers.
[00:51:53.380 --> 00:51:53.380]   I'm going to take a look at the numbers.
[00:51:53.380 --> 00:51:53.380]   I'm going to take a look at the numbers.
[00:51:53.380 --> 00:51:53.380]   I'm going to take a look at the numbers.
[00:51:53.380 --> 00:51:53.380]   I'm going to take a look at the numbers.
[00:51:53.380 --> 00:51:53.380]   I'm going to take a look at the numbers.
[00:51:53.380 --> 00:51:53.380]   I'm going to take a look at the numbers.
[00:51:53.400 --> 00:52:23.400]   I'm going to take a look at the numbers.
[00:52:23.400 --> 00:52:23.400]   I'm going to take a look at the numbers.
[00:52:23.400 --> 00:52:23.400]   I'm going to take a look at the numbers.
[00:52:23.400 --> 00:52:23.400]   I'm going to take a look at the numbers.
[00:52:23.400 --> 00:52:23.400]   I'm going to take a look at the numbers.
[00:52:23.400 --> 00:52:23.400]   I'm going to take a look at the numbers.
[00:52:23.400 --> 00:52:23.400]   I'm going to take a look at the numbers.
[00:52:23.400 --> 00:52:23.400]   I'm going to take a look at the numbers.
[00:52:23.400 --> 00:52:23.400]   I'm going to take a look at the numbers.
[00:52:23.400 --> 00:52:23.400]   I'm going to take a look at the numbers.
[00:52:23.400 --> 00:52:23.400]   I'm going to take a look at the numbers.
[00:52:23.400 --> 00:52:23.400]   I'm going to take a look at the numbers.
[00:52:23.400 --> 00:52:23.400]   I'm going to take a look at the numbers.
[00:52:23.400 --> 00:52:23.400]   I'm going to take a look at the numbers.
[00:52:23.400 --> 00:52:23.400]   I'm going to take a look at the numbers.
[00:52:23.400 --> 00:52:23.400]   I'm going to take a look at the numbers.
[00:52:23.400 --> 00:52:53.420]   I'm going to take a look at the numbers.
[00:52:53.420 --> 00:52:53.420]   I'm going to take a look at the numbers.
[00:52:53.420 --> 00:52:53.420]   I'm going to take a look at the numbers.
[00:52:53.420 --> 00:52:53.420]   I'm going to take a look at the numbers.
[00:52:53.420 --> 00:52:53.420]   I'm going to take a look at the numbers.
[00:52:53.420 --> 00:52:53.420]   I'm going to take a look at the numbers.
[00:52:53.420 --> 00:52:53.420]   I'm going to take a look at the numbers.
[00:52:53.440 --> 00:53:23.440]   The numbers are going to be in the top right corner.
[00:53:23.440 --> 00:53:23.440]   The numbers are going to be in the top right corner.
[00:53:23.440 --> 00:53:23.440]   The numbers are going to be in the top right corner.
[00:53:23.440 --> 00:53:23.440]   The numbers are going to be in the top right corner.
[00:53:23.440 --> 00:53:23.440]   The numbers are going to be in the top right corner.
[00:53:23.440 --> 00:53:23.440]   The numbers are going to be in the top right corner.
[00:53:23.440 --> 00:53:23.440]   The numbers are going to be in the top right corner.
[00:53:23.440 --> 00:53:23.440]   The numbers are going to be in the top right corner.
[00:53:23.440 --> 00:53:23.440]   The numbers are going to be in the top right corner.
[00:53:23.440 --> 00:53:23.440]   The numbers are going to be in the top right corner.
[00:53:23.440 --> 00:53:23.440]   The numbers are going to be in the top right corner.
[00:53:23.440 --> 00:53:23.440]   The numbers are going to be in the top right corner.
[00:53:23.440 --> 00:53:23.440]   The numbers are going to be in the top right corner.
[00:53:23.440 --> 00:53:23.440]   The numbers are going to be in the top right corner.
[00:53:23.440 --> 00:53:23.440]   The numbers are going to be in the top right corner.
[00:53:23.440 --> 00:53:53.460]   the numbers are going to be in the top right corner.
[00:53:53.460 --> 00:53:53.460]   The numbers are going to be in the top right corner.
[00:53:53.460 --> 00:53:53.460]   The numbers are going to be in the top right corner.
[00:53:53.460 --> 00:53:53.460]   The numbers are going to be in the top right corner.
[00:53:53.460 --> 00:53:53.460]   The numbers are going to be in the top right corner.
[00:53:53.460 --> 00:53:53.460]   The numbers are going to be in the top right corner.
[00:53:53.460 --> 00:53:53.460]   The numbers are going to be in the top right corner.
[00:53:53.460 --> 00:53:53.460]   The numbers are going to be in the top right corner.
[00:53:53.460 --> 00:53:53.460]   The numbers are going to be in the top right corner.
[00:53:53.480 --> 00:54:23.480]   The numbers are going to be in the top right corner.
[00:54:23.480 --> 00:54:23.480]   The numbers are going to be in the top right corner.
[00:54:23.480 --> 00:54:23.480]   The numbers are going to be in the top right corner.
[00:54:23.480 --> 00:54:23.480]   The numbers are going to be in the top right corner.
[00:54:23.480 --> 00:54:23.480]   The numbers are going to be in the top right corner.
[00:54:23.480 --> 00:54:23.480]   The numbers are going to be in the top right corner.
[00:54:23.480 --> 00:54:23.480]   The numbers are going to be in the top right corner.
[00:54:23.480 --> 00:54:23.480]   The numbers are going to be in the top right corner.
[00:54:23.480 --> 00:54:23.480]   The numbers are going to be in the top right corner.
[00:54:23.480 --> 00:54:23.480]   The numbers are going to be in the top right corner.
[00:54:23.480 --> 00:54:23.480]   The numbers are going to be in the top right corner.
[00:54:23.480 --> 00:54:23.480]   The numbers are going to be in the top right corner.
[00:54:23.480 --> 00:54:23.480]   The numbers are going to be in the top right corner.
[00:54:23.480 --> 00:54:23.480]   The numbers are going to be in the top right corner.
[00:54:23.480 --> 00:54:23.480]   The numbers are going to be in the top right corner.
[00:54:23.480 --> 00:54:53.500]   The numbers are going to be in the top right corner.
[00:54:53.500 --> 00:54:53.500]   The numbers are going to be in the top right corner.
[00:54:53.500 --> 00:54:53.500]   The numbers are going to be in the top right corner.
[00:54:53.500 --> 00:54:53.500]   The numbers are going to be in the top right corner.
[00:54:53.500 --> 00:54:53.500]   The numbers are going to be in the top right corner.
[00:54:53.500 --> 00:54:53.500]   The numbers are going to be in the top right corner.
[00:54:53.500 --> 00:54:53.500]   The numbers are going to be in the top right corner.
[00:54:53.500 --> 00:54:53.500]   The numbers are going to be in the top right corner.
[00:54:53.500 --> 00:54:53.500]   The numbers are going to be in the top right corner.
[00:54:53.520 --> 00:55:23.520]   and the numbers are going to be in the top right corner.
[00:55:23.520 --> 00:55:23.520]   The numbers are going to be in the top right corner.
[00:55:23.520 --> 00:55:23.520]   The numbers are going to be in the top right corner.
[00:55:23.520 --> 00:55:23.520]   The numbers are going to be in the top right corner.
[00:55:23.520 --> 00:55:23.520]   The numbers are going to be in the top right corner.
[00:55:23.520 --> 00:55:23.520]   The numbers are going to be in the top right corner.
[00:55:23.520 --> 00:55:23.520]   The numbers are going to be in the top right corner.
[00:55:23.520 --> 00:55:23.520]   The numbers are going to be in the top right corner.
[00:55:23.520 --> 00:55:23.520]   The numbers are going to be in the top right corner.
[00:55:23.520 --> 00:55:23.520]   The numbers are going to be in the top right corner.
[00:55:23.520 --> 00:55:23.520]   The numbers are going to be in the top right corner.
[00:55:23.520 --> 00:55:23.520]   The numbers are going to be in the top right corner.
[00:55:23.520 --> 00:55:23.520]   The numbers are going to be in the top right corner.
[00:55:23.520 --> 00:55:23.520]   The numbers are going to be in the top right corner.
[00:55:23.520 --> 00:55:23.520]   The numbers are going to be in the top right corner.
[00:55:23.520 --> 00:55:53.540]   The numbers are going to be in the top right corner.
[00:55:53.540 --> 00:55:53.540]   The numbers are going to be in the top right corner.
[00:55:53.540 --> 00:55:53.540]   The numbers are going to be in the top right corner.
[00:55:53.540 --> 00:55:53.540]   The numbers are going to be in the top right corner.
[00:55:53.540 --> 00:55:53.540]   The numbers are going to be in the top right corner.
[00:55:53.540 --> 00:55:53.540]   The numbers are going to be in the top right corner.
[00:55:53.540 --> 00:55:53.540]   The numbers are going to be in the top right corner.
[00:55:53.540 --> 00:55:53.540]   The numbers are going to be in the top right corner.
[00:55:53.540 --> 00:55:53.540]   The numbers are going to be in the top right corner.
[00:55:53.560 --> 00:56:23.560]   The numbers are going to be in the top right corner.
[00:56:23.560 --> 00:56:23.560]   The numbers are going to be in the top right corner.
[00:56:23.560 --> 00:56:23.560]   The numbers are going to be in the top right corner.
[00:56:23.560 --> 00:56:23.560]   The numbers are going to be in the top right corner.
[00:56:23.560 --> 00:56:23.560]   The numbers are going to be in the top right corner.
[00:56:23.560 --> 00:56:23.560]   The numbers are going to be in the top right corner.
[00:56:23.560 --> 00:56:23.560]   The numbers are going to be in the top right corner.
[00:56:23.560 --> 00:56:23.560]   The numbers are going to be in the top right corner.
[00:56:23.560 --> 00:56:23.560]   The numbers are going to be in the top right corner.
[00:56:23.560 --> 00:56:23.560]   The numbers are going to be in the top right corner.
[00:56:23.560 --> 00:56:23.560]   The numbers are going to be in the top right corner.
[00:56:23.560 --> 00:56:23.560]   The numbers are going to be in the top right corner.
[00:56:23.560 --> 00:56:23.560]   The numbers are going to be in the top right corner.
[00:56:23.560 --> 00:56:23.560]   The numbers are going to be in the top right corner.
[00:56:23.560 --> 00:56:23.560]   The numbers are going to be in the top right corner.
[00:56:23.580 --> 00:56:53.580]   I'm going to be in the top right corner.
[00:56:53.580 --> 00:56:53.580]   I'm going to be in the top right corner.
[00:56:53.580 --> 00:56:53.580]   I'm going to be in the top right corner.
[00:56:53.580 --> 00:56:53.580]   I'm going to be in the top right corner.
[00:56:53.580 --> 00:56:53.580]   I'm going to be in the top right corner.
[00:56:53.580 --> 00:56:53.580]   I'm going to be in the top right corner.
[00:56:53.580 --> 00:56:53.580]   I'm going to be in the top right corner.
[00:56:53.580 --> 00:56:53.580]   I'm going to be in the top right corner.
[00:56:53.580 --> 00:56:53.580]   I'm going to be in the top right corner.
[00:56:53.580 --> 00:56:53.580]   I'm going to be in the top right corner.
[00:56:53.580 --> 00:56:53.580]   I'm going to be in the top right corner.
[00:56:53.580 --> 00:57:23.600]   I'm going to be in the top right corner.
[00:57:23.600 --> 00:57:23.600]   I'm going to be in the top right corner.
[00:57:23.600 --> 00:57:23.600]   I'm going to be in the top right corner.
[00:57:23.600 --> 00:57:23.600]   I'm going to be in the top right corner.
[00:57:23.600 --> 00:57:23.600]   I'm going to be in the top right corner.
[00:57:23.600 --> 00:57:23.600]   I'm going to be in the top right corner.
[00:57:23.600 --> 00:57:23.600]   I'm going to be in the top right corner.
[00:57:23.600 --> 00:57:23.600]   I'm going to be in the top right corner.
[00:57:23.600 --> 00:57:23.600]   I'm going to be in the top right corner.
[00:57:23.600 --> 00:57:23.600]   I'm going to be in the top right corner.
[00:57:23.600 --> 00:57:23.600]   I'm going to be in the top right corner.
[00:57:23.600 --> 00:57:23.600]   I'm going to be in the top right corner.
[00:57:23.620 --> 00:57:53.620]   I'm going to be in the top right corner.
[00:57:53.620 --> 00:57:53.620]   I'm going to be in the top right corner.
[00:57:53.620 --> 00:57:53.620]   I'm going to be in the top right corner.
[00:57:53.620 --> 00:57:53.620]   I'm going to be in the top right corner.
[00:57:53.620 --> 00:57:53.620]   I'm going to be in the top right corner.
[00:57:53.620 --> 00:57:53.620]   I'm going to be in the top right corner.
[00:57:53.620 --> 00:57:53.620]   I'm going to be in the top right corner.
[00:57:53.620 --> 00:57:53.620]   I'm going to be in the top right corner.
[00:57:53.620 --> 00:57:53.620]   I'm going to be in the top right corner.
[00:57:53.620 --> 00:57:53.620]   I'm going to be in the top right corner.
[00:57:53.620 --> 00:57:53.620]   I'm going to be in the top right corner.
[00:57:53.620 --> 00:57:53.620]   I'm going to be in the top right corner.
[00:57:53.620 --> 00:57:53.620]   I'm going to be in the top right corner.
[00:57:53.620 --> 00:57:53.620]   I'm going to be in the top right corner.
[00:57:53.620 --> 00:57:53.620]   I'm going to be in the top right corner.
[00:57:53.620 --> 00:57:53.620]   I'm going to be in the top right corner.
[00:57:53.620 --> 00:58:23.640]   I'm going to be in the top right corner.
[00:58:23.640 --> 00:58:23.640]   I'm going to be in the top right corner.
[00:58:23.640 --> 00:58:23.640]   I'm going to be in the top right corner.
[00:58:23.640 --> 00:58:23.640]   I'm going to be in the top right corner.
[00:58:23.640 --> 00:58:23.640]   I'm going to be in the top right corner.
[00:58:23.640 --> 00:58:23.640]   I'm going to be in the top right corner.
[00:58:23.640 --> 00:58:23.640]   I'm going to be in the top right corner.
[00:58:23.640 --> 00:58:23.640]   I'm going to be in the top right corner.
[00:58:23.640 --> 00:58:23.640]   I'm going to be in the top right corner.
[00:58:23.640 --> 00:58:23.640]   I'm going to be in the top right corner.
[00:58:23.640 --> 00:58:23.640]   I'm going to be in the top right corner.
[00:58:23.640 --> 00:58:23.640]   I'm going to be in the top right corner.
[00:58:23.640 --> 00:58:23.640]   I'm going to be in the top right corner.
[00:58:23.660 --> 00:58:53.660]   I'm going to be in the top right corner.
[00:58:53.660 --> 00:58:53.660]   I'm going to be in the top right corner.
[00:58:53.660 --> 00:58:53.660]   I'm going to be in the top right corner.
[00:58:53.660 --> 00:58:53.660]   I'm going to be in the top right corner.
[00:58:53.660 --> 00:58:53.660]   I'm going to be in the top right corner.
[00:58:53.660 --> 00:58:53.660]   I'm going to be in the top right corner.
[00:58:53.660 --> 00:58:53.660]   I'm going to be in the top right corner.
[00:58:53.660 --> 00:58:53.660]   I'm going to be in the top right corner.
[00:58:53.660 --> 00:58:53.660]   I'm going to be in the top right corner.
[00:58:53.660 --> 00:58:53.660]   I'm going to be in the top right corner.
[00:58:53.660 --> 00:58:53.660]   I'm going to be in the top right corner.
[00:58:53.660 --> 00:58:53.660]   I'm going to be in the top right corner.
[00:58:53.660 --> 00:58:53.660]   I'm going to be in the top right corner.
[00:58:53.660 --> 00:58:53.660]   I'm going to be in the top right corner.
[00:58:53.660 --> 00:58:53.660]   I'm going to be in the top right corner.
[00:58:53.660 --> 00:58:53.660]   I'm going to be in the top right corner.
[00:58:53.660 --> 00:59:23.680]   I'm going to be in the top right corner.
[00:59:23.680 --> 00:59:23.680]   I'm going to be in the top right corner.
[00:59:23.680 --> 00:59:23.680]   I'm going to be in the top right corner.
[00:59:23.680 --> 00:59:23.680]   I'm going to be in the top right corner.
[00:59:23.680 --> 00:59:23.680]   I'm going to be in the top right corner.
[00:59:23.680 --> 00:59:23.680]   I'm going to be in the top right corner.
[00:59:23.680 --> 00:59:23.680]   I'm going to be in the top right corner.
[00:59:23.680 --> 00:59:23.680]   I'm going to be in the top right corner.
[00:59:23.680 --> 00:59:23.680]   I'm going to be in the top right corner.
[00:59:23.680 --> 00:59:23.680]   I'm going to be in the top right corner.
[00:59:23.680 --> 00:59:23.680]   I'm going to be in the top right corner.
[00:59:23.680 --> 00:59:23.680]   I'm going to be in the top right corner.
[00:59:23.680 --> 00:59:23.680]   I'm going to be in the top right corner.
[00:59:23.680 --> 00:59:23.680]   I'm going to be in the top right corner.
[00:59:23.680 --> 00:59:23.680]   I'm going to be in the top right corner.
[00:59:23.700 --> 00:59:53.700]  ,
[00:59:53.700 --> 00:59:53.700]   and I'm going to be in the top right corner.
[00:59:53.700 --> 00:59:53.700]   I'm going to be in the top right corner.
[00:59:53.700 --> 00:59:53.700]   I'm going to be in the top right corner.
[00:59:53.700 --> 00:59:53.700]   I'm going to be in the top right corner.
[00:59:53.700 --> 00:59:53.700]   I'm going to be in the top right corner.
[00:59:53.700 --> 00:59:53.700]   I'm going to be in the top right corner.
[00:59:53.700 --> 00:59:53.700]   I'm going to be in the top right corner.
[00:59:53.700 --> 00:59:53.700]   I'm going to be in the top right corner.
[00:59:53.700 --> 00:59:53.700]   I'm going to be in the top right corner.
[00:59:53.700 --> 00:59:53.700]   I'm going to be in the top right corner.
[00:59:53.700 --> 00:59:53.700]   I'm going to be in the top right corner.
[00:59:53.700 --> 00:59:53.700]   I'm going to be in the top right corner.
[00:59:53.700 --> 00:59:53.700]   I'm going to be in the top right corner.
[00:59:53.700 --> 00:59:53.700]   I'm going to be in the top right corner.
[00:59:53.700 --> 00:59:53.700]   I'm going to be in the top right corner.
[00:59:53.700 --> 00:59:53.700]   I'm going to be in the top right corner.
[00:59:53.700 --> 01:00:23.720]   I'm going to be in the top right corner.
[01:00:23.720 --> 01:00:23.720]   I'm going to be in the top right corner.
[01:00:23.720 --> 01:00:23.720]   I'm going to be in the top right corner.
[01:00:23.720 --> 01:00:23.720]   I'm going to be in the top right corner.
[01:00:23.720 --> 01:00:23.720]   I'm going to be in the top right corner.
[01:00:23.720 --> 01:00:23.720]   I'm going to be in the top right corner.
[01:00:23.720 --> 01:00:23.720]   I'm going to be in the top right corner.
[01:00:23.720 --> 01:00:23.720]   I'm going to be in the top right corner.
[01:00:23.740 --> 01:00:53.740]   I'm going to be in the top right corner.
[01:00:53.740 --> 01:00:53.740]   I'm going to be in the top right corner.
[01:00:53.740 --> 01:00:53.740]   I'm going to be in the top right corner.
[01:00:53.740 --> 01:00:53.740]   I'm going to be in the top right corner.
[01:00:53.740 --> 01:00:53.740]   I'm going to be in the top right corner.
[01:00:53.740 --> 01:00:53.740]   I'm going to be in the top right corner.
[01:00:53.740 --> 01:00:53.740]   I'm going to be in the top right corner.
[01:00:53.740 --> 01:00:53.740]   I'm going to be in the top right corner.
[01:00:53.740 --> 01:00:53.740]   I'm going to be in the top right corner.
[01:00:53.740 --> 01:00:53.740]   I'm going to be in the top right corner.
[01:00:53.740 --> 01:00:53.740]   I'm going to be in the top right corner.
[01:00:53.740 --> 01:00:53.740]   I'm going to be in the top right corner.
[01:00:53.740 --> 01:00:53.740]   I'm going to be in the top right corner.
[01:00:53.740 --> 01:00:53.740]   I'm going to be in the top right corner.
[01:00:53.740 --> 01:00:53.740]   I'm going to be in the top right corner.
[01:00:53.740 --> 01:00:53.740]   I'm going to be in the top right corner.
[01:00:53.740 --> 01:01:23.760]   I'm going to be in the top right corner.
[01:01:23.760 --> 01:01:23.760]   I'm going to be in the top right corner.
[01:01:23.760 --> 01:01:23.760]   I'm going to be in the top right corner.
[01:01:23.760 --> 01:01:23.760]   I'm going to be in the top right corner.
[01:01:23.760 --> 01:01:23.760]   I'm going to be in the top right corner.
[01:01:23.760 --> 01:01:23.760]   I'm going to be in the top right corner.
[01:01:23.760 --> 01:01:23.760]   I'm going to be in the top right corner.
[01:01:23.760 --> 01:01:23.760]   I'm going to be in the top right corner.
[01:01:23.760 --> 01:01:23.760]   I'm going to be in the top right corner.
[01:01:23.760 --> 01:01:23.760]   I'm going to be in the top right corner.
[01:01:23.760 --> 01:01:23.760]   I'm going to be in the top right corner.
[01:01:23.760 --> 01:01:23.760]   I'm going to be in the top right corner.
[01:01:23.760 --> 01:01:23.760]   I'm going to be in the top right corner.
[01:01:23.780 --> 01:01:53.780]   I'm going to be in the top right corner.
[01:01:53.780 --> 01:01:53.780]   I'm going to be in the top right corner.
[01:01:53.780 --> 01:01:53.780]   I'm going to be in the top right corner.
[01:01:53.780 --> 01:01:53.780]   I'm going to be in the top right corner.
[01:01:53.780 --> 01:01:53.780]   I'm going to be in the top right corner.
[01:01:53.780 --> 01:01:53.780]   I'm going to be in the top right corner.
[01:01:53.780 --> 01:01:53.780]   I'm going to be in the top right corner.
[01:01:53.780 --> 01:01:53.780]   I'm going to be in the top right corner.
[01:01:53.780 --> 01:01:53.780]   I'm going to be in the top right corner.
[01:01:53.780 --> 01:01:53.780]   I'm going to be in the top right corner.
[01:01:53.780 --> 01:01:53.780]   I'm going to be in the top right corner.
[01:01:53.780 --> 01:01:53.780]   I'm going to be in the top right corner.
[01:01:53.780 --> 01:01:53.780]   I'm going to be in the top right corner.
[01:01:53.780 --> 01:01:53.780]   I'm going to be in the top right corner.
[01:01:53.780 --> 01:01:53.780]   I'm going to be in the top right corner.
[01:01:53.780 --> 01:01:53.780]   I'm going to be in the top right corner.
[01:01:53.780 --> 01:02:23.800]  ,
[01:02:23.800 --> 01:02:23.800]   I'm going to be in the top right corner.
[01:02:23.800 --> 01:02:23.800]   I'm going to be in the top right corner.
[01:02:23.800 --> 01:02:23.800]   I'm going to be in the top right corner.
[01:02:23.800 --> 01:02:23.800]   I'm going to be in the top right corner.
[01:02:23.800 --> 01:02:23.800]   I'm going to be in the top right corner.
[01:02:23.800 --> 01:02:23.800]   I'm going to be in the top right corner.
[01:02:23.800 --> 01:02:23.800]   I'm going to be in the top right corner.
[01:02:23.800 --> 01:02:23.800]   I'm going to be in the top right corner.
[01:02:23.800 --> 01:02:23.800]   I'm going to be in the top right corner.
[01:02:23.800 --> 01:02:23.800]   I'm going to be in the top right corner.
[01:02:23.800 --> 01:02:23.800]   I'm going to be in the top right corner.
[01:02:23.800 --> 01:02:23.800]   I'm going to be in the top right corner.
[01:02:23.820 --> 01:02:53.820]   My answer usually revolves around
[01:02:53.820 --> 01:02:53.820]   My answer usually revolves around
[01:02:53.820 --> 01:02:53.820]   understanding your personal financial goals and starting with your personal finances. You can weather a 20% decline in the stock market pretty well. If you're living where you want to live, you have minimal and no debt, you have money in the bank, and you have a job that pays you well. In that situation, your investment account balance
[01:02:53.820 --> 01:02:53.820]   your investment account balance
[01:02:53.820 --> 01:02:53.820]   your investment account balance
[01:02:53.820 --> 01:02:53.820]   your investment account balance
