
[00:00:00.040 --> 00:00:10.700]   law
[00:41:57.380 --> 00:41:57.380]   I'm going to go ahead and start with the first one.
[00:41:57.380 --> 00:41:57.380]   I'm going to go ahead and start with the first one.
[00:41:57.380 --> 00:41:57.380]   I'm going to go ahead and start with the first one.
[00:41:57.380 --> 00:41:57.380]   I'm going to go ahead and start with the first one.
[00:41:57.380 --> 00:41:57.380]   I'm going to go ahead and start with the first one.
[00:41:57.380 --> 00:42:27.400]   I'm going to go ahead and start with the first one.
[00:42:27.400 --> 00:42:27.400]   I'm going to go ahead and start with the first one.
[00:42:27.400 --> 00:42:27.400]   I'm going to go ahead and start with the first one.
[00:42:27.400 --> 00:42:27.400]   I'm going to go ahead and start with the first one.
[00:42:27.400 --> 00:42:27.400]   I'm going to go ahead and start with the first one.
[00:42:27.400 --> 00:42:27.400]   I'm going to go ahead and start with the first one.
[00:42:27.400 --> 00:42:27.400]   I'm going to go ahead and start with the first one.
[00:42:27.400 --> 00:42:27.400]   I'm going to go ahead and start with the first one.
[00:42:27.400 --> 00:42:27.400]   I'm going to go ahead and start with the first one.
[00:42:27.400 --> 00:42:27.400]   I'm going to go ahead and start with the first one.
[00:42:27.420 --> 00:42:57.420]   I'm going to go ahead and start with the first one.
[00:42:57.420 --> 00:42:57.420]   I'm going to go ahead and start with the first one.
[00:42:57.420 --> 00:42:57.420]   I'm going to go ahead and start with the first one.
[00:42:57.420 --> 00:42:57.420]   I'm going to go ahead and start with the first one.
[00:42:57.420 --> 00:42:57.420]   I'm going to go ahead and start with the first one.
[00:42:57.420 --> 00:42:57.420]   I'm going to go ahead and start with the first one.
[00:42:57.420 --> 00:42:57.420]   I'm going to go ahead and start with the first one.
[00:42:57.420 --> 00:42:57.420]   I'm going to go ahead and start with the first one.
[00:42:57.420 --> 00:42:57.420]   I'm going to go ahead and start with the first one.
[00:42:57.420 --> 00:42:57.420]   I'm going to go ahead and start with the first one.
[00:42:57.420 --> 00:42:57.420]   I'm going to go ahead and start with the first one.
[00:42:57.420 --> 00:42:57.420]   I'm going to go ahead and start with the first one.
[00:42:57.420 --> 00:42:57.420]   I'm going to go ahead and start with the first one.
[00:42:57.420 --> 00:42:57.420]   I'm going to go ahead and start with the first one.
[00:42:57.420 --> 00:43:27.440]   I'm going to go ahead and start with the first one.
[00:43:27.440 --> 00:43:27.440]   I'm going to go ahead and start with the first one.
[00:43:27.440 --> 00:43:27.440]   I'm going to go ahead and start with the first one.
[00:43:27.440 --> 00:43:27.440]   I'm going to go ahead and start with the first one.
[00:43:27.440 --> 00:43:27.440]   I'm going to go ahead and start with the first one.
[00:43:27.440 --> 00:43:27.440]   I'm going to go ahead and start with the first one.
[00:43:27.440 --> 00:43:27.440]   I'm going to go ahead and start with the first one.
[00:43:27.440 --> 00:43:27.440]   I'm going to go ahead and start with the first one.
[00:43:27.440 --> 00:43:27.440]   I'm going to go ahead and start with the first one.
[00:43:27.460 --> 00:43:57.460]   I'm going to go ahead and start with the first one.
[00:43:57.460 --> 00:43:57.460]   I'm going to go ahead and start with the first one.
[00:43:57.460 --> 00:43:57.460]   I'm going to go ahead and start with the first one.
[00:43:57.460 --> 00:43:57.460]   I'm going to go ahead and start with the first one.
[00:43:57.460 --> 00:43:57.460]   I'm going to go ahead and start with the first one.
[00:43:57.460 --> 00:43:57.460]   I'm going to go ahead and start with the first one.
[00:43:57.460 --> 00:43:57.460]   I'm going to go ahead and start with the first one.
[00:43:57.460 --> 00:43:57.460]   I'm going to go ahead and start with the first one.
[00:43:57.460 --> 00:43:57.460]   I'm going to go ahead and start with the first one.
[00:43:57.460 --> 00:43:57.460]   I'm going to go ahead and start with the first one.
[00:43:57.460 --> 00:43:57.460]   I'm going to go ahead and start with the first one.
[00:43:57.460 --> 00:43:57.460]   I'm going to go ahead and start with the first one.
[00:43:57.460 --> 00:43:57.460]   I'm going to go ahead and start with the first one.
[00:43:57.460 --> 00:43:57.460]   I'm going to go ahead and start with the first one.
[00:43:57.600 --> 00:44:27.480]   I'm going to go ahead and start with the first one.
[00:44:27.480 --> 00:44:27.480]   I'm going to go ahead and start with the first one.
[00:44:27.480 --> 00:44:27.480]   I'm going to go ahead and start with the first one.
[00:44:27.480 --> 00:44:27.480]   I'm going to go ahead and start with the first one.
[00:44:27.480 --> 00:44:27.480]   I'm going to go ahead and start with the first one.
[00:44:27.480 --> 00:44:27.480]   I'm going to go ahead and start with the first one.
[00:44:27.480 --> 00:44:27.480]   I'm going to go ahead and start with the first one.
[00:44:27.500 --> 00:44:57.500]   I'm going to go ahead and start with the first one.
[00:44:57.500 --> 00:44:57.500]   I'm going to go ahead and start with the first one.
[00:44:57.500 --> 00:44:57.500]   I'm going to go ahead and start with the first one.
[00:44:57.500 --> 00:44:57.500]   I'm going to go ahead and start with the first one.
[00:44:57.500 --> 00:44:57.500]   I'm going to go ahead and start with the first one.
[00:44:57.500 --> 00:44:57.500]   I'm going to go ahead and start with the first one.
[00:44:57.500 --> 00:44:57.500]   I'm going to go ahead and start with the first one.
[00:44:57.500 --> 00:44:57.500]   I'm going to go ahead and start with the first one.
[00:44:57.500 --> 00:44:57.500]   I'm going to go ahead and start with the first one.
[00:44:57.500 --> 00:44:57.500]   I'm going to go ahead and start with the first one.
[00:44:57.500 --> 00:44:57.500]   I'm going to go ahead and start with the first one.
[00:44:57.500 --> 00:44:57.500]   I'm going to go ahead and start with the first one.
[00:44:57.500 --> 00:44:57.500]   I'm going to go ahead and start with the first one.
[00:44:57.500 --> 00:44:57.500]   I'm going to go ahead and start with the first one.
[00:44:57.640 --> 00:45:27.520]   I'm going to go ahead and start with the first one.
[00:45:27.520 --> 00:45:27.520]   I'm going to go ahead and start with the first one.
[00:45:27.520 --> 00:45:27.520]   I'm going to go ahead and start with the first one.
[00:45:27.520 --> 00:45:27.520]   I'm going to go ahead and start with the first one.
[00:45:27.520 --> 00:45:27.520]   I'm going to go ahead and start with the first one.
[00:45:27.520 --> 00:45:27.520]   I'm going to go ahead and start with the first one.
[00:45:27.520 --> 00:45:27.520]   I'm going to go ahead and start with the first one.
[00:45:27.520 --> 00:45:27.520]   I'm going to go ahead and start with the first one.
[00:45:27.540 --> 00:45:57.540]   I'm going to go ahead and start with the first one.
[00:45:57.540 --> 00:45:57.540]   I'm going to go ahead and start with the first one.
[00:45:57.540 --> 00:45:57.540]   I'm going to go ahead and start with the first one.
[00:45:57.540 --> 00:45:57.540]   I'm going to go ahead and start with the first one.
[00:45:57.540 --> 00:45:57.540]   I'm going to go ahead and start with the first one.
[00:45:57.540 --> 00:45:57.540]   I'm going to go ahead and start with the first one.
[00:45:57.540 --> 00:45:57.540]   I'm going to go ahead and start with the first one.
[00:45:57.540 --> 00:45:57.540]   I'm going to go ahead and start with the first one.
[00:45:57.540 --> 00:45:57.540]   I'm going to go ahead and start with the first one.
[00:45:57.540 --> 00:45:57.540]   I'm going to go ahead and start with the first one.
[00:45:57.540 --> 00:45:57.540]   I'm going to go ahead and start with the first one.
[00:45:57.540 --> 00:45:57.540]   I'm going to go ahead and start with the first one.
[00:45:57.540 --> 00:45:57.540]   I'm going to go ahead and start with the first one.
[00:45:57.540 --> 00:45:57.540]   I'm going to go ahead and start with the first one.
[00:45:57.680 --> 00:46:27.560]   I'm going to go ahead and start with the first one.
[00:46:27.560 --> 00:46:27.560]   I'm going to go ahead and start with the first one.
[00:46:27.560 --> 00:46:27.560]   I'm going to go ahead and start with the first one.
[00:46:27.560 --> 00:46:27.560]   I'm going to go ahead and start with the first one.
[00:46:27.560 --> 00:46:27.560]   I'm going to go ahead and start with the first one.
[00:46:27.560 --> 00:46:27.560]   I'm going to go ahead and start with the first one.
[00:46:27.580 --> 00:46:57.580]   I'm going to go ahead and start with the first one.
[00:46:57.580 --> 00:46:57.580]   I'm going to go ahead and start with the first one.
[00:46:57.580 --> 00:46:57.580]   I'm going to go ahead and start with the first one.
[00:46:57.580 --> 00:46:57.580]   I'm going to go ahead and start with the first one.
[00:46:57.580 --> 00:46:57.580]   I'm going to go ahead and start with the first one.
[00:46:57.580 --> 00:46:57.580]   I'm going to go ahead and start with the first one.
[00:46:57.580 --> 00:46:57.580]   I'm going to go ahead and start with the first one.
[00:46:57.580 --> 00:46:57.580]   I'm going to go ahead and start with the first one.
[00:46:57.580 --> 00:46:57.580]   I'm going to go ahead and start with the first one.
[00:46:57.580 --> 00:46:57.580]   I'm going to go ahead and start with the first one.
[00:46:57.580 --> 00:46:57.580]   I'm going to go ahead and start with the first one.
[00:46:57.580 --> 00:46:57.580]   I'm going to go ahead and start with the first one.
[00:46:57.580 --> 00:46:57.580]   I'm going to go ahead and start with the first one.
[00:46:57.580 --> 00:46:57.580]   I'm going to go ahead and start with the first one.
[00:46:57.580 --> 00:47:27.600]   I'm going to go ahead and start with the first one.
[00:47:27.600 --> 00:47:27.600]   I'm going to go ahead and start with the first one.
[00:47:27.600 --> 00:47:27.600]   I'm going to go ahead and start with the first one.
[00:47:27.600 --> 00:47:27.600]   I'm going to go ahead and start with the first one.
[00:47:27.600 --> 00:47:27.600]   I'm going to go ahead and start with the first one.
[00:47:27.600 --> 00:47:27.600]   I'm going to go ahead and start with the first one.
[00:47:27.600 --> 00:47:27.600]   I'm going to go ahead and start with the first one.
[00:47:27.600 --> 00:47:27.600]   I'm going to go ahead and start with the first one.
[00:47:27.600 --> 00:47:27.600]   I'm going to go ahead and start with the first one.
[00:47:27.620 --> 00:47:57.620]   I'm going to go ahead and start with the first one.
[00:47:57.620 --> 00:47:57.620]   I'm going to go ahead and start with the first one.
[00:47:57.620 --> 00:47:57.620]   I'm going to go ahead and start with the first one.
[00:47:57.620 --> 00:47:57.620]   I'm going to go ahead and start with the first one.
[00:47:57.620 --> 00:47:57.620]   I'm going to go ahead and start with the first one.
[00:47:57.620 --> 00:47:57.620]   I'm going to go ahead and start with the first one.
[00:47:57.620 --> 00:47:57.620]   I'm going to go ahead and start with the first one.
[00:47:57.620 --> 00:47:57.620]   I'm going to go ahead and start with the first one.
[00:47:57.620 --> 00:47:57.620]   I'm going to go ahead and start with the first one.
[00:47:57.620 --> 00:47:57.620]   I'm going to go ahead and start with the first one.
[00:47:57.620 --> 00:47:57.620]   I'm going to go ahead and start with the first one.
[00:47:57.620 --> 00:47:57.620]   I'm going to go ahead and start with the first one.
[00:47:57.620 --> 00:47:57.620]   I'm going to go ahead and start with the first one.
[00:47:57.620 --> 00:47:57.620]   I'm going to go ahead and start with the first one.
[00:47:57.760 --> 00:48:27.640]   I'm going to go ahead and start with the first one.
[00:48:27.640 --> 00:48:27.640]   I'm going to go ahead and start with the first one.
[00:48:27.640 --> 00:48:27.640]   I'm going to go ahead and start with the first one.
[00:48:27.640 --> 00:48:27.640]   I'm going to go ahead and start with the first one.
[00:48:27.640 --> 00:48:27.640]   I'm going to go ahead and start with the first one.
[00:48:27.640 --> 00:48:27.640]   I'm going to go ahead and start with the first one.
[00:48:27.660 --> 00:48:57.660]   I'm going to go ahead and start with the first one.
[00:48:57.660 --> 00:48:57.660]   I'm going to go ahead and start with the first one.
[00:48:57.660 --> 00:48:57.660]   I'm going to go ahead and start with the first one.
[00:48:57.660 --> 00:48:57.660]   I'm going to go ahead and start with the first one.
[00:48:57.660 --> 00:48:57.660]   I'm going to go ahead and start with the first one.
[00:48:57.660 --> 00:48:57.660]   I'm going to go ahead and start with the first one.
[00:48:57.660 --> 00:48:57.660]   I'm going to go ahead and start with the first one.
[00:48:57.660 --> 00:48:57.660]   I'm going to go ahead and start with the first one.
[00:48:57.660 --> 00:48:57.660]   I'm going to go ahead and start with the first one.
[00:48:57.660 --> 00:48:57.660]   I'm going to go ahead and start with the first one.
[00:48:57.660 --> 00:48:57.660]   I'm going to go ahead and start with the first one.
[00:48:57.660 --> 00:48:57.660]   I'm going to go ahead and start with the first one.
[00:48:57.660 --> 00:48:57.660]   I'm going to go ahead and start with the first one.
[00:48:57.660 --> 00:48:57.660]   I'm going to go ahead and start with the first one.
[00:48:57.660 --> 00:49:27.680]   I'm going to go ahead and start with the first one.
[00:49:27.680 --> 00:49:27.680]   I'm going to go ahead and start with the first one.
[00:49:27.680 --> 00:49:27.680]   I'm going to go ahead and start with the first one.
[00:49:27.680 --> 00:49:27.680]   I'm going to go ahead and start with the first one.
[00:49:27.680 --> 00:49:27.680]   I'm going to go ahead and start with the first one.
[00:49:27.680 --> 00:49:27.680]   I'm going to go ahead and start with the first one.
[00:49:27.680 --> 00:49:27.680]   I'm going to go ahead and start with the first one.
[00:49:27.680 --> 00:49:27.680]   I'm going to go ahead and start with the first one.
[00:49:27.680 --> 00:49:27.680]   I'm going to go ahead and start with the first one.
[00:49:27.700 --> 00:49:57.700]   I'm going to go ahead and start with the first one.
[00:49:57.700 --> 00:49:57.700]   I'm going to go ahead and start with the first one.
[00:49:57.700 --> 00:49:57.700]   I'm going to go ahead and start with the first one.
[00:49:57.700 --> 00:49:57.700]   I'm going to go ahead and start with the first one.
[00:49:57.700 --> 00:49:57.700]   I'm going to go ahead and start with the first one.
[00:49:57.700 --> 00:49:57.700]   I'm going to go ahead and start with the first one.
[00:49:57.700 --> 00:49:57.700]   I'm going to go ahead and start with the first one.
[00:49:57.700 --> 00:49:57.700]   I'm going to go ahead and start with the first one.
[00:49:57.700 --> 00:49:57.700]   I'm going to go ahead and start with the first one.
[00:49:57.700 --> 00:49:57.700]   I'm going to go ahead and start with the first one.
[00:49:57.700 --> 00:49:57.700]   I'm going to go ahead and start with the first one.
[00:49:57.700 --> 00:49:57.700]   I'm going to go ahead and start with the first one.
[00:49:57.700 --> 00:49:57.700]   I'm going to go ahead and start with the first one.
[00:49:57.700 --> 00:49:57.700]   I'm going to go ahead and start with the first one.
[00:49:57.700 --> 00:50:27.720]   I'm going to go ahead and start with the first one.
[00:50:27.720 --> 00:50:27.720]   I'm going to go ahead and start with the first one.
[00:50:27.720 --> 00:50:27.720]   I'm going to go ahead and start with the first one.
[00:50:27.720 --> 00:50:27.720]   I'm going to go ahead and start with the first one.
[00:50:27.720 --> 00:50:27.720]   I'm going to go ahead and start with the first one.
[00:50:27.720 --> 00:50:27.720]   I'm going to go ahead and start with the first one.
[00:50:27.720 --> 00:50:27.720]   I'm going to go ahead and start with the first one.
[00:50:27.720 --> 00:50:27.720]   I'm going to go ahead and start with the first one.
[00:50:27.720 --> 00:50:27.720]   I'm going to go ahead and start with the first one.
[00:50:27.740 --> 00:50:57.740]   I'm going to go ahead and start with the first one.
[00:50:57.740 --> 00:50:57.740]   I'm going to go ahead and start with the first one.
[00:50:57.740 --> 00:50:57.740]   I'm going to go ahead and start with the first one.
[00:50:57.740 --> 00:50:57.740]   I'm going to go ahead and start with the first one.
[00:50:57.740 --> 00:50:57.740]   I'm going to go ahead and start with the first one.
[00:50:57.740 --> 00:50:57.740]   I'm going to go ahead and start with the first one.
[00:50:57.740 --> 00:50:57.740]   I'm going to go ahead and start with the first one.
[00:50:57.740 --> 00:50:57.740]   I'm going to go ahead and start with the first one.
[00:50:57.740 --> 00:50:57.740]   I'm going to go ahead and start with the first one.
[00:50:57.740 --> 00:50:57.740]   I'm going to go ahead and start with the first one.
[00:50:57.740 --> 00:50:57.740]   I'm going to go ahead and start with the first one.
[00:50:57.740 --> 00:50:57.740]   I'm going to go ahead and start with the first one.
[00:50:57.740 --> 00:50:57.740]   I'm going to go ahead and start with the first one.
[00:50:57.740 --> 00:50:57.740]   I'm going to go ahead and start with the first one.
[00:50:57.740 --> 00:51:27.760]   I'm going to go ahead and start with the first one.
[00:51:27.760 --> 00:51:27.760]   I'm going to go ahead and start with the first one.
[00:51:27.760 --> 00:51:27.760]   I'm going to go ahead and start with the first one.
[00:51:27.760 --> 00:51:27.760]   I'm going to go ahead and start with the first one.
[00:51:27.760 --> 00:51:27.760]   I'm going to go ahead and start with the first one.
[00:51:27.760 --> 00:51:27.760]   I'm going to go ahead and start with the first one.
[00:51:27.760 --> 00:51:27.760]   I'm going to go ahead and start with the first one.
[00:51:27.760 --> 00:51:27.760]   I'm going to go ahead and start with the first one.
[00:51:27.780 --> 00:51:57.780]   I'm going to go ahead and start with the first one.
[00:51:57.780 --> 00:51:57.780]   I'm going to go ahead and start with the first one.
[00:51:57.780 --> 00:51:57.780]   I'm going to go ahead and start with the first one.
[00:51:57.780 --> 00:51:57.780]   I'm going to go ahead and start with the first one.
[00:51:57.780 --> 00:51:57.780]   I'm going to go ahead and start with the first one.
[00:51:57.780 --> 00:51:57.780]   I'm going to go ahead and start with the first one.
[00:51:57.780 --> 00:51:57.780]   I'm going to go ahead and start with the first one.
[00:51:57.780 --> 00:51:57.780]   I'm going to go ahead and start with the first one.
[00:51:57.780 --> 00:51:57.780]   I'm going to go ahead and start with the first one.
[00:51:57.780 --> 00:51:57.780]   I'm going to go ahead and start with the first one.
[00:51:57.780 --> 00:51:57.780]   I'm going to go ahead and start with the first one.
[00:51:57.780 --> 00:51:57.780]   I'm going to go ahead and start with the first one.
[00:51:57.780 --> 00:51:57.780]   I'm going to go ahead and start with the first one.
[00:51:57.780 --> 00:51:57.780]   I'm going to go ahead and start with the first one.
[00:51:57.920 --> 00:52:27.800]   I'm going to go ahead and start with the first one.
[00:52:27.800 --> 00:52:27.800]   I'm going to go ahead and start with the first one.
[00:52:27.800 --> 00:52:27.800]   I'm going to go ahead and start with the first one.
[00:52:27.800 --> 00:52:27.800]   I'm going to go ahead and start with the first one.
[00:52:27.800 --> 00:52:27.800]   I'm going to go ahead and start with the first one.
[00:52:27.800 --> 00:52:27.800]   I'm going to go ahead and start with the first one.
[00:52:27.800 --> 00:52:27.800]   I'm going to go ahead and start with the first one.
[00:52:27.820 --> 00:52:57.820]   I'm going to go ahead and start with the first one.
[00:52:57.820 --> 00:52:57.820]   I'm going to go ahead and start with the first one.
[00:52:57.820 --> 00:52:57.820]   I'm going to go ahead and start with the first one.
[00:52:57.820 --> 00:52:57.820]   I'm going to go ahead and start with the first one.
[00:52:57.820 --> 00:52:57.820]   I'm going to go ahead and start with the first one.
[00:52:57.820 --> 00:52:57.820]   I'm going to go ahead and start with the first one.
[00:52:57.820 --> 00:52:57.820]   I'm going to go ahead and start with the first one.
[00:52:57.820 --> 00:52:57.820]   I'm going to go ahead and start with the first one.
[00:52:57.820 --> 00:52:57.820]   I'm going to go ahead and start with the first one.
[00:52:57.820 --> 00:52:57.820]   I'm going to go ahead and start with the first one.
[00:52:57.820 --> 00:52:57.820]   I'm going to go ahead and start with the first one.
[00:52:57.820 --> 00:52:57.820]   I'm going to go ahead and start with the first one.
[00:52:57.820 --> 00:52:57.820]   I'm going to go ahead and start with the first one.
[00:52:57.820 --> 00:52:57.820]   I'm going to go ahead and start with the first one.
[00:52:57.960 --> 00:53:27.840]   I'm going to go ahead and start with the first one.
[00:53:27.840 --> 00:53:27.840]   I'm going to go ahead and start with the first one.
[00:53:27.840 --> 00:53:27.840]   I'm going to go ahead and start with the first one.
[00:53:27.840 --> 00:53:27.840]   I'm going to go ahead and start with the first one.
[00:53:27.840 --> 00:53:27.840]   I'm going to go ahead and start with the first one.
[00:53:27.840 --> 00:53:27.840]   I'm going to go ahead and start with the first one.
[00:53:27.840 --> 00:53:27.840]   I'm going to go ahead and start with the first one.
[00:53:27.840 --> 00:53:27.840]   I'm going to go ahead and start with the first one.
[00:53:27.860 --> 00:53:57.860]   I'm going to go ahead and start with the first one.
[00:53:57.860 --> 00:53:57.860]   I'm going to go ahead and start with the first one.
[00:53:57.860 --> 00:53:57.860]   I'm going to go ahead and start with the first one.
[00:53:57.860 --> 00:53:57.860]   I'm going to go ahead and start with the first one.
[00:53:57.860 --> 00:53:57.860]   I'm going to go ahead and start with the first one.
[00:53:57.860 --> 00:53:57.860]   I'm going to go ahead and start with the first one.
[00:53:57.860 --> 00:53:57.860]   I'm going to go ahead and start with the first one.
[00:53:57.860 --> 00:53:57.860]   I'm going to go ahead and start with the first one.
[00:53:57.860 --> 00:53:57.860]   I'm going to go ahead and start with the first one.
[00:53:57.860 --> 00:53:57.860]   I'm going to go ahead and start with the first one.
[00:53:57.860 --> 00:53:57.860]   I'm going to go ahead and start with the first one.
[00:53:57.860 --> 00:53:57.860]   I'm going to go ahead and start with the first one.
[00:53:57.860 --> 00:53:57.860]   I'm going to go ahead and start with the first one.
[00:53:57.860 --> 00:53:57.860]   I'm going to go ahead and start with the first one.
[00:53:58.000 --> 00:54:27.880]   I'm going to go ahead and start with the first one.
[00:54:27.880 --> 00:54:27.880]   I'm going to go ahead and start with the first one.
[00:54:27.880 --> 00:54:27.880]   I'm going to go ahead and start with the first one.
[00:54:27.880 --> 00:54:27.880]   I'm going to go ahead and start with the first one.
[00:54:27.880 --> 00:54:27.880]   I'm going to go ahead and start with the first one.
[00:54:27.880 --> 00:54:27.880]   I'm going to go ahead and start with the first one.
[00:54:27.880 --> 00:54:27.880]   I'm going to go ahead and start with the first one.
[00:54:27.880 --> 00:54:27.880]   I'm going to go ahead and start with the first one.
[00:54:27.900 --> 00:54:57.900]   I'm going to go ahead and start with the first one.
[00:54:57.900 --> 00:54:57.900]   I'm going to go ahead and start with the first one.
[00:54:57.900 --> 00:54:57.900]   I'm going to go ahead and start with the first one.
[00:54:57.900 --> 00:54:57.900]   I'm going to go ahead and start with the first one.
[00:54:57.900 --> 00:54:57.900]   I'm going to go ahead and start with the first one.
[00:54:57.900 --> 00:54:57.900]   I'm going to go ahead and start with the first one.
[00:54:57.900 --> 00:54:57.900]   I'm going to go ahead and start with the first one.
[00:54:57.900 --> 00:54:57.900]   I'm going to go ahead and start with the first one.
[00:54:57.900 --> 00:54:57.900]   I'm going to go ahead and start with the first one.
[00:54:57.900 --> 00:54:57.900]   I'm going to go ahead and start with the first one.
[00:54:57.900 --> 00:54:57.900]   I'm going to go ahead and start with the first one.
[00:54:57.900 --> 00:54:57.900]   I'm going to go ahead and start with the first one.
[00:54:57.900 --> 00:54:57.900]   I'm going to go ahead and start with the first one.
[00:54:57.900 --> 00:54:57.900]   I'm going to go ahead and start with the first one.
[00:54:58.040 --> 00:55:27.920]   I'm going to go ahead and start with the first one.
[00:55:27.920 --> 00:55:27.920]   I'm going to go ahead and start with the first one.
[00:55:27.920 --> 00:55:27.920]   I'm going to go ahead and start with the first one.
[00:55:27.920 --> 00:55:27.920]   I'm going to go ahead and start with the first one.
[00:55:27.920 --> 00:55:27.920]   I'm going to go ahead and start with the first one.
[00:55:27.920 --> 00:55:27.920]   I'm going to go ahead and start with the first one.
[00:55:27.940 --> 00:55:57.940]   I'm going to go ahead and start with the first one.
[00:55:57.940 --> 00:55:57.940]   I'm going to go ahead and start with the first one.
[00:55:57.940 --> 00:55:57.940]   I'm going to go ahead and start with the first one.
[00:55:57.940 --> 00:55:57.940]   I'm going to go ahead and start with the first one.
[00:55:57.940 --> 00:55:57.940]   I'm going to go ahead and start with the first one.
[00:55:57.940 --> 00:55:57.940]   I'm going to go ahead and start with the first one.
[00:55:57.940 --> 00:55:57.940]   I'm going to go ahead and start with the first one.
[00:55:57.940 --> 00:55:57.940]   I'm going to go ahead and start with the first one.
[00:55:57.940 --> 00:55:57.940]   I'm going to go ahead and start with the first one.
[00:55:57.940 --> 00:55:57.940]   I'm going to go ahead and start with the first one.
[00:55:57.940 --> 00:55:57.940]   I'm going to go ahead and start with the first one.
[00:55:57.940 --> 00:55:57.940]   I'm going to go ahead and start with the first one.
[00:55:57.940 --> 00:55:57.940]   I'm going to go ahead and start with the first one.
[00:55:57.940 --> 00:55:57.940]   I'm going to go ahead and start with the first one.
[00:55:57.940 --> 00:56:27.960]   I'm going to go ahead and start with the first one.
[00:56:27.960 --> 00:56:27.960]   I'm going to go ahead and start with the first one.
[00:56:27.960 --> 00:56:27.960]   I'm going to go ahead and start with the first one.
[00:56:27.960 --> 00:56:27.960]   I'm going to go ahead and start with the first one.
[00:56:27.960 --> 00:56:27.960]   I'm going to go ahead and start with the first one.
[00:56:27.960 --> 00:56:27.960]   I'm going to go ahead and start with the first one.
[00:56:27.960 --> 00:56:27.960]   I'm going to go ahead and start with the first one.
[00:56:27.960 --> 00:56:27.960]   I'm going to go ahead and start with the first one.
[00:56:27.960 --> 00:56:27.960]   I'm going to go ahead and start with the first one.
[00:56:27.980 --> 00:56:57.980]   I'm going to go ahead and start with the first one.
[00:56:57.980 --> 00:56:57.980]   I'm going to go ahead and start with the first one.
[00:56:57.980 --> 00:56:57.980]   I'm going to go ahead and start with the first one.
[00:56:57.980 --> 00:56:57.980]   I'm going to go ahead and start with the first one.
[00:56:57.980 --> 00:56:57.980]   I'm going to go ahead and start with the first one.
[00:56:57.980 --> 00:56:57.980]   I'm going to go ahead and start with the first one.
[00:56:57.980 --> 00:56:57.980]   I'm going to go ahead and start with the first one.
[00:56:57.980 --> 00:56:57.980]   I'm going to go ahead and start with the first one.
[00:56:57.980 --> 00:56:57.980]   I'm going to go ahead and start with the first one.
[00:56:57.980 --> 00:56:57.980]   I'm going to go ahead and start with the first one.
[00:56:57.980 --> 00:56:57.980]   I'm going to go ahead and start with the first one.
[00:56:57.980 --> 00:56:57.980]   I'm going to go ahead and start with the first one.
[00:56:57.980 --> 00:56:57.980]   I'm going to go ahead and start with the first one.
[00:56:57.980 --> 00:56:57.980]   I'm going to go ahead and start with the first one.
[00:56:57.980 --> 00:57:28.000]   I'm going to go ahead and start with the first one.
[00:57:28.000 --> 00:57:28.000]   I'm going to go ahead and start with the first one.
[00:57:28.000 --> 00:57:28.000]   I'm going to go ahead and start with the first one.
[00:57:28.000 --> 00:57:28.000]   I'm going to go ahead and start with the first one.
[00:57:28.000 --> 00:57:28.000]   I'm going to go ahead and start with the first one.
[00:57:28.000 --> 00:57:28.000]   I'm going to go ahead and start with the first one.
[00:57:28.000 --> 00:57:28.000]   I'm going to go ahead and start with the first one.
[00:57:28.000 --> 00:57:28.000]   I'm going to go ahead and start with the first one.
[00:57:28.020 --> 00:57:58.020]   I'm going to go ahead and start with the first one.
[00:57:58.020 --> 00:57:58.020]   I'm going to go ahead and start with the first one.
[00:57:58.020 --> 00:57:58.020]   I'm going to go ahead and start with the first one.
[00:57:58.020 --> 00:57:58.020]   I'm going to go ahead and start with the first one.
[00:57:58.020 --> 00:57:58.020]   I'm going to go ahead and start with the first one.
[00:57:58.020 --> 00:57:58.020]   I'm going to go ahead and start with the first one.
[00:57:58.020 --> 00:57:58.020]   I'm going to go ahead and start with the first one.
[00:57:58.020 --> 00:57:58.020]   I'm going to go ahead and start with the first one.
[00:57:58.020 --> 00:57:58.020]   I'm going to go ahead and start with the first one.
[00:57:58.020 --> 00:57:58.020]   I'm going to go ahead and start with the first one.
[00:57:58.020 --> 00:57:58.020]   I'm going to go ahead and start with the first one.
[00:57:58.020 --> 00:57:58.020]   I'm going to go ahead and start with the first one.
[00:57:58.020 --> 00:57:58.020]   I'm going to go ahead and start with the first one.
[00:57:58.020 --> 00:57:58.020]   I'm going to go ahead and start with the first one.
[00:57:58.020 --> 00:58:28.040]   I'm going to go ahead and start with the first one.
[00:58:28.040 --> 00:58:28.040]   I'm going to go ahead and start with the first one.
[00:58:28.040 --> 00:58:28.040]   I'm going to go ahead and start with the first one.
[00:58:28.040 --> 00:58:28.040]   I'm going to go ahead and start with the first one.
[00:58:28.040 --> 00:58:28.040]   I'm going to go ahead and start with the first one.
[00:58:28.040 --> 00:58:28.040]   I'm going to go ahead and start with the first one.
[00:58:28.040 --> 00:58:28.040]   I'm going to go ahead and start with the first one.
[00:58:28.040 --> 00:58:28.040]   I'm going to go ahead and start with the first one.
[00:58:28.040 --> 00:58:28.040]   I'm going to go ahead and start with the first one.
[00:58:28.060 --> 00:58:58.060]   I'm going to go ahead and start with the first one.
[00:58:58.060 --> 00:58:58.060]   I'm going to go ahead and start with the first one.
