
[00:00:00.000 --> 00:00:08.480]   [VIDEO PLAYBACK]
[01:37:40.480 --> 01:37:43.280]   I feel like, I mean, I work quite a lot
[01:37:43.280 --> 01:37:46.400]   and then I feel like I just am like quite agentic.
[01:37:46.400 --> 01:37:49.320]   Like if your question's about like career overall
[01:37:49.320 --> 01:37:51.640]   and I've been very privileged
[01:37:51.640 --> 01:37:53.160]   to have like a really nice safety net
[01:37:53.160 --> 01:37:54.800]   to be able to take lots of risks,
[01:37:54.800 --> 01:37:56.960]   but I'm just like quite headstrong.
[01:37:56.960 --> 01:37:59.160]   Like in undergrad, Duke had this thing
[01:37:59.160 --> 01:38:00.880]   where you could just make your own major.
[01:38:00.880 --> 01:38:02.920]   And it was like, eh, I don't like this prerequisite
[01:38:02.920 --> 01:38:05.080]   or this prerequisite and I wanna take all four
[01:38:05.080 --> 01:38:06.560]   or five of these subjects at the same time.
[01:38:06.560 --> 01:38:08.120]   So I'm just gonna make my own major.
[01:38:08.120 --> 01:38:09.600]   Or like in the first year of grad school,
[01:38:09.600 --> 01:38:12.840]   I like canceled rotation so I could work on this thing
[01:38:12.840 --> 01:38:15.400]   that became the paper we were talking about earlier
[01:38:15.400 --> 01:38:17.000]   and like didn't have an advisor,
[01:38:17.000 --> 01:38:19.920]   like got admitted to do machine learning for protein design
[01:38:19.920 --> 01:38:23.040]   and was just like off in computational neuroscience land
[01:38:23.040 --> 01:38:25.960]   with no business there at all, but worked out.
[01:38:25.960 --> 01:38:26.920]   - There's a headstrongness,
[01:38:26.920 --> 01:38:29.320]   but it seemed like another theme that jumped out
[01:38:29.320 --> 01:38:33.160]   was the ability to step back
[01:38:33.160 --> 01:38:34.640]   and you were talking about this earlier,
[01:38:34.640 --> 01:38:36.720]   the ability to step back from your sunk costs
[01:38:36.720 --> 01:38:38.480]   and go in a different direction
[01:38:38.480 --> 01:38:40.000]   is in a weird sense the opposite of that,
[01:38:40.000 --> 01:38:41.280]   but also a crucial step here
[01:38:41.280 --> 01:38:44.040]   where I know like 21-year-olds or like 19-year-olds
[01:38:44.040 --> 01:38:47.160]   who are like, ah, this is not a thing I've specialized in
[01:38:47.160 --> 01:38:48.440]   or like I didn't major in this.
[01:38:48.440 --> 01:38:50.480]   I was like, dude, motherfucker, you're 19.
[01:38:50.480 --> 01:38:51.800]   Like you can definitely do this.
[01:38:51.800 --> 01:38:53.680]   And you like switching in the middle of grad school
[01:38:53.680 --> 01:38:56.960]   or something like that's just like, yeah.
[01:38:56.960 --> 01:38:58.040]   - Yeah, sorry, I didn't mean to cut you off,
[01:38:58.040 --> 01:39:00.880]   but I think it's like strong ideas loosely held
[01:39:00.880 --> 01:39:04.760]   and being able to just like pinball in different directions.
[01:39:04.760 --> 01:39:06.520]   And the headstrongness I think relates a little bit
[01:39:06.520 --> 01:39:08.440]   to the fast feedback loops or agency
[01:39:08.440 --> 01:39:11.880]   in so much as I just don't get blocked very often.
[01:39:11.880 --> 01:39:13.440]   Like if I'm trying to write some code
[01:39:13.440 --> 01:39:14.680]   and like something isn't working,
[01:39:14.680 --> 01:39:16.680]   even if it's like in another part of the code base,
[01:39:16.680 --> 01:39:19.080]   I'll often just go in and fix that thing
[01:39:19.080 --> 01:39:21.160]   or at least hack it together to be able to get results.
[01:39:21.160 --> 01:39:23.960]   And I've seen other people where they're just like, help.
[01:39:23.960 --> 01:39:24.800]   I can't.
[01:39:24.800 --> 01:39:26.560]   And it's like, no, that's not a good enough excuse.
[01:39:26.560 --> 01:39:27.680]   Like go all the way down.
[01:39:27.680 --> 01:39:28.560]   - I've definitely heard like people
[01:39:28.560 --> 01:39:30.280]   in management type positions
[01:39:30.280 --> 01:39:32.480]   talk about the lack of such people
[01:39:32.480 --> 01:39:34.520]   where they will check in on somebody
[01:39:34.520 --> 01:39:35.920]   a month after they give them a task
[01:39:35.920 --> 01:39:36.760]   or a week after they give them a task
[01:39:36.760 --> 01:39:38.240]   and like, how's it going?
[01:39:38.240 --> 01:39:40.880]   And they say, well, you know, we need to do this thing
[01:39:40.880 --> 01:39:42.680]   which requires lawyers
[01:39:42.680 --> 01:39:45.080]   'cause it requires talking about this regulation.
[01:39:45.080 --> 01:39:46.200]   It's like, how's that going?
[01:39:46.200 --> 01:39:47.960]   I was like, well, we need lawyers.
[01:39:47.960 --> 01:39:49.920]   I'm like, why didn't you get lawyers?
[01:39:50.880 --> 01:39:52.720]   Or something like that.
[01:39:52.720 --> 01:39:53.720]   So that's definitely like, yeah.
[01:39:53.720 --> 01:39:56.240]   - I think that's arguably the most important quality
[01:39:56.240 --> 01:39:57.440]   in like almost anything.
[01:39:57.440 --> 01:39:59.480]   It's just pursuing it to like the end of the earth
[01:39:59.480 --> 01:40:01.160]   and like whatever you need to do to make it happen,
[01:40:01.160 --> 01:40:02.120]   you'll make it happen.
[01:40:02.120 --> 01:40:02.960]   - If you do everything, you'll win.
[01:40:02.960 --> 01:40:05.720]   - If you do everything, you'll win, exactly.
[01:40:05.720 --> 01:40:07.120]   But yeah, yeah, yeah, yeah.
[01:40:07.120 --> 01:40:10.000]   I think from my side,
[01:40:10.000 --> 01:40:13.040]   definitely that quality has been important.
[01:40:13.040 --> 01:40:13.920]   Like agency in the work.
[01:40:13.920 --> 01:40:16.080]   There are thousands or I would even like
[01:40:16.080 --> 01:40:17.840]   probably tens of thousands of engineers at Google
[01:40:17.840 --> 01:40:20.040]   who are like, you know, basically,
[01:40:20.040 --> 01:40:21.280]   like we're all like equivalent
[01:40:21.280 --> 01:40:23.480]   like software engineering ability, let's say.
[01:40:23.480 --> 01:40:27.160]   Like, you know, if you gave us like a very well-defined task
[01:40:27.160 --> 01:40:28.800]   then we'd probably do it like equivalently well.
[01:40:28.800 --> 01:40:30.800]   Maybe a bunch of them would do it a lot better than me,
[01:40:30.800 --> 01:40:32.160]   you know, in all likelihood.
[01:40:32.160 --> 01:40:34.720]   But what I've been,
[01:40:34.720 --> 01:40:38.000]   one of the reasons that I've been impactful so far
[01:40:38.000 --> 01:40:39.880]   is I've been very good
[01:40:39.880 --> 01:40:44.040]   at picking extremely high leverage problems.
[01:40:44.040 --> 01:40:45.120]   So problems that haven't been
[01:40:45.280 --> 01:40:46.920]   particularly well-solved so far.
[01:40:46.920 --> 01:40:51.960]   Perhaps as a result of like frustrating structural factors
[01:40:51.960 --> 01:40:53.320]   like the ones that you pointed out
[01:40:53.320 --> 01:40:54.520]   in that scenario before,
[01:40:54.520 --> 01:40:55.640]   where they're like, oh, we can't do X
[01:40:55.640 --> 01:40:57.760]   'cause this, what team would you do, why?
[01:40:57.760 --> 01:40:59.200]   Or like, and then going, okay,
[01:40:59.200 --> 01:41:01.520]   well, I'm just gonna like vertically solve the entire thing.
[01:41:01.520 --> 01:41:03.800]   (all laughing)
[01:41:03.800 --> 01:41:05.280]   - Right.
[01:41:05.280 --> 01:41:07.360]   - And that turns out to be remarkably effective.
[01:41:07.360 --> 01:41:10.880]   Also, I am very comfortable with like,
[01:41:10.880 --> 01:41:14.240]   if I think there is something correct that needs to happen,
[01:41:14.240 --> 01:41:16.200]   I will like make that argument
[01:41:16.200 --> 01:41:17.480]   and continue making that argument
[01:41:17.480 --> 01:41:21.120]   at escalating levels of like criticality
[01:41:21.120 --> 01:41:22.800]   until that thing gets solved.
[01:41:22.800 --> 01:41:26.600]   And I'm also quite pragmatic
[01:41:26.600 --> 01:41:29.520]   with what like I do to solve things.
[01:41:29.520 --> 01:41:30.800]   You get a lot of people who come in with,
[01:41:30.800 --> 01:41:32.760]   as I said before, like a particular background
[01:41:32.760 --> 01:41:34.040]   or a familiarity or they're like,
[01:41:34.040 --> 01:41:36.880]   they know how to do something and they won't,
[01:41:36.880 --> 01:41:39.360]   like one of the beautiful things about Google, right,
[01:41:39.360 --> 01:41:41.280]   is you can run around and get world experts
[01:41:41.280 --> 01:41:42.320]   in literally everything.
[01:41:42.320 --> 01:41:44.440]   You can sit down and talk to people, optimization experts,
[01:41:44.440 --> 01:41:46.760]   like TP, like chip design experts,
[01:41:46.760 --> 01:41:48.880]   like experts in, I don't know,
[01:41:48.880 --> 01:41:51.600]   like different forms of like pre-training algorithms
[01:41:51.600 --> 01:41:52.440]   or like RL or whatever.
[01:41:52.440 --> 01:41:53.280]   And you can learn from all of them
[01:41:53.280 --> 01:41:55.520]   and you can take those methods and apply them.
[01:41:55.520 --> 01:41:59.360]   And I think this was like,
[01:41:59.360 --> 01:42:02.880]   maybe the start of why I was initially impactful
[01:42:02.880 --> 01:42:06.120]   was like this vertical, like agency effectively.
[01:42:06.120 --> 01:42:10.360]   And then a follow-up piece from that is,
[01:42:10.360 --> 01:42:14.920]   I think it's often surprising how few people
[01:42:14.920 --> 01:42:16.960]   are like fully realized in all the things they wanna do.
[01:42:16.960 --> 01:42:18.360]   They're like blocked or limited in some way.
[01:42:18.360 --> 01:42:20.640]   And this is very common in big organizations everywhere.
[01:42:20.640 --> 01:42:22.600]   People like have all these blockers
[01:42:22.600 --> 01:42:24.960]   on what they're able to achieve.
[01:42:24.960 --> 01:42:29.080]   And I think being a,
[01:42:29.080 --> 01:42:30.680]   like one, helping inspire people
[01:42:30.680 --> 01:42:32.920]   to work on particular directions
[01:42:32.920 --> 01:42:34.800]   and working with them on doing things
[01:42:34.800 --> 01:42:36.200]   massively scales your leverage.
[01:42:36.200 --> 01:42:37.960]   Like you get to work with all these wonderful people
[01:42:37.960 --> 01:42:39.520]   who teach you heaps of things
[01:42:39.520 --> 01:42:42.400]   and generally like helping them
[01:42:42.400 --> 01:42:44.040]   push past organizational blockers
[01:42:44.040 --> 01:42:47.320]   means like together you get an enormous amount done.
[01:42:47.320 --> 01:42:50.440]   Like none of the impact that I've had
[01:42:50.440 --> 01:42:51.960]   has been like me individually going off
[01:42:51.960 --> 01:42:53.520]   and solving a whole lot of stuff.
[01:42:53.520 --> 01:42:56.520]   It's been me maybe like starting off a direction
[01:42:56.520 --> 01:42:58.360]   and then convincing other people
[01:42:58.360 --> 01:42:59.560]   that this is the right direction
[01:42:59.560 --> 01:43:01.880]   and bringing them along in like this big tidal wave
[01:43:01.880 --> 01:43:05.440]   of like effectiveness that like goes and solves that problem.
[01:43:07.160 --> 01:43:11.240]   - We should talk about how you guys got hired.
[01:43:11.240 --> 01:43:12.640]   'Cause I think that's a really interesting story
[01:43:12.640 --> 01:43:14.640]   'cause you were a McKinsey consultant, right?
[01:43:14.640 --> 01:43:17.240]   (all laughing)
[01:43:17.240 --> 01:43:18.080]   - No, no, it's good, yeah.
[01:43:18.080 --> 01:43:20.160]   - There's an interesting thing there where,
[01:43:20.160 --> 01:43:23.880]   first of all, I think people are,
[01:43:23.880 --> 01:43:26.120]   yeah, generally people just don't understand
[01:43:26.120 --> 01:43:29.880]   how like decisions are made about either admissions
[01:43:29.880 --> 01:43:32.280]   or evaluating who to hire or something.
[01:43:32.280 --> 01:43:34.600]   But like just talk about like how were you noticed as-
[01:43:34.600 --> 01:43:35.440]   - Yeah, totally.
[01:43:35.440 --> 01:43:36.440]   - Yeah, you got hired.
[01:43:36.440 --> 01:43:37.280]   - So like the TL;DR of this
[01:43:37.280 --> 01:43:39.440]   is I studied robotics in undergrad.
[01:43:39.440 --> 01:43:41.560]   I always thought that AI would be one of the highest leverage
[01:43:41.560 --> 01:43:42.800]   ways to impact the future in a positive way.
[01:43:42.800 --> 01:43:44.320]   Like the reason I am doing this
[01:43:44.320 --> 01:43:47.080]   is because I think it is like one of our best shots
[01:43:47.080 --> 01:43:49.080]   at making a wonderful future, basically.
[01:43:49.080 --> 01:43:52.240]   And I thought that working actually at McKinsey,
[01:43:52.240 --> 01:43:53.400]   I would get a really interesting insight
[01:43:53.400 --> 01:43:54.920]   into what people actually did for work.
[01:43:54.920 --> 01:43:55.960]   Like in this, I actually wrote this
[01:43:55.960 --> 01:43:57.960]   as the first line in my cover letter to McKinsey
[01:43:57.960 --> 01:43:59.400]   was like, "I wanna work here
[01:43:59.400 --> 01:44:00.680]   "so that I can learn what people do
[01:44:00.680 --> 01:44:02.720]   "so that I can like understand how they work."
[01:44:02.720 --> 01:44:05.720]   (all laughing)
[01:44:05.720 --> 01:44:10.720]   And in many respects, like I did get that.
[01:44:10.720 --> 01:44:11.680]   I also got a whole lot of other things.
[01:44:11.680 --> 01:44:13.680]   Many of the people there are like wonderful friends.
[01:44:13.680 --> 01:44:15.000]   I actually learned, I think a lot of this,
[01:44:15.000 --> 01:44:17.840]   like agentic behavior in part from my time there
[01:44:17.840 --> 01:44:21.480]   where you go into organizations and you see how impactful
[01:44:21.480 --> 01:44:25.480]   just not taking no for an answer gets you.
[01:44:25.480 --> 01:44:28.400]   Like you would be surprised at the kind of stuff
[01:44:28.400 --> 01:44:32.480]   where like, because no one quite cares enough
[01:44:32.480 --> 01:44:35.680]   in some organizations, things just don't happen
[01:44:35.680 --> 01:44:37.480]   'cause no one's willing to take direct responsibility.
[01:44:37.480 --> 01:44:39.360]   This is incredibly like directly responsible individuals
[01:44:39.360 --> 01:44:40.720]   are ridiculously important.
[01:44:40.720 --> 01:44:43.880]   And people are willing to,
[01:44:43.880 --> 01:44:46.200]   like they just don't care as much about timelines.
[01:44:46.200 --> 01:44:48.680]   And so much of the value that an organization
[01:44:48.680 --> 01:44:51.520]   like McKinsey provides is hiring people
[01:44:51.520 --> 01:44:54.560]   who you were otherwise unable to hire
[01:44:54.560 --> 01:44:56.160]   for a short window of time
[01:44:56.160 --> 01:44:59.000]   where they can just like push through problems.
[01:44:59.000 --> 01:45:01.760]   I think people like underappreciate this.
[01:45:01.760 --> 01:45:05.240]   And so like at least some of my,
[01:45:05.240 --> 01:45:06.960]   well, hold up, like I'm gonna become
[01:45:06.960 --> 01:45:08.280]   the directly responsible individual for this
[01:45:08.280 --> 01:45:10.400]   'cause no one's taking appropriate like responsibility.
[01:45:10.400 --> 01:45:12.600]   I'm gonna care a hell of a lot about this.
[01:45:12.600 --> 01:45:13.440]   And I'm gonna make sure,
[01:45:13.440 --> 01:45:14.480]   like I'm gonna go to the end of the earth
[01:45:14.480 --> 01:45:17.400]   to make sure it gets done, comes from that time.
[01:45:17.400 --> 01:45:19.360]   But more to your like actual question
[01:45:19.360 --> 01:45:22.840]   of like how did I get hired?
[01:45:22.840 --> 01:45:25.120]   The entire time I didn't get into the grad programs
[01:45:25.120 --> 01:45:26.920]   that I wanted to get into over here,
[01:45:26.920 --> 01:45:29.840]   which was specifically for focus on like robotics
[01:45:29.840 --> 01:45:31.800]   and RL research and that kind of stuff.
[01:45:31.800 --> 01:45:35.120]   And in the meantime, on nights and weekends,
[01:45:35.120 --> 01:45:37.920]   basically every night from 10 p.m. till 2 a.m.,
[01:45:37.920 --> 01:45:40.120]   I would do my own like research.
[01:45:40.120 --> 01:45:43.040]   And every weekend for like at least six to eight hours
[01:45:43.040 --> 01:45:45.240]   each day, I would do my own like research
[01:45:45.240 --> 01:45:47.400]   and coding projects and this kind of stuff.
[01:45:47.400 --> 01:45:52.240]   And that sort of switched in part
[01:45:52.240 --> 01:45:55.160]   from like quite robotics specific work
[01:45:55.160 --> 01:45:58.400]   to after reading Gwen's scaling hypothesis post,
[01:45:58.400 --> 01:46:00.440]   I got completely scaling pills.
[01:46:00.440 --> 01:46:01.680]   And I was like, okay, like clearly the way
[01:46:01.680 --> 01:46:03.280]   that you solve robotics is by like scaling
[01:46:03.280 --> 01:46:04.880]   large multimodal models.
[01:46:04.880 --> 01:46:08.080]   And then in an effort to scale large multimodal models
[01:46:08.080 --> 01:46:11.320]   with a grant, I got a grant from the TPU
[01:46:11.320 --> 01:46:14.880]   like access program, the Tensor Research Cloud.
[01:46:14.880 --> 01:46:18.320]   I was trying to work out how to scale that effectively.
[01:46:18.320 --> 01:46:22.240]   And James Bradbury, who at the time was at Google
[01:46:22.240 --> 01:46:27.240]   and is now at Anthropic, saw some of my questions online
[01:46:27.240 --> 01:46:29.200]   where I was trying to work out how to do this properly.
[01:46:29.200 --> 01:46:30.600]   And he was like, I thought I knew all the people
[01:46:30.600 --> 01:46:32.600]   in the world who were like asking these questions.
[01:46:32.600 --> 01:46:33.680]   Who on earth are you?
[01:46:33.680 --> 01:46:38.800]   And he looked at that and he looked at some
[01:46:38.800 --> 01:46:40.120]   of the like the robotic stuff that I'd been putting
[01:46:40.120 --> 01:46:41.280]   up on my blog and that kind of thing.
[01:46:41.280 --> 01:46:42.680]   And he reached out and said, hey, do you wanna have a chat
[01:46:42.680 --> 01:46:45.320]   and do you wanna like explore working with us here?
[01:46:45.320 --> 01:46:49.760]   And I was hired, as I understand it later,
[01:46:49.760 --> 01:46:51.960]   as an experiment in trying to take someone
[01:46:51.960 --> 01:46:54.600]   with extremely high enthusiasm and agency
[01:46:54.600 --> 01:46:57.600]   and pairing them with some of the best engineers
[01:46:57.600 --> 01:46:58.600]   that he knew.
[01:46:58.600 --> 01:47:00.800]   And so one, another one of the reasons I could say
[01:47:00.800 --> 01:47:03.160]   like I've been impactful is I had this like dedicated
[01:47:03.160 --> 01:47:06.160]   mentorship from utterly wonderful people.
[01:47:06.160 --> 01:47:08.680]   Like people like Rainer Pope, who has since left
[01:47:08.680 --> 01:47:11.560]   to go do his own ship company.
[01:47:11.560 --> 01:47:15.160]   Anselm Weskaja, James himself, many others.
[01:47:15.160 --> 01:47:16.640]   But those are like the sort of formative like two
[01:47:16.640 --> 01:47:18.280]   to three months at the beginning.
[01:47:18.280 --> 01:47:22.080]   And they taught me a whole lot of like the principles
[01:47:22.080 --> 01:47:25.080]   and like heuristics that I apply, like how to,
[01:47:25.080 --> 01:47:28.160]   and how to like solve problems in the way that they have,
[01:47:28.160 --> 01:47:30.760]   particularly in that like systems and algorithms overlap,
[01:47:30.760 --> 01:47:34.480]   where like one more thing that makes you like quite effective
[01:47:34.480 --> 01:47:36.880]   in ML research is really concretely understanding
[01:47:36.880 --> 01:47:38.520]   the systems side of things.
[01:47:38.520 --> 01:47:40.200]   And this is something I've learned from them basically,
[01:47:40.200 --> 01:47:42.600]   is like a deep understanding of how systems influence
[01:47:42.600 --> 01:47:44.840]   algorithms and how algorithms influence systems.
[01:47:44.840 --> 01:47:47.400]   Because the systems constrain the design space,
[01:47:47.400 --> 01:47:49.600]   sorry, the solution space, which you have available
[01:47:49.600 --> 01:47:51.840]   to yourself in the algorithm side.
[01:47:51.840 --> 01:47:54.840]   And very few people are comfortable fully bridging that gap.
[01:47:56.280 --> 01:47:59.120]   But a place like Google, you can just like go and ask
[01:47:59.120 --> 01:48:00.920]   all the algorithms experts and all the systems experts
[01:48:00.920 --> 01:48:03.800]   everything they know, and they will happily teach you.
[01:48:03.800 --> 01:48:05.080]   And if you go and sit down with them,
[01:48:05.080 --> 01:48:06.720]   they will teach you everything they know.
[01:48:06.720 --> 01:48:07.560]   It's wonderful.
[01:48:07.560 --> 01:48:10.080]   And this has meant that I've been able to be very,
[01:48:10.080 --> 01:48:13.360]   very effective for both sides, like for the pre-training
[01:48:13.360 --> 01:48:15.160]   crew, because I understand systems very well.
[01:48:15.160 --> 01:48:17.520]   I can intuit and understand like this will work well
[01:48:17.520 --> 01:48:18.440]   or this won't.
[01:48:18.440 --> 01:48:20.560]   And then like flow that on through the inference
[01:48:20.560 --> 01:48:23.240]   considerations of models and this kind of thing.
[01:48:23.240 --> 01:48:25.800]   And for like to the chip design teams,
[01:48:25.800 --> 01:48:28.080]   I'm one of the people they turn to understand
[01:48:28.080 --> 01:48:30.200]   what chips they should be designing in three years,
[01:48:30.200 --> 01:48:32.280]   because I'm one of the people who's best able
[01:48:32.280 --> 01:48:35.640]   to understand and explain the kind of algorithms
[01:48:35.640 --> 01:48:37.880]   that we might want to design in three years.
[01:48:37.880 --> 01:48:39.880]   And obviously you can't make very good guesses about that.
[01:48:39.880 --> 01:48:44.640]   But like, I think I like convey the information well,
[01:48:44.640 --> 01:48:47.200]   accumulated from all of my compatriots
[01:48:47.200 --> 01:48:50.680]   on the pre-training crew, and like the general,
[01:48:50.680 --> 01:48:54.000]   like systems inside group and convey that information
[01:48:54.000 --> 01:48:56.840]   well to them, because also even inference applies
[01:48:56.840 --> 01:48:58.120]   a constraint to pre-training.
[01:48:58.120 --> 01:49:01.040]   And so like, there's this like these trees of constraints
[01:49:01.040 --> 01:49:03.160]   where if you understand all the pieces of the puzzle,
[01:49:03.160 --> 01:49:05.520]   then you get a much better sense for like what
[01:49:05.520 --> 01:49:06.920]   the solution space might look like.
[01:49:06.920 --> 01:49:09.760]   - Yeah, there's a couple of things that stick out
[01:49:09.760 --> 01:49:10.600]   to me there.
[01:49:10.600 --> 01:49:14.880]   One is not just the agency of the person who was hired,
[01:49:14.880 --> 01:49:18.560]   but the parts of the system that were able to think,
[01:49:18.560 --> 01:49:19.600]   wait, that's really interesting.
[01:49:19.600 --> 01:49:21.280]   Who is this guy?
[01:49:21.280 --> 01:49:23.640]   Not from a grad program or anything,
[01:49:23.640 --> 01:49:25.560]   you know, like currently McKinsey consultant,
[01:49:25.560 --> 01:49:28.880]   just like an undergrad, but that's interesting.
[01:49:28.880 --> 01:49:30.360]   Let's like give this a shot, right?
[01:49:30.360 --> 01:49:32.600]   So James and whoever else that's like,
[01:49:32.600 --> 01:49:33.440]   that's very notable.
[01:49:33.440 --> 01:49:37.680]   And that's, second is, I actually didn't know this part
[01:49:37.680 --> 01:49:40.800]   of the story where that was part of an experiment
[01:49:40.800 --> 01:49:43.680]   run internally about, can we do this?
[01:49:43.680 --> 01:49:47.160]   Can we like bootstrap somebody and like, yeah.
[01:49:47.160 --> 01:49:49.360]   And in fact, what's really interesting about that
[01:49:49.360 --> 01:49:51.160]   is the third thing you mentioned is,
[01:49:51.160 --> 01:49:54.720]   having somebody who understands all layers of the stack
[01:49:54.720 --> 01:49:56.680]   and isn't so stuck on any one approach
[01:49:56.680 --> 01:49:59.720]   or any one layer of abstraction is so important.
[01:49:59.720 --> 01:50:02.720]   And specifically that like what you mentioned
[01:50:02.720 --> 01:50:06.080]   about being bootstrapped immediately by these people
[01:50:06.080 --> 01:50:08.160]   might've meant that since you're getting up to speed
[01:50:08.160 --> 01:50:09.760]   on everything at the same time,
[01:50:09.760 --> 01:50:12.160]   rather than spending grad school going deep
[01:50:12.160 --> 01:50:14.080]   on like one specific way of doing RL,
[01:50:14.080 --> 01:50:15.640]   you actually can take the global view
[01:50:15.640 --> 01:50:17.480]   and aren't like totally bought in on one thing.
[01:50:17.480 --> 01:50:19.280]   So not only is it something that's possible,
[01:50:19.280 --> 01:50:21.120]   but like has greater returns
[01:50:21.120 --> 01:50:23.160]   than just hiring somebody at a grad school potentially.
[01:50:23.160 --> 01:50:25.080]   Because this person can just like, I don't know,
[01:50:25.080 --> 01:50:27.920]   just like getting a GPT-8 and like fine tuning them
[01:50:27.920 --> 01:50:30.840]   on like one year of, you know what I mean?
[01:50:30.840 --> 01:50:32.600]   So yeah, that's really interesting.
[01:50:32.600 --> 01:50:34.120]   - You come at everything with fresh eyes
[01:50:34.120 --> 01:50:37.560]   and you know it come in locked to any particular field.
[01:50:37.560 --> 01:50:40.320]   Now what like one caveat to that is that before,
[01:50:40.320 --> 01:50:42.240]   like during my self-experimentation and stuff,
[01:50:42.240 --> 01:50:43.640]   I was reading everything I could.
[01:50:43.640 --> 01:50:46.360]   I was like obsessively reading papers every night
[01:50:46.360 --> 01:50:48.760]   and like actually funnily enough,
[01:50:48.760 --> 01:50:53.520]   I like read much less widely now
[01:50:53.520 --> 01:50:56.400]   that I like my day is occupied by working on things.
[01:50:56.400 --> 01:50:57.440]   And in some respect,
[01:50:57.440 --> 01:50:59.120]   I had like this very broad perspective before
[01:50:59.120 --> 01:51:00.960]   where not that many people,
[01:51:00.960 --> 01:51:02.640]   even like in a PhD program,
[01:51:02.640 --> 01:51:04.520]   you'll like focus on a particular area.
[01:51:04.520 --> 01:51:06.320]   If you just like read all the NLP work
[01:51:06.320 --> 01:51:07.400]   and all the computer vision work
[01:51:07.400 --> 01:51:08.520]   and like all the robotics work,
[01:51:08.520 --> 01:51:09.760]   you like see all these patterns
[01:51:09.760 --> 01:51:11.840]   that start to emerge across subfields
[01:51:11.840 --> 01:51:15.160]   in a way that I guess like foreshadowed
[01:51:15.160 --> 01:51:17.240]   some of the work that I would later do.
[01:51:17.240 --> 01:51:19.040]   - That's super interesting.
[01:51:19.040 --> 01:51:19.880]   One of the reasons
[01:51:19.880 --> 01:51:22.320]   that you've been able to be agentic within Google
[01:51:22.320 --> 01:51:24.720]   is like your peer programming half the days
[01:51:24.720 --> 01:51:26.480]   or most of the days with Sergey Brin, right?
[01:51:26.480 --> 01:51:27.320]   And so that's really interesting
[01:51:27.320 --> 01:51:29.880]   that like there's this person
[01:51:29.880 --> 01:51:34.200]   who's like willing to just push ahead on this LLM stuff
[01:51:34.200 --> 01:51:37.960]   and like get rid of the local blockers in its place.
[01:51:37.960 --> 01:51:39.480]   - Yeah, I think important to get is like
[01:51:39.480 --> 01:51:40.760]   not like every day or anything,
[01:51:40.760 --> 01:51:43.640]   but like when there are particular projects
[01:51:43.640 --> 01:51:44.520]   that he's interested in,
[01:51:44.520 --> 01:51:45.720]   then like we'll work together on those.
[01:51:45.920 --> 01:51:46.760]   But there's also been times
[01:51:46.760 --> 01:51:48.920]   when he's been focused on projects with other people.
[01:51:48.920 --> 01:51:52.320]   But in general, yes, there's a surprising alpha
[01:51:52.320 --> 01:51:53.840]   to like being one of the people
[01:51:53.840 --> 01:51:56.600]   who actually goes down to the office every day.
[01:51:56.600 --> 01:51:59.440]   That like is really actually shouldn't be,
[01:51:59.440 --> 01:52:01.440]   but is surprisingly impactful.
[01:52:01.440 --> 01:52:05.760]   And as a result, I've like benefited a lot
[01:52:05.760 --> 01:52:09.280]   from having like basically being like close friends
[01:52:09.280 --> 01:52:10.960]   with people in leadership who care
[01:52:10.960 --> 01:52:14.480]   and being able to like really argue convincingly
[01:52:14.480 --> 01:52:17.280]   about why we should do X as opposed to Y.
[01:52:17.280 --> 01:52:20.560]   And having that like vector to,
[01:52:20.560 --> 01:52:24.760]   trying like it's, Google is a big organization.
[01:52:24.760 --> 01:52:27.560]   Having those vectors helps a little bit.
[01:52:27.560 --> 01:52:29.080]   But also it's very important.
[01:52:29.080 --> 01:52:31.480]   It's the kind of thing you don't want to ever abuse, right?
[01:52:31.480 --> 01:52:32.840]   Like you want to make the argument
[01:52:32.840 --> 01:52:34.560]   through all the right channels
[01:52:34.560 --> 01:52:38.800]   and like only sometimes you need to.
[01:52:38.800 --> 01:52:40.280]   - And so this includes you like Sergey Brin,
[01:52:40.280 --> 01:52:41.840]   Jeff Dee and so forth.
[01:52:41.840 --> 01:52:43.160]   I mean, it's like, it's notable.
[01:52:43.160 --> 01:52:44.600]   I don't know, I feel like Google is undervalued
[01:52:44.600 --> 01:52:47.160]   given that like, I don't know,
[01:52:47.160 --> 01:52:49.400]   like Steve Jobs is working on the equivalent
[01:52:49.400 --> 01:52:50.640]   like the next product for Apple,
[01:52:50.640 --> 01:52:52.480]   like peer-to-peer programming or something, right?
[01:52:52.480 --> 01:52:55.280]   - I mean, like I, yeah, I've benefited immensely
[01:52:55.280 --> 01:52:57.560]   from like, okay, so for example,
[01:52:57.560 --> 01:52:59.120]   during the Christmas break,
[01:52:59.120 --> 01:53:02.440]   I was just going into the office
[01:53:02.440 --> 01:53:04.880]   a couple of days during that time.
[01:53:04.880 --> 01:53:06.040]   - Sounds like quite a lot of days.
[01:53:06.040 --> 01:53:07.840]   - Quite a lot of days.
[01:53:07.840 --> 01:53:10.080]   (laughing)
[01:53:12.400 --> 01:53:15.320]   And I don't know if you guys have read that article
[01:53:15.320 --> 01:53:17.360]   about Jeff and Sanjay doing the pair programming,
[01:53:17.360 --> 01:53:20.000]   but they were there pair programming on stuff.
