
[00:00:00.040 --> 00:00:10.800]   cost
[00:35:18.800 --> 00:35:18.800]   Stability in terms of money makes a big difference.
[00:35:18.800 --> 00:35:18.800]   Stability in terms of money makes a big difference.
[00:35:18.800 --> 00:35:48.820]   Stability in terms of money makes a big difference.
[00:35:48.820 --> 00:35:48.820]   Stability in terms of money makes a big difference.
[00:35:48.820 --> 00:35:48.820]   Stability in terms of money makes a big difference.
[00:35:48.820 --> 00:35:48.820]   Stability in terms of money makes a big difference.
[00:35:48.820 --> 00:35:48.820]   Stability in terms of money makes a big difference.
[00:35:48.820 --> 00:35:48.820]   Stability in terms of money makes a big difference.
[00:35:48.820 --> 00:35:48.820]   Stability in terms of money makes a big difference.
[00:35:48.820 --> 00:35:48.820]   Stability in terms of money makes a big difference.
[00:35:48.820 --> 00:35:48.820]   Stability in terms of money makes a big difference.
[00:35:48.820 --> 00:35:48.820]   Stability in terms of money makes a big difference.
[00:35:48.820 --> 00:35:48.820]   Stability in terms of money makes a big difference.
[00:35:48.820 --> 00:35:48.820]   Stability in terms of money makes a big difference.
[00:35:48.820 --> 00:35:48.820]   Stability in terms of money makes a big difference.
[00:35:48.820 --> 00:35:48.820]   Stability in terms of money makes a big difference. Stability in terms of money makes a big difference.
[00:35:48.840 --> 00:36:18.840]   Stability in terms of money makes a big difference.
[00:36:18.840 --> 00:36:18.840]   Stability in terms of money makes a big difference.
[00:36:18.840 --> 00:36:18.840]   Stability in terms of money makes a big difference.
[00:36:18.840 --> 00:36:18.840]   Stability in terms of money makes a big difference.
[00:36:18.840 --> 00:36:18.840]   Stability in terms of money makes a big difference.
[00:36:18.840 --> 00:36:18.840]   Stability in terms of money makes a big difference.
[00:36:18.840 --> 00:36:18.840]   Stability in terms of money makes a big difference.
[00:36:18.840 --> 00:36:18.840]   Stability in terms of money makes a big difference.
[00:36:18.840 --> 00:36:18.840]   Stability in terms of money makes a big difference.
[00:36:18.840 --> 00:36:18.840]   Stability in terms of money makes a big difference.
[00:36:18.840 --> 00:36:18.840]   Stability in terms of money makes a big difference.
[00:36:18.840 --> 00:36:18.840]   Stability in terms of money makes a big difference.
[00:36:18.840 --> 00:36:18.840]   Stability in terms of money makes a big difference.
[00:36:18.840 --> 00:36:18.840]   Stability in terms of money makes a big difference.
[00:36:18.840 --> 00:36:18.840]   Stability in terms of money makes a big difference.
[00:36:18.840 --> 00:36:18.840]   Stability in terms of money makes a big difference.
[00:36:18.840 --> 00:36:48.860]  ,
[00:36:48.860 --> 00:36:48.860]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:36:48.860 --> 00:36:48.860]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:36:48.860 --> 00:36:48.860]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:36:48.860 --> 00:36:48.860]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:36:48.860 --> 00:36:48.860]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:36:48.860 --> 00:36:48.860]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:36:48.860 --> 00:36:48.860]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:36:48.860 --> 00:36:48.860]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:36:48.880 --> 00:37:18.880]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:37:18.880 --> 00:37:18.880]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:37:18.880 --> 00:37:18.880]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:37:18.880 --> 00:37:18.880]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:37:18.880 --> 00:37:18.880]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:37:18.880 --> 00:37:18.880]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:37:18.880 --> 00:37:18.880]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:37:18.880 --> 00:37:18.880]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:37:18.880 --> 00:37:18.880]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:37:48.900 --> 00:37:48.900]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:37:48.900 --> 00:37:48.900]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:37:48.900 --> 00:37:48.900]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:37:48.900 --> 00:37:48.900]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:37:48.900 --> 00:37:48.900]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:37:48.900 --> 00:37:48.900]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:37:48.900 --> 00:37:48.900]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:37:48.900 --> 00:37:48.900]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:38:18.920 --> 00:38:18.920]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:38:18.920 --> 00:38:18.920]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:38:18.920 --> 00:38:18.920]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:38:18.920 --> 00:38:18.920]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:38:18.920 --> 00:38:18.920]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:38:18.920 --> 00:38:18.920]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:38:18.920 --> 00:38:18.920]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:38:18.920 --> 00:38:18.920]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:38:18.920 --> 00:38:18.920]  , I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:38:18.960 --> 00:38:48.940]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:38:48.940 --> 00:38:48.940]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:38:48.940 --> 00:38:48.940]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:38:48.940 --> 00:38:48.940]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:38:48.940 --> 00:38:48.940]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:38:48.940 --> 00:38:48.940]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:38:48.940 --> 00:38:48.940]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:38:48.960 --> 00:39:18.960]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:39:18.960 --> 00:39:18.960]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:39:18.960 --> 00:39:18.960]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:39:18.960 --> 00:39:18.960]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:39:18.960 --> 00:39:18.960]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:39:18.960 --> 00:39:18.960]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:39:18.960 --> 00:39:18.960]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:39:18.960 --> 00:39:18.960]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:39:18.960 --> 00:39:18.960]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:39:19.000 --> 00:39:48.980]  ,
[00:39:48.980 --> 00:39:48.980]   and I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:39:48.980 --> 00:39:48.980]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:39:48.980 --> 00:39:48.980]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:39:48.980 --> 00:39:48.980]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:39:48.980 --> 00:39:48.980]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:39:48.980 --> 00:39:48.980]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:39:48.980 --> 00:39:48.980]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:39:48.980 --> 00:39:48.980]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:39:49.000 --> 00:40:19.000]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:40:19.000 --> 00:40:19.000]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:40:19.000 --> 00:40:19.000]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:40:19.000 --> 00:40:19.000]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:40:19.000 --> 00:40:19.000]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:40:19.000 --> 00:40:19.000]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:40:19.000 --> 00:40:19.000]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:40:19.000 --> 00:40:19.000]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:40:19.000 --> 00:40:19.000]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:40:19.040 --> 00:40:49.020]  ,
[00:40:49.020 --> 00:40:49.020]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:40:49.020 --> 00:40:49.020]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:40:49.020 --> 00:40:49.020]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:40:49.020 --> 00:40:49.020]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:40:49.020 --> 00:40:49.020]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:40:49.020 --> 00:40:49.020]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:40:49.020 --> 00:40:49.020]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:40:49.040 --> 00:41:19.040]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:41:19.040 --> 00:41:19.040]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:41:19.040 --> 00:41:19.040]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:41:19.040 --> 00:41:19.040]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:41:19.040 --> 00:41:19.040]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:41:19.040 --> 00:41:19.040]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:41:19.040 --> 00:41:19.040]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:41:19.040 --> 00:41:19.040]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:41:19.040 --> 00:41:19.040]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:41:19.080 --> 00:41:49.060]  ,
[00:41:49.060 --> 00:41:49.060]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:41:49.060 --> 00:41:49.060]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:41:49.060 --> 00:41:49.060]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:41:49.060 --> 00:41:49.060]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:41:49.060 --> 00:41:49.060]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:41:49.080 --> 00:42:19.080]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:42:19.080 --> 00:42:19.080]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:42:19.080 --> 00:42:19.080]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:42:19.080 --> 00:42:19.080]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:42:19.080 --> 00:42:19.080]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:42:19.080 --> 00:42:19.080]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:42:19.080 --> 00:42:19.080]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:42:19.080 --> 00:42:19.080]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:42:19.080 --> 00:42:19.080]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:42:49.100 --> 00:42:49.100]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:42:49.100 --> 00:42:49.100]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:42:49.100 --> 00:42:49.100]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:42:49.100 --> 00:42:49.100]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:42:49.100 --> 00:42:49.100]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:42:49.100 --> 00:42:49.100]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:43:19.120 --> 00:43:19.120]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:43:19.120 --> 00:43:19.120]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:43:19.120 --> 00:43:19.120]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:43:19.120 --> 00:43:19.120]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:43:19.120 --> 00:43:19.120]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:43:19.120 --> 00:43:19.120]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:43:19.120 --> 00:43:19.120]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:43:19.120 --> 00:43:19.120]  , I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:43:19.140 --> 00:43:49.140]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:43:49.140 --> 00:43:49.140]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:43:49.140 --> 00:43:49.140]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:43:49.140 --> 00:43:49.140]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:43:49.140 --> 00:43:49.140]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:43:49.140 --> 00:43:49.140]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:43:49.140 --> 00:43:49.140]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:43:49.140 --> 00:43:49.140]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:43:49.140 --> 00:43:49.140]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:43:49.160 --> 00:44:19.160]  , I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:44:19.160 --> 00:44:19.160]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:44:19.160 --> 00:44:19.160]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:44:19.160 --> 00:44:19.160]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:44:19.160 --> 00:44:19.160]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:44:19.160 --> 00:44:19.160]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:44:19.200 --> 00:44:49.180]  ,
[00:44:49.180 --> 00:44:49.180]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:44:49.180 --> 00:44:49.180]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:44:49.180 --> 00:44:49.180]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:44:49.180 --> 00:44:49.180]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:44:49.180 --> 00:44:49.180]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:44:49.180 --> 00:44:49.180]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:44:49.180 --> 00:44:49.180]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:44:49.180 --> 00:44:49.180]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:44:49.180 --> 00:44:49.180]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:44:49.200 --> 00:45:19.200]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:45:19.200 --> 00:45:19.200]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:45:19.200 --> 00:45:19.200]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:45:19.200 --> 00:45:19.200]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:45:19.200 --> 00:45:19.200]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:45:19.200 --> 00:45:19.200]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:45:19.200 --> 00:45:19.200]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:45:19.200 --> 00:45:19.200]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:45:19.200 --> 00:45:19.200]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:45:19.240 --> 00:45:49.220]  ,
[00:45:49.220 --> 00:45:49.220]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:45:49.220 --> 00:45:49.220]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:45:49.220 --> 00:45:49.220]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:45:49.220 --> 00:45:49.220]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:45:49.220 --> 00:45:49.220]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:45:49.220 --> 00:45:49.220]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:45:49.220 --> 00:45:49.220]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:45:49.220 --> 00:45:49.220]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:45:49.240 --> 00:46:19.240]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:46:19.240 --> 00:46:19.240]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:46:19.240 --> 00:46:19.240]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:46:19.240 --> 00:46:19.240]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:46:19.240 --> 00:46:19.240]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:46:19.240 --> 00:46:19.240]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:46:19.240 --> 00:46:19.240]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:46:19.240 --> 00:46:19.240]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:46:19.240 --> 00:46:19.240]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:46:19.260 --> 00:46:49.260]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:46:49.260 --> 00:46:49.260]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:46:49.260 --> 00:46:49.260]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:46:49.260 --> 00:46:49.260]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:46:49.260 --> 00:46:49.260]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:46:49.260 --> 00:46:49.260]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:46:49.260 --> 00:46:49.260]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:46:49.260 --> 00:46:49.260]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:46:49.260 --> 00:46:49.260]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:47:19.280 --> 00:47:19.280]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:47:19.280 --> 00:47:19.280]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:47:19.280 --> 00:47:19.280]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:47:19.280 --> 00:47:19.280]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:47:19.280 --> 00:47:19.280]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:47:19.280 --> 00:47:19.280]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:47:19.280 --> 00:47:19.280]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:47:19.280 --> 00:47:19.280]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:47:49.300 --> 00:47:49.300]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:47:49.300 --> 00:47:49.300]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:47:49.300 --> 00:47:49.300]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:47:49.300 --> 00:47:49.300]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:47:49.300 --> 00:47:49.300]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:47:49.300 --> 00:47:49.300]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:47:49.300 --> 00:47:49.300]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:47:49.300 --> 00:47:49.300]   I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:47:49.300 --> 00:47:49.300]  , I don't enjoy the idea of studying individual companies that are not as good as the ones I'm studying.
[00:47:49.340 --> 00:47:56.840]   water
[00:47:56.840 --> 00:48:00.360]   was. I Good
[00:48:00.360 --> 00:48:08.320]   Serv the the. I, but,,,,,,,, take so theамен
[00:48:17.760 --> 00:48:24.240]   Tomb
[00:48:24.240 --> 00:48:27.800]   the good поряд
[00:48:27.800 --> 00:48:27.960]  ,,,,, .
[00:48:27.960 --> 00:48:36.240]   change Et
[00:48:36.240 --> 00:48:47.740]  ; for a or tô was not, the, the, the, the, the, the, the, the, the, the, the, the, the, de, the, yelled original steering하죠,�. I,world correction.C,il:P.So,S.Do.S.Well.amaan.�.G.N.R.C.N.P..N. pero no. edge is that's just弟.�. de code . lead ... nhưng a more mín had to go do it is only want to say that's the entire
[00:48:47.780 --> 00:48:53.780]   didntet of doing a construction owner something along the lines you have any thoughts on.
[00:48:53.780 --> 00:49:03.380]   I guess taking out a loan against your own account and you have you heard of that process you're on account you don't against your own investment account.
[00:49:03.380 --> 00:49:05.820]   Yeah, that's collateral. I guess.
[00:49:05.820 --> 00:49:16.860]   I get very scared about that, depending on how it's structured. I get very scared, because depending on the investment are your are any of your investments leverage currently.
[00:49:16.860 --> 00:49:17.760]   Кор.
[00:49:17.760 --> 00:49:47.780]  .C,il:No.
[00:49:47.780 --> 00:49:47.780]   I get very scared, because I don't want debt against my investments.
[00:49:47.780 --> 00:49:47.780]   I get very scared, because I don't want debt against my investments.
[00:49:47.780 --> 00:49:47.780]   I get very scared, because I don't want debt against my investments.
[00:49:47.780 --> 00:49:47.780]   I get very scared, because I don't want debt against my investments.
[00:49:47.780 --> 00:49:47.780]   Okay. I'm not I'm not sure that I couldn't be persuaded that as a form of bridge financing that there aren't a couple of tactical ways to do it but I'm certainly not going to do it as a long term scenario.
[00:49:47.780 --> 00:49:47.780]   I get very scared, because I don't want debt against my investments.
[00:49:47.780 --> 00:49:47.780]   I get very scared, because I don't want debt against my investments. I'm not sure that I couldn't be persuaded that as a form of bridge financing that there aren't a couple of tactical ways to do it but I'm certainly not going to do it as a long term scenario.
[00:49:47.800 --> 00:49:49.800]   And here's why.
[00:49:49.800 --> 00:49:51.920]   If I take out debt against my investments.
[00:49:51.920 --> 00:49:52.920]   I was different.
[00:49:52.920 --> 00:49:55.000]   That's why I asked about what kind of investment it is.
[00:49:55.000 --> 00:49:57.900]   If you have an account where you're trading derivatives.
[00:49:57.900 --> 00:50:01.000]   Then it's not depending on what you're actually investing against.
[00:50:01.000 --> 00:50:03.240]   You can get into some things where your account could go to zero without too much trouble.
[00:50:03.240 --> 00:50:05.800]   It's a little hard for a Vanguard index fund to go to zero, because there's so many companies involved.
[00:50:05.800 --> 00:50:06.800]   There's so much involved.
[00:50:06.800 --> 00:50:07.800]   But you should have a good account.
[00:50:07.800 --> 00:50:08.820]   You should have a good account.
[00:50:08.820 --> 00:50:09.800]   If you have a good account, you're not going to go to zero.
[00:50:09.800 --> 00:50:10.800]   If you have a good account, you're not going to go to zero.
[00:50:10.800 --> 00:50:11.800]   If you have a good account, you're not going to go to zero.
[00:50:11.800 --> 00:50:12.800]   If you have a good account, you're not going to go to zero.
[00:50:13.600 --> 00:50:38.820]  , you should always be prepared with stocks.
[00:50:38.820 --> 00:50:39.820]   It's a pure stock portfolio.
[00:50:39.820 --> 00:50:40.820]   You should always be prepared for your account value to decline by 50%.
[00:50:40.820 --> 00:50:42.820]   That will happen at some point during a normal average investment lifetime.
[00:50:42.820 --> 00:50:42.820]   If the past is any indication of the future.
[00:50:42.820 --> 00:50:42.820]   So, and you don't know when it could happen. You don't know how fast it could happen.
[00:50:42.820 --> 00:50:42.820]  , if that happens while you're in a vulnerable situation,
[00:50:42.840 --> 00:50:47.780]   everything becomes worse.
[00:50:47.780 --> 00:50:48.780]   Because if you are using that account, and using that financing,
[00:50:48.780 --> 00:50:49.780]   everything becomes worse. Because if you are using that account, and using that financing,
[00:50:49.780 --> 00:50:50.780]   Because if you are using that account, and using that financing,
[00:50:50.780 --> 00:50:51.780]   Because if you are using that account, and using that financing,
[00:50:51.780 --> 00:50:52.780]   and you're putting yourself in a situation where you're using that financing,
[00:50:52.780 --> 00:50:53.780]   and you're putting yourself in a situation where you're using that financing,
[00:50:53.780 --> 00:50:54.780]   and you're putting yourself in a situation where you're using that financing,
[00:50:54.780 --> 00:50:55.780]   and you're putting yourself in a situation where you're using that financing,
[00:50:55.780 --> 00:50:56.780]   and you're putting yourself in a situation where you're using that financing,
[00:50:56.780 --> 00:50:57.780]   and you're putting yourself in a situation where you're using that financing,
[00:50:57.780 --> 00:50:58.780]   and you're putting yourself in a situation where you're using that financing,
[00:50:58.780 --> 00:50:59.780]   and you're putting yourself in a situation where you're using that financing,
[00:50:59.800 --> 00:51:18.740]   and you're putting yourself in a situation where you're using that financing,
[00:51:18.740 --> 00:51:19.740]   and you're putting yourself in a situation where you're using that financing,
[00:51:19.740 --> 00:51:20.740]   and you're putting yourself in a situation where you're using that financing,
[00:51:20.740 --> 00:51:21.740]   and you're putting yourself in a situation where you're using that financing,
