
[00:00:00.040 --> 00:00:09.360]   additionally
[00:51:26.340 --> 00:51:35.840]   certain things blown up and I didn't do it, you know, so bad on me, but it made me realize, okay, I'll just write about the people can do it.
[00:51:35.840 --> 00:51:43.400]   Well, that thing of saying, I think probably both of them, but you aren't certainly saying things like that is the stupidest thing I've ever heard.
[00:51:43.400 --> 00:51:50.680]   Mm hmm. By the way, I've heard Jeff Bezos say that I've heard Bill Gates say that I've heard Steve Jobs say it.
[00:51:50.680 --> 00:51:53.440]   I've heard Steve Jobs say it about a smoothie.
[00:51:53.440 --> 00:51:55.000]   They were making it a whole food or something.
[00:51:55.000 --> 00:51:55.000]   I mean, people, they were making it a whole food or something.
[00:51:55.000 --> 00:51:55.000]   I mean, people, they were making it a whole food or something.
[00:51:55.000 --> 00:51:55.000]   I mean, people, they were making it a whole food or something.
[00:51:55.000 --> 00:51:55.000]   I mean, people, they were making it a whole food or something.
[00:51:55.000 --> 00:51:55.000]   I mean, people, they were making it a whole food or something.
[00:51:55.160 --> 00:52:23.720]   I mean, people, they were making it a whole food or something.
[00:52:23.720 --> 00:52:23.760]   I mean, people, they were making it a whole food or something.
[00:52:23.760 --> 00:52:23.800]   I mean, people, they were making it a whole food or something.
[00:52:23.800 --> 00:52:23.840]   I mean, people, they were making it a whole food or something.
[00:52:23.840 --> 00:52:23.880]   I mean, people, they were making it a whole food or something.
[00:52:23.880 --> 00:52:23.920]   I mean, people, they were making it a whole food or something.
[00:52:23.920 --> 00:52:24.160]   I mean, people, they were making it a whole food or something.
[00:52:24.160 --> 00:52:24.160]   I mean, people, they were making it a whole food or something.
[00:52:24.160 --> 00:52:24.160]   I mean, they were making it a whole food or something.
[00:52:24.160 --> 00:52:24.160]   they were making it a whole food or something.
[00:52:24.160 --> 00:52:24.160]   they were making it a whole food or something.
[00:52:24.160 --> 00:52:24.640]   they were making it was a whole food or something.
[00:52:24.640 --> 00:52:25.000]   I mean, they were making it was a whole food or something.
[00:52:25.020 --> 00:52:36.960]   I mean, they were making it was a whole food or something.
[00:52:36.960 --> 00:52:44.920]   I mean, they were making it was a whole food or something. But, um, it's sometimes necessary to be much more brutal and honest, brutally honest, I would say, than people like, who are, win boss of the year trophies.
[00:52:44.920 --> 00:52:44.940]   I mean, they were making it was a whole food or something. But, um, it's sometimes necessary to be much more brutal and honest, brutally honest, I would say, than people like, who are, win boss of the year trophies.
[00:52:44.940 --> 00:52:44.940]   I mean, they were making it was a whole food or something. But, um, it's sometimes necessary to be much more brutal and honest, brutally honest, I would say, than people like, who are, win boss of the year trophies.
[00:52:44.940 --> 00:52:49.140]   Well, as you said, this kind of idea did also send a signal.
[00:52:49.140 --> 00:52:54.160]   This idea of Steve Giles with eight players, it did send a signal to everybody.
[00:52:54.200 --> 00:53:24.160]  , and they decided they were going to fire 85% of them.
[00:53:24.160 --> 00:53:24.180]   and they decided they were going to fire 85% of them.
[00:53:24.180 --> 00:53:24.180]   and they decided they were going to fire 85% of them.
[00:53:24.180 --> 00:53:24.180]   and they decided they were going to fire 85% of them.
[00:53:24.180 --> 00:53:24.180]   and they decided they were going to fire 85% of them.
[00:53:24.180 --> 00:53:24.180]   and they decided they were going to fire 85% of them.
[00:53:24.180 --> 00:53:24.180]   and they decided they were going to fire 85% of them.
[00:53:24.200 --> 00:53:54.200]   I mean, they decided they were going to fire 85% of them.
[00:53:54.200 --> 00:53:54.200]   I mean, they decided they were going to fire 85% of them.
[00:53:54.200 --> 00:53:54.200]   I mean, they decided they were going to fire 85% of them.
[00:53:54.200 --> 00:53:54.200]   I mean, they decided they were going to fire 85% of them.
[00:53:54.200 --> 00:53:54.200]   I mean, they decided they were going to fire 85% of them.
[00:53:54.200 --> 00:53:54.200]   I mean, they decided they were going to fire 85% of them.
[00:53:54.200 --> 00:53:54.200]   I mean, they decided they were going to fire 85% of them.
[00:53:54.200 --> 00:53:54.200]   I mean, they decided they were going to fire 85% of them.
[00:53:54.200 --> 00:53:54.200]   I mean, they decided they were going to fire 85% of them.
[00:53:54.200 --> 00:53:54.200]   I mean, they decided they were going to fire 85% of them.
[00:53:54.200 --> 00:53:54.200]   I mean, they decided they were going to fire 85% of them.
[00:53:54.200 --> 00:53:54.200]   I mean, they decided they were going to fire 85% of them.
[00:53:54.220 --> 00:54:24.220]   I mean, they decided they were going to fire 85% of them.
[00:54:24.220 --> 00:54:24.220]   I mean, they decided they were going to fire 85% of them.
[00:54:24.220 --> 00:54:24.220]   I mean, they decided they were going to fire 85% of them.
[00:54:24.220 --> 00:54:24.220]   I mean, they decided they were going to fire 85% of them.
[00:54:24.220 --> 00:54:24.220]   I mean, they decided they were going to fire 85% of them.
[00:54:24.220 --> 00:54:24.220]   I mean, they decided they were going to fire 85% of them.
[00:54:24.220 --> 00:54:24.220]   I mean, they decided they were going to fire 85% of them.
[00:54:24.220 --> 00:54:24.220]   I mean, they decided they were going to fire 85% of them.
[00:54:24.220 --> 00:54:24.220]   I mean, they decided they were going to fire 85% of them.
[00:54:24.220 --> 00:54:24.220]   I mean, they decided they were going to fire 85% of them.
[00:54:24.240 --> 00:54:54.240]   I mean, they decided they were going to fire 85% of them.
[00:54:54.240 --> 00:54:54.240]   I mean, they decided they were going to fire 85% of them.
[00:54:54.240 --> 00:54:54.240]   I mean, they decided they were going to fire 85% of them.
[00:54:54.240 --> 00:54:54.240]   I mean, they decided they were going to fire 85% of them.
[00:54:54.240 --> 00:54:54.240]   I mean, they decided they were going to fire 85% of them.
[00:54:54.240 --> 00:54:54.240]   I mean, they decided they were going to fire 85% of them.
[00:54:54.240 --> 00:54:54.240]   I mean, they decided they were going to fire 85% of them.
[00:54:54.240 --> 00:54:54.240]   I mean, they decided they were going to fire 85% of them.
[00:54:54.240 --> 00:54:54.240]   I mean, they decided they were going to fire 85% of them.
[00:54:54.260 --> 00:55:24.260]   I mean, they decided they were going to fire 85% of them.
[00:55:24.260 --> 00:55:24.260]   I mean, they decided they were going to fire 85% of them.
[00:55:24.260 --> 00:55:24.260]   I mean, they decided they were going to fire 85% of them.
[00:55:24.260 --> 00:55:24.260]   I mean, they decided they were going to fire 85% of them.
[00:55:24.260 --> 00:55:24.260]   I mean, they decided they were going to fire 85% of them.
[00:55:24.260 --> 00:55:24.260]   I mean, they decided they were going to fire 85% of them.
[00:55:24.260 --> 00:55:24.260]   I mean, they decided they were going to fire 85% of them.
[00:55:24.260 --> 00:55:24.260]   I mean, they decided they were going to fire 85% of them.
[00:55:24.260 --> 00:55:24.260]   I mean, they decided they were going to fire 85% of them.
[00:55:24.280 --> 00:55:54.280]   I mean, they decided they were going to fire 85% of them.
[00:55:54.280 --> 00:55:54.280]   I mean, they decided they were going to fire 85% of them.
[00:55:54.280 --> 00:55:54.280]   I mean, they decided they were going to fire 85% of them.
[00:55:54.280 --> 00:55:54.280]   I mean, they decided they were going to fire 85% of them.
[00:55:54.280 --> 00:55:54.280]   I mean, they decided they were going to fire 85% of them.
[00:55:54.280 --> 00:55:54.280]   I mean, they decided they were going to fire 85% of them.
[00:55:54.280 --> 00:55:54.280]   I mean, they decided they were going to fire 85% of them.
[00:55:54.280 --> 00:55:54.280]   I mean, they decided they were going to fire 85% of them.
[00:55:54.280 --> 00:55:54.280]   I mean, they decided they were going to fire 85% of them.
[00:55:54.280 --> 00:55:54.280]   I mean, they decided they were going to fire 85% of them.
[00:55:54.280 --> 00:55:54.280]   I mean, they decided they were going to fire 85% of them.
[00:55:54.280 --> 00:55:54.280]   I mean, they decided they were going to fire 85% of them.
[00:55:54.300 --> 00:56:24.300]  , I mean, they decided they were going to fire 85% of them.
[00:56:24.300 --> 00:56:24.300]   I mean, they decided they were going to fire 85% of them.
[00:56:24.300 --> 00:56:24.300]   I mean, they decided they were going to fire 85% of them.
[00:56:24.300 --> 00:56:24.300]   I mean, they decided they were going to fire 85% of them.
[00:56:24.300 --> 00:56:24.300]   I mean, they decided they were going to fire 85% of them.
[00:56:24.300 --> 00:56:24.300]   I mean, they decided they were going to fire 85% of them.
[00:56:24.300 --> 00:56:24.300]   I mean, they decided they were going to fire 85% of them.
[00:56:24.300 --> 00:56:24.300]   I mean, they decided they were going to fire 85% of them.
[00:56:24.340 --> 00:56:35.100]  .
[00:56:35.100 --> 00:56:51.560]   at, Hz,ored I'm meaning the be the in the Пон would X. And, And, And, And, And, And, K, E,�, 12, gather the w over the... G, got a...志... didnt... Mat... disc... just... be... go... being... check...
[00:56:52.220 --> 00:57:02.260]   I
[00:57:02.260 --> 00:57:20.220]   opened segu. We, ,,,,
[00:57:20.220 --> 00:57:21.000]   blended chickenנ lying perd the play the play the play the bell the be the be the about the starts у badly segregation Nico de視幫 sound, which comet, más, is, you, won, contact, Über,美,upun, Может, FPS,
[00:57:21.020 --> 00:57:23.700]   more hardcore.
[00:57:23.700 --> 00:57:34.660]   As you've written in referring to the previous Twitter CEO, Elon said Twitter needs a fire-breathing dragon.
[00:57:34.660 --> 00:57:49.740]   I think this is a good opportunity to maybe go through some of the memorable moments of the Twitter saga, as you've written about extensively in your book, from the early days of considering the acquisition to how it went
[00:57:49.740 --> 00:57:49.740]   through to the details of the acquisition.
[00:57:49.740 --> 00:57:49.740]   The acquisition to how it went through to the details of the acquisition.
[00:57:49.740 --> 00:57:49.740]   The acquisition to how it went through to the details of the acquisition.
[00:57:49.740 --> 00:57:49.740]   The acquisition to how it went through to the details of the acquisition.
[00:57:49.740 --> 00:57:49.740]   The acquisition to how it went through to the details of the acquisition.
[00:57:49.740 --> 00:57:49.740]   The acquisition to how it went through to the details of the acquisition.
[00:57:49.740 --> 00:57:49.740]   The acquisition to how it went through to the details of the acquisition.
[00:57:49.740 --> 00:57:49.740]   The acquisition to how it went through to the details of the acquisition.
[00:57:49.740 --> 00:57:49.740]   The acquisition to how it went through to the details of the acquisition.
[00:57:49.940 --> 00:58:18.480]   in the engineering teams.
[00:58:18.480 --> 00:58:18.540]   in the engineering teams.
[00:58:18.580 --> 00:58:28.240]   .
[00:58:28.240 --> 00:58:30.520]   don, talk. But
[00:59:16.340 --> 00:59:16.340]   He was trying to figure out where to go from here. And at that time, it was early April, they were going to offer him a board seat and he was going to do a standstill agreement and stop at ten percent or something. Now remember, you know, we were standing around. It was Luke Nozick, whom you know well, Ken Howery, some of his friends on that mezzanine here. And all afternoon and then late into the evening at dinner is like should we do this?
[00:59:16.340 --> 00:59:16.340]   And all afternoon and then late into the evening at dinner is like should we do this?
[00:59:16.340 --> 00:59:16.340]   And all afternoon and then late into the evening at dinner is like should we do this?
[00:59:16.340 --> 00:59:16.340]   And all afternoon and then late into the evening at dinner is like should we do this?
[00:59:16.340 --> 00:59:16.340]   And all afternoon and then late into the evening at dinner is like should we do this?
[00:59:16.340 --> 00:59:16.340]   And all afternoon and then late into the evening at dinner is like should we do this?
[00:59:45.240 --> 00:59:45.300]   And all afternoon and then late into the evening at dinner is like should we do this?
[00:59:45.320 --> 01:00:14.220]  ,
[01:00:14.220 --> 01:00:15.340]   and all afternoon and then late into the evening at dinner is like should we do this?
[01:00:15.340 --> 01:00:15.340]   And all afternoon and then late into the evening at dinner is like should we do this?
[01:00:15.340 --> 01:00:15.340]   And all afternoon and then late into the evening at dinner is like should we do this?
[01:00:15.340 --> 01:00:15.340]   And all afternoon and then late into the evening at dinner is like should we do this?
[01:00:15.340 --> 01:00:15.340]   And all afternoon and then late into the evening at dinner is like should we do this?
[01:00:15.340 --> 01:00:15.340]   And all afternoon and then late into the evening at dinner is like should we do this?
[01:00:15.340 --> 01:00:15.340]   And all afternoon and then late into the evening at dinner is like should we do this?
[01:00:15.340 --> 01:00:15.340]   And all afternoon and then late into the evening at dinner is like should we do this?
[01:00:15.340 --> 01:00:15.340]   And all afternoon and then late into the evening at dinner is like should we do this?
[01:00:15.340 --> 01:00:15.340]   And all afternoon and then late into the evening at dinner is like should we do this?
[01:00:15.360 --> 01:00:45.360]   I'm afraid a few times that Parag wasn't the person who was going to take Twitter to a new level.
[01:00:45.360 --> 01:00:45.360]   And all afternoon and then late into the evening at dinner is like should we do this?
[01:00:45.360 --> 01:00:45.360]   I'm afraid a few times that Parag wasn't the person who was going to take Twitter to a new level.
[01:00:45.360 --> 01:00:45.360]   And all afternoon and then late into the evening at dinner is like should we do this?
[01:00:45.360 --> 01:00:45.360]   I'm afraid a few times that Parag wasn't the person who was going to take Twitter to a new level.
[01:00:45.360 --> 01:00:45.360]   And all afternoon and then late into the evening at dinner is like should we do this?
[01:00:45.360 --> 01:00:45.360]   I'm afraid a few times that Parag wasn't the person who was going to take Twitter to a new level.
[01:00:45.360 --> 01:00:45.360]   And all afternoon and then late into the evening at dinner is like should we do this?
[01:00:45.360 --> 01:00:45.360]   I'm afraid a few times that Parag wasn't the person who was going to take Twitter to a new level.
[01:00:45.360 --> 01:01:15.380]  ,
[01:01:15.380 --> 01:01:15.380]   And all afternoon and then late into the evening at dinner is like should we do this?
[01:01:15.380 --> 01:01:15.380]   And all afternoon and then late into the evening at dinner is like should we do this?
[01:01:15.380 --> 01:01:15.380]   And all afternoon and then late into the evening at dinner is like should we do this?
[01:01:15.380 --> 01:01:15.380]   And all afternoon and then late into the evening at dinner is like should we do this?
[01:01:15.400 --> 01:01:45.400]   and they offered him options.
[01:01:45.400 --> 01:01:45.400]   Do you want to get out?
[01:01:45.400 --> 01:01:45.400]   Do you want to stay in?
[01:01:45.400 --> 01:01:45.400]   Do you want to reduce the price?
[01:01:45.400 --> 01:01:45.400]   And I think he was mercurial.
[01:01:45.400 --> 01:01:45.400]   There were times he would text me or say to me, "This is going to be great. It's going to be the accelerant to do X.com the way we thought about 20 years ago."
[01:01:45.400 --> 01:01:45.400]   And so it's not until they finally tell him at the beginning of October, right when Optimus the Robot is being unveiled in California actually,
[01:01:45.400 --> 01:01:45.400]   and they offered him options.
[01:01:45.400 --> 01:01:45.400]   And they offered him options.
[01:01:45.400 --> 01:01:45.400]   Do you want to get out? Do you want to stay in? Do you want to reduce the price?
[01:01:45.400 --> 01:01:45.400]   And I think he was mercurial. There were times he would text me or say to me, "This is going to be great. This is going to be the accelerant to do X.com the way we thought about 20 years ago.
[01:01:45.440 --> 01:02:07.420]  , and he's not only made his peace with it, he's kind of happy with it at times.
[01:02:07.420 --> 01:02:15.420]   Eventually the deal is going to close on a, I think a Friday morning. I have it in the book.
[01:02:15.420 --> 01:02:15.420]   And we're there on Thursday and he's wandering around looking at the stay woke t-shirts and psychological safety lingo.
[01:02:15.420 --> 01:02:15.420]   And I think he's not only made his peace with it, he's kind of happy with it at times.
[01:02:15.420 --> 01:02:15.420]   And I think he's not only made his peace with it, he's kind of happy with it at times.
[01:02:15.420 --> 01:02:15.420]   And I think he's not only made his peace with it, he's kind of happy with it at times.
[01:02:15.440 --> 01:02:45.440]   And I think he's not only made his peace with it, he's kind of happy with it at times.
[01:02:45.440 --> 01:02:45.440]   And I think he's not only made his peace with it, he's kind of happy with it at times.
[01:02:45.440 --> 01:02:45.440]   And I think he's not only made his peace with it, he's kind of happy with it at times.
[01:02:45.440 --> 01:02:45.440]   And I think he's not only made his peace with it, he's kind of happy with it at times.
[01:02:45.440 --> 01:02:45.440]   And I think he's not only made his peace with it, he's kind of happy with it at times.
[01:02:45.440 --> 01:02:45.440]   And I think he's not only made his peace with it, he's kind of happy with it at times.
[01:02:45.440 --> 01:02:45.440]   And I think he's not only made his peace with it, he's kind of happy with it at times.
[01:02:45.440 --> 01:02:45.440]   And I think he's not only made his peace with it, he's kind of happy with it at times.
[01:02:45.440 --> 01:02:45.440]   And I think he's not only made his peace with it at times.
[01:02:45.460 --> 01:03:15.460]  , he's kind of happy with it at times.
[01:03:15.460 --> 01:03:15.460]   And I think he's not only made his peace with it at times.
[01:03:15.460 --> 01:03:15.460]   And I think he's not only made his peace with it at times.
[01:03:15.460 --> 01:03:15.460]   And I think he's not only made his peace with it at times.
[01:03:15.460 --> 01:03:15.460]   And I think he's not only made his peace with it at times.
[01:03:15.460 --> 01:03:15.460]   And I think he's not only made his peace with it at times.
[01:03:15.460 --> 01:03:15.460]   And I think he's not only made his peace with it at times.
[01:03:15.460 --> 01:03:15.460]   And I think he's not only made his peace with it at times.
[01:03:15.460 --> 01:03:45.480]   and I think he's not only made his peace with it at times.
[01:03:45.480 --> 01:03:45.480]   And I think he's not only made his peace with it at times.
[01:03:45.480 --> 01:03:45.480]   And I think he's not only made his peace with it at times.
[01:03:45.480 --> 01:03:45.480]   And I think he's not only made his peace with it at times.
[01:03:45.480 --> 01:03:45.480]   And I think he's not only made his peace with it at times.
[01:03:45.480 --> 01:03:45.480]   And I think he's not only made his peace with it at times.
[01:03:45.480 --> 01:03:45.480]   And I think he's not only made his peace with it at times.
[01:03:45.480 --> 01:03:45.480]   And I think he's not only made his peace with it at times.
[01:03:45.480 --> 01:03:45.480]   And I think he's not only made his peace with it at times.
[01:03:45.500 --> 01:04:15.500]   And I think he's not only made his peace with it at times.
[01:04:15.500 --> 01:04:15.500]   And I think he's not only made his peace with it at times.
[01:04:15.500 --> 01:04:15.500]   And I think he's not only made his peace with it at times.
[01:04:15.500 --> 01:04:15.500]   And I think he's not only made his peace with it at times.
[01:04:15.500 --> 01:04:15.500]   And I think he's not only made his peace with it at times.
[01:04:15.500 --> 01:04:15.500]   And I think he's not only made his peace with it at times.
[01:04:15.500 --> 01:04:15.500]   And I think he's not only made his peace with it at times.
[01:04:15.500 --> 01:04:15.500]   And I think he's not only made his peace with it at times.
[01:04:15.500 --> 01:04:15.500]   And I think he's not only made his peace with it at times.
[01:04:15.500 --> 01:04:15.500]   And I think he's not only made his peace with it at times.
[01:04:15.500 --> 01:04:15.500]   And I think he's not only made his peace with it at times.
[01:04:15.500 --> 01:04:15.500]   And I think he's not only made his peace with it at times.
[01:04:15.500 --> 01:04:45.520]  ,
[01:04:45.520 --> 01:04:45.520]   And I think he's not only made his peace with it at times.
[01:04:45.520 --> 01:04:45.520]   And I think he's not only made his peace with it at times.
[01:04:45.520 --> 01:04:45.520]   And I think he's not only made his peace with it at times.
[01:04:45.520 --> 01:04:45.520]   And I think he's not only made his peace with it at times.
[01:04:45.520 --> 01:04:45.520]   And I think he's not only made his peace with it at times.
[01:04:45.520 --> 01:04:45.520]   And I think he's not only made his peace with it at times.
[01:04:45.520 --> 01:04:45.520]   And I think he's not only made his peace with it at times.
[01:04:45.540 --> 01:05:15.540]   And I think he's not only made his peace with it at times.
[01:05:15.540 --> 01:05:15.540]   And I think he's not only made his peace with it at times.
[01:05:15.540 --> 01:05:15.540]   And I think he's not only made his peace with it at times.
[01:05:15.540 --> 01:05:15.540]   And I think he's not only made his peace with it at times.
[01:05:15.540 --> 01:05:15.540]   And I think he's not only made his peace with it at times.
[01:05:15.540 --> 01:05:15.540]   And I think he's not only made his peace with it at times.
[01:05:15.540 --> 01:05:15.540]   And I think he's not only made his peace with it at times.
[01:05:15.540 --> 01:05:15.540]   And I think he's not only made his peace with it at times.
[01:05:15.540 --> 01:05:15.540]   And I think he's not only made his peace with it at times.
[01:05:15.540 --> 01:05:15.540]   And I think he's not only made his peace with it at times.
[01:05:15.540 --> 01:05:15.540]   And I think he's not only made his peace with it at times.
[01:05:15.540 --> 01:05:15.540]   And I think he's not only made his peace with it at times.
[01:05:15.560 --> 01:05:45.560]   I think he's not only made his peace with it at times.
[01:05:45.560 --> 01:05:45.560]   And I think he's not only made his peace with it at times.
[01:05:45.560 --> 01:05:45.560]   And I think he's not only made his peace with it at times.
[01:05:45.560 --> 01:05:45.560]   And I think he's not only made his peace with it at times.
[01:05:45.560 --> 01:05:45.560]   And I think he's not only made his peace with it at times.
[01:05:45.560 --> 01:05:45.560]   And I think he's not only made his peace with it at times.
[01:05:45.560 --> 01:05:45.560]   And I think he's not only made his peace with it at times.
[01:05:45.560 --> 01:05:45.560]   And I think he's not only made his peace with it at times.
[01:05:45.560 --> 01:05:45.560]   And I think he's not only made his peace with it at times.
[01:05:45.560 --> 01:05:45.560]   And I think he's not only made his peace with it at times.
[01:05:45.580 --> 01:06:15.580]   and I think he's not only made his peace with it at times.
[01:06:15.580 --> 01:06:15.580]   And I think he's not only made his peace with it at times.
[01:06:15.580 --> 01:06:15.580]   And I think he's not only made his peace with it at times.
[01:06:15.580 --> 01:06:15.580]   And I think he's not only made his peace with it at times.
[01:06:15.580 --> 01:06:15.580]   And I think he's not only made his peace with it at times.
[01:06:15.580 --> 01:06:15.580]   And I think he's not only made his peace with it at times.
[01:06:15.580 --> 01:06:15.580]   And I think he's not only made his peace with it at times.
[01:06:15.580 --> 01:06:15.580]   And I think he's not only made his peace with it at times.
[01:06:15.580 --> 01:06:15.580]   And I think he's not only made his peace with it at times.
[01:06:15.600 --> 01:06:45.600]  ,
[01:06:45.600 --> 01:06:45.600]   And I think he's not only made his peace with it at times.
[01:06:45.600 --> 01:06:45.600]   And I think he's not only made his peace with it at times.
[01:06:45.600 --> 01:06:45.600]   And I think he's not only made his peace with it at times.
[01:06:45.600 --> 01:06:45.600]   And I think he's not only made his peace with it at times.
[01:06:45.600 --> 01:06:45.600]   And I think he's not only made his peace with it at times.
[01:06:45.600 --> 01:06:45.600]   And I think he's not only made his peace with it at times.
[01:06:45.600 --> 01:06:45.600]   And I think he's not only made his peace with it at times.
[01:06:45.640 --> 01:07:15.620]  ,
[01:07:15.620 --> 01:07:15.620]   And I think he's not only made his peace with it at times.
[01:07:15.620 --> 01:07:15.620]   And I think he's not only made his peace with it at times.
[01:07:15.620 --> 01:07:15.620]   And I think he's not only made his peace with it at times.
[01:07:15.620 --> 01:07:15.620]   And I think he's not only made his peace with it at times.
[01:07:15.620 --> 01:07:15.620]   And I think he's not only made his peace with it at times.
[01:07:15.620 --> 01:07:15.620]   And I think he's not only made his peace with it at times.
[01:07:15.620 --> 01:07:15.620]   And I think he's not only made his peace with it at times.
[01:07:15.620 --> 01:07:15.620]   And I think he's not only made his peace with it at times.
[01:07:15.620 --> 01:07:15.620]   And I think he's not only made his peace with it at times.
[01:07:15.620 --> 01:07:15.620]   And I think he's not only made his peace with it at times.
[01:07:15.640 --> 01:07:45.640]   And I think he's not only made his peace with it at times.
[01:07:45.640 --> 01:07:45.640]   And I think he's not only made his peace with it at times.
[01:07:45.640 --> 01:07:45.640]   And I think he's not only made his peace with it at times.
[01:07:45.640 --> 01:07:45.640]   And I think he's not only made his peace with it at times.
[01:07:45.640 --> 01:07:45.640]   And I think he's not only made his peace with it at times.
[01:07:45.640 --> 01:07:45.640]   And I think he's not only made his peace with it at times.
[01:07:45.640 --> 01:07:45.640]   And I think he's not only made his peace with it at times.
[01:07:45.640 --> 01:07:45.640]   And I think he's not only made his peace with it at times.
[01:07:45.640 --> 01:07:45.640]   And I think he's not only made his peace with it at times.
[01:07:45.640 --> 01:07:45.640]   And I think he's not only made his peace with it at times.
[01:07:45.640 --> 01:07:45.640]   And I think he's not only made his peace with it at times.
[01:07:45.640 --> 01:07:45.640]   And I think he's not only made his peace with it at times.
[01:07:45.680 --> 01:08:15.660]  ,
[01:08:15.660 --> 01:08:15.660]   And I think he's not only made his peace with it at times.
[01:08:15.660 --> 01:08:15.660]   And I think he's not only made his peace with it at times.
[01:08:15.660 --> 01:08:15.660]   And I think he's not only made his peace with it at times.
[01:08:15.660 --> 01:08:15.660]   And I think he's not only made his peace with it at times.
[01:08:15.660 --> 01:08:15.660]   And I think he's not only made his peace with it at times.
[01:08:15.660 --> 01:08:15.660]   And I think he's not only made his peace with it at times.
[01:08:15.660 --> 01:08:15.660]   And I think he's not only made his peace with it at times.
[01:08:15.680 --> 01:08:45.680]   That made those products.
[01:08:45.680 --> 01:08:45.680]   That made those products.
[01:08:45.680 --> 01:08:45.680]   That's the hard part is creating a team.
[01:08:45.680 --> 01:08:45.680]   And he did.
[01:08:45.680 --> 01:08:45.680]   From Johnny Ive to Tim Cook and Eddie Q and Phil Schiller.
[01:08:45.680 --> 01:08:45.680]   Elon has done a good job bringing in people.
[01:08:45.700 --> 01:09:15.700]   And I think he's not only made his peace with it at times.
[01:09:15.700 --> 01:09:15.700]   And I think he's not only made his peace with it at times.
[01:09:15.700 --> 01:09:15.700]   And I think he's not only made his peace with it at times.
[01:09:15.700 --> 01:09:15.700]   And I think he's not only made his peace with it at times.
[01:09:15.700 --> 01:09:15.700]   And I think he's not only made his peace with it at times.
[01:09:15.700 --> 01:09:15.700]   And I think he's not only made his peace with it at times.
[01:09:15.700 --> 01:09:15.700]   And I think he's not only made his peace with it at times.
[01:09:15.700 --> 01:09:15.700]   And I think he's not only made his peace with it at times.
[01:09:15.700 --> 01:09:15.700]   And I think he's not only made his peace with it at times.
[01:09:15.700 --> 01:09:15.700]   And I think he's not only made his peace with it at times.
[01:09:15.700 --> 01:09:15.700]   And I think he's not only made his peace with it at times.
[01:09:15.700 --> 01:09:15.700]   And I think he's not only made his peace with it at times.
[01:09:15.720 --> 01:09:45.720]   And I think he's not only made his peace with it at times.
[01:09:45.720 --> 01:09:45.720]   And I think he's not only made his peace with it at times.
[01:09:45.720 --> 01:09:45.720]   And I think he's not only made his peace with it at times.
[01:09:45.720 --> 01:09:45.720]   And I think he's not only made his peace with it at times.
[01:09:45.720 --> 01:09:45.720]   And I think he's not only made his peace with it at times.
[01:09:45.720 --> 01:09:45.720]   And I think he's not only made his peace with it at times.
[01:09:45.720 --> 01:09:45.720]   And I think he's not only made his peace with it at times.
[01:09:45.720 --> 01:09:45.720]   And I think he's not only made his peace with it at times.
[01:09:45.720 --> 01:09:45.720]   And I think he's not only made his peace with it at times.
[01:09:45.720 --> 01:09:45.720]   And I think he's not only made his peace with it at times.
[01:09:45.720 --> 01:09:45.720]   And I think he's not only made his peace with it at times.
[01:09:45.720 --> 01:09:45.720]   And I think he's not only made his peace with it at times.
[01:09:45.760 --> 01:10:15.740]  ,
[01:10:15.740 --> 01:10:15.740]   And I think he's not only made his peace with it at times.
[01:10:15.740 --> 01:10:15.740]   And I think he's not only made his peace with it at times.
[01:10:15.740 --> 01:10:15.740]   And I think he's not only made his peace with it at times.
[01:10:15.740 --> 01:10:15.740]   And I think he's not only made his peace with it at times.
[01:10:15.740 --> 01:10:15.740]   And I think he's not only made his peace with it at times.
[01:10:15.740 --> 01:10:15.740]   And I think he's not only made his peace with it at times.
[01:10:15.740 --> 01:10:15.740]   And I think he's not only made his peace with it at times.
[01:10:15.740 --> 01:10:15.740]   And I think he's not only made his peace with it at times.
[01:10:15.760 --> 01:10:45.760]   And I think he's not only made his peace with it at times.
[01:10:45.760 --> 01:10:45.760]   And I think he's not only made his peace with it at times.
[01:10:45.760 --> 01:10:45.760]   And I think he's not only made his peace with it at times.
[01:10:45.760 --> 01:10:45.760]   And I think he's not only made his peace with it at times.
[01:10:45.760 --> 01:10:45.760]   And I think he's not only made his peace with it at times.
[01:10:45.760 --> 01:10:45.760]   And I think he's not only made his peace with it at times.
[01:10:45.760 --> 01:10:45.760]   And I think he's not only made his peace with it at times.
[01:10:45.760 --> 01:10:45.760]   And I think he's not only made his peace with it at times.
[01:10:45.760 --> 01:10:45.760]   And I think he's not only made his peace with it at times.
[01:10:45.760 --> 01:10:45.760]   And I think he's not only made his peace with it at times.
[01:10:45.760 --> 01:10:45.760]   And I think he's not only made his peace with it at times.
[01:10:45.760 --> 01:10:45.760]   And I think he's not only made his peace with it at times.
[01:10:45.760 --> 01:11:15.780]  ,
[01:11:15.780 --> 01:11:15.780]   And I think he's not only made his peace with it at times.
[01:11:15.780 --> 01:11:15.780]   And I think he's not only made his peace with it at times.
[01:11:15.780 --> 01:11:15.780]   And I think he's not only made his peace with it at times.
[01:11:15.780 --> 01:11:15.780]   And I think he's not only made his peace with it at times.
[01:11:15.780 --> 01:11:15.780]   And I think he's not only made his peace with it at times.
[01:11:15.780 --> 01:11:15.780]   And I think he's not only made his peace with it at times.
