
[00:00:00.000 --> 00:00:14.000]   [ Silence ]
[00:44:21.040 --> 00:44:24.040]   I think there's a lot of arrogance in the belief that, you know,
[00:44:24.040 --> 00:44:29.040]   common wisdom is that quantitative easing has to end,
[00:44:29.040 --> 00:44:31.040]   which is going to cause rates to go up.
[00:44:31.040 --> 00:44:34.040]   I think there's arrogance in saying the market didn't know
[00:44:34.040 --> 00:44:37.040]   that we couldn't buy back our treasuries indefinitely,
[00:44:37.040 --> 00:44:40.040]   and we don't know what's going to happen to rates.
[00:44:40.040 --> 00:44:43.040]   The top economists have been directionally correct on longer-term rates,
[00:44:43.040 --> 00:44:45.040]   far less than a coin flip.
[00:44:45.040 --> 00:44:51.040]   So just do it, in my opinion.
[00:44:51.040 --> 00:44:53.040]   This one's for Rick and others.
[00:44:53.040 --> 00:44:59.040]   We've already heard from Gus and Jack spoke briefly on this.
[00:44:59.040 --> 00:45:04.040]   But, Rick and the others, what are your thoughts on smart beta?
[00:45:04.040 --> 00:45:07.040]   [Laughter]
[00:45:07.040 --> 00:45:09.040]   Oh, okay.
[00:45:09.040 --> 00:45:13.040]   So, lowly investment advisor, I don't know these things,
[00:45:13.040 --> 00:45:16.040]   so I called up the--or actually emailed the experts.
[00:45:16.040 --> 00:45:19.040]   I got an opinion from Bill Sharp, Nobel laureate Bill Sharp.
[00:45:19.040 --> 00:45:22.040]   I got an opinion from now Nobel laureate Gene Fama.
[00:45:22.040 --> 00:45:26.040]   I got an opinion from Ken French.
[00:45:26.040 --> 00:45:30.040]   And I got an opinion from my friend Rob Arnott, who is a friend of mine, by the way.
[00:45:30.040 --> 00:45:32.040]   [Laughter]
[00:45:32.040 --> 00:45:35.040]   Okay, so three out of four of them said there is no such thing as smart beta.
[00:45:35.040 --> 00:45:37.040]   [Laughter]
[00:45:37.040 --> 00:45:39.040]   And guess which one said there was?
[00:45:39.040 --> 00:45:41.040]   [Laughter]
[00:45:41.040 --> 00:45:45.040]   Yeah, so basically, I think that Gene Fama summed it up the best.
[00:45:45.040 --> 00:45:54.040]   He basically said that if you look at value versus growth and small cap versus large cap,
[00:45:54.040 --> 00:45:59.040]   and you do regressions on these returns, the regressions are positive,
[00:45:59.040 --> 00:46:04.040]   which means you could call it a beta, and some people do.
[00:46:04.040 --> 00:46:06.040]   He doesn't call it a beta.
[00:46:06.040 --> 00:46:09.040]   Fama doesn't call it a beta.
[00:46:09.040 --> 00:46:11.040]   Bill Sharp doesn't call it a beta.
[00:46:11.040 --> 00:46:17.040]   He says, but some people in academics mathematically would call that excess return premium
[00:46:17.040 --> 00:46:20.040]   that we've seen in the market a beta.
[00:46:20.040 --> 00:46:27.040]   And therefore, if you put additional betas in your portfolio in addition to the market,
[00:46:27.040 --> 00:46:30.040]   it becomes a multi-factor portfolio.
[00:46:30.040 --> 00:46:33.040]   But there is no such thing as smart beta.
[00:46:33.040 --> 00:46:35.040]   It's silly to call it smart beta.
[00:46:35.040 --> 00:46:37.040]   Beta is just beta.
[00:46:37.040 --> 00:46:41.040]   But you could call it additional betas.
[00:46:41.040 --> 00:46:46.040]   So that's the right term to use, additional betas.
[00:46:46.040 --> 00:46:50.040]   The most difficult piece I've ever had to write is about a five,
[00:46:50.040 --> 00:46:54.040]   six hundred word piece for a financial planning magazine in the current issue
[00:46:54.040 --> 00:46:58.040]   where I had to give the Portfolio Innovator Award to Rob Arnott.
[00:46:58.040 --> 00:47:00.040]   [Laughter]
[00:47:00.040 --> 00:47:02.040]   And it is an innovation.
[00:47:02.040 --> 00:47:09.040]   It's certainly the small cap value tilting, and I tend to get small cap value tilting from my client
[00:47:09.040 --> 00:47:15.040]   by buying a total stock index and a little bit of a small cap value vanguard index.
[00:47:15.040 --> 00:47:19.040]   But it's an innovation when you capture 100 million one way or the other.
[00:47:19.040 --> 00:47:24.040]   I believe it's more of a marketing innovation.
[00:47:24.040 --> 00:47:32.040]   And it is a new way, as Rick Perry pointed out, of allowing individuals to capture that small cap beta
[00:47:32.040 --> 00:47:38.040]   directly outside of DFA, which you have to go through advisors.
[00:47:38.040 --> 00:47:41.040]   It's a buzz word.
[00:47:41.040 --> 00:47:44.040]   It's like fundamental indexing.
[00:47:44.040 --> 00:47:47.040]   I don't believe I'm going after dumb beta.
[00:47:47.040 --> 00:47:48.040]   [Laughter]
[00:47:48.040 --> 00:47:50.040]   That was the biggest thing, by the way.
[00:47:50.040 --> 00:47:52.040]   I really took offense to what Rob was calling.
[00:47:52.040 --> 00:47:54.040]   I did not come up with the term smart beta.
[00:47:54.040 --> 00:47:56.040]   Somebody else came up with it, but he just embraced it.
[00:47:56.040 --> 00:47:58.040]   He patented it anyway.
[00:47:58.040 --> 00:48:00.040]   [Laughter]
[00:48:00.040 --> 00:48:07.040]   I was at a conference last week, and Rob was speaking, and the presentation of his speech was smart beta.
[00:48:07.040 --> 00:48:10.040]   And he must have said the term 100 times in 40 minutes.
[00:48:10.040 --> 00:48:12.040]   It was just driving me crazy.
[00:48:12.040 --> 00:48:19.040]   But I think the thing that really turns me about smart beta that I don't like is it infers that all of us
[00:48:19.040 --> 00:48:24.040]   market investors are investing in dumb beta, which makes us all dumb.
[00:48:24.040 --> 00:48:26.040]   And that's what I really don't like about it.
[00:48:26.040 --> 00:48:28.040]   Jack, how do you feel about that?
[00:48:28.040 --> 00:48:29.040]   I agree.
[00:48:29.040 --> 00:48:31.040]   [Laughter]
[00:48:31.040 --> 00:48:34.040]   I actually think it's misleading.
[00:48:34.040 --> 00:48:38.040]   The ads say this has outperformed the S&P 500.
[00:48:38.040 --> 00:48:42.040]   Why in the world would you compare a mid-cap value portfolio to the S&P 500?
[00:48:42.040 --> 00:48:48.040]   I mean, our mid-cap value index fund has outperformed the S&P 500, but we don't market that.
[00:48:48.040 --> 00:48:54.040]   So I think it's potentially drawing people into an investment without really realizing what they're getting.
[00:48:54.040 --> 00:48:58.040]   Gus, this next one's for you.
[00:48:58.040 --> 00:49:06.040]   It said, "Could you please explain how you managed to keep the index fund returns so close to the benchmark returns
[00:49:06.040 --> 00:49:10.040]   despite transaction costs and cash drag?"
[00:49:10.040 --> 00:49:12.040]   Is it all about securities lending?
[00:49:12.040 --> 00:49:14.040]   What is your secret sauce exactly?
[00:49:14.040 --> 00:49:16.040]   [Laughter]
[00:49:16.040 --> 00:49:18.040]   What is your secret of secret sauce?
[00:49:18.040 --> 00:49:20.040]   [Laughter]
[00:49:20.040 --> 00:49:22.040]   I see Karen D'Amato over there.
[00:49:22.040 --> 00:49:25.040]   [Laughter]
[00:49:25.040 --> 00:49:28.040]   You know, indexing is a lot of blocking and tackling.
[00:49:28.040 --> 00:49:33.040]   It's about this much intellectual property and a ton of blocking and tackling.
[00:49:33.040 --> 00:49:37.040]   And I think we've got the best traders in the industry.
[00:49:37.040 --> 00:49:45.040]   They've been with us for as long as--the first one who joined me in 1989 is there today.
[00:49:45.040 --> 00:49:48.040]   They're phenomenal at what they do.
[00:49:48.040 --> 00:49:54.040]   They identify, I'll say, micro-inefficiencies and can add some value.
[00:49:54.040 --> 00:49:57.040]   One thing we have is an advantage of size.
[00:49:57.040 --> 00:50:04.040]   And continually going into the marketplace, we can find opportunities that, you know,
[00:50:04.040 --> 00:50:08.040]   if you're not continually going into the marketplace, you don't have the opportunity to take advantage of it.
[00:50:08.040 --> 00:50:16.040]   So, you know, a lot of it is just being great traders, minimizing transaction costs,
[00:50:16.040 --> 00:50:19.040]   and looking for these micro-opportunities.
[00:50:19.040 --> 00:50:24.040]   In some funds--the question is also, is it securities lending?
[00:50:24.040 --> 00:50:28.040]   In some funds, they are enhanced by securities lending.
[00:50:28.040 --> 00:50:32.040]   In the small cap fund or an international fund, in any given year,
[00:50:32.040 --> 00:50:36.040]   it may be as high as 10 basis points of additional return.
[00:50:36.040 --> 00:50:39.040]   In a lot of funds, though, it's a basis point.
[00:50:39.040 --> 00:50:44.040]   In the S&P 500 large cap segment, it's negligible.
[00:50:44.040 --> 00:50:46.040]   It's not even measurable.
[00:50:46.040 --> 00:50:53.040]   So it's mostly the skill and expertise of our index team.
[00:50:53.040 --> 00:50:58.040]   So Rick Edelman isn't right about hiding 2% in trading costs.
[00:50:58.040 --> 00:51:04.040]   Actually, you underperform the index by less than the expense ratio, which I think is--
[00:51:04.040 --> 00:51:05.040]   Phenomenal.
[00:51:05.040 --> 00:51:08.040]   --yeah, absolutely amazing what you've done for shareholders.
[00:51:08.040 --> 00:51:09.040]   You really have.
[00:51:09.040 --> 00:51:10.040]   It's amazing.
[00:51:10.040 --> 00:51:11.040]   Thank you.
[00:51:11.040 --> 00:51:17.040]   [Applause]
[00:51:17.040 --> 00:51:19.040]   Okay, let's move to tips now.
[00:51:19.040 --> 00:51:21.040]   We have a couple of questions.
[00:51:21.040 --> 00:51:23.040]   The first one is from Victoria.
[00:51:23.040 --> 00:51:30.040]   Please discuss at what level of fixed rates it will become advantageous to start buying tips again.
[00:51:30.040 --> 00:51:34.040]   And the follow-up question or associated question is,
[00:51:34.040 --> 00:51:38.040]   what are the panel's views on tips and their role in a portfolio
[00:51:38.040 --> 00:51:42.040]   in the current interest rate and inflation environment?
[00:51:42.040 --> 00:51:48.040]   So can we cover the broad tips market then, please?
[00:51:48.040 --> 00:51:52.040]   Well, I always have tips in a portfolio because of the reason they exist,
[00:51:52.040 --> 00:51:55.040]   and that is as a hedge against unanticipated inflation.
[00:51:55.040 --> 00:51:59.040]   And since unanticipated inflation is a risk in the portfolio,
[00:51:59.040 --> 00:52:04.040]   then I always want to have a small portion of my bond portfolio in tips,
[00:52:04.040 --> 00:52:10.040]   and my allocation has always been 20%, and it's worked out fine for me.
[00:52:10.040 --> 00:52:14.040]   I've been nervous about tips the last several years because real rates have gone negative.
[00:52:14.040 --> 00:52:21.040]   Historically, real rates on, say, a 10-year tip is 175 basis points, one and three-quarters percent.
[00:52:21.040 --> 00:52:26.040]   They actually went negative, and right now they're still very, very low.
[00:52:26.040 --> 00:52:31.040]   It turns out that the duration on a tips bond,
[00:52:31.040 --> 00:52:36.040]   the real rate duration is actually quite high, like eight years.
[00:52:36.040 --> 00:52:42.040]   So if the real rate reverted back to, say, the longer-term average of one and three-quarters percent,
[00:52:42.040 --> 00:52:45.040]   that's a backup of, let's say, 150 basis points from here,
[00:52:45.040 --> 00:52:50.040]   you could lose 12% in principle trying to capture an inflation premium.
[00:52:50.040 --> 00:52:57.040]   I think this is a point in time where tips really kind of scare me.
[00:52:57.040 --> 00:53:05.040]   With regard to inflation, I've been saying ever since the global financial crisis,
[00:53:05.040 --> 00:53:07.040]   inflation isn't going to happen.
[00:53:07.040 --> 00:53:10.040]   A lot of people are worried that the Fed's balance sheet has just ballooned,
[00:53:10.040 --> 00:53:13.040]   and they're talking about the money supply exploding.
[00:53:13.040 --> 00:53:15.040]   The money supply is not exploding.
[00:53:15.040 --> 00:53:18.040]   The Fed's balance sheet is expanding.
[00:53:18.040 --> 00:53:21.040]   The money multiplier has collapsed.
[00:53:21.040 --> 00:53:27.040]   If you look at the broader aggregates of money supply, they're growing at 5% a year.
[00:53:27.040 --> 00:53:32.040]   That's basically nominal GDP growth, and you need money supply to grow at that level.
[00:53:32.040 --> 00:53:36.040]   If you don't, you're going to start choking off your economy.
[00:53:36.040 --> 00:53:41.040]   So obviously there's so much slack in the economy right now.
[00:53:41.040 --> 00:53:43.040]   I personally just am not worried.
[00:53:43.040 --> 00:53:47.040]   I think Rick's right that tips guard against unanticipated inflation,
[00:53:47.040 --> 00:53:50.040]   against some sort of oil shock or something like that.
[00:53:50.040 --> 00:53:58.040]   If it's anticipated inflation, like you get in the mid-'80s, actually, mid-'70s,
[00:53:58.040 --> 00:54:02.040]   actually equities are a great inflation hedge in that type of environment.
[00:54:02.040 --> 00:54:06.040]   Equities performed great in the second half of the '70s.
[00:54:06.040 --> 00:54:08.040]   Tips are good for unanticipated inflation.
[00:54:08.040 --> 00:54:12.040]   I just think they have some risks at this point.
[00:54:12.040 --> 00:54:19.040]   I think those are all very interesting features of tips, and I agree with what Rick and Gus said.
[00:54:19.040 --> 00:54:30.040]   I see tips as the ultimate liability matching element in everybody's portfolio.
[00:54:30.040 --> 00:54:35.040]   We all have a stream of real liabilities in the future in terms of our retirement,
[00:54:35.040 --> 00:54:42.040]   and a tips ladder that is adjusted and aimed at that is probably the safest asset that you can have.
[00:54:42.040 --> 00:54:45.040]   I think it will ensure your retirement the best.
[00:54:45.040 --> 00:54:47.040]   Having said that, I'll also agree with Gus.
[00:54:47.040 --> 00:54:49.040]   This ain't the time to be buying.
[00:54:49.040 --> 00:54:55.040]   The natural rate of the long tips is probably in excess or at least in the vicinity of 2%.
[00:54:55.040 --> 00:55:00.040]   Shorter tips, 1 to 2%, depending upon the duration.
[00:55:00.040 --> 00:55:03.040]   And at the shorter end, you're still looking at negative yields.
[00:55:03.040 --> 00:55:07.040]   I wouldn't be in a rush to buy them right now.
[00:55:07.040 --> 00:55:08.040]   I'm a hypocrite.
[00:55:08.040 --> 00:55:13.040]   I time the market when it comes to tips quite a bit.
[00:55:13.040 --> 00:55:19.040]   I say tips are the lowest risk asset out there because it's the real return that matters,
[00:55:19.040 --> 00:55:24.040]   and of course the U.S. would never default on it.
[00:55:24.040 --> 00:55:27.040]   By the way, they say that Congress has a 5% approval rating.
[00:55:27.040 --> 00:55:32.040]   I've never met one of those 5%.
[00:55:32.040 --> 00:55:34.040]   They work for Congress.
[00:55:34.040 --> 00:55:38.040]   But anyways, tips are far more volatile than treasuries.
[00:55:38.040 --> 00:55:44.040]   In 2008, when stocks plunged, people ran to traditional treasuries, not to tips,
[00:55:44.040 --> 00:55:46.040]   and those yields were 3.5%.
[00:55:46.040 --> 00:55:49.040]   That was a wonderful time to get into tips.
[00:55:49.040 --> 00:55:53.040]   I still believe that tips need to be part of the portfolio.
[00:55:53.040 --> 00:55:57.040]   They give some protection against inflation, not as much as stocks,
[00:55:57.040 --> 00:56:00.040]   but they are a part of the portfolio.
[00:56:00.040 --> 00:56:04.040]   I just want to mention one more time that if tips are a strategic allocation,
[00:56:04.040 --> 00:56:07.040]   a certain percentage of your bond portfolio, and you're doing rebalancing,
[00:56:07.040 --> 00:56:10.040]   then when they go to 3.5%, you're going to be buying,
[00:56:10.040 --> 00:56:15.040]   and when they go to a deep negative, you're going to be selling because the values have gone up.
[00:56:15.040 --> 00:56:23.040]   So you are capturing a portfolio benefit by just having a fixed allocation in your portfolio.
[00:56:23.040 --> 00:56:31.040]   Gus, if you're scared, I mean, you know investors are worried about tips too,
[00:56:31.040 --> 00:56:39.040]   would you recommend cutting back on tips or just holding for somebody who's got 30%, 40%, 50% of their bond allocation,
[00:56:39.040 --> 00:56:46.040]   a retiree who is worried about inflation and that's the reason they have the enlarged allocation to tips,
[00:56:46.040 --> 00:56:48.040]   would you recommend they cut back on tips?
[00:56:48.040 --> 00:56:53.040]   The tips are down right now, Vanguard's tips fund is down about 6%, 9% this year,
[00:56:53.040 --> 00:56:57.040]   so you would be selling in a down market.
[00:56:57.040 --> 00:56:59.040]   Would you cut back?
[00:56:59.040 --> 00:57:08.040]   Yeah, I think, you know, to Bill's comment that you're kind of immunizing your future liabilities,
[00:57:08.040 --> 00:57:12.040]   I mean, there's a reason it's called fixed income, it's generally fixed income,
[00:57:12.040 --> 00:57:15.040]   but it's inflation-protected fixed income,
[00:57:15.040 --> 00:57:23.040]   so if you can live off of the income itself and you don't really care what's happening to the principal,
[00:57:23.040 --> 00:57:25.040]   a lot of people don't really think that way,
[00:57:25.040 --> 00:57:29.040]   I mean, you know, all of a sudden you lose money in bonds and people sell like mad,
[00:57:29.040 --> 00:57:38.040]   I mean, go back to the beginning of 1987, there was a collapse in the muni market place,
[00:57:38.040 --> 00:57:46.040]   so if you have discipline and you're living off of the income, it's going to be inflation-adjusted income,
[00:57:46.040 --> 00:57:50.040]   which should take care of you, I think it's okay.
[00:57:50.040 --> 00:57:56.040]   If you are at all concerned about the principal, I'm nervous.
[00:57:56.040 --> 00:58:00.040]   Well, obviously, it's very volatile, that's for sure.
[00:58:00.040 --> 00:58:04.040]   Yeah, and I'd be nervous having 40 or 50% in tips.
[00:58:04.040 --> 00:58:14.040]   We have tips in some managed payout funds, but it's a moderate amount, I mean, it's 10%.
[00:58:14.040 --> 00:58:20.040]   Actually, two of the managed payout funds don't have it, and one did.
[00:58:20.040 --> 00:58:22.040]   Gus, this one's probably for you.
[00:58:22.040 --> 00:58:25.040]   Why did Vanguard buy a market-neutral fund?
[00:58:25.040 --> 00:58:33.040]   It almost seems like something interesting to keep the quants from getting bored.
[00:58:33.040 --> 00:58:39.040]   Now, I was actually hired to develop the active quant equity program and was given the indexing side as well.
[00:58:39.040 --> 00:58:42.040]   I mean, if you do active quant, you can do passive quant.
[00:58:42.040 --> 00:58:51.040]   So I built the active quant equity team, and it's been kind of my pet project, my love.
[00:58:51.040 --> 00:58:54.040]   I find it very intellectually stimulating.
[00:58:54.040 --> 00:59:00.040]   The reason I like active quantitative investing is, I think that I mentioned earlier,
[00:59:00.040 --> 00:59:08.040]   there are inefficiencies in the marketplace, and my belief is those efficiencies arise because we all act irrationally.
[00:59:08.040 --> 00:59:14.040]   I mean, you know, we do irrational stuff all the time, so why should we be rational when we invest?
[00:59:14.040 --> 00:59:18.040]   And that's true with a traditional manager as well.
[00:59:18.040 --> 00:59:22.040]   They're going to make irrational decisions at times,
[00:59:22.040 --> 00:59:29.040]   and I like a quantitative form of investing because you create a model based on theory.
[00:59:29.040 --> 00:59:33.040]   You test it to make sure that it worked, and then you just rigorously apply it.
[00:59:33.040 --> 00:59:36.040]   You do not let your emotions take over.
[00:59:36.040 --> 00:59:41.040]   You just use what you think is the right theory.
[00:59:41.040 --> 00:59:48.040]   And in my view, that maximizes the chances that you'll actually be able to add value or find alpha.
[00:59:48.040 --> 00:59:53.040]   And I think if you look at our active quant group, we've had mixed success over the years.
[00:59:53.040 --> 00:59:59.040]   We've had some really good periods and some dramatic underperformance on average.
[00:59:59.040 --> 01:00:01.040]   I think we've added a little bit of value.
[01:00:01.040 --> 01:00:06.040]   And the way I think of a long/short market neutral fund is it's really a volatile money market fund.
[01:00:06.040 --> 01:00:07.040]   It's a money market fund.
[01:00:07.040 --> 01:00:14.040]   The expected return on it should be money market rate of return plus any alpha,
[01:00:14.040 --> 01:00:18.040]   which could be minus alpha if you don't have skills.
[01:00:18.040 --> 01:00:27.040]   So, you know, I would hope that over time we'll be able to actually get a return that is greater than a money market rate of return,
[01:00:27.040 --> 01:00:32.040]   obviously with volatility that you don't experience in money markets.
[01:00:32.040 --> 01:00:34.040]   Phil, this is for you.
[01:00:34.040 --> 01:00:39.040]   Regarding residual living expenses, what do you mean by residual?
[01:00:39.040 --> 01:00:46.040]   Just to go back to the example I had before, which is that if your living expenses are $70,000 a year,
[01:00:46.040 --> 01:00:53.040]   you're getting $30,000 in Social Security, then you've got $40,000 a year of residual expenses.
[01:00:53.040 --> 01:01:01.040]   And just to amplify that a little bit, you should probably have, if you're going to retire, 25 times your residual living expenses.
[01:01:01.040 --> 01:01:05.040]   So that's a million bucks.
[01:01:05.040 --> 01:01:11.040]   This is a question that comes up every time we have a volatile situation.
[01:01:11.040 --> 01:01:15.040]   I've heard the expression many times over the years, "It's different this time."
[01:01:15.040 --> 01:01:20.040]   I've never believed that to be true for a long-term investor.
[01:01:20.040 --> 01:01:28.040]   The current investing environment does seem somewhat unusual with both stock and bond markets hosting significant risk.
[01:01:28.040 --> 01:01:32.040]   My question is, is it really different this time?
[01:01:32.040 --> 01:01:34.040]   No, no, and no.
[01:01:34.040 --> 01:01:38.040]   New paradigms, and this time it's different, will kill you.
[01:01:38.040 --> 01:01:45.040]   And then second of all, I wrote a piece on data that Wilshire provided, the myth of market volatility.
[01:01:45.040 --> 01:01:49.040]   Markets are no more volatile today than they've been over the last 40 years.
[01:01:49.040 --> 01:01:58.040]   In 2008 and 2009, it was an exception, and there are lots of reasons why we think it's more volatile today.
[01:01:58.040 --> 01:02:06.040]   One of those are that the index values are so much higher that a 1% change today is a lot of points.
[01:02:06.040 --> 01:02:09.040]   30 years ago, it was much smaller.
[01:02:09.040 --> 01:02:14.040]   So markets are no more volatile today, and this time it's different, will kill you.
[01:02:14.040 --> 01:02:23.040]   The only black swans are the history you haven't read.
[01:02:23.040 --> 01:02:30.040]   I don't think the laws of economics change, and therefore things can't be different this time.
[01:02:30.040 --> 01:02:34.040]   Your borrowing costs have to be below your return on equity.
[01:02:34.040 --> 01:02:40.040]   Your GDP is basically related to population growth and increases in productivity.
[01:02:40.040 --> 01:02:43.040]   These universal laws of economics don't change.
[01:02:43.040 --> 01:02:48.040]   So even though the markets may be volatile, it's not different this time.
[01:02:48.040 --> 01:02:51.040]   All right, we're coming up to the close.
[01:02:51.040 --> 01:02:53.040]   Rick has to catch a flight.
[01:02:53.040 --> 01:02:54.040]   We're on schedule.
[01:02:54.040 --> 01:02:56.040]   We're going to take a break.
[01:02:56.040 --> 01:03:20.040]   I'd like to thank all the panel members who are with us.
[01:03:20.040 --> 01:03:24.040]   Jack has one final message for us.
[01:03:24.040 --> 01:03:31.040]   In my little litany of thanks to everybody, I have, shockingly and embarrassingly,
[01:03:31.040 --> 01:03:38.040]   I didn't mention Mel's leadership, and so I'd like to express my own appreciation for Mel's leadership.
[01:03:38.040 --> 01:03:40.040]   I know you all feel the same way.
[01:03:40.040 --> 01:03:43.040]   The ball stops somewhere, right now and right here.
[01:03:43.040 --> 01:03:45.040]   It's Mel.
[01:03:45.040 --> 01:03:59.040]   [Applause]

