
[00:00:00.040 --> 00:00:09.460]  でき
[00:59:27.780 --> 00:59:27.780]   I think we're just trying to get away with it.
[00:59:27.780 --> 00:59:57.780]  , I think we're just trying to get away with it.
[00:59:57.800 --> 01:00:27.780]   I think we're just trying to get away with it.
[01:00:27.780 --> 01:00:27.780]   I think we're just trying to get away with it.
[01:00:27.780 --> 01:00:27.780]   I think we're just trying to get away with it.
[01:00:27.780 --> 01:00:27.780]   I think we're just trying to get away with it.
[01:00:27.780 --> 01:00:27.780]   I think we're just trying to get away with it.
[01:00:27.780 --> 01:00:27.780]   I think we're just trying to get away with it.
[01:00:27.780 --> 01:00:27.780]   I think we're just trying to get away with it.
[01:00:27.780 --> 01:00:27.780]   I think we're just trying to get away with it.
[01:00:27.780 --> 01:00:27.780]   I think we're just trying to get away with it.
[01:00:27.780 --> 01:00:27.780]   I think we're just trying to get away with it.
[01:00:27.780 --> 01:00:27.780]   I think we're just trying to get away with it.
[01:00:27.780 --> 01:00:27.780]   I think we're just trying to get away with it.
[01:00:27.780 --> 01:00:27.780]   I think we're just trying to get away with it.
[01:00:27.780 --> 01:00:27.780]   I think we're just trying to get away with it.
[01:00:27.780 --> 01:00:27.780]   I think we're just trying to get away with it.
[01:00:27.820 --> 01:00:57.780]  ,
[01:00:57.780 --> 01:00:57.780]   I think we're just trying to get away with it.
[01:00:57.780 --> 01:00:57.780]   I think we're just trying to get away with it.
[01:00:57.780 --> 01:00:57.780]   I think we're just trying to get away with it.
[01:00:57.780 --> 01:00:57.780]   I think we're just trying to get away with it.
[01:00:57.780 --> 01:00:57.780]   I think we're just trying to get away with it.
[01:00:57.780 --> 01:00:57.780]   I think we're just trying to get away with it.
[01:00:57.780 --> 01:00:57.780]   I think we're just trying to get away with it.
[01:00:57.820 --> 01:01:08.040]  .
[01:01:57.820 --> 01:01:57.820]   The
[01:01:57.820 --> 01:01:57.820]   The
[01:01:57.820 --> 01:01:57.820]   The
[01:01:57.820 --> 01:01:57.820]   The
[01:01:57.860 --> 01:02:27.840]  퍼: Yeah.
[01:02:27.840 --> 01:02:27.840]   We're in a time of crisis. All that is in there. The contradictions. You can even convince those models. You can tell them they're lying and they're going to start changing their mind. It's interesting to play with them. It's also interesting to consider that maybe they become smarter than us and become almost life forms that live among us and maybe one day we merge with them. There's all kinds of things that we can do.
[01:02:27.860 --> 01:02:57.860]  Miraculous.
[01:02:57.860 --> 01:02:57.860]   It's interesting to see how much of that is possible trajectory that we take here.
[01:02:57.860 --> 01:02:57.860]   How much of that excites you? How much of that scares you?
[01:02:57.880 --> 01:03:23.900]  obediently: I think AI can add to that. You can add friends that you can have great conversations with. And then some of those friends would be AI systems. They'll call you out in your bullshit in the most fascinating and interesting ways and challenge you and help you explore ideas together. So I'm excited by that.
[01:03:23.900 --> 01:03:27.880]   Is that different? And if so, how would you describe it?
[01:03:27.880 --> 01:03:27.880]   Is that different? And if so, how would you describe it?
[01:03:27.880 --> 01:03:27.880]   Is that different? And if so, how would you describe it?
[01:03:27.880 --> 01:03:27.880]   Is that different? And if so, how would you describe it?
[01:03:27.880 --> 01:03:27.880]   Is that different? And if so, how would you describe it?
[01:03:27.920 --> 01:03:57.900]   In the sense that you're talking about something that's already in the most recent history,
[01:03:57.900 --> 01:03:57.900]   is that something that's already in the most recent history,
[01:03:57.900 --> 01:03:57.900]   you're talking about something that's already in the most recent history,
[01:03:57.900 --> 01:03:57.900]   and then you're talking about something that's already in the most recent history,
[01:03:57.900 --> 01:04:27.920]   and then you're talking about something that's already in the most recent history,
[01:04:27.920 --> 01:04:27.920]   and then you're talking about something that's already in the most recent history,
[01:04:27.920 --> 01:04:27.920]   and then you're talking about something that's already in the most recent history,
[01:04:27.920 --> 01:04:27.920]   and then you're talking about something that's already in the most recent history,
[01:04:27.920 --> 01:04:27.920]   and then you're talking about something that's already in the most recent history,
[01:04:27.940 --> 01:04:57.940]   and then you're talking about something that's already in the most recent history,
[01:04:57.940 --> 01:04:57.940]   and then you're talking about something that's already in the most recent history,
[01:04:57.940 --> 01:04:57.940]   and then you're talking about something that's already in the most recent history,
[01:04:57.940 --> 01:04:57.940]   and then you're talking about something that's already in the most recent history,
[01:04:57.940 --> 01:04:57.940]   and then you're talking about something that's already in the most recent history,
[01:04:57.940 --> 01:04:57.940]   and then you're talking about something that's already in the most recent history,
[01:04:57.940 --> 01:04:57.940]   and then you're talking about something that's already in the most recent history,
[01:04:57.940 --> 01:04:57.940]   and then you're talking about something that's already in the most recent history,
[01:04:57.940 --> 01:04:57.940]   and then you're talking about something that's already in the most recent history,
[01:04:57.940 --> 01:04:57.940]   and then you're talking about something that's already in the most recent history,
[01:04:57.940 --> 01:04:57.940]   and then you're talking about something that's already in the most recent history,
[01:04:57.940 --> 01:04:57.940]   and then you're talking about something that's already in the most recent history,
[01:04:57.980 --> 01:05:05.040]   grow
[01:05:05.040 --> 01:05:09.720]   I is or
[01:05:09.720 --> 01:05:26.880]   congr though, the, the, the,,,,,,,, parameters NV B I think I'm back in the world. I'm not the Amazon. I'm not a hand. I'm a. I'm a. And, our. He. 9.., la, in the.,ав.,
[01:05:27.440 --> 01:05:37.340]   require
[01:05:37.340 --> 01:05:37.700]  've he,
[01:05:37.700 --> 01:05:54.100]   con " school III 12 de of, the, the, the, the, the, I'm,tycznie. I'm doing a key and I'm undled. I'm. I'm. I. chlorine. I. providers.w. shore............,...,., report the, bed.,
[01:05:54.100 --> 01:05:55.340]   bad. in the
[01:05:55.460 --> 01:05:58.380]   and find another homo sapiens.
[01:05:58.380 --> 01:05:58.780]   Yes.
[01:05:58.780 --> 01:05:59.480]   To go.
[01:05:59.480 --> 01:06:00.980]   Yes.
[01:06:00.980 --> 01:06:02.880]   And thank you.
[01:06:02.880 --> 01:06:07.180]   Ai, my great friend for opening me up to this beauty that I have myself.
[01:06:07.180 --> 01:06:08.180]   I can see in you.
[01:06:08.180 --> 01:06:10.480]   My fellow.
[01:06:10.480 --> 01:06:12.180]   Human.
[01:06:12.180 --> 01:06:17.780]   And let's come together and biologically create family if we want to.
[01:06:17.780 --> 01:06:23.080]   And let's all remain friends with my friend and make your own friends with.
[01:06:23.080 --> 01:06:25.180]   My friends, friends on Ai. And.
[01:06:25.320 --> 01:06:55.020]  ,
[01:06:55.020 --> 01:06:55.120]   And.
[01:06:55.120 --> 01:06:55.120]   And.
[01:06:55.120 --> 01:06:55.220]   And.
[01:06:55.220 --> 01:06:55.220]   And.
[01:06:55.220 --> 01:06:55.220]   And.
[01:06:55.260 --> 01:07:05.080]   wichtig
[01:07:05.080 --> 01:07:06.220]  為什麼 synergy--
[01:07:06.220 --> 01:07:21.920]  pel make the, and, and,,,,,,,,, see which couldn� changes mein set�èvelden abused оперVEL S один deoise "S. I. I. S.éro Ne.�. Let. it. but. I. brings the c. @. is. construct the movement is that's have aough my bus is a co if was au
[01:07:21.920 --> 01:07:24.080]   began a
[01:07:24.120 --> 01:07:32.040]   y
[01:07:32.040 --> 01:07:34.400]   well
[01:07:34.400 --> 01:07:34.820]   arrested " B I spend in. I, ", ",,,,,, .,'
[01:07:53.380 --> 01:07:54.380]   deliver, ",, ,,,, ,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, .
[01:07:54.380 --> 01:07:57.920]   What questions are we gonna ask?
[01:07:57.920 --> 01:07:59.960]   Is a question, is what we need to ask ourselves,
[01:07:59.960 --> 01:08:01.940]   'cause we're going to be looking in the mirror
[01:08:01.940 --> 01:08:05.940]   at our digital God that we create from ourselves.
[01:08:05.940 --> 01:08:11.800]   And just to know that that's that place where it's awesome
[01:08:11.800 --> 01:08:14.120]   and scary, exciting and scary, we go, "Oh, it's, it's,
[01:08:14.120 --> 01:08:15.580]   it's our creation."
[01:08:15.580 --> 01:08:18.220]   Which is awesome.
[01:08:18.220 --> 01:08:20.340]   Same time, "Oh shit."
[01:08:22.640 --> 01:08:34.560]  aty as
[01:08:34.560 --> 01:08:51.040]  他 there.E T Del try applied, ,,,,,,,, ent of e buy in her Brett beELI
[01:08:52.080 --> 01:08:59.740]   .
[01:08:59.740 --> 01:09:02.340]  unting you say de
[01:09:21.080 --> 01:09:31.260]   provides
[01:09:31.260 --> 01:09:32.240]  ��. only,
[01:09:32.240 --> 01:09:50.700]   stomach you and亮ерв Perd didntء I is a grew the bo the re. I'm the in the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, you,ел,10. 9;ーん. Cow in the,uld. K. 그만 w aye crão. Cow. belong. del. dog. ver. buy. of the degree. butt. Erica Tat. of, was. un,處.
[01:09:51.100 --> 01:09:57.120]   Yes. Yeah. You could prompt it to ask for forgiveness. It'll forgive you.
[01:09:57.120 --> 01:10:01.120]   Like when I've talked it around with it.
[01:10:01.120 --> 01:10:07.120]   And you ask, what should I be afraid of? Is it you or is it the dooms toward you?
[01:10:07.120 --> 01:10:10.120]   The answer was always, well, it's up to you.
[01:10:10.120 --> 01:10:21.120]   Which it was awesome, right? There you go again. It's up to us. And it brought up, you know, make me synonymous with your human values.
[01:10:21.160 --> 01:10:28.740]   as
[01:10:28.740 --> 01:10:32.880]   niin and,,,,
[01:10:32.880 --> 01:10:46.180]   Who 550 test. And, I, have to do to do to just in to in to in like returned Tab G bicycle Sh goodsыт b dumb
[01:10:59.140 --> 01:10:59.820]   I believe that we'll have systems that have an identity, have a belief, have a set of opinions that carry through time.
[01:10:59.820 --> 01:11:04.820]   And will we go to them like certain states where we agree with the law and disagree with the law or nations?
[01:11:04.820 --> 01:11:11.820]   I'm a member of this AI. Oh, well, you're from this AI tribe. Y'all believe this.
[01:11:11.820 --> 01:11:16.520]   Yeah, there'll be an anarchist set of AI.
[01:11:16.520 --> 01:11:16.520]   Yeah, there'll be an anarchist set of AI. Oh, well, you're from this AI tribe. Y'all believe this.
[01:11:16.520 --> 01:11:16.520]   Yeah, there'll be an anarchist set of AI. Oh, well, you're from this AI tribe. Y'all believe this.
[01:11:16.520 --> 01:11:16.520]   Yeah, there'll be an anarchist set of AI. Oh, well, you're from this AI tribe. Y'all believe this.
[01:11:16.520 --> 01:11:44.220]  , and the people who are on the keto diet and people that are on this other kind of diet, this other kind of lifestyle, just like we have now. There's little groups and there'll be AI systems. They're going to be supercharged.
[01:11:44.220 --> 01:11:45.220]   and the people who are on the keto diet and people that are on this other kind of lifestyle, just like we have now. There's little groups and there'll be AI systems. They're going to be supercharged. They're going to be supercharged. Yeah.
[01:11:45.260 --> 01:11:55.240]   a
[01:11:55.240 --> 01:11:56.960]   Gör de,,,, of the dis
[01:12:14.320 --> 01:12:23.800]   el
[01:12:23.800 --> 01:12:25.440]   in the version de
[01:12:25.440 --> 01:12:28.080]  �
[01:12:28.080 --> 01:12:38.300]   the mind the have the hash the donut. I got my out in the sorry, and I, and, and, and, and, and, and, and, And, Hel, You know, обще ă,ilik. D. C. Bol.,...,...,...,., trouble.., HTC., doin more happy..'ll be like a per降 reduce the super pocket get the men's
[01:12:38.580 --> 01:12:43.500]   inv
[01:12:43.500 --> 01:12:49.360]  , progresses
[01:12:49.360 --> 01:13:05.340]  GGI a is, the, the, the, the, de,
[01:13:05.340 --> 01:13:08.560]   peace
[01:13:18.880 --> 01:13:38.580]   Корre: Yeah.
[01:13:38.580 --> 01:13:38.580]   The difference between being fake, I mean, he's a word and being real. Okay. Yeah. And the word authentic gets thrown around a lot. And, you know, I, I, and, and I don't mean I used to think each of the pillars way, but, but Bob Dylan loose me up on this idea a little bit. Do you think it was all about get to be your only one and only true self. That's it. Everything else is fake.
[01:13:38.580 --> 01:13:38.580]   Yeah.
[01:13:38.580 --> 01:13:38.580]   That's it. Everything else is fake.
[01:13:38.600 --> 01:14:08.600]   and then you hear Bob go, well, I mean, we are what we create ourselves to be. We are our own creations, which I'm like, Oh, yes, yes, we are. Thank you, Bob. Bobby. I'm all for bullshitter and bullshitting. I'm not as big a fan of the liars.
[01:14:08.640 --> 01:14:38.620]  , and lying. What's the distinction? You're talking about the art form of a liar. A liar's faking it, but not admitting to themselves that, yeah. Oh, yeah. Fucking creation. I'm faking it. A liar, I'm lying to your face right now, and I don't give you that hair of a wink out of my right eye that lets you know, hey, go with me here. I think there's value in the bullshitting. Now the lying becomes troublesome because one, I've duped you and I didn't let you know, I was
[01:14:38.640 --> 01:15:08.640]   come on. I was just telling the story about catching the fish. The fish always gets bigger every year we tell a story. Come on, go with it. All right? Yes. But the lying all of a sudden, I don't know my own. I don't know when I'm emanating something and creating something, telling the truth, being authentic or lying. And I'm, shit, all of a sudden I'm leaving crumbs with myself. That constitution gets blurry. Lying to yourself and to others. Yeah. Well, you start to lie. You lie to others enough. You start to lie to yourself.
[01:15:08.680 --> 01:15:19.580]   weekend
[01:15:19.580 --> 01:15:20.220]   gusta, I ... Пом ent, ",,,, like the end the wake the web ch расп
[01:15:20.220 --> 01:15:22.860]   leave.
[01:15:22.860 --> 01:15:35.340]  . I'm. I'm. I'm. Let. I'm. I'm. I'm. I'm. I'm. I'm. I'm. I. I'm. aired. I'm. I'm. talk about the baby is in the baby is the bed is the blanket is the again thepson
[01:15:35.340 --> 01:15:36.940]   you don and I'm. Ouye is a
[01:15:36.980 --> 01:15:47.420]   "
[01:15:47.420 --> 01:15:49.800]   i in the que stuck
[01:16:04.400 --> 01:16:13.460]   believe
[01:16:13.460 --> 01:16:32.500]   . we and
[01:16:32.840 --> 01:16:39.240]   I think it's just to that courage of
[01:16:39.240 --> 01:16:40.860]   I think it's just to that courage of
[01:16:40.860 --> 01:16:40.860]   I think it's just to that courage of
[01:16:40.860 --> 01:16:42.860]   I think it's just to that courage of
[01:16:42.860 --> 01:16:42.860]   I think it's just to that courage of having the
[01:16:42.860 --> 01:16:42.860]   having the
[01:16:42.860 --> 01:16:42.860]   having the
[01:16:42.860 --> 01:16:46.860]   having the because it's I don't think any of us like to admit
[01:16:46.860 --> 01:16:46.860]   because it's I don't think any of us like to admit
[01:16:46.860 --> 01:16:48.860]   because it's I don't think any of us like to admit our lives or look deep enough in the
[01:16:48.860 --> 01:16:48.860]   our lives or look deep enough in the
[01:16:48.860 --> 01:16:50.860]   our lives or look deep enough in the go I've relied so much on that lie
[01:16:50.860 --> 01:16:50.860]   go I've relied so much on that lie
[01:16:50.860 --> 01:16:54.860]   go I've relied so much on that lie that it's become my reality yeah and
[01:16:54.860 --> 01:16:54.860]   that it's become my reality yeah and
[01:16:54.860 --> 01:16:56.860]   that it's become my reality yeah and I'm and I and I don't want to be
[01:16:56.900 --> 01:17:04.420]   leicht
[01:17:04.420 --> 01:17:07.980]   on a j чет to,,,,,,
[01:17:07.980 --> 01:17:25.920]  opf investigación
[01:17:26.920 --> 01:17:32.820]   people
[01:17:32.820 --> 01:17:53.780]   mostly is, ,,, is and has
[01:17:55.660 --> 01:18:00.540]   and has.
[01:18:00.540 --> 01:18:02.480]   And so we're going to go to the next slide.
[01:18:02.480 --> 01:18:04.560]   And then we're going to go to the next slide.
[01:18:04.560 --> 01:18:06.920]   And then we're going to go to the next slide.
[01:18:06.920 --> 01:18:08.680]   I'm going to go to the next slide.
[01:18:08.680 --> 01:18:10.440]   I'm going to go to the next slide.
[01:18:10.440 --> 01:18:12.020]   And then we're going to go to the next slide.
[01:18:12.020 --> 01:18:13.640]   And then we're going to go to the next slide.
[01:18:13.640 --> 01:18:15.660]   And then we're going to go to the next slide.
[01:18:15.660 --> 01:18:18.100]   And then we're going to go to the next slide.
[01:18:18.100 --> 01:18:21.140]   And then we're going to go to the next slide.
[01:18:21.140 --> 01:18:24.400]   And then we're going to go to the next slide.
[01:18:24.400 --> 01:18:24.400]   And then we're going to go to the next slide.
[01:18:24.400 --> 01:18:24.400]   And then we're going to go to the next slide.
[01:18:24.400 --> 01:18:24.400]   And then we're going to go to the next slide.
[01:18:24.400 --> 01:18:24.400]   And then we're going to go to the next slide.
[01:18:24.400 --> 01:18:53.160]   I'm going to go to the next slide.
[01:18:53.160 --> 01:18:53.160]   And then we're going to go to the next slide.
[01:18:53.160 --> 01:18:53.160]   And then we're going to go to the next slide.
[01:18:53.160 --> 01:18:53.160]   And then we're going to go to the next slide.
[01:18:53.160 --> 01:18:53.160]   And then we're going to go to the next slide.
[01:18:53.160 --> 01:18:53.160]   And then we're going to go to the next slide.
[01:18:53.160 --> 01:18:53.200]   And then we're going to go to the next slide.
[01:18:53.200 --> 01:18:53.260]   And then we're going to go to the next slide.
[01:18:53.260 --> 01:18:53.300]   And then we're going to go to the next slide.
[01:18:53.300 --> 01:18:53.340]   And then we're going to go to the next slide.
[01:18:53.340 --> 01:18:53.400]   And then we're going to go to the next slide.
[01:18:53.400 --> 01:18:53.500]   And then we're going to go to the next slide.
[01:18:53.500 --> 01:18:53.560]   And then we're going to go to the next slide.
[01:18:53.560 --> 01:18:53.600]   And then we're going to go to next slide.
[01:18:53.600 --> 01:18:53.660]   And then we're going to go to next slide.
[01:18:53.660 --> 01:18:53.660]   And then we're going to go to next slide.
[01:18:53.700 --> 01:19:01.660]   Daddy
[01:19:01.660 --> 01:19:05.420]   passed go end
[01:19:05.420 --> 01:19:06.200]   돼
[01:19:22.720 --> 01:19:51.700]   didnt have to start a lot of it the first month after I feel guilty. I was like, I'm happy. Is it okay to have this much fun? I'm having so much fun. And I'm getting a great workout. And it's like, yes, it's okay. Congratulations. I found something that if you're finding quite pleasurable, for straight pleasure. You don't have to forget all this other stuff that yeah, but it's also getting a workout. We are getting that too. But don't just you don't
[01:19:51.700 --> 01:19:51.700]   have to get excused.
[01:19:51.720 --> 01:20:20.720]   the pleasure based on Oh, but it's good for you. And you're no, you damn it really do it because you're having so much damn fun at it. I had to admit that to let myself go. Damn, I'm going to play tennis again today, or tomorrow. It was a simple fun thing. So it's not always about the hardcore stuff that we have to go. This is a deep dark lie that I've been living by and having me live falsely and it's having harmful consequences.
[01:20:20.720 --> 01:20:20.720]   So I'm going to play tennis again today. Or tomorrow. It was a simple fun thing. So it's not always about the hardcore stuff that we have to go. This is a deep dark lie that I've been living by and having me live falsely and it's having harmful consequences.
[01:20:20.760 --> 01:20:50.740]  , some of those will probably rise and we admit.
[01:20:50.780 --> 01:21:20.760]  , some of those will probably rise and we admit.
[01:21:20.760 --> 01:21:20.760]   That's a hard place to be. How do you call yourself? How do you admit that you've been living in a very difficult situation?
[01:21:20.760 --> 01:21:20.760]   It's a hard place to be. How do you call yourself? How do you admit that you've been living in a very difficult situation?
[01:21:20.760 --> 01:21:20.760]   It's a hard place to be. How do you call yourself? How do you admit that you've been living in a very difficult situation?
[01:21:20.780 --> 01:21:50.780]   It's a hard place to be. How do you admit that you've been living in a very difficult situation?
[01:21:50.820 --> 01:21:57.040]   and
[01:21:57.040 --> 01:22:19.720]   10. You, b,,,, than que
[01:22:20.700 --> 01:22:50.540]   underway. And I was like, "Oh, man, that's a group of people walking by that maybe I'd like to impress. I mean, I'd do a few more than I'd do if I was on my own." I'm like, "You are vain, McConaughey." And the knee jerk is, "Oh, vanity bad." And I was like, all of a sudden, I became a bullshitter once I admitted it. And then I was like, "Well, bravo, vanity. Let's go, vanity. Instead of putting it in the cupboard, in the live section,
[01:22:50.540 --> 01:22:50.540]   I'm gonna go and do it."
[01:22:50.540 --> 01:22:50.680]   Yeah.
[01:22:50.700 --> 01:23:20.560]   I'm like, "Oh, I'm not in the vein, because that's a debit." No. Admit it. And then go, "What's the value in it?" Well, I look at, yeah, I've actually gotten better shape because of my vanity. Actually, I eat better. I look better and I have more, and that led to being a better husband, better dad, doing something with my kids when I'd rather be over there writing the work I'm working on. But I know that tomorrow,
[01:23:20.560 --> 01:23:20.560]   Yeah.
[01:23:20.560 --> 01:23:20.560]   I'm not in the vein, because that's a debit. No. Admit it. And then go, "What's the value in it?" Well, I look at, yeah, I've actually gotten better shape because of my vanity. Actually, I eat better and I have more, and that led to being a better husband, better dad, doing something with my kids when I'd rather be over there writing the work I'm working on. But I know that tomorrow,
[01:23:20.600 --> 01:23:50.580]  , when they leave town, they're going to remember this time that we had together. That's a selfish act to go spend that time with my kids, even though I'd rather not be doing it at that time. I'd rather be doing something for myself. Because when they leave tomorrow, they'll have this great memory that they spent with their dad right where they went. I could call that vanity. I could group that and say, "That's very vain of you. That is for self. Yeah. So, that's a great thing.
[01:23:50.600 --> 01:23:55.620]   Because it was also for something and someone that I cared about.
[01:23:55.620 --> 01:24:02.800]   Are there people in your life that call you on your bullshit in the bad sense of the word bullshit?
[01:24:02.800 --> 01:24:09.380]   Yeah. Yeah. Sometimes it's either, I got a pretty thick threshold for how far I can go with my bullshit.
[01:24:09.380 --> 01:24:16.340]   Like what bruise, what tickles me might bruise others to watch it.
[01:24:16.340 --> 01:24:19.980]   That's a good line.
[01:24:19.980 --> 01:24:20.460]   Yeah.
[01:24:20.460 --> 01:24:20.460]   Yeah.
[01:24:20.460 --> 01:24:50.480]  .
[01:24:50.480 --> 01:24:50.480]   Yeah.
[01:24:50.480 --> 01:25:20.500]   Yeah.
[01:25:20.500 --> 01:25:20.500]   Yeah.
[01:25:20.500 --> 01:25:20.500]   Yeah.
[01:25:20.500 --> 01:25:20.500]   Yeah.
[01:25:20.500 --> 01:25:20.500]   Yeah.
[01:25:20.540 --> 01:25:23.680]  ру
[01:25:23.680 --> 01:25:30.580]  , is a
[01:25:30.580 --> 01:25:34.280]  oubl
[01:25:34.280 --> 01:25:48.780]   lowered I I Start I СледANDE is also but dont� 1991/ velocity. I'm not. I'm. I'm. I'm. I'm. I. I. I. I. I, and, or, play., and, and, but,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, no., this I'm. een least fairilled X holds�annah external� dim але entreg Catholics�� owned siguiente Enterprise noticeisin eccentric Meaning Moses gave it's Baek consists舞 codearg garlic sukaactic
[01:25:48.880 --> 01:25:54.780]   wearing
[01:25:54.780 --> 01:26:15.960]   at a to IT L It # called,,,,, why show especiallyки prophets
[01:26:17.700 --> 01:26:27.280]   starts
[01:26:27.280 --> 01:26:27.820]  ,,,,
[01:26:27.820 --> 01:26:41.780]   Cit Just N Const and İş G remembered was in the last of to but �:「
[01:26:47.380 --> 01:26:59.340]   .
[01:27:16.060 --> 01:27:25.440]   That's the capital E ego that I think and hope we all need more of.
[01:27:25.440 --> 01:27:26.660]   And that's what I mean when I talk about selfish.
[01:27:26.660 --> 01:27:34.360]   The real true meaning of that is not doing something for self at expense of your neighbor or harming others.
[01:27:34.360 --> 01:27:45.160]   It's for personal profit and pleasure that also is profit and pleasure for a utilitarian sense.
[01:27:45.160 --> 01:27:45.460]   More.
[01:27:45.460 --> 01:27:46.060]   It's for personal profit and pleasure that also is profit and pleasure for a utilitarian sense.
[01:27:46.060 --> 01:27:46.060]   It's for personal profit and pleasure that also is profit and pleasure for a utilitarian sense.
[01:27:46.060 --> 01:27:46.060]   It's for personal profit and pleasure that also is profit and pleasure for a utilitarian sense.
[01:27:46.060 --> 01:27:46.060]   It's for personal profit and pleasure that also is profit and pleasure for a utilitarian sense.
[01:27:46.060 --> 01:27:46.060]   It's for personal profit and pleasure that also is profit and pleasure for a utilitarian sense.
[01:27:46.060 --> 01:27:46.060]   It's for personal profit and pleasure that also is profit and pleasure for a utilitarian sense.
[01:27:46.060 --> 01:28:08.180]   and I'm able to say I'm sorry sooner for a lie or a misdemeanor or harm somebody.
[01:28:08.180 --> 01:28:16.080]   I'm able to be more empathetic because I got the confidence to be so.
[01:28:16.080 --> 01:28:16.080]   I'm able to be more empathetic because I got the confidence to be so.
[01:28:16.080 --> 01:28:16.080]   I'm able to be more empathetic because I got the confidence to be so.
[01:28:16.080 --> 01:28:16.080]   I'm able to be more empathetic because I got the confidence to be so.
[01:28:16.080 --> 01:28:16.080]   I'm able to be more empathetic because I got the confidence to be so.
[01:28:16.100 --> 01:28:46.100]   I'm able to be more empathetic because I got the confidence to be so.
[01:28:46.100 --> 01:28:46.100]   I'm able to be more empathetic because I got the confidence to be so.
[01:28:46.100 --> 01:28:46.100]   I'm able to be more empathetic because I got the confidence to be so.
[01:28:46.100 --> 01:28:46.100]   I'm able to be more empathetic because I got the confidence to be so.
[01:28:46.100 --> 01:28:46.100]   I'm able to be more empathetic because I got the confidence to be so.
[01:28:46.100 --> 01:28:46.100]   I'm able to be more empathetic because I got the confidence to be so.
[01:28:46.100 --> 01:28:46.100]   I'm able to be more empathetic because I got the confidence to be so.
[01:28:46.100 --> 01:28:46.100]   I'm able to be more empathetic because I got the confidence to be so.
[01:28:46.100 --> 01:28:46.100]   I'm able to be more empathetic because I got the confidence to be so.
[01:28:46.100 --> 01:28:46.100]   I'm able to be more empathetic because I got the confidence to be so.
[01:28:46.100 --> 01:28:46.100]   I'm able to be more empathetic because I got the confidence to be so.
[01:28:46.100 --> 01:29:16.120]   a life story in an hour and a half of film and script is great
[01:29:16.120 --> 01:29:16.120]   I'm able to be more empathetic because I got the confidence to be so.
[01:29:16.120 --> 01:29:16.120]   I'm able to be more empathetic because I got the confidence to be so.
[01:29:16.120 --> 01:29:16.120]   I'm able to be more empathetic because I got the confidence to be so.
[01:29:16.120 --> 01:29:16.120]   I'm able to be more empathetic because I got the confidence to be so.
[01:29:16.120 --> 01:29:16.120]   I'm able to be more empathetic because I got the confidence to be so.
[01:29:16.120 --> 01:29:16.120]   I'm able to be more empathetic because I got the confidence to be so.
[01:29:16.140 --> 01:29:46.140]   I'm able to be more empathetic because I got the confidence to be so.
[01:29:46.140 --> 01:29:46.140]   I'm able to be more empathetic because I got the confidence to be so.
[01:29:46.140 --> 01:29:46.140]   I'm able to be more empathetic because I got the confidence to be so.
[01:29:46.140 --> 01:29:46.140]   I'm able to be more empathetic because I got the confidence to be so.
[01:29:46.140 --> 01:29:46.140]   I'm able to be more empathetic because I got the confidence to be so.
[01:29:46.140 --> 01:29:46.140]   I'm able to be more empathetic because I got the confidence to be so.
[01:29:46.140 --> 01:29:46.140]   I'm able to be more empathetic because I got the confidence to be so.
[01:29:46.140 --> 01:29:46.140]   I'm able to be more empathetic because I got the confidence to be so.
[01:29:46.140 --> 01:29:46.140]   I'm able to be more empathetic because I got the confidence to be so.
[01:29:46.140 --> 01:29:46.140]   I'm able to be more empathetic because I got the confidence to be so.
[01:29:46.140 --> 01:29:46.140]   I'm able to be more empathetic because I got the confidence to be so.
[01:29:46.180 --> 01:30:16.160]  , I'm able to be more empathetic because I got the confidence to be so.
[01:30:16.160 --> 01:30:16.160]   I'm able to be more empathetic because I got the confidence to be so.
[01:30:16.160 --> 01:30:16.160]   I'm able to be more empathetic because I got the confidence to be so.
[01:30:16.160 --> 01:30:16.160]   I'm able to be more empathetic because I got the confidence to be so.
[01:30:16.160 --> 01:30:16.160]   I'm able to be more empathetic because I got the confidence to be so.
[01:30:16.160 --> 01:30:16.160]   I'm able to be more empathetic because I got the confidence to be so.
[01:30:16.180 --> 01:30:46.180]   I'm able to be more empathetic because I got the confidence to be so.
[01:30:46.180 --> 01:30:46.180]   I'm able to be more empathetic because I got the confidence to be so.
[01:30:46.180 --> 01:30:46.180]   I'm able to be more empathetic because I got the confidence to be so.
[01:30:46.180 --> 01:30:46.180]   I'm able to be more empathetic because I got the confidence to be so.
[01:30:46.180 --> 01:30:46.180]   I'm able to be more empathetic because I got the confidence to be so.
[01:30:46.180 --> 01:30:46.180]   I'm able to be more empathetic because I got the confidence to be so.
[01:30:46.180 --> 01:30:46.180]   I'm able to be more empathetic because I got the confidence to be so.
[01:30:46.180 --> 01:30:46.180]   I'm able to be more empathetic because I got the confidence to be so.
[01:30:46.180 --> 01:30:46.180]   I'm able to be more empathetic because I got the confidence to be so.
[01:30:46.180 --> 01:30:46.180]   I'm able to be more empathetic because I got the confidence to be so.
[01:30:46.180 --> 01:30:46.180]   I'm able to be more empathetic because I got the confidence to be so.
[01:30:46.180 --> 01:31:16.200]  ,
