
[00:00:00.040 --> 00:00:09.380]  fäh
[00:55:24.520 --> 00:55:24.520]   It's a little bit of a long story, but I'll tell you what it is.
[00:55:24.520 --> 00:55:24.520]   It's a little bit of a long story, but I'll tell you what it is.
[00:55:24.520 --> 00:55:24.520]   It's a little bit of a long story, but I'll tell you what it is.
[00:55:24.540 --> 00:55:54.540]   It's a little bit of a long story, but I'll tell you what it is.
[00:55:54.540 --> 00:55:54.540]   It's a little bit of a long story, but I'll tell you what it is.
[00:55:54.540 --> 00:55:54.540]   It's a little bit of a long story, but I'll tell you what it is.
[00:55:54.540 --> 00:55:54.540]   It's a little bit of a long story, but I'll tell you what it is.
[00:55:54.540 --> 00:55:54.540]   It's a little bit of a long story, but I'll tell you what it is.
[00:55:54.540 --> 00:55:54.540]   It's a little bit of a long story, but I'll tell you what it is.
[00:55:54.540 --> 00:55:54.540]   It's a little bit of a long story, but I'll tell you what it is.
[00:55:54.540 --> 00:55:54.540]   It's a little bit of a long story, but I'll tell you what it is.
[00:55:54.540 --> 00:55:54.540]   It's a little bit of a long story, but I'll tell you what it is.
[00:55:54.540 --> 00:55:54.540]   It's a little bit of a long story, but I'll tell you what it is.
[00:55:54.540 --> 00:56:24.560]   It's a little bit of a long story, but I'll tell you what it is.
[00:56:24.560 --> 00:56:24.560]   It's a little bit of a long story, but I'll tell you what it is.
[00:56:24.560 --> 00:56:24.560]   It's a little bit of a long story, but I'll tell you what it is.
[00:56:24.560 --> 00:56:24.560]   It's a little bit of a long story, but I'll tell you what it is.
[00:56:24.560 --> 00:56:24.560]   It's a little bit of a long story, but I'll tell you what it is.
[00:56:24.560 --> 00:56:24.560]   It's a little bit of a long story, but I'll tell you what it is.
[00:56:24.560 --> 00:56:24.560]   It's a little bit of a long story, but I'll tell you what it is.
[00:56:24.580 --> 00:56:54.580]   It's a little bit of a long story, but I'll tell you what it is.
[00:56:54.580 --> 00:56:54.580]   It's a little bit of a long story, but I'll tell you what it is.
[00:56:54.580 --> 00:56:54.580]   It's a little bit of a long story, but I'll tell you what it is.
[00:56:54.580 --> 00:56:54.580]   It's a little bit of a long story, but I'll tell you what it is.
[00:56:54.580 --> 00:56:54.580]   It's a little bit of a long story, but I'll tell you what it is.
[00:56:54.580 --> 00:56:54.580]   It's a little bit of a long story, but I'll tell you what it is.
[00:56:54.580 --> 00:56:54.580]   It's a little bit of a long story, but I'll tell you what it is.
[00:56:54.580 --> 00:56:54.580]   It's a little bit of a long story, but I'll tell you what it is.
[00:56:54.580 --> 00:56:54.580]   It's a little bit of a long story, but I'll tell you what it is.
[00:56:54.580 --> 00:56:54.580]   It's a little bit of a long story, but I'll tell you what it is.
[00:56:54.580 --> 00:57:24.600]   I'll tell you what it is.
[00:57:24.600 --> 00:57:24.600]   It's a little bit of a long story, but I'll tell you what it is.
[00:57:24.600 --> 00:57:24.600]   It's a little bit of a long story, but I'll tell you what it is.
[00:57:24.600 --> 00:57:24.600]   It's a little bit of a long story, but I'll tell you what it is.
[00:57:24.600 --> 00:57:24.600]   It's a little bit of a long story, but I'll tell you what it is.
[00:57:24.600 --> 00:57:24.600]   It's a little bit of a long story, but I'll tell you what it is.
[00:57:24.620 --> 00:57:54.620]   The one unimpeachable fact is that parents generally know what's best for their own children.
[00:57:54.620 --> 00:57:54.620]   The one unimpeachable fact is that parents generally know what's best for their own children.
[00:57:54.620 --> 00:57:54.620]   The only disagreement will come from those who are not in a relationship with their children.
[00:57:54.620 --> 00:57:54.620]   The only disagreement will come from those who are not in a relationship with their children.
[00:57:54.620 --> 00:57:54.620]   The only disagreement will come from those who are not in a relationship with their children.
[00:57:54.620 --> 00:57:54.620]   The only disagreement will come from those who are not in a relationship with their children.
[00:57:54.620 --> 00:57:54.620]   The only disagreement will come from those who are not in a relationship with their children.
[00:57:54.620 --> 00:57:54.620]   The only disagreement will come from those who are not in a relationship with their children.
[00:57:54.620 --> 00:57:54.620]   The only disagreement will come from those who are not in a relationship with their children.
[00:57:54.620 --> 00:57:54.620]   The only disagreement will come from those who are not in a relationship with their children.
[00:57:54.620 --> 00:57:54.620]   The only disagreement will come from those who are not in a relationship with their children.
[00:57:54.800 --> 00:58:24.640]   The only disagreement will come from those who are not in a relationship with their children.
[00:58:24.640 --> 00:58:24.640]   The only disagreement will come from those who are not in a relationship with their children.
[00:58:24.640 --> 00:58:24.640]   The only disagreement will come from those who are not in a relationship with their children.
[00:58:24.640 --> 00:58:24.640]   The only disagreement will come from those who are not in a relationship with their children.
[00:58:24.640 --> 00:58:24.640]   The only disagreement will come from those who are not in a relationship with their children.
[00:58:24.660 --> 00:58:54.660]   The only disagreement will come from those who are not in a relationship with their children.
[00:58:54.660 --> 00:58:54.660]   The only disagreement will come from those who are not in a relationship with their children.
[00:58:54.660 --> 00:58:54.660]   The only disagreement will come from those who are not in a relationship with their children.
[00:58:54.660 --> 00:58:54.660]   The only disagreement will come from those who are not in a relationship with their children.
[00:58:54.660 --> 00:58:54.660]   The only disagreement will come from those who are not in a relationship with their children.
[00:58:54.660 --> 00:58:54.660]   The only disagreement will come from those who are not in a relationship with their children.
[00:58:54.660 --> 00:58:54.660]   The only disagreement will come from those who are not in a relationship with their children.
[00:58:54.660 --> 00:58:54.660]   The only disagreement will come from those who are not in a relationship with their children.
[00:58:54.660 --> 00:58:54.660]   The only disagreement will come from those who are not in a relationship with their children.
[00:58:54.660 --> 00:58:54.660]   The only disagreement will come from those who are not in a relationship with their children.
[00:58:54.660 --> 00:58:54.660]   The only disagreement will come from those who are not in a relationship with their children.
[00:58:54.660 --> 00:59:24.680]   The only disagreement will come from those who are not in a relationship with their children.
[00:59:24.680 --> 00:59:24.680]   The only disagreement will come from those who are not in a relationship with their children.
[00:59:24.680 --> 00:59:24.680]   The only disagreement will come from those who are not in a relationship with their children.
[00:59:24.680 --> 00:59:24.680]   The only disagreement will come from those who are not in a relationship with their children.
[00:59:24.680 --> 00:59:24.680]   The only disagreement will come from those who are not in a relationship with their children.
[00:59:24.680 --> 00:59:24.680]   The only disagreement will come from those who are not in a relationship with their children.
[00:59:24.700 --> 00:59:54.700]   The only disagreement will come from those who are not in a relationship with their children.
[00:59:54.700 --> 00:59:54.700]   The only disagreement will come from those who are not in a relationship with their children.
[00:59:54.700 --> 00:59:54.700]   The only disagreement will come from those who are not in a relationship with their children.
[00:59:54.700 --> 00:59:54.700]   The only disagreement will come from those who are not in a relationship with their children.
[00:59:54.700 --> 00:59:54.700]   The only disagreement will come from those who are not in a relationship with their children.
[00:59:54.700 --> 00:59:54.700]   The only disagreement will come from those who are not in a relationship with their children.
[00:59:54.700 --> 00:59:54.700]   The only disagreement will come from those who are not in a relationship with their children.
[00:59:54.700 --> 00:59:54.700]   The only disagreement will come from those who are not in a relationship with their children.
[00:59:54.700 --> 00:59:54.700]   The only disagreement will come from those who are not in a relationship with their children.
[00:59:54.700 --> 00:59:54.700]   The only disagreement will come from those who are not in a relationship with their children.
[00:59:54.700 --> 00:59:54.700]   The only disagreement will come from those who are not in a relationship with their children.
[00:59:54.740 --> 01:00:24.720]   the only disagreement will come from those who are not in a relationship with their children.
[01:00:24.720 --> 01:00:24.720]   The only disagreement will come from those who are not in a relationship with their children.
[01:00:24.720 --> 01:00:24.720]   The only disagreement will come from those who are not in a relationship with their children.
[01:00:24.720 --> 01:00:24.720]   The only disagreement will come from those who are not in a relationship with their children.
[01:00:24.720 --> 01:00:24.720]   The only disagreement will come from those who are not in a relationship with their children.
[01:00:24.720 --> 01:00:24.720]   The only disagreement will come from those who are not in a relationship with their children.
[01:00:24.720 --> 01:00:24.720]   The only disagreement will come from those who are not in a relationship with their children.
[01:00:24.740 --> 01:00:54.740]   The only disagreement will come from those who are not in a relationship with their children.
[01:00:54.740 --> 01:00:54.740]   The only disagreement will come from those who are not in a relationship with their children.
[01:00:54.740 --> 01:00:54.740]   The only disagreement will come from those who are not in a relationship with their children.
[01:00:54.740 --> 01:00:54.740]   The only disagreement will come from those who are not in a relationship with their children.
[01:00:54.740 --> 01:00:54.740]   The only disagreement will come from those who are not in a relationship with their children.
[01:00:54.740 --> 01:00:54.740]   The only disagreement will come from those who are not in a relationship with their children.
[01:00:54.740 --> 01:00:54.740]   The only disagreement will come from those who are not in a relationship with their children.
[01:00:54.740 --> 01:00:54.740]   The only disagreement will come from those who are not in a relationship with their children.
[01:00:54.740 --> 01:00:54.740]   The only disagreement will come from those who are not in a relationship with their children.
[01:00:54.740 --> 01:00:54.740]   The only disagreement will come from those who are not in a relationship with their children.
[01:00:54.740 --> 01:00:54.740]   The only disagreement will come from those who are not in a relationship with their children.
[01:00:54.780 --> 01:01:24.760]   The only disagreement will come from those who are not in a relationship with their children.
[01:01:24.760 --> 01:01:24.760]   The only disagreement will come from those who are not in a relationship with their children.
[01:01:24.760 --> 01:01:24.760]   The only disagreement will come from those who are not in a relationship with their children.
[01:01:24.760 --> 01:01:24.760]   The only disagreement will come from those who are not in a relationship with their children.
[01:01:24.760 --> 01:01:24.760]   The only disagreement will come from those who are not in a relationship with their children.
[01:01:24.760 --> 01:01:24.760]   The only disagreement will come from those who are not in a relationship with their children.
[01:01:24.760 --> 01:01:24.760]   The only disagreement will come from those who are not in a relationship with their children.
[01:01:24.760 --> 01:01:24.760]   The only disagreement will come from those who are not in a relationship with their children.
[01:01:24.780 --> 01:01:54.780]   The only disagreement will come from those who are not in a relationship with their children.
[01:01:54.780 --> 01:01:54.780]   The only disagreement will come from those who are not in a relationship with their children.
[01:01:54.780 --> 01:01:54.780]   The only disagreement will come from those who are not in a relationship with their children.
[01:01:54.780 --> 01:01:54.780]   The only disagreement will come from those who are not in a relationship with their children.
[01:01:54.780 --> 01:01:54.780]   The only disagreement will come from those who are not in a relationship with their children.
[01:01:54.780 --> 01:01:54.780]   The only disagreement will come from those who are not in a relationship with their children.
[01:01:54.780 --> 01:01:54.780]   The only disagreement will come from those who are not in a relationship with their children.
[01:01:54.780 --> 01:01:54.780]   The only disagreement will come from those who are not in a relationship with their children.
[01:01:54.780 --> 01:01:54.780]   The only disagreement will come from those who are not in a relationship with their children.
[01:01:54.780 --> 01:01:54.780]   The only disagreement will come from those who are not in a relationship with their children.
[01:01:54.780 --> 01:01:54.780]   The only disagreement will come from those who are not in a relationship with their children.
[01:01:54.820 --> 01:02:24.800]   the only disagreement will come from those who are not in a relationship with their children.
[01:02:24.800 --> 01:02:24.800]   The only disagreement will come from those who are not in a relationship with their children.
[01:02:24.800 --> 01:02:24.800]   The only disagreement will come from those who are not in a relationship with their children.
[01:02:24.800 --> 01:02:24.800]   The only disagreement will come from those who are not in a relationship with their children.
[01:02:24.800 --> 01:02:24.800]   The only disagreement will come from those who are not in a relationship with their children.
[01:02:24.800 --> 01:02:24.800]   The only disagreement will come from those who are not in a relationship with their children.
[01:02:24.800 --> 01:02:24.800]   The only disagreement will come from those who are not in a relationship with their children.
[01:02:24.800 --> 01:02:24.800]   The only disagreement will come from those who are not in a relationship with their children.
[01:02:24.820 --> 01:02:54.820]   The only disagreement will come from those who are not in a relationship with their children.
[01:02:54.820 --> 01:02:54.820]   The only disagreement will come from those who are not in a relationship with their children.
[01:02:54.820 --> 01:02:54.820]   The only disagreement will come from those who are not in a relationship with their children.
[01:02:54.820 --> 01:02:54.820]   The only disagreement will come from those who are not in a relationship with their children.
[01:02:54.820 --> 01:02:54.820]   The only disagreement will come from those who are not in a relationship with their children.
[01:02:54.820 --> 01:02:54.820]   The only disagreement will come from those who are not in a relationship with their children.
[01:02:54.820 --> 01:02:54.820]   The only disagreement will come from those who are not in a relationship with their children.
[01:02:54.820 --> 01:02:54.820]   The only disagreement will come from those who are not in a relationship with their children.
[01:02:54.820 --> 01:02:54.820]   The only disagreement will come from those who are not in a relationship with their children.
[01:02:54.820 --> 01:02:54.820]   The only disagreement will come from those who are not in a relationship with their children.
[01:02:54.820 --> 01:02:54.820]   The only disagreement will come from those who are not in a relationship with their children.
[01:02:54.820 --> 01:03:24.840]   the only disagreement will come from those who are not in a relationship with their children.
[01:03:24.840 --> 01:03:24.840]   The only disagreement will come from those who are not in a relationship with their children.
[01:03:24.840 --> 01:03:24.840]   The only disagreement will come from those who are not in a relationship with their children.
[01:03:24.840 --> 01:03:24.840]   The only disagreement will come from those who are not in a relationship with their children.
[01:03:24.840 --> 01:03:24.840]   The only disagreement will come from those who are not in a relationship with their children.
[01:03:24.840 --> 01:03:24.840]   The only disagreement will come from those who are not in a relationship with their children.
[01:03:24.860 --> 01:03:54.860]   The only disagreement will come from those who are not in a relationship with their children.
[01:03:54.860 --> 01:03:54.860]   The only disagreement will come from those who are not in a relationship with their children.
[01:03:54.860 --> 01:03:54.860]   The only disagreement will come from those who are not in a relationship with their children.
[01:03:54.860 --> 01:03:54.860]   The only disagreement will come from those who are not in a relationship with their children.
[01:03:54.860 --> 01:03:54.860]   The only disagreement will come from those who are not in a relationship with their children.
[01:03:54.860 --> 01:03:54.860]   The only disagreement will come from those who are not in a relationship with their children.
[01:03:54.860 --> 01:03:54.860]   The only disagreement will come from those who are not in a relationship with their children.
[01:03:54.860 --> 01:03:54.860]   The only disagreement will come from those who are not in a relationship with their children.
[01:03:54.860 --> 01:03:54.860]   The only disagreement will come from those who are not in a relationship with their children.
[01:03:54.860 --> 01:03:54.860]   The only disagreement will come from those who are not in a relationship with their children.
[01:03:54.860 --> 01:03:54.860]   The only disagreement will come from those who are not in a relationship with their children.
[01:03:54.860 --> 01:04:24.880]   the only disagreement will come from those who are not in a relationship with their children.
[01:04:24.880 --> 01:04:24.880]   The only disagreement will come from those who are not in a relationship with their children.
[01:04:24.880 --> 01:04:24.880]   The only disagreement will come from those who are not in a relationship with their children.
[01:04:24.880 --> 01:04:24.880]   The only disagreement will come from those who are not in a relationship with their children.
[01:04:24.880 --> 01:04:24.880]   The only disagreement will come from those who are not in a relationship with their children.
[01:04:24.880 --> 01:04:24.880]   The only disagreement will come from those who are not in a relationship with their children.
[01:04:24.900 --> 01:04:54.900]   The only disagreement will come from those who are not in a relationship with their children.
[01:04:54.900 --> 01:04:54.900]   The only disagreement will come from those who are not in a relationship with their children.
[01:04:54.900 --> 01:04:54.900]   The only disagreement will come from those who are not in a relationship with their children.
[01:04:54.900 --> 01:04:54.900]   The only disagreement will come from those who are not in a relationship with their children.
[01:04:54.900 --> 01:04:54.900]   The only disagreement will come from those who are not in a relationship with their children.
[01:04:54.900 --> 01:04:54.900]   The only disagreement will come from those who are not in a relationship with their children.
[01:04:54.900 --> 01:04:54.900]   The only disagreement will come from those who are not in a relationship with their children.
[01:04:54.900 --> 01:04:54.900]   The only disagreement will come from those who are not in a relationship with their children.
[01:04:54.900 --> 01:04:54.900]   The only disagreement will come from those who are not in a relationship with their children.
[01:04:54.900 --> 01:04:54.900]   The only disagreement will come from those who are not in a relationship with their children.
[01:04:54.900 --> 01:04:54.900]   The only disagreement will come from those who are not in a relationship with their children.
[01:04:54.900 --> 01:05:24.920]   The only disagreement will come from those who are not in a relationship with their children.
[01:05:24.920 --> 01:05:24.920]   The only disagreement will come from those who are not in a relationship with their children.
[01:05:24.920 --> 01:05:24.920]   The only disagreement will come from those who are not in a relationship with their children.
[01:05:24.920 --> 01:05:24.920]   The only disagreement will come from those who are not in a relationship with their children.
[01:05:24.920 --> 01:05:24.920]   The only disagreement will come from those who are not in a relationship with their children.
[01:05:24.920 --> 01:05:24.920]   The only disagreement will come from those who are not in a relationship with their children.
[01:05:24.920 --> 01:05:24.920]   The only disagreement will come from those who are not in a relationship with their children.
[01:05:24.940 --> 01:05:54.940]   I always fear when reading to you pieces like that,
[01:05:54.940 --> 01:05:54.940]   I always fear when reading to you pieces like that,
[01:05:54.940 --> 01:05:54.940]   I always fear when reading to you pieces like that,
[01:05:54.940 --> 01:05:54.940]   that you will be annoyed by one or two of your own pet peeves and will miss the bigger picture.
[01:05:54.940 --> 01:05:54.940]   We have a tendency so frequently to do that.
[01:05:54.940 --> 01:05:54.940]   We read something, we listen to something.
[01:05:54.940 --> 01:05:54.940]   I don't like this, and so we reject the rest of it.
[01:05:54.940 --> 01:05:54.940]   My hope is that you don't miss in the one or two, in the handful of things that you and I might disagree with that were recorded in that interview.
[01:05:54.940 --> 01:05:54.940]   I hope is that you don't miss in the one or two, in the handful of things that you and I might disagree with that were recorded in that interview.
[01:05:54.940 --> 01:05:54.940]   I hope is that you don't miss in the one or two, in the handful of things that you and I might disagree with that were recorded in that interview.
[01:05:54.960 --> 01:06:24.960]   The big picture that I am seeking to focus you on is the education of your children.
[01:06:24.960 --> 01:06:24.960]   Do the analysis and don't tell me, but sit and talk with your children, with your wife, with your husband.
[01:06:24.960 --> 01:06:24.960]   Sit and talk together as a family about the progress that you're making and ask, is this the most effective way to make a family?
[01:06:24.960 --> 01:06:24.960]   Is this the most effective way to make a family?
[01:06:24.960 --> 01:06:24.960]   Is this the most effective way to make a family?
[01:06:24.960 --> 01:06:24.960]   Is this the most effective way to make a family?
[01:06:24.960 --> 01:06:24.960]   Is this the most effective way to make a family?
[01:06:24.960 --> 01:06:24.960]   Is this the most effective way to make a family?
[01:06:24.960 --> 01:06:54.980]   I personally am fully convinced that your involvement and your children's involvement in the government school system is not the right way.
[01:06:54.980 --> 01:06:54.980]   But I do concede that perhaps you may be a parent of the lucky few.
[01:06:54.980 --> 01:06:54.980]   The lucky few who seem to be able to navigate the labyrinth of government schooling at escape with their love of learning intact.
[01:06:54.980 --> 01:06:54.980]   Is this the most effective way to make a family?
[01:06:54.980 --> 01:06:54.980]   Is this the most effective way to make a family?
[01:06:54.980 --> 01:06:54.980]   Is this the most effective way to make a family?
[01:06:54.980 --> 01:06:54.980]   Is this the most effective way to make a family?
[01:06:54.980 --> 01:06:54.980]   Is this the most effective way to make a family?
[01:06:54.980 --> 01:06:54.980]   is this the most effective way to make a family? Is this the most effective way to make a family?
[01:06:55.000 --> 01:07:21.160]   If you were going to take 1,500 hours per year times 12 years, totaling 18,000 hours, it's very hard for me to believe that you and your student could not have dramatically superior results in another context.
[01:07:21.160 --> 01:07:25.000]   That's what's always so frustrating in this discussion.
[01:07:25.000 --> 01:07:25.000]   That's what's always so frustrating in this discussion.
[01:07:25.000 --> 01:07:25.000]   That's what's always so frustrating in this discussion.
[01:07:25.000 --> 01:07:25.000]   That's what's always so frustrating in this discussion.
[01:07:25.000 --> 01:07:25.000]   That's what's always so frustrating in this discussion.
[01:07:25.000 --> 01:07:25.000]   That's what's always so frustrating in this discussion.
[01:07:25.000 --> 01:07:25.000]   That's what's always so frustrating in this discussion.
[01:07:25.000 --> 01:07:25.000]   That's what's always so frustrating in this discussion.
[01:07:25.000 --> 01:07:25.000]   That's what's always so frustrating in this discussion.
[01:07:25.000 --> 01:07:25.000]   That's what's always so frustrating in this discussion.
[01:07:25.000 --> 01:07:25.000]   That's what's always so frustrating in this discussion.
[01:07:25.000 --> 01:07:25.000]   that's what's the most effective way to make a family.
[01:07:25.000 --> 01:07:49.440]   I'm going to have my child invest 18,000 hours of their life in this enterprise.
[01:07:49.440 --> 01:07:55.020]   And look, my child graduated valedictorian and they like learning and they went off to the next level.
[01:07:55.020 --> 01:07:55.020]   And I'm going to have my child invest 18,000 hours of their life in this enterprise.
[01:07:55.020 --> 01:07:55.020]   And I'm going to have my child invest 18,000 hours of their life in this enterprise.
[01:07:55.020 --> 01:07:55.020]   And I'm going to have my child graduate valedictorian and they like learning and they went off to the next level.
[01:07:55.020 --> 01:07:55.020]   And I'm going to have my child graduated valedictorian and they like learning and they went off to the next level.
[01:07:55.020 --> 01:07:55.020]   I'm going to have my child graduated valedictorian and they went off to the next level.
[01:07:55.040 --> 01:08:25.040]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:08:25.040 --> 01:08:25.040]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:08:25.040 --> 01:08:25.040]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:08:25.040 --> 01:08:25.040]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:08:25.040 --> 01:08:25.040]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:08:25.040 --> 01:08:25.040]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:08:25.040 --> 01:08:25.040]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:08:25.040 --> 01:08:25.040]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:08:25.040 --> 01:08:25.040]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:08:25.040 --> 01:08:55.060]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:08:55.060 --> 01:08:55.060]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:08:55.060 --> 01:08:55.060]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:08:55.060 --> 01:08:55.060]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:08:55.060 --> 01:08:55.060]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:08:55.060 --> 01:08:55.060]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:08:55.060 --> 01:08:55.060]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:08:55.080 --> 01:09:25.080]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:09:25.080 --> 01:09:25.080]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:09:25.080 --> 01:09:25.080]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:09:25.080 --> 01:09:25.080]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:09:25.080 --> 01:09:25.080]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:09:25.080 --> 01:09:25.080]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:09:25.080 --> 01:09:25.080]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:09:25.080 --> 01:09:25.080]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:09:25.080 --> 01:09:25.080]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:09:25.080 --> 01:09:55.100]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:09:55.100 --> 01:09:55.100]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:09:55.100 --> 01:09:55.100]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:09:55.100 --> 01:09:55.100]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:09:55.100 --> 01:09:55.100]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:09:55.100 --> 01:09:55.100]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:09:55.100 --> 01:09:55.100]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:09:55.100 --> 01:09:55.100]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:09:55.100 --> 01:09:55.100]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:09:55.120 --> 01:10:25.120]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:10:25.120 --> 01:10:25.120]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:10:25.120 --> 01:10:25.120]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:10:25.120 --> 01:10:25.120]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:10:25.120 --> 01:10:25.120]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:10:25.120 --> 01:10:25.120]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:10:25.120 --> 01:10:25.120]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:10:25.120 --> 01:10:25.120]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:10:25.120 --> 01:10:25.120]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:10:25.120 --> 01:10:55.140]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:10:55.140 --> 01:10:55.140]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:10:55.140 --> 01:10:55.140]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:10:55.140 --> 01:10:55.140]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:10:55.140 --> 01:10:55.140]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:10:55.140 --> 01:10:55.140]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:10:55.140 --> 01:10:55.140]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:10:55.160 --> 01:11:25.160]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:11:25.160 --> 01:11:25.160]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:11:25.160 --> 01:11:25.160]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:11:25.160 --> 01:11:25.160]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:11:25.160 --> 01:11:25.160]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:11:25.160 --> 01:11:25.160]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:11:25.160 --> 01:11:25.160]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:11:25.160 --> 01:11:25.160]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:11:25.160 --> 01:11:25.160]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:11:25.160 --> 01:11:55.180]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:11:55.180 --> 01:11:55.180]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:11:55.180 --> 01:11:55.180]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:11:55.180 --> 01:11:55.180]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:11:55.180 --> 01:11:55.180]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:11:55.180 --> 01:11:55.180]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:11:55.180 --> 01:11:55.180]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:11:55.180 --> 01:11:55.180]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:11:55.200 --> 01:12:25.200]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:12:25.200 --> 01:12:25.200]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:12:25.200 --> 01:12:25.200]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:12:25.200 --> 01:12:25.200]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:12:25.200 --> 01:12:25.200]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:12:25.200 --> 01:12:25.200]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:12:25.200 --> 01:12:25.200]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:12:25.200 --> 01:12:25.200]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:12:25.200 --> 01:12:25.200]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:12:25.200 --> 01:12:55.220]  ,
[01:12:55.220 --> 01:12:55.220]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:12:55.220 --> 01:12:55.220]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:12:55.220 --> 01:12:55.220]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:12:55.220 --> 01:12:55.220]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:12:55.220 --> 01:12:55.220]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:12:55.220 --> 01:12:55.220]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:12:55.220 --> 01:12:55.220]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:12:55.220 --> 01:12:55.220]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:12:55.240 --> 01:13:25.240]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:13:25.240 --> 01:13:25.240]   I'm going to have my child graduate valedictorian and they went off to the next level.
[01:13:25.240 --> 01:13:25.240]   I'm going to have my child graduate valedictorian and they went off to the next level.
