
[00:00:00.000 --> 00:00:00.840]   [upbeat music]
[00:30:44.180 --> 00:30:45.500]   and other media channels.
[00:30:45.500 --> 00:30:48.080]   So the idea here is to give you information
[00:30:48.080 --> 00:30:50.260]   to your burning questions in depth
[00:30:50.260 --> 00:30:53.460]   and allow you the opportunity to support the kind of research
[00:30:53.460 --> 00:30:56.200]   that provides those kinds of answers in the first place.
[00:30:56.200 --> 00:30:58.540]   Now, an especially exciting feature of the premium channel
[00:30:58.540 --> 00:31:01.500]   is that the tiny foundation has generously offered
[00:31:01.500 --> 00:31:03.860]   to do a dollar for dollar match on all funds
[00:31:03.860 --> 00:31:06.780]   raised for research through the premium channel.
[00:31:06.780 --> 00:31:09.380]   So this is a terrific way that they're going to amplify
[00:31:09.380 --> 00:31:11.340]   whatever funds come in through the premium channel
[00:31:11.340 --> 00:31:13.420]   to further support research for science
[00:31:13.420 --> 00:31:15.180]   and science related tools for mental health,
[00:31:15.180 --> 00:31:16.700]   physical health, and performance.
[00:31:16.700 --> 00:31:17.540]   If you'd like to sign up
[00:31:17.540 --> 00:31:19.300]   for the Huberman Lab Premium Channel,
[00:31:19.300 --> 00:31:21.380]   again, there's a cost of $10 per month,
[00:31:21.380 --> 00:31:24.140]   or you can pay $100 upfront for the entire year.
[00:31:24.140 --> 00:31:26.480]   That will give you access to all the AMAs.
[00:31:26.480 --> 00:31:29.380]   You can ask questions and get answers to your questions.
[00:31:29.380 --> 00:31:31.980]   And you'll, of course, get answers to all the questions
[00:31:31.980 --> 00:31:33.340]   that other people ask as well.
[00:31:33.340 --> 00:31:35.280]   There will also be some premium content,
[00:31:35.280 --> 00:31:37.100]   such as transcripts of the AMAs
[00:31:37.100 --> 00:31:39.000]   and various transcripts and protocols
[00:31:39.000 --> 00:31:42.220]   of Huberman Lab Podcast episodes not found elsewhere.
[00:31:42.220 --> 00:31:44.540]   And again, you'll be supporting research
[00:31:44.540 --> 00:31:46.900]   for mental health, physical health, and performance.
[00:31:46.900 --> 00:31:48.300]   You can sign up for the premium channel
[00:31:48.300 --> 00:31:50.980]   by going to HubermanLab.com/premium.
[00:31:50.980 --> 00:31:53.860]   Again, that's HubermanLab.com/premium.
[00:31:53.860 --> 00:31:56.720]   And as always, thank you for your interest in science.
[00:31:56.720 --> 00:31:59.300]   (upbeat music)
[00:31:59.300 --> 00:32:01.880]   (upbeat music)

