
[00:00:00.040 --> 00:00:09.760]   candies...
[00:51:28.360 --> 00:51:28.360]   The Law and in its wake all the collective forces of the nation
[00:51:28.360 --> 00:51:28.360]   The Law and in its wake all the collective forces of the nation
[00:51:28.360 --> 00:51:28.360]   The Law and in its wake all the collective forces of the nation
[00:51:28.360 --> 00:51:28.360]   The Law and in its wake all the collective forces of the nation
[00:51:28.360 --> 00:51:28.360]   The Law and in its wake all the collective forces of the nation
[00:51:28.360 --> 00:51:28.360]   The Law and in its wake all the collective forces of the nation
[00:51:28.360 --> 00:51:28.360]   The Law and in its wake all the collective forces of the nation
[00:51:28.360 --> 00:51:28.360]   The Law and in its wake all the collective forces of the nation
[00:51:28.360 --> 00:51:28.360]   The Law and in its wake all the collective forces of the nation
[00:51:28.360 --> 00:51:58.380]   The Law and in its wake all the collective forces of the nation
[00:51:58.380 --> 00:51:58.380]   The Law and in its wake all the collective forces of the nation
[00:51:58.380 --> 00:51:58.380]   The Law and in its wake all the collective forces of the nation
[00:51:58.380 --> 00:51:58.380]   The Law and in its wake all the collective forces of the nation
[00:51:58.380 --> 00:51:58.380]   The Law and in its wake all the collective forces of the nation
[00:51:58.380 --> 00:51:58.380]   The Law and in its wake all the collective forces of the nation
[00:51:58.380 --> 00:51:58.380]   The Law and in its wake all the collective forces of the nation
[00:51:58.380 --> 00:51:58.380]   The Law and in its wake all the collective forces of the nation
[00:51:58.380 --> 00:51:58.380]   The Law and in its wake all the collective forces of the nation
[00:51:58.400 --> 00:52:28.400]   The Law and in its wake all the collective forces of the nation
[00:52:28.400 --> 00:52:28.400]   The Law and in its wake all the collective forces of the nation
[00:52:28.400 --> 00:52:28.400]   The Law and in its wake all the collective forces of the nation
[00:52:28.400 --> 00:52:28.400]   The Law and in its wake all the collective forces of the nation
[00:52:28.400 --> 00:52:28.400]   The Law and in its wake all the collective forces of the nation
[00:52:28.400 --> 00:52:28.400]   The Law and in its wake all the collective forces of the nation
[00:52:28.400 --> 00:52:28.400]   The Law and in its wake all the collective forces of the nation
[00:52:28.400 --> 00:52:28.400]   The Law and in its wake all the collective forces of the nation
[00:52:28.400 --> 00:52:28.400]   The Law and in its wake all the collective forces of the nation
[00:52:28.400 --> 00:52:28.400]   The Law and in its wake all the collective forces of the nation
[00:52:28.400 --> 00:52:28.400]   The Law and in its wake all the collective forces of the nation
[00:52:28.400 --> 00:52:28.400]   The Law and in its wake all the collective forces of the nation
[00:52:28.400 --> 00:52:28.400]   The Law and in its wake all the collective forces of the nation
[00:52:28.400 --> 00:52:28.400]   The Law and in its wake all the collective forces of the nation
[00:52:28.400 --> 00:52:58.420]   The Law and in its wake all the collective forces of the nation
[00:52:58.420 --> 00:52:58.420]   The Law and in its wake all the collective forces of the nation
[00:52:58.420 --> 00:52:58.420]   The Law and in its wake all the collective forces of the nation
[00:52:58.420 --> 00:52:58.420]   The Law and in its wake all the collective forces of the nation
[00:52:58.420 --> 00:52:58.420]   The Law and in its wake all the collective forces of the nation
[00:52:58.420 --> 00:52:58.420]   The Law and in its wake all the collective forces of the nation
[00:52:58.420 --> 00:52:58.420]   The Law and in its wake all the collective forces of the nation
[00:52:58.420 --> 00:52:58.420]   The Law and in its wake all the collective forces of the nation
[00:52:58.420 --> 00:52:58.420]   The Law and in its wake all the collective forces of the nation
[00:52:58.440 --> 00:53:28.440]   The Law and in its wake all the collective forces of the nation
[00:53:28.440 --> 00:53:28.440]   The Law and in its wake all the collective forces of the nation
[00:53:28.440 --> 00:53:28.440]   The Law and in its wake all the collective forces of the nation
[00:53:28.440 --> 00:53:28.440]   The Law and in its wake all the collective forces of the nation
[00:53:28.440 --> 00:53:28.440]   The Law and in its wake all the collective forces of the nation
[00:53:28.440 --> 00:53:28.440]   The Law and in its wake all the collective forces of the nation
[00:53:28.440 --> 00:53:28.440]   The Law and in its wake all the collective forces of the nation
[00:53:28.440 --> 00:53:28.440]   The Law and in its wake all the collective forces of the nation
[00:53:28.440 --> 00:53:28.440]   The Law and in its wake all the collective forces of the nation
[00:53:28.440 --> 00:53:28.440]   The Law and in its wake all the collective forces of the nation
[00:53:28.440 --> 00:53:28.440]   The Law and in its wake all the collective forces of the nation
[00:53:28.440 --> 00:53:28.440]   The Law and in its wake all the collective forces of the nation
[00:53:28.440 --> 00:53:28.440]   The Law and in its wake all the collective forces of the nation
[00:53:28.440 --> 00:53:28.440]   The Law and in its wake all the collective forces of the nation
[00:53:28.440 --> 00:53:58.460]   The Law and in its wake all the collective forces of the nation
[00:53:58.460 --> 00:53:58.460]   The Law and in its wake all the collective forces of the nation
[00:53:58.460 --> 00:53:58.460]   The Law and in its wake all the collective forces of the nation
[00:53:58.460 --> 00:53:58.460]   The Law and in its wake all the collective forces of the nation
[00:53:58.460 --> 00:53:58.460]   The Law and in its wake all the collective forces of the nation
[00:53:58.460 --> 00:53:58.460]   The Law and in its wake all the collective forces of the nation
[00:53:58.460 --> 00:53:58.460]   The Law and in its wake all the collective forces of the nation
[00:53:58.460 --> 00:53:58.460]   The Law and in its wake all the collective forces of the nation
[00:53:58.460 --> 00:53:58.460]   The Law and in its wake all the collective forces of the nation
[00:53:58.480 --> 00:54:28.480]   The Law and in its wake all the collective forces of the nation
[00:54:28.480 --> 00:54:28.480]   The Law and in its wake all the collective forces of the nation
[00:54:28.480 --> 00:54:28.480]   The Law and in its wake all the collective forces of the nation
[00:54:28.480 --> 00:54:28.480]   The Law and in its wake all the collective forces of the nation
[00:54:28.480 --> 00:54:28.480]   The Law and in its wake all the collective forces of the nation
[00:54:28.480 --> 00:54:28.480]   The Law and in its wake all the collective forces of the nation
[00:54:28.480 --> 00:54:28.480]   The Law and in its wake all the collective forces of the nation
[00:54:28.480 --> 00:54:28.480]   The Law and in its wake all the collective forces of the nation
[00:54:28.480 --> 00:54:28.480]   The Law and in its wake all the collective forces of the nation
[00:54:28.480 --> 00:54:28.480]   The Law and in its wake all the collective forces of the nation
[00:54:28.480 --> 00:54:28.480]   The Law and in its wake all the collective forces of the nation
[00:54:28.480 --> 00:54:28.480]   The Law and in its wake all the collective forces of the nation
[00:54:28.480 --> 00:54:28.480]   The Law and in its wake all the collective forces of the nation
[00:54:28.480 --> 00:54:28.480]   The Law and in its wake all the collective forces of the nation
[00:54:28.480 --> 00:54:58.500]   The Law and in its wake all the collective forces of the nation
[00:54:58.500 --> 00:54:58.500]   The Law and in its wake all the collective forces of the nation
[00:54:58.500 --> 00:54:58.500]   The Law and in its wake all the collective forces of the nation
[00:54:58.500 --> 00:54:58.500]   The Law and in its wake all the collective forces of the nation
[00:54:58.500 --> 00:54:58.500]   The Law and in its wake all the collective forces of the nation
[00:54:58.500 --> 00:54:58.500]   The Law and in its wake all the collective forces of the nation
[00:54:58.500 --> 00:54:58.500]   The Law and in its wake all the collective forces of the nation
[00:54:58.500 --> 00:54:58.500]   The Law and in its wake all the collective forces of the nation
[00:54:58.500 --> 00:54:58.500]   The Law and in its wake all the collective forces of the nation
[00:54:58.500 --> 00:54:58.500]   The Law and in its wake all the collective forces of the nation
[00:54:58.500 --> 00:54:58.500]   The Law and in its wake all the collective forces of the nation
[00:54:58.520 --> 00:55:28.520]   The Law and in its wake all the collective forces of the nation
[00:55:28.520 --> 00:55:28.520]   The Law and in its wake all the collective forces of the nation
[00:55:28.520 --> 00:55:28.520]   The Law and in its wake all the collective forces of the nation
[00:55:28.520 --> 00:55:28.520]   The Law and in its wake all the collective forces of the nation
[00:55:28.520 --> 00:55:28.520]   The Law and in its wake all the collective forces of the nation
[00:55:28.520 --> 00:55:28.520]   The Law and in its wake all the collective forces of the nation
[00:55:28.520 --> 00:55:28.520]   The Law and in its wake all the collective forces of the nation
[00:55:28.520 --> 00:55:28.520]   The Law and in its wake all the collective forces of the nation
[00:55:28.520 --> 00:55:28.520]   The Law and in its wake all the collective forces of the nation
[00:55:28.520 --> 00:55:28.520]   The Law and in its wake all the collective forces of the nation
[00:55:28.520 --> 00:55:28.520]   The Law and in its wake all the collective forces of the nation
[00:55:28.520 --> 00:55:28.520]   The Law and in its wake all the collective forces of the nation
[00:55:28.520 --> 00:55:28.520]   The Law and in its wake all the collective forces of the nation
[00:55:28.520 --> 00:55:28.520]   The Law and in its wake all the collective forces of the nation
[00:55:28.520 --> 00:55:58.540]   The Law and in its wake all the collective forces of the nation
[00:55:58.540 --> 00:55:58.540]   The Law and in its wake all the collective forces of the nation
[00:55:58.540 --> 00:55:58.540]   The Law and in its wake all the collective forces of the nation
[00:55:58.540 --> 00:55:58.540]   The Law and in its wake all the collective forces of the nation
[00:55:58.540 --> 00:55:58.540]   The Law and in its wake all the collective forces of the nation
[00:55:58.540 --> 00:55:58.540]   The Law and in its wake all the collective forces of the nation
[00:55:58.540 --> 00:55:58.540]   The Law and in its wake all the collective forces of the nation
[00:55:58.540 --> 00:55:58.540]   The Law and in its wake all the collective forces of the nation
[00:55:58.560 --> 00:56:28.560]   The Law and in its wake all the collective forces of the nation
[00:56:28.560 --> 00:56:28.560]   The Law and in its wake all the collective forces of the nation
[00:56:28.560 --> 00:56:28.560]   The Law and in its wake all the collective forces of the nation
[00:56:28.560 --> 00:56:28.560]   The Law and in its wake all the collective forces of the nation
[00:56:28.560 --> 00:56:28.560]   The Law and in its wake all the collective forces of the nation
[00:56:28.560 --> 00:56:28.560]   The Law and in its wake all the collective forces of the nation
[00:56:28.560 --> 00:56:28.560]   The Law and in its wake all the collective forces of the nation
[00:56:28.560 --> 00:56:28.560]   The Law and in its wake all the collective forces of the nation
[00:56:28.560 --> 00:56:28.560]   The Law and in its wake all the collective forces of the nation
[00:56:28.560 --> 00:56:28.560]   The Law and in its wake all the collective forces of the nation
[00:56:28.560 --> 00:56:28.560]   The Law and in its wake all the collective forces of the nation
[00:56:28.560 --> 00:56:28.560]   The Law and in its wake all the collective forces of the nation
[00:56:28.560 --> 00:56:28.560]   The Law and in its wake all the collective forces of the nation
[00:56:28.560 --> 00:56:28.560]   The Law and in its wake all the collective forces of the nation
[00:56:28.560 --> 00:56:58.580]   The Law and in its wake all the collective forces of the nation
[00:56:58.580 --> 00:56:58.580]   The Law and in its wake all the collective forces of the nation
[00:56:58.580 --> 00:56:58.580]   The Law and in its wake all the collective forces of the nation
[00:56:58.580 --> 00:56:58.580]   The Law and in its wake all the collective forces of the nation
[00:56:58.580 --> 00:56:58.580]   The Law and in its wake all the collective forces of the nation
[00:56:58.580 --> 00:56:58.580]   The Law and in its wake all the collective forces of the nation
[00:56:58.580 --> 00:56:58.580]   The Law and in its wake all the collective forces of the nation
[00:56:58.580 --> 00:56:58.580]   The Law and in its wake all the collective forces of the nation
[00:56:58.580 --> 00:56:58.580]   The Law and in its wake all the collective forces of the nation
[00:56:58.580 --> 00:56:58.580]   The Law and in its wake all the collective forces of the nation
[00:56:58.580 --> 00:56:58.580]   The Law and in its wake all the collective forces of the nation
[00:56:58.600 --> 00:57:28.600]   The Law and in its wake all the collective forces of the nation
[00:57:28.600 --> 00:57:28.600]   The Law and in its wake all the collective forces of the nation
[00:57:28.600 --> 00:57:28.600]   The Law and in its wake all the collective forces of the nation
[00:57:28.600 --> 00:57:28.600]   The Law and in its wake all the collective forces of the nation
[00:57:28.600 --> 00:57:28.600]   The Law and in its wake all the collective forces of the nation
[00:57:28.600 --> 00:57:28.600]   The Law and in its wake all the collective forces of the nation
[00:57:28.600 --> 00:57:28.600]   The Law and in its wake all the collective forces of the nation
[00:57:28.600 --> 00:57:28.600]   The Law and in its wake all the collective forces of the nation
[00:57:28.600 --> 00:57:28.600]   The Law and in its wake all the collective forces of the nation
[00:57:28.600 --> 00:57:28.600]   The Law and in its wake all the collective forces of the nation
[00:57:28.600 --> 00:57:28.600]   The Law and in its wake all the collective forces of the nation
[00:57:28.600 --> 00:57:28.600]   The Law and in its wake all the collective forces of the nation
[00:57:28.600 --> 00:57:28.600]   The Law and in its wake all the collective forces of the nation
[00:57:28.600 --> 00:57:28.600]   The Law and in its wake all the collective forces of the nation
[00:57:28.600 --> 00:57:58.620]   The Law and in its wake all the collective forces of the nation
[00:57:58.620 --> 00:57:58.620]   The Law and in its wake all the collective forces of the nation
[00:57:58.620 --> 00:57:58.620]   The Law and in its wake all the collective forces of the nation
[00:57:58.620 --> 00:57:58.620]   The Law and in its wake all the collective forces of the nation
[00:57:58.620 --> 00:57:58.620]   The Law and in its wake all the collective forces of the nation
[00:57:58.620 --> 00:57:58.620]   The Law and in its wake all the collective forces of the nation
[00:57:58.620 --> 00:57:58.620]   The Law and in its wake all the collective forces of the nation
[00:57:58.620 --> 00:57:58.620]   The Law and in its wake all the collective forces of the nation
[00:57:58.620 --> 00:57:58.620]   The Law and in its wake all the collective forces of the nation
[00:57:58.620 --> 00:57:58.620]   The Law and in its wake all the collective forces of the nation
[00:57:58.640 --> 00:58:28.640]   The Law and in its wake all the collective forces of the nation
[00:58:28.640 --> 00:58:28.640]   The Law and in its wake all the collective forces of the nation
[00:58:28.640 --> 00:58:28.640]   The Law and in its wake all the collective forces of the nation
[00:58:28.640 --> 00:58:28.640]   The Law and in its wake all the collective forces of the nation
[00:58:28.640 --> 00:58:28.640]   The Law and in its wake all the collective forces of the nation
[00:58:28.640 --> 00:58:28.640]   The Law and in its wake all the collective forces of the nation
[00:58:28.640 --> 00:58:28.640]   The Law and in its wake all the collective forces of the nation
[00:58:28.640 --> 00:58:28.640]   The Law and in its wake all the collective forces of the nation
[00:58:28.640 --> 00:58:28.640]   The Law and in its wake all the collective forces of the nation
[00:58:28.640 --> 00:58:28.640]   The Law and in its wake all the collective forces of the nation
[00:58:28.640 --> 00:58:28.640]   The Law and in its wake all the collective forces of the nation
[00:58:28.640 --> 00:58:28.640]   The Law and in its wake all the collective forces of the nation
[00:58:28.640 --> 00:58:28.640]   The Law and in its wake all the collective forces of the nation
[00:58:28.640 --> 00:58:28.640]   The Law and in its wake all the collective forces of the nation
[00:58:28.640 --> 00:58:58.660]   The Law and in its wake all the collective forces of the nation
[00:58:58.660 --> 00:58:58.660]   The Law and in its wake all the collective forces of the nation
[00:58:58.660 --> 00:58:58.660]   The Law and in its wake all the collective forces of the nation
[00:58:58.660 --> 00:58:58.660]   The Law and in its wake all the collective forces of the nation
[00:58:58.660 --> 00:58:58.660]   The Law and in its wake all the collective forces of the nation
[00:58:58.660 --> 00:58:58.660]   The Law and in its wake all the collective forces of the nation
[00:58:58.660 --> 00:58:58.660]   The Law and in its wake all the collective forces of the nation
[00:58:58.660 --> 00:58:58.660]   The Law and in its wake all the collective forces of the nation
[00:58:58.660 --> 00:58:58.660]   The Law and in its wake all the collective forces of the nation
[00:58:58.680 --> 00:59:28.680]   The Law and in its wake all the collective forces of the nation
[00:59:28.680 --> 00:59:28.680]   The Law and in its wake all the collective forces of the nation
[00:59:28.680 --> 00:59:28.680]   The Law and in its wake all the collective forces of the nation
[00:59:28.680 --> 00:59:28.680]   The Law and in its wake all the collective forces of the nation
[00:59:28.680 --> 00:59:28.680]   The Law and in its wake all the collective forces of the nation
[00:59:28.680 --> 00:59:28.680]   The Law and in its wake all the collective forces of the nation
[00:59:28.680 --> 00:59:28.680]   The Law and in its wake all the collective forces of the nation
[00:59:28.680 --> 00:59:28.680]   The Law and in its wake all the collective forces of the nation
[00:59:28.680 --> 00:59:28.680]   The Law and in its wake all the collective forces of the nation
[00:59:28.680 --> 00:59:28.680]   The Law and in its wake all the collective forces of the nation
[00:59:28.680 --> 00:59:28.680]   The Law and in its wake all the collective forces of the nation
[00:59:28.680 --> 00:59:28.680]   The Law and in its wake all the collective forces of the nation
[00:59:28.680 --> 00:59:28.680]   The Law and in its wake all the collective forces of the nation
[00:59:28.680 --> 00:59:28.680]   The Law and in its wake all the collective forces of the nation
[00:59:28.680 --> 00:59:58.700]   The Law and in its wake all the collective forces of the nation
[00:59:58.700 --> 00:59:58.700]   The Law and in its wake all the collective forces of the nation
[00:59:58.700 --> 00:59:58.700]   The Law and in its wake all the collective forces of the nation
[00:59:58.700 --> 00:59:58.700]   The Law and in its wake all the collective forces of the nation
[00:59:58.700 --> 00:59:58.700]   The Law and in its wake all the collective forces of the nation
[00:59:58.700 --> 00:59:58.700]   The Law and in its wake all the collective forces of the nation
[00:59:58.700 --> 00:59:58.700]   The Law and in its wake all the collective forces of the nation
[00:59:58.700 --> 00:59:58.700]   The Law and in its wake all the collective forces of the nation
[00:59:58.700 --> 00:59:58.700]   The Law and in its wake all the collective forces of the nation
[00:59:58.720 --> 01:00:28.720]   The Law and in its wake all the collective forces of the nation
[01:00:28.720 --> 01:00:28.720]   The Law and in its wake all the collective forces of the nation
[01:00:28.720 --> 01:00:28.720]   The Law and in its wake all the collective forces of the nation
[01:00:28.720 --> 01:00:28.720]   The Law and in its wake all the collective forces of the nation
[01:00:28.720 --> 01:00:28.720]   The Law and in its wake all the collective forces of the nation
[01:00:28.720 --> 01:00:28.720]   The Law and in its wake all the collective forces of the nation
[01:00:28.720 --> 01:00:28.720]   The Law and in its wake all the collective forces of the nation
[01:00:28.720 --> 01:00:28.720]   The Law and in its wake all the collective forces of the nation
[01:00:28.720 --> 01:00:28.720]   The Law and in its wake all the collective forces of the nation
[01:00:28.720 --> 01:00:28.720]   The Law and in its wake all the collective forces of the nation
[01:00:28.720 --> 01:00:28.720]   The Law and in its wake all the collective forces of the nation
[01:00:28.720 --> 01:00:28.720]   The Law and in its wake all the collective forces of the nation
[01:00:28.720 --> 01:00:28.720]   The Law and in its wake all the collective forces of the nation
[01:00:28.720 --> 01:00:28.720]   The Law and in its wake all the collective forces of the nation
[01:00:28.720 --> 01:00:58.740]   The Law and in its wake all the collective forces of the nation
[01:00:58.740 --> 01:00:58.740]   The Law and in its wake all the collective forces of the nation
[01:00:58.740 --> 01:00:58.740]   The Law and in its wake all the collective forces of the nation
[01:00:58.740 --> 01:00:58.740]   The Law and in its wake all the collective forces of the nation
[01:00:58.740 --> 01:00:58.740]   The Law and in its wake all the collective forces of the nation
[01:00:58.740 --> 01:00:58.740]   The Law and in its wake all the collective forces of the nation
[01:00:58.740 --> 01:00:58.740]   The Law and in its wake all the collective forces of the nation
[01:00:58.740 --> 01:00:58.740]   The Law and in its wake all the collective forces of the nation
[01:00:58.740 --> 01:00:58.740]   The Law and in its wake all the collective forces of the nation
[01:00:58.760 --> 01:01:28.760]   The Law and in its wake all the collective forces of the nation
[01:01:28.760 --> 01:01:28.760]   The Law and in its wake all the collective forces of the nation
[01:01:28.760 --> 01:01:28.760]   The Law and in its wake all the collective forces of the nation
[01:01:28.760 --> 01:01:28.760]   The Law and in its wake all the collective forces of the nation
[01:01:28.760 --> 01:01:28.760]   The Law and in its wake all the collective forces of the nation
[01:01:28.760 --> 01:01:28.760]   The Law and in its wake all the collective forces of the nation
[01:01:28.760 --> 01:01:28.760]   The Law and in its wake all the collective forces of the nation
[01:01:28.760 --> 01:01:28.760]   The Law and in its wake all the collective forces of the nation
[01:01:28.760 --> 01:01:28.760]   The Law and in its wake all the collective forces of the nation
[01:01:28.760 --> 01:01:28.760]   The Law and in its wake all the collective forces of the nation
[01:01:28.760 --> 01:01:28.760]   The Law and in its wake all the collective forces of the nation
[01:01:28.760 --> 01:01:28.760]   The Law and in its wake all the collective forces of the nation
[01:01:28.760 --> 01:01:28.760]   The Law and in its wake all the collective forces of the nation
[01:01:28.760 --> 01:01:28.760]   The Law and in its wake all the collective forces of the nation
[01:01:28.800 --> 01:01:58.780]   The Law and in its wake all the collective forces of the nation
[01:01:58.780 --> 01:01:58.780]   The Law and in its wake all the collective forces of the nation
[01:01:58.780 --> 01:01:58.780]   The Law and in its wake all the collective forces of the nation
[01:01:58.780 --> 01:01:58.780]   The Law and in its wake all the collective forces of the nation
[01:01:58.780 --> 01:01:58.780]   The Law and in its wake all the collective forces of the nation
[01:01:58.780 --> 01:01:58.780]   The Law and in its wake all the collective forces of the nation
[01:01:58.780 --> 01:01:58.780]   The Law and in its wake all the collective forces of the nation
[01:01:58.780 --> 01:01:58.780]   The Law and in its wake all the collective forces of the nation
[01:01:58.780 --> 01:01:58.780]   The Law and in its wake all the collective forces of the nation
[01:01:58.800 --> 01:02:28.800]   The Law and in its wake all the collective forces of the nation
[01:02:28.800 --> 01:02:28.800]   The Law and in its wake all the collective forces of the nation
[01:02:28.800 --> 01:02:28.800]   The Law and in its wake all the collective forces of the nation
[01:02:28.800 --> 01:02:28.800]   The Law and in its wake all the collective forces of the nation
[01:02:28.800 --> 01:02:28.800]   The Law and in its wake all the collective forces of the nation
[01:02:28.800 --> 01:02:28.800]   The Law and in its wake all the collective forces of the nation
[01:02:28.800 --> 01:02:28.800]   The Law and in its wake all the collective forces of the nation
[01:02:28.800 --> 01:02:28.800]   The Law and in its wake all the collective forces of the nation
[01:02:28.800 --> 01:02:28.800]   The Law and in its wake all the collective forces of the nation
[01:02:28.800 --> 01:02:28.800]   The Law and in its wake all the collective forces of the nation
[01:02:28.800 --> 01:02:28.800]   The Law and in its wake all the collective forces of the nation
[01:02:28.800 --> 01:02:28.800]   The Law and in its wake all the collective forces of the nation
[01:02:28.800 --> 01:02:28.800]   The Law and in its wake all the collective forces of the nation
[01:02:28.800 --> 01:02:28.800]   The Law and in its wake all the collective forces of the nation
[01:02:28.800 --> 01:02:58.820]   The Law and in its wake all the collective forces of the nation
[01:02:58.820 --> 01:02:58.820]   The Law and in its wake all the collective forces of the nation
[01:02:58.820 --> 01:02:58.820]   The Law and in its wake all the collective forces of the nation
[01:02:58.820 --> 01:02:58.820]   The Law and in its wake all the collective forces of the nation
[01:02:58.820 --> 01:02:58.820]   The Law and in its wake all the collective forces of the nation
[01:02:58.820 --> 01:02:58.820]   The Law and in its wake all the collective forces of the nation
[01:02:58.820 --> 01:02:58.820]   The Law and in its wake all the collective forces of the nation
[01:02:58.820 --> 01:02:58.820]   The Law and in its wake all the collective forces of the nation
[01:02:58.840 --> 01:03:28.840]   The Law and in its wake all the collective forces of the nation
[01:03:28.840 --> 01:03:28.840]   The Law and in its wake all the collective forces of the nation
[01:03:28.840 --> 01:03:28.840]   The Law and in its wake all the collective forces of the nation
[01:03:28.840 --> 01:03:28.840]   The Law and in its wake all the collective forces of the nation
[01:03:28.840 --> 01:03:28.840]   The Law and in its wake all the collective forces of the nation
[01:03:28.840 --> 01:03:28.840]   The Law and in its wake all the collective forces of the nation
[01:03:28.840 --> 01:03:28.840]   The Law and in its wake all the collective forces of the nation
[01:03:28.840 --> 01:03:28.840]   The Law and in its wake all the collective forces of the nation
[01:03:28.840 --> 01:03:28.840]   The Law and in its wake all the collective forces of the nation
[01:03:28.840 --> 01:03:28.840]   The Law and in its wake all the collective forces of the nation
[01:03:28.840 --> 01:03:28.840]   The Law and in its wake all the collective forces of the nation
[01:03:28.840 --> 01:03:28.840]   The Law and in its wake all the collective forces of the nation
[01:03:28.840 --> 01:03:28.840]   The Law and in its wake all the collective forces of the nation
[01:03:28.840 --> 01:03:28.840]   The Law and in its wake all the collective forces of the nation
[01:03:28.840 --> 01:03:58.860]   The Law and in its wake all the collective forces of the nation
[01:03:58.860 --> 01:03:58.860]   The Law and in its wake all the collective forces of the nation
[01:03:58.860 --> 01:03:58.860]   The Law and in its wake all the collective forces of the nation
[01:03:58.860 --> 01:03:58.860]   The Law and in its wake all the collective forces of the nation
[01:03:58.860 --> 01:03:58.860]   The Law and in its wake all the collective forces of the nation
[01:03:58.860 --> 01:03:58.860]   The Law and in its wake all the collective forces of the nation
[01:03:58.860 --> 01:03:58.860]   The Law and in its wake all the collective forces of the nation
[01:03:58.860 --> 01:03:58.860]   The Law and in its wake all the collective forces of the nation
[01:03:58.860 --> 01:03:58.860]   The Law and in its wake all the collective forces of the nation
[01:03:58.860 --> 01:03:58.860]   The Law and in its wake all the collective forces of the nation
[01:03:58.880 --> 01:04:28.880]   The Law and in its wake all the collective forces of the nation
[01:04:28.880 --> 01:04:28.880]   The Law and in its wake all the collective forces of the nation
[01:04:28.880 --> 01:04:28.880]   The Law and in its wake all the collective forces of the nation
[01:04:28.880 --> 01:04:28.880]   The Law and in its wake all the collective forces of the nation
[01:04:28.880 --> 01:04:28.880]   The Law and in its wake all the collective forces of the nation
[01:04:28.880 --> 01:04:28.880]   The Law and in its wake all the collective forces of the nation
[01:04:28.880 --> 01:04:28.880]   The Law and in its wake all the collective forces of the nation
[01:04:28.880 --> 01:04:28.880]   The Law and in its wake all the collective forces of the nation
[01:04:28.880 --> 01:04:28.880]   The Law and in its wake all the collective forces of the nation
[01:04:28.880 --> 01:04:28.880]   The Law and in its wake all the collective forces of the nation
[01:04:28.880 --> 01:04:28.880]   The Law and in its wake all the collective forces of the nation
[01:04:28.880 --> 01:04:28.880]   The Law and in its wake all the collective forces of the nation
[01:04:28.880 --> 01:04:28.880]   The Law and in its wake all the collective forces of the nation
[01:04:28.880 --> 01:04:28.880]   The Law and in its wake all the collective forces of the nation
[01:04:28.880 --> 01:04:58.900]   The Law and in its wake all the collective forces of the nation
[01:04:58.900 --> 01:04:58.900]   The Law and in its wake all the collective forces of the nation
[01:04:58.900 --> 01:04:58.900]   The Law and in its wake all the collective forces of the nation
[01:04:58.900 --> 01:04:58.900]   The Law and in its wake all the collective forces of the nation
[01:04:58.900 --> 01:04:58.900]   The Law and in its wake all the collective forces of the nation
[01:04:58.900 --> 01:04:58.900]   The Law and in its wake all the collective forces of the nation
[01:04:58.900 --> 01:04:58.900]   The Law and in its wake all the collective forces of the nation
[01:04:58.900 --> 01:04:58.900]   The Law and in its wake all the collective forces of the nation
[01:04:58.900 --> 01:04:58.900]   The Law and in its wake all the collective forces of the nation
[01:04:58.920 --> 01:05:28.920]   The Law and in its wake all the collective forces of the nation
[01:05:28.920 --> 01:05:28.920]   The Law and in its wake all the collective forces of the nation
[01:05:28.920 --> 01:05:28.920]   The Law and in its wake all the collective forces of the nation
[01:05:28.920 --> 01:05:28.920]   The Law and in its wake all the collective forces of the nation
[01:05:28.920 --> 01:05:28.920]   The Law and in its wake all the collective forces of the nation
[01:05:28.920 --> 01:05:28.920]   The Law and in its wake all the collective forces of the nation
[01:05:28.920 --> 01:05:28.920]   The Law and in its wake all the collective forces of the nation
[01:05:28.920 --> 01:05:28.920]   The Law and in its wake all the collective forces of the nation
[01:05:28.920 --> 01:05:28.920]   The Law and in its wake all the collective forces of the nation
[01:05:28.920 --> 01:05:28.920]   The Law and in its wake all the collective forces of the nation
[01:05:28.920 --> 01:05:28.920]   The Law and in its wake all the collective forces of the nation
[01:05:28.920 --> 01:05:28.920]   The Law and in its wake all the collective forces of the nation
[01:05:28.920 --> 01:05:28.920]   The Law and in its wake all the collective forces of the nation
[01:05:28.920 --> 01:05:28.920]   The Law and in its wake all the collective forces of the nation
[01:05:28.920 --> 01:05:58.940]   The Law and in its wake all the collective forces of the nation
[01:05:58.940 --> 01:05:58.940]   The Law and in its wake all the collective forces of the nation
[01:05:58.940 --> 01:05:58.940]   The Law and in its wake all the collective forces of the nation
[01:05:58.940 --> 01:05:58.940]   The Law and in its wake all the collective forces of the nation
[01:05:58.940 --> 01:05:58.940]   The Law and in its wake all the collective forces of the nation
[01:05:58.940 --> 01:05:58.940]   The Law and in its wake all the collective forces of the nation
[01:05:58.940 --> 01:05:58.940]   The Law and in its wake all the collective forces of the nation
[01:05:58.940 --> 01:05:58.940]   The Law and in its wake all the collective forces of the nation
[01:05:58.940 --> 01:05:58.940]   The Law and in its wake all the collective forces of the nation
[01:05:58.940 --> 01:05:58.940]   The Law and in its wake all the collective forces of the nation
[01:05:58.960 --> 01:06:28.960]   The Law and in its wake all the collective forces of the nation
[01:06:28.960 --> 01:06:28.960]   The Law and in its wake all the collective forces of the nation
[01:06:28.960 --> 01:06:28.960]   The Law and in its wake all the collective forces of the nation
[01:06:28.960 --> 01:06:28.960]   The Law and in its wake all the collective forces of the nation
