
[00:00:00.040 --> 00:00:10.680]   share
[00:36:46.020 --> 00:37:16.000]  ,
[00:37:16.000 --> 00:37:16.000]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:37:16.000 --> 00:37:16.000]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:37:16.000 --> 00:37:16.000]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:37:16.000 --> 00:37:16.000]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:37:16.000 --> 00:37:16.000]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:37:16.000 --> 00:37:16.000]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:37:16.020 --> 00:37:46.020]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:37:46.020 --> 00:37:46.020]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:37:46.020 --> 00:37:46.020]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:37:46.020 --> 00:37:46.020]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:37:46.020 --> 00:37:46.020]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:37:46.020 --> 00:37:46.020]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:37:46.020 --> 00:37:46.020]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:37:46.020 --> 00:37:46.020]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:37:46.060 --> 00:38:16.040]  ,
[00:38:16.040 --> 00:38:16.040]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:38:16.040 --> 00:38:16.040]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:38:16.040 --> 00:38:16.040]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:38:16.040 --> 00:38:16.040]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:38:16.040 --> 00:38:16.040]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:38:16.040 --> 00:38:16.040]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:38:16.040 --> 00:38:16.040]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:38:16.040 --> 00:38:16.040]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:38:16.060 --> 00:38:46.060]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:38:46.060 --> 00:38:46.060]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:38:46.060 --> 00:38:46.060]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:38:46.060 --> 00:38:46.060]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:38:46.060 --> 00:38:46.060]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:38:46.060 --> 00:38:46.060]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:38:46.060 --> 00:38:46.060]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:38:46.060 --> 00:38:46.060]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:38:46.100 --> 00:39:16.080]  ,
[00:39:16.080 --> 00:39:16.080]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:39:16.080 --> 00:39:16.080]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:39:16.080 --> 00:39:16.080]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:39:16.080 --> 00:39:16.080]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:39:16.080 --> 00:39:16.080]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:39:16.080 --> 00:39:16.080]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:39:16.080 --> 00:39:16.080]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:39:16.100 --> 00:39:46.100]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:39:46.100 --> 00:39:46.100]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:39:46.100 --> 00:39:46.100]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:39:46.100 --> 00:39:46.100]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:39:46.100 --> 00:39:46.100]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:39:46.100 --> 00:39:46.100]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:39:46.100 --> 00:39:46.100]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:39:46.100 --> 00:39:46.100]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:39:46.140 --> 00:40:16.120]  ,
[00:40:16.120 --> 00:40:16.120]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:40:16.120 --> 00:40:16.120]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:40:16.120 --> 00:40:16.120]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:40:16.120 --> 00:40:16.120]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:40:16.120 --> 00:40:16.120]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:40:16.120 --> 00:40:16.120]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:40:16.120 --> 00:40:16.120]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:40:16.140 --> 00:40:46.140]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:40:46.140 --> 00:40:46.140]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:40:46.140 --> 00:40:46.140]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:40:46.140 --> 00:40:46.140]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:40:46.140 --> 00:40:46.140]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:40:46.140 --> 00:40:46.140]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:40:46.140 --> 00:40:46.140]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:40:46.140 --> 00:40:46.140]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:40:46.180 --> 00:41:16.160]  ,
[00:41:16.160 --> 00:41:16.160]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:41:16.160 --> 00:41:16.160]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:41:16.160 --> 00:41:16.160]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:41:16.160 --> 00:41:16.160]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:41:16.160 --> 00:41:16.160]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:41:16.160 --> 00:41:16.160]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:41:16.160 --> 00:41:16.160]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:41:16.160 --> 00:41:16.160]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:41:16.180 --> 00:41:46.180]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:41:46.180 --> 00:41:46.180]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:41:46.180 --> 00:41:46.180]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:41:46.180 --> 00:41:46.180]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:41:46.180 --> 00:41:46.180]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:41:46.180 --> 00:41:46.180]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:41:46.180 --> 00:41:46.180]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:41:46.180 --> 00:41:46.180]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:41:46.220 --> 00:42:16.200]  ,
[00:42:16.200 --> 00:42:16.200]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:42:16.200 --> 00:42:16.200]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:42:16.200 --> 00:42:16.200]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:42:16.200 --> 00:42:16.200]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:42:16.200 --> 00:42:16.200]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:42:16.220 --> 00:42:46.220]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:42:46.220 --> 00:42:46.220]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:42:46.220 --> 00:42:46.220]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:42:46.220 --> 00:42:46.220]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:42:46.220 --> 00:42:46.220]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:42:46.220 --> 00:42:46.220]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:42:46.220 --> 00:42:46.220]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:42:46.220 --> 00:42:46.220]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:42:46.260 --> 00:43:16.240]  ,
[00:43:16.240 --> 00:43:16.240]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:43:16.240 --> 00:43:16.240]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:43:16.240 --> 00:43:16.240]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:43:16.240 --> 00:43:16.240]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:43:16.240 --> 00:43:16.240]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:43:16.240 --> 00:43:16.240]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:43:16.240 --> 00:43:16.240]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:43:16.240 --> 00:43:16.240]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:43:16.260 --> 00:43:46.260]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:43:46.260 --> 00:43:46.260]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:43:46.260 --> 00:43:46.260]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:43:46.260 --> 00:43:46.260]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:43:46.260 --> 00:43:46.260]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:43:46.260 --> 00:43:46.260]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:43:46.260 --> 00:43:46.260]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:43:46.260 --> 00:43:46.260]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:43:46.260 --> 00:44:16.280]  ,
[00:44:16.280 --> 00:44:16.280]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:44:16.280 --> 00:44:16.280]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:44:16.280 --> 00:44:16.280]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:44:16.280 --> 00:44:16.280]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:44:16.280 --> 00:44:16.280]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:44:16.280 --> 00:44:16.280]   I think probably if YNAB were to cancel and not allow me to cancel and not allow me to use their legacy version of the software,
[00:44:16.300 --> 00:44:46.300]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:44:46.300 --> 00:44:46.300]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:44:46.300 --> 00:44:46.300]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:44:46.300 --> 00:44:46.300]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:44:46.300 --> 00:44:46.300]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:44:46.300 --> 00:44:46.300]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:44:46.300 --> 00:44:46.300]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:44:46.300 --> 00:44:46.300]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:44:46.340 --> 00:45:16.320]  ,
[00:45:16.320 --> 00:45:16.320]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:45:16.320 --> 00:45:16.320]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:45:16.320 --> 00:45:16.320]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:45:16.320 --> 00:45:16.320]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:45:16.320 --> 00:45:16.320]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:45:16.320 --> 00:45:16.320]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:45:16.320 --> 00:45:16.320]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:45:16.340 --> 00:45:46.340]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:45:46.340 --> 00:45:46.340]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:45:46.340 --> 00:45:46.340]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:45:46.340 --> 00:45:46.340]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:45:46.340 --> 00:45:46.340]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:45:46.340 --> 00:45:46.340]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:45:46.340 --> 00:45:46.340]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:45:46.340 --> 00:45:46.340]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:45:46.380 --> 00:46:16.360]  ,
[00:46:16.360 --> 00:46:16.360]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:46:16.360 --> 00:46:16.360]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:46:16.360 --> 00:46:16.360]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:46:16.360 --> 00:46:16.360]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:46:16.360 --> 00:46:16.360]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:46:16.360 --> 00:46:16.360]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:46:16.360 --> 00:46:16.360]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:46:16.380 --> 00:46:46.380]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:46:46.380 --> 00:46:46.380]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:46:46.380 --> 00:46:46.380]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:46:46.380 --> 00:46:46.380]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:46:46.380 --> 00:46:46.380]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:46:46.380 --> 00:46:46.380]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:46:46.380 --> 00:46:46.380]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:46:46.380 --> 00:46:46.380]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:46:46.400 --> 00:47:16.400]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:47:16.400 --> 00:47:16.400]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:47:16.400 --> 00:47:16.400]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:47:16.400 --> 00:47:16.400]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:47:16.400 --> 00:47:16.400]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:47:16.400 --> 00:47:16.400]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:47:16.400 --> 00:47:16.400]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:47:16.400 --> 00:47:46.420]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:47:46.420 --> 00:47:46.420]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:47:46.420 --> 00:47:46.420]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:47:46.420 --> 00:47:46.420]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:47:46.420 --> 00:47:46.420]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:47:46.420 --> 00:47:46.420]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:47:46.420 --> 00:47:46.420]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:47:46.440 --> 00:48:16.440]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:48:16.440 --> 00:48:16.440]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:48:16.440 --> 00:48:16.440]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:48:16.440 --> 00:48:16.440]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:48:16.440 --> 00:48:16.440]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:48:16.440 --> 00:48:16.440]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:48:16.440 --> 00:48:16.440]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:48:16.440 --> 00:48:16.440]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:48:16.480 --> 00:48:46.460]  ,
[00:48:46.460 --> 00:48:46.460]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:48:46.460 --> 00:48:46.460]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:48:46.460 --> 00:48:46.460]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:48:46.460 --> 00:48:46.460]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:48:46.460 --> 00:48:46.460]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:48:46.460 --> 00:48:46.460]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:48:46.480 --> 00:49:16.480]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:49:16.480 --> 00:49:16.480]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:49:16.480 --> 00:49:16.480]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:49:16.480 --> 00:49:16.480]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:49:16.480 --> 00:49:16.480]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:49:16.480 --> 00:49:16.480]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:49:16.480 --> 00:49:16.480]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:49:16.480 --> 00:49:16.480]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:49:16.520 --> 00:49:46.500]  ,
[00:49:46.500 --> 00:49:46.500]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:49:46.500 --> 00:49:46.500]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:49:46.500 --> 00:49:46.500]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:49:46.500 --> 00:49:46.500]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:49:46.500 --> 00:49:46.500]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:49:46.500 --> 00:49:46.500]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:49:46.520 --> 00:50:16.520]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:50:16.520 --> 00:50:16.520]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:50:16.520 --> 00:50:16.520]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:50:16.520 --> 00:50:16.520]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:50:16.520 --> 00:50:16.520]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:50:16.520 --> 00:50:16.520]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:50:16.520 --> 00:50:16.520]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:50:16.520 --> 00:50:16.520]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:50:16.560 --> 00:50:46.540]  ,
[00:50:46.540 --> 00:50:46.540]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:50:46.540 --> 00:50:46.540]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:50:46.540 --> 00:50:46.540]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:50:46.540 --> 00:50:46.540]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:50:46.540 --> 00:50:46.540]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:50:46.540 --> 00:50:46.540]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:50:46.560 --> 00:51:16.560]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:51:16.560 --> 00:51:16.560]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:51:16.560 --> 00:51:16.560]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:51:16.560 --> 00:51:16.560]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:51:16.560 --> 00:51:16.560]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:51:16.560 --> 00:51:16.560]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:51:16.560 --> 00:51:16.560]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:51:16.560 --> 00:51:16.560]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:51:16.600 --> 00:51:46.580]  ,
[00:51:46.580 --> 00:51:46.580]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:51:46.580 --> 00:51:46.580]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:51:46.580 --> 00:51:46.580]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:51:46.580 --> 00:51:46.580]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:51:46.580 --> 00:51:46.580]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:51:46.600 --> 00:52:16.600]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:52:16.600 --> 00:52:16.600]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:52:16.600 --> 00:52:16.600]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:52:16.600 --> 00:52:16.600]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:52:16.600 --> 00:52:16.600]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:52:16.600 --> 00:52:16.600]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:52:16.600 --> 00:52:16.600]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:52:16.600 --> 00:52:16.600]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:52:16.640 --> 00:52:46.620]  ,
[00:52:46.620 --> 00:52:46.620]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:52:46.620 --> 00:52:46.620]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:52:46.620 --> 00:52:46.620]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:52:46.620 --> 00:52:46.620]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:52:46.620 --> 00:52:46.620]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:52:46.620 --> 00:52:46.620]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:52:46.620 --> 00:52:46.620]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:52:46.620 --> 00:52:46.620]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:52:46.640 --> 00:53:16.640]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:53:16.640 --> 00:53:16.640]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:53:16.640 --> 00:53:16.640]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:53:16.640 --> 00:53:16.640]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:53:16.640 --> 00:53:16.640]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:53:16.640 --> 00:53:16.640]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:53:16.640 --> 00:53:16.640]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:53:16.640 --> 00:53:16.640]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:53:16.680 --> 00:53:46.660]  ,
[00:53:46.660 --> 00:53:46.660]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:53:46.660 --> 00:53:46.660]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:53:46.660 --> 00:53:46.660]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:53:46.660 --> 00:53:46.660]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:53:46.660 --> 00:53:46.660]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:53:46.660 --> 00:53:46.660]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:53:46.680 --> 00:54:16.680]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:54:16.680 --> 00:54:16.680]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:54:16.680 --> 00:54:16.680]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:54:16.680 --> 00:54:16.680]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:54:16.680 --> 00:54:16.680]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:54:16.680 --> 00:54:16.680]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:54:16.680 --> 00:54:16.680]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:54:16.680 --> 00:54:16.680]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:54:16.720 --> 00:54:46.700]  ,
[00:54:46.700 --> 00:54:46.700]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:54:46.700 --> 00:54:46.700]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:54:46.700 --> 00:54:46.700]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
[00:54:46.700 --> 00:54:46.700]   I think probably if YNAB were to cancel and not allow me to use their legacy version of the software,
