
[00:00:00.040 --> 00:00:18.880]   ind take
[00:41:25.640 --> 00:41:25.640]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:41:25.640 --> 00:41:55.660]  , and I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:41:55.660 --> 00:41:55.660]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:41:55.660 --> 00:41:55.660]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:41:55.660 --> 00:41:55.660]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:41:55.660 --> 00:41:55.660]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:41:55.680 --> 00:42:25.680]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:42:25.680 --> 00:42:25.680]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:42:25.680 --> 00:42:25.680]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:42:25.680 --> 00:42:25.680]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:42:25.680 --> 00:42:25.680]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:42:25.680 --> 00:42:25.680]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:42:25.680 --> 00:42:55.700]  , and I think that that's a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:42:55.700 --> 00:42:55.700]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:42:55.700 --> 00:42:55.700]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:42:55.700 --> 00:42:55.700]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:42:55.700 --> 00:42:55.700]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:42:55.700 --> 00:42:55.700]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:42:55.720 --> 00:43:25.720]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:43:25.720 --> 00:43:25.720]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:43:25.720 --> 00:43:25.720]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:43:25.720 --> 00:43:25.720]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:43:25.720 --> 00:43:25.720]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:43:25.720 --> 00:43:25.720]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:43:25.720 --> 00:43:55.740]  ,
[00:43:55.740 --> 00:43:55.740]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:43:55.740 --> 00:43:55.740]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:43:55.740 --> 00:43:55.740]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:43:55.740 --> 00:43:55.740]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:43:55.740 --> 00:43:55.740]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:43:55.760 --> 00:44:25.760]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:44:25.760 --> 00:44:25.760]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:44:25.760 --> 00:44:25.760]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:44:25.760 --> 00:44:25.760]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:44:25.760 --> 00:44:25.760]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:44:25.760 --> 00:44:25.760]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:44:25.800 --> 00:44:55.780]  ,
[00:44:55.780 --> 00:44:55.780]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:44:55.780 --> 00:44:55.780]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:44:55.780 --> 00:44:55.780]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:44:55.780 --> 00:44:55.780]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:44:55.780 --> 00:44:55.780]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:44:55.800 --> 00:45:25.800]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:45:25.800 --> 00:45:25.800]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:45:25.800 --> 00:45:25.800]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:45:25.800 --> 00:45:25.800]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:45:25.800 --> 00:45:25.800]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:45:25.800 --> 00:45:25.800]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:45:25.800 --> 00:45:55.820]  ,
[00:45:55.820 --> 00:45:55.820]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:45:55.820 --> 00:45:55.820]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:45:55.820 --> 00:45:55.820]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:45:55.820 --> 00:45:55.820]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:45:55.820 --> 00:45:55.820]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:45:55.820 --> 00:45:55.820]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:45:55.840 --> 00:46:25.840]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:46:25.840 --> 00:46:25.840]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:46:25.840 --> 00:46:25.840]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:46:25.840 --> 00:46:25.840]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:46:25.840 --> 00:46:25.840]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:46:25.840 --> 00:46:25.840]   I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.
[00:46:25.840 --> 00:46:55.860]  , and I don't know why, but there seems to be a common problem with any kind of medical issue that can follow them through the years of military rule.

