
[00:00:00.000 --> 00:00:05.500]   Struggling with your electric bill? Get an energy assist from SDG&E and SAFE.
[00:52:47.500 --> 00:52:53.500]   It was the perfect set of facts, the perfect product fit, the perfect time in their scale.
[00:52:53.500 --> 00:53:00.500]   Everything went well until I got the phone call and it's vividly etched in my mind.
[00:53:00.500 --> 00:53:03.500]   And I was sitting in the parking lot of my office.
[00:53:03.500 --> 00:53:04.500]   I know the car.
[00:53:04.500 --> 00:53:05.500]   I just got the phone call.
[00:53:05.500 --> 00:53:08.500]   The client says, "Joshua, I just wanted to give you – call you back and let you know.
[00:53:08.500 --> 00:53:10.500]   Thank you for the presentation.
[00:53:10.500 --> 00:53:12.500]   It was a really great job.
[00:53:12.500 --> 00:53:14.500]   We've decided not to buy."
[00:53:14.500 --> 00:53:22.500]   And my heart sank because I had put so much of myself into that presentation and I was so excited about it.
[00:53:22.500 --> 00:53:28.500]   And I just remember taking it so personally and I'm like, "What did I do wrong?
[00:53:28.500 --> 00:53:30.500]   I did everything right.
[00:53:30.500 --> 00:53:33.500]   I tried so hard.
[00:53:33.500 --> 00:53:35.500]   I was careful with my sales structure.
[00:53:35.500 --> 00:53:37.500]   This was the right situation.
[00:53:37.500 --> 00:53:38.500]   This was the right product.
[00:53:38.500 --> 00:53:40.500]   The tax code made it perfect.
[00:53:40.500 --> 00:53:45.500]   Everything was right and they still didn't buy."
[00:53:45.500 --> 00:53:47.500]   And it was tough.
[00:53:47.500 --> 00:53:50.500]   That just destroyed me for days.
[00:53:50.500 --> 00:53:52.500]   I just was – I don't know.
[00:53:52.500 --> 00:53:54.500]   I wasn't clinically depressed but I felt depressed for days.
[00:53:54.500 --> 00:53:56.500]   I could hardly do anything.
[00:53:56.500 --> 00:54:05.500]   And because I had put myself into it and I thought the person was reacting to me and they didn't like me.
[00:54:05.500 --> 00:54:08.500]   And not – I mean not my psychologist.
[00:54:08.500 --> 00:54:09.500]   I'm not on a couch here.
[00:54:09.500 --> 00:54:11.500]   But it was really tough.
[00:54:11.500 --> 00:54:23.500]   But that marked a turning point where I started to be able to disconnect from putting myself into my sales presentations.
[00:54:23.500 --> 00:54:26.500]   And I realized that the client wasn't saying no to me.
[00:54:26.500 --> 00:54:28.500]   They weren't saying no to me because I was worthless.
[00:54:28.500 --> 00:54:30.500]   They weren't saying they didn't like me.
[00:54:30.500 --> 00:54:34.500]   They were just saying no to my offer.
[00:54:34.500 --> 00:54:44.500]   And I had read about that but it took that experience for me to go through it, to actually learn about it.
[00:54:44.500 --> 00:54:47.500]   And it changed the future.
[00:54:47.500 --> 00:54:52.500]   And after that, I stopped being so emotionally connected to my sales presentations.
[00:54:52.500 --> 00:54:54.500]   I stopped taking it personally.
[00:54:54.500 --> 00:54:56.500]   There's a joke I used to teach the new agents.
[00:54:56.500 --> 00:54:59.500]   Like if they're saying no, they're not saying no to you, usually what you find in insurance.
[00:54:59.500 --> 00:55:01.500]   They're saying no because they're on drugs.
[00:55:01.500 --> 00:55:03.500]   And they don't – everything is like, "Great.
[00:55:03.500 --> 00:55:05.500]   They want to buy, want to buy, want to buy," and they disappear.
[00:55:05.500 --> 00:55:06.500]   And you're like, "What did I do?
[00:55:06.500 --> 00:55:07.500]   How did I offend this person?"
[00:55:07.500 --> 00:55:10.500]   Well, they're doing drugs and they don't want to take a blood test.
[00:55:10.500 --> 00:55:15.500]   It sounds jokey but it's the truth in a lot of situations.
[00:55:15.500 --> 00:55:16.500]   Sometimes it's you.
[00:55:16.500 --> 00:55:17.500]   Sometimes they just don't like you.
[00:55:17.500 --> 00:55:18.500]   But that does happen.
[00:55:18.500 --> 00:55:23.500]   But that situation was an incredibly emotionally challenging scenario.
[00:55:23.500 --> 00:55:30.500]   But I came out the other side of it and I was a much better salesperson for the rest of the time that I worked in sales.
[00:55:30.500 --> 00:55:32.500]   So why do I tell you that story?
[00:55:32.500 --> 00:55:40.500]   The point is sometimes in life – and you've probably experienced this far more than I have because you're older than I have.
[00:55:40.500 --> 00:55:50.500]   And I'm just sharing – on this show, I try to be frank and straightforward with who I am and not be anybody but who I am and just share what I'm learning.
[00:55:50.500 --> 00:55:55.500]   But sometimes in life, you got to go through difficult lessons.
[00:55:55.500 --> 00:56:01.500]   You got to lose the peewee football game when you're little to learn how to lose.
[00:56:01.500 --> 00:56:10.500]   If you never get the experience of learning how to lose, you never have empathy for other people who lose.
[00:56:10.500 --> 00:56:13.500]   And it's nice if you can go through the experience of winning.
[00:56:13.500 --> 00:56:18.500]   But sometimes losing, you're getting beat up is one of the most incredible experiences.
[00:56:18.500 --> 00:56:27.500]   I remember my senior year of high school, the one and only year I played basketball, and our record was something like we won three games and lost 22.
[00:56:27.500 --> 00:56:31.500]   It was an atrocious season.
[00:56:31.500 --> 00:56:32.500]   I had a great time.
[00:56:32.500 --> 00:56:36.500]   It was the one and year I only played basketball, only played ever high school sports.
[00:56:36.500 --> 00:56:38.500]   And I learned a lot.
[00:56:38.500 --> 00:56:50.500]   So for me, I'm learning as a young man to understand that when you go through circumstances, the only way you lose in going through circumstances is if you don't learn.
[00:56:50.500 --> 00:56:54.500]   So my character has been strengthened the last week.
[00:56:55.500 --> 00:56:58.500]   I've been strengthened.
[00:56:58.500 --> 00:56:59.500]   I've learned.
[00:56:59.500 --> 00:57:17.500]   And even though I have regrets over I wish I'd done a better job in that show and I learned, I just wish I'd done a better job because I feel responsible if somebody – I don't mind at all being – well, I don't think I mind.
[00:57:17.500 --> 00:57:29.500]   I try not – I don't want to mind if people reject me for what I believe is true, but I don't like to be intentionally offensive for the sake of shock value or something like that.
[00:57:29.500 --> 00:57:36.500]   I really feel – I still do – that I did my best to use the best example I could come up with.
[00:57:36.500 --> 00:57:39.500]   I didn't commit any logical fallacies.
[00:57:39.500 --> 00:57:41.500]   I didn't – I did my best.
[00:57:41.500 --> 00:57:44.500]   But sometimes your best isn't good enough.
[00:57:44.500 --> 00:57:47.500]   And that's okay.
[00:57:47.500 --> 00:57:50.500]   I get to learn from that.
[00:57:50.500 --> 00:57:59.500]   And when you put yourself out there, you never can lose because either you get better or you help somebody else.
[00:57:59.500 --> 00:58:08.500]   Sometimes we look at those people who have developed great character, who have developed great wisdom, and we think it somehow happens magically.
[00:58:08.500 --> 00:58:09.500]   It doesn't.
[00:58:09.500 --> 00:58:10.500]   I'm convinced it doesn't.
[00:58:10.500 --> 00:58:14.500]   The way you develop wisdom is by making mistakes.
[00:58:14.500 --> 00:58:18.500]   The way you develop character is by messing stuff up.
[00:58:18.500 --> 00:58:21.500]   And so I've learned through the situation.
[00:58:21.500 --> 00:58:23.500]   I've learned to strengthen my character.
[00:58:23.500 --> 00:58:28.500]   I've learned to build a thicker skin as far as my emotions instead of taking everything seriously.
[00:58:28.500 --> 00:58:31.500]   I think of every person that I interact with on the show, I think of them as my best friend.
[00:58:31.500 --> 00:58:34.500]   And then when your best friend lights into you, it's like, "Man, wait a second.
[00:58:34.500 --> 00:58:35.500]   You don't know me.
[00:58:35.500 --> 00:58:36.500]   I like you.
[00:58:36.500 --> 00:58:37.500]   I like you.
[00:58:37.500 --> 00:58:38.500]   And we can argue and we can be friends."
[00:58:38.500 --> 00:58:44.500]   I've never had an argument that didn't go well in personal life because I usually don't argue, but I also like people.
[00:58:44.500 --> 00:58:46.500]   But I've grown from that.
[00:58:46.500 --> 00:58:49.500]   And it does lead me though to the one thing that I did want to mention.
[00:58:49.500 --> 00:58:53.500]   I wanted to just partly encourage you, Ray, whether you do it or not is up to you.
[00:58:53.500 --> 00:58:57.500]   But I did want to share that with the audience because I know a lot of people face that.
[00:58:57.500 --> 00:59:02.500]   I've gotten several questions on podcasting, specific technical stuff, and I'm going to answer some of those in the future.
[00:59:02.500 --> 00:59:10.500]   But I wanted to answer this directly because I know many of you have something that you know something about.
[00:59:10.500 --> 00:59:13.500]   And you want to go and help someone else and teach someone else.
[00:59:13.500 --> 00:59:17.500]   And there's no training for this.
[00:59:17.500 --> 00:59:19.500]   I couldn't find any training when I started doing radical personal finance.
[00:59:19.500 --> 00:59:21.500]   There's no training for learning how to deal with these things.
[00:59:21.500 --> 00:59:23.500]   You just got to go and learn.
[00:59:23.500 --> 00:59:32.500]   But if you commit to be humble and honest with what you're learning, I believe that's what's missing in a lot of communication.
[00:59:32.500 --> 00:59:36.500]   I think most rational people don't mind it when people make mistakes.
[00:59:36.500 --> 00:59:43.500]   There are always going to be all kinds of crazies who just get their kicks off of tearing people down.
[00:59:43.500 --> 00:59:48.500]   There are legitimate sociopaths and – I don't know what the right technical term is.
[00:59:48.500 --> 00:59:53.500]   But there are legitimate people who gain joy out of tearing other people down.
[00:59:53.500 --> 00:59:59.500]   And then there are people who sometimes when you learn something, it's deeply distressing.
[00:59:59.500 --> 01:00:07.500]   Just think of how – again, I think of how angry I was in college when I was confronted with the fact that my worldview was broken.
[01:00:07.500 --> 01:00:10.500]   And I didn't have a consistent response.
[01:00:10.500 --> 01:00:19.500]   And that sparked a transformation in my life, a complete and total transformation that I'm still working on.
[01:00:19.500 --> 01:00:26.500]   So don't be scared to lose because if you believe in absolute truth and you believe in the value of the person, which is a question.
[01:00:26.500 --> 01:00:28.500]   Many people don't.
[01:00:28.500 --> 01:00:31.500]   Then you can't lose for learning.
[01:00:31.500 --> 01:00:34.500]   And the way you lose – that's kind of fun.
[01:00:34.500 --> 01:00:37.500]   I didn't – like the only way you lose is if you don't learn.
[01:00:37.500 --> 01:00:46.500]   And there are a lot of motivational posters and things that will show somebody at the end of their life and they'll talk about the regret.
[01:00:46.500 --> 01:00:50.500]   And the regret was this person died with their music still in them.
[01:00:50.500 --> 01:00:56.500]   Or the regret was that they could have been a different person but they didn't.
[01:00:56.500 --> 01:00:58.500]   Well, you know what?
[01:00:58.500 --> 01:01:01.500]   It's stuff like this that keeps people from doing it.
[01:01:01.500 --> 01:01:07.500]   And I think more people should not die with their music in them.
[01:01:07.500 --> 01:01:18.500]   I think more people should fight for what they think is right, should learn how to debate, should learn how to argue and should learn – we should all just simply be learning from our mistakes and getting better.
[01:01:18.500 --> 01:01:22.500]   So I guess that's kind of motivational speech partly for me, partly for you.
[01:01:22.500 --> 01:01:27.500]   But don't let – my point was I learned a lot from sales.
[01:01:27.500 --> 01:01:35.500]   And it gave me – I didn't necessarily feel good when I was going through it but I understand what those writers of personal development books were saying.
[01:01:35.500 --> 01:01:43.500]   Because once you've gone through sales and you realize then that I can learn to talk to anybody, then a job interview never phases you.
[01:01:43.500 --> 01:01:48.500]   I used to joke about – when my friends were going for a job interview and they're nervous, I'm like, "I go on four job interviews a day.
[01:01:48.500 --> 01:01:57.500]   Someone who doesn't know me, I got to walk in and figure out how to help this person talk about the things they're scared to talk about and they're ashamed of, which is their money.
[01:01:57.500 --> 01:02:01.500]   So a job interview is the least stressful thing in the world for me.
[01:02:01.500 --> 01:02:03.500]   But the learning doesn't come easy.
[01:02:03.500 --> 01:02:05.500]   You got to go through certain things."
[01:02:05.500 --> 01:02:12.500]   So, Ray, that's partly for you, partly just for other young people in the audience because I know there are a lot of younger people, younger than me and young people like me.
[01:02:12.500 --> 01:02:16.500]   It does lead me to – the one thing I do want to make an apology.
[01:02:16.500 --> 01:02:22.500]   The one thing I regret about that show and I want to apologize for publicly here and now.
[01:02:22.500 --> 01:02:27.500]   I can't remember if I apologized for it in a previous episode but regardless, I want to make sure I do it now.
[01:02:27.500 --> 01:02:30.500]   The one thing I regret about that show is my closing jab.
[01:02:30.500 --> 01:02:34.500]   Well, the major thing I regret was my closing jab.
[01:02:34.500 --> 01:02:41.500]   Closing with an insult and calling Madsen and Hunter cowards was not right.
[01:02:41.500 --> 01:02:43.500]   It was juvenile.
[01:02:43.500 --> 01:02:46.500]   And my youthful emotion got the better of me.
[01:02:46.500 --> 01:02:49.500]   It was a foolish insult and I'm sorry for it.
[01:02:49.500 --> 01:02:53.500]   It is important to me that people are clear in their presentation.
[01:02:53.500 --> 01:02:59.500]   And I get so tired of the marketing and the lies and just the lies.
[01:02:59.500 --> 01:03:00.500]   I hate it.
[01:03:00.500 --> 01:03:02.500]   And I let my emotion at that time get out of hand.
[01:03:02.500 --> 01:03:04.500]   I apologize to those of you who are listening.
[01:03:04.500 --> 01:03:12.500]   I feel like it weakened my presentation and it caused – and it was one of those direct emotional attacks and it just came from youthful foolishness.
[01:03:12.500 --> 01:03:13.500]   So I apologize for that.
[01:03:13.500 --> 01:03:15.500]   I will try to do better in the future.
[01:03:15.500 --> 01:03:20.500]   And so please accept my apology if that was something that bothered you.
[01:03:20.500 --> 01:03:22.500]   All right.
[01:03:22.500 --> 01:03:30.500]   Let me go ahead and I'll stretch the show out a little bit and if – I'll go ahead and stretch the show out and I'll answer the last question here.
[01:03:30.500 --> 01:03:41.500]   The reason I'm quivering here and quibbling is there's this challenge of expectations of doing a daily show versus sometimes I just do a lot.
[01:03:41.500 --> 01:03:51.500]   So is it more important that I do a daily show that's 20 minutes long or is it more important that I just do it all at once and allow you to hit pause on your show?
[01:03:51.500 --> 01:03:57.500]   So let's consider this the example of if I don't – I try to do a show every day.
[01:03:57.500 --> 01:04:00.500]   But if I don't do a show every day, then recognize some of the shows are long.
[01:04:00.500 --> 01:04:06.500]   I have a real conflict here over what I've said in the past of I try to do a show five days a week but then sometimes I don't.
[01:04:06.500 --> 01:04:09.500]   And so then the question is what's more important.
[01:04:09.500 --> 01:04:11.500]   So that's why I'm quibbling here.
[01:04:11.500 --> 01:04:15.500]   But I'm going to go ahead and try to remove those expectations.
[01:04:15.500 --> 01:04:19.500]   Just say I'm doing the best I can to provide you with as much content as I can.
[01:04:19.500 --> 01:04:23.500]   And sometimes it's multiple shows and multiple days and sometimes it's long shows.
[01:04:23.500 --> 01:04:24.500]   Let's boogie on.
[01:04:24.500 --> 01:04:26.500]   So I'm going to go ahead and answer this question here.
[01:04:26.500 --> 01:04:30.500]   There's actually two questions regarding my investment strategy.
[01:04:30.500 --> 01:04:37.500]   First question was from Ryan and he said, "Joshua, during episode 181, you mentioned you don't have your money in the markets for moral reasons.
[01:04:37.500 --> 01:04:42.500]   Where do you put your money and have it grow in line with inflation or better yet, beat it?"
[01:04:42.500 --> 01:04:46.500]   So I'll answer – this is a fairly quick question, Ryan, but it is important.
[01:04:46.500 --> 01:04:52.500]   I didn't intend to talk too much about this until I described why but it kind of popped out in that show.
[01:04:52.500 --> 01:04:55.500]   So I know I didn't answer it as far as tell you my strategy.
[01:04:55.500 --> 01:05:01.500]   So we'll start with the inflation strategy and the next question is more in detail of what I'm actually thinking of.
[01:05:01.500 --> 01:05:05.500]   This has been a very long time in coming and I'll cover that in a moment.
[01:05:05.500 --> 01:05:11.500]   But all of the money that was previously invested in mutual funds is just simply sitting in cash right now,
[01:05:11.500 --> 01:05:18.500]   in a money market account, in the various accounts in which I have the assets that are paper assets in my life.
[01:05:18.500 --> 01:05:22.500]   It's just sitting in cash right now while I decide what to do in the future.
[01:05:22.500 --> 01:05:30.500]   I have some ideas about where I want to go and I have some clear ideas but I'm also in a time of transition.
[01:05:30.500 --> 01:05:36.500]   But I'm not worried about the money sitting in cash right now for the short term.
[01:05:36.500 --> 01:05:40.500]   Here's where there's always a balance with investment information.
[01:05:40.500 --> 01:05:43.500]   If I were a financial advisor trying to sell you mutual funds,
[01:05:43.500 --> 01:05:51.500]   then I would very much focus on why you can't have your money sitting in cash because of inflation.
[01:05:51.500 --> 01:06:03.500]   But if you had a specific reason why you have your money sitting in cash, then that argument goes out the window.
[01:06:03.500 --> 01:06:08.500]   So right now I'm in the process of restructuring my own personal investment plan
[01:06:08.500 --> 01:06:15.500]   and I'm in a very kind of interesting in-between process with this new business with Radical Personal Finance.
[01:06:15.500 --> 01:06:19.500]   It is working but it hasn't worked yet.
[01:06:19.500 --> 01:06:27.500]   It's starting to get there but it's unknown and it's not gone necessarily – it's gone faster in some ways than I expected.
[01:06:27.500 --> 01:06:33.500]   It's certainly grown much more than many businesses similar to mine have and do.
[01:06:33.500 --> 01:06:38.500]   But I've struggled to effectively execute on some of the things I've wanted to do.
[01:06:38.500 --> 01:06:43.500]   So I'm in an awkward position of not knowing.
[01:06:43.500 --> 01:06:46.500]   Depending on what happens with Radical Personal Finance,
[01:06:46.500 --> 01:06:53.500]   that will influence some of the other things that are in my life and the other investment decisions that I want to work on.
[01:06:53.500 --> 01:07:00.500]   Inflation in the short term is generally not that big of a deal or at least I'm not worried about it for me.
[01:07:00.500 --> 01:07:05.500]   Specifically right now, inflation is essentially nonexistent.
[01:07:05.500 --> 01:07:08.500]   The Federal Reserve has stopped inflating.
[01:07:08.500 --> 01:07:10.500]   They're no longer doing buybacks.
[01:07:10.500 --> 01:07:15.500]   And so right now the inflation rate in the US is fairly steady.
[01:07:15.500 --> 01:07:21.500]   Now, you can certainly go and find people who disagree with that and who write emotional essays about why that's all baloney.
[01:07:21.500 --> 01:07:24.500]   But it's fairly steady right now.
[01:07:24.500 --> 01:07:37.500]   Even if it weren't steady, even if we were in a situation of, say, 5% or 10% of, say, mass inflation – 10%, 15%, 20% – not hyperinflation but mass inflation.
[01:07:37.500 --> 01:07:41.500]   Even if it weren't steady, I still would do what I'm doing right now on the short term.
[01:07:41.500 --> 01:07:52.500]   Now, if I saw that mass inflation coming on, then maybe I would go ahead and look at the things that I can do or things that I want to do.
[01:07:52.500 --> 01:07:54.500]   And I would move more quickly.
[01:07:54.500 --> 01:08:02.500]   But right now in 2015, on April 30, 2015, which is when I'm recording this show, I'm not concerned about it.
[01:08:02.500 --> 01:08:12.500]   There are major – I see major long-term structural problems in most of many large-term – large economies in the US economy.
[01:08:12.500 --> 01:08:21.500]   But that's not short-term hysteria where by the end – I don't see it by the end of June myself where all of a sudden we're going to deal with Zimbabwe hyperinflation.
[01:08:21.500 --> 01:08:23.500]   Not going to happen.
[01:08:23.500 --> 01:08:39.500]   So it's more important to me that I have flexibility in the short term to kind of reorient myself and embark on my new plans than that I worry about one year worth of inflation of me sitting on cash for a year when – in a scenario where inflation is basically nonexistent.
[01:08:39.500 --> 01:08:43.500]   That would be different if I were sitting on cash for 30 years.
[01:08:43.500 --> 01:08:49.500]   Traditional 3% inflation rate over one year, negligible impact.
[01:08:49.500 --> 01:08:54.500]   Traditional 3% inflation rate on cash over 30 years, massive impact.
[01:08:54.500 --> 01:09:03.500]   And so for right now, inflation is not a big deal for me because this is not a permanent thing, and the cash is simply dry powder.
[01:09:03.500 --> 01:09:13.500]   Also importantly is I'm not at the stage in my own personal finances where I can be financially independent purely off of my investments.
[01:09:13.500 --> 01:09:19.500]   So it's easier for me – the primary thing that provides my livelihood is my income.
[01:09:19.500 --> 01:09:27.500]   So it's easier for me to sit by for a year or so and wait than it is for let's say that you are 65 years old and you're retiring.
[01:09:27.500 --> 01:09:30.500]   Well, now we're in a different situation.
[01:09:30.500 --> 01:09:35.500]   So that's why in my financial life I can go ahead and not worry about inflation for a year.
[01:09:35.500 --> 01:09:39.500]   If you're at 65, you also could probably not worry about inflation for a year.
[01:09:39.500 --> 01:09:45.500]   But if you're retired, you need a plan, and you probably should have made it by 65 or you shouldn't have stopped working.
[01:09:45.500 --> 01:09:46.500]   I haven't stopped working.
[01:09:46.500 --> 01:09:48.500]   I'm just adjusting my investment strategy.
[01:09:48.500 --> 01:09:59.500]   And over the course of a year, if that's what it takes me to reallocate and reorient and work on my new plans, then it's okay.
[01:09:59.500 --> 01:10:01.500]   Inflation is not a big deal in the short term.
[01:10:01.500 --> 01:10:04.500]   Big deal in the long term, not a big deal in the short term.
[01:10:04.500 --> 01:10:06.500]   Let's go with the second question here, which we'll get into more details.
[01:10:06.500 --> 01:10:07.500]   This comes from Jeff.
[01:10:07.500 --> 01:10:11.500]   "Joshua, I very much enjoy your show and I took in the marathon of show 181.
[01:10:11.500 --> 01:10:14.500]   Thank you for using such controversial material to make your point.
[01:10:14.500 --> 01:10:18.500]   There's not enough genuine debate and too much simplified propaganda from all sides in this country.
[01:10:18.500 --> 01:10:25.500]   One point that stood out to me from this particular show is your personal approach to investment for your own evil – excuse me, for your own family.
[01:10:25.500 --> 01:10:40.500]   My question is if your position on investing in large evil public companies is so strong that you would not personally invest in them, how do you justify working in the financial industry, advising individuals on their investments in those same publicly traded companies?
[01:10:40.500 --> 01:10:44.500]   I'm assuming that you are or will be engaged in that financial advisory role.
[01:10:44.500 --> 01:10:51.500]   Could you also please touch on the investment categories that you are or will consider for your family's financial plan, generally speaking, of course?
[01:10:51.500 --> 01:10:52.500]   Keep up the good work.
[01:10:52.500 --> 01:10:57.500]   Your show continues to be a source of excellent information and your delivery continues to improve.
[01:10:57.500 --> 01:10:58.500]   Regards, Jeff."
[01:10:58.500 --> 01:11:11.500]   So, Jeff, good questions both, and let's start with the one about how if I think that investing in large so-called evil public companies is so – and I'm opposed to that, then how would I justify working in that industry?
[01:11:11.500 --> 01:11:14.500]   A couple layers to this answer.
[01:11:14.500 --> 01:11:19.500]   First of all, I'm not working in the financial advising industry.
[01:11:19.500 --> 01:11:22.500]   I'm not advising clients on their investments.
[01:11:22.500 --> 01:11:35.500]   I have no connection at this point other than the fact that I talk about finance and I have a consulting arrangement with a financial advisory office.
[01:11:35.500 --> 01:11:39.500]   Other than that, I have no connection to the industry.
[01:11:39.500 --> 01:11:44.500]   So, I don't actually have that problem.
[01:11:44.500 --> 01:11:49.500]   And I am not sure if I will ever return.
[01:11:49.500 --> 01:11:57.500]   That being said, I'm not necessarily saying that what's right for me in this case is right for everyone or is not right for everyone.
[01:11:57.500 --> 01:12:06.500]   For me, this change that I talked about on a recent show has been a very long and slow-moving change.
[01:12:06.500 --> 01:12:14.500]   If you would come to me a few years ago and said to me, "Joshua, you're going to do this thing," I would have said, "Of course. Come on. I'm not going to do that."
[01:12:14.500 --> 01:12:20.500]   But part of that would have been because I just didn't feel as strongly then as I feel now.
[01:12:20.500 --> 01:12:25.500]   I didn't have the exposure to different information that I have now.
[01:12:25.500 --> 01:12:27.500]   I hadn't had enough time for things to percolate.
[01:12:27.500 --> 01:12:39.500]   But also, I would have had a very difficult time overcoming my own personal bias against even considering that that's the case because I was a financial advisor.
[01:12:39.500 --> 01:12:55.500]   And it's very difficult as a financial advisor, one who wishes to operate ethically and in a straightforward way, it's very difficult for me to come to the position of, "Yes, I'm uncomfortable with investing in these companies, so I don't do it.
[01:12:55.500 --> 01:12:58.500]   But I'm going to tell you as a client to do that."
[01:12:58.500 --> 01:13:01.500]   That would be a difficult position to take.
[01:13:01.500 --> 01:13:08.500]   And I don't know -- we can perceive some of our own personal emotional bias, and some of it we can't.
[01:13:08.500 --> 01:13:12.500]   But I don't know if I would have done that when I was a practicing financial advisor.
[01:13:12.500 --> 01:13:20.500]   I do know this. I've -- moving to radical personal finance had many reasons, and this was one of them.
[01:13:20.500 --> 01:13:22.500]   It wasn't the primary reason.
[01:13:22.500 --> 01:13:27.500]   I could have worked out and, for example, let's say that I had come to the same conclusion.
[01:13:27.500 --> 01:13:37.500]   I could have come to that conclusion as a financial advisor charged with the custodianship of assets, and I could have made moves into a different investment strategy and offered that to clients to come with me.
[01:13:37.500 --> 01:13:39.500]   Many advisors have done that.
[01:13:39.500 --> 01:13:44.500]   Look at -- I don't know who's controversial.
[01:13:44.500 --> 01:13:46.500]   Peter Schiff.
[01:13:46.500 --> 01:13:56.500]   I don't know fully, but I bet Peter Schiff probably started as a mainstream, and then he became kind of the voice in the wilderness, so-called, out talking about the evils of the American empire.
[01:13:56.500 --> 01:14:03.500]   You can structure a portfolio, and my objection is not necessarily to owning publicly traded companies.
[01:14:03.500 --> 01:14:11.500]   My objection is to owning mutual funds where the advisors managing those mutual funds don't have the same standards that I have.
[01:14:11.500 --> 01:14:18.500]   I am not saying that every large publicly traded company is wrong or that everyone is right.
[01:14:18.500 --> 01:14:36.500]   I'm saying that many of them, which were making up the dominant portion of my portfolio, are actively engaging in activities that I am no longer comfortable with, and I do not want to profit from their activities anymore.
[01:14:36.500 --> 01:14:43.500]   So I could maybe have made that transition in my own personal comfort level.
[01:14:43.500 --> 01:14:45.500]   It's very long, very slow.
[01:14:45.500 --> 01:14:49.500]   I'm not saying to anybody else what you should or shouldn't do with your money.
[01:14:49.500 --> 01:14:59.500]   I'm just saying for me, and this is one of those areas where some questions of ethics and morality are very clear and objective perhaps if you believe in such things.
[01:14:59.500 --> 01:15:01.500]   You might find some things clear and objective.
[01:15:01.500 --> 01:15:02.500]   I certainly do.
[01:15:02.500 --> 01:15:04.500]   I find some things to be clear and objective.
[01:15:04.500 --> 01:15:07.500]   And other things I find to be more questionable and subjective.
[01:15:07.500 --> 01:15:13.500]   And where that line is will vary depending on our outlook, and it will probably vary throughout our life.
[01:15:13.500 --> 01:15:19.500]   Maybe in the past I might have drawn that line differently, and maybe in the future I'll draw it differently.
[01:15:19.500 --> 01:15:22.500]   I can only share out of where I'm at right now.
[01:15:22.500 --> 01:15:28.500]   So maybe I could have made the change while I was working as a financial advisor, but at this point I'm not.
[01:15:28.500 --> 01:15:39.500]   And that gives me a little bit more freedom, and I gave some time for those moral questions to kind of subside and say, "Was that just a reaction or not?"
[01:15:39.500 --> 01:15:41.500]   And then finally I decided it wasn't.
[01:15:41.500 --> 01:15:46.500]   But even the financial industry – I tried when I got into the financial industry.
[01:15:46.500 --> 01:15:53.500]   I tried to make a very careful decision that would be something that would be comfortable with what I was all right with.
[01:15:53.500 --> 01:16:00.500]   I looked at – for example, I looked at the big wire houses, and I refused to join them because I didn't like the culture.
[01:16:00.500 --> 01:16:02.500]   And I'm glad I made that decision.
[01:16:02.500 --> 01:16:08.500]   I made a good decision by not joining that because I was uncomfortable with the practices of some of the companies.
[01:16:08.500 --> 01:16:13.500]   And I didn't – both at the specific advisor level and also at the larger corporate level.
[01:16:13.500 --> 01:16:22.500]   I think you've got to be careful and make sure when you get involved with large corporations, you are going to be throwing your lot in with the corporation.
[01:16:22.500 --> 01:16:25.500]   That may or may not be good for you.
[01:16:25.500 --> 01:16:27.500]   I didn't join – let me see.
[01:16:27.500 --> 01:16:36.500]   I won't say the name, but I didn't join the company that has the bull because I wasn't comfortable with their perspective and I wasn't comfortable with the corporate practices.
[01:16:36.500 --> 01:16:41.500]   Well, now that bull is owned by a major bank, and I'm not comfortable with a major bank.
[01:16:41.500 --> 01:16:44.500]   I don't want to own a profit based upon the actions of that bank.
[01:16:44.500 --> 01:16:46.500]   I think a lot of what they do is criminal.
[01:16:46.500 --> 01:16:52.500]   And what's interesting is I saw that years ago, but now that's filtering down.
[01:16:52.500 --> 01:17:04.500]   And so I have friends who recently left that company who left because some of the shady banking practices have moved over onto the investment side.
[01:17:04.500 --> 01:17:07.500]   And those friends finally got to the point and said, "You know what?
[01:17:07.500 --> 01:17:12.500]   That's it. I'm leaving," and went to a different advisor.
[01:17:12.500 --> 01:17:15.500]   So this is a very much real and current day.
[01:17:15.500 --> 01:17:22.500]   Now, I also have friends who joined that company and found out that, well, we've got cultural problems.
[01:17:22.500 --> 01:17:32.500]   And the challenge in working as a financial advisor is that it's hard to find one massive large company that is going to operate in an ethical way.
[01:17:32.500 --> 01:17:34.500]   It's more about the individual teams.
[01:17:34.500 --> 01:17:42.500]   This is why it's so hard for me to say here's how you find a good financial advisor because there are good financial advisors at every firm and there are bad financial advisors at every firm.
[01:17:42.500 --> 01:17:46.500]   And it's largely about the person or the team of people that you're working with.
[01:17:46.500 --> 01:17:51.500]   When I joined Northwestern Mutual, it was specifically because of the culture in my specific office.
[01:17:51.500 --> 01:17:53.500]   And that I made a good decision.
[01:17:53.500 --> 01:17:56.500]   The culture in my office was excellent.
[01:17:56.500 --> 01:18:03.500]   But some of the larger changes in the company, they're going with the flow just like every large company is.
[01:18:03.500 --> 01:18:09.500]   They are adjusting their corporate culture in order to maintain their mainstream appeal.
