
[00:00:00.040 --> 00:00:09.420]   caveat
[00:53:00.000 --> 00:53:00.000]   I would have my $30,000 and put it in my credit.
[00:53:00.000 --> 00:53:00.000]   I would have my $30,000 and put it in my credit.
[00:53:00.000 --> 00:53:00.000]   I would have my $30,000 and put it in my credit.
[00:53:00.000 --> 00:53:00.000]   I would have my $30,000 and put it in my credit.
[00:53:00.000 --> 00:53:00.000]   I would have my $30,000 and put it in my credit.
[00:53:00.000 --> 00:53:00.000]   I would have my $30,000 and put it in my credit.
[00:53:00.000 --> 00:53:00.000]   I would have my $30,000 and put it in my credit.
[00:53:00.000 --> 00:53:00.000]   I would have my $30,000 and put it in my credit.
[00:53:00.000 --> 00:53:00.000]   I would have my $30,000 and put it in my credit.
[00:53:00.000 --> 00:53:00.000]   I would have my $30,000 and put it in my credit.
[00:53:00.000 --> 00:53:30.020]   I would have my $30,000 and put it in my credit.
[00:53:30.020 --> 00:53:30.020]   I would have my $30,000 and put it in my credit.
[00:53:30.020 --> 00:53:30.020]   I would have my $30,000 and put it in my credit.
[00:53:30.020 --> 00:53:30.020]   I would have my $30,000 and put it in my credit.
[00:53:30.020 --> 00:53:30.020]   I would have my $30,000 and put it in my credit.
[00:53:30.020 --> 00:53:30.020]   I would have my $30,000 and put it in my credit.
[00:53:30.020 --> 00:53:30.020]   I would have my $30,000 and put it in my credit.
[00:53:30.040 --> 00:54:00.040]   I would have my $30,000 and put it in my credit.
[00:54:00.040 --> 00:54:00.040]   I would have my $30,000 and put it in my credit.
[00:54:00.040 --> 00:54:00.040]   I would have my $30,000 and put it in my credit.
[00:54:00.040 --> 00:54:00.040]   I would have my $30,000 and put it in my credit.
[00:54:00.040 --> 00:54:00.040]   I would have my $30,000 and put it in my credit.
[00:54:00.040 --> 00:54:00.040]   I would have my $30,000 and put it in my credit.
[00:54:00.040 --> 00:54:00.040]   I would have my $30,000 and put it in my credit.
[00:54:00.040 --> 00:54:00.040]   I would have my $30,000 and put it in my credit.
[00:54:00.040 --> 00:54:00.040]   I would have my $30,000 and put it in my credit.
[00:54:00.040 --> 00:54:00.040]   I would have my $30,000 and put it in my credit.
[00:54:00.040 --> 00:54:00.040]   I would have my $30,000 and put it in my credit.
[00:54:00.040 --> 00:54:00.040]   I would have my $30,000 and put it in my credit.
[00:54:00.040 --> 00:54:30.060]   I would have my $30,000 and put it in my credit.
[00:54:30.060 --> 00:54:30.060]   I would have my $30,000 and put it in my credit.
[00:54:30.060 --> 00:54:30.060]   I would have my $30,000 and put it in my credit.
[00:54:30.060 --> 00:54:30.060]   I would have my $30,000 and put it in my credit.
[00:54:30.060 --> 00:54:30.060]   I would have my $30,000 and put it in my credit.
[00:54:30.060 --> 00:54:30.060]   I would have my $30,000 and put it in my credit.
[00:54:30.060 --> 00:54:30.060]   I would have my $30,000 and put it in my credit.
[00:54:30.060 --> 00:54:30.060]   I would have my $30,000 and put it in my credit.
[00:54:30.080 --> 00:55:00.080]   I would have my $30,000 and put it in my credit.
[00:55:00.080 --> 00:55:00.080]   I would have my $30,000 and put it in my credit.
[00:55:00.080 --> 00:55:00.080]   I would have my $30,000 and put it in my credit.
[00:55:00.080 --> 00:55:00.080]   I would have my $30,000 and put it in my credit.
[00:55:00.080 --> 00:55:00.080]   I would have my $30,000 and put it in my credit.
[00:55:00.080 --> 00:55:00.080]   I would have my $30,000 and put it in my credit.
[00:55:00.080 --> 00:55:00.080]   I would have my $30,000 and put it in my credit.
[00:55:00.080 --> 00:55:00.080]   I would have my $30,000 and put it in my credit.
[00:55:00.080 --> 00:55:00.080]   I would have my $30,000 and put it in my credit.
[00:55:00.080 --> 00:55:00.080]   I would have my $30,000 and put it in my credit.
[00:55:00.080 --> 00:55:00.080]   I would have my $30,000 and put it in my credit.
[00:55:00.080 --> 00:55:00.080]   I would have my $30,000 and put it in my credit.
[00:55:00.120 --> 00:55:30.100]  ,
[00:55:30.100 --> 00:55:30.100]   I would have my $30,000 and put it in my credit.
[00:55:30.100 --> 00:55:30.100]   I would have my $30,000 and put it in my credit.
[00:55:30.100 --> 00:55:30.100]   I would have my $30,000 and put it in my credit.
[00:55:30.100 --> 00:55:30.100]   I would have my $30,000 and put it in my credit.
[00:55:30.100 --> 00:55:30.100]   I would have my $30,000 and put it in my credit.
[00:55:30.100 --> 00:55:30.100]   I would have my $30,000 and put it in my credit.
[00:55:30.100 --> 00:55:30.100]   I would have my $30,000 and put it in my credit.
[00:55:30.100 --> 00:55:30.100]   I would have my $30,000 and put it in my credit.
[00:55:30.100 --> 00:55:30.100]   I would have my $30,000 and put it in my credit.
[00:55:30.100 --> 00:55:30.100]   I would have my $30,000 and put it in my credit.
[00:55:30.120 --> 00:56:00.120]   I would have my $30,000 and put it in my credit.
[00:56:00.120 --> 00:56:00.120]   I would have my $30,000 and put it in my credit.
[00:56:00.120 --> 00:56:00.120]   I would have my $30,000 and put it in my credit.
[00:56:00.120 --> 00:56:00.120]   I would have my $30,000 and put it in my credit.
[00:56:00.120 --> 00:56:00.120]   I would have my $30,000 and put it in my credit.
[00:56:00.120 --> 00:56:00.120]   I would have my $30,000 and put it in my credit.
[00:56:00.120 --> 00:56:00.120]   I would have my $30,000 and put it in my credit.
[00:56:00.120 --> 00:56:00.120]   I would have my $30,000 and put it in my credit.
[00:56:00.120 --> 00:56:00.120]   I would have my $30,000 and put it in my credit.
[00:56:00.120 --> 00:56:00.120]   I would have my $30,000 and put it in my credit.
[00:56:00.120 --> 00:56:00.120]   I would have my $30,000 and put it in my credit.
[00:56:00.120 --> 00:56:00.120]   I would have my $30,000 and put it in my credit.
[00:56:00.140 --> 00:56:30.140]   I would have my $30,000 and put it in my credit.
[00:56:30.140 --> 00:56:30.140]   I would have my $30,000 and put it in my credit.
[00:56:30.140 --> 00:56:30.140]   I would have my $30,000 and put it in my credit.
[00:56:30.140 --> 00:56:30.140]   I would have my $30,000 and put it in my credit.
[00:56:30.140 --> 00:56:30.140]   I would have my $30,000 and put it in my credit.
[00:56:30.140 --> 00:56:30.140]   I would have my $30,000 and put it in my credit.
[00:56:30.140 --> 00:56:30.140]   I would have my $30,000 and put it in my credit.
[00:56:30.140 --> 00:56:30.140]   I would have my $30,000 and put it in my credit.
[00:56:30.140 --> 00:56:30.140]   I would have my $30,000 and put it in my credit.
[00:56:30.140 --> 00:56:30.140]   I would have my $30,000 and put it in my credit.
[00:56:30.140 --> 00:56:30.140]   I would have my $30,000 and put it in my credit.
[00:56:30.140 --> 00:57:00.160]   I would have my $30,000 and put it in my credit.
[00:57:00.160 --> 00:57:00.160]   I would have my $30,000 and put it in my credit.
[00:57:00.160 --> 00:57:00.160]   I would have my $30,000 and put it in my credit.
[00:57:00.160 --> 00:57:00.160]   I would have my $30,000 and put it in my credit.
[00:57:00.160 --> 00:57:00.160]   I would have my $30,000 and put it in my credit.
[00:57:00.160 --> 00:57:00.160]   I would have my $30,000 and put it in my credit.
[00:57:00.160 --> 00:57:00.160]   I would have my $30,000 and put it in my credit.
[00:57:00.160 --> 00:57:00.160]   I would have my $30,000 and put it in my credit.
[00:57:00.160 --> 00:57:00.160]   I would have my $30,000 and put it in my credit.
[00:57:00.160 --> 00:57:00.160]   I would have my $30,000 and put it in my credit.
[00:57:00.180 --> 00:57:30.180]   I would have my $30,000 and put it in my credit.
[00:57:30.180 --> 00:57:30.180]   I would have my $30,000 and put it in my credit.
[00:57:30.180 --> 00:57:30.180]   I would have my $30,000 and put it in my credit.
[00:57:30.180 --> 00:57:30.180]   I would have my $30,000 and put it in my credit.
[00:57:30.180 --> 00:57:30.180]   I would have my $30,000 and put it in my credit.
[00:57:30.180 --> 00:57:30.180]   I would have my $30,000 and put it in my credit.
[00:57:30.180 --> 00:57:30.180]   I would have my $30,000 and put it in my credit.
[00:57:30.180 --> 00:57:30.180]   I would have my $30,000 and put it in my credit.
[00:57:30.180 --> 00:57:30.180]   I would have my $30,000 and put it in my credit.
[00:57:30.180 --> 00:57:30.180]   I would have my $30,000 and put it in my credit.
[00:57:30.180 --> 00:57:30.180]   I would have my $30,000 and put it in my credit.
[00:57:30.180 --> 00:57:30.180]   I would have my $30,000 and put it in my credit.
[00:57:30.220 --> 00:58:00.200]  ,
[00:58:00.200 --> 00:58:00.200]   I would have my $30,000 and put it in my credit.
[00:58:00.200 --> 00:58:00.200]   I would have my $30,000 and put it in my credit.
[00:58:00.200 --> 00:58:00.200]   I would have my $30,000 and put it in my credit.
[00:58:00.200 --> 00:58:00.200]   I would have my $30,000 and put it in my credit.
[00:58:00.200 --> 00:58:00.200]   I would have my $30,000 and put it in my credit.
[00:58:00.200 --> 00:58:00.200]   I would have my $30,000 and put it in my credit.
[00:58:00.200 --> 00:58:00.200]   I would have my $30,000 and put it in my credit.
[00:58:00.200 --> 00:58:00.200]   I would have my $30,000 and put it in my credit.
[00:58:00.220 --> 00:58:30.220]   I would have my $30,000 and put it in my credit.
[00:58:30.220 --> 00:58:30.220]   I would have my $30,000 and put it in my credit.
[00:58:30.220 --> 00:58:30.220]   I would have my $30,000 and put it in my credit.
[00:58:30.220 --> 00:58:30.220]   I would have my $30,000 and put it in my credit.
[00:58:30.220 --> 00:58:30.220]   I would have my $30,000 and put it in my credit.
[00:58:30.220 --> 00:58:30.220]   I would have my $30,000 and put it in my credit.
[00:58:30.220 --> 00:58:30.220]   I would have my $30,000 and put it in my credit.
[00:58:30.220 --> 00:58:30.220]   I would have my $30,000 and put it in my credit.
[00:58:30.220 --> 00:58:30.220]   I would have my $30,000 and put it in my credit.
[00:58:30.220 --> 00:58:30.220]   I would have my $30,000 and put it in my credit.
[00:58:30.220 --> 00:58:30.220]   I would have my $30,000 and put it in my credit.
[00:58:30.220 --> 00:58:30.220]   I would have my $30,000 and put it in my credit.
[00:58:30.220 --> 00:59:00.240]   I would have my $30,000 and put it in my credit.
[00:59:00.240 --> 00:59:00.240]   I would have my $30,000 and put it in my credit.
[00:59:00.240 --> 00:59:00.240]   I would have my $30,000 and put it in my credit.
[00:59:00.240 --> 00:59:00.240]   I would have my $30,000 and put it in my credit.
[00:59:00.240 --> 00:59:00.240]   I would have my $30,000 and put it in my credit.
[00:59:00.240 --> 00:59:00.240]   I would have my $30,000 and put it in my credit.
[00:59:00.260 --> 00:59:30.260]   I would have my $30,000 and put it in my credit.
[00:59:30.260 --> 00:59:30.260]   I would have my $30,000 and put it in my credit.
[00:59:30.260 --> 00:59:30.260]   I would have my $30,000 and put it in my credit.
[00:59:30.260 --> 00:59:30.260]   I would have my $30,000 and put it in my credit.
[00:59:30.260 --> 00:59:30.260]   I would have my $30,000 and put it in my credit.
[00:59:30.260 --> 00:59:30.260]   I would have my $30,000 and put it in my credit.
[00:59:30.260 --> 00:59:30.260]   I would have my $30,000 and put it in my credit.
[00:59:30.260 --> 00:59:30.260]   I would have my $30,000 and put it in my credit.
[00:59:30.260 --> 00:59:30.260]   I would have my $30,000 and put it in my credit.
[00:59:30.260 --> 00:59:30.260]   I would have my $30,000 and put it in my credit.
[00:59:30.260 --> 00:59:30.260]   I would have my $30,000 and put it in my credit.
[00:59:30.260 --> 00:59:30.260]   I would have my $30,000 and put it in my credit.
[00:59:30.280 --> 01:00:00.280]   I would have my $30,000 and put it in my credit.
[01:00:00.280 --> 01:00:00.280]   I would have my $30,000 and put it in my credit.
[01:00:00.280 --> 01:00:00.280]   I would have my $30,000 and put it in my credit.
[01:00:00.280 --> 01:00:00.280]   I would have my $30,000 and put it in my credit.
[01:00:00.280 --> 01:00:00.280]   I would have my $30,000 and put it in my credit.
[01:00:00.280 --> 01:00:00.280]   I would have my $30,000 and put it in my credit.
[01:00:00.280 --> 01:00:00.280]   I would have my $30,000 and put it in my credit.
[01:00:00.280 --> 01:00:00.280]   I would have my $30,000 and put it in my credit.
[01:00:00.280 --> 01:00:00.280]   I would have my $30,000 and put it in my credit.
[01:00:00.280 --> 01:00:30.300]   I would have my $30,000 and put it in my credit.
[01:00:30.300 --> 01:00:30.300]   I would have my $30,000 and put it in my credit.
[01:00:30.300 --> 01:00:30.300]   I would have my $30,000 and put it in my credit.
[01:00:30.300 --> 01:00:30.300]   I would have my $30,000 and put it in my credit.
[01:00:30.300 --> 01:00:30.300]   I would have my $30,000 and put it in my credit.
[01:00:30.300 --> 01:00:30.300]   I would have my $30,000 and put it in my credit.
[01:00:30.300 --> 01:00:30.300]   I would have my $30,000 and put it in my credit.
[01:00:30.300 --> 01:00:30.300]   I would have my $30,000 and put it in my credit.
[01:00:30.320 --> 01:01:00.320]   I would have my $30,000 and put it in my credit.
[01:01:00.320 --> 01:01:00.320]   I would have my $30,000 and put it in my credit.
[01:01:00.320 --> 01:01:00.320]   I would have my $30,000 and put it in my credit.
[01:01:00.320 --> 01:01:00.320]   I would have my $30,000 and put it in my credit.
[01:01:00.320 --> 01:01:00.320]   I would have my $30,000 and put it in my credit.
[01:01:00.320 --> 01:01:00.320]   I would have my $30,000 and put it in my credit.
[01:01:00.320 --> 01:01:00.320]   I would have my $30,000 and put it in my credit.
[01:01:00.320 --> 01:01:00.320]   I would have my $30,000 and put it in my credit.
[01:01:00.320 --> 01:01:00.320]   I would have my $30,000 and put it in my credit.
[01:01:00.320 --> 01:01:00.320]   I would have my $30,000 and put it in my credit.
[01:01:00.320 --> 01:01:00.320]   I would have my $30,000 and put it in my credit.
[01:01:00.320 --> 01:01:00.320]   I would have my $30,000 and put it in my credit.
[01:01:00.340 --> 01:01:30.340]   I would have my $30,000 and put it in my credit.
[01:01:30.340 --> 01:01:30.340]   I would have my $30,000 and put it in my credit.
[01:01:30.340 --> 01:01:30.340]   I would have my $30,000 and put it in my credit.
[01:01:30.340 --> 01:01:30.340]   I would have my $30,000 and put it in my credit.
[01:01:30.340 --> 01:01:30.340]   I would have my $30,000 and put it in my credit.
[01:01:30.340 --> 01:01:30.340]   I would have my $30,000 and put it in my credit.
[01:01:30.340 --> 01:01:30.340]   I would have my $30,000 and put it in my credit.
[01:01:30.340 --> 01:01:30.340]   I would have my $30,000 and put it in my credit.
[01:01:30.340 --> 01:01:30.340]   I would have my $30,000 and put it in my credit.
[01:01:30.340 --> 01:01:30.340]   I would have my $30,000 and put it in my credit.
[01:01:30.360 --> 01:02:00.360]   I would have my $30,000 and put it in my credit.
[01:02:00.360 --> 01:02:00.360]   I would have my $30,000 and put it in my credit.
[01:02:00.360 --> 01:02:00.360]   I would have my $30,000 and put it in my credit.
[01:02:00.360 --> 01:02:00.360]   I would have my $30,000 and put it in my credit.
[01:02:00.360 --> 01:02:00.360]   I would have my $30,000 and put it in my credit.
[01:02:00.360 --> 01:02:00.360]   I would have my $30,000 and put it in my credit.
[01:02:00.360 --> 01:02:00.360]   I would have my $30,000 and put it in my credit.
[01:02:00.360 --> 01:02:00.360]   I would have my $30,000 and put it in my credit.
[01:02:00.360 --> 01:02:00.360]   I would have my $30,000 and put it in my credit.
[01:02:00.360 --> 01:02:00.360]   I would have my $30,000 and put it in my credit. I would have my $30,000 and put it in my credit.
[01:02:00.380 --> 01:02:30.380]   I would have my $30,000 and put it in my credit.
[01:02:30.380 --> 01:02:30.380]   I would have my $30,000 and put it in my credit.
[01:02:30.380 --> 01:02:30.380]   I would have my $30,000 and put it in my credit.
[01:02:30.380 --> 01:02:30.380]   I would have my $30,000 and put it in my credit.
[01:02:30.380 --> 01:02:30.380]   I would have my $30,000 and put it in my credit.
[01:02:30.380 --> 01:02:30.380]   I would have my $30,000 and put it in my credit.
[01:02:30.380 --> 01:02:30.380]   I would have my $30,000 and put it in my credit.
[01:02:30.380 --> 01:02:30.380]   I would have my $30,000 and put it in my credit.
[01:02:30.380 --> 01:02:30.380]   I would have my $30,000 and put it in my credit.
[01:02:30.380 --> 01:02:30.380]   I would have my $30,000 and put it in my credit.
[01:02:30.380 --> 01:02:30.380]   I would have my $30,000 and put it in my credit. I would have my $30,000 and put it in my credit.
[01:02:30.400 --> 01:03:00.400]   I would have my $30,000 and put it in my credit.
[01:03:00.400 --> 01:03:00.400]   I would have my $30,000 and put it in my credit.
[01:03:00.400 --> 01:03:00.400]   I would have my $30,000 and put it in my credit.
[01:03:00.400 --> 01:03:00.400]   I would have my $30,000 and put it in my credit.
[01:03:00.400 --> 01:03:00.400]   I would have my $30,000 and put it in my credit.
[01:03:00.400 --> 01:03:00.400]   I would have my $30,000 and put it in my credit.
[01:03:00.400 --> 01:03:00.400]   I would have my $30,000 and put it in my credit.
[01:03:00.400 --> 01:03:00.400]   I would have my $30,000 and put it in my credit.
[01:03:00.400 --> 01:03:00.400]   I would have my $30,000 and put it in my credit.
[01:03:00.400 --> 01:03:00.400]   I would have my $30,000 and put it in my credit.
[01:03:00.400 --> 01:03:00.400]   I would have my $30,000 and put it in my credit. I would have my $30,000 and put it in my credit.
[01:03:00.400 --> 01:03:30.420]   I would have my $30,000 and put it in my credit.
[01:03:30.420 --> 01:03:30.420]   I would have my $30,000 and put it in my credit.
[01:03:30.420 --> 01:03:30.420]   I would have my $30,000 and put it in my credit.
[01:03:30.420 --> 01:03:30.420]   I would have my $30,000 and put it in my credit.
[01:03:30.420 --> 01:03:30.420]   I would have my $30,000 and put it in my credit.
[01:03:30.420 --> 01:03:30.420]   I would have my $30,000 and put it in my credit.
[01:03:30.420 --> 01:03:30.420]   I would have my $30,000 and put it in my credit.
[01:03:30.420 --> 01:03:30.420]   I would have my $30,000 and put it in my credit.
[01:03:30.440 --> 01:04:00.440]   I would have my $30,000 and put it in my credit.
[01:04:00.440 --> 01:04:00.440]   I would have my $30,000 and put it in my credit.
[01:04:00.440 --> 01:04:00.440]   I would have my $30,000 and put it in my credit.
[01:04:00.440 --> 01:04:00.440]   I would have my $30,000 and put it in my credit.
[01:04:00.440 --> 01:04:00.440]   I would have my $30,000 and put it in my credit.
[01:04:00.440 --> 01:04:00.440]   I would have my $30,000 and put it in my credit.
[01:04:00.440 --> 01:04:00.440]   I would have my $30,000 and put it in my credit.
[01:04:00.440 --> 01:04:00.440]   I would have my $30,000 and put it in my credit.
[01:04:00.440 --> 01:04:00.440]   I would have my $30,000 and put it in my credit.
[01:04:00.440 --> 01:04:00.440]   I would have my $30,000 and put it in my credit.
[01:04:00.440 --> 01:04:00.440]   I would have my $30,000 and put it in my credit.
[01:04:00.440 --> 01:04:00.440]   I would have my $30,000 and put it in my credit.
[01:04:00.440 --> 01:04:30.460]   I would have my $30,000 and put it in my credit.
[01:04:30.460 --> 01:04:30.460]   I would have my $30,000 and put it in my credit.
[01:04:30.460 --> 01:04:30.460]   I would have my $30,000 and put it in my credit.
[01:04:30.460 --> 01:04:30.460]   I would have my $30,000 and put it in my credit.
[01:04:30.460 --> 01:04:30.460]   I would have my $30,000 and put it in my credit.
[01:04:30.460 --> 01:04:30.460]   I would have my $30,000 and put it in my credit.
[01:04:30.460 --> 01:04:30.460]   I would have my $30,000 and put it in my credit.
[01:04:30.460 --> 01:04:30.460]   I would have my $30,000 and put it in my credit.
[01:04:30.480 --> 01:05:00.480]   I would have my $30,000 and put it in my credit.
[01:05:00.480 --> 01:05:00.480]   I would have my $30,000 and put it in my credit.
[01:05:00.480 --> 01:05:00.480]   I would have my $30,000 and put it in my credit.
[01:05:00.480 --> 01:05:00.480]   I would have my $30,000 and put it in my credit.
[01:05:00.480 --> 01:05:00.480]   I would have my $30,000 and put it in my credit.
[01:05:00.480 --> 01:05:00.480]   I would have my $30,000 and put it in my credit.
[01:05:00.480 --> 01:05:00.480]   I would have my $30,000 and put it in my credit.
[01:05:00.480 --> 01:05:00.480]   I would have my $30,000 and put it in my credit.
[01:05:00.480 --> 01:05:00.480]   I would have my $30,000 and put it in my credit.
[01:05:00.480 --> 01:05:00.480]   I would have my $30,000 and put it in my credit.
[01:05:00.480 --> 01:05:00.480]   I would have my $30,000 and put it in my credit.
[01:05:00.480 --> 01:05:00.480]   I would have my $30,000 and put it in my credit.
[01:05:00.480 --> 01:05:30.500]   I would have my $30,000 and put it in my credit.
[01:05:30.500 --> 01:05:30.500]   I would have my $30,000 and put it in my credit.
[01:05:30.500 --> 01:05:30.500]   I would have my $30,000 and put it in my credit.
[01:05:30.500 --> 01:05:30.500]   I would have my $30,000 and put it in my credit.
[01:05:30.500 --> 01:05:30.500]   I would have my $30,000 and put it in my credit.
[01:05:30.500 --> 01:05:30.500]   I would have my $30,000 and put it in my credit.
[01:05:30.500 --> 01:05:30.500]   I would have my $30,000 and put it in my credit.
[01:05:30.520 --> 01:06:00.520]   I would have my $30,000 and put it in my credit.
[01:06:00.520 --> 01:06:00.520]   I would have my $30,000 and put it in my credit.
[01:06:00.520 --> 01:06:00.520]   I would have my $30,000 and put it in my credit.
[01:06:00.520 --> 01:06:00.520]   I would have my $30,000 and put it in my credit.
[01:06:00.520 --> 01:06:00.520]   I would have my $30,000 and put it in my credit.
[01:06:00.520 --> 01:06:00.520]   I would have my $30,000 and put it in my credit.
[01:06:00.520 --> 01:06:00.520]   I would have my $30,000 and put it in my credit.
[01:06:00.520 --> 01:06:00.520]   I would have my $30,000 and put it in my credit.
[01:06:00.520 --> 01:06:00.520]   I would have my $30,000 and put it in my credit.
[01:06:00.520 --> 01:06:00.520]   I would have my $30,000 and put it in my credit.
[01:06:00.520 --> 01:06:00.520]   I would have my $30,000 and put it in my credit.
[01:06:00.520 --> 01:06:00.520]   I would have my $30,000 and put it in my credit.
[01:06:00.520 --> 01:06:30.540]   I would have my $30,000 and put it in my credit.
[01:06:30.540 --> 01:06:30.540]   I would have my $30,000 and put it in my credit.
[01:06:30.540 --> 01:06:30.540]   I would have my $30,000 and put it in my credit.
[01:06:30.540 --> 01:06:30.540]   I would have my $30,000 and put it in my credit.
[01:06:30.540 --> 01:06:30.540]   I would have my $30,000 and put it in my credit.
[01:06:30.540 --> 01:06:30.540]   I would have my $30,000 and put it in my credit.
[01:06:30.540 --> 01:06:30.540]   I would have my $30,000 and put it in my credit.
[01:06:30.560 --> 01:07:00.560]   I would have my $30,000 and put it in my credit.
[01:07:00.560 --> 01:07:00.560]   I would have my $30,000 and put it in my credit.
[01:07:00.560 --> 01:07:00.560]   I would have my $30,000 and put it in my credit.
[01:07:00.560 --> 01:07:00.560]   I would have my $30,000 and put it in my credit.
[01:07:00.560 --> 01:07:00.560]   I would have my $30,000 and put it in my credit.
[01:07:00.560 --> 01:07:00.560]   I would have my $30,000 and put it in my credit.
[01:07:00.560 --> 01:07:00.560]   I would have my $30,000 and put it in my credit.
[01:07:00.560 --> 01:07:00.560]   I would have my $30,000 and put it in my credit.
[01:07:00.560 --> 01:07:00.560]   I would have my $30,000 and put it in my credit.
[01:07:00.560 --> 01:07:00.560]   I would have my $30,000 and put it in my credit.
[01:07:00.560 --> 01:07:00.560]   I would have my $30,000 and put it in my credit.
[01:07:00.560 --> 01:07:00.560]   I would have my $30,000 and put it in my credit.
[01:07:00.560 --> 01:07:30.580]   I would have my $30,000 and put it in my credit.
[01:07:30.580 --> 01:07:30.580]   I would have my $30,000 and put it in my credit.
[01:07:30.580 --> 01:07:30.580]   I would have my $30,000 and put it in my credit.
[01:07:30.580 --> 01:07:30.580]   I would have my $30,000 and put it in my credit.
[01:07:30.580 --> 01:07:30.580]   I would have my $30,000 and put it in my credit.
[01:07:30.580 --> 01:07:30.580]   I would have my $30,000 and put it in my credit.
[01:07:30.580 --> 01:07:30.580]   I would have my $30,000 and put it in my credit.
[01:07:30.580 --> 01:07:30.580]   I would have my $30,000 and put it in my credit.
[01:07:30.580 --> 01:07:30.580]   I would have my $30,000 and put it in my credit.
[01:07:30.600 --> 01:08:00.600]   I would have my $30,000 and put it in my credit.
[01:08:00.600 --> 01:08:00.600]   I would have my $30,000 and put it in my credit.
[01:08:00.600 --> 01:08:00.600]   I would have my $30,000 and put it in my credit.
[01:08:00.600 --> 01:08:00.600]   I would have my $30,000 and put it in my credit.
[01:08:00.600 --> 01:08:00.600]   I would have my $30,000 and put it in my credit.
[01:08:00.600 --> 01:08:00.600]   I would have my $30,000 and put it in my credit.
[01:08:00.600 --> 01:08:00.600]   I would have my $30,000 and put it in my credit.
[01:08:00.600 --> 01:08:00.600]   I would have my $30,000 and put it in my credit.
[01:08:00.600 --> 01:08:00.600]   I would have my $30,000 and put it in my credit.
[01:08:00.600 --> 01:08:00.600]   I would have my $30,000 and put it in my credit.
[01:08:00.600 --> 01:08:00.600]   I would have my $30,000 and put it in my credit.
[01:08:00.600 --> 01:08:00.600]   I would have my $30,000 and put it in my credit.
[01:08:00.600 --> 01:08:30.620]   I would have my $30,000 and put it in my credit.
[01:08:30.620 --> 01:08:30.620]   I would have my $30,000 and put it in my credit.
[01:08:30.620 --> 01:08:30.620]   I would have my $30,000 and put it in my credit.
[01:08:30.620 --> 01:08:30.620]   I would have my $30,000 and put it in my credit.
[01:08:30.620 --> 01:08:30.620]   I would have my $30,000 and put it in my credit.
[01:08:30.620 --> 01:08:30.620]   I would have my $30,000 and put it in my credit.
[01:08:30.620 --> 01:08:30.620]   I would have my $30,000 and put it in my credit.
[01:08:30.620 --> 01:08:30.620]   I would have my $30,000 and put it in my credit.
[01:08:30.620 --> 01:08:30.620]   I would have my $30,000 and put it in my credit.
[01:08:30.640 --> 01:09:00.640]   I would have my $30,000 and put it in my credit.
[01:09:00.640 --> 01:09:00.640]   I would have my $30,000 and put it in my credit.
[01:09:00.640 --> 01:09:00.640]   I would have my $30,000 and put it in my credit.
[01:09:00.640 --> 01:09:00.640]   I would have my $30,000 and put it in my credit.
[01:09:00.640 --> 01:09:00.640]   I would have my $30,000 and put it in my credit.
[01:09:00.640 --> 01:09:00.640]   I would have my $30,000 and put it in my credit.
[01:09:00.640 --> 01:09:00.640]   I would have my $30,000 and put it in my credit.
[01:09:00.640 --> 01:09:00.640]   I would have my $30,000 and put it in my credit.
[01:09:00.640 --> 01:09:00.640]   I would have my $30,000 and put it in my credit.
[01:09:00.640 --> 01:09:00.640]   I would have my $30,000 and put it in my credit.
[01:09:00.640 --> 01:09:00.640]   I would have my $30,000 and put it in my credit.
[01:09:00.640 --> 01:09:00.640]   I would have my $30,000 and put it in my credit.
[01:09:00.660 --> 01:09:30.660]   I would have my $30,000 and put it in my credit.
[01:09:30.660 --> 01:09:30.660]   I would have my $30,000 and put it in my credit.
[01:09:30.660 --> 01:09:30.660]   I would have my $30,000 and put it in my credit.
[01:09:30.660 --> 01:09:30.660]   I would have my $30,000 and put it in my credit.
[01:09:30.660 --> 01:09:30.660]   I would have my $30,000 and put it in my credit.
[01:09:30.660 --> 01:09:30.660]   I would have my $30,000 and put it in my credit.
[01:09:30.660 --> 01:09:30.660]   I would have my $30,000 and put it in my credit.
[01:09:30.660 --> 01:09:30.660]   I would have my $30,000 and put it in my credit.
[01:09:30.660 --> 01:09:30.660]   I would have my $30,000 and put it in my credit.
[01:09:30.660 --> 01:09:30.660]   I would have my $30,000 and put it in my credit.
[01:09:30.660 --> 01:09:30.660]   I would have my $30,000 and put it in my credit.
[01:09:30.660 --> 01:10:00.680]   I would have my $30,000 and put it in my credit.
[01:10:00.680 --> 01:10:00.680]   I would have my $30,000 and put it in my credit.
[01:10:00.680 --> 01:10:00.680]   I would have my $30,000 and put it in my credit.
[01:10:00.680 --> 01:10:00.680]   I would have my $30,000 and put it in my credit.
[01:10:00.680 --> 01:10:00.680]   I would have my $30,000 and put it in my credit.
[01:10:00.680 --> 01:10:00.680]   I would have my $30,000 and put it in my credit.
[01:10:00.680 --> 01:10:00.680]   I would have my $30,000 and put it in my credit.
[01:10:00.680 --> 01:10:00.680]   I would have my $30,000 and put it in my credit.
[01:10:00.680 --> 01:10:00.680]   I would have my $30,000 and put it in my credit.
[01:10:00.700 --> 01:10:30.700]   I would have my $30,000 and put it in my credit.
[01:10:30.700 --> 01:10:30.700]   I would have my $30,000 and put it in my credit.
