
[00:00:00.000 --> 00:00:07.000]   At Suboba Casino Resort this October, something fun is lurking in the dark.
[01:00:23.000 --> 01:00:29.000]   I hope that's enough of a starting point to talk about the calculations that need to be done.
[01:00:29.000 --> 01:00:34.000]   The math is too complex to do on the show.
[01:00:34.000 --> 01:00:44.000]   What you need to do to do the analysis, any of you who are interested in the topic, is calculate the exact cost of that benefit and the exact potential benefit.
[01:00:44.000 --> 01:01:06.000]   You need to do a forward calculation on the inflation of what your likely salary is at the time of retirement, inflate that throughout the retirement years, and bring it back to the present value of today and the present value of retirement, and then bring it back and figure out what the cost is, what you'd be giving up in terms of a present value.
[01:01:06.000 --> 01:01:11.000]   Then you look at the life insurance policy and you consider the options.
[01:01:11.000 --> 01:01:17.000]   One thing I've neglected to do is I'm not sure the 10-year paid up is the right solution either.
[01:01:17.000 --> 01:01:31.000]   It's not necessary to have, in a situation like that, it's not necessarily necessary to have a quick pay policy, which is what the caller was talking about, a policy that you pay premiums into for 10 years.
[01:01:31.000 --> 01:01:41.000]   If you have enough term insurance in a situation like that to cover the, and for a 38-year-old, there's no reason why you can't cover the next 30 years with term insurance.
[01:01:41.000 --> 01:01:43.000]   Let's say that he's planning to retire in 10 years.
[01:01:43.000 --> 01:01:47.000]   You can buy a flat 30-year term policy that covers you for the first 20 years.
[01:01:47.000 --> 01:01:51.000]   Term insurance is the cheapest way to cover those first few decades.
[01:01:51.000 --> 01:01:54.000]   We're just talking about what if he dies at 78.
[01:01:54.000 --> 01:01:59.000]   You're not going to be buying and owning term insurance at 78, so there's got to be a permanent policy there.
[01:01:59.000 --> 01:02:12.000]   But if you have a higher pension payout, there's not necessarily any reason to give up the next 10 years of income to have a 10-year paid up policy.
[01:02:12.000 --> 01:02:23.000]   You could, as long as the premium is something that's reasonable on a retirement income, you could be in a situation where you can have a policy that you pay for longer.
[01:02:23.000 --> 01:02:29.000]   That is only going to make sense to you, life insurance and financial planning nerds.
[01:02:29.000 --> 01:02:32.000]   That was way outside of what I can do on a podcast.
[01:02:32.000 --> 01:02:34.000]   Thank you all so much for listening. Thank you for calling in.
[01:02:34.000 --> 01:02:40.000]   Two things as we go. If you'd like to join a future call-in show, make sure that you sign up and support the show at radicalpersonalfinance.com/patreon.
[01:02:40.000 --> 01:02:50.000]   Number two, remember that at the moment, I still have registration open for the beta version of the Radical Personal Finance Guide to Career and Income Planning.
[01:02:50.000 --> 01:02:55.000]   At the moment, I have – as I record this on Friday, August 11th, I have 27 seats left.
[01:02:55.000 --> 01:03:03.000]   When those 27 seats are sold, I will be closing registration or if we get all the way until next week – and I don't expect this to – I think we'll sell out before then.
[01:03:03.000 --> 01:03:07.000]   But if we get all the way to next week on August 20th, then I will close registration.
[01:03:07.000 --> 01:03:15.000]   Details of that can be found at radicalpersonalfinance.com/career.
[01:03:15.000 --> 01:03:22.000]   Special bonus of today's Q&A call. After I finished the music, I realized I hadn't answered John's question well enough.
[01:03:22.000 --> 01:03:29.000]   So, John, I want to explain a little bit more to you and make sure you get this right because it's too big.
[01:03:29.000 --> 01:03:31.000]   You don't want to get it wrong if you do it.
[01:03:31.000 --> 01:03:36.000]   So, number one, the major cost that you've got – the major thing if you're going to plan for this for your wife.
[01:03:36.000 --> 01:03:49.000]   If you retired – give me a number. How much – if you retired at 48, what do you guess would be your initial beginning pension benefit from the military at that point?
[01:03:49.000 --> 01:03:52.000]   Estimated to be $80,000 for me.
[01:03:52.000 --> 01:04:00.000]   But as I mentioned, the survivor benefit premium, if I were hit by a bus on that first day, it would only be $45,000 for my wife.
[01:04:00.000 --> 01:04:07.000]   Okay. So $80,000 of annual income in that scenario is a huge pension that you have got to protect for.
[01:04:07.000 --> 01:04:11.000]   That's $80,000 of gold-plated income.
[01:04:11.000 --> 01:04:16.000]   So we're talking $3 to $5 million of term life insurance that you need to have in place.
[01:04:16.000 --> 01:04:24.000]   And so I know you already have some term life insurance, but let's just pretend that you have none so I can get it clearly the point across.
[01:04:24.000 --> 01:04:35.000]   And then you – pretend you have none and then you go talk to an insurance agent and figure out how this fits with what you already have and quotes and all of that.
[01:04:35.000 --> 01:04:43.000]   But if I were working with you, what I would do, if I woke up in your shoes, I would start with term life insurance.
[01:04:43.000 --> 01:04:53.000]   And basically, perhaps in your situation, 38, I would do something akin to almost a stair-step level of plan.
[01:04:53.000 --> 01:05:01.000]   And so for the sake of clarity, you could do this with a 10-year term, a 20-year term, and a 30-year term policy.
[01:05:01.000 --> 01:05:07.000]   So let's say you bought a million dollars of 10-year term, 20-year term, and 30-year term.
[01:05:07.000 --> 01:05:12.000]   So what that covers is that if you die in the next 10 years, your wife gets 3 million from the term.
[01:05:12.000 --> 01:05:15.000]   If you die in the following decade, she gets 2 million.
[01:05:15.000 --> 01:05:17.000]   If she dies – if you die in the third decade, she gets a million.
[01:05:17.000 --> 01:05:19.000]   Probably should be a little bit more than that.
[01:05:19.000 --> 01:05:20.000]   Probably should be longer.
[01:05:20.000 --> 01:05:23.000]   You do the math because you've got to replace that for her.
[01:05:23.000 --> 01:05:29.000]   And the cheapest way to do that at this age and at this stage is going to be with term life insurance.
[01:05:29.000 --> 01:05:33.000]   Now, you should supplement that with a permanent life insurance policy.
[01:05:33.000 --> 01:05:45.000]   And I don't see any benefit to your having that permanent life insurance policy paid up in 10 years because if when you retire, you're going to have a stable income.
[01:05:45.000 --> 01:05:49.000]   So you can pay life insurance premiums on an ongoing basis.
[01:05:49.000 --> 01:06:06.000]   And you may get more bang for your buck if you go ahead and plan in the ability of just a low ordinary life payment where you just pay a steady premium going forward for the rest of your life.
[01:06:06.000 --> 01:06:13.000]   You may get more bang for the buck if you set that up now and you'll be able to buy more death benefit, more permanent death benefit that lasts forever.
[01:06:13.000 --> 01:06:18.000]   And that covers during the last, say, 20, 30, 40 years of your life depending on how the numbers wind up working.
[01:06:18.000 --> 01:06:38.000]   And so for any listener who got confused by all this, the major benefit is if John has life insurance in place and he takes the option of the military pension for only him, he gets the benefit of having a much higher pension payment from the day he retires until the day he dies.
[01:06:38.000 --> 01:06:52.000]   And if he lives for a long time, he could potentially get a ton of money from the pension. And if he dies at an old age, he dies having a life insurance policy that gets passed on to his heirs.
[01:06:52.000 --> 01:07:01.000]   Because he's covered with life insurance during the interim, he can protect his wife if he dies early and she is still financially squared away.
[01:07:01.000 --> 01:07:13.000]   But – and at least she's protected. So he's taking a – potentially taking a gamble to have a much higher benefit and to leave behind that estate in terms of life insurance policy for his children.
[01:07:13.000 --> 01:07:24.000]   So that's the reason to do it. It might – if he does it right, it can come out substantially ahead of just having the lower retirement income for both of them and a reduced income for his wife.
[01:07:24.000 --> 01:07:28.000]   So that's how I would structure it, John, conceptually. Make sense?
[01:07:28.000 --> 01:07:37.000]   Okay. Relative to what you mentioned about the 3 to 5 million, can you just educate me on the role of some you're using?
[01:07:37.000 --> 01:07:49.000]   So as I mentioned, if something were to happen to me, then my wife starting out would be estimated roughly 45K. How would you value that?
[01:07:49.000 --> 01:07:51.000]   Okay. So 45 –
[01:07:51.000 --> 01:07:52.000]   Life insurance?
[01:07:52.000 --> 01:08:00.000]   Yeah. So probably 3 to 5 million may be a little bit excessive if we're just going to try to replace $45,000.
[01:08:00.000 --> 01:08:16.000]   So if we just use – let's use the 4% rule. $45,000 per year of income times 25 is $1.1 million of total present value that would need to produce that.
[01:08:16.000 --> 01:08:28.000]   That's if the money were invested in stocks, very risky, very fluctuation, and if we're using as a standard that 4% rule that we just use as quick rule of thumb math on something like a financial podcast.
[01:08:28.000 --> 01:08:39.000]   So we're at $1 million. Now, the problem is this. You don't have a mutual fund portfolio that you may be able to pull from during the course of your wife's lifetime.
[01:08:39.000 --> 01:08:53.000]   You have a gold-plated annuity that would pay your wife $45,000 a year backed by the full faith and credit of the government and – full faith and credit of the US government with an inflation rider for life.
[01:08:53.000 --> 01:09:06.000]   And so if you retired at 48 and were dead at 49, that's potentially 50 to 70 years of life expectancy for your wife if she lived to 90, 100, 110, somewhere in that range.
[01:09:06.000 --> 01:09:20.000]   That's a huge, huge asset. So I automatically kind of just mentally doubled what a 4% rule is to give – and this is totally nonscientific, just to kind of get the sense of the fact that this thing is gold.
[01:09:20.000 --> 01:09:26.000]   A guaranteed pension by the government with inflation riders, this is gold. This is the best benefit you could possibly get.
[01:09:26.000 --> 01:09:44.000]   So in order to make up the difference of risk, you need to have more money. So probably if you went and you asked a New York Life, a Northwestern Mutual, a Mass Mutual, one of these companies, you said, "Tell me how much I need to buy to buy a guaranteed annuity with inflation adjustment for my wife."
[01:09:44.000 --> 01:10:02.000]   My gut would be right now for a 48-year-old – when you retire, 48-year-old male, my gut would – or for your wife, under her eight-life expectancy, my gut would be that they would charge you a lump sum amount of – I'll give you my number, $2,625,000.
[01:10:02.000 --> 01:10:10.000]   Now you email me later and tell me if I'm right. But we're talking a huge amount of money. So that's where I got – that's where I jumped right to $3 million.
[01:10:10.000 --> 01:10:14.000]   I understand. That's helpful.
[01:10:14.000 --> 01:10:23.000]   Okay. Yeah. You've got to replace like with like. And this is what I don't like, what angers me about not-so-great life insurance agents.
[01:10:23.000 --> 01:10:33.000]   You can't play around with great assets and replace them with bad assets just to scrape a commission.
[01:10:33.000 --> 01:10:43.000]   So you got to remember, John, your military pension is a diamond. It doesn't mean you can't get a better diamond or possibly get a better deal or double dip.
[01:10:43.000 --> 01:10:47.000]   You really can. I think you can. And if I were in your shoes, I probably would.
[01:10:47.000 --> 01:10:57.000]   But it does mean you need to be really conservative with everything that you do and make sure that you have a bulletproof plan. That's all. That's my major point.
[01:10:57.000 --> 01:10:58.000]   Okay.
[01:10:58.000 --> 01:11:17.000]   Let me know how it goes. I hope that was helpful. You ask the agent to run that quote and tell me if my – a 48-year-old female with good health, life expectancy, guaranteed lifetime single life income of $45,000 per year with an inflation option.
[01:11:17.000 --> 01:11:23.000]   I bet you it's north of – to buy it lump sum would be – I bet you $2.5 million. We'll see.
[01:11:23.000 --> 01:11:27.000]   Tell me what it is when you have them run that annuity numbers at today's interest rates.
[01:11:27.000 --> 01:11:29.000]   All right.
[01:11:29.000 --> 01:11:30.000]   Have a great day, John.
[01:11:31.000 --> 01:11:41.000]   This show is part of the Radical Life Media network of podcasts and resources. Find out more at RadicalLifeMedia.com.
[01:11:41.000 --> 01:11:55.000]   Struggling with your electric bill? Get an energy assist from SDG&E and SAFE. You may qualify for an 18% discount. Visit SDGE.com/FERA to find out more.
[01:11:55.000 --> 01:11:55.520]   more.

