
[00:00:00.040 --> 00:00:09.580]   caregiver
[00:36:44.100 --> 00:36:44.100]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:36:44.140 --> 00:37:14.120]  ,
[00:37:14.120 --> 00:37:14.120]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:37:14.120 --> 00:37:14.120]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:37:14.120 --> 00:37:14.120]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:37:14.120 --> 00:37:14.120]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:37:14.120 --> 00:37:14.120]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:37:14.120 --> 00:37:14.120]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:37:14.120 --> 00:37:14.120]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:37:14.120 --> 00:37:14.120]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:37:14.140 --> 00:37:44.140]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:37:44.140 --> 00:37:44.140]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:37:44.140 --> 00:37:44.140]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:37:44.140 --> 00:37:44.140]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:37:44.140 --> 00:37:44.140]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:37:44.140 --> 00:37:44.140]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:37:44.140 --> 00:37:44.140]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:37:44.140 --> 00:37:44.140]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:37:44.140 --> 00:37:44.140]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:37:44.140 --> 00:38:14.160]   the purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:38:14.160 --> 00:38:14.160]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:38:14.160 --> 00:38:14.160]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:38:14.160 --> 00:38:14.160]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:38:14.160 --> 00:38:14.160]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:38:14.160 --> 00:38:14.160]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:38:14.160 --> 00:38:14.160]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:38:14.180 --> 00:38:44.180]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:38:44.180 --> 00:38:44.180]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:38:44.180 --> 00:38:44.180]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:38:44.180 --> 00:38:44.180]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:38:44.180 --> 00:38:44.180]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:38:44.180 --> 00:38:44.180]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:38:44.180 --> 00:38:44.180]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:38:44.180 --> 00:38:44.180]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:38:44.180 --> 00:38:44.180]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:38:44.220 --> 00:39:14.200]  ,
[00:39:14.200 --> 00:39:14.200]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:39:14.200 --> 00:39:14.200]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:39:14.200 --> 00:39:14.200]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:39:14.200 --> 00:39:14.200]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:39:14.200 --> 00:39:14.200]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:39:14.220 --> 00:39:44.220]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:39:44.220 --> 00:39:44.220]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:39:44.220 --> 00:39:44.220]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:39:44.220 --> 00:39:44.220]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:39:44.220 --> 00:39:44.220]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:39:44.220 --> 00:39:44.220]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:39:44.220 --> 00:39:44.220]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:39:44.220 --> 00:39:44.220]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:39:44.220 --> 00:39:44.220]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:39:44.220 --> 00:40:14.240]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:40:14.240 --> 00:40:14.240]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:40:14.240 --> 00:40:14.240]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:40:14.240 --> 00:40:14.240]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:40:14.240 --> 00:40:14.240]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:40:14.240 --> 00:40:14.240]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:40:14.240 --> 00:40:14.240]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:40:14.260 --> 00:40:44.260]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:40:44.260 --> 00:40:44.260]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:40:44.260 --> 00:40:44.260]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:40:44.260 --> 00:40:44.260]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:40:44.260 --> 00:40:44.260]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:40:44.260 --> 00:40:44.260]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:40:44.260 --> 00:40:44.260]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:40:44.260 --> 00:40:44.260]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:40:44.260 --> 00:40:44.260]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:40:44.300 --> 00:41:14.280]  ,
[00:41:14.280 --> 00:41:14.280]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:41:14.280 --> 00:41:14.280]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:41:14.280 --> 00:41:14.280]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:41:14.280 --> 00:41:14.280]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:41:14.280 --> 00:41:14.280]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:41:14.280 --> 00:41:14.280]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:41:14.280 --> 00:41:14.280]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:41:14.300 --> 00:41:44.300]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:41:44.300 --> 00:41:44.300]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:41:44.300 --> 00:41:44.300]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:41:44.300 --> 00:41:44.300]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:41:44.300 --> 00:41:44.300]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:41:44.300 --> 00:41:44.300]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:41:44.300 --> 00:41:44.300]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:41:44.300 --> 00:41:44.300]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:41:44.300 --> 00:41:44.300]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:41:44.340 --> 00:42:14.320]  ,
[00:42:14.320 --> 00:42:14.320]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:42:14.320 --> 00:42:14.320]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:42:14.320 --> 00:42:14.320]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:42:14.320 --> 00:42:14.320]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:42:14.320 --> 00:42:14.320]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:42:14.320 --> 00:42:14.320]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:42:14.320 --> 00:42:14.320]   The purpose of this essay is not to settle once and for all the matter to which it is addressed,
[00:42:14.340 --> 00:42:44.340]   There are some things that it is right and proper for a civil magistrate to do,
[00:42:44.340 --> 00:42:44.340]   There are some things that it is right and proper for a civil magistrate to do,
[00:42:44.340 --> 00:42:44.340]   such as executing murderers,
[00:42:44.340 --> 00:42:44.340]   which are not at all proper for private persons to do,
[00:42:44.340 --> 00:42:44.340]   such as killing for revenge.
[00:42:44.340 --> 00:42:44.340]   In Romans 13:1-2, Paul addresses private persons and tells them that it is their responsibility to submit to the powers that be.
[00:42:44.340 --> 00:42:44.340]   Even the worst rulers, Caesar, Stoller, Stalin, Hitler, Idi Amin, Bocasa,
[00:42:44.340 --> 00:42:44.340]   are ordained by God and we are commanded to submit to them.
[00:42:44.340 --> 00:42:44.340]   Even the worst rulers, Caesar, Stoller, Stalin, Hitler, Idi Amin, Bocasa, are ordained by God and we are commanded to submit to them.
[00:42:44.340 --> 00:43:14.360]  , and we are commanded to submit to them.
[00:43:14.360 --> 00:43:14.360]   We are told that the rule of law is to submit to the rule of law,
[00:43:14.360 --> 00:43:14.360]   and we are told that the rule of law is to submit to the rule of law,
[00:43:14.360 --> 00:43:14.360]   and we are told that the rule of law is to submit to the rule of law,
[00:43:14.360 --> 00:43:14.360]   and we are told that the rule of law is to submit to the rule of law,
[00:43:14.360 --> 00:43:14.360]   and we are told that the rule of law is to submit to the rule of law,
[00:43:14.380 --> 00:43:18.680]   pay our taxes, pray for the conversion of the magistrate,
[00:43:18.680 --> 00:43:21.260]   and proclaim the gospel to him and to all men.
[00:43:21.260 --> 00:43:23.520]   Paul does not say in verse 6,
[00:43:23.520 --> 00:43:23.800]   quote,
[00:43:23.800 --> 00:43:27.060]   pay taxes whenever rulers are servants of God,
[00:43:27.060 --> 00:43:27.820]   close quote,
[00:43:27.820 --> 00:43:29.820]   but rather he says to, quote,
[00:43:29.820 --> 00:43:34.540]   pay taxes because rulers are servants of God,
[00:43:34.540 --> 00:43:35.160]   close quote,
[00:43:35.160 --> 00:43:37.260]   whether they know it or not.
[00:43:37.260 --> 00:43:40.100]   We pay taxes for conscience's sake,
[00:43:40.100 --> 00:43:42.660]   as unto the Lord, not as unto men.
[00:43:42.660 --> 00:43:44.380]   The only proper place for us to pay taxes
[00:43:44.380 --> 00:43:44.380]   is to pay taxes for the Lord,
[00:43:44.380 --> 00:43:44.380]   not as unto men.
[00:43:44.380 --> 00:43:44.380]   The only proper place
[00:43:44.380 --> 00:43:44.380]   the only proper place for us to pay taxes
[00:43:44.380 --> 00:43:44.380]   is to pay taxes for the Lord,
[00:43:44.380 --> 00:43:44.380]   not as unto men.
[00:43:44.380 --> 00:43:44.380]   The only proper place for us to pay taxes
[00:43:44.380 --> 00:43:44.380]   is to pay taxes for conscience's sake,
[00:43:44.380 --> 00:43:44.380]   not as unto the Lord,
[00:43:44.380 --> 00:43:44.380]   not as unto men.
[00:43:44.420 --> 00:44:14.400]   is to pay taxes for the Lord,
[00:44:14.420 --> 00:44:23.560]   quote,
[00:44:23.560 --> 00:44:23.580]   quote,
[00:44:23.580 --> 00:44:23.600]   quote,
[00:44:23.600 --> 00:44:23.660]   quote,
[00:44:23.660 --> 00:44:23.720]   quote,
[00:44:23.720 --> 00:44:23.740]   quote,
[00:44:23.740 --> 00:44:23.860]   quote,
[00:44:23.860 --> 00:44:24.080]   quote,
[00:44:24.080 --> 00:44:24.100]   quote,
[00:44:24.100 --> 00:44:24.120]   quote,
[00:44:24.120 --> 00:44:24.140]   quote,
[00:44:24.140 --> 00:44:24.160]   quote,
[00:44:24.160 --> 00:44:24.180]   quote,
[00:44:24.180 --> 00:44:24.200]   quote,
[00:44:24.200 --> 00:44:24.220]   quote,
[00:44:24.220 --> 00:44:24.280]   quote,
[00:44:24.280 --> 00:44:24.340]   quote,
[00:44:24.340 --> 00:44:24.360]   quote,
[00:44:24.360 --> 00:44:24.380]   quote,
[00:44:24.380 --> 00:44:24.400]   quote,
[00:44:24.400 --> 00:44:24.420]   quote,
[00:44:24.420 --> 00:44:29.160]   rather it is only an ordained civil magistrate
[00:44:29.160 --> 00:44:29.660]   who may,
[00:44:29.660 --> 00:44:30.880]   if all else fails,
[00:44:30.880 --> 00:44:32.960]   lead an insurrection against the regime.
[00:44:32.960 --> 00:44:35.920]   This is because God has commanded the lesser magistrate
[00:44:35.920 --> 00:44:37.320]   to obey his civil law,
[00:44:37.320 --> 00:44:41.320]   and thus the lesser magistrate has a duty to perform in this regard.
[00:44:41.320 --> 00:44:44.420]   If he is forced to declare his independence from the larger
[00:44:44.420 --> 00:44:44.420]   and lesser magistrates,
[00:44:44.420 --> 00:44:44.420]   from the larger and the lesser magistrates,
[00:44:44.420 --> 00:44:44.420]   the lesser magistrate has a duty to perform in this regard.
[00:44:44.420 --> 00:44:44.420]   If he is forced to declare his independence from the larger
[00:44:44.420 --> 00:45:14.440]   regime,
[00:45:14.440 --> 00:45:14.440]   He does not do so in the interest of maintaining his own rights,
[00:45:14.460 --> 00:45:16.920]   which do not adhere to the theology of the Reformation.
[00:45:16.920 --> 00:45:20.680]   American individualism has given rise to the belief that there are,
[00:45:20.680 --> 00:45:22.020]   in the New Testament period,
[00:45:22.020 --> 00:45:26.020]   no longer legitimate office-bearers on earth to whom we are to give rear.
[00:45:26.020 --> 00:45:27.040]   Thus,
[00:45:27.040 --> 00:45:31.420]   a large number of Christians today are convinced that there are no real offices in the church
[00:45:31.420 --> 00:45:32.040]   or state,
[00:45:32.040 --> 00:45:34.840]   but only people carrying out various special functions.
[00:45:34.840 --> 00:45:37.120]   This thinking is anti-covenantal,
[00:45:37.120 --> 00:45:41.200]   and naturally is found in Baptist circles far more readily than in Reformation churches,
[00:45:41.200 --> 00:45:44.460]   where the concept of covenant headship and submission for conscience
[00:45:44.460 --> 00:45:44.460]   and submission for conscience
[00:45:44.460 --> 00:45:44.460]   is not a concept that is found in the church.
[00:45:44.460 --> 00:45:44.460]   Where the concept of covenant headship and submission for conscience
[00:45:44.460 --> 00:45:44.460]   is not found in Baptist circles far more readily than in Reformation churches,
[00:45:44.460 --> 00:45:44.460]   where the concept of covenant headship and submission for conscience
[00:45:44.460 --> 00:45:44.460]   is not found in the church.
[00:45:44.460 --> 00:46:14.480]  ,
[00:46:14.480 --> 00:46:14.480]   and this has implications not only for the doctrine of baptism,
[00:46:14.480 --> 00:46:14.480]   but also for the doctrine of the right of revolution.
[00:46:14.480 --> 00:46:14.480]   Point number four: Tax strikes ignore the New Testament principle of invisibility and cooperation. In the Sermon on the Mount, Jesus told his people to be pleasant and cooperative with oppressive authorities, so as to remain invisible and thus able to work in peace. Nothing is clearer than his commands.
[00:46:14.500 --> 00:46:44.500]   But I say to you,
[00:46:44.500 --> 00:46:44.500]   Do not resist him who is evil.
[00:46:44.500 --> 00:46:44.500]   Do not resist him who is evil.
[00:46:44.500 --> 00:46:44.500]   Do not resist him who is evil.
[00:46:44.500 --> 00:46:44.500]   Chapter 5, verses 40-41
[00:46:44.500 --> 00:46:44.500]   Chapter 5, verses 40-41
[00:46:44.500 --> 00:46:44.500]   Was it right for the Roman authorities to steal shirts from the local population?
[00:46:44.500 --> 00:46:44.500]   Was it right for the state to force men to leave their jobs and carry a soldier's uniform?
[00:46:44.500 --> 00:46:44.500]   Was it right for the state to force men to leave their jobs and carry a soldier's uniform?
[00:46:44.500 --> 00:46:44.500]   Was it right for the state to force men to leave their jobs and carry a soldier's uniform?
[00:46:44.500 --> 00:46:44.500]   Was it right for the state to force men to leave their jobs and carry a soldier's uniform?
[00:46:44.500 --> 00:46:44.500]   Was it right for the state to force men to leave their jobs and carry a soldier's uniform?
[00:46:44.500 --> 00:46:44.500]   Was it right for the state to force men to leave their jobs and carry a soldier's uniform?
[00:46:44.500 --> 00:47:14.500]   I'm going to ask you a question.
[00:47:14.500 --> 00:47:14.520]   I'm going to ask you a question.
[00:47:14.520 --> 00:47:14.520]   Is it right for the state to make a citizen to keep their children from their home?
[00:47:14.520 --> 00:47:14.520]   Is it right for the state to make a citizen to keep their children from their home?
[00:47:14.520 --> 00:47:14.520]   Is it right for the state to make a citizen to keep their children from their home?
[00:47:14.520 --> 00:47:14.520]   Is it right for the state to make a citizen to keep their children from their home?
[00:47:14.540 --> 00:47:44.540]   Is it right for the state to make a citizen to keep their children from their home?
[00:47:44.540 --> 00:47:44.540]   The state tends to leave people alone who cooperate with it,
[00:47:44.540 --> 00:47:44.540]   The state tends to leave people alone who cooperate with it,
[00:47:44.540 --> 00:47:44.540]   The state tends to leave people alone who cooperate with it,
[00:47:44.540 --> 00:47:44.540]   and peace is an indispensable prerequisite for social progress and economic advancement.
[00:47:44.540 --> 00:47:44.540]   The longer the kingdom is left alone, the better chance it has to grow.
[00:47:44.540 --> 00:47:44.540]   Second, invisibility is gained, since the anti-Christian state tends to ignore people who are not in flagrant rebellion.
[00:47:44.540 --> 00:47:44.540]   Invisibility allows the Christian counterculture to develop to great strength, unnoticed.
[00:47:44.540 --> 00:47:44.540]   Third, evangelism is enhanced, since the soldier will marvel when you carry his armor
[00:47:44.540 --> 00:47:44.540]   and the soldier will marvel when you carry his armor and the soldier will marvel when you carry his armor
[00:47:44.540 --> 00:47:44.540]   unnoticed.
[00:47:44.540 --> 00:48:14.560]  , and the soldier will marvel when you carry his armor and the soldier will marvel when you carry his armor
[00:48:14.560 --> 00:48:14.560]   and the soldier will marvel when you carry his armor and the soldier will marvel when you carry his armor
[00:48:14.560 --> 00:48:14.560]   and the soldier will marvel when you carry his armor and the soldier will marvel when you carry his armor and the soldier will be a good man.
[00:48:14.560 --> 00:48:14.560]   and the soldier will marvel when you carry his armor and the soldier will be a good man.
[00:48:14.560 --> 00:48:14.560]   and the soldier will marvel when you carry his armor and the soldier will be a good man.
[00:48:14.600 --> 00:48:23.180]   in
[00:48:23.180 --> 00:48:24.860]   play.重 had
[00:48:24.860 --> 00:48:42.600]   riding
[00:49:11.640 --> 00:49:11.640]   and
[00:49:40.220 --> 00:50:08.580]   like
[00:50:08.580 --> 00:50:10.200]   tell,,, partner not fun snowfl connection ' Summit Le L L B Minというinn, and, prove, well, at, est, het,Th.,.,.,.,.,.,., night. find a roundjuk er Хот buy purchaseand NeverthelessGA Iut X pictured escalin het worthwhile decideonderaw왔 persona or Ian gad teasing showed 992 may skip next… dove Gaer great word set знач via Expl đó nhânarinก Х cần Director of the 분들이 enory work in the starch shape of Ж. There.�s, and è. I Şimdi. tendon就 road. C. To, absurd. And, .H. A,
[00:50:10.220 --> 00:50:40.220]   educai as the primary means of cultural transformation, though not the exclusive means. At present, Christian politicians can accomplish little to change the course of events. They can, however, use their offices and their campaigns as opportunities to witness and educate. Once the consensus of opinion in the United States has once again become Christian, the political order and its taxation will change in response. Tax strikers often argue that in the United States,
[00:50:40.220 --> 00:50:40.220]   Кор,
[00:50:40.220 --> 00:51:10.240]  ,
[00:51:10.240 --> 00:51:10.240]   It is true, and may form a rationale for refusal to pay taxes. In this case, the striker will make it plain that when push comes to shove, he will pay his taxes and submit, but that he is trying to get a test case before the courts. If, by its actions, the United States government shows that it is a pure tyranny, then we must submit to it and
[00:51:10.240 --> 00:51:10.240]   It is true, and may form a rationale for refusal to pay taxes. In this case, the striker will make it plain that when push comes to shove, he will pay his taxes and submit, but that he is trying to get a test case before the courts. If, by its actions, the United States government shows that it is a pure tyranny, then we must submit to it and,
[00:51:10.260 --> 00:51:14.220]   as Israel had to submit to Rome. We are not to that point yet, however.
[00:51:14.220 --> 00:51:40.260]   Point number six. Tax strikes resist the judgment of God. As the United States has voted itself into sin, God has increased his judgments against us. One of his primary means of judgment is to put an oppressive state over a sinful people. If we recognize that we have sinned, the proper response is to be mute under the chastening hand of God and not rebel. If the United States is ruled by a sinful people, then we must submit to it and,
[00:51:40.260 --> 00:51:40.260]   If the United States is ruled by a sinful people, then we must submit to it and,
[00:51:40.260 --> 00:51:40.260]   If the United States is ruled by a sinful people, then we must submit to it and,
[00:51:40.260 --> 00:51:40.260]   If the United States is ruled by a sinful people, then we must submit to it and,
[00:51:40.260 --> 00:51:40.260]   If the United States is ruled by a sinful people, then we must submit to it and,
[00:51:40.300 --> 00:52:10.280]   If the United States is ruled by a sinful people, then we must submit to it and,
[00:52:10.280 --> 00:52:10.280]   If the United States is ruled by a sinful people, then we must submit to it and,
[00:52:10.280 --> 00:52:10.280]   If the United States is ruled by a sinful people, then we must submit to it and,
[00:52:10.280 --> 00:52:10.280]   If the United States is ruled by a sinful people, then we must submit to it and,
[00:52:10.280 --> 00:52:10.280]   If the United States is ruled by a sinful people, then we must submit to it and,
[00:52:10.300 --> 00:52:40.300]   The United States is ruled by a sinful people, then we must submit to it and,
[00:52:40.300 --> 00:52:40.300]   The United States is ruled by a sinful people, then we must submit to it and,
[00:52:40.300 --> 00:52:40.300]   The United States is ruled by a sinful people, then we must submit to it and,
[00:52:40.300 --> 00:52:40.300]   The United States is ruled by a sinful people, then we must submit to it and,
[00:52:40.300 --> 00:52:40.300]   The United States is ruled by a sinful people, then we must submit to it and,
[00:52:40.300 --> 00:52:40.300]   The United States is ruled by a sinful people, then we must submit to it and,
[00:52:40.300 --> 00:52:40.300]   The United States is ruled by a sinful people, then we must submit to it and,
[00:52:40.300 --> 00:52:40.300]   The United States is ruled by a sinful people, then we must submit to it and,
[00:52:40.300 --> 00:52:40.300]   The United States is ruled by a sinful people, then we must submit to it and,
[00:52:40.300 --> 00:52:40.300]   The United States is ruled by a sinful people, then we must submit to it and,
[00:52:40.300 --> 00:53:10.320]  ,
[00:53:10.320 --> 00:53:10.320]   The United States is ruled by a sinful people, then we must submit to it and,
[00:53:10.320 --> 00:53:10.320]   The United States is ruled by a sinful people, then we must submit to it and,
[00:53:10.320 --> 00:53:10.320]   The United States is ruled by a sinful people, then we must submit to it and,
[00:53:10.320 --> 00:53:10.320]   The United States is ruled by a sinful people, then we must submit to it and,
[00:53:10.320 --> 00:53:10.320]   The United States is ruled by a sinful people, then we must submit to it and,
[00:53:10.320 --> 00:53:10.320]   The United States is ruled by a sinful people, then we must submit to it and,
[00:53:10.320 --> 00:53:10.320]   The United States is ruled by a sinful people, then we must submit to it and,
[00:53:10.320 --> 00:53:10.320]   The United States is ruled by a sinful people, then we must submit to it and,
[00:53:10.340 --> 00:53:40.340]   The United States is ruled by a sinful people, then we must submit to it and,
[00:53:40.340 --> 00:53:40.340]   The United States is ruled by a sinful people, then we must submit to it and,
[00:53:40.340 --> 00:53:40.340]   The United States is ruled by a sinful people, then we must submit to it and,
[00:53:40.340 --> 00:53:40.340]   The United States is ruled by a sinful people, then we must submit to it and,
[00:53:40.340 --> 00:53:40.340]   The United States is ruled by a sinful people, then we must submit to it and,
[00:53:40.340 --> 00:53:40.340]   The United States is ruled by a sinful people, then we must submit to it and,
[00:53:40.340 --> 00:53:40.340]   The United States is ruled by a sinful people, then we must submit to it and,
[00:53:40.340 --> 00:53:40.340]   The United States is ruled by a sinful people, then we must submit to it and,
[00:53:40.340 --> 00:53:40.340]   The United States is ruled by a sinful people, then we must submit to it and,
[00:53:40.340 --> 00:53:40.340]   The United States is ruled by a sinful people, then we must submit to it and,
[00:53:40.340 --> 00:54:10.360]  ,
[00:54:10.360 --> 00:54:10.360]   The United States is ruled by a sinful people, then we must submit to it and,
[00:54:10.360 --> 00:54:10.360]   The United States is ruled by a sinful people, then we must submit to it and,
[00:54:10.360 --> 00:54:10.360]   The United States is ruled by a sinful people, then we must submit to it and,
[00:54:10.360 --> 00:54:10.360]   The United States is ruled by a sinful people, then we must submit to it and,
[00:54:10.360 --> 00:54:10.360]   The United States is ruled by a sinful people, then we must submit to it and,
[00:54:10.360 --> 00:54:10.360]   The United States is ruled by a sinful people, then we must submit to it and,
[00:54:10.360 --> 00:54:10.360]   The United States is ruled by a sinful people, then we must submit to it and,
[00:54:10.360 --> 00:54:10.360]   The United States is ruled by a sinful people, then we must submit to it and,
[00:54:10.360 --> 00:54:10.360]   The United States is ruled by a sinful people, then we must submit to it and,
[00:54:10.360 --> 00:54:10.360]   The United States is ruled by a sinful people, then we must submit to it and,
[00:54:10.380 --> 00:54:40.380]   The United States is ruled by a sinful people, then we must submit to it and,
[00:54:40.380 --> 00:54:40.380]   The United States is ruled by a sinful people, then we must submit to it and,
[00:54:40.380 --> 00:54:40.380]   The United States is ruled by a sinful people, then we must submit to it and,
[00:54:40.380 --> 00:54:40.380]   The United States is ruled by a sinful people, then we must submit to it and,
[00:54:40.380 --> 00:54:40.380]   The United States is ruled by a sinful people, then we must submit to it and,
[00:54:40.380 --> 00:54:40.380]   The United States is ruled by a sinful people, then we must submit to it and,
[00:54:40.380 --> 00:54:40.380]   The United States is ruled by a sinful people, then we must submit to it and,
[00:54:40.380 --> 00:54:40.380]   The United States is ruled by a sinful people, then we must submit to it and,
[00:54:40.380 --> 00:54:40.380]   The United States is ruled by a sinful people, then we must submit to it and,
[00:54:40.380 --> 00:54:40.380]   The United States is ruled by a sinful people, then we must submit to it and,
[00:54:40.380 --> 00:55:10.400]  ,
[00:55:10.400 --> 00:55:10.400]   The United States is ruled by a sinful people, then we must submit to it and,
[00:55:10.400 --> 00:55:10.400]   The United States is ruled by a sinful people, then we must submit to it and,
[00:55:10.400 --> 00:55:10.400]   The United States is ruled by a sinful people, then we must submit to it and,
[00:55:10.400 --> 00:55:10.400]   The United States is ruled by a sinful people, then we must submit to it and,
[00:55:10.400 --> 00:55:10.400]   The United States is ruled by a sinful people, then we must submit to it and,
[00:55:10.400 --> 00:55:10.400]   The United States is ruled by a sinful people, then we must submit to it and,
[00:55:10.400 --> 00:55:10.400]   The United States is ruled by a sinful people, then we must submit to it and,
[00:55:10.400 --> 00:55:10.400]   The United States is ruled by a sinful people, then we must submit to it and,
[00:55:10.400 --> 00:55:10.400]   The United States is ruled by a sinful people, then we must submit to it and,
[00:55:10.420 --> 00:55:40.420]   The United States is ruled by a sinful people, then we must submit to it and,
[00:55:40.420 --> 00:55:40.420]   The United States is ruled by a sinful people, then we must submit to it and,
[00:55:40.420 --> 00:55:40.420]   The United States is ruled by a sinful people, then we must submit to it and,
[00:55:40.420 --> 00:55:40.420]   The United States is ruled by a sinful people, then we must submit to it and,
[00:55:40.420 --> 00:55:40.420]   The United States is ruled by a sinful people, then we must submit to it and,
[00:55:40.420 --> 00:55:40.420]   The United States is ruled by a sinful people, then we must submit to it and,
[00:55:40.420 --> 00:55:40.420]   The United States is ruled by a sinful people, then we must submit to it and,
[00:55:40.420 --> 00:55:40.420]   The United States is ruled by a sinful people, then we must submit to it and,
[00:55:40.420 --> 00:55:40.420]   The United States is ruled by a sinful people, then we must submit to it and,
[00:55:40.420 --> 00:55:40.420]   The United States is ruled by a sinful people, then we must submit to it and,
[00:55:40.460 --> 00:56:10.440]   The United States is ruled by a sinful people, then we must submit to it and,
[00:56:10.440 --> 00:56:10.440]   The United States is ruled by a sinful people, then we must submit to it and,
