
[00:00:00.000 --> 00:00:06.920]   [APPLAUSE]
[00:34:32.520 --> 00:34:33.920]   conversions aren't a good idea.
[00:34:33.920 --> 00:34:36.820]   It's just in the years where they are a good idea,
[00:34:36.820 --> 00:34:39.720]   the things that we can typically hope to see from it
[00:34:39.720 --> 00:34:42.220]   is that it's going to be increasing,
[00:34:42.220 --> 00:34:45.020]   improving the after-tax bequest
[00:34:45.020 --> 00:34:47.620]   that is likely to be left to heirs.
[00:34:47.620 --> 00:34:50.420]   And they do that without changing financial security
[00:34:50.420 --> 00:34:51.720]   in either direction.
[00:34:51.720 --> 00:34:54.120]   So one way to think of that would be conversions
[00:34:54.120 --> 00:34:57.620]   don't make the bad scenarios any better,
[00:34:57.620 --> 00:35:02.220]   but they also don't make them worse in a smart conversion plan.
[00:35:02.220 --> 00:35:06.220]   But they do make the medium-to-good scenarios better.
[00:35:06.220 --> 00:35:11.120]   That's typically what we can hope to get out of conversions.
[00:35:11.120 --> 00:35:14.020]   And moving on to our last topic, topic number three,
[00:35:14.020 --> 00:35:15.920]   of how does a Roth conversion plan
[00:35:15.920 --> 00:35:19.320]   fit into a broader overall retirement tax plan?
[00:35:19.320 --> 00:35:22.220]   We're going to move through this a little more quickly.
[00:35:22.220 --> 00:35:24.320]   And the question here is,
[00:35:24.320 --> 00:35:26.520]   which dollars do we want to spend every year?
[00:35:26.520 --> 00:35:28.220]   We can spend tax-deferred, Roth,
[00:35:28.220 --> 00:35:31.320]   or taxable dollars in every year of retirement.
[00:35:31.320 --> 00:35:33.020]   And the plan that we want to follow --
[00:35:33.020 --> 00:35:34.720]   and again, this is the very brief summary --
[00:35:34.720 --> 00:35:38.320]   is that every year the first dollars we want to spend
[00:35:38.320 --> 00:35:40.620]   are the checking account dollars.
[00:35:40.620 --> 00:35:43.320]   So what I mean by that is everything in the checking account
[00:35:43.320 --> 00:35:45.020]   and all the stuff that automatically shows up
[00:35:45.020 --> 00:35:46.220]   in the checking account.
[00:35:46.220 --> 00:35:48.720]   So earned income while you still have it,
[00:35:48.720 --> 00:35:50.720]   Social Security once that kicks in,
[00:35:50.720 --> 00:35:53.120]   RMDs, pension or annuity income
[00:35:53.120 --> 00:35:55.720]   if you have either of those, all those things.
[00:35:55.720 --> 00:35:58.720]   After that, we go to the savings accounts next.
[00:35:58.720 --> 00:36:01.620]   And then after that, we go to the taxable brokerage accounts,
[00:36:01.620 --> 00:36:04.220]   specifically the investments in those accounts
[00:36:04.220 --> 00:36:06.320]   where you would not have to pay any tax costs
[00:36:06.320 --> 00:36:07.420]   from selling them.
[00:36:07.420 --> 00:36:11.320]   So things that have unrealized losses and money market funds
[00:36:11.320 --> 00:36:13.220]   where your basis is equal to the market value,
[00:36:13.220 --> 00:36:15.020]   so you can just spend it.
[00:36:15.020 --> 00:36:17.720]   That's the first stuff we want to spend every year.
[00:36:17.720 --> 00:36:20.420]   And it's actually only when we've already spent
[00:36:20.420 --> 00:36:23.420]   all of those dollars and then still need to spend more,
[00:36:23.420 --> 00:36:25.620]   that's when we have to start making some hard decisions,
[00:36:25.620 --> 00:36:27.220]   making judgment calls where we weigh the pros
[00:36:27.220 --> 00:36:29.120]   and cons of our options.
[00:36:29.120 --> 00:36:34.120]   And in most cases, the first dollars to go after next
[00:36:34.120 --> 00:36:37.620]   are actually just the other dollars in a taxable account.
[00:36:37.620 --> 00:36:39.420]   In other words, the investments in a taxable account
[00:36:39.420 --> 00:36:42.420]   where you would have to pay tax if you sold them.
[00:36:42.420 --> 00:36:45.520]   And the exception there is if you expect
[00:36:45.520 --> 00:36:48.920]   that you would be donating or bequeathing those assets soon.
[00:36:48.920 --> 00:36:50.720]   In that case, you want to leave them alone.
[00:36:50.720 --> 00:36:52.920]   And the example I always give here is
[00:36:52.920 --> 00:36:55.620]   imagine a 98-year-old retiree.
[00:36:55.620 --> 00:36:59.020]   And let's say she's the only person in her household.
[00:36:59.020 --> 00:37:01.020]   No matter how old we get,
[00:37:01.020 --> 00:37:04.020]   we obviously don't know how many years we have left.
[00:37:04.020 --> 00:37:07.220]   But at age 98, probably fair to say that her heirs
[00:37:07.220 --> 00:37:10.720]   will be inheriting these dollars roughly soonish, right?
[00:37:10.720 --> 00:37:13.520]   Like, we don't know exactly what that means, but soonish.
[00:37:13.520 --> 00:37:18.020]   And so let's say she has a mutual fund in a taxable account
[00:37:18.020 --> 00:37:21.020]   and she bought this mutual fund like 30 or 40 years ago.
[00:37:21.020 --> 00:37:23.520]   And so it has a cost basis that's way down here
[00:37:23.520 --> 00:37:25.420]   and market value way up here.
[00:37:25.420 --> 00:37:27.720]   Well, for her, if she sold that,
[00:37:27.720 --> 00:37:29.820]   she'd have to pay a capital gains tax.
[00:37:29.820 --> 00:37:32.320]   And so what probably makes sense for her
[00:37:32.320 --> 00:37:37.120]   is to leave that appreciated taxable asset alone,
[00:37:37.120 --> 00:37:39.520]   spend from her retirement accounts,
[00:37:39.520 --> 00:37:41.720]   and then when her heirs do inherit these dollars,
[00:37:41.720 --> 00:37:45.220]   which, again, is likely to be not the terribly distant future,
[00:37:45.220 --> 00:37:47.420]   they'll get a step up in cost basis.
[00:37:47.420 --> 00:37:50.120]   And so that appreciated taxable asset,
[00:37:50.120 --> 00:37:53.120]   no one had to pay tax on all of that appreciation.
[00:37:53.120 --> 00:37:54.920]   But then if you flip the example around,
[00:37:54.920 --> 00:37:58.120]   now think about a couple who are early in retirement,
[00:37:58.120 --> 00:38:00.820]   age 60 and 62 or something like that.
[00:38:00.820 --> 00:38:02.920]   Statistically, they have a lot of years of retirement
[00:38:02.920 --> 00:38:04.220]   ahead of them, right?
[00:38:04.220 --> 00:38:08.520]   So for them, if they have a mutual fund
[00:38:08.520 --> 00:38:11.420]   in a taxable account that has a basis way down here
[00:38:11.420 --> 00:38:13.620]   and market value way up here,
[00:38:13.620 --> 00:38:16.220]   for them it probably does actually make sense
[00:38:16.220 --> 00:38:17.920]   to just bite the bullet and sell that
[00:38:17.920 --> 00:38:18.920]   when they need it for spending
[00:38:18.920 --> 00:38:21.420]   in order to preserve their retirement accounts.
[00:38:21.420 --> 00:38:24.820]   Because for them, the step up in cost basis
[00:38:24.820 --> 00:38:27.320]   is probably not coming anytime soon to save the day.
[00:38:27.320 --> 00:38:31.520]   So for them, we're probably selling that taxable asset first
[00:38:31.520 --> 00:38:33.020]   and preserving the retirement accounts.
[00:38:33.020 --> 00:38:35.920]   So again, just a brief summary there is the younger you are,
[00:38:35.920 --> 00:38:37.820]   the more likely it is to make sense
[00:38:37.820 --> 00:38:40.020]   to go after the appreciated taxable assets
[00:38:40.020 --> 00:38:42.120]   to preserve the retirement accounts.
[00:38:42.120 --> 00:38:44.720]   And the older you are, the more likely it is to make sense
[00:38:44.720 --> 00:38:47.120]   to spend from their retirement accounts
[00:38:47.120 --> 00:38:49.620]   to preserve the appreciated taxable assets
[00:38:49.620 --> 00:38:51.820]   for the step up in cost basis.
[00:38:51.820 --> 00:38:55.020]   Now, whenever we do have to spend from retirement accounts,
[00:38:55.020 --> 00:38:58.020]   whether we're spending from tax deferred or from Roth
[00:38:58.020 --> 00:38:59.320]   is actually just the same question
[00:38:59.320 --> 00:39:01.020]   that we're always talking about with Roth conversions.
[00:39:01.020 --> 00:39:05.220]   It's current marginal tax rate, future marginal tax rate,
[00:39:05.220 --> 00:39:06.720]   how do they compare?
[00:39:06.720 --> 00:39:10.120]   And whenever your current tax rate is the lower of the two,
[00:39:10.120 --> 00:39:11.820]   then we want to spend from tax deferred, right?
[00:39:11.820 --> 00:39:13.820]   Take advantage of the low tax rate.
[00:39:13.820 --> 00:39:16.420]   And whenever your current tax rate is the higher of the two,
[00:39:16.420 --> 00:39:18.520]   then we spend from Roth.
[00:39:18.520 --> 00:39:21.120]   Now, as you can see, this last point here,
[00:39:21.120 --> 00:39:23.020]   what we're actually getting at
[00:39:23.020 --> 00:39:27.320]   is how does a Roth conversion plan fit into this?
[00:39:27.320 --> 00:39:29.620]   And the idea here is that when you're following a plan
[00:39:29.620 --> 00:39:35.520]   like this, most likely in the early years of retirement,
[00:39:35.520 --> 00:39:38.220]   you're going to be spending those taxable assets.
[00:39:38.220 --> 00:39:42.320]   And so you won't be spending or maybe not spending very much
[00:39:42.320 --> 00:39:44.420]   from the tax deferred accounts.
[00:39:44.420 --> 00:39:46.720]   And so what that's going to mean is that, right,
[00:39:46.720 --> 00:39:49.320]   you've retired, so your income has gone down.
[00:39:49.320 --> 00:39:50.920]   We're not spending from tax deferred yet.
[00:39:50.920 --> 00:39:53.020]   Social Security probably hasn't started yet.
[00:39:53.020 --> 00:39:56.320]   So you've got some years with low taxable income
[00:39:56.320 --> 00:39:59.420]   and low tax rate space available to you.
[00:39:59.420 --> 00:40:01.620]   And so what we're going to do is fill up
[00:40:01.620 --> 00:40:04.620]   that low tax rate space with Roth conversions.
[00:40:04.620 --> 00:40:06.120]   These two ideas, they fit hand in hand.
[00:40:06.120 --> 00:40:08.220]   It's the tax-smart spending plan
[00:40:08.220 --> 00:40:11.820]   that creates the space for the Roth conversions.
[00:40:11.820 --> 00:40:13.120]   They fit together.
[00:40:13.120 --> 00:40:17.420]   It's one broad, integrated retirement tax plan.
[00:40:17.420 --> 00:40:18.420]   And that's it.
[00:40:18.420 --> 00:40:21.120]   So, yeah, we have about 10 minutes for questions.
[00:40:21.120 --> 00:40:39.720]   All right, when can it be worth it
[00:40:39.720 --> 00:40:42.020]   to donate appreciated taxable assets
[00:40:42.020 --> 00:40:45.920]   to a donor-advised fund to reduce your tax bracket
[00:40:45.920 --> 00:40:50.120]   to enable more traditional IRA, 401(k) conversions to Roth?
[00:40:50.120 --> 00:40:53.920]   OK, so that's an interesting question.
[00:40:53.920 --> 00:41:00.520]   And I wouldn't-- that's a very interesting question.
[00:41:00.520 --> 00:41:01.920]   And there's a lot going on here.
[00:41:01.920 --> 00:41:07.620]   So donating appreciated taxable assets,
[00:41:07.620 --> 00:41:13.120]   that is usually the second best way
[00:41:13.120 --> 00:41:17.120]   to donate once you've reached age 70 and 1/2.
[00:41:17.120 --> 00:41:18.620]   Once you've reached 70 and 1/2, that's
[00:41:18.620 --> 00:41:21.520]   when QCDs, Qualified Charitable Distributions, kick in.
[00:41:21.520 --> 00:41:23.520]   Most of the time, QCDs are our best way
[00:41:23.520 --> 00:41:25.920]   to be donating once you're eligible for them.
[00:41:25.920 --> 00:41:28.020]   But before 70 and 1/2, your best way
[00:41:28.020 --> 00:41:31.020]   to be doing charitable giving is by donating
[00:41:31.020 --> 00:41:32.220]   appreciated taxable assets.
[00:41:32.220 --> 00:41:34.020]   And the reason that's such a good idea
[00:41:34.020 --> 00:41:37.920]   is that you get an itemized deduction
[00:41:37.920 --> 00:41:40.220]   for the current market value.
[00:41:40.220 --> 00:41:43.120]   And you don't have to pay tax on that appreciation,
[00:41:43.120 --> 00:41:44.320]   as long as you owned the investment
[00:41:44.320 --> 00:41:45.320]   for longer than one year.
[00:41:45.320 --> 00:41:46.720]   So don't forget that bit.
[00:41:46.720 --> 00:41:51.720]   But I wouldn't necessarily say that we
[00:41:51.720 --> 00:41:58.320]   want to be donating just to reduce the tax bracket
[00:41:58.320 --> 00:42:00.620]   so that you can be doing Roth conversions.
[00:42:00.620 --> 00:42:03.620]   Because in my mind, if you've got
[00:42:03.620 --> 00:42:05.720]   significant charitable intent--
[00:42:05.720 --> 00:42:08.120]   we want to be doing some donating--
[00:42:08.120 --> 00:42:13.120]   that itself is a strong point against the Roth conversions.
[00:42:13.120 --> 00:42:15.120]   Because we can be listing the charity
[00:42:15.120 --> 00:42:18.320]   as the beneficiary of the IRA to begin with,
[00:42:18.320 --> 00:42:21.920]   or just waiting a little bit and then using QCDs.
[00:42:21.920 --> 00:42:27.420]   So donating appreciated taxable assets makes a lot of sense.
[00:42:27.420 --> 00:42:29.620]   But I wouldn't think that that's a great motivation
[00:42:29.620 --> 00:42:30.320]   to be doing it.
[00:42:30.320 --> 00:42:32.820]   Because if you have a lot of charitable intent,
[00:42:32.820 --> 00:42:34.520]   we probably don't necessarily want
[00:42:34.520 --> 00:42:35.820]   to be doing conversions anyway.
[00:42:35.820 --> 00:42:45.920]   If you max out your employer 401(k) contributions in pre-tax,
[00:42:45.920 --> 00:42:50.720]   can you still execute a backdoor Roth IRA contribution?
[00:42:50.720 --> 00:42:52.920]   Yeah, potentially.
[00:42:52.920 --> 00:42:55.320]   So the big hang up there doesn't have anything--
[00:42:55.320 --> 00:42:56.820]   so backdoor Roth IRA.
[00:42:56.820 --> 00:42:59.220]   That is when you earn too much to contribute
[00:42:59.220 --> 00:43:01.620]   to a Roth IRA in the normal way.
[00:43:01.620 --> 00:43:06.020]   So you make a non-deductible traditional IRA contribution,
[00:43:06.020 --> 00:43:09.120]   and then do an immediate conversion.
[00:43:09.120 --> 00:43:11.220]   The big caveat, the thing you need to look out for,
[00:43:11.220 --> 00:43:15.620]   is if you have other money in a traditional IRA--
[00:43:15.620 --> 00:43:17.820]   and it doesn't even have to be this traditional IRA.
[00:43:17.820 --> 00:43:20.420]   The IRS considers them all to be one IRA for this purpose.
[00:43:20.420 --> 00:43:22.620]   So even if you've got some other traditional IRA,
[00:43:22.620 --> 00:43:25.520]   some other brokerage firm, that's still a problem.
[00:43:25.520 --> 00:43:27.520]   Basically, in order to be doing backdoor Roth,
[00:43:27.520 --> 00:43:32.820]   we need to make sure that the only money in traditional IRAs
[00:43:32.820 --> 00:43:35.320]   for you-- we don't count your spouse, but for you--
[00:43:35.320 --> 00:43:37.520]   is this non-deductible contribution
[00:43:37.520 --> 00:43:38.320]   that you just made.
[00:43:38.320 --> 00:43:39.620]   That's what we're looking to do.
[00:43:39.620 --> 00:43:42.220]   So a lot of times, if you have traditional IRA money--
[00:43:42.220 --> 00:43:45.520]   and in this case, we have a 401(k) also, so that's our out--
[00:43:45.520 --> 00:43:48.220]   what we're going to do is take the traditional IRA that
[00:43:48.220 --> 00:43:50.520]   exists and has tax-deferred dollars,
[00:43:50.520 --> 00:43:52.720]   roll it into the 401(k).
[00:43:52.720 --> 00:43:55.420]   So now we don't have any traditional IRA anymore,
[00:43:55.420 --> 00:43:58.420]   and that frees us up to be doing non-deductible IRA
[00:43:58.420 --> 00:44:00.620]   contributions and then immediately converting them.
[00:44:00.620 --> 00:44:05.620]   If I have more money in my traditional IRA
[00:44:05.620 --> 00:44:07.720]   than my Roth IRA, do you advocate
[00:44:07.720 --> 00:44:10.320]   chunking a portion from traditional to Roth
[00:44:10.320 --> 00:44:11.720]   over a period of several years?
[00:44:11.720 --> 00:44:17.120]   So it's not necessarily a function
[00:44:17.120 --> 00:44:20.120]   of exactly how big this account is
[00:44:20.120 --> 00:44:23.120]   relative to another account.
[00:44:23.120 --> 00:44:26.220]   That's not usually the number one thing we're looking at.
[00:44:26.220 --> 00:44:27.620]   But because, again, we're usually
[00:44:27.620 --> 00:44:29.520]   looking at exactly the stuff we talked about--
[00:44:29.520 --> 00:44:30.920]   current tax rate, future tax rate.
[00:44:30.920 --> 00:44:34.720]   And so how big the traditional IRA is certainly
[00:44:34.720 --> 00:44:36.920]   plays into that future tax rate.
[00:44:36.920 --> 00:44:40.220]   But we're not necessarily looking to get--
[00:44:40.220 --> 00:44:41.720]   we're not trying to say, you should
[00:44:41.720 --> 00:44:43.420]   have 50/50 tax-deferred and Roth.
[00:44:43.420 --> 00:44:49.320]   There's not a tax-deferred Roth allocation that is the best.
[00:44:49.320 --> 00:44:52.520]   But with conversions in general, yes,
[00:44:52.520 --> 00:44:54.320]   chunking them is usually a good idea.
[00:44:54.320 --> 00:44:56.620]   We don't, in most cases, want to just go whole ham
[00:44:56.620 --> 00:44:58.420]   and hit the whole IRA in one year.
[00:44:58.420 --> 00:45:00.920]   Most of the time we're spreading it out over several years
[00:45:00.920 --> 00:45:05.220]   so that we can do it at lower tax rates over time.
[00:45:05.220 --> 00:45:05.720]   Let's see.
[00:45:05.720 --> 00:45:12.720]   How do you decide the amount to convert in a specific year,
[00:45:12.720 --> 00:45:15.520]   for example, up to amount when next tax bracket kicks in?
[00:45:15.520 --> 00:45:16.120]   Yeah, exactly.
[00:45:16.120 --> 00:45:19.020]   So in any given year when you're doing a conversion,
[00:45:19.020 --> 00:45:20.520]   we're picking an income threshold.
[00:45:20.520 --> 00:45:22.020]   And then we're going to try to stay
[00:45:22.020 --> 00:45:23.620]   right below that threshold.
[00:45:23.620 --> 00:45:27.920]   So often, it will be we're going to the top of this tax bracket.
[00:45:27.920 --> 00:45:30.920]   Or it could be right below an IRMA threshold.
[00:45:30.920 --> 00:45:33.620]   Or it could be right below the phase-out for some tax credit
[00:45:33.620 --> 00:45:35.620]   or whatever.
[00:45:35.620 --> 00:45:38.820]   And there isn't a rule of thumb, because there
[00:45:38.820 --> 00:45:41.920]   isn't the sort of thing where you can--
[00:45:41.920 --> 00:45:43.720]   I use software for this.
[00:45:43.720 --> 00:45:45.520]   Trying to manually do it out in a spreadsheet
[00:45:45.520 --> 00:45:48.520]   is going to be bordering on impossible.
[00:45:48.520 --> 00:45:51.520]   [AUDIO OUT]
[00:45:51.520 --> 00:46:01.820]   Turn this mic?
[00:46:01.820 --> 00:46:02.520]   Yeah, all right.
[00:46:02.520 --> 00:46:05.120]   So there isn't--
[00:46:05.120 --> 00:46:06.620]   I'm just going to keep saying this.
[00:46:06.620 --> 00:46:08.520]   There aren't rules of thumb for a lot of this.
[00:46:08.520 --> 00:46:10.920]   So we are usually going to be picking
[00:46:10.920 --> 00:46:12.320]   some particular threshold.
[00:46:12.320 --> 00:46:14.620]   And usually that's-- a part of that
[00:46:14.620 --> 00:46:17.820]   is we're looking at the current tax rate, future tax rate idea,
[00:46:17.820 --> 00:46:21.120]   trying to get some ballpark of that future tax rate.
[00:46:21.120 --> 00:46:24.520]   But sometimes, whatever we might very roughly ballpark
[00:46:24.520 --> 00:46:26.720]   that future tax rate at, it still
[00:46:26.720 --> 00:46:29.720]   often makes sense to do conversions
[00:46:29.720 --> 00:46:31.920]   slightly beyond that point.
[00:46:31.920 --> 00:46:34.120]   Again, if we're using taxable account money
[00:46:34.120 --> 00:46:35.820]   to pay the tax and all that stuff.
[00:46:35.820 --> 00:46:37.620]   Because that's what we're getting at here,
[00:46:37.620 --> 00:46:40.320]   is that there's other benefits to conversions other than just
[00:46:40.320 --> 00:46:42.520]   reducing that future tax rate.
[00:46:42.520 --> 00:46:45.320]   There was another piece of this question.
[00:46:45.320 --> 00:46:46.820]   Oh, one other point, by the way, is
[00:46:46.820 --> 00:46:49.320]   that sometimes it's nice, if you can,
[00:46:49.320 --> 00:46:53.720]   to pick a threshold that is not a Medicare IRMA threshold.
[00:46:53.720 --> 00:46:56.620]   Because if we're picking a tax bracket threshold
[00:46:56.620 --> 00:46:59.920]   and you end up, oops, I went $1,000 over,
[00:46:59.920 --> 00:47:00.920]   not that big of a deal.
[00:47:00.920 --> 00:47:03.620]   It means $1,000 got taxed at a couple higher percent.
[00:47:03.620 --> 00:47:04.620]   Not-- who cares?
[00:47:04.620 --> 00:47:07.720]   But accidentally going $1 over an IRMA threshold
[00:47:07.720 --> 00:47:09.220]   really is not ideal.
[00:47:09.220 --> 00:47:11.120]   So IRMA thresholds are less forgiving.
[00:47:11.120 --> 00:47:15.820]   So that in itself is a reason to pick a different threshold.
[00:47:15.820 --> 00:47:17.620]   Because then if you mess up by a little bit,
[00:47:17.620 --> 00:47:20.420]   which does happen, because when we're doing the conversion,
[00:47:20.420 --> 00:47:22.220]   we're not usually doing it December 31st.
[00:47:22.220 --> 00:47:23.520]   We're usually doing it at some point
[00:47:23.520 --> 00:47:24.920]   somewhat earlier in the year.
[00:47:24.920 --> 00:47:28.820]   So we don't know exactly, precisely, all of the inputs.
[00:47:28.820 --> 00:47:30.520]   So it can be hard to nail it exactly.
[00:47:30.520 --> 00:47:33.720]   So picking tax brackets rather than IRMA brackets
[00:47:33.720 --> 00:47:35.920]   often makes sense just because it's more forgiving.
[00:47:44.920 --> 00:47:47.720]   If it makes sense to do a conversion from IRA to Roth,
[00:47:47.720 --> 00:47:50.220]   is the goal to reduce the IRA to zero
[00:47:50.220 --> 00:47:52.920]   or to some other value target?
[00:47:52.920 --> 00:47:53.920]   No.
[00:47:53.920 --> 00:47:55.920]   There is no rule of thumb.
[00:47:55.920 --> 00:47:58.220]   Sorry.
[00:47:58.220 --> 00:48:02.520]   Sometimes we want to be reducing the IRA to zero.
[00:48:02.520 --> 00:48:05.120]   That's almost exclusively in cases
[00:48:05.120 --> 00:48:08.020]   where there is a big taxable account.
[00:48:08.020 --> 00:48:10.020]   Because if we're reducing the IRA to zero,
[00:48:10.020 --> 00:48:12.020]   we're getting to the point where we're probably
[00:48:12.020 --> 00:48:15.120]   making that future tax rate pretty darn low.
[00:48:15.120 --> 00:48:17.220]   And the only reason that we would
[00:48:17.220 --> 00:48:19.220]   have kept converting all the way to that point,
[00:48:19.220 --> 00:48:21.020]   probably paying taxes at a higher rate
[00:48:21.020 --> 00:48:23.820]   than whatever we're anticipating that future tax rate to be,
[00:48:23.820 --> 00:48:25.220]   the only reason we would be doing
[00:48:25.220 --> 00:48:26.820]   that is because we're just trying
[00:48:26.820 --> 00:48:29.520]   to get maximum value out of these taxable account dollars
[00:48:29.520 --> 00:48:31.020]   by just using them to pay this tax.
[00:48:31.020 --> 00:48:33.620]   So some cases, yep, it makes sense
[00:48:33.620 --> 00:48:34.720]   to go all the way to zero.
[00:48:34.720 --> 00:48:36.620]   But that would specifically be if we're really
[00:48:36.620 --> 00:48:38.520]   trying to maximize that, get the value out
[00:48:38.520 --> 00:48:40.320]   of the taxable account sort of thing.
[00:48:40.320 --> 00:48:42.020]   Most of the time, we're not going
[00:48:42.020 --> 00:48:44.520]   to be converting the IRAs all the way to zero.
[00:48:44.520 --> 00:48:45.920]   We're usually going to be picking
[00:48:45.920 --> 00:48:47.820]   some particular threshold, hitting
[00:48:47.820 --> 00:48:49.320]   that threshold every year.
[00:48:49.320 --> 00:48:51.520]   And then often what ends up happening is Social Security
[00:48:51.520 --> 00:48:53.820]   kicks in, and then RMDs kick in shortly thereafter.
[00:48:53.820 --> 00:48:56.620]   And there's just no more space for conversions at that point.
[00:48:56.620 --> 00:48:59.220]   So that's typically how it goes.
[00:48:59.220 --> 00:49:01.620]   Should you do the conversion all in one year or over time?
[00:49:01.620 --> 00:49:02.520]   Generally over time.
[00:49:02.520 --> 00:49:04.520]   Again, it usually makes sense to break it up
[00:49:04.520 --> 00:49:06.920]   to keep your taxable income relatively lower
[00:49:06.920 --> 00:49:09.220]   than doing one big chunk and paying a huge tax
[00:49:09.220 --> 00:49:10.020]   bite all at once.
[00:49:10.020 --> 00:49:14.820]   If you do a conversion on January 1,
[00:49:14.820 --> 00:49:16.620]   when do you have to pay the tax?
[00:49:16.620 --> 00:49:22.920]   So if you have taxes withheld, the advantage of that
[00:49:22.920 --> 00:49:26.820]   is that whenever you do the conversion, any withholding,
[00:49:26.820 --> 00:49:28.920]   just as a rule, whether it's withholding from wages
[00:49:28.920 --> 00:49:30.720]   or withholding from a conversion or anything,
[00:49:30.720 --> 00:49:33.920]   withholding is always treated as having been paid on time.
[00:49:33.920 --> 00:49:37.420]   Whereas if you're paying taxes separately,
[00:49:37.420 --> 00:49:39.220]   making estimated tax payments, there
[00:49:39.220 --> 00:49:41.020]   are specific deadlines for that.
[00:49:41.020 --> 00:49:45.520]   So if you choose to have taxes withheld,
[00:49:45.520 --> 00:49:49.220]   no matter when you do the conversion, you're good.
[00:49:49.220 --> 00:49:51.720]   But again, we don't usually want to have taxes withheld.
[00:49:51.720 --> 00:49:53.620]   Because that means we're using the IRA money.
[00:49:53.620 --> 00:49:56.520]   And most of the time, we want to be using, if we have it,
[00:49:56.520 --> 00:49:58.420]   taxable account money to pay the tax.
[00:49:58.420 --> 00:50:01.120]   And so in that case, we're going to be making an estimated tax
[00:50:01.120 --> 00:50:01.820]   payment.
[00:50:01.820 --> 00:50:03.920]   And estimated tax payments, there's
[00:50:03.920 --> 00:50:05.320]   four over the course of the year.
[00:50:05.320 --> 00:50:06.520]   But they're not quarterly.
[00:50:06.520 --> 00:50:07.920]   They don't happen every three months.
[00:50:07.920 --> 00:50:08.920]   If you think it's every three months,
[00:50:08.920 --> 00:50:10.420]   you're going to get one of them late.
[00:50:10.420 --> 00:50:14.420]   So you just make estimated tax payments on time,
[00:50:14.420 --> 00:50:15.520]   is basically how it works.
[00:50:15.520 --> 00:50:17.520]   Just look up the regular rules for estimated tax payments.
[00:50:17.520 --> 00:50:19.620]   And it looks like we've got 20 seconds left.
[00:50:19.620 --> 00:50:20.520]   Let's see what this is.
[00:50:20.520 --> 00:50:24.820]   Oof, that's not a 20 second one.
[00:50:24.820 --> 00:50:28.320]   [LAUGHTER]
[00:50:28.320 --> 00:50:28.820]   Oh, OK.
[00:50:28.820 --> 00:50:31.720]   I'm 62 with a number of dormant old 401(k)s kicking around
[00:50:31.720 --> 00:50:33.020]   from past employers.
[00:50:33.020 --> 00:50:35.120]   Convert or no?
[00:50:35.120 --> 00:50:39.920]   Well, so likely, it makes sense to be moving those,
[00:50:39.920 --> 00:50:42.420]   just for simplicity's sake, all into one account,
[00:50:42.420 --> 00:50:47.120]   whether that's into an IRA or into your current 401(k).
[00:50:47.120 --> 00:50:48.420]   That's usually what makes sense.
[00:50:48.420 --> 00:50:52.020]   That's separate from the conversion idea.
[00:50:52.020 --> 00:50:54.920]   This factor, having a whole bunch of different 401(k)s,
[00:50:54.920 --> 00:50:57.420]   not really a factor in the Roth conversion analysis, right?
[00:50:57.420 --> 00:50:58.720]   All the things we talked about--
[00:50:58.720 --> 00:51:00.520]   current tax rate, future tax rate--
[00:51:00.520 --> 00:51:04.220]   they're based on dollar amounts rather than number of accounts.
[00:51:04.220 --> 00:51:07.320]   So all the same stuff we said, it's the same,
[00:51:07.320 --> 00:51:09.020]   even if you have a bunch of old 401(k)s.
[00:51:09.020 --> 00:51:10.520]   But if you do have a bunch of old 401(k)s,
[00:51:10.520 --> 00:51:12.420]   it's probably time to do something about that.
[00:51:12.420 --> 00:51:14.920]   So I think that's it, right?
[00:51:14.920 --> 00:51:17.920]   We're over time by a minute and a half now.
[00:51:17.920 --> 00:51:19.980]   you
[00:51:19.980 --> 00:51:22.040]   you

