
[00:00:00.000 --> 00:00:03.000]   Thank you.
[01:01:08.820 --> 01:01:13.780]   So if you're trying to replicate this, don't just run this top to bottom, realize it involves
[01:01:13.780 --> 01:01:21.220]   a bit of jumping around.
[01:01:21.220 --> 01:01:24.460]   The longer you train, the better it gets.
[01:01:24.460 --> 01:01:28.540]   I ended up training it for about 10 hours, but you'll still get very good results much
[01:01:28.540 --> 01:01:32.020]   more quickly if you're less patient.
[01:01:32.020 --> 01:01:35.160]   And so we can try it out, and here is the result.
[01:01:35.160 --> 01:01:41.160]   Here is my pixelated bird, and look here, it's like totally randomly pixels.
[01:01:41.160 --> 01:01:48.900]   And here's the up-sampled version, it's like it's literally invented coloration.
[01:01:48.900 --> 01:01:55.300]   But it figured out what kind of bird it is, and it knows what these feathers are meant
[01:01:55.300 --> 01:01:56.680]   to look like.
[01:01:56.680 --> 01:02:03.620]   And so it has imagined a set of feathers which are compatible with these exact pixels, which
[01:02:03.620 --> 01:02:04.920]   is like genius.
[01:02:04.920 --> 01:02:10.940]   Like same here, there's no way you can tell what these blue dots are meant to represent,
[01:02:10.940 --> 01:02:16.120]   but if you know that this kind of bird has an array of feathers here, you know that's
[01:02:16.120 --> 01:02:17.120]   what they must be.
[01:02:17.120 --> 01:02:20.320]   And then you can figure out where the feathers would have to be such that when they were
[01:02:20.320 --> 01:02:23.080]   pixelated they'd end up in these spots.
[01:02:23.080 --> 01:02:30.780]   So it's like literally reverse engineered, given its knowledge of this exact species
[01:02:30.780 --> 01:02:36.640]   of bird, how it would have to have looked to create this output.
[01:02:36.640 --> 01:02:39.440]   And so this is like so amazing.
[01:02:39.440 --> 01:02:48.100]   It also knows from all the kind of signs around it that this area here was almost certainly
[01:02:48.100 --> 01:02:49.580]   blurred out.
[01:02:49.580 --> 01:02:55.520]   So it's actually reconstructed blurred vegetation.
[01:02:55.520 --> 01:03:00.400]   And if it hadn't done all of those things, it wouldn't have got such a good loss function.
[01:03:00.400 --> 01:03:08.440]   Because in the end, it had to match the activations saying like there's a feather over here and
[01:03:08.440 --> 01:03:17.320]   it's kind of fluffy looking and it's in this direction and all that.
[01:03:17.320 --> 01:03:22.460]   Alright, well that brings us to the end of super resolution.
[01:03:22.460 --> 01:03:27.960]   Don't forget to check out the Ask Jeremy Anything thread and we will do some Ask Jeremy Anything
[01:03:27.960 --> 01:03:28.960]   after the break.
[01:03:28.960 --> 01:03:47.160]   Let's see you back here at quarter to eight.
[01:03:47.160 --> 01:03:54.040]   Okay.
[01:03:54.040 --> 01:04:04.960]   So we are going to do Ask Jeremy Anything, Rachel will tell me the most voted up of your
[01:04:04.960 --> 01:04:05.960]   questions.
[01:04:05.960 --> 01:04:06.960]   Yes, Rachel.
[01:04:06.960 --> 01:04:15.080]   What are the future plans for Fast AI in this course?
[01:04:15.080 --> 01:04:16.560]   Will there be a part three?
[01:04:16.560 --> 01:04:19.480]   If there is a part three, I would really love to take it.
[01:04:19.480 --> 01:04:20.480]   That's cool.
[01:04:20.480 --> 01:04:25.400]   I'm not quite sure, it's always hard to guess.
[01:04:25.400 --> 01:04:28.320]   I hope there will be some kind of follow-up.
[01:04:28.320 --> 01:04:33.700]   Last year after part two, one of the students started up a weekly book club going through
[01:04:33.700 --> 01:04:39.240]   the Ian Goodfellow deep learning book and Ian actually came in and presented quite a
[01:04:39.240 --> 01:04:43.040]   few of the chapters and other people, like there was somebody, an expert, who presented
[01:04:43.040 --> 01:04:44.040]   every chapter.
[01:04:44.040 --> 01:04:46.440]   That was like a really cool part three.
[01:04:46.440 --> 01:04:52.720]   To a large extent it will depend on you, the community, to come up with ideas and to help
[01:04:52.720 --> 01:04:57.360]   make them happen and I'm definitely keen to help.
[01:04:57.360 --> 01:05:01.160]   I've got a bunch of ideas, but I'm nervous about saying them because I'm not sure which
[01:05:01.160 --> 01:05:07.080]   ones will happen and which ones won't, but the more support I have in making things happen
[01:05:07.080 --> 01:05:13.800]   that you want to happen from you, the more likely they are to happen.
[01:05:13.800 --> 01:05:17.440]   What was your experience like starting down the path of entrepreneurship?
[01:05:17.440 --> 01:05:21.920]   Have you always been an entrepreneur or did you start out at a big company and transition
[01:05:21.920 --> 01:05:22.920]   to a start-up?
[01:05:22.920 --> 01:05:26.800]   Did you go from academia to start-ups or start-ups to academia?
[01:05:26.800 --> 01:05:31.720]   I was definitely not in academia, I'm totally a fake academic.
[01:05:31.720 --> 01:05:38.760]   I started at McKinsey & Company which is a strategy firm when I was 18, which meant I
[01:05:38.760 --> 01:05:43.400]   couldn't really go to university, so I didn't really turn up and then I spent eight years
[01:05:43.400 --> 01:05:47.240]   in business helping really big companies on strategic questions.
[01:05:47.240 --> 01:05:53.380]   I always wanted to be an entrepreneur, I planned to already spend two years at McKinsey, the
[01:05:53.380 --> 01:05:58.160]   only thing I really regret in my life was not sticking to that plan and wasting eight
[01:05:58.160 --> 01:05:59.160]   years instead.
[01:05:59.160 --> 01:06:04.480]   So two years would have been perfect, but then I went into entrepreneurship, started
[01:06:04.480 --> 01:06:12.480]   two companies in Australia and the best part about that was that I didn't get any funding,
[01:06:12.480 --> 01:06:19.540]   so all the money that I made was mine, all the decisions were mine and my partners.
[01:06:19.540 --> 01:06:27.400]   I focused entirely on profit and product and customer and service, whereas I find in San
[01:06:27.400 --> 01:06:38.040]   Francisco I'm glad I came here and so the two of us came here for Kaggle, Anthony and
[01:06:38.040 --> 01:06:47.320]   I and raised a ridiculous amount of money, $11 million for this really new company.
[01:06:47.320 --> 01:06:51.720]   That was really interesting but it's also really distracting, trying to worry about
[01:06:51.720 --> 01:06:58.760]   scaling and VCs wanting to see what your business development plans are and also just not having
[01:06:58.760 --> 01:07:02.840]   any real need to actually make a profit.
[01:07:02.840 --> 01:07:11.240]   So I had a bit of the same problem at Inletic, where I again raised a lot of money, $15 million
[01:07:11.240 --> 01:07:17.340]   pretty quickly and a lot of distractions.
[01:07:17.340 --> 01:07:28.320]   So I think trying to bootstrap your own company and focus on making money by selling something
[01:07:28.320 --> 01:07:37.000]   at a profit and then plowing that back into the company worked really well because within
[01:07:37.000 --> 01:07:43.280]   like five years we were making a profit from three months in and within five years we were
[01:07:43.280 --> 01:07:47.800]   making enough of a profit not just to pay all of us in their own wages but also to see
[01:07:47.800 --> 01:07:52.680]   my bank account growing and after ten years sold it for a big chunk of money, not enough
[01:07:52.680 --> 01:07:59.480]   that a VC would be excited but enough that I didn't have to worry about money again.
[01:07:59.480 --> 01:08:05.440]   So I think bootstrapping a company is something which people in the Bay Area at least don't
[01:08:05.440 --> 01:08:10.920]   seem to appreciate how good an idea that is.
[01:08:10.920 --> 01:08:15.240]   If you are 25 years old today and still know what you know where, which you'd be looking
[01:08:15.240 --> 01:08:21.600]   to use AI, what are you working on right now or looking to work on in the next two years?
[01:08:21.600 --> 01:08:24.920]   You should ignore the last part of that, I won't even answer it, it doesn't matter where
[01:08:24.920 --> 01:08:32.200]   I'm looking, what you should do is leverage your knowledge about your domain.
[01:08:32.200 --> 01:08:39.120]   So one of the main reasons we do this is to get people who have backgrounds in whatever,
[01:08:39.120 --> 01:08:53.000]   recruiting, oil field surveys, journalism, activism, whatever, and solve your problems.
[01:08:53.000 --> 01:08:56.680]   It will be really obvious to you what your problems are and it will be really obvious
[01:08:56.680 --> 01:09:00.000]   to you what data you have and where to find it.
[01:09:00.000 --> 01:09:03.160]   Those are all the bits that for everybody else it's really hard, so people who start
[01:09:03.160 --> 01:09:09.280]   out with "Oh I know deep learning" now go and find something to apply it to, basically
[01:09:09.280 --> 01:09:16.240]   never succeed, whereas people who are like "Oh I've been spending 25 years doing specialized
[01:09:16.240 --> 01:09:20.840]   recruiting for legal firms and I know that the key issue is this thing and I know that
[01:09:20.840 --> 01:09:25.360]   this piece of data totally solves it and so I'm just going to do that now and I already
[01:09:25.360 --> 01:09:31.720]   know who to call to actually start selling it to, they're the ones who tend to win.
[01:09:31.720 --> 01:09:44.680]   So if you've done nothing but academic stuff then it's more about your hobbies and interests,
[01:09:44.680 --> 01:09:47.720]   so everybody has hobbies.
[01:09:47.720 --> 01:09:53.520]   The main thing I would say is please don't focus on building tools for data scientists
[01:09:53.520 --> 01:10:00.280]   to use or for software engineers to use because every data scientist knows about the market
[01:10:00.280 --> 01:10:08.920]   of data scientists, whereas only you know about the market for analyzing oil survey well logs
[01:10:08.920 --> 01:10:19.560]   or understanding audiology studies or whatever it is that you do.
[01:10:19.560 --> 01:10:23.360]   Given what you've shown us about applying transfer learning from image recognition to
[01:10:23.360 --> 01:10:27.920]   NLP, there looks to be a lot of value in paying attention to all of the developments that
[01:10:27.920 --> 01:10:32.000]   happen across the whole machine learning field and that if you were to focus in one area
[01:10:32.000 --> 01:10:35.920]   you might miss out on some great advances in other concentrations.
[01:10:35.920 --> 01:10:39.720]   How do you stay aware of all the advancements across the field while still having time to
[01:10:39.720 --> 01:10:42.280]   dig in deep to your specific domains?
[01:10:42.280 --> 01:10:46.640]   Yeah that's awesome, I mean that's kind of the message of this course, one of the key
[01:10:46.640 --> 01:10:52.240]   messages of this course is like lots of good works being done in different places and people
[01:10:52.240 --> 01:10:57.000]   are so specialized most people don't know about it, like if I can get state-of-the-art
[01:10:57.000 --> 01:11:02.440]   results in NLP within six months of starting to look at NLP, then I think that says more
[01:11:02.440 --> 01:11:06.720]   about NLP than it does about me.
[01:11:06.720 --> 01:11:13.160]   So yeah it's kind of like the entrepreneurship thing, it's like you pick the areas that you
[01:11:13.160 --> 01:11:17.800]   see that you know about and kind of transfer stuff like oh we could use deep learning to
[01:11:17.800 --> 01:11:24.840]   solve this problem or in this case like we could use this idea of computer vision to
[01:11:24.840 --> 01:11:27.380]   solve that problem.
[01:11:27.380 --> 01:11:32.440]   So things like transfer learning, I'm sure there's like a thousand things, opportunities
[01:11:32.440 --> 01:11:39.600]   for you to do in other fields to do what Sebastian and I did in NLP with NLP classification.
[01:11:39.600 --> 01:11:43.600]   So the short answer to your question is the way to stay ahead of what's going on would
[01:11:43.600 --> 01:11:50.440]   be to follow my feed of Twitter favorites and my approach is to follow lots and lots
[01:11:50.440 --> 01:11:55.040]   of people on Twitter and put them into the Twitter favorites for you.
[01:11:55.040 --> 01:11:59.080]   Every time I come across something interesting I click favorite and there are two reasons
[01:11:59.080 --> 01:12:03.640]   I do it, the first is that when the next course comes along I go through my favorites to find
[01:12:03.640 --> 01:12:11.480]   which things I want to study and the second is so that you can do the same thing.
[01:12:11.480 --> 01:12:17.040]   And then which do you go deep into, it almost doesn't matter, like I find every time I look
[01:12:17.040 --> 01:12:19.880]   at something it turns out to be super interesting and important.
[01:12:19.880 --> 01:12:26.400]   So just pick something which is like, you feel like solving that problem would be actually
[01:12:26.400 --> 01:12:31.480]   useful for some reason and it doesn't seem to be very popular, which is kind of the opposite
[01:12:31.480 --> 01:12:36.720]   of what everybody else does, everybody else works on the problems which everybody else
[01:12:36.720 --> 01:12:41.360]   is already working on because they're the ones that seem popular and I don't know.
[01:12:41.360 --> 01:12:46.880]   I can't quite understand this kind of thinking but it seems to be very common.
[01:12:46.880 --> 01:12:50.200]   Is deep learning an overkill to use on tabular data?
[01:12:50.200 --> 01:12:59.320]   When is it better to use deep learning instead of machine learning on tabular data?
[01:12:59.320 --> 01:13:03.280]   Is that a real question or did you just put that there so that I would point out that
[01:13:03.280 --> 01:13:10.000]   Rachel Thomas just wrote an article?
[01:13:10.000 --> 01:13:16.520]   Yes, so Rachel's just written about this and Rachel and I spent a long time talking about
[01:13:16.520 --> 01:13:24.280]   it and the short answer is we think it's great to use deep learning on tabular data.
[01:13:24.280 --> 01:13:30.520]   Actually of all the rich, complex, important and interesting things that appear in Rachel's
[01:13:30.520 --> 01:13:37.680]   Twitter stream covering everything from the genocide of the Rohingya through to the latest
[01:13:37.680 --> 01:13:44.540]   ethics violations in AI companies, the one by far that got the most attention and engagement
[01:13:44.540 --> 01:13:51.920]   from the community was her question about is it called tabular data or structured data.
[01:13:51.920 --> 01:13:57.200]   Ask computer people how to name things and you'll get plenty of interest.
[01:13:57.200 --> 01:14:03.000]   There are some really good links here to stuff from Instacart and Pinterest and other folks
[01:14:03.000 --> 01:14:05.520]   who have done some good work in this area.
[01:14:05.520 --> 01:14:09.020]   Many of you that went to the Data Institute conference will have seen Jeremy Stanley's
[01:14:09.020 --> 01:14:12.400]   presentation about the really cool work they did at Instacart.
[01:14:12.400 --> 01:14:13.400]   Yes, Rachel?
[01:14:13.400 --> 01:14:19.960]   I relied heavily on lessons three and four from part one in writing this post, so much
[01:14:19.960 --> 01:14:23.520]   of it may be familiar to you.
[01:14:23.520 --> 01:14:30.600]   Rachel asked me during the post how to tell whether you should use a decision tree ensemble
[01:14:30.600 --> 01:14:37.320]   like GVM or random forest or neural net and my answer is I still don't know.
[01:14:37.320 --> 01:14:42.480]   Nobody I'm aware of has done that research in any particularly meaningful way, so there's
[01:14:42.480 --> 01:14:44.680]   a question to be answered there.
[01:14:44.680 --> 01:14:49.920]   I guess my approach has been to try to make both of those things as accessible as possible
[01:14:49.920 --> 01:14:54.480]   through the fastAI library so you can try them both and see what works.
[01:14:54.480 --> 01:15:09.000]   That was it for the top three questions.
[01:15:09.000 --> 01:15:15.600]   Just quickly to go from super resolution to style transfer is kind of --
[01:15:15.600 --> 01:15:22.040]   I think I missed the one on reinforcement learning.
[01:15:22.040 --> 01:15:26.920]   Reinforcement learning popularity has been on a gradual rise in the recent past.
[01:15:26.920 --> 01:15:28.980]   What's your take on reinforcement learning?
[01:15:28.980 --> 01:15:36.160]   Would fastAI consider covering some ground and popular RL techniques in the future?
[01:15:36.160 --> 01:15:41.520]   I'm still not a believer in reinforcement learning.
[01:15:41.520 --> 01:15:47.280]   I think it's an interesting problem to solve, but it's not at all clear that we have a good
[01:15:47.280 --> 01:15:48.480]   way of solving this problem.
[01:15:48.480 --> 01:15:53.000]   The problem really is the delayed credit problem.
[01:15:53.000 --> 01:15:58.780]   I want to learn to play Pong, I move up or down, and three minutes later I find out whether
[01:15:58.780 --> 01:16:05.520]   I won the game of Pong, which actions I took were actually useful.
[01:16:05.520 --> 01:16:13.480]   To me the idea of calculating the gradients of the output with respect to those inputs,
[01:16:13.480 --> 01:16:21.720]   the credit is so delayed that those derivatives don't seem very interesting.
[01:16:21.720 --> 01:16:25.680]   I get this question quite regularly in every one of these four courses so far.
[01:16:25.680 --> 01:16:28.360]   I've always said the same thing.
[01:16:28.360 --> 01:16:33.520]   I'm rather pleased that finally recently there's been some results showing that basically random
[01:16:33.520 --> 01:16:39.400]   search often does better than reinforcement learning.
[01:16:39.400 --> 01:16:44.800]   Basically what's happened is very well-funded companies with vast amounts of computational
[01:16:44.800 --> 01:16:51.120]   power throw all of it at reinforcement learning problems and get good results and people then
[01:16:51.120 --> 01:16:56.880]   say it's because of the reinforcement learning rather than the vast amounts of compute power.
[01:16:56.880 --> 01:17:04.600]   Or they use extremely thoughtful and clever algorithms like a combination of convolutional
[01:17:04.600 --> 01:17:09.920]   neural nets and Monte Carlo tree search like they did with the AlphaGo stuff to get great
[01:17:09.920 --> 01:17:15.800]   results and people incorrectly say that's because of reinforcement learning but it wasn't
[01:17:15.800 --> 01:17:19.880]   really reinforcement learning at all.
[01:17:19.880 --> 01:17:27.440]   I'm very interested in solving these kind of more generic optimization type problems
[01:17:27.440 --> 01:17:33.880]   rather than just prediction problems and that's what these delayed credit problems look like.
[01:17:33.880 --> 01:17:40.160]   But I don't think we've yet got good enough best practices that I have anything I'm ready
[01:17:40.160 --> 01:17:44.080]   to teach and say like I'm going to teach you this thing because I think it's still going
[01:17:44.080 --> 01:17:46.640]   to be useful next year.
[01:17:46.640 --> 01:17:58.080]   So we'll keep watching and see what happens.
[01:17:58.080 --> 01:18:05.040]   So we're going to now turn the super resolution network basically into a style transfer network
[01:18:05.040 --> 01:18:07.160]   and we'll do this pretty quickly.
[01:18:07.160 --> 01:18:11.940]   We basically already have something, so here's my input image and I'm going to have some
[01:18:11.940 --> 01:18:16.960]   loss function and I've got some neural net again.
[01:18:16.960 --> 01:18:20.600]   So instead of a neural net that does a whole lot of compute and then does upsampling at
[01:18:20.600 --> 01:18:26.520]   the end, our input this time is just as big as our output so we're going to do some downsampling
[01:18:26.520 --> 01:18:30.400]   first and then our compute and then our upsampling.
[01:18:30.400 --> 01:18:34.200]   So that's the first change we're going to make is we're going to add some down sampling,
[01:18:34.200 --> 01:18:37.680]   so some stride 2 convolution layers to the front of our network.
[01:18:37.680 --> 01:18:43.160]   The second is rather than just comparing y, c and x to the same thing here.
[01:18:43.160 --> 01:18:50.320]   So we're going to basically say our input image should look like itself by the end,
[01:18:50.320 --> 01:18:54.120]   so specifically we're going to compare it by chucking it through VGG and comparing it
[01:18:54.120 --> 01:18:58.360]   at one of the activation layers.
[01:18:58.360 --> 01:19:04.600]   And then its style should look like some painting which we'll do just like we did with the Gatties
[01:19:04.600 --> 01:19:10.360]   approach by looking at the grammatrix correspondence at a number of layers.
[01:19:10.360 --> 01:19:16.600]   So that's basically it, and so that ought to be super straightforward, it's really just
[01:19:16.600 --> 01:19:20.000]   combining two things we've already done.
[01:19:20.000 --> 01:19:24.120]   And so all this code at the start is identical, except we don't have high res and low res,
[01:19:24.120 --> 01:19:33.280]   we just have one size 256, all this is the same, my model's the same.
[01:19:33.280 --> 01:19:41.760]   One thing I did here is I did not do any kind of fancy best practices for this one at all,
[01:19:41.760 --> 01:19:47.360]   partly because there doesn't seem to be any, like there's been very little follow-up in
[01:19:47.360 --> 01:19:55.000]   this approach compared to the super resolution stuff, and we'll talk about why in a moment.
[01:19:55.000 --> 01:20:03.200]   So you'll see this is much more normal looking, I've got batch norm layers, I don't have the
[01:20:03.200 --> 01:20:09.920]   scaling factor here, I don't have a pixel shuffle, it's just using a normal upsampling
[01:20:09.920 --> 01:20:15.880]   followed by one by one conge, blah blah blah, so it's just more normal.
[01:20:15.880 --> 01:20:22.260]   One thing they mentioned in the paper is they had a lot of problems with zero padding creating
[01:20:22.260 --> 01:20:27.160]   artifacts, and the way they solved that was by adding 40 pixels of reflection padding
[01:20:27.160 --> 01:20:34.120]   at the start, so I did the same thing, and then they used zero padding in their convolutions
[01:20:34.120 --> 01:20:36.400]   in their res blocks.
[01:20:36.400 --> 01:20:41.320]   Now if you've got zero padding in your convolution in your res blocks, then that means that the
[01:20:41.320 --> 01:20:47.080]   two parts of your resnet won't add up anymore because you've lost a pixel from each side
[01:20:47.080 --> 01:20:49.080]   on each of your two convolutions.
[01:20:49.080 --> 01:20:56.240]   So my res sequential has become res sequential center, and I've removed the last two pixels
[01:20:56.240 --> 01:20:59.000]   on each side of those good cells.
[01:20:59.000 --> 01:21:03.720]   So other than that, this is basically the same as what we had before.
[01:21:03.720 --> 01:21:10.680]   So then we can bring in our starry_night_picture, we can resize it, we can throw it through
[01:21:10.680 --> 01:21:14.060]   our transformations.
[01:21:14.060 --> 01:21:23.540]   Just to make the method a little bit easier for my brain to handle, I took my transform
[01:21:23.540 --> 01:21:29.640]   style image, which after transformations is 3x256x256, and I made a mini-batch.
[01:21:29.640 --> 01:21:32.680]   My batch size is 24, 24 copies of it.
[01:21:32.680 --> 01:21:37.560]   That just makes it a little bit easier to do the batch arithmetic without worrying about
[01:21:37.560 --> 01:21:45.720]   some of the broadcasting, they're not really 24 copies, I used np.broadcast to basically
[01:21:45.720 --> 01:21:52.000]   fake 24 copies.
[01:21:52.000 --> 01:21:58.240]   So just like before, we create our VGG, grab the last block, this time we're going to use
[01:21:58.240 --> 01:22:05.600]   all of these layers so we keep everything up to the 43rd layer.
[01:22:05.600 --> 01:22:12.040]   And so now our combined loss is going to add together a content loss for the 3rd block
[01:22:12.040 --> 01:22:16.840]   plus the gram loss for all of our blocks with different weights.
[01:22:16.840 --> 01:22:23.520]   And so the gram loss, and again, going back to everything being as normal as possible,
[01:22:23.520 --> 01:22:26.800]   I've gone back to using MSE here.
[01:22:26.800 --> 01:22:29.480]   Basically what happened is I had a lot of trouble getting this to train properly, so
[01:22:29.480 --> 01:22:32.480]   I gradually removed trick after trick and eventually just went okay, I'm just going
[01:22:32.480 --> 01:22:38.440]   to make it as bland as possible.
[01:22:38.440 --> 01:22:44.920]   Last week's gram matrix was wrong, by the way, it only worked for a batch size of 1,
[01:22:44.920 --> 01:22:48.680]   and we only had a batch size of 1, so that was fine.
[01:22:48.680 --> 01:22:55.680]   I was using matrix multiply, which meant that every batch was being compared to every other
[01:22:55.680 --> 01:22:56.680]   batch.
[01:22:56.680 --> 01:23:03.840]   You actually need to use batch matrix multiply, which does a matrix multiply per batch.
[01:23:03.840 --> 01:23:06.960]   So that's something to be aware of there.
[01:23:06.960 --> 01:23:12.760]   So I've got my gram matrices, I do my MSE loss between the gram matrices, I weight them,
[01:23:12.760 --> 01:23:20.240]   I style weights, so I create that resnet, so I create my style, my combined loss, passing
[01:23:20.240 --> 01:23:29.180]   in the VGG network, passing in the block IDs, passing in the transformed starry night image,
[01:23:29.180 --> 01:23:34.720]   and so you'll see at the very start here I do a forward pass through my VGG model with
[01:23:34.720 --> 01:23:40.960]   that starry night image in order that I can save the features for it.
[01:23:40.960 --> 01:23:46.040]   Now notice it's really important now that I don't do any data augmentation because I've
[01:23:46.040 --> 01:23:55.240]   saved the style features for a particular non-augmented version, so if I augmented it
[01:23:55.240 --> 01:24:00.960]   it might make some minor problems, but that's fine because I've got all of ImageNet to deal
[01:24:00.960 --> 01:24:04.840]   with, I don't really need to do data augmentation anyway.
[01:24:04.840 --> 01:24:12.120]   Okay, so I've got my loss function and I can go ahead and fit, and there's really nothing
[01:24:12.120 --> 01:24:19.360]   clever here at all, at the end I have my sumLayers equals false so I can see what each part looks
[01:24:19.360 --> 01:24:27.500]   like and see that they're reasonably balanced, and I can finally pop it out.
[01:24:27.500 --> 01:24:35.480]   So I mentioned that should be pretty easy, and yet it took me about four days because
[01:24:35.480 --> 01:24:42.680]   I just found this incredibly fiddly to actually get it to work.
[01:24:42.680 --> 01:24:47.600]   So when I finally got up in the morning I said to Rachel, guess what, they're trained
[01:24:47.600 --> 01:24:48.600]   correctly.
[01:24:48.600 --> 01:24:54.980]   Rachel was like, I never thought that was going to happen.
[01:24:54.980 --> 01:25:00.040]   It just looked awful all the time, and it was really about getting the exact right mix
[01:25:00.040 --> 01:25:05.080]   of content loss versus style loss, the mix of the layers of the style loss, and the worst
[01:25:05.080 --> 01:25:12.680]   part was it takes a really long time to train the damn CNN, and I didn't really know how
[01:25:12.680 --> 01:25:17.840]   long to train it before I decided it wasn't doing well, like should I just train it for
[01:25:17.840 --> 01:25:22.320]   longer or what?
[01:25:22.320 --> 01:25:27.880]   And I don't know, all the little details didn't seem to slightly change it, but it would totally
[01:25:27.880 --> 01:25:29.840]   fall apart all the time.
[01:25:29.840 --> 01:25:39.400]   So I kind of mentioned this partly to say just remember the final answer you see here
[01:25:39.400 --> 01:25:45.240]   is after me driving myself crazy all week, nearly always not working until finally at
[01:25:45.240 --> 01:25:51.560]   the last minute, it finally does, even for things which just seem like they couldn't
[01:25:51.560 --> 01:25:56.220]   possibly be difficult because they're just combining two things we already have working.
[01:25:56.220 --> 01:26:11.280]   The other is to be careful about how we interpret what authors claim.
[01:26:11.280 --> 01:26:20.640]   It was so fiddly getting this style transfer to work, and after doing it, it left me thinking,
[01:26:20.640 --> 01:26:26.600]   why did I bother? Because now I've got something that takes hours to create a network that
[01:26:26.600 --> 01:26:31.640]   can turn any kind of photo into one specific style.
[01:26:31.640 --> 01:26:36.880]   It just seems very unlikely I would want that for anything, like the only reason I could
[01:26:36.880 --> 01:26:43.400]   think that being useful would be to do some art stuff on a video to turn every frame into
[01:26:43.400 --> 01:26:51.480]   some style. It's an incredibly niche thing to do, but when I looked at the paper, the
[01:26:51.480 --> 01:26:59.880]   table was saying we're a thousand times faster than the Gatties approach, which is just such
[01:26:59.880 --> 01:27:07.040]   an obviously meaningless thing to say and such an incredibly misleading thing to say
[01:27:07.040 --> 01:27:14.380]   because it ignores all the hours of training for each individual style. I find this frustrating
[01:27:14.380 --> 01:27:21.200]   because groups like this Stanford group clearly know better, or ought to know better, but still
[01:27:21.200 --> 01:27:29.280]   I guess the academic community kind of encourages people to make these ridiculously grand claims.
[01:27:29.280 --> 01:27:40.880]   It also completely ignores this incredibly sensitive, fiddly training process.
[01:27:40.880 --> 01:27:45.800]   This paper was just so well-accepted when it came out. I remember everybody getting
[01:27:45.800 --> 01:27:50.240]   on Twitter and being like, wow, these Stanford people have found this way of doing style
[01:27:50.240 --> 01:27:58.600]   transfer a thousand times faster. And clearly, the people saying this were like all top researchers
[01:27:58.600 --> 01:28:05.160]   in the field, but clearly none of them actually understood it because nobody said, you know,
[01:28:05.160 --> 01:28:09.400]   I don't see why this is remotely useful and also I tried it and it was incredibly fiddly
[01:28:09.400 --> 01:28:14.720]   to get it all to work. And so it's not until like, what is this now, like 18 months later
[01:28:14.720 --> 01:28:19.320]   or something that I'm finally coming back to it and kind of thinking like, wait a minute,
[01:28:19.320 --> 01:28:26.280]   this is kind of stupid. So this is the answer I think to the question of why haven't people
[01:28:26.280 --> 01:28:30.440]   done follow-ups on this to like create really amazing best practices and better approaches
[01:28:30.440 --> 01:28:36.760]   like with a super resolution part of the paper? And I think the answer is because it's done.
[01:28:36.760 --> 01:28:44.400]   So I think this part of the paper is clearly not done, you know, and it's been improved
[01:28:44.400 --> 01:28:49.840]   and improved and improved and now we have great super resolution and I think we can
[01:28:49.840 --> 01:28:57.880]   derive from that great noise reduction, great colorization, great, you know, slant removal,
[01:28:57.880 --> 01:29:06.280]   great interactive artifact removal, whatever else. So I think there's a lot of really cool
[01:29:06.280 --> 01:29:10.560]   techniques here. It's also leveraging a lot of stuff that we've been learning and getting
[01:29:10.560 --> 01:29:12.280]   better and better at.
[01:29:12.280 --> 01:29:20.240]   Okay, so then finally let's talk about segmentation. This is from the famous CAMVID dataset which
[01:29:20.240 --> 01:29:24.760]   is a classic example of an academic segmentation dataset. And basically you can see what we
[01:29:24.760 --> 01:29:30.920]   do is we start with a picture, there are actually video frames in this dataset like here, and
[01:29:30.920 --> 01:29:40.360]   we construct, we have some labels where they're not actually colors, each one has an ID and
[01:29:40.360 --> 01:29:45.880]   the IDs are mapped colors, so like red might be one, purple might be two, like pink might
[01:29:45.880 --> 01:29:54.760]   be three. And so all the buildings, you know, one class or the cars or another class, all
[01:29:54.760 --> 01:29:59.560]   the people or another class, all the road is another class. And so what we're actually
[01:29:59.560 --> 01:30:07.720]   doing here is multi-class classification for every pixel, okay? And so you can see sometimes
[01:30:07.720 --> 01:30:13.560]   that multi-class classification really is quite tricky, you know, like these branches.
[01:30:13.560 --> 01:30:19.000]   Although sometimes the labels are really not that great, you know, this is very coarse,
[01:30:19.000 --> 01:30:25.920]   as you can see. So here are traffic lights and so forth. So that's what we're going to
[01:30:25.920 --> 01:30:32.160]   do. We're going to do, this is segmentation. And so it's a lot like bounding boxes, right?
[01:30:32.160 --> 01:30:38.480]   But rather than just finding a box around each thing, we're actually going to label
[01:30:38.480 --> 01:30:47.160]   every single pixel with its class. And really that's actually a lot easier because it fits
[01:30:47.160 --> 01:30:54.240]   our CNN style so nicely that we basically, we can create any CNN where the output is
[01:30:54.240 --> 01:31:02.240]   an n by m grid containing the integers from 0 to c where there are c categories, and then
[01:31:02.240 --> 01:31:07.920]   we can use cross-entropy loss with a softmax activation and we're done. So I could actually
[01:31:07.920 --> 01:31:12.320]   stop the class there and you can go and use exactly the approaches you've learned in like
[01:31:12.320 --> 01:31:18.800]   lessons 1 and 2 and you'll get a perfectly okay result. So the first thing to say is
[01:31:18.800 --> 01:31:22.800]   like this is not actually a terribly hard thing to do, but we're going to try and do
[01:31:22.800 --> 01:31:30.320]   it really well. And so let's start by doing it the really simple way. And we're going
