
[00:00:00.000 --> 00:00:00.800]   Hey, everyone.
[00:32:36.820 --> 00:32:39.420]   hey, you're abusing our API to shut them down.
[00:32:39.420 --> 00:32:41.420]   And instead we're like, oh, this is interesting.
[00:32:41.420 --> 00:32:44.220]   Like, people want to run these models.
[00:32:44.220 --> 00:32:48.500]   So we documented the API in a Notion document,
[00:32:48.500 --> 00:32:50.860]   like our internal API in a Notion document,
[00:32:50.860 --> 00:32:54.620]   and messaged this person being like, hey,
[00:32:54.620 --> 00:32:57.140]   you seem to have found our API.
[00:32:57.140 --> 00:32:58.180]   Here's the documentation.
[00:32:58.180 --> 00:33:01.980]   That'll be like $1,000 a month, please, with a straight form
[00:33:01.980 --> 00:33:04.540]   that we just clicked some buttons to make.
[00:33:04.540 --> 00:33:06.340]   And they were like, sure, that sounds great.
[00:33:06.340 --> 00:33:08.780]   So that was our first customer.
[00:33:08.780 --> 00:33:10.140]   FRANCESC CAMPOY: $1,000 a month?
[00:33:10.140 --> 00:33:11.780]   MARK MANDEL: It was a surprising amount of money, yeah.
[00:33:11.780 --> 00:33:13.300]   FRANCESC CAMPOY: That's not casual.
[00:33:13.300 --> 00:33:14.860]   MARK MANDEL: It was on the order of $1,000 a month.
[00:33:14.860 --> 00:33:17.020]   FRANCESC CAMPOY: So was it a business?
[00:33:17.020 --> 00:33:20.420]   MARK MANDEL: It was the creator of PixRay.
[00:33:20.420 --> 00:33:23.220]   He generated NFT art.
[00:33:23.220 --> 00:33:27.180]   And so he made a bunch of art with these models
[00:33:27.180 --> 00:33:31.300]   and was selling these NFTs, effectively.
[00:33:31.300 --> 00:33:33.100]   And I think lots of people in his community
[00:33:33.100 --> 00:33:34.220]   were doing similar things.
[00:33:34.220 --> 00:33:35.840]   And he then referred us to other people
[00:33:35.840 --> 00:33:39.860]   who were also generating NFTs and trying to save models.
[00:33:39.860 --> 00:33:44.860]   And that was the start of our API business, yeah.
[00:33:44.860 --> 00:33:47.620]   And then we made an official API and actually
[00:33:47.620 --> 00:33:52.720]   added some billing to it so it wasn't just like a fixed fee.
[00:33:52.720 --> 00:33:55.020]   FRANCESC CAMPOY: And now people think of you as the host
[00:33:55.020 --> 00:33:56.140]   and models API business.
[00:33:56.140 --> 00:33:57.660]   MARK MANDEL: Yeah, exactly.
[00:33:57.660 --> 00:33:59.500]   But that just turned out to be our business.
[00:33:59.500 --> 00:34:02.380]   But what ended up being beautiful about this
[00:34:02.380 --> 00:34:05.820]   is it was really fulfilling, like the original goal of what
[00:34:05.820 --> 00:34:08.220]   we wanted to do is that we wanted to make this research
[00:34:08.220 --> 00:34:12.220]   that people were making accessible to other people
[00:34:12.220 --> 00:34:14.460]   and for it to be used in the real world.
[00:34:14.460 --> 00:34:17.860]   And this was just ultimately the right way
[00:34:17.860 --> 00:34:19.900]   to do it because all of these people making
[00:34:19.900 --> 00:34:22.460]   these generative models could publish them to replicate,
[00:34:22.460 --> 00:34:24.380]   and they wanted a place to publish it.
[00:34:24.380 --> 00:34:26.900]   And software engineers, like myself--
[00:34:26.900 --> 00:34:28.300]   I'm not a machine learning expert,
[00:34:28.300 --> 00:34:30.180]   but I want to use this stuff--
[00:34:30.180 --> 00:34:32.500]   could just run these models with a single line of code.
[00:34:32.500 --> 00:34:34.380]   And we thought, oh, maybe the Docker image is enough.
[00:34:34.380 --> 00:34:36.380]   But it's actually super hard to get the Docker image running
[00:34:36.380 --> 00:34:37.300]   on a GPU and stuff.
[00:34:37.300 --> 00:34:40.060]   So it really needed to be the hosted API for this to work
[00:34:40.060 --> 00:34:42.100]   and to make it accessible to software engineers.
[00:34:42.100 --> 00:34:45.340]   And we just wound our way to this--
[00:34:45.340 --> 00:34:47.940]   FRANCESC CAMPOY: Yeah, two years to the first paying customer.
[00:34:47.940 --> 00:34:49.620]   MARK MANDEL: Yeah, exactly.
[00:34:49.620 --> 00:34:51.580]   FRANCESC CAMPOY: Did you ever think about becoming
[00:34:51.580 --> 00:34:53.220]   MidJourney during that time?
[00:34:53.220 --> 00:34:55.140]   You have so much interest in image generation.
[00:34:55.140 --> 00:34:57.020]   MARK MANDEL: What could have been?
[00:34:57.020 --> 00:35:01.020]   I mean, you're doing fine, for the record, but you know.
[00:35:01.020 --> 00:35:01.820]   It was right there.
[00:35:01.820 --> 00:35:04.100]   You were playing with it.
[00:35:04.100 --> 00:35:06.740]   Yeah, I don't think it was our expertise.
[00:35:06.740 --> 00:35:08.740]   I think our expertise was DevTools rather than--
[00:35:08.740 --> 00:35:12.420]   MidJourney is almost like a consumer products.
[00:35:12.420 --> 00:35:14.300]   So I don't think it was our expertise.
[00:35:14.300 --> 00:35:16.220]   It certainly occurred to us.
[00:35:16.220 --> 00:35:18.060]   I think at the time, we were thinking about,
[00:35:18.060 --> 00:35:19.940]   like, oh, maybe we could hire some of these people
[00:35:19.940 --> 00:35:22.440]   in this community and make great models and stuff like this.
[00:35:22.440 --> 00:35:26.380]   But we ended up more being at the tooling.
[00:35:26.380 --> 00:35:28.740]   I think before, I was saying, I'm not really a researcher.
[00:35:28.740 --> 00:35:30.500]   I'm more like the tool builder, the behind the scenes.
[00:35:30.500 --> 00:35:32.420]   And I think both me and Andreas are like that.
[00:35:32.420 --> 00:35:33.380]   FRANCESC CAMPOY: Yeah.
[00:35:33.380 --> 00:35:35.260]   I think this is also like an illustration
[00:35:35.260 --> 00:35:37.220]   of the tool builder philosophy, something
[00:35:37.220 --> 00:35:39.500]   where you latch onto in DevTools, which
[00:35:39.500 --> 00:35:41.500]   is when you see people behaving weird,
[00:35:41.500 --> 00:35:43.940]   it's not their fault, it's yours.
[00:35:43.940 --> 00:35:46.380]   And you want to pave the cow paths, is what they say, right?
[00:35:46.380 --> 00:35:48.540]   Like, the unofficial paths that people are making,
[00:35:48.540 --> 00:35:50.580]   like, make it official and make it easy for them,
[00:35:50.580 --> 00:35:52.780]   and then maybe charge a bit of money.
[00:35:52.780 --> 00:35:54.300]   Yeah.
[00:35:54.300 --> 00:35:56.460]   And now fast forward a couple of years,
[00:35:56.460 --> 00:35:59.940]   you have two million developers using Replicate, maybe more.
[00:35:59.940 --> 00:36:01.980]   That was the last public number that I found.
[00:36:01.980 --> 00:36:04.700]   Two million-- I think that got mangled, actually, by--
[00:36:04.700 --> 00:36:05.900]   it's two million users.
[00:36:05.900 --> 00:36:07.100]   Not all those people are developers,
[00:36:07.100 --> 00:36:08.460]   but a lot of them are developers.
[00:36:08.460 --> 00:36:09.780]   Yeah.
[00:36:09.780 --> 00:36:13.660]   And then 30,000 paying customers was the number.
[00:36:13.660 --> 00:36:14.940]   That's awesome.
[00:36:14.940 --> 00:36:16.620]   Latent Space runs on Replicate.
[00:36:16.620 --> 00:36:18.860]   So we had a small podcaster, and we host--
[00:36:18.860 --> 00:36:20.620]   FRANCESC CAMPOY: We do a transcription on--
[00:36:20.620 --> 00:36:23.300]   MARK MANDEL: --Whisper diarization on Replicate.
[00:36:23.300 --> 00:36:24.180]   And we're paying.
[00:36:24.180 --> 00:36:27.860]   So we're late in space, and this is in the 30,000.
[00:36:27.860 --> 00:36:31.620]   You raised $40 million, Series B.
[00:36:31.620 --> 00:36:34.740]   I would say that maybe the stable diffusion time, August
[00:36:34.740 --> 00:36:39.320]   '22, was really when the company started to break out.
[00:36:39.320 --> 00:36:41.820]   Tell us a bit about that and the community that came out.
[00:36:41.820 --> 00:36:45.500]   And I know now you're expanding beyond just image generation.
[00:36:45.500 --> 00:36:48.500]   Yeah.
[00:36:48.500 --> 00:36:50.220]   I think we kind of set ourselves--
[00:36:50.220 --> 00:36:52.660]   we saw there was this really interesting generative image
[00:36:52.660 --> 00:36:53.300]   world going on.
[00:36:53.300 --> 00:36:59.420]   So we're building the tools for that community already, really.
[00:36:59.420 --> 00:37:03.420]   And we knew stable diffusion was coming out.
[00:37:03.420 --> 00:37:05.040]   We knew it was a really exciting thing.
[00:37:05.040 --> 00:37:08.060]   It was the best generative image model so far.
[00:37:08.060 --> 00:37:10.020]   I think the thing we underestimated
[00:37:10.020 --> 00:37:12.860]   was just what an inflection point it would be,
[00:37:12.860 --> 00:37:13.660]   where it was--
[00:37:13.660 --> 00:37:19.020]   it was-- I think Simon Willison put it this way,
[00:37:19.020 --> 00:37:20.820]   where he said something along the lines of,
[00:37:20.820 --> 00:37:24.580]   it was a model that was open source and tinkerable
[00:37:24.580 --> 00:37:32.260]   and good enough that it was just good enough
[00:37:32.260 --> 00:37:34.900]   and open source and tinkerable, such that it just took off
[00:37:34.900 --> 00:37:37.540]   in a way that none of the models had before.
[00:37:37.540 --> 00:37:40.520]   And what was really neat about stable diffusion
[00:37:40.520 --> 00:37:44.580]   is it was open source, so you could--
[00:37:44.580 --> 00:37:48.340]   compared to DALI, for example, which was equivalent quality,
[00:37:48.340 --> 00:37:49.180]   it was open source.
[00:37:49.180 --> 00:37:50.760]   So you could fork it and tinker on it.
[00:37:50.760 --> 00:37:53.580]   And the first week, we saw people making animation models
[00:37:53.580 --> 00:37:54.080]   out of it.
[00:37:54.080 --> 00:37:57.420]   We saw people make game texture models
[00:37:57.420 --> 00:38:00.460]   that use circular convolutions to make repeatable textures.
[00:38:00.460 --> 00:38:03.740]   We saw-- what else did we see?
[00:38:03.740 --> 00:38:05.620]   A few weeks later, people were fine-tuning it
[00:38:05.620 --> 00:38:07.820]   so you could put your face in these models.
[00:38:07.820 --> 00:38:09.940]   And all of these other--
[00:38:09.940 --> 00:38:11.220]   Textual inversion.
[00:38:11.220 --> 00:38:12.020]   Yeah, exactly.
[00:38:12.020 --> 00:38:13.940]   That happened a bit before that.
[00:38:13.940 --> 00:38:18.140]   And all of this innovation was happening all of a sudden.
[00:38:18.140 --> 00:38:19.860]   And people were publishing on Replicate
[00:38:19.860 --> 00:38:22.400]   because you could just publish arbitrary models on Replicate.
[00:38:22.400 --> 00:38:25.140]   So we had this supply of interesting stuff being built.
[00:38:25.140 --> 00:38:28.580]   But because it was a sufficiently good model,
[00:38:28.580 --> 00:38:33.100]   there was also just a ton of people building with it.
[00:38:33.100 --> 00:38:35.500]   They were like, oh, we can build products with this thing.
[00:38:35.500 --> 00:38:37.380]   And this was about the time where people were starting
[00:38:37.380 --> 00:38:38.420]   to get really interested in AI.
[00:38:38.420 --> 00:38:40.980]   So tons of product builders wanted to build stuff with it.
[00:38:40.980 --> 00:38:41.900]   And we were just sitting in there
[00:38:41.900 --> 00:38:44.580]   in the middle as the interface layer between all these people
[00:38:44.580 --> 00:38:46.660]   who wanted to build and all these machine learning
[00:38:46.660 --> 00:38:48.860]   experts who were building cool models.
[00:38:48.860 --> 00:38:50.580]   And that's really where it took off.
[00:38:50.580 --> 00:38:53.000]   We were just incredible supply, incredible demand.
[00:38:53.000 --> 00:38:55.260]   And we were just in the middle.
[00:38:55.260 --> 00:38:58.840]   And then, yeah, since then we've just grown and grown, really.
[00:38:58.840 --> 00:39:02.080]   And we've been building a lot for the indie hacker community,
[00:39:02.080 --> 00:39:04.340]   these individual tinkerers, but also startups,
[00:39:04.340 --> 00:39:07.200]   and a lot of large companies as well who are exploring
[00:39:07.200 --> 00:39:09.560]   and building AI things.
[00:39:09.560 --> 00:39:13.880]   And then the same thing happened middle of last year
[00:39:13.880 --> 00:39:16.280]   with language models and LLAMA2, where
[00:39:16.280 --> 00:39:19.840]   the same stable diffusion effect happened with LLAMA.
[00:39:19.840 --> 00:39:21.640]   And LLAMA2 was our biggest week of growth
[00:39:21.640 --> 00:39:23.760]   ever because tons of people wanted to tinker with it
[00:39:23.760 --> 00:39:25.000]   and run it.
[00:39:25.000 --> 00:39:27.320]   And since then, we've just been seeing a ton of growth
[00:39:27.320 --> 00:39:29.720]   in language models as well as image models.
[00:39:29.720 --> 00:39:33.880]   And yeah, we're just riding a lot of the interest that's
[00:39:33.880 --> 00:39:37.560]   going on in AI and all the people building in AI.
[00:39:37.560 --> 00:39:39.160]   FRANCESC CAMPOY: That's-- yeah, kudos.
[00:39:39.160 --> 00:39:40.160]   Right place, right time.
[00:39:40.160 --> 00:39:44.480]   But also took a while to position for the right place
[00:39:44.480 --> 00:39:46.360]   before the wave came.
[00:39:46.360 --> 00:39:49.240]   I'm curious if you have any insights
[00:39:49.240 --> 00:39:51.880]   on these different markets.
[00:39:51.880 --> 00:39:56.200]   So Peter Levels, notably a very loud person,
[00:39:56.200 --> 00:39:58.120]   very picky about his tools.
[00:39:58.120 --> 00:39:59.760]   I wasn't sure, actually, if he used you.
[00:39:59.760 --> 00:40:02.680]   He does because you cited him on your Series B blog post,
[00:40:02.680 --> 00:40:05.240]   and Danny Post might as well, his competitor,
[00:40:05.240 --> 00:40:07.040]   all in that wave.
[00:40:07.040 --> 00:40:12.760]   What are their needs versus the more enterprise or B2B type
[00:40:12.760 --> 00:40:14.080]   needs?
[00:40:14.080 --> 00:40:16.240]   Did you come to a decision point where you're like,
[00:40:16.240 --> 00:40:18.280]   OK, how serious are these indie hackers
[00:40:18.280 --> 00:40:20.040]   versus the actual businesses that
[00:40:20.040 --> 00:40:22.720]   are bigger and perhaps better customers because they're
[00:40:22.720 --> 00:40:23.840]   less churny?
[00:40:23.840 --> 00:40:25.960]   They're surprisingly similar because I
[00:40:25.960 --> 00:40:29.480]   think a lot of people right now want to use and build with AI,
[00:40:29.480 --> 00:40:32.040]   but they're not AI experts.
[00:40:32.040 --> 00:40:34.080]   And they're not infrastructure experts either.
[00:40:34.080 --> 00:40:35.780]   So they want to be able to use this stuff
[00:40:35.780 --> 00:40:38.680]   without having to figure out all the internals of the models
[00:40:38.680 --> 00:40:42.040]   and touch PyTorch and whatever.
[00:40:42.040 --> 00:40:44.680]   And they also don't want to be setting up and booting up
[00:40:44.680 --> 00:40:46.800]   servers.
[00:40:46.800 --> 00:40:51.360]   And that's the same all the way from indie hackers just
[00:40:51.360 --> 00:40:53.280]   getting started-- because obviously, you just
[00:40:53.280 --> 00:40:55.200]   want to get started as quickly as possible--
[00:40:55.200 --> 00:40:57.160]   all the way through to large companies
[00:40:57.160 --> 00:41:00.000]   who want to be able to use this stuff,
[00:41:00.000 --> 00:41:04.200]   but don't have all of the experts on stuff.
[00:41:04.200 --> 00:41:07.680]   I think some companies are quite--
[00:41:07.680 --> 00:41:09.380]   big companies like Google and so on that
[00:41:09.380 --> 00:41:10.840]   do actually have a lot of experts on stuff,
[00:41:10.840 --> 00:41:12.560]   but the vast majority of companies don't.
[00:41:12.560 --> 00:41:13.600]   And they're all software engineers
[00:41:13.600 --> 00:41:15.300]   who want to be able to use this AI stuff,
[00:41:15.300 --> 00:41:17.080]   but they just don't know how to use it.
[00:41:17.080 --> 00:41:19.320]   And it's like, you really need to be an expert.
[00:41:19.320 --> 00:41:20.800]   And it takes a long time to learn the skills
[00:41:20.800 --> 00:41:21.760]   to be able to use that.
[00:41:21.760 --> 00:41:24.200]   So they're surprisingly similar in that sense.
[00:41:24.200 --> 00:41:30.160]   And I think it's kind of also unfair of the indie community.
[00:41:30.160 --> 00:41:32.360]   They're not churning, surprisingly, or churny
[00:41:32.360 --> 00:41:33.600]   or spiky, surprisingly.
[00:41:33.600 --> 00:41:36.040]   They're building real established businesses,
[00:41:36.040 --> 00:41:39.240]   which is like, kudos to them of building
[00:41:39.240 --> 00:41:44.760]   these really large, sustainable businesses, often just
[00:41:44.760 --> 00:41:47.800]   as solo developers.
[00:41:47.800 --> 00:41:50.260]   And it's kind of remarkable how they can do that, actually.
[00:41:50.260 --> 00:41:53.320]   And it's in credit to a lot of their product skills.
[00:41:53.320 --> 00:41:55.600]   And we're just there to help them,
[00:41:55.600 --> 00:41:57.640]   being their machine learning team, effectively,
[00:41:57.640 --> 00:41:59.760]   to help them use all of this stuff.
[00:41:59.760 --> 00:42:02.280]   So we're actually making--
[00:42:02.280 --> 00:42:04.880]   a lot of these indie hackers are some of our largest customers,
[00:42:04.880 --> 00:42:06.720]   alongside some of our biggest customers
[00:42:06.720 --> 00:42:12.560]   that you would think would be spending a lot more money
[00:42:12.560 --> 00:42:13.200]   than them.
[00:42:13.200 --> 00:42:13.720]   Yeah.
[00:42:13.720 --> 00:42:14.760]   And we should name some of these.
[00:42:14.760 --> 00:42:16.180]   You have them on your landing page.
[00:42:16.180 --> 00:42:16.920]   You have BuzzFeed.
[00:42:16.920 --> 00:42:21.400]   You have Unsplash, Character AI.
[00:42:21.400 --> 00:42:22.720]   What do they power?
[00:42:22.720 --> 00:42:24.260]   What can you say about their usage?
[00:42:24.260 --> 00:42:24.880]   Yeah, totally.
[00:42:24.880 --> 00:42:28.200]   It's kind of various things.
[00:42:28.200 --> 00:42:28.960]   I'm trying to think.
[00:42:28.960 --> 00:42:33.360]   Let me actually think.
[00:42:33.360 --> 00:42:35.680]   What can I say about what customers?
[00:42:35.680 --> 00:42:37.120]   Well, I mean, I'm naming them because they're
[00:42:37.120 --> 00:42:38.000]   on your landing page.
[00:42:38.000 --> 00:42:40.480]   So you have logo rights.
[00:42:40.480 --> 00:42:42.640]   It's useful for people to--
[00:42:42.640 --> 00:42:43.640]   I'm not imaginative.
[00:42:43.640 --> 00:42:45.480]   I see-- monkeys see monkeys do, right?
[00:42:45.480 --> 00:42:47.840]   Like, if I see someone doing something that I want to do,
[00:42:47.840 --> 00:42:50.040]   then I'm like, OK, Replicate's great for that.
[00:42:50.040 --> 00:42:52.320]   So that's what I think about case studies on company
[00:42:52.320 --> 00:42:55.000]   landing pages, is that it's just a way of explaining,
[00:42:55.000 --> 00:42:57.800]   like, yep, this is something that we are good for.
[00:42:57.800 --> 00:42:58.800]   Yeah, totally.
[00:42:58.800 --> 00:43:01.800]   I mean, these companies are doing things
[00:43:01.800 --> 00:43:03.300]   all the way up and down the stack
[00:43:03.300 --> 00:43:05.320]   at different levels of sophistication.
[00:43:05.320 --> 00:43:10.160]   So Unsplash, for example, they actually
[00:43:10.160 --> 00:43:12.440]   publicly posted this story on Twitter
[00:43:12.440 --> 00:43:17.280]   where they're using Blip to annotate all
[00:43:17.280 --> 00:43:19.180]   of the images in their catalog.
[00:43:19.180 --> 00:43:20.920]   So they have lots of images in the catalog,
[00:43:20.920 --> 00:43:22.920]   and they want to create a text description of it
[00:43:22.920 --> 00:43:24.160]   so you can search for it.
[00:43:24.160 --> 00:43:26.880]   And they're annotating images with off-the-shelf open source
[00:43:26.880 --> 00:43:27.400]   model.
[00:43:27.400 --> 00:43:30.360]   We have this big library of open source models that you can run.
[00:43:30.360 --> 00:43:32.940]   And we've got lots of people who are running these open source
[00:43:32.940 --> 00:43:34.280]   models off the shelf.
[00:43:34.280 --> 00:43:37.920]   And then most of our larger customers
[00:43:37.920 --> 00:43:39.880]   are doing more sophisticated stuff.
[00:43:39.880 --> 00:43:42.200]   So they're fine-tuning the models.
[00:43:42.200 --> 00:43:45.000]   They're running completely custom models on us.
[00:43:45.000 --> 00:43:47.640]   And so a lot of these larger companies
[00:43:47.640 --> 00:43:54.000]   are using us for a lot of their inference.
[00:43:54.000 --> 00:43:56.400]   But it's a lot of custom models and them
[00:43:56.400 --> 00:43:58.800]   writing the Python themselves, because they've
[00:43:58.800 --> 00:44:01.280]   got machine learning experts on the team.
[00:44:01.280 --> 00:44:04.640]   And they're using us for their inference infrastructure
[00:44:04.640 --> 00:44:05.840]   effectively.
[00:44:05.840 --> 00:44:08.080]   So it's lots of different levels of sophistication,
[00:44:08.080 --> 00:44:10.760]   where some people are using these off-the-shelf models.
[00:44:10.760 --> 00:44:13.080]   Some people are fine-tuning models.
[00:44:13.080 --> 00:44:15.540]   Peter Levels is a great example, where a lot of his products
[00:44:15.540 --> 00:44:19.420]   are based off fine-tuning image models, for example.
[00:44:19.420 --> 00:44:21.120]   And then we've also got larger customers
[00:44:21.120 --> 00:44:23.060]   who are just using us as infrastructure,
[00:44:23.060 --> 00:44:25.760]   effectively, as servers.
[00:44:25.760 --> 00:44:30.000]   So yeah, it's all things up and down the stack.
[00:44:30.000 --> 00:44:33.520]   Let's talk a bit about Cog and the technical layer.
[00:44:33.520 --> 00:44:37.080]   So there are a lot of GPU clouds.
[00:44:37.080 --> 00:44:39.520]   I think people have different pricing points.
[00:44:39.520 --> 00:44:41.940]   And I think everybody tries to offer a different developer
[00:44:41.940 --> 00:44:46.080]   experience on top of it, which then lets you charge a premium.
[00:44:46.080 --> 00:44:48.120]   Why did you want to create Cog?
[00:44:48.120 --> 00:44:49.960]   What were some of the-- you worked at Docker.
[00:44:49.960 --> 00:44:52.240]   What were some of the issues with traditional container
[00:44:52.240 --> 00:44:53.920]   runtimes?
[00:44:53.920 --> 00:44:57.080]   And maybe, yeah, what were you surprised with as you built it?
[00:44:57.080 --> 00:44:58.920]   Cog came right from the start, actually,
[00:44:58.920 --> 00:45:05.600]   when we were thinking about this evaluation,
[00:45:05.600 --> 00:45:08.760]   the benchmarking system for machine learning researchers,
[00:45:08.760 --> 00:45:11.520]   where we wanted researchers to publish their models
[00:45:11.520 --> 00:45:16.000]   in a standard format that was guaranteed to keep on running,
[00:45:16.000 --> 00:45:17.920]   that you could replicate the results of.
[00:45:17.920 --> 00:45:19.640]   That's where the name came from.
[00:45:19.640 --> 00:45:22.800]   And we realized that we needed something like Docker
[00:45:22.800 --> 00:45:24.920]   to make that work.
[00:45:24.920 --> 00:45:28.360]   And I think it was just natural, from my point of view,
[00:45:28.360 --> 00:45:29.940]   obviously, that should be open source,
[00:45:29.940 --> 00:45:32.080]   that we should try and create some kind of open standard
[00:45:32.080 --> 00:45:33.200]   here that people can share.
[00:45:33.200 --> 00:45:35.400]   Because if more people use this format,
[00:45:35.400 --> 00:45:38.560]   then that's great for everyone involved.
[00:45:38.560 --> 00:45:41.560]   I think the magic of Docker is not really in the software.
[00:45:41.560 --> 00:45:44.640]   It's just the standard that people have agreed on.
[00:45:44.640 --> 00:45:49.000]   Here are a bunch of keys for a JSON document, basically.
[00:45:49.000 --> 00:45:53.280]   And that was the magic of the metaphor of real containerization
[00:45:53.280 --> 00:45:53.760]   as well.
[00:45:53.760 --> 00:45:55.640]   It's not the containers that are interesting.
[00:45:55.640 --> 00:45:59.540]   It's like the size and shape of the damn box.
[00:45:59.540 --> 00:46:01.280]   And it's a similar thing here, where really we just
[00:46:01.280 --> 00:46:03.320]   wanted to get people to agree on this is what
[00:46:03.320 --> 00:46:04.800]   a machine learning model is.
[00:46:04.800 --> 00:46:07.760]   This is how a prediction works.
[00:46:07.760 --> 00:46:09.000]   This is what the inputs are.
[00:46:09.000 --> 00:46:10.480]   This is what the outputs are.
[00:46:10.480 --> 00:46:13.120]   So Cog is really just a Docker container
[00:46:13.120 --> 00:46:17.400]   that attaches to a CUDA device, if it needs a GPU, that
[00:46:17.400 --> 00:46:21.920]   has a open API specification as a label on the Docker image.
[00:46:21.920 --> 00:46:26.800]   And the open API specification defines the interface
[00:46:26.800 --> 00:46:32.440]   for the machine learning model, like the inputs and outputs
[00:46:32.440 --> 00:46:36.680]   effectively, or the params in machine learning terminology.
[00:46:36.680 --> 00:46:40.040]   And we just wanted to get people to agree on this thing.
[00:46:40.040 --> 00:46:41.440]   And it's general purpose enough.
[00:46:41.440 --> 00:46:43.620]   We weren't saying-- some of the existing things
[00:46:43.620 --> 00:46:45.200]   were at the graph level.
[00:46:45.200 --> 00:46:47.160]   But we really wanted something general purpose
[00:46:47.160 --> 00:46:48.680]   enough that you could just put anything inside this.
[00:46:48.680 --> 00:46:49.980]   And it was future compatible.
[00:46:49.980 --> 00:46:51.900]   And it was just like arbitrary software.
[00:46:51.900 --> 00:46:54.360]   And it'd be future compatible with future inference servers
[00:46:54.360 --> 00:46:56.080]   and future machine learning model formats
[00:46:56.080 --> 00:46:57.760]   and all this kind of stuff.
[00:46:57.760 --> 00:47:00.000]   So that was the intent behind it.
[00:47:00.000 --> 00:47:04.800]   And it just came naturally that we
[00:47:04.800 --> 00:47:06.080]   wanted to define this format.
[00:47:06.080 --> 00:47:08.520]   And that's been really working for us.
[00:47:08.520 --> 00:47:11.240]   A bunch of people have been using Cog outside of Replicates,
[00:47:11.240 --> 00:47:13.080]   which is kind of our original intention.
[00:47:13.080 --> 00:47:15.320]   This should be how machine learning models are packaged
[00:47:15.320 --> 00:47:16.520]   and how people should use it.
[00:47:16.520 --> 00:47:19.000]   It's common to use Cog in situations
[00:47:19.000 --> 00:47:23.080]   where maybe they can't use the SAS service because they're
[00:47:23.080 --> 00:47:23.800]   in a big company.
[00:47:23.800 --> 00:47:28.760]   And they're not allowed to use a SAS service.
[00:47:28.760 --> 00:47:30.300]   But they can use Cog internally still.
[00:47:30.300 --> 00:47:32.260]   And they can download the models from Replicates
[00:47:32.260 --> 00:47:34.680]   and run them internally in their org, which
[00:47:34.680 --> 00:47:35.720]   we've been seeing happen.
[00:47:35.720 --> 00:47:37.240]   That works really well.
[00:47:37.240 --> 00:47:39.440]   People who want to build custom inference pipelines
[00:47:39.440 --> 00:47:40.980]   but don't want to reinvent the world,
[00:47:40.980 --> 00:47:42.520]   they can use Cog off the shelf and use
[00:47:42.520 --> 00:47:45.720]   it as a component in their inference pipelines.
[00:47:45.720 --> 00:47:48.900]   We've been seeing tons of usage like that.
[00:47:48.900 --> 00:47:50.900]   And it's just been kind of happening organically.
[00:47:50.900 --> 00:47:52.080]   We haven't really been trying.
[00:47:52.080 --> 00:47:53.440]   But it's there if people want it.
[00:47:53.440 --> 00:47:54.980]   And we've been seeing people use it.
[00:47:54.980 --> 00:47:56.680]   So that's great.
[00:47:56.680 --> 00:48:00.360]   And yeah, so a lot of it is just sort of philosophical.
[00:48:00.360 --> 00:48:03.120]   This is how it should work from my experience at Docker.
[00:48:03.120 --> 00:48:05.640]   And there's just a lot of value from the core being open,
[00:48:05.640 --> 00:48:06.920]   I think, and that other people can share it.
[00:48:06.920 --> 00:48:08.380]   And it's like an integration point.
[00:48:08.380 --> 00:48:12.760]   So if Replicate, for example, wanted
[00:48:12.760 --> 00:48:18.520]   to work with a testing system, like a CI system or whatever,
[00:48:18.520 --> 00:48:21.080]   we can just interface at the Cog level.
[00:48:21.080 --> 00:48:22.840]   That system just needs to put Cog models.
[00:48:22.840 --> 00:48:25.280]   And then you can test your models on that CI system
[00:48:25.280 --> 00:48:26.860]   before they get deployed to Replicate.
[00:48:26.860 --> 00:48:30.040]   And it's just a format that we can get everyone to agree on.
[00:48:30.040 --> 00:48:33.280]   What do you think, I guess, Docker got wrong?
[00:48:33.280 --> 00:48:36.000]   Because if I look at a Docker Compose and a Cog definition,
[00:48:36.000 --> 00:48:38.800]   first of all, the Cog is kind of like the Docker
[00:48:38.800 --> 00:48:40.800]   file plus the Compose.
[00:48:40.800 --> 00:48:43.960]   And Docker Compose are just exposing the services.
[00:48:43.960 --> 00:48:47.600]   And also, Docker Compose is very ports-driven,
[00:48:47.600 --> 00:48:51.040]   versus you have the actual predict,
[00:48:51.040 --> 00:48:53.120]   this is what you have to run.
[00:48:53.120 --> 00:48:55.800]   Yeah, any learnings and maybe tips for other people building
[00:48:55.800 --> 00:48:57.040]   container-based runtimes?
[00:48:57.040 --> 00:49:00.080]   Like, how much should you separate
[00:49:00.080 --> 00:49:04.200]   the API services versus the image building,
[00:49:04.200 --> 00:49:06.560]   or how much you want to build them together?
[00:49:06.560 --> 00:49:09.640]   I think it was coming from two sides.
[00:49:09.640 --> 00:49:11.860]   We were thinking about the design
[00:49:11.860 --> 00:49:14.800]   from the point of view of user needs.
[00:49:14.800 --> 00:49:16.560]   Like, what do users--
[00:49:16.560 --> 00:49:18.960]   what are their problems, and what problems
[00:49:18.960 --> 00:49:20.360]   can we solve for them?
[00:49:20.360 --> 00:49:22.040]   But also, what the interface should
[00:49:22.040 --> 00:49:23.540]   be for a machine learning model.
[00:49:23.540 --> 00:49:25.480]   And it's sort of the combination of two things
[00:49:25.480 --> 00:49:27.880]   that led us to this design.
