
[00:00:00.000 --> 00:00:03.240]   (upbeat hip hop music)
[00:33:54.280 --> 00:33:58.560]   because they feel that pressure and they feel that anxiety,
[00:33:58.560 --> 00:34:00.200]   because they're getting their worth.
[00:34:00.200 --> 00:34:01.960]   And I feel like that only comes
[00:34:01.960 --> 00:34:05.320]   because they're playing for affirmation.
[00:34:05.320 --> 00:34:06.880]   They're getting their worth from basketball.
[00:34:06.880 --> 00:34:08.400]   And I mean, every athlete struggles with it,
[00:34:08.400 --> 00:34:09.760]   'cause it's such high stakes.
[00:34:09.760 --> 00:34:12.360]   It feels like the world's on your shoulders sometimes.
[00:34:12.360 --> 00:34:14.740]   So many people watch the games,
[00:34:14.740 --> 00:34:16.840]   but yeah, for guys in our position,
[00:34:16.840 --> 00:34:18.960]   that would be a game changer.
[00:34:18.960 --> 00:34:20.560]   And then it lets you play more free.
[00:34:20.560 --> 00:34:21.400]   - Free.
[00:34:21.400 --> 00:34:22.760]   - It lets you, you're not playing
[00:34:22.760 --> 00:34:24.280]   to get the applause from the fans,
[00:34:24.280 --> 00:34:26.720]   to get the people commenting on your pictures
[00:34:26.720 --> 00:34:28.600]   after your game on Instagram.
[00:34:28.600 --> 00:34:30.160]   You're just hooping 'cause you want to hoop,
[00:34:30.160 --> 00:34:32.000]   and you know that's a gift God gave you.
[00:34:32.000 --> 00:34:34.280]   And that frees you up to then play better.
[00:34:34.280 --> 00:34:38.480]   And it gives you a focus for your performance, right?
[00:34:38.480 --> 00:34:41.920]   So it's like, I'm not performing for your applause.
[00:34:41.920 --> 00:34:45.240]   I'm not performing for your cheers,
[00:34:45.240 --> 00:34:47.840]   'cause I've already been affirmed from the Father.
[00:34:47.840 --> 00:34:49.120]   And the way that that looks like,
[00:34:49.120 --> 00:34:50.880]   I always try to take biblical principles
[00:34:50.880 --> 00:34:51.840]   and make it practical.
[00:34:51.840 --> 00:34:54.160]   The way that I practice it with Nicodemus,
[00:34:54.160 --> 00:34:55.920]   he's only three years old.
[00:34:55.920 --> 00:34:59.160]   And before, like every day we'll do one activity
[00:34:59.160 --> 00:35:00.000]   when he gets home.
[00:35:00.000 --> 00:35:02.200]   Right now it's basketball or soccer.
[00:35:02.200 --> 00:35:04.920]   So before we even start the activity,
[00:35:04.920 --> 00:35:06.680]   I tell him, I love him and I'm proud of you.
[00:35:06.680 --> 00:35:07.960]   I was like, you know, Dada loves you.
[00:35:07.960 --> 00:35:09.880]   You know, I'm proud of you, right?
[00:35:09.880 --> 00:35:12.080]   So I never, so he never has to come to me
[00:35:12.080 --> 00:35:14.680]   and ask me if I'm proud of him
[00:35:14.680 --> 00:35:16.600]   because of how well he played.
[00:35:16.600 --> 00:35:18.240]   So I always, and I told myself,
[00:35:18.240 --> 00:35:20.160]   like I have this list in my phone
[00:35:20.160 --> 00:35:22.120]   of things that I have to do.
[00:35:22.120 --> 00:35:23.360]   And that's one of the things.
[00:35:23.360 --> 00:35:26.520]   I always affirm him before the activity,
[00:35:26.520 --> 00:35:28.160]   even if it's a learning activity,
[00:35:28.160 --> 00:35:30.160]   'cause he's at the age now where he's like,
[00:35:30.160 --> 00:35:31.720]   Dada, are you proud of me?
[00:35:31.720 --> 00:35:33.080]   And I remind him, I said, son,
[00:35:33.080 --> 00:35:35.280]   I was proud of you before we even started.
[00:35:35.280 --> 00:35:36.880]   Remember Dada told you he loved you?
[00:35:36.880 --> 00:35:37.880]   I told you I was proud of you.
[00:35:37.880 --> 00:35:40.280]   So now, 'cause he's three and he's already,
[00:35:40.280 --> 00:35:41.320]   are you proud of me?
[00:35:41.320 --> 00:35:43.280]   Dada, give me a high five.
[00:35:43.280 --> 00:35:44.840]   I told you that before we started.
[00:35:44.840 --> 00:35:46.760]   So you don't ever have to perform for that
[00:35:46.760 --> 00:35:49.440]   'cause you've already been affirmed before.
[00:35:49.440 --> 00:35:51.880]   - Right, that's cool.
[00:35:51.880 --> 00:35:53.200]   One thing I want to touch on
[00:35:53.200 --> 00:35:55.800]   that I think is really unique about you is
[00:35:55.800 --> 00:35:58.000]   because you are, and one of the reasons
[00:35:58.000 --> 00:36:00.080]   that I, you know, wanted you in my life
[00:36:00.080 --> 00:36:03.000]   is because I felt like I always kind of lacked in,
[00:36:03.000 --> 00:36:04.320]   I'm disciplined in certain areas.
[00:36:04.320 --> 00:36:05.480]   You know, I'm disciplined in the weight room
[00:36:05.480 --> 00:36:06.640]   and on the court, things like that,
[00:36:06.640 --> 00:36:08.960]   but I'm undisciplined and I'm very unintentional
[00:36:08.960 --> 00:36:10.920]   in other areas, and I saw that in you.
[00:36:10.920 --> 00:36:14.320]   So you've been like this for a long time,
[00:36:14.320 --> 00:36:16.640]   one of the most disciplined people, you know,
[00:36:16.640 --> 00:36:18.480]   very habit-oriented.
[00:36:18.480 --> 00:36:21.680]   You have never had a sip of alcohol
[00:36:21.680 --> 00:36:24.840]   and you've never smoked or any of that in your life.
[00:36:24.840 --> 00:36:27.880]   Where did that come from and how do you keep that up?
[00:36:27.880 --> 00:36:29.680]   I think you even said you've never even
[00:36:29.680 --> 00:36:31.160]   seen pornography before.
[00:36:31.160 --> 00:36:32.000]   - Yeah.
[00:36:32.000 --> 00:36:37.000]   - Like, how did, yeah, how is that possible?
[00:36:37.000 --> 00:36:40.640]   - Well, younger years, it was a promise
[00:36:40.640 --> 00:36:42.640]   that I made to my mom, right?
[00:36:42.640 --> 00:36:46.200]   And then you get older, you get past the adolescence
[00:36:46.200 --> 00:36:48.200]   and you have a decision on your own.
[00:36:48.200 --> 00:36:50.000]   - But talk about, I mean, you were in a frat, you know?
[00:36:50.000 --> 00:36:50.840]   - Yeah.
[00:36:50.840 --> 00:36:52.560]   - They have the initiation and stuff like that.
[00:36:52.560 --> 00:36:55.440]   How did you stay strong in all of these convictions
[00:36:55.440 --> 00:36:57.280]   that you had and, yeah?
[00:36:57.280 --> 00:37:02.080]   - Bro, it's crazy that I don't, I don't know.
[00:37:02.080 --> 00:37:06.920]   I think it's always been from a young age,
[00:37:06.920 --> 00:37:13.360]   my never wanting to disappoint God and my parents.
[00:37:13.360 --> 00:37:17.240]   And you know me now, like that might be
[00:37:17.240 --> 00:37:19.200]   one of my greatest weaknesses is
[00:37:19.200 --> 00:37:22.520]   I don't like disappointing people, right?
[00:37:22.520 --> 00:37:26.760]   So it's like, you'll sacrifice everything for others
[00:37:26.760 --> 00:37:29.240]   just so that you don't disappoint them.
[00:37:29.240 --> 00:37:31.240]   And then sometimes you can end up losing yourself.
[00:37:31.240 --> 00:37:34.200]   That's a whole nother story, but it was,
[00:37:34.200 --> 00:37:36.600]   I never wanted to disappoint my parents.
[00:37:36.600 --> 00:37:39.560]   I never wanted to disappoint God.
[00:37:39.560 --> 00:37:45.480]   I remembered how hard life was early on
[00:37:45.480 --> 00:37:49.040]   and I never wanted to go back to that.
[00:37:49.040 --> 00:37:54.040]   And I just associated things like drinking, smoking,
[00:37:54.800 --> 00:37:57.080]   getting caught up in this and that and this and that
[00:37:57.080 --> 00:38:01.560]   as not leading me in the right direction, right?
[00:38:01.560 --> 00:38:04.960]   Because for me, I think discipline is simply
[00:38:04.960 --> 00:38:08.560]   knowing what to say yes to and what to say no to.
[00:38:08.560 --> 00:38:11.520]   So I always, I just made a decision early on,
[00:38:11.520 --> 00:38:14.600]   I was gonna say yes to, I knew that
[00:38:14.600 --> 00:38:16.680]   I was created to do something special.
[00:38:16.680 --> 00:38:19.600]   I didn't know what it was, but I'd always ask myself,
[00:38:19.600 --> 00:38:21.720]   is this gonna get me closer to whatever it is
[00:38:21.720 --> 00:38:23.000]   that I'm supposed to do?
[00:38:23.000 --> 00:38:25.600]   Or is it gonna get me further away?
[00:38:25.600 --> 00:38:27.400]   It wasn't hard, being in a fraternity,
[00:38:27.400 --> 00:38:29.920]   being a part of Phi Beta Sigma,
[00:38:29.920 --> 00:38:31.760]   on the campus of Baylor University,
[00:38:31.760 --> 00:38:35.600]   like it wasn't, it's not easy, but I did it.
[00:38:35.600 --> 00:38:40.320]   I was fortunate though, in that my closest circle of friends
[00:38:40.320 --> 00:38:44.440]   to this day, Curtis Opara, Nathaniel Higgins,
[00:38:44.440 --> 00:38:46.600]   my brother Gary, for a little while,
[00:38:46.600 --> 00:38:48.920]   I had some very, very close friends who,
[00:38:48.920 --> 00:38:52.480]   they all accepted me for who I was though too.
[00:38:52.480 --> 00:38:55.360]   They were always like, "Nicodemus doesn't do that,
[00:38:55.360 --> 00:38:57.720]   "that's not what he does," and they let me be me.
[00:38:57.720 --> 00:39:00.800]   I think I told you, and I realized early on
[00:39:00.800 --> 00:39:04.080]   how important having the right people in your ecosystem is,
[00:39:04.080 --> 00:39:07.160]   because they never, it was easy because obviously
[00:39:07.160 --> 00:39:08.800]   my brother knew what I was all about,
[00:39:08.800 --> 00:39:11.640]   and we went to Baylor together, so he was right there.
[00:39:11.640 --> 00:39:15.280]   But then when you have friends, and they also know
[00:39:15.280 --> 00:39:18.000]   that's not what Nicodemus is about, 'cause I said it,
[00:39:18.000 --> 00:39:19.960]   I made it known early on, and they never,
[00:39:19.960 --> 00:39:21.840]   I didn't really have to deal with that peer pressure
[00:39:21.840 --> 00:39:24.120]   from them, 'cause they knew what it was.
[00:39:24.120 --> 00:39:27.120]   So my friends helped me stay consistent,
[00:39:27.120 --> 00:39:31.360]   because I wasn't getting that 24/7 pressure from them.
[00:39:31.360 --> 00:39:32.520]   It was a little bit easier then.
[00:39:32.520 --> 00:39:34.360]   I think when I was in college is when Facebook
[00:39:34.360 --> 00:39:37.360]   really started getting poppin', so I didn't have
[00:39:37.360 --> 00:39:40.800]   like the pressure to be cool on social,
[00:39:40.800 --> 00:39:43.300]   and to socially do this and that, and this and that.
[00:39:43.300 --> 00:39:46.760]   But I just, I knew early on, my mom tells me this story
[00:39:46.760 --> 00:39:48.640]   all the time, at like four years old,
[00:39:48.640 --> 00:39:51.100]   I would stand on the table in a restaurant,
[00:39:51.100 --> 00:39:53.720]   and my name is Nicodemus, which is the story
[00:39:53.720 --> 00:39:56.740]   of Nicodemus going to Jesus by night,
[00:39:56.740 --> 00:39:58.760]   and Jesus saying, "You must be born again."
[00:39:58.760 --> 00:40:00.400]   So I would stand on the table and be like,
[00:40:00.400 --> 00:40:02.480]   "You must be born again," right?
[00:40:02.480 --> 00:40:04.320]   This is before I even know, so I just,
[00:40:04.320 --> 00:40:06.840]   I knew that there was a calling on my life early,
[00:40:06.840 --> 00:40:09.800]   and I just tried to do everything that I could.
[00:40:09.800 --> 00:40:12.720]   You and I have talked about it, I made a million mistakes.
[00:40:12.720 --> 00:40:14.640]   You know, there's a million other mistakes
[00:40:14.640 --> 00:40:16.880]   that you can make other than smoking, and drinking,
[00:40:16.880 --> 00:40:19.480]   and watching pornography, those are just the three
[00:40:19.480 --> 00:40:22.940]   that I've had the mental fortitude not to do.
[00:40:22.940 --> 00:40:26.640]   - And now you're married, you know,
[00:40:26.640 --> 00:40:31.640]   you got little Nicodemus, and I've seen it.
[00:40:31.640 --> 00:40:35.880]   We'll be out, you know, and there's sometimes girls around,
[00:40:35.880 --> 00:40:37.400]   and things like that, and they'll approach you,
[00:40:37.400 --> 00:40:39.640]   they'll come up to you, and, "Are you single?
[00:40:39.640 --> 00:40:41.400]   "My friend really likes you," things like that.
[00:40:41.400 --> 00:40:45.160]   And not even just athletes, but the majority of men,
[00:40:46.360 --> 00:40:49.320]   when they have, you know, pretty girls approaching them,
[00:40:49.320 --> 00:40:50.720]   and things like that, it is very hard,
[00:40:50.720 --> 00:40:52.240]   especially, you know, you're on the road,
[00:40:52.240 --> 00:40:54.160]   got your own hotel room, you know,
[00:40:54.160 --> 00:40:57.000]   you could do something, nobody knows about it.
[00:40:57.000 --> 00:41:00.200]   Like, I know that's something that in my profession,
[00:41:00.200 --> 00:41:02.680]   and just in my realm of, that's something
[00:41:02.680 --> 00:41:03.760]   that people struggle with, you know?
[00:41:03.760 --> 00:41:07.000]   I really respect a dude who gets married,
[00:41:07.000 --> 00:41:09.720]   and then he stays faithful, because for me,
[00:41:09.720 --> 00:41:12.340]   I'm not getting married until I've developed the discipline
[00:41:12.340 --> 00:41:15.360]   to know for a fact I could be faithful to one woman
[00:41:15.360 --> 00:41:16.720]   for the rest of my life, but you,
[00:41:16.720 --> 00:41:18.600]   I've seen it over and over.
[00:41:18.600 --> 00:41:22.840]   You kind of, like, have a firm, like, barrier, like, no.
[00:41:22.840 --> 00:41:24.480]   And you're cool with a lot of these girls.
[00:41:24.480 --> 00:41:28.240]   Like, you're friends with females, and things like that,
[00:41:28.240 --> 00:41:30.040]   but it never crosses a certain line.
[00:41:30.040 --> 00:41:33.960]   Is that discipline that you have to develop?
[00:41:33.960 --> 00:41:36.600]   Or is it just something you've always had?
[00:41:36.600 --> 00:41:38.760]   Or is it like a daily, is it like a daily thing?
[00:41:38.760 --> 00:41:40.800]   - Right, it's getting connected to that source
[00:41:40.800 --> 00:41:41.800]   first thing in the morning.
[00:41:41.800 --> 00:41:43.880]   'Cause when we talk about discipline, I tell you,
[00:41:43.880 --> 00:41:46.040]   like, I have to stay connected to God.
[00:41:46.040 --> 00:41:48.320]   'Cause apart from Him, shoot,
[00:41:48.320 --> 00:41:52.440]   there's nothing under the sun that I wouldn't do, 100%.
[00:41:52.440 --> 00:41:54.960]   Like, most people, they'll put up this fake facade.
[00:41:54.960 --> 00:41:57.080]   I'm just like everybody else.
[00:41:57.080 --> 00:42:00.040]   The only thing that keeps me set apart is the fact
[00:42:00.040 --> 00:42:02.880]   that I connect to God on a daily basis,
[00:42:02.880 --> 00:42:06.120]   and get a vision for my life, and just say yes
[00:42:06.120 --> 00:42:08.040]   to what leads me to that vision,
[00:42:08.040 --> 00:42:10.720]   and no to what takes me away from that vision.
[00:42:10.720 --> 00:42:13.520]   And then, you've heard me talk about Dr. Miles Monroe.
[00:42:13.520 --> 00:42:14.760]   I think I quoted him earlier.
[00:42:14.760 --> 00:42:16.640]   He said something that stuck with me
[00:42:16.640 --> 00:42:18.000]   that I heard years ago.
[00:42:18.000 --> 00:42:21.280]   He said, "Make sure that your private life
[00:42:21.280 --> 00:42:23.560]   "is safe enough for public consumption."
[00:42:23.560 --> 00:42:24.400]   - 100%.
[00:42:24.400 --> 00:42:26.400]   - And you look at some of the greatest athletes
[00:42:26.400 --> 00:42:28.400]   in the world, you look at some of the greatest CEOs
[00:42:28.400 --> 00:42:30.600]   in the world, you look at some of the greatest politicians
[00:42:30.600 --> 00:42:33.320]   in the world, at some point,
[00:42:33.320 --> 00:42:35.080]   what happened in the dark came to light.
[00:42:35.080 --> 00:42:36.640]   - Is that the dude that you gave me his book?
[00:42:36.640 --> 00:42:38.840]   - The book, yeah, "Kingdom Principles," yeah.
[00:42:38.840 --> 00:42:40.360]   - Well, there was one, there was a book,
[00:42:40.360 --> 00:42:41.200]   I think you might have given me.
[00:42:41.200 --> 00:42:43.840]   - "The Power and Character of Leadership."
[00:42:43.840 --> 00:42:44.680]   - Yeah, is that him?
[00:42:44.680 --> 00:42:45.760]   - Yeah, he wrote that book as well, yeah.
[00:42:45.760 --> 00:42:47.120]   - Because I was reading that book,
[00:42:47.120 --> 00:42:49.680]   and it was so true that it doesn't matter
[00:42:49.680 --> 00:42:52.240]   how big you get, how much money you have,
[00:42:52.240 --> 00:42:53.760]   how much influence you have,
[00:42:53.760 --> 00:42:56.400]   like, you can lose so much credibility,
[00:42:56.400 --> 00:42:58.960]   you can lose all these things in a moment of weakness,
[00:42:58.960 --> 00:43:02.400]   and I know for a lot of dudes, for a lot of dudes,
[00:43:02.400 --> 00:43:04.520]   it's the lust thing, you know, they got a wife,
[00:43:04.520 --> 00:43:07.240]   but, you know, they may slip up here or here,
[00:43:07.240 --> 00:43:09.640]   or, and it's just, it's such a hard thing
[00:43:09.640 --> 00:43:13.360]   to keep intact, and, you know, I joke around
[00:43:13.360 --> 00:43:17.400]   a lot about, maybe we weren't supposed to be monogamous,
[00:43:17.400 --> 00:43:19.120]   you know, maybe, like, you know, back in the day
[00:43:19.120 --> 00:43:21.480]   when these dudes had all these wives
[00:43:21.480 --> 00:43:22.760]   and all these concubines, like,
[00:43:22.760 --> 00:43:25.200]   it really is against our biology
[00:43:25.200 --> 00:43:29.200]   to be with one woman, like, the rest of our life,
[00:43:29.200 --> 00:43:33.040]   like, that takes a certain amount of discipline,
[00:43:33.040 --> 00:43:34.480]   it really does, and I see it from you,
[00:43:34.480 --> 00:43:37.240]   and I've seen it from my dad, so I know it's possible,
[00:43:37.240 --> 00:43:39.960]   but a lot of guys, they never get that discipline,
[00:43:39.960 --> 00:43:41.840]   and I just think, like, in this day and age,
[00:43:41.840 --> 00:43:43.240]   like, marriage is not really, like,
[00:43:43.240 --> 00:43:44.840]   a coveted thing anymore, like, it's like,
[00:43:44.840 --> 00:43:47.600]   people don't really want that, you know,
[00:43:47.600 --> 00:43:49.920]   and it's just, it's cool to see.
[00:43:49.920 --> 00:43:54.040]   - It's not easy, though, bro, it's difficult,
[00:43:54.040 --> 00:43:57.720]   but like I said, you have to stay connected to the source,
[00:43:57.720 --> 00:43:59.920]   and you have to have something that's greater than that,
[00:43:59.920 --> 00:44:01.200]   because you think about it, like,
[00:44:01.200 --> 00:44:03.240]   you sleep with one woman while you're married,
[00:44:03.240 --> 00:44:04.560]   what's gonna stop you from sleeping
[00:44:04.560 --> 00:44:06.320]   with the next woman, right?
[00:44:06.320 --> 00:44:09.480]   Then you start a pattern, and those patterns
[00:44:09.480 --> 00:44:11.880]   start to predict where you're gonna go in the future,
[00:44:11.880 --> 00:44:14.520]   so then that's gonna be what your future looks like,
[00:44:14.520 --> 00:44:17.000]   so instead of even starting that pattern,
[00:44:17.000 --> 00:44:19.520]   and for me, I know I have addictive behaviors,
[00:44:19.520 --> 00:44:21.800]   that's the other reason why I don't smoke,
[00:44:21.800 --> 00:44:24.160]   and I didn't drink, and didn't watch pornography,
[00:44:24.160 --> 00:44:25.800]   and don't cheat on my wife,
[00:44:25.800 --> 00:44:27.840]   is 'cause I know I have addictive behaviors,
[00:44:27.840 --> 00:44:31.720]   and I will naturally, our inclination
[00:44:31.720 --> 00:44:34.600]   is to satisfy our flesh by whatever means,
[00:44:34.600 --> 00:44:38.160]   and I will become addicted to whatever pattern I start,
[00:44:38.160 --> 00:44:40.960]   so I just err on the side of not starting
[00:44:40.960 --> 00:44:43.560]   those patterns whatsoever, and then the other thing is,
[00:44:43.560 --> 00:44:47.040]   now, is like, I couldn't even imagine
[00:44:47.040 --> 00:44:51.640]   having that conversation with Nicodemus II, ever.
[00:44:51.640 --> 00:44:53.440]   Like, there's nothing that, I don't even know
[00:44:53.440 --> 00:44:57.040]   how I would approach having to go to him and say,
[00:44:57.040 --> 00:45:00.640]   well, I cheated on your mom, this is why, da-da-da-da-da.
[00:45:00.640 --> 00:45:02.720]   Like, I couldn't even bring myself
[00:45:02.720 --> 00:45:03.920]   to have that conversation with him,
[00:45:03.920 --> 00:45:05.880]   so that's a part of it now, too.
[00:45:05.880 --> 00:45:06.720]   - 100%.
[00:45:06.720 --> 00:45:09.960]   Do you think you just have to find a girl
[00:45:09.960 --> 00:45:12.920]   who would work for that specific marriage?
[00:45:12.920 --> 00:45:15.440]   'Cause for me, I know, with my career, what I'm doing,
[00:45:15.440 --> 00:45:17.520]   I need a girl who's gonna hold it down at the crib,
[00:45:17.520 --> 00:45:21.040]   who, when I do wanna have children, she's there for them,
[00:45:21.040 --> 00:45:24.080]   and I'll go out and provide financially,
[00:45:24.080 --> 00:45:26.080]   and she can, I guess that's more traditional,
[00:45:26.080 --> 00:45:28.560]   and I feel like that's just kind of being lost.
[00:45:28.560 --> 00:45:29.680]   What is your thoughts on that?
[00:45:29.680 --> 00:45:32.440]   - It comes down to managing expectations.
[00:45:32.440 --> 00:45:35.240]   Like, and that's one of the things where,
[00:45:35.240 --> 00:45:37.840]   for you, that's one of the things
[00:45:37.840 --> 00:45:39.600]   that you've taught me quite a few things,
[00:45:39.600 --> 00:45:42.200]   but bro, one of the biggest things that you've taught me
[00:45:42.200 --> 00:45:47.200]   is the ability to be unapologetically 100% authentic, right?
[00:45:47.200 --> 00:45:53.120]   So, anybody who enters a relationship with you,
[00:45:53.120 --> 00:45:56.560]   especially a relationship that's going to end in marriage,
[00:45:56.560 --> 00:45:59.720]   like, you will have, at some point,
[00:45:59.720 --> 00:46:03.720]   communicated your beliefs and your expectations
[00:46:03.720 --> 00:46:04.560]   for that marriage.
[00:46:04.560 --> 00:46:05.400]   - It'll make me to roll with it or not.
[00:46:05.400 --> 00:46:06.920]   - Hands down, right?
[00:46:06.920 --> 00:46:09.240]   Like, you are unapologetically,
[00:46:09.240 --> 00:46:12.760]   you're you, and you're very strong
[00:46:12.760 --> 00:46:14.320]   in what you believe you're gonna say it,
[00:46:14.320 --> 00:46:16.360]   and it's like, this is who I am?
[00:46:16.360 --> 00:46:19.640]   Like, this is the type of woman I want to raise my kids?
[00:46:19.640 --> 00:46:22.360]   If that's not you, then it's not you, straight up.
[00:46:22.360 --> 00:46:23.720]   That's healthy, though.
[00:46:23.720 --> 00:46:25.940]   That's healthy, and I think a lot of marriages
[00:46:25.940 --> 00:46:27.960]   and a lot of relationships fail
[00:46:27.960 --> 00:46:30.960]   because you don't manage those expectations.
[00:46:30.960 --> 00:46:33.580]   Like, you've taught me that, and you've helped me.
[00:46:33.580 --> 00:46:34.920]   This is what I expect.
[00:46:34.920 --> 00:46:37.720]   This is what my expectations are for marriage.
[00:46:37.720 --> 00:46:40.840]   This is expectations for our morals and values.
[00:46:40.840 --> 00:46:41.960]   This is where we believe.
[00:46:41.960 --> 00:46:43.000]   Where do you stand on that?
[00:46:43.000 --> 00:46:44.040]   How do you stand on that?
[00:46:44.040 --> 00:46:46.700]   It literally comes down to managing expectations,
[00:46:46.700 --> 00:46:49.120]   because there might be somebody else who sits here
[00:46:49.120 --> 00:46:53.120]   and is like, my wife can do X, Y, Z,
[00:46:53.120 --> 00:46:56.080]   and I'll just sit back and, you know what I mean?
[00:46:56.080 --> 00:46:57.320]   'Cause there's guys who believe
[00:46:57.320 --> 00:46:59.440]   completely opposite of what you believe,
[00:46:59.440 --> 00:47:00.800]   and they're gonna go get married,
[00:47:00.800 --> 00:47:02.720]   and they're gonna marry the woman
[00:47:02.720 --> 00:47:04.120]   that you don't wanna marry,
[00:47:04.120 --> 00:47:06.340]   but they've managed those expectations.
[00:47:06.340 --> 00:47:07.740]   You can't wait till you're married
[00:47:07.740 --> 00:47:09.640]   to have those conversations either.
[00:47:09.640 --> 00:47:11.640]   That's the one thing I appreciate about you.
[00:47:11.640 --> 00:47:13.120]   Like, you might go on a date,
[00:47:13.120 --> 00:47:16.700]   you might have those first night over pasta.
[00:47:16.700 --> 00:47:21.880]   You might air it out night number one.
[00:47:21.880 --> 00:47:24.580]   Bro, we've been at business dinners,
[00:47:24.580 --> 00:47:27.680]   we've been at every type of dinner, any type of event,
[00:47:27.680 --> 00:47:29.860]   and I've seen you air it out
[00:47:29.860 --> 00:47:33.340]   to people that were just meeting at the table.
[00:47:33.340 --> 00:47:37.080]   But that's, I mean, the manager side of me
[00:47:37.080 --> 00:47:40.140]   sometimes is like, oh, well, this business deal is over.
[00:47:40.140 --> 00:47:44.120]   But you being my brother and my friend,
[00:47:44.120 --> 00:47:46.060]   I respect that so much,
[00:47:46.060 --> 00:47:48.880]   because it's like, you set the expectation,
[00:47:48.880 --> 00:47:51.700]   and that's who you are, you know what I mean?
[00:47:51.700 --> 00:47:52.980]   So if you don't do that in a marriage,
[00:47:52.980 --> 00:47:54.420]   it's gonna fail, straight up.
[00:47:54.420 --> 00:47:56.180]   You don't get five years down the line
[00:47:56.180 --> 00:47:58.620]   and then something pops up and you've already said, I do,
[00:47:58.620 --> 00:47:59.820]   and now you're trying to figure it out.
[00:47:59.820 --> 00:48:02.620]   And you definitely can't wait till you have kids,
[00:48:02.620 --> 00:48:06.100]   because then you're trying to mold this human being,
[00:48:06.100 --> 00:48:07.740]   and if you're trying to mold this human being
[00:48:07.740 --> 00:48:12.740]   into two separate types of values and core beliefs,
[00:48:12.740 --> 00:48:14.440]   that's when it gets difficult.
[00:48:14.440 --> 00:48:15.280]   - I agree.
[00:48:15.280 --> 00:48:17.820]   Sierra, have you and Christian had this conversation?
[00:48:17.820 --> 00:48:19.140]   - We're doing this book right now,
[00:48:19.140 --> 00:48:21.380]   101 Questions to Ask Before You Get Engaged,
[00:48:21.380 --> 00:48:22.980]   and it talks about a lot of things.
[00:48:22.980 --> 00:48:24.940]   - Are you gonna be okay with taking his last name,
[00:48:24.940 --> 00:48:26.100]   or is he gonna have to take--
[00:48:26.100 --> 00:48:27.900]   - Yeah, I don't have a problem with it.
[00:48:27.900 --> 00:48:29.780]   (laughing)
[00:48:29.780 --> 00:48:31.140]   - All right, good.
[00:48:31.140 --> 00:48:32.660]   All right, my last question for you, bro,
[00:48:32.660 --> 00:48:36.580]   is we've talked about peace, we've talked about identity,
[00:48:36.580 --> 00:48:39.000]   we've talked about purpose and all these things.
[00:48:39.000 --> 00:48:42.180]   For you specifically, what do you believe
[00:48:42.180 --> 00:48:44.260]   to be your purpose on this earth?
[00:48:44.260 --> 00:48:46.260]   Do you believe you're fulfilling it as we speak,
[00:48:46.260 --> 00:48:48.100]   and what are your goals?
[00:48:48.100 --> 00:48:50.580]   - Yeah, no, I definitely think I'm fulfilling it
[00:48:50.580 --> 00:48:51.500]   as we speak.
[00:48:52.540 --> 00:48:54.100]   That's a great question.
[00:48:54.100 --> 00:48:59.100]   It took me 30 plus years to figure out what my purpose was,
[00:48:59.100 --> 00:49:01.940]   and it's interesting, from the day,
[00:49:01.940 --> 00:49:04.700]   I almost still remember around the time or the season
[00:49:04.700 --> 00:49:05.820]   where I figured it out,
[00:49:05.820 --> 00:49:08.980]   and how things just continually started to improve
[00:49:08.980 --> 00:49:12.420]   from a mental standpoint, spiritual standpoint,
[00:49:12.420 --> 00:49:14.420]   just holistically, all the way around.
[00:49:14.420 --> 00:49:17.500]   For me, my purpose is to help people
[00:49:17.500 --> 00:49:20.340]   walk from vision to value, right?
[00:49:20.340 --> 00:49:22.260]   So that's why I keep talking about identity,
[00:49:22.260 --> 00:49:25.540]   because I think that if you don't have a vision,
[00:49:25.540 --> 00:49:28.020]   it's to help people discover their vision for their life,
[00:49:28.020 --> 00:49:29.500]   and then once you've gotten to the point
[00:49:29.500 --> 00:49:31.700]   to where you've discovered the vision for your life,
[00:49:31.700 --> 00:49:33.540]   help you to produce value,
[00:49:33.540 --> 00:49:37.140]   the value that that vision or your purpose
[00:49:37.140 --> 00:49:39.100]   predestines you to produce.
[00:49:39.100 --> 00:49:41.360]   And I think that there's two sides of value.
[00:49:41.360 --> 00:49:44.680]   So there's the value that you produce for the marketplace
[00:49:44.680 --> 00:49:46.660]   or the industry that you're in,
[00:49:46.660 --> 00:49:49.900]   but then on the flip side is there's an exchange of value.
[00:49:49.900 --> 00:49:52.700]   When I produce value, I receive value, right?
[00:49:52.700 --> 00:49:54.340]   From the most simple terms,
[00:49:54.340 --> 00:49:57.060]   if you're looking for a professional athlete,
[00:49:57.060 --> 00:49:59.460]   if I'm producing this value
[00:49:59.460 --> 00:50:01.380]   that comes in a form of performance
[00:50:01.380 --> 00:50:03.620]   for the National Basketball Association,
[00:50:03.620 --> 00:50:06.700]   in return, I'm gonna receive a contract
[00:50:06.700 --> 00:50:09.420]   that shows the value that I'm producing.
[00:50:09.420 --> 00:50:11.220]   So for me, it's simply put,
[00:50:11.220 --> 00:50:14.420]   it's like helping people walk from vision to value, right?
[00:50:14.420 --> 00:50:18.860]   And along those steps, it takes discovery of who you are,
[00:50:18.860 --> 00:50:20.560]   it takes development,
