
[00:00:00.000 --> 00:00:00.840]   [upbeat music]
[00:48:36.720 --> 00:48:39.600]   but rather what you want to do when you are not motivated
[00:48:39.600 --> 00:48:43.080]   is to think about failure and what that failure
[00:48:43.080 --> 00:48:45.200]   at the end of 12 weeks will feel like.
[00:48:45.200 --> 00:48:48.520]   And the reason for that is that the data tell us
[00:48:48.520 --> 00:48:51.520]   that when we visualize positive outcomes,
[00:48:51.520 --> 00:48:54.240]   yes, it deploys certain neurochemicals in our brain and body
[00:48:54.240 --> 00:48:56.120]   that make us feel good.
[00:48:56.120 --> 00:48:58.480]   Although frankly, if you've heard that
[00:48:58.480 --> 00:49:01.580]   imagining something creates the same neurochemical
[00:49:01.580 --> 00:49:03.540]   and neural circuit states in the brain
[00:49:03.540 --> 00:49:04.960]   as actually experiencing that thing,
[00:49:04.960 --> 00:49:05.900]   that is simply not true.
[00:49:05.900 --> 00:49:06.740]   That's a myth.
[00:49:06.740 --> 00:49:07.920]   We've talked about this in previous episodes.
[00:49:07.920 --> 00:49:09.760]   That's simply not true.
[00:49:09.760 --> 00:49:13.600]   But if you are having a hard time getting motivated
[00:49:13.600 --> 00:49:16.760]   toward a goal that you actually want to achieve,
[00:49:16.760 --> 00:49:19.100]   then spending that short amount of time
[00:49:19.100 --> 00:49:21.200]   thinking about how lousy you'll feel
[00:49:21.200 --> 00:49:22.560]   when you don't achieve it
[00:49:22.560 --> 00:49:24.280]   recruits certain elements
[00:49:24.280 --> 00:49:25.880]   of your so-called autonomic nervous system.
[00:49:25.880 --> 00:49:27.800]   It creates shifts in the release of
[00:49:27.800 --> 00:49:30.200]   things like epinephrine, norepinephrine,
[00:49:30.200 --> 00:49:34.280]   even release of the so-called reward molecule, dopamine,
[00:49:34.280 --> 00:49:36.720]   which in fact is not the molecule of reward.
[00:49:36.720 --> 00:49:38.720]   It is the molecule of motivation.
[00:49:38.720 --> 00:49:40.860]   And it's associated with pain.
[00:49:40.860 --> 00:49:42.880]   It's associated with negative thoughts.
[00:49:42.880 --> 00:49:44.360]   And of course it's associated
[00:49:44.360 --> 00:49:45.920]   with positive thoughts and outcomes.
[00:49:45.920 --> 00:49:48.080]   But basically what I'm saying is
[00:49:48.080 --> 00:49:49.840]   if you are highly motivated to do something,
[00:49:49.840 --> 00:49:50.760]   you're ready to go,
[00:49:50.760 --> 00:49:52.880]   spend one to three minutes, maybe five,
[00:49:52.880 --> 00:49:54.520]   visualizing the positive outcomes
[00:49:54.520 --> 00:49:56.480]   that you're going to experience
[00:49:56.480 --> 00:49:59.640]   when you ultimately finish out that 12-week cycle
[00:49:59.640 --> 00:50:01.940]   as a consequence of all the great work that you've done.
[00:50:01.940 --> 00:50:04.160]   If, however, you are not motivated,
[00:50:04.160 --> 00:50:05.440]   you're feeling like, I don't want to do this thing.
[00:50:05.440 --> 00:50:06.360]   I'm procrastinating.
[00:50:06.360 --> 00:50:07.580]   I'm just not feeling like doing it.
[00:50:07.580 --> 00:50:08.580]   Yes, I want to achieve the goal,
[00:50:08.580 --> 00:50:09.800]   but I just don't feel like doing it.
[00:50:09.800 --> 00:50:13.080]   Well, then your task is to take one to three,
[00:50:13.080 --> 00:50:14.040]   maybe five minutes,
[00:50:14.040 --> 00:50:18.460]   and think about how much more lousy you will feel
[00:50:18.460 --> 00:50:21.100]   when you do not achieve that goal at the end of 12 weeks.
[00:50:21.100 --> 00:50:23.160]   And that, the data tell us,
[00:50:23.160 --> 00:50:25.720]   recruits certain elements of your nervous system,
[00:50:25.720 --> 00:50:28.840]   your hormonal system that are more successful
[00:50:28.840 --> 00:50:30.060]   in getting you into action,
[00:50:30.060 --> 00:50:31.740]   into starting toward your goal
[00:50:31.740 --> 00:50:33.560]   than were you to try and build yourself up
[00:50:33.560 --> 00:50:35.060]   towards all that positivity.
[00:50:35.060 --> 00:50:38.720]   So yes, indeed, there is a place for negative thinking.
[00:50:38.720 --> 00:50:39.840]   I'd like to take a quick break
[00:50:39.840 --> 00:50:42.520]   and acknowledge our sponsor, InsideTracker.
[00:50:42.520 --> 00:50:44.880]   InsideTracker is a personalized nutrition platform
[00:50:44.880 --> 00:50:47.360]   that analyzes data from your blood and DNA
[00:50:47.360 --> 00:50:48.920]   to help you better understand your body
[00:50:48.920 --> 00:50:50.800]   and help you meet your health goals.
[00:50:50.800 --> 00:50:53.120]   I'm a big believer in getting regular blood work done
[00:50:53.120 --> 00:50:55.460]   for the simple reason that many of the factors
[00:50:55.460 --> 00:50:57.680]   that impact your immediate and long-term health
[00:50:57.680 --> 00:51:00.260]   can only be analyzed from a quality blood test.
[00:51:00.260 --> 00:51:02.300]   However, with a lot of blood tests out there,
[00:51:02.300 --> 00:51:04.180]   you get information back about blood lipids,
[00:51:04.180 --> 00:51:05.320]   about hormones, and so on,
[00:51:05.320 --> 00:51:07.320]   but you don't know what to do with that information.
[00:51:07.320 --> 00:51:09.640]   With InsideTracker, they have a personalized platform
[00:51:09.640 --> 00:51:12.400]   that makes it very easy to understand your data,
[00:51:12.400 --> 00:51:14.320]   that is to understand what those lipids,
[00:51:14.320 --> 00:51:16.300]   what those hormone levels, et cetera, mean,
[00:51:16.300 --> 00:51:18.600]   and behavioral, supplement, nutrition,
[00:51:18.600 --> 00:51:20.600]   and other protocols to adjust those numbers
[00:51:20.600 --> 00:51:22.840]   to bring them into the ranges that are ideal
[00:51:22.840 --> 00:51:24.540]   for your immediate and long-term health.
[00:51:24.540 --> 00:51:26.840]   InsideTracker's ultimate plan now includes measures
[00:51:26.840 --> 00:51:29.040]   of both ApoB and of insulin,
[00:51:29.040 --> 00:51:31.700]   which are key indicators of cardiovascular health
[00:51:31.700 --> 00:51:33.280]   and energy regulation.
[00:51:33.280 --> 00:51:34.720]   If you'd like to try InsideTracker,
[00:51:34.720 --> 00:51:37.520]   you can visit insidetracker.com/huberman
[00:51:37.520 --> 00:51:40.280]   to get 20% off any of InsideTracker's plans.
[00:51:40.280 --> 00:51:44.880]   Again, that's insidetracker.com/huberman to get 20% off.
[00:51:44.880 --> 00:51:46.680]   Now, in terms of tools or protocols
[00:51:46.680 --> 00:51:49.880]   to both initiate and to sustain effort
[00:51:49.880 --> 00:51:51.540]   during your goal pursuit process,
[00:51:51.540 --> 00:51:53.960]   we need to think about the specific time domain
[00:51:53.960 --> 00:51:56.800]   or the amount of time that we're trying to do that within.
[00:51:56.800 --> 00:52:00.240]   So for instance, there are tools that you can use
[00:52:00.240 --> 00:52:03.100]   to stay motivated within the one-hour learning block
[00:52:03.100 --> 00:52:05.840]   that you happen to be doing on Monday morning, for instance,
[00:52:05.840 --> 00:52:07.540]   and there are other tools and protocols
[00:52:07.540 --> 00:52:09.920]   that you can incorporate towards staying motivated
[00:52:09.920 --> 00:52:12.560]   from one day to the next or from one week to the next.
[00:52:12.560 --> 00:52:14.560]   But I think the most useful of those tools
[00:52:14.560 --> 00:52:16.160]   are going to be the tools that you incorporate
[00:52:16.160 --> 00:52:20.680]   to stay motivated within a given training block
[00:52:20.680 --> 00:52:22.480]   or practice block toward your goal,
[00:52:22.480 --> 00:52:24.500]   because what I just described a few minutes ago
[00:52:24.500 --> 00:52:27.880]   was the process of how to initiate your daily work, right?
[00:52:27.880 --> 00:52:31.140]   You ask yourself that question, am I motivated?
[00:52:31.140 --> 00:52:32.540]   The answer could be yes, could be no.
[00:52:32.540 --> 00:52:35.860]   If you really want to get quantitative about it,
[00:52:35.860 --> 00:52:37.440]   you could give yourself a one to 10 score,
[00:52:37.440 --> 00:52:38.920]   10 being the most motivated.
[00:52:38.920 --> 00:52:41.720]   Frankly, I'm not that quantitative about that sort of thing.
[00:52:41.720 --> 00:52:42.840]   I'm more subjective about it,
[00:52:42.840 --> 00:52:45.520]   but I know some of you are real number junkies
[00:52:45.520 --> 00:52:46.900]   and you really like to quantify everything,
[00:52:46.900 --> 00:52:48.400]   keep a journal and look back,
[00:52:48.400 --> 00:52:49.680]   see how that relates to your sleep.
[00:52:49.680 --> 00:52:51.000]   Some people are of that orientation.
[00:52:51.000 --> 00:52:54.660]   Other people like myself are simply going to sit down
[00:52:54.660 --> 00:52:55.640]   and say, okay, it's time.
[00:52:55.640 --> 00:52:57.220]   It's time to train or it's time to practice,
[00:52:57.220 --> 00:52:58.440]   whatever the thing may be.
[00:52:58.440 --> 00:52:59.480]   How motivated am I?
[00:52:59.480 --> 00:53:02.520]   Am I, I don't know, like a six out of 10 or a seven out of 10?
[00:53:02.520 --> 00:53:03.880]   Okay, I'm ready to go.
[00:53:03.880 --> 00:53:07.680]   I'm going to visualize the end in mind in a positive way.
[00:53:07.680 --> 00:53:09.200]   Or if I'm a two out of 10
[00:53:09.200 --> 00:53:11.280]   or anything less than a four out of 10,
[00:53:11.280 --> 00:53:12.920]   I'm thinking I'm not that motivated.
[00:53:12.920 --> 00:53:14.960]   So then I'm going to basically scare myself
[00:53:14.960 --> 00:53:15.900]   into doing the work that day.
[00:53:15.900 --> 00:53:18.080]   So that's how you initiate the work each day.
[00:53:18.080 --> 00:53:19.880]   And I just gave you a couple of quick examples
[00:53:19.880 --> 00:53:21.380]   of how you could quantify that.
[00:53:21.380 --> 00:53:24.680]   Took me about 30 seconds to do that example out loud.
[00:53:24.680 --> 00:53:26.600]   Take you about 30 seconds to do.
[00:53:26.600 --> 00:53:28.680]   But again, if you want to quantify it in more detail
[00:53:28.680 --> 00:53:30.240]   and write it down and relate it to other things,
[00:53:30.240 --> 00:53:31.620]   be my guest.
[00:53:31.620 --> 00:53:34.280]   So now you already have a science-based protocol
[00:53:34.280 --> 00:53:37.140]   for how to get started each day toward your goal.
[00:53:37.140 --> 00:53:40.860]   Now, what about within the one or two hour block
[00:53:40.860 --> 00:53:43.560]   or perhaps 90 minute block that you're going to use
[00:53:43.560 --> 00:53:45.560]   to pursue your goal?
[00:53:45.560 --> 00:53:47.920]   And here, it's very important
[00:53:47.920 --> 00:53:50.000]   that you have a number of tools that will allow you
[00:53:50.000 --> 00:53:52.880]   to both set the optimal amount of focus
[00:53:52.880 --> 00:53:56.580]   so that you're really concentrating on pursuing that goal.
[00:53:56.580 --> 00:53:58.960]   You're concentrated on the verb actions
[00:53:58.960 --> 00:54:00.540]   that will deliver you to that goal
[00:54:00.540 --> 00:54:03.020]   is perhaps the best way to state that.
[00:54:03.020 --> 00:54:05.920]   And that you can constantly update
[00:54:05.920 --> 00:54:10.300]   or renew your level of focus should it start to dissipate.
[00:54:10.300 --> 00:54:11.160]   Now, I want to be clear.
[00:54:11.160 --> 00:54:13.600]   I've done entire episodes about focus
[00:54:13.600 --> 00:54:16.800]   and how to increase focus with behavioral tools,
[00:54:16.800 --> 00:54:18.740]   everything related to meditation,
[00:54:18.740 --> 00:54:21.200]   which indeed can increase your ability to focus.
[00:54:21.200 --> 00:54:23.540]   I've talked about nutritional tools, supplementation tools,
[00:54:23.540 --> 00:54:25.440]   prescription drug-related tools.
[00:54:25.440 --> 00:54:26.680]   There's a lot of information on that.
[00:54:26.680 --> 00:54:28.880]   You can simply go to Hubermanlab.com,
[00:54:28.880 --> 00:54:30.800]   put focus into the search function,
[00:54:30.800 --> 00:54:33.240]   and it will take you to not only those episodes
[00:54:33.240 --> 00:54:34.880]   and the toolkit for that,
[00:54:34.880 --> 00:54:37.480]   but the specific timestamps for that.
[00:54:37.480 --> 00:54:38.680]   But what we are going to talk about now
[00:54:38.680 --> 00:54:41.800]   is not about how to increase focus per se.
[00:54:41.800 --> 00:54:43.960]   Rather, it's about how to use focus,
[00:54:43.960 --> 00:54:45.720]   in particular, visual focus,
[00:54:45.720 --> 00:54:47.840]   in order to increase your
[00:54:47.840 --> 00:54:50.000]   or maintain your level of motivation
[00:54:50.000 --> 00:54:52.000]   within a given learning block,
[00:54:52.000 --> 00:54:54.520]   within a given batch of time on a given day
[00:54:54.520 --> 00:54:55.880]   where you are pursuing your goal.
[00:54:55.880 --> 00:54:57.460]   You're engaging in that practice,
[00:54:57.460 --> 00:55:00.560]   which of course will include frustration, anxiety.
[00:55:00.560 --> 00:55:03.540]   It has to, if you're going to get any better.
[00:55:03.540 --> 00:55:04.960]   And how to set that motivation
[00:55:04.960 --> 00:55:06.920]   and keep that motivation throughout that hour
[00:55:06.920 --> 00:55:09.160]   or 90 minutes or two hours is critical.
[00:55:09.160 --> 00:55:10.080]   So how do you do that?
[00:55:10.080 --> 00:55:12.040]   Well, it turns out it's fairly straightforward.
[00:55:12.040 --> 00:55:15.280]   So it's anchored in the fact that your cognitive focus,
[00:55:15.280 --> 00:55:18.920]   your ability to maintain a narrow cone of attention,
[00:55:18.920 --> 00:55:21.600]   as well as your bodily state of readiness
[00:55:21.600 --> 00:55:24.640]   and your mental state of readiness to perform work
[00:55:24.640 --> 00:55:27.920]   is powerfully anchored to your visual system.
[00:55:27.920 --> 00:55:30.000]   As many of you have heard me say before,
[00:55:30.000 --> 00:55:32.960]   your eyes are actually two pieces of brain.
[00:55:32.960 --> 00:55:34.160]   I mean, to be more specific,
[00:55:34.160 --> 00:55:36.040]   the neural retinas that line the back of your eyes,
[00:55:36.040 --> 00:55:39.760]   like pie crusts, are literally two pieces
[00:55:39.760 --> 00:55:42.000]   of your central nervous system of your brain
[00:55:42.000 --> 00:55:44.820]   that were extruded from the cranial vault during development.
[00:55:44.820 --> 00:55:47.340]   So yes, these two bits, and for those listening,
[00:55:47.340 --> 00:55:49.160]   I'm just pointing to my eyes.
[00:55:49.160 --> 00:55:53.060]   Your eyes are two pieces of brain outside of your skull
[00:55:53.060 --> 00:55:54.960]   and your eyes can view things broadly.
[00:55:54.960 --> 00:55:57.000]   So you can so-called soften your gaze
[00:55:57.000 --> 00:55:58.420]   and view the entire horizon.
[00:55:58.420 --> 00:56:01.280]   You can see the periphery of the room by relaxing your eyes.
[00:56:01.280 --> 00:56:02.500]   You can actually do this now.
[00:56:02.500 --> 00:56:04.660]   In fact, when you drive, most of the time you're doing this.
[00:56:04.660 --> 00:56:06.640]   You're not looking at a particular focal point.
[00:56:06.640 --> 00:56:09.200]   You're viewing things in so-called panoramic vision.
[00:56:09.200 --> 00:56:11.340]   And of course you can draw your visual focus
[00:56:11.340 --> 00:56:12.360]   to a particular location,
[00:56:12.360 --> 00:56:14.640]   what we call a vergence eye movement.
[00:56:14.640 --> 00:56:17.160]   That is you're bringing your eyes in toward the center,
[00:56:17.160 --> 00:56:18.200]   toward your nose a little bit,
[00:56:18.200 --> 00:56:20.720]   and you're focusing them in a more narrow cone
[00:56:20.720 --> 00:56:21.620]   of visual attention.
[00:56:21.620 --> 00:56:23.040]   This is something you can do
[00:56:23.040 --> 00:56:24.960]   almost imperceptibly to others.
[00:56:24.960 --> 00:56:27.400]   Although if we were to measure your eye movements,
[00:56:27.400 --> 00:56:30.240]   what we would see is that your eyes are actually moving
[00:56:30.240 --> 00:56:31.960]   inward a little bit toward your nose
[00:56:31.960 --> 00:56:33.400]   when you do this vergence eye movement
[00:56:33.400 --> 00:56:35.340]   and narrowing that cone of visual attention.
[00:56:35.340 --> 00:56:38.200]   And then they're relaxing into a state
[00:56:38.200 --> 00:56:42.880]   of being slightly further out from your nose,
[00:56:42.880 --> 00:56:44.080]   not the eyes themselves, of course,
[00:56:44.080 --> 00:56:45.320]   they can't move within the sockets,
[00:56:45.320 --> 00:56:48.860]   but the pupils of your eyes are moving out a bit
[00:56:48.860 --> 00:56:51.720]   from your nose and you're in so-called panoramic vision.
[00:56:51.720 --> 00:56:54.280]   So essentially what I'm saying is that you can narrow
[00:56:54.280 --> 00:56:57.240]   or broaden your visual attention.
[00:56:57.240 --> 00:56:59.100]   And that's something that can take a little bit of practice.
[00:56:59.100 --> 00:57:00.480]   I highly recommend that you try this
[00:57:00.480 --> 00:57:01.760]   and that you practice it a little bit,
[00:57:01.760 --> 00:57:03.820]   but indeed everyone has the neural machinery
[00:57:03.820 --> 00:57:05.480]   to do this from birth.
[00:57:05.480 --> 00:57:07.600]   This is not something that requires neuroplasticity
[00:57:07.600 --> 00:57:08.500]   to be able to do.
[00:57:08.500 --> 00:57:10.520]   You can do this right now.
[00:57:10.520 --> 00:57:12.160]   You can narrow your visual attention.
[00:57:12.160 --> 00:57:14.640]   You can expand or relax your visual attention
[00:57:14.640 --> 00:57:18.040]   and thereby narrow or relax your visual field
[00:57:18.040 --> 00:57:20.560]   from being smaller or larger.
[00:57:20.560 --> 00:57:22.000]   There are data that show
[00:57:22.000 --> 00:57:25.080]   that when we narrow our visual attention
[00:57:25.080 --> 00:57:29.000]   and we hold that narrow visual attention on a spot,
[00:57:29.000 --> 00:57:29.840]   several things happen.
[00:57:29.840 --> 00:57:32.480]   First of all, there's recruitment of circuitry
[00:57:32.480 --> 00:57:34.440]   within the so-called brainstem
[00:57:34.440 --> 00:57:36.640]   that then deploys neurochemicals
[00:57:36.640 --> 00:57:40.120]   that increase our level of alertness and arousal.
[00:57:40.120 --> 00:57:42.440]   That's right, when you focus your visual attention
[00:57:42.440 --> 00:57:46.260]   on a more narrow location or one location in front of you,
[00:57:46.260 --> 00:57:48.220]   and you hold that focus,
[00:57:48.220 --> 00:57:51.560]   you are causing the release of neurochemicals
[00:57:51.560 --> 00:57:54.440]   that increase your overall level of alertness
[00:57:54.440 --> 00:57:56.360]   in the brain and body.
[00:57:56.360 --> 00:57:59.160]   Conversely, when you relax your visual focus,
[00:57:59.160 --> 00:58:00.740]   so-called panoramic vision,
[00:58:00.740 --> 00:58:04.820]   you are turning off that recruitment.
[00:58:04.820 --> 00:58:06.720]   You're not actively recruiting molecules
[00:58:06.720 --> 00:58:08.400]   for relaxation within the brain,
[00:58:08.400 --> 00:58:10.940]   but you are turning off this release
[00:58:10.940 --> 00:58:12.600]   of the neurochemicals associated
[00:58:12.600 --> 00:58:14.980]   with increasing focus and arousal.
[00:58:14.980 --> 00:58:16.200]   So why am I talking about this
[00:58:16.200 --> 00:58:17.680]   in the context of goal pursuit?
[00:58:17.680 --> 00:58:22.200]   Well, if you are feeling lack of motivation at any point
[00:58:22.200 --> 00:58:26.080]   within a given training block or bout as I'm calling it,
[00:58:26.080 --> 00:58:26.960]   this could be at the beginning,
[00:58:26.960 --> 00:58:28.300]   this could be five minutes in,
[00:58:28.300 --> 00:58:30.160]   this could be half an hour in,
[00:58:30.160 --> 00:58:33.160]   you would be wise to pick a visual target,
[00:58:33.160 --> 00:58:36.660]   ideally a visual target that is within the general range
[00:58:36.660 --> 00:58:38.160]   of the work that you're trying to perform.
[00:58:38.160 --> 00:58:39.680]   In other words, if you're doing desk work
[00:58:39.680 --> 00:58:40.660]   or the piece of paper,
[00:58:40.660 --> 00:58:43.480]   you would draw that visual target on a piece of paper
[00:58:43.480 --> 00:58:46.560]   approximately the same distance that you were reading
[00:58:46.560 --> 00:58:49.280]   or that you were looking at music.
[00:58:49.280 --> 00:58:51.200]   You can tell how little playing a piano
[00:58:51.200 --> 00:58:52.040]   I've done in my life,
[00:58:52.040 --> 00:58:54.160]   but the point being that you set the visual target
[00:58:54.160 --> 00:58:56.440]   at approximately the same distance
[00:58:56.440 --> 00:58:58.520]   that you would be performing your particular work.
[00:58:58.520 --> 00:59:00.260]   So if you're doing a sport,
[00:59:00.260 --> 00:59:05.260]   the distance might be some many meters off in the distance,
[00:59:05.260 --> 00:59:07.920]   whereas if you're doing desk work of some kind,
[00:59:07.920 --> 00:59:09.340]   then it might be much closer.
[00:59:09.340 --> 00:59:11.660]   And then you focus your eyes on that location
[00:59:11.660 --> 00:59:14.660]   and you actively work to maintain that focus
[00:59:14.660 --> 00:59:16.580]   just like I'm doing now into the camera
[00:59:16.580 --> 00:59:18.200]   for a given period of time.
[00:59:18.200 --> 00:59:20.220]   And I recommend that you set a timer
[00:59:20.220 --> 00:59:22.720]   and that you of course allow yourself to blink
[00:59:22.720 --> 00:59:24.080]   like I just did there,
[00:59:24.080 --> 00:59:27.680]   and that you try and achieve at least 30 seconds,
[00:59:27.680 --> 00:59:29.920]   but even better would be 60 seconds,
[00:59:29.920 --> 00:59:31.880]   even better would be 90 seconds
[00:59:31.880 --> 00:59:34.320]   of that focused vergence eye movement
[00:59:34.320 --> 00:59:35.760]   during which several things happen,
[00:59:35.760 --> 00:59:38.480]   including the deployment of those neurochemicals
[00:59:38.480 --> 00:59:40.100]   from the brainstem that I talked about before,
[00:59:40.100 --> 00:59:43.600]   which are going to increase your level of autonomic arousal
[00:59:43.600 --> 00:59:46.840]   and also increase your level of focus further.
[00:59:46.840 --> 00:59:48.620]   And there, I'm not just talking about visual focus,
[00:59:48.620 --> 00:59:50.960]   I'm talking about cognitive focus.
[00:59:50.960 --> 00:59:53.800]   It has also been shown that when we focus
[00:59:53.800 --> 00:59:56.660]   on a particular point in the way that I'm describing here,
[00:59:56.660 --> 00:59:59.920]   that it increases our so-called systolic blood pressure.
[00:59:59.920 --> 01:00:00.760]   As many of you know,
[01:00:00.760 --> 01:00:02.940]   blood pressure is always described to us
[01:00:02.940 --> 01:00:05.240]   as a given number over another number.
[01:00:05.240 --> 01:00:07.540]   And the first number is the so-called systole
[01:00:07.540 --> 01:00:08.640]   or systolic pressure,
[01:00:08.640 --> 01:00:11.440]   which is the amount of pressure in your vascular system
[01:00:11.440 --> 01:00:14.880]   when the heart beats as the fluid of your blood
[01:00:14.880 --> 01:00:17.520]   is pumping through the arteries, veins,
[01:00:17.520 --> 01:00:19.440]   and capillaries of your system.
[01:00:19.440 --> 01:00:22.280]   And then the bottom number is the amount of pressure
[01:00:22.280 --> 01:00:25.180]   within those arteries, veins, and capillaries
[01:00:25.180 --> 01:00:26.240]   in between heartbeat.
[01:00:26.240 --> 01:00:29.160]   So it's the systolic over the diastolic.
[01:00:29.160 --> 01:00:31.640]   And what we know is that visual focus,
[01:00:31.640 --> 01:00:34.120]   and here I'm still holding mine now on the camera,
[01:00:34.120 --> 01:00:35.360]   so for those of you listening,
[01:00:35.360 --> 01:00:36.680]   I probably blinked once or twice,
[01:00:36.680 --> 01:00:38.700]   but I'm really trying hard to maintain my focus
[01:00:38.700 --> 01:00:40.320]   directly within the camera.
[01:00:40.320 --> 01:00:44.200]   This visual focus increases the systolic blood pressure,
[01:00:44.200 --> 01:00:47.120]   it increases the deployment of those neurochemicals
[01:00:47.120 --> 01:00:47.960]   from the brainstem,
[01:00:47.960 --> 01:00:52.840]   and we know it also can recruit the liberation of molecules
[01:00:52.840 --> 01:00:56.300]   such as dopamine and some associated molecules
[01:00:56.300 --> 01:01:00.140]   elsewhere in the brain that together act in a synergistic
[01:01:00.140 --> 01:01:03.720]   way to increase our level of focus and motivation.
[01:01:03.720 --> 01:01:07.220]   This is based, again, on work describing the neural circuitry
[01:01:07.220 --> 01:01:08.620]   of what I'm describing here,
[01:01:08.620 --> 01:01:11.020]   and work from Emily Balchetes' lab,
[01:01:11.020 --> 01:01:13.520]   which has shown that if people focus on a target,
[01:01:13.520 --> 01:01:14.360]   on a goal line,
[01:01:14.360 --> 01:01:17.040]   literally a physical location within their environment,
[01:01:17.040 --> 01:01:19.240]   and then they initiate some work,
[01:01:19.240 --> 01:01:21.760]   it could be physical work or cognitive work,
[01:01:21.760 --> 01:01:25.160]   not only do they experience significantly decreased levels
[01:01:25.160 --> 01:01:28.000]   of perceived effort while engaging in that work,
[01:01:28.000 --> 01:01:29.680]   but they also complete that work
[01:01:29.680 --> 01:01:32.920]   in a significantly reduced amount of time,
[01:01:32.920 --> 01:01:35.800]   meaning that within a given training bout or training block,
[01:01:35.800 --> 01:01:38.520]   you are able to get significantly more work done,
[01:01:38.520 --> 01:01:41.180]   and you perceive that as less effortful
[01:01:41.180 --> 01:01:42.720]   or requiring less effort
[01:01:42.720 --> 01:01:45.720]   than had you not done this visual focus.
[01:01:45.720 --> 01:01:47.520]   Now, I've been doing this for quite some time now
[01:01:47.520 --> 01:01:48.500]   into the camera.
[01:01:48.500 --> 01:01:50.140]   This is actually a practice that I've been doing
[01:01:50.140 --> 01:01:51.640]   for well over a decade,
[01:01:51.640 --> 01:01:54.060]   and it's actually a practice that I use when I podcast
[01:01:54.060 --> 01:01:55.240]   or when I post on social media,
[01:01:55.240 --> 01:01:56.960]   it's part of the reason why I'm accused of being
[01:01:56.960 --> 01:01:58.400]   a non-blinker quite often,
[01:01:58.400 --> 01:02:01.160]   but I want to remind people that you are allowed to blink,
[01:02:01.160 --> 01:02:02.320]   don't let your eyes dry out,
[01:02:02.320 --> 01:02:03.800]   it's perfectly fine to blink,
[01:02:03.800 --> 01:02:06.780]   it's not going to inhibit the effectiveness of this protocol.
[01:02:06.780 --> 01:02:10.280]   But I don't think I can really overstate how valuable
[01:02:10.280 --> 01:02:11.560]   this sort of protocol is.
[01:02:11.560 --> 01:02:13.040]   First of all, it's completely behavioral,
[01:02:13.040 --> 01:02:15.400]   it costs nothing, it's completely safe,
[01:02:15.400 --> 01:02:16.800]   as long as you remember to blink,
[01:02:16.800 --> 01:02:20.480]   and it allows you to increase your level of focus,
[01:02:20.480 --> 01:02:22.060]   your level of motivation,
[01:02:22.060 --> 01:02:25.600]   and the sustainability of your focus and motivation
[01:02:25.600 --> 01:02:26.760]   while in goal pursuit.
[01:02:26.760 --> 01:02:29.740]   So it's a quite valuable protocol to incorporate,
[01:02:29.740 --> 01:02:32.380]   and it's something that you can do once for 30 seconds
[01:02:32.380 --> 01:02:33.580]   and then lean into whatever it is,
[01:02:33.580 --> 01:02:35.540]   your writing process, your running process.
[01:02:35.540 --> 01:02:37.460]   It's something that you could do repeatedly
[01:02:37.460 --> 01:02:38.780]   throughout that learning bout,
[01:02:38.780 --> 01:02:40.700]   and it's something that you can practice offline
[01:02:40.700 --> 01:02:43.340]   a little bit away from that training bout
[01:02:43.340 --> 01:02:45.900]   as a means to sort of learn and get familiar with
[01:02:45.900 --> 01:02:48.180]   so that then you can incorporate it very quickly
[01:02:48.180 --> 01:02:50.780]   and repeatedly and with much more effectiveness
[01:02:50.780 --> 01:02:52.360]   during these different learning bouts.
[01:02:52.360 --> 01:02:53.940]   Again, it's a highly valuable tool
[01:02:53.940 --> 01:02:55.780]   that's grounded in neural circuitry,
[01:02:55.780 --> 01:02:57.840]   grounded in neurochemistry,
[01:02:57.840 --> 01:03:00.520]   and that Emily Balchetis' lab has shown
[01:03:00.520 --> 01:03:02.920]   in numerous domains, physical pursuits,
[01:03:02.920 --> 01:03:04.800]   cognitive pursuits can really help people
[01:03:04.800 --> 01:03:08.080]   achieve their goals and to achieve them more easily,
[01:03:08.080 --> 01:03:11.240]   or at least with less perceived effort and more quickly.
[01:03:11.240 --> 01:03:12.800]   Now, we can get a bit more granular
[01:03:12.800 --> 01:03:15.900]   about the incorporation of this tool, this protocol,
[01:03:15.900 --> 01:03:17.900]   but before we do, we should acknowledge
[01:03:17.900 --> 01:03:20.020]   that all of the things that lend themselves
[01:03:20.020 --> 01:03:23.700]   to improved cognitive focus and physical ability
[01:03:23.700 --> 01:03:24.900]   still hold true, right?
[01:03:24.900 --> 01:03:26.700]   You still need to get good sleep
[01:03:26.700 --> 01:03:28.940]   as many nights of your life as you possibly can.
[01:03:28.940 --> 01:03:30.760]   You still need to eat properly.
[01:03:30.760 --> 01:03:33.000]   You still need to try and limit your stress.
[01:03:33.000 --> 01:03:35.940]   We have podcast episodes related to all of those topics.
[01:03:35.940 --> 01:03:37.780]   We have toolkits available at zero cost
[01:03:37.780 --> 01:03:39.880]   related to all of those topics.
[01:03:39.880 --> 01:03:41.860]   I'm not saying that this visual focus
[01:03:41.860 --> 01:03:44.520]   or visual target training is the only tool
[01:03:44.520 --> 01:03:45.580]   that you should incorporate.
[01:03:45.580 --> 01:03:47.680]   It's a tool that you want to superimpose
[01:03:47.680 --> 01:03:49.640]   on the foundation of all the things
[01:03:49.640 --> 01:03:51.120]   that bring you to your practice
[01:03:51.120 --> 01:03:52.860]   with the best possible cognition,
