
[00:00:00.000 --> 00:00:02.000]   Struggling with your electric bill?
[01:15:37.000 --> 01:15:44.000]   One of the most important things that credentials tell cops is that you are not clueless fodder for the criminal justice system.
[01:15:44.000 --> 01:15:49.000]   They show that you have social backup, family, friends, a place of worship.
[01:15:49.000 --> 01:15:54.000]   They demonstrate that you have lawyered up in advance and may even have a friend on the police force.
[01:15:54.000 --> 01:16:01.000]   These factors influence cops' decisions as to whether they want to interrogate you further, search you, or arrest you.
[01:16:01.000 --> 01:16:05.000]   Cops have tremendous latitude in deciding whether to arrest people for petty offenses.
[01:16:05.000 --> 01:16:08.000]   You want to tip the scales in favor of their letting you go.
[01:16:08.000 --> 01:16:15.000]   Credentials also change the balance of power by showing police that you understand something about the criminal justice system.
[01:16:15.000 --> 01:16:19.000]   So the point of this is arrest-proofing.
[01:16:19.000 --> 01:16:26.000]   The point is to do things in advance, to tilt things in your favor so that you are not arrested.
[01:16:26.000 --> 01:16:34.000]   As well, to have that written right there where it says, "Officer, I'd like to answer your questions, but my attorney told me that in a situation like this, I should not say anything unless they are present."
[01:16:34.000 --> 01:16:38.000]   That way, you can remember it.
[01:16:38.000 --> 01:16:49.000]   So the author talks – has a version for carrying in your wallet, and I think this is well worth considering for your children, especially your teenage children, and for you as well.
[01:16:49.000 --> 01:16:54.000]   I haven't done this yet, but I am planning to do it at least in the car.
[01:16:54.000 --> 01:17:01.000]   Again, I've never had any interaction with a police officer.
[01:17:01.000 --> 01:17:10.000]   My life circumstances have never brought me into any interaction with a police officer that wasn't car-based, and so I'll do the car credentials.
[01:17:10.000 --> 01:17:12.000]   I don't plan to carry these around in my wallet.
[01:17:12.000 --> 01:17:21.000]   But if your life or lifestyle involves your, for example, walking a lot, maybe you don't have a car and you spend a lot of time walking or bicycling, things like that.
[01:17:21.000 --> 01:17:28.000]   Well now, because you're out and you're visible, you're much more likely to have interactions with a police officer and your threat factors may change.
[01:17:28.000 --> 01:17:30.000]   And so you would want to protect yourself there.
[01:17:30.000 --> 01:17:32.000]   Emergency procedures.
[01:17:32.000 --> 01:17:38.000]   If none of these things work and you find yourself about to be arrested, here are a couple of tips.
[01:17:38.000 --> 01:17:41.000]   Ask for a notice to appear.
[01:17:41.000 --> 01:17:50.000]   Most people are aware of notices to appear only when they encounter them in the form of traffic citations, where the police explain that you've got to go to court with this ticket.
[01:17:50.000 --> 01:18:03.000]   Few outside the criminal justice system know that police can issue notices to appear, also called penal citations, for all sorts of offenses, including possession of small amounts of illegal drugs.
[01:18:03.000 --> 01:18:09.000]   A notice to appear requires that you go to court where a judge will decide your guilt or innocence.
[01:18:09.000 --> 01:18:17.000]   However, with a notice to appear, you do not get arrested, finger-pinted, photographed, and logged into the electronic plantation at that moment.
[01:18:17.000 --> 01:18:21.000]   Once you sign the citation, you will be set free.
[01:18:21.000 --> 01:18:25.000]   Signing the citation merely indicates that you have received the citation.
[01:18:25.000 --> 01:18:26.000]   It's not an admission of guilt.
[01:18:26.000 --> 01:18:27.000]   So sign it.
[01:18:27.000 --> 01:18:34.000]   A police officer is doing you a huge favor by giving you a notice to appear and giving up the opportunity to arrest you.
[01:18:34.000 --> 01:18:37.000]   To get a notice to appear, begging and pleading are in order.
[01:18:37.000 --> 01:18:41.000]   Tell the officer one or more of the following when applicable.
[01:18:41.000 --> 01:18:42.000]   At all times, be truthful.
[01:18:42.000 --> 01:18:44.000]   One lie at this point will send you to the slammer.
[01:18:44.000 --> 01:18:46.000]   You are not a hardened criminal.
[01:18:46.000 --> 01:18:48.000]   You have never been arrested before.
[01:18:48.000 --> 01:18:51.000]   An arrest will make it difficult for you to get a good job.
[01:18:51.000 --> 01:18:54.000]   An arrest might get you fired from your job or suspended from school.
[01:18:54.000 --> 01:18:57.000]   And you have children and family who need you.
[01:18:57.000 --> 01:19:02.000]   So the goal is ask for a notice to appear and then show up in court and deal with it in court.
[01:19:02.000 --> 01:19:05.000]   If necessary, cry tragically and copiously.
[01:19:05.000 --> 01:19:10.000]   And if all else fails, if nothing else has worked so far, we're in the barf, pee, and poop.
[01:19:10.000 --> 01:19:14.000]   If nothing else has worked so far, you can try this last and most extreme measure.
[01:19:14.000 --> 01:19:19.000]   Foul yourself so that the police will consider setting you free in order not to get their cruiser nasty.
[01:19:19.000 --> 01:19:22.000]   If you've been drinking, throw up all over your shirt, not on the ground.
[01:19:22.000 --> 01:19:26.000]   If you're wasted, this may be impossible because of marijuana's anti-nausea effects.
[01:19:26.000 --> 01:19:27.000]   But don't stop here.
[01:19:27.000 --> 01:19:29.000]   Pee down your legs and poop.
[01:19:29.000 --> 01:19:31.000]   That's right. I said poop into your pants.
[01:19:31.000 --> 01:19:34.000]   After you do it, you must tell the officers what has happened.
[01:19:34.000 --> 01:19:40.000]   They can see you vomit, but you'll have to inform them of what else you've done before they put you into the cruiser.
[01:19:40.000 --> 01:19:43.000]   So say the following, preferably through tears.
[01:19:43.000 --> 01:19:46.000]   I've pooped my pants and peed on myself.
[01:19:46.000 --> 01:19:54.000]   This is for an extreme emergency and although disgusting, fouling yourself is preferable to going to jail.
[01:19:54.000 --> 01:19:57.000]   What about police beatings and police brutality?
[01:19:57.000 --> 01:20:02.000]   Police are better trained, more disciplined, and more honest today, but brutality does occur.
[01:20:02.000 --> 01:20:08.000]   Police officers are trained to fight, shoot, and kill and to become violent instantly if they feel threatened.
[01:20:08.000 --> 01:20:15.000]   If you were a big city force of tens of thousands of police officers, it would be unusual if a few were not sadists or uncontrollably violent.
[01:20:15.000 --> 01:20:21.000]   By following the procedures in this book, especially by being submissive and polite while police ask questions,
[01:20:21.000 --> 01:20:25.000]   you minimize the possibility of brutalization.
[01:20:25.000 --> 01:20:30.000]   However, if police start beating you, there is only one thing to do.
[01:20:30.000 --> 01:20:34.000]   Curl up into a fetal ball and protect your head with your arms.
[01:20:34.000 --> 01:20:40.000]   If you are already handcuffed with your hands behind you, try to wriggle your head under the police cruiser for protection.
[01:20:40.000 --> 01:20:47.000]   You can survive a tremendous beating, but if you are kicked and beaten in the head, you may be killed or seriously brain damaged.
[01:20:47.000 --> 01:20:50.000]   Once you get stabilized in the hospital, get busy.
[01:20:50.000 --> 01:20:55.000]   Have yourself photographed, preferably before and after surgery, with and without bandages.
[01:20:55.000 --> 01:20:58.000]   Call your lawyer. Do this at once. Do not delay.
[01:20:58.000 --> 01:21:01.000]   Your attorney may need to file motions with the court to get evidence.
[01:21:01.000 --> 01:21:07.000]   If you are ever in an interaction with a police officer of any kind, the first thing you should do is call your lawyer.
[01:21:07.000 --> 01:21:09.000]   And you need to plan for that in advance.
[01:21:09.000 --> 01:21:14.000]   What you need is a criminal defense attorney, and you need to plan for that now.
[01:21:14.000 --> 01:21:16.000]   It doesn't cost you a dime to plan for that.
[01:21:16.000 --> 01:21:21.000]   So, first you need to look up a criminal defense attorney.
[01:21:21.000 --> 01:21:24.000]   You will probably not like this person.
[01:21:24.000 --> 01:21:29.000]   I worked with a lot of attorneys when I was a financial advisor, and we always laughed, and I found it to be true.
[01:21:29.000 --> 01:21:36.000]   But we – insurance agents would talk about the fact that we almost never liked the attorneys who were involved in criminal defense.
[01:21:36.000 --> 01:21:38.000]   I don't think that's universally true.
[01:21:38.000 --> 01:21:47.000]   But a lot of times the type of person who is just an absolute bulldog in court, which is what you want, is also the type of person that's hard to be friends with.
[01:21:47.000 --> 01:21:51.000]   I'm thinking of a friend of mine here where I live and just not a nice person.
[01:21:51.000 --> 01:21:57.000]   But, man, do I want him on my side if I'm facing my day in court.
[01:21:57.000 --> 01:21:59.000]   So look up in your local area.
[01:21:59.000 --> 01:22:04.000]   Look up in your local bar association.
[01:22:04.000 --> 01:22:13.000]   They're in your town, and try to find an attorney who does criminal law, somebody who is a criminal defense attorney, not another specialty.
[01:22:13.000 --> 01:22:15.000]   When you have a few names, make an appointment.
[01:22:15.000 --> 01:22:17.000]   Make sure they're accepting new clients.
[01:22:17.000 --> 01:22:20.000]   Get a quick appointment with either the attorney or with their paralegal.
[01:22:20.000 --> 01:22:24.000]   Explain what you're doing, and then show up and just simply get some business cards.
[01:22:24.000 --> 01:22:25.000]   Interview them.
[01:22:25.000 --> 01:22:26.000]   Tell them you're preparing.
[01:22:26.000 --> 01:22:28.000]   It should only take a few minutes.
[01:22:28.000 --> 01:22:29.000]   It's not going to be any cost to it.
[01:22:29.000 --> 01:22:34.000]   And collect a few business cards so that you have them prepared and have them ready.
[01:22:34.000 --> 01:22:38.000]   You need to have that as part of your preparations in your family.
[01:22:38.000 --> 01:22:39.000]   You need to have an instruct.
[01:22:39.000 --> 01:22:47.000]   If you're a husband or a wife, you need to have and say, for example, for my wife here, if I'm ever arrested, this is who you call.
[01:22:47.000 --> 01:22:49.000]   My wife knows who to call if I die.
[01:22:49.000 --> 01:22:58.000]   My wife has instructions of where everything is, how to reach everything, and she knows who to call if I'm ever arrested.
[01:22:58.000 --> 01:23:00.000]   So if I'm arrested, this is the person that you call.
[01:23:00.000 --> 01:23:02.000]   Here's the cell phone number.
[01:23:02.000 --> 01:23:05.000]   Make the call, and let's get it done as quickly as possible.
[01:23:05.000 --> 01:23:11.000]   I do not expect to ever need any of these procedures to be accomplished.
[01:23:11.000 --> 01:23:22.000]   But preparation, prudence, and being proactive is important because if it ever does happen, it's a big, big deal.
[01:23:22.000 --> 01:23:24.000]   You don't have to go as far as having a written checklist.
[01:23:24.000 --> 01:23:25.000]   It's not a bad idea.
[01:23:25.000 --> 01:23:28.000]   But at least have it thought about in advance.
[01:23:28.000 --> 01:23:39.000]   Let's talk about cars because, frankly, that's where I face the biggest danger of police interaction, and that's where you face the biggest danger of police interaction.
[01:23:39.000 --> 01:23:46.000]   I don't live an out-of-doors lifestyle, loitering on the city streets, nor does anybody in my family.
[01:23:46.000 --> 01:23:50.000]   So if you do or if you know someone who does, you need to instruct them not to do that.
[01:23:50.000 --> 01:23:51.000]   But I don't do that.
[01:23:51.000 --> 01:23:53.000]   But what I do is drive.
[01:23:53.000 --> 01:23:55.000]   And a few things that are important.
[01:23:55.000 --> 01:24:09.000]   The author of this book does a really great job. He writes an entire chapter on the fact that you never, ever carry dope or illegal substances with you out of the house.
[01:24:09.000 --> 01:24:13.000]   Some of the best legal advice you can give, keep your dope at home.
[01:24:13.000 --> 01:24:18.000]   Now, I don't use drugs, never have, never will.
[01:24:18.000 --> 01:24:19.000]   I have no intention of doing it.
[01:24:19.000 --> 01:24:28.000]   But one thing I learned with doing life insurance for a living is that a huge percentage of the population uses drugs, especially marijuana.
[01:24:28.000 --> 01:24:30.000]   Keep it at home.
[01:24:30.000 --> 01:24:32.000]   Do not carry it with you.
[01:24:32.000 --> 01:24:42.000]   Make sure that you never have marijuana with you because when you are out from a house, you are vulnerable.
[01:24:42.000 --> 01:24:46.000]   And you say, "Well, how do I make sure that I have it with me?"
[01:24:46.000 --> 01:24:49.000]   The author talks about upper class criminals.
[01:24:49.000 --> 01:24:54.000]   Do rich people and poor people beat their wives at different ratios?
[01:24:54.000 --> 01:24:56.000]   I don't know.
[01:24:56.000 --> 01:25:02.000]   But poor people, when they beat their wives, are living in an apartment building with thin walls and they get the cops called on them.
[01:25:02.000 --> 01:25:09.000]   Richer people, middle class people, when they beat their wives, are doing it in a three-bedroom, two-bath house on a half-acre lot where nobody can hear it.
[01:25:09.000 --> 01:25:11.000]   So they don't get the cops called on them.
[01:25:11.000 --> 01:25:13.000]   What about marijuana?
[01:25:13.000 --> 01:25:15.000]   Well, a lot of times, richer people grow their own marijuana.
[01:25:15.000 --> 01:25:17.000]   And that would be the best thing that you could do.
[01:25:17.000 --> 01:25:20.000]   If you're going to use marijuana, learn how to grow marijuana.
[01:25:20.000 --> 01:25:23.000]   Hydroponics has done incredible advances in the marijuana industry.
[01:25:23.000 --> 01:25:28.000]   We all owe the marijuana industry a debt of gratitude for their perfection of hydroponic growing techniques.
[01:25:28.000 --> 01:25:38.000]   And grow your marijuana plants at home so you don't have to buy it from a dealer on the street who might turn out to be an undercover cop doing a drug sting operation trying to tempt you and incite you into breaking the law.
[01:25:38.000 --> 01:25:41.000]   And so you don't ever have to be outside of your house.
[01:25:41.000 --> 01:25:51.000]   And if you're growing a couple of marijuana plants so that you can smoke your dope at home, that's going to be a much better move for you than buying it in the street and being out where you're vulnerable.
[01:25:51.000 --> 01:25:55.000]   So your car makes you very, very vulnerable.
[01:25:55.000 --> 01:26:02.000]   In order to avoid problems in the car, it's important that you keep your car in good working order.
[01:26:02.000 --> 01:26:07.000]   It's important that everything on your car works, that your lights work, and that your car is in reasonable shape.
[01:26:07.000 --> 01:26:09.000]   It might be good to wash it, et cetera.
[01:26:09.000 --> 01:26:12.000]   You want your car to look boring and ordinary and functional.
[01:26:12.000 --> 01:26:14.000]   You don't want your car to stand out.
[01:26:14.000 --> 01:26:26.000]   If you drive a bright red sports car, you will stand out and you will have more altercations with the police than if you drive a boring beige minivan.
[01:26:26.000 --> 01:26:29.000]   You want fewer altercations with the police.
[01:26:29.000 --> 01:26:33.000]   Don't drive a flashy car or you will have confrontations with the police.
[01:26:33.000 --> 01:26:40.000]   Now, what are the indications that will often cause a police officer to pay attention to you?
[01:26:40.000 --> 01:26:43.000]   The head bobble and gooseneck stretch.
[01:26:43.000 --> 01:26:50.000]   When a police officer pulls up behind you and all of a sudden you start moving your head around trying to get a good look at them, are they coming after you or coming for someone else?
[01:26:50.000 --> 01:26:51.000]   It's a big deal.
[01:26:51.000 --> 01:26:54.000]   Reaching in the car while you're driving.
[01:26:54.000 --> 01:27:04.000]   Any kind of unusual motion inside the vehicle by the driver is going to make a police officer presume that you're hiding contraband or acquiring a weapon.
[01:27:04.000 --> 01:27:05.000]   Hitting the brakes.
[01:27:05.000 --> 01:27:10.000]   If you suddenly hit the brakes, cops in front of you will see your front end dip, a tip off that you were speeding.
[01:27:10.000 --> 01:27:11.000]   Perfect driving.
[01:27:11.000 --> 01:27:13.000]   Nobody drives perfectly.
[01:27:13.000 --> 01:27:15.000]   When cops see anyone driving perfectly, they get curious.
[01:27:15.000 --> 01:27:17.000]   They may stop you just to see what's up.
[01:27:17.000 --> 01:27:19.000]   Dope flying out of windows.
[01:27:19.000 --> 01:27:22.000]   Clueless people think that if they toss the bags, the cops cannot arrest them for possession.
[01:27:22.000 --> 01:27:23.000]   Wrong.
[01:27:23.000 --> 01:27:24.000]   This is a big one.
[01:27:24.000 --> 01:27:25.000]   Crew cab.
[01:27:25.000 --> 01:27:31.000]   When cops see four young males in a car, they immediately wonder if this is a crew of criminals out to do a job.
[01:27:31.000 --> 01:27:39.000]   They know that with four guys in a car, they are four times more likely to discover outstanding warrants, dope, guns, or stolen property.
[01:27:39.000 --> 01:27:40.000]   Load tilt.
[01:27:40.000 --> 01:27:47.000]   When cops see a car heavily loaded and low on its springs or tilted backward from something heavy in the trunk, they want to stop the car and have a look.
[01:27:47.000 --> 01:27:51.000]   Perhaps there's a dead body in there or some square grouper just unloaded from a mothership offshore.
[01:27:51.000 --> 01:27:53.000]   Dark tinted windows.
[01:27:53.000 --> 01:27:57.000]   When cops can't see inside a car, they like to stop the vehicle and have a look.
[01:27:57.000 --> 01:28:01.000]   This one is important to me because I always like having – I live in Florida.
[01:28:01.000 --> 01:28:02.000]   Everyone has their windows tinted.
[01:28:02.000 --> 01:28:06.000]   But I always like having the dark limousine tint where you can't be seen.
[01:28:06.000 --> 01:28:07.000]   I won't do it.
[01:28:07.000 --> 01:28:13.000]   I won't do it because I don't want unnecessary interaction with a police officer and down here at least.
[01:28:13.000 --> 01:28:15.000]   All the police officers carry these little tint meters.
[01:28:15.000 --> 01:28:19.000]   And if they pull you over for another reason, they know what's legal and they know what's not.
[01:28:19.000 --> 01:28:21.000]   They can look at it.
[01:28:21.000 --> 01:28:30.000]   It allows – if you have dark tinted windows, then it allows them to get you to roll the window down so they can put the tint meter on it.
[01:28:30.000 --> 01:28:36.000]   And that allows them to have more access to the inside of your car, which allows them to look in your car more and look to find contraband.
[01:28:36.000 --> 01:28:41.000]   And it also will wind up in your having to show up in court and prove that you've removed the tint.
[01:28:41.000 --> 01:28:42.000]   So, it's just not worth it.
[01:28:42.000 --> 01:28:44.000]   Keep the tint legal.
[01:28:44.000 --> 01:28:45.000]   Driver slouch.
[01:28:45.000 --> 01:28:46.000]   Don't slouch in the seats.
[01:28:46.000 --> 01:28:53.000]   Overly scrupulous use of the turn signals, brake squeals, inappropriate vehicles, things that stand out, et cetera.
[01:28:53.000 --> 01:28:59.000]   If you're dirty and wearing scruffy clothes, driving a Mercedes-Benz, driving too slow and giving the finger to police.
[01:28:59.000 --> 01:29:03.000]   So, those things will all bring you attention from a police officer.
[01:29:03.000 --> 01:29:10.000]   So, the most important things for you to do to avoid the attention because you don't want the attention is just fit in.
[01:29:10.000 --> 01:29:12.000]   Go with the flow.
[01:29:12.000 --> 01:29:13.000]   Don't make any major changes.
[01:29:13.000 --> 01:29:17.000]   If a police officer is behind you or shows up beside you, don't change anything.
[01:29:17.000 --> 01:29:19.000]   Don't reach for anything in the car.
[01:29:19.000 --> 01:29:23.000]   If you were speeding, just pull your foot off the gas without touching the brakes.
[01:29:23.000 --> 01:29:26.000]   Don't make any sudden turns or lane changes.
[01:29:26.000 --> 01:29:28.000]   Just sit properly in your seat.
[01:29:28.000 --> 01:29:32.000]   If you were slouched down, then slowly sit up.
[01:29:32.000 --> 01:29:34.000]   Keep your hands up on the steering wheel.
[01:29:34.000 --> 01:29:36.000]   Ease them up slowly.
[01:29:36.000 --> 01:29:38.000]   Make sure that your car blends in.
[01:29:38.000 --> 01:29:39.000]   There's nothing look crazy.
[01:29:39.000 --> 01:29:40.000]   It's not wild.
[01:29:40.000 --> 01:29:43.000]   It doesn't attract attention so you can blend in.
[01:29:43.000 --> 01:29:44.000]   Don't stare at cops.
[01:29:44.000 --> 01:29:46.000]   Don't throw anything out of your car.
[01:29:46.000 --> 01:29:56.000]   Clear glass in your vehicle or only a light tint will allow you to be seen so that you don't have to be stopped, etc.
[01:29:56.000 --> 01:30:03.000]   So, all of these things will keep you from being a target for police interaction.
[01:30:03.000 --> 01:30:06.000]   The less police interaction that you have, the better.
[01:30:06.000 --> 01:30:09.000]   The less police interaction that you have, the fewer problems.
[01:30:09.000 --> 01:30:12.000]   You don't have to use your scripts if you never get caught.
[01:30:12.000 --> 01:30:14.000]   Quick discussion on alcohol.
[01:30:14.000 --> 01:30:16.000]   I think this is one of the most important things as well.
[01:30:16.000 --> 01:30:18.000]   I've mentioned it many times on the show.
[01:30:18.000 --> 01:30:21.000]   But I'll just read this paragraph from the author.
[01:30:21.000 --> 01:30:23.000]   Do some thinking about your drinking.
[01:30:23.000 --> 01:30:27.000]   Driving under the influence is a criminal rather than a civil offense.
[01:30:27.000 --> 01:30:30.000]   Arrest and jail time are mandatory in most states.
[01:30:30.000 --> 01:30:36.000]   So, once stopped, you're on the plantations even if you have the $10,000 or so to beat the thing in court.
[01:30:36.000 --> 01:30:38.000]   Here's the most important point.
[01:30:38.000 --> 01:30:49.000]   Even if you're not legally intoxicated, the smell of alcohol will lead police to give you and your vehicle a thorough once-over which no rational person wants.
[01:30:49.000 --> 01:30:58.000]   Basically, this means that if you're driving, confine your drinking to one drink or less, especially if you weigh less than 150 pounds.
[01:30:58.000 --> 01:31:03.000]   Stop drinking an hour before you leave so alcohol will be metabolized and not on your breath.
[01:31:03.000 --> 01:31:07.000]   If you have any question about your ability to drive, call a cab.
[01:31:07.000 --> 01:31:09.000]   Alcohol is a drug.
[01:31:09.000 --> 01:31:16.000]   When you purchase beer, wine, and liquor for home consumption, put the stuff in your trunk or backseat unopened with tax seals intact.
[01:31:16.000 --> 01:31:22.000]   Keep all your drugs, whether produced legally by liquor distilleries, breweries, and pharmaceutical manufacturers,
[01:31:22.000 --> 01:31:28.000]   or illegally by Colombian, Bolivian, and Afghan peasants at home.
[01:31:28.000 --> 01:31:29.000]   Big, big deal.
[01:31:29.000 --> 01:31:31.000]   One drink, that's it.
[01:31:31.000 --> 01:31:32.000]   DUI is not worth it.
[01:31:32.000 --> 01:31:38.000]   It's not worth it for the lives involved, and it's not worth it for how it will destroy your financial life.
[01:31:38.000 --> 01:31:40.000]   Now, let's talk traffic stops.
[01:31:40.000 --> 01:31:44.000]   There are two kinds of traffic stops, the routine traffic stop and the felony traffic stop.
[01:31:44.000 --> 01:31:50.000]   The routine traffic stop is the thing that most of us have been involved in and most of us have been stopped at one point or another.
[01:31:50.000 --> 01:31:54.000]   A police officer pulls up behind you, turns on the lights, and pulls you over.
[01:31:54.000 --> 01:31:56.000]   What are the rules that you need to do?
[01:31:56.000 --> 01:32:00.000]   This is what I've taught my wife, and this is what I teach other people as well.
[01:32:00.000 --> 01:32:05.000]   First, you pull over quickly, as quickly as possible, no matter where you are.
[01:32:05.000 --> 01:32:09.000]   The only exception would be if it's at night and you are a woman.
[01:32:09.000 --> 01:32:11.000]   That's a big deal.
[01:32:11.000 --> 01:32:16.000]   If it's at night and you're a woman, turn on your flashers and drive slowly to a safe, well-lit place.
[01:32:16.000 --> 01:32:21.000]   In the United States, we don't have this concern as much as many other listeners do in other countries.
[01:32:21.000 --> 01:32:28.000]   Other countries, it's much more common for people to impersonate police officers, but it does happen in the United States.
[01:32:28.000 --> 01:32:35.000]   But in general, pull over as quickly as possible right over to a safe situation.
[01:32:35.000 --> 01:32:40.000]   I always try to pull as far off the road as possible to lower the stress level of a police officer.
[01:32:40.000 --> 01:32:46.000]   Anything you can do to lower the stress level of a police officer is in your best interest.
[01:32:46.000 --> 01:32:49.000]   So think about it from a police officer's perspective.
[01:32:49.000 --> 01:32:51.000]   What are the stresses that they face?
[01:32:51.000 --> 01:32:57.000]   First, many police officers and tow truck operators, et cetera, get killed every single year on the side of the road.
[01:32:57.000 --> 01:33:04.000]   So pull far off the side of the road, or if you have the chance to get into a parking lot, which is right there, someplace out of the flow of traffic, do that.
[01:33:04.000 --> 01:33:16.000]   When you're stopped, they're going to pull in behind you, and they're going to sit in the car and wait for a moment while they run your tag or while they call you in or check the information before they get out of the car.
[01:33:16.000 --> 01:33:18.000]   Just wait.
[01:33:18.000 --> 01:33:19.000]   Turn off the car.
[01:33:19.000 --> 01:33:20.000]   Put the car in park.
[01:33:20.000 --> 01:33:22.000]   Turn off the car.
[01:33:22.000 --> 01:33:25.000]   Roll down the window, either at least halfway or so.
[01:33:25.000 --> 01:33:27.000]   Roll down your driver's window.
[01:33:27.000 --> 01:33:30.000]   Turn on your interior lights at night.
[01:33:30.000 --> 01:33:31.000]   I always do this.
[01:33:31.000 --> 01:33:39.000]   Turn on the interior lights at night and put your hands at the top of the steering wheel and grasp the steering wheel and sit and wait.
[01:33:39.000 --> 01:33:49.000]   Again, car in park, motor off, interior light on, hands at the top of the steering wheel where they're clearly visible.
[01:33:49.000 --> 01:33:55.000]   Police officer will come up behind you, protecting themselves behind the A-post, and they will look.
[01:33:55.000 --> 01:33:59.000]   You want them to be able to see you and occupants in the car clearly.
[01:33:59.000 --> 01:34:01.000]   That's why you turn on the interior light.
[01:34:01.000 --> 01:34:05.000]   That way they can see that everyone's hands are clearly indicated.
[01:34:05.000 --> 01:34:10.000]   If you have people in the vehicle with you, instruct them to keep their hands in plain sight.
[01:34:10.000 --> 01:34:19.000]   You want to lower the nervousness, and if you just simply follow the simple procedure of having the car off and in park, police officer is not going to be nervous about you hitting the gas and getting out of there.
[01:34:19.000 --> 01:34:25.000]   If your hands are clearly visible, grasping the top of the steering wheel, they're going to be confident that you don't have anything in your hands.
[01:34:25.000 --> 01:34:28.000]   You can lay them on the dash if you prefer, and they're going to be clearly visible.
[01:34:28.000 --> 01:34:34.000]   Then the interior light, dome light, indicates to them that you know what you're doing, that you're trying to make them calm and comfortable.
[01:34:34.000 --> 01:34:39.000]   If you make the police officer calm and comfortable, you're less likely to get shot.
[01:34:39.000 --> 01:34:42.000]   I don't want to get shot. I don't want you to get shot.
[01:34:42.000 --> 01:34:44.000]   Then you just simply greet the officer.
[01:34:44.000 --> 01:34:49.000]   You wait until you're spoken to, and you go into the normal interaction with the police officer, and you follow the instructions.
[01:34:49.000 --> 01:34:55.000]   If they ask you about presenting your license, then you do that.
[01:34:55.000 --> 01:35:00.000]   You don't give anything or you don't move until you're given instructions.
[01:35:00.000 --> 01:35:02.000]   The less you say, the better.
[01:35:02.000 --> 01:35:03.000]   Don't admit to anything.
[01:35:03.000 --> 01:35:05.000]   Sign the ticket that you're given.
[01:35:05.000 --> 01:35:07.000]   Now, that's a routine traffic stop.
[01:35:07.000 --> 01:35:09.000]   The other type of traffic stop is a felony stop.
[01:35:09.000 --> 01:35:11.000]   This is where the police officer is going to have their guns out.
[01:35:11.000 --> 01:35:20.000]   They think that there's been a serious crime, and in this situation, just listen to what they say and obey and don't say anything.
[01:35:20.000 --> 01:35:27.000]   When a police officer is aiming a gun at you, you don't say anything other than, "I want a lawyer. I will not say anything unless my lawyer is with me."
[01:35:27.000 --> 01:35:29.000]   That's going to be after you're handcuffed and sitting in the back of the car.
[01:35:29.000 --> 01:35:31.000]   You don't say anything.
[01:35:31.000 --> 01:35:33.000]   Don't talk about your rights.
[01:35:33.000 --> 01:35:34.000]   Don't say anything.
[01:35:34.000 --> 01:35:37.000]   "I want a lawyer. I will not say anything unless my lawyer is with me."
[01:35:37.000 --> 01:35:38.000]   That's it.
[01:35:38.000 --> 01:35:40.000]   Now, what about car searches?
[01:35:40.000 --> 01:35:47.000]   It's important that you do not give consent that your car is searched.
[01:35:47.000 --> 01:35:55.000]   Before 2009, police often and routinely searched vehicles just simply because they were involved in traffic stops.
[01:35:55.000 --> 01:36:01.000]   And they were continually arresting people based upon the drugs or illegal firearms or stolen merchandise that they found in the car.
[01:36:01.000 --> 01:36:16.000]   But there was a court case before the Supreme Court in 2009 where they said that individuals who are guilty of nothing more serious than a traffic violation have their constitutional right to the security of their private effects violated by just simply having a search.
[01:36:16.000 --> 01:36:26.000]   And so it's important to you that you do not give consent to search your car even if you have nothing to hide.
[01:36:26.000 --> 01:36:31.000]   And the key is that they can search your car if you give consent.
[01:36:31.000 --> 01:36:48.000]   And this is what I see constantly and this is the one interaction that is not particularly unpleasant but it's the one regret that I have of an interaction that I had with the police years ago with the police department here where I live in South Florida.
[01:36:48.000 --> 01:36:53.000]   My wife and I were out and we had parked in this place where there's not a lot of parking.
[01:36:53.000 --> 01:36:55.000]   It was later in the evening.
[01:36:55.000 --> 01:37:00.000]   We were having a nice stroll later in the evening before heading home.
[01:37:00.000 --> 01:37:01.000]   So we're out in the dark.
[01:37:01.000 --> 01:37:03.000]   It was about 8.30, 9 o'clock at night, something like that.
[01:37:03.000 --> 01:37:09.000]   I parked in a place that was very quiet, side Cul-de-sac Street, but it wasn't particularly illegal.
[01:37:09.000 --> 01:37:11.000]   There wasn't a parking space there.
[01:37:11.000 --> 01:37:16.000]   There were intentionally no parking spaces there but it was parked on the street and no cars were passing by, etc.
[01:37:16.000 --> 01:37:18.000]   And we're walking back to the car.
[01:37:18.000 --> 01:37:23.000]   We're out of the car for about seven or eight minutes and we're about 100 yards even though probably about 70 yards from the car.
[01:37:23.000 --> 01:37:29.000]   Well, police officers come and they stop and we just start walking over and we figured it would probably happen.
[01:37:29.000 --> 01:37:30.000]   It was on Palm Beach Island.
[01:37:30.000 --> 01:37:31.000]   I guess I can say where it was.
[01:37:31.000 --> 01:37:32.000]   It was on Palm Beach Island.
[01:37:32.000 --> 01:37:41.000]   And on Palm Beach Island, the rich people on Palm Beach Island pay for the heaviest police of – I don't know if it's anywhere but it is a lot of police officers.
[01:37:41.000 --> 01:37:43.000]   They don't have a lot to do because usually it's pretty quiet.
[01:37:43.000 --> 01:37:48.000]   So it's almost guaranteed that if you stop in this one place that you're going to talk to the police.
[01:37:48.000 --> 01:37:50.000]   So that was my first mistake.
