
[00:00:00.000 --> 00:00:19.000]   [ Music ]
[00:51:54.200 --> 00:51:57.200]   "Oh, Dr. Street, I'm really struggling with my calling in life."
[00:51:57.200 --> 00:51:59.200]   I say, "Oh, I know exactly what it is."
[00:51:59.200 --> 00:52:00.200]   Grab your Bible.
[00:52:00.200 --> 00:52:04.200]   Let's go over to 1 Peter chapter 2 and look at verse 21.
[00:52:04.200 --> 00:52:05.200]   We'll take a look at your calling.
[00:52:05.200 --> 00:52:08.200]   So they turn excitedly in their Bible and they get to verse 21.
[00:52:08.200 --> 00:52:13.200]   And they say, "For you have been called for this purpose. Christ suffered for you."
[00:52:13.200 --> 00:52:15.200]   "Oh, I wasn't talking about that."
[00:52:15.200 --> 00:52:19.200]   "Oh, well, the Bible's clear that that's the Christian's calling."
[00:52:19.200 --> 00:52:26.200]   "Well, I was talking about whether or not I should go into missions or be a pastor."
[00:52:26.200 --> 00:52:32.200]   I said, "Well, if you're planning on going into either one of those, this is going to be your calling."
[00:52:32.200 --> 00:52:35.200]   All right?
[00:52:35.200 --> 00:52:39.200]   Verse 22, "Who committed no sin, nor any deceit was found in his mouth."
[00:52:39.200 --> 00:52:46.200]   In other words, all the suffering that Jesus suffered was unjust.
[00:52:46.200 --> 00:52:49.200]   The point of his argument at this point in the context is,
[00:52:49.200 --> 00:52:54.200]   some of us suffer and we deserve our suffering because we've done bad things.
[00:52:54.200 --> 00:52:58.200]   But all the suffering that Jesus suffered was unjust.
[00:52:58.200 --> 00:53:05.200]   Therefore, since all of it was unjust, every bit of it, he absolutely did no sin,
[00:53:05.200 --> 00:53:11.200]   he's the perfect model to follow when dealing with unjust suffering, right?
[00:53:11.200 --> 00:53:13.200]   Perfect model. What did he do?
[00:53:13.200 --> 00:53:15.200]   Fasten your seatbelts.
[00:53:15.200 --> 00:53:24.200]   Verse 23, "He went to assertiveness training classes, and he learned to insist on his rights."
[00:53:24.200 --> 00:53:26.200]   Oh, no, no. That's not what it says.
[00:53:26.200 --> 00:53:33.200]   "And while being reviled, he," what?
[00:53:33.200 --> 00:53:35.200]   He what?
[00:53:35.200 --> 00:53:38.200]   He did not revile.
[00:53:38.200 --> 00:53:43.200]   "In return, while suffering, he drew boundaries around himself,
[00:53:43.200 --> 00:53:50.200]   and he told people if they crossed those boundaries, they were going to get it."
[00:53:50.200 --> 00:53:53.200]   Oh, no, no. That's not what it says.
[00:53:53.200 --> 00:53:58.200]   "While suffering, he uttered," what?
[00:53:58.200 --> 00:54:02.200]   No threats. No threats.
[00:54:02.200 --> 00:54:07.200]   "But kept entrusting himself to him who judges justly.
[00:54:07.200 --> 00:54:14.200]   He believed in the final analysis that God was going to wash all of this out and deal justly,
[00:54:14.200 --> 00:54:24.200]   and that God was in his corner, even though he may go through temporary suffering."
[00:54:24.200 --> 00:54:28.200]   I know what you're thinking.
[00:54:28.200 --> 00:54:31.200]   Then you skip down to chapter 3 and verse 1.
[00:54:31.200 --> 00:54:36.200]   "In the same way you wives," in what way?
[00:54:36.200 --> 00:54:42.200]   In the same way that Jesus Christ dealt with unjust suffering.
[00:54:42.200 --> 00:54:43.200]   What?
[00:54:43.200 --> 00:54:47.200]   In the same way that Jesus dealt with unjust suffering,
[00:54:47.200 --> 00:54:51.200]   "you wives, be submissive to your own husbands,
[00:54:51.200 --> 00:54:54.200]   so that even if any of them are disobedient to the word,
[00:54:54.200 --> 00:54:59.200]   they may be won over without a word by the behavior of their wives."
[00:54:59.200 --> 00:55:04.200]   In other words, the way you win your husband over is not by putting repent in the bottom of his beer can.
[00:55:04.200 --> 00:55:10.200]   The way you win him over is without a word.
[00:55:10.200 --> 00:55:13.200]   All right?
[00:55:13.200 --> 00:55:14.200]   When they what?
[00:55:14.200 --> 00:55:18.200]   Verse 2, "Observe your chaste and respectful behavior."
[00:55:18.200 --> 00:55:19.200]   That's the way you win him over.
[00:55:19.200 --> 00:55:22.200]   That's the reason why Proverbs 11, 16 says,
[00:55:22.200 --> 00:55:32.200]   "It's kindness in the heart of a woman that gains the respect of others, and especially her husband."
[00:55:32.200 --> 00:55:34.200]   It's not by certainness training.
[00:55:34.200 --> 00:55:37.200]   It's not by demanding rights.
[00:55:37.200 --> 00:55:40.200]   This is so contrary.
[00:55:40.200 --> 00:55:45.200]   This is right against the grain of worldly thinking.
[00:55:45.200 --> 00:55:48.200]   This just runs the opposite direction.
[00:55:48.200 --> 00:55:50.200]   You've heard me say this before.
[00:55:50.200 --> 00:55:52.200]   You don't have to know a whole lot about the Bible.
[00:55:52.200 --> 00:55:54.200]   Just identify what the world says about a problem.
[00:55:54.200 --> 00:55:56.200]   Think about what the exact opposite of that is.
[00:55:56.200 --> 00:55:59.200]   You'll be really close to what God says.
[00:55:59.200 --> 00:56:01.200]   All right?
[00:56:01.200 --> 00:56:07.200]   And here's another one of those occasions where that's the case.
[00:56:07.200 --> 00:56:10.200]   Now, what does the Bible say is the goal?
[00:56:10.200 --> 00:56:15.200]   The goal in biblical counseling is to be God's kind of person even in the midst of your trials.
[00:56:15.200 --> 00:56:17.200]   That's the goal.
[00:56:17.200 --> 00:56:24.200]   To be God's kind of person even in the midst of your trials.
[00:56:24.200 --> 00:56:25.200]   What does that mean?
[00:56:25.200 --> 00:56:29.200]   Well, Proverbs 11, 16, "Kind-hearted woman gains respect."
[00:56:29.200 --> 00:56:36.200]   Proverbs 10, 19, "When words are many, sin is not absent, but he who holds his tongue is wise."
[00:56:36.200 --> 00:56:41.200]   Proverbs 15, 1, "A gentle answer turns away wrath."
[00:56:41.200 --> 00:56:48.200]   Proverbs 25, 15, "Through patience a ruler can be persuaded and a gentle tongue can break a bone."
[00:56:48.200 --> 00:56:54.200]   In other words, a gentle tongue is very powerful, Proverbs says.
[00:56:54.200 --> 00:56:56.200]   Not a demanding tongue.
[00:56:56.200 --> 00:57:02.200]   Not an assertive tongue.
[00:57:02.200 --> 00:57:04.200]   That's not it.
[00:57:04.200 --> 00:57:17.200]   The goal in counseling here biblically has to do with being God's kind of person.
[00:57:17.200 --> 00:57:19.200]   Yes, ma'am.
[00:57:19.200 --> 00:57:21.200]   All right, I'll give it to you real quick.
[00:57:21.200 --> 00:57:25.200]   I was doing it, and I was hoping someone wouldn't bring it up, but...
[00:57:25.200 --> 00:57:27.200]   All right.
[00:57:27.200 --> 00:57:30.200]   On B, teach principles of tough love.
[00:57:30.200 --> 00:57:34.200]   C, take control of your life.
[00:57:34.200 --> 00:57:36.200]   You got C in there?
[00:57:36.200 --> 00:57:37.200]   Take control of your life.
[00:57:37.200 --> 00:57:43.200]   Number two, their goal is to stop the harm.
[00:57:43.200 --> 00:57:47.200]   That's their goal, to stop the harm.
[00:57:47.200 --> 00:57:51.200]   A, to escape to a shelter.
[00:57:51.200 --> 00:57:59.200]   And by the way, those shelters show graphic films of severe abuse to wives and children,
[00:57:59.200 --> 00:58:03.200]   literally scaring them to death to ever go back to that man.
[00:58:03.200 --> 00:58:05.200]   They scare them to death.
[00:58:05.200 --> 00:58:10.200]   They show them very graphic, graphic films.
[00:58:10.200 --> 00:58:21.200]   And they raise their panic level to almost sheer, sheer terror.
[00:58:21.200 --> 00:58:24.200]   They get them to think in those terms.
[00:58:24.200 --> 00:58:28.200]   B, their goal is to separate from your spouse.
[00:58:28.200 --> 00:58:31.200]   They want to get them to separate from their spouse.
[00:58:31.200 --> 00:58:38.200]   C, their goal is to divorce their spouse.
[00:58:38.200 --> 00:58:45.200]   Thirdly, their goal in counseling recognizes no difference between the different types of home,
[00:58:45.200 --> 00:58:51.200]   whether it's a Christian home, Christian husband, Christian wife, Christian husband, unbelieving wife,
[00:58:51.200 --> 00:58:53.200]   Christian wife, unbelieving husband.
[00:58:53.200 --> 00:58:56.200]   There's no differentiation.
[00:58:56.200 --> 00:59:01.200]   And then fourthly, their goal in counseling is only the health of the abused.
[00:59:01.200 --> 00:59:02.200]   That's their goal.
[00:59:02.200 --> 00:59:08.200]   Now, I'm not saying that we as counselors aren't attentive to the health.
[00:59:08.200 --> 00:59:09.200]   I'm not saying that.
[00:59:09.200 --> 00:59:13.200]   I'm saying that that's their main goal.
[00:59:13.200 --> 00:59:17.200]   And I want to suggest to you, if that's our main goal,
[00:59:17.200 --> 00:59:24.200]   is always to preserve the health and the life of people, that's our main goal,
[00:59:24.200 --> 00:59:34.200]   then we are going to have to draw all missionaries home from countries where their life is on the line every day.
[00:59:34.200 --> 00:59:39.200]   But let's say, for instance, a Christian wants to go back into that home and live for Christ,
[00:59:39.200 --> 00:59:49.200]   even in an abusive potential situation, in order to win their abusive spouse over for the sake of righteousness.
[00:59:49.200 --> 00:59:53.200]   Is that a codependent person? No, it's not.
[00:59:53.200 --> 00:59:57.200]   That's a person that's trying to win their husband or their wife over for righteousness,
[00:59:57.200 --> 01:00:05.200]   even if, potentially, it could cost them their life.
[01:00:05.200 --> 01:00:07.200]   What does the Bible say is the goal?
[01:00:07.200 --> 01:00:08.200]   Betsy, yes.
[01:00:08.200 --> 01:00:14.200]   What if it involves children?
[01:00:14.200 --> 01:00:16.200]   Yeah, no, no.
[01:00:16.200 --> 01:00:19.200]   We don't put children's lives--I mean, a husband or wife has a choice there.
[01:00:19.200 --> 01:00:21.200]   The children don't have a choice.
[01:00:21.200 --> 01:00:22.200]   We don't put them in danger.
[01:00:22.200 --> 01:00:29.200]   We bring civil authorities into that situation as quickly as possible if the church isn't going to be effective.
[01:00:29.200 --> 01:00:34.200]   I'm going to talk about this as we move on, but you asked a good question.
[01:00:34.200 --> 01:00:36.200]   What does the Bible say is the goal?
[01:00:36.200 --> 01:00:45.200]   The goal of biblical counseling is to be God's kind of person, even in the midst of your trials.
[01:00:45.200 --> 01:00:52.200]   Psalm 119, verse 67 says, "Before I was afflicted, I went astray, but now I obey your word."
[01:00:52.200 --> 01:01:01.200]   Even in the midst of suffering, we can view that suffering as a means that God can use even in our own life for betterment.
[01:01:01.200 --> 01:01:05.200]   Luke 22, 31, "Simon, Simon, Satan has asked to sift you like wheat.
[01:01:05.200 --> 01:01:09.200]   But Jesus said to him, 'I have prayed for you, Simon, that your faith may not fail.
[01:01:09.200 --> 01:01:12.200]   And when you have turned back, you'll strengthen your brothers.'"
[01:01:12.200 --> 01:01:16.200]   In other words, Jesus didn't pray that Satan would be removed from Simon.
[01:01:16.200 --> 01:01:22.200]   Jesus was going to allow Simon to go through that trial.
[01:01:22.200 --> 01:01:33.200]   Genesis 50, 20, "Joseph said to his brothers, 'You intended all this for evil, but God intended it for good.'"
[01:01:33.200 --> 01:01:41.200]   Just because a person will take a person through trials doesn't mean that pain itself and self-denial and self-inflicted misery is godly.
[01:01:41.200 --> 01:01:47.200]   No, that's extremism. It's not godly.
[01:01:47.200 --> 01:01:54.200]   Secondly, the goal of biblical counseling is to seek to glorify God and win the abuser over for righteousness sake.
[01:01:54.200 --> 01:01:59.200]   To win the abuser over for righteousness sake.
[01:01:59.200 --> 01:02:02.200]   Suffering is not an ends in and of itself.
[01:02:02.200 --> 01:02:08.200]   If a person is going to suffer, it's got to be for the sake of the gospel and for the sake of righteousness.
[01:02:08.200 --> 01:02:11.200]   To win the abuser over for righteousness sake.
[01:02:11.200 --> 01:02:18.200]   Thirdly, the goal of biblical counseling recognizes an important difference between a home that is a Christian and one that is not a Christian.
[01:02:18.200 --> 01:02:22.200]   Or one that has none.
[01:02:22.200 --> 01:02:30.200]   Both secular and integrational counseling lacks discernment between these kind of homes.
[01:02:30.200 --> 01:02:32.200]   So there's got to be a difference.
[01:02:32.200 --> 01:02:42.200]   Fourthly, the goal of biblical counseling recognizes an important difference between a home that has a Christian or Christians and one that has none.
[01:02:42.200 --> 01:02:44.200]   There's fourth.
[01:02:44.200 --> 01:02:52.200]   The goal is the focus of glorifying God to the good of both the abused and the abuser.
[01:02:52.200 --> 01:02:56.200]   Glorifying God.
[01:02:56.200 --> 01:03:02.200]   1 Peter 2 is really God's strategy for suffering abuse at the hands of others.
[01:03:02.200 --> 01:03:06.200]   Now, how do you deliver hope to someone like that and help?
[01:03:06.200 --> 01:03:08.200]   Where is God in the midst of this?
[01:03:08.200 --> 01:03:11.200]   Well, God will defend the cause of the oppressed.
[01:03:11.200 --> 01:03:13.200]   Isaiah 11, 16.
[01:03:13.200 --> 01:03:19.200]   Psalm 10, 17 through 18.
[01:03:19.200 --> 01:03:24.200]   Actually, better than Isaiah 11, 16 is Jeremiah 22, 16.
[01:03:24.200 --> 01:03:28.200]   I've since changed my notes.
[01:03:28.200 --> 01:03:33.200]   Jeremiah 22, 16.
[01:03:33.200 --> 01:03:36.200]   Psalm 10, verse 17 and 18.
[01:03:36.200 --> 01:03:39.200]   "You hear, O Lord, the desires of the afflicted.
[01:03:39.200 --> 01:03:43.200]   You encourage them, you listen to their cry, defending the fatherless and the oppressed,
[01:03:43.200 --> 01:03:47.200]   in order that man who is of the earth may terrify no longer."
[01:03:47.200 --> 01:03:49.200]   Psalm 82, 3 and 4.
[01:03:49.200 --> 01:03:51.200]   "Defend the cause of the weak and the fatherless.
[01:03:51.200 --> 01:03:53.200]   Maintain the rights of the poor and the oppressed.
[01:03:53.200 --> 01:03:55.200]   Rescue the weak and the needy.
[01:03:55.200 --> 01:03:57.200]   Deliver them from the hand of the wicked."
[01:03:57.200 --> 01:04:01.200]   There's the point, Betsy, where I wanted to talk about the fact that we have a responsibility
[01:04:01.200 --> 01:04:08.200]   to rescue the weak and the needy.
[01:04:08.200 --> 01:04:13.200]   So, God hears the cry of the afflicted.
[01:04:13.200 --> 01:04:18.200]   He defends their cause so that the wicked will not terrify anymore.
[01:04:18.200 --> 01:04:22.200]   God is even sovereign over the unjust judges of Israel.
[01:04:22.200 --> 01:04:26.200]   They had a civil obligation to defend and rescue and deliver the afflicted,
[01:04:26.200 --> 01:04:30.200]   just like we do as counselors as well.
[01:04:30.200 --> 01:04:34.200]   God will not exempt us from trouble, however.
[01:04:34.200 --> 01:04:37.200]   He didn't exempt Job from trouble.
[01:04:37.200 --> 01:04:43.200]   He didn't exempt Simon from trouble, or Peter from trouble.
[01:04:43.200 --> 01:04:45.200]   God will not exempt us from trouble.
[01:04:45.200 --> 01:04:54.200]   God will supply all we need during the time of trouble, however.
[01:04:54.200 --> 01:05:01.200]   You know that a person who's being abused, you know that their attitude is failing them
[01:05:01.200 --> 01:05:04.200]   when they begin to give up.
[01:05:04.200 --> 01:05:12.200]   When their attitude says, "I give up," or, "I can't take it anymore," or, "I'll teach that person a lesson,"
[01:05:12.200 --> 01:05:16.200]   or just sit around and sulk and cry and feel sorry for themselves,
[01:05:16.200 --> 01:05:22.200]   or make threats, or quarrel or become bitter,
[01:05:22.200 --> 01:05:27.200]   or your actions slander the other person with your friends,
[01:05:27.200 --> 01:05:33.200]   or threaten the other person, or decided to divorce or separate from the other person,
[01:05:33.200 --> 01:05:39.200]   you know you're giving in, you're failing when those kind of things happen.
[01:05:39.200 --> 01:05:44.200]   And your goal is to win them over for righteousness' sake.
[01:05:44.200 --> 01:05:46.200]   What does God want?
[01:05:46.200 --> 01:05:49.200]   Six things I want to highlight here. He wants you to trust Him.
[01:05:49.200 --> 01:05:54.200]   1 Peter 2, 19 through 23, especially verse 23.
[01:05:54.200 --> 01:05:59.200]   That's what Jesus did. He kept entrusting Himself to Him who judges justly.
[01:05:59.200 --> 01:06:06.200]   He wants you to rely on His providential protection.
[01:06:06.200 --> 01:06:13.200]   1 Peter 2, 23, and 3, 5, and 13, 15.
[01:06:13.200 --> 01:06:23.200]   1 Peter 5, 10 says, "After you have suffered for a little while, the God of all grace,
[01:06:23.200 --> 01:06:32.200]   who called you to His eternal glory, will Himself perfect, confirm, strengthen, and establish you."
[01:06:32.200 --> 01:06:36.200]   He wants you to practice aggressive submission.
[01:06:36.200 --> 01:06:39.200]   1 Peter 3, 6.
[01:06:39.200 --> 01:06:49.200]   In order to win that husband over, not with words, but by the behavior of your life.
[01:06:49.200 --> 01:06:57.200]   Treat the unbelieving wife as an heir with you of the gracious gift of life,
[01:06:57.200 --> 01:07:01.200]   until they fear the Lord.
[01:07:01.200 --> 01:07:07.200]   And then He wants you to seek godly counsel and support.
[01:07:07.200 --> 01:07:09.200]   He wants you to seek godly counsel and support.
[01:07:09.200 --> 01:07:14.200]   This is where the church really comes in, where pastors, elders, the church to oversee the flock,
[01:07:14.200 --> 01:07:19.200]   provide a place to help the needy, to rescue the weak,
[01:07:19.200 --> 01:07:22.200]   provide support and counsel and even physical protection if needed.
[01:07:22.200 --> 01:07:28.200]   We had in our church houses of refuge, like cities of refuge in the Old Testament,
[01:07:28.200 --> 01:07:32.200]   where I knew that if someone came in and they were being physically abused,
[01:07:32.200 --> 01:07:36.200]   I could put them in a home and nobody else would know where those people are at,
[01:07:36.200 --> 01:07:41.200]   except for me in the home that they were in.
[01:07:41.200 --> 01:07:45.200]   He wants you to learn how to overcome evil with good.
[01:07:45.200 --> 01:07:46.200]   1 Peter 4, 19.
[01:07:46.200 --> 01:07:47.200]   Very practical thing.
[01:07:47.200 --> 01:07:49.200]   Romans 12, 17-21.
[01:07:49.200 --> 01:07:52.200]   Overcoming evil with good.
[01:07:52.200 --> 01:07:53.200]   That's key.
[01:07:53.200 --> 01:07:58.200]   And He wants you to be wise in your actions and reactions to life.
[01:07:58.200 --> 01:08:01.200]   Wise in your actions and reactions to life.
[01:08:01.200 --> 01:08:08.200]   That's why 1 Peter 3, 1 says, "Without words, without becoming angry, nagging, pointed comments."
[01:08:08.200 --> 01:08:12.200]   There was a study that was done by the University of Washington a few years ago.
[01:08:12.200 --> 01:08:14.200]   And it was amazing.
[01:08:14.200 --> 01:08:19.200]   Women who were physically abused, you kind of expect to be milquetoast type of women.
[01:08:19.200 --> 01:08:21.200]   But that wasn't the case.
[01:08:21.200 --> 01:08:28.200]   They were able to demonstrate in their study these women were usually very assertive verbally.
[01:08:28.200 --> 01:08:32.200]   They were the ones who were very verbal with their husbands.
[01:08:32.200 --> 01:08:35.200]   And they were the ones who were physically abused.
[01:08:35.200 --> 01:08:36.200]   Alright.
[01:08:36.200 --> 01:08:41.200]   They were not a milquetoast flower type of woman who kind of sat back and just,
[01:08:41.200 --> 01:08:42.200]   "Oh my goodness."
[01:08:42.200 --> 01:08:43.200]   You know, they were not that kind.
[01:08:43.200 --> 01:08:47.200]   They were usually aggressive verbally.
[01:08:47.200 --> 01:08:49.200]   They were the ones who were primarily abused.
[01:08:49.200 --> 01:08:52.200]   I know that doesn't happen 100% of the cases.
[01:08:52.200 --> 01:08:55.200]   But the majority of the cases seem to point that.
[01:08:55.200 --> 01:09:01.200]   And that's exactly what 1 Peter 3, 1 is talking about.
[01:09:01.200 --> 01:09:06.200]   So there are usually triggering things and actions in that wife's life
[01:09:06.200 --> 01:09:13.200]   that will bring out those kind of reactions in their husband's life.
[01:09:13.200 --> 01:09:22.200]   So he wants you to be wise in your actions and reactions to circumstances in life.
[01:09:22.200 --> 01:09:29.200]   Like Proverbs 9, verses 7 and 8 talks about whoever corrects a mocker invites insults.
[01:09:29.200 --> 01:09:39.200]   So if you've got a husband who's a mocker and you're trying to correct him,
[01:09:39.200 --> 01:09:45.200]   it goes on and says whoever rebukes a wicked man incurs abuse.
[01:09:45.200 --> 01:09:49.200]   That's about abuse.
[01:09:49.200 --> 01:09:52.200]   Do not rebuke a mocker or he will hate you.
[01:09:52.200 --> 01:09:59.200]   Rebuke a wise man and he will love you.
[01:09:59.200 --> 01:10:04.200]   So you've got to learn how to make biblical appeals to your husband.
[01:10:04.200 --> 01:10:08.200]   Proverbs 16, 21, pleasant words promote instruction.
[01:10:08.200 --> 01:10:15.200]   Esther 8, 5, Esther says to king Xerxes if the king pleases,
[01:10:15.200 --> 01:10:24.200]   Esther knew how to make a godly appeal even to a king who could take her life in a moment.
[01:10:24.200 --> 01:10:30.200]   So what has God provided for protection?
[01:10:30.200 --> 01:10:39.200]   Remember that Psalms 41, verses 1 through 3, God blesses those who assist the helpless.
[01:10:39.200 --> 01:10:41.200]   Remember that.
[01:10:41.200 --> 01:10:44.200]   God blesses those who assist the helpless.
[01:10:44.200 --> 01:10:49.200]   I know I'm hurrying through this rather quickly, but verse 1 said,
[01:10:49.200 --> 01:10:52.200]   "How blessed is he who considers the helpless.
[01:10:52.200 --> 01:10:55.200]   The Lord will deliver him in the day of trouble.
[01:10:55.200 --> 01:10:59.200]   The Lord will protect him and keep him alive and shall be called blessed upon the earth.
[01:10:59.200 --> 01:11:02.200]   Do not give him over to the desires of his enemies.
[01:11:02.200 --> 01:11:05.200]   The Lord will sustain him upon his sickbed.
[01:11:05.200 --> 01:11:09.200]   In his illness thou dost restore him to health."
[01:11:09.200 --> 01:11:17.200]   So we have a responsibility as biblical counselors to help and assist the helpless.
[01:11:17.200 --> 01:11:19.200]   I don't want to minimize that at all.
[01:11:19.200 --> 01:11:21.200]   But some of the assistance that we're going to bring to some people
[01:11:21.200 --> 01:11:24.200]   are going to be the opposite of what the world does.
[01:11:24.200 --> 01:11:29.200]   Our primary goal is to glorify God, not necessarily just protect everybody
[01:11:29.200 --> 01:11:35.200]   from every potential harmful situation that could come down the pike.
[01:11:35.200 --> 01:11:39.200]   He does this. God has provided two safety nets.
[01:11:39.200 --> 01:11:46.200]   One is the church.
[01:11:46.200 --> 01:11:51.200]   Often with the cooperation and the help of the abused spouse's family,
[01:11:51.200 --> 01:11:57.200]   assuming they are Christians who are walking this family and doing things God's way,
[01:11:57.200 --> 01:12:01.200]   the church should be a refuge of protection.
[01:12:01.200 --> 01:12:07.200]   A church where the parents can help pay for a cell phone or a pager for protection
[01:12:07.200 --> 01:12:11.200]   or set up a family for refuge in a church
[01:12:11.200 --> 01:12:16.200]   or keep the leadership apprised of the danger when this happens.
[01:12:16.200 --> 01:12:21.200]   A church that practices then church discipline is the best friend of an abused person
[01:12:21.200 --> 01:12:26.200]   can have in a Christian home.
[01:12:26.200 --> 01:12:30.200]   And of course then the church that practices that is the key.
[01:12:30.200 --> 01:12:37.200]   So if an abusive spouse refuses to repent and is disciplined by the church and excommunicated,
[01:12:37.200 --> 01:12:40.200]   then the abusive spouse is treated as a pagan.
[01:12:40.200 --> 01:12:42.200]   And now the marriage is viewed as a mixed marriage.
[01:12:42.200 --> 01:12:46.200]   And 1 Peter 3, 1 through 6 becomes the marching orders for the wife.
[01:12:46.200 --> 01:12:58.200]   1 Peter 3, 7 becomes the marching order of the Christian husband.
[01:12:58.200 --> 01:13:25.200]   So the church is the first safety net for the victim of abuse.
[01:13:25.200 --> 01:13:29.200]   In fact, several years ago, I counseled a woman who was a Lebanese woman
[01:13:29.200 --> 01:13:36.200]   who her husband had left her but wanted her to go with him back to their home country.
[01:13:36.200 --> 01:13:40.200]   And she was a Christian woman now.
[01:13:40.200 --> 01:13:43.200]   Since they had been married, she had become a Christian.
[01:13:43.200 --> 01:13:47.200]   And she had said to me, "If I go back to my home country as a Christian,
[01:13:47.200 --> 01:13:54.200]   my husband by law can put me to death."
[01:13:54.200 --> 01:13:57.200]   That's a tough counseling situation, isn't it?
[01:13:57.200 --> 01:14:06.200]   "My husband by law can put me to death or even have me put to death."
[01:14:06.200 --> 01:14:16.200]   Pretty tough situation.
[01:14:16.200 --> 01:14:19.200]   So the institution of the church is a protection.
[01:14:19.200 --> 01:14:24.200]   Then the institution--what's the matter?
[01:14:24.200 --> 01:14:33.200]   Well, in this particular situation, if she knew she was going in,
[01:14:33.200 --> 01:14:37.200]   this becomes that Proverbs 22, 3 situation
[01:14:37.200 --> 01:14:42.200]   where you know this is going to happen because he was Muslim.
[01:14:42.200 --> 01:14:53.200]   And Proverbs 22, 3 says this that--let me get to it real quickly and make sure I read it right.
[01:14:53.200 --> 01:14:59.200]   "The prudent sees evil and hides himself, but the naive go on and are punished for it."
[01:14:59.200 --> 01:15:03.200]   Proverbs 27, 12 says similar.
[01:15:03.200 --> 01:15:09.200]   And I believe she, by virtue of the law of that country, she was a helpless person.
[01:15:09.200 --> 01:15:15.200]   So her place was to stay in the church.
[01:15:15.200 --> 01:15:18.200]   That's what I was using as an illustration for that.
[01:15:18.200 --> 01:15:20.200]   Civil authorities.
[01:15:20.200 --> 01:15:24.200]   Then is the second safety net.
[01:15:24.200 --> 01:15:28.200]   "If the abused Christian believes that their life is threatened,
[01:15:28.200 --> 01:15:31.200]   praise God we live in a society"--here in America, that is--
[01:15:31.200 --> 01:15:34.200]   "that will step in and be a protection for that person.
[01:15:34.200 --> 01:15:40.200]   Teach her to use the civil government as a fallback plan."
[01:15:40.200 --> 01:15:48.200]   There are many world governments who do not view abuse as a punishable crime.
[01:15:48.200 --> 01:15:50.200]   Yet we do.
[01:15:50.200 --> 01:15:54.200]   1 Peter 2, 13 and 14, Peter says,
[01:15:54.200 --> 01:15:57.200]   "These government leaders are sent to punish those who do wrong
[01:15:57.200 --> 01:15:59.200]   and commend those who do right."
[01:15:59.200 --> 01:16:03.200]   Within that same chapter, he's talking, remember,
[01:16:03.200 --> 01:16:09.200]   to servants who have physically abusive masters.
[01:16:09.200 --> 01:16:13.200]   But he also reminds them that there's civil government
[01:16:13.200 --> 01:16:17.200]   that's sent to punish those who do wrong.
[01:16:17.200 --> 01:16:23.200]   Romans 13, 4, "The police officer is God's servant as an agent of wrath
[01:16:23.200 --> 01:16:28.200]   to bring punishment on wrongdoers."
[01:16:28.200 --> 01:16:34.200]   So I think it's vitally important that you're familiar with your state laws.
[01:16:34.200 --> 01:16:38.200]   See your state laws and be familiar with those,
[01:16:38.200 --> 01:16:45.200]   especially on domestic abuse.
[01:16:45.200 --> 01:16:46.200]   I think that's vitally important.
[01:16:46.200 --> 01:16:50.200]   Which brings us, really, to one other issue
[01:16:50.200 --> 01:16:53.200]   here when it comes to counseling.
[01:16:53.200 --> 01:16:57.200]   And that is, what about spanking?
[01:16:57.200 --> 01:17:05.200]   Because a lot of people view spanking as abuse.
[01:17:05.200 --> 01:17:09.200]   Few parenting topics inflame emotions the way spanking does.
[01:17:09.200 --> 01:17:14.200]   Parents who do it argue that occasional spanking is an important disciplinary tool.
[01:17:14.200 --> 01:17:22.200]   Parents who don't say hitting a child teaches that violence is okay.
[01:17:22.200 --> 01:17:29.200]   Now that is in the more recent issue of Time Magazine, May 2006.
[01:17:29.200 --> 01:17:32.200]   Whole article on spanking.
[01:17:32.200 --> 01:17:34.200]   Is spanking okay?
[01:17:34.200 --> 01:17:36.200]   And I'm surprised by the article.
[01:17:36.200 --> 01:17:43.200]   Time Magazine is not known as a conservative periodical.
[01:17:43.200 --> 01:17:53.200]   But in the article, they don't necessarily say that spanking is bad.
[01:17:53.200 --> 01:18:02.200]   They say a misuse of spanking is, which I was surprised to read in Time Magazine.
[01:18:02.200 --> 01:18:05.200]   ABC News poll back in 2004 on spanking.
[01:18:05.200 --> 01:18:08.200]   65% of Americans approve of spanking children.
[01:18:08.200 --> 01:18:14.200]   31% do not approve.
[01:18:14.200 --> 01:18:19.200]   26% of Americans believe it should be permitted in the school.
[01:18:19.200 --> 01:18:26.200]   72% do not approve of it, spanking in the school.
[01:18:26.200 --> 01:18:31.200]   The same poll said there is a big regional difference in spanking.
[01:18:31.200 --> 01:18:35.200]   Among Southerners, 62% of parents spank their children.
[01:18:35.200 --> 01:18:38.200]   That drops to 41% in the rest of the country.
[01:18:38.200 --> 01:18:45.200]   Similarly, 73% of Southerners approve of spanking children compared to 60% elsewhere.
[01:18:45.200 --> 01:18:49.200]   Even in the South, though, just 35% think spanking should be allowed in the schools.
[01:18:49.200 --> 01:18:53.200]   Support for spanking in schools is about the same, 31% in the Midwest.
[01:18:53.200 --> 01:19:02.200]   Falling to 19% in the West and 13% in the East.
[01:19:02.200 --> 01:19:08.200]   The law on spanking, corporate or corporal punishment of children in school,
[01:19:08.200 --> 01:19:10.200]   is illegal in many Western countries.
