
[00:00:00.000 --> 00:00:05.480]   The Hartford Small Business Insurance knows that running a small business is a big-time commitment.
[00:54:03.320 --> 00:54:07.320]   It's 9% with only 0.15% fee on my accounts.
[00:54:07.320 --> 00:54:12.320]   So what is the role in today's world where costs are pressed down?
[00:54:12.320 --> 00:54:16.320]   I mean, I can't even imagine what you've seen since you started in 1976 to today,
[00:54:16.320 --> 00:54:21.320]   almost 2016, the investment world has been turned upside down,
[00:54:21.320 --> 00:54:24.320]   and it's being continually turned upside down.
[00:54:24.320 --> 00:54:29.320]   What is the role that you see for working with a financial advisor who's charging
[00:54:29.320 --> 00:54:34.320]   money more than what you can get by just trotting down to Vanguard?
[00:54:34.320 --> 00:54:37.320]   Well, I think when you trot down to Vanguard, I mean, if you're going to go in
[00:54:37.320 --> 00:54:41.320]   and pick your own funds and that type of thing, you know,
[00:54:41.320 --> 00:54:46.320]   that basically implies you've got the expertise to pick the right funds.
[00:54:46.320 --> 00:54:51.320]   I mean, Vanguard manages $2 trillion and it's got hundreds of funds,
[00:54:51.320 --> 00:54:54.320]   and there are good funds, mediocre funds, and bad funds.
[00:54:54.320 --> 00:54:56.320]   There are funds with higher expenses.
[00:54:56.320 --> 00:54:58.320]   There are funds with lower expenses.
[00:54:58.320 --> 00:55:03.320]   There are funds with extremely low expenses, index funds, ETFs, et cetera.
[00:55:03.320 --> 00:55:08.320]   But that implies that you have the time, the inclination,
[00:55:08.320 --> 00:55:14.320]   and the knowledge to go in and make the right decisions at Vanguard.
[00:55:14.320 --> 00:55:18.320]   And Vanguard is not staffed with heavy-duty advisors.
[00:55:18.320 --> 00:55:23.320]   They're staffed more with customer service representatives that can help you
[00:55:23.320 --> 00:55:25.320]   with processing and technical issues,
[00:55:25.320 --> 00:55:28.320]   but they're not really there to give you financial advice.
[00:55:28.320 --> 00:55:34.320]   Now, when you go look at a financial planner/advisor, you know,
[00:55:34.320 --> 00:55:38.320]   it starts with a robust financial planning process.
[00:55:38.320 --> 00:55:42.320]   That becomes your roadmap for your financial future.
[00:55:42.320 --> 00:55:47.320]   You may have risk management issues that are solved with various insurance products.
[00:55:47.320 --> 00:55:51.320]   You may have estate planning issues, retirement planning issues,
[00:55:51.320 --> 00:55:55.320]   your children's education, how do you achieve financial security
[00:55:55.320 --> 00:55:56.320]   during your working years.
[00:55:56.320 --> 00:56:01.320]   All that's kind of sorted out with an advisor with your financial plan.
[00:56:01.320 --> 00:56:04.320]   At some point when you execute the plan, you know,
[00:56:04.320 --> 00:56:08.320]   assets, let's say, outside of your 401(k) plan,
[00:56:08.320 --> 00:56:13.320]   IRAs, personal accounts, trust, have to be invested in the securities markets.
[00:56:13.320 --> 00:56:18.320]   And so what you're doing is paying an advisor for his knowledge,
[00:56:18.320 --> 00:56:21.320]   his advice, and his services.
[00:56:21.320 --> 00:56:25.320]   And you can't really duplicate that at a no-loan family
[00:56:25.320 --> 00:56:29.320]   who really just wants you to sell your products.
[00:56:29.320 --> 00:56:35.320]   So Vanguard is a lower-cost mutual fund complex compared to, say,
[00:56:35.320 --> 00:56:37.320]   a Fidelity or some of the others.
[00:56:37.320 --> 00:56:42.320]   But at the same time, when you need an integrated solution,
[00:56:42.320 --> 00:56:44.320]   you're not going to get that at Vanguard.
[00:56:44.320 --> 00:56:47.320]   Now, Vanguard has a new service for 30 basis points
[00:56:47.320 --> 00:56:51.320]   where you get to talk to somebody live on the telephone,
[00:56:51.320 --> 00:56:56.320]   and you get a financial plan, which, bottom line, is a cookie cutter
[00:56:56.320 --> 00:57:00.320]   because they don't know you well enough, an investor.
[00:57:00.320 --> 00:57:04.320]   They don't know the investor well enough to create a really comprehensive plan.
[00:57:04.320 --> 00:57:07.320]   So it's cookie cutter, low-cost,
[00:57:07.320 --> 00:57:13.320]   don't have a lot of technical aspects to the plan, et cetera.
[00:57:13.320 --> 00:57:16.320]   So I can't get the same level of service.
[00:57:16.320 --> 00:57:20.320]   Now, if I'm looking for cheap, and I'm willing to pick my own funds,
[00:57:20.320 --> 00:57:25.320]   and I'm willing to do a lot of it myself, then Vanguard can work.
[00:57:25.320 --> 00:57:31.320]   But if I want an integrated solution that gets into all the forms of planning,
[00:57:31.320 --> 00:57:37.320]   tax minimization, investment results,
[00:57:37.320 --> 00:57:42.320]   and I want some continuity that can last for years and years and years,
[00:57:42.320 --> 00:57:46.320]   and I want somebody who really knows me as a person,
[00:57:46.320 --> 00:57:51.320]   knows my family, knows my goals, knows my concerns,
[00:57:51.320 --> 00:57:54.320]   at that point I need a real, live advisor.
[00:57:54.320 --> 00:57:57.320]   I said it was going to be two more things, but I actually forgot,
[00:57:57.320 --> 00:57:59.320]   and now it's two more things.
[00:57:59.320 --> 00:58:02.320]   The next thing is to clarify,
[00:58:02.320 --> 00:58:06.320]   because earlier we were talking about compensation models.
[00:58:06.320 --> 00:58:12.320]   Paladin does not work exclusively with fee-only advisors,
[00:58:12.320 --> 00:58:15.320]   but you don't accept commission-only advisors.
[00:58:15.320 --> 00:58:19.320]   Rather, you work with some fee-only advisors,
[00:58:19.320 --> 00:58:22.320]   and you work with advisors who are what we call fee-based,
[00:58:22.320 --> 00:58:25.320]   where they have some compensation in the form of fees.
[00:58:25.320 --> 00:58:27.320]   They may be what you hear of as fee-based.
[00:58:27.320 --> 00:58:29.320]   Some can be fees, some can be commissions.
[00:58:29.320 --> 00:58:31.320]   Why do you make that decision,
[00:58:31.320 --> 00:58:37.320]   and why do you not set the bar where the NAPFA, for example, sets it,
[00:58:37.320 --> 00:58:39.320]   where they say, "We're only going to work with fee-only advisors"?
[00:58:39.320 --> 00:58:44.320]   Why do you accept commission and fee advisors into the Paladin registry?
[00:58:44.320 --> 00:58:47.320]   Yeah, it's extremely confusing.
[00:58:47.320 --> 00:58:51.320]   So let's just work on the definition for a minute.
[00:58:51.320 --> 00:58:55.320]   Fee-only means my only method of compensation is a fee.
[00:58:55.320 --> 00:59:01.320]   There are three types of fees, an hourly fee, a fixed fee, and an asset-based fee.
[00:59:01.320 --> 00:59:03.320]   So when I provide planning services,
[00:59:03.320 --> 00:59:07.320]   I may provide planning services for $200 an hour,
[00:59:07.320 --> 00:59:13.320]   or I may provide a plan to you for $2,000, 10 hours of work.
[00:59:13.320 --> 00:59:18.320]   So fixed and hourly are generally charged for planning-type advice and services.
[00:59:18.320 --> 00:59:21.320]   The asset-based fee, a percentage of your assets,
[00:59:21.320 --> 00:59:26.320]   that's typically how an advisor wants to be compensated for knowledge,
[00:59:26.320 --> 00:59:29.320]   advice, and services tied to investing.
[00:59:29.320 --> 00:59:36.320]   Now, when Paladin started back in 2003 and launched our first website in '04,
[00:59:36.320 --> 00:59:39.320]   we really did start as a fee-only platform,
[00:59:39.320 --> 00:59:43.320]   and we immediately ran into some problems
[00:59:43.320 --> 00:59:50.320]   because a lot of the fee-only planners also had extremely high minimum asset requirements.
[00:59:50.320 --> 00:59:55.320]   So I only worked with investors that have at least $1 million available for investing,
[00:59:55.320 --> 00:59:59.320]   or $500,000, maybe even $250,000.
[00:59:59.320 --> 01:00:04.320]   And because when you charge a 1% fee,
[01:00:04.320 --> 01:00:07.320]   if you've only got $100,000,
[01:00:07.320 --> 01:00:12.320]   is that advisor willing to work with a client with $100,000 and a 1% fee schedule
[01:00:12.320 --> 01:00:19.320]   so that advisor is going to make $1,000 a year for his knowledge, advice, and services?
[01:00:19.320 --> 01:00:23.320]   Typical advisor that's really good says, "I'd work more than that."
[01:00:23.320 --> 01:00:25.320]   Well, the way they control it is with their minimum.
[01:00:25.320 --> 01:00:31.320]   So Paladin went to the hybrid fee or commission-type advisor
[01:00:31.320 --> 01:00:37.320]   because a lot of them have the ability to work with clients that have a lot smaller assets.
[01:00:37.320 --> 01:00:40.320]   If somebody is using Paladin, they have no assets.
[01:00:40.320 --> 01:00:43.320]   They're looking for a fee-only planner.
[01:00:43.320 --> 01:00:47.320]   Well, they have $50,000, $100,000, $250,000, all these different numbers.
[01:00:47.320 --> 01:00:55.320]   So by going with the fee-based advisor, fee and commission, that gave us a lot more flexibility.
[01:00:55.320 --> 01:00:58.320]   So the investor still benefited from a better advisor,
[01:00:58.320 --> 01:01:02.320]   but that advisor could be compensated with a fee or commission.
[01:01:02.320 --> 01:01:04.320]   That's basically how we looked at it.
[01:01:04.320 --> 01:01:07.320]   That was important to me when I was checking you guys out
[01:01:07.320 --> 01:01:13.320]   and when we were discussing things privately for exactly the reasons that you just enumerated.
[01:01:13.320 --> 01:01:20.320]   I like if somebody is fee-only, but I believe--I feel as though that excludes
[01:01:20.320 --> 01:01:28.320]   and can exclude a lot of advisors who, when measured objectively across all the other many criteria
[01:01:28.320 --> 01:01:32.320]   that you can measure somebody on, are ethical, careful advisors
[01:01:32.320 --> 01:01:37.320]   and also feel like it can exclude a lot of clients who can't be well-served in the fee-only environment.
[01:01:37.320 --> 01:01:42.320]   So Alan Moore from XY Planner Network, he and I argue about it,
[01:01:42.320 --> 01:01:45.320]   but I stick to my guns and I have yet to be convinced.
[01:01:45.320 --> 01:01:51.320]   So that's one thing I value about that you do, and it should just be clearly expressed.
[01:01:51.320 --> 01:01:55.320]   So the final question, Jack, is--go ahead.
[01:01:55.320 --> 01:01:57.320]   Let me interject one thing.
[01:01:57.320 --> 01:02:04.320]   In our algorithm, if an advisor says, "I'm fee and commission,"
[01:02:04.320 --> 01:02:09.320]   they lose some serious points in the algorithm.
[01:02:09.320 --> 01:02:12.320]   So if I'm fee-only, I don't lose any points.
[01:02:12.320 --> 01:02:16.320]   Everybody starts at 100% and we deduct points for perceived weakness.
[01:02:16.320 --> 01:02:21.320]   Bottom line is that if they're fee-only, they don't lose any points.
[01:02:21.320 --> 01:02:26.320]   If they're fee and commission, the hybrid, they lose serious points.
[01:02:26.320 --> 01:02:32.320]   So the only way they can get into the registry is they've got to be a lot stronger in other areas.
[01:02:32.320 --> 01:02:40.320]   Years of experience, CFP, CFA, other certifications that really matter.
[01:02:40.320 --> 01:02:45.320]   So we basically hit them if they accept commissions,
[01:02:45.320 --> 01:02:49.320]   and the only way they can get in is they've got to have offsetting strengths.
[01:02:49.320 --> 01:02:54.320]   So we don't treat the fee-only and the fee and commission advisors the same.
[01:02:54.320 --> 01:03:00.320]   What we do is make it tougher for the fee and commission advisor to get into the registry.
[01:03:00.320 --> 01:03:02.320]   That's how we handle it.
[01:03:02.320 --> 01:03:04.320]   And I think that's as it should be.
[01:03:04.320 --> 01:03:08.320]   There are more conflicts of interest in a fee and commission model,
[01:03:08.320 --> 01:03:12.320]   but it doesn't mean that somebody couldn't maintain that model for their own purposes,
[01:03:12.320 --> 01:03:15.320]   but there are more conflicts of interest,
[01:03:15.320 --> 01:03:19.320]   and you need to prove that you're able to handle those through those other aspects.
[01:03:19.320 --> 01:03:21.320]   I appreciate your bringing that out.
[01:03:21.320 --> 01:03:25.320]   You had brought that out to me privately, and I'm glad you brought it out here on the show.
[01:03:25.320 --> 01:03:30.320]   The last thing I'd like you to do is just simply to explain the process of if --
[01:03:30.320 --> 01:03:32.320]   pretend for a moment I were a financial advisor.
[01:03:32.320 --> 01:03:40.320]   Just so the people who may be using the affiliate link that we've established to track their entries
[01:03:40.320 --> 01:03:45.320]   so that I can receive credit for the referral, I'd like them to understand the financial incentives,
[01:03:45.320 --> 01:03:50.320]   how an advisor finds out about you, how much do advisors pay, they pay you,
[01:03:50.320 --> 01:03:56.320]   what's the process look like, how is the money flowing as far as --
[01:03:56.320 --> 01:03:59.320]   how is the money flowing from the advisor to you,
[01:03:59.320 --> 01:04:02.320]   how are the clients flowing through from you to the advisor.
[01:04:02.320 --> 01:04:04.320]   Explain the potential conflicts of interest involved
[01:04:04.320 --> 01:04:07.320]   and how the advisors actually get connected with Paladin Registry
[01:04:07.320 --> 01:04:12.320]   so that listeners are aware of how those relationships are structured.
[01:04:12.320 --> 01:04:14.320]   Yeah.
[01:04:14.320 --> 01:04:17.320]   Several fair questions in there.
[01:04:17.320 --> 01:04:22.320]   One is we don't do any marketing to financial advisors, absolutely zero.
[01:04:22.320 --> 01:04:26.320]   So the bottom line is the advisor is going to find us on the Internet
[01:04:26.320 --> 01:04:31.320]   or hear about us perhaps the same way the investor does.
[01:04:31.320 --> 01:04:34.320]   We've already got the vetting and rigging.
[01:04:34.320 --> 01:04:37.320]   That determines who gets into the registry.
[01:04:37.320 --> 01:04:43.320]   When you're in the registry, we operate the registry like an association.
[01:04:43.320 --> 01:04:47.320]   That advisor pays monthly dues to be in the registry.
[01:04:47.320 --> 01:04:49.320]   There are no contracts.
[01:04:49.320 --> 01:04:52.320]   There are no paid in advance.
[01:04:52.320 --> 01:04:55.320]   There are no time commitments.
[01:04:55.320 --> 01:05:00.320]   And most importantly, we do not sell leads or referrals to advisors.
[01:05:00.320 --> 01:05:02.320]   A lot of websites do that.
[01:05:02.320 --> 01:05:03.320]   We do not.
[01:05:03.320 --> 01:05:10.320]   So they pay one fixed monthly fee to be in the registry,
[01:05:10.320 --> 01:05:14.320]   and that fee covers virtually everything that we do.
[01:05:14.320 --> 01:05:17.320]   There's one thing that we do for advisors that's not covered by the fee,
[01:05:17.320 --> 01:05:20.320]   which is a background checking service.
[01:05:20.320 --> 01:05:24.320]   So everything is covered by one fixed monthly fee.
[01:05:24.320 --> 01:05:29.320]   The monthly fee then varies based upon where you're located.
[01:05:29.320 --> 01:05:34.320]   So if you were in the middle of Montana in a town of 25,000,
[01:05:34.320 --> 01:05:37.320]   you're going to pay a lower fee to be in the registry
[01:05:37.320 --> 01:05:44.320]   because you're not going to get the same benefit as somebody who's in Chicago.
[01:05:44.320 --> 01:05:47.320]   Because when you think about our services
[01:05:47.320 --> 01:05:50.320]   and the ability to refer an investor to an advisor,
[01:05:50.320 --> 01:05:53.320]   it highly correlated the population.
[01:05:53.320 --> 01:05:58.320]   So an advisor in the bigger city will pay a higher monthly service fee
[01:05:58.320 --> 01:06:01.320]   than the advisor in the smaller city.
[01:06:01.320 --> 01:06:08.320]   And the range in the fee is fairly broad, anywhere from, say, $75 a month
[01:06:08.320 --> 01:06:13.320]   up to roughly $295 a month.
[01:06:13.320 --> 01:06:17.320]   But the big variable is where you're located.
[01:06:17.320 --> 01:06:24.320]   And then an advisor can opt in or out of the registry at any time,
[01:06:24.320 --> 01:06:27.320]   so they're not locked into anything.
[01:06:27.320 --> 01:06:31.320]   If we're unhappy, we can boot them easily.
[01:06:31.320 --> 01:06:32.320]   Rarely do that.
[01:06:32.320 --> 01:06:36.320]   If they're unhappy, they can leave any time they want to.
[01:06:36.320 --> 01:06:39.320]   So the most important thing is there's no contractual obligations.
[01:06:39.320 --> 01:06:45.320]   They're not paying for anything in advance, and they're not paying for leads.
[01:06:45.320 --> 01:06:50.320]   They're paying to be in the registry, and one of the services is referral.
[01:06:50.320 --> 01:06:55.320]   Now, the way the referral system then works, investors have two options.
[01:06:55.320 --> 01:06:59.320]   They can go in to the system and pick their own advisors that they want to talk to,
[01:06:59.320 --> 01:07:01.320]   because that's what we're really doing.
[01:07:01.320 --> 01:07:07.320]   It's kind of like we're Match.com between people with money and advisors.
[01:07:07.320 --> 01:07:09.320]   We're going to bring them together.
[01:07:09.320 --> 01:07:15.320]   The investor has the ability to use a directory application.
[01:07:15.320 --> 01:07:17.320]   They can use the directory application.
[01:07:17.320 --> 01:07:19.320]   That's where they pick the advisor.
[01:07:19.320 --> 01:07:22.320]   Or they can use a matching process.
[01:07:22.320 --> 01:07:24.320]   That's where Paladin picks the advisor.
[01:07:24.320 --> 01:07:29.320]   And we're generally going to refer them to two or three advisors so they have a choice.
[01:07:29.320 --> 01:07:32.320]   We think it's extremely important they interview more than one,
[01:07:32.320 --> 01:07:35.320]   because they can compare them to each other.
[01:07:35.320 --> 01:07:38.320]   Good way to learn.
[01:07:38.320 --> 01:07:40.320]   And so we're going to give them two or three matches,
[01:07:40.320 --> 01:07:45.320]   or they can go into a directory application and pick anybody they want to talk to.
[01:07:45.320 --> 01:07:50.320]   And then once they pick the advisor or they use our matching service,
[01:07:50.320 --> 01:07:54.320]   where we pick the advisor, we're going to ask them a few questions.
[01:07:54.320 --> 01:07:57.320]   Who are you? Where are you located?
[01:07:57.320 --> 01:08:00.320]   What are your available assets for investing?
[01:08:00.320 --> 01:08:02.320]   Because why do we ask that question?
[01:08:02.320 --> 01:08:06.320]   Again, remember, a lot of advisors have minimum asset requirements,
[01:08:06.320 --> 01:08:11.320]   so we don't want to match an investor with $300,000 to an advisor
[01:08:11.320 --> 01:08:14.320]   who happens to have a $1 million minimum.
[01:08:14.320 --> 01:08:16.320]   Neither one would be happy in that case.
[01:08:16.320 --> 01:08:19.320]   So we ask them, "What are your available assets?"
[01:08:19.320 --> 01:08:22.320]   You don't have to give us a specific number.
[01:08:22.320 --> 01:08:26.320]   We give you ranges. We just ask you which range applies to you.
[01:08:26.320 --> 01:08:29.320]   And then the last question is, "What services are you looking for?"
[01:08:29.320 --> 01:08:31.320]   Planning, investing, et cetera.
[01:08:31.320 --> 01:08:35.320]   And then that gives us enough information to match you.
[01:08:35.320 --> 01:08:37.320]   If we're picking the advisors,
[01:08:37.320 --> 01:08:42.320]   we then match you to two or three professionals in your community.
[01:08:42.320 --> 01:08:48.320]   The professional calls the investor to basically talk on the telephone
[01:08:48.320 --> 01:08:52.320]   about their respective-- what's the investor need, what does the advisor do?
[01:08:52.320 --> 01:08:54.320]   And if they like what they hear on the telephone,
[01:08:54.320 --> 01:08:56.320]   they'll schedule an appointment.
[01:08:56.320 --> 01:08:59.320]   It usually gets together face-to-face,
[01:08:59.320 --> 01:09:03.320]   which could be at the investor's location or the advisor's location.
[01:09:03.320 --> 01:09:07.320]   That's usually left up to the investor.
[01:09:07.320 --> 01:09:12.320]   And at that point, Paladin moves on to the next investor that will process it.
[01:09:12.320 --> 01:09:14.320]   I think it's a really great system.
[01:09:14.320 --> 01:09:21.320]   And then the only thing that you didn't mention is my compensation.
[01:09:21.320 --> 01:09:27.320]   So my compensation flows to me based upon people using my referral link
[01:09:27.320 --> 01:09:29.320]   so that it can be tracked.
[01:09:29.320 --> 01:09:33.320]   But my compensation is not tied to which advisor you pick,
[01:09:33.320 --> 01:09:35.320]   or even if you pick an advisor.
[01:09:35.320 --> 01:09:40.320]   Rather, it's tied to the fact of your using the service to interview some advisors.
[01:09:40.320 --> 01:09:44.320]   And so when I was thinking it through in the potential conflicts of interest,
[01:09:44.320 --> 01:09:48.320]   the fact that advisors don't pay for leads is key.
[01:09:48.320 --> 01:09:50.320]   Rather, they pay for registry.
[01:09:50.320 --> 01:09:54.320]   The fact that the client has the opportunity to interview multiple advisors.
[01:09:54.320 --> 01:09:57.320]   And then the fact that I'm not the one sitting down and picking and saying,
[01:09:57.320 --> 01:09:59.320]   "Well, you have to do this."
[01:09:59.320 --> 01:10:04.320]   Rather, we're trying to basically provide a really trustworthy matchmaking system.
[01:10:04.320 --> 01:10:08.320]   And I think-- I don't know about you, Jack, but it's about as close to--
[01:10:08.320 --> 01:10:10.320]   well, obviously it's your company, so you've got to say yes.
[01:10:10.320 --> 01:10:14.320]   But it's about as close to perfect as at least I could come up with
[01:10:14.320 --> 01:10:18.320]   in our current world to give people what they're looking for,
[01:10:18.320 --> 01:10:23.320]   which is some external help with them, some external due diligence help,
[01:10:23.320 --> 01:10:27.320]   so that they can find that most trusted advisor who can guide them
[01:10:27.320 --> 01:10:32.320]   through the crazy financial world that we live in.
[01:10:32.320 --> 01:10:36.320]   Yeah, the only thing I would add to that is that it's also the only way
[01:10:36.320 --> 01:10:41.320]   we can deliver a free set of services to investors.
[01:10:41.320 --> 01:10:46.320]   To be perfectly candid, we would love to be paid by investors.
[01:10:46.320 --> 01:10:51.320]   We tested that model many, many years ago, and it fell flat on its face.
[01:10:51.320 --> 01:10:56.320]   I don't know if investors just expect internet services to be free.
[01:10:56.320 --> 01:11:00.320]   We surveyed them and really never got a clear picture of,
[01:11:00.320 --> 01:11:02.320]   "We're going to help you select a good advisor.
[01:11:02.320 --> 01:11:05.320]   Why don't you pay us for that service?"
[01:11:05.320 --> 01:11:07.320]   It just did not work.
[01:11:07.320 --> 01:11:13.320]   So the only solution we had was to come up with the cleanest possible way
[01:11:13.320 --> 01:11:16.320]   to be compensated by an advisor, which then allowed us to provide
[01:11:16.320 --> 01:11:19.320]   a free service to the investor.
[01:11:19.320 --> 01:11:21.320]   And that's why it looks the way it does.
[01:11:21.320 --> 01:11:23.320]   Yeah, I think it's a great system.
[01:11:23.320 --> 01:11:29.320]   Do advisors pay you in advance for you to vet them and go through that process?
[01:11:29.320 --> 01:11:32.320]   Do they pay a fee in advance for that, or do they come to you and apply
[01:11:32.320 --> 01:11:35.320]   and then start paying fees?
[01:11:35.320 --> 01:11:41.320]   No, they do not pay a penny for vetting because, obviously, that would be awkward
[01:11:41.320 --> 01:11:46.320]   because we reject a pretty high percentage of the advisors who submit data to us.
[01:11:46.320 --> 01:11:50.320]   So for us to charge a fee to an advisor that we rejected--
[01:11:50.320 --> 01:11:55.320]   the simpler solution is vetting is a totally objective process.
[01:11:55.320 --> 01:11:58.320]   Yes, it has a pretty high rejection rate.
[01:11:58.320 --> 01:12:01.320]   A lot of people just don't qualify to get into the registry,
[01:12:01.320 --> 01:12:05.320]   but that's an expense that basically is offset when they--
[01:12:05.320 --> 01:12:07.320]   by those that are admitted to the registry.
[01:12:07.320 --> 01:12:11.320]   This is just one of our expenses, running the registry.
[01:12:11.320 --> 01:12:14.320]   But we don't charge them for it.
[01:12:14.320 --> 01:12:17.320]   And I've heard it phrased by media, frankly,
[01:12:17.320 --> 01:12:20.320]   "Well, then you mean people can't buy their way into the registry."
[01:12:20.320 --> 01:12:23.320]   That's exactly what it means.
[01:12:23.320 --> 01:12:25.320]   Jack, I'll give you the last word.
[01:12:25.320 --> 01:12:29.320]   If you were going to give some advice to a listener
[01:12:29.320 --> 01:12:33.320]   who's frustrated with having made mistakes,
[01:12:33.320 --> 01:12:36.320]   especially maybe having engaged in financial planning relationships
[01:12:36.320 --> 01:12:40.320]   that didn't work well, didn't find a good advisor,
[01:12:40.320 --> 01:12:42.320]   if you were just going to give them some comprehensive advice
[01:12:42.320 --> 01:12:46.320]   of how the individual consumer and client could proceed forward,
[01:12:46.320 --> 01:12:52.320]   what words of wisdom would you give as your closing remarks?
[01:12:52.320 --> 01:12:58.320]   Go to filepalladinregistry.com--P-A-L-A-D-I-N--registry.com.
[01:12:58.320 --> 01:13:04.320]   What you're going to find on that website is a lot of information about advisors,
[01:13:04.320 --> 01:13:06.320]   how they're compensated, how they're licensed,
[01:13:06.320 --> 01:13:09.320]   how to check out their compliance records, et cetera.
[01:13:09.320 --> 01:13:14.320]   You're going to find a lot of content about selecting advisors,
[01:13:14.320 --> 01:13:18.320]   how to avoid bad guys, a lot of scams that, you know,
[01:13:18.320 --> 01:13:22.320]   once you know what the scam looks like, now you're in a position to avoid it.
[01:13:22.320 --> 01:13:24.320]   So there's a lot of education.
[01:13:24.320 --> 01:13:29.320]   And then if you're looking for an advisor, you've got the directory app
[01:13:29.320 --> 01:13:31.320]   where you pick the advisors you want to talk to,
[01:13:31.320 --> 01:13:37.320]   or you can submit information and Paladin will select the best advisors for you.
[01:13:37.320 --> 01:13:40.320]   If nothing else, it's a great place to start.
[01:13:40.320 --> 01:13:44.320]   And if you were going to interview, say, some advisors in your local community,
[01:13:44.320 --> 01:13:47.320]   you know, walk down the street to the local Merrill Lynch office.
[01:13:47.320 --> 01:13:50.320]   At a minimum, you ought to take a look at the registry
[01:13:50.320 --> 01:13:54.320]   and interview a couple of people in your local community that you know,
[01:13:54.320 --> 01:13:59.320]   and then interview a couple of people from the registry that you may not know,
[01:13:59.320 --> 01:14:01.320]   and then compare them to each other.
[01:14:01.320 --> 01:14:05.320]   And then ideally, you're going to make the most objective decision you can,
[01:14:05.320 --> 01:14:08.320]   given the circumstances.
[01:14:08.320 --> 01:14:11.320]   Jack, thanks for coming on today. I appreciate your being here.
[01:14:11.320 --> 01:14:14.320]   My pleasure. Thank you very much.
[01:14:14.320 --> 01:14:16.320]   Going forward on Radical Personal Finance,
[01:14:16.320 --> 01:14:19.320]   you're going to hear me mention Paladin Registry many, many times.
[01:14:19.320 --> 01:14:24.320]   But I'd always like to start and launch a sponsorship with this type of approach,
[01:14:24.320 --> 01:14:27.320]   an in-depth discussion of strengths and weaknesses
[01:14:27.320 --> 01:14:30.320]   and where a particular sponsor can fit in.
[01:14:30.320 --> 01:14:36.320]   And I believe that Paladin will serve many of you well.
[01:14:36.320 --> 01:14:38.320]   If you have ever thought about hiring a financial advisor,
[01:14:38.320 --> 01:14:41.320]   or if you'd like to talk to some financial advisors
[01:14:41.320 --> 01:14:44.320]   and see if they might be worthy of your business,
[01:14:44.320 --> 01:14:46.320]   start with Paladin Registry.
[01:14:46.320 --> 01:14:49.320]   The link that I want you to use, it's on the website.
[01:14:49.320 --> 01:14:51.320]   But if you want to navigate there directly,
[01:14:51.320 --> 01:14:59.320]   go to radicalpersonalfinance.com/paladin, P-A-L-A-D-I-N, Paladin.
[01:14:59.320 --> 01:15:01.320]   Go there directly and that will take you through it.
[01:15:01.320 --> 01:15:03.320]   Just click the ad on the site.
[01:15:03.320 --> 01:15:05.320]   And if you click through, you need to put in the information,
[01:15:05.320 --> 01:15:11.320]   put in your name, your contact info, and the asset center management.
[01:15:11.320 --> 01:15:16.320]   It's important to help to get the appropriate advisor.
[01:15:16.320 --> 01:15:18.320]   And feel free to interview people.
[01:15:18.320 --> 01:15:20.320]   Now, you should feel at this point,
[01:15:20.320 --> 01:15:23.320]   after listening to Radical Personal Finance for quite a while,
[01:15:23.320 --> 01:15:25.320]   you should feel much more confident and much more equipped
[01:15:25.320 --> 01:15:29.320]   to meet with a financial advisor than just most people in the general public.
[01:15:29.320 --> 01:15:32.320]   You shouldn't be intimidated by a financial advisor.
[01:15:32.320 --> 01:15:34.320]   I believe most advisors will be very –
[01:15:34.320 --> 01:15:39.320]   I mean a good advisor will be very thankful to work with a client who's knowledgeable.
[01:15:39.320 --> 01:15:43.320]   So, check them out. See if you find somebody who gets you.
[01:15:43.320 --> 01:15:45.320]   Feel free to interview multiple advisors.
[01:15:45.320 --> 01:15:48.320]   You take it from there. I'm not involved in that process.
[01:15:48.320 --> 01:15:50.320]   But I do think that this is a good place to start
[01:15:50.320 --> 01:15:55.320]   rather than just necessarily trotting into the office that's around the corner near you.
[01:15:55.320 --> 01:15:57.320]   Hey, you might trot in there and check them out too.
[01:15:57.320 --> 01:16:00.320]   But at least this way, there's a little bit of a vetting process in place.
[01:16:00.320 --> 01:16:02.320]   And I hope that that will serve you.
[01:16:02.320 --> 01:16:06.320]   Did a lot of research on Paladin. Never heard anything negative.
[01:16:06.320 --> 01:16:08.320]   And so, I hope that they can be useful to you.
[01:16:08.320 --> 01:16:11.320]   I feel really happy about having them as a sponsor of the show.
[01:16:11.320 --> 01:16:15.320]   So, go to RadicalPersonalFinance.com/Paladin or just go to the website.
[01:16:15.320 --> 01:16:20.320]   Click the link in the show notes or just go to the website and click the "@."
[01:16:20.320 --> 01:16:23.320]   That's it for today's show.
[01:16:23.320 --> 01:16:25.320]   Let me know your experiences.
[01:16:25.320 --> 01:16:30.320]   I would love to get some personal feedback as many of you go there and interview them.
[01:16:30.320 --> 01:16:33.320]   I would love to get your personal feedback as to how your experiences are.
[01:16:33.320 --> 01:16:36.320]   Please always email me, Joshua@RadicalPersonalFinance.com.
[01:16:36.320 --> 01:16:39.320]   Joshua@RadicalPersonalFinance.com.
[01:16:39.320 --> 01:16:40.320]   And let me know.
[01:16:40.320 --> 01:16:44.320]   So, obviously, it's a little bit of a risk when I start introducing you to people.
[01:16:44.320 --> 01:16:46.320]   But I believe this is a good place to start.
[01:16:46.320 --> 01:16:49.320]   But, of course, I want to hear feedback from you directly.
