
[00:00:00.040 --> 00:00:09.460]  였습니다
[00:54:27.640 --> 00:54:27.640]   You can go to an ATM and you can pay taxes on your money.
[00:54:27.640 --> 00:54:27.640]   You can go to an ATM and you can pay taxes on your money.
[00:54:27.640 --> 00:54:27.640]   You can go to an ATM and you can pay taxes on your money.
[00:54:27.640 --> 00:54:27.640]   You can go to an ATM and you can pay taxes on your money.
[00:54:27.640 --> 00:54:27.640]   You can go to an ATM and you can pay taxes on your money.
[00:54:27.640 --> 00:54:27.640]   You can go to an ATM and you can pay taxes on your money.
[00:54:27.640 --> 00:54:27.640]   You can go to an ATM and you can pay taxes on your money.
[00:54:27.640 --> 00:54:27.640]   You can go to an ATM and you can pay taxes on your money.
[00:54:27.640 --> 00:54:57.660]   You can go to an ATM and you can pay taxes on your money.
[00:54:57.660 --> 00:54:57.660]   You can go to an ATM and you can pay taxes on your money.
[00:54:57.660 --> 00:54:57.660]   You can go to an ATM and you can pay taxes on your money.
[00:54:57.660 --> 00:54:57.660]   You can go to an ATM and you can pay taxes on your money.
[00:54:57.660 --> 00:54:57.660]   You can go to an ATM and you can pay taxes on your money.
[00:54:57.660 --> 00:54:57.660]   You can go to an ATM and you can pay taxes on your money.
[00:54:57.660 --> 00:54:57.660]   You can go to an ATM and you can pay taxes on your money.
[00:54:57.660 --> 00:54:57.660]   You can go to an ATM and you can pay taxes on your money.
[00:54:57.660 --> 00:54:57.660]   You can go to an ATM and you can pay taxes on your money.
[00:54:57.660 --> 00:54:57.660]   You can go to an ATM and you can pay taxes on your money.
[00:54:57.680 --> 00:55:27.680]   You can go to an ATM and you can pay taxes on your money.
[00:55:27.680 --> 00:55:27.680]   You can go to an ATM and you can pay taxes on your money.
[00:55:27.680 --> 00:55:27.680]   You can go to an ATM and you can pay taxes on your money.
[00:55:27.680 --> 00:55:27.680]   You can go to an ATM and you can pay taxes on your money.
[00:55:27.680 --> 00:55:27.680]   You can go to an ATM and you can pay taxes on your money.
[00:55:27.680 --> 00:55:27.680]   You can go to an ATM and you can pay taxes on your money.
[00:55:27.680 --> 00:55:27.680]   You can go to an ATM and you can pay taxes on your money.
[00:55:27.680 --> 00:55:27.680]   You can go to an ATM and you can pay taxes on your money.
[00:55:27.680 --> 00:55:27.680]   You can go to an ATM and you can pay taxes on your money.
[00:55:27.680 --> 00:55:27.680]   You can go to an ATM and you can pay taxes on your money.
[00:55:27.680 --> 00:55:27.680]   You can go to an ATM and you can pay taxes on your money.
[00:55:27.680 --> 00:55:27.680]   You can go to an ATM and you can pay taxes on your money.
[00:55:27.700 --> 00:55:57.700]   You can go to an ATM and you can pay taxes on your money.
[00:55:57.700 --> 00:55:57.700]   You can go to an ATM and you can pay taxes on your money.
[00:55:57.700 --> 00:55:57.700]   You can go to an ATM and you can pay taxes on your money.
[00:55:57.700 --> 00:55:57.700]   You can go to an ATM and you can pay taxes on your money.
[00:55:57.700 --> 00:55:57.700]   You can go to an ATM and you can pay taxes on your money.
[00:55:57.700 --> 00:55:57.700]   You can go to an ATM and you can pay taxes on your money.
[00:55:57.700 --> 00:55:57.700]   You can go to an ATM and you can pay taxes on your money.
[00:55:57.700 --> 00:55:57.700]   You can go to an ATM and you can pay taxes on your money.
[00:55:57.700 --> 00:55:57.700]   You can go to an ATM and you can pay taxes on your money.
[00:55:57.700 --> 00:55:57.700]   You can go to an ATM and you can pay taxes on your money.
[00:55:57.720 --> 00:56:27.720]   You can go to an ATM and you can pay taxes on your money.
[00:56:27.720 --> 00:56:27.720]   You can go to an ATM and you can pay taxes on your money.
[00:56:27.720 --> 00:56:27.720]   You can go to an ATM and you can pay taxes on your money.
[00:56:27.720 --> 00:56:27.720]   You can go to an ATM and you can pay taxes on your money.
[00:56:27.720 --> 00:56:27.720]   You can go to an ATM and you can pay taxes on your money.
[00:56:27.720 --> 00:56:27.720]   You can go to an ATM and you can pay taxes on your money.
[00:56:27.720 --> 00:56:27.720]   You can go to an ATM and you can pay taxes on your money.
[00:56:27.720 --> 00:56:27.720]   You can go to an ATM and you can pay taxes on your money.
[00:56:27.720 --> 00:56:27.720]   You can go to an ATM and you can pay taxes on your money.
[00:56:27.720 --> 00:56:27.720]   You can go to an ATM and you can pay taxes on your money.
[00:56:27.720 --> 00:56:27.720]   You can go to an ATM and you can pay taxes on your money.
[00:56:27.720 --> 00:56:27.720]   You can go to an ATM and you can pay taxes on your money.
[00:56:27.760 --> 00:56:57.740]  ,
[00:56:57.740 --> 00:56:57.740]   I would be happy to spend that on credit cards if I had to,
[00:56:57.740 --> 00:56:57.740]   I would be happy to spend that on credit cards if I had to,
[00:56:57.740 --> 00:56:57.740]   I would be happy to spend that on credit cards if I had to,
[00:56:57.740 --> 00:56:57.740]   I would be happy to spend that on credit cards if I had to,
[00:56:57.740 --> 00:56:57.740]   I would be happy to spend that on credit cards if I had to,
[00:56:57.740 --> 00:56:57.740]   I would be happy to spend that on credit cards if I had to,
[00:56:57.740 --> 00:56:57.740]   I would be happy to spend that on credit cards if I had to,
[00:56:57.740 --> 00:56:57.740]   I would be happy to spend that on credit cards if I had to,
[00:56:57.740 --> 00:56:57.740]   I would be happy to spend that on credit cards if I had to,
[00:56:57.760 --> 00:57:27.760]   I would be happy to spend that on credit cards if I had to,
[00:57:27.760 --> 00:57:27.760]   I would be happy to spend that on credit cards if I had to,
[00:57:27.760 --> 00:57:27.760]   I would be happy to spend that on credit cards if I had to,
[00:57:27.760 --> 00:57:27.760]   I would be happy to spend that on credit cards if I had to,
[00:57:27.760 --> 00:57:27.760]   I would be happy to spend that on credit cards if I had to,
[00:57:27.760 --> 00:57:27.760]   I would be happy to spend that on credit cards if I had to,
[00:57:27.760 --> 00:57:27.760]   I would be happy to spend that on credit cards if I had to,
[00:57:27.760 --> 00:57:27.760]   I would be happy to spend that on credit cards if I had to,
[00:57:27.760 --> 00:57:27.760]   I would be happy to spend that on credit cards if I had to,
[00:57:27.760 --> 00:57:27.760]   I would be happy to spend that on credit cards if I had to,
[00:57:27.760 --> 00:57:27.760]   I would be happy to spend that on credit cards if I had to,
[00:57:27.760 --> 00:57:27.760]   I would be happy to spend that on credit cards if I had to,
[00:57:27.780 --> 00:57:57.780]   I would be happy to spend that on credit cards if I had to,
[00:57:57.780 --> 00:57:57.780]   I would be happy to spend that on credit cards if I had to,
[00:57:57.780 --> 00:57:57.780]   I would be happy to spend that on credit cards if I had to,
[00:57:57.780 --> 00:57:57.780]   I would be happy to spend that on credit cards if I had to,
[00:57:57.780 --> 00:57:57.780]   I would be happy to spend that on credit cards if I had to,
[00:57:57.780 --> 00:57:57.780]   I would be happy to spend that on credit cards if I had to,
[00:57:57.780 --> 00:57:57.780]   I would be happy to spend that on credit cards if I had to,
[00:57:57.780 --> 00:57:57.780]   I would be happy to spend that on credit cards if I had to,
[00:57:57.780 --> 00:57:57.780]   I would be happy to spend that on credit cards if I had to,
[00:57:57.780 --> 00:57:57.780]   I would be happy to spend that on credit cards if I had to,
[00:57:57.780 --> 00:57:57.780]   I would be happy to spend that on credit cards if I had to,
[00:57:57.780 --> 00:58:27.800]   I would be happy to spend that on credit cards if I had to,

