
[00:00:00.000 --> 00:00:05.320]   [VIDEO PLAYBACK]
[00:39:42.520 --> 00:39:44.520]   and you get your code.
[00:39:44.520 --> 00:39:48.120]   It works very well, much better compared to the more
[00:39:48.120 --> 00:39:50.880]   feature-engineered techniques.
[00:39:50.880 --> 00:39:54.560]   And that was over two years ago, and we didn't
[00:39:54.560 --> 00:39:57.600]   have any good open-code models.
[00:39:57.600 --> 00:39:59.640]   But today, if you go to the hub, you
[00:39:59.640 --> 00:40:03.080]   can find that we have over 1,700 models that
[00:40:03.080 --> 00:40:04.560]   are trained on code.
[00:40:04.560 --> 00:40:07.640]   So these are models that are either trained only
[00:40:07.640 --> 00:40:10.640]   on code or LLMs that included code
[00:40:10.640 --> 00:40:12.960]   as part of their training.
[00:40:12.960 --> 00:40:15.800]   So you can see that we've made a lot of progress
[00:40:15.800 --> 00:40:21.080]   in this code generation field, which is amazing.
[00:40:21.080 --> 00:40:26.480]   And this is the result of the community's work
[00:40:26.480 --> 00:40:29.640]   to build very good instruction-tuned models
[00:40:29.640 --> 00:40:31.160]   and base models.
[00:40:31.160 --> 00:40:33.560]   For example, here, as you can see in the leaderboard,
[00:40:33.560 --> 00:40:35.760]   we have some very strong models that
[00:40:35.760 --> 00:40:39.720]   score almost 80% on the code evaluation benchmark, which
[00:40:39.720 --> 00:40:42.680]   is human eval, which means they get almost 80%
[00:40:42.680 --> 00:40:47.240]   of the problems right, which is a very large number.
[00:40:47.240 --> 00:40:51.360]   And when talking about the landscape of open-code LLMs
[00:40:51.360 --> 00:40:54.440]   in BigCode, we have released the stack data set, which
[00:40:54.440 --> 00:40:57.200]   is now the default data set for training on code,
[00:40:57.200 --> 00:40:59.960]   and also StarCoder1 and StarCoder2 family
[00:40:59.960 --> 00:41:02.560]   of models and other instruction-tuned models
[00:41:02.560 --> 00:41:05.800]   with the H4 team, like StarChat2.
[00:41:05.800 --> 00:41:08.840]   Meta also released some very good code models,
[00:41:08.840 --> 00:41:10.840]   which are the Code Llama series of models
[00:41:10.840 --> 00:41:13.680]   that go from 7b to 7tb.
[00:41:13.680 --> 00:41:15.680]   There are also the DeepSeq models,
[00:41:15.680 --> 00:41:17.800]   which are also very strong.
[00:41:17.800 --> 00:41:21.000]   And we have also other models, like the recent Granite models
[00:41:21.000 --> 00:41:25.280]   from IBM, CodeQuen, CodeGen, and StableCode.
[00:41:25.280 --> 00:41:29.160]   So there are different providers for code LLMs
[00:41:29.160 --> 00:41:32.880]   and also for data sets for code.
[00:41:32.880 --> 00:41:36.400]   And the main reason we started the BigCode collaboration
[00:41:36.400 --> 00:41:38.800]   and to train StarCoder models was
[00:41:38.800 --> 00:41:40.760]   to kind of have a collaboration where we
[00:41:40.760 --> 00:41:43.680]   have full data transparency.
[00:41:43.680 --> 00:41:45.960]   We released all the details about the training,
[00:41:45.960 --> 00:41:48.360]   but also the data is public so that people
[00:41:48.360 --> 00:41:50.440]   can inspect it and use it.
[00:41:50.440 --> 00:41:53.560]   And we also have the code for the processing and the model
[00:41:53.560 --> 00:41:54.240]   weights.
[00:41:54.240 --> 00:41:55.880]   And the collaboration was open.
[00:41:55.880 --> 00:41:58.840]   We had over 1,000 researchers joining our Slack
[00:41:58.840 --> 00:42:02.520]   and following the journey with us.
[00:42:02.520 --> 00:42:05.520]   And this kind of created a BigCode ecosystem
[00:42:05.520 --> 00:42:08.480]   where the stack was used in the pre-training of a lot
[00:42:08.480 --> 00:42:13.120]   of prominent code models, like CodeGen and StableCode.
[00:42:13.120 --> 00:42:16.240]   And the StarCoder models were used as basis
[00:42:16.240 --> 00:42:18.280]   for a lot of community fine tunings.
[00:42:18.280 --> 00:42:23.880]   And I think it's very important to be
[00:42:23.880 --> 00:42:28.320]   aware of what makes a release of an LLM,
[00:42:28.320 --> 00:42:30.680]   whether it be a code LLM or a general LLM,
[00:42:30.680 --> 00:42:33.000]   open and responsible.
[00:42:33.000 --> 00:42:35.240]   And I think this is fourfold.
[00:42:35.240 --> 00:42:38.440]   First, it's really good for the community
[00:42:38.440 --> 00:42:41.240]   and for research in AI in general.
[00:42:41.240 --> 00:42:46.120]   If you can make open access data sets,
[00:42:46.120 --> 00:42:48.920]   this will mean having data inspection tools,
[00:42:48.920 --> 00:42:53.160]   but also opt-out tools to respect people's wishes
[00:42:53.160 --> 00:42:55.000]   regarding their data sets.
[00:42:55.000 --> 00:42:57.880]   For example, if they don't want to be included in the trainings,
[00:42:57.880 --> 00:43:00.120]   they should be able to opt-out.
[00:43:00.120 --> 00:43:02.800]   It's also important to remove personal identifiable
[00:43:02.800 --> 00:43:04.560]   information.
[00:43:04.560 --> 00:43:07.920]   So an open release does not mean just releasing model weights
[00:43:07.920 --> 00:43:11.560]   and stopping there, but also making your work reproducible
[00:43:11.560 --> 00:43:15.320]   by fully documenting the pipeline for using these models
[00:43:15.320 --> 00:43:19.320]   and also releasing tools for evaluation
[00:43:19.320 --> 00:43:24.160]   and technical reports that documents the whole pipeline.
[00:43:24.160 --> 00:43:26.520]   And for us in BigCode, we kind of
[00:43:26.520 --> 00:43:30.400]   went from StataCoder, which was part of our obligations
[00:43:30.400 --> 00:43:33.920]   to understand how to filter the static data sets.
[00:43:33.920 --> 00:43:35.640]   And then we went to StarCoder, which
[00:43:35.640 --> 00:43:39.320]   was released last year, a $15 billion code generation model.
[00:43:39.320 --> 00:43:42.720]   And then this year, we released StarCoder2,
[00:43:42.720 --> 00:43:45.360]   which was trained on much more programming languages
[00:43:45.360 --> 00:43:51.160]   and had a much higher evaluation score.
[00:43:51.160 --> 00:43:55.880]   And StarCoder was also rated as the most transparent model
[00:43:55.880 --> 00:44:00.440]   by the Stanford Foundation Model Transparency Index, which
[00:44:00.440 --> 00:44:02.840]   is really hard to remember, given the efforts that we put
[00:44:02.840 --> 00:44:06.360]   into data governance and into making the model release
[00:44:06.360 --> 00:44:07.840]   as transparent as possible.
[00:44:07.840 --> 00:44:14.560]   Regarding evaluation, so for example, StarCoder15b,
[00:44:14.560 --> 00:44:19.040]   when it was released, it was the state-of-the-art code model.
[00:44:19.040 --> 00:44:22.120]   And this was also the case for StarCoder215b,
[00:44:22.120 --> 00:44:24.360]   among other 15b models.
[00:44:24.360 --> 00:44:28.760]   And it was even close or better than larger models.
[00:44:28.760 --> 00:44:30.280]   I think I don't have the plot here,
[00:44:30.280 --> 00:44:34.680]   but it was better than-- it was matching CodeLlama34b.
[00:44:34.680 --> 00:44:38.640]   And it was close to DeepSeq33b on some benchmarks.
[00:44:38.640 --> 00:44:41.200]   And here, for example, you can see the results
[00:44:41.200 --> 00:44:43.640]   on different benchmarks.
[00:44:43.640 --> 00:44:45.240]   Because when releasing a model, it's
[00:44:45.240 --> 00:44:47.360]   really important that you don't just
[00:44:47.360 --> 00:44:49.760]   give a weight on one benchmark, but you
[00:44:49.760 --> 00:44:52.160]   should add as many benchmarks as you want.
[00:44:52.160 --> 00:44:54.680]   In case you had contamination, although we
[00:44:54.680 --> 00:44:56.360]   tried to avoid this one benchmark,
[00:44:56.360 --> 00:44:58.840]   there's a very low chance that you also had contamination
[00:44:58.840 --> 00:45:00.360]   on other benchmarks.
[00:45:00.360 --> 00:45:03.120]   And it also allows you to fully understand
[00:45:03.120 --> 00:45:08.680]   how your model behaves if you add more evaluation benchmarks.
[00:45:08.680 --> 00:45:11.280]   And I think that's just a good practice that everyone should
[00:45:11.280 --> 00:45:12.520]   be doing with their releases.
[00:45:12.520 --> 00:45:18.000]   So with the StarCoder models, we also
[00:45:18.000 --> 00:45:22.920]   released some tooling, like VS Code implementation,
[00:45:22.920 --> 00:45:25.760]   which also has a membership test that
[00:45:25.760 --> 00:45:30.120]   tries to see if the generated code was in the training data
[00:45:30.120 --> 00:45:32.200]   and highlight that to the author.
[00:45:32.200 --> 00:45:37.040]   So that's part of our code attribution efforts
[00:45:37.040 --> 00:45:38.240]   for these code models.
[00:45:38.240 --> 00:45:43.200]   Maybe you're interested in using these models
[00:45:43.200 --> 00:45:46.000]   to build your own personal copilot
[00:45:46.000 --> 00:45:49.200]   and fine-tune in StarCoder or CodeLAM or other models
[00:45:49.200 --> 00:45:51.440]   on your personal code bases.
[00:45:51.440 --> 00:45:54.480]   To do that, there's a very nice blog post
[00:45:54.480 --> 00:45:58.440]   by Surab and Sayag, where they try to take a code model
[00:45:58.440 --> 00:46:02.720]   and train it on the Hugging Face internal libraries
[00:46:02.720 --> 00:46:07.200]   and then deploy it in Olama and have a local code assistant.
[00:46:07.200 --> 00:46:10.440]   And the pipeline is very similar to what we did in pre-training.
[00:46:10.440 --> 00:46:12.360]   First, you take your data set, you
[00:46:12.360 --> 00:46:15.080]   try to filter out the things you don't want to keep,
[00:46:15.080 --> 00:46:18.160]   and then you do the duplication and you train your model.
[00:46:18.160 --> 00:46:20.280]   So in this case, it will be just a fine-tuning,
[00:46:20.280 --> 00:46:21.720]   so it will be much quicker.
[00:46:21.720 --> 00:46:24.440]   You can use libraries like PEFT, which
[00:46:24.440 --> 00:46:26.600]   do parameter-efficient fine-tuning,
[00:46:26.600 --> 00:46:28.040]   where you don't need to train all
[00:46:28.040 --> 00:46:30.000]   the parameters of your models, but you only
[00:46:30.000 --> 00:46:32.880]   inject a few trainable parameters.
[00:46:32.880 --> 00:46:35.600]   This makes the training much faster.
[00:46:35.600 --> 00:46:41.720]   For example, 7b model can be trained in a Google Colab.
[00:46:41.720 --> 00:46:44.120]   Now let's go back to evaluation.
[00:46:44.120 --> 00:46:46.280]   So for example, for LLMs, there's
[00:46:46.280 --> 00:46:50.120]   the OpenLLM leaderboard that evaluates models.
[00:46:50.120 --> 00:46:53.600]   There's also the LLMs' arena, which compares, instructs
[00:46:53.600 --> 00:46:56.560]   models, and uses human evaluation.
[00:46:56.560 --> 00:46:59.640]   For code models, one of the most popular benchmarks
[00:46:59.640 --> 00:47:01.120]   is human eval.
[00:47:01.120 --> 00:47:03.120]   And it's basically a benchmark where
[00:47:03.120 --> 00:47:08.800]   you have a function that the model has to autocomplete.
[00:47:08.800 --> 00:47:11.200]   And then when the function is completed,
[00:47:11.200 --> 00:47:13.440]   you take this solution, and then you
[00:47:13.440 --> 00:47:16.240]   run it against multiple unit tests,
[00:47:16.240 --> 00:47:18.600]   and you count how many solutions pass
[00:47:18.600 --> 00:47:20.160]   and how many solutions fail.
[00:47:20.160 --> 00:47:23.680]   And then you count a metric that we call pass at one,
[00:47:23.680 --> 00:47:24.640]   for example.
[00:47:24.640 --> 00:47:27.680]   This is the one that's been reported in this leaderboard.
[00:47:27.680 --> 00:47:30.480]   And this gives you the human eval score.
[00:47:30.480 --> 00:47:32.640]   There's also a translation of this benchmark
[00:47:32.640 --> 00:47:34.720]   to 18 other languages.
[00:47:34.720 --> 00:47:38.240]   Here I show Java and JavaScript in C++.
[00:47:38.240 --> 00:47:40.760]   And this benchmark is called MultiPLE.
[00:47:40.760 --> 00:47:44.840]   So it allows you to see how well each model does
[00:47:44.840 --> 00:47:47.320]   on which programming language, and choose
[00:47:47.320 --> 00:47:51.720]   the one that's the most interesting for you.
[00:47:51.720 --> 00:47:57.640]   But these benchmarks usually have an issue of contamination
[00:47:57.640 --> 00:48:01.720]   and overfitting, especially instruction-tuned models.
[00:48:01.720 --> 00:48:04.680]   I don't know if you've already checked what these data sets
[00:48:04.680 --> 00:48:05.600]   look like.
[00:48:05.600 --> 00:48:09.160]   But usually for code, there are an instruction
[00:48:09.160 --> 00:48:11.840]   that asks the model to generate an exercise.
[00:48:11.840 --> 00:48:13.640]   And often, if you look at them, they
[00:48:13.640 --> 00:48:15.720]   look really similar to human eval, which
[00:48:15.720 --> 00:48:18.240]   is function implementations.
[00:48:18.240 --> 00:48:22.560]   So there's a very high chance of having contamination, which
[00:48:22.560 --> 00:48:28.040]   means having some files that look like human eval
[00:48:28.040 --> 00:48:32.120]   exercises in your instruction tuning data set.
[00:48:32.120 --> 00:48:35.720]   So here, for example, this plot is from the LifeCodeBench
[00:48:35.720 --> 00:48:36.640]   leaderboard.
[00:48:36.640 --> 00:48:40.240]   And they find that some benchmarks may
[00:48:40.240 --> 00:48:43.080]   be overfitting on human eval.
[00:48:43.080 --> 00:48:46.320]   And so their solution was to have a leaderboard
[00:48:46.320 --> 00:48:50.480]   called LifeCodeBench, where they regularly
[00:48:50.480 --> 00:48:55.640]   scrape new problems from platforms like code contests
[00:48:55.640 --> 00:48:56.680]   and least code.
[00:48:56.680 --> 00:48:58.680]   And they evaluate the models only
[00:48:58.680 --> 00:49:01.840]   on the problems that were released after the model
[00:49:01.840 --> 00:49:02.760]   release date.
[00:49:02.840 --> 00:49:07.040]   This way, they are sure that there is no contamination.
[00:49:07.040 --> 00:49:09.080]   And for example, that was the case here.
[00:49:09.080 --> 00:49:12.640]   They tried to evaluate these models on all the data
[00:49:12.640 --> 00:49:13.320]   they have.
[00:49:13.320 --> 00:49:15.240]   And then they compared the performance
[00:49:15.240 --> 00:49:17.720]   to the data that was only released
[00:49:17.720 --> 00:49:18.960]   after the model release.
[00:49:18.960 --> 00:49:21.000]   And they found that some models were not
[00:49:21.000 --> 00:49:24.240]   consistent in their results.
[00:49:24.240 --> 00:49:27.120]   So that's one interesting thing to keep in mind.
[00:49:27.120 --> 00:49:31.000]   And this is also another leaderboard
[00:49:31.000 --> 00:49:33.320]   that's going to be interesting to compare, not just
[00:49:33.320 --> 00:49:36.640]   open models, but also closed models like GPT-4
[00:49:36.640 --> 00:49:39.320]   and see where the open source community is standing
[00:49:39.320 --> 00:49:43.040]   and compare to these code models.
[00:49:43.040 --> 00:49:44.640]   So that was my presentation.
[00:49:44.640 --> 00:49:47.320]   Thank you very much for your attention.
[00:49:47.320 --> 00:49:52.080]   And if you have any questions, I can answer them.
[00:49:52.080 --> 00:49:56.080]   Yes, thank you very much for the great insightful talk.
[00:49:56.080 --> 00:49:58.840]   So we have some questions here on Slido.
[00:49:58.840 --> 00:50:01.880]   I'm not sure if there are any in-person questions,
[00:50:01.880 --> 00:50:05.600]   or else I will get started with the Slido question.
[00:50:05.600 --> 00:50:11.880]   Sure.
[00:50:11.880 --> 00:50:12.720]   OK, I guess not.
[00:50:12.720 --> 00:50:16.640]   So I'll ask some of the questions online.
[00:50:16.640 --> 00:50:20.200]   I think I had submitted some of these as well.
[00:50:20.200 --> 00:50:22.160]   It seems like there's some questions
[00:50:22.160 --> 00:50:23.240]   about synthetic data.
[00:50:23.240 --> 00:50:25.600]   Let me see.
[00:50:25.600 --> 00:50:28.000]   I was also wondering about this.
[00:50:28.000 --> 00:50:30.200]   So someone's asking, what are the consequences
[00:50:30.200 --> 00:50:35.280]   of training AI models on AI-generated synthetic data?
[00:50:35.280 --> 00:50:37.920]   Do you foresee any problems with this?
[00:50:37.920 --> 00:50:40.200]   And there's a related question.
[00:50:40.200 --> 00:50:42.760]   Does synthetic data closely represent
[00:50:42.760 --> 00:50:44.440]   the natural distribution of language?
[00:50:44.440 --> 00:50:47.320]   I assume some low-quality data from humans
[00:50:47.320 --> 00:50:50.440]   is necessary for things like learning robustness
[00:50:50.440 --> 00:50:52.320]   and so forth.
[00:50:52.320 --> 00:50:53.080]   Yeah, sure.
[00:50:53.080 --> 00:50:55.360]   These are very great questions.
[00:50:55.360 --> 00:50:58.720]   So about the consequences of training models
[00:50:58.720 --> 00:51:02.040]   on AI-generated data, I can think of two main ones.
[00:51:02.040 --> 00:51:06.360]   First is enforcing some biases, because models already
[00:51:06.360 --> 00:51:07.400]   have some biases.
[00:51:07.400 --> 00:51:09.920]   And if we train on data that is generated by them,
[00:51:09.920 --> 00:51:12.560]   we might be enforcing it even more.
[00:51:12.560 --> 00:51:15.680]   The other thing is, for example, contamination.
[00:51:15.680 --> 00:51:18.880]   These models might generate content
[00:51:18.880 --> 00:51:20.840]   that looks like the evaluation benchmarks.
[00:51:20.840 --> 00:51:23.320]   And when you train on that, you will have contamination
[00:51:23.320 --> 00:51:24.560]   in your data.
[00:51:24.560 --> 00:51:27.160]   So for example, one of the critiques of the file model
[00:51:27.160 --> 00:51:30.040]   is that people, because they did not see the synthetic data
[00:51:30.040 --> 00:51:32.200]   and the models were very good on the benchmarks,
[00:51:32.200 --> 00:51:33.400]   they were very skeptical.
[00:51:33.400 --> 00:51:35.440]   Are these models really good, or are they just
[00:51:35.440 --> 00:51:37.640]   overfitting on the benchmarks?
[00:51:37.640 --> 00:51:40.120]   So I think contamination and enforcing biases
[00:51:40.120 --> 00:51:43.800]   are one of the main things to keep in mind.
[00:51:43.800 --> 00:51:48.000]   And regarding synthetic data not being the same
[00:51:48.000 --> 00:51:52.400]   as web distribution, I think that's a very good point.
[00:51:52.400 --> 00:51:54.480]   And for example, when we were developing
[00:51:54.480 --> 00:51:59.760]   Cosmopedia, first we found that it was worse than the web.
[00:51:59.760 --> 00:52:03.040]   And it was surprising, because we spent a lot of time
[00:52:03.040 --> 00:52:06.120]   trying to curate this data set, which looks so much cleaner
[00:52:06.120 --> 00:52:07.000]   than the web.
[00:52:07.000 --> 00:52:09.120]   And then adding some web data and trying
[00:52:09.120 --> 00:52:13.400]   to add more topics was able to help us compensate
[00:52:13.400 --> 00:52:14.400]   some of the gaps.
[00:52:14.400 --> 00:52:17.880]   But adding some web always gives you a performance boost.
[00:52:17.880 --> 00:52:21.520]   So yes, there is some noise and some specific patterns
[00:52:21.520 --> 00:52:23.800]   in web data that will probably need
[00:52:23.800 --> 00:52:25.480]   to be included in the training mix
[00:52:25.480 --> 00:52:31.680]   to keep a whole coverage of what natural distributions look
[00:52:31.680 --> 00:52:32.680]   like.
[00:52:32.680 --> 00:52:36.280]   So it sounds like you're saying a good training
[00:52:36.280 --> 00:52:38.320]   set would have a mix, potentially,
[00:52:38.320 --> 00:52:40.400]   of synthetic and natural data.
[00:52:40.400 --> 00:52:41.800]   Is that correct?
[00:52:41.800 --> 00:52:43.200]   Yeah, I think so.
[00:52:43.200 --> 00:52:46.800]   Some experiments we're on show that that's the case.
[00:52:46.800 --> 00:52:49.280]   Because you can try to spend some time to carefully curate
[00:52:49.280 --> 00:52:53.200]   the topics, but we'll probably be missing out on some things.
[00:52:53.200 --> 00:52:54.720]   And the human intuition that we have
[00:52:54.720 --> 00:52:57.440]   is not always what works for training models.
[00:52:57.440 --> 00:53:00.080]   It seems that keeping some filtered web helps.
[00:53:00.080 --> 00:53:02.520]   And also, if you see the Phi technical reports,
[00:53:02.520 --> 00:53:04.840]   for example, in Phi 3, they insist a lot
[00:53:04.840 --> 00:53:06.480]   on filtering the web and including it
[00:53:06.480 --> 00:53:07.680]   in the pre-training.
[00:53:07.680 --> 00:53:13.640]   And I think that now seems like maybe the best way to go.
[00:53:13.640 --> 00:53:14.320]   That makes sense.
[00:53:14.320 --> 00:53:15.640]   Great.
[00:53:15.640 --> 00:53:19.480]   Another question is, is RLHF-type preference data
[00:53:19.480 --> 00:53:22.200]   more important than unsupervised pre-training data?
[00:53:22.200 --> 00:53:27.520]   Should we spend more resources on RLHF data?
[00:53:27.520 --> 00:53:28.960]   Yeah, that's a good question.
[00:53:28.960 --> 00:53:31.880]   So for example, the unsupervised pre-training
[00:53:31.880 --> 00:53:33.760]   is mainly to get base models.
[00:53:33.760 --> 00:53:35.800]   But then you can't use these base models
[00:53:35.800 --> 00:53:36.960]   as chart assistance.
[00:53:36.960 --> 00:53:38.720]   You need to do another step.
[00:53:38.720 --> 00:53:40.800]   So you can either do RLHF.
[00:53:40.800 --> 00:53:44.080]   But nowadays, people are just doing instruction tuning
[00:53:44.080 --> 00:53:47.120]   without needing to go through RL, where you just
[00:53:47.120 --> 00:53:49.880]   train the model on pairs of instructions and solutions.
[00:53:49.880 --> 00:53:51.400]   And that seems to work very well.
[00:53:51.400 --> 00:53:53.080]   And there are now some methods that
[00:53:53.080 --> 00:53:56.200]   don't use reinforcement learning but work as well,
[00:53:56.200 --> 00:53:58.440]   for example, DPO or ORPO.
[00:53:58.440 --> 00:54:00.560]   So I think if you want to chart assistance,
[00:54:00.560 --> 00:54:04.240]   you definitely need to run a supervised training on top
[00:54:04.240 --> 00:54:05.960]   of the unsupervised one.
[00:54:05.960 --> 00:54:08.480]   But it doesn't necessarily have to be RLHF.
[00:54:08.480 --> 00:54:11.520]   There are some other algorithms now.
[00:54:11.520 --> 00:54:12.240]   Great, great.
[00:54:12.240 --> 00:54:15.200]   And here's a multimodal question.
[00:54:15.200 --> 00:54:18.400]   Does multimodal grounding, for example, including images
[00:54:18.400 --> 00:54:21.360]   and videos along with the text, reduce the need
[00:54:21.360 --> 00:54:23.080]   for so much text-only data?
[00:54:23.080 --> 00:54:27.680]   Yeah, what do you mean?
[00:54:27.680 --> 00:54:29.120]   I'm sorry.
[00:54:29.120 --> 00:54:33.240]   Oh, the question is asking, does multimodal grounding help?
[00:54:33.240 --> 00:54:36.360]   If you have images and videos along with the text,
[00:54:36.360 --> 00:54:39.240]   does this reduce the amount of text-only data
[00:54:39.240 --> 00:54:42.640]   required to train models?
[00:54:42.640 --> 00:54:45.400]   So I can't probably answer that because I haven't tried.
[00:54:45.400 --> 00:54:48.600]   But I guess all, for example, the multimodal models,
[00:54:48.600 --> 00:54:51.280]   for example, edifix that were recently released,
[00:54:51.280 --> 00:54:54.400]   there's always a significant text portion.
[00:54:54.400 --> 00:54:58.720]   That seems the case for most vision and language models.
[00:54:58.720 --> 00:55:02.760]   But yeah, I don't know really about the percentages for each.
[00:55:02.760 --> 00:55:03.560]   Right, OK.
[00:55:03.560 --> 00:55:07.600]   A more general question-- you probably
[00:55:07.600 --> 00:55:09.440]   touched upon some of this-- but are there
[00:55:09.440 --> 00:55:13.360]   any major differences between training text versus code
[00:55:13.360 --> 00:55:17.960]   models, other than the training data being different?
[00:55:17.960 --> 00:55:19.280]   Yes, that's a good question.
[00:55:19.280 --> 00:55:21.080]   So the training data is different.
[00:55:21.080 --> 00:55:24.080]   Regarding the training itself, we
[00:55:24.080 --> 00:55:25.520]   use a similar architecture.
[00:55:25.520 --> 00:55:28.880]   For example, Starcoder, it was like a LAMA or a MISRA
[00:55:28.880 --> 00:55:29.920]   architecture.
[00:55:29.920 --> 00:55:33.720]   I think one thing that you probably want is long context.
[00:55:33.720 --> 00:55:36.280]   Because if you want to use these models, for example,
[00:55:36.280 --> 00:55:38.600]   in VS Code and you want to add all the neighboring
[00:55:38.600 --> 00:55:40.360]   files in the context, you should be
[00:55:40.360 --> 00:55:42.720]   able to fit a very large context.
[00:55:42.720 --> 00:55:45.960]   So we try to do some long context extension.
[00:55:45.960 --> 00:55:49.440]   But again, people also do this for LLMs.
[00:55:49.440 --> 00:55:51.280]   We also care a lot about inference.
[00:55:51.280 --> 00:55:56.360]   So we use the first MQA and then GQA to have faster inference.
[00:55:56.360 --> 00:55:59.880]   But these are also techniques that are implemented for LLMs.
[00:55:59.880 --> 00:56:02.280]   So I'd say overall, it's very similar.
[00:56:02.280 --> 00:56:04.840]   But yeah, maybe you should prioritize some things
[00:56:04.840 --> 00:56:10.120]   like having a smaller model that can be used for, for example,
[00:56:10.120 --> 00:56:13.000]   IDEs faster than actually a much larger model that
[00:56:13.000 --> 00:56:15.400]   would need more deployment.
[00:56:15.400 --> 00:56:16.480]   Yeah.
[00:56:16.480 --> 00:56:17.200]   All right, great.
[00:56:17.200 --> 00:56:19.280]   And here's also a general question.
[00:56:19.280 --> 00:56:21.760]   I guess they're asking for advice.
[00:56:21.760 --> 00:56:24.640]   So if you have a very tiny compute budget, for example,
[00:56:24.640 --> 00:56:29.200]   a single GPU, what would you recommend prioritizing?
[00:56:29.200 --> 00:56:32.880]   Let's assume you're fine tuning a model.
[00:56:32.880 --> 00:56:35.480]   Yeah, so I think, for example, now there
[00:56:35.480 --> 00:56:39.680]   are some great solutions for on-device deployment
[00:56:39.680 --> 00:56:42.000]   and fine tunings.
[00:56:42.000 --> 00:56:44.440]   For example, you can run quantized models
[00:56:44.440 --> 00:56:47.000]   with LLAMA, CPP, or other frameworks.
[00:56:47.000 --> 00:56:49.960]   And with techniques like PEFT, you
[00:56:49.960 --> 00:56:52.040]   don't need to do full model fine tuning.
[00:56:52.040 --> 00:56:54.480]   And you should be able to run this on one GPU,
[00:56:54.480 --> 00:56:56.480]   even in a 7B model.
[00:56:56.480 --> 00:56:59.360]   So I think you should just find a very well-curated data
[00:56:59.360 --> 00:57:02.600]   set because quality is more important than quantity.
[00:57:02.600 --> 00:57:05.280]   And then use one of these techniques for easy fine
[00:57:05.280 --> 00:57:09.560]   tuning, and that should work.
[00:57:09.560 --> 00:57:10.320]   All right, great.
[00:57:10.320 --> 00:57:14.400]   Here's a question asking--
[00:57:14.400 --> 00:57:16.600]   I guess, different from pre-training,
[00:57:16.600 --> 00:57:21.120]   but they're saying, I'm guessing the optimal amount of training
[00:57:21.120 --> 00:57:23.080]   data depends heavily on the domain
[00:57:23.080 --> 00:57:27.320]   as well as the task at hand, right?
[00:57:27.320 --> 00:57:29.000]   Yes, probably.
[00:57:29.000 --> 00:57:31.880]   Now, we're following the exchange scaling laws.
[00:57:31.880 --> 00:57:35.200]   I think they tried to compare English to code,
[00:57:35.200 --> 00:57:38.240]   and they found that the findings still hold.
[00:57:38.240 --> 00:57:39.920]   But maybe if you go to another domain,
[00:57:39.920 --> 00:57:42.160]   I don't know, like medical, things could change.
[00:57:42.160 --> 00:57:44.240]   And that's why I mentioned the DeepSeq paper, where
[00:57:44.240 --> 00:57:47.280]   they mentioned that it's really heavily dependent on data.
[00:57:47.280 --> 00:57:48.880]   And for them, it was the same domain.
[00:57:48.880 --> 00:57:51.040]   They just changed data sets, like going
[00:57:51.040 --> 00:57:54.200]   from one generic data set to another well-curated one.
[00:57:54.200 --> 00:57:56.040]   And things started changing.
[00:57:56.040 --> 00:57:58.440]   So I think that's probably the case,
[00:57:58.440 --> 00:58:01.920]   but it's underexplored how these scaling laws change
[00:58:01.920 --> 00:58:03.400]   depending on domains.
[00:58:03.400 --> 00:58:05.080]   So it's good to be aware of that when
[00:58:05.080 --> 00:58:07.640]   developing models for domains that are not
[00:58:07.640 --> 00:58:08.800]   explored by these--
[00:58:08.800 --> 00:58:11.080]   Speaking of different domains, code versus text,
[00:58:11.080 --> 00:58:14.240]   someone's asking, what are some of the interesting differences
[00:58:14.240 --> 00:58:18.920]   between tokenizing for general purpose,
[00:58:18.920 --> 00:58:23.200]   like text, versus for code generation?
[00:58:23.200 --> 00:58:27.240]   Yeah, so when we were training the tokenizer,
[00:58:27.240 --> 00:58:29.040]   I think one thing that was important to keep
[00:58:29.040 --> 00:58:31.520]   was number splitting.
[00:58:31.520 --> 00:58:33.880]   And we used the standard BPE.
[00:58:33.880 --> 00:58:35.080]   And we were training it.
[00:58:35.080 --> 00:58:37.720]   We trained on our data set that we were
[00:58:37.720 --> 00:58:41.480]   using for the training data, so our code mixture.
[00:58:41.480 --> 00:58:44.640]   And we did some analysis to see if there are any outliers,
[00:58:44.640 --> 00:58:48.480]   any tokens that were underrepresented or
[00:58:48.480 --> 00:58:50.920]   overrepresented as sanity checks.
[00:58:50.920 --> 00:58:57.120]   But overall, it's very close to the text training.
[00:58:57.120 --> 00:59:00.920]   And now most LLMs have a significant code portion
[00:59:00.920 --> 00:59:02.440]   in their tokenizers.
[00:59:02.440 --> 00:59:04.520]   So they're also trained on a lot of code.
[00:59:04.520 --> 00:59:08.640]   And at the end, you can use either one tokenizer for LLMs
[00:59:08.640 --> 00:59:11.080]   or code, or the other way.
[00:59:11.080 --> 00:59:13.240]   Because even on code, you have a lot of markdowns.
[00:59:13.240 --> 00:59:14.600]   So there's a lot of English.
[00:59:14.600 --> 00:59:17.640]   So you end up representing all the English tokens, for example,
[00:59:17.640 --> 00:59:20.760]   in your code tokenizer.
[00:59:20.760 --> 00:59:21.280]   I agree.
