
[00:00:00.040 --> 00:00:09.540]  eleri
[01:04:20.080 --> 01:04:20.080]   I'm not well established in a particular career, then they should focus on
[01:04:20.080 --> 01:04:20.080]   I'm not well established in a particular career, then they should focus on
[01:04:20.080 --> 01:04:20.080]   I'm not well established in a particular career, then they should focus on
[01:04:20.080 --> 01:04:20.080]   I'm not well established in a particular career, then they should focus on
[01:04:20.080 --> 01:04:20.080]   I'm not well established in a particular career, then they should focus on
[01:04:20.080 --> 01:04:20.080]   I'm not well established in a particular career, then they should focus on
[01:04:20.120 --> 01:04:50.100]  ,
[01:04:50.100 --> 01:04:50.100]   I'm not well established in a particular career, then they should focus on
[01:04:50.100 --> 01:04:50.100]   I'm not well established in a particular career, then they should focus on
[01:04:50.100 --> 01:04:50.100]   I'm not well established in a particular career, then they should focus on
[01:04:50.100 --> 01:04:50.100]   I'm not well established in a particular career, then they should focus on
[01:04:50.100 --> 01:04:50.100]   I'm not well established in a particular career, then they should focus on
[01:04:50.100 --> 01:04:50.100]   I'm not well established in a particular career, then they should focus on
[01:04:50.100 --> 01:04:50.100]   I'm not well established in a particular career, then they should focus on
[01:04:50.100 --> 01:04:50.100]   I'm not well established in a particular career, then they should focus on
[01:04:50.100 --> 01:04:50.100]   I'm not well established in a particular career, then they should focus on
[01:04:50.120 --> 01:05:20.120]   I'm not well established in a particular career, then they should focus on
[01:05:20.120 --> 01:05:20.120]   I'm not well established in a particular career, then they should focus on
[01:05:20.120 --> 01:05:20.120]   I'm not well established in a particular career, then they should focus on
[01:05:20.120 --> 01:05:20.120]   I'm not well established in a particular career, then they should focus on
[01:05:20.120 --> 01:05:20.120]   I'm not well established in a particular career, then they should focus on
[01:05:20.120 --> 01:05:20.120]   I'm not well established in a particular career, then they should focus on
[01:05:20.120 --> 01:05:20.120]   I'm not well established in a particular career, then they should focus on
[01:05:20.120 --> 01:05:20.120]   I'm not well established in a particular career, then they should focus on
[01:05:20.120 --> 01:05:20.120]   I'm not well established in a particular career, then they should focus on
[01:05:20.120 --> 01:05:20.120]   I'm not well established in a particular career, then they should focus on
[01:05:20.120 --> 01:05:20.120]   I'm not well established in a particular career, then they should focus on
[01:05:20.120 --> 01:05:20.120]   I'm not well established in a particular career, then they should focus on
[01:05:20.120 --> 01:05:50.140]  , then they should focus on
[01:05:50.140 --> 01:05:50.140]   I'm not well established in a particular career, then they should focus on
[01:05:50.140 --> 01:05:50.140]   I'm not well established in a particular career, then they should focus on
[01:05:50.140 --> 01:05:50.140]   I'm not well established in a particular career, then they should focus on
[01:05:50.140 --> 01:05:50.140]   I'm not well established in a particular career, then they should focus on
[01:05:50.140 --> 01:05:50.140]   I'm not well established in a particular career, then they should focus on
[01:05:50.140 --> 01:05:50.140]   I'm not well established in a particular career, then they should focus on
[01:05:50.160 --> 01:06:20.160]   I'm not well established in a particular career, then they should focus on
[01:06:20.160 --> 01:06:20.160]   I'm not well established in a particular career, then they should focus on
[01:06:20.160 --> 01:06:20.160]   I'm not well established in a particular career, then they should focus on
[01:06:20.160 --> 01:06:20.160]   I'm not well established in a particular career, then they should focus on
[01:06:20.160 --> 01:06:20.160]   I'm not well established in a particular career, then they should focus on
[01:06:20.160 --> 01:06:20.160]   I'm not well established in a particular career, then they should focus on
[01:06:20.160 --> 01:06:20.160]   I'm not well established in a particular career, then they should focus on
[01:06:20.160 --> 01:06:20.160]   I'm not well established in a particular career, then they should focus on
[01:06:20.160 --> 01:06:20.160]   I'm not well established in a particular career, then they should focus on
[01:06:20.160 --> 01:06:20.160]   I'm not well established in a particular career, then they should focus on
[01:06:20.160 --> 01:06:20.160]   I'm not well established in a particular career, then they should focus on
[01:06:20.160 --> 01:06:20.160]   I'm not well established in a particular career, then they should focus on
[01:06:20.200 --> 01:06:50.180]   I'm not well established in a particular career, then they should focus on
[01:06:50.180 --> 01:06:50.180]   I'm not well established in a particular career, then they should focus on
[01:06:50.180 --> 01:06:50.180]   I'm not well established in a particular career, then they should focus on
[01:06:50.180 --> 01:06:50.180]   I'm not well established in a particular career, then they should focus on
[01:06:50.180 --> 01:06:50.180]   I'm not well established in a particular career, then they should focus on
[01:06:50.180 --> 01:06:50.180]   I'm not well established in a particular career, then they should focus on
[01:06:50.180 --> 01:06:50.180]   I'm not well established in a particular career, then they should focus on
[01:06:50.180 --> 01:06:50.180]   I'm not well established in a particular career, then they should focus on
[01:06:50.180 --> 01:06:50.180]   I'm not well established in a particular career, then they should focus on
[01:06:50.200 --> 01:07:20.200]   I'm not well established in a particular career, then they should focus on
[01:07:20.200 --> 01:07:20.200]   I'm not well established in a particular career, then they should focus on
[01:07:20.200 --> 01:07:20.200]   I'm not well established in a particular career, then they should focus on
[01:07:20.200 --> 01:07:20.200]   I'm not well established in a particular career, then they should focus on
[01:07:20.200 --> 01:07:20.200]   I'm not well established in a particular career, then they should focus on
[01:07:20.200 --> 01:07:20.200]   I'm not well established in a particular career, then they should focus on
[01:07:20.200 --> 01:07:20.200]   I'm not well established in a particular career, then they should focus on
[01:07:20.200 --> 01:07:20.200]   I'm not well established in a particular career, then they should focus on
[01:07:20.200 --> 01:07:20.200]   I'm not well established in a particular career, then they should focus on
[01:07:20.200 --> 01:07:20.200]   I'm not well established in a particular career, then they should focus on
[01:07:20.200 --> 01:07:20.200]   I'm not well established in a particular career, then they should focus on
[01:07:20.200 --> 01:07:20.200]   I'm not well established in a particular career, then they should focus on
[01:07:20.200 --> 01:07:50.220]   I'm not well established in a particular career, then they should focus on
[01:07:50.220 --> 01:07:50.220]   I'm not well established in a particular career, then they should focus on
[01:07:50.220 --> 01:07:50.220]   I'm not well established in a particular career, then they should focus on
[01:07:50.220 --> 01:07:50.220]   I'm not well established in a particular career, then they should focus on
[01:07:50.220 --> 01:07:50.220]   I'm not well established in a particular career, then they should focus on
[01:07:50.220 --> 01:07:50.220]   I'm not well established in a particular career, then they should focus on
[01:07:50.220 --> 01:07:50.220]   I'm not well established in a particular career, then they should focus on
[01:07:50.220 --> 01:07:50.220]   I'm not well established in a particular career, then they should focus on
[01:07:50.220 --> 01:07:50.220]   I'm not well established in a particular career, then they should focus on
[01:07:50.240 --> 01:08:20.240]   I'm not well established in a particular career, then they should focus on
[01:08:20.240 --> 01:08:20.240]   I'm not well established in a particular career, then they should focus on
[01:08:20.240 --> 01:08:20.240]   I'm not well established in a particular career, then they should focus on
[01:08:20.240 --> 01:08:20.240]   I'm not well established in a particular career, then they should focus on
[01:08:20.240 --> 01:08:20.240]   I'm not well established in a particular career, then they should focus on
[01:08:20.240 --> 01:08:20.240]   I'm not well established in a particular career, then they should focus on
[01:08:20.240 --> 01:08:20.240]   I'm not well established in a particular career, then they should focus on
[01:08:20.240 --> 01:08:20.240]   I'm not well established in a particular career, then they should focus on
[01:08:20.240 --> 01:08:20.240]   I'm not well established in a particular career, then they should focus on
[01:08:20.240 --> 01:08:20.240]   I'm not well established in a particular career, then they should focus on
[01:08:20.240 --> 01:08:20.240]   I'm not well established in a particular career, then they should focus on
[01:08:20.240 --> 01:08:20.240]   I'm not well established in a particular career, then they should focus on
[01:08:20.240 --> 01:08:50.260]   I'm not well established in a particular career, then they should focus on
[01:08:50.260 --> 01:08:50.260]   I'm not well established in a particular career, then they should focus on
[01:08:50.260 --> 01:08:50.260]   I'm not well established in a particular career, then they should focus on
[01:08:50.260 --> 01:08:50.260]   I'm not well established in a particular career, then they should focus on
[01:08:50.260 --> 01:08:50.260]   I'm not well established in a particular career, then they should focus on
[01:08:50.260 --> 01:08:50.260]   I'm not well established in a particular career, then they should focus on
[01:08:50.260 --> 01:08:50.260]   I'm not well established in a particular career, then they should focus on
[01:08:50.260 --> 01:08:50.260]   I'm not well established in a particular career, then they should focus on
[01:08:50.260 --> 01:08:50.260]   I'm not well established in a particular career, then they should focus on
[01:08:50.280 --> 01:09:20.280]   I'm not well established in a particular career, then they should focus on
[01:09:20.280 --> 01:09:20.280]   I'm not well established in a particular career, then they should focus on
[01:09:20.280 --> 01:09:20.280]   I'm not well established in a particular career, then they should focus on
[01:09:20.280 --> 01:09:20.280]   I'm not well established in a particular career, then they should focus on
[01:09:20.280 --> 01:09:20.280]   I'm not well established in a particular career, then they should focus on
[01:09:20.280 --> 01:09:20.280]   I'm not well established in a particular career, then they should focus on
[01:09:20.280 --> 01:09:20.280]   I'm not well established in a particular career, then they should focus on
[01:09:20.280 --> 01:09:20.280]   I'm not well established in a particular career, then they should focus on
[01:09:20.280 --> 01:09:20.280]   I'm not well established in a particular career, then they should focus on
[01:09:20.280 --> 01:09:20.280]   I'm not well established in a particular career, then they should focus on
[01:09:20.280 --> 01:09:20.280]   I'm not well established in a particular career, then they should focus on
[01:09:20.280 --> 01:09:20.280]   I'm not well established in a particular career, then they should focus on
[01:09:20.320 --> 01:09:50.300]   I'm not well established in a particular career, then they should focus on
[01:09:50.300 --> 01:09:50.300]   I'm not well established in a particular career, then they should focus on
[01:09:50.300 --> 01:09:50.300]   I'm not well established in a particular career, then they should focus on
[01:09:50.300 --> 01:09:50.300]   I'm not well established in a particular career, then they should focus on
[01:09:50.300 --> 01:09:50.300]   I'm not well established in a particular career, then they should focus on
[01:09:50.300 --> 01:09:50.300]   I'm not well established in a particular career, then they should focus on
[01:09:50.300 --> 01:09:50.300]   I'm not well established in a particular career, then they should focus on
[01:09:50.300 --> 01:09:50.300]   I'm not well established in a particular career, then they should focus on
[01:09:50.300 --> 01:09:50.300]   I'm not well established in a particular career, then they should focus on
[01:09:50.320 --> 01:10:20.320]   I'm not well established in a particular career, then they should focus on
[01:10:20.320 --> 01:10:20.320]   I'm not well established in a particular career, then they should focus on
[01:10:20.320 --> 01:10:20.320]   I'm not well established in a particular career, then they should focus on
[01:10:20.320 --> 01:10:20.320]   I'm not well established in a particular career, then they should focus on
[01:10:20.320 --> 01:10:20.320]   I'm not well established in a particular career, then they should focus on
[01:10:20.320 --> 01:10:20.320]   I'm not well established in a particular career, then they should focus on
[01:10:20.320 --> 01:10:20.320]   I'm not well established in a particular career, then they should focus on
[01:10:20.320 --> 01:10:20.320]   I'm not well established in a particular career, then they should focus on
[01:10:20.320 --> 01:10:20.320]   I'm not well established in a particular career, then they should focus on
[01:10:20.320 --> 01:10:20.320]   I'm not well established in a particular career, then they should focus on
[01:10:20.320 --> 01:10:20.320]   I'm not well established in a particular career, then they should focus on
[01:10:20.320 --> 01:10:20.320]   I'm not well established in a particular career, then they should focus on
[01:10:20.320 --> 01:10:50.340]  , and I'm not well established in a particular career, then they should focus on
[01:10:50.340 --> 01:10:50.340]   and I'm not well established in a particular career, then they should focus on
[01:10:50.340 --> 01:10:50.340]   and I'm not well established in a particular career, then they should focus on
[01:10:50.340 --> 01:10:50.340]   and I'm not well established in a particular career, then they should focus on
[01:10:50.340 --> 01:10:50.340]   and I'm not well established in a particular career, then they should focus on
[01:10:50.340 --> 01:10:50.340]   and I'm not well established in a particular career, then they should focus on
[01:10:50.340 --> 01:10:50.340]   and I'm not well established in a particular career, then they should focus on
[01:10:50.340 --> 01:10:50.340]   and I'm not well established in a particular career, then they should focus on
[01:10:50.340 --> 01:10:50.340]   and I'm not well established in a particular career, then they should focus on
[01:10:50.360 --> 01:11:20.360]   and I'm not well established in a particular career, then they should focus on
[01:11:20.360 --> 01:11:20.360]   and I'm not well established in a particular career, then they should focus on
[01:11:20.360 --> 01:11:20.360]   and I'm not well established in a particular career, then they should focus on
[01:11:20.360 --> 01:11:20.360]   and I'm not well established in a particular career, then they should focus on
[01:11:20.360 --> 01:11:20.360]   and I'm not well established in a particular career, then they should focus on
[01:11:20.360 --> 01:11:20.360]   and I'm not well established in a particular career, then they should focus on
[01:11:20.360 --> 01:11:20.360]   and I'm not well established in a particular career, then they should focus on
[01:11:20.360 --> 01:11:20.360]   and I'm not well established in a particular career, then they should focus on
[01:11:20.360 --> 01:11:20.360]   and I'm not well established in a particular career, then they should focus on
[01:11:20.360 --> 01:11:20.360]   and I'm not well established in a particular career, then they should focus on
[01:11:20.360 --> 01:11:20.360]   and I'm not well established in a particular career, then they should focus on
[01:11:20.360 --> 01:11:20.360]   and I'm not well established in a particular career, then they should focus on
[01:11:20.360 --> 01:11:50.380]   and I'm not well established in a particular career, then they should focus on
[01:11:50.380 --> 01:11:50.380]   and I'm not well established in a particular career, then they should focus on
[01:11:50.380 --> 01:11:50.380]   and I'm not well established in a particular career, then they should focus on
[01:11:50.380 --> 01:11:50.380]   and I'm not well established in a particular career, then they should focus on
[01:11:50.380 --> 01:11:50.380]   and I'm not well established in a particular career, then they should focus on
[01:11:50.380 --> 01:11:50.380]   and I'm not well established in a particular career, then they should focus on
[01:11:50.380 --> 01:11:50.380]   and I'm not well established in a particular career, then they should focus on
[01:11:50.380 --> 01:11:50.380]   and I'm not well established in a particular career, then they should focus on
[01:11:50.400 --> 01:12:20.400]   and I'm not well established in a particular career, then they should focus on
[01:12:20.400 --> 01:12:20.400]   and I'm not well established in a particular career, then they should focus on
[01:12:20.400 --> 01:12:20.400]   and I'm not well established in a particular career, then they should focus on
[01:12:20.400 --> 01:12:20.400]   and I'm not well established in a particular career, then they should focus on
[01:12:20.400 --> 01:12:20.400]   and I'm not well established in a particular career, then they should focus on
[01:12:20.400 --> 01:12:20.400]   and I'm not well established in a particular career, then they should focus on
[01:12:20.400 --> 01:12:20.400]   and I'm not well established in a particular career, then they should focus on
[01:12:20.400 --> 01:12:20.400]   and I'm not well established in a particular career, then they should focus on
[01:12:20.400 --> 01:12:20.400]   and I'm not well established in a particular career, then they should focus on
[01:12:20.400 --> 01:12:20.400]   and I'm not well established in a particular career, then they should focus on
[01:12:20.400 --> 01:12:20.400]   and I'm not well established in a particular career, then they should focus on
[01:12:20.400 --> 01:12:20.400]   and I'm not well established in a particular career, then they should focus on
[01:12:20.400 --> 01:12:50.420]   and I'm not well established in a particular career, then they should focus on
[01:12:50.420 --> 01:12:50.420]   and I'm not well established in a particular career, then they should focus on
[01:12:50.420 --> 01:12:50.420]   and I'm not well established in a particular career, then they should focus on
[01:12:50.420 --> 01:12:50.420]   and I'm not well established in a particular career, then they should focus on
[01:12:50.420 --> 01:12:50.420]   and I'm not well established in a particular career, then they should focus on
[01:12:50.420 --> 01:12:50.420]   and I'm not well established in a particular career, then they should focus on
[01:12:50.440 --> 01:13:20.440]   and I'm not well established in a particular career, then they should focus on
[01:13:20.440 --> 01:13:20.440]   and I'm not well established in a particular career, then they should focus on
[01:13:20.440 --> 01:13:20.440]   and I'm not well established in a particular career, then they should focus on
[01:13:20.440 --> 01:13:20.440]   and I'm not well established in a particular career, then they should focus on
[01:13:20.440 --> 01:13:20.440]   and I'm not well established in a particular career, then they should focus on
[01:13:20.440 --> 01:13:20.440]   and I'm not well established in a particular career, then they should focus on
[01:13:20.440 --> 01:13:20.440]   and I'm not well established in a particular career, then they should focus on
[01:13:20.440 --> 01:13:20.440]   and I'm not well established in a particular career, then they should focus on
[01:13:20.440 --> 01:13:20.440]   and I'm not well established in a particular career, then they should focus on
[01:13:20.440 --> 01:13:20.440]   and I'm not well established in a particular career, then they should focus on
[01:13:20.440 --> 01:13:20.440]   and I'm not well established in a particular career, then they should focus on
[01:13:20.440 --> 01:13:20.440]   and I'm not well established in a particular career, then they should focus on
[01:13:20.440 --> 01:13:50.460]  ,
[01:13:50.460 --> 01:13:50.460]   and I'm not well established in a particular career, then they should focus on
[01:13:50.460 --> 01:13:50.460]   and I'm not well established in a particular career, then they should focus on
[01:13:50.460 --> 01:13:50.460]   and I'm not well established in a particular career, then they should focus on
[01:13:50.460 --> 01:13:50.460]   and I'm not well established in a particular career, then they should focus on
[01:13:50.460 --> 01:13:50.460]   and I'm not well established in a particular career, then they should focus on
[01:13:50.460 --> 01:13:50.460]   and I'm not well established in a particular career, then they should focus on
[01:13:50.460 --> 01:13:50.460]   and I'm not well established in a particular career, then they should focus on
[01:13:50.460 --> 01:13:50.460]   and I'm not well established in a particular career, then they should focus on
[01:13:50.460 --> 01:13:50.460]   and I'm not well established in a particular career, then they should focus on
[01:13:50.480 --> 01:14:20.480]   I'm not well established in a particular career, then they should focus on
[01:14:20.480 --> 01:14:20.480]   and I'm not well established in a particular career, then they should focus on
[01:14:20.480 --> 01:14:20.480]   and I'm not well established in a particular career, then they should focus on
[01:14:20.480 --> 01:14:20.480]   and I'm not well established in a particular career, then they should focus on
[01:14:20.480 --> 01:14:20.480]   and I'm not well established in a particular career, then they should focus on
[01:14:20.480 --> 01:14:20.480]   and I'm not well established in a particular career, then they should focus on
[01:14:20.480 --> 01:14:20.480]   and I'm not well established in a particular career, then they should focus on
[01:14:20.480 --> 01:14:20.480]   and I'm not well established in a particular career, then they should focus on
[01:14:20.480 --> 01:14:20.480]   and I'm not well established in a particular career, then they should focus on
[01:14:20.480 --> 01:14:20.480]   and I'm not well established in a particular career, then they should focus on
[01:14:20.480 --> 01:14:20.480]   and I'm not well established in a particular career, then they should focus on
[01:14:20.480 --> 01:14:20.480]   and I'm not well established in a particular career, then they should focus on
[01:14:20.480 --> 01:14:50.500]   and I'm not well established in a particular career, then they should focus on
[01:14:50.500 --> 01:14:50.500]   and I'm not well established in a particular career, then they should focus on
[01:14:50.500 --> 01:14:50.500]   and I'm not well established in a particular career, then they should focus on
[01:14:50.500 --> 01:14:50.500]   and I'm not well established in a particular career, then they should focus on
[01:14:50.500 --> 01:14:50.500]   and I'm not well established in a particular career, then they should focus on
[01:14:50.500 --> 01:14:50.500]   and I'm not well established in a particular career, then they should focus on
[01:14:50.500 --> 01:14:50.500]   and I'm not well established in a particular career, then they should focus on
[01:14:50.520 --> 01:15:20.520]   I'm not well established in a particular career, then they should focus on
[01:15:20.520 --> 01:15:20.520]   I'm not well established in a particular career, then they should focus on
[01:15:20.520 --> 01:15:20.520]   I'm not well established in a particular career, then they should focus on
[01:15:20.520 --> 01:15:20.520]   I'm not well established in a particular career, then they should focus on
[01:15:20.520 --> 01:15:20.520]   I'm not well established in a particular career, then they should focus on
[01:15:20.520 --> 01:15:20.520]   I'm not well established in a particular career, then they should focus on
[01:15:20.520 --> 01:15:20.520]   I'm not well established in a particular career, then they should focus on
[01:15:20.520 --> 01:15:20.520]   I'm not well established in a particular career, then they should focus on
[01:15:20.520 --> 01:15:20.520]   I'm not well established in a particular career, then they should focus on
[01:15:20.520 --> 01:15:20.520]   I'm not well established in a particular career, then they should focus on
[01:15:20.520 --> 01:15:20.520]   I'm not well established in a particular career, then they should focus on
[01:15:20.520 --> 01:15:20.520]   I'm not well established in a particular career, then they should focus on
[01:15:20.520 --> 01:15:50.540]  , and I'm not well established in a particular career, then they should focus on
[01:15:50.540 --> 01:15:50.540]   and I'm not well established in a particular career, then they should focus on
[01:15:50.540 --> 01:15:50.540]   and I'm not well established in a particular career, then they should focus on
[01:15:50.540 --> 01:15:50.540]   and I'm not well established in a particular career, then they should focus on
[01:15:50.540 --> 01:15:50.540]   and I'm not well established in a particular career, then they should focus on
[01:15:50.540 --> 01:15:50.540]   and I'm not well established in a particular career, then they should focus on
[01:15:50.540 --> 01:15:50.540]   and I'm not well established in a particular career, then they should focus on
[01:15:50.540 --> 01:15:50.540]   and I'm not well established in a particular career, then they should focus on
[01:15:50.560 --> 01:16:20.560]   and I'm not well established in a particular career, then they should focus on
[01:16:20.560 --> 01:16:20.560]   and I'm not well established in a particular career, then they should focus on
[01:16:20.560 --> 01:16:20.560]   and I'm not well established in a particular career, then they should focus on
[01:16:20.560 --> 01:16:20.560]   and I'm not well established in a particular career, then they should focus on
[01:16:20.560 --> 01:16:20.560]   and I'm not well established in a particular career, then they should focus on
[01:16:20.560 --> 01:16:20.560]   and I'm not well established in a particular career, then they should focus on
[01:16:20.560 --> 01:16:20.560]   and I'm not well established in a particular career, then they should focus on
[01:16:20.560 --> 01:16:20.560]   and I'm not well established in a particular career, then they should focus on
[01:16:20.560 --> 01:16:20.560]   and I'm not well established in a particular career, then they should focus on
[01:16:20.560 --> 01:16:20.560]   and I'm not well established in a particular career, then they should focus on
[01:16:20.560 --> 01:16:20.560]   and I'm not well established in a particular career, then they should focus on
[01:16:20.560 --> 01:16:20.560]   and I'm not well established in a particular career, then they should focus on
[01:16:20.600 --> 01:16:50.580]  , and I'm not well established in a particular career, then they should focus on
[01:16:50.580 --> 01:16:50.580]   and I'm not well established in a particular career, then they should focus on
[01:16:50.580 --> 01:16:50.580]   and I'm not well established in a particular career, then they should focus on
[01:16:50.580 --> 01:16:50.580]   and I'm not well established in a particular career, then they should focus on
[01:16:50.580 --> 01:16:50.580]   and I'm not well established in a particular career, then they should focus on
[01:16:50.580 --> 01:16:50.580]   and I'm not well established in a particular career, then they should focus on
[01:16:50.580 --> 01:16:50.580]   and I'm not well established in a particular career, then they should focus on
[01:16:50.580 --> 01:16:50.580]   and I'm not well established in a particular career, then they should focus on
[01:16:50.600 --> 01:17:20.600]   I'm not well established in a particular career, then they should focus on
[01:17:20.600 --> 01:17:20.600]   I'm not well established in a particular career, then they should focus on
[01:17:20.600 --> 01:17:20.600]   I'm not well established in a particular career, then they should focus on
[01:17:20.600 --> 01:17:20.600]   I'm not well established in a particular career, then they should focus on
[01:17:20.600 --> 01:17:20.600]   I'm not well established in a particular career, then they should focus on
[01:17:20.600 --> 01:17:20.600]   I'm not well established in a particular career, then they should focus on
[01:17:20.600 --> 01:17:20.600]   I'm not well established in a particular career, then they should focus on
[01:17:20.600 --> 01:17:20.600]   I'm not well established in a particular career, then they should focus on
[01:17:20.600 --> 01:17:20.600]   I'm not well established in a particular career, then they should focus on
[01:17:20.600 --> 01:17:20.600]   I'm not well established in a particular career, then they should focus on
[01:17:20.600 --> 01:17:20.600]   I'm not well established in a particular career, then they should focus on
[01:17:20.600 --> 01:17:20.600]   I'm not well established in a particular career, then they should focus on
[01:17:20.600 --> 01:17:50.620]  , but I was attracted to.
[01:17:50.620 --> 01:17:50.620]   I'm not well established in a particular career, then they should focus on
[01:17:50.620 --> 01:17:50.620]   I'm not well established in a particular career, then they should focus on
[01:17:50.620 --> 01:17:50.620]   I'm not well established in a particular career, then they should focus on
[01:17:50.620 --> 01:17:50.620]   I'm not well established in a particular career, then they should focus on
[01:17:50.620 --> 01:17:50.620]   I'm not well established in a particular career, then they should focus on
[01:17:50.620 --> 01:17:50.620]   I'm not well established in a particular career, then they should focus on
[01:17:50.620 --> 01:17:50.620]   I'm not well established in a particular career, then they should focus on
[01:17:50.620 --> 01:17:50.620]   I'm not well established in a particular career, then they should focus on
[01:17:50.640 --> 01:18:20.640]   I'm not well established in a particular career, then they should focus on
[01:18:20.640 --> 01:18:20.640]   I'm not well established in a particular career, then they should focus on
[01:18:20.640 --> 01:18:20.640]   I'm not well established in a particular career, then they should focus on
[01:18:20.640 --> 01:18:20.640]   I'm not well established in a particular career, then they should focus on
[01:18:20.640 --> 01:18:20.640]   I'm not well established in a particular career, then they should focus on
[01:18:20.640 --> 01:18:20.640]   I'm not well established in a particular career, then they should focus on
[01:18:20.640 --> 01:18:20.640]   I'm not well established in a particular career, then they should focus on
[01:18:20.640 --> 01:18:20.640]   I'm not well established in a particular career, then they should focus on
[01:18:20.640 --> 01:18:20.640]   I'm not well established in a particular career, then they should focus on
[01:18:20.640 --> 01:18:20.640]   I'm not well established in a particular career, then they should focus on
[01:18:20.640 --> 01:18:20.640]   I'm not well established in a particular career, then they should focus on
[01:18:20.640 --> 01:18:20.640]   I'm not well established in a particular career, then they should focus on
[01:18:20.680 --> 01:18:50.660]   I'm not well established in a particular career, then they should focus on
[01:18:50.660 --> 01:18:50.660]   I'm not well established in a particular career, then they should focus on
[01:18:50.660 --> 01:18:50.660]   I'm not well established in a particular career, then they should focus on
[01:18:50.660 --> 01:18:50.660]   I'm not well established in a particular career, then they should focus on
[01:18:50.660 --> 01:18:50.660]   I'm not well established in a particular career, then they should focus on
[01:18:50.660 --> 01:18:50.660]   I'm not well established in a particular career, then they should focus on
[01:18:50.660 --> 01:18:50.660]   I'm not well established in a particular career, then they should focus on
[01:18:50.660 --> 01:18:50.660]   I'm not well established in a particular career, then they should focus on
[01:18:50.660 --> 01:18:50.660]   I'm not well established in a particular career, then they should focus on
[01:18:50.680 --> 01:19:20.680]   I'm not well established in a particular career, then they should focus on
[01:19:20.680 --> 01:19:20.680]   I'm not well established in a particular career, then they should focus on
[01:19:20.680 --> 01:19:20.680]   I'm not well established in a particular career, then they should focus on
[01:19:20.680 --> 01:19:20.680]   I'm not well established in a particular career, then they should focus on
[01:19:20.680 --> 01:19:20.680]   I'm not well established in a particular career, then they should focus on
[01:19:20.680 --> 01:19:20.680]   I'm not well established in a particular career, then they should focus on
[01:19:20.680 --> 01:19:20.680]   I'm not well established in a particular career, then they should focus on
[01:19:20.680 --> 01:19:20.680]   I'm not well established in a particular career, then they should focus on
[01:19:20.680 --> 01:19:20.680]   I'm not well established in a particular career, then they should focus on
[01:19:20.680 --> 01:19:20.680]   I'm not well established in a particular career, then they should focus on
[01:19:20.680 --> 01:19:20.680]   I'm not well established in a particular career, then they should focus on
[01:19:20.680 --> 01:19:20.680]   I'm not well established in a particular career, then they should focus on
[01:19:20.680 --> 01:19:50.700]  , and I'm not well established in a particular career, then they should focus on
[01:19:50.700 --> 01:19:50.700]   and I'm not well established in a particular career, then they should focus on
[01:19:50.700 --> 01:19:50.700]   and I'm not well established in a particular career, then they should focus on
[01:19:50.700 --> 01:19:50.700]   and I'm not well established in a particular career, then they should focus on
[01:19:50.700 --> 01:19:50.700]   and I'm not well established in a particular career, then they should focus on
[01:19:50.700 --> 01:19:50.700]   and I'm not well established in a particular career, then they should focus on
[01:19:50.700 --> 01:19:50.700]   and I'm not well established in a particular career, then they should focus on
[01:19:50.700 --> 01:19:50.700]   and I'm not well established in a particular career, then they should focus on
[01:19:50.700 --> 01:19:50.700]   and I'm not well established in a particular career, then they should focus on
[01:19:50.720 --> 01:20:20.720]   I'm not well established in a particular career, then they should focus on
[01:20:20.720 --> 01:20:20.720]   I'm not well established in a particular career, then they should focus on
[01:20:20.720 --> 01:20:20.720]   I'm not well established in a particular career, then they should focus on
[01:20:20.720 --> 01:20:20.720]   I'm not well established in a particular career, then they should focus on
[01:20:20.720 --> 01:20:20.720]   I'm not well established in a particular career, then they should focus on
[01:20:20.720 --> 01:20:20.720]   I'm not well established in a particular career, then they should focus on
[01:20:20.720 --> 01:20:20.720]   I'm not well established in a particular career, then they should focus on
[01:20:20.720 --> 01:20:20.720]   I'm not well established in a particular career, then they should focus on
[01:20:20.720 --> 01:20:20.720]   I'm not well established in a particular career, then they should focus on
[01:20:20.720 --> 01:20:20.720]   I'm not well established in a particular career, then they should focus on
[01:20:20.720 --> 01:20:20.720]   I'm not well established in a particular career, then they should focus on
[01:20:20.720 --> 01:20:20.720]   I'm not well established in a particular career, then they should focus on
[01:20:20.720 --> 01:20:50.740]  , and I'm not well established in a particular career, then they should focus on
[01:20:50.740 --> 01:20:50.740]   and I'm not well established in a particular career, then they should focus on
[01:20:50.740 --> 01:20:50.740]   and I'm not well established in a particular career, then they should focus on
[01:20:50.740 --> 01:20:50.740]   and I'm not well established in a particular career, then they should focus on
[01:20:50.740 --> 01:20:50.740]   and I'm not well established in a particular career, then they should focus on
[01:20:50.740 --> 01:20:50.740]   and I'm not well established in a particular career, then they should focus on
[01:20:50.740 --> 01:20:50.740]   and I'm not well established in a particular career, then they should focus on
[01:20:50.740 --> 01:20:50.740]   and I'm not well established in a particular career, then they should focus on
[01:20:50.740 --> 01:20:50.740]   and I'm not well established in a particular career, then they should focus on
[01:20:50.760 --> 01:21:20.760]   I'm not well established in a particular career, then they should focus on
[01:21:20.760 --> 01:21:20.760]   I'm not well established in a particular career, then they should focus on
[01:21:20.760 --> 01:21:20.760]   I'm not well established in a particular career, then they should focus on
[01:21:20.760 --> 01:21:20.760]   I'm not well established in a particular career, then they should focus on
