
[00:00:00.040 --> 00:00:09.540]   awaiting
[00:46:36.040 --> 00:46:36.040]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:46:36.040 --> 00:46:36.040]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:46:36.040 --> 00:46:36.040]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:46:36.040 --> 00:46:36.040]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:46:36.040 --> 00:46:36.040]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:46:36.040 --> 00:46:36.040]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:46:36.040 --> 00:46:36.040]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:46:36.080 --> 00:47:06.060]  ,
[00:47:06.060 --> 00:47:06.060]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:47:06.060 --> 00:47:06.060]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:47:06.060 --> 00:47:06.060]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:47:06.060 --> 00:47:06.060]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:47:06.060 --> 00:47:06.060]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:47:06.060 --> 00:47:06.060]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:47:06.080 --> 00:47:36.080]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:47:36.080 --> 00:47:36.080]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:47:36.080 --> 00:47:36.080]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:47:36.080 --> 00:47:36.080]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:47:36.080 --> 00:47:36.080]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:47:36.080 --> 00:47:36.080]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:47:36.080 --> 00:47:36.080]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:47:36.080 --> 00:47:36.080]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:47:36.120 --> 00:48:06.100]  ,
[00:48:06.100 --> 00:48:06.100]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:48:06.100 --> 00:48:06.100]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:48:06.100 --> 00:48:06.100]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:48:06.100 --> 00:48:06.100]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:48:06.100 --> 00:48:06.100]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:48:06.100 --> 00:48:06.100]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:48:06.100 --> 00:48:06.100]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:48:06.120 --> 00:48:36.120]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:48:36.120 --> 00:48:36.120]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:48:36.120 --> 00:48:36.120]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:48:36.120 --> 00:48:36.120]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:48:36.120 --> 00:48:36.120]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:48:36.120 --> 00:48:36.120]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:48:36.120 --> 00:48:36.120]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:48:36.120 --> 00:48:36.120]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:48:36.160 --> 00:49:06.140]  ,
[00:49:06.140 --> 00:49:06.140]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:49:06.140 --> 00:49:06.140]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:49:06.140 --> 00:49:06.140]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:49:06.140 --> 00:49:06.140]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:49:06.140 --> 00:49:06.140]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:49:06.140 --> 00:49:06.140]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:49:06.160 --> 00:49:36.160]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:49:36.160 --> 00:49:36.160]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:49:36.160 --> 00:49:36.160]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:49:36.160 --> 00:49:36.160]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:49:36.160 --> 00:49:36.160]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:49:36.160 --> 00:49:36.160]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:49:36.160 --> 00:49:36.160]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:49:36.160 --> 00:49:36.160]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:49:36.200 --> 00:50:06.180]  ,
[00:50:06.200 --> 00:50:36.200]   the most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:50:36.200 --> 00:50:36.200]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:50:36.200 --> 00:50:36.200]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:50:36.200 --> 00:50:36.200]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:50:36.200 --> 00:50:36.200]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:50:36.200 --> 00:50:36.200]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:50:36.200 --> 00:50:36.200]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:50:36.200 --> 00:50:36.200]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:50:36.220 --> 00:51:06.220]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:51:06.220 --> 00:51:06.220]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:51:06.220 --> 00:51:06.220]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:51:06.220 --> 00:51:06.220]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:51:06.220 --> 00:51:06.220]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:51:06.220 --> 00:51:06.220]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:51:06.220 --> 00:51:06.220]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:51:06.220 --> 00:51:06.220]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:51:06.260 --> 00:51:36.240]  ,
[00:51:36.240 --> 00:51:36.240]   and allow you to take a sum of all the money that you can get from your creditors' hands.
[00:51:36.240 --> 00:51:36.240]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:51:36.240 --> 00:51:36.240]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:51:36.240 --> 00:51:36.240]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:51:36.240 --> 00:51:36.240]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:51:36.240 --> 00:51:36.240]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:51:36.260 --> 00:52:06.260]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:52:06.260 --> 00:52:06.260]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:52:06.260 --> 00:52:06.260]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:52:06.260 --> 00:52:06.260]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:52:06.260 --> 00:52:06.260]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:52:06.260 --> 00:52:06.260]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:52:06.260 --> 00:52:06.260]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:52:06.260 --> 00:52:06.260]   The most important one here is to compare something like a life insurance contract to money that's in your creditors' hands.
[00:52:06.300 --> 00:52:36.280]  ,
[00:52:36.280 --> 00:52:36.280]   and now she has no money so what is she going to live on at this point in time
[00:52:36.280 --> 00:52:36.280]   and now she has no money so what is she going to live on at this point in time
[00:52:36.280 --> 00:52:36.280]   and now she has no money so what is she going to live on at this point in time
[00:52:36.280 --> 00:52:36.280]   and now she has no money so what is she going to live on at this point in time
[00:52:36.280 --> 00:52:36.280]   and now she has no money so what is she going to live on at this point in time
[00:52:36.280 --> 00:52:36.280]   and now she has no money so what is she going to live on at this point in time
[00:52:36.300 --> 00:53:06.300]   and now she has no money so what is she going to live on at this point in time
[00:53:06.300 --> 00:53:06.300]   and now she has no money so what is she going to live on at this point in time
[00:53:06.300 --> 00:53:06.300]   and now she has no money so what is she going to live on at this point in time
[00:53:06.300 --> 00:53:06.300]   and now she has no money so what is she going to live on at this point in time
[00:53:06.300 --> 00:53:06.300]   and now she has no money so what is she going to live on at this point in time
[00:53:06.300 --> 00:53:06.300]   and now she has no money so what is she going to live on at this point in time
[00:53:06.300 --> 00:53:06.300]   and now she has no money so what is she going to live on at this point in time
[00:53:06.300 --> 00:53:06.300]   and now she has no money so what is she going to live on at this point in time
[00:53:06.300 --> 00:53:06.300]   and now she has no money so what is she going to live on at this point in time
[00:53:06.300 --> 00:53:06.300]   and now she has no money so what is she going to live on at this point in time
[00:53:06.340 --> 00:53:36.320]  ,
[00:53:36.320 --> 00:53:36.320]   and now she has no money so what is she going to live on at this point in time
[00:53:36.320 --> 00:53:36.320]   and now she has no money so what is she going to live on at this point in time
[00:53:36.320 --> 00:53:36.320]   and now she has no money so what is she going to live on at this point in time
[00:53:36.320 --> 00:53:36.320]   and now she has no money so what is she going to live on at this point in time
[00:53:36.320 --> 00:53:36.320]   and now she has no money so what is she going to live on at this point in time
[00:53:36.320 --> 00:53:36.320]   and now she has no money so what is she going to live on at this point in time
[00:53:36.320 --> 00:53:36.320]   and now she has no money so what is she going to live on at this point in time
[00:53:36.340 --> 00:54:06.340]   and now she has no money so what is she going to live on at this point in time
[00:54:06.340 --> 00:54:06.340]   and now she has no money so what is she going to live on at this point in time
[00:54:06.340 --> 00:54:06.340]   and now she has no money so what is she going to live on at this point in time
[00:54:06.340 --> 00:54:06.340]   and now she has no money so what is she going to live on at this point in time
[00:54:06.340 --> 00:54:06.340]   and now she has no money so what is she going to live on at this point in time
[00:54:06.340 --> 00:54:06.340]   and now she has no money so what is she going to live on at this point in time
[00:54:06.340 --> 00:54:06.340]   and now she has no money so what is she going to live on at this point in time
[00:54:06.340 --> 00:54:06.340]   and now she has no money so what is she going to live on at this point in time
[00:54:06.340 --> 00:54:06.340]   and now she has no money so what is she going to live on at this point in time
[00:54:06.340 --> 00:54:06.340]   and now she has no money so what is she going to live on at this point in time
[00:54:06.380 --> 00:54:36.360]  ,
[00:54:36.360 --> 00:54:36.360]   and now she has no money so what is she going to live on at this point in time
[00:54:36.360 --> 00:54:36.360]   and now she has no money so what is she going to live on at this point in time
[00:54:36.360 --> 00:54:36.360]   and now she has no money so what is she going to live on at this point in time
[00:54:36.360 --> 00:54:36.360]   and now she has no money so what is she going to live on at this point in time
[00:54:36.360 --> 00:54:36.360]   and now she has no money so what is she going to live on at this point in time
[00:54:36.360 --> 00:54:36.360]   and now she has no money so what is she going to live on at this point in time
[00:54:36.360 --> 00:54:36.360]   and now she has no money so what is she going to live on at this point in time
[00:54:36.380 --> 00:55:06.380]   and now she has no money so what is she going to live on at this point in time
[00:55:06.380 --> 00:55:06.380]   and now she has no money so what is she going to live on at this point in time
[00:55:06.380 --> 00:55:06.380]   and now she has no money so what is she going to live on at this point in time
[00:55:06.380 --> 00:55:06.380]   and now she has no money so what is she going to live on at this point in time
[00:55:06.380 --> 00:55:06.380]   and now she has no money so what is she going to live on at this point in time
[00:55:06.380 --> 00:55:06.380]   and now she has no money so what is she going to live on at this point in time
[00:55:06.380 --> 00:55:06.380]   and now she has no money so what is she going to live on at this point in time
[00:55:06.380 --> 00:55:06.380]   and now she has no money so what is she going to live on at this point in time
[00:55:06.380 --> 00:55:06.380]   and now she has no money so what is she going to live on at this point in time
[00:55:06.380 --> 00:55:06.380]   and now she has no money so what is she going to live on at this point in time
[00:55:06.380 --> 00:55:36.400]  ,
[00:55:36.400 --> 00:55:36.400]   and now she has no money so what is she going to live on at this point in time
[00:55:36.400 --> 00:55:36.400]   and now she has no money so what is she going to live on at this point in time
[00:55:36.400 --> 00:55:36.400]   and now she has no money so what is she going to live on at this point in time
[00:55:36.400 --> 00:55:36.400]   and now she has no money so what is she going to live on at this point in time
[00:55:36.400 --> 00:55:36.400]   and now she has no money so what is she going to live on at this point in time
[00:55:36.400 --> 00:55:36.400]   and now she has no money so what is she going to live on at this point in time
[00:55:36.400 --> 00:55:36.400]   and now she has no money so what is she going to live on at this point in time
[00:55:36.420 --> 00:56:06.420]   and now she has no money so what is she going to live on at this point in time
[00:56:06.420 --> 00:56:06.420]   and now she has no money so what is she going to live on at this point in time
[00:56:06.420 --> 00:56:06.420]   and now she has no money so what is she going to live on at this point in time
[00:56:06.420 --> 00:56:06.420]   and now she has no money so what is she going to live on at this point in time
[00:56:06.420 --> 00:56:06.420]   and now she has no money so what is she going to live on at this point in time
[00:56:06.420 --> 00:56:06.420]   and now she has no money so what is she going to live on at this point in time
[00:56:06.420 --> 00:56:06.420]   and now she has no money so what is she going to live on at this point in time
[00:56:06.420 --> 00:56:06.420]   and now she has no money so what is she going to live on at this point in time
[00:56:06.420 --> 00:56:06.420]   and now she has no money so what is she going to live on at this point in time
[00:56:06.420 --> 00:56:06.420]   and now she has no money so what is she going to live on at this point in time
[00:56:06.420 --> 00:56:36.440]  ,
[00:56:36.440 --> 00:56:36.440]   and now she has no money so what is she going to live on at this point in time
[00:56:36.440 --> 00:56:36.440]   and now she has no money so what is she going to live on at this point in time
[00:56:36.440 --> 00:56:36.440]   and now she has no money so what is she going to live on at this point in time
[00:56:36.440 --> 00:56:36.440]   and now she has no money so what is she going to live on at this point in time
[00:56:36.440 --> 00:56:36.440]   and now she has no money so what is she going to live on at this point in time
[00:56:36.440 --> 00:56:36.440]   and now she has no money so what is she going to live on at this point in time
[00:56:36.440 --> 00:56:36.440]   and now she has no money so what is she going to live on at this point in time
[00:56:36.460 --> 00:57:06.460]   and now she has no money so what is she going to live on at this point in time
[00:57:06.460 --> 00:57:06.460]   and now she has no money so what is she going to live on at this point in time
[00:57:06.460 --> 00:57:06.460]   and now she has no money so what is she going to live on at this point in time
[00:57:06.460 --> 00:57:06.460]   and now she has no money so what is she going to live on at this point in time
[00:57:06.460 --> 00:57:06.460]   and now she has no money so what is she going to live on at this point in time
[00:57:06.460 --> 00:57:06.460]   and now she has no money so what is she going to live on at this point in time
[00:57:06.460 --> 00:57:06.460]   and now she has no money so what is she going to live on at this point in time
[00:57:06.460 --> 00:57:06.460]   and now she has no money so what is she going to live on at this point in time
[00:57:06.460 --> 00:57:06.460]   and now she has no money so what is she going to live on at this point in time
[00:57:06.460 --> 00:57:06.460]   and now she has no money so what is she going to live on at this point in time
[00:57:06.480 --> 00:57:36.480]   and now she has no money so what is she going to live on at this point in time
[00:57:36.480 --> 00:57:36.480]   and now she has no money so what is she going to live on at this point in time
[00:57:36.480 --> 00:57:36.480]   and now she has no money so what is she going to live on at this point in time
[00:57:36.480 --> 00:57:36.480]   and now she has no money so what is she going to live on at this point in time
[00:57:36.480 --> 00:57:36.480]   and now she has no money so what is she going to live on at this point in time
[00:57:36.480 --> 00:57:36.480]   and now she has no money so what is she going to live on at this point in time
[00:57:36.480 --> 00:57:36.480]   and now she has no money so what is she going to live on at this point in time
[00:57:36.480 --> 00:57:36.480]   and now she has no money so what is she going to live on at this point in time
[00:57:36.520 --> 00:58:06.500]  ,
[00:58:06.500 --> 00:58:06.500]   and now she has no money so what is she going to live on at this point in time
[00:58:06.500 --> 00:58:06.500]   and now she has no money so what is she going to live on at this point in time
[00:58:06.500 --> 00:58:06.500]   and now she has no money so what is she going to live on at this point in time
[00:58:06.500 --> 00:58:06.500]   and now she has no money so what is she going to live on at this point in time
[00:58:06.500 --> 00:58:06.500]   and now she has no money so what is she going to live on at this point in time
[00:58:06.500 --> 00:58:06.500]   and now she has no money so what is she going to live on at this point in time
[00:58:06.500 --> 00:58:06.500]   and now she has no money so what is she going to live on at this point in time
[00:58:06.500 --> 00:58:06.500]   and now she has no money so what is she going to live on at this point in time
[00:58:06.500 --> 00:58:06.500]   and now she has no money so what is she going to live on at this point in time
[00:58:06.520 --> 00:58:36.520]   and now she has no money so what is she going to live on at this point in time
[00:58:36.520 --> 00:58:36.520]   and now she has no money so what is she going to live on at this point in time
[00:58:36.520 --> 00:58:36.520]   and now she has no money so what is she going to live on at this point in time
[00:58:36.520 --> 00:58:36.520]   and now she has no money so what is she going to live on at this point in time
[00:58:36.520 --> 00:58:36.520]   and now she has no money so what is she going to live on at this point in time
[00:58:36.520 --> 00:58:36.520]   and now she has no money so what is she going to live on at this point in time
[00:58:36.520 --> 00:58:36.520]   and now she has no money so what is she going to live on at this point in time
[00:58:36.520 --> 00:58:36.520]   and now she has no money so what is she going to live on at this point in time
[00:58:36.520 --> 00:58:36.520]   and now she has no money so what is she going to live on at this point in time
[00:58:36.520 --> 00:58:36.520]   and now she has no money so what is she going to live on at this point in time
[00:58:36.560 --> 00:59:06.540]  ,
[00:59:06.540 --> 00:59:06.540]   and now she has no money so what is she going to live on at this point in time
[00:59:06.540 --> 00:59:06.540]   and now she has no money so what is she going to live on at this point in time
[00:59:06.540 --> 00:59:06.540]   and now she has no money so what is she going to live on at this point in time
[00:59:06.540 --> 00:59:06.540]   and now she has no money so what is she going to live on at this point in time
[00:59:06.540 --> 00:59:06.540]   and now she has no money so what is she going to live on at this point in time
[00:59:06.540 --> 00:59:06.540]   and now she has no money so what is she going to live on at this point in time
[00:59:06.540 --> 00:59:06.540]   and now she has no money so what is she going to live on at this point in time
[00:59:06.540 --> 00:59:06.540]   and now she has no money so what is she going to live on at this point in time
[00:59:06.560 --> 00:59:36.560]   and now she has no money so what is she going to live on at this point in time
[00:59:36.560 --> 00:59:36.560]   and now she has no money so what is she going to live on at this point in time
[00:59:36.560 --> 00:59:36.560]   and now she has no money so what is she going to live on at this point in time
[00:59:36.560 --> 00:59:36.560]   and now she has no money so what is she going to live on at this point in time
[00:59:36.560 --> 00:59:36.560]   and now she has no money so what is she going to live on at this point in time
[00:59:36.560 --> 00:59:36.560]   and now she has no money so what is she going to live on at this point in time
[00:59:36.560 --> 00:59:36.560]   and now she has no money so what is she going to live on at this point in time
[00:59:36.560 --> 00:59:36.560]   and now she has no money so what is she going to live on at this point in time
[00:59:36.560 --> 00:59:36.560]   and now she has no money so what is she going to live on at this point in time
[00:59:36.560 --> 00:59:36.560]   and now she has no money so what is she's going to live on at this point in time
[00:59:36.600 --> 01:00:06.580]  ,
[01:00:06.580 --> 01:00:06.580]   and now she has no money so what is she going to live on at this point in time
[01:00:06.580 --> 01:00:06.580]   and now she has no money so what is she going to live on at this point in time
[01:00:06.580 --> 01:00:06.580]   and now she has no money so what is she going to live on at this point in time
[01:00:06.580 --> 01:00:06.580]   and now she has no money so what is she going to live on at this point in time
[01:00:06.580 --> 01:00:06.580]   and now she has no money so what is she going to live on at this point in time
[01:00:06.580 --> 01:00:06.580]   and now she has no money so what is she's going to live on at this point in time
[01:00:06.580 --> 01:00:06.580]   and now she has no money so what is she's going to live on at this point in time
[01:00:06.600 --> 01:00:36.600]   and now she has no money so what is she's going to live on at this point in time
[01:00:36.600 --> 01:00:36.600]   and now she has no money so what is she's going to live on at this point in time
[01:00:36.600 --> 01:00:36.600]   and now she has no money so what is she's going to live on at this point in time
[01:00:36.600 --> 01:00:36.600]   and now she has no money so what is she's going to live on at this point in time
[01:00:36.600 --> 01:00:36.600]   and now she has no money so what is she's going to live on at this point in time
[01:00:36.600 --> 01:00:36.600]   and now she has no money so what is she's going to live on at this point in time
[01:00:36.600 --> 01:00:36.600]   and now she has no money so what is she's going to live on at this point in time
[01:00:36.600 --> 01:00:36.600]   and now she has no money so what is she's going to live on at this point in time
[01:00:36.600 --> 01:00:36.600]   and now she has no money so what is she's going to live on at this point in time
[01:00:36.640 --> 01:01:06.620]  ,
[01:01:06.620 --> 01:01:06.620]   and now she has no money so what is she's going to live on at this point in time
[01:01:06.620 --> 01:01:06.620]   and now she has no money so what is she's going to live on at this point in time
[01:01:06.620 --> 01:01:06.620]   and now she has no money so what is she's going to live on at this point in time
[01:01:06.620 --> 01:01:06.620]   and now she has no money so what is she's going to live on at this point in time
[01:01:06.620 --> 01:01:06.620]   and now she has no money so what is she's going to live on at this point in time
[01:01:06.620 --> 01:01:06.620]   and now she has no money so what is she's going to live on at this point in time
[01:01:06.620 --> 01:01:06.620]   and now she has no money so what is she's going to live on at this point in time
[01:01:06.620 --> 01:01:06.620]   and now she has no money so what is she's going to live on at this point in time
[01:01:06.640 --> 01:01:36.640]   and now she has no money so what is she's going to live on at this point in time
[01:01:36.640 --> 01:01:36.640]   and now she has no money so what is she's going to live on at this point in time
[01:01:36.640 --> 01:01:36.640]   and now she has no money so what is she's going to live on at this point in time
[01:01:36.640 --> 01:01:36.640]   and now she has no money so what is she's going to live on at this point in time
[01:01:36.640 --> 01:01:36.640]   and now she has no money so what is she's going to live on at this point in time
[01:01:36.640 --> 01:01:36.640]   and now she has no money so what is she's going to live on at this point in time
[01:01:36.640 --> 01:01:36.640]   and now she has no money so what is she's going to live on at this point in time
[01:01:36.640 --> 01:01:36.640]   and now she has no money so what is she's going to live on at this point in time
[01:01:36.640 --> 01:01:36.640]   and now she has no money so what is she's going to live on at this point in time
[01:01:36.680 --> 01:02:06.660]  ,
[01:02:06.660 --> 01:02:06.660]   and now she has no money so what is she's going to live on at this point in time
[01:02:06.660 --> 01:02:06.660]   and now she has no money so what is she's going to live on at this point in time
[01:02:06.660 --> 01:02:06.660]   and now she has no money so what is she's going to live on at this point in time
[01:02:06.660 --> 01:02:06.660]   and now she has no money so what is she's going to live on at this point in time
[01:02:06.660 --> 01:02:06.660]   and now she has no money so what is she's going to live on at this point in time
[01:02:06.660 --> 01:02:06.660]   and now she has no money so what is she's going to live on at this point in time
[01:02:06.660 --> 01:02:06.660]   and now she has no money so what is she's going to live on at this point in time
[01:02:06.680 --> 01:02:36.680]   and now she has no money so what is she's going to live on at this point in time
[01:02:36.680 --> 01:02:36.680]   and now she has no money so what is she's going to live on at this point in time
[01:02:36.680 --> 01:02:36.680]   and now she has no money so what is she's going to live on at this point in time
[01:02:36.680 --> 01:02:36.680]   and now she has no money so what is she's going to live on at this point in time
[01:02:36.680 --> 01:02:36.680]   and now she has no money so what is she's going to live on at this point in time
[01:02:36.680 --> 01:02:36.680]   and now she has no money so what is she's going to live on at this point in time
[01:02:36.680 --> 01:02:36.680]   and now she has no money so what is she's going to live on at this point in time
[01:02:36.680 --> 01:02:36.680]   and now she has no money so what is she's going to live on at this point in time
[01:02:36.680 --> 01:02:36.680]   and now she has no money so what is she's going to live on at this point in time
[01:02:36.720 --> 01:03:06.700]  ,
[01:03:06.700 --> 01:03:06.700]   and now she has no money so what is she's going to live on at this point in time
[01:03:06.700 --> 01:03:06.700]   and now she has no money so what is she's going to live on at this point in time
[01:03:06.700 --> 01:03:06.700]   and now she has no money so what is she's going to live on at this point in time
[01:03:06.700 --> 01:03:06.700]   and now she has no money so what is she's going to live on at this point in time
[01:03:06.700 --> 01:03:06.700]   and now she has no money so what is she's going to live on at this point in time
[01:03:06.700 --> 01:03:06.700]   and now she has no money so what is she's going to live on at this point in time
[01:03:06.700 --> 01:03:06.700]   and now she has no money so what is she's going to live on at this point in time
[01:03:06.720 --> 01:03:36.720]   I've got legal judgments against me I've got who knows civil judgments against that same thing I got criminal judgments against me I've got problems all over the place life insurance policy is a very very useful tool turn that life insurance policy into a stream of payments for my wife she's going to be cared for even as the lawyers deal with the mess of my estate that's one of the reasons I love life insurance so much now let's talk about a couple of really kind of
[01:03:36.720 --> 01:03:36.720]   I've got legal judgments against me I've got civil judgments against me I've got criminal judgments against me I've got problems all over the place life insurance policy is a very very useful tool turn that life insurance policy into a stream of payments for my wife she's going to be cared for even as the lawyers deal with the mess of my estate that's one of the reasons I love life insurance so much now let's talk about a couple of really kind of
[01:03:36.760 --> 01:04:06.740]   a couple of really kind of top-end ways that annuities can be used this is going to go with some really high-end financial planning I know we're going long and I've got the lawn mowers going in the background forgive me it's the challenge that sort of podcasters face is figuring out how to have a
[01:04:06.740 --> 01:04:06.740]   a couple of really kind of top-end ways that annuities can be used this is going to go with some really high-end financial planning I know we're going long and I've got the lawn mowers going in the background
[01:04:06.780 --> 01:04:36.760]  電話 and a couple of really kind of top-end ways that annuities can be used this is going to go with some really high-end financial planning I know we're going long and I've got the lawn mowers going in the background
[01:04:36.760 --> 01:04:36.760]   and a couple of really kind of top-end ways that annuities can be used
[01:04:36.760 --> 01:04:36.760]   and a couple of really kind of top-end ways that annuities can be used
[01:04:36.760 --> 01:04:36.760]   and a couple of really kind of top-end ways that annuities can be used
[01:04:36.760 --> 01:04:36.760]   and a couple of really kind of top-end ways that annuities can be used
[01:04:36.760 --> 01:04:36.760]   and a couple of really kind of top-end ways that annuities can be used
[01:04:36.800 --> 01:05:06.780]  ,
[01:05:06.780 --> 01:05:06.780]   and a couple of really kind of top-end ways that annuities can be used
[01:05:06.780 --> 01:05:06.780]   and a couple of really kind of top-end ways that annuities can be used
[01:05:06.780 --> 01:05:06.780]   and a couple of really kind of top-end ways that annuities can be used
[01:05:06.780 --> 01:05:06.780]   and a couple of really kind of top-end ways that annuities can be used
[01:05:06.780 --> 01:05:06.780]   and a couple of really kind of top-end ways that annuities can be used
[01:05:06.780 --> 01:05:06.780]   and a couple of really kind of top-end ways that annuities can be used
[01:05:06.780 --> 01:05:06.780]   and a couple of really kind of top-end ways that annuities can be used
[01:05:06.800 --> 01:05:36.800]   and a couple of really kind of top-end ways that annuities can be used
[01:05:36.800 --> 01:05:36.800]   and a couple of really kind of top-end ways that annuities can be used
[01:05:36.800 --> 01:05:36.800]   and a couple of really kind of top-end ways that annuities can be used
[01:05:36.800 --> 01:05:36.800]   and a couple of really kind of top-end ways that annuities can be used
[01:05:36.800 --> 01:05:36.800]   and a couple of really kind of top-end ways that annuities can be used
[01:05:36.800 --> 01:05:36.800]   and a couple of really kind of top-end ways that annuities can be used
[01:05:36.800 --> 01:05:36.800]   and a couple of really kind of top-end ways that annuities can be used
[01:05:36.800 --> 01:05:36.800]   and a couple of really kind of top-end ways that annuities can be used
[01:05:36.800 --> 01:05:36.800]   and a couple of really kind of top-end ways that annuities can be used
[01:05:36.800 --> 01:05:36.800]   and a couple of really kind of top-end ways that annuities can be used
[01:05:36.820 --> 01:06:06.820]   and a couple of really kind of top-end ways that annuities can be used
[01:06:06.820 --> 01:06:06.820]   and a couple of really kind of top-end ways that annuities can be used
[01:06:06.820 --> 01:06:06.820]   and a couple of really kind of top-end ways that annuities can be used
[01:06:06.820 --> 01:06:06.820]   and a couple of really kind of top-end ways that annuities can be used
