
[00:00:00.040 --> 00:00:09.440]   refin
[00:46:03.820 --> 00:46:04.880]   and calam.
[00:46:04.880 --> 00:46:05.960]   and calam.
[00:46:05.960 --> 00:46:06.940]   and calam.
[00:46:06.940 --> 00:46:08.040]   and calam.
[00:46:08.040 --> 00:46:08.940]   and calam.
[00:46:08.940 --> 00:46:10.020]   and calam.
[00:46:10.020 --> 00:46:11.080]   and calam.
[00:46:11.080 --> 00:46:12.180]   and calam.
[00:46:12.180 --> 00:46:13.320]   and calam.
[00:46:13.320 --> 00:46:13.460]   and calam.
[00:46:13.460 --> 00:46:13.720]   and calam.
[00:46:13.720 --> 00:46:13.760]   and calam.
[00:46:13.760 --> 00:46:13.980]   and calam.
[00:46:13.980 --> 00:46:14.020]   and calam.
[00:46:14.020 --> 00:46:14.060]   and calam.
[00:46:14.060 --> 00:46:14.160]   and calam.
[00:46:14.160 --> 00:46:14.220]   and calam.
[00:46:14.220 --> 00:46:14.260]   and calam.
[00:46:14.260 --> 00:46:14.360]   and calam.
[00:46:14.440 --> 00:46:18.220]   change
[00:46:18.220 --> 00:46:43.340]   em a forger
[00:46:44.460 --> 00:46:54.880]   all
[00:46:54.880 --> 00:46:58.500]   stomach,,,
[00:47:13.320 --> 00:47:19.580]   spectrum
[00:49:08.000 --> 00:49:08.000]   and
[00:49:08.040 --> 00:49:18.300]  .
[00:49:18.300 --> 00:49:19.360]   сч end path
[00:50:35.220 --> 00:50:42.600]   Det
[00:50:42.600 --> 00:50:49.700]   remember,
[00:52:02.960 --> 00:52:02.960]   and
[00:52:02.960 --> 00:52:02.960]   and and and and and and and and and and and and and and and and and
[00:52:02.960 --> 00:52:02.960]   I can't think of a better place to be. I can't think of a better place to go to earn a lot of money and live on cheap than in the United States. The problem is if you do make a lot of money, it's a really tough place to be. There used to be in the United States this general respect for wealth and this respect for people who followed the laws and became wealthy. But that's been replaced by either this weird juxtaposition of an absolute hatred for success,
[00:52:02.960 --> 00:52:02.960]   but that's been replaced by either this weird juxtaposition of an absolute hatred for success,
[00:52:02.960 --> 00:52:02.960]   but that's been replaced by either this weird juxtaposition of an absolute hatred for success,
[00:52:02.960 --> 00:52:02.960]   but that's been replaced by either this weird juxtaposition of an absolute hatred for success,
[00:52:02.960 --> 00:52:02.960]   but that's been replaced by either this weird juxtaposition of an absolute hatred for success,
[00:52:32.220 --> 00:52:32.220]  omnabobility.com.
[00:52:32.220 --> 00:52:32.240]   but that's been replaced by either this weird juxtaposition of an absolute hatred for success,
[00:52:32.240 --> 00:52:32.300]   but that's been replaced by either this weird juxtaposition of an absolute hatred for success,
[00:52:32.300 --> 00:52:32.340]   but that's been replaced by either this weird juxtaposition of an absolute hatred for success,
[00:52:32.340 --> 00:52:32.400]   but that's been replaced by either this weird juxtaposition of an absolute hatred for success,
[00:52:32.400 --> 00:52:32.440]   but that's been replaced by either this weird juxtaposition of an absolute hatred for success,
[00:52:32.440 --> 00:52:32.680]   but that's been replaced by either this weird juxtaposition of an absolute hatred for success,
[00:52:32.680 --> 00:52:32.720]   but that's been replaced by either this weird juxtaposition of an absolute hatred for success,
[00:52:32.720 --> 00:52:32.760]   but that's been replaced by either this weird juxtaposition of an absolute hatred for success, or the absolute hatred for success.
[00:52:32.760 --> 00:53:00.280]  -and I think it still exists to some degree. It's hard to sort out the rhetoric and what actually goes from rhetoric to more, but it's hard. The best example I can think of would be the recent debacle in New York City with the relocation of the Amazon headquarters.
[00:53:00.280 --> 00:53:02.780]   And it's probably, in my opinion, the best example I can think of would be the recent debacle in New York City with the relocation of the Amazon headquarters.
[00:53:02.780 --> 00:53:02.780]   And it's probably, in my opinion, the best example I can think of would be the recent debacle in New York City with the relocation of the Amazon headquarters.
[00:53:02.780 --> 00:53:02.780]   And it's probably, in my opinion, the best example I can think of would be the recent debacle in New York City with the relocation of the Amazon headquarters.
[00:53:32.800 --> 00:53:32.800]   -------
[00:53:32.800 --> 00:53:32.800]   -------
[00:53:32.800 --> 00:53:32.800]   -------
[00:53:32.800 --> 00:54:02.820]   ------- -------
[00:54:02.820 --> 00:54:02.820]   -------
[00:54:02.820 --> 00:54:02.820]   -------
[00:54:02.820 --> 00:54:02.820]   -------
[00:54:02.820 --> 00:54:02.820]   -------
[00:54:02.820 --> 00:54:02.820]   -------
[00:54:02.820 --> 00:54:02.820]   -------
[00:54:02.820 --> 00:54:02.820]   ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------- ------ ------ ------ - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 2, the government is not a good way to give tax break to a big stadium.
[00:54:02.820 --> 00:54:02.820]   a big stadium here. So that's wrong. On the other hand,
[00:54:02.820 --> 00:54:02.820]   a billionaire says, "If you'll give me this tax break, I'll bring my stadium here." So that's wrong. On the other hand,
[00:54:26.420 --> 00:54:50.740]  , "If you'll give me this tax break, I'll bring my stadium here." So that's wrong. On the other hand,
[00:55:20.800 --> 00:55:30.420]   is
[00:55:30.420 --> 00:55:48.280]   min min min. I. I got the careful,,,,,
[00:55:48.280 --> 00:55:50.180]   highnessarnaку 보이 donрист fe meus Mor Deus When meu Lin He Bod wont'veB And I
[00:55:50.220 --> 00:55:59.660]   the
[00:55:59.660 --> 00:56:19.320]   for the, feels,
[00:56:20.240 --> 00:56:28.620]  ック
[00:56:28.620 --> 00:56:30.620]   frontline. Z S
[00:56:30.620 --> 00:56:33.820]   hope down too wasn
[00:56:48.540 --> 00:56:56.040]   and you moved to the
[00:56:56.040 --> 00:56:58.440]   Bahamas and you lived in
[00:56:58.440 --> 00:57:00.800]   the Bahamas and you
[00:57:00.800 --> 00:57:02.800]   eliminated that $30,000,
[00:57:02.800 --> 00:57:04.840]   $32,000 of annual taxes.
[00:57:04.840 --> 00:57:06.880]   Now obviously you have to
[00:57:06.880 --> 00:57:08.280]   actually have an
[00:57:08.280 --> 00:57:09.320]   international income.
[00:57:09.320 --> 00:57:10.880]   You have to have the
[00:57:10.880 --> 00:57:12.880]   ability to pick up and go
[00:57:12.880 --> 00:57:14.320]   which many people don't
[00:57:14.320 --> 00:57:16.820]   but you can do that. It's
[00:57:16.840 --> 00:57:45.140]  , it's a great way to do it.
[00:57:45.140 --> 00:57:45.180]   It's a great way to do it.
[00:57:45.180 --> 00:57:45.200]   It's a great way to do it.
[00:57:45.200 --> 00:57:45.280]   It's a great way to do it.
[00:57:45.280 --> 00:57:46.100]   It's a great way to do it.
[00:57:46.100 --> 00:57:46.240]   It's a great way to do it.
[00:57:46.240 --> 00:57:46.340]   It's a great way to do it.
[00:57:46.340 --> 00:57:46.880]   It's a great way to do it.
[00:57:46.920 --> 00:58:00.940]   lasted
[00:58:00.940 --> 00:58:15.140]   process end at-,, blood,
[00:58:15.720 --> 00:58:44.480]   Transportation, and the rest of the process. I'm going to talk about the cost. It may be better for you to simply be an accountant in Miami, living inexpensively in Miami because things are inexpensive, and although you're paying some federal income taxes, you can obviate those with your 401k contributions and with your sideline business deductions, etc. So don't think this is the only way to do it. It's not. But you should calculate it. Calculate your personal returns from leaving.
[00:58:44.480 --> 00:58:44.480]   The first thing you need to do is calculate your personal returns from leaving.
[00:58:44.500 --> 00:59:13.280]   Pull out your tax returns.
[00:59:13.280 --> 00:59:13.280]   Look at your federal, state, local tax returns.
[00:59:13.280 --> 00:59:13.320]   Look at your employment tax information.
[00:59:13.320 --> 00:59:13.360]   How much are you paying this year in Social Security, Medicare, and Medicaid costs?
[00:59:13.360 --> 00:59:13.420]   And then calculate that cost from now to retirement and now to your death.
[00:59:13.420 --> 00:59:13.480]   What would that cost if you could eliminate it?
[00:59:13.480 --> 00:59:13.480]   Could that benefit you?
[00:59:13.480 --> 00:59:13.480]   Could you set up a lifestyle that wouldn't subject you to a life that would not be a life that you would want to live?
[00:59:13.480 --> 00:59:13.520]   Could you set up a lifestyle that wouldn't subject you to a life that would not be a life that you would want to live?
[00:59:13.520 --> 00:59:14.480]   Could you set up a lifestyle that wouldn't subject you to a life that wouldn't be a life that you would want to live?
[00:59:14.480 --> 00:59:14.480]   Could you set up a lifestyle that wouldn't subject you to a life that wouldn't be a life that you would want to live?
[00:59:14.480 --> 00:59:44.500]  . Could you set up a lifestyle that wouldn't subject you to a life that you would want to live?
[00:59:44.500 --> 00:59:44.500]   Could you set up a lifestyle that wouldn't subject you to a life that you would want to live?
[00:59:44.500 --> 00:59:44.500]   Could you set up a lifestyle that wouldn't subject you to a life that you would want to live?
[00:59:44.500 --> 00:59:44.500]   Could you set up a lifestyle that wouldn't subject you to a life that you would want to live?
[00:59:44.500 --> 00:59:44.500]   Could you set up a lifestyle that wouldn't subject you to a life that you would want to live?
[00:59:44.500 --> 00:59:44.500]   Could you set up a lifestyle that wouldn't subject you to a life that you would want to live?
[00:59:44.520 --> 01:00:14.520]   The only way you can set up a lifestyle that wouldn't subject you to a life that you would want to live?
[01:00:14.520 --> 01:00:14.520]   The only way you can set up a lifestyle that wouldn't subject you to a life that you would want to live?
[01:00:14.520 --> 01:00:14.520]   The only way you can set up a lifestyle that wouldn't subject you to a life that you would want to live?
[01:00:14.520 --> 01:00:14.520]   The only way you can set up a lifestyle that wouldn't subject you to a life that you would want to live?
[01:00:14.520 --> 01:00:14.520]   The only way you can set up a lifestyle that wouldn't subject you to a life that you would want to live?
[01:00:14.520 --> 01:00:14.520]   The only way you can set up a lifestyle that wouldn't subject you to a life that you would want to live?
[01:00:14.520 --> 01:00:14.520]   The only way you can set up a lifestyle that wouldn't subject you to a life that you would want to live?
[01:00:14.520 --> 01:00:14.520]   The only way you can set up a lifestyle that wouldn't subject you to a life that you would want to live?
[01:00:14.540 --> 01:00:44.540]   The only way you can set up a lifestyle that wouldn't subject you to a life that you would want to live?
[01:00:44.540 --> 01:00:44.540]   The only way you can set up a lifestyle that wouldn't subject you to a life that you would want to live?
[01:00:44.540 --> 01:00:44.540]   The only way you can set up a lifestyle that wouldn't subject you to a life that you would want to live?
[01:00:44.540 --> 01:00:44.540]   The only way you can set up a lifestyle that wouldn't subject you to a life that you would want to live?
[01:00:44.540 --> 01:00:44.540]   The only way you can set up a lifestyle that wouldn't subject you to a life that you would want to live?
[01:00:44.540 --> 01:00:44.540]   The only way you can set up a lifestyle that wouldn't subject you to a life that you would want to live?
[01:00:44.540 --> 01:00:44.540]   The only way you can set up a lifestyle that you would want to live?
[01:00:44.540 --> 01:01:14.560]  ,
[01:01:14.560 --> 01:01:14.560]   The only way you can set up a lifestyle that you would want to live?
[01:01:14.560 --> 01:01:14.560]   The only way you can set up a lifestyle that you would want to live?
[01:01:14.560 --> 01:01:14.560]   The only way you can set up a lifestyle that you would want to live?
[01:01:14.560 --> 01:01:14.560]   The only way you can set up a lifestyle that you would want to live?
[01:01:14.560 --> 01:01:14.560]   The only way you can set up a lifestyle that you would want to live?
[01:01:14.560 --> 01:01:14.560]   The only way you can set up a lifestyle that you would want to live?
[01:01:14.560 --> 01:01:14.560]   The only way you can set up a lifestyle that you would want to live?
[01:01:14.560 --> 01:01:14.560]   The only way you can set up a lifestyle that you would want to live?
[01:01:14.580 --> 01:01:44.580]   The only way you can set up a lifestyle that you would want to live?
[01:01:44.580 --> 01:01:44.580]   The only way you can set up a lifestyle that you would want to live?
[01:01:44.580 --> 01:01:44.580]   The only way you can set up a lifestyle that you would want to live?
[01:01:44.580 --> 01:01:44.580]   The only way you can set up a lifestyle that you would want to live?
[01:01:44.580 --> 01:01:44.580]   The only way you can set up a lifestyle that you would want to live?
[01:01:44.580 --> 01:01:44.580]   The only way you can set up a lifestyle that you would want to live?
[01:01:44.580 --> 01:01:44.580]   The only way you can set up a lifestyle that you would want to live?
[01:01:44.580 --> 01:01:44.580]   The only way you can set up a lifestyle that you would want to live?
[01:01:44.580 --> 01:01:44.580]   The only way you can set up a lifestyle that you would want to live?
[01:01:44.580 --> 01:01:44.580]   The only way you can set up a lifestyle that you would want to live?
[01:01:44.580 --> 01:01:44.580]   The only way you can set up a lifestyle that you would want to live?
[01:01:44.580 --> 01:01:44.580]   The only way you can set up a lifestyle that you would want to live?
[01:01:44.620 --> 01:02:14.600]   the only way you can set up a lifestyle that you would want to live?
[01:02:14.600 --> 01:02:14.600]   The only way you can set up a lifestyle that you would want to live?
[01:02:14.600 --> 01:02:14.600]   The only way you can set up a lifestyle that you would want to live?
[01:02:14.600 --> 01:02:14.600]   The only way you can set up a lifestyle that you would want to live?
[01:02:14.600 --> 01:02:14.600]   The only way you can set up a lifestyle that you would want to live?
[01:02:14.600 --> 01:02:14.600]   The only way you can set up a lifestyle that you would want to live?
[01:02:14.600 --> 01:02:14.600]   The only way you can set up a lifestyle that you would want to live?
[01:02:14.600 --> 01:02:14.600]   The only way you can set up a lifestyle that you would want to live?
[01:02:14.600 --> 01:02:14.600]   The only way you can set up a lifestyle that you would want to live?
[01:02:14.620 --> 01:02:44.620]   The only way you can set up a lifestyle that you would want to live?
[01:02:44.620 --> 01:02:44.620]   The only way you can set up a lifestyle that you would want to live?
[01:02:44.620 --> 01:02:44.620]   The only way you can set up a lifestyle that you would want to live?
[01:02:44.620 --> 01:02:44.620]   The only way you can set up a lifestyle that you would want to live?
[01:02:44.620 --> 01:02:44.620]   The only way you can set up a lifestyle that you would want to live?
[01:02:44.620 --> 01:02:44.620]   The only way you can set up a lifestyle that you would want to live?
[01:02:44.620 --> 01:02:44.620]   The only way you can set up a lifestyle that you would want to live?
[01:02:44.620 --> 01:02:44.620]   The only way you can set up a lifestyle that you would want to live?
[01:02:44.620 --> 01:02:44.620]   The only way you can set up a lifestyle that you would want to live?
[01:02:44.620 --> 01:02:44.620]   The only way you can set up a lifestyle that you would want to live?
[01:02:44.620 --> 01:02:44.620]   The only way you can set up a lifestyle that you would want to live?
[01:02:44.620 --> 01:02:44.620]   The only way you can set up a lifestyle that you would want to live?
[01:03:06.680 --> 01:03:14.640]   I will accept full responsibility for my actions and my decisions and for the actions that I have done.
[01:03:14.640 --> 01:03:14.640]   I will accept full responsibility for my actions and my decisions and for the actions that I have done.
[01:03:14.640 --> 01:03:14.640]   I will accept full responsibility for my actions and my decisions and for the actions that I have done.
[01:03:14.640 --> 01:03:14.640]   I will accept full responsibility for my actions and my decisions and for the actions that I have done.
[01:03:14.640 --> 01:03:14.640]   I will accept full responsibility for my actions and my decisions and for the actions that I have done.
[01:03:14.640 --> 01:03:14.640]   I will accept full responsibility for my actions and my decisions and for the actions that I have done.
[01:03:14.640 --> 01:03:14.640]   I will accept full responsibility for my actions and my decisions and for the actions that I have done.
[01:03:14.660 --> 01:03:44.660]   I will accept full responsibility for my actions and my decisions and my decisions and for the actions that I have done.
[01:03:44.660 --> 01:03:44.660]   I will accept full responsibility for my actions and my decisions and for the actions that I have done.
[01:03:44.660 --> 01:03:44.660]   I will accept full responsibility for my actions and my decisions and for the actions that I have done.
[01:03:44.660 --> 01:03:44.660]   I will accept full responsibility for my actions and my decisions and for the actions that I have done.
[01:03:44.660 --> 01:03:44.660]   I will accept full responsibility for my actions and my decisions and for the actions that I have done.
[01:03:44.660 --> 01:03:44.660]   I will accept full responsibility for my actions and my decisions and for the actions that I have done.
[01:03:44.660 --> 01:03:44.660]   I will accept full responsibility for my actions and my decisions and for the actions that I have done.
[01:03:44.660 --> 01:03:44.660]   I will accept full responsibility for my actions and my decisions and for the actions that I have done.
[01:03:44.660 --> 01:03:44.660]   I will accept full responsibility for my actions and the actions that I have done.
[01:03:44.660 --> 01:03:44.660]   I will accept full responsibility for my actions and the actions that I have done.
[01:03:44.660 --> 01:04:14.680]  ,
[01:04:14.680 --> 01:04:14.680]   I will accept full responsibility for my actions and the actions that I have done.
[01:04:14.680 --> 01:04:14.680]   I will accept full responsibility for my actions and the actions that I have done.
[01:04:14.680 --> 01:04:14.680]   I will accept full responsibility for my actions and the actions that I have done.
[01:04:14.680 --> 01:04:14.680]   I will accept full responsibility for my actions and the actions that I have done.
[01:04:14.680 --> 01:04:14.680]   I will accept full responsibility for my actions and the actions that I have done.
[01:04:14.680 --> 01:04:14.680]   I will accept full responsibility for my actions and the actions that I have done.
[01:04:14.700 --> 01:04:44.700]   I will accept full responsibility for my actions and the actions that I have done.
[01:04:44.700 --> 01:04:44.700]   I will accept full responsibility for my actions and the actions that I have done.
[01:04:44.700 --> 01:04:44.700]   I will accept full responsibility for my actions and the actions that I have done.
[01:04:44.700 --> 01:04:44.700]   I will accept full responsibility for my actions and the actions that I have done.
[01:04:44.700 --> 01:04:44.700]   I will accept full responsibility for my actions and the actions that I have done.
[01:04:44.700 --> 01:04:44.700]   I will accept full responsibility for my actions and the actions that I have done.
[01:04:44.700 --> 01:04:44.700]   I will accept full responsibility for my actions and the actions that I have done.
[01:04:44.700 --> 01:04:44.700]   I will accept full responsibility for my actions and the actions that I have done.
[01:04:44.700 --> 01:04:44.700]   I will accept full responsibility for my actions and the actions that I have done.
[01:04:44.700 --> 01:04:44.700]   I will accept full responsibility for my actions and the actions that I have done.
[01:04:44.700 --> 01:04:44.700]   I will accept full responsibility for my actions and the actions that I have done.
[01:04:44.700 --> 01:04:44.700]   I will accept full responsibility for my actions and the actions that I have done.
[01:04:44.740 --> 01:05:14.720]  ,
[01:05:14.720 --> 01:05:14.720]   I will accept full responsibility for my actions and the actions that I have done.
[01:05:14.720 --> 01:05:14.720]   I will accept full responsibility for my actions and the actions that I have done.
[01:05:14.720 --> 01:05:14.720]   I will accept full responsibility for my actions and the actions that I have done.
[01:05:14.720 --> 01:05:14.720]   I will accept full responsibility for my actions and the actions that I have done.
[01:05:14.720 --> 01:05:14.720]   I will accept full responsibility for my actions and the actions that I have done.
[01:05:14.720 --> 01:05:14.720]   I will accept full responsibility for my actions and the actions that I have done.
[01:05:14.740 --> 01:05:44.740]   I will accept full responsibility for my actions and the actions that I have done.
[01:05:44.740 --> 01:05:44.740]   I will accept full responsibility for my actions and the actions that I have done.
[01:05:44.740 --> 01:05:44.740]   I will accept full responsibility for my actions and the actions that I have done.
[01:05:44.740 --> 01:05:44.740]   I will accept full responsibility for my actions and the actions that I have done.
[01:05:44.740 --> 01:05:44.740]   I will accept full responsibility for my actions and the actions that I have done.
[01:05:44.740 --> 01:05:44.740]   I will accept full responsibility for my actions and the actions that I have done.
[01:05:44.740 --> 01:05:44.740]   I will accept full responsibility for my actions and the actions that I have done.
[01:05:44.740 --> 01:05:44.740]   I will accept full responsibility for my actions and the actions that I have done.
[01:05:44.740 --> 01:05:44.740]   I will accept full responsibility for my actions and the actions that I have done.
[01:05:44.740 --> 01:05:44.740]   I will accept full responsibility for my actions and the actions that I have done.
[01:05:44.740 --> 01:05:44.740]   I will accept full responsibility for my actions and the actions that I have done.
[01:05:44.740 --> 01:05:44.740]   I will accept full responsibility for my actions and the actions that I have done.
[01:05:44.740 --> 01:06:14.760]  ,
[01:06:14.760 --> 01:06:14.760]   I will accept full responsibility for my actions and the actions that I have done.
[01:06:14.760 --> 01:06:14.760]   I will accept full responsibility for my actions and the actions that I have done.
[01:06:14.760 --> 01:06:14.760]   I will accept full responsibility for my actions and the actions that I have done.
[01:06:14.760 --> 01:06:14.760]   I will accept full responsibility for my actions and the actions that I have done.
[01:06:14.760 --> 01:06:14.760]   I will accept full responsibility for my actions and the actions that I have done.
[01:06:14.760 --> 01:06:14.760]   I will accept full responsibility for my actions and the actions that I have done.
[01:06:14.780 --> 01:06:44.780]   I will accept full responsibility for my actions and the actions that I have done.
[01:06:44.780 --> 01:06:44.780]   I will accept full responsibility for my actions and the actions that I have done.
[01:06:44.780 --> 01:06:44.780]   I will accept full responsibility for my actions and the actions that I have done.
[01:06:44.780 --> 01:06:44.780]   I will accept full responsibility for my actions and the actions that I have done.
[01:06:44.780 --> 01:06:44.780]   I will accept full responsibility for my actions and the actions that I have done.
[01:06:44.780 --> 01:06:44.780]   I will accept full responsibility for my actions and the actions that I have done.
[01:06:44.780 --> 01:06:44.780]   I will accept full responsibility for my actions and the actions that I have done.
[01:06:44.780 --> 01:06:44.780]   I will accept full responsibility for my actions and the actions that I have done.
[01:06:44.780 --> 01:06:44.780]   I will accept full responsibility for my actions and the actions that I have done.
[01:06:44.780 --> 01:06:44.780]   I will accept full responsibility for my actions and the actions that I have done.
[01:06:44.780 --> 01:06:44.780]   I will accept full responsibility for my actions and the actions that I have done.
[01:06:44.780 --> 01:06:44.780]   I will accept full responsibility for my actions and the actions that I have done.
[01:06:44.920 --> 01:07:14.800]   I will accept full responsibility for my actions and the actions that I have done.

