
[00:00:00.040 --> 00:00:10.540]   kill
[00:51:55.580 --> 00:51:55.580]   I'm going to continue for at least 10 more years.
[00:51:55.580 --> 00:51:55.580]   I'm going to continue for at least 10 more years.
[00:51:55.580 --> 00:51:55.580]   I'm going to continue for at least 10 more years.
[00:51:55.580 --> 00:51:55.580]   I'm going to continue for at least 10 more years.
[00:51:55.580 --> 00:51:55.580]   I'm going to continue for at least 10 more years.
[00:51:55.580 --> 00:51:55.580]   I'm going to continue for at least 10 more years.
[00:51:55.580 --> 00:51:55.580]   I'm going to continue for at least 10 more years.
[00:51:55.580 --> 00:52:25.600]   I'm going to continue for at least 10 more years.
[00:52:25.600 --> 00:52:25.600]   I'm going to continue for at least 10 more years.
[00:52:25.600 --> 00:52:25.600]   I'm going to continue for at least 10 more years.
[00:52:25.600 --> 00:52:25.600]   I'm going to continue for at least 10 more years.
[00:52:25.600 --> 00:52:25.600]   I'm going to continue for at least 10 more years.
[00:52:25.600 --> 00:52:25.600]   I'm going to continue for at least 10 more years.
[00:52:25.600 --> 00:52:25.600]   I'm going to continue for at least 10 more years.
[00:52:25.600 --> 00:52:25.600]   I'm going to continue for at least 10 more years.
[00:52:25.600 --> 00:52:25.600]   I'm going to continue for at least 10 more years.
[00:52:25.620 --> 00:52:55.620]   You're going to continue for at least 10 more years.
[00:52:55.620 --> 00:52:55.620]   You're going to continue for at least 10 more years.
[00:52:55.620 --> 00:52:55.620]   You're going to continue for at least 10 more years.
[00:52:55.620 --> 00:52:55.620]   You're going to continue for at least 10 more years.
[00:52:55.620 --> 00:52:55.620]   You're going to continue for at least 10 more years.
[00:52:55.620 --> 00:52:55.620]   You're going to continue for at least 10 more years.
[00:52:55.620 --> 00:52:55.620]   You're going to continue for at least 10 more years.
[00:52:55.620 --> 00:52:55.620]   You're going to continue for at least 10 more years.
[00:52:55.620 --> 00:52:55.620]   You're going to continue for at least 10 more years.
[00:52:55.620 --> 00:52:55.620]   You're going to continue for at least 10 more years.
[00:52:55.620 --> 00:52:55.620]   You're going to continue for at least 10 more years.
[00:52:55.620 --> 00:52:55.620]   You're going to continue for at least 10 more years.
[00:52:55.620 --> 00:52:55.620]   You're going to continue for at least 10 more years.
[00:52:55.620 --> 00:52:55.620]   You're going to continue for at least 10 more years.
[00:52:55.620 --> 00:52:55.620]   you're going to continue for at least 10 more years.
[00:52:55.620 --> 00:53:25.640]   you're going to continue for at least 10 more years.
[00:53:25.640 --> 00:53:25.640]   you're going to continue for at least 10 more years.
[00:53:25.640 --> 00:53:25.640]   you're going to continue for at least 10 more years.
[00:53:25.640 --> 00:53:25.640]   you're going to continue for at least 10 more years.
[00:53:25.640 --> 00:53:25.640]   you're going to continue for at least 10 more years.
[00:53:25.640 --> 00:53:25.640]   you're going to continue for at least 10 more years.
[00:53:25.640 --> 00:53:25.640]   you're going to continue for at least 10 more years.
[00:53:25.640 --> 00:53:25.640]   you're going to continue for at least 10 more years.
[00:53:25.660 --> 00:53:55.660]   You're going to continue for at least 10 more years.
[00:53:55.660 --> 00:53:55.660]   You're going to continue for at least 10 more years.
[00:53:55.660 --> 00:53:55.660]   You're going to continue for at least 10 more years.
[00:53:55.660 --> 00:53:55.660]   You're going to continue for at least 10 more years.
[00:53:55.660 --> 00:53:55.660]   You're going to continue for at least 10 more years.
[00:53:55.660 --> 00:53:55.660]   You're going to continue for at least 10 more years.
[00:53:55.660 --> 00:53:55.660]   You're going to continue for at least 10 more years.
[00:53:55.660 --> 00:53:55.660]   You're going to continue for at least 10 more years.
[00:53:55.660 --> 00:53:55.660]   You're going to continue for at least 10 more years.
[00:53:55.660 --> 00:53:55.660]   You're going to continue for at least 10 more years.
[00:53:55.660 --> 00:53:55.660]   You're going to continue for at least 10 more years.
[00:53:55.660 --> 00:53:55.660]   You're going to continue for at least 10 more years.
[00:53:55.660 --> 00:53:55.660]   You're going to continue for at least 10 more years.
[00:53:55.660 --> 00:53:55.660]   You're going to continue for at least 10 more years.
[00:53:55.660 --> 00:53:55.660]   You're going to continue for at least 10 more years.
[00:53:55.660 --> 00:54:25.680]   You're going to continue for at least 10 more years.
[00:54:25.680 --> 00:54:25.680]   You're going to continue for at least 10 more years.
[00:54:25.680 --> 00:54:25.680]   You're going to continue for at least 10 more years.
[00:54:25.680 --> 00:54:25.680]   You're going to continue for at least 10 more years.
[00:54:25.680 --> 00:54:25.680]   You're going to continue for at least 10 more years.
[00:54:25.680 --> 00:54:25.680]   You're going to continue for at least 10 more years.
[00:54:25.680 --> 00:54:25.680]   You're going to continue for at least 10 more years.
[00:54:25.680 --> 00:54:25.680]   You're going to continue for at least 10 more years.
[00:54:25.680 --> 00:54:25.680]   You're going to continue for at least 10 more years.
[00:54:25.680 --> 00:54:25.680]   You're going to continue for at least 10 more years.
[00:54:25.700 --> 00:54:55.700]   You're going to continue for at least 10 more years.
[00:54:55.700 --> 00:54:55.700]   You're going to continue for at least 10 more years.
[00:54:55.700 --> 00:54:55.700]   You're going to continue for at least 10 more years.
[00:54:55.700 --> 00:54:55.700]   You're going to continue for at least 10 more years.
[00:54:55.700 --> 00:54:55.700]   You're going to continue for at least 10 more years.
[00:54:55.700 --> 00:54:55.700]   You're going to continue for at least 10 more years.
[00:54:55.700 --> 00:54:55.700]   You're going to continue for at least 10 more years.
[00:54:55.700 --> 00:54:55.700]   You're going to continue for at least 10 more years.
[00:54:55.700 --> 00:54:55.700]   You're going to continue for at least 10 more years.
[00:54:55.700 --> 00:54:55.700]   You're going to continue for at least 10 more years.
[00:54:55.700 --> 00:54:55.700]   You're going to continue for at least 10 more years.
[00:54:55.700 --> 00:54:55.700]   You're going to continue for at least 10 more years.
[00:54:55.700 --> 00:54:55.700]   You're going to continue for at least 10 more years.
[00:54:55.700 --> 00:54:55.700]   You're going to continue for at least 10 more years.
[00:54:55.700 --> 00:54:55.700]   You're going to continue for at least 10 more years.
[00:54:55.700 --> 00:55:25.720]   You're going to continue for at least 10 more years.
[00:55:25.720 --> 00:55:25.720]   You're going to continue for at least 10 more years.
[00:55:25.720 --> 00:55:25.720]   You're going to continue for at least 10 more years.
[00:55:25.720 --> 00:55:25.720]   You're going to continue for at least 10 more years.
[00:55:25.720 --> 00:55:25.720]   You're going to continue for at least 10 more years.
[00:55:25.720 --> 00:55:25.720]   You're going to continue for at least 10 more years.
[00:55:25.720 --> 00:55:25.720]   You're going to continue for at least 10 more years.
[00:55:25.740 --> 00:55:55.740]   You're going to continue for at least 10 more years.
[00:55:55.740 --> 00:55:55.740]   You're going to continue for at least 10 more years.
[00:55:55.740 --> 00:55:55.740]   You're going to continue for at least 10 more years.
[00:55:55.740 --> 00:55:55.740]   You're going to continue for at least 10 more years.
[00:55:55.740 --> 00:55:55.740]   You're going to continue for at least 10 more years.
[00:55:55.740 --> 00:55:55.740]   You're going to continue for at least 10 more years.
[00:55:55.740 --> 00:55:55.740]   You're going to continue for at least 10 more years.
[00:55:55.740 --> 00:55:55.740]   You're going to continue for at least 10 more years.
[00:55:55.740 --> 00:55:55.740]   You're going to continue for at least 10 more years.
[00:55:55.740 --> 00:55:55.740]   You're going to continue for at least 10 more years.
[00:55:55.740 --> 00:55:55.740]   You're going to continue for at least 10 more years.
[00:55:55.740 --> 00:55:55.740]   You're going to continue for at least 10 more years.
[00:55:55.740 --> 00:55:55.740]   You're going to continue for at least 10 more years.
[00:55:55.740 --> 00:55:55.740]   You're going to continue for at least 10 more years.
[00:55:55.740 --> 00:55:55.740]   You're going to continue for at least 10 more years.
[00:55:55.740 --> 00:56:25.760]   You're going to continue for at least 10 more years.
[00:56:25.760 --> 00:56:25.760]   You're going to continue for at least 10 more years.
[00:56:25.760 --> 00:56:25.760]   You're going to continue for at least 10 more years.
[00:56:25.760 --> 00:56:25.760]   You're going to continue for at least 10 more years.
[00:56:25.760 --> 00:56:25.760]   You're going to continue for at least 10 more years.
[00:56:25.760 --> 00:56:25.760]   You're going to continue for at least 10 more years.
[00:56:25.760 --> 00:56:25.760]   You're going to continue for at least 10 more years.
[00:56:25.760 --> 00:56:25.760]   You're going to continue for at least 10 more years.
[00:56:25.760 --> 00:56:25.760]   You're going to continue for at least 10 more years.
[00:56:25.780 --> 00:56:55.780]   You're going to continue for at least 10 more years.
[00:56:55.780 --> 00:56:55.780]   You're going to continue for at least 10 more years.
[00:56:55.780 --> 00:56:55.780]   You're going to continue for at least 10 more years.
[00:56:55.780 --> 00:56:55.780]   You're going to continue for at least 10 more years.
[00:56:55.780 --> 00:56:55.780]   You're going to continue for at least 10 more years.
[00:56:55.780 --> 00:56:55.780]   You're going to continue for at least 10 more years.
[00:56:55.780 --> 00:56:55.780]   You're going to continue for at least 10 more years.
[00:56:55.780 --> 00:56:55.780]   You're going to continue for at least 10 more years.
[00:56:55.780 --> 00:56:55.780]   You're going to continue for at least 10 more years.
[00:56:55.780 --> 00:56:55.780]   You're going to continue for at least 10 more years.
[00:56:55.780 --> 00:56:55.780]   You're going to continue for at least 10 more years.
[00:56:55.780 --> 00:56:55.780]   You're going to continue for at least 10 more years.
[00:56:55.780 --> 00:56:55.780]   You're going to continue for at least 10 more years.
[00:56:55.780 --> 00:56:55.780]   You're going to continue for at least 10 more years.
[00:56:55.780 --> 00:56:55.780]   You're going to continue for at least 10 more years.
[00:56:55.780 --> 00:57:25.800]   You're going to continue for at least 10 more years.
[00:57:25.800 --> 00:57:25.800]   You're going to continue for at least 10 more years.
[00:57:25.800 --> 00:57:25.800]   You're going to continue for at least 10 more years.
[00:57:25.800 --> 00:57:25.800]   You're going to continue for at least 10 more years.
[00:57:25.800 --> 00:57:25.800]   You're going to continue for at least 10 more years.
[00:57:25.800 --> 00:57:25.800]   You're going to continue for at least 10 more years.
[00:57:25.800 --> 00:57:25.800]   You're going to continue for at least 10 more years.
[00:57:25.800 --> 00:57:25.800]   You're going to continue for at least 10 more years.
[00:57:25.800 --> 00:57:25.800]   You're going to continue for at least 10 more years.
[00:57:25.800 --> 00:57:25.800]   You're going to continue for at least 10 more years.
[00:57:25.800 --> 00:57:25.800]   You're going to continue for at least 10 more years.
[00:57:25.800 --> 00:57:25.800]   You're going to continue for at least 10 more years. You're going to continue for at least 10 more years.
[00:57:25.820 --> 00:57:55.820]   You're going to continue for at least 10 more years.
[00:57:55.820 --> 00:57:55.820]   You're going to continue for at least 10 more years.
[00:57:55.820 --> 00:57:55.820]   You're going to continue for at least 10 more years.
[00:57:55.820 --> 00:57:55.820]   You're going to continue for at least 10 more years.
[00:57:55.820 --> 00:57:55.820]   You're going to continue for at least 10 more years.
[00:57:55.820 --> 00:57:55.820]   You're going to continue for at least 10 more years.
[00:57:55.820 --> 00:57:55.820]   You're going to continue for at least 10 more years.
[00:57:55.820 --> 00:57:55.820]   You're going to continue for at least 10 more years.
[00:57:55.820 --> 00:57:55.820]   You're going to continue for at least 10 more years.
[00:57:55.820 --> 00:57:55.820]   You're going to continue for at least 10 more years.
[00:57:55.820 --> 00:57:55.820]   You're going to continue for at least 10 more years.
[00:57:55.820 --> 00:57:55.820]   You're going to continue for at least 10 more years.
[00:57:55.820 --> 00:57:55.820]   You're going to continue for at least 10 more years.
[00:57:55.820 --> 00:57:55.820]   You're going to continue for at least 10 more years.
[00:57:55.820 --> 00:57:55.820]   You're going to continue for at least 10 more years.
[00:57:55.820 --> 00:58:25.840]   You're going to continue for at least 10 more years.
[00:58:25.840 --> 00:58:25.840]   You're going to continue for at least 10 more years.
[00:58:25.840 --> 00:58:25.840]   You're going to continue for at least 10 more years.
[00:58:25.840 --> 00:58:25.840]   You're going to continue for at least 10 more years.
[00:58:25.840 --> 00:58:25.840]   You're going to continue for at least 10 more years.
[00:58:25.840 --> 00:58:25.840]   You're going to continue for at least 10 more years.
[00:58:25.840 --> 00:58:25.840]   You're going to continue for at least 10 more years.
[00:58:25.840 --> 00:58:25.840]   You're going to continue for at least 10 more years.
[00:58:25.860 --> 00:58:55.860]   You're going to continue for at least 10 more years.
[00:58:55.860 --> 00:58:55.860]   You're going to continue for at least 10 more years.
[00:58:55.860 --> 00:58:55.860]   You're going to continue for at least 10 more years.
[00:58:55.860 --> 00:58:55.860]   You're going to continue for at least 10 more years.
[00:58:55.860 --> 00:58:55.860]   You're going to continue for at least 10 more years.
[00:58:55.860 --> 00:58:55.860]   You're going to continue for at least 10 more years.
[00:58:55.860 --> 00:58:55.860]   You're going to continue for at least 10 more years.
[00:58:55.860 --> 00:58:55.860]   You're going to continue for at least 10 more years.
[00:58:55.860 --> 00:58:55.860]   You're going to continue for at least 10 more years.
[00:58:55.860 --> 00:58:55.860]   You're going to continue for at least 10 more years.
[00:58:55.860 --> 00:58:55.860]   You're going to continue for at least 10 more years.
[00:58:55.860 --> 00:58:55.860]   You're going to continue for at least 10 more years.
[00:58:55.860 --> 00:58:55.860]   You're going to continue for at least 10 more years.
[00:58:55.860 --> 00:58:55.860]   You're going to continue for at least 10 more years.
[00:58:55.860 --> 00:58:55.860]   You're going to continue for at least 10 more years.
[00:58:55.860 --> 00:59:25.880]   You're going to continue for at least 10 more years.
[00:59:25.880 --> 00:59:25.880]   You're going to continue for at least 10 more years.
[00:59:25.880 --> 00:59:25.880]   You're going to continue for at least 10 more years.
[00:59:25.880 --> 00:59:25.880]   You're going to continue for at least 10 more years.
[00:59:25.880 --> 00:59:25.880]   You're going to continue for at least 10 more years.
[00:59:25.880 --> 00:59:25.880]   You're going to continue for at least 10 more years.
[00:59:25.880 --> 00:59:25.880]   You're going to continue for at least 10 more years.
[00:59:25.880 --> 00:59:25.880]   You're going to continue for at least 10 more years.
[00:59:25.880 --> 00:59:25.880]   You're going to continue for at least 10 more years.
[00:59:25.880 --> 00:59:25.880]   You're going to continue for at least 10 more years.
[00:59:25.880 --> 00:59:25.880]   You're going to continue for at least 10 more years.
[00:59:25.900 --> 00:59:55.900]   You're going to continue for at least 10 more years.
[00:59:55.900 --> 00:59:55.900]   You're going to continue for at least 10 more years.
[00:59:55.900 --> 00:59:55.900]   You're going to continue for at least 10 more years.
[00:59:55.900 --> 00:59:55.900]   You're going to continue for at least 10 more years.
[00:59:55.900 --> 00:59:55.900]   You're going to continue for at least 10 more years.
[00:59:55.900 --> 00:59:55.900]   You're going to continue for at least 10 more years.
[00:59:55.900 --> 00:59:55.900]   You're going to continue for at least 10 more years.
[00:59:55.900 --> 00:59:55.900]   You're going to continue for at least 10 more years.
[00:59:55.900 --> 00:59:55.900]   You're going to continue for at least 10 more years.
[00:59:55.900 --> 00:59:55.900]   You're going to continue for at least 10 more years.
[00:59:55.900 --> 00:59:55.900]   You're going to continue for at least 10 more years.
[00:59:55.900 --> 00:59:55.900]   You're going to continue for at least 10 more years.
[00:59:55.900 --> 00:59:55.900]   You're going to continue for at least 10 more years.
[00:59:55.900 --> 00:59:55.900]   You're going to continue for at least 10 more years.
[00:59:55.900 --> 00:59:55.900]   You're going to continue for at least 10 more years.
[00:59:55.900 --> 01:00:25.920]   You're going to continue for at least 10 more years.
[01:00:25.920 --> 01:00:25.920]   You're going to continue for at least 10 more years.
[01:00:25.920 --> 01:00:25.920]   You're going to continue for at least 10 more years.
[01:00:25.920 --> 01:00:25.920]   You're going to continue for at least 10 more years.
[01:00:25.920 --> 01:00:25.920]   You're going to continue for at least 10 more years.
[01:00:25.920 --> 01:00:25.920]   You're going to continue for at least 10 more years.
[01:00:25.920 --> 01:00:25.920]   You're going to continue for at least 10 more years.
[01:00:25.920 --> 01:00:25.920]   You're going to continue for at least 10 more years.
[01:00:25.920 --> 01:00:25.920]   You're going to continue for at least 10 more years.
[01:00:25.940 --> 01:00:55.940]   The first one is going to be the simpler one, and then the second one will be interesting.
[01:00:55.940 --> 01:00:55.940]   The second one is on birth tourism.
[01:00:55.940 --> 01:00:55.940]   So we begin.
[01:00:55.940 --> 01:00:55.940]   Mohamed writes in and asks this question.
[01:00:55.940 --> 01:00:55.940]   It says,
[01:00:55.940 --> 01:00:55.940]   What is the logistics of having my investments in the United States if I am no longer a U.S.
[01:00:55.940 --> 01:00:55.940]   resident but still a U.S. citizen?
[01:00:55.940 --> 01:00:55.940]   I want to live in Spain for the next few years and I would become a resident of Spain. Would I still be allowed to have bank accounts and investments in the U.S.?
[01:00:55.940 --> 01:00:55.940]   Gracias.
[01:00:55.940 --> 01:00:55.940]   Well, Mohamed,
[01:00:55.940 --> 01:00:55.940]   you're going to continue for at least 10 more years.
[01:00:55.940 --> 01:00:55.940]   You're going to continue for at least 10 more years.
[01:00:55.940 --> 01:00:55.940]   You're going to continue for at least 10 more years.
[01:00:55.940 --> 01:00:55.940]   You're going to continue for at least 10 more years.
[01:00:55.940 --> 01:00:55.940]   You're going to continue for at least 10 more years.
[01:00:55.940 --> 01:01:25.960]   You're going to continue for at least 10 more years.
[01:01:25.960 --> 01:01:25.960]   You're going to continue for at least 10 more years.
[01:01:25.960 --> 01:01:25.960]   You're going to continue for at least 10 more years.
[01:01:25.960 --> 01:01:25.960]   You're going to continue for at least 10 more years.
[01:01:25.960 --> 01:01:25.960]   You're going to continue for at least 10 more years.
[01:01:25.960 --> 01:01:25.960]   You're going to continue for at least 10 more years.
[01:01:25.960 --> 01:01:25.960]   You're going to continue for at least 10 more years.
[01:01:25.960 --> 01:01:25.960]   You're going to continue for at least 10 more years.
[01:01:25.960 --> 01:01:25.960]   You're going to continue for at least 10 more years.
[01:01:25.980 --> 01:01:55.980]   You're going to continue for at least 10 more years.
[01:01:55.980 --> 01:01:55.980]   You're going to continue for at least 10 more years.
[01:01:55.980 --> 01:01:55.980]   You're going to continue for at least 10 more years.
[01:01:55.980 --> 01:01:55.980]   You're going to continue for at least 10 more years.
[01:01:55.980 --> 01:01:55.980]   You're going to continue for at least 10 more years.
[01:01:55.980 --> 01:01:55.980]   You're going to continue for at least 10 more years.
[01:01:55.980 --> 01:01:55.980]   You're going to continue for at least 10 more years.
[01:01:55.980 --> 01:01:55.980]   You're going to continue for at least 10 more years.
[01:01:55.980 --> 01:01:55.980]   You're going to continue for at least 10 more years.
[01:01:55.980 --> 01:01:55.980]   You're going to continue for at least 10 more years.
[01:01:55.980 --> 01:01:55.980]   You're going to continue for at least 10 more years.
[01:01:55.980 --> 01:01:55.980]   You're going to continue for at least 10 more years.
[01:01:55.980 --> 01:01:55.980]   You're going to continue for at least 10 more years.
[01:01:55.980 --> 01:01:55.980]   You're going to continue for at least 10 more years.
[01:01:55.980 --> 01:01:55.980]   You're going to continue for at least 10 more years.
[01:01:55.980 --> 01:02:26.000]   I'm going to continue for at least 10 more years.
[01:02:26.000 --> 01:02:26.000]   You're going to continue for at least 10 more years.
[01:02:26.000 --> 01:02:26.000]   You're going to continue for at least 10 more years.
[01:02:26.000 --> 01:02:26.000]   You're going to continue for at least 10 more years.
[01:02:26.000 --> 01:02:26.000]   You're going to continue for at least 10 more years.
[01:02:26.000 --> 01:02:26.000]   You're going to continue for at least 10 more years.
[01:02:26.000 --> 01:02:26.000]   You're going to continue for at least 10 more years.
[01:02:26.000 --> 01:02:26.000]   You're going to continue for at least 10 more years.
[01:02:26.000 --> 01:02:26.000]   You're going to continue for at least 10 more years.
[01:02:26.000 --> 01:02:26.000]   You're going to continue for at least 10 more years.
[01:02:26.000 --> 01:02:26.000]   You're going to continue for at least 10 more years.
[01:02:26.020 --> 01:02:56.020]   You're going to continue for at least 10 more years.
[01:02:56.020 --> 01:02:56.020]   You're going to continue for at least 10 more years.
[01:02:56.020 --> 01:02:56.020]   You're going to continue for at least 10 more years.
[01:02:56.020 --> 01:02:56.020]   You're going to continue for at least 10 more years.
[01:02:56.020 --> 01:02:56.020]   You're going to continue for at least 10 more years.
[01:02:56.020 --> 01:02:56.020]   You're going to continue for at least 10 more years.
[01:02:56.020 --> 01:02:56.020]   You're going to continue for at least 10 more years.
[01:02:56.020 --> 01:02:56.020]   You're going to continue for at least 10 more years.
[01:02:56.020 --> 01:02:56.020]   You're going to continue for at least 10 more years.
[01:02:56.020 --> 01:02:56.020]   You're going to continue for at least 10 more years.
[01:02:56.020 --> 01:02:56.020]   You're going to continue for at least 10 more years.
[01:02:56.020 --> 01:02:56.020]   You're going to continue for at least 10 more years.
[01:02:56.020 --> 01:02:56.020]   You're going to continue for at least 10 more years.
[01:02:56.020 --> 01:02:56.020]   You're going to continue for at least 10 more years.
[01:02:56.020 --> 01:02:56.020]   You're going to continue for at least 10 more years.
[01:02:56.020 --> 01:03:26.040]   You're going to continue for at least 10 more years.
[01:03:26.040 --> 01:03:26.040]   You're going to continue for at least 10 more years.
[01:03:26.040 --> 01:03:26.040]   You're going to continue for at least 10 more years.
[01:03:26.040 --> 01:03:26.040]   You're going to continue for at least 10 more years.
[01:03:26.040 --> 01:03:26.040]   You're going to continue for at least 10 more years.
[01:03:26.040 --> 01:03:26.040]   You're going to continue for at least 10 more years.
[01:03:26.040 --> 01:03:26.040]   You're going to continue for at least 10 more years.
[01:03:26.040 --> 01:03:26.040]   You're going to continue for at least 10 more years.
[01:03:26.040 --> 01:03:26.040]   You're going to continue for at least 10 more years.
[01:03:26.040 --> 01:03:26.040]   You're going to continue for at least 10 more years.
[01:03:26.040 --> 01:03:26.040]   You're going to continue for at least 10 more years.
[01:03:26.060 --> 01:03:56.060]   You're going to continue for at least 10 more years.
[01:03:56.060 --> 01:03:56.060]   You're going to continue for at least 10 more years.
[01:03:56.060 --> 01:03:56.060]   You're going to continue for at least 10 more years.
[01:03:56.060 --> 01:03:56.060]   You're going to continue for at least 10 more years.
[01:03:56.060 --> 01:03:56.060]   You're going to continue for at least 10 more years.
[01:03:56.060 --> 01:03:56.060]   You're going to continue for at least 10 more years.
[01:03:56.060 --> 01:03:56.060]   You're going to continue for at least 10 more years.
[01:03:56.060 --> 01:03:56.060]   You're going to continue for at least 10 more years.
[01:03:56.060 --> 01:03:56.060]   You're going to continue for at least 10 more years.
[01:03:56.060 --> 01:03:56.060]   You're going to continue for at least 10 more years.
[01:03:56.060 --> 01:03:56.060]   You're going to continue for at least 10 more years.
[01:03:56.060 --> 01:03:56.060]   You're going to continue for at least 10 more years.
[01:03:56.060 --> 01:03:56.060]   You're going to continue for at least 10 more years.
[01:03:56.060 --> 01:03:56.060]   You're going to continue for at least 10 more years.
[01:03:56.060 --> 01:03:56.060]   You're going to continue for at least 10 more years.
[01:03:56.060 --> 01:04:26.080]   I'm going to continue for at least 10 more years.
[01:04:26.080 --> 01:04:26.080]   You're going to continue for at least 10 more years.
[01:04:26.080 --> 01:04:26.080]   You're going to continue for at least 10 more years.
[01:04:26.080 --> 01:04:26.080]   You're going to continue for at least 10 more years.
[01:04:26.080 --> 01:04:26.080]   You're going to continue for at least 10 more years.
[01:04:26.080 --> 01:04:26.080]   You're going to continue for at least 10 more years.
[01:04:26.080 --> 01:04:26.080]   You're going to continue for at least 10 more years.
[01:04:26.080 --> 01:04:26.080]   You're going to continue for at least 10 more years.
[01:04:26.080 --> 01:04:26.080]   You're going to continue for at least 10 more years.
[01:04:26.100 --> 01:04:56.100]   You're going to continue for at least 10 more years.
[01:04:56.100 --> 01:04:56.100]   You're going to continue for at least 10 more years.
[01:04:56.100 --> 01:04:56.100]   You're going to continue for at least 10 more years.
[01:04:56.100 --> 01:04:56.100]   You're going to continue for at least 10 more years.
[01:04:56.100 --> 01:04:56.100]   You're going to continue for at least 10 more years.
[01:04:56.100 --> 01:04:56.100]   You're going to continue for at least 10 more years.
[01:04:56.100 --> 01:04:56.100]   You're going to continue for at least 10 more years.
[01:04:56.100 --> 01:04:56.100]   You're going to continue for at least 10 more years.
[01:04:56.100 --> 01:04:56.100]   You're going to continue for at least 10 more years.
[01:04:56.100 --> 01:04:56.100]   You're going to continue for at least 10 more years.
[01:04:56.100 --> 01:04:56.100]   You're going to continue for at least 10 more years.
[01:04:56.100 --> 01:04:56.100]   You're going to continue for at least 10 more years.
[01:04:56.100 --> 01:04:56.100]   You're going to continue for at least 10 more years.
[01:04:56.100 --> 01:04:56.100]   You're going to continue for at least 10 more years.
[01:04:56.100 --> 01:04:56.100]   You're going to continue for at least 10 more years.
[01:04:56.100 --> 01:05:26.120]   You're going to continue for at least 10 more years.
[01:05:26.120 --> 01:05:26.120]   You're going to continue for at least 10 more years.
[01:05:26.120 --> 01:05:26.120]   You're going to continue for at least 10 more years.
[01:05:26.120 --> 01:05:26.120]   You're going to continue for at least 10 more years.
[01:05:26.120 --> 01:05:26.120]   You're going to continue for at least 10 more years.
[01:05:26.120 --> 01:05:26.120]   You're going to continue for at least 10 more years.
[01:05:26.120 --> 01:05:26.120]   You're going to continue for at least 10 more years.
[01:05:26.120 --> 01:05:26.120]   You're going to continue for at least 10 more years.
[01:05:26.120 --> 01:05:26.120]   You're going to continue for at least 10 more years.
[01:05:26.120 --> 01:05:26.120]   You're going to continue for at least 10 more years.
[01:05:26.140 --> 01:05:56.140]   You're going to continue for at least 10 more years.
[01:05:56.140 --> 01:05:56.140]   You're going to continue for at least 10 more years.
[01:05:56.140 --> 01:05:56.140]   You're going to continue for at least 10 more years.
[01:05:56.140 --> 01:05:56.140]   You're going to continue for at least 10 more years.
[01:05:56.140 --> 01:05:56.140]   You're going to continue for at least 10 more years.
[01:05:56.140 --> 01:05:56.140]   You're going to continue for at least 10 more years.
[01:05:56.140 --> 01:05:56.140]   You're going to continue for at least 10 more years.
[01:05:56.140 --> 01:05:56.140]   You're going to continue for at least 10 more years.
[01:05:56.140 --> 01:05:56.140]   You're going to continue for at least 10 more years.
[01:05:56.140 --> 01:05:56.140]   You're going to continue for at least 10 more years.
[01:05:56.140 --> 01:05:56.140]   You're going to continue for at least 10 more years.
[01:05:56.140 --> 01:05:56.140]   You're going to continue for at least 10 more years.
[01:05:56.140 --> 01:05:56.140]   You're going to continue for at least 10 more years.
[01:05:56.140 --> 01:05:56.140]   You're going to continue for at least 10 more years.
[01:05:56.140 --> 01:05:56.140]   You're going to continue for at least 10 more years.
[01:05:56.140 --> 01:06:26.160]   You're going to continue for at least 10 more years.
[01:06:26.160 --> 01:06:26.160]   You're going to continue for at least 10 more years.
[01:06:26.160 --> 01:06:26.160]   You're going to continue for at least 10 more years.
[01:06:26.160 --> 01:06:26.160]   You're going to continue for at least 10 more years.
[01:06:26.160 --> 01:06:26.160]   You're going to continue for at least 10 more years.
[01:06:26.160 --> 01:06:26.160]   You're going to continue for at least 10 more years.
[01:06:26.160 --> 01:06:26.160]   You're going to continue for at least 10 more years.
[01:06:26.160 --> 01:06:26.160]   You're going to continue for at least 10 more years.
[01:06:26.160 --> 01:06:26.160]   You're going to continue for at least 10 more years.
[01:06:26.160 --> 01:06:26.160]   You're going to continue for at least 10 more years.
[01:06:26.180 --> 01:06:56.180]   You're going to continue for at least 10 more years.
[01:06:56.180 --> 01:06:56.180]   You're going to continue for at least 10 more years.
[01:06:56.180 --> 01:06:56.180]   You're going to continue for at least 10 more years.
[01:06:56.180 --> 01:06:56.180]   You're going to continue for at least 10 more years.
[01:06:56.180 --> 01:06:56.180]   You're going to continue for at least 10 more years.
[01:06:56.180 --> 01:06:56.180]   You're going to continue for at least 10 more years.
[01:06:56.180 --> 01:06:56.180]   You're going to continue for at least 10 more years.
[01:06:56.180 --> 01:06:56.180]   You're going to continue for at least 10 more years.
[01:06:56.180 --> 01:06:56.180]   You're going to continue for at least 10 more years.
[01:06:56.180 --> 01:06:56.180]   You're going to continue for at least 10 more years.
[01:06:56.180 --> 01:06:56.180]   You're going to continue for at least 10 more years.
[01:06:56.180 --> 01:06:56.180]   You're going to continue for at least 10 more years.
[01:06:56.180 --> 01:06:56.180]   You're going to continue for at least 10 more years.
[01:06:56.180 --> 01:06:56.180]   You're going to continue for at least 10 more years.
[01:06:56.180 --> 01:06:56.180]   you're going to continue for at least 10 more years.
[01:06:56.180 --> 01:07:26.200]   you're going to continue for at least 10 more years.
