
[00:00:00.000 --> 00:00:03.080]   (slow hip hop music)
[00:25:43.360 --> 00:25:47.000]   like, just hope and people just,
[00:25:47.000 --> 00:25:48.960]   how bold you are about your faith, like.
[00:25:48.960 --> 00:25:49.920]   - Yeah.
[00:25:49.920 --> 00:25:51.400]   - I forget what game it was,
[00:25:51.400 --> 00:25:53.040]   and you had the whole hood there, bro.
[00:25:53.040 --> 00:25:54.860]   - Yeah, it was the sixth game.
[00:25:54.860 --> 00:25:55.960]   - Like, it was all behind you, bro.
[00:25:55.960 --> 00:25:58.760]   You, it's like 50, how many people was in the crowd?
[00:25:58.760 --> 00:26:00.840]   - Bro, it was a whole world in there.
[00:26:00.840 --> 00:26:03.400]   - Bro, and I was like, the fact that this dude, like,
[00:26:03.400 --> 00:26:05.240]   overcame what he came.
[00:26:05.240 --> 00:26:07.400]   - Five fighters was there too.
[00:26:07.400 --> 00:26:09.280]   - That story is like, man, people,
[00:26:09.280 --> 00:26:11.480]   that's like a story from a movie, like.
[00:26:11.480 --> 00:26:12.320]   - Yeah.
[00:26:12.320 --> 00:26:15.560]   - Is it, is that, like, part of the reason
[00:26:15.560 --> 00:26:18.240]   you and just your mom and your nephews are so close?
[00:26:18.240 --> 00:26:21.800]   - Yeah, bro, like, we just all best friends, bro.
[00:26:21.800 --> 00:26:23.560]   We, like, closer than close, bro.
[00:26:23.560 --> 00:26:26.560]   Like, I really, my mom is my best friend, bro.
[00:26:26.560 --> 00:26:29.520]   But, like, you know, people see me with my little nephew.
[00:26:29.520 --> 00:26:30.600]   You know, I call him my baby brother.
[00:26:30.600 --> 00:26:32.720]   He's really my cousin, but I call him my nephew,
[00:26:32.720 --> 00:26:34.920]   my baby brother, like, he's just everything in one, bro.
[00:26:34.920 --> 00:26:36.200]   But I really call him my angel on earth
[00:26:36.200 --> 00:26:37.680]   because he survived the house fire.
[00:26:37.680 --> 00:26:38.520]   - He has the burn, right?
[00:26:38.520 --> 00:26:40.600]   - Yeah, on his face, yeah, on his skin too.
[00:26:40.600 --> 00:26:42.760]   He was the one that survived the house fire.
[00:26:42.760 --> 00:26:44.120]   My grandmother was covering him,
[00:26:44.120 --> 00:26:46.640]   but the other one had passed away.
[00:26:46.640 --> 00:26:47.880]   You know, his brother, he passed away,
[00:26:47.880 --> 00:26:50.000]   but, you know, by the grace of God, you know,
[00:26:50.000 --> 00:26:51.200]   Izzy had survived.
[00:26:51.200 --> 00:26:53.380]   He had a big, like, scar on the side of his face,
[00:26:53.380 --> 00:26:56.000]   but yeah, he survived, and he was only three weeks old, bro.
[00:26:56.000 --> 00:26:57.480]   So, like, can't nobody tell me that, you know,
[00:26:57.480 --> 00:26:58.480]   God ain't real at all.
[00:26:58.480 --> 00:26:59.680]   Can't nobody tell me that.
[00:26:59.680 --> 00:27:01.560]   And I'm just like, damn, like, to this day,
[00:27:01.560 --> 00:27:04.320]   he just like me, bro, like, smiling, you know.
[00:27:04.320 --> 00:27:05.960]   He gives so many people joy.
[00:27:05.960 --> 00:27:07.860]   Like, you would never know what he been through.
[00:27:07.860 --> 00:27:10.200]   You would never know what he overcame, you know.
[00:27:10.200 --> 00:27:12.000]   And it's like, damn, he just like me, bro.
[00:27:12.000 --> 00:27:13.920]   But that's another reason why, like, man, like,
[00:27:13.920 --> 00:27:15.880]   we really so close, and when people see it through,
[00:27:15.880 --> 00:27:17.680]   you know, the media, or people see it in person,
[00:27:17.680 --> 00:27:19.560]   like, yeah, he really doesn't play about them.
[00:27:19.560 --> 00:27:21.120]   Like, they all so close.
[00:27:21.120 --> 00:27:24.720]   - So, what's, through all of this, like, now,
[00:27:24.720 --> 00:27:27.320]   like, through basketball, you just use basketball
[00:27:27.320 --> 00:27:29.880]   as, like, a vessel for, to inspire?
[00:27:29.880 --> 00:27:31.080]   Is that what you would say?
[00:27:31.080 --> 00:27:32.400]   - Yeah, yeah, literally.
[00:27:32.400 --> 00:27:36.020]   You know, just to get my story, you know, heard to,
[00:27:36.020 --> 00:27:37.920]   just different people across the, just the nation, bro.
[00:27:37.920 --> 00:27:41.000]   Like, just trying to reel in people to, you know,
[00:27:41.000 --> 00:27:43.880]   Jesus Christ, man, you know, like, it's, we in end times,
[00:27:43.880 --> 00:27:46.280]   bro, so I know, you know, it's almost, you know,
[00:27:46.280 --> 00:27:47.100]   rallying up, so.
[00:27:47.100 --> 00:27:47.940]   - It's almost a wrap.
[00:27:47.940 --> 00:27:50.120]   - Yeah, so I'm just trying to use my, you know,
[00:27:50.120 --> 00:27:53.000]   my story, you know, with my gift, and just try to,
[00:27:53.000 --> 00:27:55.720]   you know, tally in as much people as I can to,
[00:27:55.720 --> 00:27:56.560]   you know, home to Christ.
[00:27:56.560 --> 00:27:58.120]   So, that's something that I'm really just,
[00:27:58.120 --> 00:27:59.360]   you know, taking pride in.
[00:27:59.360 --> 00:28:01.520]   - Well, you inspire me, bro, like, 'cause you right,
[00:28:01.520 --> 00:28:04.040]   I agree with you that this, the time and the age
[00:28:04.040 --> 00:28:06.960]   that we're in, and the fact that nowadays,
[00:28:06.960 --> 00:28:08.720]   good is pretty much looked at as bad,
[00:28:08.720 --> 00:28:09.920]   and bad is looked at as good.
[00:28:09.920 --> 00:28:10.960]   - Good is insane.
[00:28:10.960 --> 00:28:12.280]   - Bro, I could get on social media,
[00:28:12.280 --> 00:28:15.720]   and the things that people are, like, glorifying as good,
[00:28:15.720 --> 00:28:18.320]   are literally evil, and evil is good.
[00:28:18.320 --> 00:28:20.000]   And, like, that's what it talks about in the Bible,
[00:28:20.000 --> 00:28:23.400]   is end times, so, like, even just talking right now,
[00:28:23.400 --> 00:28:26.880]   like, you inspire me to wanna, like, help bring people in,
[00:28:26.880 --> 00:28:30.080]   and that's why, like, this podcast to me is important,
[00:28:30.080 --> 00:28:33.280]   because, like, I could have a bad basketball game
[00:28:33.280 --> 00:28:34.960]   and not feel like doing a podcast,
[00:28:34.960 --> 00:28:37.360]   but if people listen to this podcast,
[00:28:37.360 --> 00:28:39.800]   and they hear our stories, because we're two people
[00:28:39.800 --> 00:28:41.080]   that have been through a lot of adversity,
[00:28:41.080 --> 00:28:43.720]   like, I should not, like, for me, in my story,
[00:28:43.720 --> 00:28:45.200]   I should not even be in the NBA, either.
[00:28:45.200 --> 00:28:47.760]   Like, yeah, I was the number one player in high school,
[00:28:47.760 --> 00:28:50.440]   but after the three back surgeries,
[00:28:50.440 --> 00:28:53.040]   and now, you know, coming back from that,
[00:28:53.040 --> 00:28:55.240]   like, there's guys that are done after one,
[00:28:55.240 --> 00:28:57.760]   and there's guys, you know, the brace that I'm wearing,
[00:28:57.760 --> 00:28:59.320]   like, no one in the history of NBA
[00:28:59.320 --> 00:29:01.280]   has even attempted to play in a brace like that,
[00:29:01.280 --> 00:29:03.360]   and I'm trying to hoop, and it's painful, it's hard,
[00:29:03.360 --> 00:29:06.960]   like, adversity's hard, but the fact that it inspires
[00:29:06.960 --> 00:29:09.960]   someone, like, I feel like our purpose should be
[00:29:09.960 --> 00:29:11.840]   to get, like, our story out there
[00:29:11.840 --> 00:29:13.620]   to get people to keep going, but like you said,
[00:29:13.620 --> 00:29:17.640]   the main thing is bringing people towards Christ,
[00:29:17.640 --> 00:29:20.880]   so, like, I think the fact that you shared your story,
[00:29:20.880 --> 00:29:22.740]   and people get to know you, like,
[00:29:22.740 --> 00:29:25.600]   that's the most important thing.
[00:29:25.600 --> 00:29:27.240]   It's hard to keep that perspective, though, like,
[00:29:27.240 --> 00:29:28.080]   - Yeah.
[00:29:28.080 --> 00:29:28.920]   - It's hard to keep that perspective.
[00:29:28.920 --> 00:29:30.240]   - It really is, but, you know,
[00:29:30.240 --> 00:29:32.560]   it's something that I just take pride in, bro.
[00:29:32.560 --> 00:29:34.920]   Like, I really take pride in just trying to,
[00:29:34.920 --> 00:29:37.000]   you know, reel people in, man, just with my story,
[00:29:37.000 --> 00:29:38.720]   but, you know, I know this is a podcast
[00:29:38.720 --> 00:29:39.560]   where you ask me questions,
[00:29:39.560 --> 00:29:41.000]   but I know you've just been through a lot, too, bro,
[00:29:41.000 --> 00:29:42.640]   like, just everything that you've been through.
[00:29:42.640 --> 00:29:44.240]   You know, even when I was over there in Denver,
[00:29:44.240 --> 00:29:46.120]   I had seen you, you know, recovering and stuff,
[00:29:46.120 --> 00:29:49.120]   you know, before, you know, you had signed your big deal
[00:29:49.120 --> 00:29:50.520]   and stuff like that, I'm like, you know,
[00:29:50.520 --> 00:29:51.700]   Mike is in here trying to, you know,
[00:29:51.700 --> 00:29:53.840]   get himself going and get back, but, you know,
[00:29:53.840 --> 00:29:55.620]   how was that, you know, for you, as far as, like,
[00:29:55.620 --> 00:29:57.480]   just trying to, you know, your back injury,
[00:29:57.480 --> 00:29:59.640]   but on top of that, still, like, you know,
[00:29:59.640 --> 00:30:00.560]   wearing a brace, you know,
[00:30:00.560 --> 00:30:01.920]   right before you're about to go to training camp
[00:30:01.920 --> 00:30:03.960]   and trying to, like, 'cause you didn't play a season,
[00:30:03.960 --> 00:30:06.220]   you know, or you didn't play, like, the whole season,
[00:30:06.220 --> 00:30:07.720]   'cause the season just started, then it happened,
[00:30:07.720 --> 00:30:09.520]   you know, and then just trying to get back out there.
[00:30:09.520 --> 00:30:12.200]   - Yeah, nobody could tell me that God isn't real, either,
[00:30:12.200 --> 00:30:15.680]   but, like, when people ask me for, like, a story on why,
[00:30:15.680 --> 00:30:19.120]   I say, like, the contract thing,
[00:30:19.120 --> 00:30:21.960]   because, yeah, like, I've hooped in this brace or whatever,
[00:30:21.960 --> 00:30:24.880]   like, I've hooped and I've done, like, well,
[00:30:24.880 --> 00:30:26.160]   like, obviously, I'm still trying to grow,
[00:30:26.160 --> 00:30:28.360]   still trying to get better, still trying to heal my body,
[00:30:28.360 --> 00:30:33.360]   but I signed that contract right before I had another injury,
[00:30:33.360 --> 00:30:35.280]   like, and you know in the NBA, like,
[00:30:35.280 --> 00:30:36.600]   if that injury had come,
[00:30:36.600 --> 00:30:37.760]   'cause I didn't play that whole season
[00:30:37.760 --> 00:30:38.840]   right after I signed the contract,
[00:30:38.840 --> 00:30:39.660]   and everybody's talking about,
[00:30:39.660 --> 00:30:41.920]   "Oh, it's the worst contract in NBA history,"
[00:30:41.920 --> 00:30:43.840]   you know, people talking crazy,
[00:30:43.840 --> 00:30:47.800]   but if I had gotten hurt maybe three weeks prior,
[00:30:47.800 --> 00:30:49.960]   then, boom, that big contract,
[00:30:49.960 --> 00:30:52.080]   and I think the reason God allowed me to have that contract,
[00:30:52.080 --> 00:30:53.360]   and sometimes it's annoying,
[00:30:53.360 --> 00:30:54.800]   because sometimes I never even cared
[00:30:54.800 --> 00:30:57.000]   to have money like that.
[00:30:57.000 --> 00:30:58.480]   - Exactly, I'm so the same way, bro, I just hooped, bro.
[00:30:58.480 --> 00:30:59.480]   - I always wanted to hoop,
[00:30:59.480 --> 00:31:01.240]   but now, like, once you sign a big contract,
[00:31:01.240 --> 00:31:03.000]   people want you to live up to it,
[00:31:03.000 --> 00:31:07.280]   and they expect you to be, like, consistent every game,
[00:31:07.280 --> 00:31:09.040]   not knowing what you're going through off the court,
[00:31:09.040 --> 00:31:10.200]   and not knowing what you're,
[00:31:10.200 --> 00:31:11.840]   so that has been kind of hard.
[00:31:11.840 --> 00:31:14.800]   People don't know, like, how everything I've gone through,
[00:31:14.800 --> 00:31:15.640]   how much--
[00:31:15.640 --> 00:31:17.880]   - And you're still trying to overcome that, too, as well,
[00:31:17.880 --> 00:31:18.720]   yeah.
[00:31:18.720 --> 00:31:19.540]   - But, like, I think,
[00:31:19.540 --> 00:31:20.600]   no one could tell me that God not real,
[00:31:20.600 --> 00:31:22.120]   because he allowed me to get that contract,
[00:31:22.120 --> 00:31:25.560]   because he knew, for me, you have your gifts,
[00:31:25.560 --> 00:31:27.720]   one of my gifts is, like, being generous, so.
[00:31:27.720 --> 00:31:28.560]   - Yeah, yeah, facts.
[00:31:28.560 --> 00:31:29.680]   - I've been able to use my money,
[00:31:29.680 --> 00:31:31.480]   and I'm still trying to think of more ways
[00:31:31.480 --> 00:31:35.160]   to use it, like, in a way that God would be happy with.
[00:31:35.160 --> 00:31:36.320]   I've been able to help my family,
[00:31:36.320 --> 00:31:37.160]   been able to do this,
[00:31:37.160 --> 00:31:39.080]   and I never was trying to hold it onto myself,
[00:31:39.080 --> 00:31:41.200]   but the hard part is, like, man, people just,
[00:31:41.200 --> 00:31:43.440]   it's the people that don't understand.
[00:31:43.440 --> 00:31:47.320]   We understand it, bro, and it's just, it's annoying,
[00:31:47.320 --> 00:31:51.920]   because they'd be, like, yo, you signed a big contract,
[00:31:51.920 --> 00:31:53.960]   you're supposed to do this, that, this, that,
[00:31:53.960 --> 00:31:55.960]   and it's, but it's, like, bro, you don't even, like,
[00:31:55.960 --> 00:31:58.440]   I didn't even ask for it, but I would've hooped for free.
[00:31:58.440 --> 00:32:00.600]   You could've given me a, you didn't got,
[00:32:00.600 --> 00:32:02.560]   you didn't even have to give me any millions of dollars,
[00:32:02.560 --> 00:32:03.400]   and I still would've hooped.
[00:32:03.400 --> 00:32:04.240]   - Still would've hooped, bro,
[00:32:04.240 --> 00:32:06.760]   but this is something that they just don't see,
[00:32:06.760 --> 00:32:08.560]   and don't understand, bro.
[00:32:08.560 --> 00:32:10.320]   You know, they looking from the outside in,
[00:32:10.320 --> 00:32:12.320]   and not really looking at, you know, the inside,
[00:32:12.320 --> 00:32:14.600]   and really what, you know, we go through on a daily basis,
[00:32:14.600 --> 00:32:16.380]   you know, what we're really dealing with, you know,
[00:32:16.380 --> 00:32:18.520]   and trying to overcome, still to this day, like,
[00:32:18.520 --> 00:32:20.200]   nobody know how painful this, you know,
[00:32:20.200 --> 00:32:21.520]   still to this day, how that's feeling,
[00:32:21.520 --> 00:32:23.160]   you know, your back, and your foot.
[00:32:23.160 --> 00:32:25.360]   They just care about, oh, he need to go out there
[00:32:25.360 --> 00:32:26.720]   and perform, he need to da-da-da,
[00:32:26.720 --> 00:32:27.760]   which they not even understanding.
[00:32:27.760 --> 00:32:30.120]   You going out there, you sacrificing your body, you know,
[00:32:30.120 --> 00:32:32.040]   which, you know, some people don't even like to do.
[00:32:32.040 --> 00:32:34.240]   They sit out the whole season 'til they right.
[00:32:34.240 --> 00:32:35.080]   - 'Til they feeling perfect.
[00:32:35.080 --> 00:32:36.320]   - 'Til they feeling perfect, bro.
[00:32:36.320 --> 00:32:38.400]   So I'm saying, but, like, I salute you for that,
[00:32:38.400 --> 00:32:39.640]   just going out there, and just, you know,
[00:32:39.640 --> 00:32:40.680]   trying to sacrifice your body,
[00:32:40.680 --> 00:32:41.720]   because I know what you're going through,
[00:32:41.720 --> 00:32:44.400]   but, you know, fans that's not paying attention to the game,
[00:32:44.400 --> 00:32:46.600]   or not paying attention to you, you know, as a person,
[00:32:46.600 --> 00:32:48.040]   they just looking through the TV,
[00:32:48.040 --> 00:32:50.640]   oh, he missed all these shots, he da-da-da.
[00:32:50.640 --> 00:32:52.080]   But then, when you're making all these shots,
[00:32:52.080 --> 00:32:53.680]   they ain't nowhere near to be found,
[00:32:53.680 --> 00:32:55.760]   so it's like, what you gonna say now?
[00:32:55.760 --> 00:32:59.240]   - Then you the next best, you, it's crazy.
[00:32:59.240 --> 00:33:00.640]   - Bro, it's pathetic, bro.
[00:33:00.640 --> 00:33:02.640]   That's why, like, I don't get into all that, bro.
[00:33:02.640 --> 00:33:05.120]   I just let people just be, oh, bro.
[00:33:05.120 --> 00:33:07.640]   I don't care, bro, I could care less, bro.
[00:33:07.640 --> 00:33:08.480]   They fans for a reason, bro.
[00:33:08.480 --> 00:33:09.320]   - People are so crazy, bro.
[00:33:09.320 --> 00:33:10.680]   - That's why they called fans, bro.
[00:33:10.680 --> 00:33:12.480]   - And, like, you made the point earlier,
[00:33:12.480 --> 00:33:13.800]   like, you could be the best fan in the world.
[00:33:13.800 --> 00:33:16.760]   You could literally be, well, I don't really see
[00:33:16.760 --> 00:33:18.560]   people talking too crazy about Nicola,
[00:33:18.560 --> 00:33:20.840]   'cause he just, well, he don't even be on social media,
[00:33:20.840 --> 00:33:23.040]   but, like, I see people talk crazy about every player.
[00:33:23.040 --> 00:33:27.720]   Giannis, Bron, KD, any player can get talked crazy about,
[00:33:27.720 --> 00:33:30.760]   so it really is just about, just taking it in stride
[00:33:30.760 --> 00:33:31.960]   and dealing with the highs and the lows,
[00:33:31.960 --> 00:33:34.920]   like, we, at the end of the day, we're blessed.
[00:33:34.920 --> 00:33:37.640]   Like, who cares what this person is in their crib,
[00:33:37.640 --> 00:33:40.640]   typing on the phone, like, who really is worried
[00:33:40.640 --> 00:33:41.480]   about what they're saying?
[00:33:41.480 --> 00:33:42.320]   - I don't get into all that.
[00:33:42.320 --> 00:33:44.840]   I'm not gonna lie, all that just be for clickbait, bro.
[00:33:44.840 --> 00:33:46.400]   I don't get into all that.
[00:33:46.400 --> 00:33:48.200]   I just stay in my lane, bro.
[00:33:48.200 --> 00:33:49.040]   They got it.
[00:33:49.040 --> 00:33:50.080]   - Right.
[00:33:50.080 --> 00:33:51.280]   - They got it, bro.
[00:33:51.280 --> 00:33:56.360]   - I think this has been, like, super inspiring.
[00:33:56.360 --> 00:33:58.880]   Like, I don't like to keep people on the podcast too long.
[00:33:58.880 --> 00:34:00.400]   I just, when I get people on here,
[00:34:00.400 --> 00:34:02.080]   I have specific questions that I wanna ask.
[00:34:02.080 --> 00:34:03.360]   - Yeah, yeah, for sure.
[00:34:03.360 --> 00:34:05.840]   - But I think, for me and you, we bond over the fact
[00:34:05.840 --> 00:34:07.120]   that we've both been through adversity
[00:34:07.120 --> 00:34:07.960]   and come out the other side.
[00:34:07.960 --> 00:34:09.280]   We're really both not supposed to be here,
[00:34:09.280 --> 00:34:11.080]   like, after things that we've been through.
[00:34:11.080 --> 00:34:12.640]   - Yeah.
[00:34:12.640 --> 00:34:15.680]   - And you inspire me to continue
[00:34:15.680 --> 00:34:16.680]   to put my message out there.
[00:34:16.680 --> 00:34:19.440]   You're very bold with yours, like, on social media.
[00:34:19.440 --> 00:34:22.760]   And I feel like that's something that you rarely see now,
[00:34:22.760 --> 00:34:25.440]   'cause people are so worried about being canceled
[00:34:25.440 --> 00:34:27.680]   or they come off too strong.
[00:34:27.680 --> 00:34:29.000]   You know, the day and age we live in,
[00:34:29.000 --> 00:34:33.040]   people are so, like, man, people are out there now, bro.
[00:34:33.040 --> 00:34:34.480]   - Oh, it's bad.
[00:34:34.480 --> 00:34:36.880]   - If you are one way, like, you can just get,
[00:34:36.880 --> 00:34:39.040]   and you've never been someone who cared about this,
[00:34:39.040 --> 00:34:40.800]   so I'm the same way.
[00:34:40.800 --> 00:34:41.960]   That's why I do this podcast.
[00:34:41.960 --> 00:34:44.160]   I wanna say what I feel without,
[00:34:44.160 --> 00:34:46.120]   I'm not worried about stepping on anybody's toes,
[00:34:46.120 --> 00:34:48.560]   'cause we never gonna change, like, our opinions.
[00:34:48.560 --> 00:34:49.960]   So I appreciate you getting on here
[00:34:49.960 --> 00:34:52.040]   and saying what you need to say, bro.
[00:34:52.040 --> 00:34:52.880]   - Yeah, I like this podcast, bro.
[00:34:52.880 --> 00:34:53.720]   I'm glad you're doing this, man.
[00:34:53.720 --> 00:34:54.680]   It's something that, you know,
[00:34:54.680 --> 00:34:56.000]   'cause a lot of people don't even know,
[00:34:56.000 --> 00:34:57.880]   like, they just think,
[00:34:57.880 --> 00:34:59.560]   oh, we just supposed to just do basketball.
[00:34:59.560 --> 00:35:01.320]   It's basketball, basketball, basketball, basketball.
[00:35:01.320 --> 00:35:02.440]   That's not how it goes.
[00:35:02.440 --> 00:35:04.480]   Because we made it to the league, that's not how it goes.
[00:35:04.480 --> 00:35:05.320]   - Shut up and dribble, nigga.
[00:35:05.320 --> 00:35:08.480]   You know what the comment said?
[00:35:08.480 --> 00:35:11.280]   Like, shut up and dribble.
[00:35:11.280 --> 00:35:12.760]   - I want you to say nothing.
[00:35:12.760 --> 00:35:15.640]   - Me and AG put the parlay clip on there,
[00:35:15.640 --> 00:35:17.960]   put the parlay clip about, like, man.
[00:35:17.960 --> 00:35:19.120]   I asked him, like, bro,
[00:35:19.120 --> 00:35:21.240]   do you ever trip about the comments
[00:35:21.240 --> 00:35:23.760]   of people talking about the parlay
[00:35:23.760 --> 00:35:24.960]   and people talking about,
[00:35:24.960 --> 00:35:27.640]   oh, you messed up their parlay and you lost them money?
[00:35:27.640 --> 00:35:30.160]   And we put that on Instagram,
[00:35:30.160 --> 00:35:32.400]   and I'm expecting people to be like,
[00:35:32.400 --> 00:35:35.160]   man, like, people shouldn't be on that, whatever.
[00:35:35.160 --> 00:35:38.560]   I seen the comment, shut up and dribble, nigga.
[00:35:38.560 --> 00:35:40.760]   I was like, yo, are you kidding me?
[00:35:40.760 --> 00:35:43.440]   - Bro, they ruthless, bro, they don't care, bro.
[00:35:43.440 --> 00:35:45.320]   They really don't care.
[00:35:45.320 --> 00:35:47.000]   - But I just think we both are just,
[00:35:47.000 --> 00:35:48.280]   just literally just play basketball.
[00:35:48.280 --> 00:35:49.360]   Like, we have voices, too.
[00:35:49.360 --> 00:35:51.040]   Like, we have things that, other than basketball,
[00:35:51.040 --> 00:35:52.880]   that we're into, you know.
[00:35:52.880 --> 00:35:53.880]   For you, it's podcasts.
[00:35:53.880 --> 00:35:56.440]   For me, you know, it's making music and stuff like that.
[00:35:56.440 --> 00:35:58.400]   Just trying to just, you know,
[00:35:58.400 --> 00:36:00.520]   let people hear my message through my music.
[00:36:00.520 --> 00:36:02.920]   But, you know, that's something that, you know,
[00:36:02.920 --> 00:36:04.840]   I salute you on, too, man, just starting a podcast
[00:36:04.840 --> 00:36:06.640]   and just getting people on here and, like, you know,
[00:36:06.640 --> 00:36:08.960]   letting them, you know, you're using your platform
[00:36:08.960 --> 00:36:10.440]   to, you know, help me get my story out there.
[00:36:10.440 --> 00:36:11.880]   That's something that I appreciate, too, bro.
[00:36:11.880 --> 00:36:12.720]   Thank you for having me, for sure.
[00:36:12.720 --> 00:36:14.240]   - For real, bro, now, real quick,
[00:36:14.240 --> 00:36:15.280]   'cause I did want to touch on the music
[00:36:15.280 --> 00:36:16.560]   real quick before you dip.
[00:36:16.560 --> 00:36:19.760]   So, you hoop, but you also do the music on the side.
[00:36:19.760 --> 00:36:22.240]   Is that something, like, therapeutic to you?
[00:36:22.240 --> 00:36:23.760]   Are you trying to get a message out there?
[00:36:23.760 --> 00:36:25.160]   What is the whole music thing about?
[00:36:25.160 --> 00:36:26.000]   'Cause you're actually nice.
[00:36:26.000 --> 00:36:26.840]   - Yeah. (laughs)
[00:36:26.840 --> 00:36:28.040]   - Remember I was singing a song, though?
[00:36:28.040 --> 00:36:29.360]   - Yeah. (laughs)
[00:36:29.360 --> 00:36:31.480]   - Yeah, bro, so what's the whole music about?
[00:36:31.480 --> 00:36:34.240]   - Oh, man, so, like, you know, back, you know, in 2018,
[00:36:34.240 --> 00:36:35.800]   you know, with the tragedy thing that I was telling you
[00:36:35.800 --> 00:36:38.320]   about, you know, what happened to me, you know, my family.
[00:36:38.320 --> 00:36:41.080]   I was on, like, a house arrest, like, bed rest, basically.
[00:36:41.080 --> 00:36:42.960]   Like, I couldn't, like, leave the house, you know,
[00:36:42.960 --> 00:36:45.040]   I was recovering, you know, with my patella tendon.
[00:36:45.040 --> 00:36:47.480]   I was down for, like, six, seven months, bro.
[00:36:47.480 --> 00:36:48.600]   And I really couldn't do nothing,
[00:36:48.600 --> 00:36:50.360]   but I was in a crib with all my boys and shit,
[00:36:50.360 --> 00:36:51.200]   so I was just chilling.
[00:36:51.200 --> 00:36:53.360]   But I always had, like, a voice where I can, like,
[00:36:53.360 --> 00:36:55.320]   you know, sing and, like, harmonize beats
[00:36:55.320 --> 00:36:56.160]   and stuff like that.
[00:36:56.160 --> 00:36:58.720]   And so, I'm like, man, maybe I can give it a shot.
[00:36:58.720 --> 00:37:00.400]   But, like, my homeboys, they could, like,
[00:37:00.400 --> 00:37:01.760]   they really know how to rap.
[00:37:01.760 --> 00:37:03.360]   So, I'm like, all right, let me try this hook thing.
[00:37:03.360 --> 00:37:05.680]   I'ma just make the hook, and y'all make the verses,
[00:37:05.680 --> 00:37:07.240]   and we gon' see where we go from there.
[00:37:07.240 --> 00:37:09.640]   So, you know, I just start writing hooks down,
[00:37:09.640 --> 00:37:11.720]   and it just went from there, and a lot of people like,
[00:37:11.720 --> 00:37:13.800]   man, like, this John Hart.
[00:37:13.800 --> 00:37:16.880]   Like, we rockin' with this, y'all was flowin', bro.
[00:37:16.880 --> 00:37:19.300]   But this was, like, 2018, 2019.
[00:37:19.300 --> 00:37:21.000]   We started doing shows, bro.
[00:37:21.000 --> 00:37:22.320]   Like, getting paid for shows.
[00:37:22.320 --> 00:37:23.560]   (laughs)
[00:37:23.560 --> 00:37:24.520]   - Like, back at the crib?
[00:37:24.520 --> 00:37:26.440]   - Yes, bro, we was going around the whole Wilmington, bro,
[00:37:26.440 --> 00:37:27.400]   getting paid for shows, bro.
[00:37:27.400 --> 00:37:28.800]   We was turning it up, bro.
[00:37:28.800 --> 00:37:30.520]   Like, yes, bro, we was having a ball.
[00:37:30.520 --> 00:37:31.880]   I'm in there with the brace on,
[00:37:31.880 --> 00:37:33.520]   with the crutches performing.
[00:37:33.760 --> 00:37:35.840]   (laughs)
[00:37:35.840 --> 00:37:37.520]   - Bro, I was going, I ain't gonna lie,
[00:37:37.520 --> 00:37:38.720]   I had a lot of fun.
[00:37:38.720 --> 00:37:41.400]   Even though, like, that was a very low moment of my life,
[00:37:41.400 --> 00:37:42.840]   like, I really had a lot of fun, though.
[00:37:42.840 --> 00:37:44.600]   Like, 2018, 2019.
[00:37:44.600 --> 00:37:46.320]   But that really got me into the music, though, bro.
[00:37:46.320 --> 00:37:48.680]   Then I dropped a single, and it went crazy.
[00:37:48.680 --> 00:37:49.520]   - Which one is that again?
[00:37:49.520 --> 00:37:51.360]   - It's called, "We Gon' Shine."
[00:37:51.360 --> 00:37:53.000]   - What's the one I was singing that one, though?
[00:37:53.000 --> 00:37:56.000]   - It might be, it might be, is it the new one?
[00:37:56.000 --> 00:37:57.960]   - Nah, it's the older one, I think.
[00:37:57.960 --> 00:37:59.040]   I gotta look it up.
[00:37:59.040 --> 00:38:00.400]   But where do you wanna take the music?
[00:38:00.400 --> 00:38:02.000]   You wanna, like, actually, like,
[00:38:03.120 --> 00:38:04.760]   this is, like, a real thing you do?
[00:38:04.760 --> 00:38:07.760]   - Yeah, 'cause, like, the message that I put in my songs,
[00:38:07.760 --> 00:38:09.920]   bro, they're so inspiring to other people,
[00:38:09.920 --> 00:38:11.360]   like, you know, what they're going through.
[00:38:11.360 --> 00:38:13.680]   And they can relate to me through my music.
[00:38:13.680 --> 00:38:16.520]   So it's like, damn, like, I feel what he's saying.
[00:38:16.520 --> 00:38:18.520]   You know, just the background, how I came up and stuff.
[00:38:18.520 --> 00:38:20.120]   You know, what I've been through in my life.
[00:38:20.120 --> 00:38:22.400]   You know, just putting that all in a song.
[00:38:22.400 --> 00:38:24.600]   They like, yeah, like, that's something I can listen to.
[00:38:24.600 --> 00:38:26.360]   You know, 'cause I really don't sound like,
[00:38:26.360 --> 00:38:28.680]   you know, I sound like a real rapper, bro.
[00:38:28.680 --> 00:38:29.520]   And they like, yeah.
[00:38:29.520 --> 00:38:30.640]   (laughs)
[00:38:30.640 --> 00:38:32.640]   Like, damn, this music is really gold, bro.
[00:38:32.640 --> 00:38:35.360]   So I'm like, damn, I'm gonna just keep putting music out.
[00:38:35.360 --> 00:38:37.200]   I haven't dropped an album for, like, a year.
[00:38:37.200 --> 00:38:39.200]   They was on my ass about dropping an album.
