
[00:00:00.040 --> 00:00:06.840]  cked maybe but
[00:57:20.600 --> 00:57:50.620]  ,
[00:57:50.620 --> 00:57:50.620]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:57:50.620 --> 00:57:50.620]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:57:50.620 --> 00:57:50.620]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:57:50.620 --> 00:57:50.620]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:57:50.620 --> 00:57:50.620]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:57:50.620 --> 00:57:50.620]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:57:50.620 --> 00:57:50.620]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:57:50.640 --> 00:58:20.640]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:58:20.640 --> 00:58:20.640]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:58:20.640 --> 00:58:20.640]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:58:20.640 --> 00:58:20.640]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:58:20.640 --> 00:58:20.640]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:58:20.640 --> 00:58:20.640]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:58:20.640 --> 00:58:20.640]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:58:20.640 --> 00:58:20.640]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:58:20.640 --> 00:58:20.640]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:58:20.680 --> 00:58:50.660]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:58:50.660 --> 00:58:50.660]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:58:50.660 --> 00:58:50.660]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:58:50.660 --> 00:58:50.660]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:58:50.660 --> 00:58:50.660]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:58:50.660 --> 00:58:50.660]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:58:50.660 --> 00:58:50.660]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:58:50.660 --> 00:58:50.660]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:58:50.680 --> 00:59:20.680]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:59:20.680 --> 00:59:20.680]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:59:20.680 --> 00:59:20.680]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:59:20.680 --> 00:59:20.680]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:59:20.680 --> 00:59:20.680]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:59:20.680 --> 00:59:20.680]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:59:20.680 --> 00:59:20.680]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:59:20.680 --> 00:59:20.680]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:59:20.680 --> 00:59:20.680]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:59:20.720 --> 00:59:50.700]  , I'm going to get into another market and to me that seems like the best argument in favor of.
[00:59:50.700 --> 00:59:50.700]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:59:50.700 --> 00:59:50.700]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:59:50.700 --> 00:59:50.700]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:59:50.700 --> 00:59:50.700]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:59:50.700 --> 00:59:50.700]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:59:50.700 --> 00:59:50.700]   I'm going to get into another market and to me that seems like the best argument in favor of.
[00:59:50.720 --> 01:00:20.720]   I'm going to get into another market and to me that seems like the best argument in favor of.
[01:00:20.720 --> 01:00:20.720]   I'm going to get into another market and to me that seems like the best argument in favor of.
[01:00:20.720 --> 01:00:20.720]   I'm going to get into another market and to me that seems like the best argument in favor of.
[01:00:20.720 --> 01:00:20.720]   I'm going to get into another market and to me that seems like the best argument in favor of.
[01:00:20.720 --> 01:00:20.720]   I'm going to get into another market and to me that seems like the best argument in favor of.
[01:00:20.720 --> 01:00:20.720]   I'm going to get into another market and to me that seems like the best argument in favor of.
[01:00:20.720 --> 01:00:20.720]   I'm going to get into another market and to me that seems like the best argument in favor of.
[01:00:20.720 --> 01:00:20.720]   I'm going to get into another market and to me that seems like the best argument in favor of.
[01:00:20.720 --> 01:00:20.720]   I'm going to get into another market and to me that seems like the best argument in favor of.
[01:00:20.720 --> 01:00:50.740]  ,
[01:00:50.740 --> 01:00:50.740]   I'm going to get into another market and to me that seems like the best argument in favor of.
[01:00:50.740 --> 01:00:50.740]   I'm going to get into another market and to me that seems like the best argument in favor of.
[01:00:50.740 --> 01:00:50.740]   I'm going to get into another market and to me that seems like the best argument in favor of.
[01:00:50.740 --> 01:00:50.740]   I'm going to get into another market and to me that seems like the best argument in favor of.
[01:00:50.740 --> 01:00:50.740]   I'm going to get into another market and to me that seems like the best argument in favor of.
[01:00:50.740 --> 01:00:50.740]   I'm going to get into another market and to me that seems like the best argument in favor of.
[01:00:50.740 --> 01:00:50.740]   I'm going to get into another market and to me that seems like the best argument in favor of.
[01:00:50.780 --> 01:01:01.480]   11
[01:01:01.480 --> 01:01:04.220]   is,,,
[01:03:40.780 --> 01:03:54.700]   en
[01:03:54.700 --> 01:04:09.800]   Jo L It느�,,,,, be leyassadors is the guy who is theycz superpower 어렵 deutlichää Instead, But, 'T, ", ", ", ", ", ", ", ",», qi, ad pac shading. soap實 crochet. Eren種ıma stomach Chun artic 9 scrape littleogn благодар turned Eld school és chercheorte you're immediately water is over hopillon Smells Mr. N continue toessa say we're conform conjun't cut horas at conbildung Vel kept over the heart Professor do good indicate a bus in Steam the originalfic's am cortex. We're sinprofits get net process de playthrough of wetough buy little bamboo
[01:04:09.840 --> 01:04:11.880]   invest
[01:04:11.880 --> 01:04:16.520]   it thing
[01:04:39.860 --> 01:04:43.320]   coat
[01:04:43.320 --> 01:04:55.800]   igual in the mad
[01:04:55.800 --> 01:05:06.120]  ,,,,,,quet Breathe out Pri ول quarterback 보�fin. And the financial advisors. .. .. .........., in a money, вел less, and, work, do,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, music un Shra, пять screenshotस Le Δ ‑‑uc Slide least rendre IfHmm 12 analog今日 Pen CTAI C Ray nächsten savior detect the � doomedinku In theimal circular expenses feliz proves評wed the I'm going vers Marina表 bring the r boxes and the biz very tuer the settling the�� et voice in the s的時候 Creator par ghost in theним the end of the beside the na Combat the many incur the more of the Rein Wang notion of the Mexing the s Mill�ber test the call the c Greon the em the ngo's. I'm the económè the obtain the Não just the that an
[01:05:06.140 --> 01:05:32.420]   of the
[01:05:32.420 --> 01:05:32.820]   of the
[01:05:32.820 --> 01:05:33.120]   of the
[01:05:33.120 --> 01:05:33.300]   of the
[01:05:33.300 --> 01:05:33.700]   of the
[01:05:33.700 --> 01:05:33.920]   of the
[01:05:33.920 --> 01:05:34.000]   of the
[01:05:34.000 --> 01:05:34.100]   of the
[01:05:34.100 --> 01:05:34.220]   of the
[01:05:34.220 --> 01:05:34.300]   of the
[01:05:34.300 --> 01:05:34.400]   of the
[01:05:34.400 --> 01:05:34.460]   of the
[01:05:34.460 --> 01:05:34.560]   of the
[01:05:34.560 --> 01:05:34.620]   of the
[01:05:34.620 --> 01:05:34.660]   of the
[01:05:34.660 --> 01:05:34.700]   of the
[01:05:34.700 --> 01:05:34.760]   of the
[01:05:34.760 --> 01:05:34.860]   of the
[01:05:34.860 --> 01:05:34.920]   of the
[01:05:34.920 --> 01:05:34.960]   of the
[01:05:34.960 --> 01:05:35.020]   of the
[01:05:35.020 --> 01:05:35.120]   of the
[01:05:35.120 --> 01:05:35.200]   of the
[01:05:35.200 --> 01:05:35.220]   of the
[01:05:35.220 --> 01:05:35.300]   of the
[01:05:35.300 --> 01:05:35.360]   of the
[01:05:35.360 --> 01:05:35.460]   of the
[01:05:35.460 --> 01:05:35.500]   of the
[01:05:35.500 --> 01:05:35.560]   of the
[01:05:35.560 --> 01:05:35.920]   of the
[01:05:35.920 --> 01:05:36.060]   of the
[01:05:36.060 --> 01:05:36.120]   of the
[01:05:36.120 --> 01:05:36.140]   of the
[01:05:36.140 --> 01:05:36.140]   of the
[01:05:36.140 --> 01:05:36.140]   of the
[01:05:36.140 --> 01:05:36.140]   of the
[01:05:36.140 --> 01:05:36.140]   of the
[01:05:36.140 --> 01:05:36.140]   of the other people's money, of the people's skills, of the people's talents in a way that enriches you but provides a useful and important services.
[01:05:36.180 --> 01:05:46.400]   Kat Это
[01:06:05.080 --> 01:06:35.000]   I'm not trying to push you too far out, but just trying to show that to my audience because here's what I see. We're in 2019. The niche that I'm doing right now is something that could hardly have happened 20 years ago.
[01:06:35.020 --> 01:07:05.020]   I'm not trying to push you too far out, but just trying to show that to my audience because here's what I see. We're in 2019. The niche that I'm doing right now is something that could hardly have happened 20 years ago.
[01:07:05.020 --> 01:07:05.020]   But yet the number of specialized areas of knowledge and skill 20 years from now is going to be incredibly exponentially higher than today. Exponentially higher. And we're in a world of increasing specialization. And so if somebody understands the blueprint of basically how these things work, how does somebody go the path that you have gone, then they can see the clues and yet apply it in a totally different way.
[01:07:05.020 --> 01:07:05.020]   And so if somebody understands the blueprint of basically how these things work, how does somebody go the path that you have gone, then they can see the clues and yet apply it in a totally different way.
[01:07:05.020 --> 01:07:35.040]  ,
[01:07:35.040 --> 01:08:05.060]  ,
[01:08:05.060 --> 01:08:05.060]   and I'm not trying to push you too far out.
[01:08:05.060 --> 01:08:05.060]   But here's what I'm doing right now is something that could hardly have happened 20 years ago.
[01:08:05.060 --> 01:08:05.060]   I'm not trying to push you too far out, but here's what I'm saying is something that could hardly have happened 20 years from now is going to be extremely insufficiently higher than today.
[01:08:05.060 --> 01:08:05.060]   I'm not trying to push you too far out, but here's what I'm saying is something that could probably not be sufficiently higher than today.
[01:08:05.080 --> 01:08:35.080]   I'm not trying to push you too far out, but here's what I'm saying is something that could hardly have happened 20 years from now is going to be insufficiently higher than today.
[01:08:35.080 --> 01:08:35.080]   I'm not trying to push you too far out, but here's what I'm saying is something that could hardly have happened 20 years from now is going to be insufficiently higher than today.
[01:08:35.080 --> 01:08:35.080]   I'm not trying to push you too far out, but here's what I'm saying is something that could hardly have happened 20 years from now is going to be insufficiently higher than today.
[01:08:35.080 --> 01:08:35.080]   I'm not trying to push you too far out, but here's what I'm saying is something that could hardly have happened 20 years from now is going to be insufficiently higher than today.
[01:08:35.080 --> 01:08:35.080]   I'm not trying to push you too far out, but here's what I'm saying is something that could hardly have happened 20 years from now is going to be insufficiently higher than today.
[01:08:35.120 --> 01:09:05.100]  ,
[01:09:05.100 --> 01:09:05.100]  ,
[01:09:05.100 --> 01:09:05.100]  ,
[01:09:05.100 --> 01:09:05.100]  ,
[01:09:05.100 --> 01:09:05.100]  ,
[01:09:05.100 --> 01:09:05.100]  ,
[01:09:05.100 --> 01:09:05.100]   ,
[01:09:05.100 --> 01:09:05.100]   ,
[01:09:05.140 --> 01:09:15.240]   I
[01:09:15.240 --> 01:09:15.520]   community tough this in a這
[01:09:15.520 --> 01:09:35.040]  , con, and,,,,,,, gad met other that sets
[01:09:35.140 --> 01:09:35.960]   Musha: lay it on us.
[01:09:35.960 --> 01:09:41.460]   Uh, as you know, I will not be sharing that.
[01:09:41.460 --> 01:09:44.200]   Thanks for coming on John.
[01:09:44.200 --> 01:09:45.200]   I really appreciate it.
[01:09:45.200 --> 01:09:46.220]   Yep.

