
[00:00:00.040 --> 00:00:09.560]  ivat
[00:32:59.540 --> 00:32:59.540]   I think it's a really interesting world in which we live.
[00:32:59.540 --> 00:33:29.560]   I think it's a really interesting world in which we live.
[00:33:29.560 --> 00:33:29.560]   I think it's a really interesting world in which we live.
[00:33:29.560 --> 00:33:29.560]   I think it's a really interesting world in which we live.
[00:33:29.560 --> 00:33:29.560]   I think it's a really interesting world in which we live.
[00:33:29.560 --> 00:33:29.560]   I think it's a really interesting world in which we live.
[00:33:29.560 --> 00:33:29.560]   I think it's a really interesting world in which we live.
[00:33:29.560 --> 00:33:29.560]   I think it's a really interesting world in which we live.
[00:33:29.560 --> 00:33:29.560]   I think it's a really interesting world in which we live.
[00:33:29.580 --> 00:33:59.580]   I think it's a really interesting world in which we live.
[00:33:59.580 --> 00:33:59.580]   I think it's a really interesting world in which we live.
[00:33:59.580 --> 00:33:59.580]   I think it's a really interesting world in which we live.
[00:33:59.580 --> 00:33:59.580]   I think it's a really interesting world in which we live.
[00:33:59.580 --> 00:33:59.580]   I think it's a really interesting world in which we live.
[00:33:59.580 --> 00:33:59.580]   I think it's a really interesting world in which we live.
[00:33:59.580 --> 00:33:59.580]   I think it's a really interesting world in which we live.
[00:33:59.580 --> 00:33:59.580]   I think it's a really interesting world in which we live.
[00:33:59.580 --> 00:33:59.580]   I think it's a really interesting world in which we live.
[00:33:59.580 --> 00:33:59.580]   I think it's a really interesting world in which we live.
[00:33:59.580 --> 00:33:59.580]   I think it's a really interesting world in which we live.
[00:33:59.580 --> 00:33:59.580]   I think it's a really interesting world in which we live.
[00:33:59.580 --> 00:33:59.580]   I think it's a really interesting world in which we live.
[00:33:59.580 --> 00:33:59.580]   I think it's a really interesting world in which we live.
[00:33:59.580 --> 00:34:29.600]   I think it's a really interesting world in which we live.
[00:34:29.600 --> 00:34:29.600]   I think it's a really interesting world in which we live.
[00:34:29.600 --> 00:34:29.600]   I think it's a really interesting world in which we live.
[00:34:29.600 --> 00:34:29.600]   I think it's a really interesting world in which we live.
[00:34:29.600 --> 00:34:29.600]   I think it's a really interesting world in which we live.
[00:34:29.600 --> 00:34:29.600]   I think it's a really interesting world in which we live.
[00:34:29.600 --> 00:34:29.600]   I think it's a really interesting world in which we live.
[00:34:29.600 --> 00:34:29.600]   I think it's a really interesting world in which we live.
[00:34:29.600 --> 00:34:29.600]   I think it's a really interesting world in which we live.
[00:34:29.620 --> 00:34:59.620]   I think it's a really interesting world in which we live.
[00:34:59.620 --> 00:34:59.620]   I think it's a really interesting world in which we live.
[00:34:59.620 --> 00:34:59.620]   I think it's a really interesting world in which we live.
[00:34:59.620 --> 00:34:59.620]   I think it's a really interesting world in which we live.
[00:34:59.620 --> 00:34:59.620]   I think it's a really interesting world in which we live.
[00:34:59.620 --> 00:34:59.620]   I think it's a really interesting world in which we live.
[00:34:59.620 --> 00:34:59.620]   I think it's a really interesting world in which we live.
[00:34:59.620 --> 00:34:59.620]   I think it's a really interesting world in which we live.
[00:34:59.620 --> 00:34:59.620]   I think it's a really interesting world in which we live.
[00:34:59.620 --> 00:34:59.620]   I think it's a really interesting world in which we live.
[00:34:59.620 --> 00:34:59.620]   I think it's a really interesting world in which we live.
[00:34:59.620 --> 00:34:59.620]   I think it's a really interesting world in which we live.
[00:34:59.620 --> 00:34:59.620]   I think it's a really interesting world in which we live.
[00:34:59.620 --> 00:34:59.620]   I think it's a really interesting world in which we live.
[00:34:59.620 --> 00:35:29.640]   I think it's a really interesting world in which we live.
[00:35:29.640 --> 00:35:29.640]   I think it's a really interesting world in which we live.
[00:35:29.640 --> 00:35:29.640]   I think it's a really interesting world in which we live.
[00:35:29.640 --> 00:35:29.640]   I think it's a really interesting world in which we live.
[00:35:29.640 --> 00:35:29.640]   I think it's a really interesting world in which we live.
[00:35:29.640 --> 00:35:29.640]   I think it's a really interesting world in which we live.
[00:35:29.640 --> 00:35:29.640]   I think it's a really interesting world in which we live.
[00:35:29.640 --> 00:35:29.640]   I think it's a really interesting world in which we live.
[00:35:29.640 --> 00:35:29.640]   I think it's a really interesting world in which we live.
[00:35:29.660 --> 00:35:59.660]   I think it's a really interesting world in which we live.
[00:35:59.660 --> 00:35:59.660]   I think it's a really interesting world in which we live.
[00:35:59.660 --> 00:35:59.660]   I think it's a really interesting world in which we live.
[00:35:59.660 --> 00:35:59.660]   I think it's a really interesting world in which we live.
[00:35:59.660 --> 00:35:59.660]   I think it's a really interesting world in which we live.
[00:35:59.660 --> 00:35:59.660]   I think it's a really interesting world in which we live.
[00:35:59.660 --> 00:35:59.660]   I think it's a really interesting world in which we live.
[00:35:59.660 --> 00:35:59.660]   I think it's a really interesting world in which we live.
[00:35:59.660 --> 00:35:59.660]   I think it's a really interesting world in which we live.
[00:35:59.660 --> 00:35:59.660]   I think it's a really interesting world in which we live.
[00:35:59.660 --> 00:35:59.660]   I think it's a really interesting world in which we live.
[00:35:59.660 --> 00:35:59.660]   I think it's a really interesting world in which we live.
[00:35:59.660 --> 00:35:59.660]   I think it's a really interesting world in which we live.
[00:35:59.660 --> 00:35:59.660]   I think it's a really interesting world in which we live.
[00:35:59.660 --> 00:36:29.680]   I think it's a really interesting world in which we live.
[00:36:29.680 --> 00:36:29.680]   I think it's a really interesting world in which we live.
[00:36:29.680 --> 00:36:29.680]   I think it's a really interesting world in which we live.
[00:36:29.680 --> 00:36:29.680]   I think it's a really interesting world in which we live.
[00:36:29.680 --> 00:36:29.680]   I think it's a really interesting world in which we live.
[00:36:29.680 --> 00:36:29.680]   I think it's a really interesting world in which we live.
[00:36:29.680 --> 00:36:29.680]   I think it's a really interesting world in which we live.
[00:36:29.680 --> 00:36:29.680]   I think it's a really interesting world in which we live.
[00:36:29.680 --> 00:36:29.680]   I think it's a really interesting world in which we live.
[00:36:29.700 --> 00:36:59.700]   I think it's a really interesting world in which we live.
[00:36:59.700 --> 00:36:59.700]   I think it's a really interesting world in which we live.
[00:36:59.700 --> 00:36:59.700]   I think it's a really interesting world in which we live.
[00:36:59.700 --> 00:36:59.700]   I think it's a really interesting world in which we live.
[00:36:59.700 --> 00:36:59.700]   I think it's a really interesting world in which we live.
[00:36:59.700 --> 00:36:59.700]   I think it's a really interesting world in which we live.
[00:36:59.700 --> 00:36:59.700]   I think it's a really interesting world in which we live.
[00:36:59.700 --> 00:36:59.700]   I think it's a really interesting world in which we live.
[00:36:59.700 --> 00:36:59.700]   I think it's a really interesting world in which we live.
[00:36:59.700 --> 00:36:59.700]   I think it's a really interesting world in which we live.
[00:36:59.700 --> 00:36:59.700]   I think it's a really interesting world in which we live.
[00:36:59.700 --> 00:36:59.700]   I think it's a really interesting world in which we live.
[00:36:59.700 --> 00:36:59.700]   I think it's a really interesting world in which we live.
[00:36:59.700 --> 00:36:59.700]   I think it's a really interesting world in which we live.
[00:36:59.700 --> 00:37:29.720]   I think it's a really interesting world in which we live.
[00:37:29.720 --> 00:37:29.720]   I think it's a really interesting world in which we live.
[00:37:29.720 --> 00:37:29.720]   I think it's a really interesting world in which we live.
[00:37:29.720 --> 00:37:29.720]   I think it's a really interesting world in which we live.
[00:37:29.720 --> 00:37:29.720]   I think it's a really interesting world in which we live.
[00:37:29.720 --> 00:37:29.720]   I think it's a really interesting world in which we live.
[00:37:29.720 --> 00:37:29.720]   I think it's a really interesting world in which we live.
[00:37:29.720 --> 00:37:29.720]   I think it's a really interesting world in which we live.
[00:37:29.720 --> 00:37:29.720]   I think it's a really interesting world in which we live.
[00:37:29.740 --> 00:37:59.740]   I think it's a really interesting world in which we live.
[00:37:59.740 --> 00:37:59.740]   I think it's a really interesting world in which we live.
[00:37:59.740 --> 00:37:59.740]   I think it's a really interesting world in which we live.
[00:37:59.740 --> 00:37:59.740]   I think it's a really interesting world in which we live.
[00:37:59.740 --> 00:37:59.740]   I think it's a really interesting world in which we live.
[00:37:59.740 --> 00:37:59.740]   I think it's a really interesting world in which we live.
[00:37:59.740 --> 00:37:59.740]   I think it's a really interesting world in which we live.
[00:37:59.740 --> 00:37:59.740]   I think it's a really interesting world in which we live.
[00:37:59.740 --> 00:37:59.740]   I think it's a really interesting world in which we live.
[00:37:59.740 --> 00:37:59.740]   I think it's a really interesting world in which we live.
[00:37:59.740 --> 00:37:59.740]   I think it's a really interesting world in which we live.
[00:37:59.740 --> 00:37:59.740]   I think it's a really interesting world in which we live.
[00:37:59.740 --> 00:37:59.740]   I think it's a really interesting world in which we live.
[00:37:59.740 --> 00:37:59.740]   I think it's a really interesting world in which we live.
[00:37:59.740 --> 00:38:29.760]   I think it's a really interesting world in which we live.
[00:38:29.760 --> 00:38:29.760]   I think it's a really interesting world in which we live.
[00:38:29.760 --> 00:38:29.760]   I think it's a really interesting world in which we live.
[00:38:29.760 --> 00:38:29.760]   I think it's a really interesting world in which we live.
[00:38:29.760 --> 00:38:29.760]   I think it's a really interesting world in which we live.
[00:38:29.760 --> 00:38:29.760]   I think it's a really interesting world in which we live.
[00:38:29.760 --> 00:38:29.760]   I think it's a really interesting world in which we live.
[00:38:29.760 --> 00:38:29.760]   I think it's a really interesting world in which we live.
[00:38:29.760 --> 00:38:29.760]   I think it's a really interesting world in which we live.
[00:38:29.760 --> 00:38:29.760]   I think it's a really interesting world in which we live.
[00:38:29.780 --> 00:38:59.780]   I think it's a really interesting world in which we live.
[00:38:59.780 --> 00:38:59.780]   I think it's a really interesting world in which we live.
[00:38:59.780 --> 00:38:59.780]   I think it's a really interesting world in which we live.
[00:38:59.780 --> 00:38:59.780]   I think it's a really interesting world in which we live.
[00:38:59.780 --> 00:38:59.780]   I think it's a really interesting world in which we live.
[00:38:59.780 --> 00:38:59.780]   I think it's a really interesting world in which we live.
[00:38:59.780 --> 00:38:59.780]   I think it's a really interesting world in which we live.
[00:38:59.780 --> 00:38:59.780]   I think it's a really interesting world in which we live.
[00:38:59.780 --> 00:38:59.780]   I think it's a really interesting world in which we live.
[00:38:59.780 --> 00:38:59.780]   I think it's a really interesting world in which we live.
[00:38:59.780 --> 00:38:59.780]   I think it's a really interesting world in which we live.
[00:38:59.780 --> 00:38:59.780]   I think it's a really interesting world in which we live.
[00:38:59.780 --> 00:38:59.780]   I think it's a really interesting world in which we live.
[00:38:59.780 --> 00:38:59.780]   I think it's a really interesting world in which we live.
[00:38:59.780 --> 00:39:29.800]   I think it's a really interesting world in which we live.
[00:39:29.800 --> 00:39:29.800]   I think it's a really interesting world in which we live.
[00:39:29.800 --> 00:39:29.800]   I think it's a really interesting world in which we live.
[00:39:29.800 --> 00:39:29.800]   I think it's a really interesting world in which we live.
[00:39:29.800 --> 00:39:29.800]   I think it's a really interesting world in which we live.
[00:39:29.800 --> 00:39:29.800]   I think it's a really interesting world in which we live.
[00:39:29.800 --> 00:39:29.800]   I think it's a really interesting world in which we live.
[00:39:29.800 --> 00:39:29.800]   I think it's a really interesting world in which we live.
[00:39:29.800 --> 00:39:29.800]   I think it's a really interesting world in which we live.
[00:39:29.820 --> 00:39:59.820]   I think it's a really interesting world in which we live.
[00:39:59.820 --> 00:39:59.820]   I think it's a really interesting world in which we live.
[00:39:59.820 --> 00:39:59.820]   I think it's a really interesting world in which we live.
[00:39:59.820 --> 00:39:59.820]   I think it's a really interesting world in which we live.
[00:39:59.820 --> 00:39:59.820]   I think it's a really interesting world in which we live.
[00:39:59.820 --> 00:39:59.820]   I think it's a really interesting world in which we live.
[00:39:59.820 --> 00:39:59.820]   I think it's a really interesting world in which we live.
[00:39:59.820 --> 00:39:59.820]   I think it's a really interesting world in which we live.
[00:39:59.820 --> 00:39:59.820]   I think it's a really interesting world in which we live.
[00:39:59.820 --> 00:39:59.820]   I think it's a really interesting world in which we live.
[00:39:59.820 --> 00:39:59.820]   I think it's a really interesting world in which we live.
[00:39:59.820 --> 00:39:59.820]   I think it's a really interesting world in which we live.
[00:39:59.820 --> 00:39:59.820]   I think it's a really interesting world in which we live.
[00:39:59.820 --> 00:39:59.820]   I think it's a really interesting world in which we live.
[00:39:59.820 --> 00:40:29.840]   I think it's a really interesting world in which we live.
[00:40:29.840 --> 00:40:29.840]   I think it's a really interesting world in which we live.
[00:40:29.840 --> 00:40:29.840]   I think it's a really interesting world in which we live.
[00:40:29.840 --> 00:40:29.840]   I think it's a really interesting world in which we live.
[00:40:29.840 --> 00:40:29.840]   I think it's a really interesting world in which we live.
[00:40:29.840 --> 00:40:29.840]   I think it's a really interesting world in which we live.
[00:40:29.840 --> 00:40:29.840]   I think it's a really interesting world in which we live.
[00:40:29.840 --> 00:40:29.840]   I think it's a really interesting world in which we live.
[00:40:29.840 --> 00:40:29.840]   I think it's a really interesting world in which we live.
[00:40:29.860 --> 00:40:59.860]   I think it's a really interesting world in which we live.
[00:40:59.860 --> 00:40:59.860]   I think it's a really interesting world in which we live.
[00:40:59.860 --> 00:40:59.860]   I think it's a really interesting world in which we live.
[00:40:59.860 --> 00:40:59.860]   I think it's a really interesting world in which we live.
[00:40:59.860 --> 00:40:59.860]   I think it's a really interesting world in which we live.
[00:40:59.860 --> 00:40:59.860]   I think it's a really interesting world in which we live.
[00:40:59.860 --> 00:40:59.860]   I think it's a really interesting world in which we live.
[00:40:59.860 --> 00:40:59.860]   I think it's a really interesting world in which we live.
[00:40:59.860 --> 00:40:59.860]   I think it's a really interesting world in which we live.
[00:40:59.860 --> 00:40:59.860]   I think it's a really interesting world in which we live.
[00:40:59.860 --> 00:40:59.860]   I think it's a really interesting world in which we live.
[00:40:59.860 --> 00:40:59.860]   I think it's a really interesting world in which we live.
[00:40:59.860 --> 00:40:59.860]   I think it's a really interesting world in which we live.
[00:40:59.860 --> 00:40:59.860]   I think it's a really interesting world in which we live.
[00:40:59.860 --> 00:41:29.880]   I think it's a really interesting world in which we live.
[00:41:29.880 --> 00:41:29.880]   I think it's a really interesting world in which we live.
[00:41:29.880 --> 00:41:29.880]   I think it's a really interesting world in which we live.
[00:41:29.880 --> 00:41:29.880]   I think it's a really interesting world in which we live.
[00:41:29.880 --> 00:41:29.880]   I think it's a really interesting world in which we live.
[00:41:29.880 --> 00:41:29.880]   I think it's a really interesting world in which we live.
[00:41:29.880 --> 00:41:29.880]   I think it's a really interesting world in which we live.
[00:41:29.880 --> 00:41:29.880]   I think it's a really interesting world in which we live.
[00:41:29.880 --> 00:41:29.880]   I think it's a really interesting world in which we live.
[00:41:29.900 --> 00:41:59.900]   I think it's a really interesting world in which we live.
[00:41:59.900 --> 00:41:59.900]   I think it's a really interesting world in which we live.
[00:41:59.900 --> 00:41:59.900]   I think it's a really interesting world in which we live.
[00:41:59.900 --> 00:41:59.900]   I think it's a really interesting world in which we live.
[00:41:59.900 --> 00:41:59.900]   I think it's a really interesting world in which we live.
[00:41:59.900 --> 00:41:59.900]   I think it's a really interesting world in which we live.
[00:41:59.900 --> 00:41:59.900]   I think it's a really interesting world in which we live.
[00:41:59.900 --> 00:41:59.900]   I think it's a really interesting world in which we live.
[00:41:59.900 --> 00:41:59.900]   I think it's a really interesting world in which we live.
[00:41:59.900 --> 00:41:59.900]   I think it's a really interesting world in which we live.
[00:41:59.900 --> 00:41:59.900]   I think it's a really interesting world in which we live.
[00:41:59.900 --> 00:41:59.900]   I think it's a really interesting world in which we live.
[00:41:59.900 --> 00:41:59.900]   I think it's a really interesting world in which we live.
[00:41:59.900 --> 00:41:59.900]   I think it's a really interesting world in which we live.
[00:41:59.900 --> 00:42:29.920]   I think it's a really interesting world in which we live.
[00:42:29.920 --> 00:42:29.920]   I think it's a really interesting world in which we live.
[00:42:29.920 --> 00:42:29.920]   I think it's a really interesting world in which we live.
[00:42:29.920 --> 00:42:29.920]   I think it's a really interesting world in which we live.
[00:42:29.920 --> 00:42:29.920]   I think it's a really interesting world in which we live.
[00:42:29.920 --> 00:42:29.920]   I think it's a really interesting world in which we live.
[00:42:29.920 --> 00:42:29.920]   I think it's a really interesting world in which we live.
[00:42:29.920 --> 00:42:29.920]   I think it's a really interesting world in which we live.
[00:42:29.920 --> 00:42:29.920]   I think it's a really interesting world in which we live.
[00:42:29.920 --> 00:42:29.920]   I think it's a really interesting world in which we live.
[00:42:29.920 --> 00:42:29.920]   I think it's a really interesting world in which we live.
[00:42:29.940 --> 00:42:59.940]   I think it's a really interesting world in which we live.
[00:42:59.940 --> 00:42:59.940]   I think it's a really interesting world in which we live.
[00:42:59.940 --> 00:42:59.940]   I think it's a really interesting world in which we live.
[00:42:59.940 --> 00:42:59.940]   I think it's a really interesting world in which we live.
[00:42:59.940 --> 00:42:59.940]   I think it's a really interesting world in which we live.
[00:42:59.940 --> 00:42:59.940]   I think it's a really interesting world in which we live.
[00:42:59.940 --> 00:42:59.940]   I think it's a really interesting world in which we live.
[00:42:59.940 --> 00:42:59.940]   I think it's a really interesting world in which we live.
[00:42:59.940 --> 00:42:59.940]   I think it's a really interesting world in which we live.
[00:42:59.940 --> 00:42:59.940]   I think it's a really interesting world in which we live.
[00:42:59.940 --> 00:42:59.940]   I think it's a really interesting world in which we live.
[00:42:59.940 --> 00:42:59.940]   I think it's a really interesting world in which we live.
[00:42:59.940 --> 00:42:59.940]   I think it's a really interesting world in which we live.
[00:42:59.940 --> 00:42:59.940]   I think it's a really interesting world in which we live.
[00:42:59.940 --> 00:43:29.960]   I think it's a really interesting world in which we live.
[00:43:29.960 --> 00:43:29.960]   I think it's a really interesting world in which we live.
[00:43:29.960 --> 00:43:29.960]   I think it's a really interesting world in which we live.
[00:43:29.960 --> 00:43:29.960]   I think it's a really interesting world in which we live.
[00:43:29.960 --> 00:43:29.960]   I think it's a really interesting world in which we live.
[00:43:29.960 --> 00:43:29.960]   I think it's a really interesting world in which we live.
[00:43:29.960 --> 00:43:29.960]   I think it's a really interesting world in which we live.
[00:43:29.960 --> 00:43:29.960]   I think it's a really interesting world in which we live.
[00:43:30.000 --> 00:43:59.980]   rendition of the world in which we live.

