
[00:00:00.040 --> 00:00:09.300]   TED
[01:10:13.940 --> 01:10:13.940]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:10:13.940 --> 01:10:13.940]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:10:13.940 --> 01:10:13.940]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:10:13.940 --> 01:10:13.940]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:10:13.940 --> 01:10:13.940]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:10:13.940 --> 01:10:13.940]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:10:13.940 --> 01:10:13.940]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:10:13.980 --> 01:10:43.960]  ,
[01:10:43.960 --> 01:10:43.960]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:10:43.960 --> 01:10:43.960]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:10:43.960 --> 01:10:43.960]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:10:43.960 --> 01:10:43.960]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:10:43.960 --> 01:10:43.960]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:10:43.960 --> 01:10:43.960]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:10:43.980 --> 01:11:13.980]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:11:13.980 --> 01:11:13.980]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:11:13.980 --> 01:11:13.980]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:11:13.980 --> 01:11:13.980]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:11:13.980 --> 01:11:13.980]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:11:13.980 --> 01:11:13.980]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:11:13.980 --> 01:11:13.980]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:11:13.980 --> 01:11:13.980]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:11:13.980 --> 01:11:13.980]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:11:13.980 --> 01:11:13.980]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:11:44.000 --> 01:11:44.000]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:11:44.000 --> 01:11:44.000]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:11:44.000 --> 01:11:44.000]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:11:44.000 --> 01:11:44.000]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:11:44.000 --> 01:11:44.000]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:11:44.000 --> 01:11:44.000]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:12:14.020 --> 01:12:14.020]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:12:14.020 --> 01:12:14.020]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:12:14.020 --> 01:12:14.020]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:12:14.020 --> 01:12:14.020]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:12:14.020 --> 01:12:14.020]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:12:14.020 --> 01:12:14.020]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:12:14.020 --> 01:12:14.020]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:12:14.020 --> 01:12:14.020]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:12:14.020 --> 01:12:14.020]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:12:14.020 --> 01:12:14.020]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:12:14.060 --> 01:12:44.040]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:12:44.040 --> 01:12:44.040]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:12:44.040 --> 01:12:44.040]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:12:44.040 --> 01:12:44.040]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:12:44.040 --> 01:12:44.040]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:12:44.060 --> 01:13:14.060]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:13:14.060 --> 01:13:14.060]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:13:14.060 --> 01:13:14.060]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:13:14.060 --> 01:13:14.060]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:13:14.060 --> 01:13:14.060]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:13:14.060 --> 01:13:14.060]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:13:14.060 --> 01:13:14.060]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:13:14.060 --> 01:13:14.060]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:13:14.060 --> 01:13:14.060]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:13:14.060 --> 01:13:14.060]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:13:14.060 --> 01:13:44.080]  ,
[01:13:44.080 --> 01:13:44.080]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:13:44.080 --> 01:13:44.080]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:13:44.080 --> 01:13:44.080]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:13:44.080 --> 01:13:44.080]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:13:44.100 --> 01:14:14.100]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:14:14.100 --> 01:14:14.100]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:14:14.100 --> 01:14:14.100]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:14:14.100 --> 01:14:14.100]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:14:14.100 --> 01:14:14.100]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:14:14.100 --> 01:14:14.100]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:14:14.100 --> 01:14:14.100]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:14:14.100 --> 01:14:14.100]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:14:14.100 --> 01:14:14.100]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:14:14.100 --> 01:14:14.100]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:14:14.140 --> 01:14:44.120]  ,
[01:14:44.120 --> 01:14:44.120]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:14:44.120 --> 01:14:44.120]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:14:44.120 --> 01:14:44.120]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:14:44.120 --> 01:14:44.120]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:14:44.120 --> 01:14:44.120]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:14:44.140 --> 01:15:14.140]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:15:14.140 --> 01:15:14.140]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:15:14.140 --> 01:15:14.140]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:15:14.140 --> 01:15:14.140]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:15:14.140 --> 01:15:14.140]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:15:14.140 --> 01:15:14.140]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:15:14.140 --> 01:15:14.140]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:15:14.140 --> 01:15:14.140]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:15:14.140 --> 01:15:14.140]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:15:14.140 --> 01:15:14.140]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:15:14.180 --> 01:15:44.160]  ,
[01:15:44.160 --> 01:15:44.160]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:15:44.160 --> 01:15:44.160]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:15:44.160 --> 01:15:44.160]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:15:44.160 --> 01:15:44.160]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:15:44.160 --> 01:15:44.160]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:15:44.160 --> 01:15:44.160]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:15:44.180 --> 01:16:14.180]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:16:14.180 --> 01:16:14.180]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:16:14.180 --> 01:16:14.180]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:16:14.180 --> 01:16:14.180]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:16:14.180 --> 01:16:14.180]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:16:14.180 --> 01:16:14.180]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:16:14.180 --> 01:16:14.180]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:16:14.180 --> 01:16:14.180]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:16:14.180 --> 01:16:14.180]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:16:14.180 --> 01:16:14.180]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:16:14.220 --> 01:16:44.200]  ,
[01:16:44.200 --> 01:16:44.200]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:16:44.200 --> 01:16:44.200]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:16:44.200 --> 01:16:44.200]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:16:44.200 --> 01:16:44.200]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:16:44.200 --> 01:16:44.200]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:16:44.220 --> 01:17:14.220]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:17:14.220 --> 01:17:14.220]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:17:14.220 --> 01:17:14.220]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:17:14.220 --> 01:17:14.220]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:17:14.220 --> 01:17:14.220]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:17:14.220 --> 01:17:14.220]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:17:14.220 --> 01:17:14.220]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:17:14.220 --> 01:17:14.220]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:17:14.220 --> 01:17:14.220]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:17:14.220 --> 01:17:14.220]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:17:14.260 --> 01:17:44.240]  ,
[01:17:44.240 --> 01:17:44.240]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:17:44.240 --> 01:17:44.240]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:17:44.240 --> 01:17:44.240]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:17:44.240 --> 01:17:44.240]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:17:44.240 --> 01:17:44.240]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:17:44.240 --> 01:17:44.240]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:17:44.260 --> 01:18:14.260]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:18:14.260 --> 01:18:14.260]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:18:14.260 --> 01:18:14.260]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:18:14.260 --> 01:18:14.260]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:18:14.260 --> 01:18:14.260]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:18:14.260 --> 01:18:14.260]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:18:14.260 --> 01:18:14.260]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:18:14.260 --> 01:18:14.260]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:18:14.260 --> 01:18:14.260]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:18:14.260 --> 01:18:14.260]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:18:14.300 --> 01:18:44.280]  ,
[01:18:44.280 --> 01:18:44.280]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:18:44.280 --> 01:18:44.280]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:18:44.280 --> 01:18:44.280]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:18:44.280 --> 01:18:44.280]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:18:44.280 --> 01:18:44.280]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:18:44.280 --> 01:18:44.280]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:18:44.300 --> 01:19:14.300]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:19:14.300 --> 01:19:14.300]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:19:14.300 --> 01:19:14.300]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:19:14.300 --> 01:19:14.300]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:19:14.300 --> 01:19:14.300]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:19:14.300 --> 01:19:14.300]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:19:14.300 --> 01:19:14.300]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:19:14.300 --> 01:19:14.300]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:19:14.300 --> 01:19:14.300]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:19:14.300 --> 01:19:14.300]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:19:14.340 --> 01:19:44.320]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:19:44.320 --> 01:19:44.320]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:19:44.320 --> 01:19:44.320]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:19:44.320 --> 01:19:44.320]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:19:44.320 --> 01:19:44.320]   I'd say the single thing that I'm really interested in is how do you make guns?
[01:19:44.340 --> 01:20:14.340]   What gave you the guts to try to think through this?
[01:20:14.340 --> 01:20:14.340]   What gave you the guts to try to think through this?
[01:20:14.340 --> 01:20:14.340]   From a digital fabrication perspective actually,
[01:20:14.340 --> 01:20:14.340]   How to leap from one to the other.
[01:20:14.340 --> 01:20:14.340]   I wouldn't call it guts, I would call it collaboration.
[01:20:14.340 --> 01:20:14.340]   So at IBM there was this amazing group of like,
[01:20:14.340 --> 01:20:14.340]   I mentioned Charlie Bennett and David DiVincenzo and Ralph Landauer and Nabeel Amir and these were all gods of thinking about physics and computing.
[01:20:14.340 --> 01:20:14.340]   So at IBM there was this amazing group of like,
[01:20:14.340 --> 01:20:14.340]   I mentioned Charlie Bennett and David DiVincenzo and Ralph Landauer and Nabeel Amir and these were all gods of thinking about physics and computing.
[01:20:14.340 --> 01:20:14.340]   So at IBM there was this amazing group of like,
[01:20:14.340 --> 01:20:14.340]   I mentioned Charlie Bennett and David DiVincenzo and Ralph Landauer and Nabeel Amir and these were all gods of thinking about physics and computing.
[01:20:14.380 --> 01:20:44.360]   I yelled at the whole computer industry being based on a fiction metropolis,
[01:20:44.360 --> 01:20:44.360]   Programmers frolicking in the garden while somebody moves levers in the basement. There's a complete parallel history of Maxwell to Boltzmann to Zillard to Landauer to Bennett. Most people won't know most of these names, but this whole parallel history thinking deeply about how computation and physics relate to the computer.
[01:20:44.380 --> 01:20:48.720]   So I was collaborating with that whole group of people.
[01:20:48.720 --> 01:20:53.360]   And then at MIT, I was in this high traffic environment.
[01:20:53.360 --> 01:20:57.700]   I wasn't deeply inspired to think about better ways to detect shoplifting tags,
[01:20:57.700 --> 01:21:02.700]   but stumbled across companies that needed help with that and was thinking about it.
[01:21:02.700 --> 01:21:05.200]   And then I realized those two worlds intersected
[01:21:05.200 --> 01:21:09.880]   and we could use the failed approach for the shoplifting tags
[01:21:09.880 --> 01:21:14.380]   to make early quantum computing algorithms.
[01:21:14.380 --> 01:21:14.380]   DENIS GARBOUD: Yeah.
[01:21:14.380 --> 01:21:14.380]   DENIS GARBOUD: Yeah.
[01:21:14.380 --> 01:21:14.380]   DENIS GARBOUD: Yeah.
[01:21:14.380 --> 01:21:14.380]   DENIS GARBOUD: Yeah.
[01:21:14.380 --> 01:21:14.380]   DENIS GARBOUD: Yeah.
[01:21:14.380 --> 01:21:14.380]   DENIS GARBOUD: Yeah.
[01:21:14.380 --> 01:21:14.380]   DENIS GARBOUD: Yeah.
[01:21:14.380 --> 01:21:14.380]   DENIS GARBOUD: Yeah.
[01:21:14.380 --> 01:21:14.380]   DENIS GARBOUD: Yeah.
[01:21:14.380 --> 01:21:44.400]   DENIS GARBOUD: Yeah.
[01:21:44.400 --> 01:21:44.400]   DENIS GARBOUD: Yeah.
[01:21:44.400 --> 01:21:44.400]   DENIS GARBOUD: Yeah.
[01:21:44.400 --> 01:21:44.400]   DENIS GARBOUD: Yeah.
[01:21:44.400 --> 01:21:44.400]   DENIS GARBOUD: Yeah.
[01:21:44.400 --> 01:21:44.400]   DENIS GARBOUD: Yeah.
[01:21:44.400 --> 01:21:44.400]   DENIS GARBOUD: Yeah.
[01:21:44.400 --> 01:21:44.400]   DENIS GARBOUD: Yeah. DENIS GARBOUD: Yeah.
[01:21:44.420 --> 01:22:14.420]   DENIS GARBOUD: Yeah.
[01:22:14.420 --> 01:22:14.420]   DENIS GARBOUD: Yeah.
[01:22:14.420 --> 01:22:14.420]   DENIS GARBOUD: Yeah.
[01:22:14.420 --> 01:22:14.420]   DENIS GARBOUD: Yeah.
[01:22:14.420 --> 01:22:14.420]   DENIS GARBOUD: Yeah.
[01:22:14.420 --> 01:22:14.420]   DENIS GARBOUD: Yeah.
[01:22:14.420 --> 01:22:14.420]   DENIS GARBOUD: Yeah.
[01:22:14.420 --> 01:22:14.420]   DENIS GARBOUD: Yeah.
[01:22:14.420 --> 01:22:14.420]   DENIS GARBOUD: Yeah.
[01:22:14.420 --> 01:22:14.420]   DENIS GARBOUD: Yeah.
[01:22:14.420 --> 01:22:14.420]   DENIS GARBOUD: Yeah.
[01:22:14.420 --> 01:22:14.420]   DENIS GARBOUD: Yeah.
[01:22:14.420 --> 01:22:14.420]   DENIS GARBOUD: Yeah.
[01:22:14.420 --> 01:22:14.420]   DENIS GARBOUD: Yeah.
[01:22:14.420 --> 01:22:14.420]   DENIS GARBOUD: Yeah.
[01:22:14.420 --> 01:22:14.420]   DENIS GARBOUD: Yeah.
[01:22:14.460 --> 01:22:24.740]  網
[01:22:24.740 --> 01:22:33.580]   gat, is. continue to make
[01:22:33.580 --> 01:22:42.180]   plus
[01:22:43.100 --> 01:22:49.440]   in
[01:22:49.440 --> 01:22:54.000]   part in as
[01:22:54.000 --> 01:23:01.260]   be all g Sh S Gав boost at, and,.,,,,., watch one like andough at even over and like and onガ program as notannah�, is, doll, makers, crack, Catherine, mesures, barrier,,,,,,,,,,,,,,,,,,,,,,,,,,,, going to conduct a機
[01:23:01.260 --> 01:23:12.360]   Dia Listening Br encourage E went all Shoo 16其 compos II introduced highяли 24 Nobody seems 112 gamer de視
[01:23:12.460 --> 01:23:22.080]  �
[01:25:34.080 --> 01:25:41.520]  , what is the geometry of the protein? What is the geometry of the protein? What does fabrication biology look like? Why is geometry important?
[01:25:41.520 --> 01:26:02.320]   So, molecular biology is dominated by geometry. That's why the protein folding is so important, that the geometry gives the function. And there's this hierarchical construction of as you go through primary, secondary, tertiary, quaternary, the shapes of the molecules make the shape of the protein.
[01:26:02.320 --> 01:26:02.900]   Okay.
[01:26:02.900 --> 01:26:03.400]   Okay.
[01:26:03.400 --> 01:26:03.900]   Okay.
[01:26:03.920 --> 01:26:19.680]   Okay. So, the shape of the molecular machines, and they really are exquisite machines. If you look at how your muscles move, if you were to see a simulation of it, it would look like a improbable science fiction cyborg world of these little walking robots that walk on a discrete lattice. They're really exquisite machines. And then from there, there's this whole hierarchical stack of once you get to the top of that, you then start making organelles, and then you start making the
[01:26:19.680 --> 01:26:20.060]   Okay.
[01:26:20.060 --> 01:26:32.680]   Okay.
[01:26:32.680 --> 01:26:32.980]   Okay.
[01:26:32.980 --> 01:26:33.280]   Okay.
[01:26:33.280 --> 01:26:33.600]   Okay.
[01:26:33.600 --> 01:26:33.900]   Okay.
[01:26:34.040 --> 01:27:03.900]  ,
[01:27:03.900 --> 01:27:03.920]   Okay.
[01:27:03.920 --> 01:27:03.920]   Okay.
[01:27:03.920 --> 01:27:03.920]   Okay.
[01:27:03.920 --> 01:27:03.920]   Okay.
[01:27:03.920 --> 01:27:03.920]   Okay.
[01:27:03.920 --> 01:27:03.920]   Okay.
[01:27:03.920 --> 01:27:03.920]   Okay.
[01:27:03.920 --> 01:27:33.940]   Okay.
[01:27:33.940 --> 01:27:33.940]   Okay.
[01:27:33.940 --> 01:27:33.940]   Okay.
[01:27:33.940 --> 01:27:33.940]   Okay.
[01:27:33.980 --> 01:27:41.040]   respect
[01:27:41.040 --> 01:27:45.280]   be a over
[01:27:45.280 --> 01:28:00.200]   Unlike Bas now, and, rows,tschaft,相,
[01:28:02.760 --> 01:28:13.020]   where, right now, in this room, we're surrounded by molecules, and they run at different velocities.
[01:28:13.020 --> 01:28:21.020]   Imagine a container that has a wall, and it's got gas on both sides, and a little door.
[01:28:21.020 --> 01:28:31.020]   And if the door is a molecular-sized creature, and it could watch the molecules coming, and when a fast molecule is coming, it opens the door.
[01:28:31.020 --> 01:28:31.540]   When a slow molecule is coming, it opens the door.
[01:28:31.540 --> 01:28:31.540]   When a slow molecule is coming, it opens the door.
[01:28:31.540 --> 01:28:31.540]   When a slow molecule is coming, it opens the door.
[01:28:31.540 --> 01:28:31.540]   When a slow molecule is coming, it opens the door.
[01:28:31.540 --> 01:28:31.540]   When a slow molecule is coming, it opens the door.
[01:28:31.540 --> 01:28:31.540]   When a slow molecule is coming, it opens the door.
[01:28:31.540 --> 01:28:31.540]   When a slow molecule is coming, it opens the door.
[01:28:31.540 --> 01:28:31.540]   When a slow molecule is coming, it opens the door.
[01:28:31.540 --> 01:28:31.540]   When a slow molecule is coming, it opens the door.
[01:28:32.240 --> 01:29:00.340]  ,
[01:29:00.340 --> 01:29:00.340]   After it does that for a while, one side is hot, one is cold.
[01:29:00.340 --> 01:29:00.380]   After it does that for a while, one side is hot, one is cold.
[01:29:00.380 --> 01:29:00.420]   When something is hot and is cold, you can make an engine.
[01:29:00.420 --> 01:29:00.540]   And so you close that, you make an engine and you make energy.
[01:29:00.540 --> 01:29:00.580]   And so you close that, you make an engine and you make energy.
[01:29:00.580 --> 01:29:00.740]   So the demon is violating thermodynamics, because it's never touching the molecule.
[01:29:00.740 --> 01:29:00.740]   Yet, by just opening and closing the door, it can make arbitrary amounts of energy.
[01:29:00.740 --> 01:29:00.780]   And so, by just opening and closing the door, it can make arbitrary amounts of energy.
[01:29:00.780 --> 01:29:01.540]   And so, by just opening and closing the door, it can make arbitrary amounts of energy.
[01:29:01.560 --> 01:29:03.580]   And power a machine.
[01:29:03.580 --> 01:29:05.420]   And in thermodynamics, you can't do that.
[01:29:05.420 --> 01:29:09.420]   So that's Maxwell's demon.
[01:29:09.420 --> 01:29:14.420]   That problem is connected to everything we just spoke about for the last few hours.
[01:29:14.420 --> 01:29:14.420]   So Leo Szilard, around early 1900s, was a deep physicist who then had a lot to do with also postwar antinuclear power.
[01:29:14.420 --> 01:29:31.540]   So Leo Szilard, around early 1900s, was a deep physicist who then had a lot to do with also postwar antinuclear power.
[01:29:31.540 --> 01:29:31.540]   And so, by just opening and closing the door, it can make arbitrary amounts of energy.
[01:29:31.540 --> 01:29:31.540]   And so, by just opening and closing the door, it can make arbitrary amounts of energy.
[01:29:31.540 --> 01:29:31.540]   And so, by just opening and closing the door, it can make arbitrary amounts of energy.
[01:29:31.540 --> 01:29:31.540]   And so, by just opening and closing the door, it can make arbitrary amounts of energy.
[01:29:31.580 --> 01:30:01.540]  , And so, by just opening and closing the door, it can make arbitrary amounts of energy.
[01:30:01.540 --> 01:30:01.540]   And so, by just opening and closing the door, it can make arbitrary amounts of energy.
[01:30:01.540 --> 01:30:01.540]   And so, by just opening and closing the door, it can make arbitrary amounts of energy.
[01:30:01.540 --> 01:30:01.540]   And so, by just opening and closing the door, it can make arbitrary amounts of energy.
[01:30:01.540 --> 01:30:01.540]   And so, by just opening and closing the door, it can make arbitrary amounts of energy.
[01:30:01.540 --> 01:30:01.540]   And so, by just opening and closing the door, it can make arbitrary amounts of energy.
[01:30:01.540 --> 01:30:01.540]   And so, by just opening and closing the door, it can make arbitrary amounts of energy.
[01:30:01.540 --> 01:30:01.540]   And so, by just opening and closing the door, it can make arbitrary amounts of energy.
[01:30:01.560 --> 01:30:01.640]   And so, by just opening and closing the door, it can make arbitrary amounts of energy.
[01:30:01.640 --> 01:30:01.680]   And so, by just opening and closing the door, it can make arbitrary amounts of energy.
[01:30:01.680 --> 01:30:01.680]   And so, by just opening and closing the door, it can make arbitrary amounts of energy.
[01:30:01.680 --> 01:30:06.680]   The energy in the demon looking at the molecule, or the energy to open and close the door, and nothing ever made sense.
[01:30:06.680 --> 01:30:06.740]   The energy in the demon looking at the molecule, or the energy to open and close the door, and nothing ever made sense.
[01:30:06.740 --> 01:30:10.680]   The energy in the demon looking at the molecule, or the energy to open and close the door, and nothing ever made sense.
[01:30:10.680 --> 01:30:10.680]   Finally, Rolf Landauer, one of the colleagues I mentioned at IBM, finally solved the problem.
[01:30:10.680 --> 01:30:15.280]   Finally, Rolf Landauer, one of the colleagues I mentioned at IBM, finally solved the problem.
[01:30:15.280 --> 01:30:19.240]   Finally, Rolf Landauer, one of the colleagues I mentioned at IBM, finally solved the problem.
[01:30:19.240 --> 01:30:39.320]  ,
[01:30:39.320 --> 01:30:49.240]   But when the demon forgets, then you can't run it backwards, and that's where you get dissipation.
[01:30:49.240 --> 01:30:49.240]   But when the demon forgets, then you can't run it backwards, and that's where you get dissipation.
[01:30:49.240 --> 01:30:49.240]   But when the demon forgets, then you can't run it backwards, and that's where you get dissipation.
[01:30:49.240 --> 01:30:49.240]   But when the demon forgets, then you can't run it backwards, and that's where you get dissipation.
[01:30:49.240 --> 01:30:49.240]   But when the demon forgets, then you can't run it backwards, and that's where you get dissipation.
[01:30:49.240 --> 01:30:49.240]   But when the demon forgets, then you can't run it backwards, and that's where you get dissipation.
[01:30:49.240 --> 01:30:49.240]   But when the demon forgets, then you can't run it backwards, and that's where you get dissipation.
[01:30:49.260 --> 01:31:03.320]   at IBM, then shocked Rolf by showing you can compute with arbitrarily low energy.
[01:31:03.320 --> 01:31:10.160]   at IBM, then shocked Rolf by showing you can compute with arbitrarily low energy.
[01:31:10.160 --> 01:31:19.240]   So one of the things that's not well covered is that the big computers used for big machine learning that you can use to do the math, is not as good as the big computers used for big machine learning that you can use to do the math, is not as good as the big computers used for big machine learning that you can use to do the math.
[01:31:19.240 --> 01:31:19.240]   The big computers used for big machine learning that you can use to do the math, is not as good as the big computers used for big machine learning that you can use to do the math.
[01:31:19.240 --> 01:31:19.240]   The big computers used for big machine learning that you can use to do the math.
[01:31:19.240 --> 01:31:19.240]   The big computers used for big machine learning that you can't do the math.
[01:31:19.240 --> 01:31:19.240]   The big computers used for big machine learning that you can't do the math.
[01:31:19.280 --> 01:31:49.240]  ,
[01:31:49.240 --> 01:31:49.240]   and the big computers used for big machine learning that you can't do the math.
[01:31:49.240 --> 01:31:49.240]   The big computers used for big machine learning that you can't do the math.
[01:31:49.240 --> 01:31:49.240]   The big computers used for big machine learning that you can't do the math.
