
[00:00:00.040 --> 00:00:09.420]   disproportionately
[01:20:34.880 --> 01:20:34.880]   Yeah. I deeply regret not having been able to express what is in my heart.
[01:20:34.880 --> 01:20:34.880]   Yeah. I deeply regret not having been able to express what is in my heart.
[01:20:34.880 --> 01:20:34.880]   Yeah. I deeply regret not having been able to express what is in my heart.
[01:20:34.900 --> 01:21:04.900]   Yeah. I deeply regret not having been able to express what is in my heart.
[01:21:04.900 --> 01:21:04.900]   Yeah. I deeply regret not having been able to express what is in my heart.
[01:21:04.900 --> 01:21:04.900]   Yeah. I deeply regret not having been able to express what is in my heart.
[01:21:04.900 --> 01:21:04.900]   Yeah. I deeply regret not having been able to express what is in my heart.
[01:21:04.900 --> 01:21:04.900]   Yeah. I deeply regret not having been able to express what is in my heart.
[01:21:04.900 --> 01:21:04.900]   Yeah. I deeply regret not having been able to express what is in my heart.
[01:21:04.900 --> 01:21:04.900]   Yeah. I deeply regret not having been able to express what is in my heart.
[01:21:04.900 --> 01:21:04.900]   Yeah. I deeply regret not having been able to express what is in my heart.
[01:21:04.900 --> 01:21:04.900]   Yeah. I deeply regret not having been able to express what is in my heart.
[01:21:04.900 --> 01:21:04.900]   Yeah. I deeply regret not having been able to express what is in my heart.
[01:21:04.900 --> 01:21:04.900]   Yeah. I deeply regret not having been able to express what is in my heart.
[01:21:04.900 --> 01:21:04.920]   a distinction between those ways of being. I also think that another kind of way of being or a modality of being that I found helpful is Victor Franklin's book, The
[01:21:34.960 --> 01:21:46.100]   were
[01:21:46.100 --> 01:21:49.260]   cannot, Et I A el did in the reason Shh
[01:21:49.260 --> 01:22:04.940]  , And,對啊, see the� the watch theGA the33 theChrist değer Looking at the el inch very in the pathetic Br измен cup for good and a Hong of cor З實 for vari jeg geri variable أي in the Az, and Schon該 about 52 Что邊 R. And, Z jeunesha, and, LI, and, And, and, well, and, . .But, .�, .F, .In, . Toronto, .F, .兩個,--. @, ., ., ., ., ., ., ., .,-- ., .,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .,,,,, Только like, say, into the Also, no either explore the gave the Marker like a even just
[01:22:04.960 --> 01:22:14.040]   expectations and the perception you you are elevated to this really special yes,
[01:22:14.040 --> 01:22:34.960]   spiritual, but definitely very, very creative plane where you you can sort of start a new look at the world through the lens of a bacterium or a robot or it or you know, or look at ecology through the lens of chemistry and look at chemistry through the lens of robotics and look at robotics through the lens of,
[01:22:35.000 --> 01:22:43.000]  這一,
[01:22:43.000 --> 01:22:54.100]   understand the thing was
[01:22:54.100 --> 01:23:01.680]   nhân
[01:23:01.680 --> 01:23:03.600]   all w景 Go I be that is the co. And. And, and, and, and, and, and, and, and, and, and, and, and, .. Bar. I, our,. I, 있 З.,.,朝autre В. impose效. 지 Ronald resideожд invest待 receive vie
[01:23:03.700 --> 01:23:09.700]   over
[01:23:09.700 --> 01:23:17.900]   Lo Let the,,,,
[01:24:24.880 --> 01:24:51.900]  venes And do I have mornings when I wake up and ask myself what the hell am I doing? Yes, I have those mornings. What do you do those mornings? By the way, I embrace them. And I find gratitude and I say to myself, Thank goodness, I, I'm so lucky to, you know, to have the the the ability to be frustrated in this way. So I really, really embrace these frustrations. And I
[01:24:51.940 --> 01:24:54.960]   Ling
[01:24:54.960 --> 01:25:03.320]   for the –
[01:25:03.320 --> 01:25:20.800]   Hil G I li of uh Можно
[01:25:21.540 --> 01:25:44.820]  programmer: What role does imperfection play in our conception of beauty? What role does imperfection play in nature? There's a Japanese aesthetics concept of wabi-sabi which basically embraces imperfection. Nothing lasts, nothing is finished, and nothing is perfect. What do you think of that?
[01:25:44.820 --> 01:25:50.400]   I totally agree that change is the only permanence, that
[01:25:50.400 --> 01:25:51.100]   -
[01:25:51.100 --> 01:25:51.100]   - - -
[01:25:51.120 --> 01:26:21.000]  ,
[01:26:21.000 --> 01:26:21.120]   - -
[01:26:21.140 --> 01:26:51.140]  ,
[01:26:51.280 --> 01:27:21.160]   and to imperfection. So I think it is necessary for something beautiful to be imperfect and it is a sign of nature because nothing in nature is perfect.
[01:27:21.160 --> 01:27:21.160]   What about human relations? You mentioned finding love. Are the flaws in humans, imperfection in humans a component of love? Like what role do you think the flaws play?
[01:27:21.200 --> 01:27:21.200]  , - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - . the flaws are a sign of vulnerability, but the flaws are signs of the same. The
[01:27:21.200 --> 01:27:21.200]   is a sign of the same. The
[01:27:49.880 --> 01:27:49.900]   is a sign of the same. The
[01:27:49.900 --> 01:27:54.900]   of those vulnerabilities.
[01:27:54.900 --> 01:27:54.980]   of those vulnerabilities.
[01:27:54.980 --> 01:27:57.900]   of those vulnerabilities. And I think love is very,
[01:27:57.900 --> 01:27:57.960]   And I think love is very,
[01:27:57.960 --> 01:27:59.900]   And I think love is very, very gentle, right?
[01:27:59.900 --> 01:27:59.960]   very gentle, right?
[01:27:59.960 --> 01:28:01.900]   very gentle, right? Love, with Bill we often talk
[01:28:01.900 --> 01:28:01.960]   Love, with Bill we often talk
[01:28:01.960 --> 01:28:03.900]   Love, with Bill we often talk about between the two of us
[01:28:03.900 --> 01:28:03.960]   about between the two of us
[01:28:03.960 --> 01:28:05.900]   about between the two of us about what drives all human
[01:28:05.900 --> 01:28:05.960]   about what drives all human
[01:28:05.960 --> 01:28:06.900]   about what drives all human behavior.
[01:28:06.900 --> 01:28:06.960]   behavior.
[01:28:06.960 --> 01:28:08.900]   behavior. And for him it's incentive,
[01:28:08.900 --> 01:28:08.900]   And for him it's incentive,
[01:28:08.900 --> 01:28:10.900]   And for him it's incentive, as you might expect.
[01:28:10.900 --> 01:28:10.960]   as you might expect.
[01:28:10.960 --> 01:28:11.900]   as you might expect. And he will repeat this
[01:28:11.900 --> 01:28:11.960]   And he will repeat this
[01:28:11.960 --> 01:28:12.900]   And he will repeat this sentence to me, incentive drives
[01:28:13.700 --> 01:28:37.940]   sentence to me, incentive drives drives drives
[01:28:37.940 --> 01:28:38.940]   sentence to me, incentive drives drives all human behavior.
[01:28:38.940 --> 01:28:39.000]   all human behavior.
[01:28:39.000 --> 01:28:40.940]   all human behavior. But I would say to me it's
[01:28:40.940 --> 01:28:41.000]   But I would say to me it's
[01:28:41.000 --> 01:28:41.940]   But I would say to me it's love, very much so.
[01:28:41.940 --> 01:28:42.000]   love, very much so.
[01:28:42.000 --> 01:28:42.940]   love, very much so. And I think flaws are part of
[01:28:42.940 --> 01:28:42.940]   And I think flaws are part of that.
[01:28:42.940 --> 01:28:42.940]   And I think flaws are part of that. Because flaws are a sign of that vulnerability.
[01:28:42.940 --> 01:28:42.940]   Because flaws are a sign of that vulnerability.
[01:28:42.960 --> 01:28:46.980]   And vulnerability enables connection.
[01:28:46.980 --> 01:28:47.980]   And vulnerability enables connection. The connection is the glue.
[01:28:47.980 --> 01:28:47.980]   The connection is the glue.
[01:28:47.980 --> 01:28:49.980]   The connection is the glue. And that connection enables
[01:28:49.980 --> 01:28:49.980]   And that connection enables
[01:28:49.980 --> 01:28:51.980]   And that connection enables accessing a higher ground as a
[01:28:51.980 --> 01:28:52.020]   accessing a higher ground as a
[01:28:52.020 --> 01:28:53.980]   accessing a higher ground as a community as opposed to an
[01:28:53.980 --> 01:28:54.020]   community as opposed to an
[01:28:54.020 --> 01:28:54.980]   community as opposed to an individual.
[01:28:54.980 --> 01:28:55.040]   individual.
[01:28:55.040 --> 01:28:56.980]   individual. So if there is a society of the
[01:28:56.980 --> 01:28:57.020]   So if there is a society of the
[01:28:57.020 --> 01:28:58.980]   So if there is a society of the mind or if there are higher levels
[01:28:58.980 --> 01:28:59.040]   mind or if there are higher levels
[01:28:59.040 --> 01:29:01.980]   mind or if there are higher levels of awareness that can be accessed
[01:29:01.980 --> 01:29:02.020]   of awareness that can be accessed
[01:29:02.020 --> 01:29:04.980]   of awareness that can be accessed in community as opposed to,
[01:29:04.980 --> 01:29:05.020]   in community as opposed to,
[01:29:05.020 --> 01:29:06.980]   in community as opposed to, again going to the silkworm,
[01:29:07.780 --> 01:29:32.020]  , again going to the silkworm,
[01:29:32.020 --> 01:29:33.020]   again going to the silkworm, and that is the way that we
[01:29:33.020 --> 01:29:33.080]   and that is the way that we
[01:29:33.080 --> 01:29:34.020]   and that is the way that we can connect with each other.
[01:29:34.020 --> 01:29:34.020]   can connect with each other.
[01:29:34.020 --> 01:29:35.020]   can connect with each other. And that is the way that we
[01:29:35.020 --> 01:29:35.020]   And that is the way that we
[01:29:35.020 --> 01:29:36.020]   And that is the way that we can connect with each other.
[01:29:36.020 --> 01:29:36.020]   can connect with each other.
[01:29:36.020 --> 01:29:37.020]   can connect with each other. And that is the way that we
[01:29:37.020 --> 01:29:37.020]   And that is the way that we can connect with each other.
[01:29:37.020 --> 01:29:37.020]   And that is the way that we can connect with each other.
[01:29:37.020 --> 01:29:37.020]   And that is the way that we can connect with each other.
[01:29:37.020 --> 01:29:37.020]   And that is the way that we can connect with each other. And that is the way that we can connect with each other.
[01:29:37.040 --> 01:29:46.060]   Maybe love is the leap into that vulnerability.
[01:29:46.060 --> 01:29:47.060]   Maybe love is the leap into that vulnerability.
[01:29:47.060 --> 01:29:48.060]   Maybe love is the leap into that vulnerability. And I think yes.
[01:29:48.060 --> 01:29:48.060]   And I think yes.
[01:29:48.060 --> 01:29:49.060]   And I think yes. I think a flaw, think about it,
[01:29:49.060 --> 01:29:49.100]   I think a flaw, think about it,
[01:29:49.100 --> 01:29:51.060]   I think a flaw, think about it, like physically, I'm thinking about
[01:29:51.060 --> 01:29:51.100]   like physically, I'm thinking about
[01:29:51.100 --> 01:29:52.060]   like physically, I'm thinking about a brick that's flawed.
[01:29:52.060 --> 01:29:52.060]   a brick that's flawed.
[01:29:52.060 --> 01:29:55.060]   a brick that's flawed. But in a way the, the,
[01:29:55.060 --> 01:29:56.060]   But in a way the, the, the, the, the, the, I think of a flaw is an
[01:29:56.060 --> 01:29:57.060]   I think of a flaw is an increased surface area.
[01:29:57.060 --> 01:29:57.060]   I think of a flaw is an increased surface area.
[01:29:57.060 --> 01:29:58.060]   I think of a flaw is an increased surface area.
[01:29:58.060 --> 01:30:01.060]   God, that's a good line.
[01:30:01.100 --> 01:30:26.100]   God, that's a good line.
[01:30:26.100 --> 01:30:27.100]   God, that's a good line.
[01:30:27.100 --> 01:30:28.100]   Right, a surface area that's
[01:30:28.100 --> 01:30:29.100]   Right, a surface area that's
[01:30:29.100 --> 01:30:30.100]   Right, a surface area that's physically or emotionally,
[01:30:30.100 --> 01:30:30.100]   physically or emotionally,
[01:30:30.100 --> 01:30:31.100]   Right, a surface area that's physically or emotionally, right?
[01:30:31.100 --> 01:30:31.100]   Right, a surface area that's physically or emotionally, right?
[01:30:31.100 --> 01:30:31.100]   Right, a surface area that's physically or emotionally, right?
[01:30:31.100 --> 01:30:31.100]   Right, a surface area that's physically or emotionally, right?
[01:30:31.100 --> 01:30:31.100]   I think of it as accessing this additional dimension of surface area that could be used for good or bad, right? To connect, to communicate, to collaborate, to collaborate.
[01:30:31.120 --> 01:30:37.140]   It makes me think of that quote from this incredible movie I've watched years ago.
[01:30:37.140 --> 01:30:38.140]   It makes me think of that quote from this incredible movie I've watched years ago.
[01:30:38.140 --> 01:30:39.140]   It makes me think of that quote from this incredible movie I've watched years ago.
[01:30:39.140 --> 01:30:40.140]   Particle Fever, I think it was called.
[01:30:40.140 --> 01:30:41.140]   Particle Fever, I think it was called.
[01:30:41.140 --> 01:30:42.140]   Particle Fever, I think it was called.
[01:30:42.140 --> 01:30:43.140]   A documentary about the Large Hydron Collider.
[01:30:43.140 --> 01:30:44.140]   A documentary about the Large Hydron Collider.
[01:30:44.140 --> 01:30:45.140]   A documentary about the Large Hydron Collider.
[01:30:45.140 --> 01:30:46.140]   It's an incredible film, where they talk about the things that are least important for our survival are the things that make us human.
[01:30:46.140 --> 01:30:47.140]   It's an incredible film, where they talk about the things that are least important for our survival are the things that make us human.
[01:30:48.040 --> 01:31:04.180]  -
[01:31:04.180 --> 01:31:05.180]   Like the pure romantic act or the notion of...
[01:31:05.180 --> 01:31:06.180]   Like the pure romantic act or the notion of...
[01:31:06.180 --> 01:31:07.180]   Like the pure romantic act or the notion of...
[01:31:07.180 --> 01:31:08.180]   And Viktor Frankl talks about that too.
[01:31:08.180 --> 01:31:09.180]   And Viktor Frankl talks about that too.
[01:31:09.180 --> 01:31:10.180]   He talks about feeling the sun on his arms as he is working the soil in 2 degrees Fahrenheit without clothes.
[01:31:10.180 --> 01:31:11.180]   He talks about feeling the sun on his arms as he is working the soil in 2 degrees Fahrenheit without clothes.
[01:31:11.180 --> 01:31:12.180]   He talks about feeling the sun on his arms as he is working the soil in 2 degrees Fahrenheit without clothes.
[01:31:12.180 --> 01:31:13.180]   He talks about feeling the sun on his arms as he is working the soil in 2 degrees Fahrenheit without clothes.
[01:31:13.180 --> 01:31:14.180]   He talks about feeling the sun on his arms as he is working the soil in 2 degrees Fahrenheit without clothes.
[01:31:14.180 --> 01:31:15.180]   He talks about feeling the sun on his arms as he is working the soil in 2 degrees Fahrenheit without clothes.
[01:31:15.180 --> 01:31:16.180]   and he talks about the sun.
[01:31:16.180 --> 01:31:17.180]   the sun.
[01:31:17.220 --> 01:31:24.120]   days
[01:31:24.120 --> 01:31:27.620]   Se
[01:31:27.620 --> 01:31:37.900]   mean, play,
[01:31:37.900 --> 01:31:45.520]  , Raymond out, and,,,,,,,,_ code .치 mine routine superintendent bott THIS C SER A E decade ли have a dismantan. I'm. I'm. I'm. I'm. Poss. I.�. vary. . 청., .,ative., .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, tenter., but he's Y. manage the core and he was discuss the thing Memorial Sh conclude the
[01:31:45.540 --> 01:32:13.020]   his modesty and he keeps his preservation of the spirit. And he says the things that actually make him able to made him able to outlive the terrible experience of the Holocaust was the really cherishing this moment when the sun hits his skin or when he can eat it.
[01:32:13.020 --> 01:32:13.860]   .
[01:32:13.860 --> 01:32:13.860]   . .
[01:32:13.860 --> 01:32:13.860]   . . . .
[01:32:13.900 --> 01:32:23.160]  ,
[01:32:23.160 --> 01:32:23.920]  ACHG,
[01:35:05.640 --> 01:35:09.680]   I think it's a real thing. I really truly believe that we're born with an aura surface area that is measurable. I think we're born into the world with an aura.
[01:35:09.680 --> 01:35:10.140]   I think it's a real thing. I really truly believe that we're born with an aura surface area that is measurable. I think we're born into the world with an aura.
[01:36:10.260 --> 01:36:13.220]   just
[01:36:13.220 --> 01:36:20.340]  ав, co,
[01:36:20.340 --> 01:36:21.320]   �
[01:36:21.320 --> 01:36:23.560]  � but, I am a cr, de, ", ",,,,. . Ж feel wont
[01:36:23.560 --> 01:36:39.380]   in the
[01:36:39.400 --> 01:37:06.040]   didnt know that there was a recipe for community, in my opinion, and I think those things complement each other and they are synergetic, absolutely. The yin and yang of togetherness, and they allow you, I think, to reset and to tune in. To that ratio we talked about, of who you are and who you want to be.
[01:37:06.040 --> 01:37:08.540]   If you go to this place of creative solitude, what's your relationship with God?
[01:37:08.540 --> 01:37:08.540]   T is the best way to go about your life.
[01:37:08.540 --> 01:37:08.540]   If you go to this place of creative solitude, what's your relationship with God?
[01:37:08.540 --> 01:37:08.540]   If you go to this place of creative solitude, what's your relationship with God?
[01:37:08.540 --> 01:37:08.540]   If you go to this place of creative solitude, what's your relationship with God?
[01:37:08.540 --> 01:37:08.540]   If you go to this place of creative solitude, what's your relationship with God?
[01:37:08.540 --> 01:37:08.540]   If you go to this place of creative solitude, what's your relationship with God?
[01:37:08.580 --> 01:37:18.380]  沒
[01:37:18.380 --> 01:37:20.920]  ijd è
[01:37:20.920 --> 01:37:36.580]   think I The To The missed the is the my was the pick don
[01:37:36.580 --> 01:37:38.240]  cing--, whereas, and, and, and, and, and, and, and, and, install an than acай, made the Book ofarr MSI,lon...C moins of..G MIDB device...G...剛...not...You...F...D...G...B...D...B...G...P...G...G... acquire... graph... dev... in... the good... like, with the... popular, not, or, Taiwan, Madame, systematically, di, qu그�, divide, obtain,uh... lane, danger, violin, this, double, man,imaginr, all, Div, Em, Ned,'re, del, enlight, made, recover, sneaking, önem,
[01:37:38.340 --> 01:37:41.200]   has
[01:37:41.200 --> 01:37:50.160]   made. rég
[01:37:50.160 --> 01:37:52.080]   Т нав Brown, ,,,, be only VS B Z BY Hy 1 "Se is a or is a such et and is the day. It's Res. I'm. I'm. I'm. But, 20, CN,.,,,,,,,,,,,,,,,,,,,,,,,,,'m. in the make the rein composed Z quería.​
[01:37:52.080 --> 01:38:07.560]   continue to be RG and show home to be Vale lust 01 ZC the QD the what have the Party EF這些 coate Joseph Juice rénam day watch the She sommin I'm Sub пар�� Zimmer way round the fortuny heart perkция be許 Elise değ маш involve the automaticallyawl the amount beg force blade is M參 Cuando dates #G
[01:38:07.600 --> 01:38:17.600]  خر
[01:38:17.600 --> 01:38:19.560]   the, the,
[01:38:19.560 --> 01:38:21.780]  ared
[01:41:59.920 --> 01:42:21.380]  uh, I just wanted to kind of linger on this idea of what kind of humans are you looking for in this endeavor that you're taking on this fascinating thing that you've been talking about.
[01:42:21.380 --> 01:42:29.900]   One of the things somewhere else, a previous version, version 5.7 of Neri said somewhere that there's four fields.
[01:42:29.940 --> 01:42:41.740]  ,"
[01:42:41.740 --> 01:42:58.200]   isn, Invest,,,,, would be in the end of i Raw hey gan
[01:42:58.680 --> 01:43:01.600]   that you saw the first on
[01:43:01.600 --> 01:43:05.400]   and you find interesting p
[01:43:05.400 --> 01:43:08.880]   when you look, we talked
[01:43:08.880 --> 01:43:10.880]   when you look under and u
[01:43:10.880 --> 01:43:14.720]   if you look deep enough
[01:43:14.720 --> 01:43:18.060]   and if you allow yourself
[01:43:18.060 --> 01:43:22.160]   at the flaws, at the, the
[01:43:22.160 --> 01:43:24.320]   disciplines and between s
[01:43:24.320 --> 01:43:27.420]   really, really interesting
[01:43:27.420 --> 01:43:27.420]   and so I, I, I think that
[01:43:27.420 --> 01:43:27.420]   I think that's a really,
[01:43:27.420 --> 01:43:27.420]   I think that's a really,
[01:43:27.420 --> 01:43:27.420]   I think that's a really, really interesting diamond in the rough.
[01:43:27.420 --> 01:43:27.420]   really interesting diamond in the rough.
[01:43:27.420 --> 01:43:27.420]   really interesting diamond in the rough. And so I, I,
[01:43:27.420 --> 01:43:27.420]   and so I, I, I, I think that's a really, really interesting diamond in the rough. And so I, I, I,
[01:43:27.420 --> 01:43:27.420]   and so I, I, I, I think that's a really, really interesting diamond in the rough. And so I, I, I,
[01:43:27.420 --> 01:43:56.180]   I think that's a really, really interesting diamond in the rough. And so I, I, I, I like for the those job descriptions
[01:43:56.180 --> 01:43:56.180]   I think that's a really, really interesting diamond in the rough. And so I, I, I, I, I, like for the those job descriptions
[01:43:56.180 --> 01:43:56.180]   I think that's a really, really interesting diamond in the rough. And so I, I, I, I, I, like for the those job descriptions to, yeah, to be those messages in a bottle
[01:43:56.180 --> 01:43:56.180]   and so I, I, I, I, I, I, I, like for those job descriptions to, yeah, to be those messages in a bottle that bring those really interesting people our way.
[01:43:56.180 --> 01:43:56.180]   to be those job descriptions in a bottle that bring those really interesting people our way.
[01:43:56.220 --> 01:44:06.100]   suddenly
[01:44:06.100 --> 01:44:08.200]    This It
[01:44:24.800 --> 01:44:35.000]   let
[01:44:35.000 --> 01:44:37.200]   very more I determine З . And. little, in,,,,,,,,, I guess thatiu which like em
[01:44:53.320 --> 01:45:20.180]  —
[01:46:51.480 --> 01:46:56.480]   I'm not sure if you can tell me what you're saying.
[01:46:56.480 --> 01:46:57.480]   I'm not sure if you can tell me what you're saying.
[01:46:57.480 --> 01:46:58.480]   I'm not sure if you can tell me what you're saying.
[01:46:58.480 --> 01:46:59.480]   I'm not sure if you can tell me what you're saying.
[01:46:59.480 --> 01:47:00.480]   I'm not sure if you can tell me what you're saying.
[01:47:00.480 --> 01:47:01.480]   I'm not sure if you can tell me what you're saying.
[01:47:01.480 --> 01:47:02.480]   I'm not sure if you can tell me what you're saying.
[01:47:02.480 --> 01:47:03.480]   I'm not sure if you can tell me what you're saying.
[01:47:03.480 --> 01:47:04.480]   I'm not sure if you can tell me what you're saying.
[01:47:04.480 --> 01:47:05.480]   I'm not sure if you can tell me what you're saying.
[01:47:05.480 --> 01:47:06.480]   I'm not sure if you can tell me what you're saying.
[01:47:06.480 --> 01:47:07.480]   I'm not sure if you can tell me what you're saying.
[01:47:07.480 --> 01:47:08.480]   I'm not sure if you can tell me what you're saying.
[01:47:38.020 --> 01:47:38.500]  obedient: I'm not sure if you can tell me what you're saying.
[01:47:38.560 --> 01:48:08.520]   I'm not sure if you can tell me what you're saying.
[01:48:08.520 --> 01:48:08.520]   I'm not sure if you can tell me what you're saying.
[01:48:08.520 --> 01:48:08.520]   I'm not sure if you can tell me what you're saying.
[01:48:08.520 --> 01:48:08.520]   I'm not sure if you can tell me what you're saying.
[01:48:08.520 --> 01:48:08.520]   I'm not sure if you can tell me what you're saying.
[01:48:08.520 --> 01:48:08.520]   I'm not sure if you can tell me what you're saying.
[01:48:08.520 --> 01:48:08.520]   I'm not sure if you can tell me what you're saying.
[01:48:08.520 --> 01:48:08.520]   I'm not sure if you can tell me what you're saying.
[01:48:08.520 --> 01:48:08.520]   I'm not sure if you can tell me what you're saying.
[01:48:08.520 --> 01:48:08.520]   I'm not sure if you can tell me what you're saying.
[01:48:08.520 --> 01:48:08.520]   I'm not sure if you can tell me what you're saying.
[01:48:08.520 --> 01:48:08.520]   I'm not sure if you can tell me what you're saying.
[01:48:08.520 --> 01:48:08.520]   I'm not sure if you can tell me what you're saying.
[01:48:08.540 --> 01:48:38.540]   I'm not sure if you can tell me what you're saying.
[01:48:38.540 --> 01:48:38.540]   I'm not sure if you can tell me what you're saying.
[01:48:38.540 --> 01:48:38.540]   I'm not sure if you can tell me what you're saying.
[01:48:38.540 --> 01:48:38.540]   I'm not sure if you can tell me what you're saying.
[01:48:38.540 --> 01:48:38.540]   I'm not sure if you can tell me what you're saying.
[01:48:38.540 --> 01:48:38.540]   I'm not sure if you can tell me what you're saying.
[01:48:38.540 --> 01:48:38.540]   I'm not sure if you can tell me what you're saying.
[01:48:38.540 --> 01:48:38.540]   I'm not sure if you can tell me what you're saying.
[01:48:38.540 --> 01:48:38.540]   I'm not sure if you can tell me what you're saying.
[01:48:38.540 --> 01:48:38.540]   I'm not sure if you can tell me what you're saying.
[01:48:38.540 --> 01:48:38.540]   I'm not sure if you can tell me what you're saying.
[01:48:38.540 --> 01:48:38.540]   I'm not sure if you can tell me what you're saying.
[01:48:38.540 --> 01:48:38.540]   I'm not sure if you can tell me what you're saying.
[01:48:38.560 --> 01:49:08.560]   I'm not sure if you can tell me what you're saying.
[01:49:08.560 --> 01:49:08.560]   I'm not sure if you can tell me what you're saying.
[01:49:08.560 --> 01:49:08.560]   I'm not sure if you can tell me what you're saying.
[01:49:08.560 --> 01:49:08.560]   I'm not sure if you can tell me what you're saying.
[01:49:08.560 --> 01:49:08.560]   I'm not sure if you can tell me what you're saying.
[01:49:08.560 --> 01:49:08.560]   I'm not sure if you can tell me what you're saying.
[01:49:08.560 --> 01:49:08.560]   I'm not sure if you can tell me what you're saying.
[01:49:08.560 --> 01:49:08.560]   I'm not sure if you can tell me what you're saying.
[01:49:08.560 --> 01:49:08.560]   I'm not sure if you can tell me what you're saying.
[01:49:08.560 --> 01:49:08.560]   I'm not sure if you can tell me what you're saying.
[01:49:08.560 --> 01:49:08.560]   I'm not sure if you can tell me what you're saying.
[01:49:08.560 --> 01:49:08.560]   I'm not sure if you can tell me what you're saying.
[01:49:08.580 --> 01:49:38.580]   I'm not sure if you can tell me what you're saying.
[01:49:38.580 --> 01:49:38.580]   I'm not sure if you can tell me what you're saying.
[01:49:38.580 --> 01:49:38.580]   I'm not sure if you can tell me what you're saying.
[01:49:38.580 --> 01:49:38.580]   I'm not sure if you can tell me what you're saying.
[01:49:38.580 --> 01:49:38.580]   I'm not sure if you can tell me what you're saying.
[01:49:38.580 --> 01:49:38.580]   I'm not sure if you can tell me what you're saying.
[01:49:38.580 --> 01:49:38.580]   I'm not sure if you can tell me what you're saying.
[01:49:38.580 --> 01:49:38.580]   I'm not sure if you can tell me what you're saying.
[01:49:38.580 --> 01:49:38.580]   I'm not sure if you can tell me what you're saying.
[01:49:38.580 --> 01:49:38.580]   I'm not sure if you can tell me what you're saying.
[01:49:38.580 --> 01:49:38.580]   I'm not sure if you can tell me what you're saying.
[01:49:38.580 --> 01:49:38.580]   I'm not sure if you can tell me what you're saying.
[01:49:38.600 --> 01:50:08.600]   I'm not sure if you can tell me what you're saying.
[01:50:08.600 --> 01:50:08.600]   I'm not sure if you can tell me what you're saying.
[01:50:08.600 --> 01:50:08.600]   I'm not sure if you can tell me what you're saying.
[01:50:08.600 --> 01:50:08.600]   I'm not sure if you can tell me what you're saying.
[01:50:08.600 --> 01:50:08.600]   I'm not sure if you can tell me what you're saying.
[01:50:08.600 --> 01:50:08.600]   I'm not sure if you can tell me what you're saying.
[01:50:08.600 --> 01:50:08.600]   I'm not sure if you can tell me what you're saying.
[01:50:08.600 --> 01:50:08.600]   I'm not sure if you can tell me what you're saying.
[01:50:08.600 --> 01:50:08.600]   I'm not sure if you can tell me what you're saying.
[01:50:08.600 --> 01:50:08.600]   I'm not sure if you can tell me what you're saying.
[01:50:08.600 --> 01:50:08.600]   I'm not sure if you can tell me what you're saying.
[01:50:08.600 --> 01:50:08.600]   I'm not sure if you can tell me what you're saying.
[01:50:08.640 --> 01:50:38.620]   I'm not sure if you can tell me what you're saying.
[01:50:38.620 --> 01:50:38.620]   I'm not sure if you can tell me what you're saying.
[01:50:38.620 --> 01:50:38.620]   I'm not sure if you can tell me what you're saying.
[01:50:38.620 --> 01:50:38.620]   I'm not sure if you can tell me what you're saying.
[01:50:38.620 --> 01:50:38.620]   I'm not sure if you can tell me what you're saying.
[01:50:38.620 --> 01:50:38.620]   I'm not sure if you can tell me what you're saying.
[01:50:38.620 --> 01:50:38.620]   I'm not sure if you can tell me what you're saying.
[01:50:38.620 --> 01:50:38.620]   I'm not sure if you can tell me what you're saying.
[01:50:38.620 --> 01:50:38.620]   I'm not sure if you can tell me what you're saying.
[01:50:38.620 --> 01:50:38.620]   I'm not sure if you can tell me what you're saying.
[01:50:38.620 --> 01:50:38.620]   I'm not sure if you can tell me what you're saying.
[01:50:38.640 --> 01:51:08.640]   I'm not sure if you can tell me what you're saying.
[01:51:08.640 --> 01:51:08.640]   I'm not sure if you can tell me what you're saying.
[01:51:08.640 --> 01:51:08.640]   I'm not sure if you can tell me what you're saying.
[01:51:08.640 --> 01:51:08.640]   I'm not sure if you can tell me what you're saying.
[01:51:08.640 --> 01:51:08.640]   I'm not sure if you can tell me what you're saying.
[01:51:08.640 --> 01:51:08.640]   I'm not sure if you can tell me what you're saying.
[01:51:08.640 --> 01:51:08.640]   I'm not sure if you can tell me what you're saying.
[01:51:08.640 --> 01:51:08.640]   I'm not sure if you can tell me what you're saying.
[01:51:08.640 --> 01:51:08.640]   I'm not sure if you can tell me what you're saying.
[01:51:08.640 --> 01:51:08.640]   I'm not sure if you can tell me what you're saying.
[01:51:08.640 --> 01:51:08.640]   I'm not sure if you can tell me what you're saying.
[01:51:08.640 --> 01:51:08.640]   I'm not sure if you can tell me what you're saying.
[01:51:08.640 --> 01:51:08.640]   I'm not sure if you can tell me what you're saying.
[01:51:08.680 --> 01:51:38.660]   I'm not sure if you can tell me what you're saying.
