
[00:00:00.040 --> 00:00:10.660]   end
[01:00:33.560 --> 01:00:33.560]   I like the idea that you know, I must, because I thought I was playing the alley yesterday and I saw 100 level 100 druids just run by I will never die.
[01:00:33.560 --> 01:00:33.560]   I like the idea that you know, I must, because I thought I was playing the alley yesterday and I saw 100 level 100 druids just run by I will never die.
[01:00:33.600 --> 01:01:03.580]  , I like the idea that you know, I must, because I thought I was playing the alley yesterday and I saw 100 level 100 druids just run by I will never die.
[01:01:03.580 --> 01:01:03.580]   I like the idea that you know, I must, because I thought I was playing the alley yesterday and I saw 100 level 100 druids just run by I will never die.
[01:01:03.580 --> 01:01:03.580]   I like the idea that you know, I must, because I thought I was playing the alley yesterday and I will never die.
[01:01:03.600 --> 01:01:33.600]   I like the idea that you know, I must, because I thought I was playing the alley yesterday and I saw 100 level 100 druids just run by I will never die.
[01:01:33.600 --> 01:01:33.600]   I like the idea that you know, I must, because I thought I was playing the alley yesterday and I saw 100 level 100 druids just run by I will never die.
[01:01:33.600 --> 01:01:33.600]   I like the idea that you know, I must, because I thought I was playing the alley yesterday and I saw 100 level 100 druids just run by I will never die.
[01:01:33.600 --> 01:01:33.600]   I like the idea that you know, I must, because I thought I was playing the alley yesterday and I saw 100 level 100 druids just run by I will never die.
[01:01:33.600 --> 01:01:33.600]   I like the idea that you know, I must, because I must, because I thought I was playing the alley yesterday and I saw 100 level 100 druids just run by I will never die.
[01:01:33.640 --> 01:02:03.620]  , and it's it's so unusual.
[01:02:03.620 --> 01:02:03.620]   and it's it's so unusual.
[01:02:03.660 --> 01:02:33.640]   and it's it's so unusual. I played a lot of video games.
[01:02:33.680 --> 01:02:44.940]   .
[01:02:44.940 --> 01:03:00.980]   12 mean. I have,,,, think go de descend I have acy? I have a Three And I Z mast or
[01:03:00.980 --> 01:03:02.980]   collect the
[01:03:03.140 --> 01:03:08.620]   crooked,ild,
[01:03:08.620 --> 01:03:14.160]   even of,
[01:03:33.180 --> 01:03:43.180]   the
[01:03:43.180 --> 01:03:43.780]  ;;
[01:03:43.780 --> 01:03:48.240]   the, the, a,
[01:04:02.260 --> 01:04:21.600]  ongs. There is an argument that you, you, that if, that if you wish for no war you should be careful what you wish for. Because what's required in order for there to be no war. Might be worse than a little war.
[01:04:21.600 --> 01:04:31.280]   Yeah. The things we consider to be flaws of human civilization might be a necessary component for whatever optimal looks like. Um, I mean this, do you
[01:04:31.380 --> 01:04:42.280]   congr
[01:04:42.280 --> 01:04:45.560]   in . possibly
[01:04:45.560 --> 01:05:00.720]   thank and have before인東西 confession succeed graph exactly you Vit Gu F So I Z woo like och lost. -we, and, and, and, and, and, and, and, and, and, and, and, and,,,,,,,,,,,,,,,,.,,,,,,, be.實 E.我就 его ghost I'll derage pickup coming Francisco Eng高 BRIAN perfumeilloughù grate
[01:05:00.800 --> 01:05:10.900]   groceries showed
[01:05:10.900 --> 01:05:30.020]   lined et go,,,,
[01:05:30.020 --> 01:05:30.780]   Bret F love has said as la ע CNS G. Qu. Maybe. shuffle. Yeah, no, invest., law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, X. provide the B got a предлож지 поговор�TERC everyone's ketC wonC his thi winners Oh,D overly assume MaF valC outE comeP careN certainty versolé entra Riversż 걸로 guideline� or
[01:05:30.800 --> 01:06:00.800]   it's not something to take if you're planning on operating, having machinery or trying to solve complex math equations, and it goes on and on. In conclusion, so much a drug, but they can be helpful for those dealing with muscle pain, but it's not without its risks. Pretty good.
[01:06:00.800 --> 01:06:00.800]   It's a muscle relaxant that's been around since the 1950s. It's used to treat muscle pain and discomfort, and it does this by altering the activity between neurons and the spinal cord. Now, so much isn't just a pain reliever. It's also a bit of a sedative. It can make you feel a bit drowsy, so it's not something to take if you're planning on operating, having machinery or trying to solve complex math equations, and it goes on and on. In conclusion, so much a drug, but they can be helpful for those dealing with muscle pain, but it's not without its risks. Pretty good.
[01:06:00.840 --> 01:06:30.820]  , and of course the fun is always use it responsibly in accordance with the advice of a healthcare professional and remember in the end the universe is probably just a giant computer simulation so don't take anything too seriously I love it I love it I love it I love it I love it yeah so it also really nicely includes like the tweets posts on X that are relevant to this which is really cool
[01:06:30.840 --> 01:06:38.840]   it like integrates everything together yeah like the interface is one of the really cool things here yeah it's a great job
[01:06:38.840 --> 01:06:39.840]   um
[01:06:39.840 --> 01:06:53.480]   so and instead like you could say like no I no I mean soma from brain brave new world because it thinks you mean you mean some of the real drugs yeah no I mean soma from brain beer world
[01:06:53.480 --> 01:07:00.840]   it's gonna be like oops I'm really sorry I'm really surprised we went to the real drug store
[01:07:00.840 --> 01:07:00.840]   I'm really surprised we went to the real drug store
[01:07:00.840 --> 01:07:00.840]   I'm really surprised we went to the real drug store
[01:07:00.840 --> 01:07:00.840]   I'm really surprised we went to the real drug store
[01:07:00.840 --> 01:07:00.840]   I'm really surprised we went to the real drug store
[01:07:00.840 --> 01:07:00.840]   I'm really surprised we went to the real drug store
[01:07:00.840 --> 01:07:00.840]   I'm really surprised we went to the real drug store
[01:07:00.840 --> 01:07:30.860]   I'm really surprised we went to the real drug store
[01:07:30.860 --> 01:07:30.860]   I'm really surprised we went to the real drug store
[01:07:30.860 --> 01:07:30.860]   I'm really surprised we went to the real drug store
[01:07:30.860 --> 01:07:30.860]   I'm really surprised we went to the real drug store
[01:07:30.880 --> 01:08:00.880]   yeah
[01:08:00.880 --> 01:08:00.880]   I'm really surprised we went to the real drug store
[01:08:00.880 --> 01:08:00.880]   I'm really surprised we went to the real drug store
[01:08:00.880 --> 01:08:00.880]   I'm really surprised we went to the real drug store
[01:08:00.880 --> 01:08:00.880]   I'm really surprised we went to the real drug store
[01:08:00.880 --> 01:08:00.880]   I'm really surprised we went to the real drug store
[01:08:00.880 --> 01:08:00.880]   I'm really surprised we went to the real drug store
[01:08:00.880 --> 01:08:00.880]   I'm really surprised we went to the real drug store
[01:08:00.880 --> 01:08:00.880]   I'm really surprised we went to the real drug store
[01:08:00.880 --> 01:08:00.880]   I'm really surprised we went to the real drug store
[01:08:00.880 --> 01:08:00.880]   I'm really surprised we went to the real drug store
[01:08:00.880 --> 01:08:00.880]   I'm really surprised we went to the real drug store
[01:08:00.880 --> 01:08:00.880]   I'm really surprised we went to the real drug store
[01:08:00.900 --> 01:08:30.900]   I'm really surprised we went to the real drug store
[01:08:30.900 --> 01:08:30.900]   I'm really surprised we went to the real drug store
[01:08:30.900 --> 01:08:30.900]   I'm really surprised we went to the real drug store
[01:08:30.900 --> 01:08:30.900]   I'm really surprised we went to the real drug store
[01:08:30.900 --> 01:08:30.900]   I'm really surprised we went to the real drug store
[01:08:30.900 --> 01:08:30.900]   I'm really surprised we went to the real drug store
[01:08:30.900 --> 01:08:30.900]   I'm really surprised we went to the real drug store
[01:08:30.900 --> 01:08:30.900]   I'm really surprised we went to the real drug store
[01:08:30.900 --> 01:08:30.900]   I'm really surprised we went to the real drug store
[01:08:30.920 --> 01:09:00.920]  ,
[01:09:00.920 --> 01:09:00.920]   I'm really surprised we went to the real drug store
[01:09:00.920 --> 01:09:00.920]   I'm really surprised we went to the real drug store
[01:09:00.920 --> 01:09:00.920]   I'm really surprised we went to the real drug store
[01:09:00.920 --> 01:09:00.920]   I'm really surprised we went to the real drug store
[01:09:00.920 --> 01:09:00.920]   I'm really surprised we went to the real drug store
[01:09:00.920 --> 01:09:00.920]   I'm really surprised we went to the real drug store
[01:09:00.920 --> 01:09:00.920]   I'm really surprised we went to the real drug store
[01:09:00.920 --> 01:09:00.920]   I'm really surprised we went to the real drug store
[01:09:00.920 --> 01:09:00.920]   I'm really surprised we went to the real drug store
[01:09:00.920 --> 01:09:00.920]   I'm really surprised we went to the real drug store
[01:09:00.960 --> 01:09:30.940]  legal.com
[01:09:30.940 --> 01:09:30.940]   I'm really surprised we went to the real drug store
[01:09:30.940 --> 01:09:30.940]   I'm really surprised we went to the real drug store
[01:09:30.940 --> 01:09:30.940]   I'm really surprised we went to the real drug store
[01:09:30.940 --> 01:09:30.940]   I'm really surprised we went to the real drug store
[01:09:30.940 --> 01:09:30.940]   I'm really surprised we went to the real drug store
[01:09:30.940 --> 01:09:30.940]   I'm really surprised we went to the real drug store
[01:09:30.940 --> 01:09:30.940]   I'm really surprised we went to the real drug store
[01:09:30.940 --> 01:09:30.940]   I'm really surprised we went to the real drug store
[01:09:30.940 --> 01:09:30.940]   I'm really surprised we went to the real drug store
[01:09:30.940 --> 01:09:30.940]   I'm really surprised we went to the real drug store
[01:09:30.940 --> 01:09:30.940]   I'm really surprised we went to the real drug store
[01:09:30.960 --> 01:10:00.960]  ,
[01:10:00.960 --> 01:10:00.960]   I'm really surprised we went to the real drug store
[01:10:00.960 --> 01:10:00.960]   I'm really surprised we went to the real drug store
[01:10:00.960 --> 01:10:00.960]   I'm really surprised we went to the real drug store
[01:10:00.960 --> 01:10:00.960]   I'm really surprised we went to the real drug store
[01:10:00.960 --> 01:10:00.960]   I'm really surprised we went to the real drug store
[01:10:00.960 --> 01:10:00.960]   I'm really surprised we went to the real drug store
[01:10:00.960 --> 01:10:00.960]   I'm really surprised we went to the real drug store
[01:10:00.960 --> 01:10:00.960]   I'm really surprised we went to the real drug store I'm really surprised we went to the real drug store and we went to the real drug store and hence the expense of mental acuity. It's like the drug in the book. Hence the trade-off. The thing that seems like utopia could be a dystopia after all. I was talking to a friend of mine saying would you really wanted to be no hate in the world.
[01:10:01.000 --> 01:10:11.940]   Пр
[01:10:11.940 --> 01:10:12.800]  越 H I que cry Opening
[01:10:12.800 --> 01:10:28.120]   probably за Tr, but, the, the, the, the, is, has, rabbits, is, should, be, Pri.ht.ił. BIG PDIIiow. dauntinginka
[01:10:28.120 --> 01:10:30.660]   blood and a
[01:10:30.760 --> 01:10:32.240]   single
[01:10:32.240 --> 01:10:33.420]   statement from
[01:10:33.420 --> 01:10:33.920]   grog.
[01:10:33.920 --> 01:10:34.720]   Okay.
[01:10:34.720 --> 01:10:35.680]   No highs, no lows.
[01:10:35.680 --> 01:10:36.520]   Who knows?
[01:10:36.520 --> 01:10:38.720]   It's almost a poem.
[01:10:38.720 --> 01:10:44.620]   It seems that training LLMs efficiently is a big focus for XAI.
[01:10:44.620 --> 01:10:51.140]   What's the, first of all, what's the limit of what's possible in terms of efficiency?
[01:10:51.140 --> 01:10:56.420]   There's this terminology of useful productivity per watt.
[01:10:56.420 --> 01:10:59.440]   Like, what have you learned from pushing the limits of that?
[01:10:59.440 --> 01:11:00.420]   Well, I think it's helpful.
[01:11:00.520 --> 01:11:30.500]   a lot.
[01:11:30.500 --> 01:11:30.540]   It's helpful.
[01:11:30.540 --> 01:11:30.540]   It's helpful.
[01:11:30.540 --> 01:11:30.540]   Yeah.
[01:11:30.540 --> 01:11:30.540]   Yeah.
[01:11:30.540 --> 01:11:30.540]   Yeah.
[01:11:30.540 --> 01:12:00.560]   Yeah.
[01:12:00.560 --> 01:12:00.560]   Yeah.
[01:12:00.560 --> 01:12:00.560]   Yeah.
[01:12:00.560 --> 01:12:00.560]   Yeah.
[01:12:00.560 --> 01:12:00.560]   Yeah.
[01:12:00.560 --> 01:12:00.560]   Yeah.
[01:12:00.560 --> 01:12:00.560]   Yeah.
[01:12:00.560 --> 01:12:00.560]   Yeah.
[01:12:00.600 --> 01:12:10.740]   jestem boast
[01:12:10.740 --> 01:12:11.560]   And And吗 like,,,,,
[01:12:11.560 --> 01:12:30.100]   add set
[01:13:30.720 --> 01:13:41.660]  視
[01:14:57.840 --> 01:15:05.460]  習
[01:15:05.460 --> 01:15:08.100]  인 ch
[01:15:08.100 --> 01:15:08.660]   deserve never Absol I got the way is
[01:15:08.660 --> 01:15:16.960]   de
[01:15:26.160 --> 01:15:32.040]   help
[01:15:32.040 --> 01:15:37.720]   said, car,
[01:15:37.720 --> 01:15:53.540]   confront off on set harmful facade wow suffered pork too . . . . . . him . a invested a be a Hub et adjust the ex circa WILL R처�이�e at F weighs the
[01:15:55.620 --> 01:16:02.380]   with
[01:16:02.380 --> 01:16:09.760]   , the growth. I say that I bad
[01:16:09.760 --> 01:16:19.720]   dez
[01:16:19.720 --> 01:16:23.740]   detect the
[01:16:24.500 --> 01:16:35.460]   in
[01:16:35.460 --> 01:16:38.080]   2. in the.
[01:17:21.740 --> 01:17:21.740]   and
[01:17:21.740 --> 01:17:21.740]   and
[01:17:21.740 --> 01:17:21.740]   and
[01:17:21.740 --> 01:17:21.740]   and
[01:17:21.780 --> 01:17:50.380]  venes. So, I think there's, you know, Tesla gets a lot of regulatory oversight on the automotive front. And we're subject to, I think, over 100 regulations.
[01:18:15.420 --> 01:18:19.020]   I think over 100 regulatory agencies, domestically and internationally. It's a lot. You could fill this room with all the regulations that Tesla has to adhere to for automotive. Same is true for rockets and for, you know, currently the limiting factor for SpaceX for Starship launch is regulatory approval. The FAA has actually given their approval, but we're waiting for Fish and Wildlife to finish their analysis and give their approval.
[01:18:19.060 --> 01:18:35.860]  obedient.
[01:18:35.860 --> 01:18:37.660]   That's why I posted, I want to buy a fish license on.
[01:18:37.660 --> 01:18:38.660]   Which also refers to the Monty Python sketch.
[01:18:38.660 --> 01:18:41.660]   Like, why do you need a license for your fish? I don't know. According to the rules, I'm told you need some sort of fish license or something. We effectively need a fish license to launch a rocket.
[01:18:41.660 --> 01:18:47.660]   And I'm like, wait a second. How did the fish come into this picture?
[01:18:47.660 --> 01:18:47.660]   Yeah.
[01:18:47.660 --> 01:18:47.660]   So, I think that's a big deal.
[01:18:47.660 --> 01:18:47.660]   I think that's a big deal.
[01:18:47.660 --> 01:19:16.300]   I think that's a big deal.
[01:19:16.300 --> 01:19:16.300]   I think that's a big deal.
[01:19:16.300 --> 01:19:16.300]   I think that's a big deal.
[01:19:16.300 --> 01:19:16.300]   I think that's a big deal.
[01:19:16.300 --> 01:19:16.300]   I think that's a big deal.
[01:19:16.300 --> 01:19:16.340]   I think that's a big deal.
[01:19:16.340 --> 01:19:16.380]   I think that's a big deal.
[01:19:16.380 --> 01:19:16.420]   I think that's a big deal.
[01:19:16.420 --> 01:19:16.460]   I think that's a big deal.
[01:19:16.500 --> 01:19:27.120]   12
[01:19:27.120 --> 01:19:29.580]   follow a for
[01:19:43.680 --> 01:19:47.160]   reach
[01:19:47.160 --> 01:19:53.620]  aff,
[01:19:53.620 --> 01:19:55.100]   treasury
[01:19:55.100 --> 01:20:12.340]   100 though, I, I, I, I, where,
[01:20:12.860 --> 01:20:42.000]  !", that cares about whether you, we would potentially hit a whale in international waters. Now again, you look at the surface of the, like, look at the Pacific and say, what percentage of the Pacific consists of whale? Like, I'll give you a big picture and, like, point out all the whales in this picture. I was like, "I don't see any whales." It's like, basically 0%. And if our rocket does hit a whale, it's extremely unlikely, beyond all belief, that is the, the, fate
[01:20:42.020 --> 01:21:11.180]   fate had it as, as a, a whale has some seriously bad luck. You know, it's the least lucky whale ever. And, I mean, this is quite absurd. The bureaucracy, the bureaucracy of this, however it emerged. Yes, well, I mean, one of the things that's pretty wild is, for launching out of Vandenberg in California, we had to, they were worried about seal procreation, whether the seals would be dismayed by the
[01:21:11.180 --> 01:21:11.180]   Sonic booms.
[01:21:11.220 --> 01:21:40.460]  ,
[01:21:40.460 --> 01:21:41.160]   Now, there have been a lot of rockets launched out of Vandenberg, and the seal population has steadily increased.
[01:21:41.160 --> 01:21:41.160]   So, if anything, rocket booms are an aphrodisiac, based on the evidence, if you correlate rocket launches with seal population. Nonetheless, we were forced to kidnap a seal, strap it to a board, put headphones on the seal, and play sonic booms sounds to it to see if it would be distressed.
[01:21:41.160 --> 01:22:03.240]  ,
[01:22:03.240 --> 01:22:03.340]   I would love to see this. Yeah, I mean, I'm sorry, there's a seal with headphones.
[01:22:03.340 --> 01:22:03.340]   Yes, it's a seal with headphones strapped to a board. And, and like, okay, the amazing part is how calm the seal was.
[01:22:03.340 --> 01:22:03.340]   Yeah, because if I was a seal, I'd be like, this is the end.
[01:22:03.340 --> 01:22:03.340]   Yeah, because if I was a seal, I'd be like, this is the end.
[01:22:03.340 --> 01:22:03.540]   They're definitely gonna eat me.
[01:22:03.540 --> 01:22:03.540]   Yeah.
[01:22:03.540 --> 01:22:09.940]   Yeah.
[01:22:11.220 --> 01:22:20.860]   starts
[01:22:20.860 --> 01:22:21.220]  , the,
[01:22:21.220 --> 01:22:22.180]   tournaments servant somehow O Dun L
[01:22:22.180 --> 01:22:25.440]  Take
[01:22:25.440 --> 01:22:38.360]   not make But
[01:22:40.040 --> 01:22:51.520]   Min
[01:22:51.520 --> 01:23:09.180]  , find a, Gör E Einfl badrece сколько set still Honey, which, and, but, and, and, by, be, and, but, Hol,., con, call.ändle. το肉 married enน jacket scream the code. Isuffy go to go to be a הר dot.IND. Gad.N. represent the field. Show it's possession of the saying, Schw機. Mask. Et.
[01:23:09.920 --> 01:23:21.880]  ,
[01:23:21.880 --> 01:23:36.900]   like gut Kel Ou The K ак linedanın länd en at the when of the decone I word Marcel cr 맛이 Mat củaür Kண any which SaSt, It's, because, I've, is, and it, and, and, and, and, and, and,,,,,,,,,,,,,,,,,,,,,,,,,,,. 10, PAT's. вин � accepts the look outward heat
[01:23:36.900 --> 01:23:38.100]  arm I'm衷 support over contain the民 signals I'm
[01:23:38.140 --> 01:23:47.860]  �
[01:23:47.860 --> 01:23:48.260]  ,,,,
[01:23:48.260 --> 01:24:06.860]   Unter Little places
[01:25:04.480 --> 01:25:11.020]  ,
[01:25:11.020 --> 01:25:15.760]   in. ...alts
[01:26:02.800 --> 01:26:02.800]   and
[01:26:02.800 --> 01:26:02.800]   and
[01:26:02.800 --> 01:26:02.800]   and
[01:26:02.800 --> 01:26:02.800]   and
[01:26:25.720 --> 01:26:25.720]   ...
[01:26:25.720 --> 01:26:25.740]   ...
[01:26:25.740 --> 01:26:25.780]   ...
[01:26:25.780 --> 01:26:25.780]   ...
[01:26:25.780 --> 01:26:25.800]   ...
[01:26:25.800 --> 01:26:25.820]   ...
[01:26:25.820 --> 01:26:25.860]   ...
[01:26:25.860 --> 01:26:25.880]   ...
[01:26:25.880 --> 01:26:25.900]   ...
[01:26:25.900 --> 01:26:25.920]   ...
[01:26:25.920 --> 01:26:25.940]   ...
[01:26:25.940 --> 01:26:25.960]   ...
[01:26:25.960 --> 01:26:25.980]   ...
[01:26:25.980 --> 01:26:26.000]   ...
[01:26:26.000 --> 01:26:26.020]   ...
[01:26:26.020 --> 01:26:26.040]   ...
[01:26:26.040 --> 01:26:26.060]   ...
[01:26:26.060 --> 01:26:26.080]   ...
[01:26:26.080 --> 01:26:26.100]   ...
[01:26:26.100 --> 01:26:26.120]   ...
[01:26:26.120 --> 01:26:26.140]   ...
[01:26:26.140 --> 01:26:26.160]   ...
[01:26:26.160 --> 01:26:26.180]   ...
[01:26:26.180 --> 01:26:26.200]   ...
[01:26:26.200 --> 01:26:26.220]   ...
[01:26:26.220 --> 01:26:26.240]   ...
[01:26:26.240 --> 01:26:26.260]   ...
[01:26:26.260 --> 01:26:26.280]   ...
[01:26:26.280 --> 01:26:26.300]   ...
[01:26:26.300 --> 01:26:26.320]   ...
[01:26:26.320 --> 01:26:26.340]   ...
[01:26:26.340 --> 01:26:26.360]   ...
[01:26:26.360 --> 01:26:26.660]   ...
[01:26:26.660 --> 01:26:26.660]   ...
[01:26:26.660 --> 01:26:26.680]   ...
[01:26:26.680 --> 01:26:26.700]   ...
[01:26:26.700 --> 01:26:26.720]   ...
[01:26:26.720 --> 01:26:26.740]   ...
[01:26:26.740 --> 01:26:26.760]   ...
[01:26:26.760 --> 01:26:26.780]   ...
[01:26:26.780 --> 01:26:26.800]   ...
[01:26:26.800 --> 01:26:26.820]   ...
[01:26:26.820 --> 01:26:26.840]   ...
[01:26:26.840 --> 01:26:26.860]   ...
[01:26:26.860 --> 01:26:26.880]   ...
[01:26:26.880 --> 01:26:26.900]   ...
[01:26:26.900 --> 01:26:26.920]   ...
[01:26:26.920 --> 01:26:26.940]   ...
[01:26:26.940 --> 01:26:26.960]   ...
[01:26:26.960 --> 01:26:26.980]   ...
[01:26:26.980 --> 01:26:27.020]   ...
[01:26:27.020 --> 01:26:27.040]   ...
[01:26:27.040 --> 01:26:27.060]   ...
[01:26:27.060 --> 01:26:27.080]   ...
[01:26:27.080 --> 01:26:27.100]   ...
[01:26:27.100 --> 01:26:27.120]   ...
[01:26:27.120 --> 01:26:27.140]   ...
[01:26:27.140 --> 01:26:27.160]   ...
[01:26:27.160 --> 01:26:29.280]   ...
[01:26:29.280 --> 01:26:31.560]   ...
[01:26:31.560 --> 01:26:31.560]   ...
[01:26:31.560 --> 01:26:31.600]   ...
[01:26:31.600 --> 01:26:32.840]  .
[01:26:32.880 --> 01:26:41.640]   But
[01:26:41.640 --> 01:26:56.340]   Take, it, сер Santa Mat M comunic З wokecir, ,,,,,,,,,, rely on . - первый seis play reacts based out a estat cut the see the see the cook the味 the mount thearp the
[01:26:56.340 --> 01:27:00.720]   Nin nouvelles For the
[01:27:00.720 --> 01:27:01.640]  ав The
[01:27:59.340 --> 01:28:09.560]   even
[01:28:09.560 --> 01:28:17.940]   "'d the dir medical X I大vis,,,,,,,, endsuc
[01:28:17.940 --> 01:28:26.580]  ił
[01:28:57.140 --> 01:28:57.140]   The end of the day. Yeah, crazy. Crazy. How much has happened since then? Yeah, it's my fingers. I would show a lot of sevens. Okay, but you're seeing the tension there. They may be delayed open source. Yeah, like what is the source that is open? You know, I mean, like, it is basically it's a giant CSV file. Yeah, yeah, with a bunch of numbers. Yep. What do you do with that giant file of numbers?
[01:29:55.020 --> 01:30:05.220]  ;
[01:30:05.220 --> 01:30:06.000]   in the don "
[01:30:23.920 --> 01:30:34.100]   4
[01:30:34.100 --> 01:30:48.860]   when I� 9 in the plus quick
[01:30:52.740 --> 01:31:21.560]   I�m going to go ahead and start the recording.
[01:31:21.560 --> 01:31:21.560]   The recording is going to be played.
[01:31:21.560 --> 01:31:21.560]   The recording is going to be played.
[01:31:21.560 --> 01:31:21.560]   The recording is going to be played.
[01:31:21.560 --> 01:31:21.560]   The recording is going to be played.
[01:31:21.560 --> 01:31:21.560]   The recording is going to be played.
[01:31:21.560 --> 01:31:21.560]   The recording is going to be played.
[01:31:21.560 --> 01:31:21.560]   The recording is going to be played.
[01:31:21.560 --> 01:31:21.620]   The recording is going to be played.
[01:31:21.620 --> 01:31:21.680]   The recording is going to be played.
[01:31:21.680 --> 01:31:21.740]   The recording is going to be played.
[01:31:21.740 --> 01:31:21.800]   The recording is going to be played.
[01:31:21.800 --> 01:31:21.860]   The recording is going to be played.
[01:31:21.860 --> 01:31:21.920]   The recording is going to be played.
[01:31:21.920 --> 01:31:21.980]   The recording is going to be played.
[01:31:21.980 --> 01:31:22.040]   The recording is going to be played.
[01:31:22.040 --> 01:31:22.080]   The recording is going to be played.
[01:31:22.080 --> 01:31:22.120]   The recording is going to be played.
[01:31:22.120 --> 01:31:22.140]   The recording is going to be played.
[01:31:22.140 --> 01:31:22.160]   The recording is going to be played.
[01:31:22.160 --> 01:31:22.180]   The recording is going to be played.
[01:31:23.060 --> 01:31:51.700]   The recording is going to be played.
[01:31:51.700 --> 01:31:51.720]   The recording is going to be played.
[01:31:51.720 --> 01:31:51.800]   The recording is going to be played.
[01:31:51.800 --> 01:31:51.800]   The recording is going to be played.
[01:31:51.800 --> 01:31:51.820]   the recording is going to be played.
[01:31:51.820 --> 01:31:51.860]   The recording is going to be played.
[01:31:51.860 --> 01:31:51.900]   the recording is going to be played.
[01:31:51.940 --> 01:31:59.200]  icias that �
[01:31:59.200 --> 01:32:02.720]   kitchen somethingperigg
[01:32:02.720 --> 01:32:03.560]   make the set, and, I'm in my appearance. I'm,This,ó,東,
[01:32:20.880 --> 01:32:30.840]   好
[01:32:30.840 --> 01:32:38.440]   house. I.
[01:32:38.440 --> 01:32:48.300]  angen
[01:35:12.000 --> 01:35:18.980]  '... in,
[01:35:18.980 --> 01:35:22.240]   I It minimize
[01:35:40.980 --> 01:35:49.720]   equ
[01:35:49.720 --> 01:36:04.400]  , i,
[01:36:04.400 --> 01:36:10.880]   heat oriov't сем Willie 2 M K I E Good L C . I this is a not and, and, of, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, til, the, not,ując,ucDE. formattingG,G.G.I,G. Đây이에.T.N.S.N. stretched. socioe 900. Pro戰.GI.Tre's. in 100. for Sal ш paper you're not coun
[01:36:11.000 --> 01:36:15.020]   and will know you better than your friends know you, most of your friends anyway.
[01:36:15.020 --> 01:36:19.020]   Yeah, and as part of this, it should also feed you advertisements.
[01:36:19.020 --> 01:36:25.020]   In a way that's like, I mean, I, I like advertisements that are like, well done, right?
[01:36:25.020 --> 01:36:26.020]   Yeah, yeah.
[01:36:26.020 --> 01:36:28.020]   The whole point is 'cause it funds things.
[01:36:28.020 --> 01:36:31.020]   Like an advertisement that you actually want to see is a big success.
[01:36:31.020 --> 01:36:32.020]   Absolutely.
[01:36:32.020 --> 01:36:41.020]   You, you, you want ads that are, advertising that is, um, if, if, if it's for a product or service that you, that you actually need,
[01:36:41.020 --> 01:36:41.020]   -
[01:36:41.020 --> 01:36:41.020]   -
[01:36:41.020 --> 01:37:11.060]   - - -and you need it, it's content.
[01:37:11.060 --> 01:37:11.060]   And then even if it's not something that you need when you need it, if it's at least aesthetically pleasing and entertaining, it could be like a Coca-Cola ad, like, you know, they do, they actually run a lot of great ads on the, on the ex system. And McDonald's does too and, and, you know, so they can do, you can do something that's like, well, this is, this is just a cool thing. And, you know, so, you know, basically the question is just
[01:37:11.060 --> 01:37:11.060]   You know, it's just a question is just a question.
[01:37:11.080 --> 01:37:13.100]   Do you regret seeing it or not?
[01:37:13.100 --> 01:37:14.100]   And if you don't regret seeing it, it's a win.
[01:37:14.100 --> 01:37:26.100]   How do you, so there's a bunch of signals that are incorporated, hearts and reposts, and maybe number of seconds you linger on a post or something like this.
[01:37:26.100 --> 01:37:27.100]   Yeah.
[01:37:27.100 --> 01:37:28.100]   Attention is a big, a big factor.
[01:37:28.100 --> 01:37:29.100]   Attention.
[01:37:29.100 --> 01:37:41.100]   So that's, that's why it's like, it's, it's, it is actually better to do things that are, uh, long form on the system because it's, it's basically telling up how many user seconds.
[01:37:41.100 --> 01:37:41.100]   -
[01:37:41.100 --> 01:37:41.100]   -
[01:37:41.100 --> 01:37:41.100]   - -
[01:37:41.140 --> 01:38:11.140]   - -
[01:38:11.140 --> 01:38:11.140]   -
[01:38:11.140 --> 01:38:11.140]   -
[01:38:11.140 --> 01:38:11.140]   -
[01:38:11.140 --> 01:38:11.140]   -
[01:38:11.140 --> 01:38:11.140]   -
[01:38:11.140 --> 01:38:11.140]   -
[01:38:11.140 --> 01:38:11.140]   -
[01:38:11.140 --> 01:38:11.140]   -
[01:38:11.140 --> 01:38:11.140]   -
[01:38:11.140 --> 01:38:11.140]   -
[01:38:11.140 --> 01:38:11.140]   -
[01:38:11.140 --> 01:38:11.140]   -
[01:38:11.140 --> 01:38:11.140]   -
[01:38:11.140 --> 01:38:11.140]   -
[01:38:11.140 --> 01:38:11.140]   -
[01:38:11.140 --> 01:38:11.140]   -
[01:38:11.140 --> 01:38:11.140]   -
[01:38:11.140 --> 01:38:11.140]   -
[01:38:11.140 --> 01:38:11.140]   -
[01:38:11.140 --> 01:38:11.140]   -
[01:38:11.140 --> 01:38:11.140]   -
[01:38:11.140 --> 01:38:11.140]   -
[01:38:11.140 --> 01:38:11.140]   -
[01:38:11.140 --> 01:38:11.140]   -
[01:38:11.140 --> 01:38:11.140]   - if you know users were interested in this thing for how many seconds so if it's a really short thing well they will be less like if it's a link leading out of the system which we're not opposed to it just it's going to have fewer user seconds than if that article was posted on the x platform how hard is it's a big it's a big it is it's a big it's a tough as a big it is a great as a big as the as I think of an aspiration is a great as I'm not regret of the platform.
