
[00:00:00.040 --> 00:00:09.520]   accountant
[01:31:20.000 --> 01:31:50.000]   I'm not saying keto is right for all cancers.
[01:31:50.000 --> 01:31:50.000]   I'm not saying keto is right for all cancers.
[01:31:50.000 --> 01:31:50.000]   I'm not saying keto is right for all cancers.
[01:31:50.000 --> 01:31:50.000]   I'm not saying keto is right for all cancers.
[01:31:50.000 --> 01:31:50.000]   I'm not saying keto is right for all cancers.
[01:31:50.000 --> 01:31:50.000]   I'm not saying keto is right for all cancers.
[01:31:50.000 --> 01:31:50.000]   I'm not saying keto is right for all cancers.
[01:31:50.000 --> 01:31:50.000]   I'm not saying keto is right for all cancers.
[01:31:50.000 --> 01:31:50.000]   I'm not saying keto is right for all cancers.
[01:31:50.000 --> 01:31:50.000]   I'm not saying keto is right for all cancers.
[01:31:50.000 --> 01:31:50.000]   I'm not saying keto is right for all cancers.
[01:31:50.000 --> 01:31:50.000]   I'm not saying keto is right for all cancers.
[01:31:50.000 --> 01:31:50.000]   I'm not saying keto is right for all cancers.
[01:31:50.000 --> 01:31:50.000]   I'm not saying keto is right for all cancers.
[01:31:50.000 --> 01:31:50.000]   I'm not saying keto is right for all cancers.
[01:31:50.000 --> 01:31:50.000]   I'm not saying keto is right for all cancers.
[01:31:50.000 --> 01:32:20.020]   I'm not saying keto is right for all cancers.
[01:32:20.020 --> 01:32:20.020]   I'm not saying keto is right for all cancers.
[01:32:20.020 --> 01:32:20.020]   I'm not saying keto is right for all cancers.
[01:32:20.020 --> 01:32:20.020]   I'm not saying keto is right for all cancers.
[01:32:20.020 --> 01:32:20.020]   I'm not saying keto is right for all cancers.
[01:32:20.020 --> 01:32:20.020]   I'm not saying keto is right for all cancers.
[01:32:20.020 --> 01:32:20.020]   I'm not saying keto is right for all cancers.
[01:32:20.020 --> 01:32:20.020]   I'm not saying keto is right for all cancers.
[01:32:20.020 --> 01:32:20.020]   I'm not saying keto is right for all cancers.
[01:32:20.040 --> 01:32:50.040]   I'm not saying keto is right for all cancers.
[01:32:50.040 --> 01:32:50.040]   I'm not saying keto is right for all cancers.
[01:32:50.040 --> 01:32:50.040]   I'm not saying keto is right for all cancers.
[01:32:50.040 --> 01:32:50.040]   I'm not saying keto is right for all cancers.
[01:32:50.040 --> 01:32:50.040]   I'm not saying keto is right for all cancers.
[01:32:50.040 --> 01:32:50.040]   I'm not saying keto is right for all cancers.
[01:32:50.040 --> 01:32:50.040]   I'm not saying keto is right for all cancers.
[01:32:50.040 --> 01:32:50.040]   I'm not saying keto is right for all cancers.
[01:32:50.040 --> 01:32:50.040]   I'm not saying keto is right for all cancers.
[01:32:50.040 --> 01:32:50.040]   I'm not saying keto is right for all cancers.
[01:32:50.040 --> 01:32:50.040]   I'm not saying keto is right for all cancers.
[01:32:50.040 --> 01:32:50.040]   I'm not saying keto is right for all cancers.
[01:32:50.040 --> 01:32:50.040]   I'm not saying keto is right for all cancers.
[01:32:50.040 --> 01:32:50.040]   I'm not saying keto is right for all cancers.
[01:32:50.040 --> 01:32:50.040]   I'm not saying keto is right for all cancers.
[01:32:50.040 --> 01:32:50.040]   I'm not saying keto is right for all cancers.
[01:32:50.040 --> 01:33:20.060]   I'm not saying keto is right for all cancers.
[01:33:20.060 --> 01:33:20.060]   I'm not saying keto is right for all cancers.
[01:33:20.060 --> 01:33:20.060]   I'm not saying keto is right for all cancers.
[01:33:20.060 --> 01:33:20.060]   I'm not saying keto is right for all cancers.
[01:33:20.060 --> 01:33:20.060]   I'm not saying keto is right for all cancers.
[01:33:20.060 --> 01:33:20.060]   I'm not saying keto is right for all cancers.
[01:33:20.060 --> 01:33:20.060]   I'm not saying keto is right for all cancers.
[01:33:20.060 --> 01:33:20.060]   I'm not saying keto is right for all cancers.
[01:33:20.060 --> 01:33:20.060]   I'm not saying keto is right for all cancers.
[01:33:20.080 --> 01:33:23.940]   So we have so much there with just eating this way
[01:33:23.940 --> 01:33:26.560]   may in fact reduce this epidemic of Alzheimer's.
[01:33:26.560 --> 01:33:27.580]   How old are you, Josh?
[01:33:27.580 --> 01:33:28.900]   You're like similar to my age, right?
[01:33:28.900 --> 01:33:29.600]   No, I'm 34.
[01:33:29.600 --> 01:33:31.320]   34, so you're younger.
[01:33:31.320 --> 01:33:32.220]   So maybe you don't remember this.
[01:33:32.220 --> 01:33:33.220]   I'm almost 50.
[01:33:33.220 --> 01:33:36.220]   When I was a kid, like there was one old person that was crazy.
[01:33:36.220 --> 01:33:38.040]   That's what we called it back then.
[01:33:38.040 --> 01:33:39.180]   We didn't even understand what it was.
[01:33:39.180 --> 01:33:40.740]   We said they had dementia.
[01:33:40.740 --> 01:33:41.380]   They were crazy.
[01:33:41.380 --> 01:33:43.760]   We didn't really call it Alzheimer's yet.
[01:33:43.760 --> 01:33:45.700]   And it would be like there's 100 old people.
[01:33:45.700 --> 01:33:48.860]   There's like one or two that had lost their faculties.
[01:33:48.860 --> 01:33:50.080]   Now it seems like every time you call it Alzheimer's,
[01:33:50.080 --> 01:33:50.080]   it's like there's 100 old people that had lost their faculties.
[01:33:50.100 --> 01:34:20.100]  , and then you're like, oh, I'm not sure what it is.
[01:34:20.100 --> 01:34:20.100]   So I'm like, oh, I'm not sure what it is.
[01:34:20.100 --> 01:34:20.100]   So I'm like, oh, I'm not sure what it is.
[01:34:20.100 --> 01:34:20.100]   So I'm like, oh, I'm not sure what it is.
[01:34:20.100 --> 01:34:20.100]   So I'm like, oh, I'm not sure what it is.
[01:34:20.100 --> 01:34:20.100]   So I'm like, oh, I'm not sure what it is.
[01:34:20.100 --> 01:34:20.100]   So I'm like, oh, I'm not sure what it is.
[01:34:20.100 --> 01:34:20.100]   I'm like, oh, I'm not sure what it is.
[01:34:20.100 --> 01:34:50.120]   I'm like, oh, I'm not sure what it is.
[01:34:50.120 --> 01:34:50.120]   So I'm like, oh, I'm not sure what it is.
[01:34:50.120 --> 01:34:50.120]   So I'm like, oh, I'm not sure what it is.
[01:34:50.120 --> 01:34:50.120]   So I'm like, oh, I'm not sure what it is.
[01:34:50.120 --> 01:34:50.120]   So I'm like, oh, I'm not sure what it is.
[01:34:50.120 --> 01:34:50.120]   So I'm like, oh, I'm not sure what it is.
[01:34:50.120 --> 01:34:50.120]   So I'm like, oh, I'm not sure what it is.
[01:34:50.120 --> 01:34:50.120]   So I'm like, oh, I'm not sure what it is.
[01:34:50.120 --> 01:34:50.120]   So I'm like, oh, I'm not sure what it is.
[01:34:50.140 --> 01:35:20.140]   I'm like, oh, I'm not sure what it is.
[01:35:20.140 --> 01:35:20.140]   I'm like, oh, I'm not sure what it is.
[01:35:20.140 --> 01:35:20.140]   I'm like, oh, I'm not sure what it is.
[01:35:20.140 --> 01:35:20.140]   I'm like, oh, I'm not sure what it is.
[01:35:20.140 --> 01:35:20.140]   I'm like, oh, I'm not sure what it is.
[01:35:20.140 --> 01:35:20.140]   I'm like, oh, I'm not sure what it is.
[01:35:20.140 --> 01:35:20.140]   I'm like, oh, I'm not sure what it is.
[01:35:20.140 --> 01:35:20.140]   I'm like, oh, I'm not sure what it is.
[01:35:20.140 --> 01:35:20.140]   I'm like, oh, I'm not sure what it is.
[01:35:20.140 --> 01:35:20.140]   I'm like, oh, I'm not sure what it is.
[01:35:20.140 --> 01:35:20.140]   I'm like, oh, I'm not sure what it is.
[01:35:20.140 --> 01:35:20.140]   I'm like, oh, I'm not sure what I'm not sure what it is.
[01:35:20.180 --> 01:35:29.920]   signal
[01:35:29.920 --> 01:35:30.520]   Hotel Mad Z wasn
[01:35:30.520 --> 01:35:35.040]  ,,,, says that is the business of little�Briend� straw
[01:35:35.040 --> 01:35:49.080]   dough is a N, and, and, and, and, and, and, and, and, is, and, did, and, lie, Lee, Cr.ieben. Yeah,ARRY.fel. Min. Wade. Gentle.皆. won. music.nah. sh. good.ing. TV.?, goofy. 별로. j. Oscar. Sche. Hasan. fly. smartphones seems.�. pass. emerging. demand. под.şekkür.ué. visas.�. requ. spark.ouv.瓜.анти. basta.我說 sewing. un . argument. De newest писin. start. 손. award. fellows wherever the men. nhà.рост.illed.олот了.웠.
[01:37:15.940 --> 01:37:18.940]  ...
[01:37:18.940 --> 01:37:27.380]   de a
[01:39:08.600 --> 01:39:36.720]  hower: Yes. And that's what we're all about. And that's our tagline. We have the worst tagline ever, but it says what it is and does what it does, and that is "Helping you live a better life if times get tougher, even if they don't." And that's what we're all about. You can check us out, and everything else I do, you can find from there. And if you want to know what I'm doing with keto, again, it's called Jack's Low Carb Journey. It's the playlist. And you can either find it for everybody, or I can send you a link, Josh. There is the one out of those 40-odd videos now that is, you know, one of the best videos that I've done.
[01:39:36.720 --> 01:39:36.720]   Josh:
[01:39:36.720 --> 01:39:37.100]   Yeah.
[01:39:37.140 --> 01:39:46.700]  國
[01:39:46.700 --> 01:40:05.840]   to go. So has terra
[01:40:06.660 --> 01:40:11.680]   make it the way the recipe is and then decide if you want to throw walnuts in it. Right?
[01:40:11.680 --> 01:40:14.180]   So it's that same type of thinking. Start with something like that.
[01:40:14.180 --> 01:40:18.180]   And you know, if anybody has any questions for me, you know, they can ask if you have like,
[01:40:18.180 --> 01:40:22.880]   you know, blog notes or whatever in and I'll be happy to kind of come by and answer those
[01:40:22.880 --> 01:40:24.380]   or they can get in touch with me directly.
[01:40:24.380 --> 01:40:26.680]   Absolutely. And Jack's Low Carb Journey is all on YouTube.
[01:40:26.680 --> 01:40:27.480]   So just go to YouTube.
[01:40:27.480 --> 01:40:28.180]   It's all on YouTube.
[01:40:28.180 --> 01:40:32.180]   Jack, thank you for coming on. And I want to close it just with one closing note.
[01:40:32.180 --> 01:40:36.180]   The reason why I brought Jack on to discuss this subject instead of going
[01:40:36.180 --> 01:40:36.180]   The reason why I brought Jack on to discuss this subject instead of going
[01:40:36.180 --> 01:40:36.180]   The reason why I brought Jack on to discuss this subject instead of going
[01:40:36.720 --> 01:41:05.720]  ,
[01:41:05.720 --> 01:41:06.220]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:06.220 --> 01:41:06.220]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:06.220 --> 01:41:06.220]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:06.220 --> 01:41:06.220]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:06.220 --> 01:41:06.220]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:06.220 --> 01:41:06.220]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:06.220 --> 01:41:06.220]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:06.220 --> 01:41:06.220]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:06.220 --> 01:41:06.220]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:06.240 --> 01:41:11.260]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:11.260 --> 01:41:12.260]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:12.260 --> 01:41:13.260]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:13.260 --> 01:41:15.260]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:15.260 --> 01:41:15.760]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:15.760 --> 01:41:16.260]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:16.260 --> 01:41:17.260]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:17.260 --> 01:41:18.260]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:18.260 --> 01:41:20.260]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:20.260 --> 01:41:21.260]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:21.260 --> 01:41:22.260]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:22.260 --> 01:41:23.260]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:23.260 --> 01:41:24.260]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:24.280 --> 01:41:46.300]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:46.300 --> 01:41:47.300]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:47.300 --> 01:41:48.300]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:48.300 --> 01:41:49.300]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:49.300 --> 01:41:50.300]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:50.300 --> 01:41:51.300]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:51.300 --> 01:41:52.300]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:52.300 --> 01:41:53.300]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:53.300 --> 01:41:54.300]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:54.300 --> 01:41:54.300]   The reason why I brought Jack on to discuss this subject instead of going
[01:41:54.300 --> 01:41:54.300]   The reason why I brought Jack on to discuss this subject instead of discussing this subject instead of going
[01:41:54.840 --> 01:42:24.340]   The reason why I brought Jack on to discuss this subject instead of going
[01:42:24.340 --> 01:42:24.340]   The reason why I brought Jack on to discuss this subject instead of going
[01:42:24.340 --> 01:42:24.340]   The reason why I brought Jack on to discuss this subject instead of going
[01:42:24.340 --> 01:42:24.340]   The reason why I brought Jack on to discuss this subject instead of going
[01:42:24.340 --> 01:42:24.340]   The reason why I brought Jack on to discuss this subject instead of going
[01:42:24.380 --> 01:42:33.500]   Dat
[01:42:33.500 --> 01:42:34.460]   in. require
[01:42:34.460 --> 01:42:38.560]  ,,,, day continue represent lack countrysideفيGGGG G R L L P I P Squ
[01:42:54.080 --> 01:43:23.780]   ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,,
[01:43:23.820 --> 01:43:33.840]   et

