
[00:00:00.040 --> 00:00:09.760]   rested this
[01:31:01.720 --> 01:31:01.720]   Yeah, there's already a lead in the podcast.
[01:31:01.720 --> 01:31:01.720]   Yeah, there's already a lead in the podcast.
[01:31:01.720 --> 01:31:01.720]   Yeah, there's already a lead in the podcast.
[01:31:01.720 --> 01:31:01.720]   Yeah, there's already a lead in the podcast.
[01:31:01.720 --> 01:31:01.720]   Yeah, there's already a lead in the podcast.
[01:31:01.720 --> 01:31:01.720]   Yeah, there's already a lead in the podcast.
[01:31:01.720 --> 01:31:31.740]   Yeah, there's already a lead in the podcast.
[01:31:31.740 --> 01:31:31.740]   Yeah, there's already a lead in the podcast.
[01:31:31.740 --> 01:31:31.740]   Yeah, there's already a lead in the podcast.
[01:31:31.740 --> 01:31:31.740]   Yeah, there's already a lead in the podcast.
[01:31:31.740 --> 01:31:31.740]   Yeah, there's already a lead in the podcast.
[01:31:31.740 --> 01:31:31.740]   Yeah, there's already a lead in the podcast.
[01:31:31.740 --> 01:31:31.740]   Yeah, there's already a lead in the podcast.
[01:31:31.740 --> 01:31:31.740]   Yeah, there's already a lead in the podcast.
[01:31:31.760 --> 01:32:01.760]   Yeah, there's already a lead in the podcast.
[01:32:01.760 --> 01:32:01.760]   Yeah, there's already a lead in the podcast.
[01:32:01.760 --> 01:32:01.760]   Yeah, there's already a lead in the podcast.
[01:32:01.760 --> 01:32:01.760]   Yeah, there's already a lead in the podcast.
[01:32:01.760 --> 01:32:01.760]   Yeah, there's already a lead in the podcast.
[01:32:01.760 --> 01:32:01.760]   Yeah, there's already a lead in the podcast.
[01:32:01.760 --> 01:32:01.760]   Yeah, there's already a lead in the podcast.
[01:32:01.760 --> 01:32:01.760]   Yeah, there's already a lead in the podcast.
[01:32:01.760 --> 01:32:01.760]   Yeah, there's already a lead in the podcast.
[01:32:01.760 --> 01:32:01.760]   Yeah, there's already a lead in the podcast.
[01:32:01.760 --> 01:32:01.760]   Yeah, there's already a lead in the podcast.
[01:32:01.760 --> 01:32:01.760]   Yeah, there's already a lead in the podcast.
[01:32:01.760 --> 01:32:01.760]   Yeah, there's already a lead in the podcast.
[01:32:01.760 --> 01:32:01.760]   Yeah, there's already a lead in the podcast.
[01:32:01.760 --> 01:32:01.760]   Yeah, there's already a lead in the podcast.
[01:32:01.760 --> 01:32:01.760]   Yeah, there's already a lead in the podcast.
[01:32:01.760 --> 01:32:31.780]   Yeah, there's already a lead in the podcast.
[01:32:31.780 --> 01:32:31.780]   Yeah, there's already a lead in the podcast.
[01:32:31.780 --> 01:32:31.780]   Yeah, there's already a lead in the podcast.
[01:32:31.780 --> 01:32:31.780]   Yeah, there's already a lead in the podcast.
[01:32:31.780 --> 01:32:31.780]   Yeah, there's already a lead in the podcast.
[01:32:31.780 --> 01:32:31.780]   Yeah, there's already a lead in the podcast.
[01:32:31.780 --> 01:32:31.780]   Yeah, there's already a lead in the podcast.
[01:32:31.780 --> 01:32:31.780]   Yeah, there's already a lead in the podcast.
[01:32:31.780 --> 01:32:31.780]   Yeah, there's already a lead in the podcast.
[01:32:31.800 --> 01:33:01.800]   Yeah, there's already a lead in the podcast.
[01:33:01.800 --> 01:33:01.800]   Yeah, there's already a lead in the podcast.
[01:33:01.800 --> 01:33:01.800]   Yeah, there's already a lead in the podcast.
[01:33:01.800 --> 01:33:01.800]   Yeah, there's already a lead in the podcast.
[01:33:01.800 --> 01:33:01.800]   Yeah, there's already a lead in the podcast.
[01:33:01.800 --> 01:33:01.800]   Yeah, there's already a lead in the podcast.
[01:33:01.800 --> 01:33:01.800]   Yeah, there's already a lead in the podcast.
[01:33:01.800 --> 01:33:01.800]   Yeah, there's already a lead in the podcast.
[01:33:01.800 --> 01:33:01.800]   Yeah, there's already a lead in the podcast.
[01:33:01.800 --> 01:33:01.800]   Yeah, there's already a lead in the podcast.
[01:33:01.800 --> 01:33:01.800]   Yeah, there's already a lead in the podcast.
[01:33:01.800 --> 01:33:01.800]   Yeah, there's already a lead in the podcast.
[01:33:01.800 --> 01:33:01.800]   Yeah, there's already a lead in the podcast.
[01:33:01.800 --> 01:33:01.800]   Yeah, there's already a lead in the podcast.
[01:33:01.800 --> 01:33:01.800]   Yeah, there's already a lead in the podcast.
[01:33:01.800 --> 01:33:01.800]   Yeah, there's already a lead in the podcast.
[01:33:01.800 --> 01:33:31.820]   Yeah, there's already a lead in the podcast.
[01:33:31.820 --> 01:33:31.820]   Yeah, there's already a lead in the podcast.
[01:33:31.820 --> 01:33:31.820]   Yeah, there's already a lead in the podcast.
[01:33:31.820 --> 01:33:31.820]   Yeah, there's already a lead in the podcast.
[01:33:31.820 --> 01:33:31.820]   Yeah, there's already a lead in the podcast.
[01:33:31.820 --> 01:33:31.820]   Yeah, there's already a lead in the podcast.
[01:33:31.820 --> 01:33:31.820]   Yeah, there's already a lead in the podcast.
[01:33:31.820 --> 01:33:31.820]   Yeah, there's already a lead in the podcast.
[01:33:31.840 --> 01:34:01.840]   Yeah, there's already a lead in the podcast.
[01:34:01.840 --> 01:34:01.840]   Yeah, there's already a lead in the podcast.
[01:34:01.840 --> 01:34:01.840]   Yeah, there's already a lead in the podcast.
[01:34:01.840 --> 01:34:01.840]   Yeah, there's already a lead in the podcast.
[01:34:01.840 --> 01:34:01.840]   Yeah, there's already a lead in the podcast.
[01:34:01.840 --> 01:34:01.840]   Yeah, there's already a lead in the podcast.
[01:34:01.840 --> 01:34:01.840]   Yeah, there's already a lead in the podcast.
[01:34:01.840 --> 01:34:01.840]   Yeah, there's already a lead in the podcast.
[01:34:01.840 --> 01:34:01.840]   Yeah, there's already a lead in the podcast.
[01:34:01.840 --> 01:34:01.840]   Yeah, there's already a lead in the podcast.
[01:34:01.840 --> 01:34:01.840]   Yeah, there's already a lead in the podcast.
[01:34:01.840 --> 01:34:01.840]   Yeah, there's already a lead in the podcast.
[01:34:01.840 --> 01:34:01.840]   Yeah, there's already a lead in the podcast.
[01:34:01.840 --> 01:34:01.840]   Yeah, there's already a lead in the podcast.
[01:34:01.840 --> 01:34:01.840]   Yeah, there's already a lead in the podcast.
[01:34:01.840 --> 01:34:01.840]   Yeah, there's already a lead in the podcast.
[01:34:01.840 --> 01:34:31.860]   Yeah, there's already a lead in the podcast.
[01:34:31.860 --> 01:34:31.860]   Yeah, there's already a lead in the podcast.
[01:34:31.860 --> 01:34:31.860]   Yeah, there's already a lead in the podcast.
[01:34:31.860 --> 01:34:31.860]   Yeah, there's already a lead in the podcast.
[01:34:31.860 --> 01:34:31.860]   Yeah, there's already a lead in the podcast.
[01:34:31.860 --> 01:34:31.860]   Yeah, there's already a lead in the podcast.
[01:34:31.860 --> 01:34:31.860]   Yeah, there's already a lead in the podcast.
[01:34:31.860 --> 01:34:31.860]   Yeah, there's already a lead in the podcast.
[01:34:31.860 --> 01:34:31.860]   Yeah, there's already a lead in the podcast.
[01:34:31.880 --> 01:35:01.880]   Yeah, there's already a lead in the podcast.
[01:35:01.880 --> 01:35:01.880]   Yeah, there's already a lead in the podcast.
[01:35:01.880 --> 01:35:01.880]   Yeah, there's already a lead in the podcast.
[01:35:01.880 --> 01:35:01.880]   Yeah, there's already a lead in the podcast.
[01:35:01.880 --> 01:35:01.880]   Yeah, there's already a lead in the podcast.
[01:35:01.880 --> 01:35:01.880]   Yeah, there's already a lead in the podcast.
[01:35:01.880 --> 01:35:01.880]   Yeah, there's already a lead in the podcast.
[01:35:01.880 --> 01:35:01.880]   Yeah, there's already a lead in the podcast.
[01:35:01.880 --> 01:35:01.880]   Yeah, there's already a lead in the podcast.
[01:35:01.880 --> 01:35:01.880]   Yeah, there's already a lead in the podcast.
[01:35:01.880 --> 01:35:01.880]   Yeah, there's already a lead in the podcast.
[01:35:01.880 --> 01:35:01.880]   Yeah, there's already a lead in the podcast.
[01:35:01.880 --> 01:35:01.880]   Yeah, there's already a lead in the podcast.
[01:35:01.880 --> 01:35:01.880]   Yeah, there's already a lead in the podcast.
[01:35:01.880 --> 01:35:01.880]   Yeah, there's already a lead in the podcast.
[01:35:01.880 --> 01:35:01.880]   Yeah, there's already a lead in the podcast.
[01:35:01.880 --> 01:35:31.900]   Yeah, there's already a lead in the podcast.
[01:35:31.900 --> 01:35:31.900]   Yeah, there's already a lead in the podcast.
[01:35:31.900 --> 01:35:31.900]   Yeah, there's already a lead in the podcast.
[01:35:31.900 --> 01:35:31.900]   Yeah, there's already a lead in the podcast.
[01:35:31.900 --> 01:35:31.900]   Yeah, there's already a lead in the podcast.
[01:35:31.900 --> 01:35:31.900]   Yeah, there's already a lead in the podcast.
[01:35:31.900 --> 01:35:31.900]   Yeah, there's already a lead in the podcast.
[01:35:31.900 --> 01:35:31.900]   Yeah, there's already a lead in the podcast.
[01:35:31.900 --> 01:35:31.900]   Yeah, there's already a lead in the podcast.
[01:35:31.900 --> 01:35:31.900]   Yeah, there's already a lead in the podcast.
[01:35:31.900 --> 01:35:31.900]   Yeah, there's already a lead in the podcast.
[01:35:31.920 --> 01:36:01.920]   Yeah, there's already a lead in the podcast.
[01:36:01.920 --> 01:36:01.920]   Yeah, there's already a lead in the podcast.
[01:36:01.920 --> 01:36:01.920]   Yeah, there's already a lead in the podcast.
[01:36:01.920 --> 01:36:01.920]   Yeah, there's already a lead in the podcast.
[01:36:01.920 --> 01:36:01.920]   Yeah, there's already a lead in the podcast.
[01:36:01.920 --> 01:36:01.920]   Yeah, there's already a lead in the podcast.
[01:36:01.920 --> 01:36:01.920]   Yeah, there's already a lead in the podcast.
[01:36:01.920 --> 01:36:01.920]   Yeah, there's already a lead in the podcast.
[01:36:01.920 --> 01:36:01.920]   Yeah, there's already a lead in the podcast.
[01:36:01.920 --> 01:36:01.920]   Yeah, there's already a lead in the podcast.
[01:36:01.920 --> 01:36:01.920]   Yeah, there's already a lead in the podcast.
[01:36:01.920 --> 01:36:01.920]   Yeah, there's already a lead in the podcast.
[01:36:01.920 --> 01:36:01.920]   Yeah, there's already a lead in the podcast.
[01:36:01.920 --> 01:36:01.920]   Yeah, there's already a lead in the podcast.
[01:36:01.920 --> 01:36:01.920]   Yeah, there's already a lead in the podcast.
[01:36:01.920 --> 01:36:01.920]   Yeah, there's already a lead in the podcast.
[01:36:01.920 --> 01:36:31.940]   Yeah, there's already a lead in the podcast.
[01:36:31.940 --> 01:36:31.940]   Yeah, there's already a lead in the podcast.
[01:36:31.940 --> 01:36:31.940]   Yeah, there's already a lead in the podcast.
[01:36:31.940 --> 01:36:31.940]   Yeah, there's already a lead in the podcast.
[01:36:31.940 --> 01:36:31.940]   Yeah, there's already a lead in the podcast.
[01:36:31.940 --> 01:36:31.940]   Yeah, there's already a lead in the podcast.
[01:36:31.940 --> 01:36:31.940]   Yeah, there's already a lead in the podcast.
[01:36:31.940 --> 01:36:31.940]   Yeah, there's already a lead in the podcast.
[01:36:31.940 --> 01:36:31.940]   Yeah, there's already a lead in the podcast.
[01:36:31.960 --> 01:37:01.960]   Yeah, there's already a lead in the podcast.
[01:37:01.960 --> 01:37:01.960]   Yeah, there's already a lead in the podcast.
[01:37:01.960 --> 01:37:01.960]   Yeah, there's already a lead in the podcast.
[01:37:01.960 --> 01:37:01.960]   Yeah, there's already a lead in the podcast.
[01:37:01.960 --> 01:37:01.960]   Yeah, there's already a lead in the podcast.
[01:37:01.960 --> 01:37:01.960]   Yeah, there's already a lead in the podcast.
[01:37:01.960 --> 01:37:01.960]   Yeah, there's already a lead in the podcast.
[01:37:01.960 --> 01:37:01.960]   Yeah, there's already a lead in the podcast.
[01:37:01.960 --> 01:37:01.960]   Yeah, there's already a lead in the podcast.
[01:37:01.960 --> 01:37:01.960]   Yeah, there's already a lead in the podcast.
[01:37:01.960 --> 01:37:01.960]   Yeah, there's already a lead in the podcast.
[01:37:01.960 --> 01:37:01.960]   Yeah, there's already a lead in the podcast.
[01:37:01.960 --> 01:37:01.960]   Yeah, there's already a lead in the podcast.
[01:37:01.960 --> 01:37:01.960]   Yeah, there's already a lead in the podcast.
[01:37:01.960 --> 01:37:01.960]   Yeah, there's already a lead in the podcast.
[01:37:01.960 --> 01:37:01.960]   Yeah, there's already a lead in the podcast.
[01:37:01.960 --> 01:37:31.980]   Yeah, there's already a lead in the podcast.
[01:37:31.980 --> 01:37:31.980]   Yeah, there's already a lead in the podcast.
[01:37:31.980 --> 01:37:31.980]   Yeah, there's already a lead in the podcast.
[01:37:31.980 --> 01:37:31.980]   Yeah, there's already a lead in the podcast.
[01:37:31.980 --> 01:37:31.980]   Yeah, there's already a lead in the podcast.
[01:37:31.980 --> 01:37:31.980]   Yeah, there's already a lead in the podcast.
[01:37:31.980 --> 01:37:31.980]   Yeah, there's already a lead in the podcast.
[01:37:31.980 --> 01:37:31.980]   Yeah, there's already a lead in the podcast.
[01:37:32.000 --> 01:38:02.000]   Yeah, there's already a lead in the podcast.
[01:38:02.000 --> 01:38:02.000]   Yeah, there's already a lead in the podcast.
[01:38:02.000 --> 01:38:02.000]   Yeah, there's already a lead in the podcast.
[01:38:02.000 --> 01:38:02.000]   Yeah, there's already a lead in the podcast.
[01:38:02.000 --> 01:38:02.000]   Yeah, there's already a lead in the podcast.
[01:38:02.000 --> 01:38:02.000]   Yeah, there's already a lead in the podcast.
[01:38:02.000 --> 01:38:02.000]   Yeah, there's already a lead in the podcast.
[01:38:02.000 --> 01:38:02.000]   Yeah, there's already a lead in the podcast.
[01:38:02.000 --> 01:38:02.000]   Yeah, there's already a lead in the podcast.
[01:38:02.000 --> 01:38:02.000]   Yeah, there's already a lead in the podcast.
[01:38:02.000 --> 01:38:02.000]   Yeah, there's already a lead in the podcast.
[01:38:02.000 --> 01:38:02.000]   Yeah, there's already a lead in the podcast.
[01:38:02.000 --> 01:38:02.000]   Yeah, there's already a lead in the podcast.
[01:38:02.000 --> 01:38:02.000]   Yeah, there's already a lead in the podcast.
[01:38:02.000 --> 01:38:02.000]   Yeah, there's already a lead in the podcast.
[01:38:02.000 --> 01:38:02.000]   Yeah, there's already a lead in the podcast.
[01:38:02.000 --> 01:38:32.020]   Yeah, there's already a lead in the podcast.
[01:38:32.020 --> 01:38:32.020]   Yeah, there's already a lead in the podcast.
[01:38:32.020 --> 01:38:32.020]   Yeah, there's already a lead in the podcast.
[01:38:32.020 --> 01:38:32.020]   Yeah, there's already a lead in the podcast.
[01:38:32.020 --> 01:38:32.020]   Yeah, there's already a lead in the podcast.
[01:38:32.020 --> 01:38:32.020]   Yeah, there's already a lead in the podcast.
[01:38:32.020 --> 01:38:32.020]   Yeah, there's already a lead in the podcast.
[01:38:32.020 --> 01:38:32.020]   Yeah, there's already a lead in the podcast.
[01:38:32.020 --> 01:38:32.020]   Yeah, there's already a lead in the podcast.
[01:38:32.020 --> 01:38:32.020]   Yeah, there's already a lead in the podcast.
[01:38:32.020 --> 01:38:32.020]   Yeah, there's already a lead in the podcast.
[01:38:32.040 --> 01:39:02.040]   Yeah, there's already a lead in the podcast.
[01:39:02.040 --> 01:39:02.040]   Yeah, there's already a lead in the podcast.
[01:39:02.040 --> 01:39:02.040]   Yeah, there's already a lead in the podcast.
[01:39:02.040 --> 01:39:02.040]   Yeah, there's already a lead in the podcast.
[01:39:02.040 --> 01:39:02.040]   Yeah, there's already a lead in the podcast.
[01:39:02.040 --> 01:39:02.040]   Yeah, there's already a lead in the podcast.
[01:39:02.040 --> 01:39:02.040]   Yeah, there's already a lead in the podcast.
[01:39:02.040 --> 01:39:02.040]   Yeah, there's already a lead in the podcast.
[01:39:02.040 --> 01:39:02.040]   Yeah, there's already a lead in the podcast.
[01:39:02.040 --> 01:39:02.040]   Yeah, there's already a lead in the podcast.
[01:39:02.040 --> 01:39:02.040]   Yeah, there's already a lead in the podcast.
[01:39:02.040 --> 01:39:02.040]   Yeah, there's already a lead in the podcast.
[01:39:02.040 --> 01:39:02.040]   Yeah, there's already a lead in the podcast.
[01:39:02.040 --> 01:39:02.040]   Yeah, there's already a lead in the podcast.
[01:39:02.040 --> 01:39:02.040]   Yeah, there's already a lead in the podcast.
[01:39:02.040 --> 01:39:02.040]   Yeah, there's already a lead in the podcast.
[01:39:02.040 --> 01:39:32.060]   Yeah, there's already a lead in the podcast.
[01:39:32.060 --> 01:39:32.060]   Yeah, there's already a lead in the podcast.
[01:39:32.060 --> 01:39:32.060]   Yeah, there's already a lead in the podcast.
[01:39:32.060 --> 01:39:32.060]   Yeah, there's already a lead in the podcast.
[01:39:32.060 --> 01:39:32.060]   Yeah, there's already a lead in the podcast.
[01:39:32.060 --> 01:39:32.060]   Yeah, there's already a lead in the podcast.
[01:39:32.060 --> 01:39:32.060]   Yeah, there's already a lead in the podcast.
[01:39:32.060 --> 01:39:32.060]   Yeah, there's already a lead in the podcast.
[01:39:32.080 --> 01:40:02.080]   Yeah, there's already a lead in the podcast.
[01:40:02.080 --> 01:40:02.080]   Yeah, there's already a lead in the podcast.
[01:40:02.080 --> 01:40:02.080]   Yeah, there's already a lead in the podcast.
[01:40:02.080 --> 01:40:02.080]   Yeah, there's already a lead in the podcast.
[01:40:02.080 --> 01:40:02.080]   Yeah, there's already a lead in the podcast.
[01:40:02.080 --> 01:40:02.080]   Yeah, there's already a lead in the podcast.
[01:40:02.080 --> 01:40:02.080]   Yeah, there's already a lead in the podcast.
[01:40:02.080 --> 01:40:02.080]   Yeah, there's already a lead in the podcast.
[01:40:02.080 --> 01:40:02.080]   Yeah, there's already a lead in the podcast.
[01:40:02.080 --> 01:40:02.080]   Yeah, there's already a lead in the podcast.
[01:40:02.080 --> 01:40:02.080]   Yeah, there's already a lead in the podcast.
[01:40:02.080 --> 01:40:02.080]   Yeah, there's already a lead in the podcast.
[01:40:02.080 --> 01:40:02.080]   Yeah, there's already a lead in the podcast.
[01:40:02.080 --> 01:40:02.080]   Yeah, there's already a lead in the podcast.
[01:40:02.080 --> 01:40:02.080]   Yeah, there's already a lead in the podcast.
[01:40:02.080 --> 01:40:02.080]   Yeah, there's already a lead in the podcast.
[01:40:02.080 --> 01:40:32.100]   Yeah, there's already a lead in the podcast.
[01:40:32.100 --> 01:40:32.100]   Yeah, there's already a lead in the podcast.
[01:40:32.100 --> 01:40:32.100]   Yeah, there's already a lead in the podcast.
[01:40:32.100 --> 01:40:32.100]   Yeah, there's already a lead in the podcast.
[01:40:32.100 --> 01:40:32.100]   Yeah, there's already a lead in the podcast.
[01:40:32.100 --> 01:40:32.100]   Yeah, there's already a lead in the podcast.
[01:40:32.100 --> 01:40:32.100]   Yeah, there's already a lead in the podcast.
[01:40:32.100 --> 01:40:32.100]   Yeah, there's already a lead in the podcast.
[01:40:32.120 --> 01:41:02.120]   Yeah, there's already a lead in the podcast.
[01:41:02.120 --> 01:41:02.120]   Yeah, there's already a lead in the podcast.
[01:41:02.120 --> 01:41:02.120]   Yeah, there's already a lead in the podcast.
[01:41:02.120 --> 01:41:02.120]   Yeah, there's already a lead in the podcast.
[01:41:02.120 --> 01:41:02.120]   Yeah, there's already a lead in the podcast.
[01:41:02.120 --> 01:41:02.120]   Yeah, there's already a lead in the podcast.
[01:41:02.120 --> 01:41:02.120]   Yeah, there's already a lead in the podcast.
[01:41:02.120 --> 01:41:02.120]   Yeah, there's already a lead in the podcast.
[01:41:02.120 --> 01:41:02.120]   Yeah, there's already a lead in the podcast.
[01:41:02.120 --> 01:41:02.120]   Yeah, there's already a lead in the podcast.
[01:41:02.120 --> 01:41:02.120]   Yeah, there's already a lead in the podcast.
[01:41:02.120 --> 01:41:02.120]   Yeah, there's already a lead in the podcast.
[01:41:02.120 --> 01:41:02.120]   Yeah, there's already a lead in the podcast.
[01:41:02.120 --> 01:41:02.120]   Yeah, there's already a lead in the podcast.
[01:41:02.120 --> 01:41:02.120]   Yeah, there's already a lead in the podcast.
[01:41:02.120 --> 01:41:02.120]   Yeah, there's already a lead in the podcast.
[01:41:02.260 --> 01:41:32.140]   Yeah, there's already a lead in the podcast.
[01:41:32.140 --> 01:41:32.140]   Yeah, there's already a lead in the podcast.
[01:41:32.140 --> 01:41:32.140]   Yeah, there's already a lead in the podcast.
[01:41:32.140 --> 01:41:32.140]   Yeah, there's already a lead in the podcast.
[01:41:32.140 --> 01:41:32.140]   Yeah, there's already a lead in the podcast.
[01:41:32.140 --> 01:41:32.140]   Yeah, there's already a lead in the podcast.
[01:41:32.160 --> 01:42:02.160]   Yeah, there's already a lead in the podcast.
[01:42:02.160 --> 01:42:02.160]   Yeah, there's already a lead in the podcast.
[01:42:02.160 --> 01:42:02.160]   Yeah, there's already a lead in the podcast.
[01:42:02.160 --> 01:42:02.160]   Yeah, there's already a lead in the podcast.
[01:42:02.160 --> 01:42:02.160]   Yeah, there's already a lead in the podcast.
[01:42:02.160 --> 01:42:02.160]   Yeah, there's already a lead in the podcast.
[01:42:02.160 --> 01:42:02.160]   Yeah, there's already a lead in the podcast.
[01:42:02.160 --> 01:42:02.160]   Yeah, there's already a lead in the podcast.
[01:42:02.160 --> 01:42:02.160]   Yeah, there's already a lead in the podcast.
[01:42:02.160 --> 01:42:02.160]   Yeah, there's already a lead in the podcast.
[01:42:02.160 --> 01:42:02.160]   Yeah, there's already a lead in the podcast.
[01:42:02.160 --> 01:42:02.160]   Yeah, there's already a lead in the podcast.
[01:42:02.160 --> 01:42:02.160]   Yeah, there's already a lead in the podcast.
[01:42:02.160 --> 01:42:02.160]   Yeah, there's already a lead in the podcast.
[01:42:02.160 --> 01:42:02.160]   Yeah, there's already a lead in the podcast.
[01:42:02.160 --> 01:42:02.160]   Yeah, there's already a lead in the podcast.
[01:42:02.160 --> 01:42:32.180]   Yeah, there's already a lead in the podcast.
[01:42:32.180 --> 01:42:32.180]   Yeah, there's already a lead in the podcast.
[01:42:32.180 --> 01:42:32.180]   Yeah, there's already a lead in the podcast.
[01:42:32.180 --> 01:42:32.180]   Yeah, there's already a lead in the podcast.
[01:42:32.180 --> 01:42:32.180]   Yeah, there's already a lead in the podcast.
[01:42:32.180 --> 01:42:32.180]   Yeah, there's already a lead in the podcast.
[01:42:32.180 --> 01:42:32.180]   Yeah, there's already a lead in the podcast.
[01:42:32.180 --> 01:42:32.180]   Yeah, there's already a lead in the podcast.
[01:42:32.180 --> 01:42:32.180]   Yeah, there's already a lead in the podcast.
[01:42:32.180 --> 01:42:32.180]   Yeah, there's already a lead in the podcast.
[01:42:32.200 --> 01:43:02.200]   Yeah, there's already a lead in the podcast.
[01:43:02.200 --> 01:43:02.200]   Yeah, there's already a lead in the podcast.
[01:43:02.200 --> 01:43:02.200]   Yeah, there's already a lead in the podcast.
[01:43:02.200 --> 01:43:02.200]   Yeah, there's already a lead in the podcast.
[01:43:02.200 --> 01:43:02.200]   Yeah, there's already a lead in the podcast.
[01:43:02.200 --> 01:43:02.200]   Yeah, there's already a lead in the podcast.
[01:43:02.200 --> 01:43:02.200]   Yeah, there's already a lead in the podcast.
[01:43:02.200 --> 01:43:02.200]   Yeah, there's already a lead in the podcast.
[01:43:02.200 --> 01:43:02.200]   Yeah, there's already a lead in the podcast.
[01:43:02.200 --> 01:43:02.200]   Yeah, there's already a lead in the podcast.
[01:43:02.200 --> 01:43:02.200]   Yeah, there's already a lead in the podcast.
[01:43:02.200 --> 01:43:02.200]   Yeah, there's already a lead in the podcast.
[01:43:02.200 --> 01:43:02.200]   Yeah, there's already a lead in the podcast.
[01:43:02.200 --> 01:43:02.200]   Yeah, there's already a lead in the podcast.
[01:43:02.200 --> 01:43:02.200]   Yeah, there's already a lead in the podcast.
[01:43:02.200 --> 01:43:02.200]   Yeah, there's already a lead in the podcast.
[01:43:02.200 --> 01:43:32.220]   Yeah, there's already a lead in the podcast.
[01:43:32.220 --> 01:43:32.220]   Yeah, there's already a lead in the podcast.
[01:43:32.220 --> 01:43:32.220]   Yeah, there's already a lead in the podcast.
[01:43:32.220 --> 01:43:32.220]   Yeah, there's already a lead in the podcast.
[01:43:32.220 --> 01:43:32.220]   Yeah, there's already a lead in the podcast.
[01:43:32.220 --> 01:43:32.220]   Yeah, there's already a lead in the podcast.
[01:43:32.220 --> 01:43:32.220]   Yeah, there's already a lead in the podcast.
[01:43:32.220 --> 01:43:32.220]   Yeah, there's already a lead in the podcast.
[01:43:32.220 --> 01:43:32.220]   Yeah, there's already a lead in the podcast.
[01:43:32.240 --> 01:44:02.240]   Yeah, there's already a lead in the podcast.
[01:44:02.240 --> 01:44:02.240]   Yeah, there's already a lead in the podcast.
[01:44:02.240 --> 01:44:02.240]   Yeah, there's already a lead in the podcast.
[01:44:02.240 --> 01:44:02.240]   Yeah, there's already a lead in the podcast.
[01:44:02.240 --> 01:44:02.240]   Yeah, there's already a lead in the podcast.
[01:44:02.240 --> 01:44:02.240]   Yeah, there's already a lead in the podcast.
[01:44:02.240 --> 01:44:02.240]   Yeah, there's already a lead in the podcast.
[01:44:02.240 --> 01:44:02.240]   Yeah, there's already a lead in the podcast.
[01:44:02.240 --> 01:44:02.240]   Yeah, there's already a lead in the podcast.
[01:44:02.240 --> 01:44:02.240]   Yeah, there's already a lead in the podcast.
[01:44:02.240 --> 01:44:02.240]   Yeah, there's already a lead in the podcast.
[01:44:02.240 --> 01:44:02.240]   Yeah, there's already a lead in the podcast.
[01:44:02.240 --> 01:44:02.240]   Yeah, there's already a lead in the podcast.
[01:44:02.240 --> 01:44:02.240]   Yeah, there's already a lead in the podcast.
[01:44:02.240 --> 01:44:02.240]   Yeah, there's already a lead in the podcast.
[01:44:02.240 --> 01:44:02.240]   Yeah, there's already a lead in the podcast.
[01:44:02.240 --> 01:44:32.260]   Yeah, there's already a lead in the podcast.
[01:44:32.260 --> 01:44:32.260]   Yeah, there's already a lead in the podcast.
[01:44:32.260 --> 01:44:32.260]   Yeah, there's already a lead in the podcast.
[01:44:32.260 --> 01:44:32.260]   Yeah, there's already a lead in the podcast.
[01:44:32.260 --> 01:44:32.260]   Yeah, there's already a lead in the podcast.
[01:44:32.260 --> 01:44:32.260]   Yeah, there's already a lead in the podcast.
[01:44:32.260 --> 01:44:32.260]   Yeah, there's already a lead in the podcast.
[01:44:32.260 --> 01:44:32.260]   Yeah, there's already a lead in the podcast.
[01:44:32.280 --> 01:45:02.280]  ,
[01:45:02.280 --> 01:45:02.280]   Yeah, there's already a lead in the podcast.
[01:45:02.280 --> 01:45:02.280]   Yeah, there's already a lead in the podcast.
[01:45:02.280 --> 01:45:02.280]   Yeah, there's already a lead in the podcast.
[01:45:02.280 --> 01:45:02.280]   Yeah, there's already a lead in the podcast.
[01:45:02.280 --> 01:45:02.280]   Yeah, there's already a lead in the podcast.
[01:45:02.280 --> 01:45:02.280]   Yeah, there's already a lead in the podcast.
[01:45:02.280 --> 01:45:02.280]   Yeah, there's already a lead in the podcast.
[01:45:02.280 --> 01:45:02.280]   Yeah, there's already a lead in the podcast.
[01:45:02.280 --> 01:45:02.280]   Yeah, there's already a lead in the podcast.
[01:45:02.280 --> 01:45:02.280]   Yeah, there's already a lead in the podcast.
[01:45:02.280 --> 01:45:02.280]   Yeah, there's already a lead in the podcast.
[01:45:02.280 --> 01:45:02.280]   Yeah, there's already a lead in the podcast.
[01:45:02.280 --> 01:45:02.280]   Yeah, there's already a lead in the podcast.
[01:45:02.280 --> 01:45:02.280]   Yeah, there's already a lead in the podcast.
[01:45:02.280 --> 01:45:02.280]   Yeah, there's already a lead in the podcast.
[01:45:02.280 --> 01:45:02.280]   Yeah, there's already a lead in the podcast.
[01:45:02.280 --> 01:45:32.300]   Yeah, there's already a lead in the podcast.
[01:45:32.300 --> 01:45:32.300]   Yeah, there's already a lead in the podcast.
[01:45:32.300 --> 01:45:32.300]   Yeah, there's already a lead in the podcast.
[01:45:32.300 --> 01:45:32.300]   Yeah, there's already a lead in the podcast.
[01:45:32.300 --> 01:45:32.300]   Yeah, there's already a lead in the podcast.
