
[00:00:00.000 --> 00:00:06.120]   All right.
[00:40:54.180 --> 00:40:56.260]   It'd be pretty cool by the way if some people
[00:40:56.260 --> 00:40:58.820]   competed using just sparse linear models
[00:40:58.820 --> 00:41:02.980]   to show the transformers that there's still competition out there.
[00:41:03.500 --> 00:41:05.620]   So that's the first question.
[00:41:05.620 --> 00:41:08.340]   Then the second one is the same way,
[00:41:08.340 --> 00:41:11.180]   except now we're focused on transformer fine-tuning,
[00:41:11.180 --> 00:41:14.380]   which is our main focus for this unit.
[00:41:14.380 --> 00:41:17.940]   I have a question here that pushes you to
[00:41:17.940 --> 00:41:20.860]   understand how these models tokenize data.
[00:41:20.860 --> 00:41:23.580]   It's really different from the old mode.
[00:41:23.580 --> 00:41:27.860]   You'll learn some hugging face code and you'll also learn some concepts.
[00:41:27.860 --> 00:41:30.220]   Then I have a question that pushes you to
[00:41:30.220 --> 00:41:32.460]   understand what the representations are like.
[00:41:32.460 --> 00:41:34.420]   We're going to talk about them abstractly.
[00:41:34.420 --> 00:41:36.500]   Here you'll be hands-on with them.
[00:41:36.500 --> 00:41:39.020]   Then finally, you're going to finish up
[00:41:39.020 --> 00:41:43.780]   writing a PyTorch module where you fine-tune BERT.
[00:41:43.780 --> 00:41:50.660]   That is step one to a really incredible system I'm sure.
[00:41:50.660 --> 00:41:54.260]   I've actually written the interface for you.
[00:41:54.260 --> 00:41:57.180]   So that given the course code and everything else,
[00:41:57.180 --> 00:41:59.940]   the interfaces for these things are pretty straightforward to write.
[00:41:59.940 --> 00:42:01.980]   All you have to do is write the module,
[00:42:01.980 --> 00:42:03.820]   and for completing the homework questions,
[00:42:03.820 --> 00:42:05.820]   you don't actually need heavy-duty computing at
[00:42:05.820 --> 00:42:08.740]   all because you don't do anything heavy-duty.
[00:42:08.740 --> 00:42:11.900]   But when you get to the original system,
[00:42:11.900 --> 00:42:16.140]   that might be where you want to train a big monster model and figure out how to
[00:42:16.140 --> 00:42:20.020]   work with the computational resources that you have to get that done.
[00:42:20.020 --> 00:42:22.580]   This notebook is using TinyBERT,
[00:42:22.580 --> 00:42:24.540]   which is small,
[00:42:24.540 --> 00:42:26.780]   but you still need a GPU to do the work.
[00:42:26.780 --> 00:42:30.100]   So you'll still want to be on Colab or something like that.
[00:42:30.140 --> 00:42:34.460]   Then I don't know how ambitious you're going to get for your original system.
[00:42:34.460 --> 00:42:37.340]   You can tell that I'm trying to lead you toward using
[00:42:37.340 --> 00:42:39.700]   question one and question two for your original system,
[00:42:39.700 --> 00:42:41.060]   but it's not required.
[00:42:41.060 --> 00:42:44.620]   If you want to do something where you just prompt GPT-4,
[00:42:44.620 --> 00:42:46.900]   maybe you'll win, I don't know.
[00:42:46.900 --> 00:42:49.060]   I'm up for anything.
[00:42:49.060 --> 00:42:51.260]   It does need to be an original system,
[00:42:51.260 --> 00:42:53.660]   so you can't just download somebody else's code.
[00:42:53.660 --> 00:42:56.780]   If all you did was a very boring prompt structure,
[00:42:56.780 --> 00:42:59.460]   you wouldn't get a high grade on your original system.
[00:42:59.460 --> 00:43:03.260]   We're trying to encourage you to think creatively and explore.
[00:43:03.260 --> 00:43:06.380]   Then the final thing is you just enter this in a bake-off,
[00:43:06.380 --> 00:43:09.620]   and really that just means grabbing an unlabeled dataset
[00:43:09.620 --> 00:43:13.260]   from the web and adding a column with predictions in it.
[00:43:13.260 --> 00:43:17.300]   Then you upload that when you submit your work to Gradescope.
[00:43:17.300 --> 00:43:20.020]   Then when everyone's submissions are in,
[00:43:20.020 --> 00:43:23.060]   we'll reveal the scores and there'll be some winners,
[00:43:23.060 --> 00:43:24.860]   and we'll give out prizes.
[00:43:24.860 --> 00:43:29.140]   I'm optimistic that we're going to have EC2 codes as prizes.
[00:43:29.140 --> 00:43:31.100]   That's always been fun because if you win a bake-off,
[00:43:31.100 --> 00:43:35.340]   you get a little bit more compute resources for your next big thing.
[00:43:35.340 --> 00:43:41.060]   They don't want to hand out these codes anymore like they used to,
[00:43:41.060 --> 00:43:42.940]   because Cloud Compute is so important now,
[00:43:42.940 --> 00:43:46.580]   but I think I have an arrangement in place to get some.
[00:43:46.580 --> 00:43:48.980]   By the way, we give out prizes for
[00:43:48.980 --> 00:43:51.780]   the best systems and the most creative systems,
[00:43:51.780 --> 00:43:55.660]   and we have even given out prizes for the lowest scoring system.
[00:43:55.660 --> 00:43:58.660]   Because if that was a cool thing that should have worked and didn't,
[00:43:58.660 --> 00:44:02.860]   I feel like you did a service to all of us by going down that route,
[00:44:02.860 --> 00:44:04.900]   and that deserves a prize.
[00:44:04.900 --> 00:44:08.700]   As a trying to have a multi-dimensional leaderboard here,
[00:44:08.700 --> 00:44:13.260]   even as we rank all of you according to the performance of your systems.
[00:44:13.260 --> 00:44:20.580]   That's my overview. Questions or comments or anything?
[00:44:20.580 --> 00:44:31.820]   All right.
[00:44:31.820 --> 00:44:37.580]   I propose then that we go to Transformers.
[00:44:37.580 --> 00:44:41.300]   So download the handout.
[00:44:41.300 --> 00:44:43.300]   By the way, these should be really good.
[00:44:43.300 --> 00:44:45.100]   So these slides, you'll get a version with
[00:44:45.100 --> 00:44:47.260]   fewer overlays to make it more browsable.
[00:44:47.260 --> 00:44:50.060]   All of these things up here are links.
[00:44:50.060 --> 00:44:56.780]   So if you click on these bubbles,
[00:44:56.780 --> 00:44:58.540]   you can go directly to that part,
[00:44:58.540 --> 00:45:01.500]   and you can see that this is a kind of outline of this unit.
[00:45:01.500 --> 00:45:04.860]   Then there's also a good table of contents with good labels.
[00:45:04.860 --> 00:45:09.100]   So if you need to find things in what I admit is a very large deck,
[00:45:09.100 --> 00:45:10.940]   that should make it easier to do that.
[00:45:10.940 --> 00:45:15.100]   You can also track our progress as we move through these things.
[00:45:15.100 --> 00:45:23.980]   So we dive in.
[00:45:23.980 --> 00:45:25.940]   Guiding ideas.
[00:45:25.940 --> 00:45:30.100]   What is happening with these contextual representations?
[00:45:30.100 --> 00:45:35.060]   Okay. This one slide here used to take two weeks for this course.
[00:45:35.060 --> 00:45:37.300]   And I've been trying to convey this.
[00:45:37.300 --> 00:45:38.620]   We have stopped doing that.
[00:45:38.620 --> 00:45:40.900]   The background materials are still at the website.
[00:45:40.900 --> 00:45:44.660]   It was also the first two weeks of CS224n.
[00:45:44.660 --> 00:45:49.180]   We did them before they did them in CS224n,
[00:45:49.180 --> 00:45:52.500]   back before natural language understanding was all the rage.
[00:45:52.500 --> 00:45:54.060]   But they get there first now,
[00:45:54.060 --> 00:45:55.460]   and it is a more basic course.
[00:45:55.460 --> 00:45:56.740]   I'm saying they do GloVe,
[00:45:56.740 --> 00:46:00.340]   Word2Vec, and we're going to dive right into transformers.
[00:46:00.340 --> 00:46:03.540]   Here is my one slide summary of this.
[00:46:03.540 --> 00:46:06.140]   Back in the old, old days,
[00:46:06.140 --> 00:46:09.940]   the dawning of the statistical revolution in NLP,
[00:46:09.940 --> 00:46:12.220]   the way we represented examples,
[00:46:12.220 --> 00:46:13.840]   let's say words for this case,
[00:46:13.840 --> 00:46:17.020]   was with feature-based sparse representations.
[00:46:17.020 --> 00:46:18.860]   And what I mean by that is that if you
[00:46:18.860 --> 00:46:21.060]   wanted to represent a word of a language,
[00:46:21.060 --> 00:46:23.740]   you might write a feature function that says, okay,
[00:46:23.740 --> 00:46:27.140]   yes or no on it being referring to an animate thing,
[00:46:27.140 --> 00:46:31.740]   yes or no on it ending in the characters ing,
[00:46:31.740 --> 00:46:35.820]   yes or no on it mostly being used as a verb,
[00:46:35.820 --> 00:46:36.980]   and so forth and so on.
[00:46:36.980 --> 00:46:39.660]   And so all these little feature functions would end up giving
[00:46:39.660 --> 00:46:45.000]   you really long vectors of essentially ones and zeros that were kind of
[00:46:45.000 --> 00:46:48.500]   hand-designed and that would give you a perspective on
[00:46:48.500 --> 00:46:53.240]   a bunch of the dimensions of the word you were trying to represent.
[00:46:53.240 --> 00:46:55.400]   That lasted for a while,
[00:46:55.400 --> 00:47:01.240]   and then it kind of started to get replaced pre-Word2Vec and GloVe,
[00:47:01.240 --> 00:47:06.720]   with methods like pointwise mutual information or TF-IDF.
[00:47:06.720 --> 00:47:09.940]   These methods had long been recognized as
[00:47:09.940 --> 00:47:13.140]   fundamental in the field of information retrieval,
[00:47:13.140 --> 00:47:16.700]   especially TF-IDF as a main representation technique
[00:47:16.700 --> 00:47:20.300]   for finding relevant documents for queries.
[00:47:20.300 --> 00:47:25.140]   Took a while for NLP people to realize that they would be valuable.
[00:47:25.140 --> 00:47:30.340]   But what you start to see here is that instead of writing all those feature functions,
[00:47:30.340 --> 00:47:35.820]   I'll just keep track of co-occurrence patterns in large collections of text.
[00:47:35.820 --> 00:47:40.560]   And PMI and TF-IDF do this- do this essentially just by counting,
[00:47:40.560 --> 00:47:42.560]   and then re-weighting some of the counts.
[00:47:42.560 --> 00:47:47.800]   But really it is the rawest form of distributional representation.
[00:47:47.800 --> 00:47:50.520]   That kind of got replaced,
[00:47:50.520 --> 00:47:52.800]   or this is sort of simultaneous in an interesting way,
[00:47:52.800 --> 00:47:59.000]   but you have paired with PMI and TF-IDF methods like a principal components analysis,
[00:47:59.000 --> 00:48:03.160]   SVD which is sometimes called latent semantic analysis,
[00:48:03.160 --> 00:48:05.960]   LDA which is latent Dirichlet allocation,
[00:48:05.960 --> 00:48:07.800]   a topic modeling technique.
[00:48:07.800 --> 00:48:10.640]   So a whole family of these things that are essentially taking
[00:48:10.640 --> 00:48:16.160]   count data and giving you reduced dimensional versions of that count data.
[00:48:16.160 --> 00:48:19.480]   And the power of doing that is really that you can
[00:48:19.480 --> 00:48:22.360]   capture higher order notions of co-occurrence.
[00:48:22.360 --> 00:48:25.520]   Not just what I as a word co-occurred with,
[00:48:25.520 --> 00:48:28.640]   but also the sense in which I might co-occur
[00:48:28.640 --> 00:48:32.600]   with words that co-occur with the things I co-occur with.
[00:48:32.600 --> 00:48:35.360]   You're kind of second order neighbors and you can imagine
[00:48:35.360 --> 00:48:39.200]   traveling out into this representational neighborhood here.
[00:48:39.200 --> 00:48:42.200]   And that turns out to be very powerful because a lot of
[00:48:42.200 --> 00:48:45.640]   semantic affinities come not from just being neighbors with something,
[00:48:45.640 --> 00:48:50.520]   but rather from that whole network of things co-occurring with each other.
[00:48:50.520 --> 00:48:54.960]   And what these methods do is take all that count data and compress it in a way that
[00:48:54.960 --> 00:49:00.440]   loses some information but also captures those notions of similarity.
[00:49:00.440 --> 00:49:04.520]   And then the final step which might actually be the kind of
[00:49:04.520 --> 00:49:09.880]   final step in this literature were learned dimensionality reduction things,
[00:49:09.880 --> 00:49:12.800]   autoencoders, Word2Vec, and GloVe.
[00:49:12.800 --> 00:49:16.400]   And this is where you might start with some count data,
[00:49:16.400 --> 00:49:20.360]   but you have some machine learning algorithm that learns how to
[00:49:20.360 --> 00:49:26.600]   compute dense learned representations from that count data.
[00:49:26.600 --> 00:49:34.120]   Um, so kind of like step three infused with more of what we know of as machine learning now.
[00:49:34.120 --> 00:49:38.280]   And I say it might be the end because I think now,
[00:49:38.280 --> 00:49:41.160]   for anything that you would do with this mode,
[00:49:41.160 --> 00:49:44.040]   you would probably just use contextual representations.
[00:49:44.040 --> 00:49:47.280]   So this is the full story perhaps.
[00:49:47.280 --> 00:49:51.200]   And then here's the review if you want, right?
[00:49:51.200 --> 00:49:54.560]   And I think it is important to understand this both the history but also
[00:49:54.560 --> 00:49:58.720]   the technical details to really deeply understand what I'm about to dive into.
[00:49:58.720 --> 00:50:03.240]   So you might want to circle back if that was too fast. Yeah.
[00:50:03.240 --> 00:50:08.040]   Is there any option to just like one-hot encode your entire vocabulary?
[00:50:08.040 --> 00:50:12.280]   I think this is my understanding of what modern transformer-based models do.
[00:50:12.280 --> 00:50:16.200]   To one-hot encode the whole vocabulary?
[00:50:16.200 --> 00:50:17.520]   Yes.
[00:50:17.520 --> 00:50:21.200]   So well, just say a bit more like what are you, what are you doing?
[00:50:21.200 --> 00:50:29.160]   Like my understanding of how large language models encode individual words,
[00:50:29.160 --> 00:50:32.080]   is they have a list of all of their possible tokens.
[00:50:32.080 --> 00:50:33.920]   They break it down into tokens.
[00:50:33.920 --> 00:50:35.960]   And then if your token 337,
[00:50:35.960 --> 00:50:38.680]   you're just like, you have a vector of length,
[00:50:38.680 --> 00:50:39.920]   the number of tokens you have,
[00:50:39.920 --> 00:50:42.120]   like a vocabulary of like 50,000.
[00:50:42.120 --> 00:50:45.520]   And then you just one-hot encode which token that is.
[00:50:45.520 --> 00:50:48.280]   Hmm. Well, we're about to do this.
[00:50:48.280 --> 00:50:51.520]   So why don't if- I'll show you how they represent things.
[00:50:51.520 --> 00:50:54.840]   And let's see if it connects with your question.
[00:50:54.840 --> 00:50:57.600]   Because it is different.
[00:50:57.600 --> 00:50:59.480]   Yeah, it is going to be very different.
[00:50:59.480 --> 00:51:04.520]   And the notion of token and the notion of type is about to get sort of complicated.
[00:51:04.520 --> 00:51:07.880]   Right. Before we do the technical part,
[00:51:07.880 --> 00:51:11.720]   just a little bit of context here about why I think this is so exciting.
[00:51:11.720 --> 00:51:12.920]   I'm a linguist, right?
[00:51:12.920 --> 00:51:16.880]   And I was excited by the static vector representations of words,
[00:51:16.880 --> 00:51:23.160]   but it was also very annoying to me because they give you one vector per word.
[00:51:23.160 --> 00:51:27.480]   Whereas my experience of language is that words have
[00:51:27.480 --> 00:51:31.720]   multiple senses and it is hard to delimit where the senses begin and end.
[00:51:31.720 --> 00:51:33.800]   Consider a verb like break,
[00:51:33.800 --> 00:51:36.960]   which I've worked on with my PhD student, Erica Peterson.
[00:51:36.960 --> 00:51:38.200]   The vase broke.
[00:51:38.200 --> 00:51:39.800]   That's one sense maybe.
[00:51:39.800 --> 00:51:41.160]   Dawn broke.
[00:51:41.160 --> 00:51:44.360]   That's the same form, broke.
[00:51:44.360 --> 00:51:46.360]   But that means something different.
[00:51:46.360 --> 00:51:47.840]   Entirely different.
[00:51:47.840 --> 00:51:49.360]   The news broke.
[00:51:49.360 --> 00:51:51.680]   Again, broke as the form there.
[00:51:51.680 --> 00:51:55.360]   But this being something more like was published or appeared.
[00:51:55.360 --> 00:51:57.480]   Sandy broke the world record.
[00:51:57.480 --> 00:52:00.480]   It's very unlike the vase broke, right?
[00:52:00.480 --> 00:52:02.840]   Now it's like surpassing the limit.
[00:52:02.840 --> 00:52:06.520]   Sandy broke the law is a different sense yet again.
[00:52:06.520 --> 00:52:08.560]   That's some kind of transgression.
[00:52:08.560 --> 00:52:11.040]   The burglar broke into the house.
[00:52:11.040 --> 00:52:13.680]   That's break again, but now with a particle.
[00:52:13.680 --> 00:52:15.840]   And that means something different still.
[00:52:15.840 --> 00:52:18.240]   The newscaster broke into the movie broadcast.
[00:52:18.240 --> 00:52:20.520]   That means it was interrupted.
[00:52:20.520 --> 00:52:23.120]   Very different again. We broke even,
[00:52:23.120 --> 00:52:27.280]   means I don't know, we ended up back at the same amount we started with.
[00:52:27.280 --> 00:52:30.120]   All- so how many senses of break are here?
[00:52:30.120 --> 00:52:33.440]   If I was in the old mode of static representation,
[00:52:33.440 --> 00:52:38.200]   would I survive with one break vector for all of these examples?
[00:52:38.200 --> 00:52:41.760]   Or would I have one per example type?
[00:52:41.760 --> 00:52:44.400]   But then what about all the ones that I didn't list here?
[00:52:44.400 --> 00:52:49.960]   The sen- the number of senses for break starts to feel impossible to enumerate.
[00:52:49.960 --> 00:52:53.200]   If you just think about all the ways in which you encounter this verb.
[00:52:53.200 --> 00:52:57.560]   And there is some metaphorical core that seems to run through them.
[00:52:57.560 --> 00:52:58.920]   But in the details,
[00:52:58.920 --> 00:53:01.720]   these senses are all very different.
[00:53:01.720 --> 00:53:10.240]   And this tells me that the sense of a word like break is being modulated by the context it is appearing in.
[00:53:10.240 --> 00:53:14.000]   And the idea that we would have one fixed representation for it,
[00:53:14.000 --> 00:53:15.640]   even if it's learned from data,
[00:53:15.640 --> 00:53:19.160]   is just kind of wrong from the outset.
[00:53:19.160 --> 00:53:21.120]   Here's another example.
[00:53:21.120 --> 00:53:22.840]   We have a flat tire.
[00:53:22.840 --> 00:53:24.680]   But what about flat beer,
[00:53:24.680 --> 00:53:27.160]   flat note, flat surface?
[00:53:27.160 --> 00:53:29.440]   Maybe they have some metaphorical core,
[00:53:29.440 --> 00:53:34.840]   but those feel like at least two to four different senses for flat.
[00:53:34.840 --> 00:53:37.080]   Throw a party, throw a fight,
[00:53:37.080 --> 00:53:39.040]   throw a ball, throw a fit.
[00:53:39.040 --> 00:53:41.160]   All very different senses.
[00:53:41.160 --> 00:53:48.120]   It's tragic to think we would have one throw that was meant to cover all of these examples, right?
[00:53:48.120 --> 00:53:50.280]   A crane caught a fish.
[00:53:50.280 --> 00:53:52.960]   A crane picked up the steel beam.
[00:53:52.960 --> 00:53:56.480]   That might feel like a standard sort of lexical ambiguity.
[00:53:56.480 --> 00:54:01.160]   And so maybe you can imagine that we have one vector for crane as a bird,
[00:54:01.160 --> 00:54:03.760]   and one for crane as a machine.
[00:54:03.760 --> 00:54:07.080]   But is that going to work for the entire vocabulary?
[00:54:07.080 --> 00:54:08.480]   I suspect not.
[00:54:08.480 --> 00:54:09.520]   I saw a crane.
[00:54:09.520 --> 00:54:12.680]   We wouldn't even know what vector we were dealing with there, right?
[00:54:12.680 --> 00:54:13.960]   Which one would we pick?
[00:54:13.960 --> 00:54:15.720]   And now we have another problem on our hands,
[00:54:15.720 --> 00:54:19.840]   which is selecting the static vector based on contexts, right?
[00:54:19.840 --> 00:54:22.560]   How are we going to do that? And this is a really deep thing.
[00:54:22.560 --> 00:54:27.200]   It's not just about the local kind of morphosyntactic context here.
[00:54:27.200 --> 00:54:29.160]   What about, are there typos?
[00:54:29.160 --> 00:54:30.680]   I didn't see any.
[00:54:30.680 --> 00:54:34.720]   So the sense of any there is like any typos, right?
[00:54:34.720 --> 00:54:36.920]   Versus are there bookstores downtown?
[00:54:36.920 --> 00:54:37.840]   I didn't see any.
[00:54:37.840 --> 00:54:44.560]   Now the sense of any and the kind of elliptical stuff that comes after it is any bookstores.
[00:54:44.560 --> 00:54:53.040]   And now I hope you can see that the sense that words can have is modulated by context in the most extended sense.
[00:54:53.040 --> 00:55:00.240]   And having fixed static representations was never going to work in the face of all of this diversity.
[00:55:00.240 --> 00:55:09.720]   We were never going to figure out how to cut up the senses in just the right way to get all of this data handled correctly.
[00:55:09.720 --> 00:55:17.040]   And the vision of contextual representation models is that you're not even going to try to do all that hard and boring stuff.
[00:55:17.040 --> 00:55:22.640]   Instead, you are just going to embrace the fact that every word could take on a different sense,
[00:55:22.640 --> 00:55:28.480]   that is, have a different representation depending on everything that is happening around it.
[00:55:28.480 --> 00:55:33.840]   And we won't have to decide then which sense is in 1A and whether it's different from 1B and 1C and so forth.
[00:55:33.840 --> 00:55:40.120]   We will just have all of these token level representations.
[00:55:40.120 --> 00:55:47.920]   It will be entirely a theory that is based in words as they appear in context.
[00:55:47.920 --> 00:55:54.400]   For me as a linguist, it is not surprising at all that this turns out to lead to lots of engineering successes
[00:55:54.400 --> 00:56:01.120]   because it feels so deeply right to me about how language works.
[00:56:01.120 --> 00:56:06.680]   Uh, brief history here. I just want to be dutiful about this. Make sure people get credit where it's due.
[00:56:06.680 --> 00:56:17.000]   November 2015, Dai and Lei, that's a foundational paper where they really did what is probably the first example of language model pre-training.
[00:56:17.000 --> 00:56:24.920]   It's a cool paper to look at. It's complicated in some ways that are surprising to us now, and it is certainly a visionary paper.
[00:56:24.920 --> 00:56:31.040]   And then McCann et al., this is a paper from Salesforce Research that's led by, at the time was read by Richard Socher,
[00:56:31.040 --> 00:56:34.960]   who is a distinguished alum of this class. Proud of that.
[00:56:34.960 --> 00:56:40.320]   They developed the Cove model where what they did is train machine translation models.
[00:56:40.320 --> 00:56:48.120]   And then the inspired idea was that the tran- the translation representations might be useful for other tasks.
[00:56:48.120 --> 00:56:54.200]   And again, that feels like the dawn of the notion of pre-training contextual representations.
[00:56:54.200 --> 00:57:01.320]   And then ELMo came. I mentioned ELMo last time. Huge breakthrough. Massive bidirectional LSTMs.
[00:57:01.320 --> 00:57:06.600]   And they really showed that that could lead to rich multipurpose representations.
[00:57:06.600 --> 00:57:13.000]   And that's where you really feel everyone reorienting their research toward these kind of models.
[00:57:13.000 --> 00:57:17.320]   That's not a transformer-based one, though. That's by- by LSTMs.
[00:57:17.320 --> 00:57:25.320]   And then we get, um, GPT in June 2018 and BERT in October 2018.
[00:57:25.320 --> 00:57:30.040]   Um, the BERT paper was published a long time after that, but as I said before,
[00:57:30.040 --> 00:57:35.400]   it had already achieved massive impact by the time it was published in 2019 or whatever.
[00:57:35.400 --> 00:57:39.560]   So that's why I've been giving the months here, because you can see it's really- there was this
[00:57:39.560 --> 00:57:45.560]   sudden uptake in the amount of- of interest in these things that happened around this time.
[00:57:45.560 --> 00:57:48.440]   And that led to where we are now.
[00:57:48.440 --> 00:57:54.840]   Another kind of interesting thing to think about if you step back for the context here,
[00:57:54.840 --> 00:58:00.280]   is that we as a field have been traveling from high bias models,
[00:58:00.280 --> 00:58:03.960]   where we decide a lot about how the data should look and be processed,
[00:58:03.960 --> 00:58:07.800]   toward models that impose essentially nothing on the world.
[00:58:07.800 --> 00:58:09.800]   So if you go up into the upper left here,
[00:58:09.800 --> 00:58:12.280]   I'm just imagining a model that's kind of in the old mode,
[00:58:12.280 --> 00:58:16.280]   where you have like your glove representations of these three words.
[00:58:16.280 --> 00:58:21.320]   And to get a representation for the sentence, you just add up those representations.
[00:58:21.320 --> 00:58:24.760]   In doing that, you have decided ahead of time,
[00:58:24.760 --> 00:58:28.200]   a lot of stuff about how those pieces are gonna come together.
[00:58:28.200 --> 00:58:31.960]   I mean, you just said it was gonna be addition,
[00:58:31.960 --> 00:58:34.920]   which is almost certainly not correct about how the world works.
[00:58:34.920 --> 00:58:38.520]   But that- so that's a prototypical case of a high bias decision.
[00:58:38.520 --> 00:58:43.720]   If you move over to the right here, that's a kind of recurrent neural network.
[00:58:43.720 --> 00:58:49.640]   And here, I've kind of decided that my data will be processed left to right.
[00:58:49.640 --> 00:58:53.400]   I could learn a lot of different functions in that space,
[00:58:53.400 --> 00:58:57.720]   so it's much more expressive, much less biased in this machine learning sense,
[00:58:57.720 --> 00:58:59.160]   than this solution here.
[00:58:59.160 --> 00:59:03.160]   But I have still decided ahead of time that I'm gonna go left to right.
[00:59:03.160 --> 00:59:05.400]   And this is another example.
[00:59:05.400 --> 00:59:07.000]   These are tree-structured networks.
[00:59:07.000 --> 00:59:08.520]   Richard Socher, who I just mentioned,
[00:59:08.520 --> 00:59:13.320]   was truly a pioneer in tree-structured recursive neural networks.
[00:59:13.320 --> 00:59:18.120]   Here, I make a lot of decisions about how the pieces can possibly come together.
[00:59:18.120 --> 00:59:23.080]   The rock is a unit constituent, separate from rules, which comes in later.
[00:59:23.080 --> 00:59:28.360]   And I'm just saying I know ahead of time that the data will work that way.
[00:59:28.360 --> 00:59:31.320]   If I'm right, it's gonna give me a huge boost,
[00:59:31.320 --> 00:59:33.400]   because I don't have to learn those details.
[00:59:33.400 --> 00:59:36.520]   If I'm wrong though, I might be wrong forever.
[00:59:36.520 --> 00:59:40.440]   And I think that's actually that feeling that you're wrong forever
[00:59:40.440 --> 00:59:42.280]   is what led to this kind of thing happening.
[00:59:42.280 --> 00:59:46.280]   So here, I've got kind of a bidirectional recurrent model.
[00:59:46.280 --> 00:59:49.640]   So now, you can go left to right and right to left,
[00:59:49.640 --> 00:59:53.080]   and all these attention mechanisms that are gonna,
[00:59:53.080 --> 00:59:55.560]   like, jump around in the linear string.
[00:59:56.680 --> 01:00:02.760]   And this is a true progression with what happened with recurrent neural networks.
[01:00:02.760 --> 01:00:06.040]   Go both directions and add a bunch of attention connections.
[01:00:06.040 --> 01:00:11.160]   And that is kind of the thing that caused everyone to realize,
[01:00:11.160 --> 01:00:14.280]   "Oh, we should just connect everything to everything else
[01:00:14.280 --> 01:00:18.040]   and go to the maximally low-biased version of this,
[01:00:18.040 --> 01:00:20.760]   and just assume that the data will teach us
[01:00:20.760 --> 01:00:23.000]   about what's important to connect to what.
[01:00:23.000 --> 01:00:25.240]   We won't decide anything ahead of time."
[01:00:25.240 --> 01:00:27.480]   So a triumph of saying,
[01:00:27.480 --> 01:00:30.120]   "I have no idea what the world is gonna be like.
[01:00:30.120 --> 01:00:33.160]   I just trust in my data and my optimization."
[01:00:33.160 --> 01:00:37.480]   The attention piece is really interesting to me.
[01:00:37.480 --> 01:00:40.120]   You know, we used to talk a lot about this in the course.
[01:00:40.120 --> 01:00:43.240]   Here, I have a sequence, really not so good.
[01:00:43.240 --> 01:00:46.760]   And a common mode, still common today,
[01:00:46.760 --> 01:00:51.240]   is that I might fit a classifier on this final representation here
[01:00:51.240 --> 01:00:52.760]   to make a sentiment decision.
[01:00:53.960 --> 01:00:57.160]   But people went on that journey I just described,
[01:00:57.160 --> 01:00:58.600]   where you think, "Wait a second.
[01:00:58.600 --> 01:01:00.120]   If I'm just gonna use this,
[01:01:00.120 --> 01:01:04.680]   won't I lose a lot of information about the earlier words?"
[01:01:04.680 --> 01:01:08.200]   I should have some way of, like, connecting back.
[01:01:08.200 --> 01:01:11.080]   And so what they did is dot products,
[01:01:11.080 --> 01:01:14.600]   essentially, between the thing that you're using for your classifier
[01:01:14.600 --> 01:01:16.200]   and the previous states.
[01:01:16.200 --> 01:01:17.960]   That's what I've depicted here,
[01:01:17.960 --> 01:01:23.160]   just as a kind of way of scoring this final thing with respect to the previous thing.
[01:01:23.800 --> 01:01:25.720]   You might normalize them a little bit,
[01:01:25.720 --> 01:01:28.840]   and then form what was called a context vector.
[01:01:28.840 --> 01:01:31.240]   This is like the attention representation.
[01:01:31.240 --> 01:01:36.200]   And what I've done here is build these links back to all these previous states.
[01:01:36.200 --> 01:01:39.640]   And that turned out to be incredibly powerful.
[01:01:39.640 --> 01:01:43.400]   And when you read the title of the paper, "Attention is all you need,"
[01:01:43.400 --> 01:01:46.360]   what they are doing is saying,
[01:01:46.360 --> 01:01:50.760]   "You don't need LSTM connections and recurrent connections and stuff.
[01:01:50.760 --> 01:01:52.840]   The sense in which attention is all you need
[01:01:52.840 --> 01:01:55.320]   is the sense in which they're saying all you needed
[01:01:55.320 --> 01:01:59.080]   was these connections that you were adding onto the top of your earlier models."
[01:01:59.080 --> 01:02:03.960]   And maybe they were right,
[01:02:03.960 --> 01:02:07.880]   but certainly, uh, it has taken over the field.
[01:02:07.880 --> 01:02:12.440]   Another important idea here that might often be overlooked
[01:02:12.440 --> 01:02:16.200]   is just this notion that we should model the sub-parts of words.
[01:02:16.200 --> 01:02:19.480]   And again, I can't resist a historical note here.
[01:02:19.480 --> 01:02:21.400]   If you look back at the ELMo paper,
[01:02:21.960 --> 01:02:26.200]   what they did to embrace this insight is incredible.
[01:02:26.200 --> 01:02:28.680]   They had character-level representations,
[01:02:28.680 --> 01:02:34.760]   and then they fit all these convolutions on top of all those character-level representations,
[01:02:34.760 --> 01:02:38.760]   which is essentially like ways of pooling together sub-parts of the word.
[01:02:38.760 --> 01:02:43.560]   And then they form a representation of- at the top that's like the average
[01:02:43.560 --> 01:02:47.640]   plus the concatenation of all of these different convolutional layers.
[01:02:48.360 --> 01:02:54.760]   And the result of this is a vocabulary that does latently have information about characters
[01:02:54.760 --> 01:02:57.640]   and sub-parts of words as well as words in it.
[01:02:57.640 --> 01:03:00.680]   And I feel that that's deeply right, right?
[01:03:00.680 --> 01:03:04.200]   And this is like a space in which you could capture lots of things like
[01:03:04.200 --> 01:03:07.880]   how talk is similar to talking and is similar to talked.
[01:03:07.880 --> 01:03:12.120]   And you know, all that stuff that a simple unigram parsing would miss
[01:03:12.120 --> 01:03:14.920]   is latently represented in this space.
