
[00:00:00.000 --> 00:00:29.980]   Thank you.
[00:49:11.980 --> 00:49:13.900]   Even with an code, right?
[00:49:13.900 --> 00:49:16.620]   Like I would have been sitting there for like 30, 40 minutes.
[00:49:17.660 --> 00:49:22.060]   And probably got it to work, but like, it wouldn't have been very fun here.
[00:49:22.060 --> 00:49:23.020]   It was like, okay, cool.
[00:49:23.020 --> 00:49:25.340]   Well, I know that that works at least.
[00:49:25.340 --> 00:49:30.700]   Um, so yeah, I hope, I hope that this gives you some ideas.
[00:49:30.700 --> 00:49:35.260]   This is the kind of websites that it does, but it used to create like these pretty informative.
[00:49:37.260 --> 00:49:41.340]   I mean, kind of informative pages.
[00:49:41.340 --> 00:49:42.540]   Now it doesn't even do that.
[00:49:42.540 --> 00:49:47.180]   Now it just like does a, a, like a stupid e-commerce landing page, which, which I hate.
[00:49:47.180 --> 00:49:51.660]   Um, does this one work?
[00:49:53.180 --> 00:49:53.980]   Yeah, let's see.
[00:49:53.980 --> 00:49:59.900]   I don't know why, why it hangs today.
[00:49:59.900 --> 00:50:02.860]   Usually they're really fast, like little static websites.
[00:50:02.860 --> 00:50:11.180]   Not sure.
[00:50:11.180 --> 00:50:18.780]   Any other questions before, before we wrap it up?
[00:50:20.460 --> 00:50:21.580]   Or like I wrap it up.
[00:50:21.580 --> 00:50:35.260]   Yeah.
[00:50:35.260 --> 00:50:35.980]   Charm crush.
[00:50:35.980 --> 00:50:38.860]   You have to be invited to the, to the alpha.
[00:50:38.860 --> 00:50:40.300]   Like there's an early adopters.
[00:50:40.300 --> 00:50:41.020]   You can sign up.
[00:50:41.020 --> 00:50:48.300]   Um, I, I got invited, I guess, because I've submitted quite a few PRs over, over the years,
[00:50:48.300 --> 00:50:51.340]   but, um, I'm not, I'm not sure what it takes to be invited.
[00:50:51.340 --> 00:50:57.340]   I know there's a few other people from the latent space discord that I saw in there, but, um,
[00:50:57.340 --> 00:51:01.820]   but I don't think it'll be like, I asked, like, can I show this to other people?
[00:51:01.820 --> 00:51:03.180]   And they were like, yeah, I think it's time.
[00:51:03.180 --> 00:51:07.100]   So that's why I showed it hype hype people up.
[00:51:16.940 --> 00:51:21.260]   That's what I was saying in the, in the latent space, the AI in action channel, like the, the,
[00:51:21.260 --> 00:51:24.460]   the style, like the taste, right?
[00:51:24.460 --> 00:51:29.660]   Like the, the opinions on how to do a certain tool is I think going to be the real differentiator.
[00:51:29.660 --> 00:51:32.700]   Like some people like VI and other people like, like big ideas.
[00:51:32.700 --> 00:51:35.580]   And that's like, okay, well you can write code in both.
[00:51:35.580 --> 00:51:37.340]   Like everybody knows that.
[00:51:37.340 --> 00:51:40.780]   And then, uh, and then some people will like this kind of aesthetic.
[00:51:40.780 --> 00:51:43.900]   And then some people will like the AWS thing, right?
[00:51:43.900 --> 00:51:45.500]   With like specs on the side or so.
[00:51:45.500 --> 00:51:49.340]   Um, so I think that's really going to be where it's at.
[00:51:49.340 --> 00:51:55.180]   And it's, it's, um, I think it's a really fun perspective of like where this is going to just
[00:51:55.180 --> 00:51:59.980]   like have people compete on style instead of functionality is going to be really, really interesting.
[00:51:59.980 --> 00:52:09.740]   I won't make me my website.
[00:52:09.740 --> 00:52:16.940]   Like building a website is more, is going to cost me more than the first application.
[00:52:20.860 --> 00:52:24.860]   because we're at, how much was this?
[00:52:24.860 --> 00:52:28.860]   I don't know what's going on, Manus.
[00:52:28.860 --> 00:52:37.660]   They seem to have a little bit of trouble right now.
[00:52:37.660 --> 00:52:45.580]   Yeah.
[00:52:45.580 --> 00:52:45.820]   Yeah.
[00:52:45.820 --> 00:52:46.700]   And then the flow, right?
[00:52:46.700 --> 00:52:53.980]   it's like, I was telling that to, I was talking about that was with a, I don't know who, but it's
[00:52:53.980 --> 00:52:59.100]   like, you know, if, if you have a workflow that works with a certain tool, then that's like the
[00:52:59.100 --> 00:53:00.220]   best tool for you.
[00:53:00.220 --> 00:53:03.420]   Like don't change, like the models are so powerful, right?
[00:53:03.420 --> 00:53:08.780]   These days that like these differentiators and productivity or things work, they might not
[00:53:08.780 --> 00:53:11.180]   even have to do with the model or the tool itself.
[00:53:11.180 --> 00:53:14.620]   Like maybe there's some secret sauce that make like say, and code better.
[00:53:15.500 --> 00:53:19.260]   But if you don't prompt it in a way that works better for you, then like, it's not better for
[00:53:19.260 --> 00:53:19.580]   you.
[00:53:19.580 --> 00:53:19.820]   Right.
[00:53:19.820 --> 00:53:23.740]   It's like, if you like working like little steps, then maybe you don't need something
[00:53:23.740 --> 00:53:27.260]   that, uh, knows how to search the code base.
[00:53:27.260 --> 00:53:32.140]   Well, but if you're someone who just like Yolo prompts, like I do, then something that is able
[00:53:32.140 --> 00:53:36.060]   to find a good, good info in the code base is like much more important.
[00:53:36.940 --> 00:53:43.020]   Um, and, and you, you can extrapolate that even further, right?
[00:53:43.020 --> 00:53:46.780]   It's like, if people really don't like using AI at all, right?
[00:53:46.780 --> 00:53:52.140]   It's like, if you're a developer that really likes to kind of like problem solving in the
[00:53:52.140 --> 00:53:56.060]   small, that doesn't mean that you can't be AI enhanced.
[00:53:56.060 --> 00:54:01.100]   Even if you don't use AI, it just like means, oh, maybe at the team workflow, there's like
[00:54:01.100 --> 00:54:07.020]   certain workflows that work that are AI assisted that allow this developer who's really good at
[00:54:07.020 --> 00:54:08.940]   solving problems to basically do that.
[00:54:08.940 --> 00:54:10.620]   And that's like still very valuable.
[00:54:12.060 --> 00:54:17.740]   And if they hate having to deal with AI, then just like put the AI right at their borders.
[00:54:17.740 --> 00:54:21.100]   So only useful information gets filtered through, through them.
[00:54:21.100 --> 00:54:28.060]   And, and, um, this kind of like, I don't know if it's like a space, but it's like, oh,
[00:54:28.060 --> 00:54:34.700]   your workflow and how you work with your tools or like your team workflow are what are going to make
[00:54:34.700 --> 00:54:40.140]   which combination of agents and tools you use, uh, work better.
[00:54:40.140 --> 00:54:41.580]   Like say codex codex.
[00:54:41.580 --> 00:54:43.660]   I really like, I should use it more.
[00:54:43.660 --> 00:54:49.100]   The, the, the open AI stuff, because you assign it a ticket and you press go and it's really fast.
[00:54:49.100 --> 00:54:49.740]   And then it's done.
[00:54:49.740 --> 00:54:52.460]   Like, that's a really cool modality.
[00:54:52.460 --> 00:54:55.020]   I just like, I keep wanting to, to use it more.
[00:54:55.020 --> 00:54:56.860]   And there's just like so many things to be done.
[00:54:56.860 --> 00:55:01.100]   I use it a little bit for a couple of features and it's just like one shot, all of them.
[00:55:01.100 --> 00:55:02.540]   And I could do it from my phone.
[00:55:02.540 --> 00:55:04.140]   It was like really cool as well.
[00:55:05.980 --> 00:55:10.300]   Uh, so this one, this one is one that I, I want to explore a little bit more.
[00:55:10.300 --> 00:55:16.540]   Uh, because, because it was like pretty impressive at doing these kinds of things.
[00:55:16.540 --> 00:55:19.180]   I was like, oh, can you, can you do X?
[00:55:19.180 --> 00:55:20.540]   Like I always wanted to do this.
[00:55:20.540 --> 00:55:21.660]   Yeah.
[00:55:21.660 --> 00:55:24.620]   Like remove this dependency, just assign a ticket and then go.
[00:55:24.620 --> 00:55:28.860]   Um, I think spaceman was asking me, uh, about codex.
[00:55:28.860 --> 00:55:30.780]   I, I forgot that I actually really liked it.
[00:55:30.780 --> 00:55:34.700]   Um, I should use it more, man.
[00:55:34.700 --> 00:55:39.740]   Uh, I should use it more.
[00:55:39.740 --> 00:55:41.740]   I should do like some, some cool stuff with it.
[00:55:41.740 --> 00:55:47.100]   Um, all right, I'm gonna, I'm gonna hand it back over to Kevin.
[00:55:47.100 --> 00:55:50.620]   Yeah.
[00:55:50.620 --> 00:55:53.260]   I'm, I'm like, I'm happy with M code and madness right now.
[00:55:53.260 --> 00:55:55.660]   And it's like, maybe there's something better out there.
[00:55:55.660 --> 00:55:56.700]   I don't care.
[00:55:56.700 --> 00:55:58.700]   It's, it's working fine for me at the moment.
[00:55:58.700 --> 00:56:01.260]   I don't feel the need to completely switch right now.
[00:56:01.260 --> 00:56:03.500]   Awesome.
[00:56:03.500 --> 00:56:05.020]   Thank you, Manuel.
[00:56:05.020 --> 00:56:08.780]   Uh, good session as always.
[00:56:08.780 --> 00:56:12.220]   Uh, we need more speakers.
[00:56:12.220 --> 00:56:14.780]   Manuel had to jump in like today or yesterday.
[00:56:14.780 --> 00:56:16.540]   Cause we're like, who's speaking this week.
[00:56:16.540 --> 00:56:17.980]   Now he's great at doing that.
[00:56:17.980 --> 00:56:20.860]   But if you're here listening, if you're exploring something,
[00:56:20.860 --> 00:56:22.940]   if you're playing with something, we want to hear from you.
[00:56:22.940 --> 00:56:28.380]   So go in the discord channel, tag the bot, say, Hey, I want to do a talk.
[00:56:28.380 --> 00:56:32.540]   Um, and sign up for a talk these coming Fridays.
[00:56:32.540 --> 00:56:33.900]   That's what makes this work.
[00:56:33.900 --> 00:56:37.100]   And if you go and try something that Manuel shows you today and like,
[00:56:37.100 --> 00:56:39.900]   it works differently or whatever, like you can come back and show that.
[00:56:39.900 --> 00:56:42.060]   Like not everybody needs to be.
[00:56:42.060 --> 00:56:47.020]   At the level of polish, uh, that we see, uh,
[00:56:47.020 --> 00:56:49.340]   in this case.
[00:56:49.340 --> 00:56:52.460]   But with that, uh, let's wrap up for the day.
[00:56:52.460 --> 00:56:53.420]   Thank you all.
[00:56:53.420 --> 00:56:53.660]   Yeah.
[00:56:53.660 --> 00:56:54.700]   Yeah, we can do lightning talks.
[00:56:54.700 --> 00:56:55.420]   We can do whatever.
[00:56:55.420 --> 00:57:01.420]   Like, I think, uh, what is fun about this group is the, the quality bar is,
[00:57:01.420 --> 00:57:02.300]   is it interesting?
[00:57:02.300 --> 00:57:03.900]   Not how polished is it?
[00:57:03.900 --> 00:57:05.420]   Not how well does it work?
[00:57:05.420 --> 00:57:06.620]   But like, is it interesting?
[00:57:06.620 --> 00:57:09.340]   Do we learn from your, uh, experience and your sharing?
[00:57:09.340 --> 00:57:14.540]   Awesome.
[00:57:14.540 --> 00:57:17.100]   Uh, love the discussion and the ideas.
[00:57:17.100 --> 00:57:20.860]   Take it to the discord channel, which will be permanent and let's do it.
[00:57:20.860 --> 00:57:21.260]   All right.
[00:57:21.260 --> 00:57:22.060]   Cheers y'all.
[00:57:22.060 --> 00:57:23.900]   Bye.

