
[00:00:00.000 --> 00:00:03.160]   (projector whirring)
[00:26:18.320 --> 00:26:20.600]   It's the capitalism distribution that matters.
[00:26:20.600 --> 00:26:23.200]   And you will enjoy the next Amazon,
[00:26:23.200 --> 00:26:24.680]   the next Microsoft, the next Google,
[00:26:24.680 --> 00:26:26.580]   if you have a broad enough portfolio.
[00:26:26.580 --> 00:26:28.580]   And if you're paying basis points
[00:26:28.580 --> 00:26:31.060]   to outsource that management, that decision-making,
[00:26:31.060 --> 00:26:32.100]   you're probably coming out ahead
[00:26:32.100 --> 00:26:34.040]   relative to trying to do it yourself.
[00:26:34.040 --> 00:26:35.780]   - And I'm fine with people speculating
[00:26:35.780 --> 00:26:37.180]   as long as you right-size it.
[00:26:37.180 --> 00:26:38.820]   There's nothing wrong with wanting to pick stocks
[00:26:38.820 --> 00:26:40.380]   and pick, like I like paying attention to stuff.
[00:26:40.380 --> 00:26:43.460]   I have a fun portfolio at Robinhood that I pick stocks with.
[00:26:43.460 --> 00:26:45.060]   It's gotten destroyed this year.
[00:26:45.060 --> 00:26:47.100]   I have one boomer stock that pays dividends,
[00:26:47.100 --> 00:26:48.060]   that's doing okay.
[00:26:48.060 --> 00:26:51.140]   Everything else has gotten mangled for the last 18 months.
[00:26:51.140 --> 00:26:54.060]   - Yeah, I got that all out of my system two recessions ago.
[00:26:54.880 --> 00:26:57.480]   - I right-size, it's like five or 10% of my portfolio.
[00:26:57.480 --> 00:26:59.220]   It's fun money.
[00:26:59.220 --> 00:27:00.600]   It's kind of over here.
[00:27:00.600 --> 00:27:02.340]   And then everything else is on autopilot
[00:27:02.340 --> 00:27:04.160]   and everything else is not being touched.
[00:27:04.160 --> 00:27:05.000]   And that's the idea.
[00:27:05.000 --> 00:27:06.580]   And I think people just have learned
[00:27:06.580 --> 00:27:07.840]   it's time to right-size this stuff.
[00:27:07.840 --> 00:27:09.520]   And I think this is the time that you do that.
[00:27:09.520 --> 00:27:10.360]   - Yep, I agree.
[00:27:10.360 --> 00:27:11.500]   So best of luck, Sarah.
[00:27:11.500 --> 00:27:13.560]   Thank you very much for you and your husband's service.
[00:27:13.560 --> 00:27:15.680]   We appreciate your service to our great country.
[00:27:15.680 --> 00:27:17.640]   And just send us a quick email
[00:27:17.640 --> 00:27:18.760]   if there's anything we can help you with.
[00:27:18.760 --> 00:27:20.720]   We appreciate it very much.
[00:27:20.720 --> 00:27:23.720]   - Yes, so thanks for hopping in here, Bill.
[00:27:23.720 --> 00:27:24.640]   - Yeah, it was great.
[00:27:24.640 --> 00:27:25.480]   Where's the music?
[00:27:25.480 --> 00:27:27.040]   We need the tunes back.
[00:27:27.040 --> 00:27:28.880]   John, I was about to start beat boxing.
[00:27:28.880 --> 00:27:30.280]   - Duncan will be back.
[00:27:30.280 --> 00:27:31.720]   We have some holidays coming up.
[00:27:31.720 --> 00:27:33.080]   So we'll have some days we're not on
[00:27:33.080 --> 00:27:35.480]   and around Thanksgiving and Christmas maybe, but-
[00:27:35.480 --> 00:27:36.320]   - Two weeks.
[00:27:36.320 --> 00:27:37.140]   - Duncan will be back.
[00:27:37.140 --> 00:27:38.200]   Yeah, we're getting there.
[00:27:38.200 --> 00:27:39.840]   I'm already ready to tell people
[00:27:39.840 --> 00:27:41.160]   circle back in the new year.
[00:27:41.160 --> 00:27:42.000]   - Yeah.
[00:27:42.000 --> 00:27:42.840]   - Already, right?
[00:27:42.840 --> 00:27:43.660]   - I don't know.
[00:27:43.660 --> 00:27:44.500]   We've got some runway.
[00:27:44.500 --> 00:27:46.600]   We've got some work to do, Ben, between now and 1231.
[00:27:46.600 --> 00:27:48.680]   - If you're listening to this in podcast form,
[00:27:48.680 --> 00:27:51.120]   leave us a review, watching on YouTube.
[00:27:51.120 --> 00:27:52.680]   You're not a subscriber, hit that subscriber button.
[00:27:52.680 --> 00:27:54.960]   Make Duncan feel better when he's sick.
[00:27:54.960 --> 00:27:56.800]   Leave us a comment or a question.
[00:27:56.800 --> 00:27:59.560]   If you have a question, askthecompoundshow@gmail.com
[00:27:59.560 --> 00:28:00.760]   and we'll see you next week.
[00:28:00.760 --> 00:28:01.840]   - Feel better, Duncan.
[00:28:01.840 --> 00:28:04.000]   (silence)
[00:28:04.840 --> 00:28:07.000]   (silence)
[00:28:07.000 --> 00:28:09.160]   (silence)
[00:28:09.160 --> 00:28:11.320]   (silence)
[00:28:11.320 --> 00:28:13.480]   (silence)
[00:28:13.480 --> 00:28:23.480]   [BLANK_AUDIO]

