
[00:00:00.040 --> 00:00:09.600]  niejsze
[00:47:02.380 --> 00:47:02.380]  The end of the guy is the one that's going to be there.
[00:47:02.380 --> 00:47:02.380]  The end of the guy is the one that's going to be there.
[00:47:02.420 --> 00:47:32.400]  the end of the guy is the one that's going to be there.
[00:47:32.400 --> 00:47:32.400]  The end of the guy is the one that's going to be there.
[00:47:32.400 --> 00:47:32.400]  The end of the guy is the one that's going to be there.
[00:47:32.400 --> 00:47:32.400]  The end of the guy is the one that's going to be there.
[00:47:32.400 --> 00:47:32.400]  The end of the guy is the one that's going to be there.
[00:47:32.400 --> 00:47:58.440]  the end of the guy is the one that's going to be there.
[00:47:58.440 --> 00:47:58.440]  the end of the guy is the one that's going to be there.
[00:47:58.440 --> 00:48:28.460]  the end of the guy is the one that's going to be there.
[00:48:28.460 --> 00:48:28.460]   You have three children now. It often works out financially,
[00:48:28.460 --> 00:48:28.460]   It often works out financially,
[00:48:28.460 --> 00:48:28.460]   It often works out financially,
[00:48:28.460 --> 00:48:28.460]   You have one child, you're paying for daycare.
[00:48:28.460 --> 00:48:28.460]   You have one child, you're paying for daycare.
[00:48:28.460 --> 00:48:28.460]   Well, financially that sometimes works out.
[00:48:28.460 --> 00:48:28.460]   Well, financially that sometimes works out.
[00:48:28.460 --> 00:48:28.460]   You have three children now. It often works out financially,
[00:48:28.460 --> 00:48:28.460]   You have three children now. It often works out financially,
[00:48:28.460 --> 00:48:28.460]   You have three children now. It often works out financially,
[00:48:28.460 --> 00:48:28.460]   You have one child, you're paying for daycare.
[00:48:28.460 --> 00:48:28.460]   You have one child, you're paying for daycare.
[00:48:28.460 --> 00:48:28.460]   You have one child, you're paying for daycare.
[00:48:28.460 --> 00:48:28.460]   Well, financially that sometimes works out. You have three children now. It often works out.
[00:48:28.480 --> 00:48:58.480]   You have one child, you're paying for daycare.
[00:48:58.480 --> 00:48:58.480]   You have one child, you're paying for daycare.
[00:48:58.480 --> 00:48:58.480]   You have one child, you're paying for daycare.
[00:48:58.480 --> 00:48:58.480]   You have one child, you're paying for daycare.
[00:48:58.480 --> 00:48:58.480]   You have one child, you're paying for daycare.
[00:48:58.480 --> 00:48:58.480]   You have one child, you're paying for daycare.
[00:48:58.480 --> 00:48:58.480]   You have one child, you're paying for daycare.
[00:48:58.480 --> 00:48:58.480]   You have one child, you're paying for daycare.
[00:48:58.480 --> 00:48:58.480]   You have one child, you're paying for daycare.
[00:48:58.480 --> 00:48:58.480]   You have one child, you're paying for daycare.
[00:48:58.480 --> 00:48:58.480]   You have one child, you're paying for daycare.
[00:48:58.480 --> 00:48:58.480]   You have one child, you're paying for daycare.
[00:48:58.480 --> 00:48:58.480]   You have one child, you're paying for daycare.
[00:48:58.480 --> 00:48:58.480]   You have one child, you're paying for daycare.
[00:48:58.520 --> 00:49:28.500]  , you have one child, you're paying for daycare.
[00:49:28.500 --> 00:49:28.500]   You have one child, you're paying for daycare.
[00:49:28.500 --> 00:49:28.500]   You have one child, you're paying for daycare.
[00:49:28.500 --> 00:49:28.500]   You have one child, you're paying for daycare.
[00:49:28.500 --> 00:49:28.500]   You have one child, you're paying for daycare.
[00:49:28.500 --> 00:49:28.500]   You have one child, you're paying for daycare.
[00:49:28.500 --> 00:49:28.500]   You have one child, you're paying for daycare.
[00:49:28.500 --> 00:49:28.500]   You have one child, you're paying for daycare.
[00:49:28.520 --> 00:49:58.520]   We're the only family I ever knew who had a microscope like that.
[00:49:58.520 --> 00:49:58.520]   Most children, of course, have the microscope in school, but we always had a nice, fancy,
[00:49:58.520 --> 00:49:58.520]   expensive microscope.
[00:49:58.520 --> 00:49:58.520]   Well, if you amortize the cost of a microscope, you're going to have a very expensive microscope.
[00:49:58.520 --> 00:49:58.520]   Well, if you amortize the cost of a microscope, you're going to have a very expensive microscope.
[00:49:58.520 --> 00:49:58.520]   Well, if you amortize the cost of a microscope, you're going to have a very expensive microscope.
[00:49:58.520 --> 00:49:58.520]   Well, if you amortize the cost of a microscope, you're going to have a very expensive microscope.
[00:49:58.520 --> 00:49:58.520]   Well, if you amortize the cost of a microscope, you're going to have a very expensive microscope.
[00:49:58.520 --> 00:49:58.520]   Well, if you amortize the cost of a microscope, you're going to have a very expensive microscope.
[00:49:58.540 --> 00:50:28.540]   You can perhaps justify some of those expenses.
[00:50:28.540 --> 00:50:28.540]   The counterargument is, of course, maybe you have more money if you have one child, and you can easily justify it that way.
[00:50:28.540 --> 00:50:28.540]   The point is that there are some benefits there.
[00:50:28.540 --> 00:50:28.540]   I think you can make some good arguments that you are providing your children a better circumstance if you have multiple children, better growing up circumstance.
[00:50:28.540 --> 00:50:28.540]   For example, you're creating a family network that is not just a family network,
[00:50:28.580 --> 00:50:58.560]   and you're creating a family network that is not just a family network,
[00:50:58.560 --> 00:50:58.560]   and you're creating a family network that is not just a family network,
[00:50:58.560 --> 00:50:58.560]   and you're creating a family network that is not just a family network,
[00:50:58.560 --> 00:50:58.560]   and you're creating a family network that is not just a family network,
[00:50:58.560 --> 00:50:58.560]   and you're creating a family network that is not just a family network,
[00:50:58.560 --> 00:50:58.560]   and you're creating a family network that is not just a family network,
[00:50:58.560 --> 00:50:58.560]   and you're creating a family network that is not just a family network,
[00:50:58.560 --> 00:50:58.560]   and you're creating a family network that is not just a family network,
[00:50:58.560 --> 00:50:58.560]   and you're creating a family network that is not just a family network,
[00:50:58.580 --> 00:51:28.580]   and you're creating a family network that is not just a family network,
[00:51:28.580 --> 00:51:28.580]   and you're creating a family network that is not just a family network,
[00:51:28.580 --> 00:51:28.580]   and you're creating a family network that is not just a family network,
[00:51:28.580 --> 00:51:28.580]   and you're creating a family network that is not just a family network,
[00:51:28.580 --> 00:51:28.580]   and you're creating a family network that is not just a family network,
[00:51:28.580 --> 00:51:28.580]   and you're creating a family network that is not just a family network,
[00:51:28.580 --> 00:51:28.580]   and you're creating a family network that is not just a family network,
[00:51:28.580 --> 00:51:28.580]   and you're creating a family network that is not just a family network,
[00:51:28.580 --> 00:51:28.580]   and you're creating a family network that is not just a family network,
[00:51:28.580 --> 00:51:28.580]   and you're creating a family network that is not just a family network,
[00:51:28.580 --> 00:51:28.580]   and you're creating a family network that is not just a family network,
[00:51:28.580 --> 00:51:28.580]   and you're creating a family network that is not just a family network,
[00:51:28.620 --> 00:51:58.600]  ,
[00:51:58.600 --> 00:51:58.600]   and you're creating a family network that is not just a family network,
[00:51:58.600 --> 00:51:58.600]   and you're creating a family network that is not just a family network,
[00:51:58.600 --> 00:51:58.600]   and you're creating a family network that is not just a family network,
[00:51:58.600 --> 00:51:58.600]   and you're creating a family network that is not just a family network,
[00:51:58.600 --> 00:51:58.600]   and you're creating a family network that is not just a family network,
[00:51:58.600 --> 00:51:58.600]   and you're creating a family network that is not just a family network,
[00:51:58.600 --> 00:51:58.600]   and you're creating a family network that is not just a family network,
[00:51:58.600 --> 00:51:58.600]   and you're creating a family network that is not just a family network,
[00:51:58.600 --> 00:51:58.600]   and you're creating a family network that is not just a family network,
[00:51:58.620 --> 00:52:28.620]   and you're creating a family network that is not just a family network,
[00:52:28.620 --> 00:52:28.620]   and you're creating a family network that is not just a family network,
[00:52:28.620 --> 00:52:28.620]   and you're creating a family network that is not just a family network,
[00:52:28.620 --> 00:52:28.620]   and you're creating a family network that is not just a family network,
[00:52:28.620 --> 00:52:28.620]   and you're creating a family network that is not just a family network,
[00:52:28.620 --> 00:52:28.620]   and you're creating a family network that is not just a family network,
[00:52:28.620 --> 00:52:28.620]   and you're creating a family network that is not just a family network,
[00:52:28.620 --> 00:52:28.620]   and you're creating a family network that is not just a family network,
[00:52:28.620 --> 00:52:28.620]   and you're creating a family network that is not just a family network,
[00:52:28.620 --> 00:52:28.620]   and you're creating a family network that is not just a family network,
[00:52:28.620 --> 00:52:28.620]   and you're creating a family network that is not just a family network,
[00:52:28.620 --> 00:52:28.620]   and you're creating a family network that is not just a family network,
[00:52:28.660 --> 00:52:58.640]  ,
[00:52:58.640 --> 00:52:58.640]   And you're creating a family network that is not just a family network,
[00:52:58.640 --> 00:52:58.640]   And you're creating a family network that is not just a family network,
[00:52:58.640 --> 00:52:58.640]   And you're creating a family network that is not just a family network,
[00:52:58.640 --> 00:52:58.640]   And you're creating a family network that is not just a family network,
[00:52:58.640 --> 00:52:58.640]   And you're creating a family network that is not just a family network,
[00:52:58.640 --> 00:52:58.640]   And you're creating a family network that is not just a family network,
[00:52:58.640 --> 00:52:58.640]   And you're creating a family network that is not just a family network,
[00:52:58.640 --> 00:52:58.640]   And you're creating a family network that is not just a family network,
[00:52:58.660 --> 00:53:28.660]   I think children who grow up with multiple siblings have better social skills, have better coping skills.
[00:53:28.660 --> 00:53:28.660]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better social skills, have better coping skills.
[00:53:28.660 --> 00:53:28.660]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better social skills, have better coping skills.
[00:53:28.660 --> 00:53:28.660]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better social skills, have better coping skills.
[00:53:28.660 --> 00:53:28.660]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better social skills, have better coping skills.
[00:53:28.660 --> 00:53:28.660]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better social skills, have better coping skills.
[00:53:28.700 --> 00:53:58.680]  , I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better social skills, have better coping skills.
[00:53:58.680 --> 00:53:58.680]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:53:58.680 --> 00:53:58.680]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:53:58.680 --> 00:53:58.680]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:53:58.680 --> 00:53:58.680]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:53:58.680 --> 00:53:58.680]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:53:58.700 --> 00:54:28.700]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:54:28.700 --> 00:54:28.700]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:54:28.700 --> 00:54:28.700]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:54:28.700 --> 00:54:28.700]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:54:28.700 --> 00:54:28.700]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:54:28.700 --> 00:54:28.700]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:54:28.700 --> 00:54:28.700]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:54:28.700 --> 00:54:58.720]  , and I think children who grow up with multiple siblings have better coping skills.
[00:54:58.720 --> 00:54:58.720]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:54:58.720 --> 00:54:58.720]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:54:58.720 --> 00:54:58.720]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:54:58.720 --> 00:54:58.720]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:54:58.740 --> 00:55:28.740]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:55:28.740 --> 00:55:28.740]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:55:28.740 --> 00:55:28.740]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:55:28.740 --> 00:55:28.740]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:55:28.740 --> 00:55:28.740]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:55:28.740 --> 00:55:28.740]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:55:28.740 --> 00:55:28.740]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:55:28.780 --> 00:55:58.760]  , and I think children who grow up with multiple siblings have better coping skills.
[00:55:58.760 --> 00:55:58.760]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:55:58.760 --> 00:55:58.760]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:55:58.760 --> 00:55:58.760]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:55:58.760 --> 00:55:58.760]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:55:58.780 --> 00:56:28.780]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:56:28.780 --> 00:56:28.780]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:56:28.780 --> 00:56:28.780]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:56:28.780 --> 00:56:28.780]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:56:28.780 --> 00:56:28.780]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:56:28.780 --> 00:56:28.780]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:56:28.780 --> 00:56:28.780]   I recently saw some evidence that I'd never seen before, but I think children who grow up with multiple siblings have better coping skills.
[00:56:28.820 --> 00:56:38.040]   started
[00:56:38.040 --> 00:56:38.920]  應該 the. D.
[00:58:53.860 --> 00:58:59.700]   and the financial independence. I find that the most insane of concepts, except that's the primary metric, especially mothers labor under this burden that somehow they have to produce more financially in order to be worth more. My husband will love me more if I make more money. It's crazy. So let's assume that you're not making financial decisions based on the money, the finances, but that you are seeking to work within the constraints of your situation toward financial independence, even perhaps while you're caring for your children.
[00:59:29.700 --> 00:59:29.720]   I would say first, let your larger family give you the personal motivation to earn more money. I think, personally, it's easier for you to become financially independent, even perhaps if you have five children, if you have a household income of $500,000 and household expenses of $100,000, then if you're single, casting about, earning $40,000 per year. You're going to have an easier plan to financial independence, earning half a million dollars per year, even if you have five children.
[00:59:59.740 --> 00:59:59.740]  數ing a half a million dollars per year, you're going to have a lot of money. You're going to have half a million dollars per year, even if you have five children, even if you have six children, you're going to have half a million dollars per year.
[00:59:59.740 --> 00:59:59.740]   First, the data's on your side. People who have children tend to make more money. As I stated earlier, I think there is a causative influence there, not absolutely not.
[00:59:59.740 --> 00:59:59.740]   The data's on your side. People who have children tend to make more money. As I stated earlier, I think there is a causative influence there, not absolutely not.
[00:59:59.740 --> 00:59:59.740]   But if you're going to have a business, you're going to have a better business, then you're going to have a better business.
[00:59:59.740 --> 00:59:59.740]   If you're going to have a business, you're going to have a better business, then you're going to have a better business.
[00:59:59.780 --> 01:00:29.760]  , and you're going to have a better business, then you're going to have a better business.
[01:00:29.760 --> 01:00:29.760]   So, you're going to have a better business, then you're going to have a better business.
[01:00:29.760 --> 01:00:29.760]   So, you're going to have a better business, then you're going to have a better business.
[01:00:29.760 --> 01:00:29.760]   So, you're going to have a better business, then you're going to have a better business, then you're going to have a better business.
[01:00:29.800 --> 01:00:59.780]  �
[01:00:59.780 --> 01:00:59.780]   So, you're going to have a better business, then you're going to have a better business.
[01:00:59.780 --> 01:00:59.780]   So, you're going to have a better business, then you're going to have a better business.
[01:00:59.780 --> 01:00:59.780]   So, you're going to have a better business, then you're going to have a better business.
[01:00:59.780 --> 01:00:59.780]   So, you're going to have a better business, then you're going to have a better business.
[01:00:59.780 --> 01:00:59.780]   So, you're going to have a better business, then you're going to have a better business.
[01:00:59.780 --> 01:00:59.780]   So, you're going to have a better business, then you're going to have a better business.
[01:00:59.780 --> 01:00:59.780]   So, you're going to have a better business, then you're going to have a better business.
[01:00:59.780 --> 01:00:59.780]   So, you're going to have a better business, then you're going to have a better business.
[01:00:59.780 --> 01:00:59.780]   So, you're going to have a better business, then you're going to have a better business.
[01:00:59.800 --> 01:01:29.800]   So, you're going to have a better business, then you're going to have a better business.
[01:01:29.800 --> 01:01:29.800]   So, you're going to have a better business, then you're going to have a better business.
[01:01:29.800 --> 01:01:29.800]   So, you're going to have a better business, then you're going to have a better business.
[01:01:29.800 --> 01:01:29.800]   So, you're going to have a better business, then you're going to have a better business.
[01:01:29.800 --> 01:01:29.800]   So, you're going to have a better business, then you're going to have a better business.
[01:01:29.800 --> 01:01:29.800]   So, you're going to have a better business, then you're going to have a better business.
[01:01:29.800 --> 01:01:29.800]   So, you're going to have a better business, then you're going to have a better business.
[01:01:29.800 --> 01:01:29.800]   So, you're going to have a better business, then you're going to have a better business.
[01:01:29.800 --> 01:01:29.800]   So, you're going to have a better business, then you're going to have a better business.
[01:01:29.820 --> 01:01:59.820]   So, you're going to have a better business, then you're going to have a better business.
[01:01:59.820 --> 01:01:59.820]   So, you're going to have a better business, then you're going to have a better business.
[01:01:59.820 --> 01:01:59.820]   So, you're going to have a better business, then you're going to have a better business.
[01:01:59.820 --> 01:01:59.820]   So, you're going to have a better business, then you're going to have a better business.
[01:01:59.820 --> 01:01:59.820]   So, you're going to have a better business, then you're going to have a better business.
[01:01:59.820 --> 01:01:59.820]   So, you're going to have a better business, then you're going to have a better business.
[01:01:59.820 --> 01:01:59.820]   So, you're going to have a better business, then you're going to have a better business.
[01:01:59.840 --> 01:02:29.840]   So, you're going to have a better business, then you're going to have a better business.
[01:02:29.840 --> 01:02:29.840]   So, you're going to have a better business, then you're going to have a better business.
[01:02:29.840 --> 01:02:29.840]   So, you're going to have a better business, then you're going to have a better business.
[01:02:29.840 --> 01:02:29.840]   So, you're going to have a better business, then you're going to have a better business.
[01:02:29.840 --> 01:02:29.840]   So, you're going to have a better business, then you're going to have a better business.
[01:02:29.840 --> 01:02:29.840]   So, you're going to have a better business, then you're going to have a better business.
[01:02:29.840 --> 01:02:29.840]   So, you're going to have a better business, then you're going to have a better business.
[01:02:29.860 --> 01:02:59.860]   So, you're going to have a better business, then you're going to have a better business.
[01:02:59.860 --> 01:02:59.860]   So, you're going to have a better business, then you're going to have a better business.
[01:02:59.860 --> 01:02:59.860]   So, you're going to have a better business, then you're going to have a better business.
[01:02:59.860 --> 01:02:59.860]   So, you're going to have a better business, then you're going to have a better business.
[01:02:59.860 --> 01:02:59.860]   So, you're going to have a better business, then you're going to have a better business.
[01:02:59.860 --> 01:02:59.860]   So, you're going to have a better business, then you're going to have a better business.
[01:02:59.860 --> 01:02:59.860]   So, you're going to have a better business, then you're going to have a better business.
[01:02:59.860 --> 01:02:59.860]   So, you're going to have a better business, then you're going to have a better business.
[01:02:59.860 --> 01:02:59.860]   So, you're going to have a better business, then you're going to have a better business.
[01:02:59.860 --> 01:03:29.880]  ,
[01:03:29.880 --> 01:03:29.880]   So, you're going to have a better business, then you're going to have a better business.
[01:03:29.880 --> 01:03:29.880]   So, you're going to have a better business, then you're going to have a better business.
[01:03:29.880 --> 01:03:29.880]   So, you're going to have a better business, then you're going to have a better business.
[01:03:29.880 --> 01:03:29.880]   So, you're going to have a better business, then you're going to have a better business.
[01:03:29.880 --> 01:03:29.880]   So, you're going to have a better business, then you're going to have a better business.
[01:03:29.900 --> 01:03:59.900]   If you're going to have a better business,
[01:03:59.900 --> 01:03:59.900]   If you're going to have a better business,
[01:03:59.900 --> 01:03:59.900]   If you're going to have a better business,
[01:03:59.900 --> 01:03:59.900]   If you're going to have a better business,
[01:03:59.900 --> 01:03:59.900]   If you're going to have a better business,
[01:03:59.900 --> 01:03:59.900]   If you're going to have a better business,
[01:03:59.900 --> 01:03:59.900]   If you're going to have a better business,
[01:03:59.900 --> 01:03:59.900]   If you're going to have a better business,
[01:03:59.900 --> 01:03:59.900]   If you're going to have a better business,
[01:03:59.900 --> 01:03:59.900]   If you're going to have a better business,
[01:03:59.900 --> 01:03:59.900]   If you're going to have a better business,
[01:03:59.900 --> 01:03:59.900]   If you're going to have a better business,
[01:03:59.900 --> 01:03:59.900]   If you're going to have a better business,
[01:03:59.900 --> 01:03:59.900]   If you're going to have a better business,
[01:03:59.900 --> 01:03:59.900]   If you're going to have a better business,
[01:03:59.900 --> 01:03:59.900]   If you're going to have a better business,
[01:03:59.900 --> 01:03:59.900]   If you're going to have a better business, then you're going to have a better business.
[01:03:59.900 --> 01:04:29.920]   If you're going to have a better business, then you're going to have a better business.
[01:04:29.920 --> 01:04:29.920]   If you're going to have a better business, then you're going to have a better business.
[01:04:29.920 --> 01:04:29.920]   If you're going to have a better business, then you're going to have a better business.
[01:04:29.920 --> 01:04:29.920]   If you're going to have a better business, then you're going to have a better business.
[01:04:29.920 --> 01:04:29.920]   If you're going to have a better business, then you're going to have a better business.
[01:04:29.920 --> 01:04:29.920]   If you're going to have a better business, then you're going to have a better business.
[01:04:29.920 --> 01:04:29.920]   If you're going to have a better business, then you're going to have a better business.
[01:04:29.920 --> 01:04:29.920]   If you're going to have a better business, then you're going to have a better business.
[01:04:29.940 --> 01:04:59.940]   If you're going to have a better business, then you're going to have a better business.
[01:04:59.940 --> 01:04:59.940]   If you're going to have a better business, then you're going to have a better business.
[01:04:59.940 --> 01:04:59.940]   If you're going to have a better business, then you're going to have a better business.
[01:04:59.940 --> 01:04:59.940]   If you're going to have a better business, then you're going to have a better business.
[01:04:59.940 --> 01:04:59.940]   If you're going to have a better business, then you're going to have a better business.
[01:04:59.940 --> 01:04:59.940]   If you're going to have a better business, then you're going to have a better business.
[01:04:59.940 --> 01:04:59.940]   If you're going to have a better business, then you're going to have a better business.
[01:04:59.940 --> 01:04:59.940]   If you're going to have a better business, then you're going to have a better business.
[01:04:59.940 --> 01:04:59.940]   If you're going to have a better business, then you're going to have a better business.
[01:04:59.960 --> 01:05:29.960]   I'm going to have a better business.
[01:05:29.960 --> 01:05:29.960]   If you're going to have a better business, then you're going to have a better business.
[01:05:29.960 --> 01:05:29.960]   If you're going to have a better business, then you're going to have a better business.
[01:05:29.960 --> 01:05:29.960]   If you're going to have a better business, then you're going to have a better business.
[01:05:29.960 --> 01:05:29.960]   If you're going to have a better business, then you're going to have a better business.
[01:05:29.960 --> 01:05:29.960]   If you're going to have a better business, then you're going to have a better business.
[01:05:29.960 --> 01:05:29.960]   If you're going to have a better business, then you're going to have a better business.
[01:05:29.960 --> 01:05:29.960]   If you're going to have a better business, then you're going to have a better business.
[01:05:29.960 --> 01:05:29.960]   If you're going to have a better business, then you're going to have a better business.
[01:05:29.980 --> 01:05:59.980]  , if you're going to have a better business, then you're going to have a better business.
[01:05:59.980 --> 01:05:59.980]   If you're going to have a better business, then you're going to have a better business.
[01:05:59.980 --> 01:05:59.980]   If you're going to have a better business, then you're going to have a better business.
[01:05:59.980 --> 01:05:59.980]   If you're going to have a better business, then you're going to have a better business.
[01:05:59.980 --> 01:05:59.980]   If you're going to have a better business, then you're going to have a better business.
[01:05:59.980 --> 01:05:59.980]   If you're going to have a better business, then you're going to have a better business.
[01:05:59.980 --> 01:05:59.980]   If you're going to have a better business, then you're going to have a better business.
[01:06:00.020 --> 01:06:10.240]  --
[01:06:10.240 --> 01:06:28.640]   Let I the comments
[01:06:29.380 --> 01:06:36.360]   end
[01:06:36.360 --> 01:06:39.900]   I over at the...S.
[01:06:39.900 --> 01:06:42.300]  , they, a,,,,,,,,, buns I'm providetre
[01:06:42.300 --> 01:06:46.260]   financi
[01:06:46.260 --> 01:06:53.700]   Without
[01:06:53.700 --> 01:06:56.340]   guessing. I'm
[01:06:57.740 --> 01:07:09.000]   But it's not necessary. And if you as a couple collectively share the goal of financial independence, you might simplify that nest a little bit.
[01:07:09.000 --> 01:07:13.000]   One of the things that I would do differently going back in time,
[01:07:13.000 --> 01:07:19.000]   when at that phase of life, I did not have the goal of being
[01:07:19.000 --> 01:07:21.420]   financially independent at an early age.
[01:07:21.420 --> 01:07:25.840]   I had a fairly stable life. I had a stable, profitable business.
[01:07:26.100 --> 01:07:56.100]  , I was making excellent money.
[01:07:56.160 --> 01:08:05.940]   Watching
[01:08:05.940 --> 01:08:07.820]   nhiều't under
[01:08:07.820 --> 01:08:22.040]   AND B - Cut Because �
[01:08:54.840 --> 01:08:54.840]   I was right in the middle of everything. We could walk to the library, walk to the grocery store. I was less than a quarter of a mile from my office. So I could walk to work. And I did. And it was great. And I loved it. And so I went ahead and bought the house because we thought it was the perfect house at the perfect time. But it did make a major change. But we didn't have early financial independence as a goal. I didn't foresee any reason why I would ever need to change my career. I had total time freedom. I could come and go. And so I didn't see the benefit of being a housekeeper.
[01:09:53.580 --> 01:10:22.920]  chodzi: You know what? I was like, "What do you mean by that?" And I was like, "I don't know, man. I'm not a housekeeper. I'm just a housekeeper."
[01:10:22.960 --> 01:10:33.740]   part
[01:10:33.740 --> 01:10:51.820]   go a web пер represent concept consider Il , , ,,,,,, uh第二個 Mans mul stomach men ad metallic veryô.保. One. S. C.wood. Isn.60. Be.視. work. more. doesn., way., Assessment., known,'t.,,, 23., truth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 12., gave in was.f., blessed., in qualify to "D. as Erinamin name affect第二個 complaints recommended 50� material say nasty
[01:10:51.900 --> 01:11:01.000]   love
[01:11:01.000 --> 01:11:02.780]   end. I have grateful
[01:11:21.780 --> 01:11:32.480]   ends
[01:11:32.480 --> 01:11:49.160]   in,,,,
[01:11:51.280 --> 01:11:54.300]   de
[01:11:54.300 --> 01:12:20.720]   be even Him I I 53
[01:12:21.360 --> 01:12:51.280]  berger: I want to be happy with simple life, with simple toys, and so why should I not want the same thing for my child? So how do you adjust your financial independence plan to the phases of your life? Well, here's what I say. If you don't have any money, rent a small, cheap apartment, whatever the smallest, cheapest thing is. Maybe you live on a sailboat. You can live on a sailboat as a young, married couple and save a ton of money. If you're in England, you can live on a riverboat. If you're in the United States, you can live in a sailboat.
[01:12:51.280 --> 01:12:51.280]   You can live on a sailboat.
[01:12:51.280 --> 01:12:51.280]   You can live on a sailboat.
[01:12:51.280 --> 01:12:51.280]   If you're in the United States, you can live on a sailboat.
[01:12:51.280 --> 01:12:51.280]   If you're in the United States, you can live on a sailboat.
[01:12:51.280 --> 01:12:51.280]   If you're in the United States, you can live on a sailboat.
[01:12:51.320 --> 01:13:21.300]  ,
[01:13:21.300 --> 01:13:21.300]   If you're in the United States, you can live on a sailboat.
[01:13:21.300 --> 01:13:21.300]   If you're in the United States, you can live on a sailboat.
[01:13:21.300 --> 01:13:21.300]   If you're in the United States, you can live on a sailboat.
[01:13:21.300 --> 01:13:21.300]   If you're in the United States, you can live on a sailboat.
[01:13:21.300 --> 01:13:21.300]   If you're in the United States, you can live on a sailboat.
[01:13:21.300 --> 01:13:21.300]   If you're in the United States, you can live on a sailboat.
[01:13:21.340 --> 01:13:49.320]  -" edit
[01:15:14.420 --> 01:15:16.460]   won
[01:15:16.460 --> 01:15:44.400]   in the is
[01:15:44.440 --> 01:15:48.400]   pense
[01:15:48.400 --> 01:16:12.300]   Smart H at process Bar M�ав or,,,,,, mean finden
[01:17:39.160 --> 01:17:49.380]  因
[01:17:49.380 --> 01:17:50.580]   drowned and's
[01:17:50.580 --> 01:18:08.020]   Favoriyi, , , ,,,,,,,,, dough as though men dehyd
[01:18:45.940 --> 01:18:45.940]   It's a great thing to do.
[01:18:45.940 --> 01:18:45.940]   It's a great thing to do.
[01:18:45.940 --> 01:18:45.960]   It's a great thing to do.
