
[00:00:00.040 --> 00:00:09.300]   TED
[01:58:57.900 --> 01:58:57.900]   and you have a million line of code Objective-C app.
[01:58:57.900 --> 01:58:57.900]   and you have a million line of code Objective-C app.
[01:58:57.900 --> 01:58:57.900]   and you have a million line of code Objective-C app.
[01:58:57.900 --> 01:58:57.900]   and you have a million line of code Objective-C app.
[01:58:57.940 --> 01:59:27.920]  ,
[01:59:27.920 --> 01:59:27.920]   and you have a million line of code Objective-C app.
[01:59:27.920 --> 01:59:27.920]   and you have a million line of code Objective-C app.
[01:59:27.920 --> 01:59:27.920]   and you have a million line of code Objective-C app.
[01:59:27.920 --> 01:59:27.920]   and you have a million line of code Objective-C app.
[01:59:27.920 --> 01:59:27.920]   and you have a million line of code Objective-C app.
[01:59:27.920 --> 01:59:27.920]   and you have a million line of code Objective-C app.
[01:59:27.920 --> 01:59:27.920]   and you have a million line of code Objective-C app.
[01:59:27.920 --> 01:59:27.920]   and you have a million line of code Objective-C app.
[01:59:27.940 --> 01:59:57.940]   and you have a million line of code Objective-C app.
[01:59:57.940 --> 01:59:57.940]   and you have a million line of code Objective-C app.
[01:59:57.940 --> 01:59:57.940]   and you have a million line of code Objective-C app.
[01:59:57.940 --> 01:59:57.940]   and you have a million line of code Objective-C app.
[01:59:57.940 --> 01:59:57.940]   and you have a million line of code Objective-C app.
[01:59:57.940 --> 01:59:57.940]   and you have a million line of code Objective-C app.
[01:59:57.940 --> 01:59:57.940]   and you have a million line of code Objective-C app.
[01:59:57.940 --> 01:59:57.940]   and you have a million line of code Objective-C app.
[01:59:57.940 --> 01:59:57.940]   and you have a million line of code Objective-C app.
[01:59:57.940 --> 01:59:57.940]   and you have a million line of code Objective-C app.
[01:59:57.940 --> 01:59:57.940]   and you have a million line of code Objective-C app.
[01:59:57.940 --> 01:59:57.940]   and you have a million line of code Objective-C app.
[01:59:57.940 --> 01:59:57.940]   and you have a million line of code Objective-C app.
[01:59:57.980 --> 02:00:27.960]  ,
[02:00:27.960 --> 02:00:27.960]   and you have a million line of code Objective-C app.
[02:00:27.960 --> 02:00:27.960]   and you have a million line of code Objective-C app.
[02:00:27.960 --> 02:00:27.960]   and you have a million line of code Objective-C app.
[02:00:27.960 --> 02:00:27.960]   and you have a million line of code Objective-C app.
[02:00:27.960 --> 02:00:27.960]   and you have a million line of code Objective-C app.
[02:00:27.960 --> 02:00:27.960]   and you have a million line of code Objective-C app.
[02:00:27.960 --> 02:00:27.960]   and you have a million line of code Objective-C app.
[02:00:27.980 --> 02:00:57.980]   and you have a million line of code Objective-C app.
[02:00:57.980 --> 02:00:57.980]   and you have a million line of code Objective-C app.
[02:00:57.980 --> 02:00:57.980]   and you have a million line of code Objective-C app.
[02:00:57.980 --> 02:00:57.980]   and you have a million line of code Objective-C app.
[02:00:57.980 --> 02:00:57.980]   and you have a million line of code Objective-C app.
[02:00:57.980 --> 02:00:57.980]   and you have a million line of code Objective-C app.
[02:00:57.980 --> 02:00:57.980]   and you have a million line of code Objective-C app.
[02:00:57.980 --> 02:00:57.980]   and you have a million line of code Objective-C app.
[02:00:57.980 --> 02:00:57.980]   and you have a million line of code Objective-C app.
[02:00:57.980 --> 02:00:57.980]   and you have a million line of code Objective-C app.
[02:00:57.980 --> 02:00:57.980]   and you have a million line of code Objective-C app.
[02:00:57.980 --> 02:00:57.980]   and you have a million line of code Objective-C app.
[02:00:57.980 --> 02:00:57.980]   and you have a million line of code Objective-C app.
[02:00:58.000 --> 02:01:28.000]   and you have a million line of code Objective-C app.
[02:01:28.000 --> 02:01:28.000]   and you have a million line of code Objective-C app.
[02:01:28.000 --> 02:01:28.000]   and you have a million line of code Objective-C app.
[02:01:28.000 --> 02:01:28.000]   and you have a million line of code Objective-C app.
[02:01:28.000 --> 02:01:28.000]   and you have a million line of code Objective-C app.
[02:01:28.000 --> 02:01:28.000]   and you have a million line of code Objective-C app.
[02:01:28.000 --> 02:01:28.000]   and you have a million line of code Objective-C app.
[02:01:28.000 --> 02:01:28.000]   and you have a million line of code Objective-C app.
[02:01:28.020 --> 02:01:58.020]  ,
[02:01:58.020 --> 02:01:58.020]   and you have a million line of code Objective-C app.
[02:01:58.020 --> 02:01:58.020]   and you have a million line of code Objective-C app.
[02:01:58.020 --> 02:01:58.020]   and you have a million line of code Objective-C app.
[02:01:58.020 --> 02:01:58.020]   and you have a million line of code Objective-C app.
[02:01:58.020 --> 02:01:58.020]   and you have a million line of code Objective-C app.
[02:01:58.020 --> 02:01:58.020]   and you have a million line of code Objective-C app.
[02:01:58.020 --> 02:01:58.020]   and you have a million line of code Objective-C app.
[02:01:58.020 --> 02:01:58.020]   and you have a million line of code Objective-C app.
[02:01:58.020 --> 02:01:58.020]   and you have a million line of code Objective-C app.
[02:01:58.020 --> 02:01:58.020]   and you have a million line of code Objective-C app.
[02:01:58.020 --> 02:01:58.020]   and you have a million line of code Objective-C app.
[02:01:58.040 --> 02:02:28.040]   and you have a million line of code Objective-C app.
[02:02:28.040 --> 02:02:28.040]   and you have a million line of code Objective-C app.
[02:02:28.040 --> 02:02:28.040]   and you have a million line of code Objective-C app.
[02:02:28.040 --> 02:02:28.040]   and you have a million line of code Objective-C app.
[02:02:28.040 --> 02:02:28.040]   and you have a million line of code Objective-C app.
[02:02:28.040 --> 02:02:28.040]   and you have a million line of code Objective-C app.
[02:02:28.040 --> 02:02:28.040]   and you have a million line of code Objective-C app.
[02:02:28.040 --> 02:02:28.040]   and you have a million line of code Objective-C app.
[02:02:28.040 --> 02:02:28.040]   and you have a million line of code Objective-C app.
[02:02:28.040 --> 02:02:28.040]   and you have a million line of code Objective-C app.
[02:02:28.040 --> 02:02:28.040]   and you have a million line of code Objective-C app.
[02:02:28.040 --> 02:02:28.040]   and you have a million line of code Objective-C app.
[02:02:28.040 --> 02:02:28.040]   and you have a million line of code Objective-C app.
[02:02:28.060 --> 02:02:58.060]   and you have a million line of code Objective-C app.
[02:02:58.060 --> 02:02:58.060]   and you have a million line of code Objective-C app.
[02:02:58.060 --> 02:02:58.060]   and you have a million line of code Objective-C app.
[02:02:58.060 --> 02:02:58.060]   and you have a million line of code Objective-C app.
[02:02:58.060 --> 02:02:58.060]   and you have a million line of code Objective-C app.
[02:02:58.060 --> 02:02:58.060]   and you have a million line of code Objective-C app.
[02:02:58.060 --> 02:02:58.060]   and you have a million line of code Objective-C app.
[02:02:58.060 --> 02:02:58.060]   and you have a million line of code Objective-C app.
[02:02:58.060 --> 02:02:58.060]   and you have a million line of code Objective-C app.
[02:02:58.060 --> 02:02:58.060]   and you have a million line of code Objective-C app.
[02:02:58.080 --> 02:03:28.080]  ,
[02:03:28.080 --> 02:03:28.080]   and you have a million line of code Objective-C app.
[02:03:28.080 --> 02:03:28.080]   and you have a million line of code Objective-C app.
[02:03:28.080 --> 02:03:28.080]   and you have a million line of code Objective-C app.
[02:03:28.080 --> 02:03:28.080]   and you have a million line of code Objective-C app.
[02:03:28.080 --> 02:03:28.080]   and you have a million line of code Objective-C app.
[02:03:28.080 --> 02:03:28.080]   and you have a million line of code Objective-C app.
[02:03:28.080 --> 02:03:28.080]   and you have a million line of code Objective-C app.
[02:03:28.080 --> 02:03:28.080]   and you have a million line of code Objective-C app.
[02:03:28.080 --> 02:03:28.080]   and you have a million line of code Objective-C app.
[02:03:28.100 --> 02:03:58.100]   and you have a million line of code Objective-C app.
[02:03:58.100 --> 02:03:58.100]   and you have a million line of code Objective-C app.
[02:03:58.100 --> 02:03:58.100]   and you have a million line of code Objective-C app.
[02:03:58.100 --> 02:03:58.100]   and you have a million line of code Objective-C app.
[02:03:58.100 --> 02:03:58.100]   and you have a million line of code Objective-C app.
[02:03:58.100 --> 02:03:58.100]   and you have a million line of code Objective-C app.
[02:03:58.100 --> 02:03:58.100]   and you have a million line of code Objective-C app.
[02:03:58.100 --> 02:03:58.100]   and you have a million line of code Objective-C app.
[02:03:58.100 --> 02:03:58.100]   and you have a million line of code Objective-C app.
[02:03:58.100 --> 02:03:58.100]   and you have a million line of code Objective-C app.
[02:03:58.120 --> 02:04:28.120]   and you have a million line of code Objective-C app.
[02:04:28.120 --> 02:04:28.120]   and you have a million line of code Objective-C app.
[02:04:28.120 --> 02:04:28.120]   and you have a million line of code Objective-C app.
[02:04:28.120 --> 02:04:28.120]   and you have a million line of code Objective-C app.
[02:04:28.120 --> 02:04:28.120]   and you have a million line of code Objective-C app.
[02:04:28.120 --> 02:04:28.120]   and you have a million line of code Objective-C app.
[02:04:28.120 --> 02:04:28.120]   and you have a million line of code Objective-C app.
[02:04:28.120 --> 02:04:28.120]   and you have a million line of code Objective-C app.
[02:04:28.120 --> 02:04:28.120]   and you have a million line of code Objective-C app.
[02:04:28.120 --> 02:04:28.120]   and you have a million line of code Objective-C app.
[02:04:28.120 --> 02:04:28.120]   and you have a million line of code Objective-C app.
[02:04:28.140 --> 02:04:58.140]   and you have a million line of code Objective-C app.
[02:04:58.140 --> 02:04:58.140]   and you have a million line of code Objective-C app.
[02:04:58.140 --> 02:04:58.140]   and you have a million line of code Objective-C app.
[02:04:58.140 --> 02:04:58.140]   and you have a million line of code Objective-C app.
[02:04:58.140 --> 02:04:58.140]   and you have a million line of code Objective-C app.
[02:04:58.140 --> 02:04:58.140]   and you have a million line of code Objective-C app.
[02:04:58.140 --> 02:04:58.140]   and you have a million line of code Objective-C app.
[02:04:58.140 --> 02:04:58.140]   and you have a million line of code Objective-C app.
[02:04:58.140 --> 02:04:58.140]   and you have a million line of code Objective-C app.
[02:04:58.160 --> 02:05:28.160]   and you have a million line of code Objective-C app.
[02:05:28.160 --> 02:05:28.160]   and you have a million line of code Objective-C app.
[02:05:28.160 --> 02:05:28.160]   and you have a million line of code Objective-C app.
[02:05:28.160 --> 02:05:28.160]   and you have a million line of code Objective-C app.
[02:05:28.160 --> 02:05:28.160]   and you have a million line of code Objective-C app.
[02:05:28.160 --> 02:05:28.160]   and you have a million line of code Objective-C app.
[02:05:28.160 --> 02:05:28.160]   and you have a million line of code Objective-C app.
[02:05:28.160 --> 02:05:28.160]   and you have a million line of code Objective-C app.
[02:05:28.160 --> 02:05:28.160]   and you have a million line of code Objective-C app.
[02:05:28.160 --> 02:05:28.160]   and you have a million line of code Objective-C app.
[02:05:28.180 --> 02:05:58.180]   and you have a million line of code Objective-C app.
[02:05:58.180 --> 02:05:58.180]   and you have a million line of code Objective-C app.
[02:05:58.180 --> 02:05:58.180]   and you have a million line of code Objective-C app.
[02:05:58.180 --> 02:05:58.180]   and you have a million line of code Objective-C app.
[02:05:58.180 --> 02:05:58.180]   and you have a million line of code Objective-C app.
[02:05:58.180 --> 02:05:58.180]   and you have a million line of code Objective-C app.
[02:05:58.180 --> 02:05:58.180]   and you have a million line of code Objective-C app.
[02:05:58.180 --> 02:05:58.180]   and you have a million line of code Objective-C app.
[02:05:58.180 --> 02:05:58.180]   and you have a million line of code Objective-C app.
[02:05:58.180 --> 02:05:58.180]   and you have a million line of code Objective-C app.
[02:05:58.180 --> 02:05:58.180]   and you have a million line of code Objective-C app.
[02:06:22.420 --> 02:06:28.200]   and you have a million line of code Objective-C app.
[02:06:28.200 --> 02:06:28.200]   and you have a million line of code Objective-C app.
[02:06:28.200 --> 02:06:28.200]   and you have a million line of code Objective-C app.
[02:06:28.200 --> 02:06:28.200]   and you have a million line of code Objective-C app.
[02:06:28.200 --> 02:06:28.200]   and you have a million line of code Objective-C app.
[02:06:28.200 --> 02:06:28.200]   and you have a million line of code Objective-C app.
[02:06:28.200 --> 02:06:28.200]   and you have a million line of code Objective-C app.
[02:06:28.200 --> 02:06:28.200]   and you have a million line of code Objective-C app.
[02:06:28.200 --> 02:06:28.200]   and you have a million line of code Objective-C app.
[02:06:28.200 --> 02:06:28.200]   and you have a million line of code Objective-C app.
[02:06:28.200 --> 02:06:28.200]   and you have a million line of code Objective-C app.
[02:06:28.220 --> 02:06:58.220]   and you have a million line of code Objective-C app.
[02:06:58.220 --> 02:06:58.220]   and you have a million line of code Objective-C app.
[02:06:58.220 --> 02:06:58.220]   and you have a million line of code Objective-C app.
[02:06:58.220 --> 02:06:58.220]   and you have a million line of code Objective-C app.
[02:06:58.220 --> 02:06:58.220]   and you have a million line of code Objective-C app.
[02:06:58.220 --> 02:06:58.220]   and you have a million line of code Objective-C app.
[02:06:58.220 --> 02:06:58.220]   and you have a million line of code Objective-C app.
[02:06:58.220 --> 02:06:58.220]   and you have a million line of code Objective-C app.
[02:06:58.220 --> 02:06:58.220]   and you have a million line of code Objective-C app.
[02:06:58.240 --> 02:07:28.240]   and you have a million line of code Objective-C app.
[02:07:28.240 --> 02:07:28.240]   and you have a million line of code Objective-C app.
[02:07:28.240 --> 02:07:28.240]   and you have a million line of code Objective-C app.
[02:07:28.240 --> 02:07:28.240]   and you have a million line of code Objective-C app.
[02:07:28.240 --> 02:07:28.240]   and you have a million line of code Objective-C app.
[02:07:28.240 --> 02:07:28.240]   and you have a million line of code Objective-C app.
[02:07:28.240 --> 02:07:28.240]   and you have a million line of code Objective-C app.
[02:07:28.240 --> 02:07:28.240]   and you have a million line of code Objective-C app.
[02:07:28.240 --> 02:07:28.240]   and you have a million line of code Objective-C app.
[02:07:28.240 --> 02:07:28.240]   and you have a million line of code Objective-C app.
[02:07:28.240 --> 02:07:28.240]   and you have a million line of code Objective-C app.
[02:07:28.260 --> 02:07:58.260]   and you have a million line of code Objective-C app.
[02:07:58.260 --> 02:07:58.260]   and you have a million line of code Objective-C app.
[02:07:58.260 --> 02:07:58.260]   and you have a million line of code Objective-C app.
[02:07:58.260 --> 02:07:58.260]   and you have a million line of code Objective-C app.
[02:07:58.260 --> 02:07:58.260]   and you have a million line of code Objective-C app.
[02:07:58.260 --> 02:07:58.260]   and you have a million line of code Objective-C app.
[02:07:58.260 --> 02:07:58.260]   and you have a million line of code Objective-C app.
[02:07:58.260 --> 02:07:58.260]   and you have a million line of code Objective-C app.
[02:07:58.260 --> 02:07:58.260]   and you have a million line of code Objective-C app.
[02:07:58.260 --> 02:07:58.260]   and you have a million line of code Objective-C app.
[02:07:58.260 --> 02:07:58.260]   and you have a million line of code Objective-C app.
[02:07:58.280 --> 02:08:28.280]   and you have a million line of code Objective-C app.
[02:08:28.280 --> 02:08:28.280]   and you have a million line of code Objective-C app.
[02:08:28.280 --> 02:08:28.280]   and you have a million line of code Objective-C app.
[02:08:28.280 --> 02:08:28.280]   and you have a million line of code Objective-C app.
[02:08:28.280 --> 02:08:28.280]   and you have a million line of code Objective-C app.
[02:08:28.280 --> 02:08:28.280]   and you have a million line of code Objective-C app.
[02:08:28.280 --> 02:08:28.280]   and you have a million line of code Objective-C app.
[02:08:28.280 --> 02:08:28.280]   and you have a million line of code Objective-C app.
[02:08:28.280 --> 02:08:28.280]   and you have a million line of code Objective-C app.
[02:08:28.280 --> 02:08:28.280]   and you have a million line of code Objective-C app.
[02:08:28.300 --> 02:08:58.300]   and you have a million line of code Objective-C app.
[02:08:58.300 --> 02:08:58.300]   and you have a million line of code Objective-C app.
[02:08:58.300 --> 02:08:58.300]   and you have a million line of code Objective-C app.
[02:08:58.300 --> 02:08:58.300]   and you have a million line of code Objective-C app.
[02:08:58.300 --> 02:08:58.300]   and you have a million line of code Objective-C app.
[02:08:58.300 --> 02:08:58.300]   and you have a million line of code Objective-C app.
[02:08:58.300 --> 02:08:58.300]   and you have a million line of code Objective-C app.
[02:08:58.300 --> 02:08:58.300]   and you have a million line of code Objective-C app.
[02:08:58.300 --> 02:08:58.300]   and you have a million line of code Objective-C app.
[02:08:58.300 --> 02:08:58.300]   and you have a million line of code Objective-C app.
[02:08:58.320 --> 02:09:28.320]   and you have a million line of code Objective-C app.
[02:09:28.320 --> 02:09:28.320]   and you have a million line of code Objective-C app.
[02:09:28.320 --> 02:09:28.320]   and you have a million line of code Objective-C app.
[02:09:28.320 --> 02:09:28.320]   and you have a million line of code Objective-C app.
[02:09:28.320 --> 02:09:28.320]   and you have a million line of code Objective-C app.
[02:09:28.320 --> 02:09:28.320]   and you have a million line of code Objective-C app.
[02:09:28.320 --> 02:09:28.320]   and you have a million line of code Objective-C app.
[02:09:28.320 --> 02:09:28.320]   and you have a million line of code Objective-C app.
[02:09:28.320 --> 02:09:28.320]   and you have a million line of code Objective-C app.
[02:09:28.320 --> 02:09:28.320]   and you have a million line of code Objective-C app.
[02:09:28.340 --> 02:09:58.340]   and you have a million line of code Objective-C app.
[02:09:58.340 --> 02:09:58.340]   and you have a million line of code Objective-C app.
[02:09:58.340 --> 02:09:58.340]   and you have a million line of code Objective-C app.
[02:09:58.340 --> 02:09:58.340]   and you have a million line of code Objective-C app.
[02:09:58.340 --> 02:09:58.340]   and you have a million line of code Objective-C app.
[02:09:58.340 --> 02:09:58.340]   and you have a million line of code Objective-C app.
[02:09:58.340 --> 02:09:58.340]   and you have a million line of code Objective-C app.
[02:09:58.340 --> 02:09:58.340]   and you have a million line of code Objective-C app.
[02:09:58.340 --> 02:09:58.340]   and you have a million line of code Objective-C app.
[02:09:58.340 --> 02:09:58.340]   and you have a million line of code Objective-C app.
[02:09:58.340 --> 02:09:58.340]   and you have a million line of code Objective-C app.
[02:09:58.340 --> 02:09:58.340]   and you have a million line of code Objective-C app.
[02:09:58.380 --> 02:10:28.360]  ,
[02:10:28.360 --> 02:10:28.360]   and you have a million line of code Objective-C app.
[02:10:28.360 --> 02:10:28.360]   and you have a million line of code Objective-C app.
[02:10:28.360 --> 02:10:28.360]   and you have a million line of code Objective-C app.
[02:10:28.360 --> 02:10:28.360]   and you have a million line of code Objective-C app.
[02:10:28.360 --> 02:10:28.360]   and you have a million line of code Objective-C app.
[02:10:28.360 --> 02:10:28.360]   and you have a million line of code Objective-C app.
[02:10:28.360 --> 02:10:28.360]   and you have a million line of code Objective-C app.
[02:10:28.360 --> 02:10:28.360]   and you have a million line of code Objective-C app.
[02:10:28.380 --> 02:10:58.380]   and you have a million line of code Objective-C app.
[02:10:58.380 --> 02:10:58.380]   and you have a million line of code Objective-C app.
[02:10:58.380 --> 02:10:58.380]   and you have a million line of code Objective-C app.
[02:10:58.380 --> 02:10:58.380]   and you have a million line of code Objective-C app.
[02:10:58.380 --> 02:10:58.380]   and you have a million line of code Objective-C app.
[02:10:58.380 --> 02:10:58.380]   and you have a million line of code Objective-C app.
[02:10:58.380 --> 02:10:58.380]   and you have a million line of code Objective-C app.
[02:10:58.380 --> 02:10:58.380]   and you have a million line of code Objective-C app.
[02:10:58.380 --> 02:10:58.380]   and you have a million line of code Objective-C app.
[02:10:58.380 --> 02:10:58.380]   and you have a million line of code Objective-C app.
[02:10:58.380 --> 02:10:58.380]   and you have a million line of code Objective-C app.
[02:10:58.380 --> 02:10:58.380]   and you have a million line of code Objective-C app.
[02:10:58.380 --> 02:10:58.380]   and you have a million line of code Objective-C app.
[02:10:58.400 --> 02:11:28.400]   and you have a million line of code Objective-C app.
[02:11:28.400 --> 02:11:28.400]   and you have a million line of code Objective-C app.
[02:11:28.400 --> 02:11:28.400]   and you have a million line of code Objective-C app.
[02:11:28.400 --> 02:11:28.400]   and you have a million line of code Objective-C app.
[02:11:28.400 --> 02:11:28.400]   and you have a million line of code Objective-C app.
[02:11:28.400 --> 02:11:28.400]   and you have a million line of code Objective-C app.
[02:11:28.400 --> 02:11:28.400]   and you have a million line of code Objective-C app.
[02:11:28.400 --> 02:11:28.400]   and you have a million line of code Objective-C app.
[02:11:28.400 --> 02:11:28.400]   and you have a million line of code Objective-C app.
[02:11:28.400 --> 02:11:28.400]   and you have a million line of code Objective-C app.
[02:11:28.420 --> 02:11:58.420]   and you have a million line of code Objective-C app.
[02:11:58.420 --> 02:11:58.420]   and you have a million line of code Objective-C app.
[02:11:58.420 --> 02:11:58.420]   and you have a million line of code Objective-C app.
[02:11:58.420 --> 02:11:58.420]   and you have a million line of code Objective-C app.
[02:11:58.420 --> 02:11:58.420]   and you have a million line of code Objective-C app.
[02:11:58.420 --> 02:11:58.420]   and you have a million line of code Objective-C app.
[02:11:58.420 --> 02:11:58.420]   and you have a million line of code Objective-C app.
[02:11:58.420 --> 02:11:58.420]   and you have a million line of code Objective-C app.
[02:11:58.460 --> 02:12:28.440]   and you have a million line of code Objective-C app.
[02:12:28.440 --> 02:12:28.440]   and you have a million line of code Objective-C app.
[02:12:28.440 --> 02:12:28.440]   and you have a million line of code Objective-C app.
[02:12:28.440 --> 02:12:28.440]   and you have a million line of code Objective-C app.
[02:12:28.440 --> 02:12:28.440]   and you have a million line of code Objective-C app.
[02:12:28.440 --> 02:12:28.440]   and you have a million line of code Objective-C app.
[02:12:28.440 --> 02:12:28.440]   and you have a million line of code Objective-C app.
[02:12:28.440 --> 02:12:28.440]   and you have a million line of code Objective-C app.
[02:12:28.440 --> 02:12:28.440]   and you have a million line of code Objective-C app.
[02:12:28.440 --> 02:12:28.440]   and you have a million line of code Objective-C app.
[02:12:28.440 --> 02:12:28.440]   and you have a million line of code Objective-C app.
[02:12:28.440 --> 02:12:28.440]   and you have a million line of code Objective-C app. and you have a million line of code Objective-C app.
[02:12:28.480 --> 02:12:38.100]  13
[02:12:38.100 --> 02:12:57.260]   e just, safe,
[02:12:58.500 --> 02:13:08.140]   Ну
[02:13:08.140 --> 02:13:25.280]   I all work
[02:13:25.280 --> 02:13:26.580]   Magic I I is насколько like, and, and, and, and, and, and, feel, your,for, checks 첫 er. Not. So. So. was. reads a. s. жиз. ?.lo's the custom a... Na. be ...... stuffing... ..... ...... ...... ...... ...... ...... ...... ...... ...... a... ...... the... time... disappoint... land... gig... I'm... Emmanuel stay... went... ton... enhance scandé... saved laற... zwy b DancingGu Metro time...TT didn FREEVR chu dough is gap kind of景 thy turnediani �burn management roar gravel較 and involve a calle bit is not your
[02:13:26.640 --> 02:13:28.900]  ,
[02:13:28.900 --> 02:13:53.440]   Früh
[02:13:53.440 --> 02:13:56.520]   fish the mo the. The, the, the, the, the, the,,,,,,,,,,,,,,,,,,, Im Heal He비 And處 didnt wahr seg braid Уcin дал ñ car 好 waits will goodowi.TA.T.と this is the car.�ves.e. 63. Ç. la. reason.ed. coch. see. image. Jeffrey. PAC.そんな. i. let's a high. un competence. a written. a good. the time. a shook your detail. the system a 비 contains the top "D. down the team Mov I'm a qua eu's the co is a proof. care of the term the contest a în con oh's aビ de un Most meaningless a the meat in the cook the focus a wrong.
[02:13:56.540 --> 02:13:58.560]   optimizing and over-optimizing, right?
[02:13:58.560 --> 02:14:02.560]   But so what, what do you see it will be like comedy?
[02:14:02.560 --> 02:14:09.560]   It's very hard to predict, of course, but you know, if you look 10 years from now, Mojo's super successful.
[02:14:09.560 --> 02:14:17.560]   What do you think would be the thing where people like try and then use it regularly and it kind of grows and grows and grows.
[02:14:17.560 --> 02:14:19.560]   Well, so you talk about dopamine hit.
[02:14:19.560 --> 02:14:26.440]   And so again, humans are not one thing and some people love rerouting.
[02:14:26.440 --> 02:14:26.440]   Кор.
[02:14:26.440 --> 02:14:26.440]   And so again, humans are not one thing and some people love rerouting.
[02:14:26.440 --> 02:14:26.440]   And so again, humans are not one thing and some people love rerouting.
[02:14:26.440 --> 02:14:26.440]   And so again, humans are not one thing and some people love rerouting.
[02:14:26.440 --> 02:14:26.440]   And so again, humans are not one thing and some people love rerouting.
[02:14:26.440 --> 02:14:26.440]   And so again, humans are not one thing and some people love rerouting.
[02:14:26.660 --> 02:14:56.360]   and some people love rerouting.
[02:14:56.360 --> 02:14:56.360]   And so again, humans are not one thing and some people love rerouting.
[02:14:56.360 --> 02:14:56.360]   And so again, humans are not one thing and some people love rerouting.
[02:14:56.360 --> 02:14:56.400]   And so again, humans are not one thing and some people love rerouting.
[02:14:56.400 --> 02:14:56.440]   And so again, humans are not one thing and some people love rerouting.
[02:14:56.480 --> 02:15:06.780]   Wong
[02:17:45.520 --> 02:17:46.600]   "How can I get to a mode where I can move this programming model forward but do so in a way where we're lifting people and growing them instead of forcing them to rewrite all their code and exploding them?"
[02:17:46.600 --> 02:17:46.720]   "how can I get to a mode where I can move this programming model forward but do so in a way where we're lifting people and growing them instead of forcing them to rewrite all their code and exploding them?"
[02:17:46.720 --> 02:17:46.820]   "how can I get to a mode where I can move this programming model forward but do so in a way where we're lifting people and growing them instead of forcing them to rewrite all their code and exploding them?"
[02:18:15.020 --> 02:18:15.600]   "how can I get to a mode where I can move this programming model forward but do so in a way where we're lifting people and growing them instead of forcing them to rewrite all their code and exploding them?"
[02:18:15.600 --> 02:18:16.100]   "how can I get to a mode where I can move this programming model forward but do so in a way where we're lifting people and growing them instead of forcing them to rewrite all their code and exploding them?"
[02:18:16.100 --> 02:18:16.600]   "how can I get to a mode where I can move this programming model forward but do so in a way where we're lifting people and exploding them?"
[02:18:16.600 --> 02:18:16.840]   "how can I get to a mode where I can move this programming model forward but do so in a way where we're lifting people and exploding them?"
[02:18:16.840 --> 02:18:46.860]  ,
[02:18:46.860 --> 02:18:46.860]   "how can I get to a mode where I can move this programming model forward but do so in a way where we're lifting people and exploding them?"
[02:18:46.860 --> 02:18:46.860]   "how can I get to a mode where I can move this programming model forward but do so in a way where we're lifting people and exploding them?"
[02:18:46.860 --> 02:18:46.860]   "how can I get to a mode where I can move this programming model forward but do so in a way where we're lifting people and exploding them?"
[02:18:46.860 --> 02:18:46.860]   "how can I can I get to a mode where I can move this programming model forward but do so in a way where we're lifting people and exploding them?"
[02:18:46.900 --> 02:18:53.680]   Snapdragon
[02:18:53.680 --> 02:19:15.500]   will is . vot been�인, it's,,,,,,,ilen
[02:19:15.820 --> 02:19:25.740]  ろ
[02:19:25.740 --> 02:19:34.700]   stop in the j
[02:19:34.700 --> 02:19:44.580]   carry be "' men. I'm wrong. I'm, but, as,,,,,,,,,,,,,,,, . деле:「 dezight salah将?'اشン fried Hoff r Pri Sad developmental drawers work gotta make the X. And, Er, Sw. I, maintained the, 9, You know, acha, So, I, Andrew, DC, JAY, Car. It's,這是, At, manages a,�, fin. Oh,ored. I'm. Se,ń. contracts.op. son. money. fuera. as,Bl.,ahn. conduct, rég., work., land, el, fried,주는 way, yelled, en, Volume, 100, guess. want, associated in the rather, on the push terms, and, de, de, water's very,pl only, em, la, like, had the that's a good, en, cue:, brother and so, at the fat, at the many of the
[02:19:44.600 --> 02:20:14.600]   that that project and I was involved with it for 12 years or something right that that project has gone through its own really interesting story arcs right and it's a mature successful used by millions of people system right certainly not dead yet right but but also going through that story arc I learned a tremendous amount about building languages about building compilers about working with community and things like this and so that experience like I'm helping channel and bringing directly into mojo and you know other systems same thing like apparently I'm helping channel and bring directly into mojo and you know other systems same thing like apparently I'm helping channel and bring directly into mojo and you know other systems same thing like apparently I'm
[02:20:14.600 --> 02:20:14.600]   I'm helping channel and bring directly into mojo and you know other systems same thing like apparently I'm
[02:20:14.600 --> 02:20:14.600]   I'm helping channel and bring directly into mojo and you know other systems same thing like apparently I'm
[02:20:14.600 --> 02:20:14.600]   I'm helping channel and bring directly into mojo and you know other systems same thing like apparently I'm
[02:20:14.640 --> 02:20:44.620]  ,
[02:20:44.620 --> 02:20:44.620]   I'm helping channel and bring directly into mojo and you know other systems same thing like apparently I'm
[02:20:44.620 --> 02:20:44.620]   I'm helping channel and bringing directly into mojo and you know other systems same thing like apparently I'm
[02:20:44.640 --> 02:21:14.640]   I'm helping channel and bringing directly into mojo and you know other systems same thing like apparently I'm
[02:21:14.640 --> 02:21:14.640]   I'm helping channel and bringing directly into mojo and you know other systems same thing like apparently I'm
[02:21:14.640 --> 02:21:14.640]   I'm helping channel and bringing directly into mojo and you know other systems same thing like apparently I'm
[02:21:14.640 --> 02:21:14.640]   I'm helping channel and bringing directly into mojo and you know other systems same thing like apparently I'm
[02:21:14.640 --> 02:21:14.640]   I'm helping channel and bringing directly into mojo and you know other systems same thing like apparently I'm
