
[00:00:00.000 --> 00:00:06.880]   Welcome everyone.
[00:36:21.120 --> 00:36:24.140]   about the GPT-3 paper and what's followed
[00:36:24.140 --> 00:36:28.280]   is that models can learn, be put in a temporary state,
[00:36:28.280 --> 00:36:30.280]   and do well at tasks like this.
[00:36:30.280 --> 00:36:36.020]   Now, I talked about self-supervision before,
[00:36:36.020 --> 00:36:38.180]   and I think that is a major component
[00:36:38.180 --> 00:36:39.940]   to the success of these models,
[00:36:39.940 --> 00:36:43.620]   but it is increasingly clear that it is not the only thing
[00:36:43.620 --> 00:36:47.840]   that is driving learning in the best models in this class.
[00:36:47.840 --> 00:36:51.020]   The other thing that we should think about
[00:36:51.020 --> 00:36:52.940]   is what's called reinforcement learning
[00:36:52.940 --> 00:36:54.740]   with human feedback.
[00:36:54.740 --> 00:36:58.400]   This is a diagram from the chat GPT blog post.
[00:36:58.400 --> 00:36:59.780]   There are a lot of details here,
[00:36:59.780 --> 00:37:03.160]   but really two of them are important for us for right now.
[00:37:03.160 --> 00:37:08.160]   The first is that in a phase of training these models,
[00:37:08.160 --> 00:37:12.260]   people are given inputs and ask themselves
[00:37:12.260 --> 00:37:15.460]   to produce good outputs for those inputs.
[00:37:15.460 --> 00:37:17.940]   So you might be asked to do a little Python program,
[00:37:17.940 --> 00:37:19.420]   and you yourself as an annotator
[00:37:19.420 --> 00:37:22.340]   might write that Python program, for example.
[00:37:22.340 --> 00:37:24.020]   So that's highly skilled work
[00:37:24.020 --> 00:37:26.740]   that depends on a lot of human intelligence.
[00:37:26.740 --> 00:37:28.960]   And those examples, those pairs,
[00:37:28.960 --> 00:37:31.460]   are part of how the model is trained.
[00:37:31.460 --> 00:37:34.560]   And that is so important because that takes us way beyond
[00:37:34.560 --> 00:37:36.900]   just learning from co-occurrence patterns
[00:37:36.900 --> 00:37:38.440]   of symbols and text.
[00:37:38.440 --> 00:37:43.060]   It is now back to a very familiar story from all of AI,
[00:37:43.060 --> 00:37:45.220]   which is that it's not magic.
[00:37:45.220 --> 00:37:48.400]   What is happening is that a lot of human intelligence
[00:37:48.400 --> 00:37:51.940]   is driving the behavior of these systems.
[00:37:51.940 --> 00:37:54.220]   And that happens again at step two here.
[00:37:54.220 --> 00:37:56.740]   So now the model produces different outputs,
[00:37:56.740 --> 00:37:59.220]   and humans come in and rank those outputs,
[00:37:59.220 --> 00:38:02.660]   again, expressing direct human preferences
[00:38:02.660 --> 00:38:05.460]   that take us well beyond self-supervision.
[00:38:05.460 --> 00:38:08.200]   So we should remember, we had that brief moment
[00:38:08.200 --> 00:38:11.380]   where it looked like it was all unstructured, unlabeled data,
[00:38:11.380 --> 00:38:14.460]   and that was important to unlocking these capacities,
[00:38:14.460 --> 00:38:17.660]   but now we are back at a very labor-intensive
[00:38:17.660 --> 00:38:21.340]   human capacity here, driving what looked like
[00:38:21.340 --> 00:38:24.020]   the really important behaviors for these models.
[00:38:24.020 --> 00:38:29.820]   Final step, which I think actually intimately relates
[00:38:29.820 --> 00:38:32.100]   to that instruct tuning that I just described.
[00:38:32.100 --> 00:38:33.500]   That's a kind of way of summarizing
[00:38:33.500 --> 00:38:36.340]   this reinforcement learning with human feedback.
[00:38:36.340 --> 00:38:38.380]   And this is what's called step-by-step
[00:38:38.380 --> 00:38:39.720]   or chain-of-thought reasoning.
[00:38:39.720 --> 00:38:41.300]   Now we're thinking about the prompts
[00:38:41.300 --> 00:38:43.520]   that we use for these models.
[00:38:43.520 --> 00:38:45.500]   So suppose we asked ourselves a question like,
[00:38:45.500 --> 00:38:48.020]   can models reason about negation?
[00:38:48.020 --> 00:38:50.000]   To give an example, does the model know
[00:38:50.000 --> 00:38:52.860]   that if the customer doesn't have any auto loan,
[00:38:52.860 --> 00:38:54.500]   sorry, doesn't have any loans,
[00:38:54.500 --> 00:38:57.140]   then the customer doesn't have any auto loans?
[00:38:57.140 --> 00:38:58.340]   It's a simple example.
[00:38:58.340 --> 00:39:00.180]   It's the sort of reasoning that you might have to do
[00:39:00.180 --> 00:39:03.240]   if you're thinking about a contract or something like that,
[00:39:03.240 --> 00:39:05.300]   whether a rule has been followed.
[00:39:05.300 --> 00:39:07.780]   And it just involves negation,
[00:39:07.780 --> 00:39:10.860]   our old friend from the start of the lecture.
[00:39:10.860 --> 00:39:13.580]   Now in the old school prompting style,
[00:39:13.580 --> 00:39:15.680]   all the way back in 2021,
[00:39:15.680 --> 00:39:18.340]   we would kind of naively just input,
[00:39:18.340 --> 00:39:20.700]   is it true that if the customer doesn't have any loans,
[00:39:20.700 --> 00:39:22.840]   then the customer doesn't have any auto loans
[00:39:22.840 --> 00:39:24.280]   into one of these models?
[00:39:24.280 --> 00:39:26.360]   And we would see what came back.
[00:39:26.360 --> 00:39:28.580]   And here it says, no, this is not necessarily true.
[00:39:28.580 --> 00:39:30.000]   A customer can have auto loans
[00:39:30.000 --> 00:39:31.400]   without having any other loans,
[00:39:31.400 --> 00:39:34.900]   which is the reverse of the question that I asked.
[00:39:34.900 --> 00:39:37.840]   Again, kind of showing it doesn't deeply understand
[00:39:37.840 --> 00:39:38.920]   what we put in here.
[00:39:38.920 --> 00:39:42.060]   It just kind of does an act that looks like it did.
[00:39:42.060 --> 00:39:44.280]   And that's worrisome.
[00:39:44.280 --> 00:39:46.320]   But we're learning how to communicate
[00:39:46.320 --> 00:39:47.680]   with these very alien creatures.
[00:39:47.680 --> 00:39:50.160]   Now we do what's called step-by-step prompting.
[00:39:50.160 --> 00:39:51.740]   This is the cutting edge thing.
[00:39:51.740 --> 00:39:53.780]   You would just tell the model that it was in some kind
[00:39:53.780 --> 00:39:56.620]   of logical or common sense reasoning exam.
[00:39:56.620 --> 00:39:58.540]   That matters to the model.
[00:39:58.540 --> 00:40:00.680]   Then you could give some instructions,
[00:40:00.680 --> 00:40:03.100]   and then you could give an example in your prompts
[00:40:03.100 --> 00:40:05.680]   of the kind of thing it was gonna see.
[00:40:05.680 --> 00:40:08.300]   And then finally you could prompt it with your premise,
[00:40:08.300 --> 00:40:09.780]   and then your question.
[00:40:09.780 --> 00:40:11.780]   And the model would spit out something
[00:40:11.780 --> 00:40:13.140]   that looked really good.
[00:40:13.140 --> 00:40:15.400]   Here, I won't bother going through the details,
[00:40:15.400 --> 00:40:18.260]   but with that kind of prompt,
[00:40:18.260 --> 00:40:21.440]   the model now not only answers and reasons correctly,
[00:40:21.440 --> 00:40:23.900]   but also offers a really nice explanation
[00:40:23.900 --> 00:40:25.740]   of its own reasoning.
[00:40:25.740 --> 00:40:27.440]   The capacity was there.
[00:40:27.440 --> 00:40:29.500]   It was latent, and we didn't see it
[00:40:29.500 --> 00:40:31.300]   in the simple prompting mode,
[00:40:31.300 --> 00:40:35.080]   but the more sophisticated prompting mode elicited it.
[00:40:35.080 --> 00:40:38.460]   And I think this is in large part the result
[00:40:38.460 --> 00:40:40.820]   of the fact that this model was instruct tuned.
[00:40:40.820 --> 00:40:42.700]   And so people actually taught it
[00:40:42.700 --> 00:40:45.380]   about how that markup is supposed to work,
[00:40:45.380 --> 00:40:47.980]   and how it's supposed to think about prompts like this.
[00:40:47.980 --> 00:40:50.340]   So the combination of all that human intelligence
[00:40:50.340 --> 00:40:53.500]   and the capacity of the model led to this really interesting
[00:40:53.500 --> 00:40:54.980]   and much better behavior.
[00:40:54.980 --> 00:41:02.540]   That is a glimpse of the foundations
[00:41:02.540 --> 00:41:04.060]   of all of this, I would say.
[00:41:04.060 --> 00:41:06.220]   Of course, we're gonna unpack all of that stuff
[00:41:06.220 --> 00:41:07.940]   as we go through the quarter,
[00:41:07.940 --> 00:41:10.020]   but I hope you're getting a sense for it.
[00:41:10.020 --> 00:41:11.920]   Are there questions I can answer about it?
[00:41:11.920 --> 00:41:13.340]   Things I could circle back on?
[00:41:13.340 --> 00:41:14.780]   Yes.
[00:41:14.780 --> 00:41:17.940]   - The human brain has about 100 billion neurons,
[00:41:17.940 --> 00:41:19.020]   is my understanding.
[00:41:19.020 --> 00:41:22.340]   And I'm not sure how many parameters that might be,
[00:41:22.340 --> 00:41:26.060]   maybe like 10 trillion parameters or something like that.
[00:41:26.060 --> 00:41:28.060]   Are we approaching a point where these machines
[00:41:28.060 --> 00:41:30.300]   can start emulating the human brain,
[00:41:30.300 --> 00:41:33.140]   or is there something to the language instinct,
[00:41:33.140 --> 00:41:35.340]   or, you know, instincts of all kinds
[00:41:35.340 --> 00:41:37.180]   that maybe take into the human brain?
[00:41:37.180 --> 00:41:41.440]   - Oh, it's nothing but big questions today.
[00:41:41.440 --> 00:41:43.900]   Right, so the question is kind of like,
[00:41:43.900 --> 00:41:46.020]   what is the relationship between the models
[00:41:46.020 --> 00:41:47.700]   we're talking about and the human brain?
[00:41:47.700 --> 00:41:49.980]   And you raised that in terms of the size,
[00:41:49.980 --> 00:41:52.380]   and I guess the upshot of your description
[00:41:52.380 --> 00:41:55.820]   was that these models remain smaller than the human brain.
[00:41:55.820 --> 00:41:57.180]   I think that's reasonable.
[00:41:57.180 --> 00:41:59.340]   It's tricky though.
[00:41:59.340 --> 00:42:02.560]   On the one hand, they obviously have superhuman capabilities.
[00:42:02.560 --> 00:42:07.060]   On the other hand, they fall down in ways that humans don't.
[00:42:07.060 --> 00:42:11.180]   It's very interesting to ask why that difference exists.
[00:42:11.180 --> 00:42:12.700]   And maybe that would tell us something
[00:42:12.700 --> 00:42:16.820]   about the limitations of learning from scratch
[00:42:16.820 --> 00:42:19.180]   versus being initialized by evolution,
[00:42:19.180 --> 00:42:20.420]   the way all of us were.
[00:42:20.420 --> 00:42:23.900]   I don't know, but I would say that
[00:42:23.900 --> 00:42:26.100]   underlying your whole line of questioning
[00:42:26.100 --> 00:42:28.980]   is the question, can we use these models
[00:42:28.980 --> 00:42:31.180]   to eliminate questions of neuroscience
[00:42:31.180 --> 00:42:32.740]   and cognitive science?
[00:42:32.740 --> 00:42:34.700]   And I think we should be careful,
[00:42:34.700 --> 00:42:36.700]   but that the answer is absolutely yes.
[00:42:36.700 --> 00:42:40.660]   And in fact, the increased ability of these models
[00:42:40.660 --> 00:42:44.340]   to learn from data has been really illuminating
[00:42:44.340 --> 00:42:47.260]   about certain recalcitrant questions
[00:42:47.260 --> 00:42:49.700]   from cognitive science in particular.
[00:42:49.700 --> 00:42:52.180]   You have to be careful because they're so different from us,
[00:42:52.180 --> 00:42:53.300]   these models.
[00:42:53.300 --> 00:42:57.160]   On the other hand, I think they are helping us understand
[00:42:57.160 --> 00:42:59.700]   how to differentiate different theories of cognition.
[00:42:59.700 --> 00:43:01.620]   And ultimately, I think they will help us
[00:43:01.620 --> 00:43:03.300]   understand cognition itself.
[00:43:03.300 --> 00:43:07.740]   And I would, of course, welcome projects
[00:43:07.740 --> 00:43:09.980]   that were focused on those cognitive questions in here.
[00:43:09.980 --> 00:43:13.260]   This is a wonderful space in which to explore
[00:43:13.260 --> 00:43:16.140]   this kind of more speculative angle,
[00:43:16.140 --> 00:43:19.300]   connecting AI to the cognitive sciences.
[00:43:19.300 --> 00:43:25.060]   Other questions, comments?
[00:43:25.060 --> 00:43:26.180]   Yes, in the back.
[00:43:26.180 --> 00:43:28.900]   - I would be curious to understand whether,
[00:43:28.900 --> 00:43:31.300]   I mean, partially following up on the brain thing,
[00:43:31.300 --> 00:43:33.340]   just to use a metaphor of our brain
[00:43:33.340 --> 00:43:35.620]   not being just one huge lump of neurons,
[00:43:35.620 --> 00:43:38.300]   but being separated into different areas.
[00:43:38.300 --> 00:43:41.220]   And then also thinking about the previous phase
[00:43:41.220 --> 00:43:43.980]   that you talked about, about breaking up the models
[00:43:43.980 --> 00:43:46.100]   and potentially having a model in the front
[00:43:46.100 --> 00:43:49.460]   that decides which domain our question falls into,
[00:43:49.460 --> 00:43:52.460]   and then having different sub-models.
[00:43:52.460 --> 00:43:54.260]   And I'm wondering whether that's arising,
[00:43:54.260 --> 00:43:57.700]   whether we're gonna touch on an architecture like that.
[00:43:57.700 --> 00:43:59.180]   Because it just seems natural to me
[00:43:59.180 --> 00:44:01.340]   because prompting a huge model
[00:44:01.340 --> 00:44:05.180]   is just very expensive computationally.
[00:44:05.180 --> 00:44:08.820]   It feels like combining big models and logic trees
[00:44:08.820 --> 00:44:10.820]   could be a cool approach.
[00:44:10.820 --> 00:44:11.700]   - I love it.
[00:44:11.700 --> 00:44:13.820]   Yeah, like one quick summary of what you said
[00:44:13.820 --> 00:44:15.340]   would relate directly to your question.
[00:44:15.340 --> 00:44:19.420]   The modularity of mind is an important old question
[00:44:19.420 --> 00:44:21.260]   about human cognition.
[00:44:21.260 --> 00:44:23.500]   To what extent are our abilities
[00:44:23.500 --> 00:44:25.660]   modularized in the mind-brain?
[00:44:25.660 --> 00:44:29.060]   With these current models,
[00:44:29.060 --> 00:44:31.740]   which have a capacity to do lots of different things
[00:44:31.740 --> 00:44:34.140]   if they have the right pre-training and the right structure,
[00:44:34.140 --> 00:44:37.340]   we could ask, does modularity emerge naturally?
[00:44:37.340 --> 00:44:40.260]   Or do they learn non-modular solutions?
[00:44:40.260 --> 00:44:43.500]   Both of those seem like they could be indirect evidence
[00:44:43.500 --> 00:44:44.860]   for how people work.
[00:44:44.860 --> 00:44:46.140]   Again, we have to be careful
[00:44:46.140 --> 00:44:48.060]   'cause these models are so different from us.
[00:44:48.060 --> 00:44:50.220]   But as a kind of existence proof, for example,
[00:44:50.220 --> 00:44:51.820]   that modularity was emergent
[00:44:51.820 --> 00:44:54.220]   from otherwise unstructured learning,
[00:44:54.220 --> 00:44:56.820]   that would be certainly eye-opening, right?
[00:44:56.820 --> 00:44:58.660]   I have no idea.
[00:44:58.660 --> 00:45:00.700]   Yeah, I don't know whether there are results for that.
[00:45:00.700 --> 00:45:02.180]   Are there results?
[00:45:02.180 --> 00:45:06.020]   No, just kind of a follow-up question on that as well.
[00:45:06.020 --> 00:45:09.780]   So given how closed all these big models are,
[00:45:09.780 --> 00:45:12.820]   how could we interact with the model in such a way
[00:45:12.820 --> 00:45:15.700]   that helps us learn if there is modular?
[00:45:15.700 --> 00:45:18.020]   'Cause we literally can only interact with it.
[00:45:18.020 --> 00:45:20.980]   So how do we go about studying that?
[00:45:20.980 --> 00:45:22.740]   Right, so the question is, you know,
[00:45:22.740 --> 00:45:26.300]   the closed-off nature of a lot of these models
[00:45:26.300 --> 00:45:27.260]   has been a problem.
[00:45:27.260 --> 00:45:29.180]   We can access the OpenAI models,
[00:45:29.180 --> 00:45:30.380]   but only through an API.
[00:45:30.380 --> 00:45:33.220]   We don't get to look at their internal representations.
[00:45:33.220 --> 00:45:35.100]   And that has been a blocker.
[00:45:35.100 --> 00:45:39.420]   But I mentioned the rise of these 10 billion parameter models
[00:45:39.420 --> 00:45:41.620]   as being performant and interesting.
[00:45:41.620 --> 00:45:44.260]   And those are models that, with the right hardware,
[00:45:44.260 --> 00:45:46.060]   you can dissect a little bit.
[00:45:46.060 --> 00:45:48.060]   And I think that's just gonna get better and better.
[00:45:48.060 --> 00:45:49.780]   And so we'll be able to, you know,
[00:45:49.780 --> 00:45:51.100]   peer inside them in ways
[00:45:51.100 --> 00:45:53.380]   that we haven't been able to until recently.
[00:45:53.380 --> 00:45:54.220]   Yeah.
[00:45:54.220 --> 00:45:56.820]   And in fact, like,
[00:45:56.820 --> 00:45:59.020]   we're gonna talk a lot about explainability.
[00:45:59.020 --> 00:46:00.580]   That's a major unit of this course.
[00:46:00.580 --> 00:46:03.340]   And I think it's an increasingly important area
[00:46:03.340 --> 00:46:05.580]   of the whole field that we have techniques
[00:46:05.580 --> 00:46:07.780]   for understanding these models
[00:46:07.780 --> 00:46:09.300]   so that we know how they're gonna behave
[00:46:09.300 --> 00:46:10.620]   when we deploy them.
[00:46:10.620 --> 00:46:12.140]   And it would be wonderfully exciting
[00:46:12.140 --> 00:46:13.900]   if you all wanted to try to scale
[00:46:13.900 --> 00:46:15.940]   the methods we talk about to a model
[00:46:15.940 --> 00:46:18.700]   that was as big as eight or 10 billion parameters.
[00:46:18.700 --> 00:46:20.500]   Ambitious just to do that,
[00:46:20.500 --> 00:46:22.580]   but then maybe a meaningful step forward.
[00:46:22.580 --> 00:46:24.700]   Yeah.
[00:46:24.700 --> 00:46:26.220]   - I have a question back to, like,
[00:46:26.220 --> 00:46:28.900]   this baseball cap prompt that we were discussing.
[00:46:28.900 --> 00:46:29.740]   So I suppose, like,
[00:46:29.740 --> 00:46:32.420]   a part of the way that we discuss rules
[00:46:32.420 --> 00:46:34.460]   is, like, there is a little bit of ambiguity
[00:46:34.460 --> 00:46:35.940]   for, like, human interpretation.
[00:46:35.940 --> 00:46:37.860]   Like, for example, in the honor code
[00:46:37.860 --> 00:46:38.780]   and the fundamental standard,
[00:46:38.780 --> 00:46:40.580]   like, it's intentionally ambiguous
[00:46:40.580 --> 00:46:42.980]   so that it's context dependent.
[00:46:42.980 --> 00:46:44.700]   And so, like, the idea is that there's, like,
[00:46:44.700 --> 00:46:46.900]   this inherent underlying value system
[00:46:46.900 --> 00:46:49.380]   that, like, affords whatever the rules
[00:46:49.380 --> 00:46:50.300]   that are written out are.
[00:46:50.300 --> 00:46:54.580]   And so that's, like, the primary form of evaluation.
[00:46:54.580 --> 00:46:56.980]   And so I guess, like, how does that play into, then,
[00:46:56.980 --> 00:46:58.540]   how these language models are understanding,
[00:46:58.540 --> 00:47:01.740]   like, is there some form of encoded or understanding,
[00:47:01.740 --> 00:47:04.540]   understood deeper value system that's encoded into them?
[00:47:04.540 --> 00:47:07.220]   - You could certainly ask.
[00:47:07.220 --> 00:47:08.780]   I mean, the essence of your question is,
[00:47:08.780 --> 00:47:11.980]   could we, with analysis techniques, say,
[00:47:11.980 --> 00:47:15.020]   find out that a model had a particular belief system
[00:47:15.020 --> 00:47:17.100]   that was guiding its behavior?
[00:47:17.100 --> 00:47:19.260]   I think we can ask that question now.
[00:47:19.260 --> 00:47:20.980]   It sounds fantastically difficult,
[00:47:20.980 --> 00:47:22.500]   but maybe piecemeal we could get,
[00:47:22.500 --> 00:47:24.580]   make some progress on it for sure.
[00:47:24.580 --> 00:47:26.620]   Yeah, I wanna return to the MLB one, though,
[00:47:26.620 --> 00:47:28.700]   because, well, as you'll see,
[00:47:28.700 --> 00:47:30.180]   and as I think we already saw,
[00:47:30.180 --> 00:47:33.580]   these models purport to offer evidence from a rule book,
[00:47:33.580 --> 00:47:35.340]   and that's where I feel stuck.
[00:47:35.340 --> 00:47:39.260]   - You're keeping score, Tom.
[00:47:39.260 --> 00:47:42.100]   I posted the answer and some other stuff
[00:47:42.100 --> 00:47:44.340]   in the class discussion.
[00:47:44.340 --> 00:47:45.500]   - Wonderful, thank you.
[00:47:45.500 --> 00:47:51.060]   Yes.
[00:47:51.060 --> 00:47:54.220]   - Can we just hook up these models to a large database
[00:47:54.220 --> 00:47:56.220]   of actually provided information
[00:47:56.220 --> 00:47:58.700]   and send encyclopedia and allow it to,
[00:47:58.700 --> 00:47:59.860]   you know, step up?
[00:47:59.860 --> 00:48:04.180]   - Well, kind of, yes.
[00:48:04.180 --> 00:48:05.540]   Actually, this is the sort of solution
[00:48:05.540 --> 00:48:06.860]   that I wanna advocate for.
[00:48:06.860 --> 00:48:08.140]   I'm gonna do this in a minute.
[00:48:08.140 --> 00:48:08.980]   Yeah.
[00:48:08.980 --> 00:48:13.100]   Here, let's, so we'll do this overview.
[00:48:13.100 --> 00:48:15.260]   I wanna give you a feel for how the course will work,
[00:48:15.260 --> 00:48:18.500]   and then dive into some of our major themes.
[00:48:18.500 --> 00:48:20.580]   So high-level overview, we've got these topics,
[00:48:20.580 --> 00:48:23.700]   contextual representations, transformers and stuff,
[00:48:23.700 --> 00:48:25.300]   multi-domain sentiment analysis,
[00:48:25.300 --> 00:48:27.540]   that will be the topic of the first homework,
[00:48:27.540 --> 00:48:30.620]   and it's gonna build on the first unit there.
[00:48:30.620 --> 00:48:32.700]   Retrieval augmented in-context learning,
[00:48:32.700 --> 00:48:34.620]   this is where we might hook up to a database
[00:48:34.620 --> 00:48:38.300]   and get some guarantees about how these models will behave.
[00:48:38.300 --> 00:48:40.300]   Compositional generalization.
[00:48:40.300 --> 00:48:42.540]   In case you were worried that all the tasks were solved,
[00:48:42.540 --> 00:48:44.340]   I'm gonna confront you with a task,
[00:48:44.340 --> 00:48:47.580]   a seemingly simple task about semantic interpretation
[00:48:47.580 --> 00:48:50.180]   that you will, well, I think it will not be solved.
[00:48:50.180 --> 00:48:51.860]   I mean, those could be famous last words,
[00:48:51.860 --> 00:48:54.260]   'cause who knows what you all are capable of,
[00:48:54.260 --> 00:48:57.020]   but it's a very hard task that we will pose.
[00:48:57.020 --> 00:48:59.340]   We'll talk about benchmarking and adversarial training
[00:48:59.340 --> 00:49:01.780]   and testing, increasingly important topics
[00:49:01.780 --> 00:49:04.220]   as we move into this mode where everyone is interacting
[00:49:04.220 --> 00:49:05.900]   with these large language models,
[00:49:05.900 --> 00:49:08.140]   and feeling impressed by their behavior,
[00:49:08.140 --> 00:49:11.020]   we need to take a step back and rigorously assess
[00:49:11.020 --> 00:49:13.340]   whether they actually are behaving in good ways,
[00:49:13.340 --> 00:49:15.420]   or whether we're just biased toward remembering
[00:49:15.420 --> 00:49:17.660]   the good things and forgetting the bad ones.
[00:49:17.660 --> 00:49:19.700]   We'll do model introspection,
[00:49:19.700 --> 00:49:21.740]   that's the explainability stuff that I mentioned,
[00:49:21.740 --> 00:49:23.260]   and finally methods and metrics.
[00:49:23.260 --> 00:49:26.820]   And as you can see for the, like, five, six, and seven,
[00:49:26.820 --> 00:49:28.540]   that's gonna be in the phase of the course
[00:49:28.540 --> 00:49:31.260]   where you're fo- you're focused on final projects,
[00:49:31.260 --> 00:49:33.060]   and I'm hoping that that gives you tools
[00:49:33.060 --> 00:49:35.140]   to write really rich final papers
[00:49:35.140 --> 00:49:37.620]   that have great analysis in them,
[00:49:37.620 --> 00:49:40.460]   and really excellent assessments.
[00:49:40.460 --> 00:49:41.900]   And then for the work that you'll do,
[00:49:41.900 --> 00:49:44.460]   we're gonna have three assignments,
[00:49:44.460 --> 00:49:46.340]   and each one of the assignments is paired
[00:49:46.340 --> 00:49:47.540]   with what we call a bake-off,
[00:49:47.540 --> 00:49:51.180]   which is an informal competition around data and modeling.
[00:49:51.180 --> 00:49:53.380]   Essentially, the homework problems ask you
[00:49:53.380 --> 00:49:55.500]   to set up some baseline systems,
[00:49:55.500 --> 00:49:57.500]   and get a feel for a problem,
[00:49:57.500 --> 00:50:00.060]   and then you write your own original system,
[00:50:00.060 --> 00:50:01.700]   and you enter that into the bake-off.
[00:50:01.700 --> 00:50:03.940]   And we have a leaderboard on Gradescope,
[00:50:03.940 --> 00:50:06.940]   and the team is gonna look at all your submissions,
[00:50:06.940 --> 00:50:09.940]   and give out some prizes for top-performing systems,
[00:50:09.940 --> 00:50:12.380]   but also systems that are really creative,
[00:50:12.380 --> 00:50:15.380]   or interesting, or ambitious, or something like that.
[00:50:15.380 --> 00:50:17.900]   And that has always been a lot of fun,
[00:50:17.900 --> 00:50:19.500]   and also really illuminating,
[00:50:19.500 --> 00:50:21.820]   'cause it's like crowdsourcing a whole lot
[00:50:21.820 --> 00:50:23.860]   of different approaches to a problem,
[00:50:23.860 --> 00:50:26.860]   and then as a group, we can reflect on what worked,
[00:50:26.860 --> 00:50:29.260]   and what didn't, and look at the really ambitious things
[00:50:29.260 --> 00:50:30.620]   that you all try.
[00:50:30.620 --> 00:50:31.820]   So that's my favorite part.
[00:50:31.820 --> 00:50:34.580]   We have three offline quizzes,
[00:50:34.580 --> 00:50:37.900]   and this is just as a way to make sure you have incentives
[00:50:37.900 --> 00:50:42.540]   to really immerse yourself in the course material.
[00:50:42.540 --> 00:50:44.340]   Those are done on Canvas.
[00:50:44.340 --> 00:50:45.660]   There's actually a fourth quiz,
[00:50:45.660 --> 00:50:48.020]   which I'll talk a little bit about probably next time,
[00:50:48.020 --> 00:50:52.060]   that is just making sure you understand the course policies.
[00:50:52.060 --> 00:50:53.420]   That's quiz zero.
[00:50:53.420 --> 00:50:55.340]   You can take it as many times as you want,
[00:50:55.340 --> 00:50:58.420]   but the idea is that you will have some incentive
[00:50:58.420 --> 00:51:02.220]   to learn about policies like due dates, and so forth.
[00:51:02.220 --> 00:51:04.620]   And then the real action is in the final project,
[00:51:04.620 --> 00:51:06.620]   and that will have a lit review phase,
[00:51:06.620 --> 00:51:09.580]   an experiment protocol, and a final paper.
[00:51:09.580 --> 00:51:12.300]   Those three components, you'll probably do those in Teams,
[00:51:12.300 --> 00:51:14.060]   and throughout all of that work,
[00:51:14.060 --> 00:51:16.820]   you'll be mentored by someone from the teaching team.
[00:51:16.820 --> 00:51:20.220]   And as I said before, we have this incredibly expert
[00:51:20.220 --> 00:51:23.060]   teaching team, lots of varied expertise,
[00:51:23.060 --> 00:51:25.220]   a lot of experience in the field,
[00:51:25.220 --> 00:51:28.380]   and so we hope to align you with the person,
[00:51:28.380 --> 00:51:31.820]   with someone who's really aligned with your project goals,
[00:51:31.820 --> 00:51:34.740]   and then I think you can go really, really far.
[00:51:34.740 --> 00:51:35.580]   Yeah.
[00:51:35.580 --> 00:51:37.340]   - It looks like we're about quarter.
[00:51:37.340 --> 00:51:38.940]   Already looking forward to Baker's,
[00:51:38.940 --> 00:51:41.540]   and all Stanford kids get obsessed about this stuff.
[00:51:42.740 --> 00:51:47.100]   On the final project, is this more of an academic paper,
[00:51:47.100 --> 00:51:51.140]   or rather about building working code,
[00:51:51.140 --> 00:51:54.700]   and showing a state of the art?
[00:51:54.700 --> 00:51:55.540]   - Great question.
[00:51:55.540 --> 00:51:56.860]   For the first one, the Bake-offs, yes.
[00:51:56.860 --> 00:52:00.060]   It is easy to get obsessed with your Bake-off entry.
[00:52:00.060 --> 00:52:02.300]   I would say that if you get obsessed,
[00:52:02.300 --> 00:52:03.660]   and you do really well,
[00:52:03.660 --> 00:52:05.860]   just make that into your final project.
[00:52:05.860 --> 00:52:08.140]   All three of them, all three of them
[00:52:08.140 --> 00:52:10.140]   are really important problems.
[00:52:10.140 --> 00:52:11.660]   They are not idle work.
[00:52:11.660 --> 00:52:13.540]   I mean, one of them is on retrieval augmented
[00:52:13.540 --> 00:52:14.380]   in-context learning,
[00:52:14.380 --> 00:52:16.780]   which is one of my core research focuses right now,
[00:52:16.780 --> 00:52:18.820]   so is compositional generalization.
[00:52:18.820 --> 00:52:20.900]   If you do something really interesting for a Bake-off,
[00:52:20.900 --> 00:52:22.540]   make it your final paper,
[00:52:22.540 --> 00:52:24.500]   and then go on to publish it.
[00:52:24.500 --> 00:52:25.900]   For the second part of your question,
[00:52:25.900 --> 00:52:28.260]   I would say that the core goal is to get you
[00:52:28.260 --> 00:52:30.220]   to produce something that could be
[00:52:30.220 --> 00:52:32.460]   a research contribution in the field,
[00:52:32.460 --> 00:52:34.820]   and we have lots of success stories.
[00:52:34.820 --> 00:52:37.620]   I've got links at the website to people who have gone on
[00:52:37.620 --> 00:52:41.140]   to publish their final paper as an NLP paper.
[00:52:41.140 --> 00:52:42.900]   I'm careful the way I say that.
[00:52:42.900 --> 00:52:45.060]   They didn't literally publish the final paper
[00:52:45.060 --> 00:52:46.540]   because in 10 weeks,
[00:52:46.540 --> 00:52:48.740]   almost no one can produce a publishable paper.
[00:52:48.740 --> 00:52:50.500]   It's just not enough time,
[00:52:50.500 --> 00:52:52.660]   but you could form the basis for then working
[00:52:52.660 --> 00:52:55.060]   a little bit more or a lot more,
[00:52:55.060 --> 00:52:57.820]   and then getting a really outstanding publication out of it.
[00:52:57.820 --> 00:52:59.620]   And I would say that that's the default goal.
[00:52:59.620 --> 00:53:02.540]   The nature of the contribution though is highly varied.
[00:53:02.540 --> 00:53:03.700]   We have one requirement,
[00:53:03.700 --> 00:53:04.980]   which is that the final paper have
