
[00:00:00.040 --> 00:00:09.280]   ACC
[02:13:30.880 --> 02:13:30.880]   And the sense of infidelity.
[02:13:30.880 --> 02:13:30.900]   And the sense of infidelity.
[02:14:22.140 --> 02:14:23.160]   gaddaf.
[02:14:23.160 --> 02:14:23.240]   Yeah.
[02:14:23.240 --> 02:14:23.280]   Yeah.
[02:14:23.280 --> 02:14:23.340]   Yeah.
[02:14:23.340 --> 02:14:23.500]   Yeah.
[02:14:23.500 --> 02:14:23.560]   Yeah.
[02:14:23.560 --> 02:14:23.640]   Yeah.
[02:14:23.640 --> 02:14:23.940]   Yeah.
[02:14:23.940 --> 02:14:23.960]   Yeah.
[02:14:23.960 --> 02:14:24.020]   Yeah.
[02:14:24.020 --> 02:14:24.060]   Yeah.
[02:14:24.060 --> 02:14:24.100]   Yeah.
[02:14:24.100 --> 02:14:24.140]   Yeah.
[02:14:24.140 --> 02:14:24.160]   Yeah.
[02:14:24.160 --> 02:14:24.180]   Yeah.
[02:14:24.180 --> 02:14:24.200]   Yeah.
[02:14:24.200 --> 02:14:24.260]   Yeah.
[02:14:24.260 --> 02:14:24.300]   Yeah.
[02:14:24.300 --> 02:14:24.340]   Yeah.
[02:14:24.340 --> 02:14:24.360]   Yeah.
[02:14:24.360 --> 02:14:24.400]   Yeah.
[02:14:24.400 --> 02:14:24.460]   Yeah.
[02:14:24.460 --> 02:14:25.560]   Yeah.
[02:14:25.560 --> 02:14:26.640]   Yeah.
[02:14:26.640 --> 02:14:27.680]  .
[02:14:27.680 --> 02:14:30.940]   the word is the name of the book.
[02:14:31.940 --> 02:15:00.960]   Yeah.
[02:15:00.960 --> 02:15:00.960]   It's the name of the book.
[02:15:00.960 --> 02:15:00.960]   It's the name of the book.
[02:15:00.960 --> 02:15:00.960]   Yeah.
[02:15:00.960 --> 02:15:00.960]   Yeah.
[02:15:00.960 --> 02:15:00.960]   Yeah.
[02:15:00.960 --> 02:15:00.960]   Yeah.
[02:15:00.960 --> 02:15:00.960]   Yeah.
[02:15:00.960 --> 02:15:00.960]   Yeah.
[02:15:00.960 --> 02:15:00.960]   Yeah.
[02:15:00.960 --> 02:15:00.960]   Yeah.
[02:15:00.960 --> 02:15:00.960]   Yeah.
[02:15:00.960 --> 02:15:00.960]   Yeah.
[02:15:00.960 --> 02:15:00.960]   Yeah.
[02:15:00.960 --> 02:15:00.960]   Yeah.
[02:15:00.960 --> 02:15:00.960]   Yeah.
[02:15:00.960 --> 02:15:00.960]   yeah.
[02:15:00.960 --> 02:15:00.960]   Yeah.
[02:15:00.960 --> 02:15:00.960]   Yeah.
[02:15:00.960 --> 02:15:00.960]   Yeah.
[02:15:00.960 --> 02:15:00.960]   Yeah.
[02:15:00.960 --> 02:15:00.960]   yeah.
[02:15:00.960 --> 02:15:00.960]   yeah.
[02:15:00.960 --> 02:15:00.960]   yeah.
[02:15:00.960 --> 02:15:00.960]   yeah.
[02:15:00.960 --> 02:15:00.980]   it's a little that I think that I think to marriage that I think that I think I think the marriage I'm the lives of the lives of other people who I think I think to marriage.
[02:15:01.020 --> 02:15:01.120]   underway.
[02:15:01.120 --> 02:15:04.120]   S.
[02:15:04.120 --> 02:15:07.480]   social lives of people that you meet casually.
[02:15:07.480 --> 02:15:17.120]   So there was a time where you would be at your son's soccer practice and see the attractive mom across the way and you wouldn't really talk to her and track with her.
[02:15:17.120 --> 02:15:20.060]   If you did it would just be at practice.
[02:15:20.060 --> 02:15:21.580]   But now.
[02:15:21.580 --> 02:15:31.000]   We add on social media those people because for legitimate reasons we need to maybe communicate about one practices or we want to message the person but now it's sort of an invitation to talk to her or if you did it would just be at practice.
[02:15:31.000 --> 02:15:31.000]   But now.
[02:15:31.000 --> 02:15:31.000]   We add on social media those people because for legitimate reasons we need to maybe communicate about one practices or we want to message the person but now it's sort of an invitation to
[02:15:31.000 --> 02:15:31.000]   We need to maybe communicate about when practices or we want to message the person but now it's sort of an invitation to
[02:15:31.000 --> 02:15:31.000]   to be a person but now it's sort of an invitation to talk to her.
[02:15:31.040 --> 02:15:41.280]  ,
[02:15:41.280 --> 02:15:46.980]   all,'s like out iscke Las bathtub peanut Emergencypre, "You's, ", ", ", ", ", era 9 ass in the ch de a for a onionhe but myself continue adhower
[02:16:00.080 --> 02:16:03.880]  .
[02:16:03.880 --> 02:16:10.460]   ng, in the,哈囉�事
[02:16:10.460 --> 02:16:10.840]  uge,sed, de,,,,, I'm- wont divide I continue I
[02:16:10.840 --> 02:16:15.020]  af
[02:16:15.020 --> 02:16:30.080]  ,
[02:17:30.200 --> 02:17:38.880]  ,
[02:17:38.880 --> 02:17:40.460]  見 the go нач
[02:17:40.460 --> 02:17:44.080]   mean
[02:17:44.080 --> 02:17:46.080]  , and,,,,,,,,すご視 Breadayed controls
[02:17:46.080 --> 02:17:59.060]   Milk is a over and is a r�y and Response another brush control cr Travis�" It's in the figure's um, and, and, and, and, like, and, and, and, and, and, and, and, and, you, and, and, RPM. You, 2021야. And, And, Mah. 지�. I. I, would be. That, de,實.辦法. Teaching. dominé.ignment. G. Mohammad started. reaches the thing.不過 my. grat美.訂. burned. tief. Пон. edited. daran. bread. can, Setting. toilets. Listen. Vide number. my. et. hero. leash. contact. check the. taken. Shape a not.נ. HTB20. illuminate.ough.an. en люд 24 щ実. personnel g Mahar de
[02:17:59.160 --> 02:18:11.660]   And I think that there was a time where, you know, people were having being in the closet was much more important. You were subject to professional scorn and, you know, all kinds of things if you were gay or lesbian.
[02:18:11.660 --> 02:18:27.440]   So people were sneaking around and having affairs with their same sex partners, and then they get caught. And then, you know, it really was a function of the, of the, of the, um, the fact that they were closeted. Um, and again, that's another kind of complicated dynamic.
[02:18:27.440 --> 02:18:28.220]   Because
[02:18:28.220 --> 02:18:28.220]   Um, and again, that's another kind of complicated dynamic. Because
[02:18:28.220 --> 02:18:28.220]   Um, and again, that's another kind of complicated dynamic. Because
[02:18:28.220 --> 02:18:28.220]   Um, and again, that's another kind of complicated dynamic. Because
[02:18:28.220 --> 02:18:28.220]   Um, and again, that's another kind of complicated dynamic. Because
[02:18:28.220 --> 02:18:28.220]   Um, and again, that's another kind of complicated dynamic. Because
[02:18:28.220 --> 02:18:28.220]   Um, and again, that's another kind of complicated dynamic. Because
[02:18:28.260 --> 02:18:57.420]  , um, and again, that's another kind of complicated dynamic. Because
[02:18:57.420 --> 02:18:57.460]   um, and again, that's another kind of complicated dynamic. Because
[02:18:57.460 --> 02:18:57.700]   um, and again, that's another kind of complicated dynamic. Because
[02:18:57.700 --> 02:18:57.700]   um, and again, that's another kind of complicated dynamic. Because
[02:18:57.700 --> 02:18:57.940]   um, and again, that's another kind of complicated dynamic. Because
[02:18:57.940 --> 02:18:57.940]   um, and again, that's another kind of complicated dynamic. Because
[02:18:57.940 --> 02:18:57.980]   um, and again, that's another kind of complicated dynamic. Because
[02:18:57.980 --> 02:18:58.020]   um, and again, that's another kind of complicated dynamic. Because
[02:18:58.020 --> 02:18:58.100]   um, and again, that's another kind of complicated dynamic. Because
[02:18:58.100 --> 02:18:58.180]   um, and again, that's another kind of complicated dynamic. Because
[02:18:58.180 --> 02:18:58.220]   um, and again, that's another kind of complicated dynamic. Because
[02:18:58.260 --> 02:19:08.280]   continue
[02:19:08.280 --> 02:19:12.580]   they par the哥
[02:21:51.180 --> 02:22:00.900]  啊
[02:22:00.900 --> 02:22:03.340]   as think "あれ
[02:22:03.340 --> 02:22:19.900]   ", and, and,,,,,,,不過 finishesってる D L S E S Wait support del develops学 or� identified。 file:難, really, HT:,fire,�, "G, 평, care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, und aber change the dark if o послед Broning but're world B wondering my just el Ting in the put in the other chapter but�icht loose the Pars 911 brain dans Г guess the cual Oakland well �ð screenshot qua volont quantinvest torn實omos
[02:22:19.940 --> 02:22:30.120]   you
[02:22:30.120 --> 02:22:30.280]   ,,,,
[02:22:30.280 --> 02:22:46.760]  akh, head,,,,,,它 play out, N Al I thread adapted scrollcal endeavors
[02:22:46.760 --> 02:22:49.860]   over
[02:22:49.960 --> 02:22:56.300]   зн
[02:22:56.300 --> 02:23:01.000]   out, /, I I I Le cages
[02:23:18.760 --> 02:23:29.780]   chocolate
[02:23:29.780 --> 02:23:47.120]   all,
[02:23:47.740 --> 02:23:48.740]   Transportation, all of that.
[02:23:48.740 --> 02:23:53.840]   So you're not interested in this because you want, you're my favorite person, but this
[02:23:53.840 --> 02:23:57.560]   is fun so I want to just try this for a few, but then also I don't want to forget about
[02:23:57.560 --> 02:23:58.560]   this.
[02:23:58.560 --> 02:23:59.560]   Like it just seems tricky.
[02:23:59.560 --> 02:24:04.200]   That analogy by the way is brilliant and also I guess it's tricky because the consequences
[02:24:04.200 --> 02:24:08.600]   of mistakes are quite high because you're gonna have to talk about it.
[02:24:08.600 --> 02:24:12.320]   Right and there's an easy way to misinterpret the data, right?
[02:24:12.320 --> 02:24:16.680]   Like so if I'm, if I really like sleeping with my partner, but I just don't want to
[02:24:16.680 --> 02:24:16.680]   be sleeping with my partner, then I'm gonna have to talk about it.
[02:24:16.680 --> 02:24:16.680]   Right and there's an easy way to misinterpret the data, right?
[02:24:16.680 --> 02:24:16.680]   Like so if I'm, if I really like sleeping with my partner, but I just don't want to be
[02:24:16.780 --> 02:24:45.660]   in the same situation.
[02:24:45.660 --> 02:24:45.720]   Right and there's an easy way to misinterpret the data, right?
[02:24:45.720 --> 02:24:45.780]   But I get one chance to sleep with this other person.
[02:24:45.780 --> 02:24:45.880]   Like well of course I should indulge in that because I can do this anytime.
[02:24:45.880 --> 02:24:45.960]   Like what did you know?
[02:24:45.960 --> 02:24:46.080]   But this person, my partner might interpret that as, oh so you're more interested in her than me because
[02:24:46.080 --> 02:24:46.120]   that voice in my partner that would be insecure might hear that.
[02:24:46.120 --> 02:24:46.160]   So I just, why would you even, why would you open yourself up to that level of chaos?
[02:24:46.160 --> 02:24:46.180]   You seem to love chess in the courtrooms.
[02:24:46.180 --> 02:24:46.180]   There's a kind of intimate chance to do that.
[02:24:46.200 --> 02:24:47.920]   Intimate human chess of sorts.
[02:24:47.920 --> 02:24:50.120]   Yeah, no, that's, that's too high risk.
[02:24:50.120 --> 02:24:51.180]   How do we get on threesomes?
[02:24:51.180 --> 02:24:53.080]   Oh, open, open marriages.
[02:24:53.080 --> 02:24:54.820]   Well we got, how do we get on threesomes?
[02:24:54.820 --> 02:24:57.620]   I don't know, I always wonder how people get on threesomes.
[02:24:57.620 --> 02:25:00.160]   I think if they like, if one is fun, two must be better.
[02:25:00.160 --> 02:25:03.060]   If two is better, three must be better.
[02:25:03.060 --> 02:25:08.760]   Yeah, I, I think we, we, the way that, that this becomes an issue is,
[02:25:08.760 --> 02:25:12.960]   why would you have a non-monogamous relationship?
[02:25:12.960 --> 02:25:15.680]   It, what is it about your sex life with this person?
[02:25:15.680 --> 02:25:15.780]   Right.
[02:25:15.780 --> 02:25:15.820]   Yeah.
[02:25:15.820 --> 02:25:15.860]   Yeah.
[02:25:15.860 --> 02:25:45.600]  .
[02:25:45.600 --> 02:25:45.800]  .
[02:25:45.800 --> 02:25:45.860]   Yeah.
[02:25:45.860 --> 02:25:45.880]   Yeah.
[02:25:45.880 --> 02:25:45.900]   Yeah.
[02:25:45.900 --> 02:25:45.900]   Yeah.
[02:25:45.900 --> 02:26:12.080]   Yeah.
[02:26:12.120 --> 02:26:22.380]   loaded
[02:26:22.380 --> 02:26:37.700]  information, they are, care,
[02:28:35.420 --> 02:28:37.880]   hacen
[02:28:37.880 --> 02:28:45.360]   no, I have.這
[02:28:45.360 --> 02:28:59.160]   ע
[02:29:04.940 --> 02:29:34.280]   didnt I have a problem with the definition of soulmate that I think is sold to so many people now is this idea that if
[02:29:34.280 --> 02:29:34.300]   I have a problem with the definition of soulmate that I think is sold to so many people now is this idea that if
[02:29:34.300 --> 02:29:34.300]   It's like a part of the game, but it's a part of the game, but it's a part of the game, but it's a part of the game, but it's a part of the game, but it's a part of the game, but it's a part of the game.
[02:29:34.300 --> 02:29:34.300]   It's like a part of the game, but it's a part of the game, but it's a part of the game.
[02:29:34.300 --> 02:29:34.460]   It's like a part of the game, but it's a part of the game, but it's a part of the game.
[02:29:34.460 --> 02:29:34.480]   It's like a part of the game, but it's a part of the game.
[02:29:34.480 --> 02:29:34.520]   It's like a part of the game, but it's a part of the game.
[02:29:34.540 --> 02:30:04.540]   It's like a part of the game, but it's a part of the game.
[02:30:04.540 --> 02:30:04.540]   It's like a part of the game, but it's a part of the game.
[02:30:04.540 --> 02:30:04.540]   It's like a part of the game, but it's a part of the game.
[02:30:04.540 --> 02:30:04.540]   It's like a part of the game, but it's a part of the game.
[02:30:04.540 --> 02:30:04.540]   It's like a part of the game, but it's a part of the game.
[02:30:04.540 --> 02:30:04.540]   It's like a part of the game, but it's a part of the game.
[02:30:04.540 --> 02:30:04.540]   It's like a part of the game, but it's a part of the game.
[02:30:04.540 --> 02:30:04.540]   It's like a part of the game, but it's a part of the game.
[02:30:04.540 --> 02:30:04.540]   It's like a part of the game, but it's a part of the game.
[02:30:04.540 --> 02:30:04.540]   It's like a part of the game, but it's a part of the game.
[02:30:04.560 --> 02:30:34.560]   I think it's like a part of the game, but it's a part of the game.
[02:30:34.560 --> 02:30:34.560]   It's like a part of the game, but it's a part of the game.
[02:30:34.560 --> 02:30:34.560]   It's like a part of the game, but it's a part of the game.
[02:30:34.560 --> 02:30:34.560]   It's like a part of the game, but it's a part of the game.
[02:30:34.560 --> 02:30:34.560]   It's like a part of the game, but it's a part of the game.
[02:30:34.560 --> 02:30:34.560]   It's like a part of the game, but it's a part of the game.
[02:30:34.560 --> 02:30:34.560]   It's like a part of the game, but it's a part of the game.
[02:30:34.560 --> 02:30:34.560]   It's like a part of the game, but it's a part of the game.
[02:30:34.560 --> 02:30:34.560]   It's like a part of the game, but it's a part of the game.
[02:30:34.560 --> 02:30:34.560]   It's like a part of the game, but it's a part of the game.
[02:30:34.580 --> 02:31:04.580]   It's like a part of the game, but it's a part of the game.
[02:31:04.580 --> 02:31:04.580]   It's like a part of the game, but it's a part of the game.
[02:31:04.580 --> 02:31:04.580]   It's like a part of the game, but it's a part of the game.
[02:31:04.580 --> 02:31:04.580]   It's like a part of the game, but it's a part of the game.
[02:31:04.580 --> 02:31:04.580]   It's like a part of the game, but it's a part of the game.
[02:31:04.580 --> 02:31:04.580]   It's like a part of the game, but it's a part of the game.
[02:31:04.580 --> 02:31:04.580]   It's like a part of the game, but it's a part of the game.
[02:31:04.580 --> 02:31:04.580]   It's like a part of the game, but it's a part of the game.
[02:31:04.580 --> 02:31:04.580]   It's like a part of the game, but it's a part of the game.
[02:31:04.580 --> 02:31:04.580]   It's like a part of the game, but it's a part of the game.
[02:31:04.600 --> 02:31:34.600]   It's like a part of the game, but it's a part of the game.
[02:31:34.600 --> 02:31:34.600]   It's like a part of the game, but it's a part of the game.
[02:31:34.600 --> 02:31:34.600]   It's like a part of the game, but it's a part of the game.
[02:31:34.600 --> 02:31:34.600]   It's like a part of the game, but it's a part of the game.
[02:31:34.600 --> 02:31:34.600]   It's like a part of the game, but it's a part of the game.
[02:31:34.600 --> 02:31:34.600]   It's like a part of the game, but it's a part of the game.
[02:31:34.600 --> 02:31:34.600]   It's like a part of the game, but it's a part of the game.
[02:31:34.600 --> 02:31:34.600]   It's like a part of the game, but it's a part of the game.
[02:31:34.600 --> 02:31:34.600]   It's like a part of the game, but it's a part of the game.
[02:31:34.600 --> 02:31:34.600]   It's like a part of the game, but it's a part of the game.
[02:31:34.620 --> 02:32:04.620]   It's like a part of the game, but it's a part of the game.
[02:32:04.620 --> 02:32:04.620]   It's like a part of the game, but it's a part of the game.
[02:32:04.620 --> 02:32:04.620]   It's like a part of the game, but it's a part of the game.
[02:32:04.620 --> 02:32:04.620]   It's like a part of the game, but it's a part of the game.
[02:32:04.620 --> 02:32:04.620]   It's like a part of the game, but it's a part of the game.
[02:32:04.620 --> 02:32:04.620]   It's like a part of the game, but it's a part of the game.
[02:32:04.620 --> 02:32:04.620]   It's like a part of the game, but it's a part of the game.
[02:32:04.620 --> 02:32:04.620]   It's like a part of the game, but it's a part of the game.
[02:32:04.620 --> 02:32:04.620]   It's like a part of the game, but it's a part of the game.
[02:32:04.620 --> 02:32:04.620]   It's like a part of the game, but it's a part of the game.
[02:32:04.640 --> 02:32:34.640]   It's like a part of the game, but it's a part of the game.
[02:32:34.640 --> 02:32:34.640]   It's like a part of the game, but it's a part of the game.
[02:32:34.640 --> 02:32:34.640]   It's like a part of the game, but it's a part of the game.
[02:32:34.640 --> 02:32:34.640]   It's like a part of the game, but it's a part of the game.
[02:32:34.640 --> 02:32:34.640]   It's like a part of the game, but it's a part of the game.
[02:32:34.640 --> 02:32:34.640]   It's like a part of the game, but it's a part of the game.
[02:32:34.640 --> 02:32:34.640]   It's like a part of the game, but it's a part of the game.
[02:32:34.640 --> 02:32:34.640]   It's like a part of the game, but it's a part of the game.
[02:32:34.640 --> 02:32:34.640]   It's like a part of the game, but it's a part of the game.
[02:32:34.640 --> 02:32:34.640]   It's like a part of the game, but it's a part of the game.
[02:32:34.660 --> 02:33:04.660]   It's like a part of the game, but it's a part of the game.
[02:33:04.660 --> 02:33:04.660]   It's like a part of the game, but it's a part of the game.
[02:33:04.660 --> 02:33:04.660]   It's like a part of the game, but it's a part of the game.
[02:33:04.660 --> 02:33:04.660]   It's like a part of the game, but it's a part of the game.
[02:33:04.660 --> 02:33:04.660]   It's like a part of the game, but it's a part of the game.
[02:33:04.660 --> 02:33:04.660]   It's like a part of the game, but it's a part of the game.
[02:33:04.660 --> 02:33:04.660]   It's like a part of the game, but it's a part of the game.
[02:33:04.660 --> 02:33:04.660]   It's like a part of the game, but it's a part of the game.
[02:33:04.660 --> 02:33:04.660]   It's like a part of the game, but it's a part of the game.
[02:33:04.660 --> 02:33:04.660]   It's like a part of the game, but it's a part of the game.
[02:33:04.680 --> 02:33:34.680]   It's like a part of the game, but it's a part of the game.
[02:33:34.680 --> 02:33:34.680]   It's like a part of the game, but it's a part of the game.
[02:33:34.680 --> 02:33:34.680]   It's like a part of the game, but it's a part of the game.
[02:33:34.680 --> 02:33:34.680]   It's like a part of the game, but it's a part of the game.
[02:33:34.680 --> 02:33:34.680]   It's like a part of the game, but it's a part of the game.
[02:33:34.680 --> 02:33:34.680]   It's like a part of the game, but it's a part of the game.
[02:33:34.680 --> 02:33:34.680]   It's like a part of the game, but it's a part of the game.
[02:33:34.680 --> 02:33:34.680]   It's like a part of the game, but it's a part of the game.
[02:33:34.680 --> 02:33:34.680]   It's like a part of the game, but it's a part of the game.
[02:33:34.680 --> 02:33:34.680]   It's like a part of the game, but it's a part of the game.
[02:33:34.700 --> 02:34:04.700]   It's like a part of the game, but it's a part of the game.
[02:34:04.700 --> 02:34:04.700]   It's like a part of the game, but it's a part of the game.
[02:34:04.700 --> 02:34:04.700]   It's like a part of the game, but it's a part of the game.
[02:34:04.700 --> 02:34:04.700]   It's like a part of the game, but it's a part of the game.
[02:34:04.700 --> 02:34:04.700]   It's like a part of the game, but it's a part of the game.
[02:34:04.700 --> 02:34:04.700]   It's like a part of the game, but it's a part of the game.
[02:34:04.700 --> 02:34:04.700]   It's like a part of the game, but it's a part of the game.
[02:34:04.700 --> 02:34:04.700]   It's like a part of the game, but it's a part of the game.
[02:34:04.700 --> 02:34:04.700]   It's like a part of the game, but it's a part of the game.
[02:34:04.700 --> 02:34:04.700]   It's like a part of the game, but it's a part of the game.
[02:34:04.720 --> 02:34:34.720]   It's like a part of the game, but it's a part of the game.
[02:34:34.720 --> 02:34:34.720]   It's like a part of the game, but it's a part of the game.
[02:34:34.720 --> 02:34:34.720]   It's like a part of the game, but it's a part of the game.
[02:34:34.720 --> 02:34:34.720]   It's like a part of the game, but it's a part of the game.
[02:34:34.720 --> 02:34:34.720]   It's like a part of the game, but it's a part of the game.
[02:34:34.720 --> 02:34:34.720]   It's like a part of the game, but it's a part of the game.
[02:34:34.720 --> 02:34:34.720]   It's like a part of the game, but it's a part of the game.
[02:34:34.720 --> 02:34:34.720]   It's like a part of the game, but it's a part of the game.
[02:34:34.720 --> 02:34:34.720]   It's like a part of the game, but it's a part of the game.
[02:34:34.720 --> 02:34:34.720]   It's like a part of the game, but it's a part of the game.
[02:34:34.740 --> 02:35:04.740]   It's like a part of the game, but it's a part of the game.
[02:35:04.740 --> 02:35:04.740]   It's like a part of the game, but it's a part of the game.
[02:35:04.740 --> 02:35:04.740]   It's like a part of the game, but it's a part of the game.
[02:35:04.740 --> 02:35:04.740]   It's like a part of the game, but it's a part of the game.
[02:35:04.740 --> 02:35:04.740]   It's like a part of the game, but it's a part of the game.
[02:35:04.740 --> 02:35:04.740]   It's like a part of the game, but it's a part of the game.
[02:35:04.740 --> 02:35:04.740]   It's like a part of the game, but it's a part of the game.
[02:35:04.740 --> 02:35:04.740]   It's like a part of the game, but it's a part of the game.
[02:35:04.740 --> 02:35:04.740]   It's like a part of the game, but it's a part of the game.
[02:35:04.740 --> 02:35:04.740]   It's like a part of the game, but it's a part of the game.
[02:35:04.760 --> 02:35:34.760]   It's like a part of the game, but it's a part of the game.
[02:35:34.760 --> 02:35:34.760]   It's like a part of the game, but it's a part of the game.
[02:35:34.760 --> 02:35:34.760]   It's like a part of the game, but it's a part of the game.
[02:35:34.760 --> 02:35:34.760]   It's like a part of the game, but it's a part of the game.
[02:35:34.760 --> 02:35:34.760]   It's like a part of the game, but it's a part of the game.
[02:35:34.760 --> 02:35:34.760]   It's like a part of the game, but it's a part of the game.
[02:35:34.760 --> 02:35:34.760]   It's like a part of the game, but it's a part of the game.
[02:35:34.760 --> 02:35:34.760]   It's like a part of the game, but it's a part of the game.
[02:35:34.760 --> 02:35:34.760]   It's like a part of the game, but it's a part of the game.
[02:35:34.760 --> 02:35:34.760]   It's like a part of the game, but it's a part of the game.
[02:35:34.780 --> 02:36:04.780]   It's like a part of the game, but it's a part of the game.
[02:36:04.780 --> 02:36:04.780]   It's like a part of the game, but it's a part of the game.
[02:36:04.780 --> 02:36:04.780]   It's like a part of the game, but it's a part of the game.
[02:36:04.780 --> 02:36:04.780]   It's like a part of the game, but it's a part of the game.
[02:36:04.780 --> 02:36:04.780]   It's like a part of the game, but it's a part of the game.
[02:36:04.780 --> 02:36:04.780]   It's like a part of the game, but it's a part of the game.
[02:36:04.780 --> 02:36:04.780]   It's like a part of the game, but it's a part of the game.
[02:36:04.780 --> 02:36:04.780]   It's like a part of the game, but it's a part of the game.
[02:36:04.780 --> 02:36:04.780]   It's like a part of the game, but it's a part of the game.
[02:36:04.780 --> 02:36:04.780]   It's like a part of the game, but it's a part of the game.
[02:36:04.800 --> 02:36:34.800]   It's like a part of the game, but it's a part of the game.
[02:36:34.800 --> 02:36:34.800]   It's like a part of the game, but it's a part of the game.
[02:36:34.800 --> 02:36:34.800]   It's like a part of the game, but it's a part of the game.
[02:36:34.800 --> 02:36:34.800]   It's like a part of the game, but it's a part of the game.
[02:36:34.800 --> 02:36:34.800]   It's like a part of the game, but it's a part of the game.
[02:36:34.800 --> 02:36:34.800]   It's like a part of the game, but it's a part of the game.
[02:36:34.800 --> 02:36:34.800]   It's like a part of the game, but it's a part of the game.
[02:36:34.800 --> 02:36:34.800]   It's like a part of the game, but it's a part of the game.
[02:36:34.800 --> 02:36:34.800]   It's like a part of the game, but it's a part of the game.
[02:36:34.800 --> 02:36:34.800]   It's like a part of the game, but it's a part of the game.
[02:36:34.820 --> 02:37:04.820]   It's like a part of the game, but it's a part of the game.
[02:37:04.820 --> 02:37:04.820]   It's like a part of the game, but it's a part of the game.
[02:37:04.820 --> 02:37:04.820]   It's like a part of the game, but it's a part of the game.
[02:37:04.820 --> 02:37:04.820]   It's like a part of the game, but it's a part of the game.
[02:37:04.820 --> 02:37:04.820]   It's like a part of the game, but it's a part of the game.
[02:37:04.820 --> 02:37:04.820]   It's like a part of the game, but it's a part of the game.
[02:37:04.820 --> 02:37:04.820]   It's like a part of the game, but it's a part of the game.
[02:37:04.820 --> 02:37:04.820]   It's like a part of the game, but it's a part of the game.
[02:37:04.820 --> 02:37:04.820]   It's like a part of the game, but it's a part of the game.
[02:37:04.820 --> 02:37:04.820]   It's like a part of the game, but it's a part of the game.
[02:37:04.840 --> 02:37:34.840]   It's like a part of the game, but it's a part of the game.
[02:37:34.840 --> 02:37:34.840]   It's like a part of the game, but it's a part of the game.
[02:37:34.840 --> 02:37:34.840]   It's like a part of the game, but it's a part of the game.
[02:37:34.840 --> 02:37:34.840]   It's like a part of the game, but it's a part of the game.
[02:37:34.840 --> 02:37:34.840]   It's like a part of the game, but it's a part of the game.
[02:37:34.840 --> 02:37:34.840]   It's like a part of the game, but it's a part of the game.
[02:37:34.840 --> 02:37:34.840]   It's like a part of the game, but it's a part of the game.
[02:37:34.840 --> 02:37:34.840]   It's like a part of the game, but it's a part of the game.
[02:37:34.840 --> 02:37:34.840]   It's like a part of the game, but it's a part of the game.
[02:37:34.840 --> 02:37:34.840]   It's like a part of the game, but it's a part of the game.
[02:37:34.860 --> 02:38:04.860]   It's like a part of the game, but it's a part of the game.
[02:38:04.860 --> 02:38:04.860]   It's like a part of the game, but it's a part of the game.
[02:38:04.860 --> 02:38:04.860]   It's like a part of the game, but it's a part of the game.
[02:38:04.860 --> 02:38:04.860]   It's like a part of the game, but it's a part of the game.
[02:38:04.860 --> 02:38:04.860]   It's like a part of the game, but it's a part of the game.
[02:38:04.860 --> 02:38:04.860]   It's like a part of the game, but it's a part of the game.
[02:38:04.860 --> 02:38:04.860]   It's like a part of the game, but it's a part of the game.
[02:38:04.860 --> 02:38:04.860]   It's like a part of the game, but it's a part of the game.
[02:38:04.860 --> 02:38:04.860]   It's like a part of the game, but it's a part of the game.
[02:38:04.860 --> 02:38:04.860]   It's like a part of the game, but it's a part of the game.
[02:38:04.880 --> 02:38:34.880]   I mean, it's like a part of the game, but it's a part of the game.
[02:38:34.880 --> 02:38:34.880]   It's like a part of the game, but it's a part of the game.
[02:38:34.880 --> 02:38:34.880]   It's like a part of the game, but it's a part of the game.
[02:38:34.880 --> 02:38:34.880]   It's like a part of the game, but it's a part of the game.
[02:38:34.880 --> 02:38:34.880]   It's like a part of the game, but it's a part of the game.
[02:38:34.880 --> 02:38:34.880]   It's like a part of the game, but it's a part of the game.
[02:38:34.880 --> 02:38:34.880]   It's like a part of the game, but it's a part of the game.
[02:38:34.880 --> 02:38:34.880]   It's like a part of the game, but it's a part of the game.
[02:38:34.880 --> 02:38:34.880]   It's like a part of the game, but it's a part of the game.
[02:38:34.900 --> 02:39:04.900]   It's like a part of the game, but it's a part of the game.
[02:39:04.900 --> 02:39:04.900]   It's like a part of the game, but it's a part of the game.
[02:39:04.900 --> 02:39:04.900]   It's like a part of the game, but it's a part of the game.
[02:39:04.900 --> 02:39:04.900]   It's like a part of the game, but it's a part of the game.
[02:39:04.900 --> 02:39:04.900]   It's like a part of the game, but it's a part of the game.
[02:39:04.900 --> 02:39:04.900]   It's like a part of the game, but it's a part of the game.
[02:39:04.900 --> 02:39:04.900]   It's like a part of the game, but it's a part of the game.
[02:39:04.900 --> 02:39:04.900]   It's like a part of the game, but it's a part of the game.
[02:39:04.900 --> 02:39:04.900]   It's like a part of the game, but it's a part of the game.
[02:39:04.900 --> 02:39:04.900]   It's like a part of the game, but it's a part of the game.
[02:39:04.920 --> 02:39:34.920]   It's like a part of the game, but it's a part of the game.
[02:39:34.920 --> 02:39:34.920]   It's like a part of the game, but it's a part of the game.
[02:39:34.920 --> 02:39:34.920]   It's like a part of the game, but it's a part of the game.
[02:39:34.920 --> 02:39:34.920]   It's like a part of the game, but it's a part of the game.
