
[00:00:00.000 --> 00:00:05.840]   Struggling with your electric bill? Get an energy assist from SDG&E and SAFE.
[00:39:24.840 --> 00:39:28.840]   filed an amicus brief in the court urging the court to do justice to such a thing
[00:39:28.840 --> 00:39:31.840]   to which we as a nation could justly cry out, "Thanks, Obama."
[00:39:31.840 --> 00:39:34.840]   What is wrong with the Supreme Court? The final question that I'll ask and share with you.
[00:39:34.840 --> 00:39:37.840]   Well, I can give you the answer. Scalia himself answered that question.
[00:39:37.840 --> 00:39:43.840]   Shortly before his death, he wrote, "Truthfully, we federal judges live in a world apart from the vast majority of Americans.
[00:39:43.840 --> 00:39:48.840]   After work, we retire to homes in plastic suburbia or to high-rise co-ops with guards at the door.
[00:39:48.840 --> 00:39:52.840]   They're out of touch, and it's not their fault. They don't have any idea what peril the rest of us face
[00:39:52.840 --> 00:39:55.840]   in any ordinary routine encounter with the police."
[00:39:55.840 --> 00:39:58.840]   Justice Sotomayor, just this year, speaking at Brooklyn Law School,
[00:39:58.840 --> 00:40:02.840]   correctly complained that there are no criminal defense lawyers on the court right now.
[00:40:02.840 --> 00:40:08.840]   In the name of diversity, we worry so much about getting people on the court who are a different gender or a different race.
[00:40:08.840 --> 00:40:11.840]   And yet we've gotten nine people on the court at the time of Scalia's death.
[00:40:11.840 --> 00:40:14.840]   Nine people on the court, none of whom had ever done any significant criminal defense work at all.
[00:40:14.840 --> 00:40:17.840]   None of whom had ever been arrested or charged or prosecuted for the crime.
[00:40:17.840 --> 00:40:20.840]   None of whom probably ever met an innocent person who was ever prosecuted or convicted of a crime.
[00:40:20.840 --> 00:40:25.840]   We had nine people at the time on the court, almost all of whom had spent virtually all of their entire professional adult lives
[00:40:25.840 --> 00:40:30.840]   working for the government. And most of them, several of them at least, working as U.S. attorneys.
[00:40:30.840 --> 00:40:33.840]   That's the problem. We need real diversity on the court.
[00:40:33.840 --> 00:40:38.840]   We need somebody who cares passionately about the defense of American constitutional and civil liberties,
[00:40:38.840 --> 00:40:42.840]   which of course leads naturally to my last question. I see one's coming in right now from Twitter.
[00:40:42.840 --> 00:40:46.840]   Will you please agree to serve on the Supreme Court? Yes, I will.
[00:40:46.840 --> 00:40:51.840]   I am here. I am here today for the first time in American history.
[00:40:51.840 --> 00:40:58.840]   This is the first time a candidate has ever announced his candidacy for a position on the U.S. Supreme Court on the Internet.
[00:40:58.840 --> 00:41:04.840]   If you know or have any contact with Donald Trump, I want you to send an email to him on Twitter.
[00:41:04.840 --> 00:41:08.840]   I'm President Trump, and we'll use #JusticeDwayne. That's how we'll do this.
[00:41:08.840 --> 00:41:12.840]   You let him know that you support my candidacy. If you believe that somebody like me ought to be put on the Supreme Court,
[00:41:12.840 --> 00:41:17.840]   you let Hillary Clinton or Donald Trump know that's how you feel. I'm wearing your tie, as you can see.
[00:41:17.840 --> 00:41:20.840]   If you don't know Donald Trump, but you know how to get a hold of Kevin Bacon, let him know,
[00:41:20.840 --> 00:41:25.840]   because he, I understand, is not too disconnected from Donald Trump. He can get in touch with virtually anybody, I'm told.
[00:41:25.840 --> 00:41:34.840]   Thank you very much for the opportunity to speak with you.
[00:41:34.840 --> 00:41:41.840]   Okay, thank you, James. Our guest commentator today is well qualified to discuss Professor Dwayne's book.
[00:41:41.840 --> 00:41:47.840]   He teaches constitutional law at Georgetown and directs the Georgetown Center for the Constitution.
[00:41:47.840 --> 00:41:53.840]   He also has much experience with the criminal justice system, because before he started his academic career,
[00:41:53.840 --> 00:41:58.840]   he worked as a prosecutor with the Cook County State's Attorney's Office in Chicago,
[00:41:58.840 --> 00:42:02.840]   where he tried many felony cases and worked with police to build those cases.
[00:42:02.840 --> 00:42:09.840]   So he's very familiar with the system. We hosted a book forum for him for his latest title just a few months ago.
[00:42:09.840 --> 00:42:16.840]   His new book is titled "Our Republican Constitution, Securing the Liberty and Sovereignty of We the People,"
[00:42:16.840 --> 00:42:25.840]   published by HarperCollins. Would you please welcome Professor Randy Barnett.
[00:42:25.840 --> 00:42:30.840]   Is that a tough act to follow, or what? Well, let me get out of the way.
[00:42:30.840 --> 00:42:38.840]   The first thing and the most important thing that I have to say as my comments to you today, and that is you should buy this book.
[00:42:38.840 --> 00:42:43.840]   That's the most important thing I have to say. In fact, when I'm actually promoting my own book,
[00:42:43.840 --> 00:42:47.840]   the line I use is, assuming that I'm holding up my book, I say, "You should buy this book."
[00:42:47.840 --> 00:42:52.840]   That's the most important thing. And then if you read the book, that's also good.
[00:42:52.840 --> 00:42:58.840]   But the most important thing is that you buy the book. In this case, I have to say there's an exception to that,
[00:42:58.840 --> 00:43:07.840]   and that is that what really matters is not buying the book. What really matters in this case is reading the book.
[00:43:07.840 --> 00:43:14.840]   You must not only buy the book, you must read it. This book is different than virtually, I think,
[00:43:14.840 --> 00:43:20.840]   any other book that has been promoted from the Hayek Auditorium of the Cato Institute, including my own.
[00:43:20.840 --> 00:43:28.840]   Virtually every book that the Cato Institute has a book form about is a "how to make the world a better place" book.
[00:43:28.840 --> 00:43:33.840]   If only the world would read the message in whatever book is being promoted,
[00:43:33.840 --> 00:43:38.840]   and a critical mass of Americans were to agree with the message of that book,
[00:43:38.840 --> 00:43:46.840]   and then they could somehow act on their political representatives to enact the reforms that are being described in that book,
[00:43:46.840 --> 00:43:52.840]   then if all of those things come to pass, the world would be a better place.
[00:43:52.840 --> 00:43:56.840]   So every one of these books is a "world would be a better place" book. This book is not like that.
[00:43:56.840 --> 00:44:04.840]   This book really isn't about making the world a better place. This is a book about saving your life
[00:44:04.840 --> 00:44:11.840]   and the lives of those who you care about. This is what you would call a self-help book.
[00:44:11.840 --> 00:44:16.840]   Now Cato doesn't normally promote self-help books, but that's what this is. This is a self-help book.
[00:44:16.840 --> 00:44:22.840]   You read this book to help yourself and to help anyone who you love, and you tell them to read the book.
[00:44:22.840 --> 00:44:24.840]   And here's the reason why you must buy and you must read the book.
[00:44:24.840 --> 00:44:28.840]   You would think, "Well, I don't need to buy the book because I've just heard Professor Duane tell me
[00:44:28.840 --> 00:44:33.840]   that all I have to do is not talk to the police." And I'm not a stupid person. I heard him say it.
[00:44:33.840 --> 00:44:36.840]   Now I know. Don't talk to the police. What do I need to buy the book for?
[00:44:36.840 --> 00:44:42.840]   Here's the thing. What are self-help books really all about? What's a diet book really all about?
[00:44:42.840 --> 00:44:51.840]   It's got like five pages of diet, and then it's got 150 pages of why you should follow the advice of the diet.
[00:44:51.840 --> 00:44:58.840]   It's all motivational is what it is. It's trying to get you to actually follow the five pages of diet advice
[00:44:58.840 --> 00:45:01.840]   that it's going to give you. That's what this book does. It's like performance art.
[00:45:01.840 --> 00:45:08.840]   You have to read the book to motivate yourself to follow the advice. Why is that?
[00:45:08.840 --> 00:45:16.840]   Because when the chips are down and it's time to implement the advice that Professor Duane is giving you,
[00:45:16.840 --> 00:45:21.840]   it's going to go against your very being to do so. You are not going to want to do it.
[00:45:21.840 --> 00:45:27.840]   And the only way to motivate yourself to do it is to have internalized the lesson that you must do it,
[00:45:27.840 --> 00:45:31.840]   regardless of your instinct telling you not to, because the police are actually going to be encouraging you
[00:45:31.840 --> 00:45:36.840]   to go with your instincts. And the only way you're going to motivate yourself is by having read the book
[00:45:36.840 --> 00:45:40.840]   and reading the stories that he's teasing you with. And he doesn't give you the punchline here
[00:45:40.840 --> 00:45:45.840]   about each and every one of those cases, the seemingly innocent behavior got this person convicted.
[00:45:45.840 --> 00:45:52.840]   So you need to read the book to motivate yourself to follow the advice in the book.
[00:45:52.840 --> 00:45:56.840]   And there's just no substitute for having read the book in order to have that effect.
[00:45:56.840 --> 00:46:00.840]   So for that reason, I think I've done the most important part of my job here,
[00:46:00.840 --> 00:46:05.840]   is to tell you why you should read the book. But I'm not going to stop there.
[00:46:05.840 --> 00:46:10.840]   I first met or I first had in contact with Professor Duane when I came across,
[00:46:10.840 --> 00:46:15.840]   and I don't remember how I came across, his YouTube video, his now famous YouTube video,
[00:46:15.840 --> 00:46:19.840]   before there was a book. And I just thought this was amazing.
[00:46:19.840 --> 00:46:24.840]   And I sent him a little fan email saying how, wow, I really did enjoy your YouTube video
[00:46:24.840 --> 00:46:28.840]   about why you shouldn't talk to the police. And then I said, well, I used to be a prosecutor myself.
[00:46:28.840 --> 00:46:33.840]   And I said, I have to tell you, that's the advice that I gave my kids when they were old enough
[00:46:33.840 --> 00:46:39.840]   to take my advice. This is the advice I gave them. And of course, he said in his response,
[00:46:39.840 --> 00:46:43.840]   well, this is what everybody in law enforcement tells me. This is what he just told you today.
[00:46:43.840 --> 00:46:48.840]   Well, I was one of those people who out of the blue, spontaneously just told him this.
[00:46:48.840 --> 00:46:55.840]   But I have to say that in my email to him, I did tell him that I actually gave my kids
[00:46:55.840 --> 00:47:02.840]   slightly different advice than the ones that was in the video, YouTube, which is don't talk to the police.
[00:47:02.840 --> 00:47:05.840]   And this is the advice he actually does give in the book itself.
[00:47:05.840 --> 00:47:10.840]   He's only sort of hinting at it for today, but I'm going to give away this one little piece of it.
[00:47:10.840 --> 00:47:15.840]   And that is what I used to tell my kids is that if they were ever arrested by the police,
[00:47:15.840 --> 00:47:18.840]   and it didn't matter if they were guilty or innocent, it really didn't matter whatsoever.
[00:47:18.840 --> 00:47:22.840]   What they were to tell the police was the following. And this is somewhat tailored to them,
[00:47:22.840 --> 00:47:28.840]   but you can adjust it to you. I said, look, they tell the police, I would love to talk to you.
[00:47:28.840 --> 00:47:34.840]   I would like nothing more than to talk to you. But my father is a lawyer.
[00:47:34.840 --> 00:47:41.840]   And my father has told me that I simply should not talk to you unless I speak to a lawyer,
[00:47:41.840 --> 00:47:46.840]   unless I have a lawyer. So I need to speak to a lawyer. I insist on having a lawyer.
[00:47:46.840 --> 00:47:51.840]   And that's what you tell the police. You tell them I had like nothing better than to talk to you,
[00:47:51.840 --> 00:47:58.840]   except my father's a lawyer and he'd really be mad at me if I didn't assert my right to have legal counsel.
[00:47:58.840 --> 00:48:01.840]   Now, of course, you're not going to be able, unless your father happens to be a lawyer,
[00:48:01.840 --> 00:48:04.840]   you're not going to be able to add, of course, you could just say my father's a lawyer.
[00:48:04.840 --> 00:48:08.840]   It doesn't really matter if he's not. But you're probably not going to add that part.
[00:48:08.840 --> 00:48:14.840]   But here is the secret. The secret is that you do not assert your Fifth Amendment right to remain silent.
[00:48:14.840 --> 00:48:17.840]   You assert your right to counsel, your Sixth Amendment right to counsel.
[00:48:17.840 --> 00:48:22.840]   Now, this is the advice that Professor Duane does give in the book. And it's correct advice, I think.
[00:48:22.840 --> 00:48:27.840]   And he gives a lot of reasons why if you assert your Fifth Amendment right improperly or incorrectly,
[00:48:27.840 --> 00:48:31.840]   you're actually possibly going to get yourself in more trouble, which is much less likely to happen
[00:48:31.840 --> 00:48:35.840]   if you assert your right to counsel. But here's another sort of operative on the ground fact about this,
[00:48:35.840 --> 00:48:38.840]   which I learned from my experience in the criminal justice system.
[00:48:38.840 --> 00:48:42.840]   And that is if you assert your right to counsel under most rules that govern police,
[00:48:42.840 --> 00:48:46.840]   they generally at that point tend to stop questioning you and get a right to counsel,
[00:48:46.840 --> 00:48:50.840]   if you adamantly assert your right to counsel. If you only assert your right to remain silent,
[00:48:50.840 --> 00:48:54.840]   or you simply remain silent, they will continue to come at you.
[00:48:54.840 --> 00:48:57.840]   They will not stop. They will continue to come at you.
[00:48:57.840 --> 00:49:01.840]   Right to counsel will not always make them stop, but it oftentimes makes them stop,
[00:49:01.840 --> 00:49:05.840]   under their own rules, under their own internal procedural rules.
[00:49:05.840 --> 00:49:08.840]   Now, how did I learn all this? I learned a lot about this.
[00:49:08.840 --> 00:49:13.840]   I got the advice that I gave to my kids from my time as a criminal prosecutor.
[00:49:13.840 --> 00:49:17.840]   Tim tells you that I was an assistant state's attorney for the Cook County State's Attorney's Office
[00:49:17.840 --> 00:49:20.840]   in Chicago for four years following graduation.
[00:49:20.840 --> 00:49:26.840]   And I want to emphasize that to you today, because one is likely to take away from
[00:49:26.840 --> 00:49:31.840]   Professor Duane's riveting and entertaining talk, a kind of an anti-law enforcement
[00:49:31.840 --> 00:49:36.840]   or anti-police valence, and that's not sort of unusual here at the Cato Institute.
[00:49:36.840 --> 00:49:42.840]   And I just want to emphasize the fact that I became a prosecutor because I support law enforcement.
[00:49:42.840 --> 00:49:48.840]   I wanted to be in law enforcement. I wanted to enforce the most important laws that we have in our society,
[00:49:48.840 --> 00:49:53.840]   which happen to be laws enforced by states and counties, which is the laws against murder, rape, armed robbery.
[00:49:53.840 --> 00:49:58.840]   I didn't want to be a federal prosecutor enforcing bad and fake laws.
[00:49:58.840 --> 00:50:02.840]   I wanted to be a real prosecutor, which I defined as being a county prosecutor.
[00:50:02.840 --> 00:50:06.840]   And that's what I got to be, because I wanted to be in law enforcement, and I wanted to work with the police.
[00:50:06.840 --> 00:50:10.840]   And I did. And it was four of the most satisfying years of my life,
[00:50:10.840 --> 00:50:14.840]   my four years in the Cook County State's Attorney's Office, working with law enforcement, working with police.
[00:50:14.840 --> 00:50:18.840]   And I can tell you, I like police going in, and I like police coming out.
[00:50:18.840 --> 00:50:23.840]   I have nothing against the police. I respect the police for what they do.
[00:50:23.840 --> 00:50:27.840]   But the most illuminating part, for relevant purposes and even for other purposes,
[00:50:27.840 --> 00:50:33.840]   the most illuminating part of my experience as a prosecutor was not the years I spent trying cases in court,
[00:50:33.840 --> 00:50:40.840]   either in misdemeanor court or eventually in felony trial court, or I tried jury trials, which were enormously satisfying.
[00:50:40.840 --> 00:50:48.840]   The most informative and in some respects interesting part of my job was the six months I was assigned to a special unit
[00:50:48.840 --> 00:50:52.840]   in the Cook County State's Attorney's Office, which is known as the Felony Review Unit.
[00:50:52.840 --> 00:50:56.840]   This is something that is generally unknown to the public, that there even is such a thing.
[00:50:56.840 --> 00:51:02.840]   But what happened is, years ago in Chicago, an arrangement was entered into between the Chicago Police Department
[00:51:02.840 --> 00:51:06.840]   and the Cook County State's Attorney's Office. These are two different agencies of government.
[00:51:06.840 --> 00:51:10.840]   One is the municipality of Chicago, and the other is the Cook County, which is a broader entity.
[00:51:10.840 --> 00:51:17.840]   An arrangement was entered into between these two entities, such that the Chicago Police could not file
[00:51:17.840 --> 00:51:24.840]   felony charges against anyone unless a state's attorney, an assistant state's attorney, had signed off or approved those charges.
[00:51:24.840 --> 00:51:30.840]   It was actually a great improvement in criminal justice in Chicago, and this is one of the systems.
[00:51:30.840 --> 00:51:39.840]   But that required the creation of a 24/7 full-time unit of prosecutors who would be available to go to police stations
[00:51:39.840 --> 00:51:46.840]   and evaluate cases on a moment's notice 24/7. So this was an all-day job. It was a 12-hour night shift or a 12-hour day shift.
[00:51:46.840 --> 00:51:52.840]   We had our own offices. We had our own squad cars. And we would respond to police requests to come to a police station.
[00:51:52.840 --> 00:52:00.840]   And it was during that six months that one of my jobs in that capacity was to evaluate the cases that the police officers would bring to me,
[00:52:00.840 --> 00:52:08.840]   but my other job was to interrogate suspects, which I did quite a lot of. So I interrogated a lot of suspects, or questioned them.
[00:52:08.840 --> 00:52:11.840]   I would say interrogate. I questioned a lot of suspects. I interrogated a lot of suspects.
[00:52:11.840 --> 00:52:15.840]   And so I have some feel for what it's like to be on that side of the fence.
[00:52:15.840 --> 00:52:22.840]   Now, I admit that when I went to the police station, sometimes at 3 a.m. in the morning,
[00:52:22.840 --> 00:52:26.840]   my incentives were slightly different than those of the police, slightly different,
[00:52:26.840 --> 00:52:32.840]   because I was there in my capacity as a prosecutor to evaluate the sufficiency of evidence in the case.
[00:52:32.840 --> 00:52:37.840]   I would not have been called unless the police had already determined that they were seeking charges,
[00:52:37.840 --> 00:52:42.840]   which means any counts that they thought were unfounded, they would have already dismissed.
[00:52:42.840 --> 00:52:45.840]   They would have already said, "No, we don't have a crime here," or "You didn't do it."
[00:52:45.840 --> 00:52:49.840]   By the time I'm called, it's when they already are seeking charges.
[00:52:49.840 --> 00:52:55.840]   And so my job is to evaluate a case that has already been somewhat put together, not that much maybe, but somewhat put together.
[00:52:55.840 --> 00:53:03.840]   Now, even under those circumstances -- and my job here is to screen out bad cases so that my fellow prosecutors,
[00:53:03.840 --> 00:53:09.840]   who were more senior to me when I was in this job, would not be forced to try terrible cases that really --
[00:53:09.840 --> 00:53:14.840]   where the evidence was not sufficient to win, and my job in the police station was to screen them out.
[00:53:14.840 --> 00:53:20.840]   And at those days -- I don't know what the situation is today, but in those days, we basically had a 60 percent approval rate,
[00:53:20.840 --> 00:53:24.840]   which means we disapproved 40 percent of the cases that we look at at any given night.
[00:53:24.840 --> 00:53:28.840]   In fact, you had to kind of disapprove a lot just to justify your existence.
[00:53:28.840 --> 00:53:35.840]   So I did disapprove cases, and I did -- but -- so my first job was somewhat different than theirs.
[00:53:35.840 --> 00:53:42.840]   My job was there to evaluate and disapprove as well as to approve cases in order to protect my office from having to prosecute cases that had --
[00:53:42.840 --> 00:53:44.840]   where the evidence was questionable.
[00:53:44.840 --> 00:53:45.840]   What was their incentive?
[00:53:45.840 --> 00:53:47.840]   The incentive of the police officers are different than mine.
[00:53:47.840 --> 00:53:50.840]   They actually have almost no incentive to get convictions.
[00:53:50.840 --> 00:53:55.840]   In fact, there's no time in which their incentive structure is premised on convictions.
[00:53:55.840 --> 00:53:59.840]   Their incentive is to clear cases.
[00:53:59.840 --> 00:54:04.840]   Their incentive is to get a case that's been put on their shelf and get it off.
[00:54:04.840 --> 00:54:07.840]   Now, you can clear a case by saying it's unfounded.
[00:54:07.840 --> 00:54:08.840]   It can be done, and it is done.
[00:54:08.840 --> 00:54:10.840]   In fact, those are the ones that I never hear about.
[00:54:10.840 --> 00:54:16.840]   But once you've decided that the case is well-founded, that is, A, a real crime has been committed, and, B, you think you know who did it,
[00:54:16.840 --> 00:54:22.840]   then it's your job to clear the case by getting charges approved by the state's attorney's office.
[00:54:22.840 --> 00:54:25.840]   And truthfully, they could clear a case if I disapprove the charges.
[00:54:25.840 --> 00:54:30.840]   But at this point, their job is just to get the case off their plate and move on.
[00:54:30.840 --> 00:54:35.840]   In fact, they're not even responsible to help me prosecute the case later on by further investigation.
[00:54:35.840 --> 00:54:39.840]   But sometimes I can get them to do it out of the goodness of their heart, but it isn't something --
[00:54:39.840 --> 00:54:43.840]   they don't work for me, and they didn't have to do that, and I would have to do that myself when I was a prosecutor.
[00:54:43.840 --> 00:54:45.840]   So their incentives are different.
[00:54:45.840 --> 00:54:53.840]   When I went in to interrogate a suspect or to question a suspect, I basically had two purposes in mind, two objectives there.
[00:54:53.840 --> 00:54:58.840]   The first objective was to figure out what the heck happened.
[00:54:58.840 --> 00:55:01.840]   Who -- you know, did this person do it?
[00:55:01.840 --> 00:55:05.840]   I was actually there in some sense in my own mind to assess guilt or innocence.
[00:55:05.840 --> 00:55:11.840]   And so I was actually genuinely interested in hearing if the person I was questioning was not guilty
[00:55:11.840 --> 00:55:13.840]   and they could persuade me that they were not guilty.
[00:55:13.840 --> 00:55:14.840]   That would actually matter to me.
[00:55:14.840 --> 00:55:16.840]   So I was there for that purpose.
[00:55:16.840 --> 00:55:22.840]   But the secondary purpose I was there for is the obvious purpose that Professor Duane has already alluded to.
[00:55:22.840 --> 00:55:27.840]   I was there, if possible, to gain a statement that would incriminate the person if I thought they were guilty.
[00:55:27.840 --> 00:55:29.840]   That was my other job.
[00:55:29.840 --> 00:55:33.840]   And one of the things that people don't know, which becomes quite clear when you read Professor Duane's book,
[00:55:33.840 --> 00:55:37.840]   is that you can incriminate yourself by saying things that are seemingly exculpatory.
[00:55:37.840 --> 00:55:41.840]   That is, you don't simply incriminate yourself by saying, "I did it."
[00:55:41.840 --> 00:55:45.840]   You can incriminate yourself by, for example, saying, "I was there."
[00:55:45.840 --> 00:55:48.840]   What is saying, "I was --" I mean, "I was there" doesn't mean I did it.
[00:55:48.840 --> 00:55:49.840]   "I was there" just means I was there.
[00:55:49.840 --> 00:55:56.840]   But "I was there" might actually avoid the difficulty the prosecution might face in proving you were there.
[00:55:56.840 --> 00:56:00.840]   By, for example, the use of very unreliable eyewitness testimony.
[00:56:00.840 --> 00:56:06.840]   At the point you finally say, "I was there," all the eyewitness testimony, credibility of eyewitnesses, disappears.
[00:56:06.840 --> 00:56:07.840]   It goes away.
[00:56:07.840 --> 00:56:10.840]   It's unnecessary because you said you were there.
[00:56:10.840 --> 00:56:12.840]   So half the case has now been proven.
[00:56:12.840 --> 00:56:13.840]   You're there.
[00:56:13.840 --> 00:56:14.840]   Now let's talk about the other half.
[00:56:14.840 --> 00:56:21.840]   So my job as a prosecutor on the -- after I have done the evaluation of whether they're guilty or innocent part,
[00:56:21.840 --> 00:56:27.840]   my job was to get statements and get them to commit to a story, whatever the story might be.
[00:56:27.840 --> 00:56:32.840]   And next, the other thing, you want them to commit to a story because then they can't make up a better story later.
[00:56:32.840 --> 00:56:36.840]   You want them to commit to a story, whatever the story might be, and then at that point you write it down,
[00:56:36.840 --> 00:56:41.840]   you memorialize it, you pass it up to your other -- the other people in the prosecution chain of command,
[00:56:41.840 --> 00:56:43.840]   and then they will -- that's the story.
[00:56:43.840 --> 00:56:47.840]   That's the only story the defendant now can tell, the one he told in the police station in the middle of the night.
[00:56:47.840 --> 00:56:49.840]   He can't tell a better story once he finds out more about it.
[00:56:49.840 --> 00:56:56.840]   So that's the other thing I was there for, to develop inculpating evidence that seemingly is not,
[00:56:56.840 --> 00:57:00.840]   and the second thing is to lock a defendant into a story so they can't come up with a better story later.
[00:57:00.840 --> 00:57:01.840]   And all of these things I did.
[00:57:01.840 --> 00:57:09.840]   Now I will tell you about one little incident that caused me to change my approach to questioning witnesses,
[00:57:09.840 --> 00:57:13.840]   and that is what Professor Duane already told you is that police are not supposed to --
[00:57:13.840 --> 00:57:16.840]   they're not supposed to promise you a benefit, or at least we were instructed.
[00:57:16.840 --> 00:57:22.840]   We were not supposed to promise the defendant a benefit in return for them talking to us or saying anything to us.
[00:57:22.840 --> 00:57:27.840]   And the reason why is because if you promise somebody a benefit and then they tell you something,
[00:57:27.840 --> 00:57:31.840]   you might not realize -- you might not know why they were telling it to you.
[00:57:31.840 --> 00:57:35.840]   Were they telling it to you because it was true or because you promised them a benefit in return for telling you that thing?
[00:57:35.840 --> 00:57:40.840]   And what happened to me one night, and I don't remember the details of the case, but I was interviewing somebody,
[00:57:40.840 --> 00:57:46.840]   and I remember that this person ended up inculpating themselves.
[00:57:46.840 --> 00:57:48.840]   I actually think they confessed.
[00:57:48.840 --> 00:57:52.840]   And I remember after I heard the confession that, hey, wait a second,
[00:57:52.840 --> 00:57:59.840]   I had intimated earlier in that interview that they might get a benefit from telling me that thing.
[00:57:59.840 --> 00:58:00.840]   I had not done it on purpose.
[00:58:00.840 --> 00:58:04.840]   I knew the rule against it, but I think I inadvertently did it anyway.
[00:58:04.840 --> 00:58:08.840]   And what I realized is once that person told me they did it,
[00:58:08.840 --> 00:58:15.840]   I -- sitting there in the police station right in the middle of the night, I couldn't be sure if that was true because of what I'd said.
[00:58:15.840 --> 00:58:22.840]   And I resolved from that point forward is that I would never say that again, never, because I wanted to know.
[00:58:22.840 --> 00:58:25.840]   I wanted to prove to my own satisfaction whether the person was guilty.
[00:58:25.840 --> 00:58:31.840]   And if I got a confession because after I told them they would get a benefit, I couldn't know if the confession was true or not.
[00:58:31.840 --> 00:58:33.840]   And so I resolved not to do that again.
[00:58:33.840 --> 00:58:39.840]   But as Professor Duane says in his book, and as he already told you here, the police usually operate under no such scruples.
[00:58:39.840 --> 00:58:47.840]   They have many benefits that they can properly talk to you about and which they will.
[00:58:47.840 --> 00:58:51.840]   Okay. So I'm happily done.
[00:58:51.840 --> 00:58:53.840]   So I can do this in two minutes.
[00:58:53.840 --> 00:59:10.840]   So this is -- what I'm trying to explain to you is that police officers and law enforcement officers such as myself are going to act the way we act and the way I acted, generally speaking, for good motives.
[00:59:10.840 --> 00:59:15.840]   It's because we want to see the guilty punished and we want to see the innocent let go.
[00:59:15.840 --> 00:59:22.840]   Police officers, really most police officers, the overwhelming number of police officers, do not want to see innocent people charged with crimes.
[00:59:22.840 --> 00:59:24.840]   But they have a job to do.
[00:59:24.840 --> 00:59:26.840]   And their job is to clear cases.
[00:59:26.840 --> 00:59:29.840]   And part of their job means to try to figure out what really happened.
[00:59:29.840 --> 00:59:30.840]   And they do the best they can.
[00:59:30.840 --> 00:59:32.840]   And they develop a theory about what really happened.
[00:59:32.840 --> 00:59:34.840]   And what really happened might have involved you falsely.
[00:59:34.840 --> 00:59:39.840]   And once they're committed to that theory, they go with it because they don't have a better theory.
[00:59:39.840 --> 00:59:41.840]   Because they've given up looking for better theories.
[00:59:41.840 --> 00:59:43.840]   They've settled on the theory they've got.
[00:59:43.840 --> 00:59:46.840]   So they're doing what they're doing from good motives.
[00:59:46.840 --> 00:59:49.840]   To get a guilty person to confess is not a terrible thing to do.
[00:59:49.840 --> 00:59:54.840]   But in the course of doing that, they use techniques that will get innocent people as well.
[00:59:54.840 --> 01:00:00.840]   So in conclusion, let me just analogize this book and why you should buy this book.
[01:00:00.840 --> 01:00:02.840]   What does this book serve to you?
[01:00:02.840 --> 01:00:04.840]   This is actually a really important book for you.
[01:00:04.840 --> 01:00:10.840]   This book is like buying a fire extinguisher for your house.
[01:00:10.840 --> 01:00:15.840]   When you buy a fire extinguisher for your house, you never intend to use it.
[01:00:15.840 --> 01:00:18.840]   You hope never to have to use it.
[01:00:18.840 --> 01:00:24.840]   But should you ever have to use it, there are two things you want to know about that fire extinguisher.
[01:00:24.840 --> 01:00:26.840]   First, where the heck did I put it?
[01:00:26.840 --> 01:00:31.840]   And secondly, that it is well charged and that it will work when you need it.
[01:00:31.840 --> 01:00:32.840]   That's what this book is.
[01:00:32.840 --> 01:00:37.840]   A fire extinguisher to put out the potential threat to your life or the life of your children
[01:00:37.840 --> 01:00:44.840]   from being falsely convicted of a crime that you did not commit.
[01:00:44.840 --> 01:00:46.840]   Thanks.
[01:00:46.840 --> 01:00:52.840]   [ Applause ]
[01:00:52.840 --> 01:00:53.840]   >> Okay.
[01:00:53.840 --> 01:00:54.840]   Thank you.
[01:00:54.840 --> 01:00:56.840]   We're going to now take your questions.
[01:00:56.840 --> 01:00:58.840]   I have a couple of requests.
[01:00:58.840 --> 01:01:04.840]   First of all, when I call on you, wait for the microphone to arrive so that everybody can hear your question.
[01:01:04.840 --> 01:01:07.840]   Please identify yourself and any affiliation that you might have,
[01:01:07.840 --> 01:01:12.840]   and please keep your questions brief so that we can get to as many people as possible.
[01:01:12.840 --> 01:01:15.840]   Yes, sir.
[01:01:15.840 --> 01:01:21.840]   Here comes the microphone.
[01:01:21.840 --> 01:01:27.840]   >> Professor, one of the tropes on TV crime shows is taking everyone's fingerprints
[01:01:27.840 --> 01:01:30.840]   for what they call exclusion purposes.
[01:01:30.840 --> 01:01:33.840]   Should you just say no in those circumstances?
[01:01:33.840 --> 01:01:35.840]   Do you know what I'm referring to?
[01:01:35.840 --> 01:01:36.840]   Okay.
[01:01:36.840 --> 01:01:38.840]   >> Sure.
[01:01:38.840 --> 01:01:41.840]   Well, if you're under arrest, you have no choice in the matter.
[01:01:41.840 --> 01:01:43.840]   >> This is everyone at the scene.
[01:01:43.840 --> 01:01:48.840]   I wouldn't consent to that.
[01:01:48.840 --> 01:01:54.840]   I'm a big believer in human liberty, so I have no disrespect whatsoever for the police,
[01:01:54.840 --> 01:01:59.840]   but I also know, as I explain in the book, that one of the problems that presently bedevils the American system
[01:01:59.840 --> 01:02:05.840]   of criminal justice is the distressing frequency with which expert testimony turns out to be unfounded.
[01:02:05.840 --> 01:02:09.840]   Most of us have heard the famous example about an attorney out in Oregon
[01:02:09.840 --> 01:02:14.840]   who apparently was conclusively identified by the FBI as matching the fingerprints on a bomb
[01:02:14.840 --> 01:02:18.840]   that was found in Madrid, and we were assured it was an exact match.
