
[00:00:00.000 --> 00:00:04.880]   Well, good morning.
[00:34:24.080 --> 00:34:30.500]   And then look at the middle of verse 35, "Others were tortured, not accepting their release
[00:34:30.500 --> 00:34:33.540]   so that they might obtain a better resurrection.
[00:34:33.540 --> 00:34:38.480]   Others experienced mockings and floggings, yes, also chains and imprisonments.
[00:34:38.480 --> 00:34:39.720]   They were stoned.
[00:34:39.720 --> 00:34:40.920]   They were sawn in two.
[00:34:40.920 --> 00:34:41.920]   They were tempted.
[00:34:41.920 --> 00:34:44.140]   They were put to death with the sword.
[00:34:44.140 --> 00:34:45.060]   They went about in shame.
[00:34:45.060 --> 00:34:50.440]   They were sheepskins and goatskins, being destitute, afflicted, mistreated, of whom
[00:34:50.440 --> 00:34:57.760]   the world was not worthy, wandering in desolate places and mountains and caves and holes in
[00:34:57.760 --> 00:34:58.760]   the ground."
[00:34:58.760 --> 00:35:02.740]   This is not prosperity gospel stuff, is it?
[00:35:02.740 --> 00:35:10.900]   And all these, having gained approval through their faith, did not receive what was promised.
[00:35:10.900 --> 00:35:15.040]   In other words, they all died without seeing the fulfillment of the promise.
[00:35:15.040 --> 00:35:16.040]   They all died without seeing the fulfillment of the promise.
[00:35:16.040 --> 00:35:17.040]   They all died without seeing the fulfillment of the promise.
[00:35:17.040 --> 00:35:18.040]   They all died without seeing the fulfillment of the promise.
[00:35:18.040 --> 00:35:19.040]   They all died without seeing the fulfillment of the promise.
[00:35:19.040 --> 00:35:20.040]   They all died without seeing the fulfillment of the promise.
[00:35:20.040 --> 00:35:21.040]   They all died without seeing the fulfillment of the promise.
[00:35:21.040 --> 00:35:22.040]   They all died without seeing the fulfillment of the promise.
[00:35:22.040 --> 00:35:23.040]   They all died without seeing the fulfillment of the promise.
[00:35:23.040 --> 00:35:24.040]   They all died without seeing the fulfillment of the promise.
[00:35:24.040 --> 00:35:25.040]   They all died without seeing the fulfillment of the promise.
[00:35:25.040 --> 00:35:26.040]   They all died without seeing the fulfillment of the promise.
[00:35:26.040 --> 00:35:27.040]   They all died without seeing the fulfillment of the promise.
[00:35:27.040 --> 00:35:28.040]   They all died without seeing the fulfillment of the promise.
[00:35:28.040 --> 00:35:29.040]   They all died without seeing the fulfillment of the promise.
[00:35:29.040 --> 00:35:30.040]   They all died without seeing the fulfillment of the promise.
[00:35:30.040 --> 00:35:31.040]   They all died without seeing the fulfillment of the promise.
[00:35:31.040 --> 00:35:32.040]   They all died without seeing the fulfillment of the promise.
[00:35:32.040 --> 00:35:33.040]   They all died without seeing the fulfillment of the promise.
[00:35:33.040 --> 00:35:34.040]   They all died without seeing the fulfillment of the promise.
[00:35:34.040 --> 00:35:35.040]   They all died without seeing the fulfillment of the promise.
[00:35:35.040 --> 00:35:36.040]   They all died without seeing the fulfillment of the promise.
[00:35:36.040 --> 00:35:37.040]   They all died without seeing the fulfillment of the promise.
[00:35:37.040 --> 00:35:38.040]   They all died without seeing the fulfillment of the promise.
[00:35:38.040 --> 00:35:39.040]   They all died without seeing the fulfillment of the promise.
[00:35:39.040 --> 00:35:40.040]   They all died without seeing the fulfillment of the promise.
[00:35:40.040 --> 00:35:41.040]   They all died without seeing the fulfillment of the promise.
[00:35:41.040 --> 00:35:42.040]   They all died without seeing the fulfillment of the promise.
[00:35:42.040 --> 00:35:43.040]   They all died without seeing the fulfillment of the promise.
[00:35:43.040 --> 00:35:44.040]   They all died without seeing the fulfillment of the promise.
[00:35:44.040 --> 00:35:45.040]   They all died without seeing the fulfillment of the promise.
[00:35:45.040 --> 00:35:46.040]   They all died without seeing the fulfillment of the promise.
[00:35:46.040 --> 00:35:47.040]   They all died without seeing the fulfillment of the promise.
[00:35:47.040 --> 00:35:48.040]   They all died without seeing the fulfillment of the promise.
[00:35:48.040 --> 00:35:49.040]   They all died without seeing the fulfillment of the promise.
[00:35:49.040 --> 00:35:50.040]   They all died without seeing the fulfillment of the promise.
[00:35:50.040 --> 00:35:51.040]   They all died without seeing the fulfillment of the promise.
[00:35:51.040 --> 00:35:52.040]   They all died without seeing the fulfillment of the promise.
[00:35:52.040 --> 00:35:53.040]   They all died without seeing the fulfillment of the promise.
[00:35:53.040 --> 00:35:54.040]   They all died without seeing the fulfillment of the promise.
[00:35:54.040 --> 00:35:55.040]   They all died without seeing the fulfillment of the promise.
[00:35:55.040 --> 00:35:56.040]   They all died without seeing the fulfillment of the promise.
[00:35:56.040 --> 00:35:57.040]   They all died without seeing the fulfillment of the promise.
[00:35:57.040 --> 00:35:58.040]   They all died without seeing the fulfillment of the promise.
[00:35:58.040 --> 00:35:59.040]   They all died without seeing the fulfillment of the promise.
[00:35:59.040 --> 00:36:00.040]   They all died without seeing the fulfillment of the promise.
[00:36:00.040 --> 00:36:01.040]   They all died without seeing the fulfillment of the promise.
[00:36:01.040 --> 00:36:02.040]   They all died without seeing the fulfillment of the promise.
[00:36:02.040 --> 00:36:03.040]   They all died without seeing the fulfillment of the promise.
[00:36:03.040 --> 00:36:04.040]   They all died without seeing the fulfillment of the promise.
[00:36:04.040 --> 00:36:05.040]   They all died without seeing the fulfillment of the promise.
[00:36:05.040 --> 00:36:06.040]   They all died without seeing the fulfillment of the promise.
[00:36:06.040 --> 00:36:07.040]   They all died without seeing the fulfillment of the promise.
[00:36:07.040 --> 00:36:08.040]   They all died without seeing the fulfillment of the promise.
[00:36:08.040 --> 00:36:09.040]   They all died without seeing the fulfillment of the promise.
[00:36:09.040 --> 00:36:10.040]   They all died without seeing the fulfillment of the promise.
[00:36:10.040 --> 00:36:11.040]   They all died without seeing the fulfillment of the promise.
[00:36:11.040 --> 00:36:12.040]   They all died without seeing the fulfillment of the promise.
[00:36:12.040 --> 00:36:13.040]   They all died without seeing the fulfillment of the promise.
[00:36:13.040 --> 00:36:14.040]   They all died without seeing the fulfillment of the promise.
[00:36:14.040 --> 00:36:15.040]   They all died without seeing the fulfillment of the promise.
[00:36:15.040 --> 00:36:16.040]   They all died without seeing the fulfillment of the promise.
[00:36:16.040 --> 00:36:17.040]   They all died without seeing the fulfillment of the promise.
[00:36:17.040 --> 00:36:18.040]   They all died without seeing the fulfillment of the promise.
[00:36:18.040 --> 00:36:19.040]   They all died without seeing the fulfillment of the promise.
[00:36:19.040 --> 00:36:20.040]   They all died without seeing the fulfillment of the promise.
[00:36:20.040 --> 00:36:21.040]   They all died without seeing the fulfillment of the promise.
[00:36:21.040 --> 00:36:22.040]   They all died without seeing the fulfillment of the promise.
[00:36:22.040 --> 00:36:23.040]   They all died without seeing the fulfillment of the promise.
[00:36:23.040 --> 00:36:24.040]   They all died without seeing the fulfillment of the promise.
[00:36:24.040 --> 00:36:25.040]   They all died without seeing the fulfillment of the promise.
[00:36:25.040 --> 00:36:26.040]   They all died without seeing the fulfillment of the promise.
[00:36:26.040 --> 00:36:27.040]   They all died without seeing the fulfillment of the promise.
[00:36:27.040 --> 00:36:28.040]   They all died without seeing the fulfillment of the promise.
[00:36:28.040 --> 00:36:29.040]   They all died without seeing the fulfillment of the promise.
[00:36:29.040 --> 00:36:30.040]   They all died without seeing the fulfillment of the promise.
[00:36:30.040 --> 00:36:31.040]   They all died without seeing the fulfillment of the promise.
[00:36:31.040 --> 00:36:32.040]   They all died without seeing the fulfillment of the promise.
[00:36:32.040 --> 00:36:33.040]   They all died without seeing the fulfillment of the promise.
[00:36:33.040 --> 00:36:34.040]   They all died without seeing the fulfillment of the promise.
[00:36:34.040 --> 00:36:35.040]   They all died without seeing the fulfillment of the promise.
[00:36:35.040 --> 00:36:36.040]   They all died without seeing the fulfillment of the promise.
[00:36:36.040 --> 00:36:37.040]   They all died without seeing the fulfillment of the promise.
[00:36:37.040 --> 00:36:38.040]   They all died without seeing the fulfillment of the promise.
[00:36:38.040 --> 00:36:39.040]   They all died without seeing the fulfillment of the promise.
[00:36:39.040 --> 00:36:40.040]   They all died without seeing the fulfillment of the promise.
[00:36:40.040 --> 00:36:41.040]   They all died without seeing the fulfillment of the promise.
[00:36:41.040 --> 00:36:42.040]   They all died without seeing the fulfillment of the promise.
[00:36:42.040 --> 00:36:43.040]   They all died without seeing the fulfillment of the promise.
[00:36:43.040 --> 00:36:44.040]   They all died without seeing the fulfillment of the promise.
[00:36:44.040 --> 00:36:45.040]   They all died without seeing the fulfillment of the promise.
[00:36:45.040 --> 00:36:46.040]   They all died without seeing the fulfillment of the promise.
[00:36:46.040 --> 00:36:47.040]   They all died without seeing the fulfillment of the promise.
[00:36:47.040 --> 00:36:48.040]   They all died without seeing the fulfillment of the promise.
[00:36:48.040 --> 00:36:49.040]   They all died without seeing the fulfillment of the promise.
[00:36:49.040 --> 00:36:50.040]   They all died without seeing the fulfillment of the promise.
[00:36:50.040 --> 00:36:51.040]   They all died without seeing the fulfillment of the promise.
[00:36:51.040 --> 00:36:52.040]   They all died without seeing the fulfillment of the promise.
[00:36:52.040 --> 00:36:53.040]   They all died without seeing the fulfillment of the promise.
[00:36:53.040 --> 00:36:54.040]   They all died without seeing the fulfillment of the promise.
[00:36:54.040 --> 00:36:55.040]   They all died without seeing the fulfillment of the promise.
[00:36:55.040 --> 00:36:56.040]   They all died without seeing the fulfillment of the promise.
[00:36:56.040 --> 00:36:57.040]   They all died without seeing the fulfillment of the promise.
[00:36:57.040 --> 00:36:58.040]   They all died without seeing the fulfillment of the promise.
[00:36:58.040 --> 00:36:59.040]   They all died without seeing the fulfillment of the promise.
[00:36:59.040 --> 00:37:00.040]   They all died without seeing the fulfillment of the promise.
[00:37:00.040 --> 00:37:01.040]   They all died without seeing the fulfillment of the promise.
[00:37:01.040 --> 00:37:02.040]   They all died without seeing the fulfillment of the promise.
[00:37:02.040 --> 00:37:03.040]   They all died without seeing the fulfillment of the promise.
[00:37:03.040 --> 00:37:04.040]   They all died without seeing the fulfillment of the promise.
[00:37:04.040 --> 00:37:05.040]   They all died without seeing the fulfillment of the promise.
[00:37:05.040 --> 00:37:06.040]   They all died without seeing the fulfillment of the promise.
[00:37:06.040 --> 00:37:07.040]   They all died without seeing the fulfillment of the promise.
[00:37:07.040 --> 00:37:08.040]   They all died without seeing the fulfillment of the promise.
[00:37:08.040 --> 00:37:09.040]   They all died without seeing the fulfillment of the promise.
[00:37:09.040 --> 00:37:10.040]   They all died without seeing the fulfillment of the promise.
[00:37:10.040 --> 00:37:11.040]   They all died without seeing the fulfillment of the promise.
[00:37:11.040 --> 00:37:12.040]   They all died without seeing the fulfillment of the promise.
[00:37:12.040 --> 00:37:13.040]   They all died without seeing the fulfillment of the promise.
[00:37:13.040 --> 00:37:14.040]   They all died without seeing the fulfillment of the promise.
[00:37:14.040 --> 00:37:15.040]   They all died without seeing the fulfillment of the promise.
[00:37:15.040 --> 00:37:16.040]   They all died without seeing the fulfillment of the promise.
[00:37:16.040 --> 00:37:17.040]   They all died without seeing the fulfillment of the promise.
[00:37:17.040 --> 00:37:18.040]   They all died without seeing the fulfillment of the promise.
[00:37:18.040 --> 00:37:19.040]   They all died without seeing the fulfillment of the promise.
[00:37:19.040 --> 00:37:20.040]   They all died without seeing the fulfillment of the promise.
[00:37:20.040 --> 00:37:21.040]   They all died without seeing the fulfillment of the promise.
[00:37:21.040 --> 00:37:22.040]   They all died without seeing the fulfillment of the promise.
[00:37:22.040 --> 00:37:23.040]   They all died without seeing the fulfillment of the promise.
[00:37:23.040 --> 00:37:24.040]   They all died without seeing the fulfillment of the promise.
[00:37:24.040 --> 00:37:25.040]   They all died without seeing the fulfillment of the promise.
[00:37:25.040 --> 00:37:26.040]   They all died without seeing the fulfillment of the promise.
[00:37:26.040 --> 00:37:27.040]   They all died without seeing the fulfillment of the promise.
[00:37:27.040 --> 00:37:28.040]   They all died without seeing the fulfillment of the promise.
[00:37:28.040 --> 00:37:29.040]   They all died without seeing the fulfillment of the promise.
[00:37:29.040 --> 00:37:30.040]   They all died without seeing the fulfillment of the promise.
[00:37:30.040 --> 00:37:31.040]   They all died without seeing the fulfillment of the promise.
[00:37:31.040 --> 00:37:32.040]   They all died without seeing the fulfillment of the promise.
[00:37:32.040 --> 00:37:33.040]   They all died without seeing the fulfillment of the promise.
[00:37:33.040 --> 00:37:34.040]   They all died without seeing the fulfillment of the promise.
[00:37:34.040 --> 00:37:35.040]   They all died without seeing the fulfillment of the promise.
[00:37:35.040 --> 00:37:36.040]   They all died without seeing the fulfillment of the promise.
[00:37:36.040 --> 00:37:37.040]   They all died without seeing the fulfillment of the promise.
[00:37:37.040 --> 00:37:38.040]   They all died without seeing the fulfillment of the promise.
[00:37:38.040 --> 00:37:39.040]   They all died without seeing the fulfillment of the promise.
[00:37:39.040 --> 00:37:40.040]   They all died without seeing the fulfillment of the promise.
[00:37:40.040 --> 00:37:41.040]   They all died without seeing the fulfillment of the promise.
[00:37:41.040 --> 00:37:42.040]   They all died without seeing the fulfillment of the promise.
[00:37:42.040 --> 00:37:43.040]   They all died without seeing the fulfillment of the promise.
[00:37:43.040 --> 00:37:44.040]   They all died without seeing the fulfillment of the promise.
[00:37:44.040 --> 00:37:45.040]   They all died without seeing the fulfillment of the promise.
[00:37:45.040 --> 00:37:46.040]   They all died without seeing the fulfillment of the promise.
[00:37:46.040 --> 00:37:47.040]   They all died without seeing the fulfillment of the promise.
[00:37:47.040 --> 00:37:48.040]   They all died without seeing the fulfillment of the promise.
[00:37:48.040 --> 00:37:49.040]   They all died without seeing the fulfillment of the promise.
[00:37:49.040 --> 00:37:50.040]   They all died without seeing the fulfillment of the promise.
[00:37:50.040 --> 00:37:51.040]   They all died without seeing the fulfillment of the promise.
[00:37:51.040 --> 00:37:52.040]   They all died without seeing the fulfillment of the promise.
[00:37:52.040 --> 00:37:53.040]   They all died without seeing the fulfillment of the promise.
[00:37:53.040 --> 00:37:54.040]   They all died without seeing the fulfillment of the promise.
[00:37:54.040 --> 00:37:55.040]   They all died without seeing the fulfillment of the promise.
[00:37:55.040 --> 00:37:56.040]   They all died without seeing the fulfillment of the promise.
[00:37:56.040 --> 00:37:57.040]   They all died without seeing the fulfillment of the promise.
[00:37:57.040 --> 00:37:58.040]   They all died without seeing the fulfillment of the promise.
[00:37:58.040 --> 00:37:59.040]   They all died without seeing the fulfillment of the promise.
[00:37:59.040 --> 00:38:00.040]   They all died without seeing the fulfillment of the promise.
[00:38:00.040 --> 00:38:01.040]   They all died without seeing the fulfillment of the promise.
[00:38:01.040 --> 00:38:02.040]   They all died without seeing the fulfillment of the promise.
[00:38:02.040 --> 00:38:03.040]   They all died without seeing the fulfillment of the promise.
[00:38:03.040 --> 00:38:04.040]   They all died without seeing the fulfillment of the promise.
[00:38:04.040 --> 00:38:05.040]   They all died without seeing the fulfillment of the promise.
[00:38:05.040 --> 00:38:06.040]   They all died without seeing the fulfillment of the promise.
[00:38:06.040 --> 00:38:07.040]   They all died without seeing the fulfillment of the promise.
[00:38:07.040 --> 00:38:08.040]   They all died without seeing the fulfillment of the promise.
[00:38:08.040 --> 00:38:09.040]   They all died without seeing the fulfillment of the promise.
[00:38:09.040 --> 00:38:10.040]   They all died without seeing the fulfillment of the promise.
[00:38:10.040 --> 00:38:11.040]   They all died without seeing the fulfillment of the promise.
[00:38:11.040 --> 00:38:12.040]   They all died without seeing the fulfillment of the promise.
[00:38:12.040 --> 00:38:13.040]   They all died without seeing the fulfillment of the promise.
[00:38:13.040 --> 00:38:14.040]   They all died without seeing the fulfillment of the promise.
[00:38:14.040 --> 00:38:15.040]   They all died without seeing the fulfillment of the promise.
[00:38:15.040 --> 00:38:16.040]   They all died without seeing the fulfillment of the promise.
[00:38:16.040 --> 00:38:17.040]   They all died without seeing the fulfillment of the promise.
[00:38:17.040 --> 00:38:18.040]   They all died without seeing the fulfillment of the promise.
[00:38:18.040 --> 00:38:19.040]   They all died without seeing the fulfillment of the promise.
[00:38:19.040 --> 00:38:20.040]   They all died without seeing the fulfillment of the promise.
[00:38:20.040 --> 00:38:21.040]   They all died without seeing the fulfillment of the promise.
[00:38:21.040 --> 00:38:22.040]   They all died without seeing the fulfillment of the promise.
[00:38:22.040 --> 00:38:23.040]   They all died without seeing the fulfillment of the promise.
[00:38:23.040 --> 00:38:24.040]   They all died without seeing the fulfillment of the promise.
[00:38:24.040 --> 00:38:25.040]   They all died without seeing the fulfillment of the promise.
[00:38:25.040 --> 00:38:26.040]   They all died without seeing the fulfillment of the promise.
[00:38:26.040 --> 00:38:27.040]   They all died without seeing the fulfillment of the promise.
[00:38:27.040 --> 00:38:28.040]   They all died without seeing the fulfillment of the promise.
[00:38:28.040 --> 00:38:29.040]   They all died without seeing the fulfillment of the promise.
[00:38:29.040 --> 00:38:30.040]   They all died without seeing the fulfillment of the promise.
[00:38:30.040 --> 00:38:31.040]   They all died without seeing the fulfillment of the promise.
[00:38:31.040 --> 00:38:32.040]   They all died without seeing the fulfillment of the promise.
[00:38:32.040 --> 00:38:33.040]   They all died without seeing the fulfillment of the promise.
[00:38:33.040 --> 00:38:34.040]   They all died without seeing the fulfillment of the promise.
[00:38:34.040 --> 00:38:35.040]   They all died without seeing the fulfillment of the promise.
[00:38:35.040 --> 00:38:36.040]   They all died without seeing the fulfillment of the promise.
[00:38:36.040 --> 00:38:37.040]   They all died without seeing the fulfillment of the promise.
[00:38:37.040 --> 00:38:38.040]   They all died without seeing the fulfillment of the promise.
[00:38:38.040 --> 00:38:39.040]   They all died without seeing the fulfillment of the promise.
[00:38:39.040 --> 00:38:40.040]   They all died without seeing the fulfillment of the promise.
[00:38:40.040 --> 00:38:41.040]   They all died without seeing the fulfillment of the promise.
[00:38:41.040 --> 00:38:42.040]   They all died without seeing the fulfillment of the promise.
[00:38:42.040 --> 00:38:43.040]   They all died without seeing the fulfillment of the promise.
[00:38:43.040 --> 00:38:44.040]   They all died without seeing the fulfillment of the promise.
[00:38:44.040 --> 00:38:45.040]   They all died without seeing the fulfillment of the promise.
[00:38:45.040 --> 00:38:46.040]   They all died without seeing the fulfillment of the promise.
[00:38:46.040 --> 00:38:47.040]   They all died without seeing the fulfillment of the promise.
[00:38:47.040 --> 00:38:48.040]   They all died without seeing the fulfillment of the promise.
[00:38:48.040 --> 00:38:49.040]   They all died without seeing the fulfillment of the promise.
[00:38:49.040 --> 00:38:50.040]   They all died without seeing the fulfillment of the promise.
[00:38:50.040 --> 00:38:51.040]   They all died without seeing the fulfillment of the promise.
[00:38:51.040 --> 00:38:52.040]   They all died without seeing the fulfillment of the promise.
[00:38:52.040 --> 00:38:53.040]   They all died without seeing the fulfillment of the promise.
[00:38:53.040 --> 00:38:54.040]   They all died without seeing the fulfillment of the promise.
[00:38:54.040 --> 00:38:55.040]   They all died without seeing the fulfillment of the promise.
[00:38:55.040 --> 00:38:56.040]   They all died without seeing the fulfillment of the promise.
[00:38:56.040 --> 00:38:57.040]   They all died without seeing the fulfillment of the promise.
[00:38:57.040 --> 00:38:58.040]   They all died without seeing the fulfillment of the promise.
[00:38:58.040 --> 00:38:59.040]   They all died without seeing the fulfillment of the promise.
[00:38:59.040 --> 00:39:00.040]   They all died without seeing the fulfillment of the promise.
[00:39:00.040 --> 00:39:01.040]   They all died without seeing the fulfillment of the promise.
[00:39:01.040 --> 00:39:02.040]   They all died without seeing the fulfillment of the promise.
[00:39:02.040 --> 00:39:03.040]   They all died without seeing the fulfillment of the promise.
[00:39:03.040 --> 00:39:04.040]   They all died without seeing the fulfillment of the promise.
[00:39:04.040 --> 00:39:05.040]   They all died without seeing the fulfillment of the promise.
[00:39:05.040 --> 00:39:06.040]   They all died without seeing the fulfillment of the promise.
[00:39:06.040 --> 00:39:07.040]   They all died without seeing the fulfillment of the promise.
[00:39:07.040 --> 00:39:08.040]   They all died without seeing the fulfillment of the promise.
[00:39:08.040 --> 00:39:09.040]   They all died without seeing the fulfillment of the promise.
[00:39:09.040 --> 00:39:10.040]   They all died without seeing the fulfillment of the promise.
[00:39:10.040 --> 00:39:11.040]   They all died without seeing the fulfillment of the promise.
[00:39:11.040 --> 00:39:12.040]   They all died without seeing the fulfillment of the promise.
[00:39:12.040 --> 00:39:13.040]   They all died without seeing the fulfillment of the promise.
[00:39:13.040 --> 00:39:14.040]   They all died without seeing the fulfillment of the promise.
[00:39:14.040 --> 00:39:15.040]   They all died without seeing the fulfillment of the promise.
[00:39:15.040 --> 00:39:16.040]   They all died without seeing the fulfillment of the promise.
[00:39:16.040 --> 00:39:17.040]   They all died without seeing the fulfillment of the promise.
[00:39:17.040 --> 00:39:18.040]   They all died without seeing the fulfillment of the promise.
[00:39:18.040 --> 00:39:19.040]   They all died without seeing the fulfillment of the promise.
[00:39:19.040 --> 00:39:20.040]   They all died without seeing the fulfillment of the promise.
[00:39:20.040 --> 00:39:21.040]   They all died without seeing the fulfillment of the promise.
[00:39:21.040 --> 00:39:22.040]   They all died without seeing the fulfillment of the promise.
[00:39:22.040 --> 00:39:23.040]   They all died without seeing the fulfillment of the promise.
[00:39:23.040 --> 00:39:24.040]   They all died without seeing the fulfillment of the promise.
[00:39:24.040 --> 00:39:25.040]   They all died without seeing the fulfillment of the promise.
[00:39:25.040 --> 00:39:26.040]   They all died without seeing the fulfillment of the promise.
[00:39:26.040 --> 00:39:27.040]   They all died without seeing the fulfillment of the promise.
[00:39:27.040 --> 00:39:28.040]   They all died without seeing the fulfillment of the promise.
[00:39:28.040 --> 00:39:29.040]   They all died without seeing the fulfillment of the promise.
[00:39:29.040 --> 00:39:30.040]   They all died without seeing the fulfillment of the promise.
[00:39:30.040 --> 00:39:31.040]   They all died without seeing the fulfillment of the promise.
[00:39:31.040 --> 00:39:32.040]   They all died without seeing the fulfillment of the promise.
[00:39:32.040 --> 00:39:33.040]   They all died without seeing the fulfillment of the promise.
[00:39:33.040 --> 00:39:34.040]   They all died without seeing the fulfillment of the promise.
[00:39:34.040 --> 00:39:35.040]   They all died without seeing the fulfillment of the promise.
[00:39:35.040 --> 00:39:36.040]   They all died without seeing the fulfillment of the promise.
[00:39:36.040 --> 00:39:37.040]   They all died without seeing the fulfillment of the promise.
[00:39:37.040 --> 00:39:38.040]   They all died without seeing the fulfillment of the promise.
[00:39:38.040 --> 00:39:39.040]   They all died without seeing the fulfillment of the promise.
[00:39:39.040 --> 00:39:40.040]   They all died without seeing the fulfillment of the promise.
[00:39:40.040 --> 00:39:41.040]   They all died without seeing the fulfillment of the promise.
[00:39:41.040 --> 00:39:42.040]   They all died without seeing the fulfillment of the promise.
[00:39:42.040 --> 00:39:43.040]   They all died without seeing the fulfillment of the promise.
[00:39:43.040 --> 00:39:44.040]   They all died without seeing the fulfillment of the promise.
[00:39:44.040 --> 00:39:45.040]   They all died without seeing the fulfillment of the promise.
[00:39:45.040 --> 00:39:46.040]   They all died without seeing the fulfillment of the promise.
[00:39:46.040 --> 00:39:47.040]   They all died without seeing the fulfillment of the promise.
[00:39:47.040 --> 00:39:48.040]   They all died without seeing the fulfillment of the promise.
[00:39:48.040 --> 00:39:49.040]   They all died without seeing the fulfillment of the promise.
[00:39:49.040 --> 00:39:50.040]   They all died without seeing the fulfillment of the promise.
[00:39:50.040 --> 00:39:51.040]   They all died without seeing the fulfillment of the promise.
[00:39:51.040 --> 00:39:52.040]   They all died without seeing the fulfillment of the promise.
[00:39:52.040 --> 00:39:53.040]   They all died without seeing the fulfillment of the promise.
[00:39:53.040 --> 00:39:54.040]   They all died without seeing the fulfillment of the promise.
[00:39:54.040 --> 00:39:55.040]   They all died without seeing the fulfillment of the promise.
[00:39:55.040 --> 00:39:56.040]   They all died without seeing the fulfillment of the promise.
[00:39:56.040 --> 00:39:57.040]   They all died without seeing the fulfillment of the promise.
[00:39:57.040 --> 00:39:58.040]   They all died without seeing the fulfillment of the promise.
[00:39:58.040 --> 00:39:59.040]   They all died without seeing the fulfillment of the promise.
[00:39:59.040 --> 00:40:00.040]   They all died without seeing the fulfillment of the promise.
[00:40:00.040 --> 00:40:01.040]   They all died without seeing the fulfillment of the promise.
[00:40:01.040 --> 00:40:02.040]   They all died without seeing the fulfillment of the promise.
[00:40:02.040 --> 00:40:03.040]   They all died without seeing the fulfillment of the promise.
[00:40:03.040 --> 00:40:04.040]   They all died without seeing the fulfillment of the promise.
[00:40:04.040 --> 00:40:05.040]   They all died without seeing the fulfillment of the promise.
[00:40:05.040 --> 00:40:06.040]   They all died without seeing the fulfillment of the promise.
[00:40:06.040 --> 00:40:07.040]   They all died without seeing the fulfillment of the promise.
[00:40:07.040 --> 00:40:08.040]   They all died without seeing the fulfillment of the promise.
[00:40:08.040 --> 00:40:09.040]   They all died without seeing the fulfillment of the promise.
[00:40:09.040 --> 00:40:10.040]   They all died without seeing the fulfillment of the promise.
[00:40:10.040 --> 00:40:11.040]   They all died without seeing the fulfillment of the promise.
[00:40:11.040 --> 00:40:12.040]   They all died without seeing the fulfillment of the promise.
[00:40:12.040 --> 00:40:13.040]   They all died without seeing the fulfillment of the promise.
[00:40:13.040 --> 00:40:14.040]   They all died without seeing the fulfillment of the promise.
[00:40:14.040 --> 00:40:15.040]   They all died without seeing the fulfillment of the promise.
[00:40:15.040 --> 00:40:16.040]   They all died without seeing the fulfillment of the promise.
[00:40:16.040 --> 00:40:17.040]   They all died without seeing the fulfillment of the promise.
[00:40:17.040 --> 00:40:18.040]   They all died without seeing the fulfillment of the promise.
[00:40:18.040 --> 00:40:19.040]   They all died without seeing the fulfillment of the promise.
[00:40:19.040 --> 00:40:20.040]   They all died without seeing the fulfillment of the promise.
[00:40:20.040 --> 00:40:21.040]   They all died without seeing the fulfillment of the promise.
[00:40:21.040 --> 00:40:22.040]   They all died without seeing the fulfillment of the promise.
[00:40:22.040 --> 00:40:23.040]   They all died without seeing the fulfillment of the promise.
[00:40:23.040 --> 00:40:24.040]   They all died without seeing the fulfillment of the promise.
[00:40:24.040 --> 00:40:25.040]   They all died without seeing the fulfillment of the promise.
[00:40:25.040 --> 00:40:26.040]   They all died without seeing the fulfillment of the promise.
[00:40:26.040 --> 00:40:27.040]   They all died without seeing the fulfillment of the promise.
[00:40:27.040 --> 00:40:28.040]   They all died without seeing the fulfillment of the promise.
[00:40:28.040 --> 00:40:29.040]   They all died without seeing the fulfillment of the promise.
[00:40:29.040 --> 00:40:30.040]   They all died without seeing the fulfillment of the promise.
[00:40:30.040 --> 00:40:31.040]   They all died without seeing the fulfillment of the promise.
[00:40:31.040 --> 00:40:32.040]   They all died without seeing the fulfillment of the promise.
[00:40:32.040 --> 00:40:33.040]   They all died without seeing the fulfillment of the promise.
[00:40:33.040 --> 00:40:34.040]   They all died without seeing the fulfillment of the promise.
[00:40:34.040 --> 00:40:35.040]   They all died without seeing the fulfillment of the promise.
[00:40:35.040 --> 00:40:36.040]   They all died without seeing the fulfillment of the promise.
[00:40:36.040 --> 00:40:37.040]   They all died without seeing the fulfillment of the promise.
[00:40:37.040 --> 00:40:38.040]   They all died without seeing the fulfillment of the promise.
[00:40:38.040 --> 00:40:39.040]   They all died without seeing the fulfillment of the promise.
[00:40:39.040 --> 00:40:40.040]   They all died without seeing the fulfillment of the promise.
[00:40:40.040 --> 00:40:41.040]   They all died without seeing the fulfillment of the promise.
[00:40:41.040 --> 00:40:42.040]   They all died without seeing the fulfillment of the promise.
[00:40:42.040 --> 00:40:43.040]   They all died without seeing the fulfillment of the promise.
[00:40:43.040 --> 00:40:44.040]   They all died without seeing the fulfillment of the promise.
[00:40:44.040 --> 00:40:45.040]   They all died without seeing the fulfillment of the promise.
[00:40:45.040 --> 00:40:46.040]   They all died without seeing the fulfillment of the promise.
[00:40:46.040 --> 00:40:47.040]   They all died without seeing the fulfillment of the promise.
[00:40:47.040 --> 00:40:48.040]   They all died without seeing the fulfillment of the promise.
[00:40:48.040 --> 00:40:49.040]   They all died without seeing the fulfillment of the promise.
[00:40:49.040 --> 00:40:50.040]   They all died without seeing the fulfillment of the promise.
