
[00:00:00.040 --> 00:00:09.580]   guarded
[01:01:19.300 --> 01:01:19.300]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:01:19.300 --> 01:01:19.300]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:01:19.300 --> 01:01:19.300]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:01:19.300 --> 01:01:19.300]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:01:19.300 --> 01:01:19.300]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:01:19.300 --> 01:01:19.300]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:01:19.300 --> 01:01:19.300]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:01:19.340 --> 01:01:49.320]  ,
[01:01:49.320 --> 01:01:49.320]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:01:49.320 --> 01:01:49.320]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:01:49.320 --> 01:01:49.320]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:01:49.320 --> 01:01:49.320]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:01:49.320 --> 01:01:49.320]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:01:49.320 --> 01:01:49.320]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:01:49.320 --> 01:01:49.320]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:01:49.320 --> 01:01:49.320]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:01:49.320 --> 01:01:49.320]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:01:49.340 --> 01:02:19.340]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:02:19.340 --> 01:02:19.340]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:02:19.340 --> 01:02:19.340]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:02:19.340 --> 01:02:19.340]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:02:19.340 --> 01:02:19.340]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:02:19.340 --> 01:02:19.340]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:02:19.340 --> 01:02:19.340]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:02:19.340 --> 01:02:19.340]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:02:19.340 --> 01:02:19.340]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:02:19.340 --> 01:02:19.340]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:02:19.340 --> 01:02:19.340]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:02:19.340 --> 01:02:19.340]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:02:19.380 --> 01:02:49.360]  ,
[01:02:49.360 --> 01:02:49.360]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:02:49.360 --> 01:02:49.360]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:02:49.360 --> 01:02:49.360]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:02:49.360 --> 01:02:49.360]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:02:49.360 --> 01:02:49.360]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:02:49.360 --> 01:02:49.360]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:02:49.360 --> 01:02:49.360]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:02:49.360 --> 01:02:49.360]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:02:49.360 --> 01:02:49.360]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:02:49.360 --> 01:02:49.360]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:02:49.380 --> 01:03:19.380]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:03:19.380 --> 01:03:19.380]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:03:19.380 --> 01:03:19.380]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:03:19.380 --> 01:03:19.380]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:03:19.380 --> 01:03:19.380]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:03:19.380 --> 01:03:19.380]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:03:19.380 --> 01:03:19.380]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:03:19.380 --> 01:03:19.380]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:03:19.380 --> 01:03:19.380]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:03:19.380 --> 01:03:19.380]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:03:19.380 --> 01:03:19.380]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:03:19.380 --> 01:03:19.380]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:03:19.400 --> 01:03:49.400]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:03:49.400 --> 01:03:49.400]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:03:49.400 --> 01:03:49.400]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:03:49.400 --> 01:03:49.400]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:03:49.400 --> 01:03:49.400]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:03:49.400 --> 01:03:49.400]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:03:49.400 --> 01:03:49.400]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:03:49.400 --> 01:03:49.400]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:03:49.400 --> 01:03:49.400]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:03:49.400 --> 01:03:49.400]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:03:49.400 --> 01:04:19.420]  ,
[01:04:19.420 --> 01:04:19.420]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:04:19.420 --> 01:04:19.420]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:04:19.420 --> 01:04:19.420]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:04:19.420 --> 01:04:19.420]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:04:19.420 --> 01:04:19.420]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:04:19.420 --> 01:04:19.420]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:04:19.420 --> 01:04:19.420]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:04:19.420 --> 01:04:19.420]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:04:19.420 --> 01:04:19.420]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:04:19.440 --> 01:04:49.440]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:04:49.440 --> 01:04:49.440]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:04:49.440 --> 01:04:49.440]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:04:49.440 --> 01:04:49.440]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:04:49.440 --> 01:04:49.440]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:04:49.440 --> 01:04:49.440]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:04:49.440 --> 01:04:49.440]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:04:49.440 --> 01:04:49.440]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:04:49.440 --> 01:04:49.440]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:04:49.440 --> 01:04:49.440]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:04:49.440 --> 01:04:49.440]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:04:49.440 --> 01:04:49.440]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:04:49.440 --> 01:05:19.460]  ,
[01:05:19.460 --> 01:05:19.460]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:05:19.460 --> 01:05:19.460]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:05:19.460 --> 01:05:19.460]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:05:19.460 --> 01:05:19.460]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:05:19.460 --> 01:05:19.460]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:05:19.460 --> 01:05:19.460]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:05:19.460 --> 01:05:19.460]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:05:19.460 --> 01:05:19.460]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:05:19.460 --> 01:05:19.460]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:05:19.460 --> 01:05:19.460]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:05:19.480 --> 01:05:49.480]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:05:49.480 --> 01:05:49.480]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:05:49.480 --> 01:05:49.480]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:05:49.480 --> 01:05:49.480]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:05:49.480 --> 01:05:49.480]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:05:49.480 --> 01:05:49.480]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:05:49.480 --> 01:05:49.480]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:05:49.480 --> 01:05:49.480]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:05:49.480 --> 01:05:49.480]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:05:49.480 --> 01:05:49.480]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:05:49.480 --> 01:05:49.480]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:05:49.480 --> 01:05:49.480]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:05:49.520 --> 01:06:19.500]  ,
[01:06:19.500 --> 01:06:19.500]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:06:19.500 --> 01:06:19.500]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:06:19.500 --> 01:06:19.500]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:06:19.500 --> 01:06:19.500]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:06:19.500 --> 01:06:19.500]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:06:19.500 --> 01:06:19.500]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:06:19.500 --> 01:06:19.500]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:06:19.500 --> 01:06:19.500]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:06:19.500 --> 01:06:19.500]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:06:19.520 --> 01:06:49.520]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:06:49.520 --> 01:06:49.520]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:06:49.520 --> 01:06:49.520]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:06:49.520 --> 01:06:49.520]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:06:49.520 --> 01:06:49.520]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:06:49.520 --> 01:06:49.520]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:06:49.520 --> 01:06:49.520]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:06:49.520 --> 01:06:49.520]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:06:49.520 --> 01:06:49.520]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:06:49.520 --> 01:06:49.520]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:06:49.520 --> 01:06:49.520]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:06:49.520 --> 01:06:49.520]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:06:49.540 --> 01:07:19.540]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:07:19.540 --> 01:07:19.540]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:07:19.540 --> 01:07:19.540]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:07:19.540 --> 01:07:19.540]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:07:19.540 --> 01:07:19.540]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:07:19.540 --> 01:07:19.540]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:07:19.540 --> 01:07:19.540]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:07:19.540 --> 01:07:19.540]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:07:19.540 --> 01:07:19.540]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:07:19.540 --> 01:07:19.540]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:07:19.580 --> 01:07:49.560]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:07:49.560 --> 01:07:49.560]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:07:49.560 --> 01:07:49.560]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:07:49.560 --> 01:07:49.560]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:07:49.560 --> 01:07:49.560]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:07:49.560 --> 01:07:49.560]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:07:49.560 --> 01:07:49.560]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:07:49.560 --> 01:07:49.560]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:07:49.560 --> 01:07:49.560]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:07:49.560 --> 01:07:49.560]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:07:49.580 --> 01:08:19.580]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:08:19.580 --> 01:08:19.580]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:08:19.580 --> 01:08:19.580]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:08:19.580 --> 01:08:19.580]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:08:19.580 --> 01:08:19.580]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:08:19.580 --> 01:08:19.580]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:08:19.580 --> 01:08:19.580]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:08:19.580 --> 01:08:19.580]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:08:19.580 --> 01:08:19.580]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:08:19.580 --> 01:08:19.580]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:08:19.580 --> 01:08:19.580]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:08:19.580 --> 01:08:19.580]   I think these are the kinds of decisions and decisions that we wrestle with,
[01:08:19.620 --> 01:08:49.600]  ,
[01:08:49.600 --> 01:08:49.600]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:08:49.600 --> 01:08:49.600]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:08:49.600 --> 01:08:49.600]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:08:49.600 --> 01:08:49.600]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:08:49.600 --> 01:08:49.600]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:08:49.600 --> 01:08:49.600]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:08:49.600 --> 01:08:49.600]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:08:49.600 --> 01:08:49.600]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:08:49.600 --> 01:08:49.600]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:08:49.620 --> 01:09:19.620]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:09:19.620 --> 01:09:19.620]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:09:19.620 --> 01:09:19.620]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:09:19.620 --> 01:09:19.620]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:09:19.620 --> 01:09:19.620]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:09:19.620 --> 01:09:19.620]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:09:19.620 --> 01:09:19.620]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:09:19.620 --> 01:09:19.620]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:09:19.620 --> 01:09:19.620]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:09:19.620 --> 01:09:19.620]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:09:19.620 --> 01:09:19.620]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:09:19.620 --> 01:09:19.620]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:09:19.660 --> 01:09:49.640]  ,
[01:09:49.640 --> 01:09:49.640]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:09:49.640 --> 01:09:49.640]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:09:49.640 --> 01:09:49.640]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:09:49.640 --> 01:09:49.640]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:09:49.640 --> 01:09:49.640]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:09:49.640 --> 01:09:49.640]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:09:49.640 --> 01:09:49.640]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:09:49.640 --> 01:09:49.640]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:09:49.640 --> 01:09:49.640]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:09:49.640 --> 01:09:49.640]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:09:49.660 --> 01:10:19.660]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:10:19.660 --> 01:10:19.660]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:10:19.660 --> 01:10:19.660]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:10:19.660 --> 01:10:19.660]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:10:19.660 --> 01:10:19.660]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:10:19.660 --> 01:10:19.660]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:10:19.660 --> 01:10:19.660]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:10:19.660 --> 01:10:19.660]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:10:19.660 --> 01:10:19.660]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:10:19.660 --> 01:10:19.660]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:10:19.660 --> 01:10:19.660]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:10:19.660 --> 01:10:19.660]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:10:19.700 --> 01:10:49.680]  ,
[01:10:49.680 --> 01:10:49.680]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:10:49.680 --> 01:10:49.680]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:10:49.680 --> 01:10:49.680]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:10:49.680 --> 01:10:49.680]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:10:49.680 --> 01:10:49.680]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:10:49.680 --> 01:10:49.680]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:10:49.680 --> 01:10:49.680]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:10:49.680 --> 01:10:49.680]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:10:49.700 --> 01:11:19.700]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:11:19.700 --> 01:11:19.700]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:11:19.700 --> 01:11:19.700]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:11:19.700 --> 01:11:19.700]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:11:19.700 --> 01:11:19.700]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:11:19.700 --> 01:11:19.700]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:11:19.700 --> 01:11:19.700]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:11:19.700 --> 01:11:19.700]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:11:19.700 --> 01:11:19.700]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:11:19.700 --> 01:11:19.700]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:11:19.700 --> 01:11:19.700]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:11:19.700 --> 01:11:19.700]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:11:19.740 --> 01:11:49.720]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:11:49.720 --> 01:11:49.720]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:11:49.720 --> 01:11:49.720]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:11:49.720 --> 01:11:49.720]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:11:49.720 --> 01:11:49.720]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:11:49.720 --> 01:11:49.720]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:11:49.720 --> 01:11:49.720]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:11:49.720 --> 01:11:49.720]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:11:49.740 --> 01:12:19.740]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:12:19.740 --> 01:12:19.740]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:12:19.740 --> 01:12:19.740]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:12:19.740 --> 01:12:19.740]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:12:19.740 --> 01:12:19.740]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:12:19.740 --> 01:12:19.740]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:12:19.740 --> 01:12:19.740]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:12:19.740 --> 01:12:19.740]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:12:19.740 --> 01:12:19.740]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:12:19.740 --> 01:12:19.740]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:12:19.740 --> 01:12:19.740]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:12:19.740 --> 01:12:19.740]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:12:19.740 --> 01:12:49.760]  ,
[01:12:49.760 --> 01:12:49.760]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:12:49.760 --> 01:12:49.760]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:12:49.760 --> 01:12:49.760]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:12:49.760 --> 01:12:49.760]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:12:49.760 --> 01:12:49.760]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:12:49.760 --> 01:12:49.760]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:12:49.760 --> 01:12:49.760]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:12:49.760 --> 01:12:49.760]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:12:49.780 --> 01:13:19.780]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:13:19.780 --> 01:13:19.780]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:13:19.780 --> 01:13:19.780]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:13:19.780 --> 01:13:19.780]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:13:19.780 --> 01:13:19.780]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:13:19.780 --> 01:13:19.780]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:13:19.780 --> 01:13:19.780]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:13:19.780 --> 01:13:19.780]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:13:19.780 --> 01:13:19.780]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:13:19.780 --> 01:13:19.780]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:13:19.780 --> 01:13:19.780]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:13:19.780 --> 01:13:19.780]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:13:19.820 --> 01:13:49.800]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:13:49.800 --> 01:13:49.800]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:13:49.800 --> 01:13:49.800]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:13:49.800 --> 01:13:49.800]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:13:49.800 --> 01:13:49.800]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:13:49.800 --> 01:13:49.800]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:13:49.800 --> 01:13:49.800]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:13:49.800 --> 01:13:49.800]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:13:49.820 --> 01:14:19.820]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:14:19.820 --> 01:14:19.820]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:14:19.820 --> 01:14:19.820]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:14:19.820 --> 01:14:19.820]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:14:19.820 --> 01:14:19.820]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:14:19.820 --> 01:14:19.820]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:14:19.820 --> 01:14:19.820]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:14:19.820 --> 01:14:19.820]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:14:19.820 --> 01:14:19.820]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:14:19.820 --> 01:14:19.820]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:14:19.820 --> 01:14:19.820]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:14:19.820 --> 01:14:19.820]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:14:19.960 --> 01:14:37.900]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:14:37.900 --> 01:14:37.900]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:14:37.900 --> 01:14:37.920]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:14:37.920 --> 01:14:37.940]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:14:37.940 --> 01:14:37.960]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:14:37.960 --> 01:14:37.980]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:14:37.980 --> 01:14:38.000]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:14:38.000 --> 01:14:38.020]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:14:38.020 --> 01:14:38.040]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:14:38.040 --> 01:14:38.040]   I think these are the kinds of decisions and discussions that we wrestle with,
[01:14:38.040 --> 01:14:38.040]   I think these are the kinds of decisions that we wrestle with,
[01:14:38.040 --> 01:14:38.040]   I think these are the kinds of decisions that we wrestle with,
[01:14:38.080 --> 01:14:45.060]   wait

