
[00:00:00.000 --> 00:00:04.000]   Hi, everyone.
[00:43:29.480 --> 00:43:33.720]   same thing for agents, right? We can do A/B test for those agents and do behavior tests.
[00:43:33.720 --> 00:43:39.000]   And through the process, we not only invent better interfaces for those agents, that's the practical
[00:43:39.000 --> 00:43:44.280]   value, but we also better understand agents. Just like when we do those A/B tests, we do those
[00:43:44.280 --> 00:43:49.400]   HCI, we better understand humans. During those ACI experiments, we actually better understand agents.
[00:43:49.400 --> 00:43:50.680]   And that's pretty cool.
[00:43:50.680 --> 00:43:55.400]   Besides kind of like that A/B testing, what are other kind of like processes that people
[00:43:55.400 --> 00:43:57.640]   can use to think about this in a good way?
[00:43:57.640 --> 00:44:02.520]   That's a great question. And I think switch is like an initial work. And what we do is
[00:44:02.520 --> 00:44:07.640]   the kind of the live approach, right? You just try some interface and you see what's going
[00:44:07.640 --> 00:44:12.680]   wrong and then you try to fix that. You do this kind of iterative fixing. But I think what's really
[00:44:12.680 --> 00:44:17.880]   interesting is there will be a lot of future directions that's very promising if we can apply
[00:44:17.880 --> 00:44:23.400]   some of the HCI principles more systematically into the interface design. I think that would be a very
[00:44:23.400 --> 00:44:25.680]   cool interdisciplinary research opportunity.
[00:44:25.680 --> 00:44:32.440]   You talked a lot about kind of like agent computer interfaces and interactions. What about like human
[00:44:32.440 --> 00:44:38.440]   to agent kind of like UX patterns? I'm like, yeah, curious for any thoughts there that you might have.
[00:44:38.440 --> 00:44:43.400]   That's a great question. And in some sense, I feel like prompt engineering is about
[00:44:43.400 --> 00:44:51.240]   human agent interface. But I think there can be a lot of interesting research done about it. So prompting is
[00:44:51.240 --> 00:44:55.960]   about how humans can better communicate with the agent. But I think there could be interesting
[00:44:55.960 --> 00:45:00.920]   research on how agents can better communicate with humans, right? When to ask questions,
[00:45:00.920 --> 00:45:05.960]   how to ask questions, like what's the frequency of asking questions. And I think those kind of stuff
[00:45:05.960 --> 00:45:07.240]   could be very cool research.
[00:45:07.240 --> 00:45:11.240]   Yeah. I think some of the most interesting stuff that I saw here was also related to coding with
[00:45:11.240 --> 00:45:16.200]   Devon from Cognition. And they had the three or four different panels where you had like the chat,
[00:45:16.200 --> 00:45:19.080]   the browser, the terminal, and I guess the code editor as well.
[00:45:19.080 --> 00:45:19.960]   There's more now.
[00:45:19.960 --> 00:45:21.560]   There's more. Okay. I'm not up to date.
[00:45:21.560 --> 00:45:23.640]   Yeah. I think they also did a good job on ACI.
[00:45:23.640 --> 00:45:24.600]   They did. Yeah.
[00:45:24.600 --> 00:45:24.680]   Yeah.
[00:45:24.680 --> 00:45:28.280]   I think that's the main learning I have from Devon. They cracked that. They actually,
[00:45:28.280 --> 00:45:32.520]   there was no foundational planning breakthrough. The planner is like actually pretty simple,
[00:45:32.520 --> 00:45:34.920]   but ACI that they broke through on.
[00:45:34.920 --> 00:45:41.720]   I think making the tool good and reliable is probably like 90% of the whole agent. Once the tool is actually
[00:45:41.720 --> 00:45:47.240]   good, then the agent design can be much, much simpler. On the other hand, if the tool is bad,
[00:45:47.240 --> 00:45:51.720]   then no matter how much you put into the agent design planning or search or whatever,
[00:45:51.720 --> 00:45:52.840]   it's still going to be trash.
[00:45:52.840 --> 00:45:59.320]   Yeah. I'd argue the same, same with like context and instructions. Like, yeah, go hand in hand.
[00:45:59.320 --> 00:46:03.880]   On the tool, how do you think about the tension of like, for both of you, I mean, you're building
[00:46:03.880 --> 00:46:09.080]   a library. So even more for you, the tension between making now a language or a library that
[00:46:09.080 --> 00:46:15.160]   is like easy for the agent to grasp and write versus one that is easy for like the human to grasp
[00:46:15.160 --> 00:46:18.840]   and write, because you know, the trend is like more and more code gets written by the agent. So
[00:46:18.840 --> 00:46:24.200]   why wouldn't you optimize the framework to be as easy as possible for the model versus for the person?
[00:46:24.200 --> 00:46:28.840]   I think it's possible to design interface that's both friendly to humans and agents. But what do
[00:46:28.840 --> 00:46:29.160]   you think?
[00:46:29.160 --> 00:46:32.360]   We haven't thought about that from the perspective, like we're not trying to design
[00:46:32.360 --> 00:46:40.760]   LangChain or LangGraph to be friendly, but I mean, I think to be friendly for agents to write.
[00:46:40.760 --> 00:46:46.760]   But I mean, I think we see this with like, I saw some paper that used TypeScript notation instead of
[00:46:46.760 --> 00:46:51.960]   JSON notation for tool calling and it got a lot better performance. So it's definitely a thing. I haven't
[00:46:51.960 --> 00:46:57.160]   really heard of anyone designing like a syntax or a language explicitly for agents, but there's
[00:46:57.160 --> 00:46:58.600]   clearly syntaxes that are better.
[00:46:58.600 --> 00:47:03.160]   I think function calling is a good example where it's like a good interface for both
[00:47:03.160 --> 00:47:08.680]   human programmers and for agents, right? Like for developers, it's actually a very friendly
[00:47:08.680 --> 00:47:12.840]   interface because it's very concrete and you don't have to do prompt engineering anymore. You can
[00:47:12.840 --> 00:47:18.600]   be very systematic. And for models, it's also pretty good, right? Like it can use all the existing coding
[00:47:18.600 --> 00:47:21.320]   content. So I think we need more of those kinds of designs.
[00:47:21.320 --> 00:47:26.440]   I will mostly agree and then I'll slightly disagree in terms of this, which is like whether
[00:47:26.440 --> 00:47:31.960]   designing for humans also overlaps the designing for AI. So Malta Ubo, who's the CTO of Vercel,
[00:47:31.960 --> 00:47:37.160]   who is creating basically JavaScript's, you know, competitor to LangChain, they're observing that
[00:47:37.160 --> 00:47:41.800]   basically like if the API is easy to understand for humans, it's actually much easier to understand for
[00:47:41.800 --> 00:47:46.120]   LMs. For example, because they're not overloaded functions. They don't behave differently under different
[00:47:46.120 --> 00:47:51.000]   contexts. They do one thing and they always work the same way. It's easy for humans. It's easy for
[00:47:51.000 --> 00:47:55.640]   LMs. And like that makes a lot of sense. And obviously adding types is another one. Like type
[00:47:55.640 --> 00:48:00.120]   annotations only help give extra context, which is really great. So that's the agreement. And then a
[00:48:00.120 --> 00:48:05.720]   disagreement is that I've actually, when I use structured output to do my chain of thought, I have
[00:48:05.720 --> 00:48:12.840]   found that I change my field names to hint to the LLM of what the field is supposed to do. So instead of
[00:48:12.840 --> 00:48:17.960]   saying topics, I'll say candidate topics. And that gives me a better result because the LLM was like,
[00:48:17.960 --> 00:48:22.600]   "Ah, this is just a draft thing I can use for chain of thought." And instead of like summaries,
[00:48:22.600 --> 00:48:27.320]   I'll say topic summaries to link the previous field to the current field. So like little stuff like that,
[00:48:27.320 --> 00:48:31.720]   I find myself optimizing for the LLM where I as a human would never do that.
[00:48:31.720 --> 00:48:37.720]   Interesting. It's kind of like the way you optimize the prompt, it might be different for humans and for
[00:48:37.720 --> 00:48:43.880]   machines. You can have a common ground that's both clear for humans and agents, but to improve the human
[00:48:43.880 --> 00:48:48.280]   performance versus improving the agent performance, they might move to different directions.
[00:48:48.280 --> 00:48:51.720]   I move to different directions. There's a lot more use of metadata as well, like descriptions,
[00:48:51.720 --> 00:48:56.040]   comments, code comments, annotations and stuff like that. Yeah.
[00:48:56.040 --> 00:49:01.480]   I would argue that's just you communicating to the agent what it should do. And maybe you need
[00:49:01.480 --> 00:49:06.200]   to communicate a little bit more than to humans because models aren't quite good enough yet. But
[00:49:06.200 --> 00:49:09.000]   like, I don't think that's crazy. I don't think that's crazy.
[00:49:09.000 --> 00:49:12.600]   I will bring this in because it just happened to me yesterday. I was at the cursor office.
[00:49:12.600 --> 00:49:19.560]   They held their first user meetup and I was telling them about the LLMOS concept and why
[00:49:19.560 --> 00:49:24.200]   basically every interface, every tool was being redesigned for AIs to use rather than humans. And
[00:49:24.200 --> 00:49:30.440]   they're like, "Why? Can't we just use Bing and Google for LLM search? Why must I use EXA?" Or
[00:49:30.440 --> 00:49:33.000]   what's the other one that you guys work with? Tavili.
[00:49:33.000 --> 00:49:38.120]   Tavili. Web Search API dedicated for LLMs. What's the difference to Bing API?
[00:49:38.120 --> 00:49:42.600]   Exactly. There weren't great APIs for search. Like the best one, like the one that we used
[00:49:42.600 --> 00:49:51.160]   initially in LinkChain was SERP API, which is like maybe illegal. I'm not sure. And like, you know,
[00:49:51.160 --> 00:49:55.320]   and now they're like venture-backed companies. Shout out to DuckDuckGo, which is free.
[00:49:55.320 --> 00:50:00.360]   Yes. Yes. Yeah. I do think there are some differences though. I think you want,
[00:50:00.360 --> 00:50:05.960]   like, I think generally these APIs try to return small amounts of text information, clear legible
[00:50:05.960 --> 00:50:10.520]   field. It's not a massive JSON blob. And I think that matters. I think like when you talk about
[00:50:10.520 --> 00:50:14.520]   designing tools, it's not only the, it's the interface in the entirety, not only the inputs,
[00:50:14.520 --> 00:50:18.120]   but also the outputs that really matter. And so I think they try to make the outputs.
[00:50:18.120 --> 00:50:23.000]   They're doing ACI. Yeah. Yeah, absolutely. Really. Like there, there's a whole set of industries that
[00:50:23.000 --> 00:50:29.960]   are just being redone for ACI. It's weird. And so my, my simple answer to, to them was like the error
[00:50:29.960 --> 00:50:35.560]   messages. When you give error messages, they should be basically prompts for the LLM to take and then
[00:50:35.560 --> 00:50:39.960]   self-correct. Then your error messages get more verbose actually than you normally would with a human.
[00:50:39.960 --> 00:50:44.840]   stuff like that. Like a little, honestly, it's not that big. Again, like, is this worth a venture
[00:50:44.840 --> 00:50:51.720]   backed industry? Unless you can tell us, but like, I think code interpreter, I think is a new thing.
[00:50:51.720 --> 00:50:56.440]   I hope so. We invested in E2B. So I think that's a very interesting point. You're trying to optimize
[00:50:56.440 --> 00:51:00.520]   to the extreme. Then obviously they're going to be different. For example, the error, take it very
[00:51:00.520 --> 00:51:05.320]   seriously. Right. The error for, for like language model, the longer, the better. But for humans,
[00:51:05.320 --> 00:51:10.520]   that will make them very nervous and very tired. Right. But, but I guess that the point is more like,
[00:51:10.520 --> 00:51:16.040]   maybe we should try to find a co optimized common ground as much as possible. And then if we have
[00:51:16.040 --> 00:51:20.600]   divergence, then we should try to diverge. But it's more philosophical now. But I think like,
[00:51:20.600 --> 00:51:25.640]   part of it is like how you use it. So Google invented the page rank because ideally you only click
[00:51:25.640 --> 00:51:29.240]   on one link, you know, like the top three should have the answer. But like with models, it's like,
[00:51:29.240 --> 00:51:34.600]   well, you can get 20. So those searches are more like semantic grouping in a way. It's like,
[00:51:34.600 --> 00:51:40.040]   for this query, I'll return you like 20, 30 things that are kind of good, you know? So it's less about
[00:51:40.040 --> 00:51:45.800]   ranking and it's more about grouping. Another fundamental thing about ACI is the difference
[00:51:45.800 --> 00:51:51.560]   between human and machine's kind of memory limit. Right. So I think what's really interesting about this
[00:51:51.560 --> 00:51:57.320]   concept of ACI versus HCI is interfaces that's optimized for them. You can kind of understand some of the
[00:51:57.320 --> 00:52:02.600]   fundamental characteristics differences of humans and machines, right? Why, you know,
[00:52:02.600 --> 00:52:08.120]   if you look at find or whatever terminal command, you know, you can only look at it one thing at a time,
[00:52:08.120 --> 00:52:13.720]   or that's because we have a very small working memory. You can only deal with one thing at a time.
[00:52:13.720 --> 00:52:19.320]   You can only look at one paragraph of text at the same time. So the interface for us is by design,
[00:52:19.320 --> 00:52:25.000]   you know, a small piece of information, but more temporal steps. But for machines, that's, that should be the
[00:52:25.000 --> 00:52:28.600]   opposite, right? You should just give them a hundred different results and they should just
[00:52:28.600 --> 00:52:34.200]   decide the context was the most relevant stuff and trade off the context for temporal steps. That's
[00:52:34.200 --> 00:52:39.320]   actually also better for language models because like the cost is smaller or whatever. So it's
[00:52:39.320 --> 00:52:43.480]   interesting to connect those interfaces to the fundamental kind of differences of those.
[00:52:43.480 --> 00:52:48.200]   When you said earlier, you know, we should try to design these to maybe be similar as possible and
[00:52:48.200 --> 00:52:53.160]   diverge if we need to. I actually don't have a problem with them diverging now and seeing venture
[00:52:53.160 --> 00:53:00.200]   backed startups emerging now because we are different from machines, code AI, and it's just so early on,
[00:53:00.200 --> 00:53:05.000]   like they may still look kind of similar and they may still be small differences, but it's still just so
[00:53:05.000 --> 00:53:09.880]   early. And I think we'll only discover more ways that they differ. And so I'm totally fine with them kind of like
[00:53:09.880 --> 00:53:13.880]   diverging early and optimizing for the... I agree. I think, I think it's more like,
[00:53:13.880 --> 00:53:18.680]   you know, we should obviously try to optimize human interface just for humans. We're already doing
[00:53:18.680 --> 00:53:24.680]   that for 50 years. We should optimize agent interface just for agents, but we might also
[00:53:24.680 --> 00:53:30.600]   try to co-optimize both and see how far we can get. There's enough people to try all three directions.
[00:53:30.600 --> 00:53:35.240]   Yeah. There's a thesis I sometimes push, which is the sour lesson as opposed to the bitter lesson,
[00:53:35.240 --> 00:53:40.280]   which we always inspired by human development, but actually AI develops its own path.
[00:53:40.280 --> 00:53:44.520]   Right. We need to understand better, you know, what are the fundamental differences between those
[00:53:44.520 --> 00:53:49.480]   creatures. It's funny when really early on this pod, you were like, how much grounding do you have in
[00:53:49.480 --> 00:53:54.840]   cognitive development and human brain stuff? And I'm like, maybe that doesn't matter. And actually,
[00:53:54.840 --> 00:54:01.800]   so like I, in my original agent's blog post, I had a picture of the human brain and now it looks a lot
[00:54:01.800 --> 00:54:07.160]   more like a CPU. The canonical picture of the LNMOS is kind of like a CPU with all the input and output
[00:54:07.160 --> 00:54:10.520]   going into it. And I think that that's probably the more scalable system.
[00:54:10.520 --> 00:54:14.680]   I think the problem with like a lot of like cognitive scientists, like is that...
[00:54:14.680 --> 00:54:15.800]   They think by analogy, right?
[00:54:15.800 --> 00:54:20.840]   They think, you know, the only way to solve intelligence is through the human way. And therefore,
[00:54:20.840 --> 00:54:26.120]   they like have a lot of critics for whatever things that are not cognitive or human.
[00:54:26.120 --> 00:54:31.240]   But I think a more useful way to use those knowledge is to think of that as just a reference
[00:54:31.240 --> 00:54:35.640]   point. I don't think we should copy exactly what's going on with human all the way, but I think it's
[00:54:35.640 --> 00:54:39.720]   good to have a reference point because this is a working example how intelligence works.
[00:54:39.720 --> 00:54:40.360]   Yeah.
[00:54:40.360 --> 00:54:45.960]   And if you know all the knowledge and you compare them, I think that actually establishes more
[00:54:45.960 --> 00:54:51.160]   interesting insights as opposed to just copy that or not copying that or opposing that.
[00:54:51.160 --> 00:54:53.080]   I think comparing is the way to go.
[00:54:53.080 --> 00:54:56.280]   I feel like this is an unanswerable question, but I'll just put it out there anyway.
[00:54:56.280 --> 00:55:00.280]   If we can answer this, I think it'd be worth a lot, which is, can we separate intelligence from knowledge?
[00:55:00.280 --> 00:55:03.240]   That's a very deep question, actually.
[00:55:03.240 --> 00:55:10.360]   And to have a little history background, I think that's really the key thesis at the beginning of AI.
[00:55:10.360 --> 00:55:14.760]   If you think about Neville and Simon and all those symbolic AI people, right?
[00:55:14.760 --> 00:55:21.000]   Basically, they're trying to create intelligence by writing down all the knowledge.
[00:55:21.000 --> 00:55:24.920]   For example, they write like a checker or write a checker program.
[00:55:24.920 --> 00:55:29.240]   Basically how you would solve the checker, you write down all the knowledge and then implement that.
[00:55:29.240 --> 00:55:33.960]   And I think the whole thesis of symbolic AI is we should just be able to write down all the knowledge
[00:55:33.960 --> 00:55:35.640]   and that just creates intelligence.
[00:55:35.640 --> 00:55:41.240]   But that kind of fails. And I think really, I think a great like quote from Hinton is,
[00:55:41.240 --> 00:55:44.200]   I think there are two approaches to intelligence.
[00:55:44.200 --> 00:55:49.720]   One approach is let's deal with reasoning or thinking or knowledge, whatever you call that.
[00:55:49.720 --> 00:55:51.560]   And then let's worry about learning later.
[00:55:51.560 --> 00:55:54.360]   The other approach is let's deal with learning first.
[00:55:54.360 --> 00:55:58.360]   And then let's worry about, you know, whatever knowledge or reasoning or thinking later.
[00:55:58.360 --> 00:56:04.520]   And it turns out right now, at least like the second approach works and the first approach doesn't work.
[00:56:04.520 --> 00:56:06.680]   And I think there might be something deep about it.
[00:56:06.680 --> 00:56:07.880]   Does that answer your question?
[00:56:07.880 --> 00:56:11.640]   Partially, I think Apple intelligence might change that.
[00:56:11.640 --> 00:56:12.520]   Can you explain?
[00:56:12.520 --> 00:56:16.440]   If this year is the year of multi-modal models, next year is like on-device year.
[00:56:16.440 --> 00:56:20.120]   And Apple intelligence basically has hot swappable capabilities, right?
[00:56:20.120 --> 00:56:25.720]   Like they have like 50 LoRa's that they swap onto a base model that does different tasks.
[00:56:25.720 --> 00:56:31.640]   And that's the first instance that we have of the separation of intelligence and knowledge.
[00:56:31.640 --> 00:56:34.120]   And I think that's that's a really interesting approach.
[00:56:34.120 --> 00:56:35.640]   Obviously, it's not exactly knowledge.
[00:56:35.640 --> 00:56:37.800]   It's just more about context.
[00:56:37.800 --> 00:56:38.760]   Yeah, it's more about context.
[00:56:38.760 --> 00:56:44.200]   It's like you can have the same model deployed to 10 million phones with 10 million contacts and see if...
[00:56:44.200 --> 00:56:46.120]   For on-device deployment, I think it's super important.
[00:56:46.120 --> 00:56:51.880]   Like if you can boil out, like I actually have most of my problems with AI news when
[00:56:51.880 --> 00:56:55.320]   the model thinks it knows more than it knows because it combines knowledge of intelligence.
[00:56:55.320 --> 00:56:57.400]   I want it to have zero knowledge whatsoever.
[00:56:57.400 --> 00:57:00.440]   And it only has the ability to parse the things I tell it.
[00:57:00.440 --> 00:57:02.200]   I kind of get what you mean.
[00:57:02.200 --> 00:57:06.680]   I feel like it's more like memorization versus kind of just generalization in some sense.
[00:57:06.680 --> 00:57:08.120]   Yeah, raw ability to understand things.
[00:57:08.120 --> 00:57:12.840]   You don't want it to know like facts like, you know, who is the president of the United States.
[00:57:12.840 --> 00:57:15.320]   They should be able to just call internet and use a tool to solve it.
[00:57:15.320 --> 00:57:19.240]   Yes, because otherwise it's not going to call the tool if it thinks it knows.
[00:57:19.240 --> 00:57:20.280]   I kind of get what you mean.
[00:57:20.280 --> 00:57:22.920]   That's why it's valuable.
[00:57:22.920 --> 00:57:23.320]   Okay.
[00:57:23.320 --> 00:57:28.680]   So if that's the case, I guess my point is I don't think it's possible to fully separate them
[00:57:28.680 --> 00:57:32.840]   because like those kind of intelligence kind of emerges.
[00:57:32.840 --> 00:57:38.520]   Like even for humans, you can't just operate in an intelligent mode without knowledge, right?
[00:57:38.520 --> 00:57:42.360]   Throughout the years, you learn how to do things and what things are.
[00:57:42.360 --> 00:57:45.160]   And it's very hard to separate those things, I would say.
[00:57:45.160 --> 00:57:45.640]   Yeah.
[00:57:45.640 --> 00:57:46.280]   But what if we could?
[00:57:48.520 --> 00:57:52.680]   As a meta strategy, I'm trying to keep as a stack ranked list of like,
[00:57:52.680 --> 00:57:55.160]   what are the 10 most valuable questions in here?
[00:57:55.160 --> 00:57:59.480]   You can think of knowledge as a cache of intelligence in some sense.
[00:57:59.480 --> 00:58:08.920]   If you have like wikihall.com saying like you should tie a shoelace using the following step,
[00:58:08.920 --> 00:58:13.240]   you can think of that piece of text as like a cache to intelligence, right?
[00:58:13.240 --> 00:58:15.960]   I guess that's kind of like reflection anyway, right?
[00:58:15.960 --> 00:58:17.800]   It's like you're storing these things as memory,
[00:58:17.800 --> 00:58:19.080]   and then you put them back.
[00:58:19.080 --> 00:58:22.680]   So without the knowledge, you wouldn't have the intelligence to do it better.
[00:58:22.680 --> 00:58:23.080]   Right.
[00:58:23.080 --> 00:58:23.480]   Right.
[00:58:23.480 --> 00:58:24.280]   I had a couple of things.
[00:58:24.280 --> 00:58:28.760]   So we had Thomas Shalom from Meta to talk about Lama 3.1.
[00:58:28.760 --> 00:58:29.160]   They mentioned...
[00:58:29.160 --> 00:58:30.440]   Then he started talking about Lama 4.
[00:58:30.440 --> 00:58:30.840]   Yeah.
[00:58:30.840 --> 00:58:32.360]   I was like, whoa, okay.
[00:58:32.360 --> 00:58:32.920]   Great.
[00:58:32.920 --> 00:58:35.320]   And he said it's going to be like really focused on agents.
[00:58:35.320 --> 00:58:41.160]   I know you talked before about, you know, it's next token prediction enough to get to like problem
[00:58:41.160 --> 00:58:41.560]   solving.
[00:58:41.560 --> 00:58:46.360]   If you say you got the perfect environment, they got the terminal, they got everything.
[00:58:46.360 --> 00:58:50.440]   And if you were to now move down to the model level and say, I need to make a model that is better
[00:58:50.440 --> 00:58:52.840]   for like agentic workflow, where would you start?
[00:58:52.840 --> 00:58:54.520]   I think it's data.
[00:58:54.520 --> 00:58:59.400]   I think it's data because like changing architecture now is too hard and we don't have a good,
[00:58:59.400 --> 00:59:00.680]   better alternative solution now.
[00:59:00.680 --> 00:59:06.840]   I think it's mostly about data and agent data is obviously hard because people just write down the
[00:59:06.840 --> 00:59:08.040]   final result on the internet.
[00:59:08.040 --> 00:59:11.560]   They don't write down how they like step by step, how they do the thing on the internet.
[00:59:11.560 --> 00:59:11.800]   Right.
[00:59:11.800 --> 00:59:19.000]   So naturally it's easier for models to learn chain of thought than tool call or whatever agent self
[00:59:19.000 --> 00:59:20.920]   reflection or search, right?
[00:59:20.920 --> 00:59:24.600]   Like even if you do a search, you won't write down all the search processes on the internet.
[00:59:24.600 --> 00:59:26.840]   You would just write down the final result.
[00:59:26.840 --> 00:59:32.360]   And, uh, I think it's a great thing that NAMA 4 is going to be more towards agents.
[00:59:32.360 --> 00:59:34.920]   That means, I mean, that should mean a lot for a lot of people.
[00:59:34.920 --> 00:59:35.320]   Yeah.
[00:59:35.320 --> 00:59:40.120]   In terms of data, you think the right data looks like trajectories basically of,
[00:59:40.120 --> 00:59:42.600]   of a react agent or of.
[00:59:42.600 --> 00:59:43.720]   Yeah.
[00:59:43.720 --> 00:59:45.720]   I mean, I have a paper called fire act.
[00:59:45.720 --> 00:59:46.520]   Do you still remember?
[00:59:46.520 --> 00:59:47.320]   No.
[00:59:47.320 --> 00:59:48.120]   Okay.
[00:59:48.120 --> 00:59:49.240]   Tell us.
[00:59:49.240 --> 00:59:49.640]   Okay.
[00:59:49.640 --> 00:59:52.120]   That's one of the not famous papers, I guess.
[00:59:52.120 --> 00:59:53.160]   It's not even on your website.
[00:59:53.160 --> 00:59:55.000]   Are we supposed to find it?
[00:59:55.000 --> 00:59:55.560]   It's on.
[00:59:55.560 --> 00:59:56.600]   It's on this Google Scholar.
[00:59:56.600 --> 00:59:57.480]   I've got it pulled out.
[00:59:57.480 --> 00:59:57.800]   Okay.
[00:59:57.800 --> 01:00:02.520]   It's not, it's, it's, it's been rejected for, for like a couple of times.
[01:00:02.520 --> 01:00:03.000]   No.
[01:00:03.000 --> 01:00:04.280]   But now it's Elena's face.
[01:00:04.280 --> 01:00:04.680]   Yeah.
[01:00:04.680 --> 01:00:05.720]   Everybody will find it.
[01:00:05.720 --> 01:00:07.480]   Anyway, I think the idea is very simple.
[01:00:07.480 --> 01:00:09.800]   Like you can try a lot of different agent methods, right?
[01:00:09.800 --> 01:00:12.840]   React, chain of thought, reflection or whatever.
[01:00:12.840 --> 01:00:14.280]   And the idea is very simple.
[01:00:14.280 --> 01:00:20.280]   You just have very diverse data, like tasks, and you try very diverse agent methods and you filter all
[01:00:20.280 --> 01:00:22.760]   the correct solutions and you train a model on all of that.
[01:00:22.760 --> 01:00:28.040]   And then the benefit is that you should somehow learn, you know, how to use simpler methods for
[01:00:28.040 --> 01:00:30.360]   simpler tasks and harder methods for harder tasks.
[01:00:30.360 --> 01:00:33.320]   I guess the problem is we don't have diverse, high quality tasks.
[01:00:33.320 --> 01:00:34.280]   That's the bottleneck for.
[01:00:34.280 --> 01:00:36.600]   So it's going to be trained on all code.
[01:00:36.600 --> 01:00:36.840]   Yeah.
[01:00:36.840 --> 01:00:38.520]   Let's hope we have more better benchmarks.
[01:00:38.520 --> 01:00:39.080]   Yeah.
[01:00:39.080 --> 01:00:41.320]   In school, that kind of pissed me off a little bit.
[01:00:41.320 --> 01:00:46.120]   When you're doing like a homework, like exercises for like calculus, like they give you the problem,
[01:00:46.120 --> 01:00:47.320]   then they give you the solution.
[01:00:47.320 --> 01:00:47.560]   Right.
[01:00:47.560 --> 01:00:51.160]   But there's no way without the professor or the TA to get like the steps.
[01:00:51.160 --> 01:00:51.400]   Right.
[01:00:51.400 --> 01:00:52.440]   So actually how you got there.
[01:00:52.440 --> 01:00:52.760]   Right.
[01:00:52.760 --> 01:00:57.080]   And so I feel like because of how schools are structured, we never brought this thing down.
[01:00:57.080 --> 01:01:01.320]   But I feel like if you went to every university and it's like write down step by step the solution
[01:01:01.320 --> 01:01:06.600]   to every single problem in the set and make it available online, that's a start to make this dataset better.
[01:01:06.600 --> 01:01:11.960]   I think it's also because, you know, it's, it might be hard for you to write down your chain of thought,
[01:01:11.960 --> 01:01:17.960]   even when you're solving the same, because part of that is conscious in language, but maybe even part
[01:01:17.960 --> 01:01:19.080]   of that is not in language.
[01:01:19.080 --> 01:01:19.960]   And okay.
[01:01:19.960 --> 01:01:21.400]   So a funny side story.
[01:01:21.400 --> 01:01:25.800]   So when I wrote down the React thing, I would tell it to my Google manager, right?
[01:01:25.800 --> 01:01:30.920]   Like, you know, what we should do, we should just hire, you know, as many people as possible and
[01:01:30.920 --> 01:01:35.240]   let them use Google and write down exactly what they think, what they search on the internet.
[01:01:35.240 --> 01:01:36.600]   and we train them all on that.
[01:01:36.600 --> 01:01:39.960]   But I think it's not, not trivial to, to write down your thoughts.
[01:01:39.960 --> 01:01:44.920]   Like if you're not trained to do that, if I tell you like, okay, write down what you're thinking
[01:01:44.920 --> 01:01:48.600]   right now, it's actually not as trivial a task as you might imagine.
[01:01:48.600 --> 01:01:53.080]   It might be more of a diffusion process than the autoregressive process.
[01:01:53.080 --> 01:01:57.240]   But I think the problem is starting with the experts, you know, because there's so much like muscle
[01:01:57.240 --> 01:02:01.960]   memory and what you do once you've done it for so long, that's why we need to like get everybody
[01:02:01.960 --> 01:02:05.720]   to do it. And then you can see it like separate knowledge and intelligence.
[01:02:05.720 --> 01:02:12.040]   The simplest way to achieve AGI is literally just, just record the reaction of every human
[01:02:12.040 --> 01:02:16.200]   being and just put them together. You know, like, what do you have thought about?
[01:02:16.200 --> 01:02:21.640]   What do you have done? Let's say on the computer, right? Imagine like solid experiment. Like you,
[01:02:21.640 --> 01:02:25.640]   you write down literally everything you think about and everything you do on the computer and
[01:02:25.640 --> 01:02:30.680]   you record them and you train on all the successful trajectories by some metric of success. I think
[01:02:30.680 --> 01:02:32.200]   that should just lead us to AGI.
[01:02:32.200 --> 01:02:38.200]   My, my first work of fiction in like 10 years was exploring that idea of what if you recorded
[01:02:38.200 --> 01:02:42.600]   everything and uploaded yourself? I'm pretty science-based like, you know, but probably the most like
[01:02:42.600 --> 01:02:47.240]   spiritual woo-woo thing about me is I don't think that would lead to consciousness or AGI just because
[01:02:47.240 --> 01:02:53.080]   like there's something in there's like, there's a soul, you know, that is the unspeakable quality.
[01:02:53.080 --> 01:02:55.240]   That's if it emerges through skill.
[01:02:55.240 --> 01:02:58.120]   We can simulate that for sure.
[01:02:58.120 --> 01:03:03.000]   What do you think about the role of few-shot prompting for some of these like agent trajectories?
[01:03:03.000 --> 01:03:09.160]   That was a big part of the original react paper, I think. And as we talk about showing your, your work
[01:03:09.160 --> 01:03:14.760]   and how you think like. I feel like it's becoming less used than zero-shot prompting. What's your
[01:03:14.760 --> 01:03:20.280]   observation? I'm pretty bullish on it, to be honest, for a few reasons. Like one, I think it can maybe
[01:03:20.280 --> 01:03:24.440]   help for more complex things, but then also two, like it's a form of prompting and prompting is just
[01:03:24.440 --> 01:03:28.200]   communicating with the model what you want it to do. And sometimes it's easier to just show the model
[01:03:28.200 --> 01:03:33.160]   what you want it to do than write out detailed kind of like instructions. I think the practical reason
[01:03:33.160 --> 01:03:38.920]   it has become less used is because the agent kind of scaffold become more complex or the tasks you're
[01:03:38.920 --> 01:03:43.880]   trying to solve is becoming more complex. It's harder to annotate a few-shot examples, right?
[01:03:43.880 --> 01:03:48.120]   Like in the chain of thought era, she just write down three lines of things. It's very easy to write
[01:03:48.120 --> 01:03:53.720]   down a few-shot or whatever, but I feel like annotation difficulty has become harder.
[01:03:53.720 --> 01:03:57.240]   I think also one of the reasons that I'm bullish on it is because I think it's a really good way to
